au.net.causal.shoelaces	shoelaces-jersey-integration-tests-container	2.0		ec08796a4753077822fe0045bdf383fa433e13a5
io.camunda.spring	spring-boot-starter-camunda	8.4.14		fbe84bad1d7ea1a2d5e3bc1ae490057a91b66211
io.camunda.spring	spring-boot-starter-camunda	8.4.15		2c67c0025049728226ddcef895c7bb0352b6a28b
io.camunda.spring	spring-boot-starter-camunda	8.4.15-rc1		873c2e89ab5f250de487df6d774a2914d0436f40
io.camunda.spring	spring-boot-starter-camunda	8.4.16		cdcee9f4119afb4aa18a7f11729a8325bda5fcdf
io.camunda.spring	spring-boot-starter-camunda	8.4.17		ebe4eea905e740936df0d4d50117ac6f661e05ec
io.camunda.spring	spring-boot-starter-camunda	8.4.2		a13c3c18a764d4ec2f9cc36b201c1d2943fee5dc
io.camunda.spring	spring-boot-starter-camunda	8.4.2-rc1		75616138b112a59030a1132a4d649adb29c9439b
io.camunda.spring	spring-boot-starter-camunda	8.4.2-rc2		7ba59df922d1b34c07022a8f98e021b4c3a29bac
io.camunda.spring	spring-boot-starter-camunda	8.4.3		32ae59c4a664c95d05401e42c78f5255a200ef14
io.camunda.spring	spring-boot-starter-camunda	8.4.4		796f6eedeb94874cedaa7f1deb1c0394891e9c88
io.camunda.spring	spring-boot-starter-camunda	8.4.5		12f203b86296c1fd44747d47ce3ccc9b505241d4
io.camunda.spring	spring-boot-starter-camunda	8.4.6		9f29e7584544e0fdc9f47974db091badc73a68d3
io.camunda.spring	spring-boot-starter-camunda	8.4.6-rc1		5c8f1d01636ab91d87df7f84a598c5ba615204e6
io.camunda.spring	spring-boot-starter-camunda	8.4.7		ecaae010ccfef5bc50a29bc9d4a141abfbbe1e21
io.camunda.spring	spring-boot-starter-camunda	8.4.8		d8aab0ccda5bbaa703589c0dd10c29bdb14b6a93
io.camunda.spring	spring-boot-starter-camunda	8.4.9		9eed24a9d9487609c1feaf0becebba9f8daa33e8
io.camunda.spring	spring-boot-starter-camunda	8.5.0		0b21c8e0355f16aa017eab1111b8e79e395c7365
io.camunda.spring	spring-boot-starter-camunda	8.5.0-alpha2		7a6583deade6e160d0f0c3a79afad236c5cf1546
io.camunda.spring	spring-boot-starter-camunda	8.5.0-rc1		3d81bd716d6c8f8735ead90aca76eb924779fa6a
io.camunda.spring	spring-boot-starter-camunda	8.5.0-rc2		f62d16043ec9a3c95babe6e461f459f94ea7ac88
io.camunda.spring	spring-boot-starter-camunda	8.5.1		fdc33a9964c692b652cb50677b94dc572bc17a35
io.camunda.spring	spring-boot-starter-camunda	8.5.10		7f5426eb41a7d717d09eb0309867bc65f39c691a
io.camunda.spring	spring-boot-starter-camunda	8.5.11		0175c0a1afc1a691356b0de4917d97ed98dad762
io.camunda.spring	spring-boot-starter-camunda	8.5.12		332cac7b3d97ad8dd6786c576e69f90f24854ea5
io.camunda.spring	spring-boot-starter-camunda	8.5.13		30553627fd7965bf6c1d8e4dffa964d63ebde6d6
io.camunda.spring	spring-boot-starter-camunda	8.5.14		16e68875a7215a6c5b2c175a01349c54d52e12ec
io.camunda.spring	spring-boot-starter-camunda	8.5.15		c7fde9c971e72c741c90e8ad08f48ea347b15ca1
io.camunda.spring	spring-boot-starter-camunda	8.5.15-rc1		740132a67dae53aa950cd05bf0cf1f0900bb398c
io.camunda.spring	spring-boot-starter-camunda	8.5.15-rc2		473aeb706e1a782fb630b12dcf97c2084fa352c7
io.camunda.spring	spring-boot-starter-camunda	8.5.16		6d756c8ad94d3f385910a62be5a17f1b06466f4b
io.camunda.spring	spring-boot-starter-camunda	8.5.17		949fc90f65b78f674b924f697afaa5f98c704457
io.camunda.spring	spring-boot-starter-camunda	8.5.18		2829b0cba3c7152c01101e6b286861b95ad58a38
io.camunda.spring	spring-boot-starter-camunda	8.5.2		a7fcfcf3003e4fc7ecde602bdc8437a301d4fb92
io.camunda.spring	spring-boot-starter-camunda	8.5.3		5671a9542128f83065dfca22c1e2fe90f6e5910c
io.camunda.spring	spring-boot-starter-camunda	8.5.4		28ba4b39c329b6c56e08cd4c8ccc9bd0fcf24537
io.camunda.spring	spring-boot-starter-camunda	8.5.5		16df4183d2d5ba817a92b9898e6d5377a251bf4a
io.camunda.spring	spring-boot-starter-camunda	8.5.6		7313c216d6355b28a8f0bfc72cb527afbb95ca8f
io.camunda.spring	spring-boot-starter-camunda	8.5.7		52388ca92da5563d7618f0a534d00a54f428614b
io.camunda.spring	spring-boot-starter-camunda	8.5.8		01939ddba096ddafff34061b05befde1c01d94a3
io.camunda.spring	spring-boot-starter-camunda	8.5.9		59b95d1035e8a8686a04ea82ffd14c23af06becb
io.exoquery	exoquery-engine-mingwx64	2.1.0-1.1.0.PL		N/A
io.exoquery	exoquery-engine-mingwx64	2.1.0-1.1.1.PL		N/A
io.exoquery	exoquery-engine-mingwx64	2.1.0-1.1.2.PL		N/A
io.exoquery	exoquery-engine-mingwx64	2.1.20-1.1.2.PL		N/A
io.get-coursier	env	1.0.4		84b67267a0fffa65a1662d54db71a028793d62d5
io.get-coursier	env	1.0.5		4500bd4301ea69d3d799660fb45635a342c3215e
io.get-coursier	env	1.0.6		605da950794c4cc8cfec2513328b15ae289ecda9
io.get-coursier	env	1.0.7		ca6d044eddc564fba52e5f2ad87477cfae4dae77
io.github.amayaframework	amaya-filter	1.0.0		6753e907e255c06332ae232f3fd472fc28b1c6cc
io.github.beksar1998	kmm-platform-viewmodel-android-debug	0.0.3		N/A
io.github.beksar1998	kmm-platform-viewmodel-android-debug	0.0.4		N/A
io.github.ipipman	config-man	0.0.1		N/A
io.github.ipipman	config-man	0.0.2-RELEASE		N/A
io.github.ipipman	config-man	0.0.4		N/A
io.github.jmcardon	tsec-hash-jca_3	0.3.0-M1		a1ca5026c06ed4ca008289ec8d83a1019204c404
io.github.jmcardon	tsec-hash-jca_3	0.3.0-M2		99ba3f8e79b08927ddcf3f14e36c21c5d58698bb
io.github.jmcardon	tsec-hash-jca_3	0.4.0		d1d4392b7989b6cc865ddc4a739fced4b75866a9
io.github.jmcardon	tsec-hash-jca_3	0.4.0-M1		365858516d08273cda88b6f627eccda769bf8992
io.github.jmcardon	tsec-hash-jca_3	0.5.0		848e4b23ee6b5213f9df1966354918a896f3c050
io.github.jmcardon	tsec-hash-jca_3	0.5.0-M1		e75b4e31765265162ff551dd7e4ae568dad9a790
io.github.reporting-solutions	org.eclipse.birt.report.designer.ui.rcp	4.8.0		d62e6ac56457492d4f1a531b2225eee3cb502146
io.github.vigoo	zio-aws-gamesparks_3	4.17.280.4		b834dc7a8dfa9b15d2af46efc11c80438fb7daf7
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.10		3550c728d5e1447daeb963815e575afbd9cadd73
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.11		13a7412cdf36ec90b1f7563e848c571d4c8640d1
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.12		3368b771e07c6f8d03989cd8a8965a18565a8a59
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.13		e257a5744a8c9c8288b744ce07dda7e7b7fca9d4
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.14		6f709639a121dfe05124b154df0a1bcd0ece75d0
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.15		23ee3f1fbc6f7546680024558705086d05798bf5
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.16		932ca5096bccf8c8aea0eb9f750b8ab3c56fee40
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.17		b872f84dcfb1bae329c940c246b36e06ad5b7536
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.18		144dd86afc9fb2613bc94f315bc92adc8c0e3556
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.19		a980350dfdbc879453d393df6ecdd24400b28919
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.20		b9c2a32f49ef4f47b8d4290b3956ba296c0dcecb
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.21		3022e9935743fbbff96cb0da80c7a4975ec891c4
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.22		805d796f85fda35dff32e5c1c83fdee9cdd8dfea
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.23		6b4fa13a3981d3331cc15cbb52bafd58ba7621ee
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.24		e29f03ca5e1342baea8be6125dd3915a010ade2d
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.25		84530f4ead51cb08d522fdcba2e3a86011d08250
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.26		7b0fc4d2069c8f3e3686eed64e0c761214a8a842
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.27		27d15ec5439eaf20ce8dc1622d070ac6ad42c67b
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.28		ca98207f4396dafb22d82d78a83641cbdae2f8c8
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.29		d7a3a6e28a726a84cac99733e2eb18e33a6a7a2f
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.30		41603473756b57fc6f1f0f035c4738c9176e9ad7
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.7		d1c28de9d3b3825b72c988d206d6fe1dae2d6791
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.8		2fab4ec4c787e69537456edccd2b1c1e9c6e16ae
io.liftwizard	liftwizard-junit-extension-error-collector	2.1.9		e4d4e1b5369bd3f653e289ba61776276b402129a
io.openliberty.features	mpRestClient-1.0	18.0.0.2		N/A
io.openliberty.features	mpRestClient-1.0	18.0.0.3		N/A
io.openliberty.features	mpRestClient-1.0	18.0.0.4		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.1		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.10		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.11		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.12		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.2		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.3		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.4		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.5		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.6		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.7		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.8		N/A
io.openliberty.features	mpRestClient-1.0	19.0.0.9		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.1		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.10		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.11		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.12		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.2		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.3		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.4		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.5		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.6		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.7		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.8		N/A
io.openliberty.features	mpRestClient-1.0	20.0.0.9		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.1		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.10		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.11		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.12		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.2		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.3		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.4		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.5		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.6		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.7		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.8		N/A
io.openliberty.features	mpRestClient-1.0	21.0.0.9		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.1		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.10		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.11		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.12		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.13		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.2		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.3		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.4		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.5		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.6		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.7		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.8		N/A
io.openliberty.features	mpRestClient-1.0	22.0.0.9		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.1		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.10		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.11		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.12		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.2		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.3		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.4		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.5		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.6		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.7		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.8		N/A
io.openliberty.features	mpRestClient-1.0	23.0.0.9		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.1		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.10		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.11		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.12		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.2		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.3		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.4		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.5		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.6		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.7		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.8		N/A
io.openliberty.features	mpRestClient-1.0	24.0.0.9		N/A
io.openliberty.features	mpRestClient-1.0	25.0.0.1		N/A
io.openliberty.features	mpRestClient-1.0	25.0.0.2		N/A
io.openliberty.features	mpRestClient-1.0	25.0.0.3		N/A
io.openliberty.features	mpRestClient-1.0	25.0.0.4		N/A
io.ultreia.gc	gc-rest-api	1.2		N/A
io.ultreia.gc	gc-rest-api	1.3		N/A
io.ultreia.gc	gc-rest-api	1.3.1		N/A
io.ultreia.gc	gc-rest-api	1.3.2		N/A
io.ultreia.gc	gc-rest-api	1.3.3		N/A
io.ultreia.gc	gc-rest-api	1.3.4		N/A
io.zipkin.reporter2	zipkin-sender-libthrift	2.10.0		82655b75f8ff347c0f0567526526faa4efaf0d4e
io.zipkin.reporter2	zipkin-sender-libthrift	2.10.1		6cf7684e24263eb8c3d123d9936d5019beffc075
io.zipkin.reporter2	zipkin-sender-libthrift	2.10.2		c756c77c8fea19707ca99cba08022601d9c48931
io.zipkin.reporter2	zipkin-sender-libthrift	2.10.3		a524df8c5c4c5a2e179a304ea4af9e95a3ab4d03
io.zipkin.reporter2	zipkin-sender-libthrift	2.11.0		6e3a557e632bc5824d90b93017fa4816aa5509b6
io.zipkin.reporter2	zipkin-sender-libthrift	2.11.1		cca95b057d458db23046811dfdc401e8953f4ee1
io.zipkin.reporter2	zipkin-sender-libthrift	2.12.0		5afd002e7552a2187c48b73c100515d6c93e5922
io.zipkin.reporter2	zipkin-sender-libthrift	2.12.1		23ee36bcf2d0d078e5de0916f7c06ca5a5026f2f
io.zipkin.reporter2	zipkin-sender-libthrift	2.12.2		2976ed23ea860a20c866410697dba39260e7ac1b
io.zipkin.reporter2	zipkin-sender-libthrift	2.12.3		3c5e0f746d80ee2fa38069feb154fbc5ad6f8f0b
io.zipkin.reporter2	zipkin-sender-libthrift	2.13.0		27b6747b226c3ea51e3bcbb124a0423f6790f107
io.zipkin.reporter2	zipkin-sender-libthrift	2.13.1		25e293f36bad39c83eefa3e983ac79b191b291d7
io.zipkin.reporter2	zipkin-sender-libthrift	2.13.2		03733744492a9b29b105171aa5612850b81c6ba4
io.zipkin.reporter2	zipkin-sender-libthrift	2.14.0		7c9e73493683760dc414fd4f02b6d4881dc20a80
io.zipkin.reporter2	zipkin-sender-libthrift	2.15.0		bb0ac3840dda8570e98091346c1136e1976e8c11
io.zipkin.reporter2	zipkin-sender-libthrift	2.15.1		942f2b67982d2d501eda988b21ec2300bc108575
io.zipkin.reporter2	zipkin-sender-libthrift	2.15.2		88de4c668ae5132a1e9775de2850463a9f90572f
io.zipkin.reporter2	zipkin-sender-libthrift	2.15.3		4bb464d6f62d818ddc50f43964c4d989228b8473
io.zipkin.reporter2	zipkin-sender-libthrift	2.15.4		faa970b4536920d4e028d8e77a66fff4a7f8bc3d
io.zipkin.reporter2	zipkin-sender-libthrift	2.16.0		01c55b23f377ad6d5e4a543535bf46f20d5255b0
io.zipkin.reporter2	zipkin-sender-libthrift	2.16.1		370da3801b9a833805bce60a3d7e3135b42931d2
io.zipkin.reporter2	zipkin-sender-libthrift	2.16.2		1974f7b4f6f68c31c70f9e562b8b630ec46fe980
io.zipkin.reporter2	zipkin-sender-libthrift	2.16.3		fe4a8469907f51c4b287db54b4b3c0567a5ed1ed
io.zipkin.reporter2	zipkin-sender-libthrift	2.16.4		9080dafc8e7bd105196cd9012f9815d56435cd90
io.zipkin.reporter2	zipkin-sender-libthrift	2.16.5		b6029437420b722ff724cceb16bce8d6818c554d
io.zipkin.reporter2	zipkin-sender-libthrift	2.17.0		88d1fabc2f8877c265ccde552eb1fe43190fb9da
io.zipkin.reporter2	zipkin-sender-libthrift	2.17.1		1bc8cd5b2b2cee9366a0d9e2dba22dfbf23f0640
io.zipkin.reporter2	zipkin-sender-libthrift	2.17.2		db4aa777f81daff804eba6630ccddfc1a2c02cc5
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.0		3255ec42ace1b665d0ead9fa6edf0a2689e5fb1a
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.1		7522ad63dd531abfaad19391b52c8449d5d3fdb0
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.10		cc11665c5fbb9aee6ffff505a76849176af335f7
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.11		97a4534e2f287c3aa263274304dd43c8aed45e9e
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.12		72ab9c213b7ab8aa5b05ff8cfabf6e87ca905e18
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.13		10858e296560934857d59d9c5d3acbc74840820f
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.14		88f32b2f9347b899c32089c3dbc49a0a2348077f
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.15		4a9db692f96cbd3168dba69fd744d420b13a2eae
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.2		1ba9a3dd9ce581a70697d027100bc6b3f11c7178
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.3		2f83e7f8799087845785e109253bdd13dc93ad17
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.4		df57bf456417cec5da73e72622dcd006d89591d3
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.5		3f0ad61b8db8a3b68a376dff13aaa40574cabf6f
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.6		aad7cf352bdeebd182959d226b392ae97623b8e1
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.7		3e3c3f632981a8f4ea27f13117430c17000bd6a4
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.8		4e741c3bf81f3dca27df55f987768a2a1cf2cc81
io.zipkin.reporter2	zipkin-sender-libthrift	2.7.9		a7feae0b7607bbebac63deb8176ea66eabfb0010
io.zipkin.reporter2	zipkin-sender-libthrift	2.8.0		cdc72ee51e6afcc694ba44aea511e2bd383d3bd3
io.zipkin.reporter2	zipkin-sender-libthrift	2.8.1		ef8f1126d69f526e7cd0235aa328a5ec6e966afa
io.zipkin.reporter2	zipkin-sender-libthrift	2.8.2		bacacf294c47cf35325f03d1c33f209bfd50071f
io.zipkin.reporter2	zipkin-sender-libthrift	2.8.3		e7cdc6d6898868d7a3b1c0c70d93f05e47572d23
io.zipkin.reporter2	zipkin-sender-libthrift	2.8.4		a1072c6f4988a33c83dc2136a74303d0d4dd982e
io.zipkin.reporter2	zipkin-sender-libthrift	2.9.0		733548e590f3151c195db959caee5b4989af21fe
io.zipkin.reporter2	zipkin-sender-libthrift	3.0.0		9063fb3f3cbedc25d7619eed474bd6c9d10824d8
io.zipkin.reporter2	zipkin-sender-libthrift	3.0.1		1f02c928191102b1202be2d830ef1682fc8de4f2
io.zipkin.reporter2	zipkin-sender-libthrift	3.0.2		69c67df3c3f8640fb6ee915dfb51d94311d69202
io.zipkin.reporter2	zipkin-sender-libthrift	3.1.0		f4ee1ad8ef7acb6c54a0d8d544a4a05a095183c9
io.zipkin.reporter2	zipkin-sender-libthrift	3.1.1		2b10dc6b1ccfa6a3a42f1e701c8acba8886ef2a4
io.zipkin.reporter2	zipkin-sender-libthrift	3.2.0		c3d1fc4580ccac54718c7fe2acb01227127109a5
io.zipkin.reporter2	zipkin-sender-libthrift	3.2.1		ed9bcc37ae5a3b6c79e4330ca00ab51402af224a
io.zipkin.reporter2	zipkin-sender-libthrift	3.3.0		1121e2a6dac95fed2ef8a507071c517a0de031cf
io.zipkin.reporter2	zipkin-sender-libthrift	3.4.0		719bb85c48eff9fd64ca71949b54ab46857f60a6
io.zipkin.reporter2	zipkin-sender-libthrift	3.4.1		b84ae725329eb990faf31550f7a0540391ff1f00
io.zipkin.reporter2	zipkin-sender-libthrift	3.4.2		25e3ca8dcd013dd5f04668cc0ac7e186cad96147
io.zipkin.reporter2	zipkin-sender-libthrift	3.4.3		c24bece6d213589fe298563ebd3c77b2d8a52657
io.zipkin.reporter2	zipkin-sender-libthrift	3.5.0		2f515fa517cf5a81126c215978f4167fe8aa2979
jmaki	jmaki-resources-jmaki-dojo-jsf-lib	1.8.0		345f8bb9695510522edaed32e493edf10ac9cebe
moe.tlaster	farcaster-parser-mingwx64	0.1.0		N/A
moe.tlaster	farcaster-parser-mingwx64	0.1.1		N/A
moe.tlaster	farcaster-parser-mingwx64	0.1.10		N/A
moe.tlaster	farcaster-parser-mingwx64	0.1.2		N/A
moe.tlaster	farcaster-parser-mingwx64	0.1.3		N/A
moe.tlaster	farcaster-parser-mingwx64	0.1.4		N/A
moe.tlaster	farcaster-parser-mingwx64	0.1.5		N/A
moe.tlaster	farcaster-parser-mingwx64	0.1.6		N/A
moe.tlaster	farcaster-parser-mingwx64	0.1.7		N/A
moe.tlaster	farcaster-parser-mingwx64	0.1.8		N/A
moe.tlaster	farcaster-parser-mingwx64	0.1.9		N/A
net.exoego	aws-sdk-scalajs-facade-transcribeservice_sjs1_2.12	0.29.0-v2.624.0		44f39ac60a64cc22866a47d6d7e00a5350314208
net.exoego	aws-sdk-scalajs-facade-transcribeservice_sjs1_2.12	0.30.0-v2.715.0		0b237480018d0f896b016bdbdd228a676d5fd484
net.exoego	aws-sdk-scalajs-facade-transcribeservice_sjs1_2.12	0.31.0-v2.731.0		ccb6b1c07a8651e7eecbf752d6ec171f3fcb72a9
net.exoego	aws-sdk-scalajs-facade-transcribeservice_sjs1_2.12	0.32.0-v2.798.0		c35b9eecd6699e987641309a89c066b89754b583
net.exoego	aws-sdk-scalajs-facade-transcribeservice_sjs1_2.12	0.33.0-v2.892.0		a0c57a85eaaa66b219dc5747cbb1b8cb79f06cd2
net.exogeni.orca.tools	cmdline	5.4.5		36d0b78b58e49ab4db9a646569f6e5dad1721eed
net.peachjean.tater	tater-test-harness	0.1		833a2f8c06db1e8297726b985f4cec2cc073b756
net.peachjean.tater	tater-test-harness	0.2		63efbe5e244fce8e5da39737d061c64da6730301
net.peachjean.tater	tater-test-harness	0.3		b613992aec3afd501883cfb559bc79496ca32c82
net.peachjean.tater	tater-test-harness	0.4		a828760387e3b6a9bd844ba1669054652e024140
net.thegodcode	highchair-datastore_2.9.0	0.0.2		08ff7dc4ddb4dfeae0ea8de41544b23a8df06f4d
net.thegodcode	highchair-datastore_2.9.0	0.0.3		f5d80e3baf90211ffe4a0a7c09ee4f5f094c93ff
net.thegodcode	highchair-datastore_2.9.0	0.0.4		7d085eb3f4a4221228035bbfba01ad835bee3e79
org.allenai.nlpstack	nlpstack-lemmatize_2.11	0.19		677e0ffa793304470949d8f7ef0229fb0936354e
org.allenai.nlpstack	nlpstack-lemmatize_2.11	0.20		e9953f28eafd0e68bcd1df13a1b447b8f1b68177
org.allenai.nlpstack	nlpstack-lemmatize_2.11	0.21		410abcdbd7dc973614871dcf574e2cb457a1b679
org.allenai.nlpstack	nlpstack-lemmatize_2.11	0.22		593d918ca25a290a5256ca25da1678532b2916bc
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.0		748d5ba9b90790f70d1a746f8e801b2029634bda
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.1		248c52e88a1d2d8626a959708037a0e4d43432b3
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.10		daf28487fa9d95c8f98177c7c711e4d43b88aa9e
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.11		2e7dd93494de3c1ec13529d3db694966b76b387f
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.12		3b4c3ecbf52a781673ac97d2128fd220c543968f
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.13		ea422f84216f3b88e21a0a73bef060393c31aa4e
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.14		5facf4579d4d282b66852136978266bcb0ebd311
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.15		3c4ab5de04669f16b85b92bb51fd7a14a1f70cbe
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.16		942d65fda91581b1fbe3846099896b6e7551ca26
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.17		16199a5ea333bed7ebf6c7686f6325c5a33a520e
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.18		3a7da0b47c61f590f4686da57c3e2d27599ea6db
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.19		316b78472d8e9ec5d2ab9a9c0099aeaab7fed70e
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.2		0a34e801f53c9928393283c8534b0a48e7019bb3
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.3		19bcd3316c4ba1aeff358d9f8f1ccc9df5729220
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.4		7d2758a05add55a39b6cd92740a02dca184f3ce4
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.5		8d00437e5a0230bf7f581cc1235e9879d35f0dad
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.6		f119acaf557145ae4c376bb6b30b270fc893959d
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.7		0c39a803fcb871bf2263945fd388a79b4fd958f9
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.8		ad9189ce53263baeaedf51086e00b8472c319aac
org.allenai.nlpstack	nlpstack-lemmatize_2.11	1.9		68e351209c909cc0eb1dd505a3a039f17c37a7cc
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.0		e851a56c75972834edc2fd47b13d1329e7d27ba8
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.0-CR2		cb9835f186116ad44f1fffefd9518d7a98d30d25
org.apache.camel.quarkus	camel-quarkus-integration-test-kafka	1.0.0-CR3		269f02196d6a4414dcbf2b4d31e72f910db81e17
