ai.scandoc	scandocsdk	1.0.0		N/A
org.http4k	http4k-connect-amazon-containercredentials-fake	3.38.0.0		18fa1a6a1d604155f1849f312205dd6934810b44
org.http4k	http4k-connect-amazon-containercredentials-fake	3.38.0.1		674fee5eea7722d66b8a9848ba57765191c11ad8
org.http4k	http4k-connect-amazon-containercredentials-fake	3.38.1.0		df28269dcf9c01775b3a8dbec02e90c5242dc2d4
org.http4k	http4k-connect-amazon-containercredentials-fake	3.39.0.0		26f7db42ebb14898e4ff489d446878d2410c576d
org.http4k	http4k-connect-amazon-containercredentials-fake	3.39.0.1		bb8f67182012e7cf726eab038e46ab850adc20c8
org.http4k	http4k-connect-amazon-containercredentials-fake	3.39.1.0		067e80fbb465ac2c26f659d4fd228a4d9c80524b
org.http4k	http4k-connect-amazon-containercredentials-fake	3.39.2.0		4d603786f09caab62a2b6139c16608ba2a472fdc
org.http4k	http4k-connect-amazon-containercredentials-fake	3.40.0.0		9dcbabe2618322a86dadcc546975072915ae9a5a
org.http4k	http4k-connect-amazon-containercredentials-fake	3.40.1.0		63ae7b1465baa0c9f76753f622d1b14bd8687329
org.http4k	http4k-connect-amazon-containercredentials-fake	3.40.1.1		0b46e660835ac658a376b4a3577679a130f7c734
org.http4k	http4k-connect-amazon-containercredentials-fake	3.40.1.2		67f4347a315c9139150f2319419a293810dfbdae
org.http4k	http4k-connect-amazon-containercredentials-fake	3.40.2.0		11d579796373856089d8a883304c6512ed814da8
org.http4k	http4k-connect-amazon-containercredentials-fake	3.40.3.0		ea8ddcecdd50aae44b4d6acea9e67b6eac0f37a1
org.http4k	http4k-connect-amazon-containercredentials-fake	3.40.4.0		608acf43e7dce4d2129db6e1b2b4d445bce06ed3
org.http4k	http4k-connect-amazon-containercredentials-fake	3.40.5.0		da3c2f828ad3ac6e1b0aaeab8bbbc835989a8386
org.http4k	http4k-connect-amazon-containercredentials-fake	3.41.0.0		677448dccd4a581f15cc78dabad4b98077daf2e0
org.http4k	http4k-connect-amazon-containercredentials-fake	3.42.0.0		6d1768e9d9681df723b139a1ba19937b7f29f4df
org.http4k	http4k-connect-amazon-containercredentials-fake	3.42.1.0		d44baf26f0ee7a0c3c19aa5668f57685a7023893
org.http4k	http4k-connect-amazon-containercredentials-fake	3.43.0.0		56a79bce2a09d5622c870f874548bc62208ded8f
org.http4k	http4k-connect-amazon-containercredentials-fake	3.43.1.0		15633b12d9ffa6a5cbc7d5d5a91ff9869fce119a
org.http4k	http4k-connect-amazon-containercredentials-fake	5.0.0.0		7f0f6689c8c4365d733d0aee00a1f3f6dc1830d9
org.http4k	http4k-connect-amazon-containercredentials-fake	5.0.1.0		38e97aca6ab65fee604dad25b7ce0ea2788cfd47
org.http4k	http4k-connect-amazon-containercredentials-fake	5.1.0.0		69befdeceef5ce47ef6f028cab7b310e45ac79d0
org.http4k	http4k-connect-amazon-containercredentials-fake	5.1.1.0		2a1f6366fcc338a79ff8b816607c1a3bb0878ee4
org.http4k	http4k-connect-amazon-containercredentials-fake	5.1.2.0		08c587f930e4c181deea0013ed255372a447ce25
org.http4k	http4k-connect-amazon-containercredentials-fake	5.1.3.0		8485d193313f89590df66483035e4d3a250f29e3
org.http4k	http4k-connect-amazon-containercredentials-fake	5.1.4.0		57041f78acd344902188c2f9087c805d2fee1dcb
org.http4k	http4k-connect-amazon-containercredentials-fake	5.1.5.0		c74f56a1a2844bd0eae4a382cdbc74584707b985
org.http4k	http4k-connect-amazon-containercredentials-fake	5.1.6.0		17288e953ad2695bdec0852ada584d4685e2524a
org.http4k	http4k-connect-amazon-containercredentials-fake	5.1.6.1		1bfa4c988d6c5237fcc22020c38e4b788e457e9d
org.http4k	http4k-connect-amazon-containercredentials-fake	5.1.6.2		ca669291f54c2077c4f03fb51a8e19733b02e611
org.http4k	http4k-connect-amazon-containercredentials-fake	5.10.0.0		df26eb013f103cc8238e90954f7ecbf266078c71
org.http4k	http4k-connect-amazon-containercredentials-fake	5.10.1.0		400871210f7c3f61a07f987912c63390e4c870af
org.http4k	http4k-connect-amazon-containercredentials-fake	5.11.0.0		f3ee545ec2156801bfa0805e9cfc5dff2999fd35
org.http4k	http4k-connect-amazon-containercredentials-fake	5.12.0.0		bd63fb2ff25587a7fb9db9c1df3221f3d46c2bc9
org.http4k	http4k-connect-amazon-containercredentials-fake	5.12.1.0		85d33301e0f2e020ff5e1e5161064da33b457a33
org.http4k	http4k-connect-amazon-containercredentials-fake	5.12.2.0		cadb77b7a528316b42e9261229c5781b36dbf7ad
org.http4k	http4k-connect-amazon-containercredentials-fake	5.13.0.0		db4dd328a49dd4457d11ecbc3ea282a8d6a714d9
org.http4k	http4k-connect-amazon-containercredentials-fake	5.14.0.0		3f683dc7d12288f98793b90f26d7ff4eb4ce0080
org.http4k	http4k-connect-amazon-containercredentials-fake	5.15.0.0		0d26eb8fd7258d832439efc9af124c7f79e9364a
org.http4k	http4k-connect-amazon-containercredentials-fake	5.16.0.0		676f4215b3d5fa205544104033a9625a4e57688d
org.http4k	http4k-connect-amazon-containercredentials-fake	5.16.0.1		5d663f8bda4e177c857a00e5716a8f042c481aa1
org.http4k	http4k-connect-amazon-containercredentials-fake	5.16.0.2		59a3f4bc99e000468aa59112164e646f691ebb89
org.http4k	http4k-connect-amazon-containercredentials-fake	5.17.0.0		ea9b6390cf77af3a657c4ec552cda0d69e6e1ab6
org.http4k	http4k-connect-amazon-containercredentials-fake	5.17.0.1		ad40c4bdccd31d157836626938f1461f57bf9aaf
org.http4k	http4k-connect-amazon-containercredentials-fake	5.17.0.2		d6bf9e250e3ace1b19c6f20608da7f19cccddc34
org.http4k	http4k-connect-amazon-containercredentials-fake	5.17.1.0		5b12f9350c9fdb8c63eff5e72f6723fb36fd6937
org.http4k	http4k-connect-amazon-containercredentials-fake	5.17.1.1		09bdf316bdac0825943371f8f87673c121778861
org.http4k	http4k-connect-amazon-containercredentials-fake	5.18.0.0		f71cca395d13c59d1c15be7d10e1a5bc6fb00f6f
org.http4k	http4k-connect-amazon-containercredentials-fake	5.19.0.0		4ef7b5edd4fc66158369614881732238989079b1
org.http4k	http4k-connect-amazon-containercredentials-fake	5.19.0.1		01f57c3c1f0015555317aa35f0c9dceabaf94042
org.http4k	http4k-connect-amazon-containercredentials-fake	5.19.0.2		ce6772bc0c6b1e79bc4a4a11730eadc9faa3ba2f
org.http4k	http4k-connect-amazon-containercredentials-fake	5.2.0.0		e92f5988fe646acd6e1acd828bb033b7e675e56b
org.http4k	http4k-connect-amazon-containercredentials-fake	5.2.2.0		52679a7574675ab5c59d429923843f8e81c2bc45
org.http4k	http4k-connect-amazon-containercredentials-fake	5.2.3.0		7aac762d04dcf8160d874319c3d767f3f9bfd0ca
org.http4k	http4k-connect-amazon-containercredentials-fake	5.2.4.0		4d5d27212374c6338aabfba08954e20ae6a548d7
org.http4k	http4k-connect-amazon-containercredentials-fake	5.2.5.0		adf369f3c91b91b1a7be0866cd630cf838ac9c4c
org.http4k	http4k-connect-amazon-containercredentials-fake	5.20.0.0		d4f065dffbddc933f37299a7b893326a02c7b80a
org.http4k	http4k-connect-amazon-containercredentials-fake	5.21.0.0		0ac41958760c72c8dbcc3b68fa55784444d99941
org.http4k	http4k-connect-amazon-containercredentials-fake	5.22.0.00		3bdeb3652ab4097dde8cab722faa5aec5b3a637d
org.http4k	http4k-connect-amazon-containercredentials-fake	5.22.1.0		d37f46791d2593ee43ea591f12f67ff45a0926fd
org.http4k	http4k-connect-amazon-containercredentials-fake	5.23.0.0		bc52ed0efdc67112034748ce9164870040df1596
org.http4k	http4k-connect-amazon-containercredentials-fake	5.24.0.0		87710ea2cf998c4adb0fbac6ba02b89a5560fd6b
org.http4k	http4k-connect-amazon-containercredentials-fake	5.24.1.0		f16b7a53c3fdabd50b8c11114ee112a1e4117df2
org.http4k	http4k-connect-amazon-containercredentials-fake	5.25.0.0		d96d7514ad166dbb0d6b32f6a5b0973f080d6b3a
org.http4k	http4k-connect-amazon-containercredentials-fake	5.25.1.0		9cc883a7b8ef8b35f193777f4a04bd369cc870bc
org.http4k	http4k-connect-amazon-containercredentials-fake	5.26.0.0		2a282748962567df561bb158814d264088faecab
org.http4k	http4k-connect-amazon-containercredentials-fake	5.26.0.1		dc9984c3e3bf1f5159e31af7cba8f879695bf251
org.http4k	http4k-connect-amazon-containercredentials-fake	5.26.0.2		d859b14b2152a0b86c84902a8e80c3f1612544c4
org.http4k	http4k-connect-amazon-containercredentials-fake	5.3.0.0		59d392d79b00a1b9ca61f5be1aa335e55b247f87
org.http4k	http4k-connect-amazon-containercredentials-fake	5.35.0.0		c1ef4a65c2eb14a55e6c2313ed98d2157353eef2
org.http4k	http4k-connect-amazon-containercredentials-fake	5.35.1.0		e00c4a8ca223fc994aed93ac3e337c34be5407ab
org.http4k	http4k-connect-amazon-containercredentials-fake	5.35.2.0		7d84a299ccbeded0efc4f02f826620f4f703687c
org.http4k	http4k-connect-amazon-containercredentials-fake	5.35.3.0		0c187cd8ce31c6c8127b45c3f70227915d55823d
org.http4k	http4k-connect-amazon-containercredentials-fake	5.35.4.0		2b47e10ad126d697cd7ed4a2877c38c6163e85f4
org.http4k	http4k-connect-amazon-containercredentials-fake	5.35.5.0		8f22160acb5f21d4c3411d981d1fd532d7f00e33
org.http4k	http4k-connect-amazon-containercredentials-fake	5.36.0.0		048474c36a6bee69cd91601cd9c9c1195993b5d5
org.http4k	http4k-connect-amazon-containercredentials-fake	5.37.0.0		789a7243135bf8f9c67bbaecdb29bab95f01eb3f
org.http4k	http4k-connect-amazon-containercredentials-fake	5.37.1.0		f67292a6e7025f50fdd28723740cfe53554bc635
org.http4k	http4k-connect-amazon-containercredentials-fake	5.37.1.1		182670a358c6f63590fb5d3b52fa9d222124bc3a
org.http4k	http4k-connect-amazon-containercredentials-fake	5.38.0.0		1ea90c84eb857bbb854aa5efd974263d9f0cb7bf
org.http4k	http4k-connect-amazon-containercredentials-fake	5.39.0.0		ea9142e36617e56a2f9f4109bd86404c4ec6b655
org.http4k	http4k-connect-amazon-containercredentials-fake	5.4.0.0		975f2f68ffbf47d48d12f54af6325c2dd1774cd4
org.http4k	http4k-connect-amazon-containercredentials-fake	5.40.0.0		d9d4f2efa08a459dccc3d5446b28b5597ca785e4
org.http4k	http4k-connect-amazon-containercredentials-fake	5.41.0.0		d3623bcf87f63d44e427bdca973ef9fc4f4d6c90
org.http4k	http4k-connect-amazon-containercredentials-fake	5.42.0.0		db58bef608e8b6f77ccb113c69a5d7ad784e82b5
org.http4k	http4k-connect-amazon-containercredentials-fake	5.43.0.0		e95507e44c0cf4f36bf26f543ad4f5d159669855
org.http4k	http4k-connect-amazon-containercredentials-fake	5.44.0.0		9269cea5868a3991e073b0631b05f3b714cc0d5d
org.http4k	http4k-connect-amazon-containercredentials-fake	5.44.1.0		851f17f00dba7c36155cf6d8c680f5b731cbd88b
org.http4k	http4k-connect-amazon-containercredentials-fake	5.44.2.0		80f54ec0a7818e3f01941ea106c9744a19819ea8
org.http4k	http4k-connect-amazon-containercredentials-fake	5.44.3.0		d69e63a5eb320f0cbd18b4a5008d682cd95aab12
org.http4k	http4k-connect-amazon-containercredentials-fake	5.45.0.0		0c1b42b9ab9de6781a6b234b1c23b5c3db2a731a
org.http4k	http4k-connect-amazon-containercredentials-fake	5.45.1.0		2baef6f1e923e7bae3d95b0846c574672e90de16
org.http4k	http4k-connect-amazon-containercredentials-fake	5.45.2.0		d9ecf4d456f7f587ea2d2afdc082711b7a4f4c40
org.http4k	http4k-connect-amazon-containercredentials-fake	5.46.0.0		efdc42dbf49e21dd5600ea9927d7ad23cc17cebd
org.http4k	http4k-connect-amazon-containercredentials-fake	5.47.0.0		72ca904afc3d11b984d1ea949641e84b42611d76
org.http4k	http4k-connect-amazon-containercredentials-fake	5.5.0.0		b239ef4925b00c65dafb3a9920906f952acd12d2
org.http4k	http4k-connect-amazon-containercredentials-fake	5.5.0.1		acd077b2a18d2e6c25a23eab8b7541a8fe67de52
org.http4k	http4k-connect-amazon-containercredentials-fake	5.5.1.0		0ce2c6bac811a41a6b64c8ad8c8f48a99fba35e3
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.0.0		18443ae42526288b4609ae19ab9c66f5b3ce6c09
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.10.0		d04d8124d54f35042875d32bd62e1da459b390c3
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.11.0		4ccf8f05000d8fd66cdbb567115a4d69e3f3c42a
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.12.0		0a4debed2d22bf26680c40304ce3ee9139881ac8
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.13.0		30c6e3017800fae529270f91cfcd3eade91474f1
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.14.0		65400b27d2930f8ede21f8b996bcbd5122a7ed11
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.15.0		4f0b8644ce26a891febbe75cb4d52b85a33732f9
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.2.0		4fc29fc6ea80889b238d6cf5d44e8166c7497e64
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.3.0		35bdd28655a5d59c13dbdcaf0b4e93bebadc68ec
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.4.0		c47b36d246bfa95b8f23c10919313715b2bce12c
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.5.0		a09e1036a974fc89ec4ca4b93e41a749523bee73
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.6.0		b15d42cf6001ec6c17ea8ce470700ad178a91c94
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.7.0		923296e486d50070c099e7f9ee2d5deab84b950d
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.8.0		455f25918b58cb1a24e993acd07b3d754b9f95c8
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.8.2		c281f21b689492e806bd0f2e74754e6a9faa34c0
org.http4k	http4k-connect-amazon-containercredentials-fake	5.6.9.0		af2a739a6acf5fddc2eea009115698e005f87b41
org.http4k	http4k-connect-amazon-containercredentials-fake	5.7.0.0		9f2ee6e523ca5e93e90945815aac5a02ae402f1f
org.http4k	http4k-connect-amazon-containercredentials-fake	5.8.0.0		c909d6324eddedca20d2789d71f57543acc60187
org.http4k	http4k-connect-amazon-containercredentials-fake	5.9.0.0		969411d2fde444d002ba22c1af13566d70d2ae0d
org.http4k	http4k-connect-amazon-containercredentials-fake	6.0.0.0		0e16fd8e1c9d2fd66aa1a6ceec3281489212e57c
org.http4k	http4k-connect-amazon-containercredentials-fake	6.0.1.0		2ef725d2e39f82abffdaf506ea0f7a43f5ded3c6
org.http4k	http4k-connect-amazon-containercredentials-fake	6.1.0.0		00d1f4d16269d7569f4f2a4d76c25eba0d3970a0
org.http4k	http4k-connect-amazon-containercredentials-fake	6.1.0.1		649975bda37ad4107b0a3ea95178cc5156ad649d
org.http4k	http4k-connect-amazon-containercredentials-fake	6.2.0.0		de3fc115ee1af85b5c834d2ece78a8bb11563138
org.http4k	http4k-connect-amazon-containercredentials-fake	6.4.0.0		a6bc8b6b4c6d13b3146ee6ea34708f558578b892
org.http4k	http4k-connect-amazon-containercredentials-fake	6.4.1.0		db62cdc0d7e28334e203891e27809875b097a2c3
org.http4k	http4k-connect-amazon-containercredentials-fake	6.5.0.0		3ed25b82a26f99a244ad453a7efebb70af517714
org.http4k	http4k-connect-amazon-containercredentials-fake	6.5.1.0		d5f8c371f76c95409711d226f0dd38dd5360750e
org.http4k	http4k-connect-amazon-containercredentials-fake	6.5.2.0		106f0eabe3436c180925c7044a1bfa85cf06de9e
org.http4k	http4k-connect-amazon-containercredentials-fake	6.5.3.0		dea5bbe477fe468625404bcc35a01aebf54e312c
org.http4k	http4k-connect-amazon-containercredentials-fake	6.5.4.0		506fde80ef39e2d8c33a2328960a05a0815c6e71
org.http4k	http4k-connect-amazon-containercredentials-fake	6.5.5.0		d56a75db315e04e3a200b6fd09c6d94f42f2be0f
org.http4k	http4k-connect-amazon-containercredentials-fake	6.5.5.1		e60174364c6745dc67811ad4225745fe58be9644
org.http4k	http4k-connect-amazon-containercredentials-fake	6.5.6.0		347ed84b18a565e7327120e294f15741654edc54
org.http4k	http4k-connect-amazon-containercredentials-fake	6.5.6.1		8d9156cd39f2b9bce5a8ed551ce94f5e2cec6812
org.http4k	http4k-connect-amazon-containercredentials-fake	6.6.0.0		2ca95d2df6f716bb05e4350ccfa482309796fe33
org.http4k	http4k-connect-amazon-containercredentials-fake	6.6.0.1		26c9806f5aadf3c351f44d3b67bbaed6ea37541a
org.http4k	http4k-connect-amazon-containercredentials-fake	6.6.1.0		08acbaac637e3d28f5548930c9498b2b67bf9605
org.http4k	http4k-connect-amazon-containercredentials-fake	6.7.0.0		7f955d5b8d39068bf961046d859f68ec125fba05
org.http4k	http4k-connect-amazon-containercredentials-fake	6.8.0.0		616cf5ddd14026bbebc06ff820d0f35b608567a8
org.http4k	http4k-connect-amazon-containercredentials-fake	6.8.1.0		3128f4c76d3711e2ed3e91b365057c15b1696331
org.http4k	http4k-connect-amazon-containercredentials-fake	6.9.0.0		768dbbc4cd6c42fbe23e06c79b9e35e949b895fa
org.http4k	http4k-connect-amazon-containercredentials-fake	v6.3.0.0		ecd503cb441a14d9acfa24380073941b7555f3d9
org.http4k	http4k-connect-amazon-containercredentials-fake	v6.4.1.0		5ac472eb38055c76d5cce2aff1ef6b75a9927cf6
org.http4s	jawn-fs2_2.13	0.15.0		850a3ebf1be5cb66ba0125e3748035ccb06c2fdf
org.http4s	jawn-fs2_2.13	0.15.0-M1		e60724554158908b2f7e8ef1110ff1076116987b
org.http4s	jawn-fs2_2.13	0.15.0-M2		cdc0404d0056f9b00802598cb54eb97df5f057f3
org.http4s	jawn-fs2_2.13	1.0.0		734dd8dfe25289c5c50e6ac44a9928f3937640a1
org.http4s	jawn-fs2_2.13	1.0.0-RC1		3aa227531c37520c6aeeb814c99a96f39673ed2d
org.http4s	jawn-fs2_2.13	1.0.0-RC2		753adcbad7b4c13a04aad41c7c0ae9721043c3f7
org.http4s	jawn-fs2_2.13	1.0.1		4624d1e95e8d6823ca7cc47fd76310089385a35f
org.http4s	jawn-fs2_2.13	1.0.1-RC3		887323d7430ddc452e7cf5a73430f9ec9fdd8cc1
org.http4s	jawn-fs2_2.13	1.1.0		cf32771cd04d0baec291c3721266656f44924376
org.http4s	jawn-fs2_2.13	1.1.1		947d88fea44bc0cbb46fb7818c4e8618398668fe
org.http4s	jawn-fs2_2.13	1.1.2		c88bb40c415a910aaeff510fd6fbdcb72d72d4ac
org.http4s	jawn-fs2_2.13	1.1.3		448e0719ddc30282890b6ca62982bc99d76a482e
org.http4s	jawn-fs2_2.13	1.2.0		fd9c5189267c380d16262aa5695d66a8d421dc4d
org.http4s	jawn-fs2_2.13	1.2.1		71fbc299f7962fca0642c5e512605a8e6f0a6510
org.http4s	jawn-fs2_2.13	2.0.0-M1		8df65546bcf89c9002283af67a397dac3843f0a6
org.hudsonci.plugins	gradle	1.24-h-1		273ba587b00f5f3acffe0cbe3086421bbf78c33c
org.hudsonci.plugins	gradle	1.24-h-3		fac66aef6a69d1031d0c0fe6c7dd13b78b4c0579
org.kitesdk	kite-hadoop1-test-dependencies	0.15.0		N/A
org.kitesdk	kite-hadoop1-test-dependencies	0.16.0		N/A
org.kitesdk	kite-hadoop1-test-dependencies	0.17.0		N/A
org.kitesdk	kite-hadoop1-test-dependencies	0.17.1		N/A
org.kitesdk	kite-hadoop1-test-dependencies	0.18.0		N/A
org.kitesdk	kite-hadoop1-test-dependencies	1.0.0		N/A
org.kitesdk	kite-hadoop1-test-dependencies	1.1.0		N/A
org.mixql	mixql-engine-stub-scala-2-13_2.13	0.4.1		60a332c3cce739af738e1fb5020c9bc7bac6e16a
org.mixql	mixql-engine-stub-scala-2-13_2.13	0.5.0		fa9605ee16a32f196eca39a6d090469d885908b6
org.mixql	mixql-engine-stub-scala-2-13_2.13	0.5.1.1		2d5b91bd6680a91d2556e948844661df8941e184
org.mixql	mixql-engine-stub-scala-2-13_2.13	0.5.1.2		245dcd390b171743bb3478f08db051f95e5e2f73
org.mixql	mixql-engine-stub-scala-2-13_2.13	0.5.2		beeae7b934e8d7a0ce53dc4065c29b0b30a33544
org.mixql	mixql-engine-stub-scala-2-13_2.13	0.6.0		3985054b6fd7b86cf5416333283039d0d4a7d309
org.mixql	mixql-engine-stub-scala-2-13_2.13	0.6.1		b6130db374ae01530e48b7797962ef4a443da43f
org.mixql	mixql-engine-stub-scala-2-13_2.13	0.6.2		7dabe150fd5c98620e2b5be94e4bec33cbd97c53
org.mixql	mixql-engine-stub-scala-2-13_2.13	0.6.3		1340a147b03018a2313fdda366ab8883431675a7
org.mvnpm	temp	0.8.3		659da626ceb1848d7c1a609b86e268ddc86394c4
org.mvnpm	temp	0.8.4		b24a2e723de8d84c9d821a2eed9288ad39c44c05
org.mvnpm	temp	0.9.4		f965c15e5fc4f2dbb405de86973ddf637eb5b975
org.opencadc	caom2-datalink-server	1.10.0		50e98b5911321244f829610e9288d11bda0a4e44
org.opencadc	caom2-datalink-server	1.9.1		72cf489c62300bfb0ca384ee5e6c5a595e2d0d12
org.opencadc	caom2-datalink-server	1.9.2		60284c9f9ce908158eaef8bfc7136c9f884d6508
org.opencadc	caom2-datalink-server	1.9.3		d8cfc84d29936a03bb1048e624c2bc228c913250
org.opencadc	caom2-datalink-server	1.9.4		3a1859ed6139de8aca56076033a20295141bfad0
org.opencadc	caom2-datalink-server	1.9.5		fa2d915cb37eb8419d332f3e8b66821e0bfeab29
org.opencadc	caom2-datalink-server	1.9.6		5fe894490787e95cc44b4ceb5b05015a75d33350
org.opencadc	caom2-datalink-server	1.9.7		f3320d9d3435c0985ca1530024465921353e484e
org.opencadc	caom2-datalink-server	1.9.8		f4e57a95fafbf996f046f77f4621cc741cf70c5c
org.opencadc	caom2-datalink-server	1.9.9		22d3866aa60900d40381f455f05ddb3001f64041
org.opennms.alec.assembly	org.opennms.alec.assembly.kar	1.0.0		N/A
org.opennms.alec.assembly	org.opennms.alec.assembly.kar	1.0.1		N/A
org.opennms.alec.assembly	org.opennms.alec.assembly.kar	1.1.1		N/A
org.opennms.alec.assembly	org.opennms.alec.assembly.kar	2.0.0		N/A
org.opennms.alec.assembly	org.opennms.alec.assembly.kar	2.1.1-ALPHA		N/A
org.opennms.alec.assembly	org.opennms.alec.assembly.kar	2.1.2-ALPHA		N/A
org.opennms.alec.assembly	org.opennms.alec.assembly.kar	3.0.1		N/A
org.opennms.alec.assembly	org.opennms.alec.assembly.kar	3.0.2		N/A
org.opennms.alec.assembly	org.opennms.alec.assembly.kar	3.0.3		N/A
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.0		1c4895d1ddf908c80cc055c783394ceb557f10a0
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.1		9a142b0589cbdcc2bf9afe8aed2bf0d497c27b30
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.10		68311f324135de942515cdd8787fdc3402f34e02
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.11		92e025fce92446c6d0f97fa1fd04d6c6e4baab80
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.12		accd1104fa0603e34ce0c26338873cd353767eab
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.13		7a36e33e9bb5bac4d6c19ead895f0373acda5a66
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.14		86af9eff9e5d805d9c844d86f6203099eb665e49
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.15		6f9de038e35dd7738d86045164329ff5f7c1955f
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.16		f2ed5a32d77e5728298dd6538c2269248cba5b9d
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.17		1e21a0201d437dc3a01bfa3498f16fe18b973fd2
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.18		56888f86ea573cb215e682baf5f3046389bd5e31
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.19		b3ee4e6e3daa4fc638d64de45808ec9d256c6895
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.2		c7d5b656e035fe84b25dff7aa1aa4e29b5f7a65d
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.20		f8548b11f40484e3ce696145891dbbf5775c9168
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.21		09a444a972eaf66e6868ca4429e5edf6ecb83d46
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.22		1e94bbe3408dfa109fc5b62b59a5de7fc26bd889
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.23		0e5378b3105472cfe56a7945aea717faf907c82e
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.24		df0c4364d50684aa1b7b48fa6c44baa77f791f52
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.25		1001950a2b3fc20c27a38998cdbcf96eef3dcfe4
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.26		275d41450a2a2a47d143830863fe5547adaba6d9
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.27		47f8d7ff71fa8e8cece9833f28988c093f496136
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.28		e3c1a21b642d0def6ab831621071ebc86f09ea9f
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.29		dbd3f6e6bda727e688711516bc67da779d8b0e48
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.3		4f06c9f9f02942ac4734ffc1bc1e92fe18b6b5cf
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.30		c624bc8440d07924873ced7dd1dbfec39fab4ec4
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.31		d41a18d57762a122fbe294145e5d5dd2a0084b51
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.4		45ff661e926ef419b8bc407c8db26f6f431c49c8
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.5		4c9a83e49bfa4adee8b38b5c90a841f7bd5c3257
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.6		88ee7e11214034661914bbca269988ba5dfbe9a3
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.7		6e1360713e847c51bbaec970d97c742362cfba33
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.8		759e9791f351ffb0ef6ede9e3afd6d9ab5badbf3
org.ops4j.pax.web.samples	jsf-primefaces-commons2	8.0.9		5ce992bc26f6af7b2fdc05d1ada65ff59d795743
org.ops4j.pax.web.samples	jsf-primefaces-commons2	9.0.0		de0f300c76a1da1a18424b86d8f39630113a9041
org.ops4j.pax.web.samples	jsf-primefaces-commons2	9.0.1		75a0a592415ddb25d79eb910645a49716ba287bd
org.ops4j.pax.web.samples	jsf-primefaces-commons2	9.0.10		3f59b4a7da8ef7268d5840e76689a40a0647864c
org.ops4j.pax.web.samples	jsf-primefaces-commons2	9.0.11		f998b4655681a2a14b1f3c6c159459ab0d86c31a
org.ops4j.pax.web.samples	jsf-primefaces-commons2	9.0.12		9c25966006827b1bbcb0e27ab397f90fca9a2035
org.ops4j.pax.web.samples	jsf-primefaces-commons2	9.0.13		50d7f77aab434a06a7089ad385177cedab9da115
org.ops4j.pax.web.samples	jsf-primefaces-commons2	9.0.14		4e4bbaf6050db09b409eb43403ec03ac82721704
org.ops4j.pax.web.samples	jsf-primefaces-commons2	9.0.15		bd7ea1a25c9d12f69b4e591337fcec3197bac527
org.ops4j.pax.web.samples	jsf-primefaces-commons2	9.0.16		bc2cf9b60ca4841e745e6063a949a58fb39642b3
