com.aiuta	fashionsdk-configuration-defaults-images-android	4.1.0		N/A
com.facebook.presto	presto-thrift-api	0.251		c343a4f34e291ec760e54d70eccf72ca3a48cfbd
com.facebook.presto	presto-thrift-api	0.251.1		37b60cf86e2d18e277f7b1bcbcaf509a92144832
com.facebook.presto	presto-thrift-api	0.252		7f50f846c1e99e9440ee920daf999786a15f33fc
com.facebook.presto	presto-thrift-api	0.253		d0e824d9a694721d9c4bd0c09e1f5e3a145ac5e1
com.facebook.presto	presto-thrift-api	0.253.1		d6d2c6998c1ab8a6c4a71b27583a662a971f9979
com.facebook.presto	presto-thrift-api	0.254		e2507063ce758a63244f4131f619dbac3565af3a
com.facebook.presto	presto-thrift-api	0.254.1		8f2d31d29219b599dafd8d79c887e8b78f21d153
com.facebook.presto	presto-thrift-api	0.255		f1607e75426f64b67378eea1fc40c66f49d319f2
com.facebook.presto	presto-thrift-api	0.256		23406ad6ad3615c82d367e57cb34a0fa9e997721
com.facebook.presto	presto-thrift-api	0.257		07f19e60c498eac05d85b6218768f4f3d7d585ad
com.facebook.presto	presto-thrift-api	0.258		5b82225048c7af00b03b420714a2b6841deff20b
com.facebook.presto	presto-thrift-api	0.259		d917b97fc625e1e0d6b5e8a4254f523871d212e5
com.facebook.presto	presto-thrift-api	0.259.1		cfc53fb747c7e5f5b356baa564110182ae9883f9
com.facebook.presto	presto-thrift-api	0.260		09519ebb7455c7ba2af2166a847f403324b5e0b6
com.facebook.presto	presto-thrift-api	0.260.1		4f193932f36a17bc6e2c546417d266efa58b6670
com.facebook.presto	presto-thrift-api	0.261		76783f5d2136b174065194958ad6a8972e51b99c
com.facebook.presto	presto-thrift-api	0.262		5488ba6c99e425abc823c6ef556676eb106b0b17
com.facebook.presto	presto-thrift-api	0.263		d45e7a67ac07f796c6a4b936155608c4fdbe0d09
com.facebook.presto	presto-thrift-api	0.263.1		208ad7313c27d3a8cced1d5bbb9af9d06b29a32c
com.facebook.presto	presto-thrift-api	0.264		e681b9fd7fa3e8c04b0397a8fbce2c50efdbb8ae
com.facebook.presto	presto-thrift-api	0.264.1		8e2773df1f10233d57dcd8ae0a93eecdd8a2b0fd
com.facebook.presto	presto-thrift-api	0.265		4643e597c809da1d053ca528a2d27aca4b0c887a
com.facebook.presto	presto-thrift-api	0.265.1		3f8ea6fc58842363e4b9799e1eabff29bb8fa6cb
com.facebook.presto	presto-thrift-api	0.266		4a145151377126419499edf22cc73fe16969d89c
com.facebook.presto	presto-thrift-api	0.266.1		0ceb81d0a4e056300d59e86329c4dc82eba42f25
com.facebook.presto	presto-thrift-api	0.267		371897560fc5bb559eb13a68c422a9684665c995
com.facebook.presto	presto-thrift-api	0.268		3a95ec5288018392f283b1a05ba79600e0d6e402
com.facebook.presto	presto-thrift-api	0.269		239f66398499d9d6474be7f125385f5ee0e42353
com.facebook.presto	presto-thrift-api	0.270		42d67e87172c261d72541112d0b2cbaf6d4127b6
com.facebook.presto	presto-thrift-api	0.271		2045cd394f45a8e0a794f30cb64f64db2eb260ce
com.facebook.presto	presto-thrift-api	0.271.1		edde2512d0487550125ab48541087ce7669becd8
com.facebook.presto	presto-thrift-api	0.272		61decad158effb1275ea0ec398998c7da98f3ed3
com.facebook.presto	presto-thrift-api	0.272.1		914683edab95f516487fb7bd080aeb2dc9284a12
com.facebook.presto	presto-thrift-api	0.273		745b87e122fb5358377097d5b300ac064ab2f2db
com.facebook.presto	presto-thrift-api	0.273.1		19ff2e072aa115963dbdf5341c8e0b483a617a9a
com.facebook.presto	presto-thrift-api	0.273.2		7b204c8abff1aa3ed240c979350dc1b392e5c1d5
com.facebook.presto	presto-thrift-api	0.273.3		3f44a6949ea2b59fe39ddae8d002d89e078c509d
com.facebook.presto	presto-thrift-api	0.273.4		bd5ea8d4f7f7d145129d6d062cf3932a1a368658
com.facebook.presto	presto-thrift-api	0.274		bcb527e6e48cfc3f49eb7c1614bd40c1c06d2c00
com.facebook.presto	presto-thrift-api	0.275		9f3e024a029731fe7611538465a9d4ce0136b09c
com.facebook.presto	presto-thrift-api	0.276		2b234aa0198cbdea43c87f6ff361028f8015fbb4
com.facebook.presto	presto-thrift-api	0.276.1		d60edc49634c5cb9787b03354926356b61846cef
com.facebook.presto	presto-thrift-api	0.276.2		16ab2f56f5a1d1c0309185a911edad9ee6d5b37c
com.facebook.presto	presto-thrift-api	0.277		d972804c41ed6ae463e9da04af11a77ff0e752c0
com.facebook.presto	presto-thrift-api	0.278		6d628e479a35134f78a81dd52a2a1550d5d229f1
com.facebook.presto	presto-thrift-api	0.278.1		e199579e84294f2b4c4a0927b1146a83a7561bd8
com.facebook.presto	presto-thrift-api	0.279		c724cddeae001a4579e8c6c62917c44ed4901111
com.facebook.presto	presto-thrift-api	0.280		d3cc90d2d9f8de63381daa5732e9e1c6b4874ceb
com.facebook.presto	presto-thrift-api	0.281		382061865cc145b122fc3f1c59776392d7c61666
com.facebook.presto	presto-thrift-api	0.282		9780796aadeea6d0940bb36e0e2150da98a0f1eb
com.facebook.presto	presto-thrift-api	0.283		1df667bab14703bf5857cf7c7be7132abd59c9b4
com.facebook.presto	presto-thrift-api	0.284		dd497a0b2e09ecfb28ba7cf2224f4a8a6de6e411
com.facebook.presto	presto-thrift-api	0.285		218b34ecf91bdb9d4532a7dce71b3ac423889be6
com.facebook.presto	presto-thrift-api	0.285.1		99677a2a6afcaff1c2a205c69931eb3fda5bc04c
com.facebook.presto	presto-thrift-api	0.286		448fb97e472f9401becebc3b7189b162880b2524
com.facebook.presto	presto-thrift-api	0.287		2f9ebfbe4e4583ce2def5bdc0dc515db1ffbf562
com.facebook.presto	presto-thrift-api	0.288		cc3e8bf37d1131959455e0f87a5ead0ffc4c11b9
com.facebook.presto	presto-thrift-api	0.288.1		587a8a6b7ee7049f7e8c6550dfa72e708c6f3604
com.facebook.presto	presto-thrift-api	0.289		2c12b1fe1e68d2a67c01304e466c17dcdd44f996
com.facebook.presto	presto-thrift-api	0.290		2131e08250a6935675e5a6b777cb2d196d770628
com.facebook.presto	presto-thrift-api	0.291		0809e500bb41dd6483ea5fa7b62ac7d5b0c815e5
com.facebook.presto	presto-thrift-api	0.292		fa5a188dd5d0e90a61a88533856b8ffef00d62f8
com.gitee.ts_ohos	audio_library	1.0.0		N/A
com.github.Shouheng88	xadpater	1.0		N/A
com.github.biconou	AudioPlayer	0.2		bcc7f186a7b54dfc1d46fb1776b742ba306ba275
com.github.biconou	AudioPlayer	0.2.1		58a521e245e8b63f5dc651ecf9a2577c9d12e1bb
com.github.biconou	AudioPlayer	0.2.2		1d6d774560e812e6b2ba711d36a2598be8d5186d
com.github.biconou	AudioPlayer	0.2.3		39f273ab8e480d256afa95ada8b70aaa643197f9
com.github.biconou	AudioPlayer	0.2.4		90350f4c6657746e6e718f11687ad8b07232edfe
com.github.biconou	AudioPlayer	0.2.5		274c70c63ae233b97767ceac258e83bfa191c388
com.github.cornerman	sloth-http4s-client_2.13	0.7.3		e3e66875299af880bde7c1ee6f46ccfe2f2149a2
com.github.cornerman	sloth-http4s-client_2.13	0.7.4		44eb7fb8cba954f4ba42c5d030ca2d309f703d4c
com.github.cornerman	sloth-http4s-client_2.13	0.7.5		34b23330d68c05ef0b162a50206afc4d0d4f28b3
com.github.cornerman	sloth-http4s-client_2.13	0.8.0		9986b270db2ad47ba6253cb80d3aa2e242b5848b
com.github.harbby	sylph-kafka09	0.6.0-alpha3		1ee3d8218debdd336866108def52d1774136bab2
com.github.karasiq	kalium-fork	0.6.0		7b0796035aebf85b529b93714a6d49c40bd060e1
com.github.karasiq	kalium-fork	0.6.1		19ecfa9319a29ab51de97f090ed4776c6724b82c
com.github.karasiq	kalium-fork	0.6.2		18b33a14b9f3dbd375702799654f7f501242a27a
com.github.ksuid	ksuid	0.0.1		3c712e068a15fc8feee80db0b07cae91320a58da
com.github.ksuid	ksuid	1.0.0		135fb9791e54529cfc5d90fc0538f282a604e8d3
com.github.ksuid	ksuid	1.1.0		88191a807a08367d856c9cd2c5c89982a7fcd9fc
com.github.ksuid	ksuid	1.1.0	cli	917012277d5208fc9f396c7c7040981c8af98299
com.github.ksuid	ksuid	1.1.1		6325d7bbb60e737340a4a238b797452a63dbe660
com.github.ksuid	ksuid	1.1.1	cli	3c79f71b2100b248c061049e9bb3d289ff9c5767
com.github.ksuid	ksuid	1.1.2		02d27b5eaca2587d31a0a2dd5ed23396bd057586
com.github.ksuid	ksuid	1.1.2	cli	e51b3d0e19310a8c85cf7ebed3069aaad622df39
com.github.ksuid	ksuid	1.1.3		c3ef84b9da00bd27de3c6b845604cc2ca3e56c5f
com.github.ksuid	ksuid	1.1.3	cli	749094e09ab244f5c53821df4e49d7f384a425db
com.github.target2sell	spark-jobserver-cassandra-connector	0.2.1		e6dc880adbf11968aa03a9a21de191ad861102eb
com.github.target2sell	spark-jobserver-cassandra-connector	0.2.1	all	e7dfafd493a95b03b03f82a1dfef821f7207bd0a
com.github.target2sell	spark-jobserver-cassandra-connector	0.3		e0b3f045b130829e5e18efc251980f0c234673cf
com.github.target2sell	spark-jobserver-cassandra-connector	0.3	all	24d0df0f1840ade13767f8712152aa064afe874f
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	3.2		8804d1141a9fb9dc71e42aeba547ecb42e10bd20
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	3.2.1		db942f647cf3ea14eb90c05b0b23b8cc7ec62375
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	3.2.2		1e8cda42d2df775904225d5aeeed6c5fd7d96f02
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.0		9aa2dbbdb110abcd1fd6a6e863bdaece21216cc8
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.1		63bb7f7eb149aafcca32ca0352473daff6bdad96
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.1.1		383b49ad17a9e00e8310554ccd71cd662f29840c
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.2		e3fca7853a85d589459be3bd9d7c93cec8c9af57
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.3		2d9a86c61c35958509913b47c34cddaa1ec2ec02
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.3.1		0b824fc7506bf72a6055979af3b5be269eee65d4
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.4		8061e0b1e2582388219208995f45454deb590396
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.5		f175126aefafd4aa7e40eec8ffb11e0e56891c0a
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.5.1		f528f5b06a813d2ebd94c7857091c9e5241730ee
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.5.2		5b5bc2dd9ee47e9e4558fd6e8a47eb07f8b10b4e
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.5.3		475041abaf44140e272a7e045d2cee8407b6c5bc
com.hazelcast.jet.examples	hazelcast-jet-examples-event-journal	4.5.4		8060b9b7e97c87e3d07046c66b1a76a0823a7f20
com.helger	ph-oton-security	6.2.0		8f57dfcd6d9a005d881ee74105fa99d885d89cb8
com.helger	ph-oton-security	7.0.0		083e962a73af3a54bfe8c5c755054c9b20262c2a
com.helger	ph-oton-security	7.0.0-b1		11fadccc132de7951e3e62889a83d6884b9bc020
com.helger	ph-oton-security	7.0.0-b2		57caca80d890d5f870c383775823be45f7ba1d1b
com.helger	ph-oton-security	7.0.0-b3		c83b6d6432be3e2a263935d9634064879956d818
com.helger	ph-oton-security	7.0.1		37b6a38e1f4213e5f0e79c3c8a0c108af6e9d9c8
com.helger	ph-oton-security	7.0.2		d9699866aed7ac6df2bcd7ba8a157b88cf43b340
com.helger	ph-oton-security	7.0.2-b2		4067d0aecaa9b0e999db60f2d66b00e0952f2fac
com.helger	ph-oton-security	7.0.2-b3		d002c17f8a2322b7c07748634d368075de73a1dc
com.helger	ph-oton-security	7.0.3		d1cfa09293a619eb646533d33725d5fab2b12d42
com.helger	ph-oton-security	7.0.4		dad09b95a6dd952fbec2727e8fe6503cf66bee91
com.helger	ph-oton-security	7.0.5		069dd8ba5024b0954dd6a3907942ff797c82cc14
com.helger	ph-oton-security	7.1.0		c412c538120fb7fdd751ff8f1e418f66a6120b48
com.helger	ph-oton-security	7.1.1		2ea335581594a9a4114ab7396391d273ad19d935
com.helger	ph-oton-security	7.1.2		095059679be7ec681be13ad244d200ef1ab82297
com.helger	ph-oton-security	8.0.0		d7327cec49c3387026047ac9acb7a33bc74ed1c9
com.helger	ph-oton-security	8.0.0-b1		45df4f54d7b8dfe5a4d4882ab4c3938f04993f8d
com.helger	ph-oton-security	8.0.0-b2		7377ace2b5780ed7cc0286c62115eb58f4d6c86e
com.helger	ph-oton-security	8.0.1		ec86987e144092e5f3f3f2bfa803a6b38bdd92b9
com.helger	ph-oton-security	8.0.2		6e52974f370a8bf72b2499de6e2c35c2daacc181
com.helger	ph-oton-security	8.1.0		595b90cfcc6fd91f4b5705d6c0d4f6e8df15df71
com.helger	ph-oton-security	8.1.1		f1a3c6b0fae9b68d196fe06ed16d46f30c8a84d2
com.helger	ph-oton-security	8.1.2		f02bfeafc6b11089b7467322b3c72efd0c14e0df
com.helger	ph-oton-security	8.1.3		25b528fbe2f8e2a77f4a82d8953df6d5d253b768
com.helger	ph-oton-security	8.2.0		7a24cdb89ddb28d1b8575c1f6fd36260bb9db134
com.helger	ph-oton-security	8.2.1		11b5176774bbef8454466486fee2b35178db2d5e
com.helger	ph-oton-security	8.2.2		b8992a8103a539770e9c68334e8e8a986bc75a1f
com.helger	ph-oton-security	8.2.3		e2ce58ae018487ca86f4e6e399a8b14431ffc48b
com.helger	ph-oton-security	8.2.4		3bf1911f9a9ee8db153d3207f6f2f960659945b6
com.jsceasy.edp	edp-dao-generator	1.0.0		ba6764bf798964c50e7e7b9a913b223233161fe3
com.jsceasy.edp	edp-dao-generator	1.1.0		f4901216a069986ef0c46d07e5cfdb82706643eb
com.jsceasy.edp	edp-dao-generator	1.1.1		8a9b7ab741c0f120828bde5e2d882f70ac57b95d
com.jsceasy.edp	edp-dao-generator	1.1.2		9307155ad511c3845fcb75f2b17a50b12ab94687
com.jsceasy.edp	edp-dao-generator	1.1.3		cbe7a44b56f889bf4cba9f4b6c0b22d2c07832e3
com.lasmanis.maven	license-maven-config	0.0.14		825527eadb7dbee7f6675d0c5b453a01997f5d35
com.lasmanis.maven	license-maven-config	0.0.18		3d2c521ea07e9db7f5f9eb5ae5c40e20d8e5715d
com.lasmanis.maven	license-maven-config	0.0.21		2561cb79241b41663edd65118c0a61204d57ae73
com.lasmanis.maven	license-maven-config	0.0.24		b916bac1d4a45a68bf30565d5fedc4f2ad2d3deb
com.lasmanis.maven	license-maven-config	0.0.27		286fa48e66b52c9b70f07fd4f0e193490b9cd4db
com.lasmanis.maven	license-maven-config	0.0.30		d620fb789e4d7b78d8c43ed6376edb2249159805
com.lasmanis.maven	license-maven-config	0.0.5		3899d09c70758a93ac6a42c476f180b3845355bf
com.lasmanis.maven	license-maven-config	0.0.9		0d126c91220629641944a2b4dd98f0ccf2304e2b
com.linecorp.armeria	armeria-kafka-shaded	0.37.0		6eea83095ac29507c666f0873673d4e9063d7079
com.linecorp.armeria	armeria-kafka-shaded	0.38.0		29cc196bd5f90b5f87b622c3f0e41395143308bf
com.linecorp.armeria	armeria-kafka-shaded	0.39.0		7ee43ed5004b59f3edaee930db33cf61576e8004
com.linecorp.armeria	armeria-kafka-shaded	0.40.0		be37946cc651aad2ade7d0d54b3ac6cb3844e32a
com.linecorp.armeria	armeria-kafka-shaded	0.41.0		f969dabf6e1f3567d792b4196df94829f6eb807e
com.linecorp.armeria	armeria-kafka-shaded	0.42.0		39abe3071cd4a4c73cad0a97a6d2a69a5be3f2f9
com.linecorp.armeria	armeria-kafka-shaded	0.43.0		a69819b4d1eadbc3d1f240b2d09663125107ae61
com.linecorp.armeria	armeria-kafka-shaded	0.44.0		bfcff25e4ee2f8c222cf38e9756ffd64a91e1b02
com.linecorp.armeria	armeria-kafka-shaded	0.45.0		2f7a37a2618ccf80d20899780b4035af180fd3db
com.linecorp.armeria	armeria-kafka-shaded	0.46.0		3b81fa5a5a05fcf1b78f5971fd098270dc1c09fb
com.linecorp.armeria	armeria-kafka-shaded	0.46.1		7c705b004d95d93984c58167fb64afc677b6ec26
com.linecorp.armeria	armeria-kafka-shaded	0.46.2		2a0441e5274bd757afd842b38204091ff84a78b6
com.linecorp.armeria	armeria-kafka-shaded	0.46.3		b85a4e638059fb4fe792aa8ff3ca46943123b8e4
com.linecorp.armeria	armeria-kafka-shaded	0.46.4		958e00008c20cb32efd214047c52f7df272a9ecf
com.linecorp.armeria	armeria-kafka-shaded	0.47.0		3d8cea5e1c29869b5a165c0091428b3f09454482
com.linecorp.armeria	armeria-kafka-shaded	0.48.0		57af34e7926e2d5cc6c3f85cf5b54f150c3d30bd
com.linecorp.armeria	armeria-kafka-shaded	0.49.0		b5898a86a684b60464244d4d2554061fc36152ab
com.linecorp.armeria	armeria-kafka-shaded	0.50.0		ae93864ac1f63d5bce70873181e052f725a9fbd1
com.linecorp.armeria	armeria-kafka-shaded	0.51.0		d9db8f43064525ed4294c8e7161d8b3e6fcf5da2
com.linecorp.armeria	armeria-kafka-shaded	0.52.0		d6a6fcf361afe521a544bd7236649fbbe1f082f4
com.linecorp.armeria	armeria-kafka-shaded	0.52.1		978985d1e69f3048163b76e97815624b0cb9b30d
com.linecorp.armeria	armeria-kafka-shaded	0.53.0		fdcff246e1e0bd627a93cb52df066788ba61fa2d
com.linecorp.armeria	armeria-kafka-shaded	0.53.1		07738ea5aa3a53110150aeb21c375ee7ec3d0ac7
com.linecorp.armeria	armeria-kafka-shaded	0.53.2		a218b967ca734bc3320e99446e377f4afdef09bf
com.linecorp.armeria	armeria-kafka-shaded	0.54.0		e4f42c1fbb76734f1163895c4035597b34cbc204
com.linecorp.armeria	armeria-kafka-shaded	0.54.1		96c6be1cb174f82cde43e25d280f89a5b0989b59
com.linecorp.armeria	armeria-kafka-shaded	0.54.2		20c6819f92d3665076bfccabc146b205cbcec58f
com.linecorp.armeria	armeria-kafka-shaded	0.55.0		74356ab420dae35df3b89cedd3da0cd163e7ad8c
com.linecorp.armeria	armeria-kafka-shaded	0.55.1		2f7654c3de43d792d86fc11be0de4fd1bb40e600
com.linecorp.armeria	armeria-kafka-shaded	0.56.0		0f620fcbe7637014c8533f963cdf30314aea5e01
