net.liftmodules	fobo-twitter-bootstrap_2.6_2.11	1.4		0ace11746c8d8b98465b9d4e3801554bb105a008
net.liftmodules	fobo-twitter-bootstrap_2.6_2.11	1.5		bb6ac9dd94d70b66e688f544334520b90a1cef10
net.liftmodules	fobo-twitter-bootstrap_2.6_2.11	1.5.1		ce23cfdc206bed1fa4d5c734419718f601354328
net.liftmodules	fobo-twitter-bootstrap_2.6_2.11	1.6		fbf991b9be787d0355be542407101ca64e8f5f5e
net.liftmodules	fobo-twitter-bootstrap_2.6_2.11	1.7		320e8f73ba23bf76ab7fb00b1f08cb2a1fc0d747
net.sf.jaxrpc-maven	jaxrpc-maven-plugin	0.3.1		538212c2a185defc96cb623c8910127b3dc88eef
net.sourceforge.jeuclid	stix-fonts	1.0-beta		515a5d4955d0ab825d335bff321e162378b04cc3
net.sourceforge.jeuclid	stix-fonts	1.0-beta-2		1bc87bd6f67b9c31a2943a748b891313a6a358ad
net.wrap-trap.truffle-arrow-language	language	0.1.0		4da5ffb46ce51bd81e58c7074ad807f9e62373af
org.apache.lens	lens-server	2.0.1-beta-incubating		N/A
org.apache.lens	lens-server	2.0.1-beta-incubating	classes	139e06e63682ac91b14d2d2860c74c1f1a3ac887
org.apache.lens	lens-server	2.1.0-beta-incubating		N/A
org.apache.lens	lens-server	2.1.0-beta-incubating	classes	657b8af2978c611c3aa6d2127d610d8ed1446885
org.apache.lens	lens-server	2.2.0-beta-incubating		N/A
org.apache.lens	lens-server	2.2.0-beta-incubating	classes	3afc0d8dc7f44c19dd5c26fe39ea5b288eb99368
org.apache.lens	lens-server	2.3.0-beta		N/A
org.apache.lens	lens-server	2.3.0-beta	classes	7de25fc4cbf277f2837b6e314938ce4ad9013b42
org.apache.lens	lens-server	2.4.0-beta		N/A
org.apache.lens	lens-server	2.4.0-beta	classes	cc15caaafac5613e99ddfdc7adbeda46b75d4e1a
org.apache.lens	lens-server	2.5.0-beta		N/A
org.apache.lens	lens-server	2.5.0-beta	classes	eeba72ccd36cc788b4cb25a304f5cbfed190b264
org.apache.lens	lens-server	2.6.1		N/A
org.apache.lens	lens-server	2.6.1	classes	8af3f5a2b523845f5635c6b05c841454a740b47e
org.apache.lens	lens-server	2.7.1		N/A
org.apache.lens	lens-server	2.7.1	classes	abc8f175b99e938b46e9fb3fccfc0c887fc516e7
org.apache.samza	samza-azure	0.13.1		986630abfe2d00d2d864a3a87ff31c4cada55a17
org.apache.samza	samza-azure	0.14.0		f533b03fcce7655bc40234aa1ff669c7a63f6774
org.apache.samza	samza-azure	0.14.1		323ecd566702900ab6f628eff24506c7bea69ea9
org.apache.samza	samza-azure	1.0.0		adab80cac1db6bde9d944bd3754f60966a2a1718
org.apache.sling	org.apache.sling.junit.healthcheck	1.0.6		c57381550b5116da1602a1465be1bf0bb347132e
org.apache.struts	struts-mailreader-dao	1.3.10		d593c116ef0802f61603b722609cc28c81da4559
org.apache.struts	struts-mailreader-dao	1.3.5		9631fdac8068882b2c0dade401b068675f58f804
org.apache.struts	struts-mailreader-dao	1.3.8		8e2eb7d6766c0f9a096ee99832f38fff8097f1dc
org.apache.struts	struts-mailreader-dao	1.3.9		c97f20c623a131f0270c4e5b3b3599701313451f
org.apache.tuscany.sca	tuscany-workspace-impl	1.3		face68152bd5f41bacdedd862996cfbf21d8da54
org.apache.tuscany.sca	tuscany-workspace-impl	1.3.1		25a4562d99c876c631eba0c6d158089bdb149e77
org.apache.tuscany.sca	tuscany-workspace-impl	1.3.2		a3a2cf922bb11e2c551038b83b7dcb71ba35353c
org.apache.tuscany.sca	tuscany-workspace-impl	1.4		4bf6c9f539933826fc8359b3bdd4c7461d229689
org.apache.tuscany.sca	tuscany-workspace-impl	1.5		000bfd18c160e2b0b8bf0170c332f0fe062550e3
org.apache.tuscany.sca	tuscany-workspace-impl	1.5.1		c1bd8e44c895f2add9187d16ce11fe29380d8079
org.apache.tuscany.sca	tuscany-workspace-impl	1.6		065e12d03de7d418287cc17c0e575caa1d1955f8
org.apache.tuscany.sca	tuscany-workspace-impl	1.6.1		49cfcb23d45c6ef7130c2016922dbded8b2cc6c9
org.apache.tuscany.sca	tuscany-workspace-impl	1.6.2		439ca09810f59ebf1d39b5265f1a60cf4aef2f54
org.apache.tuscany.sca	tuscany-workspace-impl	2.0-M1		148d171811469b5fbfe676f8ff8b97ec9ebfe0a0
org.apache.tuscany.sca	tuscany-workspace-impl	2.0-M2		39d57f0c24c5254746cc6d648b367f328368d554
org.bdgenomics.adam	adam-codegen_2.11	0.23.0		3d7b7d6b4272088f5fd16d00277536bde8b73257
org.bytedeco	libfreenect2-platform	0.2.0-1.5		4ec17b4f2c49b45cbad0ac00ec82e05285f5ecd1
org.bytedeco	libfreenect2-platform	0.2.0-1.5.1		cdaf81a583a4cab3b423b24facc9883374083aea
org.bytedeco	libfreenect2-platform	0.2.0-1.5.2		de0cc2fd2fa052e63f37fb0791b381f14209c72e
org.bytedeco	libfreenect2-platform	0.2.0-1.5.3		8e51ed008a3665d2ea00bf523114f7600bec65ef
org.bytedeco	libfreenect2-platform	0.2.0-1.5.4		406c807d9573891734c80fc8ed79a37a6aac40b2
org.bytedeco	libfreenect2-platform	0.2.0-1.5.5		04a837be0663e5a9c2b5a039f7180720bf324387
org.bytedeco	libfreenect2-platform	0.2.0-1.5.6		620d189009771f05a8622c0e2753c9f2f515848b
org.bytedeco	libfreenect2-platform	0.2.0-1.5.7		152923f765882af0c690dc3f47a8e0a076916466
org.bytedeco	libfreenect2-platform	0.2.0-1.5.8		b8626275ea776adfd9a90c69c2491ef4e1cfac55
org.bytedeco	libfreenect2-platform	0.2.0-1.5.9		7c30d421f2e679119120c835ad73a8a8a2913539
org.ctoolkit.services	ctoolkit-services-taskqueue	0.10		6b507e64cd1ef47cab1dbbd2ea327397bcbcfd89
org.ctoolkit.services	ctoolkit-services-taskqueue	0.11		e45ec95eaf39bf58d669cb8812320e79d3d857f6
org.ctoolkit.services	ctoolkit-services-taskqueue	0.12		34b453642202dbae9094db3c0ddf1af062a7bc89
org.ctoolkit.services	ctoolkit-services-taskqueue	0.13		b26332fc5f33e6352f7a687898ef6bd813a8fbbe
org.ctoolkit.services	ctoolkit-services-taskqueue	0.14		2b5b0e8f741feb689f945f53e2f8bbe892286972
org.ctoolkit.services	ctoolkit-services-taskqueue	0.15		7e0aa723f39088c207d773ba9aaea2027d47ffc7
org.ctoolkit.services	ctoolkit-services-taskqueue	0.16		2567d771f891c98c6248dec56343f73c56c05989
org.ctoolkit.services	ctoolkit-services-taskqueue	0.17		4db65c27d0e0a53cbe746865cdbd52d3712af6b8
org.ctoolkit.services	ctoolkit-services-taskqueue	0.18		71bde5e1335a74444e56532573d13cbf734eb3a8
org.ctoolkit.services	ctoolkit-services-taskqueue	0.19		d30ca35e12d3c4d7cda75258bf905e975109338e
org.ctoolkit.services	ctoolkit-services-taskqueue	0.20		437f6d40f930d8e61c8d8b99c0f168cb041d19e1
org.ctoolkit.services	ctoolkit-services-taskqueue	0.21		e66aefa2a085d5a4e4580c6447904faf14705d33
org.ctoolkit.services	ctoolkit-services-taskqueue	0.22		3fa9cebc743c0148442afd39116edb526b4ac571
org.ctoolkit.services	ctoolkit-services-taskqueue	0.23		0c2ec1f721f6172faeb729c62352738f493f2e0b
org.ctoolkit.services	ctoolkit-services-taskqueue	0.24		04cd027c7a739232161e09f2f78b3eb42aea2fc7
org.ctoolkit.services	ctoolkit-services-taskqueue	0.25		83efe310e23ef75e9dac097a51afe0a3b5e0ae51
org.ctoolkit.services	ctoolkit-services-taskqueue	0.26		022d17c716135a7d41c589ae12bcc1256fb11b50
org.ctoolkit.services	ctoolkit-services-taskqueue	0.27		9403ce289306e02ec17ec85071eb1fd75fca875e
org.ctoolkit.services	ctoolkit-services-taskqueue	0.28		dbf3e72de143f706465fa3571578ef3097e02601
org.ctoolkit.services	ctoolkit-services-taskqueue	0.29		92432d3e4b93e1a611b7752187d30be0176b42a8
org.ctoolkit.services	ctoolkit-services-taskqueue	0.30		678238e5eb6ca81bc5bb1b4dca9e4944933fe25b
org.ctoolkit.services	ctoolkit-services-taskqueue	0.31		30e65be80c414595ccfe1a214f77076723193326
org.ctoolkit.services	ctoolkit-services-taskqueue	0.32		9efa15155d9d010a79230ce85a8e3d6f03e741c9
org.ctoolkit.services	ctoolkit-services-taskqueue	0.33		5c7d322aae2aae8c5c2d6b34f5193d4602de4a16
org.ctoolkit.services	ctoolkit-services-taskqueue	0.34		2a592e49be75f72cc3d73132db6ba9026acad310
org.ctoolkit.services	ctoolkit-services-taskqueue	0.35		43a790f64dbd6fc440c0b6e5f2c8a1deeef5c750
org.ctoolkit.services	ctoolkit-services-taskqueue	0.36		d686417252651205bab200ddb807ea4668894669
org.ctoolkit.services	ctoolkit-services-taskqueue	0.9		99ce446c225eb2084ad055156546df6408352959
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.10.0		f3d7cf6421f97184117f69cddab4c073c7790179
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.11.0		869aa4647c035d0d3307e64399ae7410279a797d
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.11.1		abfbdb2f2250dfe227ff40467e086ee1d1f13564
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.12.0		78c007e08ae002a8deae4ec578d957b5d6f3dbe5
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.12.1		a78d850e77a36b9caac3156ebb0e54b1fb29949a
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.12.2		27ba1e03855c998ba179a40248fed6ab115d1d11
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.13.0		855195bf900c7d00448d3e13b75deb174b8d39da
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.13.1		74787d2012014441c406eadf4ffa7f86a670ead5
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.14.0		d4c9585e9661b78ada87df003eb530149a6525d6
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.14.1		abc3a7c7b1be25f47d3a2f6ff939fc93a0918fc2
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.14.2		046682489ac982b08326f95e329bd495096b4449
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.15.0		2cdc32e3bd4b0c917f3dcbd487b3d689bccaf4d8
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.16.0		d4666bdd90172bc9e1c89e3fcbb2a5a79584bfcc
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.17.0		49b65eb73be807206a4415ee7604c600b8624968
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.17.1		c9850cea6f9ba0b14919d077af68f64fd7e1f380
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.18.0		975abad618c00f142eddbd110f67876c51e1a3e3
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.18.1		d36b9aafff47abd6bb89527facbb0d0ef81383e1
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.18.2		188d02c20690c1bba34e944fa7bee43d19190c1f
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.19.0		6a0517f3df7601ecedea72608f7d96fe7740d12c
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.19.1		ed834185e4e87166036c02041e9f7a05cb055670
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.19.2		a74e8f21c7438af5943feb15a737114156a44ad7
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.19.3		d0a2cf8b809ae181f88c46d9e8a307dfc47a9ed9
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.19.4		b5c7aee6475ca631b40ac58333f556d1ec27bc5f
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.19.5		47d16bdd2f57e71ffb5c234c0559690fcea08a0e
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	6.19.6		f3534a259d35a3e07802f44bc3b284da8d421922
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	7.0.0-RC-1.0		cd5063847f0492268b4ba14e7c918027e3971ec0
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	7.0.0-RC-1.1		f83b182f6f5bd855aff8d18ee7ec5015c3cd700d
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	7.0.0-RC-2.0		da402e8af93b103bc44154574017aae0606c15e1
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	7.0.0-beta-1.0		75844097ba9f2997edacecef818b84bde125f3a0
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	7.0.0-beta-2.0		8eb64964a247f5b50dddcf1e91bcf36d146bcad4
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	7.0.0-beta-3.0		45223ae5ff684ef6f5ccc2c59e3e203c7f20833c
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	7.0.0-beta-4.0		bc97a432524c747f98471f34dabcb75957af861d
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	7.0.0-beta-5.0		67f9c9e44a014b2e915b11574d7b8b567a0c0262
org.eclipse.che.plugin	che-plugin-maven-generator-archetype	7.0.0-rc-3.0		c4017a5ff5d6433d32848e3b40084d10d90e280d
org.eclipse.tycho	org.eclipse.tycho.p2.tools.facade.tests	0.12.0		30921e61629212e0b316570d70a7a8b898f9602c
org.ikasan	ikasan-spec-error-reporting	1.0.0		77d5e984cd7ee9003c054c9e9e13002363842dda
org.ikasan	ikasan-spec-error-reporting	1.0.0-rc5		5bcd77d698f02d6e20746859c6da880c25d042f7
org.ikasan	ikasan-spec-error-reporting	1.0.1		84200b714a6fbba401cd8e1d65ea6b7e8b4707fc
org.ikasan	ikasan-spec-error-reporting	1.0.2		482dd4a8cc10e4115d6c304634fb11958bdd385c
org.ikasan	ikasan-spec-error-reporting	1.0.3		f97babf387d28c61989a2009d121b5bf37d2b6b9
org.ikasan	ikasan-spec-error-reporting	1.0.4		f38bb4e03471998f8be82100c59be5c2b3c5b3fd
org.ikasan	ikasan-spec-error-reporting	1.0.5		b3004e2c28a7fe72d2262584eb1502448090bfb9
org.ikasan	ikasan-spec-error-reporting	1.0.6		b3bc28942f7818ae8e194d40538e15128430960f
org.ikasan	ikasan-spec-error-reporting	1.0.7		b2a9105c5c893090444e40652bf228419ac0bd3b
org.ikasan	ikasan-spec-error-reporting	1.0.8		966ce4f9c893551e01adc5391f9684d4a33858a8
org.ikasan	ikasan-spec-error-reporting	1.1.0		a0f0f72d7f9f945066a88dec03afbfd8da45bff4
org.ikasan	ikasan-spec-error-reporting	1.1.1		cf0466e8bdea91eb0f5ca8cb664a26637f562e20
org.ikasan	ikasan-spec-error-reporting	1.1.2		4e5236576f6e441c4270f5fcb65595f1648357fd
org.ikasan	ikasan-spec-error-reporting	1.1.3		77be57c6be3b1b0ed2ce2d01a723468060bac574
org.ikasan	ikasan-spec-error-reporting	1.1.4		be5849e429e9c5fb54f0369648a0582ec443ee0c
org.ikasan	ikasan-spec-error-reporting	1.1.5		3b892d8495f88db9a2b7770434e3088627798847
org.ikasan	ikasan-spec-error-reporting	1.2.0		90c37e8a5ef46c9af9997fe1516922728dbc956b
org.ikasan	ikasan-spec-error-reporting	1.2.1		d47e44295d731f042de002bede1010c650585fa5
org.ikasan	ikasan-spec-error-reporting	1.2.2		7a4e92b881759dba886a887b34a372d388b0d23e
org.ikasan	ikasan-spec-error-reporting	1.2.3		7f64e67d4c9bce06a195a882b76992410546d246
org.ikasan	ikasan-spec-error-reporting	1.2.4		2d304698236c53c1451771dc90c2a8a3df7faf78
org.ikasan	ikasan-spec-error-reporting	1.2.5		083bba0ed84040ef2cfeff7faf0808e116c69ee4
org.ikasan	ikasan-spec-error-reporting	1.2.6		e7000e3db05ec19a5c102083558effb351acdef8
org.ikasan	ikasan-spec-error-reporting	1.3.0		e850e7873b7781957777bb4320f82e6924f6f363
org.ikasan	ikasan-spec-error-reporting	1.3.1		0ae83d70dfd2682702a664fc84a78ce15e3040f2
org.ikasan	ikasan-spec-error-reporting	1.4.0		ebc698a76319f49a3e03ddec904e21d72270c362
org.ikasan	ikasan-spec-error-reporting	1.4.1		73f0a7667195ca6ed429b97f1217ed783db03904
org.ikasan	ikasan-spec-error-reporting	1.4.2		41ced779dfee30cabdcd08b830de1b24fead4bb0
org.ikasan	ikasan-spec-error-reporting	1.4.3		c3cd2c2c5508cccf2ffbee7fde5fa38125ec5ece
org.ikasan	ikasan-spec-error-reporting	1.5.0		9b52a082b488ee26972c9bf49f4270f767514eb7
org.ikasan	ikasan-spec-error-reporting	1.5.1		476984977349f3475fa9abff0d06ca7e51a16033
org.ikasan	ikasan-spec-error-reporting	2.0.0		a003b7430bfa1b2a5d54b3a55bc24a927a737612
org.ikasan	ikasan-spec-error-reporting	2.0.0-beta		f7bcfa1b8376391895279c61aca24f9284e91e34
org.ikasan	ikasan-spec-error-reporting	2.0.0-rc1		b5aaca43eff0b78ffd9ae3290ac5dfa721e261b7
org.ikasan	ikasan-spec-error-reporting	2.0.0-rc2		bdf5a81f87b5c109b6d67281f9238f3562bd66ec
org.ikasan	ikasan-spec-error-reporting	2.0.0-rc3		120fd28beb630b7051c94713904c8f3f793916b0
org.ikasan	ikasan-spec-error-reporting	2.0.1		3d3bd73bce5dbb72df8a39699eb040bd626fd53f
org.ikasan	ikasan-spec-error-reporting	2.0.2		f817fbb4c9fc9c18275a2f5fc6f11243b92b8572
org.ikasan	ikasan-spec-error-reporting	2.0.3		5d7ebf9972783c502c79b6457c8a056586e8812a
org.ikasan	ikasan-spec-error-reporting	2.0.4		58df51389ff14d28477d464096500cef21cd76a4
org.ikasan	ikasan-spec-error-reporting	2.1.0		9eed8e10601c1268602e2908489eb364188ce782
org.ikasan	ikasan-spec-error-reporting	2.1.1		d57711f90ccf0c4775cc5d85add99187d28f0054
org.ikasan	ikasan-spec-error-reporting	2.1.2		55814ab6e85a8a8338ec44777fe2d329c9f257ef
org.ikasan	ikasan-spec-error-reporting	2.1.3		d9a9017689cd762700f836b53555469512c69539
org.ikasan	ikasan-spec-error-reporting	3.0.0		0e07095b9d7f726a35561a736db3c1db641cf7e2
org.ikasan	ikasan-spec-error-reporting	3.0.1		9ffddc7302348c40b6cf0e198b8ba30b2d13a09f
org.ikasan	ikasan-spec-error-reporting	3.1.0		34f218e2adb4217069116ef70e351b4915688943
org.ikasan	ikasan-spec-error-reporting	3.1.0-beta		751212537acf06acbb97eb93dd269dee87f2c547
org.ikasan	ikasan-spec-error-reporting	3.1.1		dafbb3a909834e1d0137d59c6cf17eae85d77140
org.ikasan	ikasan-spec-error-reporting	3.1.2		99f0c16b291af30881d7c8a02e395748d19e3bc5
org.ikasan	ikasan-spec-error-reporting	3.2.0		bbb369c9c7350f37c84072ee8ab00166e3649495
org.ikasan	ikasan-spec-error-reporting	3.2.1		3bd0c7fc575c9ef66923a956201250a28da1d6ec
org.ikasan	ikasan-spec-error-reporting	3.2.2		8f48da14b08896e06c425fc00f419317810254b1
org.ikasan	ikasan-spec-error-reporting	3.2.3		57aa5625f2d6682c61414df649d70c803218a2cc
org.ikasan	ikasan-spec-error-reporting	3.3.0		fae1c2c4d95323995c4102af630346c08f5231f5
org.ikasan	ikasan-spec-error-reporting	3.3.1		a685845fe374c18e69519ae822c65b10de3fe026
org.ikasan	ikasan-spec-error-reporting	3.3.2		adb0d772f5a400fcb3409941e81dd3d2568e7ea5
org.ikasan	ikasan-spec-error-reporting	3.3.3		3a3e3d746f5ee46353428a6bd43fe55169f344dc
org.ikasan	ikasan-spec-error-reporting	3.3.4		fff70300159db7761ff6d8a44ecc3d7d6aec4919
org.ikasan	ikasan-spec-error-reporting	3.3.5		8c138ec2530e11bec94266966386c393c73d4f5a
org.ikasan	ikasan-spec-error-reporting	3.3.6		251e9d5131f5341f5250d98e6d76136f9f5e5bf0
org.ikasan	ikasan-spec-error-reporting	3.3.7		bc2e35c0001df9033983f0aacced7ea73f56280a
org.ikasan	ikasan-spec-error-reporting	4.0.0		e205022cd9e0bd8716b7b75f5d3144b79d0a24b2
org.ikasan	ikasan-spec-error-reporting	4.0.1		eb06236de81cdf443ba9d49757e415a5577bda1b
org.ikasan	ikasan-spec-error-reporting	4.0.2		f7e15912dfe64d39dc8ceaf2d19b89743e57cc3b
org.ikasan	ikasan-spec-error-reporting	4.0.3		e0e74993d70e9f5891755dc394ae9b5f39aafb77
org.ikasan	ikasan-spec-error-reporting	4.0.4		fc8073d3cdb527cafe58b09a72a4908a3aea2f3d
org.ikasan	ikasan-spec-error-reporting	4.0.5		dd53b7b152d085ccd2874180268e84786cc2bc3c
org.kie.kogito	jobs-service-messaging-kafka	1.43.0.Final		4868e6226e0170ad02086ab14addd49bc104538f
org.kie.kogito	jobs-service-messaging-kafka	1.44.0.Final		6e5dd5a2657e73425bd1a594afcfd935e4c7c6a8
org.kie.kogito	jobs-service-messaging-kafka	1.44.1.Final		b70eadeb0111f22f6bb97d5d40a60a25a8146529
org.kie.kogito	jobs-service-messaging-kafka	10.0.0		10decdd364df91f1fa495ffe0788dd3512d5cb39
org.kie.kogito	jobs-service-messaging-kafka	2.44.0.Alpha		f88bb8f0d75298eaeb53b16bf6f685a5926ad476
org.mdedetrich	stripe-scala_2.11	0.1.0		8d8d63a8b9e787132064d8c737cb3777504fdb55
org.mdedetrich	stripe-scala_2.11	0.1.1		51d2104160296a4492ba7a63f2c31756ad877492
org.mdedetrich	stripe-scala_2.11	0.1.2		9b4b8143f63abafa31d6274622904569651cf707
org.mdedetrich	stripe-scala_2.11	0.1.3		d9741afb89fc0c554d5e9c5eb37d096f1755882d
org.mdedetrich	stripe-scala_2.11	0.2.0		d3b222ad5da4ae1462b894b85d2602a85961accf
org.mdedetrich	stripe-scala_2.11	0.2.1		ba68a5f718bce0f1e4716f6a867b046fd1ea0b8b
org.mdedetrich	stripe-scala_2.11	0.2.2		f5fc304bb8c25d5823b52c8c8bf173d0afc24122
org.mdedetrich	stripe-scala_2.11	0.2.3		b1d461bdc785db2928932639103256b8143e5b1e
org.mdedetrich	stripe-scala_2.11	0.3.0		b8c4830b87a3f023fe095b26002fbc3bf18f83ba
org.mdedetrich	stripe-scala_2.11	0.3.1		50f0356ad5442919369005e5c2d5779252a86f2f
org.nasdanika.architecture.service-mesh	parent	2023.4.0		N/A
org.noear.bundle	solon-base-bundle3	2.4.3		N/A
org.noear.bundle	solon-base-bundle3	2.4.3-M1		N/A
org.noear.bundle	solon-base-bundle3	2.4.3-M2		N/A
org.noear.bundle	solon-base-bundle3	2.4.3-M3		N/A
org.noear.bundle	solon-base-bundle3	2.4.3-M4		N/A
org.noear.bundle	solon-base-bundle3	2.4.4		N/A
org.noear.bundle	solon-base-bundle3	2.4.4-M1		N/A
org.noear.bundle	solon-base-bundle3	2.4.4-M2		N/A
org.noear.bundle	solon-base-bundle3	2.4.4-M3		N/A
org.noear.bundle	solon-base-bundle3	2.4.4-M4		N/A
org.noear.bundle	solon-base-bundle3	2.4.4-M5		N/A
org.noear.bundle	solon-base-bundle3	2.4.4-beta1		N/A
org.noear.bundle	solon-base-bundle3	2.4.5		N/A
org.noear.bundle	solon-base-bundle3	2.4.6		N/A
org.noear.bundle	solon-base-bundle3	2.4.6-M1		N/A
