ai.themsp	mintegral-adapter	0.1.0		N/A
com.intuit.graphql	com.intuit.graphql.ui	3.1.0		05eaec4c7eccd69d4c6de4cdc3cee735e6871e3a
com.intuit.graphql	com.intuit.graphql.ui	3.2.0		c767afb091eab01df277d3312a4a9a552455ac67
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	0.0.1		0345e9fc2e6364cb10cd29f5edc3a2e8443803b8
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	0.0.2		740304b2be0e16e18272f2b6424cdde47fffd623
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	0.0.3		cf00e4ea4189adedbe93b77fce25aaff90f33ffc
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	1.0.0		491add07b12f0cf123bfe798fddadb361cdf4c3b
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	1.0.1		a81ed7205737796275852510f668af88c4adb70c
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	1.0.2		4c170dc647688c99545a2c3325cb5931935174cf
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	1.0.3		865fe25f6c620478f683c555f67284d1e8193786
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	2.0.0		78820a529e5b9080517532e6f6daa80d8724eb8d
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	2.0.1		e091c680aa53848c3f1e499123bee6b6394a27b4
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	3.0.0		04e34b6940acd3e6ebd4f41bd714ea68491258a9
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	4.0.0		5c9f25fbe3722817e25643c594cda08b361858f9
com.io7m.jwheatsheaf	com.io7m.jwheatsheaf.api	4.0.0-beta0001		936972e3f292fbd7c87dba717e64b6db761bd3ec
com.jslsolucoes	spring-jsp	1.0.34		c32956e0bd600b9ff846091a329114a7f849c5ac
com.justtoplay.panda	panda-common-datasource	1.0.1		e316addb2f6f31e979087df8c0b78f7878f14622
com.justtoplay.panda	panda-common-datasource	1.0.2		aaf6f363a7c5ce9b4d7fdb7d74b84d31c90868d0
com.linkedin.dexmaker	dexmaker-mockito	2.28.1		d25a82ff226fdedd72e7cdc9fc1b6ab7043b680b
com.linkedin.dexmaker	dexmaker-mockito	2.28.3		c99bbcad64d754247568d5f87478c04e26b15c8b
com.linkedin.dexmaker	dexmaker-mockito	2.28.4		93869a58a12c085dc57e0f61ae4be6b0d5b30c28
com.microsoft.azure.synapse	synapseutils_2.11	1.2		3faa7ef58a9f199dc3d021a8c0c89a3eed7af6d7
com.microsoft.azure.synapse	synapseutils_2.11	1.3		f2976d9649e20518be95a702453c3d377cb63904
com.microsoft.azure.synapse	synapseutils_2.11	1.4		6096a4d253590d6d1980bdcffdc350a32e3d4ab6
com.microsoft.azure.synapse	synapseutils_2.11	1.5.0		N/A
com.microsoft.azure.synapse	synapseutils_2.11	1.5.1		N/A
com.microsoft.azure.synapse	synapseutils_2.11	1.5.2		N/A
com.microsoft.azure.synapse	synapseutils_2.11	1.5.3		N/A
com.milesight.beaveriot	script-engine	1.0.0		N/A
com.optersoft	com.optersoft.web	0.1.0		e6299eee1885ce91bae5cdac14067fd64efe1150
com.optersoft	com.optersoft.web	0.1.0	plugin	a3ab172059ff5a0a5e5e5068cbddd189fde0b15a
com.optersoft	com.optersoft.web	0.1.0	plugin-sources	f47d225c4eae693d04ef5d7590e87995ccfd5cdc
com.pragmatickm	pragmatickm-bom-book	1.3.0		9d7233fba425966c22b728b02b33780ef29f7bb9
com.pragmatickm	pragmatickm-bom-book	1.4.0		629854d3e7ae211161ea4043b8ed46d487f6cf3f
com.pragmatickm	pragmatickm-bom-book	1.5.0		df1cf4d7d36f84473dc4ad19b210052758118f32
com.pragmatickm	pragmatickm-bom-book	1.5.1		02c8b9043591501be4367cdc9b0aacf6c0576fec
com.pragmatickm	pragmatickm-bom-book	1.5.2		68707e6fb5b8dfe8732766c4fb51bff2a2e69b8c
com.pragmatickm	pragmatickm-bom-book	1.6.0		5302f9c9b67fce8229efdc2099ab25a014e621d4
com.pragmatickm	pragmatickm-bom-book	1.6.1		36ea4911891b9698c2d0beeac15fc13302979f8d
com.pragmatickm	pragmatickm-bom-book	1.6.2		dba0655b5407fb33b03955aa3458da2e00bdf3e5
com.pragmatickm	pragmatickm-bom-book	1.6.3		aec948ce661f8a14fd1d73bae78ae0784bdc03fb
com.pryv	java	1.0.3		73511515ac715b64facc6ed15b3ca9c7a85acbe3
com.thoughtworks.dsl	delimitedcontinuation-annotations_2.12	0.1.0		2a53c41a214bae44a0223f192f68383cff99942d
com.timecho.timechodb	tsfile	1.0.1.1		778d3618d9b5f0992332f12b537b8644d69db597
com.woorea	heat-client	3.2.3		379ed7b7a845fb5bb4a23a4669e90766ddef6171
com.woorea	heat-client	3.2.4		1a49d40f546fec2d141cbb864c8f1d2e5b852900
com.woorea	heat-client	3.2.5		f8440a0b1fb6e8e9b97e710589a759b74d735fa0
com.woorea	heat-client	3.2.6		4531a7e1687e9ea597f29693127e9157eef93a79
com.woorea	heat-client	3.2.7		2029d6af5326922ebcbfb5c06ec3317eef27f1da
com.woorea	heat-client	3.2.8		62b3eeec83e5a185aa07957dfc023f01d806a51a
com.woorea	heat-client	3.2.9		fc52ed396b67c14fdb36b23ad11a09c79e495ba4
com.workoss.boot	mybatis-plugin-core	1.0.7		f46ce65c3499197ffab4f2119e2f6f4704f1c33a
com.workoss.boot	mybatis-plugin-core	1.0.8		f977fae674343b3a2f124c71bc157359f880b15a
com.workoss.boot	mybatis-plugin-core	1.0.8-RC1		251b7c7f40599699f4de8cefb56ceb68d25c1592
com.workoss.boot	mybatis-plugin-core	1.0.8-RC2		69e68411358ac1af78dd3e3f1c554f1f958ccb5b
com.workoss.boot	mybatis-plugin-core	1.1.0-M1		3f4c54f3927bcde5c5542e301d8dd6d3a81e84f4
com.workoss.boot	mybatis-plugin-core	1.1.0-M2		d80906963c0613b461d1677c9a253287aec18f70
com.workoss.boot	mybatis-plugin-core	1.1.0-RC1		91e5de278709a3b2e67fef9d036aec9b08e3002f
com.workoss.boot	mybatis-plugin-core	2023.2.1-M1		82354231521adc0dcaf4353ab6fc7f61ea8a334d
de.muenchen.oss.digiwf	digiwf-process-api	0.18.1		6d7d3a999bd10561d46771a01e2301eea1960ab7
de.muenchen.oss.digiwf	digiwf-process-api	0.18.2		ed251a50566cd326f67270fcc4acdc664a849532
de.muenchen.oss.digiwf	digiwf-process-api	0.18.3		0e889c4ad27647d00867d5cb673d756cc98b6ff6
de.muenchen.oss.digiwf	digiwf-process-api	1.0.1		8c6144e1953fd166eaf6b26eef20a537b587de7a
de.muenchen.oss.digiwf	digiwf-process-api	1.1.0		be67b9a5ee9a62074e350073aea6dc2c3121ccd3
de.muenchen.oss.digiwf	digiwf-process-api	1.1.1		002767f8bfbcf2404406be1781a62da04aca0250
de.muenchen.oss.digiwf	digiwf-process-api	1.1.2		24d6de29a5cb4deefa89e7ef47100920b7c44df4
de.muenchen.oss.digiwf	digiwf-process-api	1.10.0		3f6157fc66a27dc6297026b4e973ef8a929937af
de.muenchen.oss.digiwf	digiwf-process-api	1.10.1		71933e19f7e44558671d1444a94c75520388c74d
de.muenchen.oss.digiwf	digiwf-process-api	1.10.2		af663bffbc15ba8def3c753d5ee791ebaded0f13
de.muenchen.oss.digiwf	digiwf-process-api	1.10.3		a75d5ff39895cc9784d8a0777659df49a158962d
de.muenchen.oss.digiwf	digiwf-process-api	1.10.4		ca388ea1230be6de12631dd024009b89768f295e
de.muenchen.oss.digiwf	digiwf-process-api	1.11.0		4e422722d434ecd15a736ac5ba9b18ffa9dfddcf
de.muenchen.oss.digiwf	digiwf-process-api	1.11.1		d833ae135bb77c703fe672f68ed5151345179d4d
de.muenchen.oss.digiwf	digiwf-process-api	1.11.2		01fe9a32ad7722b08921d00da3f4dbab0804a80f
de.muenchen.oss.digiwf	digiwf-process-api	1.12.0		9b021ff5c34685da701d0b1964eeebbff751b94f
de.muenchen.oss.digiwf	digiwf-process-api	1.13.0		58690fbb03045e44b2616518fe05a867e14c3d1f
de.muenchen.oss.digiwf	digiwf-process-api	1.13.1		9fdf263f7698f5d24b71d786b7b78a1be8df8af8
de.muenchen.oss.digiwf	digiwf-process-api	1.13.2		70703b644c7913726524f558a93402bad6467714
de.muenchen.oss.digiwf	digiwf-process-api	1.13.3		b7a3c115e793fe950fe1dabf169caaaec22ee211
de.muenchen.oss.digiwf	digiwf-process-api	1.13.4		98aff0e0ae4beabdc66e1c0dc4aceae32fe8173a
de.muenchen.oss.digiwf	digiwf-process-api	1.14.0		d4aaf133170f1a94819a2515fb235821521413b7
de.muenchen.oss.digiwf	digiwf-process-api	1.14.1		b9dda2fe44bd974958ee4a87957869e59fd3eac9
de.muenchen.oss.digiwf	digiwf-process-api	1.2.0		2bcd0582053e27f04df3550c77683092a289d225
de.muenchen.oss.digiwf	digiwf-process-api	1.3.0		9435ce246f144976a906da744f3c34667ecde7b5
de.muenchen.oss.digiwf	digiwf-process-api	1.4.0		9d28b50b0e27bdd09c1ad2743709ee7e50ff0dc3
de.muenchen.oss.digiwf	digiwf-process-api	1.4.1		b7cc37b5b626b979c079309bc02a872f7139533f
de.muenchen.oss.digiwf	digiwf-process-api	1.4.2		9db86f597f07d577a7ae22b4b25cbd0e56901a43
de.muenchen.oss.digiwf	digiwf-process-api	1.4.3		2e780d3fed1e9635a343163bbf3e5738883b3406
de.muenchen.oss.digiwf	digiwf-process-api	1.4.4		aee22d7f9a4f4c8c032e325124d4cfe2d97d2e4f
de.muenchen.oss.digiwf	digiwf-process-api	1.4.5		8349ae05810ea4083017269976ff0b91a187629b
de.muenchen.oss.digiwf	digiwf-process-api	1.4.6		8662c40b935dfbaead2bd3cdcf571fa60dcccace
de.muenchen.oss.digiwf	digiwf-process-api	1.5.0		e00aef6cbe5afc4bb4bf9e0d0b14430db3ea1893
de.muenchen.oss.digiwf	digiwf-process-api	1.5.1		1e22b321c7fe6692d901b9a58de2ce09f1a4830e
de.muenchen.oss.digiwf	digiwf-process-api	1.5.2		2f598b81a16795b75d80e93c7855c13b5a6590de
de.muenchen.oss.digiwf	digiwf-process-api	1.5.3		564b9ad2fdba48b07306663ae2a953caad5cadab
de.muenchen.oss.digiwf	digiwf-process-api	1.5.4		3541c5a370bf14c44b69f328839f846df88a7e36
de.muenchen.oss.digiwf	digiwf-process-api	1.5.5		c4b62c78ccd68e614514ab752c6b7e0edc08a1b6
de.muenchen.oss.digiwf	digiwf-process-api	1.5.6		3fad9dc0c20dce83594669fb539001734d40329b
de.muenchen.oss.digiwf	digiwf-process-api	1.6.1		b4859877da01c88bc7497ca002def20a661f2f59
de.muenchen.oss.digiwf	digiwf-process-api	1.7.2		e334955d30f3d7cc6da2d07440a85e63032b8c5c
de.muenchen.oss.digiwf	digiwf-process-api	1.9.1		32c1e0eb157d5a3ad38d6301e06b02718c4117aa
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.2.5		N/A
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.2.5	metadata	588f0bc38ed0f6cf2ecb9d356042cd1bebd38ce3
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.0		N/A
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.0	metadata	dbf2f38846c45a25def3130d3582f9db12361f50
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.1		N/A
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.1	metadata	e5cc417387cb0ab250379a1de0e991f190f3bff2
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.2		N/A
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.2	metadata	f302106eff6b7d44b3aacdac8097407605697dc9
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.3		N/A
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.3	metadata	2337b7f4e30ec1fad2868fd7f59e329979f04c8f
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.4		N/A
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.4	metadata	7afcd13fb7be13960c86f1858aac39b84ecfa369
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.5		N/A
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.3.5	metadata	eae2a5728906b1cf0a944b7ac8b5358f413f0aa6
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.4.0		N/A
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.4.0	metadata	0577444927d07152b006b96d17b06d563ec3f3f2
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.4.1		N/A
de.peilicke.sascha	log4k-slf4j-tvosarm64	1.4.1	metadata	b81e641d9ea9a2e6aaf422e7a08ba36487b4b07c
de.wayofquality.blended	blended.file	2.1.0		7f6301f874bae9d8337d4cdc192888c3fbd3509a
de.wayofquality.blended	blended.file	2.1.0-RC10		fd625b944bd27e84d6c2c25fb4147e9b825218e0
de.wayofquality.blended	blended.file	2.1.0-RC11		12eb87a30f758c9dd5b5bd511f510d7679ca8f78
de.wayofquality.blended	blended.file	2.1.0-RC12		b52c10d398ee1910c2f7bf59e22a165f9ee7a1cf
de.wayofquality.blended	blended.file	2.1.1		6026685e115181e8819eaed0fea08b999ed1597b
de.wayofquality.blended	blended.file	2.1.2		65bf4dbc29208d38043b880b61e8845cc041942c
de.wayofquality.blended	blended.file	2.1.3		48fe08f54409b8d85cbb996726607a54e8706d5f
de.wayofquality.blended	blended.file	2.3.0-RC1		8bcc1b04838e140fb58f22125716ae6a9723ac87
de.wayofquality.blended	blended.file	2.3.0-RC10		e236965aa8ee0c94a4867bee54b4d3a48d297bca
de.wayofquality.blended	blended.file	2.3.0-RC11		5643260f37837f974d128a90672f62b3d7f35b27
de.wayofquality.blended	blended.file	2.3.0-RC12		0ba8ff9f7e838ef2004a4abc9d8e15c79c03cac0
de.wayofquality.blended	blended.file	2.3.0-RC2		1ac8abb00aaac23351739988ec5dbc00fb3194d6
de.wayofquality.blended	blended.file	2.3.0-RC3		43ea785e80e0c7d573ce44840a8b36b175e371ea
de.wayofquality.blended	blended.file	2.3.0-RC4		f058caff49f0583fda81895354e4882e4abeb4fe
de.wayofquality.blended	blended.file	2.3.0-RC5		d14837a6ddfa444a86b02fc833f8d44784762135
de.wayofquality.blended	blended.file	2.3.0-RC6		c0fd7e79c19b9499eebc3ec3cac781724bf446f9
de.wayofquality.blended	blended.file	2.3.0-RC7		29d664ef5edabfd333709df51afc975956e95cb7
de.wayofquality.blended	blended.file	2.3.0-RC8		de3eddbc184ec0f3b7c6041d7faad71ac1fcb1ad
de.wayofquality.blended	blended.file	2.3.0-RC9		e58ac37cfc2cb14a23d9a0342ae81d590a51dd4e
de.wayofquality.blended	blended.file	2.4.0		df2f4f4744d8f4f3da15965d95e0f77a27af8e22
de.wayofquality.blended	blended.file	2.4.0-RC1		ba85c5e837f024fa74efb06bb2f9a0a2ebf855be
de.wayofquality.blended	blended.file	2.4.0-RC2		4459723846d05cdc582527b35d7735d86227b744
de.wayofquality.blended	blended.file	2.4.0-RC3		5f6aa97b83f3b8b1ee22ec6b82b606be172238ca
de.wayofquality.blended	blended.file	2.4.0-RC4		1161116dafb0b285f7b9afad9cd160d4c24111b2
de.wayofquality.blended	blended.file	2.4.0-RC5		a9e46245d7f96b0ddc73bef87a7313efd9803cd2
de.wayofquality.blended	blended.file	2.4.0-RC6		06163124e1eadd5e581abd753cb0b1c7212d7ee3
de.wayofquality.blended	blended.file	2.4.0-RC7		51caa8f07cff4dc0750be771df8be11a38bed43c
de.wayofquality.blended	blended.file	2.4.0.1		0236c7d5f623265f3997db8d6b45c1494384e8d9
de.wayofquality.blended	blended.file	2.4.0.2		623eedd0118688277a15a9e4787dd0e4f160c058
de.wayofquality.blended	blended.file	2.5.0-M1		20a5a4f975c8d1b0ed4c3fdc6522397af0deea53
de.wayofquality.blended	blended.file	2.5.0-M10		e77bfd04e0973cdeae0fb280d7f6c1c31f78d0cd
de.wayofquality.blended	blended.file	2.5.0-M2		1689866fd76c369df78634272180e665efb279ec
de.wayofquality.blended	blended.file	2.5.0-M3		d7f7c803c970e4f2070aa7e50c3efd199f550b0b
de.wayofquality.blended	blended.file	2.5.0-M4		7fec54f7aaa8c0e6f69ec6434634ec127813080b
de.wayofquality.blended	blended.file	2.5.0-M5		2588e759212bc963c8551cefec3694404e246bd0
de.wayofquality.blended	blended.file	2.5.0-M6		1fb402f59c05f9d1bad56848902ac0cf136fcd2d
de.wayofquality.blended	blended.file	2.5.0-M7		dfb5a893790231236e177fa35f4a129918074a70
de.wayofquality.blended	blended.file	2.5.0-M8		c08b25867e57b93f14fbc720bc6b9bc3214579de
de.wayofquality.blended	blended.file	2.5.0-M9		47eec084260adcc9064e4d2252608a554aebc715
dev.nesk.akkurate	akkurate-ktor-client-mingwx64	0.11.0		N/A
dev.simpleframework	simple-archetype-module	0.1		c9db62a9e6d2b98ba61202461842d2d17d631891
edu.internet2.middleware.grouper	grouper-activemq	1.99.1		5281dff0548c3ae2a79e3eedef5ab3ab633a9cb9
edu.internet2.middleware.grouper	grouper-activemq	1.99.2		dae5828378d3c6f8675d0dd52b78c68140fe20ca
edu.internet2.middleware.grouper	grouper-activemq	2.4.0		3f91d2c2217952752bf289e78e999d4e7b73ca2d
edu.internet2.middleware.grouper	grouper-activemq	2.5.0		7c8bf8e6f043e1ea179e5a876d328517c7b46457
edu.internet2.middleware.grouper	grouper-activemq	2.5.1		455c339298b8737d4bafcb335c74385905697db9
edu.internet2.middleware.grouper	grouper-activemq	2.5.10		ab34af6f689e530c2f2b72a9b3d82024b4645d6f
edu.internet2.middleware.grouper	grouper-activemq	2.5.11		ff8eb4383c96caf3e3718d41669aafb2b6cc1320
edu.internet2.middleware.grouper	grouper-activemq	2.5.12		674d4838fdf2f6bdd11d562a4a4324054d491e03
edu.internet2.middleware.grouper	grouper-activemq	2.5.13		502f8fcbf4120a83994edbe66b98eaa827376b08
edu.internet2.middleware.grouper	grouper-activemq	2.5.14		156264f47e7664717db924c5aa1016c175b9ca71
edu.internet2.middleware.grouper	grouper-activemq	2.5.15		b99ebaf9775ed0a352d9f146dfaa5f8452cd083b
edu.internet2.middleware.grouper	grouper-activemq	2.5.17		806e7c5281ca6130881c8f5587027973eed0843f
edu.internet2.middleware.grouper	grouper-activemq	2.5.18		57c98962f466e3b4705c50dd8ea9f03ea9defec5
edu.internet2.middleware.grouper	grouper-activemq	2.5.19		f337b288e3ac623ad5daad837949231042fb82e1
edu.internet2.middleware.grouper	grouper-activemq	2.5.2		887b2dad309edb1b2eb68bbc8afdaadf8a9c1c23
edu.internet2.middleware.grouper	grouper-activemq	2.5.20		522a073ab442fb1e0ac8f02a7d77945ed1e9518b
edu.internet2.middleware.grouper	grouper-activemq	2.5.21		f176c44d28abd3ec872debbd15953a6c7ee0dc96
edu.internet2.middleware.grouper	grouper-activemq	2.5.22		6b63ae380766a9393322be73c18e706853f4ef21
edu.internet2.middleware.grouper	grouper-activemq	2.5.23		2e90e9a8fe1bb0034a051b026dab6f8a84fada3b
edu.internet2.middleware.grouper	grouper-activemq	2.5.24		bcd3c9f26771d6ea5fb17936b51b2d162859904a
edu.internet2.middleware.grouper	grouper-activemq	2.5.25		4b37f1b83d20144344fcf31615d789f4a2962a4e
edu.internet2.middleware.grouper	grouper-activemq	2.5.26		c931152f6e567013e3cd82e0fe62654b9aee9c61
edu.internet2.middleware.grouper	grouper-activemq	2.5.27		f2aa99c93afd3525051182889868a4154eddc3a5
edu.internet2.middleware.grouper	grouper-activemq	2.5.28		9761bcbc290028d01d84c7e8ddc2b6d366344270
edu.internet2.middleware.grouper	grouper-activemq	2.5.29		dafe91ce8741a670813a5ad2d9cfc335198cabdc
edu.internet2.middleware.grouper	grouper-activemq	2.5.3		413e43f22d3b1be59e2a421e6ba12c12173994ea
edu.internet2.middleware.grouper	grouper-activemq	2.5.30		3d3e101d3ccd7e248d63a31f5ebd89beb355f2e2
edu.internet2.middleware.grouper	grouper-activemq	2.5.31		20daf01ce2c2c8c6b1eec02d552012418f067a0c
edu.internet2.middleware.grouper	grouper-activemq	2.5.32		753579782836c630c561eaaead63a8950b35ea9f
edu.internet2.middleware.grouper	grouper-activemq	2.5.33		3bd8213d297697a370b5d1dcd1692b626b64e9f0
edu.internet2.middleware.grouper	grouper-activemq	2.5.34		ca93277e5523dd563f36b0f70afaea4e8a515a92
edu.internet2.middleware.grouper	grouper-activemq	2.5.35		381fe43e9cfc43ed29d30301213b5bd22a678008
edu.internet2.middleware.grouper	grouper-activemq	2.5.36		19236edc867dd3d5bb877d86bd1f627a33745e87
edu.internet2.middleware.grouper	grouper-activemq	2.5.37		8ad6db10bcefcb3f31ce97274aa001884e65fdd2
edu.internet2.middleware.grouper	grouper-activemq	2.5.38		50f215634b8edcefb9a36d661bf6d6721eb9e55c
edu.internet2.middleware.grouper	grouper-activemq	2.5.39		4f8c3e02f21fcf44f2ecab2f4949416e409c14e1
edu.internet2.middleware.grouper	grouper-activemq	2.5.4		e57d366d4b1ea1bff97b92e4e6e27fb2e15da68c
edu.internet2.middleware.grouper	grouper-activemq	2.5.40		08dbb5359c03fd00aa38e0cd61d506b87141610f
edu.internet2.middleware.grouper	grouper-activemq	2.5.41		32419de2b63a7c62985068ff9bfc2b82438405f1
edu.internet2.middleware.grouper	grouper-activemq	2.5.42		2fe3eb11551ac3d37ff4997f96a5eb39720dad25
edu.internet2.middleware.grouper	grouper-activemq	2.5.43		ee1bac06be8f524301b0d3865ee9dd522058f904
edu.internet2.middleware.grouper	grouper-activemq	2.5.44		2910691c930c26a6d2a5f15027b1e0cb8b4f00c8
edu.internet2.middleware.grouper	grouper-activemq	2.5.45		7ae4910d78d558c2c8a6506bcde159d9c2f844f0
edu.internet2.middleware.grouper	grouper-activemq	2.5.46		22e3a31c3e0f9d9321c7d3390366e7477b66fa8d
edu.internet2.middleware.grouper	grouper-activemq	2.5.47		9c25ab9cebee4f69bd3d1d8e7292d84b094c5484
edu.internet2.middleware.grouper	grouper-activemq	2.5.48		bf8eb00c8621a496bf50961ac13d56577daa2bc7
edu.internet2.middleware.grouper	grouper-activemq	2.5.49		fa7e0156c7df98d079e105c2cb1c20815645ff3f
edu.internet2.middleware.grouper	grouper-activemq	2.5.5		5020708b0d8b05dc4239c1dd7721cbd0ddaa4ecc
edu.internet2.middleware.grouper	grouper-activemq	2.5.50		0d9ad9b78beca1dc93278170a2cc43efc6cbfb84
edu.internet2.middleware.grouper	grouper-activemq	2.5.51		8b27a776321b4e03e111f6499be4f13c9934a395
edu.internet2.middleware.grouper	grouper-activemq	2.5.52		363016aef7a8a8f455493893e32ad403d2986c35
edu.internet2.middleware.grouper	grouper-activemq	2.5.53		5902ad530d21861c0805595c335a62adf30b43b6
edu.internet2.middleware.grouper	grouper-activemq	2.5.54		baa68e248eda67a9778a000a6011ae86043eb56c
edu.internet2.middleware.grouper	grouper-activemq	2.5.55		565bb67134deefb75b774863feb8ffa345f92240
edu.internet2.middleware.grouper	grouper-activemq	2.5.56		82a67cb47848d250ce11f70f2dd9ad392dfcf848
edu.internet2.middleware.grouper	grouper-activemq	2.5.57		84bad6b0703c1eeea3e73bdbfee8a39ac1b19781
edu.internet2.middleware.grouper	grouper-activemq	2.5.58		51d17508c3c4280db7d7008bf386c2c48dc5daee
edu.internet2.middleware.grouper	grouper-activemq	2.5.59		2e6692dde5b5e26d706efbb3c71937f27df77fae
edu.internet2.middleware.grouper	grouper-activemq	2.5.6		c616a99c2746e990ff757eb87a5a6ae45db2809a
edu.internet2.middleware.grouper	grouper-activemq	2.5.60		629b3c91ec6bd8bfc9d28c819097039dcbf5f6a3
edu.internet2.middleware.grouper	grouper-activemq	2.5.61		9b101c23ef92a217a78dfac9007fa3cdcfd61cd3
edu.internet2.middleware.grouper	grouper-activemq	2.5.62		360623c497a7870b5b68912b1195f05c0f9c8627
edu.internet2.middleware.grouper	grouper-activemq	2.5.63		c9f01939d85f0d4a36cc759c733ec079fcb50d1d
edu.internet2.middleware.grouper	grouper-activemq	2.5.64		c8ab295ae761b2ca884db2a6b05044a12a44fc63
edu.internet2.middleware.grouper	grouper-activemq	2.5.65		202076fc625b6bd91242889ba1a0c23c94fdcd35
edu.internet2.middleware.grouper	grouper-activemq	2.5.66		001ad9375bcdab6645a89e015626d23c7b60d1a5
edu.internet2.middleware.grouper	grouper-activemq	2.5.67		300f7281a17a10c8e7ffa03d173d02dca35e4916
edu.internet2.middleware.grouper	grouper-activemq	2.5.68		217e9659e21e15c0e588118bea5f995dd174359e
edu.internet2.middleware.grouper	grouper-activemq	2.5.69		6c7df4569864387f4e99e79c55a3ce99524ab042
edu.internet2.middleware.grouper	grouper-activemq	2.5.8		e78c6af69456fb2fa06296cbcab82b8ac5705467
edu.internet2.middleware.grouper	grouper-activemq	2.5.9		49ff147cce9abad432fd2c13248b05fe16bb5fa7
edu.internet2.middleware.grouper	grouper-activemq	2.6.0		7ab5ca4564720e67fcd78a53ce8a215f9bbcedbd
edu.internet2.middleware.grouper	grouper-activemq	2.6.1		818d0ffeeb5c07cda727868f00ebb6ae0b5be35f
edu.internet2.middleware.grouper	grouper-activemq	2.6.10		0219eb7a938692440d1e03d4383889c59e05ce39
edu.internet2.middleware.grouper	grouper-activemq	2.6.11		142259f0d3be8e7130769206e4355caa7210b495
edu.internet2.middleware.grouper	grouper-activemq	2.6.12		9691b2f8150e1c35e5ea73d87938ce10d94442b3
edu.internet2.middleware.grouper	grouper-activemq	2.6.13		1b08c889e4892e36c7e87f8554c329443ef19d10
edu.internet2.middleware.grouper	grouper-activemq	2.6.14		128d1a5194b88b2a3af07456e5ca5adaa784e4fa
edu.internet2.middleware.grouper	grouper-activemq	2.6.15		101d6c9fcfe0a97efb8695833c068e3d07f6b5f2
edu.internet2.middleware.grouper	grouper-activemq	2.6.16		075ed12c05985a473027096d4f78d4295cc392f9
edu.internet2.middleware.grouper	grouper-activemq	2.6.17		70610b219c98b26a4f2c3d6daa6b8c39165e2861
edu.internet2.middleware.grouper	grouper-activemq	2.6.18		d3718a7106713167358a4bcc8b162b205fe60a3c
edu.internet2.middleware.grouper	grouper-activemq	2.6.19		0069ff05df18fd7a256d8213a79d9b01634d0a31
edu.internet2.middleware.grouper	grouper-activemq	2.6.2		6f7bf2e500c160b45532954cef32bc304fac4405
edu.internet2.middleware.grouper	grouper-activemq	2.6.3		74373775f98c588e8d7075353cc3056c2681fb6f
edu.internet2.middleware.grouper	grouper-activemq	2.6.4		3cff5ec086ee39a64eec3affc7c3073d23db8ac6
edu.internet2.middleware.grouper	grouper-activemq	2.6.5		a6ef2860a9d62b091b65fb3e87f0ad82106d3cdd
edu.internet2.middleware.grouper	grouper-activemq	2.6.6		40e2d17cb386ef840b476903a4671a67fd3a18e5
edu.internet2.middleware.grouper	grouper-activemq	2.6.7		19d5c3cb7c7ea421253bdd0546fc41a334016793
edu.internet2.middleware.grouper	grouper-activemq	2.6.8		d65c1621197df0920963685d33d69fbe8f4ff687
edu.internet2.middleware.grouper	grouper-activemq	2.6.9		b1b35f6f21a0dc0f5399357f53205040e9cdc10b
edu.internet2.middleware.grouper	grouper-activemq	4.0.0		015dceeba7b37c846cc3c95e6a6a5e7db4493ccb
edu.internet2.middleware.grouper	grouper-activemq	4.0.1		a3d961ee414d4febb05ee65b9edff6dba26fe06d
edu.internet2.middleware.grouper	grouper-activemq	4.0.2		fd83e20c08515f85bfd980fa095712d55b909f4b
edu.internet2.middleware.grouper	grouper-activemq	4.0.3		8f5cd6fe0ba294fd95d7aaa745d62d6b74727d45
edu.internet2.middleware.grouper	grouper-activemq	4.1.0		d99db2c33294b9c2cc3fc706a4b48887e455cf60
