avalon-apps	avalon-apps-hsql	0.1		f253c9debc737dcecb7a325879f525d00edc331e
org.springframework.cloud	spring-cloud-function-parent	3.2.0		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.1		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.10		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.11		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.12		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.2		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.3		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.4		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.5		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.6		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.7		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.8		N/A
org.springframework.cloud	spring-cloud-function-parent	3.2.9		N/A
org.springframework.cloud	spring-cloud-function-parent	4.0.0		N/A
org.springframework.cloud	spring-cloud-function-parent	4.0.1		N/A
org.springframework.cloud	spring-cloud-function-parent	4.0.2		N/A
org.springframework.cloud	spring-cloud-function-parent	4.0.3		N/A
org.springframework.cloud	spring-cloud-function-parent	4.0.4		N/A
org.springframework.cloud	spring-cloud-function-parent	4.0.5		N/A
org.springframework.cloud	spring-cloud-function-parent	4.0.6		N/A
org.springframework.cloud	spring-cloud-function-parent	4.1.0		N/A
org.springframework.cloud	spring-cloud-function-parent	4.1.1		N/A
org.springframework.cloud	spring-cloud-function-parent	4.1.2		N/A
org.springframework.cloud	spring-cloud-function-parent	4.1.3		N/A
org.springframework.cloud	spring-cloud-function-parent	4.1.4		N/A
org.springframework.cloud	spring-cloud-function-parent	4.1.5		N/A
org.springframework.cloud	spring-cloud-function-parent	4.2.0		N/A
org.springframework.cloud	spring-cloud-function-parent	4.2.1		N/A
org.springframework.cloud	spring-cloud-function-parent	4.2.2		N/A
org.typelevel	cats-core_0.27	2.3.0-M1		3b43f1ce85f8144241d2eeefa5d8b9a7ec80b4ce
org.typelevel	cats-core_0.27	2.3.0-M2		20939fac0d992285ced665968508df7dfb6c17e1
org.webjars.bowergithub.pfelements	pf-progress-slider	0.1.2		1a943882b416dc06c9450418a83a7fde39a279d2
org.webjars.bowergithub.predixdesignsystem	px-actionable-design	2.0.0		fdf7b00348793e9c4e01f2dc4193f79e26d90774
org.webjars.bowergithub.predixdesignsystem	px-actionable-design	2.0.5		3d5206e8a22b33e7d847c2619627d0dcbba1e147
org.webjars.npm	super-three	0.102.2		d91e379b88f34b10e776d88fabb8f939858a741d
org.webjars.npm	super-three	0.111.5		dda52f738a3cc9fbad9e640fa11c55d9f5ac7c19
org.webjars.npm	super-three	0.111.6		e27d32cfafa3c122fcceea5d0c736c0e1107291e
org.webjars.npm	super-three	0.147.1		217ce6cc086f2daecba4961c60cdfbbcbf38e914
org.webjars.npm	super-three	0.165.0		65547129e6ff6829ec19eae1c46a2e67459fee71
org.wso2.carbon.identity.outbound.auth.openid	org.wso2.carbon.identity.application.authenticator.openid	5.1.3		a479cac9cc5a0881f0b8033c12cc30357775f9ec
org.wso2.carbon.identity.outbound.auth.openid	org.wso2.carbon.identity.application.authenticator.openid	5.1.5		N/A
org.wso2.carbon.identity.outbound.auth.openid	org.wso2.carbon.identity.application.authenticator.openid	5.1.6		6ed5726fee3bddc145207b3fe4c0642b30adc9b2
org.wso2.orbit.io.opentelemetry	opentelemetry-all	1.11.0.wso2v3		09e15a9facfcf17c61ada3128d5b32fc86c61efd
org.wso2.orbit.io.opentelemetry	opentelemetry-all	1.11.0.wso2v5		47f883b31e2f1bf3da379809a81088a4f79282b4
org.wso2.orbit.io.opentelemetry	opentelemetry-all	1.34.1.wso2v1		164a8ad896fd4dd513d2162a7b78a6c6b4f1f61c
org.zalando	spark-json-schema_2.12	0.6.2		2bc0d6b86bf8fd327e50e48d4afb629d2b49d220
org.zalando	spark-json-schema_2.12	0.6.3		21a5e09448a66e641f2b0293dbe6a035ace092dd
pro.respawn.kmmutils	compose-macosx64	1.4.0		N/A
pro.respawn.kmmutils	compose-macosx64	1.4.0	metadata	b371b88558cdc167f8c201f4df1659e755f8da30
pro.respawn.kmmutils	compose-macosx64	1.4.1		N/A
pro.respawn.kmmutils	compose-macosx64	1.4.1	metadata	ba812c4d013e352848d08fd357990f5488c5dc8e
pro.respawn.kmmutils	compose-macosx64	1.4.2		N/A
pro.respawn.kmmutils	compose-macosx64	1.4.2	metadata	42f8de53a697da05bbfb32a62f60fc204242d009
pro.respawn.kmmutils	compose-macosx64	1.4.3		N/A
pro.respawn.kmmutils	compose-macosx64	1.4.3	metadata	483976ff7325922439b6feafcd197a2e27bdcd18
pro.respawn.kmmutils	compose-macosx64	1.4.4		N/A
pro.respawn.kmmutils	compose-macosx64	1.4.4	metadata	a8734711906e25bc1b957b02c676ef636527e3e0
pro.respawn.kmmutils	compose-macosx64	1.5.0		N/A
pro.respawn.kmmutils	compose-macosx64	1.5.0	metadata	34e30a81553a6a8d0f4e33524308ba058a31d554
ru.tinkoff	tofu-optics-macro_2.11	0.2.0		a81b98b401b171f16019375ba2603043dae58d78
xyz.yangtong	auto-deploy-maven-plugin	1.0		d4ecee7ca8aa5e120e50ed3c7a3e5c135c8442dc
xyz.yangtong	auto-deploy-maven-plugin	1.1		42aa288a12ffdde302426b77c229aab98c3f30ca
xyz.yangtong	auto-deploy-maven-plugin	1.2		ae4a2dd1df50039de46b274a28770bb8de8c01b9
xyz.yangtong	auto-deploy-maven-plugin	1.3		eb1a18567c0925e1c22caaa93f48db441f9af74d
