ch.cern.spark	spark-streaming-kafka-0-10-assembly_2.12	3.0.1		269871127cc313ba629473b5ad9a752038cd5ae3
dev.zio	zio-aws-kafkaconnect_2.13	7.31.2.1		1aacc720ac2170877a0b4a8bf8b6d93e23ade213
dev.zio	zio-aws-kafkaconnect_2.13	7.31.20.1		26839445b67a4daed81ef7faa7f3ea2929ee2a87
dev.zio	zio-aws-kafkaconnect_2.13	7.31.21.1		c270d1be1ea5adb11dfaa290a8cee82c763fb7f7
dev.zio	zio-aws-kafkaconnect_2.13	7.31.22.1		610c93f02f3c5e99c4fdb836e4e5ebb5f1dc1af6
dev.zio	zio-aws-kafkaconnect_2.13	7.31.22.2		c86678e94fdba4f57c6ad9a3c3836fdfe8cfc869
dev.zio	zio-aws-kafkaconnect_2.13	7.31.24.1		d6f660c5f4f4973c5b694e5bce1075fe976b5ca4
dev.zio	zio-aws-kafkaconnect_2.13	7.31.25.1		42f5d1c007017b7db5761b618e812375f3ba3675
dev.zio	zio-aws-kafkaconnect_2.13	7.31.26.1		5da1c70eb140c080445b7b1534b7e740ac13051e
dev.zio	zio-aws-kafkaconnect_2.13	7.31.26.2		e73a98f61d15f34ce40f32d8b9c77196571ad859
dev.zio	zio-aws-kafkaconnect_2.13	7.31.27.1		7b99b6f3872cf7899397b2dc383699a84043febd
dev.zio	zio-aws-kafkaconnect_2.13	7.31.28.1		82c0855c73c02bb480410e86e8edba4367e69d37
dev.zio	zio-aws-kafkaconnect_2.13	7.31.3.1		71951dc1afd9b5b7fa5abcbdde603f949e7e8a66
dev.zio	zio-aws-kafkaconnect_2.13	7.31.30.1		051b1b724f95c18f3910f34ad35d11e66ec25b86
dev.zio	zio-aws-kafkaconnect_2.13	7.31.4.1		1a41e921a6fae6dd00bbae49294823feeaa8743a
dev.zio	zio-aws-kafkaconnect_2.13	7.31.6.1		68de55aacff5d92cbe6a01928ee59544d321c713
dev.zio	zio-aws-kafkaconnect_2.13	7.31.6.2		4fb85c7f43c8773757a6b78fe7c9f4933db9a94c
dev.zio	zio-aws-kafkaconnect_2.13	7.31.6.3		db52b8e7f0381cacfe1e3293f9062c16a9cefd08
dev.zio	zio-aws-kafkaconnect_2.13	7.31.7.1		7746a32b03edef8fe1c2bd1fb16b2366bde5293a
dev.zio	zio-aws-kafkaconnect_2.13	7.31.8.1		4bc3c197106d11684645b41a057bcc8bea0625e1
dev.zio	zio-aws-kafkaconnect_2.13	7.31.9.1		b9e49a809a587d74e155b84f8996746bf11af108
fi.jubic	easymapper-core	0.4.3		8c1e217b67366f6c377ffde1983ab34ca3e4868d
fi.jubic	easymapper-core	0.5.0		ca20a110d7204235985b19de5f72176a55954439
fi.jubic	easymapper-core	0.5.1		62bce644bae867c5cfb886028af78bd232c63e06
fi.jubic	easymapper-core	0.5.2		fc9bb3e8e153d4699816e7f585df1ea96c040def
fi.jubic	easymapper-core	0.5.3		4675b7948e5255cac7283467800e4f05c863e968
fi.jubic	easymapper-core	0.5.4		f4614d65c499cce7a7d38a481e50415612565eac
fi.jubic	easymapper-core	0.5.5		f9f61d3d2409a0f29b9b051322683e0f6bfef74c
fi.jubic	easymapper-core	0.5.6		8c9fd927ba396a4a017eda49cab7e5579e0ce142
fi.jubic	easymapper-core	0.5.7		17812c41e3295cfb74868e7a2d7b7b2e5c508589
fi.jubic	easymapper-core	0.5.8		4efb1c46f62d6ca78b2c5401661cb63dc53b579a
fun.tusi	limit-cat-spring-boot-starter	1.0.0-sb2		463e43da668b2127186b66580585cd74cad09711
fun.tusi	limit-cat-spring-boot-starter	1.0.0-sb3		89c47f67732a0e75bdcba25528c16e9f87ff3c25
fun.tusi	limit-cat-spring-boot-starter	1.0.2-sb2		cf691e4e17ee0636767fc1c4c9787f7602cd7560
fun.tusi	limit-cat-spring-boot-starter	1.0.2-sb3		01279b54b3dbe7f68e37f19f2bd6f1a738d6cafb
fun.tusi	limit-cat-spring-boot-starter	1.0.3-sb2		a370fb54355906965345d837be9754696d9cda82
fun.tusi	limit-cat-spring-boot-starter	1.0.3-sb3		a3739bf1371c0b220f045c9a1c0781a89d4b8eab
fun.tusi	limit-cat-spring-boot-starter	1.0.4-sb2		7a3cd1a96d6ccd8d521352d39a85762c3b989b3d
fun.tusi	limit-cat-spring-boot-starter	1.0.4-sb3		edb5210b93e253b3f071f087412e1cc6e21b11f1
fun.tusi	limit-cat-spring-boot-starter	1.0.5-sb2		12d703c0872c85a6f37bbbaba7c9fe62ecb8c3c8
fun.tusi	limit-cat-spring-boot-starter	1.0.5-sb3		7208036d8b02b461ec79823147f5c2ffd0897b2b
io.coil-kt	coil-bom	2.0.0		N/A
io.coil-kt	coil-bom	2.0.0-alpha02		N/A
io.coil-kt	coil-bom	2.0.0-alpha03		N/A
io.coil-kt	coil-bom	2.0.0-alpha04		N/A
io.coil-kt	coil-bom	2.0.0-alpha05		N/A
io.coil-kt	coil-bom	2.0.0-alpha06		N/A
io.coil-kt	coil-bom	2.0.0-alpha07		N/A
io.coil-kt	coil-bom	2.0.0-alpha08		N/A
io.coil-kt	coil-bom	2.0.0-alpha09		N/A
io.coil-kt	coil-bom	2.0.0-rc01		N/A
io.coil-kt	coil-bom	2.0.0-rc02		N/A
io.coil-kt	coil-bom	2.0.0-rc03		N/A
io.coil-kt	coil-bom	2.1.0		N/A
io.coil-kt	coil-bom	2.2.0		N/A
io.coil-kt	coil-bom	2.2.1		N/A
io.coil-kt	coil-bom	2.2.2		N/A
io.coil-kt	coil-bom	2.3.0		N/A
io.github.vizanarkonin	Keres	1.0.0		8c2ac44952896b2c9af1a55595446c0826e259e5
io.github.vizanarkonin	Keres	1.0.1		44f81d28ba99eb5d67378fb534946bbe8a580c10
io.github.vizanarkonin	Keres	1.0.2		42e9b826435ea4a1416c93d6d9c3fd683d3b926c
io.honeycomb.opentelemetry	honeycomb-opentelemetry-samplers	0.1.0		cde9cc60dd35f920c66da83ed522bce8b13531d4
io.stryker-mutator	stryker4s-sbt-testrunner_2.12	0.15.1		005bfdb2eb1c72f2a0870582269b9da88be9a834
io.stryker-mutator	stryker4s-sbt-testrunner_2.12	0.15.2		a45c443446565d07c9001797b8fe2d93a09f0f04
io.stryker-mutator	stryker4s-sbt-testrunner_2.12	0.16.0		c4e376378bb8c6cb7b11dd00e9ccbc9e514ac424
io.stryker-mutator	stryker4s-sbt-testrunner_2.12	0.16.1		397e73d56ba0108ec654deb74592f6875bf0dd93
io.stryker-mutator	stryker4s-sbt-testrunner_2.12	0.17.0		95a3f2de6f881291a522f818ffb4aad01ab39487
io.stryker-mutator	stryker4s-sbt-testrunner_2.12	0.17.1		5afdbd7f8df82961b29a4bd6c853cd741c568f65
io.stryker-mutator	stryker4s-sbt-testrunner_2.12	0.17.2		35024ebaa9d67daa05771de179fe58dcefe4d5ac
ir.mahozad.multiplatform	comshot-desktop	0.1.0		25455718cdc2732d36995152a05d0de8f505f18f
ir.mahozad.multiplatform	comshot-desktop	0.2.0		d1437da4ac8fa54e25477d166a5429500f319543
ir.mahozad.multiplatform	comshot-desktop	0.3.0		d1437da4ac8fa54e25477d166a5429500f319543
net.exoego	scala-js-nodejs-core_sjs0.6_2.12	0.10.0		418275c43cfa0841051a799a6be5299d46ae8e24
net.exoego	scala-js-nodejs-core_sjs0.6_2.12	0.11.0		ddaa7b785624c13fd08949e89b8755ddc5a69140
net.exoego	scala-js-nodejs-core_sjs0.6_2.12	0.12.0		bf062d5b9fa99ff91ccfe1989c0c3b35af225767
net.exoego	scala-js-nodejs-core_sjs0.6_2.12	0.12.0-RC1		6c70250489ca0cc84da0744d3ae0592dbaf1e274
net.exoego	scala-js-nodejs-core_sjs0.6_2.12	0.8.0		28be7381b90d1790db66246e970f83ad526b9d4c
net.exoego	scala-js-nodejs-core_sjs0.6_2.12	0.9.0		b13a591242d440210b4cb2567993219e630055fb
net.exoego	scala-js-nodejs-core_sjs0.6_2.12	0.9.1		4104981ae7de36098e860d7d81e03f7e778305b5
net.sf.itcb.common	itcb-common-business-impl	0.1.0		c86cae952961aa063088ec3d061489534a18c84e
net.sf.itcb.common	itcb-common-business-impl	0.1.1		f49e676ecf1970dcac17969f1e2d62ce1aa32f33
net.sf.itcb.common	itcb-common-business-impl	0.1.2		85581cb4666b03395f1aa87d5b75c9427fc64ec4
net.sf.itcb.common	itcb-common-business-impl	0.1.3		599659b28f8b101c2bc4e628a0355a5b87bf8e92
net.sf.itcb.common	itcb-common-business-impl	0.2.0		19c982257963cadcfadeb59cb0397f8a1bc8003a
net.sf.itcb.common	itcb-common-business-impl	0.2.1		533fc8d115f41aed439cb07bb8ee65c0d11dfac0
net.sf.itcb.common	itcb-common-business-impl	0.2.2		4290b3067212e05f2bbee5325278dbfc23937053
net.sf.itcb.common	itcb-common-business-impl	0.3.0		9fdc1b66949441a6614016f68d8248f5d56b7adb
net.sf.itcb.common	itcb-common-business-impl	0.3.1		5d6de25a8d0159f08a3371d3ab7ce52f055583ba
net.sf.itcb.common	itcb-common-business-impl	0.3.2		77a06cc862cf673a8fe2d397b3b0ee933e46b365
net.sf.itcb.common	itcb-common-business-impl	0.3.3		01845674c4d58c2fd15b0520382ff93a88cc88d0
net.sf.itcb.common	itcb-common-business-impl	0.4.0		21d08757ec69df8ac27905767726c4200f34704c
net.sf.itcb.common	itcb-common-business-impl	0.4.1		8b6dd15363d3423c94d3735c103d55813f743c57
net.sf.itcb.common	itcb-common-business-impl	0.4.3		0ce775d6e3356d68d63e4aad22f27110b243183a
net.sf.itcb.common	itcb-common-business-impl	0.4.4		d78da3961c2d5f4457fe4ad785b9f6c427adead9
net.sf.itcb.common	itcb-common-business-impl	0.4.5		f1345d031c1a7549fc44846f72efb867e3bbb679
net.sf.itcb.common	itcb-common-business-impl	0.4.6		121c11521d446d8486784f632347192dab9e5c53
net.sf.itcb.common	itcb-common-business-impl	0.4.7		ac72bb1aa701135c2eb064a70462621ee048ee44
net.sf.itcb.common	itcb-common-business-impl	0.5.0		3b11f429ee82ad50dc874b631afedbf617774c14
net.sf.itcb.common	itcb-common-business-impl	0.6.0		b5a383db88c897d3f319ba79c6e9c6a6f581878e
net.sf.itcb.common	itcb-common-business-impl	0.6.0-RC1		0ecf77e36e731f87721533ecd5371c0126345fd4
net.sf.itcb.common	itcb-common-business-impl	0.6.0-RC10		f5b12af02bad9d18317a3f292fbec45d68b4bf29
net.sf.itcb.common	itcb-common-business-impl	0.6.0-RC11		fd047804dfc33a1a5de6311066617ef6b7ddadbc
net.sf.itcb.common	itcb-common-business-impl	0.6.0-RC12		fcaef69d50f4ecd9716f56168849309332a70db4
net.sf.itcb.common	itcb-common-business-impl	0.6.0-RC13		a94a07fc52f49d17bf2472aa10617c441bbe746b
net.sf.itcb.common	itcb-common-business-impl	0.6.0-RC14		493e62a06c99d30719056d8875da5e32313d0550
net.sf.itcb.common	itcb-common-business-impl	0.6.0-RC2		88b090a88d9c1f1b3fcf929040f245f8f74218bd
net.sf.itcb.common	itcb-common-business-impl	0.6.0-RC7		17875f2b91dc410471ddad1fb87df7ce9b3dfe48
net.sf.itcb.common	itcb-common-business-impl	0.6.0-RC8		48c42693d438d57d171f20b9217695f50468c961
net.sf.itcb.common	itcb-common-business-impl	0.6.0-RC9		d275d8403b6fc25bb57bf006cce694d783687a9d
net.sf.itcb.common	itcb-common-business-impl	0.6.1		9f87f6f043efda846416a85306740c467de38d81
net.sf.itcb.common	itcb-common-business-impl	0.6.3		6cf2e17fc00ccb4642135f987352d2ab6c87cad7
net.sf.itcb.common	itcb-common-business-impl	0.7.0		11fa3f10925a3fc317de813303356c0635608d42
net.sf.itcb.common	itcb-common-business-impl	0.7.1		b6d1780851b7d96c879a365a62a0da01bf2989e4
net.sf.itcb.common	itcb-common-business-impl	0.7.3		2fea0d04d474e5bc8f0f6c8e724fb0d902f45d4b
net.sf.javaclub	javaclub-commons	1.0.3		a13fb5e2c2844dceadf3b2256e0d62db576007c6
org.activiti.cloud.examples	example-runtime-bundle	7-201802-EA		32ee7dfcc4ada17cc0d26e2b558a449f3b961c07
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	2.0.1		a0b49c5a589e67ac75ed74713747f333df93bd53
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	2.0.2		419dcc4206a6f4889cafcfa4e2c50d850f9b9a99
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	2.0.3		d983a8b6bb9f567a49c229b07d0c080c47d24e24
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	2.0.4		f2617e8ddd46bdaeee36e2e642522964638183a7
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	2.0.5		3542a9197f972b66779a338881f8ebe63aa562db
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	2.0.6		66aaf39c23fe94926378fe0deec6a68c01084225
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	2.0.7		0441aab40230a1235f4388066e07a9978f3e82fe
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	2.0.8		862b1ce340cceb99ab6a491a1203e4c8a0face22
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	2.0.9		195d3888d2266c4f97cc120fb47b6dbaad19fd56
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.0.0		b6eadfe4c97dcef26f6e4f85a63a37c16e787fe2
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.0.0-alpha		3573122ca34abbd1a089bed60df2aff6655f00c9
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.0.0-beta-1		fe9d7e2d2e55fe11e69b442c70f636b45fdea5a1
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.0.0-beta-2		61143c5b9ba28c501979613428ad4e351dda9da8
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.0.1		e127906499246212653837f062e42c1f48bced6a
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.0.2		281caf05895249a023c70379796ff1f796224c9f
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.0.3		7cf3bbca3be518b92ac6a366e9637f64d020fd50
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.0.4		310f0c19702b6c1dbfd5cd01c27b48e819994b19
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.0.5		5aaa673e49efd1601a3519ddcb1dc5db405f29f8
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.0.6		ffa64462295d36f271ddb4348add49522b1129c0
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.1.0		2420c224bb5a0b1613d437cd4b92f40432bf64a7
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.1.1		1f26a65e305da734edcc44280dfc164dc326ba3a
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.1.2		fbfc5cabf5d9dcad64d658f2aa93ad316ef56734
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.1.3		a272b977c3b562e459af5d63dee56a67def67559
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.1.4		93164833c3634e205c33afbc8cc30cb68d6a6c1e
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.1.5		8c6ba249e3c806c89e32f8ddaeec3e60dc9d2aba
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.1.6		07fee6eab8b5d3ab5a3d9f9dffa419c6608e4367
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.1.7		89de712adda803f5996100cbbda30ec813516168
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.1.8		fd49fc06f28dd1f4cb011ac0f023eeecc74b3997
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.1.9		00100dbe88ee135835cc5e7b84240433a5f13ba9
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.2.0		ccf412e6a80bb2afbd6c0d233b77f9aa5e0782c9
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.2.1		bb49adf37cdc7fa5804089c797cf98621f43b660
org.apache.dolphinscheduler	dolphinscheduler-datasource-api	3.3.0-alpha		23773b0e0285ec277fa2a266aaf8fe96929c5af0
org.apache.flex.blazeds	blazeds-spring-boot-example-archetype	4.7.3		0ebbb24fa5e2d77570e87e83cef310c4ca7dc5f8
org.apache.wicket	wicket-migration	10.0.0		5d67f238e3b672c6a1816f09d2bfafe9473f3861
org.apache.wicket	wicket-migration	10.0.0-M1		047a41376a0e6a01e32cac9f3004578e2e211124
org.apache.wicket	wicket-migration	10.0.0-M2		4a5d888a9aafb0cfd7c741caaffb67ad48fb0898
org.apache.wicket	wicket-migration	10.1.0		f85a9da52a2272bd309bb2eefb5b054dabfb9eb5
org.apache.wicket	wicket-migration	10.2.0		8d3f67c4a9960786367f3fc069f4e6df1d0c252a
org.apache.wicket	wicket-migration	10.3.0		c54a1eff4d36bbe34453b58a6aed450eb9e9e40b
org.apache.wicket	wicket-migration	10.4.0		4dcfee619f8aa46d025a6a277aaf524f018ef54d
org.apache.wicket	wicket-migration	10.5.0		806e27df0baa11dc5e1966cefb05b6a23d2dcb17
org.dromara	warm-flow-mybatis-plus-core	1.3.1		cc4cac298bc29645755da6addda584247300797a
org.dromara	warm-flow-mybatis-plus-core	1.3.2		e049e056505d5e1a32966ec9c48792393d0fc1f2
org.dromara	warm-flow-mybatis-plus-core	1.3.2-m1		41c3bb4bfb9360ec66e6b4f698ababba45442bc2
org.dromara	warm-flow-mybatis-plus-core	1.3.3		39a1c3a95a5b6c6cc1e618421d3da90ee0787755
org.eclipse.store	storage-restclient	1.0.0		be2bca6da1153799ba14a84c9f2a764c9bf17852
org.eclipse.store	storage-restclient	1.1.0		131e3217cbba96b49fd56c37479950766b819949
org.eclipse.store	storage-restclient	1.2.0		8e3f7c719dcd38a510234a7b5799163e220b99e6
org.eclipse.store	storage-restclient	1.3.0		4285c5b54c110534c7aaa69539cf832eb057a5e5
org.eclipse.store	storage-restclient	1.3.1		b36011c22fb3ac43d1f8fd2d3d6e8f01fff1f126
org.eclipse.store	storage-restclient	1.3.2		4a5f4b8bcc93f34202c0cdc4ce91d4a298d0ee19
org.eclipse.store	storage-restclient	1.4.0		a5dcd2b13e14ae52d0db6965be03cc378a9bd470
org.eclipse.store	storage-restclient	2.0.0		e6b1b12ff2f3eba2e5862bf5450d4c019db97f65
org.eclipse.store	storage-restclient	2.1.0		6ba2627989eff2871b9fab72484b1d496dbb415c
org.eclipse.store	storage-restclient	2.1.1		23a23752ea62dcdea72cc3873d537db7fa34d79f
org.eclipse.store	storage-restclient	2.1.2		d2dc81b46eda7e8d338de475c7453d788a66185b
org.eclipse.store	storage-restclient	2.1.3		a0c94fb21f65111bc8cf3cef48e0900481883669
org.encalmo	scala-aws-secrets_3	0.9.0		e42eeddc0a9c8a881df1ec4ec530363dcb90daac
org.ethelred.cgi	standalone	0.2		2fb2bb0addcb418544585883374162ca8b296a17
org.ethelred.cgi	standalone	0.4		618c902b24e28a33464f85e3df23bf0b99e4e20f
org.ethelred.cgi	standalone	0.5		a713f0e9d901e40e1603cf5d3209ca95814d6401
org.glassfish.mq	imq	4.5.2		92dd5722af0ffcb8e7b56e322813e46a4e9885f0
org.glassfish.mq	imq	5.0		b7802eb59d1489ae1cedbe5765b09c7207e114f8
org.glassfish.mq	imq	5.1		1c680d147db6be72d2f338223c0ad4a2344672a3
org.jboss.snowdrop	snowdrop-deployers-core	2.0.0.CR1		50254fd5d9e934c49c69e6fab35bd98e709910fd
org.jboss.snowdrop	snowdrop-deployers-core	2.0.0.Final		12a20e00c1f1c2ffa41d7bb45aea8305c7e6d404
org.jboss.snowdrop	snowdrop-deployers-core	2.0.1.Final		330e020c2ec345ce2a9a941aed1024aea7a5a82f
org.jboss.snowdrop	snowdrop-deployers-core	2.0.2.Final		35e5cbaab70f5ecccc5f06573edf5a0e51ab0316
org.jboss.snowdrop	snowdrop-deployers-core	2.0.3.Final		9efe31c19b7b66c6b604d14027d1c081b3a7016a
org.jboss.snowdrop	snowdrop-deployers-core	2.0.4.Final		dab5fc4d5b4bbc652c2d42aa403196deee047a7a
org.jboss.snowdrop	snowdrop-deployers-core	2.0.5.Final		2c414aacdbe63594439680e8c2d5db5b9fd86bac
org.jboss.snowdrop	snowdrop-deployers-core	2.1.0.Final		abcf2ad620a9190901767b8cca2e139a692229a2
org.jboss.snowdrop	snowdrop-deployers-core	2.1.1.Final		487310e99ea94a74403cc4bbe787d826311743b5
org.molgenis	molgenis-scripts	1.10.0		7fcc1204669858f4da56395fdd3fd577c21f4de0
org.molgenis	molgenis-scripts	1.11.0		6f4e7c349b97dc4e56d8986a16f25218d9f82d40
org.molgenis	molgenis-scripts	1.12.0		75be00b92613bbe91d3a06e4d4fb8eeb9345f0e0
org.molgenis	molgenis-scripts	1.12.1		27c2fbbff1a797d690c8c85e506b265d44ab4e5f
org.molgenis	molgenis-scripts	1.12.2		31be2440f661026b152a06e78f750727be59bdf3
org.molgenis	molgenis-scripts	1.13.0		bf8f447245340bb468cd71e69afaf2d262eafbe4
org.molgenis	molgenis-scripts	1.14.0		94482f569b27bbe518ea4f97695b7c3e6b66ad50
org.molgenis	molgenis-scripts	1.14.1		3ca9f28fb280255d232ff632bc47e9b8996f867c
org.molgenis	molgenis-scripts	1.15.0		b85e5e137d6775b1c30518a8e3b7a90dcd4edce3
org.molgenis	molgenis-scripts	1.16.0		bcaddd41339461c20b8a3e66226a9d631482c46e
org.molgenis	molgenis-scripts	1.16.1		b0e0aeb91200ce9b0458a77b85a3a81c66cdd718
org.molgenis	molgenis-scripts	1.16.2		43fcf939aa22762ee2cad645f7b94011085376c4
org.molgenis	molgenis-scripts	1.16.3		d9ce8ed904923bfb5bc2466cb712e6732c4e4ac5
org.molgenis	molgenis-scripts	1.17.0		3de31a1949b824821730c2741c8de05f58016075
org.molgenis	molgenis-scripts	1.17.1		9c8d036197ef4fdce942d6d96e15809b026f725f
org.molgenis	molgenis-scripts	1.18.0		0004658aaf4bda4e0af74f4e4f05563324c02a3c
org.molgenis	molgenis-scripts	1.19.0		a5f34bcec17d7d66c55fa2286fb4d168c9b7e9da
org.molgenis	molgenis-scripts	1.2.0		5978c87a5375b37c433536819aaa38f9f04efc70
org.molgenis	molgenis-scripts	1.2.2		618f3b59fda782939a197dc7b9146aedd6dca8f8
org.molgenis	molgenis-scripts	1.2.3		bfd5ff5bab1ffe30c35e040ea62f219930105edd
org.molgenis	molgenis-scripts	1.21.0		7ad2e05c58626a4d69e27da3f67bea5ff14365b1
org.molgenis	molgenis-scripts	1.21.1		4682ce9a8f1177db4996366908423c485ef9a9f0
org.molgenis	molgenis-scripts	1.21.2		13e3ca74436115c91d2d0f4be738b03d210068a9
org.molgenis	molgenis-scripts	1.21.3		f2b22e56366e2cf44b9df4d8db646c9c2b228f52
org.molgenis	molgenis-scripts	1.21.4		c31fa28b10429f81e8c466ec483d2b92283babaf
org.molgenis	molgenis-scripts	1.21.5		498332dc546007c669489c0ead57b9b6d6d55573
org.molgenis	molgenis-scripts	1.3.0		53df9e53d9210d6f663d961cc1dc62600ee93d20
org.molgenis	molgenis-scripts	1.4.0		14a37aebda087d4770ba628841f2d575719a2fb3
org.molgenis	molgenis-scripts	1.4.1		a470ffece442bcd26f1f17eb655eee8ba4c34e69
org.molgenis	molgenis-scripts	1.4.2		be528e58f07397e3e8e132afc740db4209c27fdc
org.molgenis	molgenis-scripts	1.4.3		b88cf571a5debfb1141b99f7b8affd71916652fb
org.molgenis	molgenis-scripts	1.4.4		2b42f3b203f4c089b37b59fc6c110cc8a96b52ed
org.molgenis	molgenis-scripts	1.5.0		7f96112101a723df9c0d3f62e784a70810a8d07e
org.molgenis	molgenis-scripts	1.6.0		2cc7da30e64f7b8ed52ac1126f5037368112ea51
org.molgenis	molgenis-scripts	1.6.1		d020added91ced85d0766e6e51079bd19e60438f
org.molgenis	molgenis-scripts	1.7.0		77784d1abd172f6617f350e01ebbc0bb14fdaec7
org.molgenis	molgenis-scripts	1.8.0		0b7666097e8e3635132ea1fa1334b5cff7f292ae
org.molgenis	molgenis-scripts	1.8.1		d0df051b96ad5b152ab506ae11319c39061143ff
org.molgenis	molgenis-scripts	1.8.2		d227d1645a2ef17b6c892330f564ef1dbcd7a63f
org.molgenis	molgenis-scripts	1.8.3		42d7a487f783efe27bd03f658e1a2d7fd02dc5bb
org.molgenis	molgenis-scripts	1.9.0		31936494d5a4b5a8fda10c26c2fe493a85838daf
org.molgenis	molgenis-scripts	1.9.1		d5721b2bf192b7b0088292f82b4027a7e153a1dc
org.molgenis	molgenis-scripts	2.0.0		6452d0a8af63da9fec5eee23818922886f46f17d
org.molgenis	molgenis-scripts	2.0.1		d27aec19fedac32121f77bad2cf8153c2ff020b8
org.molgenis	molgenis-scripts	2.1.0		23c44263a6b7ff314f1a5b7fd7d70a6b91bc48e4
org.molgenis	molgenis-scripts	3.0.0		e6737b46cbd7a0b1f79cd7084b339eab9bf4cf67
org.molgenis	molgenis-scripts	3.0.1		1cc1ea96831bc4d86745233adcc78038b137bcd7
org.molgenis	molgenis-scripts	3.0.2		12dd8e2da567f422fa1b61b56a7c73276647d80a
org.molgenis	molgenis-scripts	4.0.0		f0a26e32a2b0975f089a64e0f6a9dc892034cba8
org.molgenis	molgenis-scripts	4.1.0		cd8b81d6e1003ae49f1236ceb8d598663c429196
org.molgenis	molgenis-scripts	5.0.0		426bdc63fd9fbe377f5d40515a2651b4d40e42b6
org.molgenis	molgenis-scripts	5.0.1		7d1125cdaf09580e0d0df6008cd28f050ae1aaaf
org.molgenis	molgenis-scripts	5.1.0		a652efb30342bc1e9efaf747a086f1187e22a714
org.molgenis	molgenis-scripts	5.2.0		ee5901800162754cf7cdf88254713945a95bec06
org.molgenis	molgenis-scripts	5.2.1		70f03a52a5341033193b29ec604581ef5342546a
org.molgenis	molgenis-scripts	5.2.2		d53012a00fc1968d99d0145cd6c205df9b55b8d3
org.molgenis	molgenis-scripts	6.0.0		5f1f504707e0682f57d93d6aadd9ad7eaa4aa18e
org.molgenis	molgenis-scripts	6.1.0		3fa351a5ea92951533b49ae42c9061beaedd1a63
org.molgenis	molgenis-scripts	7.0.0-RC1		bac07bac7e81827c7660012cc5d1a1986105a3f0
org.molgenis	molgenis-scripts	7.0.0-RC2		f035752aa79ac92eb64f96dfeeba33600e876b51
org.molgenis	molgenis-scripts	7.0.0-RC3		9ebf91a44248fca43ba6c71003f6cf8c971c35ca
org.molgenis	molgenis-scripts	7.0.0-RC4		c61e18ec18429531f45e0c58438a3b06a45d7b28
org.molgenis	molgenis-scripts	7.0.0-RC5		dac38154a55e84f4ce8ff46245f79a077077d971
org.molgenis	molgenis-scripts	7.0.0-RELEASE		0b087d0d6ab076c600a83b76a9153929369c49d9
org.molgenis	molgenis-scripts	7.1.0-RC1		4233383ddd7f59c49a9a886bc0cb946f1d8cab7a
org.molgenis	molgenis-scripts	7.1.0-RELEASE		f9f0f7230d8623bf09490b9e7d888231507e8020
org.molgenis	molgenis-scripts	7.1.1-RC1		7aa9f464202a13db8ce82b23295a2ea341e52c53
org.molgenis	molgenis-scripts	7.2.0-RC1		e430fd30de760c953a502c7905d1a3dbb160212f
org.molgenis	molgenis-scripts	7.2.0-RC2		d25f8d14ff9667e5864d2c0e76a107932dabd971
org.molgenis	molgenis-scripts	7.2.0-RELEASE		e24224b6e9b1b42cda774fda75e6b11106c8c1a9
org.molgenis	molgenis-scripts	7.2.11		3504cf1a471257ebba8084a642fed89fb893644b
org.molgenis	molgenis-scripts	7.2.14		113e08b762e18376f57705254779aae67e894651
org.molgenis	molgenis-scripts	7.2.2		3608cc22e928ef45b20c762156145d8e8b3a3f97
org.molgenis	molgenis-scripts	7.2.4		531cb4d556f71cb09c154bcd1d0abc4271f32790
org.molgenis	molgenis-scripts	7.2.7		39b1b6823f67b0df623130a7cacf2683b8b0a2a0
