asia.hombre	keccak-linuxarm64	1.1.0		N/A
org.http4k	http4k-format-dataframe	6.5.6.0		0afea590ce92948c74905a1b67e7f1bc8ba7dab0
org.http4k	http4k-format-dataframe	6.5.6.1		bfbbeb38ae02c9cb386d68cbcf3afac2a3fbe0b3
org.http4k	http4k-format-dataframe	6.6.0.0		dd7a4ca74d541a93d768ba54495ca8b30dded1af
org.http4k	http4k-format-dataframe	6.6.0.1		be440b451d755ac7bf9131844b41c095635ff490
org.http4k	http4k-format-dataframe	6.6.1.0		733641ffa943cf132f516ed49962cdfae4726a4f
org.http4k	http4k-format-dataframe	6.7.0.0		860f0dd981bcce6d439f1930d0ee1815f54056e7
org.http4k	http4k-format-dataframe	v6.3.0.0		9445f8145ae21ceb69a4dcdd3adc1b5090797fdb
org.http4k	http4k-format-dataframe	v6.4.1.0		8d02af7c6fba7491837ec85a1e70f37eb19471a3
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	3.2.0		969c43803d18032d9d6b0a5338b5a010d0c1db94
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	3.2.1		bdaf79abc8b9ecf0894729f03de96aca2ae7927f
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	3.2.2		34580b1c668295c95834d51b8c8e15582aefbc7c
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	3.2.3		146ae8cc7ce63946f54813dd9ff8113ada25e768
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	3.3.0		893bf7e359dfe9e567f67c726cce6bc7dcc85110
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	3.4.0		863ce63e3d031e0f427c46fbfa7b852f05e9d948
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	3.4.1		2bb6d32aafc01996b41796cc1b9622149b5ab800
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	3.5.0		07583f472673923271037b3ee98bdb23b8b1fb61
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	3.5.1		e463ba97e59fec0ac76491c7fb06a790097946e3
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	3.5.2		74bbadd721a0dba7725c81aa4616e5a8010407ee
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	4.0.0		0c0c99baac9038e68d536cdf236c368b4ce502c9
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	4.0.1		fa470203f07aa6757e48c5cf8aa319d9d610e6eb
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	4.0.2		6b3065dd65a366497748d3fb54cd7e833d9e7021
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	4.0.3		d254efa6fc79385b1fa1e9372651d8903bb4719f
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	4.0.4		ca3bb06d5d521e6e2b760d0a3a7014a41c37fb41
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	4.0.5		509d8350aafbe4b81edc5e33d6531c132a93084e
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	5.0.0		8c697b1c8e82909fea766c03af239c3a920e9808
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	5.0.1		d37da3dc3540dfeed4d0a97d24360e34abbfbb3c
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	5.1.0		263c716beb95b3b00c744325ecb1846aafb52271
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	5.2.0		004b2c002548100ab8944463d8a8d128d312dcd7
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	5.2.1		73fd45f37722007a975232c844ea6f02a59e95b8
org.locationtech.geomesa	geomesa-kafka-datastore_2.12	5.2.2		47594450ea47ce1871ec0d4b328feb0b5bf55b75
org.mvnpm	autosize	6.0.1		604e6876538ed986ac86fcbc0a3a5b671ec14d40
org.nakedobjects.core	metamodel	4.0.0		cd8c01f627ed0c5a58c0bf72c8be0fb371c27290
org.ow2.chameleon.fuchsia.importer	org.ow2.chameleon.fuchsia.importer.protobuffer	0.0.2		2124b1a9c3eead1e5b4ec100d44cfff1406e4f56
org.ow2.chameleon.fuchsia.importer	org.ow2.chameleon.fuchsia.importer.protobuffer	0.0.3		139bd4a380c2dda5f20b6501ccc1cfa240e3497b
org.ow2.chameleon.fuchsia.importer	org.ow2.chameleon.fuchsia.importer.protobuffer	0.0.4		978b1b65f6f1852eac65002db4fd2cc4b784d178
org.picketlink	picketlink-openid	1.0.0.Final		3067c8329a1e34ed49cfc261015a86940b2010c0
org.picketlink	picketlink-openid	2.0.0.2012sep25		b4ae3c1361c481f3151a424261289462ac774739
org.picketlink	picketlink-openid	2.0.0.Beta1		01fa2a54e6a7c6b16efbfda931885da4f597101b
org.playframework.twirl	twirl-compiler_2.12	2.0.0-M2		7dd1e25f9ceb3cf05010a106553c572cbbdc9969
org.playframework.twirl	twirl-compiler_2.12	2.0.0-M3		f5742b51f71d0548a3e8daf896adcad168e588c7
org.playframework.twirl	twirl-compiler_2.12	2.0.1		a17e1dd0bc5eae851fafd913affcfde6de36c89d
org.playframework.twirl	twirl-compiler_2.12	2.0.2		03da118d763607f22ea7804a0b7dd8dd73572394
org.playframework.twirl	twirl-compiler_2.12	2.0.3		0b0facf7b21337b0d455045ff2701f605bce6ad9
org.playframework.twirl	twirl-compiler_2.12	2.0.4		98c375c4ced4f784a64251599c78de9d8aa4c787
org.playframework.twirl	twirl-compiler_2.12	2.0.5		1e323a00c7e9c0f962db78ff101dac7f91744437
org.playframework.twirl	twirl-compiler_2.12	2.0.6		1d205efc61a91805647d507b0048c60066241492
org.playframework.twirl	twirl-compiler_2.12	2.0.7		aea551e29f7e65089ae51c3e3e091bf88ed8895c
org.playframework.twirl	twirl-compiler_2.12	2.0.8		2d0f5148839d2d768c4fa74b90d996b2deadcb91
org.playframework.twirl	twirl-compiler_2.12	2.1.0-M1		37b038a02acb00c34cb23f6649960fb972fc153c
org.playframework.twirl	twirl-compiler_2.12	2.1.0-M2		7ea3b3e9753e6e194dd898b75bd35af470350a05
org.playframework.twirl	twirl-compiler_2.12	2.1.0-M3		73c4b519dbafdabefce4041b6febd6720de19d3c
org.playframework.twirl	twirl-compiler_2.12	2.1.0-M4		c221c2fc8091c24d1ece1ae02a507832155ff67f
org.scalameta	mdoc-runtime_3.0.0-M3	2.2.14		85831682547a8cd416d8140fb38e3022b40c22f5
org.scalameta	mdoc-runtime_3.0.0-M3	2.2.15		b3ccb66a9a2cde4934a828d673adb33e19ec9f7a
org.scalameta	mdoc-runtime_3.0.0-M3	2.2.16		e4c3fb8d411159d4be4dbe7961dadd00f725fe34
org.scalameta	mdoc-runtime_3.0.0-M3	2.2.17		6ef5d45c8f6e5ee84184841763ccdbb023734c8f
org.scalameta	mdoc-runtime_3.0.0-M3	2.2.18		75d005d5ef97408e87c7a47aaf5149a3b0eaedc2
org.scalameta	mdoc-runtime_3.0.0-M3	2.2.19		b242ff64f8b1b8115f76bed9f910a985f5ea3da4
org.scalameta	mdoc-runtime_3.0.0-M3	2.2.20		0281a57646df585505612d65c1acb94bd6c13065
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.2.19		3bd41ec805eb5b35b6742626cebd78e8076c544f
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.2.20		9abd394ef4634ed763d7c4080ec350bd4c4d82fa
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.2.21		3ebfe363fa210c5c1b70ba22f02832c649d32685
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.2.22		bbcb7108012f57d67eb9a6546913fc3e11826a95
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.2.23		473368dcdd5aa4035872bc3fc3540c23076e85ab
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.2.24		9f40d3d970aafeb8dfcf5c8e914fe5b8ac840d7c
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.2.25		05d45f6d12b97c08d15597a2cc9544252e2022c9
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.3.0-M20		86eaeae490f9c749de5ed7491b6a040c4f165ede
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.3.0-M21		f35784726c8a599dbfda44a904e111d6c5917913
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.3.0-M22		77bd642cc7b01c857c5ed46f1967c2f78a088dc9
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.3.0-M23		b3dbe1a70e983dd0d81c609e67f233bd4ad11b5a
org.scalaz	scalaz-iteratee_sjs1.0.0-M3_2.11	7.3.0-M24		321b2c10cad36fa8dc1714c3c31b1578eaa814e6
org.teavm	teavm-relocated-libs-asm-commons	0.10.0		40281dc310fbc76128c9f849d4e05ec0a5a4a99b
org.teavm	teavm-relocated-libs-asm-commons	0.10.1		40281dc310fbc76128c9f849d4e05ec0a5a4a99b
org.teavm	teavm-relocated-libs-asm-commons	0.10.2		40281dc310fbc76128c9f849d4e05ec0a5a4a99b
org.teavm	teavm-relocated-libs-asm-commons	0.11.0		b29890a1b23db6f52c7532e7e496ed560cd9ad0a
org.teavm	teavm-relocated-libs-asm-commons	0.8.0		5329e69ea98e4ed1bec23d5c49c0eb1cd9ea0bd1
org.teavm	teavm-relocated-libs-asm-commons	0.8.1		5329e69ea98e4ed1bec23d5c49c0eb1cd9ea0bd1
org.teavm	teavm-relocated-libs-asm-commons	0.9.0		68fe9168bcd9ce1f12be9cde0b6b4e8e48fe2e01
org.teavm	teavm-relocated-libs-asm-commons	0.9.1		68fe9168bcd9ce1f12be9cde0b6b4e8e48fe2e01
org.teavm	teavm-relocated-libs-asm-commons	0.9.2		68fe9168bcd9ce1f12be9cde0b6b4e8e48fe2e01
org.webjars.bower	github-com-tempusdominus-bootstrap-4	5.0.0-alpha.16		a6aabbb45870e9c99121261225039b40df102791
org.webjars.bower	github-com-tempusdominus-bootstrap-4	5.0.0-alpha8		b3f2ed6c2068c9c9bb41591bcb7decd77e73e4b1
org.webjars.npm	jest__core	24.8.0		7044652ef3cfbaac3692caa7cfbbb89ad5ba0e7a
org.webjars.npm	jest__core	29.3.1		a5bdc286853678799dfaca3e28453c06ba401e22
org.webjars.npm	jimp__plugin-color	0.22.10		4ef4348351742cb1f301b2b1c968a3ef1600d09d
org.webjars.npm	redux-persist	4.10.1		bcc9497fd9d754a98b687218bf03dbfaff9d50a3
org.webjars.npm	redux-persist	5.10.0		61387293e6764218259e5ba99ececf44feeb7c85
org.webjars.npm	string.prototype.trimstart	1.0.1		5aa52de9e9bffe8d34d7d38a8f72d0289b716ba4
org.webjars.npm	string.prototype.trimstart	1.0.2		4452d167c42b6c1121a5ea58479839d0bc4b47c0
org.webjars.npm	string.prototype.trimstart	1.0.3		8c39d03fa1f625892a44da09af538565f659996d
org.webjars.npm	string.prototype.trimstart	1.0.4		f134e42438ce8a4689dae144211989927fc652fd
org.webjars.npm	string.prototype.trimstart	1.0.5		8af5861e2b3229a7133e76738b804c1d57ef6aea
org.webjars.npm	string.prototype.trimstart	1.0.6		326bff9a1d27978e1e865e6268350bd7853c44ed
org.webjars.npm	string.prototype.trimstart	1.0.8		b774f6b7bb037fa0b71dc0a8399064f843150f46
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.0.CR1		0c61e4058d462cffe31ae725e937ab84a3b2dc6a
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.0.CR2		5303ddbc4fd13fd31390e3154029a096c605ab6b
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.0.CR3		4168cab3e940493c6c3d49cd814a6a5d4e0938e1
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.0.CR4		cafad54d785717e535fe73a944ffc392bc62c217
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.0.CR5		d5c87f71561e364fb2f784f6e03ce0ac4aaa6b9a
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.0.CR6		9116f82191c0e7569dda1b03f21ff1689723f69a
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.0.Final		9869ac7500a3c51530dd04325958c16d939c7e9f
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.1.Final		6fa80a33b6c9fedfcc180224b75e8ddc8cfbff4d
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.10.Final		3396c60ccc83d98e00081e0652831e62e451912c
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.11.Final		30240340b53087eed95c34a63fd52791ff586c6e
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.12.Final		7e4a5599f0afd13c0a22ff5ce51ccc0175dca00e
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.13.Final		1f6298404e75ae592c26f3d5cdd48416f2df409f
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.14.Final		13f0e85d9919e17b99781cc188ddfa3226c91836
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.15.Final		85fba699395f7afbac9984fc6e5a1aacc3cc31ab
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.2.Final		c488be6b8bfb80746bc0006565d462764cba6cd6
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.3.Final		36bb4fb29bea2b51db30169aa78390ad4aefdefd
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.4.Final		a30b56adbc9777d813b3ff583c81369b31935561
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.5.Final		e42ce795f4a8b63ab02a28241d2c7a8dae9e80bc
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.6.Final		c7fff1494e97af852eabf61b3afe957a07d69d05
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.7.Final		4d2e28e76646691fe3df90572e41c9c91daa8d6c
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.8.Final		f065fa90dd4693a32147f42170425193c76dae31
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.10.9.Final		1292fca32a6f2cc779e001aa2da6caa7babfb18e
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.11.0.CR1		4fb4f6152ea46094289c1ee05578501402a578d5
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.11.0.CR2		abd8f8dd86e2ee629d4253f8748f856748d50748
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.11.0.CR3		b76a04f7fa31f25633f98e345b4cbb62863a2780
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.11.0.CR4		1d7d9645ff7d0ab9a9ebd286311d940e65338467
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.11.0.CR5		320dfe666113de53aa1d91bdcfdbc5aa7d769578
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.11.0.Final		b3198c6c9ce6525fbf5250e647a94357dfdf510b
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.11.1.Final		6faa2c7ae17386a4d167bc2f557aa921c5c2b2ed
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.11.2.Final		2094aa4617a01853c37f5b4a8096c83f659774bc
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.11.3.Final		1eda2add8f1224d847fef5221ce163d4dd3dbb41
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.11.4.Final		d9b6ae9860e45050e3a72d1d99d8bac7f869bb84
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.12.0.CR1		e41ec88b3d78839fa46e46e49ee77faf69c05205
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.12.0.CR2		5103e00d81b41e6a540dec0a02d476a5eb9cc0d7
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.12.0.CR3		8dc9eac3737c224780cc1bea7c82eb306d6d9776
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.12.0.Final		25d751cd46669c84fe6961b43e65adb127e70107
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.12.1.Final		bd16ab3f7b7ee0529e89f0e6898072a4bd38a6f0
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.13.0.CR1		5a7dbf4cc427da7ce126b0540688a22447bdb6f5
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.13.0.CR2		2274622d3e98866ce8d5ad04507e0dc9557a9aaf
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.13.0.CR3		c2e19c948bf9d824bb94d6c228a4a7c30df0fb40
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.13.0.CR4		2fde72a4114b396aa57ab413cd42bc684cc5fa90
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.13.0.Final		f1481c943f7accad899eb6d3c24b550f61f980ce
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.13.1.Final		219a3bd7696e32419e96c52ccd626b86d86d8b53
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.13.2.Final		5f254388f85fc0814512a0246e6ee6e03634d679
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.14.0.Final		b8404f46be66fd81389f674efbb6aa37724117ac
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.14.1.Final		a784458e9fc906d9bc1f0df1a85058d35ba7a3c3
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.14.2.Final		5e3a6bef8f792359d0a21382b18a10bb461fcc69
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.0.CR1		b0d1f584f9826da0eb023f673ee139f81e11186a
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.0.Final		e7e3649fbe27bff8150ba5d1ff175131956e98f6
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.1.Final		dcfac1b7f964a98f4d2e4f7383b3182444ce96ad
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.10.Final		9c3cd03dd40e619cbbf79dc4453796aec8fc1ad8
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.11.Final		a96f23532e2ad53bed5d2132350de46529bf789a
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.12.Final		bca4ec7e8d364be29e9b61786c7aac6a2460484c
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.13.Final		00ba1aed40142fac57d31de66fb221d1cbcd0213
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.14.Final		926c6476cca7bf3ec7b7daaa48add6aa5503ac47
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.15.Final		8475b3e558a210fce510f5856b0c24cd726c69d8
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.16.Final		46ddbde1a26b80996fca4bb111a9ddbcf6635221
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.17.Final		50031b968092f429a4c4c39ce10335a1d4d58758
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.18.Final		780a2e325c169e3fc3d033e2f4a374b401e7211f
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.19.Final		37d7ff0c7372fff1a9801a559899ae23605fb639
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.2.Final		321a73b137e4e448c97c4a24b12e122b5e0d2b19
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.20.Final		1e149df2fb3e7b585c278dda2a78dc056dab9670
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.21.Final		696dc1192950ee2d403db480eeaabfb3896416f1
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.22.Final		424eda0afcb998972ea864e3afd50714c46ca483
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.23.Final		c612f80c0d2689baf5e95377cb2be25e9bfae4c4
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.24.Final		1543f651cd5a6c01d90fda17d54b3669af74422f
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.25.Final		adaca4c2947933d2de28fff84906dd1f78422463
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.26.Final		556a03c02f01de5cd50ea0c450d1e374704a57e0
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.3.Final		74f11ed34650f54619600518968e5d0e902b8d85
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.4.Final		4060d38e9157884e8dcee2b0886499734c1d53f4
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.5.Final		c35b97b8c9539131f00131aa8c3c53ec47a912c3
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.6.Final		fe25b0e3d5e0242ecfa15634e1b21e94fc50f35e
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.7.Final		dc3cc64229f8f60f9a345dd5252ed354b8e5f2b6
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.8.Final		d2de95e7a031cb653e4fd7e45be694f26d2bca23
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.15.9.Final		08a3ce7f43883c0d5d5768eb0c529a6036198dc3
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.16.0.CR1		da840b11d87b42152153be45239141bd32e93411
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.16.0.Final		a1c5a0bd31cf6c9a1934c9de59efb9efa7a2b0bd
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.16.1.Final		9354fbf81b8e4dcd3c52b55372bb009a2318472e
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.17.0.Final		e09941015d3d3545f3905cd9acb01e894bcd0dea
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.17.1.Final		405d5f181e30a7470f991c1fd852ff79e9a486e9
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.17.2.Final		0c8babc971b8d661e4634e6c32de4d5815ddbc47
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.17.3.Final		1252b5e807636a27c68d43f8e02c8b674a22380a
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.18.0.Final		9951f683669b760bb93b3f464cc8d61ef98c6b39
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.18.1.Final		f691a31e1db55ff192c909651a848f73f5da18db
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.18.2.Final		12b8de9516b6cf5ec974b6cd4eb9985cfe20f3cd
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.18.3.Final		569fe5cffd3c2c8ad4b48f3faf36736edd0d45ee
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.19.0.Final		bc337eb7e76648922cf2a25450968d52b9bf224c
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.19.1.Final		806364cd3a96b5c17dbe01c469e184cd303036be
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.20.0.Final		11cc258141be4359cee97c87632ff689b6d35ec1
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.20.1.Final		415c574e141103152471b7950c73a67b88e42c6e
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.20.2.Final		6d53a370bda3727460f58106374e62540650d0c6
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.20.3.Final		3f4f04e6fcd61d486cc80fced8c144dd29edf762
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.20.4.Final		209ccf98bb71eacc32c3fc0677260db4a9a36a76
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.9.0.CR1		b36e0b4a789954f3ecb60ed3cba54df6b80ec0ad
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.9.0.CR2		083cf6c9a3cc7a45a240b9946d5401897dc75ae7
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.9.0.CR3		25cc19b5cb69bc96f447727c27e0c0da1dc8d47b
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.9.0.CR4		963400619abc38dba2dfec5ab98d3205c887c44f
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.9.0.CR5		ced05fc278e64c69ddf9ac923352b3d42597c5fb
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.9.0.Final		b292fec322d037ea6273a7ccf7831a0ccc37e5ae
org.wildfly.security	wildfly-elytron-sasl-auth-util	1.9.1.Final		29184ae03e6e706d4a7d6f69b568370746b90d20
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Alpha1		42aaad8c8a2d145f2f607d205cdd1f89e77cd7cd
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Alpha10		4fddb73cffb6ac44f36ad3a12a72018c1e137516
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Alpha2		954d18af034fb85180b04eab941beb7a1862f3b8
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Alpha3		8c86c66da9a8b12b3acaff4f6d5f269dde0f7b02
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Alpha4		ca53dec915dcaf3d3691972203ce56921b317cb1
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Alpha5		6996ad2d1994d38df0986cb8d8e82b5b9404f3fa
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Alpha6		cdbc3b057500a95dfc1086b997665cb8d518631e
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Alpha7		ca923e409b75ec4ca1d514cc1d4c24751aabe893
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Alpha8		1b7ad95d2a4d8ff7577ed2f63d787d5b3f2f202e
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Alpha9		a4d4b5a8204ad2bba6eb04aa0a6018d637818484
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Beta1		55eae2cdaec0d95c408e7507954d4cb6e1ae85c8
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Beta2		51b55e6e87b4cef42a063b7170142be9f6c64dda
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Beta3		419cd83dac4c74acb627e217491a5ccef1506407
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.0.0.Final		850b8b3aa8c63ee543f265b373e3bd3f30b91223
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.1.0.Final		9e668acc593beea202addb6ceb55de4310911fbf
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.0.Final		027e86a0f5381a92da5f69c1070855b608288707
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.1.Final		80ab3d88fcecc21107b322e052dc13eeb19525fb
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.10.Final		8504f9bc55a7a868f295b87987e3adf1da59fd2d
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.2.Final		fe718e64e38520ac8a81fdd4dafcb3a676a1bdbe
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.3.Final		9f5df14484382d98a54db38d9c588e5cb5a241bb
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.4.Final		2725040714181720fb7672f5b3b3ad8bf9b649c8
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.5.Final		ad32670456ccd3e3ac28426652a2c8c0b9e4bb60
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.6.Final		6e1ca0c98a2972154cd754040d2dbd7fafc3b64f
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.7.Final		0c73623e4e012a9d6a324cfdf16954c87268d116
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.8.Final		a69151944907a6e906d890df4204128484422eec
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.2.9.Final		6188f72eda9342e63dfee11da0402436c689b636
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.3.0.Final		69b54fac1703cf90834c681d6323e488218d1145
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.3.1.Final		d9f9bbc537987d5b67a62791e44634cd1b093067
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.4.0.CR1		3bda974f85d71acfa2e3c2305ac7f64db60c7064
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.4.0.Final		2d7d4d166f7c66057344510f8ca3aa8350c2c1d2
org.wildfly.security	wildfly-elytron-sasl-auth-util	2.4.1.Final		dded5c14a476dded5f6ef853eec5ba3af7892358
