at.released.weh	bindings-chasm	0.1-alpha01		596cdea72ab4f8ae4d7a3b062147ba02596e7aac
io.micronaut.graphql	micronaut-graphql-gorm	1.1.3		b6f82682c6da91772be4c1d57090b75934858544
io.micronaut.graphql	micronaut-graphql-gorm	2.0.0.M1		c2576856cf48cb6bdb0a1dd3a8f850fb8a32e611
io.micronaut.graphql	micronaut-graphql-gorm	2.0.0.M2		0b3383b71dcfee529005ab3d7e7ae196e5b89d44
io.micronaut.graphql	micronaut-graphql-gorm	2.0.0.M3		655bc6e4b207f9f7f1b966f7745bee248f5dea05
io.mosip.signup	signup-parent	1.1.0		N/A
io.mosip.signup	signup-parent	1.1.1		N/A
net.cofcool.chaos	chaos-server-data-redis	0.2.0		f86258916ced88844b0cda1895c15e77f3de9306
net.cofcool.chaos	chaos-server-data-redis	0.3.0		f16b1d8b97b7cba7c55068f60c08a6e6ebf3e33b
net.cofcool.chaos	chaos-server-data-redis	0.3.1		ab8d77fb425558a49a44f53093d1685cc8273ca6
net.cofcool.chaos	chaos-server-data-redis	0.3.2		cec3e7bafc7814c228adb1c2dda5d48312ac93f2
net.cofcool.chaos	chaos-server-data-redis	0.4.0		696373b9e504aeb24c21a5434b25fdb80fa3e2ce
net.cofcool.chaos	chaos-server-data-redis	0.4.1		1e63bd91b650ff88c502526d5cbb58662e2fa1d3
net.pincette	pincette-operator-testutil	1.0		21bf93d7b6bf4d4a5158b0bee9fd0c6291df95ed
net.pincette	pincette-operator-testutil	1.0.1		4b65709b4c9bfe0edd59cd003d26844eca431101
net.pincette	pincette-operator-testutil	1.0.2		ca8d0c787baca7dfa3ea69dcaca4cc228f81f2d8
net.ymate.web	ymate-web-adminlte-assets	1.0.0		7a53dffc41948bd33fb2fcc8e2497a180a15c274
org.aksw.rmltk	r2rml-jena-processor-jdbc	4.8.0-1		94398c22ecc963e40b55b29e7a1169cecc9c2e1f
org.aksw.rmltk	r2rml-jena-processor-jdbc	4.8.0-2		f0044157956ccad64ecb13185bcb1181e95c1441
org.aksw.rmltk	r2rml-jena-processor-jdbc	4.9.0-1		18eb324ce1d45840b4d2055ecf4558de67aa3ba1
org.aksw.rmltk	r2rml-jena-processor-jdbc	5.0.0-1		48e0f0f392c741b9a2058c912d8991fc02797dfa
org.apache.camel.springboot	camel-exec-starter	3.0.0		f1639283eecbcfae50f7d518d29a95616a887b9e
org.apache.camel.springboot	camel-exec-starter	3.0.1		cf05adaf18b677dd3121b289dd38867ae9fc73e8
org.apache.camel.springboot	camel-exec-starter	3.1.0		11eec932169e08baeed7e4801cdea3da8a9a672a
org.apache.camel.springboot	camel-exec-starter	3.10.0		9144c24449387761dd4ff04fe4cdb3fa074a9078
org.apache.camel.springboot	camel-exec-starter	3.11.0		4ccaa977fe1d39ceae8bf9c50170f9a447bc8be1
org.apache.camel.springboot	camel-exec-starter	3.11.1		2d46ab1cdb3bb162792088957e0efa384e9123af
org.apache.camel.springboot	camel-exec-starter	3.11.2		fd88033d299f66b43a6fe8b90685c690166029be
org.apache.camel.springboot	camel-exec-starter	3.11.3		e54f215658d62f9b8e6af3fafd46a84a2eed8bd3
org.apache.camel.springboot	camel-exec-starter	3.11.4		32909215341f24e7d0b061fc6bc6c9991948ae57
org.apache.camel.springboot	camel-exec-starter	3.11.5		135bf90dd4c8a057fd08daf6258cb73575ef838d
org.apache.camel.springboot	camel-exec-starter	3.11.6		27b5014bda738f0c4c2249929e13413ec1b0f0d6
org.apache.camel.springboot	camel-exec-starter	3.11.7		32af45857a7507e24b8c619126f3433d95d1118c
org.apache.camel.springboot	camel-exec-starter	3.12.0		03aa5f3ad4b9553fce7911a1a388b62f57f8cce5
org.apache.camel.springboot	camel-exec-starter	3.13.0		4bf8d58bba94fb5922af54595d76bda1a27c2d61
org.apache.camel.springboot	camel-exec-starter	3.14.0		1cc18b261393af6bcd12b55a8a788c3f95050390
org.apache.camel.springboot	camel-exec-starter	3.14.1		60494a361a1f1242822871e31753d5e06cbd7d9e
org.apache.camel.springboot	camel-exec-starter	3.14.10		15162652535c698520cf27534d4c30a8a965abc5
org.apache.camel.springboot	camel-exec-starter	3.14.2		7bac82d51922b4a72f719dd76cffda23ca3fd1e5
org.apache.camel.springboot	camel-exec-starter	3.14.3		a6a7946d1c86a38071c1f4a7d7fade38c72aed15
org.apache.camel.springboot	camel-exec-starter	3.14.4		d185ea5cb7d05a0515247f3a36cf85ea63633a26
org.apache.camel.springboot	camel-exec-starter	3.14.5		0fea6655fcdce23f4e24bd132ca9b067d3e772b7
org.apache.camel.springboot	camel-exec-starter	3.14.6		b2275c2d4fa550d166694366881d231ccf8e97bd
org.apache.camel.springboot	camel-exec-starter	3.14.7		865592c526b8ccf6fb467029d418261536df3956
org.apache.camel.springboot	camel-exec-starter	3.14.8		fe3789f8de790b04cbf8149bd3963d82b9234a81
org.apache.camel.springboot	camel-exec-starter	3.14.9		ca6af28f9313296303ad86e823cfdbe193866d82
org.apache.camel.springboot	camel-exec-starter	3.15.0		80d643599c5e86aaf534375c0cf8499db27c1f6c
org.apache.camel.springboot	camel-exec-starter	3.16.0		ca171b5775bf864f603ce209e4f350d37c5fe822
org.apache.camel.springboot	camel-exec-starter	3.17.0		21e1ae391c68009a38ef653df70f56dd01bd0423
org.apache.camel.springboot	camel-exec-starter	3.18.0		b19b0ccf0d3cee339735451583229ee8831f0e2f
org.apache.camel.springboot	camel-exec-starter	3.18.1		f292bdf2232d9780e4f26f4641329a0b99a5f896
org.apache.camel.springboot	camel-exec-starter	3.18.2		cbb4531d7d3c13c110db31c8aa64f746b64438d9
org.apache.camel.springboot	camel-exec-starter	3.18.3		186f9d7369828c79749945e6226cbe64c195b233
org.apache.camel.springboot	camel-exec-starter	3.18.4		e5b1a6517898b6b9e18123ff160548a60b1ee2fa
org.apache.camel.springboot	camel-exec-starter	3.18.5		bd6e43cd01cb99d8a9d73284755ed8d33d15e64f
org.apache.camel.springboot	camel-exec-starter	3.18.6		322ac3cffa5a461650fd2b9d614fc83e92189dfe
org.apache.camel.springboot	camel-exec-starter	3.18.7		b7b0fe6e3e221f142e0f6cc0ab050f278ea2cc20
org.apache.camel.springboot	camel-exec-starter	3.18.8		1ddca423a959b1fd5ca1b3791ea832a1f983dc84
org.apache.camel.springboot	camel-exec-starter	3.19.0		395ca8e565f3d9bb27e8807eee67cbc3f9b5caa3
org.apache.camel.springboot	camel-exec-starter	3.2.0		7c3c9549eb82bacf655bab6da8208e6410e94f7f
org.apache.camel.springboot	camel-exec-starter	3.20.0		1f1f242058b3cd974ec110a6f5924105ee51e0ac
org.apache.camel.springboot	camel-exec-starter	3.20.1		c3ac3b5556c118362a93c69e74940f86b7f8a04c
org.apache.camel.springboot	camel-exec-starter	3.20.2		e43f4d3fa7d0584ed672978ab500991e5346a79f
org.apache.camel.springboot	camel-exec-starter	3.20.3		c72cb47ec441d6d4d4a1f87e413f01411fd812cc
org.apache.camel.springboot	camel-exec-starter	3.20.4		a43d726a8e8a6e21c4df3662b38bb512edf1127d
org.apache.camel.springboot	camel-exec-starter	3.20.5		d47c91c6696d6ca43c0110124e606c41e5ec0810
org.apache.camel.springboot	camel-exec-starter	3.20.6		e4ee2fe764baa664a4ed040ba35a62e59eca5ad0
org.apache.camel.springboot	camel-exec-starter	3.20.7		87d52ef075bc9eee8a07ad09e10886cfa11d66bf
org.apache.camel.springboot	camel-exec-starter	3.20.8		b36cd0262aec04f8083555301078b16f74a748a0
org.apache.camel.springboot	camel-exec-starter	3.20.9		ee9a5cdbfd20a381a5b8bb3830a36aaecb034357
org.apache.camel.springboot	camel-exec-starter	3.21.0		f3e62225d56c7f539099ba750177951d45f62c29
org.apache.camel.springboot	camel-exec-starter	3.21.1		7a8a4923789e493c41e197394805fea1fb3b3750
org.apache.camel.springboot	camel-exec-starter	3.21.2		3ea210921afb1064c3c9aa98cfad94dcd11640dc
org.apache.camel.springboot	camel-exec-starter	3.21.3		6570aa18ca15e3dcc94be6cecfcecdafa415997b
org.apache.camel.springboot	camel-exec-starter	3.21.4		968709e51fd83240bc6ac17aa8a302c182981aac
org.apache.camel.springboot	camel-exec-starter	3.21.5		a9c929d43322ffe60de5dc04a8baaf840c2dc6f4
org.apache.camel.springboot	camel-exec-starter	3.22.0		def4988902724b2490e623be915b9d9698f4518b
org.apache.camel.springboot	camel-exec-starter	3.22.1		8de89595162b527f4312f384d897c26dee684601
org.apache.camel.springboot	camel-exec-starter	3.22.2		d023707b285ff8f76cbc68e5d346b194821f709f
org.apache.camel.springboot	camel-exec-starter	3.22.3		d58af5149b5cbe350e35ead9ef91fe1a732bf240
org.apache.camel.springboot	camel-exec-starter	3.22.4		953781291c86bbdfcdecb29d2e8df4b03f40ff8d
org.apache.camel.springboot	camel-exec-starter	3.3.0		ea5ad6e20f0d171a9d2e19fe3cb2c29a5be85638
org.apache.camel.springboot	camel-exec-starter	3.4.0		ad8433d76e6fc310d7d1d6bec8444a4d898dc148
org.apache.camel.springboot	camel-exec-starter	3.4.1		68be5c183f38601d783149c44a9b7e276725d61c
org.apache.camel.springboot	camel-exec-starter	3.4.2		f9a280779dad6db6c41d8d5dfb27dade60b25fdc
org.apache.camel.springboot	camel-exec-starter	3.4.3		6934681dc1083cca0da51dbaffaa3f2e06a872f9
org.apache.camel.springboot	camel-exec-starter	3.4.4		ab08928bd164606546584cd3e0bf4a9199658f02
org.apache.camel.springboot	camel-exec-starter	3.4.5		93579fff053af5edbda43628a0c9b0233a5ebd21
org.apache.camel.springboot	camel-exec-starter	3.4.6		75019796ef4a78ee15da6e0ccab14903222adcb8
org.apache.camel.springboot	camel-exec-starter	3.5.0		a726c03ff668b4c6f19b38698c2fbaf480d86f24
org.apache.camel.springboot	camel-exec-starter	3.6.0		dc86e6dceef67ecd72f50bd4a55d0dd7d4b9991b
org.apache.camel.springboot	camel-exec-starter	3.7.0		c58b264733690f7c692cc2dde49b42516521270a
org.apache.camel.springboot	camel-exec-starter	3.7.1		c92c6d5bd9e3f4fa6da48566d3ea875223b754c9
org.apache.camel.springboot	camel-exec-starter	3.7.2		4e528e69e73710e7b832529714dfe2afdd3dac1b
org.apache.camel.springboot	camel-exec-starter	3.7.3		ed4ae6b10a4cf451d08b6c4b052bfeb264e60e08
org.apache.camel.springboot	camel-exec-starter	3.7.4		59e22b43ca5e4ae45df07d48cae2a743192301c2
org.apache.camel.springboot	camel-exec-starter	3.7.5		384d25868cae340441796888ddef3a38f13e1d07
org.apache.camel.springboot	camel-exec-starter	3.7.6		e9025c017542e8f7c0a1fecff962c77906b018d0
org.apache.camel.springboot	camel-exec-starter	3.7.7		5c5acd8da13cb24e5a49d10d47d6694f0eb33110
org.apache.camel.springboot	camel-exec-starter	3.8.0		1baf48502fedf7f18c2443a9420542b7d6c3d246
org.apache.camel.springboot	camel-exec-starter	3.9.0		b96cf8064bb88d6cf3b8cde0d28edcecece46b4d
org.apache.camel.springboot	camel-exec-starter	4.0.0		c6f8c62149a08caaa7debfa9d34510c24f4bfd56
org.apache.camel.springboot	camel-exec-starter	4.0.0-M1		5361001dfd15805cc755620c7ce238eac181452d
org.apache.camel.springboot	camel-exec-starter	4.0.0-M2		7987e56db45b5377b5ed7ba7b8b8e7c8b38dbf62
org.apache.camel.springboot	camel-exec-starter	4.0.0-M3		ce74f9a48ca990db1795c096dbd83e3b6b1002d4
org.apache.camel.springboot	camel-exec-starter	4.0.0-RC1		71344217364e94e27a459d6f1a82f290ff7562b0
org.apache.camel.springboot	camel-exec-starter	4.0.0-RC2		bd054fbe7f9812a4d678aca5c9471c737d8135ec
org.apache.camel.springboot	camel-exec-starter	4.0.1		9ee09401b3175c2d20aa17a39e14eb78b844f00f
org.apache.camel.springboot	camel-exec-starter	4.0.2		9054e18303b97315ea79aa0f3705ea4c354dce82
org.apache.camel.springboot	camel-exec-starter	4.0.3		a8d51d2bf6788cb25cff095de9f6c135a0927a4d
org.apache.camel.springboot	camel-exec-starter	4.0.4		9e2822d279c58a283c7eafd272afd8ffb1da42ae
org.apache.camel.springboot	camel-exec-starter	4.0.5		cb2bb17771a449b86f37b7e014d8312858dade1b
org.apache.camel.springboot	camel-exec-starter	4.0.6		ce35641832d265500e517927c57053938a734b54
org.apache.camel.springboot	camel-exec-starter	4.1.0		1cdc2e9a4cf49dd868b4c1334a93fbbad1dc6d5c
org.apache.camel.springboot	camel-exec-starter	4.10.0		01307135e79370d45e867290b2539cce49309e45
org.apache.camel.springboot	camel-exec-starter	4.10.1		dd155493279b57e2f445da4a092393596a9a6caa
org.apache.camel.springboot	camel-exec-starter	4.10.2		c5ae80026513ea629214d740f975c2d98d3d4767
org.apache.camel.springboot	camel-exec-starter	4.10.3		66f63770b7f0258a0b57602248300076dd5a38d0
org.apache.camel.springboot	camel-exec-starter	4.10.4		72e0006c92bcc1608f373bc2540e268118837889
org.apache.camel.springboot	camel-exec-starter	4.11.0		16d41e94c962a9a096c61b92d48b6f1ad852fb34
org.apache.camel.springboot	camel-exec-starter	4.2.0		8649b3c0b758644d550c28c97b62c2c4448381a4
org.apache.camel.springboot	camel-exec-starter	4.3.0		1410d9d9490bdbc60b4ffde9b709072b7b34f738
org.apache.camel.springboot	camel-exec-starter	4.4.0		1f274e51b4dc7c4aef4f68c41aab8670dcb7868b
org.apache.camel.springboot	camel-exec-starter	4.4.1		c422e2c89162093a39705b4500c190b6d194be98
org.apache.camel.springboot	camel-exec-starter	4.4.2		df040f546ded8ce647fa2865b38f1ef250ff9619
org.apache.camel.springboot	camel-exec-starter	4.4.3		8885d9f7d10ab92372c83b13ad2c620cbb0d5bd3
org.apache.camel.springboot	camel-exec-starter	4.4.4		421857bc1251bf16df75db2b5bb8549649a5dd70
org.apache.camel.springboot	camel-exec-starter	4.4.5		2658635af28b97697fedf838f2cf467adc56eba9
org.apache.camel.springboot	camel-exec-starter	4.5.0		2036275fd9ee8b3196228f8dcd8b74735ecd364e
org.apache.camel.springboot	camel-exec-starter	4.6.0		791fe9d161ce535515e1236bae497e8b43a6fcfc
org.apache.camel.springboot	camel-exec-starter	4.7.0		9752ff8f81cf3ebfd3c5160aaaabef54ee507a4b
org.apache.camel.springboot	camel-exec-starter	4.8.0		8e69ec09d9436c632b14df613f1a12a6b9ad87a2
org.apache.camel.springboot	camel-exec-starter	4.8.1		ebecfefee4a49f9114aeabb6e8896b04376c8df4
org.apache.camel.springboot	camel-exec-starter	4.8.2		dabeceaf761e62bb75648e07326ca9f915cf231b
org.apache.camel.springboot	camel-exec-starter	4.8.3		700b8cce7fb3de6bd84834bcff8fee7eb5d87e47
org.apache.camel.springboot	camel-exec-starter	4.8.4		0a622962badfc91487d20012240e21c323993d2f
org.apache.camel.springboot	camel-exec-starter	4.8.5		2407446fc54ebd3ab7ae23d9e047a849bade8264
org.apache.camel.springboot	camel-exec-starter	4.8.6		0425d230b431b8d996f8ae2242fae94f81f2d211
org.apache.camel.springboot	camel-exec-starter	4.8.7		c365d7756be905000f54ae6a7bacb88139f8f8bf
org.apache.camel.springboot	camel-exec-starter	4.9.0		70c3ef83bb1b180716dae33b2926a6e3105fc7e1
org.apache.plc4x	plc4x-protocols-test-utils	0.4.0		c64be4f610714e901d4ee140995da611feaa0591
org.apache.servicemix.features	features	4.0-m1		N/A
org.apache.servicemix.features	features	4.0.0		N/A
org.apache.servicemix.features	features	4.2.0		N/A
org.apache.servicemix.features	features	4.3.0		N/A
org.ensime	s-express_2.10	1.0.0		03a4d88130533da1ce02c7656bad677856f3b2ff
org.ensime	s-express_2.10	1.0.1		7495b73a2b356c2fff551c76a62b22bb6a3ec657
org.ensime	s-express_2.10	2.0.0		b40d8d20a2144be26028a3420c168fe78c36dfb5
org.ensime	s-express_2.10	2.0.0-M1		fd2e8f7afc90de29df0de9375667dfcd75a5b22c
org.ensime	s-express_2.10	2.0.0-M2		cd09e3d226c74b008e7cab90a217bf878149702b
org.ensime	s-express_2.10	2.0.0-M3		e17d5bdc1d8acc2f1a331fa45b5ac31b44c73ff3
org.ensime	s-express_2.10	2.0.0-M4		ce652a6ba5adc7109fc33de3ff1ef8da7a074d70
org.ensime	s-express_2.10	2.0.1		8ee20b9dcf8c627afdc2c00186c2a128c5f9d207
org.fitframework.plugin	fit-message-serializer-json-jackson	3.5.0-M1		9559c133bca537a7d8f29d7a766936da6dc84be2
org.fitframework.plugin	fit-message-serializer-json-jackson	3.5.0-M2		25e577e04bd7eb19100cd30021f392d31399f6a3
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.13		80da443cea96546f7f1dfcc5936d2ef40f27bc0b
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.14		4def28014029a91d36723f8ac9eef892c5dd216a
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.15		7b72ba5e24290fc8cf48509065ab167dc048033e
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.16		52cd9ea9190316a8674464f090504f6d80cc012f
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.17		b73d3688fbe3aa1b24f93bb464bca61149c35732
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.18		331aa64740b018b2c6d61d42c4c64032cd0a39bf
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.19		f37f8b4be838bca8e5db6f631d9fbfa2dd9bde6a
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.20		03f760f3e6252a1baaf48c41953c8157761e3d84
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.21		5d40218a4f6be787bc880b2986c01d108da184d3
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.21.1		3a32f2036e27fc12fed150e9264de846cff248dc
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.22		1afabf6d5c6175a141b172ecebc7c783652a06d8
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.22.1		555531ed4cafabb35d20cd14f589ef7a848c57a2
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.22.2		d1f71b0e5e76175486d7c0a42104519347e4073d
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.22.3		0e957db9162f83091ebb3efdc58427ac058f7ba8
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.22.4		7b97e371a1703eac208732bda36d8c0a82cc4688
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.23		15cbcf97d0d4e089561d9bbf9f0d253cfa8f9a15
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.23.1		9390ce0e48ddf903c3850ee78f2263b598dca0f6
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.23.2		0d991f094e3636ff6e791af6379079256542fea8
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.24		94dc85760ec09e511b4a06e8b803b91d8befa625
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.24.1		04e6c4baa0a28cc5d8db53ce5894cb0f15f827cd
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.25		0bfe24d609d66170bf39f68d83c1cc083f08b7a7
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.25.1		ec3a2b75ed5006e110af301885d0c0dab06b9cd3
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.26		5df6778724b6f878b76087eaab92489efb56107c
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.26-b02		08c59f80dd7d8a9582cf7b001f52af864ddfa273
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.26-b03		764a8cbe112e624d972232aba94327a46fe49aa0
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.26-b04		4a55667828f91536654490fa2ad7f8d369956364
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.26-b05		ab46d25ebcb857f18f37fddc289f5508835a05e0
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.26-b06		f6e492674036ee2b42f3d7839c08e3578dc72f21
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.26-b07		d05a7804a2b5bd660990e7aab0201db6b5d2281c
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.26-b08		57fd3d24f69996e133e8ca4d5cbfa871d9184d1b
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.26-b09		8138a38a4b00758899beb8c68b3d6929bfdbf9d0
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.27		1ac383d80be75fb59ad317f940f592ab24668049
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.28		2bfaf03b84601612ab37d4385f915e76080b5d16
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.28-RC4		081b9d5a9ffbd58ea501415823ad65f9b1ab7b12
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.29		aaca0f0a7d7c44bd92cc66beaaa2eff562015771
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.29.1		dc91a8e62d8569dea549ab2c9c008fcb8414ab16
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.30		8c18aa5857c454206d414d3a77d948f9b273535e
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.30.1		6da5a2bbf817ae29ec29a1a4a5cdfdd0a6b26116
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.31		59d89a6d78bffd9701b4db8beb0f37e6243871c4
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.32		928cb8d1c4a420c359c541226537a50af97161ef
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.33		cc627b30184af850e7c529858863de9d4dc94d03
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.34		5bd0d5ee622bdf01cd2b7bb9efe58d8ea84abe43
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.35		72817afe79d3abfd52229ec15c016b85fd8d12f8
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.36		a11b6ae35cd49301eadca0d08c5d81619e387e8f
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.37		bb303fb0255381e7f5d82c5ca9c65e2d32c295b7
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.38		21d16c156f1d0035cdbec0cbc170c27fe4830a09
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.39		f3c18385bf2cd49cabcd86c49585e8bedcb4b42a
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.39.1		31176f6a285c4cc064ac063fcdeaab172f5db109
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.40		6742d64abd7323aa89495217661dccd345cc4779
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.41		fd2c4e6f3565e8dee7e17545fb83d0d2f1b1863a
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.42		374c5726362422fd7da45d7239bfc88351056673
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.43		58efc4913415ea9315d6c55ec9b5a64a7bd2154a
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.44		a4e80e6690a2adedbb87473c8ce5ae13a95c5792
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.45		d10cb5f418a05f6b72bc3e1e6ca43d2d68a7a952
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	2.46		f8b3c0b2d900ec8d6ad0fc3c43289bcae3900bd1
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.0		8a291b66ba2423ac8ef71e885ba2e72cf640f312
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.0-M1		8818a0ce46237067f71797b54017a70c0b05d041
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.0-M6		a4f13fffd6e3f2c644762e6b0db12a08ed25d5c1
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.0-RC2		62dee262cc6b1e31ba23c8d7901e70727d7415ba
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.1		11e0dfbfbf63c6848abe9236d20ab6fe073b66ea
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.10		f60ffbb7e32459f1200b9634191f16e607d77fc9
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.11		a8353703afdf03e12bd04318a6086f8798ceafc8
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.12		2c7571f55e74d1f7064ec1605aea9c45ea9c3a8b
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.13		10e30557ebc552b3246b974b3a3975db87a890fa
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.14		d072fab9242cf6417e0f880aa86e8f9f9eb94c3c
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.15		40dc0b8cbe15ead58d62f729e1a706ef97ec100f
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.16		71d741f01b04f045b10943787da67a444c4e3f8f
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.17		9a47af4acadf52d91b53346e7b201d0ff1215bfb
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.2		c08c85585aa4e1adf465ce66e53c1956e09076cc
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.3		7468c36b8f60c6fa7066bb7e38f9c83d6be36c08
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.4		184249cd0c57952c7f038ad9930856cfd7064141
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.5		f9db228919b31b3342e6544c3063d8c59165e58b
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.6		030143264cb544c9a27f930af3fee7e584187354
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.7		c687a1577b4ed4a9d3e1ac4d2d30e623dd585403
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.8		bfa2e710a84c089d334001a909785bf63dbd4324
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.0.9		37386fd1042fb5753ebe7b5a9314fd4e0fa02567
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.0		a96e1e9c896fe6914c2f1fe15eca1f08b1baf246
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.0-M1		72509281eb75758593ad116129c3579ff777acd3
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.0-M2		5ded96fa6d168beb7ee5f302b11a5c4c07e044dc
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.0-M3		2afd4c02f6dbc94ee36ddc93bc53f4cce35cd567
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.0-M7		4ef996cedcd59a2b104f2cacddd35460895a889d
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.0-M8		62f8db8a368bc48890688ad8cfff46ef18f9bc41
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.1		188d3218461367453902f79e80ddb87d3c5ea5c9
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.10		7f349ca92a4fcc4596d1421addd668e33eaa37a5
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.2		be3ad10cc395b9ad414d6950f77dcbd2153e3156
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.3		a41a84d2a131a268bac46d5ae2cb98e3d8c38bfd
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.4		8369e057f8e848d55d6b53451e437feb9fad636d
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.5		9b571dc48cdb5ccc2fa8240b24c4c30d702733f8
org.glassfish.jersey.ext.rx	jersey-rx-client-rxjava	3.1.6		bc5ac3c6fd6a1fefe0102ec661045385dd47eae0
