ca.gosyer	voyager-routing-android-debug	1.0.0-rc08		N/A
com.daodecode	scalax-collection_2.11	0.2.1		d1fc5387f7d6c6ed626799a0a853c68dda7a550f
com.daodecode	scalax-collection_2.11	0.2.2		43c0d8b911afe5b3877471f8fb187a67add99be4
com.datamountaineer	kafka-connect-voltdb	0.3.0		3009e0dd1f2b24e992bfdb5ed7a872ea16354583
com.datamountaineer	kafka-connect-voltdb	0.3.0	scaladoc	683ba3d03c58c9427ece2f0b149049b29f8e902b
com.datamountaineer	kafka-connect-voltdb	0.4.0		2105bccd7b3dbeb7769172d58f60e460b933e8fd
com.datamountaineer	kafka-connect-voltdb	0.4.0	scaladoc	4912135a23343277073a6a22d0d9fc5b21ceb996
com.datamountaineer	kafka-connect-voltdb	1.0.0		b1d784d8fd3b178b6dbd88c16b4720d2c0de34a2
com.datamountaineer	kafka-connect-voltdb	1.0.0	scaladoc	2ead196113518984cf1358b4da9de4a2ed5a6f6e
com.datamountaineer	kafka-connect-voltdb	1.1.0		5eec3435179f95cc992b79a5d389b630a2237fb1
com.datamountaineer	kafka-connect-voltdb	1.1.0	scaladoc	c0b573b883b8c4cfc7c75610c8d1ad7aa8f143e2
com.datamountaineer	kafka-connect-voltdb	1.2.0		aca0c74f0d03891b0a4129df6bcfd11389d81ddc
com.datamountaineer	kafka-connect-voltdb	1.2.0	scaladoc	418bbdc23b43b54816ce000fa063a55254fa90e5
com.enioka.jqm	jqm-doc	1.1.6		N/A
com.enioka.jqm	jqm-doc	1.2.1		N/A
com.enioka.jqm	jqm-doc	1.2.2		N/A
com.enioka.jqm	jqm-doc	1.3.1		N/A
com.enioka.jqm	jqm-doc	1.3.2		N/A
com.enioka.jqm	jqm-doc	1.3.3		N/A
com.enioka.jqm	jqm-doc	1.3.4		N/A
com.enioka.jqm	jqm-doc	1.3.5		N/A
com.enioka.jqm	jqm-doc	1.3.6		N/A
com.enioka.jqm	jqm-doc	1.3.7		N/A
com.enioka.jqm	jqm-doc	1.4.1		N/A
com.enioka.jqm	jqm-doc	1.4.2		N/A
com.enioka.jqm	jqm-doc	2.0.0		N/A
com.enioka.jqm	jqm-doc	2.1.0		N/A
com.enioka.jqm	jqm-doc	2.2.0		N/A
com.enioka.jqm	jqm-doc	2.2.1		N/A
com.enioka.jqm	jqm-doc	2.2.2		N/A
com.enioka.jqm	jqm-doc	2.2.3		N/A
com.enioka.jqm	jqm-doc	2.2.4		N/A
com.enioka.jqm	jqm-doc	2.2.5		N/A
com.enioka.jqm	jqm-doc	2.2.6		N/A
com.enioka.jqm	jqm-doc	2.2.7		N/A
com.enioka.jqm	jqm-doc	2.2.8		N/A
com.enioka.jqm	jqm-doc	2.2.9		N/A
com.enioka.jqm	jqm-doc	3.0.0		N/A
com.getkeepsafe.cashier	cashier	0.3.7		N/A
com.getkeepsafe.cashier	cashier	0.3.8		N/A
com.github.alexarchambault.ammonium	spark_1.5_2.11.7	0.4.0-M1		aa7aedd13da15c280307d737e0640c07ce79a5df
com.github.alexarchambault.ammonium	spark_1.5_2.11.7	0.4.0-M2		382061bf270bc740de9efa2fbd433be2b9f04fd8
com.github.auties00	optional	1.0		dd912b85a493a14b5dff4ddf1bdade42ad4da8ca
com.github.cormoran-io.pepper	pepper-csv	1.12		e0723e89ce252c7b62ab554acde188d7bebe7dd4
com.github.cormoran-io.pepper	pepper-csv	1.13		279664cb2f977123ec60418c90d8a72a4ed567bc
com.github.cormoran-io.pepper	pepper-csv	1.14		d90a4d18bab71dca6f822257598f6842737a9bec
com.github.cormoran-io.pepper	pepper-csv	1.15		104b85ef21d871ebd2161c5f85ab9925763faaa4
com.github.cormoran-io.pepper	pepper-csv	1.16		660eb07fe43d9fd38d039815ef408a9dee13af22
com.github.cormoran-io.pepper	pepper-csv	1.17		3dc5dc18c8287113ad08ed95506cd31fa9a749fb
com.github.cormoran-io.pepper	pepper-csv	1.18		92296e8825f661dafb4d210b5eb4a699059da34c
com.github.cormoran-io.pepper	pepper-csv	1.19		fb23bdb8d9a949c7d43acf192df86b9540516322
com.github.cormoran-io.pepper	pepper-csv	1.20		59fc984e0a2d84cca9de6b323cd8be248f6bd9c6
com.github.cormoran-io.pepper	pepper-csv	1.21		4392c749dd84193f8d4240e30658e42a2341c753
com.github.cormoran-io.pepper	pepper-csv	1.22		e3c3e79ad8323e1030e938d933850adcc1f9d5f6
com.github.cormoran-io.pepper	pepper-csv	1.23		30bb9c55bba8728002322dea40b50bcf0ea31343
com.github.cormoran-io.pepper	pepper-csv	1.24		975ac4217d1b13fe86371856de9af115dc488545
com.github.cormoran-io.pepper	pepper-csv	1.25		b5f21e5d371cce4958d88338e9befdec0ce8370c
com.github.cormoran-io.pepper	pepper-csv	1.26		9588ba38f71c60e3ce5d72e083943bd57206fb9c
com.github.cormoran-io.pepper	pepper-csv	2.0		111799e464aa073cf7c4e86fc86e7ff65023bd3a
com.github.cormoran-io.pepper	pepper-csv	2.1		a0d8d3bdd09ff11d834dcd936019676a8b3b327f
com.github.cormoran-io.pepper	pepper-csv	2.2		3ef28486e1118d80796580adddbb96cee9b096cc
com.github.egateam	jrange	0.0.10		a6eed1223131f427ac88c3302b25f659fa8bce37
com.github.egateam	jrange	0.0.10	jar-with-dependencies	33d6b6f4e939b0eed594273c62a218b537898313
com.github.egateam	jrange	0.0.11		ddf8e9d3edebfefd6aabbdb4dcc364d270f24537
com.github.egateam	jrange	0.0.11	jar-with-dependencies	cec8b82c28a3202fa0bf24f8ac508a973955cd28
com.github.egateam	jrange	0.0.2		52e72a0ee7cf8153a00f1ee7a639ff221bb872a1
com.github.egateam	jrange	0.0.2	jar-with-dependencies	48532fd9ff256a2ba01bd585a631c076e23bb16c
com.github.egateam	jrange	0.0.3		247cdc6b7995134cf305ca673d074142622d288e
com.github.egateam	jrange	0.0.3	jar-with-dependencies	7d1073162314b3e53ef861122e90b8f91c983d3b
com.github.egateam	jrange	0.0.4		059bb5c17253ce5cd5f9007d14f61c22f35102e0
com.github.egateam	jrange	0.0.4	jar-with-dependencies	3987ab6cf3b45e89bd5594901cc5e87b93199e66
com.github.egateam	jrange	0.0.5		aff81f45b2cf7e68e45345ae279c9233f3b7a2ff
com.github.egateam	jrange	0.0.5	jar-with-dependencies	b2f4d334052da77ffcaba2dd5f361184db2c104c
com.github.egateam	jrange	0.0.6		ef294e78aedbf0c6db86f8df08deb861bf193b94
com.github.egateam	jrange	0.0.6	jar-with-dependencies	8e8470c0764fd3a2148928096ffde990a61e5895
com.github.egateam	jrange	0.0.7		cf9ef8727945bc4a442fea3e6e7df90fb2e77794
com.github.egateam	jrange	0.0.7	jar-with-dependencies	5b5d13bb004198ac13235898269ed659c3c00259
com.github.egateam	jrange	0.0.8		a8a8bf426c4e3a39db5563ff95d500ffc20399ca
com.github.egateam	jrange	0.0.8	jar-with-dependencies	1d013a05b211db64ec1ae84706e5148ccf023845
com.github.egateam	jrange	0.0.9		fcd7812599789a82328df7cd56b69c32e7139c1f
com.github.egateam	jrange	0.0.9	jar-with-dependencies	3bf53b834861eb07e69f9e5db5de26ec016b6377
com.github.fangjinuo.agileway	agileway-sshclient	2.3.0		be0a8a880576357a2c4627bf615e1ea2cdf6afa6
com.github.fangjinuo.agileway	agileway-sshclient	2.3.1		8917ff1b31e2737c362d32aec9f1ea8ae91e9c62
com.github.fangjinuo.agileway	agileway-sshclient	2.3.2		c0916091671633ed585401a2f9572bfac9148e48
com.github.fangjinuo.agileway	agileway-sshclient	2.3.3		8eae8ee981b51e45098b39e51ccf752b9fcf9865
com.github.fangjinuo.agileway	agileway-sshclient	2.4.0		55db1a273772b84cb9a295c1c7e332addd1512ed
com.github.fangjinuo.agileway	agileway-sshclient	2.4.1		985099e2ad83d6194a2a11bbf5baff8bb7aa2220
com.github.fangjinuo.agileway	agileway-sshclient	2.4.2		3c5087b04c64ec364c044e5c63cbcbc644199419
com.github.fangjinuo.agileway	agileway-sshclient	2.4.3		97c49fe2d30cd090df616aaf66509a8ca63ee68b
com.github.fangjinuo.agileway	agileway-sshclient	2.4.4		22b22d3be30d1369ed3054cdb8bdb7d761d899f0
com.github.fangjinuo.agileway	agileway-sshclient	2.4.5		83a40a7e9fdc6e0a63287f6d825c638017ca15a9
com.github.fangjinuo.agileway	agileway-sshclient	2.5.0		59e1ae34d8a1253772b704a82d65211c106a0975
com.github.fangjinuo.agileway	agileway-sshclient	2.5.1		07b778849a5caf7b8b003baae7a12448816435ba
com.github.fangjinuo.agileway	agileway-sshclient	2.5.2		27e353451965995f6b66cc304f791822def384ba
com.github.fangjinuo.agileway	agileway-sshclient	2.5.3		1480797698908678c186a775aeb5cf9e6212871c
com.github.fangjinuo.agileway	agileway-sshclient	2.5.4		c38f040e07b3abf219353ab412d75da63f544f26
com.github.fangjinuo.agileway	agileway-sshclient	2.5.5		42c1bd7e2e423cbdd7db639a99323d6cc2d01495
com.github.fangjinuo.agileway	agileway-sshclient	2.5.6		a6bac93e3e7c50c1d832729667680186172c66f4
com.github.fangjinuo.agileway	agileway-sshclient	2.6.0		20857341722f3bb418f84b3f4cbffec46a7f9788
com.github.fangjinuo.agileway	agileway-sshclient	2.6.1		a39c6d2f279c222ed05ea085774af43d31241350
com.github.fangjinuo.agileway	agileway-sshclient	2.6.10		16719d103f272ebac40225da146565b9d60a1c91
com.github.fangjinuo.agileway	agileway-sshclient	2.6.12		0eaffde0a6ec0ce2ed1bf8b95c3fad70d5ca1317
com.github.fangjinuo.agileway	agileway-sshclient	2.6.13		ef1614b2f8a23729d9416178c47f17456dfc1c27
com.github.fangjinuo.agileway	agileway-sshclient	2.6.2		b4a6a6b67723f6698eb9eff26acf6311c3e8043d
com.github.fangjinuo.agileway	agileway-sshclient	2.6.3		20796e51a23573709aa5eac0bb3065db07b30817
com.github.fangjinuo.agileway	agileway-sshclient	2.6.4		27f6035bb77e1027b9ce33c6e15a707b040abb9e
com.github.fangjinuo.agileway	agileway-sshclient	2.6.5		76b9b0729c875e73d8ca1e1987eaa86befed5ebe
com.github.fangjinuo.agileway	agileway-sshclient	2.6.6		8b01bf877ad92b14c60bb674d387f812921b90a9
com.github.fangjinuo.agileway	agileway-sshclient	2.6.7		268c5f68faed0c68cf3ed30590ca2fba06044df5
com.github.fangjinuo.agileway	agileway-sshclient	2.6.8		2f8933620d820e2b68a16bfc24ab5ce00b5593d4
com.github.fangjinuo.agileway	agileway-sshclient	2.6.9		368de850246b3d6bcc6bba30402679bfe592e849
com.github.fangjinuo.agileway	agileway-sshclient	2.7.0		fdaabe346f7c5d8afe78898ed1fc43fbe07f54f5
com.github.fangjinuo.agileway	agileway-sshclient	2.7.1		0dcad44e2752cafc7ea9bb388f5fa5ea79a19089
com.github.fangjinuo.agileway	agileway-sshclient	2.7.10		c2ca5cf848389f8dfd171b39df3ea8e4c74e00f6
com.github.fangjinuo.agileway	agileway-sshclient	2.7.11		ec713a741d7c30d7f619507d415591ed5e40505d
com.github.fangjinuo.agileway	agileway-sshclient	2.7.12		450000e0ba87cd7a6844a4e956b92166aa13f1df
com.github.fangjinuo.agileway	agileway-sshclient	2.7.13		afab946a15fa1ae5b72de1d886c4895210631c31
com.github.fangjinuo.agileway	agileway-sshclient	2.7.14		0e30de996fd64f440943a85e469aa7c5682cbf9d
com.github.fangjinuo.agileway	agileway-sshclient	2.7.2		0ec93ae77f7c0b79a7091988402b4db8b1e4e097
com.github.fangjinuo.agileway	agileway-sshclient	2.7.3		be204e7bcdeba16ab8d2ba31ca14c9ff4e22efc5
com.github.fangjinuo.agileway	agileway-sshclient	2.7.4		04090b6b7e9eed66c55960792a3bfe43f9cb9de8
com.github.fangjinuo.agileway	agileway-sshclient	2.7.5		101c2f72d1b8d53e193820a7f509137210456e6e
com.github.fangjinuo.agileway	agileway-sshclient	2.7.6		70ccec36a657cf0b87bbcc288708882640310d89
com.github.fangjinuo.agileway	agileway-sshclient	2.7.7		140239e8ffaed03f1624160ad04e51b68241e285
com.github.fangjinuo.agileway	agileway-sshclient	2.7.8		c7fdfeab8052db55c69aef01d6dce73935251d25
com.github.fangjinuo.agileway	agileway-sshclient	2.7.9		d997d448c144dde68f7aa48d9ac7ac912ab2b3de
com.github.fangjinuo.agileway	agileway-sshclient	3.0.0		182e61f93e166dceef3c46a01e4769ca62c4727d
com.github.fangjinuo.agileway	agileway-sshclient	3.1.0		b5b077e05f68c95952f6637ffd5707ac2b7c4c81
com.github.fangjinuo.agileway	agileway-sshclient	3.1.1		71393e9dabb68fd9c3343a06b387e21c30c2bc26
com.github.fangjinuo.agileway	agileway-sshclient	3.1.10		e6b5ee2bdb8b07e8b14be7c4639e62be81a9eae3
com.github.fangjinuo.agileway	agileway-sshclient	3.1.11		b83c4c0bbc38ce265b8fb7611aa381739ebd7de0
com.github.fangjinuo.agileway	agileway-sshclient	3.1.12		5485ef6cf792ad57c812f3b752ac32991931f2ad
com.github.fangjinuo.agileway	agileway-sshclient	3.1.2		9da263c1bbbf7b2c30b398aa7da6a04bdab6601b
com.github.fangjinuo.agileway	agileway-sshclient	3.1.3		ed0cb7d1592ce1f75555a054ae2dc4104273cd63
com.github.fangjinuo.agileway	agileway-sshclient	3.1.4		ffafe3695be1e81b5115da2491219ab39a07b5d4
com.github.fangjinuo.agileway	agileway-sshclient	3.1.5		6eda9df64eede402fdc9a2cff44ee9c9fa5414b7
com.github.fangjinuo.agileway	agileway-sshclient	3.1.6		df66922387b0110904aac64ca72581b886c80df8
com.github.fangjinuo.agileway	agileway-sshclient	3.1.7		bb6eb74b506c0c2f4d9f07ca6bd7743a1398882f
com.github.fangjinuo.agileway	agileway-sshclient	3.1.8		3c2922f4eb99194f1af80cb88d738e79c4c38fb2
com.github.fangjinuo.agileway	agileway-sshclient	3.1.9		2619cc8d19159be2c6a037478330a26bbc5f16d3
com.github.icarohs7	unoxkcommons	0.1.1		c820133e6bbf2d70450a9a3668986ca7af843049
com.github.icarohs7	unoxkcommons	0.1.2		8652c217c17f6c1d17e5793ac9cae3af96f96724
com.github.icarohs7	unoxkcommons	0.1.3		3889eed8f47212e9ad19c0fb03d08170ea968af5
com.github.icarohs7	unoxkcommons	0.1.4		b1f93b075e16e0b761e6d1776d30358c36ddfe18
com.github.icarohs7	unoxkcommons	0.2.0		d5010e5b3858284cb64f34bd169e8d3a306aa69f
com.github.icarohs7	unoxkcommons	0.2.1		5fa410b12c52cd6a37214a2be6e19ef62fdad1c4
com.github.icarohs7	unoxkcommons	0.2.2		8d8096ecb77747b96717c7d4fc19d55edde2dab3
com.github.icarohs7	unoxkcommons	0.3.0		4b3461d92727bf57dc1922bb0af36a8b813abeed
com.github.icarohs7	unoxkcommons	0.3.1		8f329710789da0f7e3d8f0c692d2d8cfc85dbe1d
com.github.icarohs7	unoxkcommons	0.3.2		c2ba09ef6ea0b8e9eeeb32f933f9ec1549ba9b9c
com.github.icarohs7	unoxkcommons	0.3.3		51857bcc846ee254a83fb1a9a7f0c1486e262942
com.github.icarohs7	unoxkcommons	0.3.4		f914afb973d77e9121450a3497af1fc582fdb250
com.github.julien-truffaut	monoclejvm_2.13.0-RC1	1.6.0-M4		6051fe340e8386997ba9fbb92e7825c84384b12e
com.github.magrossi	log4j2-elasticsearch-appender	0.1.0		acd5213097263b35e164c64809228d9c82d10d09
com.github.magrossi	log4j2-elasticsearch-appender	1.0.1		13298aee4ac3a163c60776a33bf64ebe92edb843
com.github.remis-thoughts	ivy-maven-plugin	1.0.0		46424cc9ec43a16c1f5954fd36e1bdf91a505910
com.github.remis-thoughts	ivy-maven-plugin	1.0.1		7f1c7cf8f63a4e1821edc42cf5140018bb4913b9
com.github.remis-thoughts	ivy-maven-plugin	1.0.2		64c4f4289a33f07eb4cdbcd65ecd8d25ac34787d
com.github.remis-thoughts	ivy-maven-plugin	1.1.0		9c84dd671e7a8912651ae24b064426a774e8f90b
com.github.skjolber.mockito-rest-spring	junit5-jetty	1.0.3		9bfaffe0c52138821b766dd1eb60d37872416c1c
com.github.skjolber.mockito-rest-spring	junit5-jetty	1.1.0		c78486ca0e5be2c185581c4c8864b86350cd5609
com.github.skjolber.mockito-rest-spring	junit5-jetty	2.0.0		12f3a6fd4afec9d0ff96ef9d0a39783335d1a069
com.github.skjolber.mockito-rest-spring	junit5-jetty	2.0.1		e0f538da732c7b7343db5178d81f6841d5576f31
com.github.skjolber.mockito-rest-spring	junit5-jetty	2.0.2		0f70e4517f498b437f843734a703859e6464c5e9
com.github.skjolber.mockito-rest-spring	junit5-jetty	2.0.3		5aa744af3aae78a3b4c5f770f19632bb27403c0c
com.github.skjolber.mockito-rest-spring	junit5-jetty	2.0.4		482ea8d48f823b48c3291eca09b446d77cd99044
com.github.tadukoo.maven	TadukooLibraryArchetype	0.5-Beta		1edc5f543905e067c86c611ba1d8d89e7d0107b2
com.github.tadukoo.maven	TadukooLibraryArchetype	0.5.1-Beta		c46cfc3812863eb9c15ede0ee793a3b1132e15ee
com.github.tadukoo.maven	TadukooLibraryArchetype	0.5.2-Beta		9f458a23849128dc3c2924b53f335236ff01af92
com.google.apis	google-api-services-orgpolicy	v2-rev20210316-1.31.0		c7d01ef56317afb2460f8ea9550918a633966052
com.google.apis	google-api-services-orgpolicy	v2-rev20210319-1.31.0		4cf1df551f757a3c4a68d12d694ed7d029cd4f7e
com.google.apis	google-api-services-orgpolicy	v2-rev20210505-1.31.0		f107ed90e35b01f42ced114ebbb7f0d3dcfa357f
com.google.apis	google-api-services-orgpolicy	v2-rev20210505-1.31.5		12504f31bd521bd9f5b85dc3ada80af62155277d
com.google.apis	google-api-services-orgpolicy	v2-rev20210505-1.32.1		e4728ba9e35344a3abf08772ced2588e50ca7c02
com.google.apis	google-api-services-orgpolicy	v2-rev20210806-1.32.1		7097e84547a45459a3a5ae128e5c234ceb58110e
com.google.apis	google-api-services-orgpolicy	v2-rev20211006-1.32.1		079c4dd6052c67c4a283d94c6479394d635dda86
com.google.apis	google-api-services-orgpolicy	v2-rev20211115-1.32.1		fab39c5ddcc53fc207e5689bdff931b5b1cdae34
com.google.apis	google-api-services-orgpolicy	v2-rev20211130-1.32.1		0c31d692d9046d417ff4cf787323cd86f33296b2
com.google.apis	google-api-services-orgpolicy	v2-rev20220107-1.32.1		92ef499f95802cffd71ad766d7eadef274c37110
com.google.apis	google-api-services-orgpolicy	v2-rev20220129-1.32.1		d9d4dc2fe526206d0822f4a7ede14a8a4f9d47f7
com.google.apis	google-api-services-orgpolicy	v2-rev20220319-1.32.1		dd2d6747bfe2a0b04d398db6217dc1ce45e38973
com.google.apis	google-api-services-orgpolicy	v2-rev20220319-2.0.0		7c925f9f274c4adeeead408b4fff6974cff0b554
com.google.apis	google-api-services-orgpolicy	v2-rev20220812-2.0.0		198fb270d61e77d41490e65ee0d30cd94e06dec1
com.google.apis	google-api-services-orgpolicy	v2-rev20220910-2.0.0		c1dd2021b0ddb802b8b9fb654e6c39c263768be9
com.google.apis	google-api-services-orgpolicy	v2-rev20221016-2.0.0		dca33266adea5305e0cf77e2738e633bc501f81b
com.google.apis	google-api-services-orgpolicy	v2-rev20221024-2.0.0		11a696206c08437e17f3be98089104d1297b6bc8
com.google.apis	google-api-services-orgpolicy	v2-rev20230116-2.0.0		44d447c4ea3492e3903be48ad1fe4dc3b7e7e6a5
com.google.apis	google-api-services-orgpolicy	v2-rev20230207-2.0.0		d9abe3c23292cebe584564589af6f15c7fe1baa3
com.google.apis	google-api-services-orgpolicy	v2-rev20230304-2.0.0		34938dfb2754cb1a37a002f12ba5acd2ffe8ba4f
com.google.apis	google-api-services-orgpolicy	v2-rev20230330-2.0.0		d6924864f5d04ed32eeff6cbe5c2fb9b19b48b2e
com.google.apis	google-api-services-orgpolicy	v2-rev20230405-2.0.0		d19a9931f0ce3c816a9a68e3254e39602c9a6e09
com.google.apis	google-api-services-orgpolicy	v2-rev20230806-2.0.0		2124d341e070c48e2bd68220c2cb5e5aac9ae60c
com.google.apis	google-api-services-orgpolicy	v2-rev20231203-2.0.0		df69d6c8b2a22acae9b5f5cac0efb0139598f334
com.google.apis	google-api-services-orgpolicy	v2-rev20231209-2.0.0		4329df66cc9fb0e3c347f6db183609db76081685
com.google.apis	google-api-services-orgpolicy	v2-rev20240325-2.0.0		5f34cad251c7352c3a49a3e544ae6474771c0177
com.google.apis	google-api-services-orgpolicy	v2-rev20240422-2.0.0		2fff4b2ff2c04a10673db194091d457b3641c4a8
com.google.apis	google-api-services-orgpolicy	v2-rev20240506-2.0.0		d2dc55e4376b3100688b50342726b88d83942f5d
com.google.apis	google-api-services-orgpolicy	v2-rev20240513-2.0.0		daf4e5e6fe7f0f67086711bd071520dcd38bcfc3
com.google.apis	google-api-services-orgpolicy	v2-rev20241021-2.0.0		7625b3ae79420e5e78929e0161091c61f9768f9a
com.google.apis	google-api-services-orgpolicy	v2-rev20241129-2.0.0		d3c2d7fc766c01d44bbb1179c090a0930d7f86dc
com.google.apis	google-api-services-orgpolicy	v2-rev20250117-2.0.0		df278135b06e4c3d10e7c952e1cf267dc1e2479b
com.google.apis	google-api-services-orgpolicy	v2-rev20250418-2.0.0		4fed0803139af2b4c06708616104135b91ed5928
com.gu	scala-automation_2.10	1.0		2e7214fd269c4f68b2443422fc1a6c705331d016
com.gu	scala-automation_2.10	1.1		fd800a2c9697f04d286849c614ca534a78b0cdac
com.gu	scala-automation_2.10	1.10		c0f3e4ce5bb211b3a0cb9ff1c478bcc40944b086
com.gu	scala-automation_2.10	1.11		5e59be1ef443fb6f3ad71ebf6256b88459d37154
com.gu	scala-automation_2.10	1.12		9268c0bf9f7c5fccc0b24456a13dc7c6fe772d5a
com.gu	scala-automation_2.10	1.13		60d9974ba296a88e403855c9f5788793b4eb2a39
com.gu	scala-automation_2.10	1.14		063642f4dc4d3dbdaba4c911899e634582c108f8
com.gu	scala-automation_2.10	1.16		cb1cdab41798f86da3804e4613832233c25b7f99
com.gu	scala-automation_2.10	1.17		5c3942857b7b3da1f3ffeed783a6c027cee16d8f
com.gu	scala-automation_2.10	1.18		84e8db19478345e9acee6db21e2fbf2e1d33a8d7
com.gu	scala-automation_2.10	1.19		e5497db1486dc67d359f23ada30c4a426d2b382c
com.gu	scala-automation_2.10	1.2		7dd242b8885248c95db1c7dad0ef912c2b247f33
com.gu	scala-automation_2.10	1.20		c2a1f27d64bb802b42960400b5150f1e18753828
com.gu	scala-automation_2.10	1.21		fad601136478bc26d86a9ca1dc770d5dcbc326d4
com.gu	scala-automation_2.10	1.22		7cd2159b7c72e44cabe5ce879deccada242b714e
com.gu	scala-automation_2.10	1.23		4659e76c36e07e9380baf39c973bf9a3f93bf77b
com.gu	scala-automation_2.10	1.24		d63dd8f333e576244fffb0c81450c64eabfffe8c
com.gu	scala-automation_2.10	1.25		7b65e3105a2e5bc36a934059b4deb2b2465b06b8
com.gu	scala-automation_2.10	1.26		53eb03af9f1c3f0a43e5070421af67fc8440ddc5
com.gu	scala-automation_2.10	1.27		1da8f6f713a02d8d254ecd5cdfce244179e73518
com.gu	scala-automation_2.10	1.28		9b7e97d7739933924557cd0e60a3287fe54c5e9d
com.gu	scala-automation_2.10	1.29		d2a341a61ceeeca91c469eb340576980c024f3a3
com.gu	scala-automation_2.10	1.3		f20cd05d129967bc229821e8be8da12f44e764c7
com.gu	scala-automation_2.10	1.30		892d9d0718846e3f8e4ff4571acd77b593337de9
com.gu	scala-automation_2.10	1.31		725e5a75778a925038d122f9d80bbb3de36516d2
com.gu	scala-automation_2.10	1.32		6f0e6e0a714fb46d9da05e0e248729bee9b85644
com.gu	scala-automation_2.10	1.33		642a019d13da01a6e649dc82e2cfa0e05d6b6597
com.gu	scala-automation_2.10	1.34		6077138ed970f1ec5370404901d2579656af9573
com.gu	scala-automation_2.10	1.35		59f2051c0d778bff1f6b6c8bdde3b18bf7cf3a15
com.gu	scala-automation_2.10	1.36		e915b5c26d4dc6a1c507869a87f3ebbfeae8c466
com.gu	scala-automation_2.10	1.37		589242a77dd4f5c1019c71fce819e82ff3e08d1e
com.gu	scala-automation_2.10	1.38		3313a3becdc5d589757a221c00ee555e6278e884
com.gu	scala-automation_2.10	1.39		05fac10406e00b6940758186b64646780081d0f4
com.gu	scala-automation_2.10	1.4		169d7320ffb1a1bcaecde9f326a700c97349cd9e
com.gu	scala-automation_2.10	1.40		78ec8ca53ab8fd34504bb6816541a9ea04d35ef5
com.gu	scala-automation_2.10	1.41		41de1120c417222c49fb0392ec0ff86aa54aba3a
