am.ik.aws	aws-apa	0.9.5		c98b8f6333df6b75183684914f1951b943fb47b8
org.apache.flink	flink-gelly-examples_2.11	1.3.3		9eb5b13e44808349c48e0bcd0e36824aba1a61d8
org.apache.flink	flink-gelly-examples_2.11	1.4.0		3d5fbfa28b69a88ca86d60a8f1b1629e52ddd3ca
org.apache.flink	flink-gelly-examples_2.11	1.4.1		8478bb6c379074783ef2b4c0bff99e269f4607f2
org.apache.flink	flink-gelly-examples_2.11	1.4.2		d8852381111321feface3390fa69f553da005370
org.apache.flink	flink-gelly-examples_2.11	1.5.0		3df36b36b00999844e29a1c798bd48151b1ff82c
org.apache.flink	flink-gelly-examples_2.11	1.5.1		63d4b3e763d46fd66b540d25649a3e04291b31ad
org.apache.flink	flink-gelly-examples_2.11	1.5.2		fdc3163229774311a9cbb03956ac2f59a528dca0
org.apache.flink	flink-gelly-examples_2.11	1.5.3		6a605b3ae52bf0e1dadd6296f2b18034c3423859
org.apache.flink	flink-gelly-examples_2.11	1.5.4		62c79de597064150efb831a24ace7519c21ae82d
org.apache.flink	flink-gelly-examples_2.11	1.5.5		f4734f7d75521e165404aebf0e9d6b9f744600bd
org.apache.flink	flink-gelly-examples_2.11	1.5.6		14e44a3df0583ee2985277ec233d17e2cf22a472
org.apache.flink	flink-gelly-examples_2.11	1.6.0		9c827b02ae31c9972376cbff3c6a49693a112eec
org.apache.flink	flink-gelly-examples_2.11	1.6.1		e83b6831fbb0f5f57f3b49c92196ee71bbcf6d42
org.apache.flink	flink-gelly-examples_2.11	1.6.2		ae8bd49d6a4f0e45d310ffe33c5dcbc07932ae01
org.apache.flink	flink-gelly-examples_2.11	1.6.3		4d850a6efea47481855ae47303ff6c38cfd7194a
org.apache.flink	flink-gelly-examples_2.11	1.6.4		da00be7a7ea1b339e2b6506293f62f4e5df50c2d
org.apache.flink	flink-gelly-examples_2.11	1.7.0		75d794511929f7f2bdc64a442cf6f3a3d9f8b694
org.apache.flink	flink-gelly-examples_2.11	1.7.1		31e2525c1967800bea048ad8fc55f0a59034efed
org.apache.flink	flink-gelly-examples_2.11	1.7.2		3e3a56ab51b5daabbc106186995a15cee44fe40f
org.apache.flink	flink-gelly-examples_2.11	1.8.0		03ca381e45bad6f95c8061a13f0cb55cbce7154f
org.apache.flink	flink-gelly-examples_2.11	1.8.1		ac132431441d75f9d09095131d7b3bbe3d16cccf
org.apache.flink	flink-gelly-examples_2.11	1.8.2		9d7b9140154086d01a49538a27a96cce28f76eb4
org.apache.flink	flink-gelly-examples_2.11	1.8.3		970fab9335906856feb77dafca8df73fe9a85afe
org.apache.flink	flink-gelly-examples_2.11	1.9.0		7e428b0a3fe9c421c6196367fb454e3288ac4761
org.apache.flink	flink-gelly-examples_2.11	1.9.1		5374987c26b3dd0cc927717cfdd9c8930040e767
org.apache.flink	flink-gelly-examples_2.11	1.9.2		b76584ee73515b876599e8a542b1f1404604ccc0
org.apache.flink	flink-gelly-examples_2.11	1.9.3		36cebd37277fddf1edc1f790c6edb343a63dbe7d
org.apache.tika	tika-pipes-integration-tests	2.0.0-BETA		44ccac00eabed92909502e3ba2aed580373f7d71
org.clulab	processors-corenlp_2.13	8.5.3		c6587e8bfb6d7a97e6b2b31b9fe057089501ac77
org.clulab	processors-corenlp_2.13	8.5.4		3a850b5b2c822102bb6fcd363412891f47371a24
org.datanucleus	datanucleus-api-jdo	3.0.0-m1		1f3539d93924f5f0c97041c09e584089ff4cb0b9
org.datanucleus	datanucleus-api-jdo	3.0.0-m2		de01f994ebbab568ff80dd041b66305a300fef89
org.datanucleus	datanucleus-api-jdo	3.0.0-m3		0579f2a39044e7237cfd17b2718430be58a7caa7
org.datanucleus	datanucleus-api-jdo	3.0.0-m4		e2b4b8dabdbe434cf615433bb06c90690418c121
org.datanucleus	datanucleus-api-jdo	3.0.0-m5		49210cd6db6f618643026e2158c18251fe74239a
org.datanucleus	datanucleus-api-jdo	3.0.0-m6		4c3a996536a5fe12ca27e1887b60ce93c2eb01a7
org.datanucleus	datanucleus-api-jdo	3.0.0-release		8e056c9ce1857368a09e6690e8ea556c2164c32a
org.datanucleus	datanucleus-api-jdo	3.0.1		216bb92acb8f01b9827eb2ce22e16ba84d0cf057
org.datanucleus	datanucleus-api-jdo	3.0.2		66ffa88c8955930a6acde2d49c1e55092e49f3a3
org.datanucleus	datanucleus-api-jdo	3.0.3		449fc4906fec8d639ba4bef960629db7d37d2cd2
org.datanucleus	datanucleus-api-jdo	3.0.4		6360c333f05c48169b8bb1a020511250f5f92721
org.datanucleus	datanucleus-api-jdo	3.0.5		e59890e0a599fa276cf427df93ad0a95a6632437
org.datanucleus	datanucleus-api-jdo	3.0.6		8f644cb7f9d0db8fea1fc516678127bab2a8d753
org.datanucleus	datanucleus-api-jdo	3.0.7		a2b3f3dd79c8c728ef5bccb1ecd36904c5dd0f14
org.datanucleus	datanucleus-api-jdo	3.0.8		f441a51927d78c513efdfa6b34893cb9d86a6343
org.datanucleus	datanucleus-api-jdo	3.1.0-m1		a72373e8e4ca39c7c5adacc3d688f6be719944a5
org.datanucleus	datanucleus-api-jdo	3.1.0-m2		d3eb1d5fda6928cd03599d9ab77afe4751e9e34d
org.datanucleus	datanucleus-api-jdo	3.1.0-m3		133560231ded59c1ce2df301cec5985ed4f5a43d
org.datanucleus	datanucleus-api-jdo	3.1.0-release		e0d4aba11f1fbd617c5a73fd6166f6098c498688
org.datanucleus	datanucleus-api-jdo	3.1.1		e1c53ac9a9a0867da9f4136b8df58173c2d5b170
org.datanucleus	datanucleus-api-jdo	3.1.2		48fdc7431ae2a7fc4a0949b54b02bcd7907372a7
org.datanucleus	datanucleus-api-jdo	3.1.3		2b516725909217520c9c55b591b5e48ab3a0dc64
org.datanucleus	datanucleus-api-jdo	3.1.4		f9386b31bbb668bdd8c5aface299456f6b6ea3ae
org.datanucleus	datanucleus-api-jdo	3.2.0-m1		4518789024ba49559c0f3eb52a807c06d7ae616c
org.datanucleus	datanucleus-api-jdo	3.2.0-m2		aa75df3949bbcb19d5a0d96328e2f0ff4cb9e930
org.datanucleus	datanucleus-api-jdo	3.2.0-m3		f4e461be8c7085ba1c04fac9427098101656304c
org.datanucleus	datanucleus-api-jdo	3.2.0-m4		eddc0bd96330ee7bffb8e75cbdc3cde176fb7ce8
org.datanucleus	datanucleus-api-jdo	3.2.0-release		5622fbb5adcf643fe54751f1bde4dbeda7239496
org.datanucleus	datanucleus-api-jdo	3.2.1		d1fddd1ef128986993044e6820f996d738a4b915
org.datanucleus	datanucleus-api-jdo	3.2.2		0ed67682a8f24a748f8ebd4124bb88ec923dd163
org.datanucleus	datanucleus-api-jdo	3.2.3		7f0b9b2617c902c5d0c584578b48a3d734fc624a
org.datanucleus	datanucleus-api-jdo	3.2.4		6824e7e064f21d6b2f0c7df2c5aaf3fe1944c320
org.datanucleus	datanucleus-api-jdo	3.2.5		9114439093744d34499f4753db04420960a92a98
org.datanucleus	datanucleus-api-jdo	3.2.6		cb21100ecc0d2e80dfd62067046c8a2a25a95c50
org.datanucleus	datanucleus-api-jdo	3.2.7		946909399a8fba1350df3553043795b018d77d88
org.datanucleus	datanucleus-api-jdo	3.2.8		efc60221fbc91e95cf5758b98c6c5531660696cb
org.datanucleus	datanucleus-api-jdo	4.0.0-m1		4dcc3bbbaed273e707c493e30b64bad2520bd5fb
org.datanucleus	datanucleus-api-jdo	4.0.0-m2		dbc7025d3e71b75fdbdac43e33ca50a444feb04d
org.datanucleus	datanucleus-api-jdo	4.0.0-m3		d672908aabda8742c217aa2612edda3d0f5080ba
org.datanucleus	datanucleus-api-jdo	4.0.0-m4		862f823bdaf203136fdb0da2b231578dad4ca26b
org.datanucleus	datanucleus-api-jdo	4.0.0-release		88082fe33cd5b08bd62cac7b908877a05cfeb354
org.datanucleus	datanucleus-api-jdo	4.0.1		1c76c6d4a6d990187873c32b16735ee3dfadce64
org.datanucleus	datanucleus-api-jdo	4.0.2		05c83ee28a46a705f5f5b2f2e80b97653d63c9a0
org.datanucleus	datanucleus-api-jdo	4.0.3		da9b1252d04bc3a9d6db08f90b2037f0c6f0b0df
org.datanucleus	datanucleus-api-jdo	4.0.4		679890c100af83432700e5a5a52d98f31a18231d
org.datanucleus	datanucleus-api-jdo	4.0.5		d12e5369152fe051875eb078a2b856849558e38c
org.datanucleus	datanucleus-api-jdo	4.1.0-m1		c1be76598c32807e148a97ac2e8ea565ef8c3e5a
org.datanucleus	datanucleus-api-jdo	4.1.0-m2		a430e48d87353e11739da61f0e7a07c88aa2c1b6
org.datanucleus	datanucleus-api-jdo	4.1.0-m3		bdc8a10a8aee1a89c3bf4c93916d06d43ed6e777
org.datanucleus	datanucleus-api-jdo	4.1.0-m4		aa124da17953017dd6746363fe64def038340ec9
org.datanucleus	datanucleus-api-jdo	4.1.0-release		6e74ce8a27fad2b46d7a2fc315ec68cd2c217943
org.datanucleus	datanucleus-api-jdo	4.1.1		7d4b0868a40702e5d8291d1583619c0a760903df
org.datanucleus	datanucleus-api-jdo	4.1.2		b9f408d8a751e98b4a825968e245b7787fe2b491
org.datanucleus	datanucleus-api-jdo	4.1.3		b5e548f4ef0e8bf381d784222d7c20d9a5b4b0cd
org.datanucleus	datanucleus-api-jdo	4.1.4		24ccf13944c30531e385696f07a636f9f6a0e9f3
org.datanucleus	datanucleus-api-jdo	4.2.0-m1		1601764cb7b39e5a38a1b897a76f9d9466fb14ef
org.datanucleus	datanucleus-api-jdo	4.2.0-m2		c8ce369b93e5e8f0f04e32829780004eedc860a8
org.datanucleus	datanucleus-api-jdo	4.2.0-m3		9fad427766874c3565048288a12ad11916480608
org.datanucleus	datanucleus-api-jdo	4.2.0-release		4b58c85e8338092b88862cdfbf4abcf1e67c7ad2
org.datanucleus	datanucleus-api-jdo	4.2.1		826d0e46ee6d81415ab06ac6e44e901fd2867b5e
org.datanucleus	datanucleus-api-jdo	4.2.2		e03941df9531463f34cc05054c4513f38edb8a0c
org.datanucleus	datanucleus-api-jdo	4.2.3		338da2c3169a4942d22c846a85c7e16dd85d9991
org.datanucleus	datanucleus-api-jdo	4.2.4		7e2c71f7eb9b40b660d009c3ea1b55fb71694bca
org.datanucleus	datanucleus-api-jdo	4.2.5		ade4fca125ec77fe6194cde7de3479b1f753649a
org.datanucleus	datanucleus-api-jdo	5.0.0-m1		ec759d654252d05879ab5a24ced6229e1345983e
org.datanucleus	datanucleus-api-jdo	5.0.0-m2		79e91579b3134963e5cb707be68e0a35deb32d20
org.datanucleus	datanucleus-api-jdo	5.0.0-m3		48ad96e13daea8b3a2624bb772b061b3193eca0f
org.datanucleus	datanucleus-api-jdo	5.0.0-m4		3a498a75608707cf98064b8a8fec5094644d2c1c
org.datanucleus	datanucleus-api-jdo	5.0.0-m5		8b58d6f8987ad45dbfcdb255d7815785515b5602
org.datanucleus	datanucleus-api-jdo	5.0.0-release		a5c90ef27fcf23a2155a1a05e8a6dc65eea896f4
org.datanucleus	datanucleus-api-jdo	5.0.1		2a1936570582fa6122fd72ca95a6eb0575417905
org.datanucleus	datanucleus-api-jdo	5.0.2		50c2af6679ea1f1ed4e97449c0426bdcc5073fcf
org.datanucleus	datanucleus-api-jdo	5.0.3		455d62281214730f78305f72e8dff15b6b27f361
org.datanucleus	datanucleus-api-jdo	5.0.4		efcdfea55c608424695886b9f18367998dbe5756
org.datanucleus	datanucleus-api-jdo	5.0.5		1bb349b6169a848a599ce60d83dcec85f140eed4
org.datanucleus	datanucleus-api-jdo	5.0.6		57d05202faebc34c460185546c45ad8256e4335c
org.datanucleus	datanucleus-api-jdo	5.0.7		fa016512e43ace24ce8820747e75962ece5a459b
org.datanucleus	datanucleus-api-jdo	5.0.8		cfd390b0f2dfae1318ad252fb6a4cdd424d79551
org.datanucleus	datanucleus-api-jdo	5.0.9		eb0764f94d7189351bada20932bcc74411cc0fa7
org.datanucleus	datanucleus-api-jdo	5.1.0-m1		8abc73572aa50c040ee5d00e0025d11eec973de6
org.datanucleus	datanucleus-api-jdo	5.1.0-m2		5412273c398c5183933f0360a632c4357651771d
org.datanucleus	datanucleus-api-jdo	5.1.0-m3		98a1837e92b3ba5230a0ee3e257e096e4d7a1399
org.datanucleus	datanucleus-api-jdo	5.1.0-m4		58b16301639b81e35d8a0cb734115f6f7b03952b
org.datanucleus	datanucleus-api-jdo	5.1.0-release		e35abd76395bbfd6beaa4e50607ec2917334369a
org.datanucleus	datanucleus-api-jdo	5.1.1		4bc7650cdcd725866d6304f629f040c1d7bc6aaf
org.datanucleus	datanucleus-api-jdo	5.1.2		f6c641469e46b9c7bef71b609eb00776fc92b26d
org.datanucleus	datanucleus-api-jdo	5.1.3		82d23edc723a894bf30e2cc68d707486226523fa
org.datanucleus	datanucleus-api-jdo	5.1.4		8fe75a96ac2b5520f232030a0a2a03a2e85ecd53
org.datanucleus	datanucleus-api-jdo	5.1.5		09b5e4113b0384e0a8fe88b001172b62255bb832
org.datanucleus	datanucleus-api-jdo	5.1.6		fc565ecc16d1326bbd937d2d7401fd2b0298eae8
org.datanucleus	datanucleus-api-jdo	5.1.7		b1a0c3ec1edc3ae46aec4997cbefd26762387c4a
org.datanucleus	datanucleus-api-jdo	5.1.8		e49f1db9659f1f99af41b5e7d774e809e8212b3c
org.datanucleus	datanucleus-api-jdo	5.1.9		3cf31477c4229b28bdccf1aab97e0634b2c2424f
org.datanucleus	datanucleus-api-jdo	5.2.0-m1		7a7eebe9e9d3799f0f3d9bc2f7f78e0d3d3470aa
org.datanucleus	datanucleus-api-jdo	5.2.0-m2		7d070fef5b21caa001061839eb03b843405a7768
org.datanucleus	datanucleus-api-jdo	5.2.0-m3		329167969b1cbe217c5fb123724bf366123392aa
org.datanucleus	datanucleus-api-jdo	5.2.0-release		b96196672628c819ccb08a6c492711f8b62e71aa
org.datanucleus	datanucleus-api-jdo	5.2.1		8397cf14ab07fa151189ac91d2aa5ab36bd3bda5
org.datanucleus	datanucleus-api-jdo	5.2.10		b542c073460921bde8e0b957ba9d1369465f17da
org.datanucleus	datanucleus-api-jdo	5.2.11		7ac95117b96c5b4be21ba2d7b2bd64b6c82ce250
org.datanucleus	datanucleus-api-jdo	5.2.2		580235cbd1a25d087e2abe4e44bb153beeec54f2
org.datanucleus	datanucleus-api-jdo	5.2.3		16cad3799166b25e3fd9002052129e20f5b85bc8
org.datanucleus	datanucleus-api-jdo	5.2.4		8d26dc3178dabee5b7165a9cc72f7ff011e2dfec
org.datanucleus	datanucleus-api-jdo	5.2.5		9598b197129a99209a1e3bfe30b5efadbeb1e38f
org.datanucleus	datanucleus-api-jdo	5.2.6		9bcfbafb1c01dc6e275e421434e958bc130076b7
org.datanucleus	datanucleus-api-jdo	5.2.7		9e4d99b1fed299c0f6325e50453172684e5834f5
org.datanucleus	datanucleus-api-jdo	5.2.8		f9433211291d9e136badbdb5122655e15dae58f7
org.datanucleus	datanucleus-api-jdo	5.2.9		4d3e1c76e003d2087b399e1f89e9b02eecd24737
org.datanucleus	datanucleus-api-jdo	6.0.0-m1		6acd0b109c05e411a165da0e52300c96edfb961f
org.datanucleus	datanucleus-api-jdo	6.0.0-m2		4ad94ebf843124d561674bb2091d16eb175a5ec8
org.datanucleus	datanucleus-api-jdo	6.0.0-m3		bbbc0b6dc434d7f680fbf8d65b4777819586f4f8
org.datanucleus	datanucleus-api-jdo	6.0.0-m4		03e24a903a2276d96b891997add134d136b02d76
org.datanucleus	datanucleus-api-jdo	6.0.0-m5		707b1ed1c2432b65778ec3e96a40d2d84bce9418
org.datanucleus	datanucleus-api-jdo	6.0.0-release		8936b95d58b063ee13e18a9a8ef1feb7f8077b67
org.datanucleus	datanucleus-api-jdo	6.0.1		7183a10244b6804dcbe9a74e1bb47190765c3d9b
org.datanucleus	datanucleus-api-jdo	6.0.2		0dd0a51dbe564618f6540111483b7f1b1b5209ce
org.datanucleus	datanucleus-api-jdo	6.0.3		bafbeddc996e43795a3a6259e3419aa3a6b27f21
org.datanucleus	datanucleus-api-jdo	6.0.4		9dfb608be794a9edac7173a94d3e9bcfa0e35eab
org.datanucleus	datanucleus-api-jdo	6.0.5		30f49348795e1d2e9a8e1613e9dbc6c3f851f1ca
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.0		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.0.alpha0		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.0.alpha1		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.0.alpha2		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.0.alpha3		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.0.beta0		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.0.beta1		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.0.beta2		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.0.beta3		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.0.beta4		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.1		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.10		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.11		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.12		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.13		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.14		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.15		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.16		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.17		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.18		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.19		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.2		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.3		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.4		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.5		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.6		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.7		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.8		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.0.9		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.1.0.alpha0		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.1.0.alpha1		N/A
org.eclipse.jetty.ee8.demos	jetty-ee8-demo-proxy-webapp	12.1.0.alpha2		N/A
org.into-cps.vdmcheck.fmi3	ls-bus-model	1.1.3		4c9b61ab7cb60d8c2cb3a7aa444bb28af260ba66
org.jamel.j7zip	j7zip	0.0.1		a1fd0253d78dac46feee4f7b67b8d23366582c2c
org.opencompare.io	io-wikipedia	0.4		5066e7597dfb74347df42e94dba224348dacbfae
org.opencompare.io	io-wikipedia	0.5		27d6228d329791352bf1232d8bf22b271f9540c3
org.opencompare.io	io-wikipedia	0.6		51083cb7ba3c9d28fcef81b9aa9b0994a4785a9b
org.opencompare.io	io-wikipedia	0.6.1		01ae90010925e8d29aa81c3741e9561c54417070
org.opencompare.io	io-wikipedia	0.7		9626c15051ffd8e631a458b7de65e8c55af39feb
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	0.7.0		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	0.8.0		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	0.8.1		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	0.9.0		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	0.9.1		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.0.0		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.0.1		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.0.2		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.0.3		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.0.4		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.0.5		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.0.6		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.0.7		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.0.7-01		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.1.0		N/A
org.rapidpm.dynamic-cdi	rapidpm-dynamic-cdi-modules	1.1.1		N/A
org.sakaiproject.basiclti	basiclti-api	10.0		0499d1ebf00789c0de0024ef67bfa9207c46dbed
org.sakaiproject.basiclti	basiclti-api	10.1		18aa360cd6e564976371282806d8fbc634cbc306
org.sakaiproject.basiclti	basiclti-api	10.2		4c50c7715377d3d5b424aab29dfd4464d205c94a
org.sakaiproject.basiclti	basiclti-api	10.3		c09ae989b256bec2566d54ca6b5bc563d527113f
org.sakaiproject.basiclti	basiclti-api	10.4		f297b7c476a0914140d1e7a19e4b32f0ef98c03b
org.sakaiproject.basiclti	basiclti-api	10.6		7575481b9831aa24dd4fc9dae1b3955daad5804f
org.sakaiproject.basiclti	basiclti-api	10.7		a7cc16d104d8dc1e99571cca463f5a9f3098a080
org.sakaiproject.basiclti	basiclti-api	11.0		743c14849bb8214ba6ce03c845aea727d3996e83
org.sakaiproject.basiclti	basiclti-api	11.1		e30421cc28a616ea4873c701b094afa9779a5e8f
org.sakaiproject.basiclti	basiclti-api	11.2		c9db82625cc00893226b1e647bb4fd05bc92b5b4
org.sakaiproject.basiclti	basiclti-api	11.3		611d6b28047755dea0d5cf5125082e8b101dbecd
org.sakaiproject.basiclti	basiclti-api	11.4		6ebbe6a853994524a720f207db5e119ae4701126
org.sakaiproject.basiclti	basiclti-api	12.0		421f943150322dd13cf09957afa30c9addd98b1b
org.sakaiproject.basiclti	basiclti-api	12.1		52ba218fca67b52a00d80300bc9d2020d37d77ae
org.sakaiproject.basiclti	basiclti-api	12.2		56e45fa6c9d19d764c672bebb2a51d532ddb8506
org.sakaiproject.basiclti	basiclti-api	12.3		9b8eb68e415c4648fb32e91c3b75d9a8f9d7ee1e
org.sakaiproject.basiclti	basiclti-api	12.4		2abef1c1b5171843fe5e9493ab2f8eceb6d846fe
org.sakaiproject.basiclti	basiclti-api	12.5		410fd9190f9905852305e68bcb88a3211462b291
org.sakaiproject.basiclti	basiclti-api	12.6		0828ba6f773b1ca2209ced2d8173229e63b81e58
org.sakaiproject.basiclti	basiclti-api	12.7		18a45165659eb271ade06048a2ba74dd1387812c
org.sakaiproject.basiclti	basiclti-api	19.0		41606de7af07ae8e526c612ff020cdbf22b10ed6
org.sakaiproject.basiclti	basiclti-api	19.1		209b5a92a1592ea48a64e954ac57277aac633bdd
org.sakaiproject.basiclti	basiclti-api	19.2		72543ff2bb60ce111d688456a84cb5ada96a9b50
org.sakaiproject.basiclti	basiclti-api	19.3		1e0185addfa05155f21bb514631610a63a5967b9
org.sakaiproject.basiclti	basiclti-api	19.4		45a82c0e84edcc948206277e11a9ba0f3f10f68c
org.sakaiproject.basiclti	basiclti-api	19.5		5157186969cd2188cf904ac59f1c4de1c1a43b6e
org.sakaiproject.basiclti	basiclti-api	19.6		c13c6e871e7ceac368841b0a99a282e5ffe5e41f
org.sakaiproject.basiclti	basiclti-api	2.0.0		d7b2aec7ec9abec6a3e3859a5fdb795f2429844b
org.sakaiproject.basiclti	basiclti-api	2.0.0-b03		26150e251074adf8a71e1b3c00605828d0fefa7c
org.sakaiproject.basiclti	basiclti-api	2.0.0-b04		69eed08898aefe3f7b26306bcf4286c7fe67a6c7
org.sakaiproject.basiclti	basiclti-api	2.0.0-b05		05f610c3971b1c0d6f93833c2127254315964688
org.sakaiproject.basiclti	basiclti-api	2.0.0-b06		6f5ef7ec322291e11cb4cfe6b922f2233d17df76
org.sakaiproject.basiclti	basiclti-api	2.0.0-b07		729d217770495ec25465b9ae4937692c5f6a5d1f
org.sakaiproject.basiclti	basiclti-api	2.0.0-rc01		0c069d597246865f477c6f957c1fa5ff17d4f6e1
org.sakaiproject.basiclti	basiclti-api	2.0.0-rc02		5cb50334bd95c1e162a20382f188cba2fd65f45f
org.sakaiproject.basiclti	basiclti-api	2.0.0-rc03		55029a9019cbb3e7afbbfaefdf0b3bbfa5f22203
org.sakaiproject.basiclti	basiclti-api	2.0.1		2dc5eff00673493db8ef86de527c2c88fab3c5be
org.sakaiproject.basiclti	basiclti-api	2.1.0		d4d51026341d78ee1eca1e93c4d38aaa76aebecf
org.sakaiproject.basiclti	basiclti-api	2.1.1		bddb704ba2f0213232884883e6956e42419ee8ac
org.sakaiproject.basiclti	basiclti-api	2.1.2		71149a9e7109d6b7da8275c4cf521e6d771377e1
org.sakaiproject.basiclti	basiclti-api	20.0		bd2527dc1e5ec98c01d00d6418c6a6497e3c0f46
org.sakaiproject.basiclti	basiclti-api	20.1		9990618b00046344b5a99ae6e758717c6cf3f880
org.sakaiproject.basiclti	basiclti-api	20.2		0bc01499ab0dbaf508995ca52b2c6be9f01fecd4
org.sakaiproject.basiclti	basiclti-api	20.3		59ae2716ce437768b74dc3ecff72bf8079329f58
org.sakaiproject.basiclti	basiclti-api	20.4		ad4e9c19f6aada64a8effd07d4f107e432a8694f
org.sakaiproject.basiclti	basiclti-api	20.5		e9479e6fdaa2adf9fffef9e3f787bcefc10fafeb
org.sakaiproject.basiclti	basiclti-api	20.6		e8e2b4c0fde97347c7692b6cd8543739f5861085
org.sakaiproject.basiclti	basiclti-api	21.0		5808049293ad2815fe582cf59215851397f8faf2
org.sakaiproject.basiclti	basiclti-api	21.1		d15ba71d0ba44fe772a7e4b9f95487d824c3ca0d
org.sakaiproject.basiclti	basiclti-api	21.2		25fa84083ca4139a6730a2ba828e5a37f8416142
org.sakaiproject.basiclti	basiclti-api	21.3		a45fd96ed0eada64d228c0f0de7847e99f98480c
org.sakaiproject.basiclti	basiclti-api	21.4		932510872615bb1c6420585d0a811cdaeccf97e2
org.sakaiproject.basiclti	basiclti-api	21.5		7358fd91257ddcff2dbec76e0811ce4211ff6886
org.sakaiproject.basiclti	basiclti-api	22.0		9fac1f2dd4693f2b598f24d8fd341087932c8b72
org.sakaiproject.basiclti	basiclti-api	22.1		095de9888aa0a534124fedb5f104504b126fb504
org.sakaiproject.basiclti	basiclti-api	22.2		bf417f982c7023fc442338d00320c17226555b8e
org.sakaiproject.basiclti	basiclti-api	22.3		1b28d010cc9b90c033ca3a8be8d0448926ac688f
org.sakaiproject.basiclti	basiclti-api	22.4		907a4067d3cc76b332f6ca3a569d5b67258556c8
org.sakaiproject.basiclti	basiclti-api	22.5		2354d92f0dbe77ab856b1089469582b0bd7a9546
org.sakaiproject.basiclti	basiclti-api	23.0		1764160a9f8772de3fee5fc02257b4a0f76dea4c
