ca.dsolutions	javafx	1.0		e870b2d60a98ab560e29dc7b91b5a26691d4bf77
com.ganshane.xcoin.protobuf	xcoin-member-protobuf	0.3		399d0c36baca9a3f32d707733cdde44af9ef2632
com.ganshane.xcoin.protobuf	xcoin-member-protobuf	0.4		1df5604fe5df1aa8ff29aa2041077286dfa71db3
com.ganshane.xcoin.protobuf	xcoin-member-protobuf	0.5		ba9e613716a55ba908727b5174bac8b9b0bdbfe6
com.github.allantl	value-entry_2.12	0.1.0		20f096b031b8c6571eb5baa50b8cf70504645484
com.github.allantl	value-entry_2.12	0.2.0		3327b6e2f2c15aaca7b05441252cee1f124e2c9c
com.github.allantl	value-entry_2.12	0.2.1		7e4cf1185bc1685e107f50d2a0f6bce1a5ba0fdd
com.github.geirolz	toolkit-testing_2.13	0.0.10		ce97d86164ec68a73060a86079ea52cf083dd069
com.github.geirolz	toolkit-testing_2.13	0.0.11		d0a965e7ae8c2845bccaef3285c8499ded6d7683
com.github.geirolz	toolkit-testing_2.13	0.0.12		4f7b094f0dfd809a410dcca5354c8b38710920de
com.github.geirolz	toolkit-testing_2.13	0.0.8		261dd31be12156bf5cf8d720689cf88973cc753e
com.github.geirolz	toolkit-testing_2.13	0.0.9		0f195a0cc0c9759dc0ceeb34d4ceb0f2aa15d69f
com.github.myoss.maven.plugins	archetypes-maven-plugin	1.0.0.RELEASE		ee685b1066401b0892d7f5084db9ed95503db60d
com.github.myoss.maven.plugins	archetypes-maven-plugin	1.0.1.RELEASE		99b018e98f27c3b68eda85e019dbdc9874b1d8f1
com.github.myoss.maven.plugins	archetypes-maven-plugin	1.0.2.RELEASE		cadceada23b372774a8c78a34cab824cc5ff60ca
com.github.myoss.maven.plugins	archetypes-maven-plugin	1.0.3.RELEASE		6464ec1e1ab9d1eb3e96479407fcc371131baed3
com.github.myoss.maven.plugins	archetypes-maven-plugin	1.0.4.RELEASE		0beb2cdc4ea6f4fe6404fd3d7832a70fbd62f9d4
com.github.myshzzx	mlib-media	2.0		6888accc156ed14174d80835dff4079667fd726f
com.github.myshzzx	mlib-media	2.1		10bbc972055142f53acacf234902700df6b232ec
com.helger	ph-db-api	1.1.0		ab361b276907ae52799e4e77b117b5abbf94fb7d
com.helger	ph-db-api	2.0.0		725b5c168311dee43e11c2e08f2d9353252615b4
com.helger	ph-db-api	4.1.0		181ce07c65c69742f4dadd4dd712db7345f2ae8f
com.helger	ph-db-api	4.1.1		88014e43b149f833043f3668af71232beddc9ca4
com.helger	ph-db-api	5.0.0		af669ecc41f0082c0855aed19914678275f18b23
com.helger	ph-db-api	5.0.1		a2673ff5b88730f03f8f2619ff2817373de1dbc3
com.helger	ph-db-api	6.0.0		f379948f895b73f79332e0914391733f6899510c
com.helger	ph-db-api	6.0.0-b1		229898293b56b4d20b8ea7ec08c303aa8b36651d
com.helger	ph-db-api	6.0.0-b2		60d36729defa26622b957036afda63c6e7b41abe
com.helger	ph-db-api	6.1.0		7c759988c46fb0e6dedd794c318932fa4b13c4ed
com.helger	ph-db-api	6.1.1		075c50c2e47dab632f0723cc5502fc88b47cfcf8
com.helger	ph-db-api	6.1.2		eb6ddf24bc7bd3d1dd3955e2cac351c4acd5a390
com.helger	ph-db-api	6.1.3		6d4a9250116d93c8a079f96f0ced4f93cb935e21
com.helger	ph-db-api	6.1.4		81a52ca6b64102e853751684be6f6185451b36bb
com.helger	ph-db-api	6.1.5		2dc49dc01ba509ff1b734ed3b5834377df032915
com.helger	ph-db-api	6.2.0		86c1753514ef263011b4110bdb6e928e0ef0fd53
com.helger	ph-db-api	6.2.1		ac2ffb2da90d9d1385c5b68f1226e780ad757315
com.helger	ph-db-api	6.3.0		67393f224e0ff8b3ffc7929d606feea475bf6315
com.helger	ph-db-api	6.3.1		05fa63b1598abbdf10c8c5810e210e91345949eb
com.helger	ph-db-api	6.4.0		14748f440e400c83fad5881a34a5ba3ad5770412
com.helger	ph-db-api	6.5.0		bd4b35f9fcfe07f83a15a17450e4176c7aa637ce
com.helger	ph-db-api	6.6.0		62ccb44837e4eedb80743594f38f6b4c6864c460
com.helger	ph-db-api	6.7.0		ffa147854d686daa9eb152b30b0d4a0bad91ebcb
com.helger	ph-db-api	6.7.1		dd12b3faab03a00acc399ac219622637a0ca37b5
com.helger	ph-db-api	6.7.2		688535f57bf0aa0ba6f12870f873f7773c5a51d6
com.helger	ph-db-api	6.7.3		561183c4dce6a394ff6041c6088a14b8e74bdfa4
com.helger	ph-db-api	6.7.4		6630e5d06c7e00e8810eaeea8c5441f32d456516
com.helger	ph-db-api	7.0.0		afc981b734d5ab2e02a3ce69486f9f272154e852
com.helger	ph-db-api	7.0.1		6190f384c94634784d38411ff791a2d5247676d0
com.helger	ph-db-api	7.0.2		106e2384b1e1ec0fa3818f80aff9f3cfe1060788
com.helger	ph-db-api	7.0.3		78ec09038e2d8c32b65b9efd57237474b5e03a7d
com.helger	ph-db-api	7.0.4		aace1660e69e7f67561953677194eb02ff294140
com.helger	ph-db-api	7.0.5		fc06c3822e967564c164748e56169b3bc9b5929a
com.helger	ph-db-api	7.0.6		72e38ff348b6dbcb8efa3e67687abc7d94d2a3f4
com.helger	ph-db-api	7.1.0		04b1e8bb03d5d3a4e6ca2c4b07044768386cea90
com.imsweb	seerutils-gui	1.10		2cc504f8ba89cd6c95f3689be3dc767ef1d2f5ea
com.imsweb	seerutils-gui	1.11		cb3bf524bfce0c180f85e7825fd445999dd15f3e
com.imsweb	seerutils-gui	1.12		5ebf0f50a3e97ce1880ab5a9eb73ff0f96be258d
com.imsweb	seerutils-gui	1.13		00a05fe73df6e998fafd490cac59d7ffe9457909
com.imsweb	seerutils-gui	1.14		ac29a1b10d221d2a3f2fc5948f4942bc243e5199
com.imsweb	seerutils-gui	1.15		4812f07d5974aec1ab9ce25900a3e5ba37f8c408
com.imsweb	seerutils-gui	1.16		80d1bfeec60a31354474624a9f35a78cee5d8b5c
com.imsweb	seerutils-gui	1.17		19f3ee6f41637fdb8ba96c74bac0f6645d205e72
com.imsweb	seerutils-gui	1.18		9d2df1d5a4130c948e6ef9a6a6c69f1a292f3792
com.imsweb	seerutils-gui	1.19		5a084154625257fc671939f628d81ea4db4c4e5a
com.imsweb	seerutils-gui	1.20		5a52841cb3df3d3f0d55708de8ab3bf5036ec6a9
com.invirgance	convirgance-yaml	1.0.0		66ac031abac389b77895d7c38680527ddd6b225c
com.kasinf	ks-boot-autoconfigure	1.0.1		00ecd8e762d4ea0895af77a1f3b3dc8180dce0ce
com.kasinf	ks-boot-autoconfigure	1.0.10.RELEASE		abcd4e6d0f298b78d07bbde0c9b54d973a465742
com.kasinf	ks-boot-autoconfigure	1.0.11.RELEASE		24450bc1e80ddf9b9a9aeef31b162bf8bb713ee6
com.kasinf	ks-boot-autoconfigure	1.0.2		ae0a25e05c0052b5598b2a634ad5debef4434e05
com.kasinf	ks-boot-autoconfigure	1.0.5		d48f013cf56e25e64102534ef7ecfa3a92455293
com.kasinf	ks-boot-autoconfigure	1.0.6.RELEASE		2112274da390da46b40f31806ec6fbc157769768
com.kasinf	ks-boot-autoconfigure	1.0.7.RELEASE		3879df3faa9da8b9b3f0aca1799d44d07839625a
com.kasinf	ks-boot-autoconfigure	1.0.8.RELEASE		157fe24b8f12490fb8ca55527e0dfb5e4cc29525
com.kasinf	ks-boot-autoconfigure	1.0.9.RELEASE		6da9230a23e9c6840e63e50608d3f3e04fc16748
com.kasinf	ks-boot-autoconfigure	1.1.0.RELEASE		815ea0f7365a1d7fa1eaa6093d1598222ac7a2e5
com.kasinf	ks-boot-autoconfigure	1.1.1.RELEASE		beac3703c7d3fdb800e2b123e6b32ad6eceff2d9
com.kasinf	ks-boot-autoconfigure	1.1.2.RELEASE		0f181f4b5ee9f0d68a287ecca6229170f04be4ce
com.kasinf	ks-boot-autoconfigure	1.2.1.RELEASE		be4da49aa4de9e0e2aa02acf905aa3fd8195c349
com.kasinf	ks-boot-autoconfigure	1.2.3.RELEASE		f721a9f4e8cc020a02e4bd2fe5c6d82b6f6092f9
com.kasinf	ks-boot-autoconfigure	1.2.4.RELEASE		e31a1416e108da6565dd914847330280e3e8ba79
com.kasinf	ks-boot-autoconfigure	1.2.5.RELEASE		d457e39850a7e0fb4c8e976c4114889d2cecb269
com.kasinf	ks-boot-autoconfigure	1.3.0		fe3e3a90c09770bc6938c598741cc4662b08d004
com.kasinf	ks-boot-autoconfigure	1.4.0		596efd743263c025828ece241d64c07fc5ff464b
com.lifeonwalden	app-microservice-common	1.0.5		e2fa044dc271e56ffe1654f58990d09ea592956d
com.lifeonwalden	app-microservice-common	1.0.6		0d44b53e066700e513dcbead23f9286b74028be6
com.lifeonwalden	app-microservice-common	1.0.8		835a161371cc7b9d671965aed39e1a12b39b50a6
com.lifeonwalden	app-microservice-common	1.0.9		47179fab1ddddf68401324df994d2b57bbe76e47
com.liferay.commerce	com.liferay.commerce.initializer.util	1.0.0		0ee30184bccea6617d105d3f868a45477d447c24
com.liferay.commerce	com.liferay.commerce.initializer.util	1.0.1		5c0f473e983ec99ff1ad381070985f515e8d667f
com.liferay.commerce	com.liferay.commerce.initializer.util	1.0.2		5cc4b1f0adee7de1c823471059a2a283dae7a432
com.liferay.commerce	com.liferay.commerce.initializer.util	1.0.3		1e7f852baf974522321406401ce685dc4d08b7fc
com.liferay.commerce	com.liferay.commerce.initializer.util	1.0.4		5cf15847009b66905429077166aeb4f2da15b6ef
com.liferay.commerce	com.liferay.commerce.initializer.util	1.0.5		db0a0228c0f1658f8c05e19d855cfabb6054fbd9
com.liferay.commerce	com.liferay.commerce.initializer.util	1.0.6		6077fd060a9edbcbdea98d4e247dd3ad938282fa
com.liferay.commerce	com.liferay.commerce.initializer.util	2.0.0		7837268d8583d7ce5d6691115ea126f11790a11d
com.liferay.commerce	com.liferay.commerce.initializer.util	2.1.0		77868b8cf0a6ce048861f77fd1daaecbaa9df646
com.liferay.commerce	com.liferay.commerce.initializer.util	2.2.0		a2c7071712e8fdf9bf6a4fd1b41970865c4fb771
com.liferay.commerce	com.liferay.commerce.initializer.util	2.3.0		6877eafed827949cad5aa21ff25abbe067a394d9
com.liferay.commerce	com.liferay.commerce.initializer.util	2.3.1		6ec9c8b2f409c39373e924da775096afe2a79146
com.liferay.commerce	com.liferay.commerce.initializer.util	3.0.0		403f9909f770c18d65ff0335a7692dc94cabcb90
com.liferay.commerce	com.liferay.commerce.initializer.util	3.0.1		ea5b8f63639724126dab23f4a1da4300087b577d
com.liferay.commerce	com.liferay.commerce.initializer.util	3.1.0		d0c5a1c739c3f79b00232faab4ffde03aa6aa9c2
com.liferay.commerce	com.liferay.commerce.initializer.util	3.2.0		b5f52ea8155306d91612d77f5a645dd8161f30a2
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.0		91be14433c2831f8f76b4463dd58903b02de8246
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.1		de1676454f5137c73b33ebd09c6bf994387b9b63
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.10		4303e910857735bee4f7106dc7142efb3828f554
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.11		49eb7a83885ea96bf12717dade0c11f5b10346e4
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.12		eefaa30aa20892ee8cda24a5578edad088382985
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.13		596f51b3d39cffe5e99c06c2a28d753610da9e72
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.14		070066ca5627146e35689164d2bcf52f44d2f833
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.15		fbcb0562a22a39e869f812c880ee2e75de28e17e
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.16		c18fc348bc0a467a62a169ed0a8442189d4e2c8a
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.17		d164c3397c24236e3ba4d23a21e93e38820874b7
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.2		c9445f29fe6f94bc32ba32295c8e1f12848e2301
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.3		0f1ae43256d73375a262439dd0b85cf77ab38e26
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.4		71a9f0f0479bf067ca32d08de4b6463e76f37c6a
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.5		de53e0d489a578d23eea6fe89837fbfa7cdbeefa
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.6		789fe2a8bd47e0ada259c3acbe0e2a8c51f9c1b8
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.7		7ea8b63a2a06619926619cb83ef150819b032f6b
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.8		891dcc1d703000dd2712f19bba95cb80f1d8add9
com.liferay.commerce	com.liferay.commerce.initializer.util	4.0.9		46828e3ffc614c8afda48ea4042efb08dcd1cfcd
com.liferay.commerce	com.liferay.commerce.initializer.util	4.1.0		8fa2b57406f2b215e60350e563384aef60210891
com.liferay.commerce	com.liferay.commerce.initializer.util	4.1.1		d8f2d22ac2cd4249cfd1c39c624c4a22ec7e7a06
com.liferay.commerce	com.liferay.commerce.initializer.util	4.1.2		be15b9ace23e1c19d138cb00daca5149689a6bde
com.liferay.commerce	com.liferay.commerce.initializer.util	4.1.3		4da8ca448fc47b54627687450b17efb4360de4b7
com.liferay.commerce	com.liferay.commerce.initializer.util	4.1.4		3f6e32ee60379a2e95d12562b8108839967325fb
com.liferay.commerce	com.liferay.commerce.initializer.util	4.1.5		11d26adcf6a32a5b8efb6e709b50d33e3a3ad9ca
com.liferay.commerce	com.liferay.commerce.initializer.util	4.1.6		3dbf7ecbc904ce0e094dadace91c86a71e75b252
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.0		df73f89ee297c6e95d8d95cbd05bce0c9a058266
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.1		7dee7fe0687d139083f6af6b33e9bafa75025952
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.10		1f875607f4dbc0e84abcc809e958650ded17fc5a
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.11		6c69d67eb6583682066fde6f4826f495905459af
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.2		a841d0ad33b702514eaaef0e8d3fd71c257b019e
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.3		68f815eeb80ddc1437015d2f750ce4b373f80fa8
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.4		f67c223fb14feae64452574138ea123d776a4685
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.5		f00098f1341e8ae213d1d3e17c8e0f3395c559a2
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.6		2d0d48698265ce68cedd249b2c05310f2fb8a4d5
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.7		5a8a69848a7ff47cacd0516929719f379834c62d
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.8		0cb86ea10f0c7205e3845eaec73b6289c8042ba8
com.liferay.commerce	com.liferay.commerce.initializer.util	4.2.9		fda5958ff8df5c02dc8a51cf0231fd17fe1299ba
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.0		45e4c0010945763d47cff796f32f8b16a7ef834a
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.1		e17ee427133c190f8fdf7bfd48570d6bf4c67387
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.10		bf2eba5983303356d2e137e62a3c84b04576d091
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.2		3609e8a7d34a4896df00e85ee47ed61efb863cb9
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.3		160087cfebf86a8570f371bdae40ef2d4ed2ddc1
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.4		0656f39f3f68e709a333f3f3dc5bb150f52f336a
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.5		9e9c6e2f4a3c47a1ce53bfd38e75f6259033b87d
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.6		98c2662ef2c119dfe942994ca7e8a842aac522b5
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.7		9424800c9e8e1af15d0323757cf8f67d7f1b31da
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.8		41a76606e20da5bcd52303908a7aedab4d989966
com.liferay.commerce	com.liferay.commerce.initializer.util	5.0.9		80005307bdd9291d5269794516227ad9532c9ab0
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.0		e092fc0b24382e92d760ceec34451295f45c8ffa
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.1		05388c6d8b132d03d21ec535527563baa5c621fd
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.10		0f0da628d49f3ccb89696029279eb384529a5146
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.11		d8de69ceab1e19934e7b9b9eefffa66eb6b044df
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.12		6a5a692be0b4fb92d2992f4d55b189424e99852f
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.13		6aabb0b63951e10c2efe1e15a1c871fde90078cd
