br.com.jbugbrasil.bot	persistence-service	1.0-Beta		0e2083ba1639595cd4f89637dd8bfc4273521d0f
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-1056-7b21e56		84f7a2499d3f0f73145e66559110698149d0122d
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-1084-518675f		1e6ee203ae4d8020a1d255eeabf9ee00197cef5c
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-12-4e76a36		f2e2b67b88f5dcc1d449ba287713cefd1840e857
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-12-5588515		4589fd2bdbbbf98a4eea6fbafdd389b2c0093d25
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-12-da4b23a		9bdbfd77d758185b2b9f21aec7090e2467fd50ad
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-13-5480e8e		c77417d5a2fefba80bf34e8e25f9ede655e880b0
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-13-59c8a14		d0dd5977e2a8c54f3929bb3f0fa5094dbcb4125e
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-13-aaf8b1f		c18278276483c9b89e4123336ea0d6d7ea5efc7d
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-13-d40e0f5		f61fecef277c98bd5d6b4121a82a087a7a37d79a
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-14-3d1d226		dd97c047199dc66682daa78533c51a5b0e41838e
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-14-9775358		f351c16bfbb318ae21526f5b5064888aaa2e3c32
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-14-b67abe6		f21ff46c2b07bdaa4aebafe87ce8bf1836d27c76
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-17-b35e401		f474c507efc34570b8042b2a40d63ca23bae0968
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-18-95c295d		89b9da6103ba4a9b17446a4db917724ba1893478
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-19-eb68d3f		79084524459dfd6551cb56d335ccc69fd04468cc
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-2-090cc20		f59862a78c0136f077229adc0536e260b383fe6f
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-2-2fb1bfd		a4895d0d3c03b0b5bdb45eb35cb4946cd7f26142
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-2-49d964a		5f04bd726a3d597323962afa45b95d33ffaa70f9
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-2-4e3cb68		30b9d45e0611ba58094fcf2565d357eec0a168ea
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-2-858f1f4		a2a986282c55515ff59db3a4615c817e21a91d0e
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-2-8e1ee57		e34539cc66e4c50f4c29e282658e68db1679c025
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-2-b25cefe		427422d66df2fe5d88ef034b5f8075ca8a282550
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-2-ce93496		168201eb94439c6150ed1dbd66786fe5a52ce06d
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-20-cfe7acb		ffb476327c3842036fdb5da1dc40e87ec338db1a
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-22-de654f3		291299bfe2d3f50582a20c9475d71e4a883f0a7e
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-23-b168f6b		df6c52990e458cc129ca4b8d59d17fd12fb7116d
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-25-0aa38d3		f116849e1775c33f555aff929b97baf8867e1bb5
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-26-ee9abfb		8d3203b33d26253fde371f5f59ca66341f8feacf
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-27-e132f6f		903d62ce0e1b94e9e4073a9d1a92a0d14cb53fff
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-28-189df10		2f970190280c62794f5b29657ae793d48e83218c
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-3-035400a		369f17670fc4f68852bb198b9f19b8c822a2ae45
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-3-03ef318		9b08bf7208daee8aa7a766e1daeee15213263fbb
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-3-3f253b7		2dabf4d017f8a8b78f34423a636649fd28ab94fd
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-3-7afbb5c		b7d06f80727f133f0307f882e9a4cc69f1856425
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-3-ae8ce3d		9d67df249bb6fb3f4d3601147010dbc22d1626da
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-3-c5d3e28		dc658bb2066405fc895a0d121bcfb4a5f9762159
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-31-84bddcb		f39d66c9e2c38cb5d1dd93ea7926740712a3f6a1
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-33-6623124		53b9c2514ed260fd56a854e57a3875f0fce4a082
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-35-a398dd9		28bea3d19d6b5729a23a2280228a59e9aafddb60
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-4-26ba263		5d782446e103de5f6500cbcb57844250e73b7878
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-4-8b2239c		7dc3cec302725b6ac159fcbb1f09978de9a23d4b
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-4-bb0b26f		a47225c33f3f270d37ba92b5929eabf07723fdc6
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-4-d4edb32		7a23cbb21f75d9f5b2b7cb02783deef261df60b0
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-4-e7ca3ec		407e21a790ca333779e4e7c3b3b6527c05e79940
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-42-4b7a8b1		094cbd123a2f3c1706ac5c3147fc54834bcc096d
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-44-9a20844		5a9934bca26414e71dbda957d74f2a95d05e6be3
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-5-3608c82		17ae4511bee5cdd12ce6565c0eb295bcd2d55ced
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-5-3616665		cfed5b866f85b37b887567a8dccf7e64299c8112
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-5-7cd62db		5e7a9d8fc6eaf199295fd372d4203c34978fe980
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-6-31e6188		1f79e36acb26a993bbd7e5a4516348990ec5200f
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-6-8e3dc3a		15b3187b54bc33c8508e305f1ef5a64db8ee7274
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-6-a3c2347		7215b964ffb758ebcbd486556ddd97ff56bceb50
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-6-aff10b9		ed01c00ec82ca744b53f282e5c80693d7b7e147b
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-6-c8d0364		245192167005775ae78d3225c7bbcd4ce513bfae
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-6-d2d6048		5afbf5a8fb4202a4bfca6777cdddbbb10eab6b29
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-6-e5aa5b6		73325b6b0d664736fa8180af432c79964790bb2e
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-6-fef6e4f		dfe660c47f4eec1f4cddaf6e7f191044e2305cab
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-7-00bc26f		0f051f1bca95359158a85a6525fdce65139aa5c0
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-7-92d56f2		c7dda875ca49751f12bc2e84e6bb7d6c766bc4bd
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-7-e369dd4		164c8edba98c0d156a9dad078138ba8130c4097e
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-7-f3f28fc		a26cef7214abd9f17d61badc184e24d430c331bb
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-8-f669528		08473cde3afe1455a3cebc3b7bbebac81c20f633
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-899-2cb16c2		f783bfd95e8b199808198b357ad4e7743947fbee
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-9-3a69c37		46b57cd9a86ab14f1880fd9df8ee3b02b11add29
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-9-67c9f3f		03a6fac12fff41e9a4ca3e786169b6571c6d34e1
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-9-f5db8d5		729281e22e1fe4222dbd3de3ebf2d1b987dc74d9
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-902-3772009		54c86a4d532840e7ac29c62b97e1f627cec44fa8
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-910-2391c18		c90212027e3ddd17f229d7af7a228f3c27fcb6a3
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-915-3006862		270130c6056dd2cff6cd3296e9a5c76bf48ebc80
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-942-9120462		ced5a6ebebdf04ebbbbf53e3fc54f9e1b8a2221b
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-943-389a704		fa85212d56d8519491f860569c45ddc258c99f54
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-945-9e50924		89217691cb9aceae8dea0a85476c01c2135101fa
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-974-9668367		0b268b127272b12ff75eabfe8073dcfda64b242a
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.0-992-c69417d		3facae48535fa04a73ef9e4497d4ae2ea7374bc8
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.1		e36f3a7b936fffe10cc03c36ea6cce0e79e1d1f8
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.10		6a79968e8268a05740a4a5bb4f3e194238f6a9ce
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.11		77df7abcc69590ac836d26c6ef8bae52a30b38d4
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.12		dc167aa804c7dd32296ed5dafad41b10921a1092
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.13		9160d02a6a5da55325f9ba586e5ddc86cc55c160
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.14		82026f293d0d0ba0028ac886134a99d7e721b992
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.15		c88212e5e47d3c830d2eaf3699c4309ffd3e1ad4
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.16		8cb234e2361c6d70336b28b7312494215256db6d
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.17		d175c06afdacf02bf6202a04efde2aa51d6de2ae
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.18		85601242a0f2db5cb6fb2f878bc5bcc100cf0596
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.19		1ea3fc8f4f120748275ca9246ccc085d58d02133
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.2		a69a95c11f1fcf221ce392ecb1a93e6405d06228
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.20		6b4474c3972ff3f68704ee9903ca4ac377e71ebf
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.21		ae8d3002978840dc0f7de8f005faa82c80f441ee
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.22		275b99bda216fb255de337b0fa676f0ad08cab99
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.23		ee3e1e20c8b9823695b76dfc38e5c9447cdd920e
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.24		7e98c4fabbab1206fef23d7db4d958a9b629d4f8
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.25		6d8c55cfdf13ef3185e1d3690be2a952c3d38aff
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.26		884165c44c373947fc946062249307c63cd454cd
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.27		9fda693d7329e923001d7f8454d4abd3765b56c9
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.28		ce6ce96251912b0a42faa2835917fe13143fdbd0
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.29		1f40fd94f8190d24dcb2cdf60c3d435cf31496ba
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.3		9b50716fc1325300bc21bb7f5fc220c506e93f90
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.30		d5321826ed6b6cef5c7f83b467b65d8c1ad176fb
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.31		53138004fed0a8f88d5ca031620de0e811d66863
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.32		d7bf810880737b0ea8bd9f52e15510971fa4f851
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.33		966e78c4d75c53c6de76503c0610d3bd3e65f22a
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.34		8ff1f4a4f31517a267b10026b60d96c1948bd01a
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.35		5555545758c72573e973f573939944955f86389b
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.4		149e5ac79d76edb15643d3a82420bae870126a0c
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.5		eb88419f4fec63bd165c72f6fa3e6ad0ae16927a
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.6		07542398fdc96cf2e9e7883780d7855c709cd9a2
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.7		df3b1044d9505fb9214689c5c72408709d36e612
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.8		18357dc3640847dcb283a32594c5147b47050d0d
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.18.9		0741087a1cb809e926f6625c1a05dd416aaead8f
com.disneystreaming.smithy4s	smithy4s-fs2_sjs1_2.13	0.19.0-41-91762fb		abec467da42a154edbc4261554fc3854cbcaff93
com.dracoon	dracoon-android-sdk	1.1.0-beta1		5da81e439400b8526933ff1f3db8fc1e06fc1f03
com.dracoon	dracoon-android-sdk	1.2.0-beta1		72c018e1a0fa173c515f3207b7c092b8bda12a37
com.dracoon	dracoon-android-sdk	1.3.0-beta1		acf62008237822973486d82eb91cbe69ec6e25f3
com.dracoon	dracoon-android-sdk	1.4.0-beta1		94b508f3b534eb1ee2674d085dfab816640234c1
com.dracoon	dracoon-android-sdk	1.5.0-beta1		1912a12aac38d5432ad699f4494f794bd3cbedd3
com.dracoon	dracoon-android-sdk	1.6.0-beta1		73fc54e11b658a61e7173718d85045470596bd64
com.dracoon	dracoon-android-sdk	1.6.1-beta1		e18e502642e37e4353ee0838192eb35145204529
com.dracoon	dracoon-android-sdk	1.7.0-beta1		250761f0879cb5460160828a945cae80837c465a
com.dracoon	dracoon-android-sdk	1.7.1-beta1		7322edda435b8b814d1f09a43a783e7ccc444693
com.dracoon	dracoon-android-sdk	1.8.0-beta1		fa1507946869791bfa5bae4a47752909a6beb197
com.eworkcloud.plugins	ework-cloud-dependencies	2.0.0		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.0.1		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.0.3		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.0.4		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.0.5		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.0.6		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.0.7		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.0.8		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.0.9		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.1.0		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.1.1		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.1.2		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.1.3		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.1.4		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.1.5		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.1.6		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.1.7		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.1.8		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.1.9		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.2.0		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.2.1		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.2.2		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.2.3		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.2.4		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.2.5		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.2.6		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.2.7		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.2.8		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.2.9		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.0		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.1		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.10		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.11		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.12		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.13		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.14		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.15		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.16		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.17		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.2		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.3		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.4		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.5		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.6		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.7		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.8		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.3.9		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.0		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.1		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.10		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.11		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.12		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.13		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.2		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.3		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.4		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.5		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.6		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.7		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.8		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.4.9		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.5.0		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.5.1		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.5.2		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.5.3		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.5.4		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.5.5		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.5.6		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.5.7		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.5.8		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.5.9		N/A
com.eworkcloud.plugins	ework-cloud-dependencies	2.6.0		N/A
com.fastjrun.codeg.apibase	sdkg-apibase-provider	3.1		4319c2266282857961e8506389a7741dfd45a385
com.fastjrun.codeg.apibase	sdkg-apibase-provider	3.2		9eca4b8e55d641c88a9108646b65b3d3426094c9
com.fastjrun.codeg.apibase	sdkg-apibase-provider	3.2.1		79319796cee8bcf2d7f639554ff9e56940760c3a
com.fastjrun.codeg.apibase	sdkg-apibase-provider	3.2.2		235dda080326ace67d6a670d3c860bce39c6e192
com.fastjrun.codeg.apibase	sdkg-apibase-provider	3.2.3		8c9c7b60068d82db83428b60e6ddb49c781cdfbd
com.fastjrun.codeg.apibase	sdkg-apibase-provider	3.2.4		62101f08b99042f3603739787bf11947effaecf7
com.getkeepsafe.dexcount	com.getkeepsafe.dexcount.gradle.plugin	2.0.0		N/A
com.getkeepsafe.dexcount	com.getkeepsafe.dexcount.gradle.plugin	2.0.0-RC1		N/A
com.getkeepsafe.dexcount	com.getkeepsafe.dexcount.gradle.plugin	2.1.0-RC01		N/A
com.getkeepsafe.dexcount	com.getkeepsafe.dexcount.gradle.plugin	3.0.0		N/A
com.getkeepsafe.dexcount	com.getkeepsafe.dexcount.gradle.plugin	3.0.0-RC01		N/A
com.getkeepsafe.dexcount	com.getkeepsafe.dexcount.gradle.plugin	3.0.0-RC02		N/A
com.getkeepsafe.dexcount	com.getkeepsafe.dexcount.gradle.plugin	3.0.1		N/A
com.getkeepsafe.dexcount	com.getkeepsafe.dexcount.gradle.plugin	3.1.0		N/A
com.getkeepsafe.dexcount	com.getkeepsafe.dexcount.gradle.plugin	4.0.0		N/A
com.github.ajozwik	quill-jdbc-macro_2.13	0.8.8.2		a8cfb367efa18ec3cbf39a410e5bca1cba7ce67f
com.github.ajozwik	quill-jdbc-macro_2.13	0.9.0		45c5a7270ede22730477d31e7c32f53607abcb74
com.github.ajozwik	quill-jdbc-macro_2.13	0.9.1		b5af1f87858239dc004f440353909d7b5c313539
com.github.ajozwik	quill-jdbc-macro_2.13	0.9.2		05c250eb3a2067c0b710093ebc0df6a2d2132a75
com.github.ajozwik	quill-jdbc-macro_2.13	0.9.3		a697c607bc97d8427b9a805df264d54d90f2ae3a
com.github.ajozwik	quill-jdbc-macro_2.13	1.0.0		a58f1a30dd62756044e167698d7d5e317fd41784
com.github.ajozwik	quill-jdbc-macro_2.13	1.0.1		992e7ee69d9808ea01d4691b8cb84dbf394523a6
com.github.ajozwik	quill-jdbc-macro_2.13	1.1.0		46145fae650f15cf8eb5f0a577f9f59edf0db060
com.github.ajozwik	quill-jdbc-macro_2.13	1.1.1		1744ed2df3fa16b47ab6549302b48dc24e229ee6
com.github.ajozwik	quill-jdbc-macro_2.13	1.1.2		ec31f299d776355d418db66adf8e8099b4cf043b
com.github.jenly1314.AppUpdater	app-updater	1.0.10		N/A
com.github.jenly1314.AppUpdater	app-updater	1.0.10-androidx		N/A
com.github.jenly1314.AppUpdater	app-updater	1.1.0		N/A
com.github.jenly1314.AppUpdater	app-updater	1.1.1		N/A
com.github.jenly1314.AppUpdater	app-updater	1.1.2		N/A
com.github.jenly1314.AppUpdater	app-updater	1.1.3		N/A
com.github.jenly1314.AppUpdater	app-updater	1.1.4		N/A
com.github.jenly1314.AppUpdater	app-updater	1.2.0		N/A
com.github.piemjean	db-scheduler-mongo	9.3		0cedb1f2e3a9f02b1c369a372b41ec24ccd7fd23
