ai.swim	swim-dynamic-api	3.10.0		ad9e2fc1120bb49e05be3d652f2c77b80addb33e
org.brutusin	wava-client	2.1.5		dffbe49b2141e197ef8a11dba23d893a9124faf0
org.brutusin	wava-client	2.1.6		f45492908d567603c0412b0f6641458f67fe4040
org.brutusin	wava-client	2.1.7		f2d6fa3536f1bd8d63b7a2b1453600843fccf05f
org.brutusin	wava-client	2.2.0		0b820001c3afc35ae174eaf3348d7d9d798cc043
org.brutusin	wava-client	2.3.0		d9c8dc00bd9fe1198f405a1347f54d3ffe7190cf
org.brutusin	wava-client	2.4.0		cd22a990596861734b5e8f25de777f25293dd5fb
org.brutusin	wava-client	2.4.1		1b1da41e60ba60bfc92bf1cd557084737c514038
org.brutusin	wava-client	2.5.0		5a3b08c2a8333d3bf370c890a2ecdfa70e59b0d8
org.cardanofoundation	ledger-sync-consumer-common	0.0.1-citest9		91435a7aaf1db375dba989154c50d7fcac850128
org.dmfs	srcless-processors	0.0.2		70a8c297b137d6923f34241904ba30e3b2747370
org.dmfs	srcless-processors	0.0.3		61de2737e598e8d50afbe29c7a65a9855f7d1a5b
org.dmfs	srcless-processors	0.0.4		bda29a53303ee4ac8c4bc7381e09c3ac359dd185
org.dmfs	srcless-processors	0.0.5		f70cbc9cdfc983bb736c8e02c062e13e50a76519
org.dmfs	srcless-processors	0.1.0		3a752703cbd1f41da79e81d7fed39a4cfd9485d8
org.dmfs	srcless-processors	0.2.0		df8b66dd059ffb7b5a144b0c6dc25a7cbe6fa37c
org.dmfs	srcless-processors	0.2.0-beta.1		5c1e1cb948fc016cee8272e499e72cf0de477b14
org.dmfs	srcless-processors	0.3.0		513d3da0e7820b33e5dbd29a91e204112bb33b68
org.dmfs	srcless-processors	0.5.0		7501d08facb00e2c64ed88ebf0150be9d307791b
org.dmfs	srcless-processors	0.6.0		8be031e73c9cd2d26fbde98a6cf38c90f4f4c18b
org.fedoraproject.xmvn	xmvn-parent	3.0.0		N/A
org.fedoraproject.xmvn	xmvn-parent	3.1.0		N/A
org.fedoraproject.xmvn	xmvn-parent	4.0.0		N/A
org.fedoraproject.xmvn	xmvn-parent	4.1.0		N/A
org.fedoraproject.xmvn	xmvn-parent	4.2.0		N/A
org.fedoraproject.xmvn	xmvn-parent	4.3.0		N/A
org.fuin.dsl.ddd	org.fuin.dsl.ddd.dsl	0.2.1		9ecb0a4681d460b514547ec26120f53ebb2ebbe8
org.hawkular.alerts	hawkular-elasticsearch-alerter-metrics	1.6.0.Final		N/A
org.hawkular.alerts	hawkular-elasticsearch-alerter-metrics	1.6.1.Final		N/A
org.hawkular.alerts	hawkular-elasticsearch-alerter-metrics	1.6.2.Final		N/A
org.hawkular.alerts	hawkular-elasticsearch-alerter-metrics	1.6.3.Final		N/A
org.hawkular.alerts	hawkular-elasticsearch-alerter-metrics	1.7.0.Final		N/A
org.hawkular.alerts	hawkular-elasticsearch-alerter-metrics	1.7.1.Final		N/A
org.hawkular.alerts	hawkular-elasticsearch-alerter-metrics	1.71.0.Final		N/A
org.mapsforge	vtm-ios	0.10.0		59ceca43c418b0e0eb72be7a9f6ea6795927624e
org.mapsforge	vtm-ios	0.10.0	natives	9859cfdbc3f27438ddc84573a7a921691741f3c3
org.mapsforge	vtm-ios	0.11.0		68f4a5166274d6072c31b362db20696374cb73aa
org.mapsforge	vtm-ios	0.11.0	natives	5ba907114e80d61fcf5c6f26fd6d9b668b6af8f3
org.mapsforge	vtm-ios	0.11.1		a3d56b02be77c2a3cb8132c86793e082dda7314c
org.mapsforge	vtm-ios	0.11.1	natives	b56ccb0ef8424d43eae0025fc169b752479e756d
org.mapsforge	vtm-ios	0.12.0		b940935bc24dc9bf885e886ea8889a0a56d6252a
org.mapsforge	vtm-ios	0.12.0	natives	329fd9fb6e8d526757230983efedb74b993d5ba4
org.mapsforge	vtm-ios	0.13.0		92c14d7f0d92c46c343a200d1006a96082ca06d1
org.mapsforge	vtm-ios	0.13.0	natives	11e0f1b0dfee9d38922e5ddc7eb0f2271cb92cf9
org.mapsforge	vtm-ios	0.14.0		069459324871d8508d1b139f9acd2ecbc6261eee
org.mapsforge	vtm-ios	0.14.0	natives	9631ce257e416479b809b25a234c2ac1d5e78531
org.mapsforge	vtm-ios	0.15.0		a122f4b5ae1830253e991604d29d788b783c1ebc
org.mapsforge	vtm-ios	0.15.0	natives	1c1a53fd74d0c2f21e51d24a02c0f4639e688490
org.mapsforge	vtm-ios	0.16.0		c29d84dbf9683feb51f0bbcbc65b70a8baac5ed3
org.mapsforge	vtm-ios	0.16.0	natives	9df2d29207cdb582669f8d651a28d51123ed8e46
org.mapsforge	vtm-ios	0.17.0		07b960d70fe2a724397593ab00b1ec255156798c
org.mapsforge	vtm-ios	0.17.0	natives	6e834dde15d196b07a81fd83d05995c53fc7337e
org.mapsforge	vtm-ios	0.18.0		da229c6113ce81c0b2166681b6c5428e22e5ea80
org.mapsforge	vtm-ios	0.18.0	natives	0664e97cce159667a411c138421aeba351143821
org.mapsforge	vtm-ios	0.19.0		54d2573ad82dde72137161a6b2f072c5da9bdbaa
org.mapsforge	vtm-ios	0.19.0	natives	e10029c7a0a4296fea3e1f8962e237f137f3a7e8
org.mapsforge	vtm-ios	0.20.0		70ee913f942674a73718027e904b9bdbf9be7ee8
org.mapsforge	vtm-ios	0.20.0	natives	61af787ad12191c9099955367eb6e9caedc14ae8
org.mapsforge	vtm-ios	0.21.0		42b17cd4fa6a122a8664855e0d1038df2db9eedd
org.mapsforge	vtm-ios	0.21.0	natives	cdbb7780fd9535e843e24003ee5a31db56fb2469
org.mapsforge	vtm-ios	0.22.0		2f79e6c6ea1af6a43ddcf71909a179571c95ca62
org.mapsforge	vtm-ios	0.22.0	natives	c879a464c13d42f279d46bb56c8b35f035319e6f
org.mapsforge	vtm-ios	0.23.0		23cbb54e8f744a759cba3af1068398cd37705195
org.mapsforge	vtm-ios	0.23.0	natives	62a6c86afa57851d9f9dcdaaabb3ee56849277ec
org.mapsforge	vtm-ios	0.6.0		89ee9e6a073f0125c321f0c397e0bc82ef231e27
org.mapsforge	vtm-ios	0.6.0	natives	e0b14efd65246a48ad545551c28f15a9b3f17414
org.mapsforge	vtm-ios	0.6.0-rc1		a1116dbf86fd96ac19b31e94884a4d20f4284038
org.mapsforge	vtm-ios	0.6.0-rc1	natives	b1cdbb8de6423e5d8cd0683fef98d659b11fe3e3
org.mapsforge	vtm-ios	0.6.0-rc2		0b043541ea7528aef0d5605890f3d076f071e876
org.mapsforge	vtm-ios	0.6.0-rc2	natives	3c301e19c23126e3fe448103d63b0ad661fd14b1
org.mapsforge	vtm-ios	0.6.0-rc3		34f606befd2ca1f45cee0f3a361491799150de46
org.mapsforge	vtm-ios	0.6.0-rc3	natives	1f17af88aa3a80e42889d875e7acd7c3168b940c
org.mapsforge	vtm-ios	0.7.0		59900c9d6abd727b7660ee7994fa283919b34797
org.mapsforge	vtm-ios	0.7.0	natives	20ce608b07f41e499888ff7b31341c75d1a3bce4
org.mapsforge	vtm-ios	0.7.0-rc1		5810de9080d6383ac15eadf2dca2df27ba12aaca
org.mapsforge	vtm-ios	0.7.0-rc1	natives	8377f4c22e4b7e3c4909c62ce269e42d6ccfd8e9
org.mapsforge	vtm-ios	0.7.0-rc2		4ca9563829b8b862c6f06f3fef48f1d3b933788b
org.mapsforge	vtm-ios	0.7.0-rc2	natives	5cde7bd0861a5f061b294529c6219893b4a82577
org.mapsforge	vtm-ios	0.8.0		8e2884adbba35215b97855116804b65a48e26fa0
org.mapsforge	vtm-ios	0.8.0	natives	73eb180c52f9c5311aeb5015e376bc91b78978d8
org.mapsforge	vtm-ios	0.8.0-rc1		a3cb022fafc782e18b112cea3bd9dc883f064d4c
org.mapsforge	vtm-ios	0.8.0-rc1	natives	6cf17001abfd4e4d56c2e20c01cff4b07f330aa8
org.mapsforge	vtm-ios	0.9.0		cc2e2553b04365e03faa5e7426d31edc74889331
org.mapsforge	vtm-ios	0.9.0	natives	c0de90a65772ef23be37a1168db312277db65075
org.mapsforge	vtm-ios	0.9.1		f0c466911d6a4e59d18f6f4d158f4a13e7009036
org.mapsforge	vtm-ios	0.9.1	natives	3dde98a52937f04864497306733bd336ea7da03f
org.mapsforge	vtm-ios	0.9.2		59b7a3a3eafaf1fdd295c9bc387e13205d34bf41
org.mapsforge	vtm-ios	0.9.2	natives	c438d6594f2797c240353ac0982cb6fe3d22381e
org.openidentityplatform.commons	json-resource-http	2.0.10		6221503d4a6981f6f9faa4c23d7ee3f86b7322d7
org.openidentityplatform.commons	json-resource-http	2.0.11		b5bb51134bf2d960cbb468002f399cdbe400f464
org.openidentityplatform.commons	json-resource-http	2.0.12		ad2a1e94ddc637dd6f8023d462265fcfdf56c3de
org.openidentityplatform.commons	json-resource-http	2.0.13		7044d46e6a38143fbf2c935e5aa53e2b25859441
org.openidentityplatform.commons	json-resource-http	2.0.14		4c02fea1336d324f74893ac6989ca315a9db6acf
org.openidentityplatform.commons	json-resource-http	2.0.15		4024274c6d63bbbb36a916c5fc37f84fd203a945
org.openidentityplatform.commons	json-resource-http	2.0.16		1f6c5d2c3cf096b1bc5369af308e7c547bd3a513
org.openidentityplatform.commons	json-resource-http	2.0.17		bc31a0c0d143499dcc9273b723dec49159170a33
org.openidentityplatform.commons	json-resource-http	2.0.18		92b2c4abd02653aa0bb0f705194c793ea4a68da0
org.openidentityplatform.commons	json-resource-http	2.0.7		da81ab68104040b64a3debf7db7389d2b16d8c46
org.openidentityplatform.commons	json-resource-http	2.0.8		7fe1688ef321aac4eeca5c1d0e31b4c9f2d09774
org.openidentityplatform.commons	json-resource-http	2.0.9		187c5117b54b429958bc0e81dd9c5413678b08a2
org.openidentityplatform.commons	json-resource-http	2.1.1		d2f04d6ded5a844fedbdda9d2097ea3b9eec4cf5
org.openidentityplatform.commons	json-resource-http	2.1.2		1b4434ce2caf24bfbd889d757b09e5de9e38bc23
org.openidentityplatform.commons	json-resource-http	2.1.3		d2ce06ed9ef76bc939174c34b72c48f847ea5d3e
org.openidentityplatform.commons	json-resource-http	2.1.4		8e82bc8510933d82f96cd1668ea8612bb8d75ff4
org.openidentityplatform.commons	json-resource-http	2.1.5		67a6c1b2d499b415c2e6b374a1d6145f2f335437
org.openidentityplatform.commons	json-resource-http	2.1.6		35eb6a0ac1ebc9ded84d9b519245105fbe91b10a
org.openidentityplatform.commons	json-resource-http	2.2.0		b0327345a6cfda00b8cda689b923cbd3ed1772ad
org.openidentityplatform.commons	json-resource-http	2.2.1		85cccf5e93396cb6f46e1d812f3f5c25ecb506b7
org.openidentityplatform.commons	json-resource-http	2.2.2		9ae3f68f60c4b0269dcd1463f6b3957289df72fd
org.openidentityplatform.commons	json-resource-http	2.2.3		7d7b50f3ba4752fe31b24828164b7d3c7a9a7893
org.openidentityplatform.commons	json-resource-http	2.2.4		efd4461e65a9c2981a921082ca7b9893bf7b9fd0
org.ow2.jonas	jonas-itests-cargo-jetty8	5.3.0		df264e7b571302fe1d44734524bf3809dd195b1e
org.ow2.jonas	jonas-itests-cargo-jetty8	5.3.0-M6		d656cf7aca774a8926ea230842dfb03a7284e176
org.ow2.jonas	jonas-itests-cargo-jetty8	5.3.0-M7		f6ceff4b6e232c1bd4d09f48156b2d3b24c10d8f
org.ow2.jonas	jonas-itests-cargo-jetty8	5.3.0-RC1		d8804ba27be0bffb2283c8e25aa900d123e2bf6a
org.parttio	line-awesome	1.0.0		fa3f66ed6b710d250d341d38a59a4457ac6aefb4
org.parttio	line-awesome	1.0.1		26aed1b1e80a425406c8f4babcebb5b45bdc5fe9
org.parttio	line-awesome	1.1.0		27ef8ca3941e4d65ee82eb6a330939ce6dd6a962
org.parttio	line-awesome	2.0.0		09d37a49b44c4c8e413b7a6c18249057bf63a51f
org.parttio	line-awesome	2.1.0		a8117cc12937255ab52f9876d316d018f4bad8a8
org.portable-scala	portable-scala-reflect_2.13	0.1.0		8eeda356e37499cb05c1e99db13ece025c8163c6
org.portable-scala	portable-scala-reflect_2.13	0.1.1		80bc8026770f30c5a1ad758e0698dd337a7b3533
org.portable-scala	portable-scala-reflect_2.13	1.0.0		9851aaee611e2cbb8169343796557fc66d6354ba
org.portable-scala	portable-scala-reflect_2.13	1.1.0		32331f759eff653467d17f26e8d8baa1ddc50618
org.portable-scala	portable-scala-reflect_2.13	1.1.1		fdf0cc2c26412fa307cf67514125cae18467b1cb
org.portable-scala	portable-scala-reflect_2.13	1.1.2		214b3b23cde8d1654d38c6d1e89934c7ae43faef
org.portable-scala	portable-scala-reflect_2.13	1.1.3		f9295253915f13387e1d4e5b54d531c95e6e2197
org.scalameta	mtags_3.1.3-RC1-bin-20220207-74c2954-NIGHTLY	0.11.8		ea7ab676746663297f402b66d7df57334e1ea350
org.springframework.shell	spring-shell-dependencies	2.1.0		N/A
org.springframework.shell	spring-shell-dependencies	2.1.1		N/A
org.springframework.shell	spring-shell-dependencies	2.1.10		N/A
org.springframework.shell	spring-shell-dependencies	2.1.11		N/A
org.springframework.shell	spring-shell-dependencies	2.1.12		N/A
org.springframework.shell	spring-shell-dependencies	2.1.13		N/A
org.springframework.shell	spring-shell-dependencies	2.1.14		N/A
org.springframework.shell	spring-shell-dependencies	2.1.15		N/A
org.springframework.shell	spring-shell-dependencies	2.1.2		N/A
org.springframework.shell	spring-shell-dependencies	2.1.3		N/A
org.springframework.shell	spring-shell-dependencies	2.1.4		N/A
org.springframework.shell	spring-shell-dependencies	2.1.5		N/A
org.springframework.shell	spring-shell-dependencies	2.1.6		N/A
org.springframework.shell	spring-shell-dependencies	2.1.7		N/A
org.springframework.shell	spring-shell-dependencies	2.1.8		N/A
org.springframework.shell	spring-shell-dependencies	2.1.9		N/A
org.springframework.shell	spring-shell-dependencies	3.0.0		N/A
org.springframework.shell	spring-shell-dependencies	3.0.1		N/A
org.springframework.shell	spring-shell-dependencies	3.0.10		N/A
org.springframework.shell	spring-shell-dependencies	3.0.2		N/A
org.springframework.shell	spring-shell-dependencies	3.0.3		N/A
org.springframework.shell	spring-shell-dependencies	3.0.4		N/A
org.springframework.shell	spring-shell-dependencies	3.0.5		N/A
org.springframework.shell	spring-shell-dependencies	3.0.6		N/A
org.springframework.shell	spring-shell-dependencies	3.0.7		N/A
org.springframework.shell	spring-shell-dependencies	3.0.8		N/A
org.springframework.shell	spring-shell-dependencies	3.0.9		N/A
org.springframework.shell	spring-shell-dependencies	3.1.0		N/A
org.springframework.shell	spring-shell-dependencies	3.1.1		N/A
org.springframework.shell	spring-shell-dependencies	3.1.10		N/A
org.springframework.shell	spring-shell-dependencies	3.1.11		N/A
org.springframework.shell	spring-shell-dependencies	3.1.12		N/A
org.springframework.shell	spring-shell-dependencies	3.1.2		N/A
org.springframework.shell	spring-shell-dependencies	3.1.3		N/A
org.springframework.shell	spring-shell-dependencies	3.1.4		N/A
org.springframework.shell	spring-shell-dependencies	3.1.5		N/A
org.springframework.shell	spring-shell-dependencies	3.1.6		N/A
org.springframework.shell	spring-shell-dependencies	3.1.7		N/A
org.springframework.shell	spring-shell-dependencies	3.1.8		N/A
org.springframework.shell	spring-shell-dependencies	3.1.9		N/A
org.springframework.shell	spring-shell-dependencies	3.2.0		N/A
org.springframework.shell	spring-shell-dependencies	3.2.1		N/A
org.springframework.shell	spring-shell-dependencies	3.2.2		N/A
org.springframework.shell	spring-shell-dependencies	3.2.3		N/A
org.springframework.shell	spring-shell-dependencies	3.2.4		N/A
org.springframework.shell	spring-shell-dependencies	3.2.5		N/A
org.springframework.shell	spring-shell-dependencies	3.2.6		N/A
org.springframework.shell	spring-shell-dependencies	3.2.7		N/A
org.springframework.shell	spring-shell-dependencies	3.2.8		N/A
org.springframework.shell	spring-shell-dependencies	3.3.0		N/A
org.springframework.shell	spring-shell-dependencies	3.3.1		N/A
org.springframework.shell	spring-shell-dependencies	3.3.2		N/A
org.springframework.shell	spring-shell-dependencies	3.3.3		N/A
org.springframework.shell	spring-shell-dependencies	3.3.4		N/A
org.springframework.shell	spring-shell-dependencies	3.4.0		N/A
org.tinygroup	bus	0.0.4		N/A
org.tinygroup	bus	0.0.8		N/A
org.tinygroup	bus	0.0.9		N/A
org.webjars.npm	fast-bitfield	1.2.2		1ccdace68ac801e0c79302817d6302ca7623a297
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.100		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.101		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.102		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.103		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.104		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.105		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.106		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.107		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.108		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.109		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.110		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.111		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.113		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.114		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.115		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.116		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.137		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.138		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.139		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.140		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.141		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.142		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.143		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.144		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.145		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.146		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.147		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.148		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.149		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.150		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.151		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.26		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.27		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.28		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.29		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.30		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.31		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.32		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.33		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.34		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.35		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.36		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.37		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.38		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.39		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.40		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.41		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.42		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.43		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.44		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.45		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.46		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.47		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.48		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.49		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.51		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.52		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.53		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.54		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.56		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.57		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.58		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.59		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.60		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.61		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.62		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.63		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.64		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.65		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.66		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.67		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.68		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.69		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.70		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.71		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.72		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.73		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.74		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.75		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.76		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.77		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.78		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.79		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.80		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.81		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.82		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.83		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.84		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.85		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.86		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.87		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.88		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.89		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.90		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.91		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.92		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.93		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.94		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.95		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.96		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.97		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.98		N/A
org.wso2.carbon.mediation	org.apache.synapse.transport.vfs.smb.feature	4.6.99		N/A
tools.vitruv	tools.vitruv.change.changederivation	3.1.0		6cc1cc4c0cf72e742651b0a66c0a74ecee1d7d8e
tools.vitruv	tools.vitruv.change.changederivation	3.1.2		11ea411c8341509cd417876dcd23aed465010f99
top.bayberry.springboot.stater	springboot-stater-permissions	0.0.1		9a0b8af472ca191ac65faf77819f32c6701a89c2
top.bayberry.springboot.stater	springboot-stater-permissions	0.0.2		19401676263bc025fc4485dcb7ec38f2008852f3
tr.com.infumia	InfumiaLibraryCommon	3.3.2		09043c693d8269ee2261a8ff5ceaf0d53edff837
tr.com.infumia	InfumiaLibraryCommon	3.3.3		c40a7b2efa9f7815260ca0a41a34567b8c72efaa
xyz.proteanbear	pb-capricorn-parent	1.3.1		N/A
xyz.proteanbear	pb-capricorn-parent	1.3.3		N/A
