aspectwerkz	aspectwerkz-nodeps-jdk14	2.0		823c730aabb6e15a283a128dea9c2ad51db7768a
io.github.std-uritemplate	std-uritemplate	1.0.3		d86ae97d267938ca45cfc670dfc4ed4bf5a7766e
io.github.std-uritemplate	std-uritemplate	1.0.4		cc0ed9bd928d3ff268b3de716b8aaf2afe3affd1
io.github.std-uritemplate	std-uritemplate	1.0.5		fd41f599c83f2d5ffdbfab284ce9ff9c88652784
io.github.std-uritemplate	std-uritemplate	1.0.6		bf57d714bee0fd2e42fee28ac3ba00b6deea2bf5
io.github.std-uritemplate	std-uritemplate	2.0.0		35ecaab6a9b686d11da19626a352a18a1357a26f
io.github.std-uritemplate	std-uritemplate	2.0.1		47b4d249da5271cc67d72c1284c475f7cf84c9bc
io.github.std-uritemplate	std-uritemplate	2.0.2		6ffaf6c0ea64e335949c2e5a542264c97f8b4df8
io.github.std-uritemplate	std-uritemplate	2.0.3		7324eb20b33440e549e7650f245f6c209833354e
io.github.vram-voskanyan.kmp	PreviewGenerator	0.0.1		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.github.vram-voskanyan.kmp	PreviewGenerator	0.0.2		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.github.vram-voskanyan.kmp	PreviewGenerator	1.0.0		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.github.vram-voskanyan.kmp	PreviewGenerator	1.0.1		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.github.vram-voskanyan.kmp	PreviewGenerator	1.0.2		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.github.vram-voskanyan.kmp	PreviewGenerator	1.0.3		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.github.vram-voskanyan.kmp	PreviewGenerator	1.0.4		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.github.zhuto666	maven-repository	1.0.1		N/A
io.klib.tools	io.klib.api	0.1.0		E6BB4247517A010D8A2CF896789C643E200EA842
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	0.1.0-2022-04-24		899a3c1a8d8564e6e03928dd92a35fa90c9b2d7e
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	0.1.1-2022-05-02		66b22c1d9d1f7a22791d048c153f05b7d6611792
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	0.1.2-2022-05-05		144cb64808edc272218f45ad759280cd72fc07a5
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	0.1.3-2022-05-06		596a3f5514319380973d7822444c4c5f648d755e
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	0.1.4-2022-11-09		73d4a59e31abd046b4fb31b3e6ac3292e4ad7598
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	0.1.5-2022-11-13		9b693d4a6742b6edb8f2f76522f94f1701575768
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	0.1.6-2023-11-13		5c6d925f477ef3970ceb6963c22483cc31a9daf3
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	0.1.7-2023-11-28		b02b5b1c39106a0e51cf97e9aabfff30ef0fba17
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.0-2024-04-05		4a1c2c3b74cfa28dfc5fe4dca9eba35f44adfc63
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.1-2024-04-08		6cd761538667641fa762def054b65b69de2b450a
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.10-2024-05-07		3a51f49e6477e05519a4be3931a6b1727e7e4e1d
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.11-2024-05-08		4ee0b9ae1877e3b15da8935e9768aef44b5dd8d6
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.12-2024-06-14		bca29d8b17ef21a0a1e4358eaa4ac736443cc8fb
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.13-2024-06-17		794267c9fd1c2bccca729d4df72f19f82aa988f0
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.2-2024-04-18		8d4afbc366e010199aaae273463ce886f36b0953
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.3-2024-04-19		b9fd96ee9adac3d0b8499364382a6f7f80a67f0a
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.4-2024-04-25		706d00bc54db846c6eb194825fbda442812bd8f1
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.5-2024-04-28		3baf74dec6f298ba18b4695218078f7af6c07462
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.6-2024-04-30		36b7ab61eb717b46563e5988be475e2bd9a86204
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.7-2024-05-01		c23737cafaf22f2b9e41af141170ed6cab9c63a7
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.8-2024-05-03		acaace6284b87ba9bb2de0032f8e13f484eeec01
io.mats3.matsbrokermonitor	matsbrokermonitor-activemq	1.0.9-2024-05-03		cf1cf38b49fde267a0f0b577cdd71d90fdc605a3
io.qtjambi	qtjambi-activex	5.15.10		475ae3959515a9087ccc0abe42ae17c7aac6db7a
io.qtjambi	qtjambi-activex	5.15.11		f5ada4022c6735a51b0f3af7ef116a37ee113271
io.qtjambi	qtjambi-activex	5.15.12		80b691f4edf7b0952fdd07e1541379feae7c9065
io.qtjambi	qtjambi-activex	5.15.13		e0edb511def7b30494df314618b28ceb06eb27aa
io.qtjambi	qtjambi-activex	5.15.14		63e2e6aa660a9f176665ad4e8a6683afd0da6449
io.qtjambi	qtjambi-activex	5.15.15		6bcf73d2a7c57b922c2c154ab90800fcd1037d13
io.qtjambi	qtjambi-activex	5.15.16		cbf624c0c681bc18a4887f27e25f30f7c1aa866b
io.qtjambi	qtjambi-activex	5.15.17		35877e080f7670be9a79ce5cf4e1db98a9431571
io.qtjambi	qtjambi-activex	5.15.18		8c71035b66bd4980af9da5381792abf1a3e98d72
io.qtjambi	qtjambi-activex	5.15.19		11fef884924a5bb0cfc5ce1e452a109245d204cb
io.qtjambi	qtjambi-activex	5.15.20		9bc9af5e8f92faddb110e7ab9fb514884ad83660
io.qtjambi	qtjambi-activex	5.15.23		4cb7f993c5d8a403af8f9f9a40c6203a9a7f54dd
io.qtjambi	qtjambi-activex	5.15.24		08dfd6a783b3ddd7e8caa0579510e541ee5c447e
io.qtjambi	qtjambi-activex	5.15.5		e672af02e5ac5377c63c70eeb788507cc8bfd3c0
io.qtjambi	qtjambi-activex	5.15.6		9c0879da3b2b11e6e9cad561bfcfb2dfb9560b17
io.qtjambi	qtjambi-activex	5.15.7		cf6b9240f90d2ce4c59c25b97a1f3d8a5f5cdae3
io.qtjambi	qtjambi-activex	5.15.8		dd3a0dc2d850508dc6215653bed2e10cdef1ef33
io.qtjambi	qtjambi-activex	5.15.9		c23ed2868372a0fb90bf4730c1897fd4aabaef08
io.qtjambi	qtjambi-activex	6.2.10		6ed011353f9aabffc5cf714b6037073bffad3635
io.qtjambi	qtjambi-activex	6.2.11		8efde6504ada590b650af9d622e3a98e890e7217
io.qtjambi	qtjambi-activex	6.2.12		65cebeb1ae355c37ec87c7d420e2c78feb251ab3
io.qtjambi	qtjambi-activex	6.2.3		643765070bd3e605e217771a06323d0afbcba6db
io.qtjambi	qtjambi-activex	6.2.4		35cc979c8a97c0eedffaa00bb7d51319c0133fe1
io.qtjambi	qtjambi-activex	6.2.5		8697be13ffbde3494c3c84a8898d47e018b35939
io.qtjambi	qtjambi-activex	6.2.6		53d1cf00a7f566de27bcccf63952db674bcb1c22
io.qtjambi	qtjambi-activex	6.2.7		cdec7110346e00e165021c752b247c5bdaf04b6c
io.qtjambi	qtjambi-activex	6.2.8		d9ad441ef18282deb9b48e9eb9a5bfeccebc4327
io.qtjambi	qtjambi-activex	6.2.9		a21256d5252357f186a6a092258fce5334158003
io.qtjambi	qtjambi-activex	6.3.0		3a5622b1984b1f946b87a7e2c5f3efa1da2030c0
io.qtjambi	qtjambi-activex	6.3.1		0aba41e6304cb56398b729b70a3c3bdb0822c324
io.qtjambi	qtjambi-activex	6.3.2		191a1cc987af03041d74ce3c206820e05ee34349
io.qtjambi	qtjambi-activex	6.3.3		283c5833898eb7bd87c86f5460231c6427b89a3b
io.qtjambi	qtjambi-activex	6.3.4		69d2be9ab5282ca5334cd4eb8e575bb930791a70
io.qtjambi	qtjambi-activex	6.3.5		7250c76d102213b0af3fc5e8edacbac3fbd5d433
io.qtjambi	qtjambi-activex	6.4.0		71e2e4eedec67edc4f39e259c5871cb448fcdedc
io.qtjambi	qtjambi-activex	6.4.1		e9e0775081ed9c581b6fd74ee69f1c71ff4780c1
io.qtjambi	qtjambi-activex	6.4.2		7708095fd30f577426459391514b81a09011425d
io.qtjambi	qtjambi-activex	6.4.3		84119e9d89eb07f8a16f207504d6660a4bd46f4f
io.qtjambi	qtjambi-activex	6.4.4		d3e661cecc47d8d02b6b1110385a0c0147467c56
io.qtjambi	qtjambi-activex	6.5.0		98944fc5e82fe2f94e78bd3c9c316131a09ab851
io.qtjambi	qtjambi-activex	6.5.1		972412a1efb15a760ab175c30829504be12a40fa
io.qtjambi	qtjambi-activex	6.5.10		6b222515f481e726bfb906285ffe5d8b7be30d66
io.qtjambi	qtjambi-activex	6.5.2		be547793f1edd472ee7931954dcf0c3ba3cc7599
io.qtjambi	qtjambi-activex	6.5.3		9e95fbfc9daa6a1c6cfc9b374a6257a284dae16d
io.qtjambi	qtjambi-activex	6.5.4		1e830a8888e69fe484c8c3e65f8b79fa717172e7
io.qtjambi	qtjambi-activex	6.5.5		86e1a4bdd4c03f18be226ef5d6c505b527c94c9b
io.qtjambi	qtjambi-activex	6.5.6		17124de88f0028ea67b1e2a788d253cd57ed7a0c
io.qtjambi	qtjambi-activex	6.5.7		b2d350b07ef76fd4ca3c5ac245d2e9af2a165c8e
io.qtjambi	qtjambi-activex	6.5.8		56dc35fb6a3eb8bb99cbdd2569d09fa58d69d135
io.qtjambi	qtjambi-activex	6.5.9		d0e9fd4daa3c35e0809302ab0f9885ccce4fd389
io.qtjambi	qtjambi-activex	6.6.0		9e127cb67e894678f815598c23fe20a038c92725
io.qtjambi	qtjambi-activex	6.6.1		ee10ed703d017b1078a78dcedb33aaf68615a0d6
io.qtjambi	qtjambi-activex	6.6.2		d7d649f49985906cc90f17985ed2934811de867f
io.qtjambi	qtjambi-activex	6.6.3		9ad26d4d00e179729e556d079beb2659017e1aa1
io.qtjambi	qtjambi-activex	6.7.0		8f264db2eea942a48463c12fd542bb2288d8419c
io.qtjambi	qtjambi-activex	6.7.1		7f41a76af0f67829217f63de6e9b7cbae1f90f69
io.qtjambi	qtjambi-activex	6.7.2		91df7aaf52d5873bd5d847ee07cb34b0b924aad5
io.qtjambi	qtjambi-activex	6.7.3		d763a6e435b1e106c5d539cf42a0f769808da78c
io.qtjambi	qtjambi-activex	6.8.0		da2615ef2ee19a9689a9a997879e5d5140378eaf
io.qtjambi	qtjambi-activex	6.8.1		1fe1aa1c543a62cfd0ae23b19830cd0356cc0ee6
io.qtjambi	qtjambi-activex	6.8.2		dec11354f71a51f28ec293c2d1de0cbc8a7d44e6
io.qtjambi	qtjambi-activex	6.8.3		9824fabc02fbe05667dc969cf08cacb170f698f5
io.qtjambi	qtjambi-activex	6.9.0		84b93b09f200a686f6139734a4ea553e55e0ae68
io.quarkiverse.fluentjdbc	quarkus-fluentjdbc	1.0.0		0e4f91f39de80df0db679560ad86ac0d3e25b203
io.springboot.nacos	nacos-datasource-plugin	2.2.0		5d5096b2c43df2f98f243603761b0f0420665146
io.springboot.nacos	nacos-datasource-plugin	2.2.0.1		8628c0fbe649ba31ec446ecaff1bcef7da35bbb4
io.springboot.nacos	nacos-datasource-plugin	2.2.0.PIGOEM		3931088c4919f86ab43c2b8cfd6212838ba5736a
io.springboot.nacos	nacos-datasource-plugin	2.2.3		9a6e631a237e9326370542335ef77c52b0fb2a50
io.springboot.nacos	nacos-datasource-plugin	2.2.4		26bbbcf00a370f25329c02e243576be4266733b1
io.springboot.nacos	nacos-datasource-plugin	2.2.4-OEM		482db1347b065212a71f51e5c5571e9251040356
io.springboot.nacos	nacos-datasource-plugin	2.2.4-x86		24c7284767d2e315c47596fd6b766a2bcaeac8ae
io.streamnative.connectors	pulsar-flink-connector-2.11-1.12	2.7.6		1664b0215dfc6a1c049f97982d0c3293df019444
io.sundr	sundr-annotations	0.0.1		a6eaa793388f9d5c3fe3c0c147460719e4e877e4
io.sundr	sundr-annotations	0.0.10		acd608a630638c9333fb95fb2720ae8e61a3aac8
io.sundr	sundr-annotations	0.0.11		4d4ae79cf54d7e09b7907ffcb3b24b2c2c894148
io.sundr	sundr-annotations	0.0.12		2750e0578d6a357737924ac2043b6e6033082a0a
io.sundr	sundr-annotations	0.0.13		f66afd270015a1defa73535f5bb6e1344f00f8f7
io.sundr	sundr-annotations	0.0.14		570a6cc9255f76f2f3df4c09f4591369f0396563
io.sundr	sundr-annotations	0.0.15		d80d29f12e7de4b6859972017e0ab5a342569adf
io.sundr	sundr-annotations	0.0.16		3fcacb77ebf6147b362874a422ff98cd70071d7d
io.sundr	sundr-annotations	0.0.17		98c64c614b81c5bdc5bd10afe1dd3782a858ac85
io.sundr	sundr-annotations	0.0.18		afe440a2d9faf229cc489e419efa434de4c8e37c
io.sundr	sundr-annotations	0.0.19		0bccd6183165f7bf1ede5adc33e8cad7bed1b0ab
io.sundr	sundr-annotations	0.0.2		a3c9965785704d73c98205ee32921ed2aef94006
io.sundr	sundr-annotations	0.0.20		abfd74ebd181fa4005e08c15832f0cbcf9f1c99c
io.sundr	sundr-annotations	0.0.21		cd3f8ff3e6ef40abd10747b9b2a087f6113ae1a1
io.sundr	sundr-annotations	0.0.22		b8a2d4e2d4b3fff7d15cc1f08aee2871c03f6305
io.sundr	sundr-annotations	0.0.24		48ccbb341e7e4c9f42196240d4218e7fbdf16309
io.sundr	sundr-annotations	0.0.25		9e622a9abf46923cf77fc1a73b08013021cdff77
io.sundr	sundr-annotations	0.0.3		5372ad707ce68d0560aeab016f05bc76dacb4aec
io.sundr	sundr-annotations	0.0.4		89d3651e2dca043b3f2fd112311e8542a8d8caa5
io.sundr	sundr-annotations	0.0.5		04da8188ef7a2ff42e1ca60bb3454048678f1047
io.sundr	sundr-annotations	0.0.6		9e7dc99d4d8c12b82457f6ff98a3ff86ea7c18e4
io.sundr	sundr-annotations	0.0.7		bcc5c2b039861ffc1ecc7a25f13a840e2ae842fa
io.sundr	sundr-annotations	0.0.8		514efceaee439ecaadae70b1378dbf097a780a2f
io.sundr	sundr-annotations	0.0.9		22b75c70cb744acb0a341625a86c4b74eba076f3
net.exoego	aws-sdk-scalajs-facade-savingsplans_sjs0.6_2.13	0.28.0-v2.596.0		b75444935ec95602280845373a6a4a6efd01a717
net.exoego	aws-sdk-scalajs-facade-savingsplans_sjs0.6_2.13	0.29.0-v2.624.0		d68ba4f7365cd79d363b4d9c5a6cb2717c4e3e13
net.exoego	aws-sdk-scalajs-facade-savingsplans_sjs0.6_2.13	0.30.0-v2.715.0		889948563291dbab373a460360dc71acea4fa225
net.liftweb	lift-couchdb_2.7.7	2.1		1a436ffd89412cfdec55f84c40d0818635006dd9
net.liftweb	lift-couchdb_2.7.7	2.1-M1		cc30e7f14962151704730333efcd90729e822b90
net.liftweb	lift-couchdb_2.7.7	2.1-RC1		3ec022e09663b6bd4d963f1ccdc61427b1dbdc78
net.liftweb	lift-couchdb_2.7.7	2.1-RC2		3b9c2a9a61d3bb8a762fc4c432947e05d74d486e
net.liftweb	lift-couchdb_2.7.7	2.1-RC3		79f691b4e446b9e9583af86424bfe58da94eef74
net.liftweb	lift-couchdb_2.7.7	2.2		f8b9e38af24c7f05cbf243788f3bb56ca2252df3
net.liftweb	lift-couchdb_2.7.7	2.2-M1		e64752963ba37bd43af948f21ba292b92d452309
net.liftweb	lift-couchdb_2.7.7	2.2-RC1		d6b0d3c5877b17288f89aa6bd6d9bcbbd2d0dcf6
net.liftweb	lift-couchdb_2.7.7	2.2-RC2		5a1246360886c20aa19c0ff07c4b14b02913fc69
net.liftweb	lift-couchdb_2.7.7	2.2-RC3		19009fdddfd9dbd6108bbd53e79218ea05231721
net.liftweb	lift-couchdb_2.7.7	2.2-RC4		b6d3eec9964e5b97e719010a5c41fda55853fe8f
net.liftweb	lift-couchdb_2.7.7	2.2-RC5		9f03ea212fec46c53c41787bf880a881ec85ebb9
net.liftweb	lift-couchdb_2.7.7	2.2-RC6		f52da828c86e76168c30ced97364086d2b022102
net.officefloor.tool	officetool_demo	1.0.1		4bc5ede519266250f5284a20b6ced657aa50e532
net.officefloor.tool	officetool_demo	1.1.0		cada39f1a3d46235ee4e9db708375483c51872e7
net.officefloor.tool	officetool_demo	1.2.0		ee37bbe0b94bc986421fa14776bd12c48f1ba603
net.officefloor.tool	officetool_demo	1.3.0		fa629ae4e203d29b93f91db318fe25898da27999
net.officefloor.tool	officetool_demo	1.4.0		75863d73cd19790be9c8a20d9347fb540e1d4a86
net.officefloor.tool	officetool_demo	2.0.0		e1521f900e287cba30f05eeb4857eb777df623df
net.officefloor.tool	officetool_demo	2.1.0		a83a40eceabab49c3513a0cc9764200497a9ca86
net.officefloor.tool	officetool_demo	2.2.0		9d62bacce02962a890c62c068f4e4e1cadf4a94c
net.officefloor.tool	officetool_demo	2.3.0		8c1df8ff91c09b9b723f25b7a9f74b3146957ff9
net.officefloor.tool	officetool_demo	2.4.0		5c1583617b83afa54066c0fd2035468767d30016
net.officefloor.tool	officetool_demo	2.5.0		ab5f489c07af5aab601e643d9239a91be2a4face
net.officefloor.tool	officetool_demo	2.6.0		b98f41b2f127cc927191ffdf0edd7b94dba22bf8
net.xdob.springframework.boot	spring-boot	2.7.18		92af0df210be2b94124897d80406a02b36a5d030
net.xdob.springframework.boot	spring-boot	2.7.19		e86e425693339b855643d35a91165c3205b5aeb2
net.xdob.springframework.boot	spring-boot	2.7.20		5ef8a05a002d3cc54d5a407bfc259b2e408fccba
net.xdob.springframework.boot	spring-boot	2.7.21		774a80042ee1e81150b5f5feb9b39876604fcc6d
no.entitas.gradle	gradle-release-plugin	1.11		8399cde1a4609bc540c36a9f5d00b4869b87ffa3
no.entitas.gradle	gradle-release-plugin	1.12		3d91381aa35b41e8f7df6c2d1604208356f59db6
no.entitas.gradle	gradle-release-plugin	1.13		8f75c028eee3874ae20695349225fcd2a6375ad6
no.entitas.gradle	gradle-release-plugin	1.14		c0301371637d95dc27d8b7a5c9bdbcf79372260e
no.entitas.gradle	gradle-release-plugin	1.15		150ce5cd4e2ab1c0e976d6686c472e774f56a229
no.entitas.gradle	gradle-release-plugin	1.16		51b1c19d94cee503792ff4ba06c1116aeceb2310
no.entitas.gradle	gradle-release-plugin	1.5		fb310d52404811cbd88dc9b4db00628c303f9d18
no.entitas.gradle	gradle-release-plugin	1.6		9d99da49572374dba99c8cafbb22c9dac3abf59d
no.entitas.gradle	gradle-release-plugin	1.7		be62439d566ed2eba4bf198bedaaa746d50b7652
no.entitas.gradle	gradle-release-plugin	1.8		f5267b78baba1f3cbc456835fccac4e496280c24
org.1000kit.quarkus	1000kit-quarkus-jpa	0.1.0		604de1275589aa49e39f9fe30e242f23ca6160ee
org.1000kit.quarkus	1000kit-quarkus-jpa	0.2.0		ff30cb1bc68ccf54ec57586a62e82429b6ca0173
org.aaa4j.radius	aaa4j-radius-server	0.1.0		a95a1fd29ce1bb06224992369ad5661960eb7e67
org.aaa4j.radius	aaa4j-radius-server	0.2.0		3aa926f6230bf1d46e9b3927a87bee00efe10a45
org.aaa4j.radius	aaa4j-radius-server	0.2.1		f820677263e9d9e1439260bc051641085405394c
org.aaa4j.radius	aaa4j-radius-server	0.2.2		be15ca2e09d145c5bd88fd00d90e9bd2101a7a20
org.aaa4j.radius	aaa4j-radius-server	0.2.3		a27648b17463bd4f7009f9508fd6d95668d81f34
org.aaa4j.radius	aaa4j-radius-server	0.2.4		abbef15ed5f7c432219c627581d95a76cb83a355
org.aaa4j.radius	aaa4j-radius-server	0.2.5		d9b01f3233f2a9916f6945473a794ac003f51f1c
org.aaa4j.radius	aaa4j-radius-server	0.3.0		4c69f4b698be1efa0e81b406e8033f9a03686c02
org.aaa4j.radius	aaa4j-radius-server	0.3.1		cf6a2fa49f3a2a31aebcdfae8d0c229bd5b66f9f
org.alfasoftware	astra-testing	1.2.0		25609ac807757087bf758eefc7dadca5e85107bd
org.alfasoftware	astra-testing	1.2.1		86f1066ee4eb9ecc45dce2f3248b8502c0127417
org.alfasoftware	astra-testing	1.2.2		ec11193fb3b733b03c4e4634245775056da392d6
org.alfasoftware	astra-testing	1.3.0		c0d1e8ac9cc27ab45f2e55bf804d29b1c3202d8c
org.alfasoftware	astra-testing	1.3.1		666cf0331f685c5cf75a86bcbe91e8f6205fd99c
org.alfasoftware	astra-testing	1.3.3		f9a012b9315977aee71df26afb8a621bfea0849e
org.alfasoftware	astra-testing	1.3.4		0b8a1e2d6ea4e2d7c904a9626d2b19d274dc9ce8
org.alfasoftware	astra-testing	1.3.5		6813222b7e05c70962baf7c135a9a76aae415aa7
org.alfasoftware	astra-testing	1.3.6		b01287d11d08936129d8d89c45ab32eb3bb8854e
org.alfasoftware	astra-testing	1.3.7		f6e65aae6952c69f051cc8e708dedb29213506db
org.alfasoftware	astra-testing	1.3.8		c7b48a2f566ca5e19dea9ba28199f97752d685ea
org.alfasoftware	astra-testing	1.3.9		f3bfe6766f0a374ccbdd05ff0fb8acdd314e846e
org.alfasoftware	astra-testing	1.4.0		d4a53ce1274262a42d10ee5de6c87736a8296442
org.alfasoftware	astra-testing	2.0.0		de3378efaeaba000b3b026f238bac21f397947f2
org.alfasoftware	astra-testing	2.0.1		54c46d8001a6ec6964a70821658458b4378baebf
org.alfasoftware	astra-testing	2.0.2-alpha2		bf50da83dbd938f498cc0babfc9eb5ed7e27ef11
org.alfasoftware	astra-testing	2.0.3		aec6319b520564c9139440492758969bb80b3b16
org.alfasoftware	astra-testing	2.0.4		60013457f6a63eda06162decdc40f4315b033b3e
org.alfasoftware	astra-testing	2.0.6		8e67546f600d1912bdef43c84c3b9e47f0892f5f
org.alfasoftware	astra-testing	2.1.0		eebfd615770da0876682e0df34aceccca080d2b4
org.alfasoftware	astra-testing	2.1.1		9b1397dc27c85257e20cbbba29c932537b6ff6a0
org.alfasoftware	astra-testing	2.1.2		eab900ff9d74c366a0101b37368a359a61fcd375
org.alfasoftware	astra-testing	2.1.3		4b86bacd679b75828d7916696bbaf5f64ae0878a
org.alfasoftware	astra-testing	2.2.4		57f7fd02d352d02b3bff98a415f338c738e1e7a7
org.alfasoftware	astra-testing	2.3.0		f10d24bb4290386d944ea03a4804209efaae5838
org.alfasoftware	astra-testing	2.4.0		2d4ae43ba5bd060b53c898ee3352a123228ebbf0
org.alfasoftware	astra-testing	2.4.1		2bee7bb2a90f174d639932a1bff618e5b0cac148
org.alfasoftware	astra-testing	2.4.2		9f2ea435f68187a13e6516b9f6051b204675e57f
org.alfasoftware	astra-testing	2.6.0		fa5e70c8860f58c60a3945bb89e178cd26d8ec41
org.apache.calcite.avatica	avatica	1.10.0		a7a566680f1fd94d5cbe268d4a6ae789c14eaf80
org.apache.calcite.avatica	avatica	1.11.0		65bf58c1931862ac844c6d3155fbbd3287a19442
org.apache.calcite.avatica	avatica	1.12.0		83c9adf144b4b26dfc04d4bdcd04281c3a325960
org.apache.calcite.avatica	avatica	1.13.0		4e5635ef3209787b90362cd79fb726ae52926b1f
org.apache.calcite.avatica	avatica	1.14.0		3203ef9b09b275b561513a7c5ccf8443a3ce136d
org.apache.calcite.avatica	avatica	1.15.0		353d7e1f25996657f22a7700226034188150d1ec
org.apache.calcite.avatica	avatica	1.16.0		00d8b6eb8f051bd06f21f0270d07e178db62b586
org.apache.calcite.avatica	avatica	1.17.0		638fab8ecdcf7f4c3ae5052a0e6e59ffadf2a064
org.apache.calcite.avatica	avatica	1.18.0		72dd31ed693f8ae724c7f276327865aae286604b
org.apache.calcite.avatica	avatica	1.19.0		0cdd06068f1438f68a4d340b005445a47e2a9198
org.apache.calcite.avatica	avatica	1.20.0		d56998bb5451f578220cc405d170ccbd8b5f83e2
org.apache.calcite.avatica	avatica	1.21.0		e543267ae7dc7c909fb136d066e97bff27a37fba
org.apache.calcite.avatica	avatica	1.22.0		2047ccde1a7a0c6c764b35a329eda52dd3890059
org.apache.calcite.avatica	avatica	1.23.0		1b87329b2a9ce8f48687e90966c5d81b2bacf427
org.apache.calcite.avatica	avatica	1.24.0		b65f2acfaaa1d285984493224efac9633a0d9eb4
org.apache.calcite.avatica	avatica	1.24.0	shadow	b65f2acfaaa1d285984493224efac9633a0d9eb4
org.apache.calcite.avatica	avatica	1.25.0		7d4ff06d872b0615b47863c41b48151a9469ece2
org.apache.calcite.avatica	avatica	1.25.0	shadow	7d4ff06d872b0615b47863c41b48151a9469ece2
org.apache.calcite.avatica	avatica	1.26.0		04c1a515f64957bc7661cb01ef5b5dfd3004a316
org.apache.calcite.avatica	avatica	1.26.0	shadow	04c1a515f64957bc7661cb01ef5b5dfd3004a316
org.apache.calcite.avatica	avatica	1.7.0		bf21da248e847d053c85048fb5ef222a210d1df4
org.apache.calcite.avatica	avatica	1.7.1		9bc0eef759c2e341bfa206cc3e21d685037ad05f
org.apache.calcite.avatica	avatica	1.8.0		8e1ae87c3ff634d0ebeeae69bb715471f433381e
org.apache.calcite.avatica	avatica	1.9.0		e6fa966daddb03099214918644e0046b4ecb83c0
org.apache.causeway.extensions	causeway-extensions-secman-persistence-jdo	2.0.0		0deeec88490678b42b89367170738aec2e2e3640
org.apache.causeway.extensions	causeway-extensions-secman-persistence-jdo	2.0.0-RC1		85f1c589580a9880290cf80b2941f7ed136db395
org.apache.causeway.extensions	causeway-extensions-secman-persistence-jdo	2.0.0-RC2		b86356c92e9e32d0a8b3ad5b370519ac7e9c2d5f
org.apache.causeway.extensions	causeway-extensions-secman-persistence-jdo	2.0.0-RC3		5779627bebde7cb6b53bd2d84a387a0a8ae3f286
org.apache.causeway.extensions	causeway-extensions-secman-persistence-jdo	2.0.0-RC4		56c15824472ecf587c3d58fb76da014e2291f151
org.apache.causeway.extensions	causeway-extensions-secman-persistence-jdo	2.1.0		bb772ff9c7eb982e3d211a40774d23e67e5deb8c
org.apache.causeway.extensions	causeway-extensions-secman-persistence-jdo	3.0.0		8ee30664b1a40c86afb57071030c17ef703a9d22
org.apache.causeway.extensions	causeway-extensions-secman-persistence-jdo	3.1.0		d1709a7e02d80623bd592855e504fbb32329052f
org.apache.causeway.extensions	causeway-extensions-secman-persistence-jdo	3.2.0		d6e25155dc9d8daabdba0f0c3ad918c4fa3894e8
org.apache.causeway.extensions	causeway-extensions-secman-persistence-jdo	3.3.0		e903c74d5737f00e1e295637aec90204c047293d
org.apache.directory.studio	schemaeditor.feature	1.3.0.v20081014		251e516de79b275f1c9e254fc3fc26c0d6092025
org.apache.directory.studio	schemaeditor.feature	1.3.0.v20081020		238f9a3c7868498b493233c802126f73e7b085a1
org.apache.directory.studio	schemaeditor.feature	1.4.0.v20090407		41436fd6ce6730d64b0a193dbfad8b16530d3de8
org.apache.directory.studio	schemaeditor.feature	1.5.0.v20091102		d1f4130419b3375f2c39f473fcd1edace5db63a5
org.apache.directory.studio	schemaeditor.feature	1.5.1.v20091130		b35e3764e2eb1c526b66940690a2c60f03645911
org.apache.directory.studio	schemaeditor.feature	1.5.2.v20091211		d934c57d6c0a768f7d468766e2b6b1cd4cbcfefd
org.apache.directory.studio	schemaeditor.feature	1.5.3.v20100330		100af7f3aaeb0af839910a178866733467ed5266
org.apache.directory.studio	schemaeditor.feature	2.0.0.v20120111		3a41be145e9b824093b73d362d73f2b522b20698
