au.net.causal.shoelaces	shoelaces-jersey-client-integration-tests	2.0		N/A
com.github.danslapman	morphling-scalacheck_3	3.0.0		20d0e4f6a7c9df8b41fb77e13c08d1e5f287f81a
com.github.danslapman	morphling-scalacheck_3	3.1.0		f5e202c2ca5f8cd766f49c25395a340e4bbcb3eb
com.github.danslapman	morphling-scalacheck_3	3.2.0		dd49fd0f0f902c3ccad2769e5b99ea4a3982c15e
com.github.danslapman	morphling-scalacheck_3	4.0.0		0fd5610299f7089a008e6b6576eaf404c199559d
com.github.monee1988	mybatis-page-spring-boot-starter	1.0.0-RELEASE		b224717c58b8a537890ef7fa3ac49dde83989faf
com.github.monee1988	mybatis-page-spring-boot-starter	1.0.1-RELEASE		49f731f0cf360489aed9fdc936443dc08f2ab51e
com.github.phantomthief	more-lambdas-jdk9	0.1.31		fd203ed999362a4da62efe88694aa33a11a0203d
com.github.phantomthief	more-lambdas-jdk9	0.1.32		dcf1446c825d5cbb1eab5e4f89654b2a852175e0
com.github.phantomthief	more-lambdas-jdk9	0.1.33		adeba34eb00ccea413b007b5563b750c6abed313
com.github.phantomthief	more-lambdas-jdk9	0.1.34		26716fd6a005aa8a770877212bc9b142300bd1c1
com.github.phantomthief	more-lambdas-jdk9	0.1.35		7d82cecb399ad547be2d2e455da5487fc172e60c
com.github.phantomthief	more-lambdas-jdk9	0.1.36		4e4630a3360446245fbd43bf12aa6901f95d04c7
com.github.phantomthief	more-lambdas-jdk9	0.1.37		d205444f5ceca6c7e224bcfd7e46e7536273e8f0
com.github.phantomthief	more-lambdas-jdk9	0.1.40		0864f854e7c9c1e1535e3c6d2673bcad42f36d69
com.github.phantomthief	more-lambdas-jdk9	0.1.41		34ac359bb0e668d91176e8fa2c2968832a290698
com.github.phantomthief	more-lambdas-jdk9	0.1.42		6697da8b4087d2c5c5e92dd1c0dc821b4440ce9d
com.github.phantomthief	more-lambdas-jdk9	0.1.43		643f029d5d13dc4da69b68dcc7b501ed4e803f28
com.github.phantomthief	more-lambdas-jdk9	0.1.44		33f5c4bc45c9f9042b65718eb9c27e5477094022
com.github.phantomthief	more-lambdas-jdk9	0.1.45		eafc294c3e989af86a12b9edf87afeb0d5783005
com.github.phantomthief	more-lambdas-jdk9	0.1.46		0d1d3ac76e8084ac885f162a05dd4986b0d30436
com.github.phantomthief	more-lambdas-jdk9	0.1.48		12f96cc99b707beee55d800bc9f03b6e9da45964
com.github.phantomthief	more-lambdas-jdk9	0.1.49		275c28b1b36e2206626c22878933ab5518caa95c
com.github.phantomthief	more-lambdas-jdk9	0.1.50		22fd16f132aae4b5051fa15a574ac7deb0b1d9d5
com.github.phantomthief	more-lambdas-jdk9	0.1.51		010fa6f7713bc9f0a79bedf987b0f717b80fc61a
com.github.phantomthief	more-lambdas-jdk9	0.1.52		63212e84c70e1fd2462a00801f20f34d45e0e7e4
com.github.phantomthief	more-lambdas-jdk9	0.1.53		0c9e8debd3ac696d2a0c88878e474ad7d37a7746
com.github.phantomthief	more-lambdas-jdk9	0.1.54		14645a403b2428579b3ad62fe7d210ae6ad53164
com.github.phantomthief	more-lambdas-jdk9	0.1.55		ca2a740bffb14abfe23b93682e160a18286faf7c
com.github.rholder	transaction-binding	1.0.0		ede5e0c73b4af4de5f8fa54baf16698c1870e4c7
com.github.rholder	transaction-binding	1.0.1		3d2305daa79ffdb9c88a37309417ea6591b8bd90
com.github.rholder	transaction-binding	1.0.2		69632b5d5480b23e9a90f1d2388f6329f14623d8
com.github.rnett.krosstalk	krosstalk-kotlinx-serialization-js	1.0.0		N/A
com.github.rnett.krosstalk	krosstalk-kotlinx-serialization-js	1.1.0		N/A
com.github.rnett.krosstalk	krosstalk-kotlinx-serialization-js	1.1.1		N/A
com.github.rnett.krosstalk	krosstalk-kotlinx-serialization-js	1.1.2		N/A
com.github.rnett.krosstalk	krosstalk-kotlinx-serialization-js	1.2.0		N/A
com.github.rnett.krosstalk	krosstalk-kotlinx-serialization-js	1.2.1		N/A
com.github.rnett.krosstalk	krosstalk-kotlinx-serialization-js	1.2.2		N/A
com.github.rnett.krosstalk	krosstalk-kotlinx-serialization-js	1.2.3		N/A
com.github.rnett.krosstalk	krosstalk-kotlinx-serialization-js	1.3.0		N/A
com.github.rnett.krosstalk	krosstalk-kotlinx-serialization-js	1.4.0		N/A
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	0.2.0		eac771a79887a872fc25d57113fd3dbaf3eac7ee
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	1.0.0		474f45bbee4d2e0e84c6e65bd2c1d39839b8d739
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.0.0		50bab8a97baf201e0908dd0b279c181c76ca2633
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.0.1		304c46ba8844cf866137c87cd974d8559cffc9a8
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.0		8ea5b9b0111803049c96f5198baf6fc9beaa541d
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.1		4fe1635f8843f7b468735ca424bafe68406d1ad6
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.10		fc860968c0220d529191502a4c75d877e31c642d
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.11		f4d5cc1c3e56c2dec2cb7b16b278e69c9ad4ae7f
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.12		aad27f5580c73bb4396d833a5805e012c4bc0c7a
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.2		58e4af53887d5e136fa03996d6dac2f80f82faa2
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.3		df4e260af219fd29c1b5de6361b91c9ac15273de
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.4		c9218cdc188f16352816151ca3971e6cdf802065
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.5		e27c565edf6e35695302c19ef69914afeaf23e40
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.6		5d98f0f6885062e868208e22cacb52738368ffd3
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.7		8ecfdb30544fad6c0bace387110593fb9e1f6e26
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.8		333d7438f5559b2e88b30c3e03cbfd48eb717922
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.1.9		22ad41cb28f3f4e038e0e9f3f8ef9769857cb00d
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.10.0		505515cae1202f13f486d396ec4686fc7634480b
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.11.0		558d60ff3cb61f2b7b53152da4150d6048b71d84
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.12.0		6c95953a1b0d51fc099027848c71f40a8cd13d89
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.13.0		e955d0665a83ef369beafd5306ecddb30212253c
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.14.0		14046171f3270f441356e93ffcbdb6f2c49e4421
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.15.0		b9d450a2343c70a0974c49d886a6db3dc9bd29f2
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.16.0		2d17aeb56911675e6e2d1ce3e620e9bb5c3fc94a
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.17.0		5fc10bb5a9f39a22831bf5f6587d27c8c6f8fc64
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.18.0		7174299fed46729c603815f96886962f037ff515
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.19.0		ce0294df2d63892fca6784fddad24029a00a2bf1
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.2.0		22cc3e206c705831dfb4e05b663dca561a680f0f
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.2.1		123730648e263cc641b74d21d4dd002e01aa9516
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.20.0		29c557923f44f72c646e200b73b1568a4c467e85
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.21.0		dd1fc29b276b6636f6992bf57f5586930862ff90
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.22.0		d5cb94cd0ee1dd0a1b52842e69fba7a7335b122a
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.23.0		db758ebce11ff32a10b802479597c74548e25f69
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.24.0		f10d0cc811576dc9a34211512029a8c5e9227b1a
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.27.0		04d42b6123501e64102ce8d9502d8ea063831328
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.28.0		fecfd0af8a3922045f38fdc54423da992351cb43
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.29.0		6f1d91055e5fbe387579a00c4c5e54f021704364
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.3.0		20e843fd233d4f4556df6d7339383fa3d207d66c
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.3.2		5ec709168e13fd40d9c8b1054b45e13f5fadb760
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.3.4		7bfc9904ef5369fc13aeb42ed5d16356a3cb68cb
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.3.5		9571c5b7e4b01315ca9cab9c69bf7c1db823714e
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.3.6		9bcd0d81036216484df5d8ae3b58baa706b4f4d7
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.30.0		ffdcb91835959465f170a63421a695d722987565
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.31.0		b879fb5dc8006777aa5e52b71ee744082c5d065d
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.32.0		324a5d91a7d86ba74a0f3e4fc5b7d986be802afc
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.33.0		1dc547623c3c411e7c1779ba2115d01ed3355069
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.34.0		2124ec7923932d0a806242ea14b0f8ee78520bb8
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.35.0		783238e197e8806f5f7400962a1be71148356792
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.36.0		55856c4e51e688d0c5b141ae73533f09dc7e9373
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.37.0		5e620274eb8070025883219475db04239da53c63
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.38.0		55fbf9ae8f0cbdde0f0cdfdaf4c655480f86515f
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.39.0		50eb496777b3e08da53dfaefd138be31b8d98ffc
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.4.0		81623439d46529b7264eb9c6168e1eaa1916a218
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.40.0		a7ca4de74af043e9330b2780fb5432b5f34facd6
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.41.0		b3753f6c0f35114dcf9564255f5b24fc0c5b9845
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.42.0		5a88949f8379e4a07c9bf9c7b5708c0f8986e725
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.43.0		a97ea24ba523a94768391823e0369717781e603b
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.44.0		75de0a173828275ef4db26b0325d7a76aedb7bad
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.45.0		11c9f16d7803890f45dc6ca2847473efc31b40ee
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.46.0		f61d2f68b8adfc548e673199b9ad7cde69c1487e
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.47.0		f071b977e42329dd1bd423113600fe96d06568b7
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.48.0		e476e45df5c5b67b709556a0045c5442c63d489b
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.49.0		beaf8b2860977e64774c3f40276ef8dcc62f768f
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.5.0		de8c26e52f4c300f164e62e53a79e1805515d815
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.51.0		70f4f093023d330c7d129f11d00df39774bd86e5
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.52.0		cbc16e3dea2edddfe02b9ecbedda0d1cc4cd8399
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.53.0		3d85a0e4a24bca8fa65e03cf8fe55a27c457ecbb
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.54.0		d379aeb560d3b63f0cdb7f4967394450483b6f36
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.55.0		11789443e8544f873c6d5a7f447fa0d09f362aa9
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.56.0		4fea4ec4cddf53c107e70d04f4840babfd726190
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.57.0		9a42609e954e314677802f10fc614b0332b09a0a
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.58.0		75f2e7773db27ea98cd8ae5fa1816930c5f533c1
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.59.0		d7a634e0e3a2a071d60225eb91fe37e5dc461df0
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.6.0		c08b950038994cbe83e152b75e70006502523f56
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.60.0		21831669c3595f2dc74d2057917278df643c4d63
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.61.0		cbd8e83d2365d43896062bb16f65a43c3a4b008d
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.7.0		2ea4c73e0c1d6ccc98eab7c174ac760e41295878
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.8.0		9bcc1b1bdd3ea445ac1aacef70bf0679f4c49c68
com.google.api.grpc	grpc-google-cloud-gsuite-addons-v1	2.9.0		b6d8308fac22060524f0a5fad66eb3c9f64cb464
com.googlecode.objectify	objectify-cache-redis	0.1		a0ea0ef655bfad2a28f153fa231d8954cc3ce3ed
com.inrupt.client	inrupt-client-jackson	1.0.0		38e4b4411884a2bb079e75e4f3f7763dedb98913
com.inrupt.client	inrupt-client-jackson	1.0.0.Beta2		e90c2b11a6d9e32fe5756618a30e5aa9115e0f0a
com.inrupt.client	inrupt-client-jackson	1.0.0.Beta3		d02a1ce96a9bb04fc6bc3bd4e5b5e236c9b04479
com.inrupt.client	inrupt-client-jackson	1.0.0.Beta4		2b905cce04110038f3cb91ae0125c3efd0537f48
com.inrupt.client	inrupt-client-jackson	1.0.1		9772f0cc1fbea5fc5d934af8849fa9040028360b
com.inrupt.client	inrupt-client-jackson	1.1.0		01d121b57c74cf9767b6d368d04590e367883483
com.inrupt.client	inrupt-client-jackson	1.1.1		8cd1fd51de1d19e1444cfdb7d794a3e4095803d7
com.inrupt.client	inrupt-client-jackson	1.2.0		174fbc683bb28c59dd0d18ba12548a711dbc3a89
com.inrupt.client	inrupt-client-jackson	1.3.0		b2bcff40118d408e37b73bcf2622085e2e92e771
com.inrupt.client	inrupt-client-jackson	1.3.1		e9c974e90c8b56efd51d262d31cb9ba1bd858c16
com.intuit.karate	karate-testng	0.2.0		ea0f35a778dfaad1b77050f492dec68640d6cc41
com.intuit.karate	karate-testng	0.2.1		41abbde2f78b5ec40dae77898dc0d7fd3ed8b15d
com.intuit.karate	karate-testng	0.2.2		eb7f56c16de8f21b043741e3ca035bfe0ce5bb5f
com.intuit.karate	karate-testng	0.2.3		d73c88eeafc66ba55607ac3d0330211b42a51440
com.intuit.karate	karate-testng	0.2.4		f804e8bc2c8b90ae77e83dcc4fc2d1f83d167afe
com.intuit.karate	karate-testng	0.2.5		ada8e86a626892902fbfe045ffa27d28a9d6c483
com.intuit.karate	karate-testng	0.2.6		0dc3f726cbfda60ec1cf2355d0cde819624969e9
com.intuit.karate	karate-testng	0.2.7		79ecd340be5afae12d0765ccb55fede116a6468e
com.intuit.karate	karate-testng	0.2.8		bebca7d3a16f4412a581618f27dfb8588f12af3b
com.intuit.karate	karate-testng	0.2.8.1		baab6f15fabd06d9dc320ae5183cd38d08ca1d98
com.intuit.karate	karate-testng	0.2.8.2		8effafb575f4883f397ac1d70cffc5cb1b4f8557
com.intuit.karate	karate-testng	0.2.9		611cc5fcda67783dd843ab5d8a8da9be3d90e088
com.intuit.karate	karate-testng	0.2.9.1		d4b456d314b613afdc0dbe66e06618c72eafe36b
com.intuit.karate	karate-testng	0.3.0		aa3ab877ab657554d5603921a06ed41a414401f4
com.intuit.karate	karate-testng	0.3.0.1		d8e59bf52c45c96e0762de18b8daddc9ade42f52
com.intuit.karate	karate-testng	0.3.0.2		d9aca9300d326328263ba78a428d2e95b2379464
com.intuit.karate	karate-testng	0.3.1		508dfacae9f5f46ad5c62410e41174c5f5b190df
com.intuit.karate	karate-testng	0.4.0		9aa7c585cd66c3a3cf5fed64dd4690454d82f683
com.intuit.karate	karate-testng	0.4.0.1		7a2318226ca86a9373fff26320f63af9c8383d8c
com.intuit.karate	karate-testng	0.4.1		a7332eb8194a6356eeca037158af4ab9299ffd10
com.intuit.karate	karate-testng	0.4.1.1		e45ed9e8e0ff1075f6ee067617b0e9408cb49165
com.intuit.karate	karate-testng	0.4.1.2		e21584c2f38f46c68e604e66b4bbc8022a66ec6a
com.intuit.karate	karate-testng	0.4.2		2435f5ed988cd1198a18d5bd0face42ed7e66c56
com.intuit.karate	karate-testng	0.4.3		00e3dc41a5ed879a2a12c51f8a20e818f5080430
com.intuit.karate	karate-testng	0.4.3.1		f82d1db90ae9363151a701274f601f041c27ae9e
com.intuit.karate	karate-testng	0.4.3.2		659f10c0b89efc03a81564c1d672c2fed848b382
com.intuit.karate	karate-testng	0.4.3.3		722543cf14a187a12c99028d0ecd480ae396f8c5
com.intuit.karate	karate-testng	0.4.3.4		7cc112e6a2cd82a691f6ef8e8b89ba0c08c02ba8
com.intuit.karate	karate-testng	0.5.0		047750d7341092b9b7a6fd42cae5640b3cc0465c
com.intuit.karate	karate-testng	0.5.0.1		de94725917be7f30836471e44176ef08c7ca0ecd
com.intuit.karate	karate-testng	0.5.0.10		067cdd8d4654bd4a532b29c83150e6a7183d9524
com.intuit.karate	karate-testng	0.5.0.11		7ba2c8166e01d08dd44980cfc30c4a047e6f013b
com.intuit.karate	karate-testng	0.5.0.2		90b025629be76513089ac95e26d6a997932a5439
com.intuit.karate	karate-testng	0.5.0.3		5fb892c322454f830946093c06eb877bb6a6ce71
com.intuit.karate	karate-testng	0.5.0.4		de696f63351753c925447836b8d8ce88c297c557
com.intuit.karate	karate-testng	0.5.0.5		ac9de14bc51056271a79642ec04a1a988371925e
com.intuit.karate	karate-testng	0.5.0.6		3e2bada16155c9a6b181b93997ec9faf9197f583
com.intuit.karate	karate-testng	0.5.0.7		362aca92944fdb8d98310c232277e69158650dbe
com.intuit.karate	karate-testng	0.5.0.8		12a03f7ac7ea335d34ceb91d129c232ab2fc8254
com.intuit.karate	karate-testng	0.5.0.9		c67b28924a69b918987cd88690f7ed3425667e2a
com.intuit.karate	karate-testng	0.6.0		29356f2f3476fbe9b038a3ba1d8291dbfdf53c82
com.intuit.karate	karate-testng	0.6.0.1		736336fe190201c04eb906f7ec5ab227bbd76553
com.intuit.karate	karate-testng	0.6.0.2		ade41dd80c71d9ab832d4078b732145439b18d95
com.intuit.karate	karate-testng	0.6.0.3		bb3522e8615d228cd4342ae46f3edcc36992b003
com.intuit.karate	karate-testng	0.6.0.4		306b157d1512744f9f72d49d1878d547c3bfc3df
com.intuit.karate	karate-testng	0.6.0.5		8a63060ef468fb68bc81164b1f773eacd53717ef
com.intuit.karate	karate-testng	0.6.0.6		37afe65df0ed1003aff073bf7bfccf0876ce3b9d
com.intuit.karate	karate-testng	0.6.0.7		d2aacb341072b7e9f5825320aa5a03a3b0816e37
com.intuit.karate	karate-testng	0.6.0.8		fdd97a212f71b225f01d4fcf1963469f45a1dd6f
com.intuit.karate	karate-testng	0.6.0.9		01795d9201bbf882724a9fded41392b5305b6d3b
com.intuit.karate	karate-testng	0.6.1		016e60bb9cd208147feaeb0da53db9a8bd609f64
com.intuit.karate	karate-testng	0.6.1.1		61d36458f69194618907d0fea801e5c348e66022
com.intuit.karate	karate-testng	0.6.1.2		eac54a7f8fee02b57bc19c680d30c374b358bc4e
com.intuit.karate	karate-testng	0.6.2		88dd46f4ff9c0078e8d17e68e03a620f3cd38c1e
com.intuit.karate	karate-testng	0.6.2.1		f3d1c0ba7d00afd8c2d7d3f7c370548963cdf1c1
com.intuit.karate	karate-testng	0.6.2.2		7a54ee638af7011f3c9382ddabf828359eb00592
com.intuit.karate	karate-testng	0.6.2.3		8137469d8e6b8e31871475d978224c25e2cec685
com.intuit.karate	karate-testng	0.7.0		7dd0d0b82c1d45ef152722cd2c6fd7e7242e802f
com.intuit.karate	karate-testng	0.7.0.1		3625552a331b18b19fe873f04e75352a381c9f64
com.intuit.karate	karate-testng	0.7.0.2		bfa8a3b250b30378fee525e520b2718cb915260a
com.intuit.karate	karate-testng	0.7.0.RC1		34a458d093611e58de80194afc2acf0010010872
com.intuit.karate	karate-testng	0.7.0.RC2		48dcd4ed227fa4e76bd6a773749fa7c89c4d0305
com.intuit.karate	karate-testng	0.7.0.RC3		1eec1c227e6f3be012ca769c8881d66f603154f4
com.intuit.karate	karate-testng	0.7.0.RC4		f746e34d43aaa8c05272133d945f8ead6cd78d96
com.intuit.karate	karate-testng	0.7.0.RC5		808ef45a51d5ca528fd881bd345fcdc48b7a5722
com.intuit.karate	karate-testng	0.7.0.RC6		3b8eb53d97c62609a9ddba43e6e4c64ce9467c41
com.intuit.karate	karate-testng	0.7.0.RC7		4935bd62db1fafa9a1a7e23af2799c50d61b37a0
com.intuit.karate	karate-testng	0.7.0.RC8		0bf3fd79472aeb71d5ce68c3d6cc78758e24e79a
com.intuit.karate	karate-testng	0.7.0.RC9		35655e325a43b6d1ced1354eb253f0868f3a0df1
com.intuit.karate	karate-testng	0.7.0.RC9.1		6d85e64074ba6c8d5b754cb68960cd3134c7de21
com.intuit.karate	karate-testng	0.8.0		e013947d41aeb42b9994c7ff1558bf616edc7dd1
com.intuit.karate	karate-testng	0.8.0.1		55195de2be2a8dc59067514087968118280204c2
com.intuit.karate	karate-testng	0.8.0.RC1		3cd7b60bf9cc91cd1db66ebd792c48bdc03a0cea
com.intuit.karate	karate-testng	0.8.0.RC2		d8089f22b74f90467d7f656b42e8366ce4dcefc0
com.intuit.karate	karate-testng	0.8.0.RC3		935944d7090cec0f397799e7413cb1a4aa965e97
com.intuit.karate	karate-testng	0.8.0.RC4		fcabc2b559a81b2091de38b3a6381ad324e9bb23
com.intuit.karate	karate-testng	0.8.0.RC5		1e053d3ec734199d0cfd9d83367818977a5f5f37
com.intuit.karate	karate-testng	0.8.0.RC6		23bb5e024813949c3c85144bcbea1a0b1cd0c1a7
com.intuit.karate	karate-testng	0.8.0.RC7		2c5abb1b31d80c77f1b728cdef2edc7dcf1e18b3
com.intuit.karate	karate-testng	0.8.0.RC8		fa3126d33c390ac5602891377dbbb9b643fa5d0f
com.intuit.karate	karate-testng	0.8.0.RC9		88c1afdfafa03bdd88d4f076f6abcd9d96ee663b
com.mastfrog.builder	builder-builder-demo	1.0.1		4787c75e4a6c6634737d8cfe0aefcfc0d904a606
com.mastfrog.builder	builder-builder-demo	1.0.2		5eef3be9fcb95c26334429768c11d4e93c886565
com.mastfrog.builder	builder-builder-demo	1.0.3		71cc594c2a2af36dbc4b878eb03a5da75ed22592
com.mastfrog.builder	builder-builder-demo	1.0.4		af2b4f0c4013f22e287099e0127833e611ab8fa9
com.mastfrog.builder	builder-builder-demo	1.0.5		52ea30af28ed9a6104c3b64637f1457519e11a58
com.mastfrog.builder	builder-builder-demo	1.0.6		c07d18b5f0d5a83433a8e7f1211140e042def335
com.mastfrog.builder	builder-builder-demo	1.0.7		6fe9708ba255fb4fba99ef40d8c4ca71a1d5b630
com.mastfrog.builder	builder-builder-demo	1.0.9		13ead5f89c6bbb8f169b40f395e06d341b0fbf2a
com.michaelpollmeier	macros_3	2.0.365+25-98122e9b		b957c78f3dfb6bfe257fe6b6f6ae3eb154caae97
com.michaelpollmeier	macros_3	2.0.365+26-3e49c273		c7986fdcb00ac0d3b21ea9bd54d9a30f36cc77a3
com.michaelpollmeier	macros_3	2.0.381+25-cf0f1be4		919ac17b807bbb7734f23160fce618cbc47b5479
com.michaelpollmeier	macros_3	2.0.428+7-e0ebe60f		631ef95da12056b63e5718f7707c4529dfeecb44
com.michaelpollmeier	macros_3	2.0.431+5-e48d4785		60c6e22074caa4eeae6ebd5c95fca28c1776ec5f
com.michaelpollmeier	macros_3	2.0.440+7-e7df7a79		c41758c53741638f1837ebc3c406fcc33f2e2be1
com.prodege	prodege-play	1.0.0		N/A
com.prodege	prodege-play	1.0.1		N/A
com.prodege	prodege-play	1.1.0		N/A
com.prodege	prodege-play	1.1.1		N/A
com.prodege	prodege-play	1.1.2		N/A
com.springsciyon	syncplant-starter-zxing	1.1.15		69aee80c917fb347499a307c7d466df1509a6fc0
de.dagere.kopeme	build-tools	0.10.1		d56bb7a105b8f38d5df37446f5dc14d0553d7957
de.dagere.kopeme	build-tools	0.11.1		e62ce879280ec48d5a319d605d51b0c3a398734e
de.dagere.kopeme	build-tools	0.13		5ba9ce251c0dfb3bbd7deec4d60076e9ba9dfc63
de.dagere.kopeme	build-tools	0.14		2bca8cb1abf46fe3ccb69cefbe2dc85bcc8e7693
de.dagere.kopeme	build-tools	0.15		49924afda1512dfe029a5005aba330fd1fef1914
de.dagere.kopeme	build-tools	0.15.1		a58761e11ef4a34fecf2124b5b5b211ebbfadf2b
de.dagere.kopeme	build-tools	0.15.2		3d98eb6f9595963975cfa9bd8d2e727a2b2e18ad
de.dagere.kopeme	build-tools	0.15.3		ede0a814b8a80d18993ff7659d55ed3fa20d7e39
de.dagere.kopeme	build-tools	0.15.4		6c4d590470ad11b51ea577aa966b66de181ffc83
de.dagere.kopeme	build-tools	0.15.5		df854d2cd2ad1d56404c1008e975c25076471db7
de.dagere.kopeme	build-tools	0.16.0		3db6aa9318fff6fdd91017e053fcaebad55f9999
de.dagere.kopeme	build-tools	0.16.1		f25545c4b5a1a57f72ff2dbce250efdbfa83896c
de.dagere.kopeme	build-tools	0.17.0		dd1e630b13a745d6bb739ce12ad994e9e9f8bf65
de.dagere.kopeme	build-tools	0.17.1		9b3f5f4b83a4b7966d451546c7f610136607e025
de.dagere.kopeme	build-tools	0.17.2		a54839fdabed983c1314ad97ff7dc7863bfb1481
de.dagere.kopeme	build-tools	0.17.3		bac0db68c1c466a985b02adcf50732640ba5c2d3
de.dagere.kopeme	build-tools	0.17.4		137218f7e305d5040bba3881304608842eb82504
de.dagere.kopeme	build-tools	0.17.5		8145f525ee302dbcc4ac60842a3180d475e0b96a
de.dagere.kopeme	build-tools	0.18.0		06c96ec2955056524ff7ef374e10990d62fad8e2
de.dagere.kopeme	build-tools	0.18.1		4e418861cdcea659bc61f63699300a48e8c0fef3
de.dagere.kopeme	build-tools	0.8.1		bbdfb9d19689c9784139be2e1e79ec1a7aa13ebc
de.dagere.kopeme	build-tools	0.9.1		a56efe59e1443cf8b9440bdd58c3149df19242d3
de.dagere.kopeme	build-tools	1.0		1d6b647db22db9ec9c3a5419cafe66598414703a
