azote	xmlstubs	1.0.2		a6f821388a32bd465800910c57b60324eeae4a30
dev.zio	zio-aws-shield_3	7.28.29.5		2d120029ee7e37f99f2c1745665f249fc4f0b128
dev.zio	zio-aws-shield_3	7.28.29.6		023ecad44ce14c86921e9faf1e74c6cb67b87250
dev.zio	zio-aws-shield_3	7.28.29.7		944d2647bfd090018211e26d34cbe981fd9281d9
dev.zio	zio-aws-shield_3	7.28.29.8		64b9dea7135c2666b3e0735730e7a557ad26c609
dev.zio	zio-aws-shield_3	7.28.29.9		95f5fe118d804dbd624000b26b66a2393cf1a2ad
dev.zio	zio-aws-shield_3	7.30.15.1		3926eabc29225ddd07cd01df0bc33accf8b76669
dev.zio	zio-aws-shield_3	7.30.15.2		4b26816c0340c971cba24fc8bb288a034bb27d3e
dev.zio	zio-aws-shield_3	7.30.16.1		60052ba8bfc55efaf05cd18040e466d25d821ec7
dev.zio	zio-aws-shield_3	7.30.16.2		5a56cf19bb768c249d6938e6a30339035956f4a1
dev.zio	zio-aws-shield_3	7.30.16.3		80580ed39b1295cc7fcbeeca9c0c2ad29cf9578c
dev.zio	zio-aws-shield_3	7.30.16.4		3063ce7e2cc10bfc1d470fd4924acb289d1fd488
dev.zio	zio-aws-shield_3	7.30.20.1		bd8b7f2670b1013df66026533b12e0491a7a89f0
dev.zio	zio-aws-shield_3	7.30.22.1		0d3acb2a0fcdb32c5a055871a6398e22b162b74c
dev.zio	zio-aws-shield_3	7.30.22.2		c0a2794de5618af87ff05342d02af9fdb093a8b6
dev.zio	zio-aws-shield_3	7.30.23.1		5323fe39d545f2d3b9f9b8dc4be45afa7b5b5276
dev.zio	zio-aws-shield_3	7.30.24.1		da3d06f50dc7fb5dd42ce00ead1cd3c1a43dcda3
dev.zio	zio-aws-shield_3	7.30.24.2		e6c7ca3a7cde190f0a840cd3a9010c55617807e3
dev.zio	zio-aws-shield_3	7.30.25.1		ab026f7451945934a61d63b5dc74a0fedd326020
dev.zio	zio-aws-shield_3	7.30.26.1		156dfd4cce0ea39d7489a8d32863a9f21441abcc
dev.zio	zio-aws-shield_3	7.30.27.1		2dcb72cedbc95479af94ca5f6e8ead11c8a78aa5
dev.zio	zio-aws-shield_3	7.30.27.2		b74b90b7fd7268334a5c7928866b5dbd7d1b4ce0
dev.zio	zio-aws-shield_3	7.30.29.1		5abd03c2119ebbed3529941195bdb0faa07f0144
dev.zio	zio-aws-shield_3	7.30.30.1		072e36c92d03e1edafc2bbf13318d02dc619f91a
dev.zio	zio-aws-shield_3	7.30.31.1		b4980ff5cd33840441016b566a365a2a2aeee705
dev.zio	zio-aws-shield_3	7.30.31.2		39e88de351540efcbe085977d8c84332c4ea9abe
dev.zio	zio-aws-shield_3	7.30.32.1		76a0a8c5ec51a2ae674d420b96f8e7aef2b945a1
dev.zio	zio-aws-shield_3	7.30.33.1		6beeca6484ae005867236d3e945ce6cc2895f1fc
dev.zio	zio-aws-shield_3	7.30.34.1		e56d2282601d26f17128fa26f77d10660c542307
dev.zio	zio-aws-shield_3	7.30.34.2		8baa2ca96bc4fac01690d5e425fb15271ebd8d97
dev.zio	zio-aws-shield_3	7.30.35.1		48ebd3f8c7b50fb5594125fbf933e4ed5f460666
dev.zio	zio-aws-shield_3	7.30.36.1		5d25b797c9c660b0a1ef908d2110f8ade8411e4c
dev.zio	zio-aws-shield_3	7.30.37.1		5eec38d16ee01172ce8a1ca4b2ef442c931d15aa
dev.zio	zio-aws-shield_3	7.30.38.1		f452da1acdda945b8c6ef1e49102d2176fe56034
dev.zio	zio-aws-shield_3	7.30.38.2		8231938ec1724dad330471a50d10b10b456cc9b4
dev.zio	zio-aws-shield_3	7.31.0.1		6079be6eaa14e591029a3d0eef6fa99bf318aa1e
dev.zio	zio-aws-shield_3	7.31.1.1		6eb7647ccc9b2e9d3af007713399a3268de55f66
dev.zio	zio-aws-shield_3	7.31.1.3		1f1b30ed9cf23447694905296aa4e8ed0196bfb2
dev.zio	zio-aws-shield_3	7.31.1.4		d2f6eea4ec34e8dedf6a77981a340c034f6a605a
dev.zio	zio-aws-shield_3	7.31.1.5		7a3771d346ecd14538121d377cfd65676e026fac
dev.zio	zio-aws-shield_3	7.31.10.1		597b608b252a382f1763c19b515de91821a2c44a
dev.zio	zio-aws-shield_3	7.31.11.1		0373ffde0650d970ae1690b97facdeef3ab6c5db
dev.zio	zio-aws-shield_3	7.31.13.1		62dd0e209c88ce3e36a393daaca95fc7643a4577
dev.zio	zio-aws-shield_3	7.31.14.1		12686f4e8c50bca4a61d49fc3be20e9ac7f689ad
dev.zio	zio-aws-shield_3	7.31.15.1		29240f388d1c8deb86705df20b41b874e802f4cc
dev.zio	zio-aws-shield_3	7.31.16.1		6b08afcb1a516cab47f04e571215b1155961a0c5
dev.zio	zio-aws-shield_3	7.31.16.2		b32159582cd69933542d6a6171c975b9637db8ba
dev.zio	zio-aws-shield_3	7.31.17.1		b52156dbf1412af88f9b07df4f2290a2887b55ba
dev.zio	zio-aws-shield_3	7.31.18.1		bd9e65a08b7658388de2075f9d6e4aadf4766c08
dev.zio	zio-aws-shield_3	7.31.19.1		576257640b9b222dfbbd515d4a3b9d976db24a87
dev.zio	zio-aws-shield_3	7.31.2.1		25ade1a74541ed17af8c1fdd72c07e1db80457e3
dev.zio	zio-aws-shield_3	7.31.20.1		41a73bcb001a5743a1340c8b6c2536356932038a
dev.zio	zio-aws-shield_3	7.31.21.1		1407e4ae9baae8aeea4692cbfede0e3d1e0264b5
dev.zio	zio-aws-shield_3	7.31.22.1		d02042d268ddccea38cf8886c35323c0c61bbf9e
dev.zio	zio-aws-shield_3	7.31.22.2		65a215e640137ff6062491842c8ba11e216c6374
dev.zio	zio-aws-shield_3	7.31.24.1		c64eb799b5f3ec8690213a93f05778dfa7bd5ab7
dev.zio	zio-aws-shield_3	7.31.25.1		648cab7d22efbe2e34b2e6bc5ff4b6eccf8c56c3
dev.zio	zio-aws-shield_3	7.31.26.1		1f1b0660e069278ba5305102639639590d44b6ff
dev.zio	zio-aws-shield_3	7.31.26.2		e02ea4c916228207b00945ff2a1947a80ccea646
dev.zio	zio-aws-shield_3	7.31.27.1		3e9a000a8266f93dc26d0d6909fc6bd4ed9204cf
dev.zio	zio-aws-shield_3	7.31.28.1		1fd69ac0b4b7186526157e2d55f88bbcaf55d139
dev.zio	zio-aws-shield_3	7.31.3.1		ea7478192866e2bad387cb2fe3023f531cf0bdb3
dev.zio	zio-aws-shield_3	7.31.30.1		410d20d9cfe4f99adadd47a005c01d3d054bc178
dev.zio	zio-aws-shield_3	7.31.4.1		518937ff63e493b1fcec85637ecc0781757a38ed
dev.zio	zio-aws-shield_3	7.31.6.1		a577b29311a6c01e8e38d5b61555ac8228b3347b
dev.zio	zio-aws-shield_3	7.31.6.2		f01ca0e67465de129d83bb6cf70bf6e8e37eabd7
dev.zio	zio-aws-shield_3	7.31.6.3		893d8440eb07ec95b673b011733928fb6644f83d
dev.zio	zio-aws-shield_3	7.31.7.1		4d0a8d6d988b84c6d067b92cfffcaa42e49b2173
dev.zio	zio-aws-shield_3	7.31.8.1		3250b975df912cf7f1fbf5297d91eb66b4152e3d
dev.zio	zio-aws-shield_3	7.31.9.1		6a9069cb2bd54e05c3f7e0e9f5b58b071369918a
eu.mihosoft.vrl.jcsg	jcsg	0.3.1		1078dfb8d1f8a1e7b03ca504c19614cb8f5f9979
eu.mihosoft.vrl.jcsg	jcsg	0.3.2		561440fdfefbc646be4525ccab22e5f8a0e92f1c
eu.mihosoft.vrl.jcsg	jcsg	0.4.0		655a0e50ed0178a89d7574120462240f09753330
eu.mihosoft.vrl.jcsg	jcsg	0.5.0		838d70f8dc096faf1d35a65d2f3f7294540d60bf
eu.mihosoft.vrl.jcsg	jcsg	0.5.2		3e35988f5fa559e4e9fa5ea848148a793542e615
eu.mihosoft.vrl.jcsg	jcsg	0.5.3		f34f583f63a9cd5585ddbf45247b3bf227b1592c
eu.mihosoft.vrl.jcsg	jcsg	0.5.4		322ece36aa159ef9cb2df5f692fca184aba44730
eu.mihosoft.vrl.jcsg	jcsg	0.5.5		c428eb6ef9d6a5fd957e448527b8e3a0ab40ed49
eu.mihosoft.vrl.jcsg	jcsg	0.5.6		71aa5ffb1b4b66d0a9ff538342b76e0eb43ee4c3
eu.mihosoft.vrl.jcsg	jcsg	0.5.7		f65098fc7176cff29ce88e2f22e7d0de5314439f
fi.metatavu.edelphi	edelphi-api-spec	0.0.4		2748a31a1bd11fdec5b3f9737fc4cfa50d1bdef1
fi.metatavu.edelphi	edelphi-api-spec	0.0.6		c7231ce9be0d33f4105a209f12b397a7119f4ee2
fi.metatavu.edelphi	edelphi-api-spec	1.0.10		daf5078c54c8433445049e9f13744c89e457684a
fi.metatavu.edelphi	edelphi-api-spec	1.0.11		383366d6deaad239cfc9bf5b467204bb10d91244
fi.metatavu.edelphi	edelphi-api-spec	1.0.12		b54e2ebb38335fb0f3e0f840eb92e96cb58d60ad
fi.metatavu.edelphi	edelphi-api-spec	1.0.16		24abba13104fb18b7960538c8f7a22b140ac4019
fi.metatavu.edelphi	edelphi-api-spec	1.0.17		3abde12fca3227def705c0cc2ab9fada1dbe8af1
fi.metatavu.edelphi	edelphi-api-spec	1.0.18		8d43b7f58291fe232a70398f6dab7f8de52ed3ab
fi.metatavu.edelphi	edelphi-api-spec	1.0.19		088e0ca629f96ec698e4a86d467034bafe093460
fi.metatavu.edelphi	edelphi-api-spec	1.0.20		95243264c1427fd36aa1bc64338b2f70f81b1c72
fi.metatavu.edelphi	edelphi-api-spec	1.0.21		d82a2117c03f7d53cfccef5e3d58d13fbecba63d
fi.metatavu.edelphi	edelphi-api-spec	1.0.22		963e5c374a4812f95c413a8ae1e35ffa4361906b
fi.metatavu.edelphi	edelphi-api-spec	1.0.23		8c621792d03b45b5dab560eac4423c7b5a89eb48
fi.metatavu.edelphi	edelphi-api-spec	1.0.24		d4e73fbfa5bdeca8a4f83bf9ea0bfad4a8e2e304
fi.metatavu.edelphi	edelphi-api-spec	1.0.25		f89a273d6628484ca38fd3df086212538c4f5232
fi.metatavu.edelphi	edelphi-api-spec	1.0.27		44b61abcd5dba8ce0b111f595ad54fa06b665a86
fi.metatavu.edelphi	edelphi-api-spec	1.0.28		10ae120425016e90755c8ff1e89fd8a938d71893
fi.metatavu.edelphi	edelphi-api-spec	1.0.29		9a6ca6b2c3e7751d0c75863bed9cabd30f88e8fa
fi.metatavu.edelphi	edelphi-api-spec	1.0.3		82db60b663d4b2ec7e200176f37fb322fcb5e907
fi.metatavu.edelphi	edelphi-api-spec	1.0.30		ce63ec1347ba9f6457ff37ba11a6b2ff1a081cf6
fi.metatavu.edelphi	edelphi-api-spec	1.0.31		789b025d8b96d7eb0182f10120d95bb472fee1aa
fi.metatavu.edelphi	edelphi-api-spec	1.0.32		10a1afba0b9e82d0fc6e46776efcbd5c88aad99a
fi.metatavu.edelphi	edelphi-api-spec	1.0.33		b1cff913c8fb0c768d12d2b96f4aba33b5ad5fee
fi.metatavu.edelphi	edelphi-api-spec	1.0.34		a4246f6189386ea1382067bd515741fc89c6f9cd
fi.metatavu.edelphi	edelphi-api-spec	1.0.35		bff28d3e1cd490e2d0e13901e07472404c6d9e4d
fi.metatavu.edelphi	edelphi-api-spec	1.0.36		247b2372cbf0cc3d585704ce62b8bbd8054dd4b6
fi.metatavu.edelphi	edelphi-api-spec	1.0.37		d60504000dc8598de8e3181b717af75a75c285bd
fi.metatavu.edelphi	edelphi-api-spec	1.0.38		03c32e0f293c97e9e76447973061e97bf0cc7a24
fi.metatavu.edelphi	edelphi-api-spec	1.0.39		bd8cba7b7d92346adafc358ac16e0ad572fe1bbc
fi.metatavu.edelphi	edelphi-api-spec	1.0.40		be067eed9e627c75a18b3917233094c8241c73a5
fi.metatavu.edelphi	edelphi-api-spec	1.0.41		b1fff806227dcf0d27e23d3b1538421442e5ca56
fi.metatavu.edelphi	edelphi-api-spec	1.0.42		e106d5531b844e704c8440de16eb6b1c1bd1904d
fi.metatavu.edelphi	edelphi-api-spec	1.0.43		5cac234ab56e9768e61cb85ce06844a0369bdaf5
fi.metatavu.edelphi	edelphi-api-spec	1.0.45		64937050b34c5549bd9872caa252bedf25642101
fi.metatavu.edelphi	edelphi-api-spec	1.0.46		4487f38db2ba316c1c1712166d229c6039f6f6d1
fi.metatavu.edelphi	edelphi-api-spec	1.0.47		1037757bac513799df1a075396812cd4a90f7dbb
fi.metatavu.edelphi	edelphi-api-spec	1.0.5		10ebab6b922e5e156c807f48c847ac8fbab32f35
fi.metatavu.edelphi	edelphi-api-spec	1.0.6		875e7c2b38162be19cfe2fd75a828134b5e676d2
fi.metatavu.edelphi	edelphi-api-spec	1.0.7		57c888afc981e516fe02d6e5d0db4736b6e4ea82
fi.metatavu.edelphi	edelphi-api-spec	1.0.8		0854c9d4807c9992f4fd77d2cb0d482b7b4b4b35
foundation.metaplex	mplbubblegum-macosarm64	0.2.10		N/A
foundation.metaplex	mplbubblegum-macosarm64	0.2.10	metadata	835dcc68263c0beb00d868ead42980cc015b1b65
foundation.metaplex	mplbubblegum-macosarm64	0.2.3		N/A
foundation.metaplex	mplbubblegum-macosarm64	0.2.3	metadata	863f860f0e01d90f53d63298f010325e8a75b692
foundation.metaplex	mplbubblegum-macosarm64	0.2.4		N/A
foundation.metaplex	mplbubblegum-macosarm64	0.2.4	metadata	71e3c7d0794ecc3e57cbeb082fe4af7d28a9e63e
foundation.metaplex	mplbubblegum-macosarm64	0.2.5		N/A
foundation.metaplex	mplbubblegum-macosarm64	0.2.5	metadata	0f2e95c984f8eda9cc720f16814600ef5fb81ae6
foundation.metaplex	mplbubblegum-macosarm64	0.2.6		N/A
foundation.metaplex	mplbubblegum-macosarm64	0.2.6	metadata	1e9e45ee20835352ba66d7ec22a44d4c4545e530
foundation.metaplex	mplbubblegum-macosarm64	0.2.7		N/A
foundation.metaplex	mplbubblegum-macosarm64	0.2.7	metadata	9eac9f885e66d5362b24bbb9e24e767e8ca64067
foundation.metaplex	mplbubblegum-macosarm64	0.2.8		N/A
foundation.metaplex	mplbubblegum-macosarm64	0.2.8	metadata	056eb98ddb9f8d2265c6e51328c441304bf2e9df
foundation.metaplex	mplbubblegum-macosarm64	0.2.9		N/A
foundation.metaplex	mplbubblegum-macosarm64	0.2.9	metadata	93b46137af68a39494e2d20aa934a05e3624fb1f
foundation.metaplex	mplbubblegum-macosarm64	0.3.0-beta1		N/A
foundation.metaplex	mplbubblegum-macosarm64	0.3.0-beta1	metadata	24a733caef9bad32815fe53be586da102dcbd0c6
ink.aos.api	aosboot-openapi	3.0.0		bb003342cc7d766bd10165ab0cb93cc5beaa2a97
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M10		e213be31323252ef16013787abe136867d94b3d5
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M11		29532d3db78273fa0cd687ca3d242158e5ba2124
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M11-1		4b9950efdffa0367f047f4acb0ad2f7deb435f00
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M11-2		23b8a758072b5c1689397e734aa8c941170e1c43
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M12		049761d12064b38656a4055b63184421ccc54a44
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M13		b6680f24dc59cddc7689d95ca88bef4e5bb6e484
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M13-1		5a2ec094576cef6623aaef6d138aa07a5218d1ff
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M13-2		ae9aae77a80d3d5a9f056c29a50257ca100800bf
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M14		ab965bdd053994aea8defbef6f4acf5868eba9ad
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M14-1		17c713a0b99cc1e17893bb508edbdafbbf07f81c
io.get-coursier	coursier-core_2.13.0-M5	1.1.0-M14-2		f6fb12505c5161fa097957ac3c362030d0336a37
io.github.danicma	connectivity-compose-http-iosx64	1.1.4		N/A
io.github.danicma	connectivity-compose-http-iosx64	1.1.4	metadata	8fe4b4f5b1104a1d3595697e75541a5c00c1db1f
io.github.metarank	cfor_2.13	0.1		35e84522636710b483600f550cbd1577a4d0367b
io.github.metarank	cfor_2.13	0.2		847ba563206165285c9c2d1f064a30523d19cb26
io.github.metarank	cfor_2.13	0.3		b249cb8c108d1d3b1f623b15cd9b4729d3c752b7
io.github.michaljonko	guice-liquibase	0.1.0		c12b264f5693150dc2978976f898057761e20780
io.github.michaljonko	guice-liquibase	0.1.0	all	023e2db92d60019eab679076471b2b82423002b5
io.github.michaljonko	guice-liquibase	0.1.1		79668900fbda898acf45033177f44cb7d779f474
io.github.michaljonko	guice-liquibase	0.1.1	all	6c42d2c46ef6169f1a4f7c28fd45925597dd3c13
io.github.railian.data	data-result-watchossimulatorarm64	0.3.0-alpha04		N/A
io.github.railian.data	data-result-watchossimulatorarm64	0.3.0-alpha04	metadata	657bb6474dd6be315ab704491b6419f4323ea215
io.github.railian.data	data-result-watchossimulatorarm64	0.3.0-alpha05		N/A
io.github.railian.data	data-result-watchossimulatorarm64	0.3.0-alpha05	metadata	a21df238592918b51cfb01ec5802b41423ce51fb
io.github.railian.data	data-result-watchossimulatorarm64	0.3.0-alpha06		N/A
io.github.railian.data	data-result-watchossimulatorarm64	0.3.0-alpha06	metadata	1ad65831eecd9ebbb435b979e30325b87b72c31a
io.github.railian.data	data-result-watchossimulatorarm64	0.3.0-beta01		N/A
io.github.railian.data	data-result-watchossimulatorarm64	0.3.0-beta01	metadata	b83a93a51bb33f58d810541039637e31dd0ee1e1
io.github.woody230.ktx	settings-compose-android-debug	4.0.1		N/A
io.github.woody230.ktx	settings-compose-android-debug	4.1.0		N/A
io.gitlab.mateuszjaje	jira4s-sttp-zio_2.13	2.3.2		f7f17cd6d88410a3de7dc0946986ebe435429f7d
io.gitlab.mateuszjaje	jira4s-sttp-zio_2.13	2.3.3		e0a195fed7f6e4b797072eae4f2bea758c4175b1
io.gitlab.mateuszjaje	jira4s-sttp-zio_2.13	2.3.4		a331a812166d476b60ee42727d3a322ed43bf211
io.gitlab.mateuszjaje	jira4s-sttp-zio_2.13	2.4.0		609144c05f2aebd74ffee5cf39af643810beffa2
io.gitlab.mateuszjaje	jira4s-sttp-zio_2.13	2.4.1		54340d8968ca76c395b730fde3e2bb70636d11b6
io.gitlab.mateuszjaje	jira4s-sttp-zio_2.13	2.4.3		8283aed2040a5bfb14ee179a523f9f6a1c2e9ee6
io.gitlab.mateuszjaje	jira4s-sttp-zio_2.13	2.5.0		75e2331911cf0eda270135ce38f00b1f5cdb1493
io.gitlab.mateuszjaje	jira4s-sttp-zio_2.13	2.5.1		2c1d08f4a8026d1b51e512e953bcbfadc8e67db2
io.isomarcte	sbt-aws-code-artifact_2.12	0.0.0.1-M0		N/A
io.matthewnelson.immutable	collections-linuxx64	0.1.0		N/A
io.matthewnelson.immutable	collections-linuxx64	0.1.0-alpha01		N/A
io.matthewnelson.immutable	collections-linuxx64	0.1.1		N/A
io.matthewnelson.immutable	collections-linuxx64	0.1.2		N/A
io.matthewnelson.immutable	collections-linuxx64	0.1.3		N/A
io.matthewnelson.immutable	collections-linuxx64	0.1.4		N/A
io.matthewnelson.immutable	collections-linuxx64	0.2.0		N/A
io.megl	zio-elasticsearch-eql_sjs1_2.13	2.0.0		23f4611679013216765d337337c69f0a14bcf282
io.megl	zio-elasticsearch-eql_sjs1_2.13	2.0.1		77459ac6563f99da08c0baa620984288b4c155af
io.megl	zio-elasticsearch-eql_sjs1_2.13	2.0.2		8b390a1896c366cd273636f2c1f8e690da8bced4
io.megl	zio-elasticsearch-eql_sjs1_2.13	2.0.4		0a7033f66edc3e05da427694521b6f917cc08376
io.othree	butler_2.12	1.0		81c3b7e107d3b90808e82ca980557a5351da2d1c
io.suzaku	boopickle-shapeless_sjs1_2.13	1.3.2		ac38338087fc446124f938ac58351b9edd666639
io.suzaku	boopickle-shapeless_sjs1_2.13	1.3.3		47f46676e63a245c827b99014131c5bcc353287c
io.suzaku	boopickle-shapeless_sjs1_2.13	1.4.0		2debdaa7e033530f2daaed752a299edc23405a58
io.suzaku	boopickle-shapeless_sjs1_2.13	1.5.0		3dc9a2f0b676befe9f062cda4d596ae53cdd1468
io.suzaku	boopickle-shapeless_sjs1_2.13	1.5.0-M1		8393f3b38a8205a65283b399cf7cc34659b8588c
io.trino	trino-aws-proxy-spark4	1		71ee4c7eefd2ba96047d6db8cdb4290f44b9a6b0
io.trino	trino-aws-proxy-spark4	2		cd5df95d60dcc09f1b9e451bb6269698a3987631
io.trino	trino-aws-proxy-spark4	3		3ab252532ede74511228f7f0bb3c2f3f8f047644
io.trino	trino-aws-proxy-spark4	4		d1a5b5f1920326dc5a0b3177440179413dd94cc1
io.trino	trino-aws-proxy-spark4	5		b3c3dcc063a0ba9561702143950455ff108817dd
io.trino	trino-aws-proxy-spark4	6		b8e015996b3299940ff3b77098fb97e3e009ae46
it.unibz.inf.ontop	ontop-system-sql-core	3.0.0		8b1827a13f0b181bbafae2372c72b9a18c0da942
it.unibz.inf.ontop	ontop-system-sql-core	3.0.0-beta-1		82493f7e42cdf7a0313e2a3f63c94986c82d449c
it.unibz.inf.ontop	ontop-system-sql-core	3.0.0-beta-2		bd029f09dfd8ec4f94dd207cd5df0ff2208c6b86
it.unibz.inf.ontop	ontop-system-sql-core	3.0.1		b09a78e606e914c0a69984d8585f411741aa3649
it.unibz.inf.ontop	ontop-system-sql-core	4.0.0		e1defe3dab3b3ec35a433fc09fe26d61fce69e80
it.unibz.inf.ontop	ontop-system-sql-core	4.0.0-beta-1		dd9d9a66a4aa94190cff5b7bc0cc31229f8d55a5
it.unibz.inf.ontop	ontop-system-sql-core	4.0.0-rc-1		d4635d2006175191a3aeb676bd8deb77b7771c76
it.unibz.inf.ontop	ontop-system-sql-core	4.0.2		f1744e4de2ca2d5d5c5ee0941c820d4b23811c45
it.unibz.inf.ontop	ontop-system-sql-core	4.1.0		a9bca6d3dc1e3305bb256a0c151d758e9aa7f61e
it.unibz.inf.ontop	ontop-system-sql-core	4.1.1		577ba7d0a22a0fcc1dc764e220859a7e4c6f8005
it.unibz.inf.ontop	ontop-system-sql-core	4.2.0		e4f531d5fc09e9f0a2b5018aabb82937256dc75c
it.unibz.inf.ontop	ontop-system-sql-core	4.2.1		c969f4f62c9fb63e012a37c6e2e345b6dd41a51e
it.unibz.inf.ontop	ontop-system-sql-core	4.2.2		5ccbb8364f3e6c4ae4d03cd19672b731ad5b18a6
it.unibz.inf.ontop	ontop-system-sql-core	5.0.0		bab11242ac3c7c408001d2b1d6bfa722f644b950
it.unibz.inf.ontop	ontop-system-sql-core	5.0.1		aa7d670da8fc0f56ef117f1fc0120d4bab6936f9
it.unibz.inf.ontop	ontop-system-sql-core	5.0.2		76f14933ebb057cd84c549799034aedd896d20ea
it.unibz.inf.ontop	ontop-system-sql-core	5.1.0		260e5e7259fbf54a60a63ffa17e79e6441576646
it.unibz.inf.ontop	ontop-system-sql-core	5.1.1		d200ae828f1f272172a33e5b4bd806825d963892
it.unibz.inf.ontop	ontop-system-sql-core	5.1.2		0a5816fe680b110ea66f4e17e01dbc709845e585
it.unibz.inf.ontop	ontop-system-sql-core	5.2.0		2b957b055f882ec3028f7a25f1518fb7389bc9de
it.unibz.inf.ontop	ontop-system-sql-core	5.2.1.1		9c44350675aee038179755f9d2eded440214a485
it.unibz.inf.ontop	ontop-system-sql-core	5.3.0		fd75b16e4d6ad4ded0735ca240d1b1848c149a1b
jakarta.ejb	jakarta.ejb-api	3.2.3		1f078344e658e49443054dad34c7c979a920a528
jakarta.ejb	jakarta.ejb-api	3.2.4		0c49393b5de6e66ed88e181fdceffe04bf3b767e
jakarta.ejb	jakarta.ejb-api	3.2.5		7f475e8de72508b21e5f92dd7821a421051fe078
jakarta.ejb	jakarta.ejb-api	3.2.6		3c52a831bfe8118a27ed393234f1d1d3baa50a7c
jakarta.ejb	jakarta.ejb-api	4.0.0		8cec81f1a9fa7fc41c719df435e480dbbc9cce55
jakarta.ejb	jakarta.ejb-api	4.0.0-RC1		a815bfdff58d99a9c0f17606c8626f69f4aed0ff
jakarta.ejb	jakarta.ejb-api	4.0.0-RC2		9dabf654625b5b757efad7882d3e4e2ac6640d06
jakarta.ejb	jakarta.ejb-api	4.0.1		70f6c55dad415f58b8428ae4bb215484368b8764
me.shadaj	slinky-native_sjs0.6_2.13	0.6.1+5-3943e90e		2909f53bbeb03fb5d4de3088157723fa344bb21f
me.shadaj	slinky-native_sjs0.6_2.13	0.6.1+6-6e88f6a0		0c9abb688e816a58c7777e1a0b2f04815cf3bb27
me.shadaj	slinky-native_sjs0.6_2.13	0.6.1+7-b938b2e5		2f4b3945ea34fd9147c043cd035e9db302ac8238
me.shadaj	slinky-native_sjs0.6_2.13	0.6.1+8-f8f3a6c1		21cfaead0e90385818be63bf337697f83b9c50a2
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2		d14dcb00c69617e970b6bec9540eb659ad62e183
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+1-2b9e9523		11edf149764cbe4a99da3df2d1cc8aedaa468b0d
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+1-b008405c		5b1ab2c819b7152725609d738230856c87c4c6b7
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+12-1a508d1e		9a22f6dbb72ac78e63b83de5212c0d434e8fdd6f
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+12-1ac5dcea		b414f548d0d87768ce975ef3556a11913add0018
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+12-46eba0ae		8108ba75da98298c226c5c32c7cf82a9e11277d1
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+12-6031fe12		b65c117588e33d9f899d9c8eabcd0c4324708f6e
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+12-89b4f771		d9b0477f79a236d6b0436c97e9def22f86311920
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+13-5074c8bd		27024f26fbc00654af86d390f56f3a62d414919a
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+14-f0c9bd85		3ea0d34df050142105d91f818e78af888fad0d4f
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+2-72111eb9		5da0067aa5270271f66096b5c412d8c762196f3d
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+3-959c47e2		336fba2d7e79d06ac0c437dbc4e27572c3801020
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+4-0c0f4fa4		5d69fa1603f25dc66a69d835129e82cbcc1002ca
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+5-12efb2cb		a89afbd8be3aba359c65e530e2b899f4f077800b
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+6-cc9d534e		2fda8f6be28cad28f8e17ca9bcdf528fa9a0ed94
me.shadaj	slinky-native_sjs0.6_2.13	0.6.2+7-aa93a741		54da3c2921fcd0734a57055481c70f0e2d2da216
me.shadaj	slinky-native_sjs0.6_2.13	0.6.3		eec786412344d355d4a5d651d3033df5ea989b05
me.shadaj	slinky-native_sjs0.6_2.13	0.6.3+1-3caf7215		7fffc98d641bb05e201105967699d1006100fb74
me.shadaj	slinky-native_sjs0.6_2.13	0.6.3+12-4d7136ce		eb1b372c5ab34ccb874e62f6d59ac57362e8ef6c
me.shadaj	slinky-native_sjs0.6_2.13	0.6.3+13-048f68ce		5c1626071f56269ff6987ce3a15cb46b6da4a848
me.shadaj	slinky-native_sjs0.6_2.13	0.6.3+14-cd0ce05a		bbeaa5a9eb2f8d250a64851e1ce29fcd04099678
