at.a-sit	grapheme-clusters-mingwx64	0.0.1		N/A
org.imixs.workflow	imixs-archive-backup	2.4.1		N/A
org.imixs.workflow	imixs-archive-backup	2.4.2		N/A
org.imixs.workflow	imixs-archive-backup	3.0.0		N/A
org.imixs.workflow	imixs-archive-backup	3.0.1		N/A
org.imixs.workflow	imixs-archive-backup	3.0.2		N/A
org.imixs.workflow	imixs-archive-backup	3.1.0		N/A
org.imixs.workflow	imixs-archive-backup	3.1.1		N/A
org.jrebirth.af.iconfont-bridge	fontawesome	8.6.0		7e6f51a24c1083459035b8ee66841bb31b5146bf
org.kotlincrypto.hash	sha2-512-iosarm64	0.1.0		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.1.0	metadata	cb229add8c4ac4c52c4269f14c2d9936989200ed
org.kotlincrypto.hash	sha2-512-iosarm64	0.1.1		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.1.1	metadata	8c4efe319af4e0f86cad6b9329f7f8f5b33e6641
org.kotlincrypto.hash	sha2-512-iosarm64	0.1.2		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.1.2	metadata	ded656b7a70647a1854137707dcf5f2c0d9705f7
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.0		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.0	metadata	009245d8d9b42540a1b216547de793cb212d3737
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.1		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.1	metadata	029bfa947b2c26bbb540c666c24d88e167920c75
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.2		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.2	metadata	a87ec1b8e1a8cdef939e07cc0e245da1f1bf89a1
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.3		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.3	metadata	d4cacaf6ce91f847169fae388afc4f74ff9ca665
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.4		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.4	metadata	3f063e000dc635c4277d79ac8ddac50ccab31d36
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.5		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.5	metadata	88729b4d269dc490969465fe0710f61cb92dc0eb
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.6		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.6	metadata	e0f401e4273595c5cb39827613fa4f933704b0ff
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.7		N/A
org.kotlincrypto.hash	sha2-512-iosarm64	0.2.7	metadata	eca3c6cdd46dc0ffa9871b82f03e9ec1da01846c
org.kotlincrypto.macs	hmac-md	0.3.0		1f429c7574eacda9681bfd82dccd9ace0963ca9b
org.kotlincrypto.macs	hmac-md	0.3.0	all	9cb49837ce09532def76ffd5501ce223383fcda2
org.kotlincrypto.macs	hmac-md	0.4.0		490a3c976512220ef33b824b6f214a8eb4345b9d
org.kotlincrypto.macs	hmac-md	0.5.1		83f2c08320ce64b60fa48d1359420d4dd9caf3c1
org.kotlincrypto.macs	hmac-md	0.5.3		38de92b1d1fedc514a9146a2b3a4adb1e84fc770
org.kotlincrypto.macs	hmac-md	0.5.4		38de92b1d1fedc514a9146a2b3a4adb1e84fc770
org.kotlincrypto.macs	hmac-md	0.5.5		38de92b1d1fedc514a9146a2b3a4adb1e84fc770
org.kotlincrypto.macs	hmac-md	0.5.6		38de92b1d1fedc514a9146a2b3a4adb1e84fc770
org.kotlincrypto.macs	hmac-md	0.6.0		2d69d19e84a3c2c7266ab184c52ab03456056f3f
org.kotlincrypto.macs	hmac-md	0.6.1		2d69d19e84a3c2c7266ab184c52ab03456056f3f
org.kotlincrypto.macs	hmac-md	0.7.0		66eb260064a753c59c7dbdde779824a80035de33
org.nakedobjects	embedded	4.0-alpha-1		df95f891410ea69c230da64b30ecb79be6ce85e7
org.nakedobjects	embedded	4.0-alpha-2		841d66dee1b7991394e2b3adc294d57739684693
org.nakedobjects	embedded	4.0-alpha-3		6da9720b4584c071d021b529e2ca0f7d02a23bf9
org.opennms	opennms-util	31.0.3		65f532a04904fadb74df3ed4030558a0b296a3b2
org.opennms	opennms-util	31.0.4		24fbba070213996b773bf620e258eea1e04c88a5
org.opennms	opennms-util	31.0.5		7f78f74645a828ff4f164d31124550bd3ab32850
org.opennms	opennms-util	31.0.6		87696a34f7beef63414a9d3f895aeaf32acadf19
org.opennms	opennms-util	31.0.7		cbeb3c95ada494b2b925f375fe193809a1b5f9dd
org.opennms	opennms-util	31.0.8		cd9cf4bb7edd2e482540831fcb8083e735de57b2
org.opennms	opennms-util	31.0.9		48975106350ceeff3daa6511b0e398207a7b07c9
org.opennms	opennms-util	32.0.0		df5d1d668e3fa053cda6fdf117c1fcbfe654ee13
org.opennms	opennms-util	32.0.1		98fd7e310bacd51a79df0525d5b4cd1152439033
org.opennms	opennms-util	32.0.2		52489e3804f0f070c4f1e54c7a29ec621de4de21
org.opennms	opennms-util	32.0.3		a5a04f5c4bbc78250e630c80033feaa4d28007f3
org.opennms	opennms-util	32.0.4		769702d6c4575def61f837a86328921c64e69fc7
org.opennms	opennms-util	32.0.5		d1b214eb48ef2a7ab69bb6c32aa8281a89a017ef
org.opennms	opennms-util	32.0.6		c26ae6f65bba70118700e02b1c3cdf3c51a2de38
org.opennms	opennms-util	33.0.0		fbf5d37da6bca2759948f66709610a3bb737bc62
org.opennms	opennms-util	33.0.1		b8e3aea08382290b62aeb272d5c8172d239e9f0d
org.opennms	opennms-util	33.0.10		7ea9f022c94be9429a92b7b313eba9b701831ce2
org.opennms	opennms-util	33.0.2		06bae9826703349831948364c3b163b05712f1a5
org.opennms	opennms-util	33.0.3		03f7988f7c7e9c40f4976d23c70afea8b664229c
org.opennms	opennms-util	33.0.4		405dcb38e345e1bf1ec5458f164f6fbee5fcfd32
org.opennms	opennms-util	33.0.5		e0009c90ca28b8de578923f48abb32a04ab97db5
org.opennms	opennms-util	33.0.6		154b4c120a7b49fe1885e8c2f3e94489badb820a
org.opennms	opennms-util	33.0.7		67519211edd8ded94f9e8f0a6577a2f115f42cf3
org.opennms	opennms-util	33.0.8		18b249d2697c84fc8c0deab5c6cd80415915326a
org.opennms	opennms-util	33.0.9		73967d0ee0fb4e65aeedae6b57fa71bd873fc402
org.opennms	opennms-util	33.1.1		dcbd8fe2eaeb2c745dd8131186b644d9c32d6e40
org.opennms	opennms-util	33.1.2		d5e952b6045cf66a8b1f68c5e80d1bf723704bd1
org.opennms	opennms-util	33.1.3		eecadf155f54e83a0ee3981d0b1bc198a22c32d7
org.opennms	opennms-util	33.1.4		1b564348aee4caa961a92bd064729fd38ca8b919
org.opennms	opennms-util	33.1.5		2c1aeee896af098cbca8ad0fe575ee3980791603
org.opensmarthouse.core.bundles	org.opensmarthouse.core.io.console.user	0.10.0		c8e8d385f831880e363aaa8058447dccd7d04e13
org.opensmarthouse.core.bundles	org.opensmarthouse.core.io.console.user	0.10.1		5a520707acb85253d5f0b433ecbeff407aacb125
org.opensmarthouse.core.bundles	org.opensmarthouse.core.io.console.user	0.9.2		388edff8e5502edb0dae01e47ef1090b98011e7b
org.ow2.carol.cmi	cmi-ha	2.0-RC1		d49aaec3d65e9dcfffde2d526d1633eafc66e5a4
org.ow2.carol.cmi	cmi-ha	2.0-RC2		817b5d9ecf3699274b10bf6b6a38412eddd24b9a
org.ow2.carol.cmi	cmi-ha	2.0-RC3		3746203d8695ae8d4067b3a2701bea0323d3a50c
org.ow2.carol.cmi	cmi-ha	2.0-RC4		1c90ac36ce3860406b0a12e0e3d17ab8111abc97
org.rauschig	travis4j	0.1.0		N/A
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.1.13		908f7feb0404a6d0a5c0713624ec0a2fb1b858a9
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.1.14		7bee200a5fffbbe85f399013ce5dcabb54d17a50
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.1.15		2bffbcd8e2e5b51cb0f88f4553d24eba799534e7
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.1.16		334d055303bd1a32098a49344c8f7936ab51ada8
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.2.0		97b29b71f0f119df0021ec076c4b8294a92ebaa5
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.2.1		928332024365a8027f8fef64eff38bce5475dba4
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.3.0		4f46782e8dd01e783f56e4b8daa16de4092f1526
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.3.1		f285bd5a7185db607da9e4188f950dd5a3f32b0e
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.3.2		40ac67a64b31b5180688d1aafc2bbca11772443b
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.3.3		c52cf45b27c4dc04f4ba0ce164c12efcf622e3f1
org.scalawag.bateman	bateman-json-parser_sjs1_2.13	0.3.4		00f29a46a79ca3d13222524f629f109689c5400d
org.sonatype.tycho.p2	p2-publisher	0.1.0		41bea7f3ffcc9bade2652b059d3a627f70934a94
org.sonatype.tycho.p2	p2-publisher	0.1.2		f503d2519d57613073eb79380d68b8439406a3a6
org.sonatype.tycho.p2	p2-publisher	0.2.0		fcacc4a5263072c9817f4ca4d8ba3f84c56cf324
org.webjars	satellizer	0.10.1		4e645be0f514217f23b05a8333b59f671c051902
org.webjars	satellizer	0.11.1		d866954e6e3c9fc129a473b1ae5d9cf98c4232b4
org.webjars	satellizer	0.11.2		242aaa646620cbf80331de4512f5fbdb4412145a
org.webjars	satellizer	0.11.3		2b11e6b30493faabdd3a9f6082b5252c2afcd8f6
org.webjars	satellizer	0.12.5		410faf02cea9507a0fa8ac017454b0703d63eebe
org.webjars	satellizer	0.6.1		361d01695a920cb66dc84bb1c837d196d271d5e9
org.webjars	satellizer	0.8.7		93f2fd76c408ada4deeab2e17daf6cad397bb69a
org.webjars	satellizer	0.9.2		3834ad3d7d66d8ab58d0ca95fffc5f6605a427e5
org.webjars	satellizer	0.9.3		cc52224c8b632eb0d9c6dbf3f7f14c6183da98fd
org.webjars	satellizer	0.9.4		78995caf1042093f5190301d3874cbde166d0030
org.webjars.npm	dns-packet	1.3.1		77915b231d9b11890cdd70e37aa9205361ea26aa
org.webjars.npm	dns-packet	4.2.0		dfe9c836a0f4a3d5385c347fc026bea65d81632b
org.webjars.npm	dns-packet	5.4.0		2b604cbb308fa85489e51f7654e88dfa21f17ddc
org.webjars.npm	file-loader	0.10.1		dc7289ed94c30db5c6d88a73e6440d7a27ccc270
org.webjars.npm	file-loader	0.11.2		169aeaf9aa6d5048415f3edd87cf97945c6f064b
org.webjars.npm	file-loader	1.1.11		abe22df38ac8827bb5099bb07d7cf46a71d77c11
org.webjars.npm	file-loader	1.1.5		01185c06dc088768e342bac0a08a2d978f07da65
org.webjars.npm	file-loader	1.1.6		82ba2193eae2d9f74b47338c797dc39bd5f5e54c
org.webjars.npm	file-loader	3.0.1		1853db9251a5817b83d319cf9af25b5bfaf2fa5f
org.webjars.npm	file-loader	4.3.0		7f4bf5e2d93b5b52dc90c96098c673ebb55690d3
org.webjars.npm	file-loader	6.0.0		6930e567f891f963555431beebca239f18905150
org.webjars.npm	tsparticles-interaction-external-trail	2.1.3		f61e60553a29f314e437a499a6ac143d85470006
org.webjars.npm	types__webvr-api	0.0.31		b7591853bcc56827205b5c5b3ffe5898353c025c
org.webjars.npm	wkx	0.4.8		9960a90423a451d04ab3d10c22b653d70bba3155
org.xcmis	xcmis-search-model	1.0		35db3b1195d2129c7c84ccf3b8977535e5f1b5cf
org.xcmis	xcmis-search-model	1.1.0-Beta01		07195774e8f3eb47732b90fdd04e21241c95774d
org.xcmis	xcmis-search-model	1.1.0-GA		7248c4a695b3d085eaa6989c5e7857f3b1aa29cf
org.xcmis	xcmis-search-model	1.1.1		490fbc4466ec5c57266d0228a94ee5a6c52b8c7a
org.xcmis	xcmis-search-model	1.1.2		30201e75cdd5faff7b9b89ea3ad4297fa12e0611
org.xcmis	xcmis-search-model	1.1.3		9eaa8cbbcdf5772dc537f2be8c888abeaa818405
org.xcmis	xcmis-search-model	1.1.4		692f298e85621c6a97100bd708e26c4c73d3b086
org.xcmis	xcmis-search-model	1.2-beta1		ce03d9f1bbdfe6c2f9efb462c5fe683d34019822
org.xcmis	xcmis-search-model	1.2.0-GA		981470c03c94f2ed6d0c526c8bd15c3753267a80
org.xcmis	xcmis-search-model	1.2.1		01b9334cc83dfb192f1cbe6e3730ee14704ca655
org.xcmis	xcmis-search-model	1.2.2		3cdb8e167ae8e0a937f7c541963720da397e27b2
org.xcmis	xcmis-search-model	1.3.0		15ecee75dea33d3418f20062c56f5b461c28d016
org.xcmis	xcmis-search-model	1.3.0-RC1		33e943b2190e627643c45dc5fbb87add33e8997f
software.tnb	system-x-aws-ses	0.0.10		4bc516521ad2bfa9d7a1a99f5e1940fa23e8f6f9
software.tnb	system-x-aws-ses	0.0.11		80c26716e24e303388b1f715f71374b2f9e37529
software.tnb	system-x-aws-ses	0.0.12		cea2f2a67b4db5bea8099195fd7027c311bc7445
software.tnb	system-x-aws-ses	0.0.13		5f444c36282496c6b5f5aec24bf05e60b4e602bb
software.tnb	system-x-aws-ses	0.0.14		c376e92431ad60d8a1b52c41eb885c52bfd128f8
software.tnb	system-x-aws-ses	0.0.6		50640537b8dd8ed0dc52a127fa14df50d9c98135
software.tnb	system-x-aws-ses	0.0.7		690e0f7b64da321711914a66b8326d4b7de94d2a
software.tnb	system-x-aws-ses	0.0.8		d6c361643acbdd55ad6d546b6013273a774f271d
software.tnb	system-x-aws-ses	0.0.9		b782a554ec2ee1d0c15a22516bde490dd5cf2192
travel.wink	siteminder-channel-manager-ws-soap-client-java	6.0.1		f73452a38f4079a45998e301bd3f444334a083b4
tz.co.asoft	name-core-linuxarm64	0.0.10		N/A
tz.co.asoft	name-core-linuxarm64	0.0.20		N/A
us.fatehi	schemacrawler-access	16.24.3		69f608405fa7e816141d39da8953a41deaef3b3f
us.fatehi	schemacrawler-access	16.25.1		542d9d574534084a8d8ce9f0b2d6949ca10f99f6
us.fatehi	schemacrawler-access	16.25.2		40d93eed9a7b1238eef65a41b8f98e12597abb55
us.fatehi	schemacrawler-access	16.25.3		dadfb52ea9040e3244a9bf99e97a61678a29c470
