ai.xpl	xpl-android-client	1.0.0.0		N/A
com.github.berkesa	moleculer-java	1.0.5		3e01a7d357e2a0b5e8332fee872df6f1e75c5eef
com.github.berkesa	moleculer-java	1.0.6		b46ac42b11876f0c305db9d650900a75d1c59dc9
com.github.berkesa	moleculer-java	1.0.7		407540f976f87191c0e47264e747a081b9ce1b57
com.github.berkesa	moleculer-java	1.0.8		b7e03a6d7753ff790593903ae5c66b9d993a7c81
com.github.berkesa	moleculer-java	1.0.9		e8e3d114d80c381e326adc39219857d97e3de349
com.github.berkesa	moleculer-java	1.1.0		aa22ed306361cfb61e85b46808a0748f9e7b390d
com.github.berkesa	moleculer-java	1.1.1		37e256f9fae83321754ee4436ec632eac48712ce
com.github.berkesa	moleculer-java	1.1.2		25059924a58d8aa458a6647878e0ec736641b3dc
com.github.berkesa	moleculer-java	1.1.3		652f25d65089c1141bbf02847211ddc48879d445
com.github.berkesa	moleculer-java	1.2.0		6a49e1a09ea677d8c7893846abc3112a5d12b90b
com.github.berkesa	moleculer-java	1.2.1		ed51cebd6154726dc1bd538f487cd698a1a07cc1
com.github.berkesa	moleculer-java	1.2.10		41e49cae052baeb8d1f53b48242f5e03d58efc26
com.github.berkesa	moleculer-java	1.2.11		0dcd0cb9e811bcd1c2f42b2cd8e0b8bd3243cb6e
com.github.berkesa	moleculer-java	1.2.12		f77835d643caa708006e8384b81e93470cb674e9
com.github.berkesa	moleculer-java	1.2.13		9d8a8c30ea391645da316d8cdb4e45af2f3427b0
com.github.berkesa	moleculer-java	1.2.14		8967f66975fab546adcab8785699ba8dbb856f42
com.github.berkesa	moleculer-java	1.2.15		86b90a55d23643073a19e9a611fb94b7cc745fec
com.github.berkesa	moleculer-java	1.2.16		e3d933d3de343c290d4d3e3698bd79f3b3f519b4
com.github.berkesa	moleculer-java	1.2.17		4caf695cee661e3bba30167c8fe29f3d9d9b1e40
com.github.berkesa	moleculer-java	1.2.18		20d8360d0bcd87f98d2ca568f6b366523ea6bc17
com.github.berkesa	moleculer-java	1.2.19		3be1cc2701a1039dd4cd3842fe298466c01720aa
com.github.berkesa	moleculer-java	1.2.2		4669c10a1df2f8aebd742b076b80f1dd846e6b4f
com.github.berkesa	moleculer-java	1.2.20		dd2dc52b680ebca46294ae4095550e29f4e419ab
com.github.berkesa	moleculer-java	1.2.21		da7176066ceb90aea4e054ca0970a2602b666ece
com.github.berkesa	moleculer-java	1.2.22		c1b5cce449a1c55d228d181eb3a2ea0888217bef
com.github.berkesa	moleculer-java	1.2.23		b08852752b03bef4f9b7574a9693bdcf96962d49
com.github.berkesa	moleculer-java	1.2.24		c44afe10e7e26dc8bab227d33fa9a95e8ac72237
com.github.berkesa	moleculer-java	1.2.25		d9baeee3b15c89b2b75804cd69c4e594f807fe9c
com.github.berkesa	moleculer-java	1.2.26		50ba904f77ce24af8d27ee64c4fbf7fc5d20aec0
com.github.berkesa	moleculer-java	1.2.27		44598490ffb4b40e0875718772562423b90078c8
com.github.berkesa	moleculer-java	1.2.28		c0a4aecd5bb8e5e4f215bcaa64b02adeb93f119e
com.github.berkesa	moleculer-java	1.2.3		dbf6fc525fe8005f4287a2d81e4949defc2e417f
com.github.berkesa	moleculer-java	1.2.4		ad1c93c6a6beba9c605af892cd64ff5aa5ce5b0d
com.github.berkesa	moleculer-java	1.2.5		94fffea33642be6b42da509e1c87f031b81eab1a
com.github.berkesa	moleculer-java	1.2.6		7d75f2c8ee5a07abc57c06f076ec94027050389e
com.github.berkesa	moleculer-java	1.2.7		0cf82f56e046b7920f79deb391cec8db4c25ca53
com.github.berkesa	moleculer-java	1.2.8		037c52a4199c1edabdbde49eb95f284c4a9713c1
com.github.berkesa	moleculer-java	1.2.9		bb6350eafcf4b6d185d91d5869f91a5102d7c8c2
com.github.bjansen	sepa-conversion-tool	0.1.0		687e3333d13fe8375b5e4558d1131df520ad2a33
com.github.bjansen	sepa-conversion-tool	0.1.1		0343b845b45c72dc37d58694f9aa82aa670d1e46
com.github.bjansen	sepa-conversion-tool	0.1.2		24617b1a0b9112430956d219a1b30581f42350a5
com.github.bjansen	sepa-conversion-tool	0.2.0		a1e9c41efe2c33292d17ec73891e029a15525a4a
com.github.ivangolubev	pbkdf2-sha512	1.0.RELEASE		4b8bf76c4e24246a61c00b3d6599cd3fdc90e953
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.2.1		ae2b2b7a9b088c3a5d4dc972e7e619aff10b82d3
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.2.2		c07ceaec7a61a7d649cc07219477083d294b3495
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.3.0		22e262246b459bf05fb5241c08711fdc75e0ef1d
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.3.1		8816e07649fe80f567fab2d6efa3938b14541847
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.3.2		c071e48025355f94b7486bf95496507c737d601c
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.4.0		8c1eaa4697657a5ff84bb5937963043aee73c3a2
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.4.0-M1		83d0733755d7be635d2c3dd126d22f36dd807cdb
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.4.0-M2		782b7a0d8bcaaee96ce96b3dbaf416f45d13e539
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.5.0		1ca8adb83853f96b1a1650769c7ba80ba52c193b
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.5.0-cats		5f722064dc8a743b9bd3aed047f1883fbf130a17
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.5.0-cats-M1		a10ffa3789e863f67100ee4efd9b84e48c285719
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.5.0-cats-M2		7b2d55d7a056fb1aaf1f4bbd1024f711c03fdacb
com.github.julien-truffaut	monocle-generic_sjs0.6_2.11	1.5.1-cats		acb13cfbe156bab02ca6eac0dc506b3d11926d35
com.github.minigdx	gltf-api-jvm	1.0.0		0f2d8fdf760fe09e8672645248ae391a008f8107
com.github.readyou	weixin-java-cp	3.4.1		3170ee19b0b545106c2b76791719e5a35bd76ba5
com.github.tashoyan	scalariform-maven-plugin	0.2.0		99b82df420988ccb85f361ab49c01dba5a62a6d3
com.github.tashoyan	scalariform-maven-plugin	0.2.1		3dc464f237d87062d57000b4243b5f834c9569a2
com.github.tashoyan	scalariform-maven-plugin	0.2.2		1a5c78cb0c7924a26bbdb930f9e9cedcf4f27ea5
com.github.tashoyan	scalariform-maven-plugin	0.2.3		78950e94a8a5fdfc3083476d81fd00ad51095255
com.github.zhkl0228	kraken-json	1.1.1		1ec97cb2b50463415272bdb03e73e855a1489686
com.ing.baker	baker-test_2.12	3.3.3		ec8d3fa7ecf95c5efd13002e901026fd4d426eb3
com.ing.baker	baker-test_2.12	3.5.0		79085b66c8b9ef4a86619f175ff5d0ace0deb036
com.ing.baker	baker-test_2.12	3.6.0		cb342967aeb90111bb59a882800741d28fba9845
com.ing.baker	baker-test_2.12	3.6.2		6316841d1a1eec91baaa44804f2bcdd313261b3f
com.ing.baker	baker-test_2.12	3.6.3		cea217b27f7b0f13a0089b20dc7f4683157cc0e9
com.jcabi	parent	0.1		N/A
com.jcabi	parent	0.7.10		N/A
com.jcabi	parent	0.7.11		N/A
com.jcabi	parent	0.7.12		N/A
com.jcabi	parent	0.7.13		N/A
com.jcabi	parent	0.7.14		N/A
com.jcabi	parent	0.7.15		N/A
com.jcabi	parent	0.7.16		N/A
com.jcabi	parent	0.7.17		N/A
com.jcabi	parent	0.7.18		N/A
com.jcabi	parent	0.7.19		N/A
com.jcabi	parent	0.7.2		N/A
com.jcabi	parent	0.7.3		N/A
com.jcabi	parent	0.7.4		N/A
com.jcabi	parent	0.7.5		N/A
com.jcabi	parent	0.7.6		N/A
com.jcabi	parent	0.7.7		N/A
com.jcabi	parent	0.7.8		N/A
com.jcabi	parent	0.7.9		N/A
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.10.0		c664fe03ccc66f347bb8f69f1cab0d7c470621b5
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.11.0		08e6acabacdea39115a8bba35c660285a9103a05
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.12.0		2ef51cbb24c47a5b7f00a6a74bce4feb0d776e29
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.12.1		5a475abf6ed3f19b8d2ca2a1dd0e192daf0fcc20
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.12.2		696d79fabc7109c0088faa2bd5ba56892f1874d8
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.5.0		af526e1aebac77bb1794a57232951e6d66e95ad8
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.6.0		e878490af5a6f45453e086512f2bbd990f43418c
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.6.1		aee4f8918a96407bae0cf36ac5c172d68d73fcd7
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.7.0		9f92d71616ced630f2555f16068030906d81c734
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.8.0		ff38e7362507bc4ed47dc250caed93eb2221b895
com.kumuluz.ee	kumuluzee-microProfile-2.2	3.9.0		384b4ffd61cf7ec5e9b35a50eeac8d37d11c1ee0
com.kumuluz.ee	kumuluzee-microProfile-2.2	4.0.0		52d51899e99b909969e2a8fa198a15d58f351295
com.kumuluz.ee	kumuluzee-microProfile-2.2	4.0.0-beta.1		845e0d5a2319085915e5638bc967bd2e4b105972
com.kumuluz.ee	kumuluzee-microProfile-2.2	4.1.0		ef67fa269cafed4316f43d5ca86ebe72b0e1d2a9
com.meltwater.fawn	sqs_2.13	0.1		f4fdb0517c55deb9b3de4a5a445604f3bdcbad08
com.meltwater.fawn	sqs_2.13	0.2		722284876dcd4cf447284ee70bddf257ccaaf300
com.sogou.module	bus-gradle-plugin	1.2.3		fee10993fc7edf8b0ad505a2ff1d248938614918
com.sogou.module	bus-gradle-plugin	1.2.3	groovydoc	ed8d8e36882aef387d96f72971e77a1750df770d
com.soywiz	korlibs-extra-linuxx64	6.0.0-alpha2		N/A
com.soywiz	korlibs-template-tvosx64	5.5.0-alpha1		N/A
com.soywiz	korlibs-template-tvosx64	5.5.0-alpha1	metadata	2642a2b0a26bbf3475c1aaa7c3a2e8d09976618c
com.soywiz	korlibs-template-tvosx64	5.5.0-alpha2		N/A
com.soywiz	korlibs-template-tvosx64	5.5.0-alpha2	metadata	96699216cf2ad51c71d0b46ec2d134c4a998ad5f
com.soywiz	korlibs-template-tvosx64	5.5.0-alpha3		N/A
com.soywiz	korlibs-template-tvosx64	5.5.0-alpha3	metadata	8e7e5506fa652fb4fc80d6d7792e86185f11e4a7
com.soywiz	korlibs-template-tvosx64	6.0.0		N/A
com.soywiz	korlibs-template-tvosx64	6.0.0	metadata	e8d5fc2f47dec44862853256526b9c84fd740633
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha1		N/A
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha1	metadata	d9b6d817cc02b65ceea7e482928a8fe834534111
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha2		N/A
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha2	metadata	5773dce0419fa390f262299f5908160f6a5ec3de
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha3		N/A
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha3	metadata	152c74de48fd371f85950743f8cde5a137dafe8c
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha4		N/A
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha4	metadata	402619fcc47f0393ecb670d62f7ed485cb5ee5ec
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha5		N/A
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha5	metadata	d04a688d52b5f91f4732923cdbae11c03643e603
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha6		N/A
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha6	metadata	63c0ece7e8233fd2ed5dc9e3ab394e8422da0936
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha7		N/A
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha7	metadata	98245a0978d4d024dae1467c2ac814b4bcb20f85
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha8		N/A
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha8	metadata	da83b86de0bd0a3f27de1a864e8e851ced651925
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha9		N/A
com.soywiz	korlibs-template-tvosx64	6.0.0-alpha9	metadata	609e9910f576a095e4adeec1db873b827d8fcb1d
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-M0		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-M1		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-M2		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-M3		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-M4		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-M5		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC0		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC1		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC10		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC11		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC2		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC3		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC4		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC5		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC6		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC7		N/A
com.thoughtworks.deeplearning	unidoc_2.10	1.0.0-RC8		N/A
com.tianscar.javasound	jald	0.2.1		0daf1afd6f65779648c38e40b38ec5ef0eb141f5
com.typesafe.scala-logging	scala-logging_2.13.0-M3	3.8.0		4c0e339d405440e86a77e112a5ed9dd1d1e39fbf
com.typesafe.scala-logging	scala-logging_2.13.0-M3	3.9.0		6ba901ebf1b59bc96a197216e349bfdf786cbaa9
com.ucasoft.kcron	kcron-kotlinx-datetime-iosarm64	0.10.5		N/A
com.ucasoft.kcron	kcron-kotlinx-datetime-iosarm64	0.10.5	metadata	28a3e2e05302fb939be91d188ed444503f447465
com.ucasoft.kcron	kcron-kotlinx-datetime-iosarm64	0.13.2		N/A
com.ucasoft.kcron	kcron-kotlinx-datetime-iosarm64	0.13.2	metadata	d3faa2e69522b5fd60dfa5172a1076dda9fcc592
com.ucasoft.kcron	kcron-kotlinx-datetime-iosarm64	0.14.4		N/A
com.ucasoft.kcron	kcron-kotlinx-datetime-iosarm64	0.14.4	metadata	55488e4985bbcce7f894bfdf491500d135ed110e
com.ucasoft.kcron	kcron-kotlinx-datetime-iosarm64	0.22.2		N/A
com.ucasoft.kcron	kcron-kotlinx-datetime-iosarm64	0.22.2	metadata	a88e45dd7801d5e1da6b451e8f81e5e50cb00bb7
com.ucasoft.kcron	kcron-kotlinx-datetime-iosarm64	0.23.0		N/A
com.ucasoft.kcron	kcron-kotlinx-datetime-iosarm64	0.23.0	metadata	8db8f5c78d931deeb9488ea9050a81bac7d1073e
com.weicoder.fork	solr-solrj-jdk11	8.4.1		650cc16fdbcb0918be43146158c75bd28ffd7c46
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.10.0		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.11.0		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.12.0		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.13.0		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.13.1		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.5.0		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.5.1		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.6.0		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.6.1		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.7.0		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.7.1		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.8.2		N/A
com.yoti.mobile.android.common.ui	ui-compose-vertical-selection-button	2.9.0		N/A
de.wayofquality.blended	blended.jmx_2.13	3.2		d4e0a71dc78e97ac0ef2f5993c26dedcacfcb404
de.wayofquality.blended	blended.jmx_2.13	3.2-RC1		ef29cd2aeba2ed60aad09663a177da1043953787
de.wayofquality.blended	blended.jmx_2.13	3.2-RC2		d25ebe0dc7985e6bb5ed1489bf37e3a9512aae19
de.wayofquality.blended	blended.jmx_2.13	3.2-RC3		454430d37e69fa83e440a942034fd1d8f8007a09
de.wayofquality.blended	blended.jmx_2.13	3.2-alpha2		0c59ca8d3617213d893621848650caa3ff9fbab5
de.wayofquality.blended	blended.jmx_2.13	3.2.1		17f563c2e3d7c998c0d70238953fbab57556f23d
de.wayofquality.blended	blended.jmx_2.13	3.2.1-RC1		c401c6dfc563df77ca9ca6febf563c9be29fe088
de.wayofquality.blended	blended.jmx_2.13	3.2.2		c56c18e8819ec07d1c28260cfe58bf7407d7cfe7
de.wayofquality.blended	blended.jmx_2.13	3.2.2-RC1		a0895b5162eba8b62bccb7fe9a5d881f8d3dc281
de.wayofquality.blended	blended.jmx_2.13	3.2.3		bdd154c40ca53ea0ad240b30ee35bfa1205c2e1f
de.wayofquality.blended	blended.jmx_2.13	3.2.4		12f7a71267575a4c4d9b9a7180fc0c9355a7116d
de.wayofquality.blended	blended.jmx_2.13	3.2.5		f1c89d65db052ae35e92ae812dea2f58f141126d
de.wayofquality.blended	blended.jmx_2.13	3.2.6		fc0c22d2cefdfa6a6f391cf35a04c3b7e04aa434
de.wayofquality.blended	blended.jmx_2.13	3.2.8		bfb18a057c94df3cc740555172407cf87c4dceb6
de.wayofquality.blended	blended.jmx_2.13	3.3		ecc5d414215643e11a03acbd9c1905e3fed36c93
de.wayofquality.blended	blended.jmx_2.13	3.3.1		90d49cf33d42a520b095cc537bfc2be5d3d02085
de.wayofquality.blended	blended.jmx_2.13	3.5		e22595162df7d527695cff754916b0ddbed1117e
de.wayofquality.blended	blended.jmx_2.13	3.5.1		348582ffd50080dcb39a091e221aa41f9467178f
de.wayofquality.blended	blended.jmx_2.13	3.5.2		57c7d7d659fa6a7d6bf40ef765fe3aa8de8fa967
de.wayofquality.blended	blended.jmx_2.13	3.6		238a0204470321cc06aa99d3b764a85c2f88b2ad
de.wayofquality.blended	blended.jmx_2.13	3.6-RC1		95b071ac65e8f36bba84541fa49154774d31327f
de.wayofquality.blended	blended.jmx_2.13	3.6-RC2		d4594cc1dd418657f6ad06192738679caa11a56e
de.wayofquality.blended	blended.jmx_2.13	3.6-RC3		ec5b0c4189ea3b07d0a367ffc72e82a5ed3ae69f
de.wayofquality.blended	blended.jmx_2.13	3.6-RC4		eabd8f01a3f6b0737d14929823484d0bdaed8946
de.wayofquality.blended	blended.jmx_2.13	3.6-RC5		38456de5f3fda974f6e9b63fc5cde22a7d83adda
de.wayofquality.blended	blended.jmx_2.13	3.6.1		fa11a5bffcaeead4e8305257ad5205636e73d396
de.wayofquality.blended	blended.jmx_2.13	3.6.2		c766d8da1655b2901e62712b7e20dc63c9a8bf67
de.wayofquality.blended	blended.jmx_2.13	3.6.3		1191e46959f0370edf2a57644a8ad20cb34b828b
de.wayofquality.blended	blended.jmx_2.13	3.6.97		8b5de302ff35e438b7575aacb1c0a2a1c723cd5c
de.wayofquality.blended	blended.jmx_2.13	3.6.98		8c32250c139378d6c8ccfbe6f620daea5a90a39b
io.github.andreamarcolin	oidc4s-http4s_2.13	0.1.0		0547d4cbce6cab0dd4f2a4c984b7e48d7343b04f
io.github.andreamarcolin	oidc4s-http4s_2.13	0.1.0-RC2		d5eebecf6b38ff201340f59df04e64fc72350f6c
io.github.andreamarcolin	oidc4s-http4s_2.13	0.1.0-RC3		740dd7f914f30227305ba2e6948ba25a8440c7c8
io.github.coder168	archetype-modern-starter	1.0.0		9077b0d2645c6fd8def0ed1aeafc16ea5b141f01
io.github.colin4124	knitkit_2.13	0.2		185b2afaa5eb45d91d06a703549c5a4111f90769
io.github.colin4124	knitkit_2.13	0.2.1		89660802b22a6e86c0807aabfd5b5edaee741369
io.github.colin4124	knitkit_2.13	0.3.0		7f34e4f15dcd68ee29e008a6ba91fe67cfa18559
io.github.goodudetheboy	WorldHolidayDates	0.0.1		b61c3ec8b874c7eaffd69158c79079873f063deb
io.github.goodudetheboy	WorldHolidayDates	0.0.2		a179c0b316c34b2c032ec67306e3f7243d40b346
io.github.goodudetheboy	WorldHolidayDates	0.0.3		f3af043dfb95649ac6a14805b1935e44892b70b9
io.github.hristogochev	vortex-koin-android	0.1.0		N/A
io.github.hristogochev	vortex-koin-android	0.1.1		N/A
io.github.hristogochev	vortex-koin-android	0.1.2		N/A
io.github.hristogochev	vortex-koin-android	0.2.0		N/A
io.github.hristogochev	vortex-koin-android	0.2.1		N/A
io.github.hristogochev	vortex-koin-android	0.2.2		N/A
io.github.hristogochev	vortex-koin-android	0.2.3		N/A
io.github.hristogochev	vortex-koin-android	0.2.4		N/A
io.github.mshdabiola	database-android-debug	0.0.13		N/A
io.github.mshdabiola	database-android-debug	0.0.14		N/A
io.kamon	kamon-akka-http_2.12	0.6.6		4c4e7223dc1a46c07849b61c831c0a66887d0343
io.kamon	kamon-akka-http_2.12	0.6.7		8419cc475c1547585aa8682ca905a8f24cc92fe7
io.kamon	kamon-akka-http_2.12	0.6.8		bc181090eb374dd3b304430acdab47a7e97566a8
io.kamon	kamon-akka-http_2.12	2.0.0		4218bf863b910db0ae0257d506c23d84a9b1245c
io.kamon	kamon-akka-http_2.12	2.0.0-RC1		17ad566cc19ecd3e33f477f4bde9c96a3c360926
io.kamon	kamon-akka-http_2.12	2.0.0-RC2		36f9b7d1971e7bf571108792ae902adf3463a7eb
io.kamon	kamon-akka-http_2.12	2.0.0-RC3		5af73d8cc198ada5d970b2abcf00305c39e37f08
io.kamon	kamon-akka-http_2.12	2.0.1		6f0886b69337f7d42beb3695e106de4f87990bdf
io.kamon	kamon-akka-http_2.12	2.0.2		21b4d1835ff8d976e3adb042775958f9eb7b075a
io.kamon	kamon-akka-http_2.12	2.0.3		899d781cad09f94fc0722469b724b226d2dc9bf0
io.kamon	kamon-akka-http_2.12	2.1.0		2ffc4f0c32a99bc1486bd6e704ae92cc795f4535
io.kamon	kamon-akka-http_2.12	2.1.1		cb5c05804a253f24e9860d91e1a9937e898b9b0a
io.kamon	kamon-akka-http_2.12	2.1.10		b653d0d0ac051491ba0a49840a96e321dbffb82c
io.kamon	kamon-akka-http_2.12	2.1.11		2a575d370828750746e177bcd079bef4c92b440f
io.kamon	kamon-akka-http_2.12	2.1.12		562b2333791276f6ab89a4e438b2531b9f9d6ff9
io.kamon	kamon-akka-http_2.12	2.1.13		183f62d4e496ab49fd327ae433442e5231cb9b2f
io.kamon	kamon-akka-http_2.12	2.1.14		3ef86684862aa29db38b48a8b7b79f94d54616b0
io.kamon	kamon-akka-http_2.12	2.1.15		12d2c7d2a763c6ff2ab4545d6c8c57ab5f0ca2b9
io.kamon	kamon-akka-http_2.12	2.1.16		10e1e17a098b40455d0b8bafb07b4a8deef975ad
io.kamon	kamon-akka-http_2.12	2.1.17		14d82fcf6feddc05d8cf8a03fb2c92c0291b3a02
io.kamon	kamon-akka-http_2.12	2.1.18		63c006715169e0c6e688e83efed28ed5d64ecc40
io.kamon	kamon-akka-http_2.12	2.1.19		d6b67d370103a3cfb91bc37e39eeecc80956064b
io.kamon	kamon-akka-http_2.12	2.1.2		f0b2cdbcaaab329c43a8d25585554b9abaea7428
io.kamon	kamon-akka-http_2.12	2.1.20		8a80f44a2574a2c2d778b7f3d85170ce59675481
io.kamon	kamon-akka-http_2.12	2.1.21		eefa2bdfba3acf450f06603d8a6f1e2db7eeb8d4
io.kamon	kamon-akka-http_2.12	2.1.3		a39c6a21129f3ec607280125e1ba2a5980b91c5c
io.kamon	kamon-akka-http_2.12	2.1.4		28114076798725570ab5d394c851a2cc1c2b8519
io.kamon	kamon-akka-http_2.12	2.1.5		aede359f6c1fdeb8f21f3c1cb47b2ad396efe9ac
io.kamon	kamon-akka-http_2.12	2.1.6		9f12bcbc9d3c7fc29914350f4c031d1b18464609
io.kamon	kamon-akka-http_2.12	2.1.7		84ef7dcc200bc22fd6e46b96cc8b1bac1814fa4b
io.kamon	kamon-akka-http_2.12	2.1.8		d2228d4b6ff7348a4dfaa8cbe9f4e119ff39914b
io.kamon	kamon-akka-http_2.12	2.1.9		a3a655a321033f2fb03c113d2ccca752762621a8
io.kamon	kamon-akka-http_2.12	2.2.0		c3b78c55a48ac5832c17c4e52013b59b455f0942
io.kamon	kamon-akka-http_2.12	2.2.1		02ddcaef286da281854304ec90f5ebd3f33235e4
io.kamon	kamon-akka-http_2.12	2.2.2		f5eb6a573701ff4e8d36f7b41ff23f580e820b6b
io.kamon	kamon-akka-http_2.12	2.2.3		8bcf0363e0af4454349c0a25d54ddb4a49360156
io.kamon	kamon-akka-http_2.12	2.3.0		bc6f237b3abb743b814c54da7518fb90d36f9513
io.kamon	kamon-akka-http_2.12	2.3.1		ad56b9ee20bf5a0e6e257efcacc7ef1ed7b8fa4c
io.kamon	kamon-akka-http_2.12	2.4.0		37951f3427c757d466cbdc6f5e153876bcb93bc7
io.kamon	kamon-akka-http_2.12	2.4.1		8797d8ca0a230fbe9ce8bd43bb5bea8b7ff4330b
io.kamon	kamon-akka-http_2.12	2.4.2		7bcec00c345b5a50f481d997904475bd2eb26ee2
io.kamon	kamon-akka-http_2.12	2.4.5		d6992022e00c83c7cbf89bf989dfce2db8bb343a
io.kamon	kamon-akka-http_2.12	2.4.6		8b456e2bfcbb0b0b197e5ece7975b267336e23bd
io.kamon	kamon-akka-http_2.12	2.4.7		192c28b34b38dd8f5b212e63ca2b55f16853ecc6
io.kamon	kamon-akka-http_2.12	2.4.8		76df09b74707921f97461a884513a5babe69e670
io.kamon	kamon-akka-http_2.12	2.5.0		fa422b572ab3ff949c6610e5fddd7698821128f5
io.kamon	kamon-akka-http_2.12	2.5.1		d0ab14f5473115ce74dddac39bffc5787090febd
io.kamon	kamon-akka-http_2.12	2.5.10		0766faf644c1f15a08a62386a035e04e330431f2
io.kamon	kamon-akka-http_2.12	2.5.11		195878319e73f1584dfe7710280a9ca7b0f703c4
io.kamon	kamon-akka-http_2.12	2.5.12		2f005b1b35a502416266ff05d1cfc584096807af
io.kamon	kamon-akka-http_2.12	2.5.2		15a0f71673c0cfb1b13121c65287bed7ec75f9d0
io.kamon	kamon-akka-http_2.12	2.5.3		e95f25eb8d25056744317573d899eb8fb7da9320
io.kamon	kamon-akka-http_2.12	2.5.4		3dceb1906e3b16f9a24ffcb41e20e2aee0d2aa80
io.kamon	kamon-akka-http_2.12	2.5.5		6e6109a2459b630bddc594b70446f066ba75ce44
io.kamon	kamon-akka-http_2.12	2.5.6		89ec5e596c045a5e61ddcb4eae47fee6318dbf0c
io.kamon	kamon-akka-http_2.12	2.5.7		441a478a77252914ff640a28cf5235c05ab2dfd5
io.kamon	kamon-akka-http_2.12	2.5.8		ec8cf5a21b7714a786051380ebeb9c59cc31ad73
io.kamon	kamon-akka-http_2.12	2.5.9		80ec67abde11de6909761b52235baf9cc58c5d26
