cloud.altemista.fwk.framework	cloud-altemistafwk-bom-tsf-custom	3.1.0.RELEASE		N/A
dev.eyrond.paperkt	core	1.0.4		180f1165e430f5224476e95f7a2d9762634c1a44
dev.mobile	machoparser	1.0.0		4bccc575ebbe528a500de8fa0d76ad788ee78b24
dk.apaq.framework	parent	1.0.0		N/A
dk.apaq.framework	parent	1.0.1		N/A
dk.apaq.framework	parent	1.0.2		N/A
dk.apaq.framework	parent	1.0.3		N/A
dk.apaq.framework	parent	1.0.4		N/A
dk.apaq.framework	parent	1.0.5		N/A
dk.brics.automaton	automaton	1.11-8		6ebfa65eb431ff4b715a23be7a750cbc4cc96d0f
eu.toop	toop-parent-pom	1.0.3		N/A
eu.toop	toop-parent-pom	1.0.4		N/A
eu.toop	toop-parent-pom	1.0.5		N/A
eu.toop	toop-parent-pom	1.1.0		N/A
eu.toop	toop-parent-pom	1.1.1		N/A
eu.toop	toop-parent-pom	1.1.2		N/A
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.10		N/A
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.10	metadata	9a22d588fec7e44d4eae80b1f828c0970ed2a763
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.5		N/A
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.5	metadata	9da2169aafdc78a93321ef74d27b7cb4b589fc6f
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.6		N/A
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.6	metadata	0d8ff4dfcab8bd75c6165e36c85ca1303a42e6d2
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.7		N/A
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.7	metadata	344b0729ea60102f703a7459e1a91ed68b94c3c6
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.8		N/A
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.8	metadata	fca4922c2e9022990a40f56178030c80e746bc24
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.9		N/A
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.2.9	metadata	98088a6a1992fc1391606b6efe4b4be7165242a1
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.3.0-beta1		N/A
foundation.metaplex	mpltokenmetadata-iossimulatorarm64	0.3.0-beta1	metadata	26c7618081444617cd634bbf6297f3021c20833e
info.hupel.fork.org.log4s	log4s_2.12.0-RC2	2.0		ff7e712b35129ea3283936242c529da3f960ac2f
io.github.alexshamrai	junit-ctrf-extension	0.1.0		936d9402da5ce88f6a254c65acbf8ed32a7c1c67
io.github.alexshamrai	junit-ctrf-extension	0.2.0		e845d4e772debdb186ab93dd4bd1500807b60fc4
io.github.alexshamrai	junit-ctrf-extension	0.2.1		24aea8b0703d6f2e8a83fed7135a9577ef9696e0
io.github.alexshamrai	junit-ctrf-extension	0.3.0		c87ce121f56ec4aab2257e040fe4f0ac4ab862da
io.github.alexshamrai	junit-ctrf-extension	0.3.1		3006c12f22755fc2e296180ee98d95eba4b91267
io.github.alexshamrai	junit-ctrf-extension	0.3.2		6d794c3a33cc6078fdf9ad6eb308115080688d7b
io.github.censodev	ani-api-sdk	1.0.0		f28c7c67a43ea355a3f31d6881849b9c3e8b7c76
io.github.fuquanming	fqm-common-spring	1.0.1		70bba020cc6f685d2dfd5cc33d34ae2d3c47dd03
io.github.fuquanming	fqm-common-spring	1.0.2		ef540038b4a7964a18bcbae5df522170594669a1
io.github.fuquanming	fqm-common-spring	1.0.3		acb7d2ede9e1f6ee1f6ba7b8e8d877d8440907f2
io.github.fuquanming	fqm-common-spring	1.0.4		4b14183ca5c87fc2d66d68913868c9d97c6cfaec
io.github.fushioncode	utilities	1.0.1		33c0bfa43dd9b026bc0e9dfadcbf0e4fe25e3278
io.github.fushioncode	utilities	1.0.2		008b10676cb6c8b5cc19b90b9e2a8fee4c9a2da7
io.github.fushioncode	utilities	1.0.3		1e4258dbd802e9dc47e212ab5d7ea8254555096c
io.github.hansanto	kault	1.0.2		39bfcc6fe281bdd86f69017a4783ee9d1374349f
io.github.hansanto	kault	1.1.0		770ad3622a8937bf2d6bf975c26fccba44a2ac18
io.github.hansanto	kault	1.1.1		a5767f885f29de54ce4c6e2c448fd8d313f6ef62
io.github.hansanto	kault	1.2.0		bc4413a75fd7f616456aba36163ee0867e346f23
io.github.hansanto	kault	1.2.1		5c6f23dd519a152936d89a2e27a2207599a8df40
io.github.hansanto	kault	1.3.0		b1effe171f0c94860c26f43dc124b2d4a3b56faf
io.github.hansanto	kault	1.4.0		1f810ea0f15c909c5d0bbb03da47e5925c33962d
io.github.hansanto	kault	1.4.1		1f810ea0f15c909c5d0bbb03da47e5925c33962d
io.github.hansanto	kault	1.5.0		6adb1710a51329f8994b82f16eeec31aaaf16423
io.github.hansanto	kault	1.5.1		161cb39d1a1358a1ce2029582ac82df008421da9
io.github.kverify	kverify-rules-linuxx64	0.1.0		N/A
io.github.kverify	kverify-rules-linuxx64	1.0.0		N/A
io.github.kverify	kverify-rules-linuxx64	1.0.0a0		N/A
io.github.kverify	kverify-rules-linuxx64	1.0.1		N/A
io.github.kverify	kverify-rules-linuxx64	1.0.2		N/A
io.github.kverify	kverify-rules-linuxx64	1.0.2a0		N/A
io.github.kverify	kverify-rules-linuxx64	1.0.2a1		N/A
io.github.kverify	kverify-rules-linuxx64	1.1.0		N/A
io.github.kverify	kverify-rules-linuxx64	1.2.0		N/A
io.github.kverify	kverify-rules-linuxx64	1.3.0		N/A
io.github.kverify	kverify-rules-linuxx64	1.4.0		N/A
io.github.kverify	kverify-rules-linuxx64	1.5.0		N/A
io.github.kverify	kverify-rules-linuxx64	1.6.0		N/A
io.github.kverify	kverify-rules-linuxx64	1.6.1		N/A
io.github.kverify	kverify-rules-linuxx64	1.7.0		N/A
io.github.kverify	kverify-rules-linuxx64	1.7.1		N/A
io.github.kverify	kverify-rules-linuxx64	2.0.0a0		N/A
io.github.kverify	kverify-rules-linuxx64	2.0.0a1		N/A
io.github.kverify	kverify-rules-linuxx64	2.0.0a2		N/A
io.github.kverify	kverify-rules-linuxx64	2.0.0a4		N/A
io.github.kverify	kverify-rules-linuxx64	2.0.0a5		N/A
io.github.laminalfalah	backend-framework-validation	0.0.1		6d63462a2d403610ea527357769753113a0e355e
io.github.laminalfalah	backend-framework-validation	0.0.2		da47864077a065e4c3612aee359801e9bd3c22ae
io.github.laminalfalah	backend-framework-validation	0.0.3		0de5fc9c8d33524bb6eb4b21e9b5814e8eec07ae
io.github.laminalfalah	backend-framework-validation	0.0.4		c8c1bfa1c4fd69e11a70caed17ed0cbbcfd1f7cb
io.github.laminalfalah	backend-framework-validation	0.0.5		3c42de0c4281a2283c26f1d21145a696fcaf2c5e
io.github.luistarkbank	test-publish	1.0.0		12f9fca96c9d83b1f35544af446a9fa649f2b7c9
io.github.luistarkbank	test-publish	2.0.0		2f8e6060f34dacf8aa1e8bf2128552d8621ded3c
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0	metadata	e9ee8ce952651358899f1238f664cab96ea748b4
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test03		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test03	metadata	167aada159a1a247c22f12e7af528f1338f948c7
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test05		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test05	metadata	37d2a481673f571773345bf4d59905a144b58c85
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test06		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test06	metadata	1e1d6d1f842fb771ba192fcdf44a1cd09c29ef1f
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test07		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test07	metadata	cb7c59e5f83e6478532a164685e27e26bdb62ef2
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test08		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test08	metadata	48729a40bd8620c471722796fd3d36cc7ade5dc8
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test09		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test09	metadata	c385d45df667f973d6ee78d77290dbaa803fba7c
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test10		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.0.0-test10	metadata	146a07fa59d37de32ba2e67f553cacfec769eba9
io.github.mflisar.composepreferences	screen-list-iosx64	1.1.0		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.1.0	metadata	57a29b7883fd27e64a18c8414303638f707b851a
io.github.mflisar.composepreferences	screen-list-iosx64	1.1.1		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.1.1	metadata	1f9d680bf915ee6ce4e507359f4cd426045140ed
io.github.mflisar.composepreferences	screen-list-iosx64	1.1.2-alpha03		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.1.2-alpha03	metadata	f9ff2adb5b17244ffdca95b75b247bec26c03487
io.github.mflisar.composepreferences	screen-list-iosx64	1.1.2-alpha05		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.1.2-alpha05	metadata	61ce2bb71bbed739f8e7322c4690eefc6455ec45
io.github.mflisar.composepreferences	screen-list-iosx64	1.1.2-alpha06		N/A
io.github.mflisar.composepreferences	screen-list-iosx64	1.1.2-alpha06	metadata	94b31e4769cb2168fec242d76f394db3c5211d94
io.github.mudbill	dds-lwjgl	2.1.1		274858deca8ca2ccd3b66f541a20c31ad72c23f2
io.github.mudbill	dds-lwjgl	3.0.0		3f20fa06d171981133aa74cdbb72b3822628c41a
io.github.piruin	geok-iosx64	1.2.2		N/A
io.github.qsy7.java.modules.email.modules.organization	api	0.1.0		4c44735d55985be03a74ff5d7159c1fde6421d87
io.github.qsy7.java.modules.email.modules.organization	api	0.1.2		6b139242102d7510c822e6bd7160484f9de87386
io.github.qsy7.java.modules.email.modules.organization	api	0.3.2		6e750d7ac7a4628c668d836a4075a00a1636c6f6
io.github.qsy7.java.modules.email.modules.organization	api	0.3.3		b193ada5278c3a30324b0a196801b554ba10a4f5
io.github.silencelwy	jf-sms-send-sdk	1.0.0-RELEASE		412795dca011f4d76ceee6927c79e0354c800f99
io.github.silencelwy	jf-sms-send-sdk	1.0.1-RELEASE		123e37f45bf2a763ec3855b4032436ecdb061bf8
io.github.silencelwy	jf-sms-send-sdk	1.0.2-RELEASE		17a159d1e49f100e117e0179ea7e12e9e206d743
io.github.silencelwy	jf-sms-send-sdk	1.0.3-RELEASE		94af1c34ce14e73bd7d19314f0e9dfd8e3470749
io.github.silencelwy	jf-sms-send-sdk	1.0.3.1-RELEASE		878ece84ea50421a88395060f2d3b1e5c7a13d25
io.github.silencelwy	jf-sms-send-sdk	1.0.3.2-RELEASE		a47dfcb2de4752d2835c6a249f9762e1b30946dc
io.github.silencelwy	jf-sms-send-sdk	1.0.3.3-RELEASE		34e43fa021486583317c7c0377cb69e0af178b0c
io.github.silencelwy	jf-sms-send-sdk	1.0.3.4-RELEASE		6156208caac0ce84df35306c1176876e96e626bc
io.github.vadiole	colorpicker	1.0.0		N/A
io.github.vadiole	colorpicker	1.0.1		N/A
io.github.vadiole	colorpicker	1.0.2		N/A
io.github.vadiole	colorpicker	1.0.3		N/A
io.github.vadiole	colorpicker	1.0.4		N/A
io.github.wum1n9.gurusdk	shared-iosarm64	0.0.3		N/A
io.github.wum1n9.gurusdk	shared-iosarm64	0.0.3	metadata	33869a46ca141e77cf6eb1c9487052ade714921e
io.github.wum1n9.gurusdk	shared-iosarm64	0.0.4		N/A
io.github.wum1n9.gurusdk	shared-iosarm64	0.0.4	metadata	fdbb29ec04922d861cab62595eec951f037328c3
io.github.xiaobogaga	datastructure	1.0		60a081437320f16a2ba797685741c5623980cade
io.liftwizard	liftwizard-reladomo	0.1.0		N/A
io.liftwizard	liftwizard-reladomo	0.10.0		N/A
io.liftwizard	liftwizard-reladomo	0.11.0		N/A
io.liftwizard	liftwizard-reladomo	0.12.0		N/A
io.liftwizard	liftwizard-reladomo	0.13.0		N/A
io.liftwizard	liftwizard-reladomo	0.14.0		N/A
io.liftwizard	liftwizard-reladomo	0.15.0		N/A
io.liftwizard	liftwizard-reladomo	0.16.0		N/A
io.liftwizard	liftwizard-reladomo	0.17.0		N/A
io.liftwizard	liftwizard-reladomo	0.18.0		N/A
io.liftwizard	liftwizard-reladomo	0.19.0		N/A
io.liftwizard	liftwizard-reladomo	0.2.0		N/A
io.liftwizard	liftwizard-reladomo	0.20.0		N/A
io.liftwizard	liftwizard-reladomo	0.21.0		N/A
io.liftwizard	liftwizard-reladomo	0.22.0		N/A
io.liftwizard	liftwizard-reladomo	0.23.0		N/A
io.liftwizard	liftwizard-reladomo	0.24.0		N/A
io.liftwizard	liftwizard-reladomo	0.25.0		N/A
io.liftwizard	liftwizard-reladomo	0.26.0		N/A
io.liftwizard	liftwizard-reladomo	0.27.0		N/A
io.liftwizard	liftwizard-reladomo	0.28.0		N/A
io.liftwizard	liftwizard-reladomo	0.29.0		N/A
io.liftwizard	liftwizard-reladomo	0.3.0		N/A
io.liftwizard	liftwizard-reladomo	0.30.0		N/A
io.liftwizard	liftwizard-reladomo	0.31.0		N/A
io.liftwizard	liftwizard-reladomo	0.32.0		N/A
io.liftwizard	liftwizard-reladomo	0.33.0		N/A
io.liftwizard	liftwizard-reladomo	0.34.0		N/A
io.liftwizard	liftwizard-reladomo	0.35.0		N/A
io.liftwizard	liftwizard-reladomo	0.36.0		N/A
io.liftwizard	liftwizard-reladomo	0.37.0		N/A
io.liftwizard	liftwizard-reladomo	0.4.0		N/A
io.liftwizard	liftwizard-reladomo	0.5.0		N/A
io.liftwizard	liftwizard-reladomo	0.6.0		N/A
io.liftwizard	liftwizard-reladomo	0.7.0		N/A
io.liftwizard	liftwizard-reladomo	0.8.0		N/A
io.liftwizard	liftwizard-reladomo	0.9.0		N/A
io.liftwizard	liftwizard-reladomo	1.0.0		N/A
io.liftwizard	liftwizard-reladomo	1.0.1		N/A
io.liftwizard	liftwizard-reladomo	2.0.0		N/A
io.liftwizard	liftwizard-reladomo	2.0.1		N/A
io.liftwizard	liftwizard-reladomo	2.1.0		N/A
io.liftwizard	liftwizard-reladomo	2.1.1		N/A
io.liftwizard	liftwizard-reladomo	2.1.10		N/A
io.liftwizard	liftwizard-reladomo	2.1.11		N/A
io.liftwizard	liftwizard-reladomo	2.1.12		N/A
io.liftwizard	liftwizard-reladomo	2.1.13		N/A
io.liftwizard	liftwizard-reladomo	2.1.14		N/A
io.liftwizard	liftwizard-reladomo	2.1.15		N/A
io.liftwizard	liftwizard-reladomo	2.1.16		N/A
io.liftwizard	liftwizard-reladomo	2.1.17		N/A
io.liftwizard	liftwizard-reladomo	2.1.18		N/A
io.liftwizard	liftwizard-reladomo	2.1.19		N/A
io.liftwizard	liftwizard-reladomo	2.1.2		N/A
io.liftwizard	liftwizard-reladomo	2.1.20		N/A
io.liftwizard	liftwizard-reladomo	2.1.21		N/A
io.liftwizard	liftwizard-reladomo	2.1.22		N/A
io.liftwizard	liftwizard-reladomo	2.1.23		N/A
io.liftwizard	liftwizard-reladomo	2.1.24		N/A
io.liftwizard	liftwizard-reladomo	2.1.25		N/A
io.liftwizard	liftwizard-reladomo	2.1.26		N/A
io.liftwizard	liftwizard-reladomo	2.1.27		N/A
io.liftwizard	liftwizard-reladomo	2.1.28		N/A
io.liftwizard	liftwizard-reladomo	2.1.29		N/A
io.liftwizard	liftwizard-reladomo	2.1.3		N/A
io.liftwizard	liftwizard-reladomo	2.1.30		N/A
io.liftwizard	liftwizard-reladomo	2.1.4		N/A
io.liftwizard	liftwizard-reladomo	2.1.5		N/A
io.liftwizard	liftwizard-reladomo	2.1.6		N/A
io.liftwizard	liftwizard-reladomo	2.1.7		N/A
io.liftwizard	liftwizard-reladomo	2.1.8		N/A
io.liftwizard	liftwizard-reladomo	2.1.9		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0	metadata	e160c03eda1cc97629fcf21969f77397cec65d5b
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.1		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.1	metadata	305539eb99389731625f5868763b13da9274943c
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.2		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.2	metadata	76fa1864ae999d900b5274fc262454f0e560aea8
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.3		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.3	metadata	3352334c1814dabb3c591618f05decab062397e6
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.4		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.4	metadata	e4e6f846490a37b28d7171a9ece5fd0e488e70d6
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.5		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.5	metadata	23394f8e4708bed22c51af4b937c26bb37a9bcce
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.6		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.6	metadata	dd217bb3cc95d42533c29a6f26b0d65726ba9b9b
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.7		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.7	metadata	72f0302c105c35004790c900b5ace0c6ac1836e9
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.8		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.8	metadata	c9920e2cb4d76cb1e5a58831096b68f6fbf9f828
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.9		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.0.9	metadata	83b25eb4e001b25ce9ac0b340213cd9ab1344171
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.1.0		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.1.0	metadata	67c93b00a52723600ff095979182ff8f0135d571
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.1.1		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.1.1	metadata	998b6f18d2e4eb16b33ebdfd71a0e392864c2d89
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.1.2		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.1.2	metadata	a6c6c8ad1e449ba409b360bbe1b2d5eb845ba4b6
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.1.3		N/A
io.paoloconte	kotlin-itsok-watchossimulatorarm64	1.1.3	metadata	98d2d307dbdf6bd9880154963776ce9fd0d298e5
io.pravega	pravega-connectors-flink-1.11_2.12	0.10.1		4330538b14385d49395176c401af2e4d9fdb1368
io.pravega	pravega-connectors-flink-1.11_2.12	0.9.0		df255db30dd0e5ee5bbf09ee9cb5be7026c31ea3
io.pravega	pravega-connectors-flink-1.11_2.12	0.9.1		d722bfade12f95b6980c9207a6813a043f924d99
io.tiklab	tiklab-privilege-server	1.0.0		0b5eb34d56a4d8a0aaf24fac4eaf16fd574d5104
io.tiklab	tiklab-privilege-server	1.0.0.2		e5d16932b9d191b58b8fde4f6143f06d31de2423
io.tiklab	tiklab-privilege-server	1.0.0.3		7bf2cc5a4b3d6a4d4ed89c8af3e6ac28d46244bf
kg.apc	jmeter-plugins-manager	0.1		92aa1ee92c9532fc7db6cc02cd9f74143fdf447a
kg.apc	jmeter-plugins-manager	0.10		f3f1952d4cf262164e55a7ec752f4a3ccab7d12c
kg.apc	jmeter-plugins-manager	0.11		3504670ee83f00c680e47160a19044989bb59555
kg.apc	jmeter-plugins-manager	0.12		7f12082f39f7c8a45da23cddfbabc58f81430b21
kg.apc	jmeter-plugins-manager	0.13		e80c003adb58cf152f861fdce398e0e76c3593da
kg.apc	jmeter-plugins-manager	0.14		2c2f2471780cfd56140d8439d5c7a784aa370de9
kg.apc	jmeter-plugins-manager	0.15		478d12f10d0b7a233a4dd9f431ec6e03344e742e
kg.apc	jmeter-plugins-manager	0.16		a6ea7eccea25ae80e76c72ac06695f14c3bef010
kg.apc	jmeter-plugins-manager	0.17		9097b4bf074785a1ebbace57a81acdd29adff13d
kg.apc	jmeter-plugins-manager	0.18		a88a47b916898d1b1affd08f81ffa122eaa20abc
kg.apc	jmeter-plugins-manager	0.19		55d1283ad956236062cc798dde312d451647dcb4
kg.apc	jmeter-plugins-manager	0.20		2d1f7f0f85f5767e54d77d45ce69bc3fddf0ff3d
kg.apc	jmeter-plugins-manager	0.20.1		305f2ca6aa52216bba18b6aabccb60d920b844ba
kg.apc	jmeter-plugins-manager	0.3		aa0ad2f66152f0fdfd05b6b1f0b02ade765c2d90
kg.apc	jmeter-plugins-manager	0.4		8139ea15c400dd51c7cdd67a72b1c003d9649acf
kg.apc	jmeter-plugins-manager	0.5		896407773d2f9ec1aeb979c18edfdcd3f441f792
kg.apc	jmeter-plugins-manager	0.6		fd6541fc065f3f542ee016567c0eba8527a9b34f
kg.apc	jmeter-plugins-manager	0.7		4159e3f4365e50d326ca09c2b121cdd63febf4f5
kg.apc	jmeter-plugins-manager	0.8		6ef0e1a843dda408a571bebf46b8748216d84801
kg.apc	jmeter-plugins-manager	0.9		0635e4d6b5c8ae5e57bdf1dc9980116376746275
kg.apc	jmeter-plugins-manager	1.0		0b8a177e3ea232b1b45e0965003afee91d8bbb3c
kg.apc	jmeter-plugins-manager	1.0.1		e4f3039aae98d6b198ff253d5689abec29f2b4be
kg.apc	jmeter-plugins-manager	1.0.2		7ecda75feeaebd68c876612a72a52142f5060fbe
kg.apc	jmeter-plugins-manager	1.0.3		5b97288153391d577c2b0ff4b1feae83ba072698
kg.apc	jmeter-plugins-manager	1.1		9e383797fcf409db0b261cbe051a36096675e9ec
kg.apc	jmeter-plugins-manager	1.10		d5988d8915a6bfb783c19b00c78f0a4abbeee5d7
kg.apc	jmeter-plugins-manager	1.2		f2f949a3ff8e28682e4d4c433ff4f2e467b0e298
kg.apc	jmeter-plugins-manager	1.3		587afb88ddb067d7f9a89af0baa26f5fde384e89
kg.apc	jmeter-plugins-manager	1.4		7b2eca4cd9b36497eb81cb2d416d2bb8f55deca1
kg.apc	jmeter-plugins-manager	1.5		a32ad9500ba67a855aae8e045c525235cf9f345b
kg.apc	jmeter-plugins-manager	1.6		0aecac04ea779c70c74a0fbdc542c994ab199c75
kg.apc	jmeter-plugins-manager	1.7		4fe37f9a091c35651177071f4bd442be85cbce0c
kg.apc	jmeter-plugins-manager	1.8		5dee1ef1deba269d61debd6f3da1ec8aacf63562
kg.apc	jmeter-plugins-manager	1.9		a6f9c0e62956f8040e55fea7dae643a28e8f048c
me.hsgamer	hscore-ui	4.1.30		e24874897599eb9fc277c3e221fbc890b2beebd9
me.hsgamer	hscore-ui	4.1.31		9093d330a14f9c8ed09067d28f66308dce91c8bd
me.hsgamer	hscore-ui	4.1.32		6e5a40d76514b35b3b109a697bf50d55bef8f2cb
me.hsgamer	hscore-ui	4.1.33		2ce23196521484049989ca0b834d78a280beabb4
me.hsgamer	hscore-ui	4.1.34		a364755390c6a197b79661d73c88367504c0983f
me.hsgamer	hscore-ui	4.1.35		c57b2678d08aaab6965ae7ffada4ed307d450ef3
me.hsgamer	hscore-ui	4.1.36		cfb8c4dc829d0d84823f4eca6dde30d90b81addb
me.hsgamer	hscore-ui	4.1.37		c3c15ee131bcd61dfc148fa7b74aabd8d46a1538
me.hsgamer	hscore-ui	4.1.38		b34e8c40d433b7b9e0ce89f06f7ccafbf1932760
me.hsgamer	hscore-ui	4.1.39		ee71ebab9e837533eaa85a426b51a9112c9a1138
me.hsgamer	hscore-ui	4.1.40		e62f1fc863dd4ed2c3ceef7c4f6418c51f9b1952
me.hsgamer	hscore-ui	4.1.41		e691d66500ae901305731d9a322da0d4585589d9
me.hsgamer	hscore-ui	4.1.42		2b757754e4c2548323593e30de2827b9a1db77ab
me.hsgamer	hscore-ui	4.1.43		10e9da139881317a340bda24b270786ba65ddcd7
me.hsgamer	hscore-ui	4.1.44		0fb51b8703f1ab10e2a930bfff387d735689d061
me.hsgamer	hscore-ui	4.1.45		619844ae41acee008a52996d6457efb500de15e7
me.hsgamer	hscore-ui	4.1.46		592faf21d2dbf6fe768a493a6b4f643cce8d3178
me.hsgamer	hscore-ui	4.2.0		53df5e02a0868df455ce9f153bdf6e95744f2522
me.hsgamer	hscore-ui	4.2.1		8ef9492c438d611066c770d1c7e9da1fb28ae70b
me.hsgamer	hscore-ui	4.2.10		b2ff9214091bc28c9ea153cd378f6f565f2a3559
me.hsgamer	hscore-ui	4.2.11		1d3335473587c0df1f3800e58ac853b2ea34112a
me.hsgamer	hscore-ui	4.2.12		564a040cc469b957bc90ea7f8ee164fadbcd190a
me.hsgamer	hscore-ui	4.2.13		229932c8f4436852a8c6b34de0a9c4b21ec66dea
me.hsgamer	hscore-ui	4.2.14		a1a815a711e36787af36fd376fa67f61f161ff11
me.hsgamer	hscore-ui	4.2.15		0ab8d9ff287214b78e701928e594dede26850c13
me.hsgamer	hscore-ui	4.2.16		0b817501614d4b403c01d238779733b134e5d47b
me.hsgamer	hscore-ui	4.2.17		f192f3b961576ac4ea459c62755d48576650df7d
me.hsgamer	hscore-ui	4.2.18		869cb7d8ccb869bad5520c375cdee08bcf8c5893
me.hsgamer	hscore-ui	4.2.19		1ca59e9e52402e675fd68c72011f08158e63ad5f
me.hsgamer	hscore-ui	4.2.2		fa0ca7a1ca718dfd8ac047cdc9490434b51cfdf8
me.hsgamer	hscore-ui	4.2.20		cadf604194f8ebe45943d8abcaf21e18fde25a03
me.hsgamer	hscore-ui	4.2.21		ed965d6737793ca51adb719463088eb33923e474
me.hsgamer	hscore-ui	4.2.3		d591ace56fde9520614a6293b6786ae8e55c4290
me.hsgamer	hscore-ui	4.2.4		127f000d9d36d401cec8d91babb062b7a11fb54b
me.hsgamer	hscore-ui	4.2.5		5827ec863f7e430e40fc2dac59448b31fcb61f5d
me.hsgamer	hscore-ui	4.2.6		2b8b37334d2607de9a8666a23228d33f6eb92d0d
me.hsgamer	hscore-ui	4.2.7		22fec05a747ab895ff2663a8daaab8c28e623f79
me.hsgamer	hscore-ui	4.2.8		17e265669bc7b307ba45a9b0813f6196f816aa4f
me.hsgamer	hscore-ui	4.2.9		c2cb36a001cbaa6c2e6a6039c179d7d7b73da2ad
me.hsgamer	hscore-ui	4.3.0		2d5dcabbe82cbd0287c89cc05ac545850ebcc693
me.hsgamer	hscore-ui	4.3.10		4e048ae4540a3284a30b5c934488076eaec10067
me.hsgamer	hscore-ui	4.3.11		413609532a7aa39173e92a0d632a35a5ceeb3335
me.hsgamer	hscore-ui	4.3.12		f2d8309f0bbd7c12cefa82d5f06c12b10626ee5f
me.hsgamer	hscore-ui	4.3.13		218daaf230739d6b7330464a4e39c1f75defd59c
me.hsgamer	hscore-ui	4.3.14		1b73f817402c3d618288f754db99bb9ab693885d
me.hsgamer	hscore-ui	4.3.15		64505324aae9d3094c66098bfdaca0947bea8caf
me.hsgamer	hscore-ui	4.3.16		c1a1a741628ad3690d225258a6ac4c308e899957
me.hsgamer	hscore-ui	4.3.17		6538aa93032e07d5582374b93fdaeda05a30fd6f
me.hsgamer	hscore-ui	4.3.18		7289506ddba12ffe1099ad96136f497ee5336e6d
me.hsgamer	hscore-ui	4.3.19		562df5ab1492b6c0766ea9c66bd706e521931340
