au.com.domain	accounts-autocomplete	1.0.0		N/A
com.github.omarmiatello.telegram	dataclass-only-watchosx86	7.7.3	metadata	a341ecd5e51ec805ebd55f1123fe66f8a85c5753
com.github.omarmiatello.telegram	dataclass-only-watchosx86	7.8		N/A
com.github.omarmiatello.telegram	dataclass-only-watchosx86	7.8	metadata	0c021b3491b660011966588c56774aece6fe6a66
com.github.omarmiatello.telegram	dataclass-only-watchosx86	7.9		N/A
com.github.omarmiatello.telegram	dataclass-only-watchosx86	7.9	metadata	4ebdb9e23e2f7ed134eb93bb8ee9d8d1f17a2f87
com.github.rholder.fauxflake	fauxflake-core	1.0.0		d4f862d0349fb5df967fccf8457a3e2480de8705
com.github.rholder.fauxflake	fauxflake-core	1.0.1		1bb7ef691e4bfc779802e77d6f3ea884eceb394a
com.github.rholder.fauxflake	fauxflake-core	1.1.0		079755968bfe210f7e35f3193038dc30767e1c7b
com.github.xmybatis	xmybatis-core	0.2		d9bf31521500ec7fdab7631fcb2f0ec90705c192
com.github.xmybatis	xmybatis-core	0.2.1		db623e2235b85366aea5e3409c0d9db9fbf1e962
com.google.api-ads	google-ads-stubs-v17	32.0.0		0abed10e946ab5b023f0972ea76122a617cfbd3b
com.google.api-ads	google-ads-stubs-v17	33.0.0		8eecb530a007e366aff9e4c0a431c3f47b4d977f
com.google.api-ads	google-ads-stubs-v17	34.0.0		09bbb67a759b81f20fb9b8a5ceb41f6484816ed5
com.google.api-ads	google-ads-stubs-v17	35.0.0		bd1b9741a138313119259ac6c3efd0d8c2e24ecf
com.google.api-ads	google-ads-stubs-v17	36.0.0		cc80512abec5c9868f2ba4c4ab121e4450db083d
com.google.api-ads	google-ads-stubs-v17	36.1.0		263b475c221ed168590e69c8453f83a6976cce09
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	0.1.1		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	0.1.2		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	0.1.3		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	0.1.4		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	1.0.0		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	1.0.1		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	1.0.2		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	1.0.3		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	1.0.4		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	1.0.5		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	1.0.6		N/A
com.groupcdg.pitest.azure.cloud	com.groupcdg.pitest.azure.cloud.gradle.plugin	1.0.7		N/A
com.heimuheimu	naivecli	1.0		e22e9dd00fc9169df85e043510f2f0f64b35d46a
com.jwebmp.jre10	jwebmp-gradients-linear-ie6	0.58.0.21-RCTEST		272e8cc80faf428a76c3b5b9fc40d936cee06fa8
com.jwebmp.jre10	jwebmp-gradients-linear-ie6	0.59.0.14		ccdc5b91d0a137628fc2d06638243acdcff64895
com.lifeonwalden	app-cache-compacted	1.0.5		95ce6d9d253f9f02ab505e1fbeec9510c5769906
com.lifeonwalden	app-cache-compacted	1.0.6		e346a415a4f4c5245c9a1c49ff48397bf544702e
com.lifeonwalden	app-cache-compacted	1.0.8		ee8402e232893888106ae581e43b10be00eea8a0
com.lifeonwalden	app-cache-compacted	1.0.9		62471e3d7edbef50f37b64496f6a54fd69c85f08
com.liferay	com.liferay.monitoring.lang	1.0.0		72fb15a231eb859f75e29c6edec605480d328a53
com.liferay	com.liferay.monitoring.lang	1.0.1		c9d347cc82ce3497c5032522a3503e049960f4f2
com.liferay	com.liferay.monitoring.lang	1.0.10		b8365f26d31b0ba912db5742b2ad3344266c97c7
com.liferay	com.liferay.monitoring.lang	1.0.11		b8791984da164a360e8ffbed19a68cdfaba08538
com.liferay	com.liferay.monitoring.lang	1.0.12		0b3bb0a632ad6b4305e729f81a56a61740622bd8
com.liferay	com.liferay.monitoring.lang	1.0.13		254cc5e33934b12ed192b9b2918884ec186afff4
com.liferay	com.liferay.monitoring.lang	1.0.14		b06838b9176cd5989e400053c6f3dc27f5b0ea05
com.liferay	com.liferay.monitoring.lang	1.0.15		5c7cce5e6472bda2096212242a2ef2084a4cefd2
com.liferay	com.liferay.monitoring.lang	1.0.16		af3c3dffe531f6115c67cc434975a5816854e0b5
com.liferay	com.liferay.monitoring.lang	1.0.17		cf020cc44de9d3453b635e16b805c447d8fc116b
com.liferay	com.liferay.monitoring.lang	1.0.18		5fe9461415a8e7b9e79ec88aa2ae5ba31d6b2695
com.liferay	com.liferay.monitoring.lang	1.0.19		97560b87834e22837c6a25fa2160d566422696cf
com.liferay	com.liferay.monitoring.lang	1.0.2		ffb9976d2f1e84692f68004c133ba08b63007227
com.liferay	com.liferay.monitoring.lang	1.0.20		980fdd7cad78bcdafafedf74bfbbbf8e4955fb3a
com.liferay	com.liferay.monitoring.lang	1.0.21		ffc96437c83568e48f55a5cd111934e1257333df
com.liferay	com.liferay.monitoring.lang	1.0.3		bd8144c4c2c931736247730709f30c6979301f4e
com.liferay	com.liferay.monitoring.lang	1.0.4		05491ba07542dda9bcdc0ae728989badbfffb50b
com.liferay	com.liferay.monitoring.lang	1.0.5		31de3fbbb5f2a94a5356bab22aa488e28f7bed61
com.liferay	com.liferay.monitoring.lang	1.0.6		87f41f62d30f77351162302bb57c0a4d1ea545f9
com.liferay	com.liferay.monitoring.lang	1.0.7		1cba82fd24728389cb1adec0b490aee8cb28e3ce
com.liferay	com.liferay.monitoring.lang	1.0.8		7b91f0f4a663c9ec06679534e14a5f5347a21285
com.liferay	com.liferay.monitoring.lang	1.0.9		5a81d9ddef29e45f9a8cf2f15779326b17939947
com.liferay	com.liferay.monitoring.lang	2.0.0		ebd764aed87d1b67544aef3c3548b409651590dc
com.liferay	com.liferay.monitoring.lang	2.0.1		ccb1c48399061e2125c32a6346ddc2663e833ff4
com.liferay	com.liferay.monitoring.lang	2.0.10		c3b4db5a34620456cdd676ce2e29a96673456e9d
com.liferay	com.liferay.monitoring.lang	2.0.11		cad09750e8b5df4be6fa62a077927201d76fe9b4
com.liferay	com.liferay.monitoring.lang	2.0.12		debc4e4965383f7c14ed4fb40110be6e2b5fb7e1
com.liferay	com.liferay.monitoring.lang	2.0.13		afcbd60b9d2747db97de242fb9b5a27c1d73bc23
com.liferay	com.liferay.monitoring.lang	2.0.14		303e43bcc2e249541e33b30ebc0ce4b155565952
com.liferay	com.liferay.monitoring.lang	2.0.15		1322b85eb5d995551fedc13e6cf328651827d65c
com.liferay	com.liferay.monitoring.lang	2.0.16		33b0957ab556dba1e608f045d0e5cd47df51fb14
com.liferay	com.liferay.monitoring.lang	2.0.2		5e9bcac01629b89c30df61e4ebecbadc575b020c
com.liferay	com.liferay.monitoring.lang	2.0.3		f0b25bb546c201c165980c16be673362cb7866d1
com.liferay	com.liferay.monitoring.lang	2.0.4		affc9cc24de6b3b8f7c36457a31401b9cd2f9a7a
com.liferay	com.liferay.monitoring.lang	2.0.5		b0730175213f912239e35ed766dbd0a31d7236d1
com.liferay	com.liferay.monitoring.lang	2.0.6		306e8c5105ca9372ead1bbe47f584d1f199953ba
com.liferay	com.liferay.monitoring.lang	2.0.7		6febc4350e0010fda36aad11a2cb2f38ae62facb
com.liferay	com.liferay.monitoring.lang	2.0.8		c020773cd6056f94dc7883cdf7d153008a29724c
com.liferay	com.liferay.monitoring.lang	2.0.9		eb798d843db7e4d0ced52bc5572b8b979f4dc839
com.liferay	com.liferay.monitoring.lang	3.0.0		a6df8a393d7c1d29b8efcfd0343656aa1a3a2ae5
com.liferay	com.liferay.monitoring.lang	3.0.1		60ce66f6cf8afb6541992a9f3983001bf1e6af6a
com.liferay	com.liferay.monitoring.lang	3.0.10		593e1a3a682de4760ef7252a2558e34bad7d77d4
com.liferay	com.liferay.monitoring.lang	3.0.11		a4ec93749631d93860b700cfa2ee8c409dfb4f6f
com.liferay	com.liferay.monitoring.lang	3.0.12		689e3e596e9c2b68832d8b35d72140dc13d7f64c
com.liferay	com.liferay.monitoring.lang	3.0.13		ece0ad195aa35fd01ca1fc078577d98d4a8d16a6
com.liferay	com.liferay.monitoring.lang	3.0.14		62d84b3ac7b9ada17cf58be265be3fd89318f8b8
com.liferay	com.liferay.monitoring.lang	3.0.15		970b987c6155a4ca23a9dc224279aa5054c7b662
com.liferay	com.liferay.monitoring.lang	3.0.16		a0215e1cc7abb10388c070875ba3896484f16a6b
com.liferay	com.liferay.monitoring.lang	3.0.17		63b9f2d2c3bc79c5d6a4c19886663a4a8e509edc
com.liferay	com.liferay.monitoring.lang	3.0.18		2f12f849f1b0bc1a7b4920103663d76bab837724
com.liferay	com.liferay.monitoring.lang	3.0.2		607cd7dc342140ce99064abe2a76b55fc8ef409d
com.liferay	com.liferay.monitoring.lang	3.0.3		ade222d9ca0eb6840d016db2e6074127d9e30b2c
com.liferay	com.liferay.monitoring.lang	3.0.4		ec15646ea1c3ef9235b62046f406c154d83d7df6
com.liferay	com.liferay.monitoring.lang	3.0.5		be3d5b35aed977fc686141de15b0e6339e57f7f1
com.liferay	com.liferay.monitoring.lang	3.0.6		02ea586ae0b98cd22da0a6026fea897d252d490a
com.liferay	com.liferay.monitoring.lang	3.0.7		6b59e8aabbee3ba1351def9677df6baa97a15da1
com.liferay	com.liferay.monitoring.lang	3.0.8		2f0835c1023872e411f7519977ac0836deeff26b
com.liferay	com.liferay.monitoring.lang	3.0.9		ff7cb15cbf04b06b54d497e73d4a21bc0ced8e76
com.liferay	com.liferay.monitoring.lang	4.0.0		972f4e0b3d8c8bf79b963e9b8edfaa3ffae8185a
com.liferay	com.liferay.monitoring.lang	4.0.1		6c0634dfb4ddc9516febb26b231157b32ed7ce89
com.liferay	com.liferay.monitoring.lang	4.0.10		1d5d97dda51e70c7453a2c8c898728fa9d0892e0
com.liferay	com.liferay.monitoring.lang	4.0.11		30c4b2d2326a5730579255d5a9737060e5b0edf6
com.liferay	com.liferay.monitoring.lang	4.0.12		b3e20e10eac6096a983ddb2a77a4505ac8b43ece
com.liferay	com.liferay.monitoring.lang	4.0.13		280b507cfb618a1408b7289073c6480a348884d7
com.liferay	com.liferay.monitoring.lang	4.0.14		ec132b9b393d2bd91e36996c6f98358f9a0de64d
com.liferay	com.liferay.monitoring.lang	4.0.15		497f64f8da7ef84471594b23529a19f1cfff9ae8
com.liferay	com.liferay.monitoring.lang	4.0.16		b3d62ce33aa0e3f5d28bae078f5973be1c1783ac
com.liferay	com.liferay.monitoring.lang	4.0.17		76ae821be439b4de896f56580147d04208686343
com.liferay	com.liferay.monitoring.lang	4.0.18		caa591265c0f17ad6401fcec934b64c13bc3b7e9
com.liferay	com.liferay.monitoring.lang	4.0.19		b26a62f68226b8b127d19d5a929909da4f371149
com.liferay	com.liferay.monitoring.lang	4.0.2		cf32eddeead18ad8b9ecd72becae8ccfc5ce23d2
com.liferay	com.liferay.monitoring.lang	4.0.20		73c5d2453b1b65d09bfbea02ff80470623cb8a4d
com.liferay	com.liferay.monitoring.lang	4.0.21		7fbbd84a44da519200463da821b2f13e1cc2aea1
com.liferay	com.liferay.monitoring.lang	4.0.22		dcbe58a893f2248580167cb04ff6cbb85c4ad9f6
com.liferay	com.liferay.monitoring.lang	4.0.23		5bda879ba8605f667fa87ba9a5efe6dfd1ce7d1e
com.liferay	com.liferay.monitoring.lang	4.0.24		6df519c93a515478663f55001009129f4114eba4
com.liferay	com.liferay.monitoring.lang	4.0.3		22af3be5b37a583cd7a7d7993429f8dbbdcc417f
com.liferay	com.liferay.monitoring.lang	4.0.4		1b5a6c49fa8c3a9d6c8e2fc5611b509eaf620efb
com.liferay	com.liferay.monitoring.lang	4.0.5		227a3e83cef896c1443b2e05f7b601fa0f7fd97d
com.liferay	com.liferay.monitoring.lang	4.0.6		44c331c6af39834bc55515f4b66f5eb7473b215e
com.liferay	com.liferay.monitoring.lang	4.0.7		70c7de248f6c490fc4ef3cc6dc6c76c73dbd00e0
com.liferay	com.liferay.monitoring.lang	4.0.8		06b51aff0f519a19813df61cd1f6a648e5563354
com.liferay	com.liferay.monitoring.lang	4.0.9		c4b566e1ccd3d50101788c611c67d2666bdac3e3
com.liferay	com.liferay.monitoring.lang	5.0.0		c5ac21379579451a0ec88693cce663cc67833065
com.liferay	com.liferay.monitoring.lang	5.0.1		6839036c996c4035122552f1b5c29bda1c37966b
com.liferay	com.liferay.monitoring.lang	5.0.2		49a2956b200d7658763a4b0ce8c6292be64f0e70
com.liferay	com.liferay.monitoring.lang	5.0.3		a85bccf5c51f553cd3296725f86dde23d40cd4c4
com.liferay	com.liferay.monitoring.lang	5.0.4		cf4bf5911f42606769fa5c478ed8261ea081e02e
com.mikepenz	fastadapter-extensions-paged	4.1.1		N/A
com.mikepenz	fastadapter-extensions-paged	4.1.2		N/A
com.mikepenz	fastadapter-extensions-paged	5.0.0-a01		N/A
com.mikepenz	fastadapter-extensions-paged	5.0.0-a02		N/A
com.mikepenz	fastadapter-extensions-paged	5.0.0-a03		N/A
com.mikepenz	fastadapter-extensions-paged	5.0.0-b01		N/A
com.mikepenz	fastadapter-extensions-paged	5.0.2		N/A
com.mikepenz	fastadapter-extensions-paged	5.1.0		N/A
com.mikepenz	fastadapter-extensions-paged	5.2.0		N/A
com.mikepenz	fastadapter-extensions-paged	5.2.1		N/A
com.mikepenz	fastadapter-extensions-paged	5.2.2		N/A
com.mikepenz	fastadapter-extensions-paged	5.2.3		N/A
com.mikepenz	fastadapter-extensions-paged	5.2.4		N/A
com.mikepenz	fastadapter-extensions-paged	5.3.0		N/A
com.mikepenz	fastadapter-extensions-paged	5.3.1		N/A
com.mikepenz	fastadapter-extensions-paged	5.3.2		N/A
com.mikepenz	fastadapter-extensions-paged	5.3.3		N/A
com.mikepenz	fastadapter-extensions-paged	5.3.4		N/A
com.mikepenz	fastadapter-extensions-paged	5.3.5		N/A
com.mikepenz	fastadapter-extensions-paged	5.4.0		N/A
com.mikepenz	fastadapter-extensions-paged	5.4.0-b01		N/A
com.mikepenz	fastadapter-extensions-paged	5.4.1		N/A
com.mikepenz	fastadapter-extensions-paged	5.5.0		N/A
com.mikepenz	fastadapter-extensions-paged	5.5.1		N/A
com.mikepenz	fastadapter-extensions-paged	5.6.0		N/A
com.mikepenz	fastadapter-extensions-paged	5.7.0		N/A
com.mikepenz	fastadapter-extensions-paged	v4.1.2-rc01		N/A
com.netflix.atlas_v1	atlas-json_2.12	1.6.7		f1ac7114456718cab6cd806f4f4e33cf6c316677
com.netflix.atlas_v1	atlas-json_2.12	1.6.7-rc.2		ba5574f42a383b9691b094bab17e80ef2354038c
com.outr	scribe-rapid_3	3.15.3		e298be92f0b3905e2d0bd0cb057045137deba7c7
com.outr	scribe-rapid_3	3.16.0		05beb8c404dddb453b91375a8b77c2b4be7fad51
com.peterphi.std.guice	stdlib-guice-hibernate-testing	10.0.0		f523b32bcb61d419a422e52c2794186f0c147b01
com.peterphi.std.guice	stdlib-guice-hibernate-testing	10.0.1		b34db52cf63362b61905eecee672eb3b7d8db5d0
com.peterphi.std.guice	stdlib-guice-hibernate-testing	10.1.0		d5f4207281f80eee37645093ff9c22dcafb9c201
com.peterphi.std.guice	stdlib-guice-hibernate-testing	10.1.1		af6af63bf436a6da09ddcc09aa710019442b32ac
com.peterphi.std.guice	stdlib-guice-hibernate-testing	10.1.2		f7630dc736bcffd4c7469aead6cd4f98231d2e44
com.peterphi.std.guice	stdlib-guice-hibernate-testing	10.1.3		b50bbc5f9e4d6d61167c28b107ef55a15f1f06ce
com.peterphi.std.guice	stdlib-guice-hibernate-testing	10.1.4		5e8b62cc9e0bffb6e07c0670d16c2921419d511c
com.peterphi.std.guice	stdlib-guice-hibernate-testing	10.1.5		e104f18c21d5a2f7491af31310de6e32c51daba7
com.peterphi.std.guice	stdlib-guice-hibernate-testing	6.0.5		14b51bbf96a58680c4f6688fd37da32f55fd2d30
com.peterphi.std.guice	stdlib-guice-hibernate-testing	6.0.6		e290424cd03f795aa72ff51f20487907c5948840
com.peterphi.std.guice	stdlib-guice-hibernate-testing	6.1.0		503978db69ecd24f4ab1d58069f64499885d36a8
com.peterphi.std.guice	stdlib-guice-hibernate-testing	6.1.1		de981baa87beee947073b6a6439a09e27e5cd003
com.peterphi.std.guice	stdlib-guice-hibernate-testing	6.1.2		8801a45187527f4a04be485de79239d51f954053
com.peterphi.std.guice	stdlib-guice-hibernate-testing	6.2.0		3e587f692594ff616e94563e591eb7d7ca3036da
com.peterphi.std.guice	stdlib-guice-hibernate-testing	6.2.1		6af47840da15e650206522db82bb3ca90458929c
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.0.0		f91830883d4e03d1b231724b4537c7af105140a9
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.0.1		1a57cda5698aedb28ac58063e1d06d1813817d08
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.0.2		99de3d741d3d09557f72f402e4ab669d6d33299a
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.0.3		bab3e5a7f3ae9c1890c84d840d638c32f83ec083
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.0.4		09accd3d07435dc16a9963c2aa1b561165143d8c
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.0.5		18518f99a91568bcf389dff9af1beb33edd82a8e
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.0.6		cfa3b51aa4751fd22abba6a3bcf8011b1b7cbd6d
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.1.0		62915acac2354f7c0140f796065a1b0a0d887789
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.1.2		46950e3796aa7d42527c6d96d866e23ded791760
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.1.3		f409177e33d384e24b84bcc3ca6e4f1483e6cddc
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.1.4		dc717b3c307745f7219296bb1f194c52230da876
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.1.5		5674556ad18db42c3f9aa5c154d78f7afa453557
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.1.6		30c9a7d01d8fc0f9b9958b6ca95fb699dd3baa71
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.1.7		8bf9f3cd2f7c85995a6bece647c067160ee64cb9
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.2.0		7f3fb8e4830a01734aefe98ccb57b86a0fceb4d2
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.2.1		93bb1d41cd9f231f47f3f0e629c576fa6f426381
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.2.2		67f4e23e2cef3d3624e5d570b2ad311d4c45da94
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.3.0		85818e83d2b79d542ed9661d8bfe869d38158aeb
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.3.1		54d903bd56790b6a3a193f65648042148be77502
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.3.2		15438f6fa81781158b653b8bcff234bc6ba1133f
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.3.3		e327bca5b9157a8faffee40713345bb151620648
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.4.0		89bc2f06cc42a6dd89df101b8570d1a47a19eb23
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.5.0		cfa0294a0ab9e31c61843d4006fb1c2a9a0c216e
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.5.1		39bff67635bf037dac58340a173c38e68de34e5d
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.5.2		c8ba9e971e38805408a833fbebaf9ac005cd9d4a
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.5.3		3f2a36602092e3caefc4a153e5a01c1d0625755f
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.6.0		6ec26ac84d6ea09becac4e2208e5bee37ac406e7
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.6.1		ca186359a8566fd59edb265c2b2b8f7860fa7589
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.6.2		fad1624065f9719c18c8417a5583e3b236bae9c7
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.6.3		356301197ca654323435d2a71f12eb2c00fc59cb
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.7.0		a1ae9c47bcb11ed9284b0311e8dec312092033c5
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.7.1		a10bc51f122e85c5bad3bfa0d4ee340a376d9dcb
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.7.2		8422174fe00f8cd4b5a4cd983db02cc03023e0e0
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.8.0		9df32f0759282709731434eb4b6dacbf69ac23fa
com.peterphi.std.guice	stdlib-guice-hibernate-testing	7.8.1		608f0fb58089b6eb0f4b4610c3fdd5336e803b1f
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.0.0		2c52e1bf057dc6299ce0cf96a37af86bfc497eb1
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.0.1		5816cef06c6076e35ca8ea5ba46830a61adf8498
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.0.2		1c64137b7ba5f96910edadecf8ce08a4831db6e5
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.1.0		e387890ac51d210ca0a531a1425cafdd663eeaac
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.1.1		2dc9de91fb200547b8ccb216d51902a72960b4a1
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.1.2		c3f3bf21ea65c6320438a4e4536f5da885570f5d
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.1.3		d525ebbbf488a925d9e10bdfc4a1116dc76254cc
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.2.0		58479d49d42486cd490562e2bc38d9feeb39d319
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.2.1		5a4453a4e34b8a7b958fe9231830cf6ee0890ffa
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.2.2		c83bff4a567a12c7ba9c5c5d6c66a0023ecfbe58
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.2.3		66f4c4e0f0bcfa59f8f3487222d7708e7f3b9fe6
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.2.4		e79425d6ca27a8d753c50760c2aec858bf95e0a7
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.2.5		861428e3d8f853233e8b2b2a61f28ba2f5955550
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.3.0		72d8b493a3a1971470b51e99fc98f495dbc1e4dc
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.3.1		b3263505b61421b12dab2243954dd17c06c281c0
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.3.2		2d777325e9b8447e7db3405d6ca6872ea99fa7a1
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.3.3		7d299af5ece3eae4bb546b5e1719569a69eef75f
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.3.4		eeb16e6686aed758f02194f88bfb33fc8e085db1
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.3.5		9cb00e6e9e86fc6223eb7f11481042d4e54f4e98
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.4.0		8e1ff09d4da2fd06a07a2335206ad237242864f2
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.4.1		ec8267a0c74a8f4fb78bfbd06e3ab714ea19f020
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.5.0		f888c9b94fc8b95fa8f25c03e3a700ae76f7fe26
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.5.1		19d9d820b1a671616572d1d3c24c3247d041fe05
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.5.2		11990ad52650c67defbd25031ba3144fb151d6b1
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.5.3		0e28696c68ba369806e81c8873d82d38d0bc9ab4
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.5.4		a51d80953f4a1dd1c09e5ad0aa51e306afced7d3
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.5.5		f611b535e2419531e6c52f3eeaf098fea0d7a7d7
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.5.6		79412eef26d1a8fb0353e2608c219007eb8db350
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.6.0		b6a5e84bd81ac0fbca0150729dc08798bc935135
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.6.1		3d962ae4f6d682f294721ea598a5386b73a7d0fe
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.6.2		ce7d68f8390c609e3d13ab2f0ffb1ffcf098f20b
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.6.3		d6ad225d3b57840d6a517ddf007d0038f688ccd9
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.7.0		46d5aa053e9ec5138c040c316339bb9cc0d74871
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.7.1		53d548a589e646a71b3100c451251ba1879ba398
com.peterphi.std.guice	stdlib-guice-hibernate-testing	8.7.2		9f99f42fae9e5b351d241fe793a7d5637598baa9
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.0.0		b6e5c61ca2e8fb44026beaf41bdf969b67fa313a
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.0.1		f6946172a15326f6cb9c0c19eafcf05f214ff836
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.1.0		87691fd4727699f2acb5b58fe65a8fcaad95f59a
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.1.1		0c0381dcad48a5004145367baeef22d3593f8b44
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.1.2		aa68c8c9a964df0dfb8dd146ca9e661cccc4420f
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.1.3		1f2cb648aac72be3c43285547dd713bcb7b1abb8
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.1.4		1898e012098afe0a82311e176e51565b682a30be
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.2.0		4e57098c96456bf46fa37cedfde3b9903f7165de
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.2.1		14a77c89c079e885aa9c38188d16a7a21c1fee27
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.2.2		e079668e5028671ddd5f3dc63a49970fe73d9510
com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.2.3		cbca3d97e56d9a55d485946e47c64edf2f614997
