beehive	controls	1.0-alpha		eadb1603726c947c0f1e3e6d966fdcf23f7fcbdb
org.apache.servicecomb	swagger-generator-springmvc	2.8.4		84dcaf0e80b9ef26a171abd2f00d5aa98ee70352
org.apache.servicecomb	swagger-generator-springmvc	2.8.5		d19889c7210c14009d909e22e0f49919b632af94
org.apache.servicecomb	swagger-generator-springmvc	2.8.6		60eda180724c39cc8c07829b045515e6ea248b2d
org.apache.servicecomb	swagger-generator-springmvc	2.8.7		d8f94c2216532f30f15c84deb388037ccf1506e6
org.apache.servicecomb	swagger-generator-springmvc	2.8.8		704203db11ca78689d03c5f5ea919c001316569d
org.apache.servicecomb	swagger-generator-springmvc	2.8.9		464d2ddff719ff5e3718d0975c0cd96be518295c
org.apache.servicecomb	swagger-generator-springmvc	3.0.0		9e251c7766c7046399699e25c5fd02eab1f9278a
org.apache.servicecomb	swagger-generator-springmvc	3.0.1		ff1bac38faca6d4a103ee217ce10ddc4cb4a2e4d
org.apache.servicecomb	swagger-generator-springmvc	3.0.2		e82246ceca736a2c4980199895449a6fcee5ab48
org.apache.servicecomb	swagger-generator-springmvc	3.1.0		cd3818621e84fc8409d2ef3e752b051449b78aa3
org.apache.servicecomb	swagger-generator-springmvc	3.1.1		9614fe85b37ed9da41f19b8d25ac7904d6ffeb45
org.apache.servicecomb	swagger-generator-springmvc	3.1.2		4daf94e372bb29c91ec6339407f48a95748f7ef8
org.apache.servicecomb	swagger-generator-springmvc	3.2.0		5dab8d4d1d022991da5bc880b7c8783525d7a94d
org.apache.servicecomb	swagger-generator-springmvc	3.2.1		7ef51813cf746e788e57371d5eab8a29bea1b94c
org.apache.servicecomb	swagger-generator-springmvc	3.2.2		3035081aa901616adc7f3eafe29fa0bd9036d56e
org.apache.servicecomb	swagger-generator-springmvc	3.2.3		437fa3b3bb40042f173ff92f7ab49c0cc3f950cc
org.apache.servicecomb	swagger-generator-springmvc	3.2.4		562949351183c4c389d80c85ad4950e95641bd6c
org.apache.servicecomb	swagger-generator-springmvc	3.2.5		b0e5eed026ea4681a775cc6b17c61d3bfb978d25
org.cdisource.beancontainer	cdisource-build-aggregator	0.9		N/A
org.cstamas	parent	1.0.0		N/A
org.cstamas	parent	1.0.1		N/A
org.cstamas	parent	2.0.0		N/A
org.cstamas	parent	2.0.1		N/A
org.fuin.archetypes	marchetyper-archetype	0.1.0		e8918aec8674ed988e385c3decf400ec7ba395b3
org.fuin.archetypes	marchetyper-archetype	0.2.0		25b87b9a26527bc6db76e77bb4c6d6b045af3c3f
org.fuin.archetypes	marchetyper-archetype	0.2.1		d7b45e265df043138f38f7e9ae433a66dde4f530
org.fuin.archetypes	marchetyper-archetype	0.3.0		548a49c29c30d7a6ce8fa3bb9b0acacf9e55a7f9
org.fuin.archetypes	marchetyper-archetype	0.3.1		c09fd8cb00d2a10499ff49c32c34c4ce1ad90782
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	10.0-b28		95045fb2c95de544e8e8f2b2580540c866320b9d
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0		9811b77bfc0fb84c8cfacb0ba7c42388e44745e0
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Prelude		7380235d20c1af6515afb1a383417cb2bb586198
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Prelude-Embedded-b10		bfa895f02ba93be913d0ddb12dc2df388e095cea
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Prelude-Embedded-b11		2dec09dd689edd592e45d905404acb0178831645
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Prelude-Embedded-b12		e25f4c06fd2387f5c14516c0a3e70359d799610a
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Prelude-Embedded-b13		26bd8240dded9d9ec3964964245a81ebfbe7f0e6
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Prelude-Embedded-b14		42596db25d6f35b940ac25bb05d95d3677bc45cb
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Prelude-Embedded-m2		24fd9d5bd38db4751b4d9b9fff4e6eb2d3eb459d
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Prelude-b28b		752fba12971b2a3d2d1c5d01ddb41c5411debeb2
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Preview		78aebbf54a9de3848f30a890e83624a375ac9c63
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Preview-b47a		c798f5628a03936d2676ea53752f7c9eab01f4b1
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Preview-b47b		120fc1d6e8c1cb6eb4f4ee359bc49201589cf811
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-Preview-b47c		efc1b4b4bc33d813ed1ed4555573c25615aeae0a
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b29		f04a7c3c8b8816c3459ccaf69124ba39ddafaef1
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b30		ff87fa2708d393b52249df02da61266c57f16a7b
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b31		a26c27e463ae330dc0b121638f196a65bf18bcee
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b32		4b099db3b892178dec6855aa5fdee00f71990ec2
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b33		370a58b96f399617b38bf3a7075696837bdd7be4
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b34		23ac703a0a166485bbd53fc3ab0b6a04bda93b9d
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b35		7234b1131bb817677388eb83f0f4ccc0a90c99f8
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b36		5eac2fcc6f64ae0639f2ea8cf3efe5b1a29129cf
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b37		03b69be092a4433209a5520c3e6f2115fcaea23b
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b38		3918a493ccf74acbaf86c5d0d7cb5bbc043ecd6a
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b39		662db42845a2b61dfc48cb723de10e4d91abe5ed
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b40		80e65d4a243e074bc655e508fe541289cf1741b7
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b41		64c04502be376012680c5d5c25f43c5df9993fcb
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b42		c3257999b95c9fc27dd78f2540e5909255e4adcd
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b43		153b1f95c3b68f3b74c9db2fa9163b05895bdad1
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b44		baa39d52b0abe70c23e62a03cd45b782be2ba255
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b45		9c7c1ecf0d4f125f04e99f623ea74b8b018cf71a
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b46		9e4de7585738ec1ae389eb7dd4d8a9380736c643
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b47		52cf13dbcc95743d3d45e06064324da797d48e31
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b48		362f426b2a2ec14ff40b156462a998d03eb91962
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b49		2b219f0a11e47c927093c87143eac5ae6277ea77
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b50		ead9c94be1f251b6a94984f85895e1f610bed8de
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b51		0b8173c06d3c5309bc41d0b16ac466d9adc35661
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b52		ca1a3e2ad50d8b7ab538fb65058ae9814fcb1a39
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b53		e2f3f4f46be688ede5affa40c1bb4ded975434eb
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b54		6693dfd4b5b6077a5b06d3799155e50395f0e04e
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b55		77bfc1a8569aa3c19a62de65d9540cf1104094ae
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b56		09347263f48aeac09cb6e6493be48e763bdd1321
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b57		0b2da6ef3f6c68551083b2fd659b0c15771e8888
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b58		66f9456705025d01d7dfbba2767fdee891a14cd4
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b59		189146622d961b846c8957b6e75f30302466b8c9
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b60		d3c7b2095a1e769fcc4c44a99cb465df56642d57
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b61		e5ad2b551ca98c5936465d55b5cc3343dbff9810
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b62		9810ef3dd2b90e68eac4d643784fb86e038534bf
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b63		1db3123174a8dad8c70c80206249c609ba6420d6
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b64		0d86eb624c84d1fa6a6936177890ef0caa97b2be
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b65		3f758d4b3fa9615d1a208ae9a12e38844cee4213
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b66		5037b9016b064bfb1110238e4dd6377367ec8c05
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b67		ccf5ec03debc914b166f5a860654df8ad32b3cb8
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b68		0766487fa4ba7caa7760ea975abc82031be048fb
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b69		ec847c06089795f0e7f6d105b79653ee83f221b8
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b70		de7a2af2166842cda0200c770a12c6426b833f9d
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b71		1cc9338c4494756ba47be345d3d0d48f1c923d3b
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b72		8343734b035547a60187c42232c2e7a6741a7e6b
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b73		a639f7dde2d4846c48bf547708a1f80c82b384e3
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b74		cffd15b0128d819a12a2f808fdbb8db7e17dbd69
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b74a		12a720853d402905714fbb16b3bc7716592b2b92
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0-b74b		6fcc7125d2c3c66470b0878d897d612430f53c4f
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1		2eef22e527f8ae6e9b965d653740bfedb3367a7b
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b01		b5b80e7b6e916605c61f302b47cf6cb54526a60f
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b02		40d9c024eb8ccacdce277baae5834002d2a4d0ad
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b03		8789b029cfbcd01447ee1ec1538edeb7f3b78bb7
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b04		bfffe754d4fa844ed30fdac231fcfdc5415750bb
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b05		36b99e1375c57685299fcb3b9536b014d5035c61
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b06		9be1799fe979ce0d3f8a6181044a960f6b95dc6c
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b07		22808150b6f240b76d082cbffcc02f765101970c
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b08		1078100c4b7978cb20527052ffd921c61375074d
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b09		4aa1991f5bb1179fd090b24111e565c86d804148
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b10		02452f8161c5029b0c48f0f00cd4265e24f54d7b
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b11		d457515082656880beb95bcad502ec774e968552
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b12		640cf1a73f2e8653478a370db131d821e127b5ad
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b14		564ee1acd1f202a9014da0fe6f3a005395c900ce
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b15		79d387e89ac94074de2eb2ecd7707a2695641f13
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b16		4a2d9b94b47ad1b2e7329824ee011f89b68bedca
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b17		f45e836500f1123d6716672ec17e3cb547cf0094
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b18		dc3db112cda9c623b49c76cbd0b368880abb7bce
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b19		483d4f81454eff2173e0337d9c183b15e344c10f
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.0.1-b20		ca3d2de850f002e05cf5ae5959a3c3422fe77c92
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1		c7ca29bb071f0aba3627c02667008131823163b5
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b01		561a11d3f85217c518f3912be6288ae1d6e73ae7
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b02		f3d10629d90cdffcf88f308114bcf236431f2c79
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b03		2f9369e912b10258a7bb3ff967c5d381949efb2a
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b04		4d4f015930850b710a943c1cf42213ee150e584f
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b05		591930499fc7488c8c1f5d70d96f71fe02fd7870
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b06		3d58362dbead5a9b6c6494fb6167c9d65f4c7989
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b07		5c5d3df80b5ddbec9268f5961c48e19b51f72c0b
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b08		02df8e19391506239de0a26fd9ca71bd8038bf7f
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b09		6f029c3dff2834833a68a054fe74106358190784
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b10		96ea346be961d301044612b524ba5ea123101acc
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b11		0a87e17de3dc2ae9608b500e7c186f4014437e59
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b12		6438a6f48f40007bbdf80327bf392616586e8e5e
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b13		46c11cf390638b86706971223a0168574b7e5255
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b14		944fb378054ad4d942195e631feaef5082aafe84
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b15		2c6761aec16d3be32ca170bd64f73ef967cb95e4
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b16		9ff50b96c46ffb2d1579fc44cffc20955672852e
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b17		2a6b3d1f1a0c03e6821dcbb25d2595620c91ee52
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b18		39a95eb889a88f8d7de3abae34e1f086d3d174fc
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b19		c1f5f54cd52ebf396ccb2a0408ac95fa0c9c7e9f
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b20		d67788aea71000354342c379c65a57734cfcb5a0
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b21		2ca2e663903e552928b7e225ff73ac1f12cd0674
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b22		bc48bfe4f5acf4734a22614e6e9a76812a508119
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b23		cca82062c089f5698839aa2f75d9aa16182b9ca6
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b24		aa032365d153a8a3d95326570c12d86cceb74a7e
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b25		8aabf0f3b98be4c1809d8610f96ec50a622358b9
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b26		348da6cb72479f425779a48ed3cea09fbf536ad7
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b27		2949e3303dd0f479b2f3683403afcab5c99f1770
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b28		ea32e0954b48b1bd586633fd4a1ae19da464d35b
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b30		1366d80639b3da9a483b1ef3ce2444307f8a50db
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b31		7b6f778b60fe250ab894142bf7654841877b9d53
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b32		7bedd065e74281c452c1321405505daa8b1733cd
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b33		55e658496b840f19d1881e8ce8baf4507097e235
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b34		7a0f1fc9037c88bdd63a7286aa7d0f93b77f5e1a
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b35		f5a215ba0388c5c056afa01063c868d9d7138687
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b36		4395e3371d2c68fd745adc6e21667eb030f4ac5e
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b37		81c528f1fad40d7d470c7fbfe951adeff6890a67
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b38		be826ade06e4b09c60dc335c7960ddfbb866e392
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b39		44680d8b2db774c1d12bfa72abc889ccb517aa0f
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b40		c0b95a03daa283d1f89a1ac19d70c503c483702c
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1-b41		cbbf2095fae16b0bf1cf169e9bebb8f1dcd48be8
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1		001f7508516056da564ff6428e8792885ac24436
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b01		0f5b7678b7bb75a8ec268fb1f48ec19efdca66d0
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b02		e3101d9ef263d5b1612f1bfa6f4c63d34ab7ad85
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b03		78e361dd83cb62c592db46c563124d567626e23e
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b04		63da387a494af5b372046a02f58be1d94ffdb83f
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b05		6b6ad7891bdcf363d976894e1e5e052cf749a959
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b06		a25578100d24a10be377bbe67bb89797bdfedecf
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b07		9348fc5aa1ccf4692b23129cf8510d5c5dde7a77
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b08		db411eaaeada5f89f75a00b6af477209e739b411
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b09		c04886170c24a718dba9448d10422d4ce2a04365
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b10		810a1c7a06ccf37073d64777c25ece6e54e376b7
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.1.1-b11		9e294cdc4b884a3a87c71839117870ab88aaf6c5
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.2-b01		9f0d6ace3aff5b8aced10c37179c9fd3e39b0405
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.2-b02		e9bce7bc40282574faa70ba9de37cf1cd9cd7e7a
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.2-b03		7268c5eafabc63cc78f16e21799557d71a95cc38
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.2-b04		675234d225ad1b41b13baaa3eac7e8d5c74d8f92
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.2-b05		1d4a10dcf7b7ce397b96b6d51c7e3bd19401e90a
org.glassfish.jdbc.jdbc-ra.jdbc30	jdbc30	3.2-b06		8ba58f0c2238a3f17745d3fbca0562a3e1f580f1
org.glassfish.jersey.ext.rx	project	2.13		N/A
org.glassfish.jersey.ext.rx	project	2.14		N/A
org.glassfish.jersey.ext.rx	project	2.15		N/A
org.glassfish.jersey.ext.rx	project	2.16		N/A
org.glassfish.jersey.ext.rx	project	2.17		N/A
org.glassfish.jersey.ext.rx	project	2.18		N/A
org.glassfish.jersey.ext.rx	project	2.19		N/A
org.glassfish.jersey.ext.rx	project	2.20		N/A
org.glassfish.jersey.ext.rx	project	2.21		N/A
org.glassfish.jersey.ext.rx	project	2.21.1		N/A
org.glassfish.jersey.ext.rx	project	2.22		N/A
org.glassfish.jersey.ext.rx	project	2.22.1		N/A
org.glassfish.jersey.ext.rx	project	2.22.2		N/A
org.glassfish.jersey.ext.rx	project	2.22.3		N/A
org.glassfish.jersey.ext.rx	project	2.22.4		N/A
org.glassfish.jersey.ext.rx	project	2.23		N/A
org.glassfish.jersey.ext.rx	project	2.23.1		N/A
org.glassfish.jersey.ext.rx	project	2.23.2		N/A
org.glassfish.jersey.ext.rx	project	2.24		N/A
org.glassfish.jersey.ext.rx	project	2.24.1		N/A
org.glassfish.jersey.ext.rx	project	2.25		N/A
org.glassfish.jersey.ext.rx	project	2.25.1		N/A
org.glassfish.jersey.ext.rx	project	2.26		N/A
org.glassfish.jersey.ext.rx	project	2.26-b02		N/A
org.glassfish.jersey.ext.rx	project	2.26-b03		N/A
org.glassfish.jersey.ext.rx	project	2.26-b04		N/A
org.glassfish.jersey.ext.rx	project	2.26-b05		N/A
org.glassfish.jersey.ext.rx	project	2.26-b06		N/A
org.glassfish.jersey.ext.rx	project	2.26-b07		N/A
org.glassfish.jersey.ext.rx	project	2.26-b08		N/A
org.glassfish.jersey.ext.rx	project	2.26-b09		N/A
org.glassfish.jersey.ext.rx	project	2.27		N/A
org.glassfish.jersey.ext.rx	project	2.28		N/A
org.glassfish.jersey.ext.rx	project	2.28-RC4		N/A
org.glassfish.jersey.ext.rx	project	2.29		N/A
org.glassfish.jersey.ext.rx	project	2.29.1		N/A
org.glassfish.jersey.ext.rx	project	2.30		N/A
org.glassfish.jersey.ext.rx	project	2.30.1		N/A
org.glassfish.jersey.ext.rx	project	2.31		N/A
org.glassfish.jersey.ext.rx	project	2.32		N/A
org.glassfish.jersey.ext.rx	project	2.33		N/A
org.glassfish.jersey.ext.rx	project	2.34		N/A
org.glassfish.jersey.ext.rx	project	2.35		N/A
org.glassfish.jersey.ext.rx	project	2.36		N/A
org.glassfish.jersey.ext.rx	project	2.37		N/A
org.glassfish.jersey.ext.rx	project	2.38		N/A
org.glassfish.jersey.ext.rx	project	2.39		N/A
org.glassfish.jersey.ext.rx	project	2.39.1		N/A
org.glassfish.jersey.ext.rx	project	2.40		N/A
org.glassfish.jersey.ext.rx	project	2.41		N/A
org.glassfish.jersey.ext.rx	project	2.42		N/A
org.glassfish.jersey.ext.rx	project	2.43		N/A
org.glassfish.jersey.ext.rx	project	2.44		N/A
org.glassfish.jersey.ext.rx	project	2.45		N/A
org.glassfish.jersey.ext.rx	project	2.46		N/A
org.glassfish.jersey.ext.rx	project	3.0.0		N/A
org.glassfish.jersey.ext.rx	project	3.0.0-M1		N/A
org.glassfish.jersey.ext.rx	project	3.0.0-M6		N/A
org.glassfish.jersey.ext.rx	project	3.0.0-RC2		N/A
org.glassfish.jersey.ext.rx	project	3.0.1		N/A
org.glassfish.jersey.ext.rx	project	3.0.10		N/A
org.glassfish.jersey.ext.rx	project	3.0.11		N/A
org.glassfish.jersey.ext.rx	project	3.0.12		N/A
org.glassfish.jersey.ext.rx	project	3.0.13		N/A
org.glassfish.jersey.ext.rx	project	3.0.14		N/A
org.glassfish.jersey.ext.rx	project	3.0.15		N/A
org.glassfish.jersey.ext.rx	project	3.0.16		N/A
org.glassfish.jersey.ext.rx	project	3.0.17		N/A
org.glassfish.jersey.ext.rx	project	3.0.2		N/A
org.glassfish.jersey.ext.rx	project	3.0.3		N/A
org.glassfish.jersey.ext.rx	project	3.0.4		N/A
org.glassfish.jersey.ext.rx	project	3.0.5		N/A
org.glassfish.jersey.ext.rx	project	3.0.6		N/A
org.glassfish.jersey.ext.rx	project	3.0.7		N/A
org.glassfish.jersey.ext.rx	project	3.0.8		N/A
org.glassfish.jersey.ext.rx	project	3.0.9		N/A
org.glassfish.jersey.ext.rx	project	3.1.0		N/A
org.glassfish.jersey.ext.rx	project	3.1.0-M1		N/A
org.glassfish.jersey.ext.rx	project	3.1.0-M2		N/A
org.glassfish.jersey.ext.rx	project	3.1.0-M3		N/A
org.glassfish.jersey.ext.rx	project	3.1.0-M7		N/A
org.glassfish.jersey.ext.rx	project	3.1.0-M8		N/A
org.glassfish.jersey.ext.rx	project	3.1.1		N/A
org.glassfish.jersey.ext.rx	project	3.1.10		N/A
org.glassfish.jersey.ext.rx	project	3.1.2		N/A
org.glassfish.jersey.ext.rx	project	3.1.3		N/A
org.glassfish.jersey.ext.rx	project	3.1.4		N/A
org.glassfish.jersey.ext.rx	project	3.1.5		N/A
org.glassfish.jersey.ext.rx	project	3.1.6		N/A
org.glassfish.jersey.ext.rx	project	3.1.7		N/A
org.glassfish.jersey.ext.rx	project	3.1.8		N/A
org.glassfish.jersey.ext.rx	project	3.1.9		N/A
org.glassfish.jersey.ext.rx	project	4.0.0-M1		N/A
org.glassfish.jersey.ext.rx	project	4.0.0-M2		N/A
org.inurl.shardingsphere	sharding-transaction-xa-bitronix-manager	4.1.0		d98b16a120368753db32db3c0e218dc98192d6cd
org.jetbrains.androidx.savedstate	savedstate-linuxx64	1.2.0		N/A
org.jetbrains.androidx.savedstate	savedstate-linuxx64	1.2.0-alpha01		N/A
org.jetbrains.androidx.savedstate	savedstate-linuxx64	1.2.0-beta01		N/A
org.jetbrains.androidx.savedstate	savedstate-linuxx64	1.2.0-beta02		N/A
org.jetbrains.androidx.savedstate	savedstate-linuxx64	1.2.0-rc01		N/A
org.jetbrains.androidx.savedstate	savedstate-linuxx64	1.2.0-rc02		N/A
org.jetbrains.androidx.savedstate	savedstate-linuxx64	1.2.0-rc03		N/A
org.jetbrains.androidx.savedstate	savedstate-linuxx64	1.2.1		N/A
