at.unbounded	serialization	0.1.0		faef02d224de42139c1dbbafe79559e1c466c41e
com.softwaremill.sttp.tapir	tapir-json-zio_3	1.9.2		c9b263d3eb0e7e6d101c4b899ff7241f31c32211
com.softwaremill.sttp.tapir	tapir-json-zio_3	1.9.3		28347e7843d1bda834c666404590bfd89df6d7b1
com.softwaremill.sttp.tapir	tapir-json-zio_3	1.9.4		e2b4f27671281e60455389ff703c2bc22dfec601
com.softwaremill.sttp.tapir	tapir-json-zio_3	1.9.5		43781122be077bad47538a914206f4fa4ae7e4be
com.softwaremill.sttp.tapir	tapir-json-zio_3	1.9.6		cdcdac868a1c0b53d5a3b4c877b62d2a735b50c2
com.softwaremill.sttp.tapir	tapir-json-zio_3	1.9.7		f1c5a0487de1037a8a0ba2085dabee4c1b9bb4cb
com.softwaremill.sttp.tapir	tapir-json-zio_3	1.9.8		7b9ccdd30690987c446a577925beca1c8dc9bb9a
com.softwaremill.sttp.tapir	tapir-json-zio_3	1.9.9		308a765b0532d904a025f14dd693a9e9514844dd
com.sorrowblue.sevenzipjbinding	7-Zip-JBinding-4Android	16.02-2.03		N/A
com.sorrowblue.sevenzipjbinding	7-Zip-JBinding-4Android	16.02-2.4		N/A
com.tencent.devops	devops-boot-starter-logging	0.0.1		b1c65d9144801999d971e547329a8e3ba3a1a837
com.tencent.devops	devops-boot-starter-logging	0.0.2		96caecbc7b48ebc1955aabf9ca83482eebb2b1c9
com.tencent.devops	devops-boot-starter-logging	0.0.3		a28b1d220f683005b0c209effd8b7c3dca6ce07d
com.tencent.devops	devops-boot-starter-logging	0.0.4		eb649ccf10fd1c92bd994919ab308f89e6f286ae
com.tencent.devops	devops-boot-starter-logging	0.0.5		9e3cb43ac9075742d3c974a049f55da0036f1c9f
com.tencent.devops	devops-boot-starter-logging	0.0.6		6bb9533ac32ea03761064cc379f25e651f067d58
com.tencent.devops	devops-boot-starter-logging	0.0.7		3f52d8170b3ca489441053698105d19e1a90e3c3
com.tencent.devops	devops-boot-starter-logging	0.0.8		f9fd49ef2c8f8bb00ee9a26195ac77ec61a69058
com.tencent.devops	devops-boot-starter-logging	0.0.9		6c325e0aa1c88f8e177af7c7898878d27e4e3373
com.tencent.devops	devops-boot-starter-logging	1.0.0		a653669e6deebf135bf189609fc3ce4bea5fcf23
com.thebrownfoxx	karbon-wasm-js	0.1.0-alpha02		N/A
com.thebrownfoxx	karbon-wasm-js	0.3.1		N/A
com.thebrownfoxx	karbon-wasm-js	0.3.2		N/A
com.thebrownfoxx	karbon-wasm-js	0.4.0		N/A
com.thebrownfoxx	karbon-wasm-js	0.5.0		N/A
com.thebrownfoxx	karbon-wasm-js	0.5.1		N/A
com.thebrownfoxx	karbon-wasm-js	0.6.1		N/A
com.twitter	finagle-memcached_2.11	17.10.0		96466dd52f70f1c5f7e2e2507b690a64c1b76da5
com.twitter	finagle-memcached_2.11	17.11.0		4a2727b42ea1316b656b75ba8f5b52e1dac913e5
com.twitter	finagle-memcached_2.11	17.12.0		d05b40d97a6b2b92618815ebcfc57caf3980753b
com.twitter	finagle-memcached_2.11	18.1.0		15c70f5d6fd519d37a0b85affe58a5073fda4ac0
com.twitter	finagle-memcached_2.11	18.10.0		e59bed8d14b9830f5c550824cf8c5aee82ba8ef7
com.twitter	finagle-memcached_2.11	18.11.0		139e301f70b8a23a174fc6f485a7333c32c35296
com.twitter	finagle-memcached_2.11	18.12.0		21ead2b24559ff539e3d2aa023c845662c260696
com.twitter	finagle-memcached_2.11	18.2.0		83b15e4e116bcadc8718c5afa4f5a422c5452092
com.twitter	finagle-memcached_2.11	18.3.0		94f2f11f81892b40b22566c62038d9f89bbfa117
com.twitter	finagle-memcached_2.11	18.4.0		8fc63b8bba4f0acbb5d7f883d1f2d185ba796839
com.twitter	finagle-memcached_2.11	18.5.0		09aa712ad18f4451a7c539ccd43a51bad2aec926
com.twitter	finagle-memcached_2.11	18.6.0		661a3c991e87947ed30ecfd29393b1df9af22ec5
com.twitter	finagle-memcached_2.11	18.7.0		d6d9040dcaeeb14853fb3022c8b752feee3b53ba
com.twitter	finagle-memcached_2.11	18.8.0		03e38574210a05f1387728c39a3421392efdc18f
com.twitter	finagle-memcached_2.11	18.9.0		15e7213f08b3f32e1ef1df84da4c9d9b099f9114
com.twitter	finagle-memcached_2.11	18.9.1		cab632485e2cd4c6e982839a7685105d12f8dea1
com.twitter	finagle-memcached_2.11	19.1.0		b0b20184070cfb2da2d258be596bd1486d3d7a4f
com.twitter	finagle-memcached_2.11	19.10.0		9c800957d912297e3b12dd21c493e41afee96892
com.twitter	finagle-memcached_2.11	19.11.0		376f77cde48baf58f485998d4a7b639dd64389e4
com.twitter	finagle-memcached_2.11	19.12.0		fe49ac491c29f1ab1a11a724aa28c6879ba2b77e
com.twitter	finagle-memcached_2.11	19.2.0		a8c5654e5a91f2a321313477f019f145b8f17e2e
com.twitter	finagle-memcached_2.11	19.3.0		78bb66ccd1db0818598492ab6c2199845bcf5231
com.twitter	finagle-memcached_2.11	19.4.0		4a21784602875bb9bd37d04a6f4d1fcaed139020
com.twitter	finagle-memcached_2.11	19.5.0		d9fba0cc8d0e564f26ca6cd96fbe35434f0bf1e5
com.twitter	finagle-memcached_2.11	19.5.1		4276f0a5c9a8afe73f75e2bfc30ea8de26022793
com.twitter	finagle-memcached_2.11	19.6.0		e92230bc39ae58d90b29cc082a40de132ca9a973
com.twitter	finagle-memcached_2.11	19.7.0		5e069ac3dad9bc7762c7af81b3623b76c7d03695
com.twitter	finagle-memcached_2.11	19.8.0		64e53b1598cd25a49d6513b081d7f202c31a56cc
com.twitter	finagle-memcached_2.11	19.9.0		33e08663b4d7612edcaf47bd4d584a8279ba9cb8
com.twitter	finagle-memcached_2.11	20.1.0		cd816823b9ae91acbccb988fef20a8ef983e69d5
com.twitter	finagle-memcached_2.11	20.10.0		c6bcf20d93f23a4e97f57129ef8dc9603eea4047
com.twitter	finagle-memcached_2.11	20.12.0		7ae8df5a7a30fed036470ace4ecece02c87cac43
com.twitter	finagle-memcached_2.11	20.3.0		6ffbf8ba64fa8bb36f9e560b96b9f50875346789
com.twitter	finagle-memcached_2.11	20.4.0		af189738ece491a6062b964a6e412b5792604b6a
com.twitter	finagle-memcached_2.11	20.4.1		1828122d735a54a5daaa5cef7ee96ec933ce8589
com.twitter	finagle-memcached_2.11	20.5.0		a6c64bcbad3b33a1f7229e8ce7ac6e751cbd1f90
com.twitter	finagle-memcached_2.11	20.6.0		0393a9da5f4ccaea84374ef08ed54f69e604f2f3
com.twitter	finagle-memcached_2.11	20.7.0		2afb57ceb106c42cd22b2da5d0825b6da952ab3a
com.twitter	finagle-memcached_2.11	20.8.0		058eddef44d7f7bf86a1426fad20eb6763ce5e7a
com.twitter	finagle-memcached_2.11	20.8.1		2dbee1c7bb57b421ab16a7fea17ef0d52ae254a1
com.twitter	finagle-memcached_2.11	20.9.0		ceee645873386c12601b2f350922956ca8d72c4a
com.twitter	finagle-memcached_2.11	21.1.0		cc5cf6d2195285d420dfcb791d396fc2b4ed09a7
com.twitter	finagle-memcached_2.11	21.2.0		d4c308a54975ef04989996dffa5e01481007c487
com.twitter	finagle-memcached_2.11	6.24.0		0b0736fdc5069db2d33a6f65db5cec26473a3740
com.twitter	finagle-memcached_2.11	6.24.1-MONOCACHE		bec79c7014e1aaa8e9a619102745f2f74a8cc64c
com.twitter	finagle-memcached_2.11	6.25.0		be4ee555a90f535444170826c1bbc8b53236853a
com.twitter	finagle-memcached_2.11	6.28.0		929b1e864dc104414f62e35ffaf510403df5945c
com.twitter	finagle-memcached_2.11	6.29.0		510b36533399dbac2635364c2472a1ac74e11f9c
com.twitter	finagle-memcached_2.11	6.30.0		57847dac947410948c02ca956845cc6cf39d9ade
com.twitter	finagle-memcached_2.11	6.31.0		e5d6082df0a130b3f9bdcefb25311698a11ecb53
com.twitter	finagle-memcached_2.11	6.33.0		6fe993c00307cb06527a3adf44121d7ad1c85e7f
com.twitter	finagle-memcached_2.11	6.34.0		f3f6c93bde6d779066ca686c681a6c082b9dddd0
com.twitter	finagle-memcached_2.11	6.35.0		a73fb781ea350188ec8e82d254ae4738dc100bf4
com.twitter	finagle-memcached_2.11	6.36.0		917b0266fe954eac1d3cad786e285f0250b14066
com.twitter	finagle-memcached_2.11	6.37.0		dee6bfe861cd8742907641352cef0d4a706490ee
com.twitter	finagle-memcached_2.11	6.38.0		236c4c67b7b741dda903a3b5c1567d97ee6ee14c
com.twitter	finagle-memcached_2.11	6.39.0		5d7b0a8735dc47628d1abb22ca18015d99ec3e8f
com.twitter	finagle-memcached_2.11	6.40.0		51f7fcf145e9acc1098487f9c5f38a19ced647b5
com.twitter	finagle-memcached_2.11	6.41.0		eef7e7f239326da6e8628646ad2896ac1a0a2658
com.twitter	finagle-memcached_2.11	6.42.0		5b07930901785ede0939126f464e8eda90e2f9b4
com.twitter	finagle-memcached_2.11	6.43.0		09cde82228766f0d171bd4fd7166d11ec57ec372
com.twitter	finagle-memcached_2.11	6.44.0		aff8495678097b46b0410cc96ed0edb317a929d9
com.twitter	finagle-memcached_2.11	6.45.0		7a7a7f1819981c89fbb7887912d54ea903ad9fed
com.twitter	finagle-memcached_2.11	7.0.0		ebc86f864aac6dd080972e85f213c3cca1c47e75
com.twitter	finagle-memcached_2.11	7.1.0		0183c9458852114fb389627766b4a4c613220b92
com.umeng.umsdk	oaid_vivo	1.0.0.1		3227f6a049ff013b1dabe35cd5825a861212b94a
com.vonage	client-sdk-number-verification	1.0.0		N/A
com.vonage	client-sdk-number-verification	1.0.1		N/A
com.vonage	client-sdk-number-verification	1.1.0		N/A
com.vonage	client-sdk-number-verification	1.1.1		N/A
com.xiaojianzheng	xjar	4.0.3		c8a2101d80360ecd826ed0b447eebb1794d8ef81
de.cap3	sangria-utils_2.12	0.1		0b4534cf8bbf9dbc066c386e26915a07de38ea9d
de.charlex.compose	speeddial	1.0.0-alpha01		N/A
de.charlex.compose	speeddial	1.0.0-alpha02		N/A
de.charlex.compose	speeddial	1.0.0-alpha03		N/A
de.charlex.compose	speeddial	1.0.0-alpha04		N/A
de.charlex.compose	speeddial	1.0.0-beta01		N/A
de.charlex.compose	speeddial	1.0.0-beta02		N/A
de.charlex.compose	speeddial	1.0.0-beta03		N/A
de.charlex.compose	speeddial	1.1.0		N/A
de.charlex.compose	speeddial	1.1.1		N/A
de.charlex.compose	speeddial	1.2.0		N/A
de.charlex.compose	speeddial	1.3.0		N/A
de.fraunhofer.aisec	cpg-language-llvm	10.0.0		0d69a4c47aa3e9cdfc3f0102ca00d9171d796e93
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-alpha1		6fe1a0d0a3b621d5f4cae9baaccc4f6b8b7abe12
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-alpha2		93f4d1c0159c708dda5b7d8189342e457aa7f68e
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-alpha3		1cf602319f08cc8d069ca9c408b188ba996e9521
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-alpha4		99a3ae4aad7dfb903962d6c83fff2cbbf37b646d
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-alpha5		b266d52f10e182b5a7fc16a1667b12933e2eb929
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-alpha6		ba2621a75f97da15dd1703a2496dba00f43916df
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-beta1		6238d472b13dd71b181bcf91caa6ecfcc8ed808a
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-beta2		4051367cdd23fc0d886118aa23041cd7b8d4dd9c
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-beta4		aea0e7ced81940a9c9b55119dcc4e8a950c55c57
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-beta5		b5f1dbd338b3319c3d9b6aa4c669ad4d7d73557f
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-beta6		0306e8b89b22652193eb18d8b585b1a5688cf853
de.fraunhofer.aisec	cpg-language-llvm	10.0.0-beta7		6d711b95f33f3238691640963a284ef201a77fe0
de.fraunhofer.aisec	cpg-language-llvm	10.1.0		25e24f85d71969ef7c6f3d377e21bc7e3ad7420e
de.fraunhofer.aisec	cpg-language-llvm	4.2.0		c4b4e313d766e3c8dc735ef990ba9c0897e2f53b
de.fraunhofer.aisec	cpg-language-llvm	4.2.1		1745f8b6598429c3e0b702007e3b29d6184652d6
de.fraunhofer.aisec	cpg-language-llvm	4.3.0		6942f6fa58d81c70e06acfde51be75ed9f08e7c4
de.fraunhofer.aisec	cpg-language-llvm	4.3.1		bd616f2586c46f13f68434fd023839559fdb0c7b
de.fraunhofer.aisec	cpg-language-llvm	4.3.2		62d4ee9d336866630da0c72ca30704fe8c59d3e1
de.fraunhofer.aisec	cpg-language-llvm	4.3.3		bc9e9213a3814884f8e441e24ab24f923e16a964
de.fraunhofer.aisec	cpg-language-llvm	4.3.4		e67099f9324d2ceb90646cd50e584221fcc43365
de.fraunhofer.aisec	cpg-language-llvm	4.3.5		429fef64c717d05c9f55f4f2909ad4a91a59b6ef
de.fraunhofer.aisec	cpg-language-llvm	4.4.0		3155d7dc6ddc6604a4801eac894ee6b854e7f024
de.fraunhofer.aisec	cpg-language-llvm	4.4.1		f888f98c76a5018d6d71fe6fda8d973530ae8751
de.fraunhofer.aisec	cpg-language-llvm	4.4.2		e22f119ba868185ebdb6d86b3d5b93d6527b80bc
de.fraunhofer.aisec	cpg-language-llvm	4.5.0		545de3fa5f7321ce95cae4edbd8aa9ff92660f3b
de.fraunhofer.aisec	cpg-language-llvm	4.5.1		545ea55b0a5a51ea6edd0da75d9fd5796a11ddad
de.fraunhofer.aisec	cpg-language-llvm	4.6.0		5926ebd55f088a2e25074c5d417448412607d984
de.fraunhofer.aisec	cpg-language-llvm	4.6.1		d2859a5216461c001fd090f7afdb51c41b6b3bac
de.fraunhofer.aisec	cpg-language-llvm	4.6.2		61480118e649f89f9b98e7e0d8be49b97e181d29
de.fraunhofer.aisec	cpg-language-llvm	4.6.3		2d9dd88d4ed9de2c46cf0fce1c89c22720b3de2d
de.fraunhofer.aisec	cpg-language-llvm	5.0.0		ce121d9bb924eebcf54608a9c47886f042fe8f4e
de.fraunhofer.aisec	cpg-language-llvm	5.1.0		b84388d6831588a20cd1506211301fbedc5d7832
de.fraunhofer.aisec	cpg-language-llvm	6.0.0		abb143639a0910d27e605f32ee7c7fd6ad0d0bb4
de.fraunhofer.aisec	cpg-language-llvm	6.1.0		c1d8e544fef7cdc7a081cb078a415dcf1802770d
de.fraunhofer.aisec	cpg-language-llvm	6.2.0		4e4dcf6a871779da8633138e7672a5a49262105b
de.fraunhofer.aisec	cpg-language-llvm	6.2.1		b81e1e85500102eee352aa4a5651654a7cd173c6
de.fraunhofer.aisec	cpg-language-llvm	6.2.2		ce5c0cc14c9d0f93e7a797db1fc8ab4bf964e854
de.fraunhofer.aisec	cpg-language-llvm	7.0.0		5851bb70c858e656762c5f303a0a2fb8c2a66a60
de.fraunhofer.aisec	cpg-language-llvm	7.1.0		37de0198726e2ad6c5d58a0803e3dbd1a209bc8d
de.fraunhofer.aisec	cpg-language-llvm	7.1.1		6683c490e8ca65c0fdf3ed33acd723701b978831
de.fraunhofer.aisec	cpg-language-llvm	7.1.2		4e9fd496ad17996c72176ece736ab092f8a60077
de.fraunhofer.aisec	cpg-language-llvm	8.0.0		526cbfbda6524d93198aeaf4a5aedbff5b966e9b
de.fraunhofer.aisec	cpg-language-llvm	8.1.0		0bfccbf03d2b4e6ade3ed8334ce90e5b5adb8869
de.fraunhofer.aisec	cpg-language-llvm	8.1.1		2020a3c192e7d58224668401e9799f3a145daddd
de.fraunhofer.aisec	cpg-language-llvm	8.1.2		c780c54f437182a076e632f85b1844443fca6368
de.fraunhofer.aisec	cpg-language-llvm	8.2.0		336be15dbc2581f77b983331ba5713c98634c7aa
de.fraunhofer.aisec	cpg-language-llvm	8.3.0		8166cbcbf28327d54f270090cba31a3fc93b72fd
de.fraunhofer.aisec	cpg-language-llvm	9.0.0		6aaa55db8218eeed46189c2c54b553ea3a99edeb
de.fraunhofer.aisec	cpg-language-llvm	9.0.1		f1dce532ad77d242c3b916b1d465d252fe1e28f0
de.fraunhofer.aisec	cpg-language-llvm	9.0.2		8c1a4303dbe8d5891205780c698f64455a3f03eb
de.fraunhofer.aisec	cpg-language-llvm	9.1.0		48d28af6341748dcd19235818a3f97481d6527b1
de.fraunhofer.aisec	cpg-language-llvm	9.1.1		3b4daee93349d0d1781de35932970fc87feedb78
de.fraunhofer.aisec	cpg-language-llvm	9.1.2		a7e389d0d78b862a30f20e8fb9132ec5b00af8b3
de.fraunhofer.aisec	cpg-language-llvm	9.1.3		eb74ebc27f97cce2feb55aae223af6a8fa731ea7
de.fraunhofer.aisec	cpg-language-llvm	9.1.4		6f9ed626c29c7f7cd283cfcdcafd3a9112de88a4
de.fraunhofer.aisec	cpg-language-llvm	9.1.5		2cdaf5fce0f46df59edf9d69bba71017890a3830
de.fraunhofer.aisec	cpg-language-llvm	9.1.6		a979df2a13a746eb3e0dcac4029de54d8af20aeb
de.fraunhofer.aisec	cpg-language-llvm	9.1.7		8cf5f2c8fd1756d2fa871005e572dfaa37f397b1
de.fraunhofer.aisec	cpg-language-llvm	9.2.0		a0f565d68ac130b3393e253ffbcde8c6b69cb0c6
de.fraunhofer.aisec	cpg-language-llvm	9.2.1		e1f013288e83928e97bea7d5b2bc5d392a3f5717
de.fraunhofer.aisec	cpg-language-llvm	9.2.2		c996561a030918901ae741bf8115e72ada4b3ff0
de.fraunhofer.aisec	cpg-language-llvm	9.3.0		a1c8a5d2e675e361d48a9520ab9239246c4cb155
de.jvstvshd.vyreka	vyreka-core-watchosarm64	1.0.0		N/A
de.jvstvshd.vyreka	vyreka-core-watchosarm64	1.0.0	metadata	90349a68a99c9a4c5b29620ae7afded9fba417ee
dev.galasa	dev.galasa.http.manager	0.10.0		5f22757c6db89689549c9c135592ea5b87680ecf
dev.galasa	dev.galasa.http.manager	0.11.0		642dfee4274fde5cfb32d5451f81f79e6c47adfb
dev.galasa	dev.galasa.http.manager	0.12.0		dddf5b1efca7b6822b401b086a8f49fad554bcf3
dev.galasa	dev.galasa.http.manager	0.13.0		ab349fc776ed6ab3a99594f26ace9fe6010ffe46
dev.galasa	dev.galasa.http.manager	0.14.0		739827dd73324fdcacd636df641b53c408396087
dev.galasa	dev.galasa.http.manager	0.15.0		bef7b177e5a38b644fe5dd7b70d46aa052078b96
dev.galasa	dev.galasa.http.manager	0.16.0		6769e9b2b8be1fc249eb39b1d533ac3371887667
dev.galasa	dev.galasa.http.manager	0.17.0		a960203721c5060d797798c8e4b6111f6fda8da4
dev.galasa	dev.galasa.http.manager	0.21.0		bd6cb2432e7ce523b3749dad95fe72bd252d092b
dev.galasa	dev.galasa.http.manager	0.25.0		49b3ce9a8991784b914017ca47d50b833116301f
dev.galasa	dev.galasa.http.manager	0.3.0		67c1ab7213728c018d57f955081cf1b38f92968a
dev.galasa	dev.galasa.http.manager	0.31.0		6b5b980151dae2a3ffc1b737228766182d77b523
dev.galasa	dev.galasa.http.manager	0.32.0		209367c38fe6313ad7994e8390502933f8e2d2bd
dev.galasa	dev.galasa.http.manager	0.34.0		b540a681f421df59d30ed9b1904e2c274cfec9ea
dev.galasa	dev.galasa.http.manager	0.36.0		a93f699744e54662d602a99ab2c09beddb1387f9
dev.galasa	dev.galasa.http.manager	0.38.0		5662afeab7c0494452f8476bd4bc140178a6f6dc
dev.galasa	dev.galasa.http.manager	0.39.0		aa7eb3ebdde367d6f0862e1db63ca254b446385e
dev.galasa	dev.galasa.http.manager	0.4.0		54cc77f97117313f42834d557eb78150a39de457
dev.galasa	dev.galasa.http.manager	0.40.0		a5ac24c7ab06f78acfcfd8f4a3f40625ebd4e241
dev.galasa	dev.galasa.http.manager	0.5.0		c551b033bc6e1373cd151f846740327cf25ebe20
dev.galasa	dev.galasa.http.manager	0.6.0		d97c22b207ecb13147b8a257f2487712c6a2a78e
dev.galasa	dev.galasa.http.manager	0.7.0		2bddede5c87c85d19a79850153ec000a5c4ea83a
dev.galasa	dev.galasa.http.manager	0.8.0		ed0187e7801ea8f89f55363dfc112dd4a6364b2e
dev.galasa	dev.galasa.http.manager	0.9.0		0060690907e5a5214e2375058b3b2b2cf64b2dc3
dev.teogor.sudoklify	sudoklify-io-linuxx64	1.0.0-beta04		N/A
dev.the-fireplace	Grand-Economy-Forge	6.0.0+1.17.1		2f29f2df3a939eb3c2fd893ec769109d43a1fd99
dev.the-fireplace	Grand-Economy-Forge	6.0.0+1.17.1	api	8f2b7ea6f8a5e2df522205c4f85dca25fa25a9da
dev.the-fireplace	Grand-Economy-Forge	6.0.0+1.18.2		6824bca8d9ffd4d19e7d02031de5606daa71d6e1
dev.the-fireplace	Grand-Economy-Forge	6.0.0+1.18.2	api	3f0b8cc14d6bfffb49a3ef478c30174d16c3daca
dev.the-fireplace	Grand-Economy-Forge	6.0.0+1.19		3ae668f813aeac859a494d35978b24747af7c792
dev.the-fireplace	Grand-Economy-Forge	6.0.0+1.19	api	49ddff6dc3f1cf7244ae8fad9326b9b0c40d7239
dev.the-fireplace	Grand-Economy-Forge	6.0.1+1.19		560784c35795f9ee4de1f207b518e8d8e3decddd
dev.the-fireplace	Grand-Economy-Forge	6.0.1+1.19	api	36b0f752be03cf83efa6701e828779ecf221161b
eu.codlab	kotlin-xweather-macosarm64	0.0.7		N/A
eu.codlab	kotlin-xweather-macosarm64	0.0.7	metadata	0b472431d09ed5b041822045e8a190703f526cfb
eu.codlab	kotlin-xweather-macosarm64	0.0.8		N/A
eu.codlab	kotlin-xweather-macosarm64	0.0.8	metadata	e0a1e3ab2dd04e58b99cffe71451f798a631afb0
eu.codlab	kotlin-xweather-macosarm64	0.1.0		N/A
eu.codlab	kotlin-xweather-macosarm64	0.1.0	metadata	5b9bf9d9f4126be22685f8f25d2e666079de2ea2
eu.codlab	kotlin-xweather-macosarm64	0.1.0-alpha1		N/A
eu.codlab	kotlin-xweather-macosarm64	0.1.0-alpha1	metadata	a0a8faa09a75b3ac6c45f24dae856c82e91965c1
eu.codlab	kotlin-xweather-macosarm64	0.1.1		N/A
eu.codlab	kotlin-xweather-macosarm64	0.1.1	metadata	c8cb0c6163b9abed8e186c70f4a112743c3e4bc8
fr.matthieu-vergne	data-storage	1.1		4e8fa3825340dcbb234fd9c3f95d5c72b8627ab8
fr.matthieu-vergne	data-storage	1.2		39fa136c243a84e945ea38d332395cf83240b805
fr.matthieu-vergne	data-storage	1.3		6f5d1c93c07c36a86fb29b3f56153c3ba33f9f77
fulcrum	fulcrum-yaafi	1.0.3		e0b3d36bb04921c280198ac7e531a320023c1446
fulcrum	fulcrum-yaafi	1.0.5		81e9711adc1bc4a88ebd7db80222fa20533f8d8f
io.7mind.izumi	distage-core-api_2.12	0.10.0		cd717db0606baa9f467aaa44eadd5204171ce89a
io.7mind.izumi	distage-core-api_2.12	0.10.0-M10		573f25fb7c4abb1bef12c8298c63c0f5ee02c326
io.7mind.izumi	distage-core-api_2.12	0.10.0-M10-ZIORC16		00fbb9cb62432207bafbfffddb7f6e8fa5efd1c6
io.7mind.izumi	distage-core-api_2.12	0.10.0-M11		f966502765e9fe5507b8fbe32086d2680a7a8ea3
io.7mind.izumi	distage-core-api_2.12	0.10.0-M11-ZIORC16		d8b2c1a994752385908e92e70e2ae37b6a6dfaf0
io.7mind.izumi	distage-core-api_2.12	0.10.0-M12		2967c714e4a3b59f2b45e5a4d4f95379489309a9
io.7mind.izumi	distage-core-api_2.12	0.10.0-M12-ZIORC16		6fe8ec2de263e937798fd12b68d56f868fbf2c39
io.7mind.izumi	distage-core-api_2.12	0.10.0-M13		3409583af265f2e3c2d75b443de8a5c562e04f8c
io.7mind.izumi	distage-core-api_2.12	0.10.0-M13-ZIORC16		3be1ae56e3ff5257de1366402dd9141a8c694b46
io.7mind.izumi	distage-core-api_2.12	0.10.0-M4		679fe4d1d36a0395b565a803be3ccebd15026311
io.7mind.izumi	distage-core-api_2.12	0.10.0-M5		18c7710492f3ae05650e518b889aba2a6d9f58f0
io.7mind.izumi	distage-core-api_2.12	0.10.0-M6		9492ae770c9705f2ca0596389ba7b2eb9d7961c5
io.7mind.izumi	distage-core-api_2.12	0.10.0-M7		bb56d92fcab8a4927e985f66a6e1fda55098d4eb
io.7mind.izumi	distage-core-api_2.12	0.10.0-M8		2d9f63330d7b627f362227a761e6b856f6ff9e81
io.7mind.izumi	distage-core-api_2.12	0.10.0-M8-ZIORC16		1e921d7f0a52a4c020c060586b52b9b52466575c
io.7mind.izumi	distage-core-api_2.12	0.10.0-M9		e9c95c17bbdda2024944ff1d182dabc66ad25cfd
io.7mind.izumi	distage-core-api_2.12	0.10.0-M9-ZIORC16		6c6fbd9d4c38a1ada3cb3d09b48bb375ad45554b
io.7mind.izumi	distage-core-api_2.12	0.10.0-ZIORC16		5153ec8e8f5f96515cd773d20ca0796cda892617
io.7mind.izumi	distage-core-api_2.12	0.10.1		5c9c41598ad75111b3aff9ca33accc4d8726afc5
io.7mind.izumi	distage-core-api_2.12	0.10.1-ZIORC16		12446fc8a71ec39f4d68a8a73e90f7015c0145b4
io.7mind.izumi	distage-core-api_2.12	0.10.10		b2fbc71b172823c6485a7dd9701ab76023e3f31b
io.7mind.izumi	distage-core-api_2.12	0.10.11		df2a8cff52e1aed8933ec0d1b2396ea94ba4cbe5
io.7mind.izumi	distage-core-api_2.12	0.10.12		902a4cb3c13356a51ca240c82c367d0088ade936
io.7mind.izumi	distage-core-api_2.12	0.10.13		938954539037f889a47c258fabe59906332053ea
io.7mind.izumi	distage-core-api_2.12	0.10.14		7e73452629e56d94ba3448a8d036d5cfa9591fd0
io.7mind.izumi	distage-core-api_2.12	0.10.15		d01a4a847dd221c4a65a082dbaafc0346ae3d312
io.7mind.izumi	distage-core-api_2.12	0.10.16		24c1c80f73b7e48a26dc853489ccdf7318dbc0b9
io.7mind.izumi	distage-core-api_2.12	0.10.17		8f35fa15e3487bbfa0f01a63b318659652d25608
io.7mind.izumi	distage-core-api_2.12	0.10.18		689f52b6a3c4b97bbff94bf7ec822a53394ea4cc
io.7mind.izumi	distage-core-api_2.12	0.10.19		617ab303e0759e899563c5306fb4bb9d981e1c3d
io.7mind.izumi	distage-core-api_2.12	0.10.2		f9b2b5c48e668254b3cff910d088a163e6c9fe2f
io.7mind.izumi	distage-core-api_2.12	0.10.2-M0		903b0cfc414b5d45743ca59e00a01dc5ac3f157b
io.7mind.izumi	distage-core-api_2.12	0.10.2-M1		42579c81d8b5f997395c150f1a0cdbd0af12646c
io.7mind.izumi	distage-core-api_2.12	0.10.2-M2		dfdf81b13eaaa75129217d6aa7d0362e73293906
io.7mind.izumi	distage-core-api_2.12	0.10.2-M3		381f1ecdef2d0b18c0c8930a916703a589bd9981
io.7mind.izumi	distage-core-api_2.12	0.10.2-M6		605f0c88e5e56c78b9f56ee183a01683ce2c3511
io.7mind.izumi	distage-core-api_2.12	0.10.2-M7		9830c75f49c54e93dc0566f1f39b71f0881a8706
io.7mind.izumi	distage-core-api_2.12	0.10.2-M7-ZIORC16		a39a84ac70b7a063388938adfa8057054bbc40fd
io.7mind.izumi	distage-core-api_2.12	0.10.2-M8		e8bec491b987f6319da67466666c25d8d58d63fc
io.7mind.izumi	distage-core-api_2.12	0.10.2-M8-ZIORC16		e412fa160b40896a562b08c294b5af6c903f74b3
io.7mind.izumi	distage-core-api_2.12	0.10.3		4aa6530b45b52167d1bf706b0425dde59bb7e895
io.7mind.izumi	distage-core-api_2.12	0.10.3-M1		a4021ac48cb40ed5e9fa91df81005ab67973702b
io.7mind.izumi	distage-core-api_2.12	0.10.3-M2		d8703f36f5ecea12be4c5d13daba6a397f237599
