by.exonit.redmine.client	client-play-ws-standalone-2_2.12	6.0.0-M5		81d93357058405f4e1b408c46b54586fbfeff966
org.janusgraph.commit	janusgraph-core	1.0.0-20221220-175204.6964a61		18a37b84eadd91538d389578866e7fdeef708314
org.janusgraph.commit	janusgraph-core	1.0.0-20221220-190440.a101cad		751cb3c9adbe59074852b0affa8d38c33e47da39
org.janusgraph.commit	janusgraph-core	1.0.0-20221221-145034.4da43ce		fda1ca7760eb018237a206ea5ed2ab186ce091f6
org.janusgraph.commit	janusgraph-core	1.0.0-20221221-145603.b8a7673		acfc9596190545954122ae569548b8531387b203
org.janusgraph.commit	janusgraph-core	1.0.0-20221221-175017.714a94d		d480a408c8a9f6e57ed3257b4e4a5b55b2966761
org.janusgraph.commit	janusgraph-core	1.0.0-20221222-080702.6f1d23d		0c30df0decec1554257ebc658c127db2e3d21e19
org.janusgraph.commit	janusgraph-core	1.0.0-20221222-092956.81307df		1d0116d669d9f5a10a6084cb150d4afcf1d4eeb4
org.janusgraph.commit	janusgraph-core	1.0.0-20221222-093704.dea7ae4		77524d881b27bbb8ed4954172669c4f3e8031822
org.janusgraph.commit	janusgraph-core	1.0.0-20221222-093851.55a8423		71652be27d44fec62264b599586f15fe1864064f
org.janusgraph.commit	janusgraph-core	1.0.0-20221223-080518.3b9b8f2		5ae735c9ab45388e4992f95f63ef3ae6edd2ffe3
org.janusgraph.commit	janusgraph-core	1.0.0-20221223-093035.38d49c0		01bb3c354c23f2d65a98117474071645e0e21e90
org.janusgraph.commit	janusgraph-core	1.0.0-20221223-103952.96483fb		f7bfb14ca9f7a5588a8a59d3bcd02852b90d7556
org.janusgraph.commit	janusgraph-core	1.0.0-20221223-104134.f8c52ae		6de941c12a5afe5d02d3fb208f8f60384f675875
org.janusgraph.commit	janusgraph-core	1.0.0-20230102-092338.8c3fbab		0292298b4830495e2e472bbcec835f39df8baf38
org.janusgraph.commit	janusgraph-core	1.0.0-20230102-092452.f2af428		50051326325f5f713ca0bcd1b0cfc3d6a952d3f3
org.janusgraph.commit	janusgraph-core	1.0.0-20230102-121256.5344ed5		aae4046f97f382fa773112be2f19bc3fd596390d
org.janusgraph.commit	janusgraph-core	1.0.0-20230104-121120.3d02dec		334c4d4599fdc5bf08c0dbcaaeb0db4637fe95af
org.janusgraph.commit	janusgraph-core	1.0.0-20230104-145008.2a5dc2a		da94b1047ffe719b66a33adfdb9e07a896d3ce87
org.janusgraph.commit	janusgraph-core	1.0.0-rc1-20221208-004628.d98be20		0a0e00c3551cc59730c94e0aa7fabc5001cbf466
org.janusgraph.commit	janusgraph-core	1.0.0-rc1-20221208-110600.a47acfb		0bf4966806621955d3b3082768a7f6b24b373773
org.jboss.arquillian.extension	arquillian-rest-client-impl-jersey	1.0.0.Alpha3		f974ef68143e924e85194bb676a699c3da44cc44
org.jboss.arquillian.extension	arquillian-rest-client-impl-jersey	1.0.0.Alpha4		2fd38969adbf52697bcc4bba3916133dad03e7d4
org.jetbrains	annotations-androidNativeX86	25.0.0		N/A
org.jetbrains	annotations-androidNativeX86	26.0.0		N/A
org.jetbrains	annotations-androidNativeX86	26.0.1		N/A
org.jetbrains	annotations-androidNativeX86	26.0.2		N/A
org.kotlincrypto.random	crypto-rand-linuxx64	0.4.0		N/A
org.kotlincrypto.random	crypto-rand-linuxx64	0.5.0		N/A
org.mobicents.smsc	persistence-ratype	3.0.10		70f06ae750a9351accf914fcbced8040993177f5
org.mobicents.smsc	persistence-ratype	3.0.11		8271f7cf0fbc6a1f6a5625aeac7de4a80b8dc675
org.mobicents.smsc	persistence-ratype	3.0.12		922ad4d5d3f1ce515cf1d13add123fe31d796c21
org.mobicents.smsc	persistence-ratype	3.0.13		08e07a1d7be9a54c1acb55dd88c86b4ae3ffd83b
org.mobicents.smsc	persistence-ratype	3.0.14		ac15a091311598ebf0f473724a8267186a57a7d2
org.mobicents.smsc	persistence-ratype	3.0.15		08ba7dfcf9e499b615ad763551f6a962b7b3c50c
org.mobicents.smsc	persistence-ratype	3.0.16		164473d6d2c3f95f735268c5b415fdd3c5de6838
org.mobicents.smsc	persistence-ratype	3.0.17		d0db785513af39493c5c5eda93c46fd94f395665
org.mobicents.smsc	persistence-ratype	3.0.18		51c75c4209fa5759a3a308036c3668af612307c0
org.mobicents.smsc	persistence-ratype	3.0.19		ac2e6cf6351e47782292c5590d2e53166b91176e
org.mobicents.smsc	persistence-ratype	3.0.22		7e2fbfb018d329949384b688f7072482a44d2903
org.mobicents.smsc	persistence-ratype	3.0.23		14d43e5933549e0bb0150f309608005cdf632619
org.mobicents.smsc	persistence-ratype	3.0.24		be0448949cb104a897c9cc66e63e4e720d9eda16
org.mobicents.smsc	persistence-ratype	3.0.25		1a3776aa8d6c90ced6bc2cb436d452fd48e8101c
org.mobicents.smsc	persistence-ratype	3.0.26		57471033a5da1e3e842e2677d583590f55b77d07
org.mobicents.smsc	persistence-ratype	3.0.27		b5c3cab7ff3d11fa67a696d04a85759e61c41b93
org.mobicents.smsc	persistence-ratype	3.0.29		1a2679a8c8ed746ccd778a8070d1231222839394
org.mobicents.smsc	persistence-ratype	3.0.30		3c634aa2d9dd585a4a2c589a74ef4c1b4af86b33
org.mobicents.smsc	persistence-ratype	3.0.31		d9d5a324d0690c0c69106b2b20370684a619bbac
org.mobicents.smsc	persistence-ratype	3.0.32		e867c61526f2dce46a4e66673f65313198de5d11
org.mobicents.smsc	persistence-ratype	3.0.33		adc40bf01ad534d4949c7bed99dfcdf90b595bf8
org.mobicents.smsc	persistence-ratype	3.0.5		1ca88c208f61a311179a5479e70cfb43adefe449
org.mobicents.smsc	persistence-ratype	3.0.6		4ddcda30a50f9a9ad8f13133f109a93d90d479b8
org.mobicents.smsc	persistence-ratype	3.0.7		a810e81a2a32bda79ce68d8e72cd646db0cf505a
org.mobicents.smsc	persistence-ratype	3.0.8		be2f9ea1c63c0f2743c191d2b3b9d756b27d9096
org.mobicents.smsc	persistence-ratype	7.0.41		432b5dc3fbe9280aa84da4c6edf15dd37e6dd581
org.mobicents.smsc	persistence-ratype	7.0.42		127408bc534aff152d72a35433f42ea75e33ddd1
org.mobicents.smsc	persistence-ratype	7.0.43		91a4bdbf7dea3a5111c58bec933a6ebb189eb2f4
org.mobicents.smsc	persistence-ratype	7.0.44		6bef1c22ebef50aede04caae96625fb4ffd9fc8b
org.mobicents.smsc	persistence-ratype	7.0.45		24b8e7ee5090d6458a6e4f9b33881ef834d109c2
org.mobicents.smsc	persistence-ratype	7.0.46		cb0d6be69ada12d6ddf7392e54103ee15c44ebc6
org.mobicents.smsc	persistence-ratype	7.0.47		78d39da5a9911b3a6f7f7598e6ebb0213e7c0cad
org.mobicents.smsc	persistence-ratype	7.0.48		735dba74b37ed1885e5c5a0ea3a34154b0fdfbda
org.mobicents.smsc	persistence-ratype	7.0.49		ea0c1e8188217bb9481270cce2417dcd73719ede
org.mobicents.smsc	persistence-ratype	7.0.50		eb395d4ad17b287239da7657952ca5e1bbdcacc2
org.mobicents.smsc	persistence-ratype	7.0.51		620a86bb40e65d10ede160a09d74b83a8c983afd
org.mobicents.smsc	persistence-ratype	7.0.52		56db3de8ec6a0dc9aed874c5539a21c001f7629e
org.mobicents.smsc	persistence-ratype	7.0.53		685f91a316067a6fa2f2e242320d889f4e4b182b
org.mobicents.smsc	persistence-ratype	7.0.54		15a76dbe9f75943824659d469d1ed8ae5af05095
org.mobicents.smsc	persistence-ratype	7.0.55		7e622e5a399f5b9d08af849d7fadb35759c11b15
org.mobicents.smsc	persistence-ratype	7.0.56		8546baa89ebc0cb1846bafa64dc67c583ea0d489
org.mobicents.smsc	persistence-ratype	7.1.57		00764e59796cd2d45bdd4f98d770e3f88b7b52b2
org.mobicents.smsc	persistence-ratype	7.1.58		3b413222cdd436ade7e11f07a8babef3904184ee
org.mobicents.smsc	persistence-ratype	7.1.59		8174e91b5acaa151228ed0b7e97d0034ebf6053f
org.mobicents.smsc	persistence-ratype	7.1.60		9c5dc001b5586650749712994f927008ed19d33c
org.mobicents.smsc	persistence-ratype	7.1.62		501d211c6662978ca11a91fed5a9203a1b4d48fa
org.mobicents.smsc	persistence-ratype	7.1.63		fb741d418194c1368297840b3733db32a44ba1e6
org.mobicents.smsc	persistence-ratype	7.1.65		470edc0cf8471a4ec2f0523c86cda559b8822261
org.mobicents.smsc	persistence-ratype	7.1.66		1c3396780544bd680a5c71b3b29cfc2465318074
org.mobicents.smsc	persistence-ratype	7.1.67		95d0d7dd55b0c9abe168339cdb01073022188cd6
org.mobicents.smsc	persistence-ratype	7.1.68		df1765960564ccf21277a39deaade70fb9115ce8
org.mobicents.smsc	persistence-ratype	7.1.69		fbba05331c7a499639e61785e2013cffa89fb3cf
org.mobicents.smsc	persistence-ratype	7.1.70		945b17d2316e6dfa06596f92650db5895c9a45cd
org.mobicents.smsc	persistence-ratype	7.1.71		72f5366faa830e98d43e7741bddd205c4fe8aa38
org.mobicents.smsc	persistence-ratype	7.1.72		bdb80fc4afeac17d3e400e6e43acc2e380a8f570
org.mobicents.smsc	persistence-ratype	7.1.73		6c1e7837c8cc880187192562687e521642ce9a66
org.mobicents.smsc	persistence-ratype	7.1.74		7c9ae7cd3f26755c3dcff2f60dfc36115dbadaca
org.mobicents.smsc	persistence-ratype	7.1.75		c1d60f50229d89c2ce07f02e727a59aa66e56318
org.mobicents.smsc	persistence-ratype	7.1.76		48bb5ba410b1ce4cfaca995adaef3e3bf751c5f6
org.mobicents.smsc	persistence-ratype	7.1.78		cc0ab22eeb05fa18d7144f54de32d93ed1e82439
org.mobicents.smsc	persistence-ratype	7.1.79		4c7e37d9576db675eb310fd0570b6d1c9cbdb2e1
org.mobicents.smsc	persistence-ratype	7.1.80		89a3b28f279274bd4094d171e9cdeefd0c3748dd
org.mobicents.smsc	persistence-ratype	7.1.81		bf1c4cbf2e8f40284fd68a86b34ea4f9a3becb20
org.mobicents.smsc	persistence-ratype	7.1.82		3c29eca52232d60c8372c5cf6a230ccb187627a3
org.mobicents.smsc	persistence-ratype	7.1.84		306274fbfc902893f9233817e3666b143b6862d8
org.mobicents.smsc	persistence-ratype	7.1.85		a8e8021ca38f59bb30f40bc62fb0cdb10d35db39
org.mobicents.smsc	persistence-ratype	7.1.86		87ed594a9a4b57661f254cfba6ba88fb1b516480
org.mobicents.smsc	persistence-ratype	7.1.87		5d27b8cc46cbbe8eabc27264af51ccdba039669b
org.mobicents.smsc	persistence-ratype	7.1.88		3f47f2b8d1d8f2ccca14f4861bb738e94f7053a4
org.mobicents.smsc	persistence-ratype	7.1.89		16021864e58f8b989a455bd580209e4633acddc7
org.mobicents.smsc	persistence-ratype	7.1.90		667f443b016b8fd8adb39dcc40719b9703447226
org.mobicents.smsc	persistence-ratype	7.1.91		7ee8a99708d9f06dd9b0910081323169022c650b
org.mobicents.smsc	persistence-ratype	7.1.93		7694759b39c987bf447e251c5010a955fac5084f
org.mobicents.smsc	persistence-ratype	7.2.100		068e86d90182d970751033e0c0ac8edd9ac68935
org.mobicents.smsc	persistence-ratype	7.2.102		a2d24d100c1991bbe355682636e01e0160bc3cb9
org.mobicents.smsc	persistence-ratype	7.2.103		162afb15fdaf2bb951fa7b35cacbf15a864b3cf2
org.mobicents.smsc	persistence-ratype	7.2.104		c38de3506af4420c3462acb1136007a7cf24813d
org.mobicents.smsc	persistence-ratype	7.2.106		884732257951914a27b7768628ebc0d1223042f9
org.mobicents.smsc	persistence-ratype	7.2.107		0ce9822812108e659fb3d90a009633330ff6f9b5
org.mobicents.smsc	persistence-ratype	7.2.108		7084138d710c0f9243626bed79444ff0daa776cc
org.mobicents.smsc	persistence-ratype	7.2.109		1c922d1897db205e3f76f3bfb08c2be922b772f6
org.mobicents.smsc	persistence-ratype	7.2.95		0567402c2c8f9b08dbecf80b9a7168a1a0cd647e
org.mobicents.smsc	persistence-ratype	7.2.99		11d3d0c42051530f9fb0d876a9d4139bce9d9320
org.mobicents.smsc	persistence-ratype	7.3.111		102273e844874c28077dcc1d2c52166f33fbf780
org.mobicents.smsc	persistence-ratype	7.3.112		53b7483df263d6672ec85520ddbc2837b9a4fc66
org.mobicents.smsc	persistence-ratype	7.3.113		8f83c284733ab6fa4517c675bd4713d806d59882
org.mobicents.smsc	persistence-ratype	7.3.114		8952efc768aed59b621ef5f924a8556b598db722
org.mobicents.smsc	persistence-ratype	7.3.115		8ba11a64e4e62d25557c04585bef124644ba7a3e
org.mobicents.smsc	persistence-ratype	7.3.116		b2c282a9819e30dbe08d3493aded7d746bf7543d
org.mobicents.smsc	persistence-ratype	7.3.117		9bfb56996a69ba3f2acd2fb33982d78637b893d2
org.mobicents.smsc	persistence-ratype	7.3.119		32c11dde3bbe733b079cd7809a9aa7e88cf2d301
org.mobicents.smsc	persistence-ratype	7.3.135		fa5dd4c88dd056586e6553a45a635cbbfac93c85
org.mobicents.smsc	persistence-ratype	7.3.136		d5c80dd5d64855356cbd1c4f23110097f599e6b9
org.mobicents.smsc	persistence-ratype	7.3.147		5b11e4f1a0e9760754b2e84f202cdb558cb063ee
org.mobicents.smsc	persistence-ratype	7.3.148		7f50f64317c6d2b08ff9d92b0509a150ca03c709
org.mobicents.smsc	persistence-ratype	7.3.150		1edc16645e6cfcdd88b5c95df0468700422cda7f
org.mobicents.smsc	persistence-ratype	7.3.151		24f58b5fce3013dbb56c64bfe9f87c362f56736a
org.mobicents.smsc	persistence-ratype	7.3.153		1a40cc514e2b154b456d214e73db336311a05b23
org.mobicents.smsc	persistence-ratype	7.4.0-105		6bafa7626435bf22afc70eaf8c1055e53c1d8280
org.mobicents.smsc	persistence-ratype	7.4.0-106		7f8bbd2bd7dc987abbc1f3c58121b8ced96c4a7f
org.mobicents.smsc	persistence-ratype	7.4.0-73		b8c3aecc6169110414a98af4dcf4f56f665cf071
org.mobicents.smsc	persistence-ratype	7.4.0-74		b24666165f7ddfe50ef0bd640e697883be728947
org.mobicents.smsc	persistence-ratype	7.4.0-75		3238c2e53bb2e658ff052b61203bc4d21adc8bee
org.mobicents.smsc	persistence-ratype	7.4.154		3131b0c2abba45d325a8f93c6abaf65773ed25e8
org.mobicents.smsc	persistence-ratype	7.4.155		414fe56ab407052d6a577f949a29467f053d6f80
org.mobicents.smsc	persistence-ratype	7.4.156		21975d2900c9b64d35793627c6556bd69263f248
org.mobicents.smsc	persistence-ratype	7.4.157		221dc2004ef7f3a5e489b5a79ff93df967a21fbf
org.mobicents.smsc	persistence-ratype	7.4.162		f81648377754a5683c588742f6d6c78b2e39098e
org.mobicents.smsc	persistence-ratype	7.4.163		c2feef05664deb937e6ef77c635671f0fdd2cad2
org.mobicents.smsc	persistence-ratype	7.4.164		5c29aa1b93ddc23212b62a9f9e702bbaa43646e0
org.mobicents.smsc	persistence-ratype	7.4.165		2fd7b48ee636165fdcc4a096d4e7e9654b81b649
org.mobicents.smsc	persistence-ratype	7.4.166		c52b2e979793c0a0101a62b4d45fc40974828464
org.mobicents.smsc	persistence-ratype	7.4.167		00520e7648cfb923c5442e9cc1d03572bff0f2bd
org.mobicents.smsc	persistence-ratype	7.4.168		0e619171053f6a66b431f2ce5ccc8e5e306fa0a3
org.mobicents.smsc	persistence-ratype	7.4.169		c52f594e01630ce53a496aabb490f41d4c32aa26
org.mobicents.smsc	persistence-ratype	7.4.172		398ebfd2c50cd16d73e4064e07060368f53f5099
org.mobicents.smsc	persistence-ratype	7.4.173		cb2affb7fe4693771a28ee620787743d7db7898b
org.mobicents.smsc	persistence-ratype	7.4.174		322b26a6d421c311536b1e8bc0540a9e864c5afb
org.mobicents.smsc	persistence-ratype	7.4.178		2d3a8725bd6383191443a09c215172e61ec3e90f
org.mobicents.smsc	persistence-ratype	7.4.179		fd59595ee323184d9d294126e2ef79273a57f9a3
org.opengis.cite.teamengine	teamengine-spi	4.0.5		de046054752a4116d9579684dc900ced047d6e08
org.opengis.cite.teamengine	teamengine-spi	4.0.6		cf262cb83b4f402785be056be9bf7b678a68ea84
org.opengis.cite.teamengine	teamengine-spi	4.10		b027684c49c5ed4a6b2016506e11b14af37054d6
org.opengis.cite.teamengine	teamengine-spi	4.3		2d36985ec896accf081c7a62f3a8d3cd8a23b834
org.opengis.cite.teamengine	teamengine-spi	4.5		49a729f103f19ec78101ffa700fb6dc7c3c6dcad
org.opengis.cite.teamengine	teamengine-spi	4.7		7490784bfec0a5bcfde0bf9b38b9b145de2432d5
org.opengis.cite.teamengine	teamengine-spi	4.7.1		79b6af12574779482bd3c5d86a45adb2fc9a0fb8
org.opengis.cite.teamengine	teamengine-spi	4.9		be2289df832c7dcca5ad9e3fb5b07ab7d1f50ff5
org.opengis.cite.teamengine	teamengine-spi	5.2		711ead07c31c3235bc6db77701874512bb9beccd
org.opengis.cite.teamengine	teamengine-spi	5.2	site	376cde98d7731af4814af1d9d29e1674f840e2d9
org.opengis.cite.teamengine	teamengine-spi	5.3		2e4db475d1d577beea7a0949ff2fa071f45ed67a
org.opengis.cite.teamengine	teamengine-spi	5.3	site	0af9799aaae8d382ea9c0e33a23620d28f3b2f40
org.opengis.cite.teamengine	teamengine-spi	5.3.1		326d2bdef799b7e6bb547febcecae5b06bbaf62b
org.opengis.cite.teamengine	teamengine-spi	5.3.1	site	ff12b44ae394411148b198d5a8685f4eb2176d24
org.opengis.cite.teamengine	teamengine-spi	5.4		e5ca9bdfc63b97c970674086fd89ae1916496147
org.opengis.cite.teamengine	teamengine-spi	5.4	site	27a18dfa14556213210592763192a2f974d05d11
org.opengis.cite.teamengine	teamengine-spi	5.4.1		90be9ffb9edbc2badd7dc1a814ccfa3550015c48
org.opengis.cite.teamengine	teamengine-spi	5.4.1	site	a5089e792b546f1507db8c89804da9415cc0cdf3
org.opengis.cite.teamengine	teamengine-spi	5.5		5f3d2d20af901a5c330d0c317c30f3a7b5618427
org.opengis.cite.teamengine	teamengine-spi	5.5	site	7a204b6c3e7ec147e7fb572e78cc22ee7e0e4ada
org.opengis.cite.teamengine	teamengine-spi	5.5.1		a6310bf0a1dc5e9e4880dfc668c130cffdca6439
org.opengis.cite.teamengine	teamengine-spi	5.5.1	site	5066954e2a7406540f1c1e44109c2a6d8fb5c408
org.opengis.cite.teamengine	teamengine-spi	5.5.2		21d7ae464dc65a6b2febef5f1c8804eb5e9ccf84
org.opengis.cite.teamengine	teamengine-spi	5.5.2	site	a9d2800ee49c93d4df090adc5b980d660aa624c0
org.opengis.cite.teamengine	teamengine-spi	5.6		3041c194fa5db01583a2322bd64aa616d00757eb
org.opengis.cite.teamengine	teamengine-spi	5.6	site	2728e42b3e6f8e20685d4d0dda6d1b7f9332cb05
org.opengis.cite.teamengine	teamengine-spi	5.6.1		37478a1c1aa4d5015f9fb9d4e3caf94fd813cf94
org.opengis.cite.teamengine	teamengine-spi	5.6.1	site	f71c380e143b68bef495811e579843550411c10e
org.opengis.cite.teamengine	teamengine-spi	5.7		ed381d0d0304c8ec0b47caa741b57a9ff74e4c00
org.opengis.cite.teamengine	teamengine-spi	5.7	site	00b9818f8623059b9e527118a70f6c1db6ba0318
org.opengis.cite.teamengine	teamengine-spi	6.0.0		dd9afd3a48a19fd1c300b57cb626426dd5c7e30d
org.opengis.cite.teamengine	teamengine-spi	6.0.0	site	abf29bd6a6480a9b06d7dd767a5786be421a7581
org.opengis.cite.teamengine	teamengine-spi	6.0.0-RC1		7345cdcf06667c0d0513efdf3545b4542aa3c20f
org.opengis.cite.teamengine	teamengine-spi	6.0.0-RC1	site	ab224312bffef0ce7c6a8fb5de26d60afaf79ff7
org.opengis.cite.teamengine	teamengine-spi	6.0.0-RC2		deda208456f679cd077213085a16217a09c6dbc4
org.opengis.cite.teamengine	teamengine-spi	6.0.0-RC2	site	f75a15a0b78eae28dc519039f4a019eabf9a28d1
org.scalameta	mtags_3.1.2-RC3	0.11.2		2f7f88728dd07870e9ca529dcc477d36103d7a1b
org.scalameta	mtags_3.1.2-RC3	0.11.3		c738b6df1a0b7c4569724cd5773a113314a97572
org.scalameta	mtags_3.1.2-RC3	0.11.4		9ba12acb3fac84713931abcb69573ca651130a63
org.scalameta	mtags_3.1.2-RC3	0.11.5		ca172ecb134c57ff48240ae07f56ce5e34733196
org.scodec	scodec-testkit_3.0.0-RC2	2.0-1-6e818b1		499a6f62c7bd2a239b1aaf8bb3b34dbbfcc38d9d
org.scodec	scodec-testkit_3.0.0-RC2	2.0-18-371229c		5fd0d019b6d43ab4ca55ade857d76e9214d86c88
org.scodec	scodec-testkit_3.0.0-RC2	2.0-2-035acc0		5d168ed1d875bc4cfb945b187b58373a61b5cff7
org.scodec	scodec-testkit_3.0.0-RC2	2.0-3-060e91e		2d89b7be06292d9428ad59a56a586a5bc095d9b5
org.scodec	scodec-testkit_3.0.0-RC2	2.0-4-c87e920		6615c200e528778b887af5f59489d3ba8793d064
org.scodec	scodec-testkit_3.0.0-RC2	2.0-6-18047ca		53552cce4434449a1f92e28aebdc9a14d75c9ebf
org.scodec	scodec-testkit_3.0.0-RC2	2.0.0-RC2		856f71c6602bd51f2038cd57a2224dcf9ad3ca0a
org.scodec	scodec-testkit_3.0.0-RC2	2.0.0-RC3		c37208e4e4d0f47acb2d5232179c4bd41f07f8a7
org.scommons.shogowada	statictags_sjs1_2.12	2.6.1		18702a1498d9c04755c09ab76c4604ae152d89d1
org.scommons.shogowada	statictags_sjs1_2.12	2.7.0		971bbf488e733edda1ccad21673b1196a7e54f55
org.springframework.xd	spring-xd-gemfire-server	1.0.3.RELEASE		5789c81f327be131fcfa2d1941812b462d627248
org.springframework.xd	spring-xd-gemfire-server	1.0.4.RELEASE		1c5e08cccb39af81cb978a322317f6d7d0596822
org.test4j	database-dep	1.0.0		e74e4a31da6cce8b173a3ec13681c1584a8af011
org.test4j	database-dep	1.0.1		e8604ce870a675ea7581840efc4f90a99b17fc14
org.test4j	database-dep	1.0.2		6302b28d82a882fb5d8be77a6b2f3c9179ea7545
org.uiautomation	ios-driver-jni	0.6.0		ef9f115b9db390881a9c66377afe919a634d702e
org.uiautomation	ios-driver-jni	0.6.0	jar-with-dependencies	4d191b07030bf8e6ac271ee3800f5794479b5732
org.uiautomation	ios-driver-jni	0.6.1		247e1a55c51b1fb4497eaaa9fa259aca57e43611
org.uiautomation	ios-driver-jni	0.6.1	jar-with-dependencies	0f531076701a426a5aa230e0441b6c7bc1920176
org.vectomatic	vectomatic-parent	0.1		N/A
org.vectomatic	vectomatic-parent	0.2		N/A
org.vectomatic	vectomatic-parent	0.3		N/A
org.vectomatic	vectomatic-parent	0.4		N/A
org.vectomatic	vectomatic-parent	0.5		N/A
org.vectomatic	vectomatic-parent	0.6		N/A
org.vectomatic	vectomatic-parent	0.7		N/A
org.vectomatic	vectomatic-parent	0.8		N/A
org.virtuslab	toolkit-alpha_sjs1_2.12	0.1.10		e192fe090f78e4c0516d58a98a47606bdc43a3c8
org.virtuslab	toolkit-alpha_sjs1_2.12	0.1.12		4d8dcbb67f8592685d51a5cdec58e86669bfd8fa
org.virtuslab	toolkit-alpha_sjs1_2.12	0.1.13		fa19046008c12c54c9fdf7ca7b970b21add0e11a
org.virtuslab	toolkit-alpha_sjs1_2.12	0.1.9		fc7019af635169921a9e4b29e9142523cd0102f2
org.webjars.npm	apollo-reporting-protobuf	3.3.3		977811639a05d46d089df76320950c8ab2e8926c
org.webjars.npm	native-duplexpair	1.0.0		fd701c8a8d8fddf0bac28f51d86720e4072a7b40
org.webjars.npm	ngdropzone	2.0.2		7b18577f6c238eaea439fd76bbd5e7cb8c6a4204
org.wildfly.swarm	camel-hystrix	2012.12.0		6123492372cbdb3d7eb94d0d14c27dddb6ed8d74
org.wildfly.swarm	camel-hystrix	2017.10.0		37c9cfa4608d5fa15c0e69e19d452d05d528ca68
org.wildfly.swarm	camel-hystrix	2017.10.1		c3d7615a000a4b57617d6bc02d4b108c0ae2f047
org.wildfly.swarm	camel-hystrix	2017.10.2		bf5ae39841de18870e87bc7c6cad4abc9c640a41
org.wildfly.swarm	camel-hystrix	2017.11.0		a7387c52b4bf3630ad58c6e104fc0f6f9d94800b
org.wildfly.swarm	camel-hystrix	2017.12.0		3dc3a47c5aca1552fe88961b70b7998014f92b4f
org.wildfly.swarm	camel-hystrix	2017.12.1		c6e025aeb0ca4b1b63ebc9242bbda2b118dd1004
org.wildfly.swarm	camel-hystrix	2017.5.0		3e6d2a7a822f47e437f9a1eb5ac27851348073de
org.wildfly.swarm	camel-hystrix	2017.6.0		ffb0f2155a8999daf42208d96a740ed2ac31c061
org.wildfly.swarm	camel-hystrix	2017.6.1		30c90378ff342e0552ff292eb2171e233a131196
org.wildfly.swarm	camel-hystrix	2017.7.0		acabdf749621bab9d9e5d451ee6a29bc4ae319a5
org.wildfly.swarm	camel-hystrix	2017.8.0		c37d82bc4a216f1a5fd2b7fb8b779efdd837961a
org.wildfly.swarm	camel-hystrix	2017.8.1		bbb79358e319704ed0a78ee71e9c5c6286051f23
org.wildfly.swarm	camel-hystrix	2017.9.4		359ebb7d663a92f2934d777f7a6a015ef9b421e3
org.wildfly.swarm	camel-hystrix	2017.9.5		132401b0dbea9d1bbdab2291794015b1bd0f2cfb
org.wildfly.swarm	camel-hystrix	2018.1.0		f069ef0dd0c244ac6d9d23e1a23c39e2eb317fc6
org.wildfly.swarm	camel-hystrix	2018.2.0		037db6f49cd165cc32e5bb1c1579c1d4e379990c
org.wildfly.swarm	camel-hystrix	2018.2.0.Final		29dd6df8eb92484f13d229b90ff072df647668fb
org.wildfly.swarm	camel-hystrix	2018.3.0		71e26b2c980048f9d5b6562734e5429c497a6391
org.wildfly.swarm	camel-hystrix	2018.3.1		ead3224cd24184021bb064f8540c3bfbb24c4b0d
org.wildfly.swarm	camel-hystrix	2018.3.2		b122f6eded82c9211f5fe9224c2dc57a886007a4
org.wildfly.swarm	camel-hystrix	2018.3.3		6b38d17b411a74b26638f7d931311e7bed5e5272
org.wildfly.swarm	camel-hystrix	2018.4.0		ea027f48761b09e0ab0df7b8caa9d3e20a53e2ca
org.wildfly.swarm	camel-hystrix	2018.4.1		afc02c21470f7b7794f56824e05e425d354fc4ef
org.wildfly.swarm	camel-hystrix	2018.5.0		76f063f9ae5a230e838fd85eaba93cb950687bf9
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	2.2.2		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	2.2.3		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	2.2.4		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	2.2.5		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	2.2.6		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	2.2.7		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	3.0.0		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	3.0.1		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	3.0.10		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	3.0.11		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	3.0.12		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	3.0.13		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.appmgt.mdm.osgiconnector.feature	3.0.14		N/A
