ch.epfl.scala	actions	0.13.17-sourcedeps		18ff8ee1f63321d068e71c133a84c129cc8923b4
com.facebook.presto	presto-testing-docker	0.276		ffb6aa900ee3dc2393a7c893a53d42412e9d2a3c
com.facebook.presto	presto-testing-docker	0.276.1		e23c44aed0e44196dafe3e64c43e519a9115ab58
com.facebook.presto	presto-testing-docker	0.276.2		d867c6f0797179f8d65b14fd559f82c0b7d022a6
com.facebook.presto	presto-testing-docker	0.277		c3c3410c8b5f4cbd38ece5fd0ab67639d3e29df9
com.facebook.presto	presto-testing-docker	0.278		1a62e7214b618b9a3f7bb8f03079d3e0c014367e
com.facebook.presto	presto-testing-docker	0.278.1		e2ba95e041b4f108d55fc4c5dc480fde57d751c5
com.facebook.presto	presto-testing-docker	0.279		07d7c95842f5c19c50423b78d55e22c93485efcb
com.facebook.presto	presto-testing-docker	0.280		786082c0010ecb90a3347b68fc1d1759ec05f753
com.facebook.presto	presto-testing-docker	0.281		62a92d3b06379d6816acce5a9052f3ad26348922
com.facebook.presto	presto-testing-docker	0.282		f7c2aad1016dc00bb565c7fd695bac49e87d8a5f
com.facebook.presto	presto-testing-docker	0.283		26859c4302431c5f5b46e8875323efad7df2c550
com.facebook.presto	presto-testing-docker	0.284		7024b8230db4033ad506b8c50eab052ed84969a8
com.facebook.presto	presto-testing-docker	0.285		97922f2692006abb232fe904d318c6acb1cfc818
com.facebook.presto	presto-testing-docker	0.285.1		7179698084e9d92dc76a95cb03a933faef0c388f
com.facebook.presto	presto-testing-docker	0.286		5a36ea4f1f580dcc409ae72d561ad752e71a02c4
com.facebook.presto	presto-testing-docker	0.287		3108f39017e8cea13e1b9622d204ffdf32480e16
com.facebook.presto	presto-testing-docker	0.288		8ef3018f24a76ddcd9de0fb35a80c351e4d94f2b
com.facebook.presto	presto-testing-docker	0.288.1		7e9e08dc951a6bb087c551ab56cbde51bf60d9a1
com.facebook.presto	presto-testing-docker	0.289		b1d3a474f39bfda38b272f96d62162c93b1ffbd7
com.facebook.presto	presto-testing-docker	0.290		0bdd61f0613925edcef11c529f0c1ccdff1b851c
com.facebook.presto	presto-testing-docker	0.291		494f0d8618d09fc6afd267934fa7610616def3d2
com.facebook.presto	presto-testing-docker	0.292		64fb841c9d0937dfde0b1067282837a1570a1b3d
com.github.codemonstur	maven-check-license	1.0.0		27b5feda72a0d1c60e582bf261599de4be310c03
com.github.fsanaulla	chronicler-ahc-io_2.11	0.4.0		63d6dc975137911768e99c8ed8ac79e94889db0a
com.github.fsanaulla	chronicler-ahc-io_2.11	0.4.1		cea136ebbbf3bd2079c66ce293b12e20e78fdfa1
com.github.fsanaulla	chronicler-ahc-io_2.11	0.4.2		d06eef8084a1fa7fd73e4996e4e00f398e20aef4
com.github.fsanaulla	chronicler-ahc-io_2.11	0.4.3		de7ab75178e2b5f479f88dcbdeccb9965e3fdf39
com.github.fsanaulla	chronicler-ahc-io_2.11	0.4.4		942d90b0916a8e48e1cdcbe7295868c80f045de8
com.github.fsanaulla	chronicler-ahc-io_2.11	0.4.5		81ea8e626c3c4e11f853e9bd370fee5ff7a06b00
com.github.fsanaulla	chronicler-ahc-io_2.11	0.4.6		9d53dd4fc687f42d781b1a5a40fab57d8e0658d3
com.github.fsanaulla	chronicler-ahc-io_2.11	0.5.0		54285b9ecc8c7c0f9065be6e7f898d09c655817b
com.github.fsanaulla	chronicler-ahc-io_2.11	0.5.1		61e21eaac669bf8fae7d38b98aa17d7088f0ac34
com.github.fsanaulla	chronicler-ahc-io_2.11	0.5.2		0877c97dac900255d5123a8dee99a8ab9548fc1a
com.github.fsanaulla	chronicler-ahc-io_2.11	0.5.3		b432afa898937e1287ef8b1df37ec2e43ff87ab9
com.github.fsanaulla	chronicler-ahc-io_2.11	0.5.4		63df87b4528653d88b76f10068cb18518dcd189e
com.github.fsanaulla	chronicler-ahc-io_2.11	0.5.5		eb3162084f6d54705143428ab452654d278956e9
com.github.fsanaulla	chronicler-ahc-io_2.11	0.5.6		eab23ec6cb6325fe52bb42e56b4c103d94a8bb42
com.github.fsanaulla	chronicler-ahc-io_2.11	0.6.0		7b7ac8f305f4a2b83130f67f12777c2a395377c4
com.github.fsanaulla	chronicler-ahc-io_2.11	0.6.1		8ced644b2ac6f149d592df27d56770c5e4a2ff32
com.github.fsanaulla	chronicler-ahc-io_2.11	0.6.2		1b4efe67c75c9650851e091b1a403bacf647dd67
com.github.fsanaulla	chronicler-ahc-io_2.11	0.6.3		28c6c6bdec2b637d577520c903b98b2803cf597e
com.github.fsanaulla	chronicler-ahc-io_2.11	0.6.4		b58a06f2acc3d063cdf92e3546afd70de4a2658e
com.github.fsanaulla	chronicler-ahc-io_2.11	0.6.5		6bcfef3338bad68e5450a619fd5a6594a44325af
com.github.fsanaulla	chronicler-ahc-io_2.11	0.6.6		80e7051c52e48236d3d4663f48b4d2fe35a0fda4
com.github.fsanaulla	chronicler-ahc-io_2.11	0.6.7		b4da467e2364230efb53ec20a3672ace259ba21d
com.github.fsanaulla	chronicler-ahc-io_2.11	0.6.8		2bf7ba58d991ef34b632d0c48126a159e29164ab
com.github.fsanaulla	chronicler-ahc-io_2.11	0.6.9		16b875a8df1a9e7bc9525fe8e81a0a96106ed483
com.github.mathiasritter	weblaf-ui	1.2.10		789dabbd184cd3107221199c324c97ba728b0165
com.github.sd4324530	fastexcel	0.0.1		8a691701fb6252166611208d132f4a591e417f1b
com.github.sd4324530	fastexcel	0.0.2		ebcbed01a3ca9c74a9bd1d20ba28ef8278da3c32
com.github.sd4324530	fastexcel	0.0.3		dfa9eae1cd19e119990d2ab0fc70faaa4e6eac30
com.github.sd4324530	fastexcel	0.0.4		6f12795cf6e192c795eff7bdc82ef228ddcf4ff7
com.github.shoothzj	sdk-redis	3.0.15.RELEASE		d1ad929770f6958e2129d3f76c70f4520aa4747f
com.github.shoothzj	sdk-redis	3.0.16.RELEASE		62212b1273f391c6c94556473a3113052c0a3fd4
com.github.shoothzj	sdk-redis	3.0.18.RELEASE		8160c25d068a12acd5ab2564b26fc6dbad852285
com.github.shoothzj	sdk-redis	3.0.20.RELEASE		eec1c7208e4d70910052e2918edbf92561fb55e5
com.github.shoothzj	sdk-redis	3.0.21.RELEASE		b9a85cc17d0291eb3c94020484a378c5ce878dde
com.github.shoothzj	sdk-redis	3.0.22.RELEASE		09fc32301067ad06fa22b2a44bc3fc9b355e1645
com.github.shoothzj	sdk-redis	3.0.23.RELEASE		0286bb4065f0aca945b3adb3f17c111110f5f9b8
com.github.shoothzj	sdk-redis	3.0.24.RELEASE		42b0456a6b422cda6d49a661726cf8b220b9a3e2
com.github.shoothzj	sdk-redis	3.0.25.RELEASE		01706800f568f2c465e6643ce80c516eb23638f1
com.github.shoothzj	sdk-redis	3.0.26.RELEASE		33b08d9157c0992daa52dace097248ae4274329f
com.github.shoothzj	sdk-redis	3.0.27.RELEASE		570522c812d81e444d3ee5bb6f1b4578a846a271
com.github.shoothzj	sdk-redis	3.0.28.RELEASE		1b6cd9831d03ba2a2e69ce4c0daa7220f1930db0
com.github.shoothzj	sdk-redis	3.0.29.RELEASE		d2d8575f782c12f2c8a4991f1f2a567b95d866a2
com.github.shoothzj	sdk-redis	3.0.30.RELEASE		9067d07590c93d51af34c86e45909b3eb91e9f87
com.github.shoothzj	sdk-redis	3.0.31.RELEASE		aa847763835996dc009f8b66cbfe1127b91e29d2
com.github.vitaliihonta	ztemporal-distage_2.13	0.1.0-RC1		2984c601cc79da543e30a5b436f8ec68803b40cb
com.github.yafeiwang1240	ObjectSingalSlot	1.0.2		1d1b5e753d15e4bb0d89adaeaeabf39ed1309896
com.glue42.gateway.client	gateway-connection-api	1.3.1		ad4eb91411d90dc914076c663f5b9309df6b5ce5
com.glue42.gateway.client	gateway-connection-api	1.3.10		08e17991c074f2f28751946d756bec192383c289
com.glue42.gateway.client	gateway-connection-api	1.3.11		cbabd182204b70ac7ce04548d19c61c2dfac61e6
com.glue42.gateway.client	gateway-connection-api	1.3.12		c959072eff4725f5e31fa197830c9b53a398e309
com.glue42.gateway.client	gateway-connection-api	1.3.13		c51884cf3e5add3af32236b13a46bf9dbd1509eb
com.glue42.gateway.client	gateway-connection-api	1.3.14		6744d65718ef66870b5ddd4f83415290ed694044
com.glue42.gateway.client	gateway-connection-api	1.3.15		ffea755818c7a86acd10b35e84f61c1c27be7f86
com.glue42.gateway.client	gateway-connection-api	1.3.16		fa17ac60a43f1477c034e52e11e4d93aac4f4286
com.glue42.gateway.client	gateway-connection-api	1.3.17		19eefe64cbb3cd6878545c3b9fb12e3d13396dc4
com.glue42.gateway.client	gateway-connection-api	1.3.2		b8591c67aa713988c4d9c8d45de734a70002bd02
com.glue42.gateway.client	gateway-connection-api	1.3.3		9d841c171e89d8cab9cf84b683cace4f6d12d73e
com.glue42.gateway.client	gateway-connection-api	1.3.4		997c462370d2d147135230eac27e230c953d1fb9
com.glue42.gateway.client	gateway-connection-api	1.3.5		75839546ef765408ed4e7cad8d558db18247769b
com.glue42.gateway.client	gateway-connection-api	1.3.6		3a56d29b3c45e9650868f7aaffc2a00a0f9067c3
com.glue42.gateway.client	gateway-connection-api	1.3.7		2dd3b0fec415054734b5a4f92d82384e1c43b007
com.glue42.gateway.client	gateway-connection-api	1.3.8		0993b8d599b9176ce6261476ef75699c6747e70b
com.glue42.gateway.client	gateway-connection-api	1.3.9		4bb2657b248c034f28cd4e18cd87328ee2673dfd
com.glue42.gateway.client	gateway-connection-api	1.4.0		5d1ae3ed2b0154362e5ab760bf6bdf37e7d22049
com.glue42.gateway.client	gateway-connection-api	1.4.1		11a6363f681209c10eed3bf5153b813108ce9bdb
com.glue42.gateway.client	gateway-connection-api	1.4.2		20502de16c9267b9b3ea46690a36e370015cf08f
com.glue42.gateway.client	gateway-connection-api	1.4.3		7535cd7868cf85c8c73672e2e601a47293ffe25c
com.googlecode.princeton-java-introduction	introcs	1.0.0		72f0ec24756362487915dc4ed528ef56630f85fa
com.googlecode.princeton-java-introduction	introcs	1.0.1		N/A
com.gu.identity.api	identity-api-client-lib_2.11	2.126		59fa0a91ad5a04cce7d69c557f1f7475e14cd21d
com.gu.identity.api	identity-api-client-lib_2.11	3.100		6011c812f987a161ad78efec65ba8005a028e801
com.gu.identity.api	identity-api-client-lib_2.11	3.101		ac79718fce27eb3c1bea459dc639914fd5d69a95
com.gu.identity.api	identity-api-client-lib_2.11	3.102		c135b09f6ebc24205848c55509e3c7d9a250c499
com.gu.identity.api	identity-api-client-lib_2.11	3.103		9e23e60ca01b0292f1eb9e80cf76c283aed71aae
com.gu.identity.api	identity-api-client-lib_2.11	3.109		42df6fb40ccfa26f1bf6a85cf42f3ea396569f9c
com.gu.identity.api	identity-api-client-lib_2.11	3.112		affcd93a829ab23234edecbee08c473192ec3d29
com.gu.identity.api	identity-api-client-lib_2.11	3.119		87d2a1844f340b80e402fdf15b1677a8c58cbad4
com.gu.identity.api	identity-api-client-lib_2.11	3.120		691ec1adf0a1e4180f26f4c946adb81ec4e896db
com.gu.identity.api	identity-api-client-lib_2.11	3.121		3826e5f9d0858e4bacd567024aab833fde560938
com.gu.identity.api	identity-api-client-lib_2.11	3.122		7f99e53918aa2173f0d16d7dfe9c4aaa91a3b4c9
com.gu.identity.api	identity-api-client-lib_2.11	3.123		48b546f46d4009c9efbad69e51e8d66f5385bf83
com.gu.identity.api	identity-api-client-lib_2.11	3.124		7f88bdceab13781e8632d441e92af9cefe3756e2
com.gu.identity.api	identity-api-client-lib_2.11	3.125		dcea2c390440f71ab26107d732d8944da02abb40
com.gu.identity.api	identity-api-client-lib_2.11	3.126		7b3b213f036221a157875d90f2b594f8e0a6d5f0
com.gu.identity.api	identity-api-client-lib_2.11	3.127		7d95539881400c19555371c35341c5f13b96ff65
com.gu.identity.api	identity-api-client-lib_2.11	3.128		3e2e8005bcd96758a33379d3abf06e45659c1008
com.gu.identity.api	identity-api-client-lib_2.11	3.129		e5995546c38ce4a8bc3426c017dd20a730a8707d
com.gu.identity.api	identity-api-client-lib_2.11	3.130		c737613af69f4b60a59d72f6ec9d842cbc75695c
com.gu.identity.api	identity-api-client-lib_2.11	3.131		7b3e98e96287fba24727dd4a562d24d758992d78
com.gu.identity.api	identity-api-client-lib_2.11	3.132		247bbc20acf3284daa94c7c692737e009a70667a
com.gu.identity.api	identity-api-client-lib_2.11	3.133		0b76ed79b9c2c8fdbecb22dda9d0df68c04af708
com.gu.identity.api	identity-api-client-lib_2.11	3.134		589b616e506d7fdbc52400d289b51390c92635f8
com.gu.identity.api	identity-api-client-lib_2.11	3.135		4d5c3b1e5cd02ae088749404f69619a446fba235
com.gu.identity.api	identity-api-client-lib_2.11	3.136		db5cea80fb5d04888e0308979cea99a7015117cc
com.gu.identity.api	identity-api-client-lib_2.11	3.137		b45d606bf6b3d678e9601204ac9035c77568f654
com.gu.identity.api	identity-api-client-lib_2.11	3.138		23c42b04abfb628e01a4eb6ce4390e535e92d567
com.gu.identity.api	identity-api-client-lib_2.11	3.139		4314c4271c6b906618a9ab7f8c2a589f0d2f1bf1
com.gu.identity.api	identity-api-client-lib_2.11	3.140		da04627029d5ce2b40e2176d5084c5ab1e23f648
com.gu.identity.api	identity-api-client-lib_2.11	3.141		3705918d252ff51e09367f44f739a0ab678cfda9
com.gu.identity.api	identity-api-client-lib_2.11	3.69		c9a548a55eefea01e326cf5785d85e7c3bacea58
com.gu.identity.api	identity-api-client-lib_2.11	3.70		c2102a0f84605e7163dc7f27734f3c7074aea6d0
com.gu.identity.api	identity-api-client-lib_2.11	3.71		a1a0d4207510b8f9aae4d0861b4efbdabacb07b9
com.gu.identity.api	identity-api-client-lib_2.11	3.72		97c309b18d17bdc1dc20bc7ceb3754f97dd11aa0
com.gu.identity.api	identity-api-client-lib_2.11	3.73		fc5e759e9cea31ff0b7e763758c1321212a0d10c
com.gu.identity.api	identity-api-client-lib_2.11	3.76		ca40ae11cff67191fd14de4fb6df95046b158794
com.gu.identity.api	identity-api-client-lib_2.11	3.77		53ae923e66d26ccfda384e585efc365c916270a6
com.gu.identity.api	identity-api-client-lib_2.11	3.78		4c476c6860dc76a56a85a846f4b5609567eae1e7
com.gu.identity.api	identity-api-client-lib_2.11	3.79		33db5b3d21c9a3da65d3e837131e3ac988740952
com.gu.identity.api	identity-api-client-lib_2.11	3.80		8b4fbcb1b110100c7fc7d563cfed9e8c79e720bb
com.gu.identity.api	identity-api-client-lib_2.11	3.81		ffd7dbbda83371e498e48d4876bca91d50c2d31b
com.gu.identity.api	identity-api-client-lib_2.11	3.82		63cab80cb66b0e6c10997365a4336799ca3e7bf6
com.gu.identity.api	identity-api-client-lib_2.11	3.83		c7e157c97ed608030ab00e85eaf5782c074c2e3c
com.gu.identity.api	identity-api-client-lib_2.11	3.85		1c518cf36cfa92e2a422a14ab7c14ad81e588326
com.gu.identity.api	identity-api-client-lib_2.11	3.87		ffd8ab496b31f10be9ef228148b7a903b0c41130
com.gu.identity.api	identity-api-client-lib_2.11	3.88		ff6522f324f9aba06e5ee8f5a5ba23c0b3bb7dc3
com.gu.identity.api	identity-api-client-lib_2.11	3.89		83ef1d8e9fb47c5ce1d7dc27f04683a4ae830cfd
com.gu.identity.api	identity-api-client-lib_2.11	3.90		09f5ebdfdc057fbaa5663c390568f66793fb3b68
com.gu.identity.api	identity-api-client-lib_2.11	3.91		6c82d3687fd336037a77b7da2720dc4ed2e4ce45
com.gu.identity.api	identity-api-client-lib_2.11	3.92		18714d1b04dfc45f62d6c54969511f9eb83426fd
com.gu.identity.api	identity-api-client-lib_2.11	3.93		bebd84732e2a5cdc7b3f111c421dd9a58aac36a2
com.gu.identity.api	identity-api-client-lib_2.11	3.94		1ea0f6a6e626cf853004a82ddc75fabc5db8b192
com.gu.identity.api	identity-api-client-lib_2.11	3.95		a20dc64c009d0785811f08641e6e83b9ae5f1e6b
