ai.wordbox	domain	1.0.0		N/A
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.133		ed7c3f60cc6a49392c4ba9de5c2bf6339d01e7a7
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.134		cd73511e9f90e985cf42fdf1177841dcc2ef869e
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.135		cdf177ed1a4e6b514f746f62d7045d7eaf4b2094
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.136		16cc95c580fa6ba2d844a536087c5a5d1230572b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.137		602b7cecfbcfa21e2f8978fb14d2488e747e7f2a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.138		202f5c47dc29a294e31572645c5932fd8eb83ea1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.139		befa880de7231416faf45f920094ce9dd7e26a5a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.140		e77b765f1ea8d7a1e2ad1f7de49a50122a6318b5
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.141		e37486a5f8dad969372b46fd5df8106ab38dd19a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.142		f9ca0e8217d4e746eb3fdaec97fcdcb1aaace165
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.143		50a20a8dd3519ca2dd9399bd977e18f265aa1d27
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.144		12d23969e8ddeb8ec19c95e157e22f993a8cec30
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.145		bcd1045be6ffc49b8993b3889e9b36aee3d72456
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.146		b3475f89d6d244636661f1bd2d737d3a9fb923ea
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.147		14ded3c62e65b1bb0c6e609e964ffcc5c95d2d67
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.148		6ac47efa4616bbfa4954ae8821afbbe95ecc51b2
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.149		9bff3eb147c8fc0b85cf8a2a35fca5c5fe8999ea
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.150		3e8f75547fb6bea4576f7db22385e213b529ec27
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.151		796656f72999c8f8ca51a26922a9d3ce282c894f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.152		4279947bc7525d363156abbd8e31d0765541b13f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.153		200d909e65274fbd38dbd812a2beb69103c9e557
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.154		7f2616fef97ff1f174307a964d9f2a404e839a6f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.155		415039f392a639dde8504cc3fb47d1cf3377015f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.156		1230dd0a836ce7d65be0e4c9f42fa81f2860f936
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.157		d95cd2841cc1fe3fe6b09cbc58c2832e2f17f811
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.158		22d12d7f8b4718bea831142e6eb0dd93f04f1a14
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.159		f81f394654017781921519d003b219b16c4930c0
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.160		f970d47ca951b4bcdb015b8f9f682892c6e8b223
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.161		5d2bcd0d7dca541e374be42c76805032fa852a22
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.162		ffb642ec9f8efc73eb30be3d61ca8ccc0d26b07c
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.163		0b774e046ca08623d317c7218db9f68937fa4816
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.164		8cd7e6cfe557e21bcb5de77b8e48f0b1d7e0e2f9
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.165		d093295d107ac366d3812fb4d97e7500d48553a9
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.166		e8c7a59b8a34944542de6dd61aa526b7e55dfe1e
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.167		ddee150d90f11d8c0663824651e8924edcaa95ad
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.168		25ec697cca44b9e3b6e851f545949c27248793c5
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.169		8bb0aaa9eb685402328099ab0977d8529c2831e0
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.170		13937837f93312c8d875d5879761a80d4edfb766
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.171		0d603f77654bf7879d985f8c746096b450b0f86d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.172		bf261c105b2f58ed5945ff7accd2c6be96c358a4
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.173		a481a084e333b9c1c7f6716473d33a7869484b96
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.174		8ea66e77aafb0cc17e1a6aa8ab9d8ef249e0e024
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.175		ed080d7afe32defe6bdcbf4627933bfd00380fba
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.176		c12a289ff3d67197d09d584ede52ae2d25e1264c
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.177		8854cca9822cb1f1d3b9c8a77b1c0e708fa969ce
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.178		831689015199c01562a65990b43e3da87ebfbb97
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.179		60a682d2cb07f19f526a6e869fa4cc9612396d96
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.180		f1f3525c8a44f2612e21702003fe308e376055ef
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.181		b3d34e79ee57a778e47b899382f40fd7738a0b32
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.182		af5d27d97e052c53f1cbca02a66dbda21804986d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.183		fd04fbf39afeed98652fcbf14a92ca221fac7933
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.184		131a7b973228b2c322a136a426736634e3aaf19c
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.185		5eec938e8743a94f6886fc8833ab9baec59f45fd
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.186		09297e9bcefa9606bf7cc0796cf6f5e846dcc374
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.187		4edf84023096bff33de02b8d8411b3e0e4bca170
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.188		07e3fb0efbd857b9cd9c38ef3bb201acea43de39
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.189		54ae62f21d95ac85d210903500191eca8a231482
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.190		2a8e10bf7d33880a0e818d8bc6d4634a8ce85679
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.191		416377ed5ef0f43f836563b713d96d7b8f6ec58e
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.192		7d917e9d1aaaf3afa0840647909d1650ed1ebbcf
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.193		f7e10664589634c8fac5443dbaceaf509867e2c6
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.194		cdf4c26e92cea77784098f06ebf31123b3562267
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.195		5e5d3433aadd2b6617723ea9ccc5dd4496ebc8e8
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.196		b3b4bc6bbc04115f60f161516f3d1d2f4cfc8f31
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.197		c402a2554f0b853c8e5c60a2a3d8ded9ef9b0517
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.198		715fb82e8e5902b968df308d5b1c7dae64695961
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.199		da67784e7ae6e1317c02de276060cae468dd04b4
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.200		c5fd51107d949951533224849e5f21b5ff3c450a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.201		4899b36f3f6151b8619ac0550259f93c71f25eb0
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.202		6204c2d7430bcab55ae0bdfffe41808b998cd787
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.203		23aad338c1849b1d38b159cf31afa6c79a0362e1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.204		42a1d4158f1c837aa74a81a456f4463528a38773
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.205		33d878dafb2a6830edc87b1ff6f1fee8bce8fd24
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.206		d6e2a50a6549abaf8ac20defa693bb60fb47bd1c
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.207		8532fb37614e58e4361faa77b38461571d45000b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.208		258ccb1002933c4db677224228d17c6ce631e273
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.209		b1f568d16d802e066299951745278ff6372bdbd3
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.210		13e2f9a2fbea6dfe5d5abf6f8f5792cbc17abeae
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.211		3d0617f93f24ace6f32e24e5f7289ec6c0b8b875
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.212		e018d54dc9da63fb5669bc20c54a25250aa2855d
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.213		735e266de8523a8c707cf1cde11ef2d7b5d37d28
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.214		fb91fc2879597c7c3f354a9c6d80f48b43f8f122
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.215		21e646eabbdbc7ae866f0083ee352b4554006c6b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.216		7ce923e10fdf261c62632a6e72f8b1245d337a16
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.217		f91590b829cdec357795b0a35014f112154d5c08
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.218		dec74a716e80ad6c52a052d81b51f9c219232ba0
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.219		c86cea4288eabb84aacdb9332f02a66c5fb291b4
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.220		bd9dd93a25719542daef4fcd5134cea07a782b73
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.221		fb22313afcde61c9ce1c188eaa332e7f6d550d5f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.222		590fed9516e9581dfd74124011d35de0e5221828
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.223		a2eed928b7c15e9fc006e9c8e021f1d822d0fff1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.224		b63914877a450925f563f0fbf876df0d196b843b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.225		1da423e79105268c2cedd4bbd1b6aaa15265ffe1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.226		4c23129704ff1b781d6882746d06a2bc03fb5d55
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.227		93cce7e9c879010ee73eb024f7e5a1e691048fdc
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.228		297751bb4d6295f14d7fe25c38d7975cefd8da16
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.229		d71ce7f24487d2a6c490e752500f8cbdfba08f05
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.230		a33a2944286428817d5c224fa084e7d2912c508f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.231		afe494a513128355e6dedff29688287ccd6646d3
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.232		c436871ef62a6dd854640870db88491b7b752629
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.233		5e820c3b2020e5149653ab4b742a272cf1c1e0d1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.234		fd1e0179668318e9be6ccf89e09a8c3c32a15bf5
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.235		94c7f02d0005773ea23fe0989507e2f26100b623
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.236		3d22e5833983192dff0daf29ea0e47e3a4deb233
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.237		c306c3c34a1ee6e1863e5f2743cd5322b3296a47
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.238		a23eb907363578827f8b9041d91f6df23897e3f1
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.239		dbdf12dcd1de9c312199ecee4f79495fa0894d6f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.240		68fd65dac68731be87c0a7f14d8673b857e0a292
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.241		b87a6827b4f73af8e19f2ca24d2513e628a4704b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.242		71e1fba45e81e4bc476fb07744a4d72f66540599
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.243		6ba2ba0f344cdb33fc36825456c661e23bc8aa1b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.244		79b9becf0bf8b293ce895234cb55e3d68ac2247a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.245		66afd051d74f8f3cec824e3de24882fa9a80d446
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.246		291f67a230dd620e1327b2eaf2033af0193af2aa
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.247		4fb7a61bcfc74b5903793bd8dd7ae75ec11b3f08
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.248		e2811ae57bfa49a74c587c7857e913158a973db0
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.249		88640e6a54ba3bdc12af9dfb6268ac31548c8b82
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.250		cfa7252e646f30dd3c87d0b6d8c781d08f88730e
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.251		030a824bbd0bbb0136916a82714eb04b50f50e35
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.252		eacc0144cf3930b6703173c8004ef1ae8342e029
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.253		23f9d07aee82b289c3b56ec246e8488571ec079a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.254		76f608aff4ce6765ac0740fdfd4eee3c3c03701a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.255		867eee4e4c3d2869fcbba13bc3c6dcb0bb8298d7
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.256		abf2cdfc839dfcc200f9599eda701a18c3050468
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.257		46670ad339419a95de904f11c9695ae86be00e91
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.258		aa7990b90f84f68ace7e1c78c535cbb8053dd3fd
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.259		d416c5fb976bddb711b4e09e105aa8c5b3087fee
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.260		4c165d20d045ffc9a870b8d12537879fce66f4e8
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.261		a576126fcb73e8ad83adeb51e72b6762b98acbda
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.262		1fc98070f9abd642f4e842befc592ab2d3acf2e2
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.263		d989a9b12b926fd6879175cbc0925566696300ac
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.264		284d9dcd180b4f514f5713d88a3e5b29a382c287
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.265		333bce07db86d3895f9aed14aabe2ac3192e8132
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.266		7dbade7f62ecec65fb611c2833d1df4981de0c06
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.267		b26bfaaa351f6ac335c8e5cf8f9041132223f898
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.268		e6b2679d62b47ec153dfe26f8adeac242a616770
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.269		20dd8e30b1d2a4dd8ff9005c79eecb69944b3d3b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.270		4d0e3ba000d7be9bb2fd50f33550c3d3787e4048
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.271		1e4d2fcac8807fc2f9bd10e59a341b594b3d6977
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.272		d7f75e85dc5d5f1777a006c54efd3c58afdafe54
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.273		5c779ea202cedcc2041c13e772d35527087960cb
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.274		fca3889354a7eacdd8bac375ea7431fd7529e4a5
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.275		1e4c8751c13c35e8e8bc42eb50c5e82734852947
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.276		79c00c33fbfcd7e51e939f51ee6ea6f5e1a04e7f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.277		9569a06095fdcaa8880f1ecc0cf84817d120b548
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.278		871373354c688c8605e2bd62e8ebd7d429214ef0
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.279		60e1110216ad4b5231cb50237665c77147e57c1c
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.280		a385abcf69263fd15e2b4dcde62d5ee978fd42a6
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.281		3bb511b91cf109dc426a0eb2b84dee83182a7af9
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.282		822b7819c3ba801600d04aa3e7283b9a23853fa8
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.283		05e8450dee1813e6e31ff632ad9b48ecb77ee250
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.284		e53609b54bc3ee7ad2234f08e92d6e9a556afa0e
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.285		c573302dbde0037a67ee4b807e1de64840563ba8
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.286		c023e572efa50fd11442d5eb00e129b1ab71e7f2
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.287		650105c2d2bdf1e807c101e1edb82ac8ff816ed7
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.288		3bf642aa6360abb44152f14772a0ce8fd07d5557
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.289		abd191dfbb1206312f4da185e168c3ee6481233a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.290		2caea4f452d8578a1ea406389466e25f8b5d99fb
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.291		77a78c7813163731be0dc9adc5d11f641e478c0f
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.292		e9c639d3fbd6f3551266a0c4b897641edabd2afd
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.293		3dfe2a58551420c28214203786b25573fed60767
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.294		b0b78c28fd06753941912cf73d2d87e3c7bf3f64
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.295		df5fa81705f02902985300f972febf19e80293f6
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.296		d38da8317f3c729c60eea0fff27f0540fa5e69d5
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.297		ae4bc7579dd5693642536fe251bd599d04adf3d0
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.298		3280b422e40f57ff6060b98c97155d109223449a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.299		b8164c0946014080b99555b877ff3e8630f7ecfd
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.300		5996107fc27e7bac6b320d7e791b09502be4a8d9
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.301		c5002cf60c63829e5dde2a94b12c4c192dfb100b
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.302		1044eb156019f2076934d2261e30456ca0267b71
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.303		b4255fd7b6c2a53ca594aa39c76a90398ab0fdfc
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.304		7220862d45c69e6c1f8003fa2a29e7ba5726da62
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.305		cec1b25dc79eb270f1d506a7d1cef1e5685903ce
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.306		fc99d7d0c67ff5b3d433c1f2472b58b2dced26f9
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.307		1c30c21c1ed152ccb8262beb22710c93f02f6e31
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.308		38d89a885cbfa005a77fcdbeb9200d5c4608a76a
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.309		eceeaf7032fefacabb672d231c22edc15ffa5d8c
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.310		71b2e1282da76ce951721b7201da8e7649881954
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.311		8871b521cd11bd28193716b9b1132e4bda6629b9
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.312		570d65ce17b8bb54b9f1dbe99ebb8a480a359613
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.313		a211585d1c9f08738f8061ceac381902e5731f55
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.314		5320828d070d8882dd7ea694c694cb7b6cc09fa4
com.amazonaws	aws-java-sdk-amplifyuibuilder	1.12.315		1da7f8be878c7eb3885bc808aac1b6cbd58ca0b8
