biz.aydin.library.uistate-extension	processor	1.0.0		9f89669df86b2386bbf65c5bec4a7040350cd418
io.github.jbwheatley	pact4s-models_2.12	0.10.0		c0b49c947347d1872f7ee8a8ce6a250229761dd2
io.github.jbwheatley	pact4s-models_2.12	0.10.0-java8		f6e1f0234fc135521b8a00f8a8254b1509641e5d
io.github.jbwheatley	pact4s-models_2.12	0.10.1-java8		d5e1a6edc495756c340a8dcc120dcc702701907d
io.github.jbwheatley	pact4s-models_2.12	0.11.0		85500bb50c68c6368c3de2ede71b3b8bc95961f2
io.github.jbwheatley	pact4s-models_2.12	0.11.0-java8		1f897ee8658279d76b91aa366b2f1a296fc86fae
io.github.jbwheatley	pact4s-models_2.12	0.11.1		7324cf556d5c3bf04628f55e18a1aacc8a7b70f3
io.github.jbwheatley	pact4s-models_2.12	0.11.2		ac8bc30a89344e3f09e65bcaacf69873123d7712
io.github.jbwheatley	pact4s-models_2.12	0.11.2-java8		1ecd47a3938eeaaae67af9a8065806babfc1a8f6
io.github.jbwheatley	pact4s-models_2.12	0.12.0		d4744b286e0d04260bf3073927c06b45731b3879
io.github.jbwheatley	pact4s-models_2.12	0.12.1		25b557c018ba22b91ddcb5c64c1acbde754bd797
io.github.jbwheatley	pact4s-models_2.12	0.13.0		2c2d783ef6387abc8a5949644890b6fe37f569eb
io.github.jbwheatley	pact4s-models_2.12	0.13.1		47bdc3ee60b668ac2deb1696ecdc609c4dd86e15
io.github.jbwheatley	pact4s-models_2.12	0.13.2		95db584bccd0fe3e660280574b30838caa422e1e
io.github.jbwheatley	pact4s-models_2.12	0.13.3		f794d5460ac25bd3d19b82018fc03c2c3641cbb8
io.github.jbwheatley	pact4s-models_2.12	0.14.0		179ecf455c583504aa224b4d0326bde4f734e9b0
io.github.jbwheatley	pact4s-models_2.12	0.15.0		d415f0c9dd65e1d825eb7ea4c9a6e339a4b11442
io.github.jbwheatley	pact4s-models_2.12	0.15.1		e7f401bbc31b1ecf28e71d45ba330bf914e07a48
io.github.jbwheatley	pact4s-models_2.12	0.15.2		8ca2129d324beffb992ae5d9c5303082cf092393
io.github.jbwheatley	pact4s-models_2.12	0.16.0		6e07931f13c8267da894d1cf0709978df350d7e2
io.github.jbwheatley	pact4s-models_2.12	0.16.1		65d8fbcadbf3aed55a00b3eb73334a4293641386
io.github.jbwheatley	pact4s-models_2.12	0.6.0		5289486627e188cfd8a2a46f8d5d9cb0ef8f12c0
io.github.jbwheatley	pact4s-models_2.12	0.6.0-java8		821783de5da1424e34b469cace349e684b29d382
io.github.jbwheatley	pact4s-models_2.12	0.7.0		527c5ed6b90b093b91d38693d344ab9b6ef998bd
io.github.jbwheatley	pact4s-models_2.12	0.7.0-java8		9fb51bdcb33bec97ee59ec0d781e455b227f26a0
io.github.jbwheatley	pact4s-models_2.12	0.8.0		7e080b61fa8c625e68c6e1fdb702deb7d6ba61cf
io.github.jbwheatley	pact4s-models_2.12	0.8.0-java8		5c5496f8a2eb92ced2dae6a9b50647851a120103
io.github.jbwheatley	pact4s-models_2.12	0.9.0		f4ca68904413d926a9ff7dd9f279eac9e4b5ae13
io.github.jbwheatley	pact4s-models_2.12	0.9.0-java8		d8668d11ba8329b172398a23dc8df5d7418fe365
io.github.kjens93.cs5200.hw4	messages-common	1.0.0		4da508fa6145d8be5a67ac3cfdd0b64d42834f5f
io.github.kjens93.cs5200.hw4	messages-common	1.1.0		c34b5528f22f151de2bed34da77c11127ba98ddd
io.github.kjens93.cs5200.hw4	messages-common	1.1.1		8f9050f0931d9e02688f832fd4dfb52ed4248215
io.github.lyxnx.compose.pine	pine-progressindicators-macosarm64	1.0.2		N/A
io.github.lyxnx.compose.pine	pine-progressindicators-macosarm64	1.0.2	metadata	1ac2215a3f4f9a88adf1341d463aa777382742d9
io.github.lyxnx.compose.pine	pine-progressindicators-macosarm64	1.0.3		N/A
io.github.lyxnx.compose.pine	pine-progressindicators-macosarm64	1.0.3	metadata	273f34907ca2784dafe8061887b02247f276d6fe
io.github.p-org.solvers	abc	1.0.0		6be4e8a2809a20d4b5545fc5477c790065921da9
io.github.p-org.solvers	abc	1.0.0-v1		8dccda5225bdfbf1585f43e13d13de256d75bfb8
io.github.p-org.solvers	abc	1.0.1		bacad86f1427aabc3a3de9c562b8201b133f3e5b
io.github.p-org.solvers	abc	1.0.1-v1		eb9693dd160522e59b789aba5a103c101297bd74
io.github.p-org.solvers	abc	1.0.1-v3		df9969ee8ef681951b8ce14ef70b17a73e767273
io.github.p-org.solvers	abc	1.0.1-v5		df9969ee8ef681951b8ce14ef70b17a73e767273
io.github.photowey	nacos-property-refresher-spring-boot-starter	1.0.0		N/A
io.github.photowey	nacos-property-refresher-spring-boot-starter	1.1.0		N/A
io.github.vigoo	zio-aws-inspector2_2.13	3.17.102.4		928254eca4757c2fe4449d9f37a8c5cae17b7131
io.github.vigoo	zio-aws-inspector2_2.13	3.17.102.5		b8c2d76146c90b5fa5f3361766cd1297e109fd83
io.github.vigoo	zio-aws-inspector2_2.13	3.17.102.6		01e489437718d60287ed5f856fff685bdcef3583
io.github.vigoo	zio-aws-inspector2_2.13	3.17.103.1		05bbca302b76d436d2cf3e3ff0ade6cbac7d1076
io.github.vigoo	zio-aws-inspector2_2.13	3.17.104.1		1be6a56739f1f2e0439b2285a7a23bda2c011b25
io.github.vigoo	zio-aws-inspector2_2.13	3.17.104.2		73506e55dc9bfad26149a3f42794cc3c4a177466
io.github.vigoo	zio-aws-inspector2_2.13	3.17.104.3		094218ee99f0c6de3e34f6d36f972cfd9a698ea8
io.github.vigoo	zio-aws-inspector2_2.13	3.17.104.4		d47893cec9d6d1dfb729110f24969509da869d79
io.github.vigoo	zio-aws-inspector2_2.13	3.17.104.5		7e56c944ca58e856102001a1d3041ebb6cb50e6e
io.github.vigoo	zio-aws-inspector2_2.13	3.17.104.7		b9e11184f1c31201ed90528f91ab9c83b05ea1c9
io.github.vigoo	zio-aws-inspector2_2.13	4.17.104.1		ba14a57c247669c679b70c430dfdaec9077d122b
io.github.vigoo	zio-aws-inspector2_2.13	4.17.104.2		8566ac34455149203927dc4994c4c41195f095bf
io.github.vigoo	zio-aws-inspector2_2.13	4.17.280.4		7000ff2a028fd8b7f7fa5e1d41ec7d08ceb45efb
io.infinitic	infinitic-client	0.1.0		8c289b0565369e2935cb5a430cc207db421dded7
io.infinitic	infinitic-client	0.10.0		ec52322600f25333771080fe23c389300d1bb372
io.infinitic	infinitic-client	0.11.0		3b2ce43e772db3ca7b432a24fa24aaef363c6a75
io.infinitic	infinitic-client	0.11.1		d1daa9493be3df1eb503a747ea93f52d6c16ec78
io.infinitic	infinitic-client	0.11.2		88786c9a7ef603544cfe2770d685570518703ab8
io.infinitic	infinitic-client	0.11.3		dac0b2cc2605f714d433a970cbb7c30ee78a31a8
io.infinitic	infinitic-client	0.11.4		a12d6f6d23aa8999506e12a7c860e648eff083ae
io.infinitic	infinitic-client	0.11.5		97266f9b1d31f7000dd9c23d934aa353c5d59fcd
io.infinitic	infinitic-client	0.11.6		cb6f3f72201070826a72827dd57b26cda8eb2285
io.infinitic	infinitic-client	0.11.7		cddb4c68df00294a4b8f0681b3dcd9d4fd5ed3bd
io.infinitic	infinitic-client	0.12.0		53e509c6484e130d2c10417cb4aea4d7cf0a23ee
io.infinitic	infinitic-client	0.12.1		871e35afd58e8f47068b8c6ce58a5dfdfb146644
io.infinitic	infinitic-client	0.12.2		dd6e1ed4242bd85a72139fa84388e6fc42a39142
io.infinitic	infinitic-client	0.12.3		ee41b9187270b4df96bd0caec10965d794f0587c
io.infinitic	infinitic-client	0.13.0		0261a1c6cf5a4189c4071163a8eea1f6352ebda5
io.infinitic	infinitic-client	0.13.1		3b37118a7d89d642948ee476e9bde515b09c7fed
io.infinitic	infinitic-client	0.13.2		98ecf6bf6bd6c7a638b9f14078adbf89a8a06dfc
io.infinitic	infinitic-client	0.13.3		189992fc0c0ae571dfa29d7589dc19af88c30e2c
io.infinitic	infinitic-client	0.14.0		c123029f80559e1bf320fabc351e407ac0a462e9
io.infinitic	infinitic-client	0.14.1		9b897de264d1bdf6379270952fc3136a97cf78e8
io.infinitic	infinitic-client	0.15.0		f2cfe482260c8110d28fd7774866c58f900c399e
io.infinitic	infinitic-client	0.16.0		9b1e7109cecce948852a1bc718f73528421b67d7
io.infinitic	infinitic-client	0.16.1		6008f6e07eb2a025487dcaf8a2b480c724ab4c46
io.infinitic	infinitic-client	0.16.2		534fc2786bc340e1dbea6822d5bda5f775746559
io.infinitic	infinitic-client	0.16.3		bf621bbe010a22a8b8e1cf6b140f97a966df4bb1
io.infinitic	infinitic-client	0.16.4		10a84f70454b8f0e8f38cf0efb7354113a5524bb
io.infinitic	infinitic-client	0.17.0		7cbc4a4ff3481a7aa503adbc7d306c9a0e1bb569
io.infinitic	infinitic-client	0.17.1		88c98fbc2f7b7e46db6976117e9fa91b35d01e1a
io.infinitic	infinitic-client	0.18.0		fbdbce312c0f37a043e65f50cc24cf59718fc8ba
io.infinitic	infinitic-client	0.2.0		5e5747f39ad14e76dfbd3c04feb21d1c0520585a
io.infinitic	infinitic-client	0.2.1		714f6ad89ccadbac498706b9439828a408592adc
io.infinitic	infinitic-client	0.3.0		583835138760d71a2bc3ab6308cdbb4f6f82412c
io.infinitic	infinitic-client	0.4.0		681913b3610bd5488d813dd5d7bf221f43ed882a
io.infinitic	infinitic-client	0.4.1		74a708f8abb3a8e37d2c1c0a18ad589b850162fd
io.infinitic	infinitic-client	0.4.2		ca24edffad12d8a5ebd591082b98f8c0976b7551
io.infinitic	infinitic-client	0.4.3		516240241fa1f2fd1004e562f97961f9265d0fbb
io.infinitic	infinitic-client	0.5.0		f861b46aa902a48a86fb98ae8879de5d960a5839
io.infinitic	infinitic-client	0.6.0		4d53c9672e3676e6070a539e8d7d5770393b8676
io.infinitic	infinitic-client	0.6.1		4fcbc0c59d405df17ad40e00e43a5e627a2b524e
io.infinitic	infinitic-client	0.6.2		43295ed7d4a7a9d1c6686f171e8a76a6ee00135f
io.infinitic	infinitic-client	0.6.3		6ab749bd8155406b306f663a57fd1429e1077e50
io.infinitic	infinitic-client	0.6.4		84e9fa9b69ded080f727cd761ecab463584d0b5b
io.infinitic	infinitic-client	0.6.5		793fc54f917f48685c91ede2c01215ec2c197202
io.infinitic	infinitic-client	0.7.0		f82dcec985120e4141c00c4702bc2ea90c9cf89d
io.infinitic	infinitic-client	0.7.1		327bc2421094f1184ba3c7e8f82ab83c25470574
io.infinitic	infinitic-client	0.7.2		5fd61863ab192d736c77429cba527679bba47da6
io.infinitic	infinitic-client	0.7.3		a0d1a95bd884e8870b26152ae5d2b079520a0bf9
io.infinitic	infinitic-client	0.7.4		f5a4a14e6c5cdce59eb7a1179c2650d00c38ddd8
io.infinitic	infinitic-client	0.8.0		0b3c798fc7fafa4a6c5f7900b483b4a5a398a96d
io.infinitic	infinitic-client	0.8.1		0f97c684a93ffa276c925cbefb41855d1df70652
io.infinitic	infinitic-client	0.8.2		4e6e95243cb4498dafc798e0a244df9e3d129b5e
io.infinitic	infinitic-client	0.8.3		098827b0030df03ac33b22d5f7cbace4b0a22772
io.infinitic	infinitic-client	0.9.0		2005c300a0f27cc82ff1c18f565735f69382c7fa
io.infinitic	infinitic-client	0.9.1		3c529c02cb4de207b903cf3b4bbbe700e093f67f
io.infinitic	infinitic-client	0.9.10		268c91cc41cb1b2a48bca18a99b739800d8993aa
io.infinitic	infinitic-client	0.9.11		ba1b19958de910b5fdcbf3945309a9a05b824449
io.infinitic	infinitic-client	0.9.12		347a70627462c45b4966c82927b82b6ba25c5cd9
io.infinitic	infinitic-client	0.9.2		6847329da414ad8f6cd8a54e611cb6b95acccd15
io.infinitic	infinitic-client	0.9.3		a5a346be16db6386ae03feb7bbce5bf4314ae126
io.infinitic	infinitic-client	0.9.4		19e46c0cef0ab001d5387238b1f5ad25e2be5e19
io.infinitic	infinitic-client	0.9.5		faf8f6fe74738657fbbc5a90654df7bba7ee6922
io.infinitic	infinitic-client	0.9.6		e4385944580e4585b8e887cebebbbe72c46214f5
io.infinitic	infinitic-client	0.9.7		7485b62d482ea49dd9f7ec067e73b6da657a7ed5
io.infinitic	infinitic-client	0.9.8		947c9d81180cf53d1b52661baeb385ab7b172ed5
io.infinitic	infinitic-client	0.9.9		9f67e9095528afce92976897a99b849c1cdfa5ed
io.joynr.android.common	discovery-common	1.21.5		ca0a8d6a9e56f14c3c1420f833b4141595ee4317
io.joynr.android.common	discovery-common	1.21.6		168d7df562b8d13b3200fa112ac12609778bdfc3
io.joynr.android.common	discovery-common	1.21.7		c468e82a6cc5622957e87580a38d7764933d9968
io.joynr.android.common	discovery-common	1.21.7.1		2f373853cbb5a83ca652e4a0a5170d63919d6efb
io.joynr.android.common	discovery-common	1.21.9		e48d2cfa467e151cdc0e2b31abf61c8596f2619e
io.joynr.android.common	discovery-common	1.21.9.1		528124569ca29f7848c5c41d7fe6ca94b35f345a
io.joynr.android.common	discovery-common	1.22.0		2c335ac168b5b53a2642a8dc7a4b6e4d83c29055
io.joynr.android.common	discovery-common	1.23.0		d609c759f412f796fa73515f6c87097d72cf4721
io.joynr.android.common	discovery-common	1.23.0.1		61099f92ad818305b4491e9ba464e27f222ee545
io.joynr.android.common	discovery-common	1.23.1		1353714a1b1fd811d5794923337a18b2ac0e42f9
io.joynr.android.common	discovery-common	1.23.1.1		b95ac5c3ec8a7b290efbab00963132880f969528
io.joynr.android.common	discovery-common	1.23.1.2		2f61e44cb54d7107e9e67da0bcb9615b1e964746
io.joynr.android.common	discovery-common	1.24.0		faddbfc56c4bc802989ed767ae771eab4d6bf140
io.joynr.android.common	discovery-common	1.24.0.1		1843083f6c51f14e9a76c1bfea45b2dc3961763e
io.joynr.android.common	discovery-common	1.24.2		daffd279c4fddbd2e8ff16347bed12b613967267
io.joynr.android.common	discovery-common	1.24.2.1		e20f6d5f0bcefbbc75e5adbec4d5ec3fa809c1c4
io.joynr.android.common	discovery-common	1.24.2.2		75e7d7a2c111c28e0f7991f63c0c5b19a4aba3b8
io.joynr.android.common	discovery-common	1.24.3		5584515378ac04aab5f91a15a648b4143941c6e1
io.joynr.android.common	discovery-common	1.24.4		6c0e756a08f8a6ccf03a46599721f1fa87dc45ee
io.joynr.android.common	discovery-common	1.25.0		02f448296a186cea83bcc09e2737ab771d9ffd1e
io.joynr.android.common	discovery-common	1.25.2		e9d42e401b0ceb37f511869f0dabbe50e5bd7608
io.joynr.android.common	discovery-common	1.26.0		0af324b424b9e3e3fd22a019acc5299c80f5c902
io.quarkiverse.resteasy-problem	quarkus-resteasy-problem-parent	3.14.0		N/A
io.quarkiverse.resteasy-problem	quarkus-resteasy-problem-parent	3.15.0		N/A
io.quarkiverse.resteasy-problem	quarkus-resteasy-problem-parent	3.19.0		N/A
io.quarkiverse.resteasy-problem	quarkus-resteasy-problem-parent	3.20.0		N/A
io.quarkiverse.resteasy-problem	quarkus-resteasy-problem-parent	3.20.1		N/A
io.quarkiverse.resteasy-problem	quarkus-resteasy-problem-parent	3.9.2		N/A
io.skullabs.trip	trip-integration-tests	1.2.2		40954142986661eb2aeb64fb4cb1e9645afc621b
io.skullabs.trip	trip-integration-tests	1.2.3		b5eb8d3e22fb80d0ddc75dfd08d3f0287b6935db
io.skullabs.trip	trip-integration-tests	1.2.4		e956956edbfb15132fda524826aab74d7021f92c
io.skullabs.trip	trip-integration-tests	2.0.0		665ff61fcd5e0cfa1def240805602d31ad83ef71
io.skullabs.trip	trip-integration-tests	2.0.1		7ab6378a91fb8ffebb4cf6db42ac85622f67d4a8
io.skullabs.trip	trip-integration-tests	2.0.2		ccc5009c76003968a538b4177b768e8dcc0fe9ac
io.skullabs.trip	trip-integration-tests	2.1.0		1a0cae1903c5d9ec1347811a409f4aee957ede70
io.sphere.sdk.jvm	sphere-models	1.0.0-M13		b760b83e0cb8cd9ceba33c6e0dcc56284be9e2df
io.sphere.sdk.jvm	sphere-models	1.0.0-M14		f89a5d2ae4af7656d32b6a47c9d6163d0434b057
io.sphere.sdk.jvm	sphere-models	1.0.0-M15		c394255e1822fb3c143c68190e41d2da8ae82e63
io.sphere.sdk.jvm	sphere-models	1.0.0-M16		147b0f86f78ffd47c8f52b788075a3ee76dc5924
io.sphere.sdk.jvm	sphere-models	1.0.0-M17		4f53ee8d66206dfbdf5b34d2b2112466d7ef4f9d
io.sphere.sdk.jvm	sphere-models	1.0.0-M18		e2aa5869603b47e027d3280fe8874d706679346a
io.sphere.sdk.jvm	sphere-models	1.0.0-M19		388fd1d4db8dfd832011751512f36ce5f3e86797
io.sphere.sdk.jvm	sphere-models	1.0.0-M20		20f8fa0a27d162d1447093768f428e21bf86660d
io.sphere.sdk.jvm	sphere-models	1.0.0-M21		c6fa44a7bdaa5be100c0bbd470408ca351b97712
io.sphere.sdk.jvm	sphere-models	1.0.0-M21-SNAPSHOT-fix-821		190308bff3fb63448d7d3a4038def23a00b3f79a
io.sphere.sdk.jvm	sphere-models	1.0.0-M22		08e9d4b4ff82e33540860e35b390f8890aed8a3e
io.sphere.sdk.jvm	sphere-models	1.0.0-M23		5eda64e3589733398df2fbad3f170b078ea34fb2
io.sphere.sdk.jvm	sphere-models	1.0.0-M24		935276e85cdfd95fe4a407babd3312943a665b93
io.sphere.sdk.jvm	sphere-models	1.0.0-M25		ba96c38d5611206c23d92423c5f8a913d2300806
io.sphere.sdk.jvm	sphere-models	1.0.0-M26		9531969f88980c3e3927647e2f1f24beb9bc4e7a
mil.navy.spawar.soaf	soaf-distribution-assembly	1.0.0		N/A
mil.navy.spawar.soaf	soaf-distribution-assembly	1.0.1		N/A
mil.navy.spawar.soaf	soaf-distribution-assembly	1.0.2		N/A
mil.navy.spawar.soaf	soaf-distribution-assembly	1.0.3		N/A
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.0.0		0ea1b5a6518629d6805176ba2d1c2d092eb7dc8c
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.1.0		f853bdd87bcac8bfc2c6fee64cdfc3745276cc92
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.10.0		2117e895112739f75ff946f32299833ccf09e144
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.10.1		4bfb201b05d7e119630f963bafcff87d1779e97a
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.10.2		d1b34145be23619fcf988a22f30c1cb123418bc2
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.10.3		0d92256c4a7ad8a7bce48e150ee5f9fd5b29cffb
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.10.5		6f8e703e341172af11a19b4ca2b65b4984b8b019
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.10.7		3315c08a1a3c4d66b3a4b6fa70fce6205912d6bd
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.10.8		38b82afefa748bf902e1a17330f47ff562ed8ea2
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.10.9		13fed995609d71a3ac22e7cb57dbde61dee8bc0b
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.11.0		4b6f169e785a489ea5a804e3b7b9ed60cca8d356
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.11.1		5ce53cc5a9a912b03ea41767654bb715e2abba2d
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.2.0		5fdfe2694371d84c4d9293d01012afeeac4a5b85
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.3.0		f258d1f77c8f62b81bc2bf7a29d02b42fb8ef533
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.4.0		f553e894ca8f7a7466af9bb12f9679492ae1fbdc
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.4.1		e3616e3c3a845f1fe5237684c858fec96c9701c8
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.4.2		89d82e81c5188ef973929011cd8de0ed0e4ca4bd
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.0		8a250e9d60cb0c2be502c0394be0acd6784bb72e
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.1		56b6f68dc011cbb7dcdfbe1c1289ba71086581d6
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.10		3040dbd99ddafb8003e21dd9794900cdc0f630d6
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.2		d97d0e4685ea638e51abc2a5922103b50b75302a
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.3		2d842bf9d30da12ccafc7a53cec1f010575321fa
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.4		43b423e28f76e0af7f488d9eca9bae687531d0f4
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.5		434927527f703d1d41be00534c517c38a60c7125
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.6		4151c8481290c4347c6cace2ebca90ed6c8364be
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.7		f4ead7a11d80dc5a21a38eb223655c537020bcd5
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.8		54a49244b0ad5534feacd7dfaf684a9afa1694af
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.5.9		91ecbbe77622d35088eb9669dc6cec4326e58cd0
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.6.0		621eafbaf7110e5946b0ced8281d7ebe5d961412
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.7.0		62706447ca3894fb18a0bb64c52f0db8ad600c24
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.7.1		7e97a5dd243b21ab75dee7dd02b7ece25790eafc
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.8.0		ad23c54ba3394579ebf35c28c89086a7a8be3650
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.9.0		59c4e6b9f9150b57f5b103a27a0200286ea302a6
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2024.9.1		2336016598193e4b894fcc5544388a14197c9113
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2025.0.0		90f4bdd7adab1667fdd81601d6e283a26ef838fa
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2025.0.1		80c998013df444bc3ff3392d1fad16c96473ac18
net.guerlab.cloud	guerlab-cloud-lock-idempotent	2025.1.0		c7a66f2e6279e801c4879d9b8e2614d12b29623a
nl.entreco.sudoco	sudoco-solver	1.0.0		N/A
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.0.1		2e3b83e74a591017dffd94d60e128610e7594ddf
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.0.2		a666f20fb332078f8e12d58fd2eb32360a0a5737
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.0		bcd16a3df2fe526c9973ab2485b8a6e90ca3d890
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.1		88389fbbc5d28dd0b9b146df948134968882c704
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.10		c70067e5bd418716088435c683b7ed39fe8bc074
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.11		2340fc781d2c128bc6bdc207aeec8d944da08948
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.12		46e9479a96c59cf8188795f4f16401b5fa91e5bf
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.13		73ee27ed9874a709f298e706a0e526cf7a69fe6e
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.14		0c01c324b9811c766b4bf1727536dbf788998160
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.15		1d67765ae01cf333d5386fee15080ac6e56b209f
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.16		1abcd8cb4b27f3246a041b8bc5820a4e6df0eb82
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.17		006d6cab27ef608d23fecddfd8ff142cbd72a294
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.18		7c46f9c2c734ed5733c76dd8242794a4cf5e6c5a
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.19		72c2088f6e1efdb0cada0ebc67a92eaa00dba9aa
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.2		121ac168f97ea06d7791ae5ab4b6236b68cace62
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.20		4040d5fe0c001fb76882092c218f748c07d819f8
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.22		8df9d44e1b2203ee5664f8a336af30834265bb04
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.23		e5c7c9f7a8e1a660f98cb4d48f3dea52ead6c199
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.24		97ea7f7042cad59e8e8f2f77f918b77c5d033ab7
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.25		4aba2ea21afe4746152ef47d93ba0634ea5f4aac
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.4		590b213e973277b43103bdc081cae3555f376e7a
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.5		c153d016e8e043fb9bdb1e5d24a2df232df1c1b0
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.6		d190046056b77307ad54fb012118fd2c6ca26954
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.7		56c8ad536c8c661b39629ad7524788e5c407b009
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.8		cb866b61a73616f08f7c9cc8a853c3ad0e801793
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.1.9		88f8a6258b4e5e578d5666e58d9967742b2d08ec
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.2.0		3c4ee27d54bcf79629121dce6c0c2c228e04d6f6
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.2.0.beta1		da8d35b5870a8d6e2c109a50d6994c474bfde4e1
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.2.0.beta2		b063d195b4d3ea0571a4aef0453650bb679ac30c
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.2.0.beta3		140eb87cc01b8b720dbe52d02391fa4172021869
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.2.0.beta4		22f53115be62e52c6871e369e4f25cd43c30f3b5
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.2.0.beta5		918efad4c8e7590fcb2339987d1eb3a88589ca51
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.2.0.beta6		6bb8402e0e2924c2954caef2c785a8bc78d43572
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.2.1		6ff344132bb41a74ad497f07260b48de289a8942
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	1.2.2		066a49f84a9df2f72e3a81d150806bc702e0128f
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	3.0.0		6e87ee58af681d92517940350de78f3d68029d6f
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	3.0.0-alpha1		e40477476768a65f326be04c6c16c96494ce5ffc
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	3.0.0-alpha10		2031b60d2c5251a96d3e5526f4bc83b725febfa3
nl.jpoint.vertx-deploy-tools	vertx-deploy-maven-plugin	3.0.0-alpha11		7dc36cf33202a1e8c2890f9b2a4c6c005ae12666
