be.objectify	deadbolt-scala_2.13.0-M5	2.7.0		1280c3eccef955fab35e7e383691ea37652dd1d7
com.amazonaws	aws-java-sdk-gamesparks	1.12.256		0d1ed759a7d84881d0bf45a81693a7e7d4cb5dc5
com.amazonaws	aws-java-sdk-gamesparks	1.12.257		601d722c55e77e5e178d06fb2d86a380dc14154b
com.amazonaws	aws-java-sdk-gamesparks	1.12.258		8e8094a6f810ad527ab79ed53fb0e9fe8e59bf34
com.amazonaws	aws-java-sdk-gamesparks	1.12.259		7c8ad3be1342299796eca7bad5cb524139c74688
com.amazonaws	aws-java-sdk-gamesparks	1.12.260		d756164ce7277d02db92fa2a3ff699dd3298064e
com.amazonaws	aws-java-sdk-gamesparks	1.12.261		a84e08619abeb43264f38f3788e3a2a573f46a21
com.amazonaws	aws-java-sdk-gamesparks	1.12.262		092b24b93d9fd0e568f0ba85c34fb2a02abc9f4f
com.amazonaws	aws-java-sdk-gamesparks	1.12.263		ea193e2734864c97c1972dd9952b4ac410843d49
com.amazonaws	aws-java-sdk-gamesparks	1.12.264		7e38306c71c6755ba097d1e0388c79de8539201c
com.amazonaws	aws-java-sdk-gamesparks	1.12.265		552dd42c1236dc58aa55d86d0b80671725d6d9b6
com.amazonaws	aws-java-sdk-gamesparks	1.12.266		1203d77e6b512dcbeb91507c4c89fee87073bf16
com.amazonaws	aws-java-sdk-gamesparks	1.12.267		848242116f350793159d87fa86effb05850ae3d7
com.amazonaws	aws-java-sdk-gamesparks	1.12.268		49238f134a45ab5e976bd1d258c427a48937519d
com.amazonaws	aws-java-sdk-gamesparks	1.12.269		fce0d43b6e8f8b39f80d78ff2737ae2013a4017b
com.amazonaws	aws-java-sdk-gamesparks	1.12.270		f1907a0a414f99ac7b245d8610ed191ddad30371
com.amazonaws	aws-java-sdk-gamesparks	1.12.271		ba90d6c1e1eea09bfa5aa010651e99009bcafd13
com.amazonaws	aws-java-sdk-gamesparks	1.12.272		0685df0d50144a51494b9362ecb9dfbfceaf71ba
com.amazonaws	aws-java-sdk-gamesparks	1.12.273		a3640172b3e82da60a3eb4625e65ff9430759a73
com.amazonaws	aws-java-sdk-gamesparks	1.12.274		fb470e2ac16eae4796b9d1928c2dd648dcbb7fdf
com.amazonaws	aws-java-sdk-gamesparks	1.12.275		73e958e3548ddf29925691e61570c4a34282b017
com.amazonaws	aws-java-sdk-gamesparks	1.12.276		6fd683e0e6ab5b3c72c4ad0e006cf5c0d86d44b5
com.amazonaws	aws-java-sdk-gamesparks	1.12.277		aa8f21e8e386866398eca68933fb3e805abbb890
com.amazonaws	aws-java-sdk-gamesparks	1.12.278		05bc64b2206fe0edff392595588ceafb4bb470a1
com.amazonaws	aws-java-sdk-gamesparks	1.12.279		8aa558307255e6e2de3434320f89c1d45939d0f4
com.amazonaws	aws-java-sdk-gamesparks	1.12.280		623858f23ebd42abb2ba0b09d7f0910909f27ba4
com.amazonaws	aws-java-sdk-gamesparks	1.12.281		31bde6825cd2d0d5b2255235cc4aee0f6e0235a5
com.amazonaws	aws-java-sdk-gamesparks	1.12.282		5e7d70624eedba27375d7abd0077da75aea3730e
com.amazonaws	aws-java-sdk-gamesparks	1.12.283		3392cb580ceb8d348e7c784959a706566aaabed0
com.amazonaws	aws-java-sdk-gamesparks	1.12.284		66cdabb6890af97d3b86c33e0ef6de8756d2cbf6
com.amazonaws	aws-java-sdk-gamesparks	1.12.285		edd727da7cec0c94cc62b7ed193ded28ccb21a99
com.amazonaws	aws-java-sdk-gamesparks	1.12.286		3012b9e29c1ffb76d14cbfaa263ecf9f792fcb3b
com.amazonaws	aws-java-sdk-gamesparks	1.12.287		c76c33d52b8495f0beaf78339e6b43d54ebca125
com.amazonaws	aws-java-sdk-gamesparks	1.12.288		e2be1dd1362892966e189424be86a74f758bbbe1
com.amazonaws	aws-java-sdk-gamesparks	1.12.289		9d24df5e7279bc12a5660667f8a84adb3132227a
com.amazonaws	aws-java-sdk-gamesparks	1.12.290		a937fec812b49d179b6cde204ebeef5dc0a3cf32
com.amazonaws	aws-java-sdk-gamesparks	1.12.291		42ff7fc96a28dd39091d2b9324564b5c1b741ed5
com.amazonaws	aws-java-sdk-gamesparks	1.12.292		c811f80d7e6bc5fb628a439f020258b44afa91d3
com.amazonaws	aws-java-sdk-gamesparks	1.12.293		c7d4281051cad13569713183cc5b8c8c30c3789e
com.amazonaws	aws-java-sdk-gamesparks	1.12.294		cb7469b34fa3df6d2456390c7bd4383686e7b89a
com.amazonaws	aws-java-sdk-gamesparks	1.12.295		ef51f6801c2dc48a9d4ca2b0177c6267de05e0c1
com.amazonaws	aws-java-sdk-gamesparks	1.12.296		6f861181627dfb819cf8f0f55607e04afabf42ac
com.amazonaws	aws-java-sdk-gamesparks	1.12.297		49c4e53e8c509b61aaef118d534a05b979266ff4
com.amazonaws	aws-java-sdk-gamesparks	1.12.298		d5af562e2c805589e73fd22047b99af0113443b3
com.amazonaws	aws-java-sdk-gamesparks	1.12.299		4a71e0dfe6a0bf22395d4fc069472ab3ac26c59b
com.amazonaws	aws-java-sdk-gamesparks	1.12.300		19f53f9e38d4c5674ce5f0487cd920abdaef6e0b
com.amazonaws	aws-java-sdk-gamesparks	1.12.301		4a34db5346c6ec16809542b8faa0cb62a0771ae6
com.amazonaws	aws-java-sdk-gamesparks	1.12.302		c2001afb98ec18420699f6a0909503ddfa5b6f8f
com.amazonaws	aws-java-sdk-gamesparks	1.12.303		52a1f16fba022ce7778d8ab9a59f394c6c19d2ed
com.amazonaws	aws-java-sdk-gamesparks	1.12.304		39d01a4c3884981562c0e5e94a3ad1013a5323f2
com.amazonaws	aws-java-sdk-gamesparks	1.12.305		fc8e55175f4e82827282037b19675a92d41f4478
com.amazonaws	aws-java-sdk-gamesparks	1.12.306		d19b6272e9a5791f45af6ed7683d1022d6f3af11
com.amazonaws	aws-java-sdk-gamesparks	1.12.307		5916731d19ff1190c60c39b7badbed8d1f783572
com.amazonaws	aws-java-sdk-gamesparks	1.12.308		fa79477bd1c3dca7d8477b237923c8db6d34a272
com.amazonaws	aws-java-sdk-gamesparks	1.12.309		7718b42887b57eec00f1c4daef737ad2bbe6507a
com.amazonaws	aws-java-sdk-gamesparks	1.12.310		cb71343bec236eac2dc53e627c93275e4958731e
com.amazonaws	aws-java-sdk-gamesparks	1.12.311		e39742219914996a24d848809194f567345be9e0
com.amazonaws	aws-java-sdk-gamesparks	1.12.312		b134120f748edfb5910fc67746fa2ec2259fcc27
com.amazonaws	aws-java-sdk-gamesparks	1.12.313		cdede6fe50b1abb758c4d70ad04552493cbdccb2
com.amazonaws	aws-java-sdk-gamesparks	1.12.314		5a3f37dfc58b4e9b58d74f7f9e8666f29cfb95aa
com.amazonaws	aws-java-sdk-gamesparks	1.12.315		6583731009cdc53f25ce8e9468c49f35e66f0788
com.amazonaws	aws-java-sdk-gamesparks	1.12.316		fc78f1852bef09781bd2e6d55d4dcbe0f000e0f4
com.amazonaws	aws-java-sdk-gamesparks	1.12.317		8b2377b515d82cc8e0c2a6d0fc5a91b5984251f9
com.amazonaws	aws-java-sdk-gamesparks	1.12.318		53402b223ddc4344276e62571e5eac927d2d4e10
com.amazonaws	aws-java-sdk-gamesparks	1.12.319		86be2a2e32c79395553f0ef06355e8517fd84651
com.amazonaws	aws-java-sdk-gamesparks	1.12.320		0cca2be7b132bbcd96862a55e86542c1908cb696
com.amazonaws	aws-java-sdk-gamesparks	1.12.321		3a05a6b3946eb49956d546f5c8408076e6ed0ee6
com.amazonaws	aws-java-sdk-gamesparks	1.12.322		a3bdfd33899b2fa8f3ccdd2ea5008b57a07fbac0
com.amazonaws	aws-java-sdk-gamesparks	1.12.323		426ea59a9204aad91ad4300c3fa05a0c8c6901bd
com.amazonaws	aws-java-sdk-gamesparks	1.12.324		8fd678974497cef201d336b380bca9ed59cc8217
com.amazonaws	aws-java-sdk-gamesparks	1.12.325		0ebfdd48364be9a5227b7cd53ad77356df07639b
com.amazonaws	aws-java-sdk-gamesparks	1.12.326		5e93dc0f29788aae92befc18a9a3511622421f45
com.amazonaws	aws-java-sdk-gamesparks	1.12.327		4f6de73810397608a65b48a68dac1da22c581fc8
com.amazonaws	aws-java-sdk-gamesparks	1.12.328		9de5565a8026580df152a054cbfea6ef4b12f1de
com.amazonaws	aws-java-sdk-gamesparks	1.12.329		34ec490ac01389d20efedecd25b7297b46dd8e8b
com.amazonaws	aws-java-sdk-gamesparks	1.12.330		f801240d59730e2548cc98f020aad50c8c09527a
com.amazonaws	aws-java-sdk-gamesparks	1.12.331		59246ea3ccb873f51ddb3f9136abe904bfa3f566
com.amazonaws	aws-java-sdk-gamesparks	1.12.332		0fc00604adcf3723646cb04380d7fd8916f2d700
com.amazonaws	aws-java-sdk-gamesparks	1.12.333		aec9f5fdf3edb4b7fb1fe0306065b1703a44abfc
com.amazonaws	aws-java-sdk-gamesparks	1.12.334		9803406584d1b9da9cc4d55507dde2feea821708
com.amazonaws	aws-java-sdk-gamesparks	1.12.335		a495a9cda4ada24bf372a26b0d3487af1de4a170
com.amazonaws	aws-java-sdk-gamesparks	1.12.336		5d1a44135ad564ab7678f5819e2f613f057ba482
com.amazonaws	aws-java-sdk-gamesparks	1.12.337		4f2a16b4b27240d50855c6d2fe3dde5882d2c480
com.amazonaws	aws-java-sdk-gamesparks	1.12.338		df948aec0d76a57559085c4c6c191e03852ce605
com.amazonaws	aws-java-sdk-gamesparks	1.12.339		69c14e25aaced7e9966e5b49f848ee2fc02096b7
com.amazonaws	aws-java-sdk-gamesparks	1.12.340		47c98eab191fc82d7fb181bfd410e79cabe58810
com.amazonaws	aws-java-sdk-gamesparks	1.12.341		063f3fe6a538ecaf7f3b2006d3813bf4804538f5
com.amazonaws	aws-java-sdk-gamesparks	1.12.342		0b7d635923ed6dc77b7259333ad87ebca1b8ee01
com.amazonaws	aws-java-sdk-gamesparks	1.12.343		2c5b858cbff9a80db14d081ddb6574c448d90c9d
com.amazonaws	aws-java-sdk-gamesparks	1.12.344		be7b5ed2739acda2f161ce10e4d311b0257f5aec
com.amazonaws	aws-java-sdk-gamesparks	1.12.345		f676328043880c20b960395a26c14b3d3e39c109
com.amazonaws	aws-java-sdk-gamesparks	1.12.346		34ce6df5b059ee58e767d8fc3a6bcbb40cb87a04
com.amazonaws	aws-java-sdk-gamesparks	1.12.347		194c49f9a9200be4f4f2dfc49d03a18bfeccbcf0
com.amazonaws	aws-java-sdk-gamesparks	1.12.348		e50a55cf4fb89e4fbf92f95152c39b99109b3fb4
com.amazonaws	aws-java-sdk-gamesparks	1.12.349		61cc7766dc364d39339fb1916d302ad6cca6d6be
com.amazonaws	aws-java-sdk-gamesparks	1.12.350		1b5b011b7880be4a4793dbf61c3fd8fed5edc27d
com.amazonaws	aws-java-sdk-gamesparks	1.12.351		b499dffde587977f5eec1c045f1cec2de3a07951
com.amazonaws	aws-java-sdk-gamesparks	1.12.352		5a1a1eef2baa9221cbaddf65e3ae353f4c5a2442
com.amazonaws	aws-java-sdk-gamesparks	1.12.353		849872894867db62e943820c2d764092600129db
com.amazonaws	aws-java-sdk-gamesparks	1.12.354		e2e04daf09486cecc3be4fbabd466d98b8644436
com.amazonaws	aws-java-sdk-gamesparks	1.12.355		ed16bcc4e6d7f5231d5961ecf96eff226b7f6677
com.amazonaws	aws-java-sdk-gamesparks	1.12.356		91b4bce93eec86c71cbe0e32c4ab4c54023caeb6
com.amazonaws	aws-java-sdk-gamesparks	1.12.357		b233d6fe0a319342f85a049fd2fd5bf9f25c7503
com.amazonaws	aws-java-sdk-gamesparks	1.12.358		d9c813d888a35a130d507e9cc7da5271f76f57f8
com.amazonaws	aws-java-sdk-gamesparks	1.12.359		b9ad7a7fe4b38cf3d4136d3554bfc19a0ad18f7f
com.amazonaws	aws-java-sdk-gamesparks	1.12.360		9d0113fb9ea1dce3e5c357f3590cb3be48b84327
com.amazonaws	aws-java-sdk-gamesparks	1.12.361		5de91dbee222e6d03db0d92a30ff1c7883d88bd9
com.amazonaws	aws-java-sdk-gamesparks	1.12.362		47d9b652bfb96b77359089a7422d62a00edbcd05
com.amazonaws	aws-java-sdk-gamesparks	1.12.363		21c6d15277bb953f1c22ff37ad2366090a8f3d5d
com.amazonaws	aws-java-sdk-gamesparks	1.12.364		c0cbfc26c50a6ee06410e9602c6ca9de82028383
com.amazonaws	aws-java-sdk-gamesparks	1.12.365		71a10c9efb660f676d9eec93c37d0fb7f2b1610c
com.amazonaws	aws-java-sdk-gamesparks	1.12.366		c51a89fe7b229124fb817b5c51dea1fa833d2e5c
com.amazonaws	aws-java-sdk-gamesparks	1.12.367		5da3cbc2b7231dd65e4eba65d0177267957fe1a3
com.amazonaws	aws-java-sdk-gamesparks	1.12.368		34939377b4d362afc5ae2d1465a85d8ad1d2636c
com.amazonaws	aws-java-sdk-gamesparks	1.12.369		86d9f85076e21d485d1e0c487f38b30b7c356164
com.amazonaws	aws-java-sdk-gamesparks	1.12.370		de047a1eea1224aecdd1a0569c45d6ed7d96b66b
com.amazonaws	aws-java-sdk-gamesparks	1.12.371		3be1b73e06cc61611b11987b2e4c4575cdcec5a7
com.amazonaws	aws-java-sdk-gamesparks	1.12.372		cdd20d8ab688181a8852eeb857362a02daeb3db6
com.amazonaws	aws-java-sdk-gamesparks	1.12.373		8bdbf083f8ef77dca902e54984bacec436f0135c
com.amazonaws	aws-java-sdk-gamesparks	1.12.374		bd165681363dc00a11fed578dddb6bbce9143b1c
com.amazonaws	aws-java-sdk-gamesparks	1.12.375		a46cabd1b44023a9ef681a75a41b2fae2c934a26
com.amazonaws	aws-java-sdk-gamesparks	1.12.376		ff68f6d3be0a2766b1d83f0535dffd68abd54b86
com.amazonaws	aws-java-sdk-gamesparks	1.12.377		63e8e307df9519fee4dfd5664e5da86cdd3ba36e
com.amazonaws	aws-java-sdk-gamesparks	1.12.378		79a47bf0707d765efb6d98b8af17d92594233a1e
com.amazonaws	aws-java-sdk-gamesparks	1.12.379		a6e926f827dfa11f4c3204bfb9faa30c355ad973
com.amazonaws	aws-java-sdk-gamesparks	1.12.380		a44662c4a9fc3fed367a37443511a16f4415f592
com.amazonaws	aws-java-sdk-gamesparks	1.12.381		e669a68e82f347f2b3bd542fd604a8a376d367e0
com.amazonaws	aws-java-sdk-gamesparks	1.12.382		2e702cb991cf9c4fd687f4235ed8718b0e070288
com.amazonaws	aws-java-sdk-gamesparks	1.12.383		7741fa916f9b7af1614140794c0b2a55fea633e8
com.amazonaws	aws-java-sdk-gamesparks	1.12.384		3bfc35ed3d4d741ae79d7dc9dd190e252709db54
com.amazonaws	aws-java-sdk-gamesparks	1.12.385		27f4ad86b8d052405f28521d633644fe7bf2be29
com.amazonaws	aws-java-sdk-gamesparks	1.12.386		b5a9e88672b3d3444835ce93e403c91cabe63001
com.amazonaws	aws-java-sdk-gamesparks	1.12.387		8dfb6df66a504f92e44b40c7fd0e7ea9172337c7
com.amazonaws	aws-java-sdk-gamesparks	1.12.388		bfbf693b6754b31d2ef14112d58d66afde0afaba
com.amazonaws	aws-java-sdk-gamesparks	1.12.389		9c2b4d060a5e206e0e608116ee35ac1cf4d58735
com.amazonaws	aws-java-sdk-gamesparks	1.12.390		cf69a53767491d8ad3ab93f69531a174b49f4591
com.amazonaws	aws-java-sdk-gamesparks	1.12.391		981f6e6176fa4809d8c6a8b5781fed66b82b7403
com.amazonaws	aws-java-sdk-gamesparks	1.12.392		ceb6ee1708062219ccf835de745206ffc7a2ec55
com.amazonaws	aws-java-sdk-gamesparks	1.12.393		a1973c79105669f031ba99c25510019822a33d31
com.amazonaws	aws-java-sdk-gamesparks	1.12.394		aa22996d88da26a1d6fd26a3f4c04814d792df98
com.amazonaws	aws-java-sdk-gamesparks	1.12.395		9292fade9641848eaea95a7c517116c370015cbf
com.amazonaws	aws-java-sdk-gamesparks	1.12.396		7e7b24576da7dd3303278b8aa3815006c65c9d2f
com.amazonaws	aws-java-sdk-gamesparks	1.12.397		272f9e76b255b7b17893c413a2ffbdbb414efc87
com.amazonaws	aws-java-sdk-gamesparks	1.12.398		fe0338f9cd43bda5942ceee8df7d80dc6fb0bf93
com.amazonaws	aws-java-sdk-gamesparks	1.12.399		c0ad1ed9318f4e7f44bd107ea1efe4f625a4208c
com.amazonaws	aws-java-sdk-gamesparks	1.12.400		9d3ad271484cfc1a5dec113e05d0f5639a84a16e
com.amazonaws	aws-java-sdk-gamesparks	1.12.401		2ea0c8fddc8c2e9d00a7151b6165fd41700264ec
com.amazonaws	aws-java-sdk-gamesparks	1.12.402		003688e7298a5c10ff9b2f0e4ece331a41a41b64
com.amazonaws	aws-java-sdk-gamesparks	1.12.403		f79fc419883782fbd1228adff1243766dc8ee2c2
com.amazonaws	aws-java-sdk-gamesparks	1.12.404		0d109ad04bd369f938c78414c8558d120d4a16f8
com.amazonaws	aws-java-sdk-gamesparks	1.12.405		4a68ba2f92d25e3ad23bbc8fa9349b55ecb8615d
com.amazonaws	aws-java-sdk-gamesparks	1.12.406		29d7cdf34c322470b00f01de92ae482158ddea2e
com.amazonaws	aws-java-sdk-gamesparks	1.12.407		44f66657b06b48f01cd5a492a3959e4589586bc8
com.amazonaws	aws-java-sdk-gamesparks	1.12.408		c6ce509dabd43c42b8f827566cc734255b3ce608
com.amazonaws	aws-java-sdk-gamesparks	1.12.409		a6a683da091d4baa1d678ec8914a036997177cc4
com.amazonaws	aws-java-sdk-gamesparks	1.12.410		9cfb9ce922264b1da42ad6e3b25c42afd0897df6
com.amazonaws	aws-java-sdk-gamesparks	1.12.411		665490d72f20186c98ecbe4959da3dd8de868210
com.amazonaws	aws-java-sdk-gamesparks	1.12.412		43280be074e0e341f0a92df687b7b42855538e73
com.amazonaws	aws-java-sdk-gamesparks	1.12.413		73bf8016ef78782bda64b43ad8987809785ff47b
com.amazonaws	aws-java-sdk-gamesparks	1.12.414		bae4fb29db5714e79ed18016f00607e2b9216fbf
com.amazonaws	aws-java-sdk-gamesparks	1.12.415		f9706c4259ab0520d0f2c352f64dacc79e7ffc09
com.amazonaws	aws-java-sdk-gamesparks	1.12.416		307da02a3e139ea35e66e95c948334728bc15d03
com.amazonaws	aws-java-sdk-gamesparks	1.12.417		3b214380295eff24422b20a87f27600a979514d5
