br.gov.frameworkdemoiselle.component.archetypes	jbehave-assertj-archetype	1.6.0-BETA2		133292412bc5f8de775565f417c658dd7b808ba2
io.github.longbridgeapp	openapi-sdk	0.2.76		653a5b74a95357044d27ce290580bec24a1dacaa
io.github.longbridgeapp	openapi-sdk	0.2.77		31f94a10b394cde63e9da1fd7206419079bd33c7
io.github.mshdabiola	model-jvm	0.0.12		43066216f83370c3ce82f1adea8b864ced4db9e2
io.github.mshdabiola	model-jvm	0.0.13		43066216f83370c3ce82f1adea8b864ced4db9e2
io.github.mshdabiola	model-jvm	0.0.14		1ae15cb36af4a44c688096fb1f2abcaec91cac65
io.github.revxrsal	lamp.bukkit	4.0.0-beta.1		3bfe85c118dc440616052b132aae03121267680f
io.github.revxrsal	lamp.bukkit	4.0.0-beta.10		36a01980915a6f8a5cbf4db18d0b153a0e82503b
io.github.revxrsal	lamp.bukkit	4.0.0-beta.11		a60078dee78ba8544d7c1817117008ff788f508a
io.github.revxrsal	lamp.bukkit	4.0.0-beta.12		c5965db4980cb024dce865532930d9cb725e7087
io.github.revxrsal	lamp.bukkit	4.0.0-beta.13		4e1c6f2383c5e128799a7ad9d224e3dbd51df498
io.github.revxrsal	lamp.bukkit	4.0.0-beta.14		54a9ef2ecb9cba66f998b7bc799c22a57d4f5fdd
io.github.revxrsal	lamp.bukkit	4.0.0-beta.15		535873dd11e9b61ceb010c91263b79afd7f559c4
io.github.revxrsal	lamp.bukkit	4.0.0-beta.16		5af0042de4a76539a918961c1d65e05421991061
io.github.revxrsal	lamp.bukkit	4.0.0-beta.17		4a6b31945987582ae641ec995d59bff74268950c
io.github.revxrsal	lamp.bukkit	4.0.0-beta.18		edc9246162bdcc4de501dda2ae87fb1916d1c606
io.github.revxrsal	lamp.bukkit	4.0.0-beta.19		da9cb9f9ac09abd74b798769e1eefed0620051e0
io.github.revxrsal	lamp.bukkit	4.0.0-beta.2		89bf67f0fa2b0cbfb6449c38e988548ad871b21e
io.github.revxrsal	lamp.bukkit	4.0.0-beta.20		339e1cc9cb638223a134f1a3737846d9381aae21
io.github.revxrsal	lamp.bukkit	4.0.0-beta.21		df394c67296ce86a335640b5221c99085094aca9
io.github.revxrsal	lamp.bukkit	4.0.0-beta.22		c12cf300466b047a41c52f57f5f011b8efaa946a
io.github.revxrsal	lamp.bukkit	4.0.0-beta.23		3d2958010b9e7459b4863de623e3db2e0eba9e33
io.github.revxrsal	lamp.bukkit	4.0.0-beta.24		c717d19a60bf042bd56076d698d6344223baf428
io.github.revxrsal	lamp.bukkit	4.0.0-beta.25		9817f30a956ceb2d6a17c54a715e179ebf5b1c9e
io.github.revxrsal	lamp.bukkit	4.0.0-beta.3		aab13ee13b6c69aa1097fb3ed2c37d61d688eafe
io.github.revxrsal	lamp.bukkit	4.0.0-beta.4		b05513c5797910f3b811f6a6e9e6e465c463f079
io.github.revxrsal	lamp.bukkit	4.0.0-beta.5		9c33b722952a22495f180d323093dc3650888847
io.github.revxrsal	lamp.bukkit	4.0.0-beta.6		857ac82577e0e47355edd717bbde7d81558bd2f3
io.github.revxrsal	lamp.bukkit	4.0.0-beta.7		8aeba4d717404dbbc7183a4f1eda7b25361a08bf
io.github.revxrsal	lamp.bukkit	4.0.0-beta.8		ab2556b1618246fbbe263421d8932ddece4cdfe0
io.github.revxrsal	lamp.bukkit	4.0.0-beta.9		d9d6fad72e5f6e8a7cceb6156d6d02824a2db7c2
io.github.revxrsal	lamp.bukkit	4.0.0-rc.1		663b4343453296af4042086db4a38e134f992097
io.github.revxrsal	lamp.bukkit	4.0.0-rc.10		b495780c31cbd5862c2745fc232dffb698516618
io.github.revxrsal	lamp.bukkit	4.0.0-rc.11		41f9f11fed4273710f0eeee8edc9fcd23ccbc4fe
io.github.revxrsal	lamp.bukkit	4.0.0-rc.12		fb7ab4bd0c9ce0357a2002f7e06d691ca6c60bf5
io.github.revxrsal	lamp.bukkit	4.0.0-rc.2		4fc3a5daba03d9cfd800e47eff4a2be38f328c71
io.github.revxrsal	lamp.bukkit	4.0.0-rc.3		8315ef022adfee35bd232ad502653b64169d664e
io.github.revxrsal	lamp.bukkit	4.0.0-rc.4		72c39fafc039e6cbcc591d6deb84254f4df33514
io.github.revxrsal	lamp.bukkit	4.0.0-rc.5		4bbf9f6cc72bedc93553f6085acf551f27af840f
io.github.revxrsal	lamp.bukkit	4.0.0-rc.6		f4ac6285bf1fedf5c389b564bbb8fc8b592f91b6
io.github.revxrsal	lamp.bukkit	4.0.0-rc.7		9282342a53bdd9fecfd8a0b3271e378cc6e9638a
io.github.revxrsal	lamp.bukkit	4.0.0-rc.8		5ef0a9d111a30e33837baeda7b25e65384b37f7a
io.github.revxrsal	lamp.bukkit	4.0.0-rc.9		696a0cb7cf6838130b4d5fc7bacf3d1ec3fea0cf
io.github.sagifogel	proptics-law_2.13	0.1.0		37f03ae1c8f91b3e5050bca7af880cd43c1a2bf5
io.github.sagifogel	proptics-law_2.13	0.2.0		446060ea262ad12bb16324b6590ccfe56d404373
io.github.sagifogel	proptics-law_2.13	0.2.1		d4dcab2367563a08ba4674f6f4a48204a69c9c22
io.github.sagifogel	proptics-law_2.13	0.3.0		17bdc1c181654fd998c56943e3efdeba00728859
io.github.sagifogel	proptics-law_2.13	0.3.1		cf4fc60aca36c4d38c991ee869ad218d7aaaf396
io.github.sagifogel	proptics-law_2.13	0.3.2		5a2686d03afb7cbf023973b1849a1b30596afd62
io.github.sagifogel	proptics-law_2.13	0.3.4		cefd01afc20f07f9f58ab0b0c1abbbefea53b18f
io.github.sagifogel	proptics-law_2.13	0.4.0		8041a2b90021afce674c8358e818ee92ad50c642
io.github.sagifogel	proptics-law_2.13	0.4.1		61952db729e652c1b5f1d7b042cba19d4a529653
io.github.sagifogel	proptics-law_2.13	0.4.2		6eb579defb2c8ab3530362f35d5cb946d68c2754
io.github.sagifogel	proptics-law_2.13	0.4.3		90e996ddc2ab69771137dc250f578269439a7482
io.github.sagifogel	proptics-law_2.13	0.5.0		3988714a7c5f6a5a5759c8ae2179de5dadbb1f6b
io.github.sagifogel	proptics-law_2.13	0.5.1		466a3261fa80b9d6bbc1fc7f70539c61c3510d9e
io.github.sagifogel	proptics-law_2.13	0.5.2		6ded7253ed72e84340504fa1e7956a05cedbd6db
io.github.shaohuizhe	rpc	10.0.0		c3c39e19991ec741d1b9b1677a6f568b6a58cfd9
io.github.shaohuizhe	rpc	10.0.1		1e43e53e787247ce057b28d665db6afa915cf2ca
io.github.shaohuizhe	rpc	10.0.2		a4acd0c6029a7d6b541b110fc9a34717d882b46c
io.github.shaohuizhe	rpc	10.0.3		a02a8e8c63ae2b46ed558e3bf18353e9137468e7
io.github.shaohuizhe	rpc	10.1.0		95e267529478cb2a7fbca1a1668e22919655de0f
io.github.shaohuizhe	rpc	10.1.1		b22e79cb335b07fdbf5dbe51f21a6dd5c6a49b7e
io.github.xn32	json5k-macosx64	0.3.0		N/A
io.github.xn32	json5k-macosx64	0.3.0	metadata	94e5476f4d96111286df6ea9b1ab44c098d58d4e
io.klogging	hexagonkt-klogging-adapter	0.5.10		ca9c72175e1b9372c5897c15ab696ab010c30566
io.klogging	hexagonkt-klogging-adapter	0.5.11		206fe70fa6acce3d4cda9a0d9428151b109afac1
io.klogging	hexagonkt-klogging-adapter	0.5.13		ebce37c3c598e3aaa3d478cb61f645ef794910e7
io.klogging	hexagonkt-klogging-adapter	0.5.14		a4601ec27ffbfaad0c5d6c7923a6d4374d8c9503
io.klogging	hexagonkt-klogging-adapter	0.5.5		69e614cfa996484c16bfbd747519e0b7c9bc3b39
io.klogging	hexagonkt-klogging-adapter	0.5.6		5ac3a8b4e04f17e7b5e5851a772ce027daf2558e
io.klogging	hexagonkt-klogging-adapter	0.5.7		684bd6ebe606726bba90e16ec29fb26664ea318b
io.klogging	hexagonkt-klogging-adapter	0.5.8		5c23878590d9914d3a8ce468ce47a1bd65e4ebc7
io.klogging	hexagonkt-klogging-adapter	0.5.9		632241b614310d19b906d2cbf929e9d9e1d03e96
io.klogging	hexagonkt-klogging-adapter	0.6.0		083a8f921c7d824395cfb0c1607e21fd992de126
io.klogging	hexagonkt-klogging-adapter	0.6.1		9409ada2d8aa35503e34c763bd00d6001313ee77
io.klogging	hexagonkt-klogging-adapter	0.7.0		ef166797a888aed712b401dee6167bff8f6fbc17
io.klogging	hexagonkt-klogging-adapter	0.7.1		37bc9191c1dec0f196242b737c38145bb74bf767
io.klogging	hexagonkt-klogging-adapter	0.7.2		e57ec9265159221a87a4e1cad757a109e25a2ac2
io.klogging	hexagonkt-klogging-adapter	0.7.3		b94ac10ab83edddb896fda7309b3288cbdd5e309
io.klogging	hexagonkt-klogging-adapter	0.8.0		4cfe319db13a3cbc5268b647d3442db4d10ba63d
io.klogging	hexagonkt-klogging-adapter	0.9.0		e74ae56e8b8b229f75a1c76ce5a29854544cf01e
io.klogging	hexagonkt-klogging-adapter	0.9.1		568342139f812b84d41401b32bfb1d247fd447ae
io.klogging	hexagonkt-klogging-adapter	0.9.2		83d4c5ef55860c8fe2537f811b522425da80c13f
io.klogging	hexagonkt-klogging-adapter	0.9.3		b22f444567bcb5dc13d631b7ab7b82def462cd91
io.klogging	hexagonkt-klogging-adapter	0.9.4		cfcce041ef0717b50aa3c7d5f91851c096fe256f
io.ktor	ktor-client-core-watchosdevicearm64	2.3.13		fa064b7479fcc6289fe2c91dfc862436f5a6890b
io.ktor	ktor-client-core-watchosdevicearm64	2.3.13	metadata	12e68580d9f4c4eb655d2aa0057bfb7e887f07a3
io.ktor	ktor-client-core-watchosdevicearm64	3.0.0		1629a73a01aacf7e729289581504fa940994026a
io.ktor	ktor-client-core-watchosdevicearm64	3.0.0	metadata	1629a73a01aacf7e729289581504fa940994026a
io.ktor	ktor-client-core-watchosdevicearm64	3.0.0-rc-2		54df449c4e0fc131f5b52257952f31fe129cd9f9
io.ktor	ktor-client-core-watchosdevicearm64	3.0.0-rc-2	metadata	54df449c4e0fc131f5b52257952f31fe129cd9f9
io.ktor	ktor-client-core-watchosdevicearm64	3.0.1		799370df7fa5e2c79ac12512dae13a49bc08a66c
io.ktor	ktor-client-core-watchosdevicearm64	3.0.1	metadata	3ca9963f173fb473ba83b969434fd23b4d9bc841
io.ktor	ktor-client-core-watchosdevicearm64	3.0.2		c21cf026ea90de3d55600aac9b262112d17227a8
io.ktor	ktor-client-core-watchosdevicearm64	3.0.2	metadata	ca325a23805e6773bb20e3f38b037ff15dd5358e
io.ktor	ktor-client-core-watchosdevicearm64	3.0.3		7e7cf7f0500ebb6a09cad4343934be76ddbdc2c5
io.ktor	ktor-client-core-watchosdevicearm64	3.0.3	metadata	33f3438724ffcdf60363d7def3d870d1532b3b02
io.ktor	ktor-client-core-watchosdevicearm64	3.1.0		ddbd0b9008f0f42ff9d9fe8b83c0a1c2503e25d9
io.ktor	ktor-client-core-watchosdevicearm64	3.1.0	metadata	5b11e178093f3f9ae4fb212043ffc60b8e5d952f
io.ktor	ktor-client-core-watchosdevicearm64	3.1.1		d43bba6b918d3e6a06725f3cc58858edd7f03f3d
io.ktor	ktor-client-core-watchosdevicearm64	3.1.1	metadata	ef749bb76e9c51e440c0218853b177cec397dd77
io.ktor	ktor-client-core-watchosdevicearm64	3.1.2		fbf1172c6cad5b8616ce12557baab4c70b620e32
io.ktor	ktor-client-core-watchosdevicearm64	3.1.2	metadata	23b1c100245c2f3262613506fd819b61975ceb50
io.ktor	ktor-client-core-watchosdevicearm64	3.1.3		1f6de6f1afa234ec5c37c59c2b167f8740697a13
io.ktor	ktor-client-core-watchosdevicearm64	3.1.3	metadata	a44d70555ddef17d2f1db99b19387a3d111b5f38
io.leopard.boot	leopard-boot-parent	0.9.20		N/A
io.sermant	sermant-router	2.0.0		N/A
io.sermant	sermant-router	2.1.0		N/A
io.sermant	sermant-router	2.1.1		N/A
io.sermant	sermant-router	2.1.2		N/A
io.sermant	sermant-router	2.2.0		N/A
io.sermant	sermant-router	2.2.1		N/A
me.machinemaker	lectern	0.1.0		e9006905529bac44c6498fce4b88912a0e52bbb2
net.databinder	dispatch-s3_2.9.0.RC1	0.7.8		ecab3ed4af5c50f70e2c3e7f2e43d6b339fa44ad
net.databinder	dispatch-s3_2.9.0.RC1	0.8.0		e325b531ee8d674019cbbb8d88af01334259f0bd
net.databinder	dispatch-s3_2.9.0.RC1	0.8.0.Beta5		e4f322d75e2e48d356fc399504fd262a97248bac
net.liftweb	lift-facebook_2.9.0-1	2.4		447943a70cb5fb57f94fbc66c28d2beb43d974f5
net.liftweb	lift-facebook_2.9.0-1	2.4-M1		ab13bd6aeed11f352429abae1e5878c45324851c
net.liftweb	lift-facebook_2.9.0-1	2.4-M2		86b085de10cddaec3dbf0cc3c09ec2dfc4c52dce
net.liftweb	lift-facebook_2.9.0-1	2.4-M3		d9f7d9caa97964e49cca54adb9117ab076a605c7
net.liftweb	lift-facebook_2.9.0-1	2.4-M4		ae7ec6724396e85a488d575abec9485049694297
net.liftweb	lift-facebook_2.9.0-1	2.4-M5		8546b6ec4b4bc9fde0cdbf64085b33659c5163da
net.liftweb	lift-facebook_2.9.0-1	2.4-RC1		e9363293e04f8c4a5ea4c5466b19e6caa09b94f7
net.mingsoft	ms-mlic-client	1.0.0		79673e5783f907596c0c263d781740acf514f144
net.mingsoft	ms-mlic-client	1.0.1		88fb2d68fd6345cd3c41325990ddb1fe3784c1b9
net.mingsoft	ms-mlic-client	1.0.2		cdc3e274f0468b0be8b5d445855cba5381795acd
net.mingsoft	ms-mlic-client	1.0.3		b53f33622eff1b472374f0e5ade70bb3e48c9969
net.ricebean.tools.colorstrip	SmartColorStrip	1.0		4c0c1f5b4b01e9abf823ab6e31f98d667e144cee
net.ricebean.tools.colorstrip	SmartColorStrip	1.1		fc5162d310f877d5cf6c054558a6fe52e42fd20f
net.tirasa.connid.bundles.okta	okta-server-mock	1.0.0		38cd62f7e738f7c25d1f4369a2837de3a1e8dfd1
net.tirasa.connid.bundles.okta	okta-server-mock	1.0.1		d489cd164700d781115a6a3270c16a03e83eec2d
net.tirasa.connid.bundles.okta	okta-server-mock	1.0.2		15801ddde71341e71c4f06b56919230f5075c2f2
net.tirasa.connid.bundles.okta	okta-server-mock	1.0.3		79b47b58cd8f158574c1108bf94264235e75c5bf
net.tirasa.connid.bundles.okta	okta-server-mock	2.0.0		6461e41e18c3a5adf4d28208adae7d0e1394a024
net.tirasa.connid.bundles.okta	okta-server-mock	2.1.0		a3b530ae174d954b964ca993c2e3647f8ebf20b6
net.tirasa.connid.bundles.okta	okta-server-mock	2.1.1		f561e34d6079640b8003eefa29decf73df743522
net.tirasa.connid.bundles.okta	okta-server-mock	2.1.2		f391ddda0c96c8b61717d4d26351a4cdec4df2d8
net.tirasa.connid.bundles.okta	okta-server-mock	2.1.3		ea4e0e97de26cddc14f6bff97216b1927d25f9d6
net.tirasa.connid.bundles.okta	okta-server-mock	3.0.0		6fbe044ec4bdb81f049bdea58dace6e3afcb4f08
net.tirasa.connid.bundles.okta	okta-server-mock	3.0.1		57406a3bb8d46293d2127364056eef32b7015aa9
net.tirasa.connid.bundles.okta	okta-server-mock	3.0.2		49d1cc468c12680f9a475d72cfbbf57ebd55b1c1
net.tirasa.connid.bundles.okta	okta-server-mock	3.0.3		f66b63486af20120f5fac52d7b771053050538e9
net.tirasa.connid.bundles.okta	okta-server-mock	3.0.4		38d5f5bf75fa00f6de819f25afe18d15ccb91f01
net.tirasa.connid.bundles.okta	okta-server-mock	3.0.5		9ff67ec940596d06b4fe059fd2ad154123c52178
net.tirasa.connid.bundles.okta	okta-server-mock	3.0.6		e26375558c126b7f5bb5fb24a668bc0f6236b248
net.tirasa.connid.bundles.okta	okta-server-mock	3.0.7		87f39d085aefc8e90374c471b161c700cb310037
net.wicp.tams	common-binlog	3.0.1		66291601e881ba4919781702d27879706046cf6d
net.wicp.tams	common-binlog	3.0.2		9e60174b8d4e7042a660f129f1461096640196f8
net.wicp.tams	common-binlog	3.0.3		3e5dd94d2d688d42f428d2913c8a6b49c757b735
net.wicp.tams	common-binlog	3.0.5		6573b9d974180f6b32085ac150fc9a4c5c5bf5c5
net.wicp.tams	common-binlog	3.1.0		a9c21a811f49e890283c131eb284e35e2cc59733
net.wicp.tams	common-binlog	3.1.2		2aaf7e1af24000a460ba070be2b959bea8ce8e68
net.wicp.tams	common-binlog	3.1.3		f674ecafb37827586e999783637ccf880ddf3d2b
net.wicp.tams	common-binlog	3.2.0		b18ddb8f650fbc4e22a4e22f74e2891ba8084372
net.wicp.tams	common-binlog	3.3.0		614da424af0a2359972650e12d786c54794ecb49
net.wicp.tams	common-binlog	3.4.0		4087a36f039829e48ec2a5191cbd2dbe74ca5fc9
net.wicp.tams	common-binlog	3.5.0		f4fe5eb6f2a169367b374d29f522b74115da78b1
net.wicp.tams	common-binlog	3.6.0		225da2677dfa95430eaae2514d23125174c6c9fd
net.wicp.tams	common-binlog	3.6.12		bcd0e7452fdeb681fb619acc2b284b54f7cad91c
net.wicp.tams	common-binlog	3.6.13		88c528902337bc024ff4cf9f8c490b064fd3ac87
net.wicp.tams	common-binlog	3.6.21		fdf5dd067eed1c3c7cfae0a8f71e8c0360286704
net.wicp.tams	common-binlog	3.6.8		0291bc226ba3452619a1df0fabf8e06610f846b3
net.wicp.tams	common-binlog	6.0.0		47619b07164d29d33f9d3e6559768037dc978e05
net.wicp.tams	common-binlog	6.1.0		6a07e51b2c7010426fe2f0adefb601ad0df49676
org.apache.cocoon	cocoon-poi-impl	2.3.0		810c9f2402150983f2f23e47b9a7f65c4b66fe46
org.apache.cxf.dosgi	cxf-dosgi-ri-parent	1.0		N/A
org.apache.cxf.dosgi	cxf-dosgi-ri-parent	1.1		N/A
org.apache.cxf.dosgi	cxf-dosgi-ri-parent	1.2		N/A
org.apache.cxf.dosgi	cxf-dosgi-ri-parent	1.3		N/A
org.apache.cxf.dosgi	cxf-dosgi-ri-parent	1.3.1		N/A
org.apache.cxf.dosgi	cxf-dosgi-ri-parent	1.4.0		N/A
org.apache.cxf.dosgi	cxf-dosgi-ri-parent	1.5.0		N/A
org.apache.cxf.dosgi	cxf-dosgi-ri-parent	1.6.0		N/A
org.apache.cxf.dosgi	cxf-dosgi-ri-parent	1.7.0		N/A
org.apache.cxf.dosgi	cxf-dosgi-ri-parent	1.8.0		N/A
org.apache.myfaces.extensions.validator	myfaces-extval-parent	1.1.1		N/A
org.apache.myfaces.extensions.validator	myfaces-extval-parent	1.1.2		N/A
org.apache.myfaces.extensions.validator	myfaces-extval-parent	1.1.3		N/A
org.apache.myfaces.extensions.validator	myfaces-extval-parent	1.2.1		N/A
org.apache.myfaces.extensions.validator	myfaces-extval-parent	1.2.2		N/A
org.apache.myfaces.extensions.validator	myfaces-extval-parent	1.2.3		N/A
org.apache.myfaces.extensions.validator	myfaces-extval-parent	2.0.3		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.18.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.19.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.19.1		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.20.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.21.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.22.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.23.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.23.1		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.23.2		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.24.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.25.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.26.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.27.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.28.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	1.28.1		N/A
org.apache.nifi	nifi-smb-client-api-nar	2.0.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	2.0.0-M1		N/A
org.apache.nifi	nifi-smb-client-api-nar	2.0.0-M2		N/A
org.apache.nifi	nifi-smb-client-api-nar	2.0.0-M3		N/A
org.apache.nifi	nifi-smb-client-api-nar	2.0.0-M4		N/A
org.apache.nifi	nifi-smb-client-api-nar	2.1.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	2.2.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	2.3.0		N/A
org.apache.nifi	nifi-smb-client-api-nar	2.4.0		N/A
org.apache.sling	org.apache.sling.servlets.annotations	1.0.0		9c1243d079b0b8920b828a6a88e20f364fee7483
org.apache.sling	org.apache.sling.servlets.annotations	1.1.0		fbdcc6881a124318280406f493df420e283693f3
org.apache.sling	org.apache.sling.servlets.annotations	1.2.4		773bf97f0c1b84990f7a58cb9ee5344acefaac77
org.apache.sling	org.apache.sling.servlets.annotations	1.2.6		786853017751f7486d50bf07aaa5ad83fe771c6d
org.catools	etl	0.0.1		958a88fb942829a509d94561e0fa22775010b42c
org.catools	etl	0.0.1	jar-with-dependencies	1d02ff6b8355ae09c444bc375c74f420583ec18d
org.catools	etl	0.0.10		a6de32ac97aa661a9a32b33852cadb5e66a13621
org.catools	etl	0.0.10	jar-with-dependencies	57106bba39ef0249724fa7e020343aa6069f35db
org.catools	etl	0.0.11		2c2b5210a96ea936743f9f4cab350efa19bcf6a5
org.catools	etl	0.0.11	jar-with-dependencies	f5954715814124c97142557e236b30a4756ee3d4
org.catools	etl	0.0.19		0fa4d89730fc6a9c6fa5d599689e871c2f72334b
org.catools	etl	0.0.19	jar-with-dependencies	1c6b7e9e583069d613ead1d948c95e0ba104b210
org.catools	etl	0.0.2		e1b4ecbdcbd38257f96588bcef3b037061705a06
org.catools	etl	0.0.2	jar-with-dependencies	8e38b62d263b417cc5e1742289948f70ade8d7f6
org.catools	etl	0.0.20		c4a8f89c932279c31a000388f90c324dca1f81dc
org.catools	etl	0.0.20	jar-with-dependencies	7b0f0d1c0fff8a7707fc60fb58621080aa0ae3f1
org.catools	etl	0.0.21		008bcc564db36cda8360410b7dc8dd3e81c68098
org.catools	etl	0.0.22		db28cdeedf344ef49cc742d6e3e2fe080d2f086f
org.catools	etl	0.0.23		7ede10f5b7fc711c181a5879f20a2f34eb7b4995
org.catools	etl	0.0.24		d1c7bb9da021a43eb725cfa050334ac2c5581741
org.catools	etl	0.0.25		aa259a28b3855c15f553ab5c41a636d80e8549dd
org.catools	etl	0.0.26		dd5b4853511883f976a6d10596f215df6c80dc10
org.catools	etl	0.0.27		c082d7a487d3d2ccf01277f26030cd20a5475e3f
org.catools	etl	0.0.28		fb37614d05051063b506313109d5e8483754446f
org.catools	etl	0.0.29		ab720f0887ece62453e974190436b4f339b956cc
org.catools	etl	0.0.3		954b434766af1190008a6bf1a8ac0856c12488ba
org.catools	etl	0.0.3	jar-with-dependencies	323820b16d3a2f5aba41aae67f2fb2d3dc90523c
org.catools	etl	0.0.30		2c3cedc41957f275c5ced3ed9d08914753caa319
org.catools	etl	0.0.31		789c56ce960bf138bb135412a63f121ace5a0c14
org.catools	etl	0.0.32		436e268ba396ba89f9f824135a4dcf87cdd87878
org.catools	etl	0.0.33		eca8d2bf9c63e4b637ffea961d6a53f646253540
org.catools	etl	0.0.34		c91cb7bce7d790531632145971dd85aea4a91c93
org.catools	etl	0.0.4		c7802765665a4aa9c0d4c7eee6ee873f92f4ec92
org.catools	etl	0.0.4	jar-with-dependencies	e8407db08eeb70ffd8f67c0451e3f052ef6e96f5
org.catools	etl	0.0.6		201d8ffd0aebcc5741cbc8903f8492a4938fd14a
org.catools	etl	0.0.6	jar-with-dependencies	8d8adb6140ad9239b30e95fad58bcc3b6cf20e2a
org.catools	etl	0.0.7		56d6d09c00510f04a30f810e2eaef4f41e4c419a
org.catools	etl	0.0.7	jar-with-dependencies	e3f370d04a9c99fbe13d1b9e139c213df7029022
org.catools	etl	0.0.8		3fe7d3c8ea7ae2e9f1983d76a727c2515fa47b97
org.catools	etl	0.0.8	jar-with-dependencies	3bd4581fc0ef6c1a99a969f400b1efda872d2f97
org.catools	etl	0.0.9		a80a5f7f747a173af44929a2862dd43f2c1d7178
org.catools	etl	0.0.9	jar-with-dependencies	1addef19b57ead73b7294282986103782efba6dd
org.catools	etl	0.1.1		d4c25bf9bb757874b31ec56728fde61dae3c9f13
org.catools	etl	0.1.10		117020aab10f4d323a09103d2daeb55e9ef28b5f
org.catools	etl	0.1.11		50483422890e8b3abbe0be58cb5fb2c320e9a4a9
org.catools	etl	0.1.12		62ee488f07a696a2003874a5e5cc4942d8250278
org.catools	etl	0.1.13		7bc3c22c8b39f574ecab565c9ac692882ad455ed
org.catools	etl	0.1.14		a51ae02925ecedb541c633bdc2c275098d665ff5
org.catools	etl	0.1.15		874ba76c0da9c04133c33797ec64b72d70a8bb7d
org.catools	etl	0.1.16		97d72e92eb06493e16e9a853c6a16025ded76eb0
org.catools	etl	0.1.17		2bf6e608521b9d23541920f7b699397b3435f89f
org.catools	etl	0.1.18		f955018bc461f0dfd2cd8968a861cf087cf35613
org.catools	etl	0.1.19		931f1b51a59ed398af34c0a61772bccfd3de142b
org.catools	etl	0.1.2		e712b94705684e07e38f389bc8f04a3cb9e5ca58
org.catools	etl	0.1.20		3e2573270594c3dd10b9080ab6aa4bfd999c3d4a
org.catools	etl	0.1.21		b1f75ab5079601d5ee7306098c5566a42d7d9cbf
org.catools	etl	0.1.22		a09bb37354edb67d1f367436133690fc795afa2f
org.catools	etl	0.1.23		50d7ccaee5af602b0e13861c73ca8aaa9edcb6c9
org.catools	etl	0.1.24		49d13e1c451709fb1ef7bcdb20c8c8df7030839e
org.catools	etl	0.1.25		df58e5647bdfd3ff8d00842c1c9558f207341cd3
org.catools	etl	0.1.3		690a01384177e0873ac0230ab08cd188c4cd32bc
org.catools	etl	0.1.4		cde5fa2edf2243babcaeb91fe741622a842a2f30
org.catools	etl	0.1.5		cbeb02c87b54a9928972bb27828efda0c6a3eb5e
org.catools	etl	0.1.6		cd7387c10a0ed96a1cd7ca62a3fef3188687866a
org.catools	etl	0.1.7		b63df828ffd4f0a55e59ba0aa6dd557552b88a8f
org.catools	etl	0.1.8		168ebc19d3a27d8e7fd8d970a900557e232313d2
org.catools	etl	0.1.9		9a2f82a6fab3392359ac582b02b5e862a0a093d8
org.codehaus.sonar-plugins	sonar-scm-mercurial-plugin	1.0		8e7ee9e06dac09c1e26efa8f9bfef9eeb9793719
org.codehaus.sonar-plugins	sonar-scm-mercurial-plugin	1.1		8423af91cd5dcccfd9691863cbd72b1e740af947
org.deeplearning4j	deeplearning4j-cli-spark_2.11	0.4.0		e0b1887dec967e03eeaf8a9db79e5d4a366d1531
org.dromara	soul-register-client-consul	2.3.0-RELEASE		055106a6e32e74ed0135948924a35c73af22c47a
org.dwcj	dwcj-youtube	0.16.0		fd2fa45a708719c9d96f2750cd3b6d3b409fd9a5
org.dwcj	dwcj-youtube	23.00		0abd73e9251dac1dff3c5bd3e1605a0e44969660
org.dwcj	dwcj-youtube	23.01		176988933b71c615d703b339b3c920cfe38a5f2e
org.dwcj	dwcj-youtube	23.02		951d49aca6c24f5292407f8dca1372458493b42c
org.dwcj	dwcj-youtube	23.03		549d11157175634857fc4c63c39148c514085b36
org.dwcj	dwcj-youtube	23.04		ad14cf664b6562b030a87df35c44f91f825187ff
org.dwcj	dwcj-youtube	23.05		9678df02ce0856691c7ada36d5098e9301ab0729
org.dwcj	dwcj-youtube	23.06		b766665928e9760abb4a510a0caed439f2591835
org.dwcj	dwcj-youtube	23.07		4da9e5207a7c074a299f6e2d527b04a17ba06161
org.eclipse.edc	identity-trust-sts-api	0.10.0		633774ca88709da07223e7a4d2245848b7dee35a
