biz.cgta	serland-jvm_2.10	0.1.0		e85e91841900e24d8dbe1148a96c9818a9847786
com.apollographql.apollo3	apollo-annotations-macosx64	3.7.3	metadata	4f0cbb6bda997fd721fe3cf51ca5eb62992e6eb7
com.apollographql.apollo3	apollo-annotations-macosx64	3.7.4		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	3.7.4	metadata	204e2c3e71679325d7fdb52af1ae7faa65b59389
com.apollographql.apollo3	apollo-annotations-macosx64	3.7.5		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	3.7.5	metadata	7903f122ff1bf8dfc053845464a5fd5ca1d67c8a
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.0		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.0	metadata	8fe18a75d1cd7d17c73dfe04f6e53f8efd5af05c
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.1		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.1	metadata	2b4cd5bdafef98e06c8ca3ff8915c66d189f22cd
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.2		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.2	metadata	89cd9b3c0db3400bf88c4edeff074685e9d13c5e
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.3		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.3	metadata	51f657a8a54a5177db1fbf17002e794c3b63b53f
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.4		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.4	metadata	c42414fc33e2df8d83c9e0b87ff00d8698fb0408
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.5		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	3.8.5	metadata	7a6345d1b4b6126c0061df6be88022d335db3239
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-alpha.1		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-alpha.1	metadata	5a2ba84648fdc8f739bdc5e8c6759475c25e26cc
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-alpha.2		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-alpha.2	metadata	1606548e7e5ec4ca3def449fd71efdafa37261b4
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-alpha.3		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-alpha.3	metadata	b9d16abdd76464cf1d393f19d8f40462351171dd
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.1		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.1	metadata	f0751cae6ae7bab4b9e7f2d65d93aa7de7c8f374
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.2		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.2	metadata	0c0d0dcbbaac2057459ecd9dfdca8f985544a0b3
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.3		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.3	metadata	9a06199556661c80c844dfbf3b34b4625b18ed31
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.4		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.4	metadata	da7198f2ce279ed151c1f0f387fc5a535842901b
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.5		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.5	metadata	21f58b11163dd64b650bba85bf759d3110dcea74
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.6		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.6	metadata	40d039984b70edc505ba4b06827ec2ab2993cb3b
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.7		N/A
com.apollographql.apollo3	apollo-annotations-macosx64	4.0.0-beta.7	metadata	6cb6307e0cec5123b2d8aa77f8a6e517c42060f7
com.badoo.reaktive	reaktive-ios32	1.1.22		N/A
com.badoo.reaktive	reaktive-ios32	1.2.0		N/A
com.crashnote	crashnote-servlet	0.0.1		a2eee4e74b5dd263f98b54d73903a09c37062a30
com.crashnote	crashnote-servlet	0.0.2		e782dd55b9e71f60006e2bbea43f4a915b141b26
com.crashnote	crashnote-servlet	0.1		0f4b30f41407441e041a9058498d9e04dbb5fd3c
com.crashnote	crashnote-servlet	0.1.1		70920f16cfbafa5d6c417d1c6edaee251881506b
com.crashnote	crashnote-servlet	0.2		e28d807e2ba86a722b48c4024b85b24db5bd0b55
com.crashnote	crashnote-servlet	0.2.1		8490c683fd121e5ebf8a68f3de4e5f6770a392d5
com.crashnote	crashnote-servlet	0.3.0		1976e3f77e5e0534c1690273a7e682f6e6317ee3
com.crashnote	crashnote-servlet	0.4.0		59172c9daa7c71fdfde7372bf42d224cbcc17635
com.crashnote	crashnote-servlet	0.4.1		5aa1b28dc832426108b15f2aef987cb18d5bdbee
com.crashnote	crashnote-servlet	0.5.0		4cfa76d0a6e98d53a7d1772b3844dbce605eb76b
com.crashnote	crashnote-servlet	0.5.1		a6a426426ce28d6f465c5274c8d0b01f953df96a
com.crashnote	crashnote-servlet	0.6.0		94f7d6e38447ac60841018fd02c4050ea84741e0
com.datastax.oss	java-driver-metrics-microprofile	4.10.0		2e1f53650aca63648e58361006fcae2ef9bc6312
com.datastax.oss	java-driver-metrics-microprofile	4.11.0		2e3c0017c3c1f0ed3df105d4295d54d3620091bb
com.datastax.oss	java-driver-metrics-microprofile	4.11.1		e3463afa9c78faf0a9d90fb4467bd9a3671f7267
com.datastax.oss	java-driver-metrics-microprofile	4.11.2		7fc68113108e023a76e02419eea33163f31a3a9f
com.datastax.oss	java-driver-metrics-microprofile	4.11.3		7c2d6221d86e9546dc5cd5c9b08e09faa5af79bd
com.datastax.oss	java-driver-metrics-microprofile	4.12.0		c08bb364636ca9dc9b7d1d03b465de209c009eaf
com.datastax.oss	java-driver-metrics-microprofile	4.12.1		565a935bf40f5851527da4849dfa942a9716de20
com.datastax.oss	java-driver-metrics-microprofile	4.13.0		5f96ea1a96aa2b97d9a5ebda9fb2f45525e1bfb0
com.datastax.oss	java-driver-metrics-microprofile	4.14.0		66363e02b6ffe23933e4b1ccb98db081a707830c
com.datastax.oss	java-driver-metrics-microprofile	4.14.1		4a91fa30597a9124584b34ee6060d0ef7f962b42
com.datastax.oss	java-driver-metrics-microprofile	4.15.0		796ebe7213418ed1ebbfbe5c1c67986e9817a32f
com.datastax.oss	java-driver-metrics-microprofile	4.16.0		a9e41357820cef269e1a58511473cbe3ccca9bd7
com.datastax.oss	java-driver-metrics-microprofile	4.17.0		816f0389341de8f41641df1200a7fb590d0fe1ec
com.datastax.oss	java-driver-metrics-microprofile	4.8.0		6707f182d565d9a146c60685e9a6c03436ba99a2
com.datastax.oss	java-driver-metrics-microprofile	4.9.0		c3b81d296399460fa16858bfdc0e7a1d750a3b9e
com.epam.drill	transport-linuxx64	0.3.2		N/A
com.fyber	marketplace-sdk	8.0.0		N/A
com.fyber	marketplace-sdk	8.1.0		N/A
com.fyber	marketplace-sdk	8.1.1		N/A
com.fyber	marketplace-sdk	8.1.2		N/A
com.fyber	marketplace-sdk	8.1.3		N/A
com.fyber	marketplace-sdk	8.1.4		N/A
com.fyber	marketplace-sdk	8.1.5		N/A
com.fyber	marketplace-sdk	8.2.0		N/A
com.fyber	marketplace-sdk	8.2.1		N/A
com.fyber	marketplace-sdk	8.2.2		N/A
com.fyber	marketplace-sdk	8.2.3		N/A
com.fyber	marketplace-sdk	8.2.4		N/A
com.fyber	marketplace-sdk	8.2.5		N/A
com.fyber	marketplace-sdk	8.2.6		N/A
com.fyber	marketplace-sdk	8.2.7		N/A
com.fyber	marketplace-sdk	8.3.0		N/A
com.fyber	marketplace-sdk	8.3.1		N/A
com.fyber	marketplace-sdk	8.3.2		N/A
com.fyber	marketplace-sdk	8.3.3		N/A
com.fyber	marketplace-sdk	8.3.4		N/A
com.fyber	marketplace-sdk	8.3.5		N/A
com.fyber	marketplace-sdk	8.3.6		N/A
com.fyber	marketplace-sdk	8.3.7		N/A
com.github.fabienbarbero	mkdocs-maven-plugin	1.0		a838e029e2225df11d9ed4012de3c625326d3ba4
com.github.fabienbarbero	mkdocs-maven-plugin	1.1		0d19a23b5cf18ae78c666fc50da36959a77194e6
com.github.fabienbarbero	mkdocs-maven-plugin	1.1.1		f29c54ea4db7bf0121601dc2d6a83778ddaeb5de
com.github.nalukit.archetype	modular-springboot-webapp	2020.9.3		e635c14fa36f769cc8041be812ebc6e5ede6f395
com.github.nalukit.archetype	modular-springboot-webapp	2020.9.6		3bdc5651a6f34e9133bab9e7eb62182af1e2dfbc
com.github.nalukit.archetype	modular-springboot-webapp	2022.01.27		2a4ac8afe1797a9a7d4a275cf8a491952764a76f
com.github.nalukit.archetype	modular-springboot-webapp	2022.1.21		7fafebd8161fe70b83e280451e0a0cb270e7ccf4
com.github.nalukit.archetype	modular-springboot-webapp	2022.1.29		9f7e2495f9aaeeefdc38ce0d0494aa666986a0f7
com.github.nalukit.archetype	modular-springboot-webapp	2022.1.30		1248c5f6aeb3f04b65c61e625a6836b58597e503
com.github.nalukit.archetype	modular-springboot-webapp	2022.2.8		36ce6ea397e72c2df393e878c9f430dbec67bb34
com.github.nalukit.archetype	modular-springboot-webapp	2022.9.14		b1282dd89522a82a63a91f44404480bd04dade24
com.github.nalukit.archetype	modular-springboot-webapp	2024.1.23		005c02e2fbdfcb8a6b90a6dcf137c3d645069bb5
com.github.nalukit.archetype	modular-springboot-webapp	2024.11.1		93888dfbf045983c6fdf759754508e0d1e60b61f
com.github.nalukit.archetype	modular-springboot-webapp	2024.2.6		5d8065d780ac83450300271179afcc5d3acad6a0
com.github.nalukit.archetype	modular-springboot-webapp	2024.3.4		f61faf162f7acebe86cfe6214bb7069b3c5585d3
com.github.nalukit.archetype	modular-springboot-webapp	2024.5.15		8d1505943dd7fbfa43848fb1166cd9e2d64567cb
com.github.nalukit.archetype	modular-springboot-webapp	2024.5.18		96fe4455f8acfdf28caf6f029261a829f3338d5c
com.github.nalukit.archetype	modular-springboot-webapp	2024.5.20		2bf96157d437e228bc21173af806673000799602
com.github.nalukit.archetype	modular-springboot-webapp	2024.5.25		874536008344dd68be635f6503b0d6bb351d05fa
com.github.nalukit.archetype	modular-springboot-webapp	2025.5.2		1add710a525d0eb6dd12df7cffee1655bce340cb
com.github.shijingsh	shijingsh-ai2	1.0.0		N/A
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.1.0-beta		845e039c1152817896ecc4e2d97bd4170a432978
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.10.0-beta		f0f5f866abcf005497756f4dc7bd597b57661912
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.100.0		0dc7a58c326624e98b5fee09512ff77d277fad6c
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.101.0		6db7c4df9520563319e75dc7fd5118d8110f18f1
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.102.0		edf289a308bf45b39cf3f1b7fefca4a14e5a6b5f
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.103.0		ddb82c140dc6b61fd954caa4c295fa6a7a699b13
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.104.0		eed8982640eed000f84f8c5b541c79330a42e0e0
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.105.0		2f3a4e86343b1ded581d879818c38477875b70c1
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.11.0-beta		6213a7d1273fe6f7d34befb97c581dba3a705ff4
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.12.0-beta		3381dd9657e7d5ef04259e7764bc5495c9bdd8ef
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.13.0-beta		e1cd313c954aaa13884cceec3543a791e7b803a9
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.14.0-beta		c0dc88314d7e95f3d82d890057d52941607ca473
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.15.0-beta		228d843d72ca4c6bbacc72a89bbfe2c496064aef
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.16.0-beta		d820572f74335a54779d77a28a2081f70476e9b2
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.17.0-beta		fa635794c4b23a77a8c5630aa7b573329c63cc32
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.18.0-beta		bbbfb7baacdd5815ed739ef15aa3c5b2e0a113c8
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.19.0-beta		883db574b5db8b56080147246c1c89fa07f44eef
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.2.0-beta		f0d0df386db20e58370600ae66c266ea7d744687
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.20.0-beta		f1272308f6ec32dd4ce8a7bea40c6a21a0593a3c
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.21.0-beta		843048ab602146ce948edcd1f6fcbb06b41e21be
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.22.0-beta		3c8ef55d76fa2b80e4ca2815f00091d824a5a77e
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.23.0-beta		c06fea947a95b48dedcbba5e57c86874735749fb
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.24.0-beta		8df456f2918d7e2b02791a9ae3277743bcb590b3
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.25.0-beta		2d99b3d077d4afe6a8a7af926286a9e5ecd2c127
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.26.0-beta		77a08b74ec1345dcbe7313ba429c9a911ee22b9a
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.27.0-beta		2aa59dd6e3d887304280fdc209931f940c2fdffa
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.28.0-beta		63c6e6c5e9b1df2be9a4febe452a744dc7d8d91f
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.3.0-beta		64532eaa30894e61774d2f8220a150e2b64c0671
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.31.0-beta		d46acf64b985a063d380379101e54308ee10f859
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.32.0-beta		ee5f2c818623f8beb777dbc4b9b6f9cacc17b41c
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.33.0-beta		8c22c75c694634fee06507c9b304bfa81ce8ed52
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.34.0-beta		749f992b1893e0880e7eac5079725bfee2980308
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.35.0-beta		6cbdad9ae55f637daf451f671a2855ec6f806aa3
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.35.1-beta		ddc530f89d270503a27fed978a12089fdabbd1cf
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.35.2-beta		ec259cb8f5a46f6bd73ea38bb468f4ff47d4e730
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.36.0		148c392fb6f09dce2ae2101920ff583cc149684c
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.36.1		d853f18eec6c3c4f822d977199909d7bae8e4e13
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.37.0		2bfa80f83535cd478f35721a6ba5bcfd0c467205
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.38.0		b6b21aae7958abe2250528360c1fd2ed4bc85e00
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.38.1		9029f164b5b0a7f968a2b243d1d87954019bc809
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.39.0		16cabc64a63dc97689360be97b750694e90c0194
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.39.1		721e9802cb064a7e39303cae7621521ce7dc89a4
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.39.2		00877c60271a5e9c7b0e1e5cf21a3ff50b294236
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.39.3		13756484688506bf7369ff449d5726ea8ca31306
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.39.4		9b55ef35f09bb5182ed3f485b43f4f4d6f218d95
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.4.0-beta		c717fe46be818822bcb58fcd384f08272ea80739
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.40.0		2416db074c35497c210c441c66b801ec9c812201
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.40.1		85289c11ae51086ea08cf6b03826c768bb73fa57
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.40.2		ff1cce86461b9821b5bd93295a89ab412f7d8a17
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.40.3		7a77014b64aac03a2dce067f59d5a0e578914278
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.40.5		fa84d8ef595e8321d9b517aeff535434ea667d12
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.40.6		c208ea57d18066072a115faefdb42ab7790d3848
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.40.7		99096e07f101505d8245712dee4b85464f9bb0d6
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.40.8		eac3b7a15f43b7981f8359e4eb897ce4cff6894f
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.41.0		434a80d9d550a19ecca65b54ee745a4c6956f782
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.41.1		3fcc92c07e94b8151dd912befbb2cc38123c1bf0
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.41.2		3bc92ce2d68936e0d0756b01c2d96d9a217114fc
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.41.3		a31f2c49d566e2729a6bcdd03e30656cf03bf606
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.42.0		f8651d8c18f3c80ab042223deca0e36b60602534
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.42.1		697ffd32da1fbe5d18f00e15a59df9ccc594dbc4
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.42.2		8184cab077604d647852730fb706da6a4b0fcd69
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.43.0		152979bde3c8d4769143bd2890eac59d0734549c
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.43.1		37d0a2998e676c8df5d3dca51eafea23ea53866d
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.43.2		eba9347c1ea72a586a24967941d18b236190f805
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.44.0		e0ade640577bdbb1b291add5f350b6c2f08d1af8
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.44.1		1b216c59709be16d73908d4505ae91ed14b067f1
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.44.2		5114fa9fe050478816b69d70a63cc593d8d9894a
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.0		fb60de623084d89cf46fc3c368a3996cd09f730d
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.1		ccd1bd1134b2f72d6d29bfceb1cda450c12ebb51
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.10		d9a9acc33789685c5c054f8cbbc59eba4300a4db
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.2		8caed91a30e3e001290936136d9f4498484ca244
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.3		3b1ebc5161e1e6ecba8c956811ac336ff92df8bb
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.4		8456e3cc84527f559dc00644636f38f16b046d26
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.5		3ffc3f6a5ed442187ce813e0c56037f4c0259c38
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.6		6fbe0de4794ee938f4f0b25bd8bcd589caabce4d
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.7		8162c74acf9196e881fb33489280b58f65c78333
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.8		298112f982305f853c1a746c137eef2240743dbe
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.45.9		75fe7aac566738bed964ed2a370ebab886d6f8ce
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.46.0		9156a768353f6642e5ec05775c715153e3e2e986
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.47.0		528e992bd2656801a9db6273fd205f9a4994a029
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.47.2		6e69425cff85134bdc6b30358ffc3281798f2692
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.47.3		7960b06fe43f072cc4009aee4915866b234818cc
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.47.4		d567dec07246ebdf5148c5840566a416ba4d0aa0
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.47.5		867966108450ccd146373eaef9555956f4478717
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.47.6		88e303c240b4778c6f818daccf6b562a128ecc74
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.48.0		bdffa42d511930ba88714c96cac2c9d9143c74b5
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.49.0		e2f56ccfc6eaf82548d3f7fa5b6359022e210348
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.5.0-beta		e1e2d3206d4ac64f348888733d5faf6d7ca52e45
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.50.0		877936c7ec3901df25b62a367d72bbf210e1218d
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.51.0		59167fe59319989fda1f59af894ed8962484cf10
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.52.0		a07f11f57475eac136800d1e95df97bc8d64ac7e
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.53.0		8ed6d778ca03835e77ea12c388c6abba42f6a389
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.54.0		5f666218287bee677e0df9d574d996b221fff1b3
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.55.0		911cd483087da39c593c48863d84b025c00b99e0
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.56.0		41509b87e3a21272fc0770381d11d7492cab1119
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.57.0		d3b08bb7fc207873c1a9d75601053b6271be7d2f
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.58.0		882bde5b113cef526fd530c23ca3013bb6bbed3f
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.59.0		33a809087299fa907b7c334d36cb4bf386f1ffdc
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.6.0-beta		79f5ac281c92b83ab420f5fc1b0db775ec3d83ef
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.60.0		ee09b98e208aa4a167414aafdaf4c8320de8b1a6
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.61.0		93d45968210bb0f4c3eafbf718277788b2d4082f
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.62.0		4b38088c9e8f8eecdf7da1cea588633acf61e495
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.63.0		d4376ff6f92ea9c1cf948931639181563c860f3b
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.64.0		28f55e1bbdfba4f97fd4de03328df2b7ee0cf581
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.65.0		ce80940252986aba0e7282c8b1b07500e20ed006
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.66.0		7e84e6cc5ca331f58a20dea18befeb7a9dc62461
com.google.api.grpc	grpc-google-cloud-talent-v4beta1	0.67.0		f6e6be1463e83db496db01353cef0fadbb20f259
