ai.djl.dlr	dlr-native-auto	1.6.0	-	74af89a315a802290f292a1f72d0691ad063492e
aws.sdk.kotlin	batch-jvm	1.2.18	-	34815c14b3dfd5d9b5bc49d65803ed9f4aebffff
aws.sdk.kotlin	batch-jvm	1.2.19	-	1ca1975fb6a10488284f9ed0b947a43b0355a727
aws.sdk.kotlin	batch-jvm	1.2.2	-	55deaab17731fb960b28b96dfc4be14d3608aae3
aws.sdk.kotlin	batch-jvm	1.2.20	-	a0560470eb1fe43baae2ec54c19ba089003e9ff7
aws.sdk.kotlin	batch-jvm	1.2.21	-	28f152e9d9e8ed8b7b7c2c65562e9bc0d2e12d7a
aws.sdk.kotlin	batch-jvm	1.2.22	-	29002d4115690a71f60bce34b209f71133e2604d
aws.sdk.kotlin	batch-jvm	1.2.23	-	794a5573a3bd08b64e6a078ba3fcdbc0550f7c5f
aws.sdk.kotlin	batch-jvm	1.2.24	-	cff9c0eae12eefbeb0f34547f0d9d3de39804f61
aws.sdk.kotlin	batch-jvm	1.2.25	-	c92d8792d305716e657a35ba1efb4b34e17958d5
aws.sdk.kotlin	batch-jvm	1.2.26	-	e7d40240120499168381b6157be12c31cb8b195f
aws.sdk.kotlin	batch-jvm	1.2.27	-	b08dea72baafb82aeb42f03ff6ab32e3c54b602d
aws.sdk.kotlin	batch-jvm	1.2.28	-	a3febd7ff76e5acc85dec3efdcaf0b224f929294
aws.sdk.kotlin	batch-jvm	1.2.29	-	da1a7fc5085048c0d2de2eba108feedb4a03d3b6
aws.sdk.kotlin	batch-jvm	1.2.3	-	e218307ed64f5f56de5763730eb1423fafd3d53b
aws.sdk.kotlin	batch-jvm	1.2.30	-	c4e4d9bbd25a2d95401fd196b8bfc83c408e7606
aws.sdk.kotlin	batch-jvm	1.2.31	-	7a3fbb96bc1b014b33c06af457121c7b9d3dcef8
aws.sdk.kotlin	batch-jvm	1.2.32	-	f4426d39392576448763c3942b591b750579de9e
aws.sdk.kotlin	batch-jvm	1.2.33	-	c67f022e178ccd1e365a79b1ec4acd651f906612
aws.sdk.kotlin	batch-jvm	1.2.34	-	375fadcacd647ff0e0eef30d05488d92d55cd1ff
aws.sdk.kotlin	batch-jvm	1.2.35	-	a911c774dbba0773b57ddd228b3dfea064915106
aws.sdk.kotlin	batch-jvm	1.2.36	-	32f55742935cac6064965c5df62771f76d446626
aws.sdk.kotlin	batch-jvm	1.2.37	-	bc536d6a50d5e7ee01775ec5fd6c5e2ee74f87f9
aws.sdk.kotlin	batch-jvm	1.2.38	-	3707eb5ed522d236e999c265f8677d4cbc6e513c
aws.sdk.kotlin	batch-jvm	1.2.39	-	332f73a7428886c26c8a29f4ef24439c49995ca6
aws.sdk.kotlin	batch-jvm	1.2.4	-	fdfaab68b4150d6ac814ee53ab9045e89377c528
aws.sdk.kotlin	batch-jvm	1.2.40	-	eb1ca47b38c16d6250430c80c5521a92aa889ff9
aws.sdk.kotlin	batch-jvm	1.2.41	-	d76a6f18cb9e9c7273465c68a5b57dc54042f211
aws.sdk.kotlin	batch-jvm	1.2.42	-	6ffec24fa8479734d047d3b6ea2f3e315c28ed78
aws.sdk.kotlin	batch-jvm	1.2.43	-	0e0f1d73cf83b44e3157114eba8e5fd15f63f930
aws.sdk.kotlin	batch-jvm	1.2.44	-	1969c864212d0617d158b750246a97dceb79f33c
aws.sdk.kotlin	batch-jvm	1.2.45	-	02501467819facab4ca932466da7951de389fd08
aws.sdk.kotlin	batch-jvm	1.2.46	-	5ea82ddb6d69cb2563ea75c45db8bdb983693209
aws.sdk.kotlin	batch-jvm	1.2.47	-	e4bdac2ca80d7d0db1905c2163ab2e824e05b19c
aws.sdk.kotlin	batch-jvm	1.2.48	-	1e3a3d79034e84bded2d0ad5d3b258dbcd4e5ede
aws.sdk.kotlin	batch-jvm	1.2.49	-	3e6403bd3fd41892d2e91027901bbfbbd4fa5e5d
aws.sdk.kotlin	batch-jvm	1.2.5	-	b0852ef29ed263d6be4ee3c47c9997dbeedcd2f4
aws.sdk.kotlin	batch-jvm	1.2.50	-	46b685904a4484ed2407313d8e9dde9d7d647956
aws.sdk.kotlin	batch-jvm	1.2.51	-	df35e346f5f09c41f47680ca7c9d13762c1613a0
aws.sdk.kotlin	batch-jvm	1.2.52	-	549167e775d50971a008e86660c25445aca076de
aws.sdk.kotlin	batch-jvm	1.2.53	-	d0dd7648c0b280cfdcda9c837ee99771022d1943
aws.sdk.kotlin	batch-jvm	1.2.54	-	8e9a86dd887ce9d161102fbb8cd0ded8fca769b3
aws.sdk.kotlin	batch-jvm	1.2.55	-	d2168c7ffb458fe724e11959f57cc314bb625d7f
aws.sdk.kotlin	batch-jvm	1.2.56	-	ece8a4c3ef12508c747c79516f458df79e5e2901
aws.sdk.kotlin	batch-jvm	1.2.6	-	e34492360a7b23bcde50970fc6a780b3cd41da4d
aws.sdk.kotlin	batch-jvm	1.2.7	-	9dc6da98ddc771ebb77eb49ccdd08ffb7f5755ee
aws.sdk.kotlin	batch-jvm	1.2.8	-	c3f628aaace984d52ec431347894089c693d69e0
aws.sdk.kotlin	batch-jvm	1.2.9	-	648e7769bc660d5d6d18e9f765b56fc1a420ce73
aws.sdk.kotlin	batch-jvm	1.3.0	-	ee9cf8581f296e072f4b412ffdcf28f912b44313
aws.sdk.kotlin	batch-jvm	1.3.1	-	354f6314e79a48b600d0768cd9a78076cdd3fad5
aws.sdk.kotlin	batch-jvm	1.3.10	-	c2777ed046b28938d7999a184182bb2583baf68d
aws.sdk.kotlin	batch-jvm	1.3.100	-	6f6e35e7d7012a7a987e7404a72594ce8a3b570a
aws.sdk.kotlin	batch-jvm	1.3.101	-	88b6fc5b217358a187f239281ccd26dace3458bb
aws.sdk.kotlin	batch-jvm	1.3.102	-	3e18fa00697de853378cf041cc9d6a0bfcc09614
aws.sdk.kotlin	batch-jvm	1.3.103	-	c1191c4a74d62488ff7bea9d6857b8574a26e82d
aws.sdk.kotlin	batch-jvm	1.3.104	-	e2666b90806ae1f3de6d6d9901b21bb17883eb1d
aws.sdk.kotlin	batch-jvm	1.3.105	-	63c38447c914dae2fa9f37bcc0652774da9a1a52
aws.sdk.kotlin	batch-jvm	1.3.106	-	61dd20f03fe4496d3bb221b8dcd20fde0a0ce6fa
aws.sdk.kotlin	batch-jvm	1.3.107	-	79df4460244e0f1d8ce2f8b1344e34a710a909f7
aws.sdk.kotlin	batch-jvm	1.3.108	-	7d0a42e32989fb6208b788b1bcbef0672d0f7123
aws.sdk.kotlin	batch-jvm	1.3.109	-	c3552190c91e9b1b69ab9b323304f178cdf8fd53
aws.sdk.kotlin	batch-jvm	1.3.11	-	86900c0201b1ab2a0f6f826c3ef30f45fc29b293
aws.sdk.kotlin	batch-jvm	1.3.110	-	e2da0c5a17389f703d4006d99c60a34807ec384c
aws.sdk.kotlin	batch-jvm	1.3.111	-	2904fea4a9ccaabaca0e4cd9e53c64fe96cf4876
aws.sdk.kotlin	batch-jvm	1.3.112	-	e73afe609f88e74ee26e4f32229919c3534ff7ca
aws.sdk.kotlin	batch-jvm	1.3.12	-	59485ff56efbb1e0416957c35814c43bdfb47e88
aws.sdk.kotlin	batch-jvm	1.3.13	-	6c43b921c0b0c227f7f8a931cf05f36873aa93d4
aws.sdk.kotlin	batch-jvm	1.3.14	-	96ea91275d2898b7ff6185dee3658e0f9af82b44
aws.sdk.kotlin	batch-jvm	1.3.15	-	d2b59236d57ebb868642ed7c85cb33633edb2245
aws.sdk.kotlin	batch-jvm	1.3.16	-	7bbac5b27117de9c174fdd1bc99a03f9f56c1b28
aws.sdk.kotlin	batch-jvm	1.3.17	-	e04b98fe897854e8959f0e46afc3aab37cd4422a
aws.sdk.kotlin	batch-jvm	1.3.18	-	bda094646d7fc2de53d8040d2176e8c4e370efc0
aws.sdk.kotlin	batch-jvm	1.3.19	-	2fa006672b6c56dd44c0afec9cccd792b30e263c
aws.sdk.kotlin	batch-jvm	1.3.2	-	48a4ec1553bda7ab0108ad2ca301f5d44fdda583
aws.sdk.kotlin	batch-jvm	1.3.20	-	d02c59634a14bb68e570ed14551390a3c275674c
aws.sdk.kotlin	batch-jvm	1.3.21	-	325144d6450f0fc1675505a905cc4a38bc0182b9
aws.sdk.kotlin	batch-jvm	1.3.22	-	a003da4bf677f05d81a5877576056e9be2318928
aws.sdk.kotlin	batch-jvm	1.3.23	-	d2042abe11482e97c207d47c52cfb4fc4cd57645
aws.sdk.kotlin	batch-jvm	1.3.24	-	520e163f73451c408f5d1108be756786bdd5135d
aws.sdk.kotlin	batch-jvm	1.3.25	-	5b402b5529a6c858e4ff02dc0f60365edf1fb3aa
aws.sdk.kotlin	batch-jvm	1.3.26	-	c9b70eed536fbb92680a14f8269767533704971b
aws.sdk.kotlin	batch-jvm	1.3.27	-	435230e73ae2a551fa6e1103c94269eddefa922b
aws.sdk.kotlin	batch-jvm	1.3.28	-	c7d1bfd82a4eaf55360408907765d305f68a824f
aws.sdk.kotlin	batch-jvm	1.3.29	-	44082800c163658f2d235936176a8e5aac26432b
aws.sdk.kotlin	batch-jvm	1.3.3	-	8b23f8f67747fb1b20320cf4788a6302f6ca5b25
aws.sdk.kotlin	batch-jvm	1.3.30	-	2928773e5e19ca6c869d34f3d527a4303f56b424
aws.sdk.kotlin	batch-jvm	1.3.31	-	2e2c549ffc53c44dc825e89423646808dfbc0ac6
aws.sdk.kotlin	batch-jvm	1.3.32	-	b76192705594360fabd22f380a78f51cc58dce06
aws.sdk.kotlin	batch-jvm	1.3.33	-	ebd8ca996404a00b214881de01b12fbbaf807e0b
aws.sdk.kotlin	batch-jvm	1.3.34	-	8e2c1323a39a7f1d9eec5293f9bcb7a613d875bc
aws.sdk.kotlin	batch-jvm	1.3.35	-	8a108b305f93497f77a087183d307840bbbd86e7
aws.sdk.kotlin	batch-jvm	1.3.36	-	969f395bdbc199b3c284946b28dbd8b0dabf13de
aws.sdk.kotlin	batch-jvm	1.3.37	-	4ab205b3888556bdef7a11759bf564db9ad49b42
aws.sdk.kotlin	batch-jvm	1.3.38	-	74929dc6bc553e624308789d810efa7caf26cd49
aws.sdk.kotlin	batch-jvm	1.3.39	-	92c72127d81ca570b481235711459a958c891d46
aws.sdk.kotlin	batch-jvm	1.3.4	-	99e1c0cbc3f8630ce3b6e8bfcafe3c0825d24726
aws.sdk.kotlin	batch-jvm	1.3.40	-	1c586cf3b0ed05d8bb3cd32f2e10ca3da1e3f124
aws.sdk.kotlin	batch-jvm	1.3.41	-	7634f778a772bc85e5d897b2fddf43788c7e1d8c
aws.sdk.kotlin	batch-jvm	1.3.42	-	5ae074edf854384a544e3192ea6dcfd2cd3a448c
aws.sdk.kotlin	batch-jvm	1.3.43	-	153208221b683faf7a70a47a77a468571ce95758
aws.sdk.kotlin	batch-jvm	1.3.44	-	5b583f9210732283d0342baadecdd0c3b44d2e6c
aws.sdk.kotlin	batch-jvm	1.3.45	-	a4c4d12ae47f2bcdea8b2714c493261f627a35c8
aws.sdk.kotlin	batch-jvm	1.3.46	-	d9c7455839422751e0385d49a102ff816a07ff88
aws.sdk.kotlin	batch-jvm	1.3.47	-	8a7400d89654845f5dcde01fa064a368bb90ea5b
aws.sdk.kotlin	batch-jvm	1.3.48	-	83ccd8653c045d273ca61319c2bd35abb4f7df56
aws.sdk.kotlin	batch-jvm	1.3.49	-	82ee8cb6de58dbc2cca1c492845bf3e6cfc96640
aws.sdk.kotlin	batch-jvm	1.3.5	-	31a887af6288faa6a0693c1149c0fe1ba9443298
aws.sdk.kotlin	batch-jvm	1.3.50	-	89e663ba963cd50323e69792f2081ca3d5927147
aws.sdk.kotlin	batch-jvm	1.3.51	-	4e2e9369ed3b3345c478180876f452c99780a40a
aws.sdk.kotlin	batch-jvm	1.3.52	-	8a8fc77d7de427aac416454c021d9ea346ce6c96
aws.sdk.kotlin	batch-jvm	1.3.53	-	f1cd31fd994086c2c8a8c2cdecf45e4617cdeeff
aws.sdk.kotlin	batch-jvm	1.3.54	-	f850938aa9b26987044bd90f2df7ccac380c0ce2
aws.sdk.kotlin	batch-jvm	1.3.55	-	fc9f097d88d00d1b76f5f017e513bbce80f76369
aws.sdk.kotlin	batch-jvm	1.3.56	-	52ec3070a405cc8706d75b83df0ac5b5e13d2c8c
aws.sdk.kotlin	batch-jvm	1.3.57	-	77f00fb5c6426a57011a30c7b6dc84c0bb3faa33
aws.sdk.kotlin	batch-jvm	1.3.58	-	62672eccf92b5e49dd64cefe0dfdf1572a6a78f1
aws.sdk.kotlin	batch-jvm	1.3.59	-	f0d408b24838faeeacad65392de2cc413ea005c9
aws.sdk.kotlin	batch-jvm	1.3.6	-	3a5850660d758f0e89fb0ba584d3a3b82f0c8842
aws.sdk.kotlin	batch-jvm	1.3.60	-	0fe58a3c977bcfac59335d49e5469901d6bfa80b
aws.sdk.kotlin	batch-jvm	1.3.61	-	57bc42948e5c32f6d848ab4b1c8098c38d92be92
aws.sdk.kotlin	batch-jvm	1.3.62	-	8a7572dff6b1211e7f764eeb8e94bc5f5b1a2de4
aws.sdk.kotlin	batch-jvm	1.3.63	-	575fac954e7a0bfeaf5c7056bf4842e2c017b3c0
aws.sdk.kotlin	batch-jvm	1.3.64	-	259a4df0106db49d23faa748b8dabb2584111e7a
aws.sdk.kotlin	batch-jvm	1.3.65	-	b5202ddda6d8baa9ae1828d2c99cd5eb87a3d61b
aws.sdk.kotlin	batch-jvm	1.3.66	-	af7fdfd765b1690a3099f3a1ef79c85bc28e9e8c
aws.sdk.kotlin	batch-jvm	1.3.67	-	9d59eac7f6e824556cdfbd9b9e87ec1891ffabf1
aws.sdk.kotlin	batch-jvm	1.3.68	-	eb742938a5ec43cc1af0836a9bd31e9bf45e8031
aws.sdk.kotlin	batch-jvm	1.3.69	-	f07417ebe7394396ed6636c6744f6f7c17d12289
aws.sdk.kotlin	batch-jvm	1.3.7	-	40ab2f18f1f537d2bb24121cd5ed9db3ed3a065f
aws.sdk.kotlin	batch-jvm	1.3.70	-	76e62511aea907b090a47fab10d8db3b5c0adc74
aws.sdk.kotlin	batch-jvm	1.3.71	-	fc53c121edee2500c293eec513385011bfa150d2
aws.sdk.kotlin	batch-jvm	1.3.72	-	da3594b7308a5cd2fdf18e2df636dd4e93778aa5
aws.sdk.kotlin	batch-jvm	1.3.73	-	0388e2998625999b14a770759710c60e657ffac8
aws.sdk.kotlin	batch-jvm	1.3.74	-	ba330820a7fd861e015ca01dc4eb373463a7ff4f
aws.sdk.kotlin	batch-jvm	1.3.75	-	193e3216a326fe622e58f90cadd03a824072d5dc
aws.sdk.kotlin	batch-jvm	1.3.76	-	9db858b91984b28ba5407768e421e364ba563c29
aws.sdk.kotlin	batch-jvm	1.3.77	-	723b0c68395b30aa829487e9dae2d0ea601143d3
aws.sdk.kotlin	batch-jvm	1.3.78	-	3380f9f5448a93b6067c6b5b5e3f3df034d5f560
aws.sdk.kotlin	batch-jvm	1.3.79	-	f4eb7661b6869cdbe9bce81a0c700f5740635fc1
aws.sdk.kotlin	batch-jvm	1.3.8	-	3bb109e1930609113d426f4edf70e782c8c4eb93
aws.sdk.kotlin	batch-jvm	1.3.80	-	e600338e4fda51fcd2b4b7ff375b273f097a0d09
aws.sdk.kotlin	batch-jvm	1.3.81	-	f0ddc7eb589d603ae7cc0880bd1fd668ea74e01f
aws.sdk.kotlin	batch-jvm	1.3.82	-	88231a77c932d59a5fa625fe6770be4349494e3f
aws.sdk.kotlin	batch-jvm	1.3.83	-	28c6c81a7f8b15bb575ee1f120afc7bd06148353
aws.sdk.kotlin	batch-jvm	1.3.84	-	32009c6cfe06a9a86967a14867c3796c8a3b864d
aws.sdk.kotlin	batch-jvm	1.3.85	-	26162ae9d95406ffa67d12a702f9cf1581d7ba8e
aws.sdk.kotlin	batch-jvm	1.3.86	-	cf1ae44d65f0745e351bb51317976149c3b7e680
aws.sdk.kotlin	batch-jvm	1.3.87	-	e13f39b536c9768b504f33416d9be607927f8c8c
aws.sdk.kotlin	batch-jvm	1.3.88	-	ac1ed3fcfaacc051814c1587456d94406b5fad66
aws.sdk.kotlin	batch-jvm	1.3.89	-	d1c6a38c45ee963842985584f93b839891b6c503
aws.sdk.kotlin	batch-jvm	1.3.9	-	08e5a4d2cf1a007033f1ec6e1a6c7c6ca9aa83a7
aws.sdk.kotlin	batch-jvm	1.3.90	-	6228b78bb895b4e3e715d89082dda6c2d1733f41
aws.sdk.kotlin	batch-jvm	1.3.91	-	a5bf2517782864628af229a5c1e295a5a5919e30
aws.sdk.kotlin	batch-jvm	1.3.92	-	9c9f1ae86256af00857fb4bebe46ee0674510e5b
aws.sdk.kotlin	batch-jvm	1.3.93	-	a3e63b05b63bec8a623b6b39ea6f6a53c63cdd58
aws.sdk.kotlin	batch-jvm	1.3.94	-	f486d9836ab6f81475a4aa7e0df0c74cd68c0d98
aws.sdk.kotlin	batch-jvm	1.3.95	-	1f5e7ac2612d35daaca3ba93b038750fce6490b4
aws.sdk.kotlin	batch-jvm	1.3.96	-	a26131d3173a023021d9569bd6f1642e34476564
aws.sdk.kotlin	batch-jvm	1.3.97	-	40a360b1e40b8ea4dee4b5edd641d18c49565dc4
aws.sdk.kotlin	batch-jvm	1.3.98	-	34e005b4fe94fe4489fdcbf9c510ae6fa5c274d2
aws.sdk.kotlin	batch-jvm	1.3.99	-	11c2c61a76861709a479e49ff960053304766a0d
aws.sdk.kotlin	batch-jvm	1.4.0	-	ca5eb524a8ac5bb1f47890058a18d4de174f9510
aws.sdk.kotlin	batch-jvm	1.4.1	-	dc567fe065e0e51ddd8e174c08c3944854595a4f
aws.sdk.kotlin	batch-jvm	1.4.10	-	efd06e8848f81c8d84d760f48dcf65c1ec6b5f92
aws.sdk.kotlin	batch-jvm	1.4.11	-	8f0f8349a6815c1723f21197d3682815277290a7
aws.sdk.kotlin	batch-jvm	1.4.12	-	10bb4f925b30e1f7068595d017c726c24815c1af
aws.sdk.kotlin	batch-jvm	1.4.13	-	be15d98dfa86d787853cc6eaf77a6c7641944834
aws.sdk.kotlin	batch-jvm	1.4.14	-	39cc823127f57920f1c99fb399ac3ca623dd9c94
aws.sdk.kotlin	batch-jvm	1.4.15	-	39a181105621306181ff52abd0c1a5f8abec849c
aws.sdk.kotlin	batch-jvm	1.4.16	-	fc17d5450e1abe3e83e13ba13da824271ed79830
aws.sdk.kotlin	batch-jvm	1.4.17	-	4e39bd45a91c940cc882ed8cc7c67fd649648cf0
aws.sdk.kotlin	batch-jvm	1.4.18	-	ca868761bc50043ed36cd10b5b6bc38f06111e2f
aws.sdk.kotlin	batch-jvm	1.4.19	-	004e3e236063530919bd0441f4dbb5563c712007
aws.sdk.kotlin	batch-jvm	1.4.2	-	7dbafe07d0f263d9c9c29991a42922cd7ac2c6fe
aws.sdk.kotlin	batch-jvm	1.4.20	-	085982bb47986344369c4e28feef08a50f8d0f60
aws.sdk.kotlin	batch-jvm	1.4.21	-	3372640207f080beacd7456dd6401d1133c371cf
aws.sdk.kotlin	batch-jvm	1.4.22	-	8758dd079062bd5ccc691b034977eeb7b3a655f6
aws.sdk.kotlin	batch-jvm	1.4.23	-	4cc3d3257cd605c76fef0ba0313355160cefef87
aws.sdk.kotlin	batch-jvm	1.4.24	-	6efae2217f50a4599f0769933348f4649ed9c7f3
aws.sdk.kotlin	batch-jvm	1.4.25	-	1089a13d961e07c7a9ff53412fbf284c508e9d91
aws.sdk.kotlin	batch-jvm	1.4.26	-	36315f350faff535f893f5c6476c2f755e5f9eb3
aws.sdk.kotlin	batch-jvm	1.4.27	-	143f149aced42a6b9108fa03c11d75cca15c1ea6
aws.sdk.kotlin	batch-jvm	1.4.28	-	1387f8f8859b2bef4ad93575986a4ed23e8a6524
aws.sdk.kotlin	batch-jvm	1.4.29	-	b5bc58e944d076ee33ef7288aa45b84818e6682b
aws.sdk.kotlin	batch-jvm	1.4.3	-	998acdad1888a547fb8f609ed1ede548ee108dc1
aws.sdk.kotlin	batch-jvm	1.4.30	-	2f71b7b504cb9703fbea718b3a57b6632cfd9f97
aws.sdk.kotlin	batch-jvm	1.4.31	-	57217ffd57155e35818abe3364546ebafeca1638
aws.sdk.kotlin	batch-jvm	1.4.32	-	5910b39b05fe0a6e0f5374a779b65326cb21f27f
aws.sdk.kotlin	batch-jvm	1.4.33	-	175795f05147b467445f95dc0898fd3731fe132c
aws.sdk.kotlin	batch-jvm	1.4.34	-	1d3a3577baeaa7788d53058a2b0778860b7142d6
aws.sdk.kotlin	batch-jvm	1.4.35	-	35d20912bf632dbc4f930c74cd68e2f326b344e4
aws.sdk.kotlin	batch-jvm	1.4.36	-	362a11817eb75a55524a2dc3496766f21ae225af
aws.sdk.kotlin	batch-jvm	1.4.37	-	2b35bb647aa9d886c9d19becff01e9f7772b9f83
aws.sdk.kotlin	batch-jvm	1.4.38	-	43ad74155ff4b5f5aea5aace236c75b0f6c35a86
aws.sdk.kotlin	batch-jvm	1.4.39	-	5e1e37eb536c5884a1fae4b862285a94639450f8
aws.sdk.kotlin	batch-jvm	1.4.4	-	4601950528c696e943bc7d5dcbd32c0e7e13d54b
aws.sdk.kotlin	batch-jvm	1.4.40	-	73e1e96d1c824b8dc1449d5f4c00b3aaf201fd9e
aws.sdk.kotlin	batch-jvm	1.4.41	-	ecdec02caf2516e76bf916a3a86bd155b23eb301
aws.sdk.kotlin	batch-jvm	1.4.42	-	f8d7fe94a7c5bbc97441b4f3d600f05329d4df64
aws.sdk.kotlin	batch-jvm	1.4.43	-	8410e7cd9fa4ffe7f165d9aa41768d033f18aec5
aws.sdk.kotlin	batch-jvm	1.4.44	-	f14750b72e9bebfe3c77e6a88fdee2c616e10be4
aws.sdk.kotlin	batch-jvm	1.4.45	-	44200cff91d4a78eeae17479676f82b4c202e187
aws.sdk.kotlin	batch-jvm	1.4.46	-	0f40d114f592b8791461621d266e4cae498f43ce
aws.sdk.kotlin	batch-jvm	1.4.47	-	c706926c91cce770c4ce99b20056071f32b3606c
aws.sdk.kotlin	batch-jvm	1.4.48	-	c19b7c686b495ea597ae1ee1accc2286ec1137c0
aws.sdk.kotlin	batch-jvm	1.4.49	-	5b14d42a99978fad19b6bce9c048517c450c7ac4
aws.sdk.kotlin	batch-jvm	1.4.5	-	96c4e05a351a5948436bbe659f4fd1515e6381cf
aws.sdk.kotlin	batch-jvm	1.4.50	-	7003310be7ffbeb0d13b96338f69d000b24e6282
aws.sdk.kotlin	batch-jvm	1.4.51	-	30c5f91e169263100f35c5c28f177d6e4b52f9d6
aws.sdk.kotlin	batch-jvm	1.4.52	-	02214f2b2455e0601584bd14c942b17c6ed0dc82
aws.sdk.kotlin	batch-jvm	1.4.53	-	00d1b48cd2805ed9c4f628b55064e592a198ac07
aws.sdk.kotlin	batch-jvm	1.4.54	-	d8a2824270085204b68cda36af8dd9d2ae989680
aws.sdk.kotlin	batch-jvm	1.4.55	-	8df6b6cf2e120fbd85ebd52f624abfd1df2925bd
aws.sdk.kotlin	batch-jvm	1.4.56	-	d7be6b45f5c4c5b2777cff65e9828b517fce5f10
aws.sdk.kotlin	batch-jvm	1.4.57	-	cdf31ebbb670c2ca523f61bde52b94218b69ce57
aws.sdk.kotlin	batch-jvm	1.4.58	-	3474139367646b500f95d0acf09cf604f46f7df5
aws.sdk.kotlin	batch-jvm	1.4.59	-	640a0678245b312aca0c0fdb3877571ee3b39c4b
aws.sdk.kotlin	batch-jvm	1.4.6	-	c402b6735b36e0cc53440eaed2c0a3717d77c067
aws.sdk.kotlin	batch-jvm	1.4.60	-	c1e61b484d1f87fb288271fd4b7087f3d3fe008f
aws.sdk.kotlin	batch-jvm	1.4.61	-	04ca235a2f8a4ba1f4a8b15d0ee62c60d7b69c38
aws.sdk.kotlin	batch-jvm	1.4.62	-	268933f63f668d8d97ee784c9815c3ddbe5368d0
aws.sdk.kotlin	batch-jvm	1.4.63	-	681b8365120d487d3a763df925db41a823f416c1
aws.sdk.kotlin	batch-jvm	1.4.64	-	d272e66bbc9d85f51ef290aeed5c3f748e161aff
aws.sdk.kotlin	batch-jvm	1.4.65	-	11709d6a54a30cf92600638acc1b9c343fbb0164
aws.sdk.kotlin	batch-jvm	1.4.66	-	b38fb6d70ac5941e8a4a6b28f169682844bac7e9
aws.sdk.kotlin	batch-jvm	1.4.7	-	e6154bdce4e2a3b935e9c4cb60a8f16292821168
aws.sdk.kotlin	batch-jvm	1.4.8	-	83d6fa4def0648597f5d1a3d0d44f3b11baecf6b
aws.sdk.kotlin	batch-jvm	1.4.9	-	6137718c3924de5079e88f793a2d8578b4a4bc1b
aws.sdk.kotlin	lakeformation	0.10.0-beta	-	64ff21a273ff9506e7b2cacc0903638f4b8160fe
aws.sdk.kotlin	lakeformation	0.10.1-beta	-	d816b915c61f68870081cac0873f19249289be1d
aws.sdk.kotlin	lakeformation	0.11.0-beta	-	aafd8ca4114fb38508cd54de33151ecdfb60936a
aws.sdk.kotlin	lakeformation	0.12.0-beta	-	f7c483f3e8c09688360839dcf52de84a62aebadd
aws.sdk.kotlin	lakeformation	0.13.0-beta	-	35812ace1c2fcb4bf1de2ce6791c0ac69ef2f283
aws.sdk.kotlin	lakeformation	0.13.1-beta	-	75b08e98eafa5c28cf44065205cd1baf3dfebaf8
aws.sdk.kotlin	lakeformation	0.14.0-beta	-	2925e6a998a1b7bff69fc641bff42b25f54a4ace
aws.sdk.kotlin	lakeformation	0.14.1-beta	-	f9a945287462936c17e252c74f7fa3204df39ce5
aws.sdk.kotlin	lakeformation	0.14.2-beta	-	e948a0ffd82d24defe5f98bef236624b639814b9
aws.sdk.kotlin	lakeformation	0.14.3-beta	-	72510b28580f647e357a1f178419edd18c99304b
aws.sdk.kotlin	lakeformation	0.14.4-beta	-	f1680f38db28a33429362c36751ccf547c33c21b
aws.sdk.kotlin	lakeformation	0.15.0	-	9d8c7be8fd6475f8d44f4f004dea777a21543e10
aws.sdk.kotlin	lakeformation	0.15.1-beta	-	8906e81b4da14691cab8e7cfa5bbc6adee1ed698
aws.sdk.kotlin	lakeformation	0.15.2-beta	-	7de29f452af829549d1a83e1c435ff8775637b4d
aws.sdk.kotlin	lakeformation	0.16.0	-	b79c6156d1398ca6a5dbce04ebc0f9d9f705ae83
aws.sdk.kotlin	lakeformation	0.16.1-beta	-	7479252c0786fdede03a3a85902eaeb400520260
aws.sdk.kotlin	lakeformation	0.16.2-beta	-	0d355b5e8f6aaacd080c5e8e46abfeb51995a597
aws.sdk.kotlin	lakeformation	0.16.3-beta	-	bc03659493f4deb9274cc9a88f195f0802d4f0bd
aws.sdk.kotlin	lakeformation	0.16.4-beta	-	5b7b955be5f20439299167ceccbab52c535413e7
aws.sdk.kotlin	lakeformation	0.16.5-beta	-	79f6ac234166c7fa52eaabdafd22e992c7195b1d
aws.sdk.kotlin	lakeformation	0.16.6-beta	-	e6e1232898fa63d67241315965ec3299b05469e8
aws.sdk.kotlin	lakeformation	0.16.7-beta	-	cf5a561f36f4b90e6dd2685e144333f11a84365a
aws.sdk.kotlin	lakeformation	0.17.0-beta	-	098215e355ae5dbed26b366f3f26198beb1968a7
aws.sdk.kotlin	lakeformation	0.17.1-beta	-	4facf00d70bcc3b5e3cbb14d7d732817d17eef30
aws.sdk.kotlin	lakeformation	0.17.10-beta	-	7d6c38955f8ee60c2d99cd9ef101353e8c86ae3e
aws.sdk.kotlin	lakeformation	0.17.10-beta	0.17.10-beta-all	21818f5ace4ddcbd8891ec72ffb696be327c9e38
aws.sdk.kotlin	lakeformation	0.17.11-beta	-	21488a9f177d6da302569fecbffc26bacb317be0
aws.sdk.kotlin	lakeformation	0.17.11-beta	0.17.11-beta-all	d0eba89d48abc211b11582ffe20bdb17acd4a96b
aws.sdk.kotlin	lakeformation	0.17.12-beta	-	c223e4f25402581ea0a862b9cbf4a1c70aac5c86
