by.shostko	mock-data-source	0.2.1		N/A
ml.combust.mleap	mleap-xgboost-java_2.11	0.10.2		9210d7ece2a8efed285ed9d7f6d79f2f28f0dc1c
ml.combust.mleap	mleap-xgboost-java_2.11	0.10.3		d820387e74cddc01a89260a69d8c6f2bd453a1ce
ml.combust.mleap	mleap-xgboost-java_2.11	0.8.0		ac6319aa3098cbe620b914cce4a7d63b2c8e317c
ml.combust.mleap	mleap-xgboost-java_2.11	0.8.1		0180dd19dfb58b76a35f248d070c9d8dcc54402d
ml.combust.mleap	mleap-xgboost-java_2.11	0.9.0		a544531c53dbba361b2600925ed47cf960c2fa63
ml.combust.mleap	mleap-xgboost-java_2.11	0.9.1		ba24d547fbb4bb12a29417639673d5a3c3857c54
ml.combust.mleap	mleap-xgboost-java_2.11	0.9.2		69211fcdb5ebf25baabb2654926c293d3c6cb5d7
ml.combust.mleap	mleap-xgboost-java_2.11	0.9.3		fef5a5ad9b88d54a5ad5e74e4f40cd099a3ccf3a
ml.combust.mleap	mleap-xgboost-java_2.11	0.9.4		52bc1f563eee4cc91d0c10ac54c12a1c0bb9ca5b
ml.combust.mleap	mleap-xgboost-java_2.11	0.9.5		fc5d9470283825a0f26def3662678464dcf9d4f8
ml.combust.mleap	mleap-xgboost-java_2.11	0.9.6		75e02742b169946a16df0eb0576d1ce1331fa05d
net.optionfactory	ineter-postgres	1.0		7a48a3cfdd84f8406e15f0625ee33b3bfc197799
net.optionfactory	ineter-postgres	1.1		250defc3c4d658a7454ccfd816036022c741633d
net.quasardb	kafka-connect-qdb	3.0.0		6ad2c4860922e30ce9df9be4789e0134872fe397
net.quasardb	kafka-connect-qdb	3.1.0		18bbb5b07a45afbd98678697af45188db32c224c
net.quasardb	kafka-connect-qdb	3.10.0		b46495040b671a334bf18da272551cc5e25fc157
net.quasardb	kafka-connect-qdb	3.10.1		9d4e4b02c885795c9205d82d850f483fb84f4ff1
net.quasardb	kafka-connect-qdb	3.10.2		9486633f391563857f53dcdd473b36649beb4cff
net.quasardb	kafka-connect-qdb	3.13.0		e8641b380ed54e4024825e9f19f8c4d3716487e9
net.quasardb	kafka-connect-qdb	3.13.1		2e23b54cb2c25c0cf9579029e221223c972c17bb
net.quasardb	kafka-connect-qdb	3.13.2		19612cf8e2b0626148d495566ea56f760f0eddf2
net.quasardb	kafka-connect-qdb	3.13.3		b0167489588d1f9e50e7c491c5bdfeb2db8c9518
net.quasardb	kafka-connect-qdb	3.13.4		1fca997614e100923de52d121c92474cfdbf164c
net.quasardb	kafka-connect-qdb	3.13.5		74220bee61080d58e8156bd9bf01c7aaf84c7da5
net.quasardb	kafka-connect-qdb	3.13.6		f41bb59b3897db4df4bceb9e57c3bc24fd73d87a
net.quasardb	kafka-connect-qdb	3.13.7		3bf5e995fbcbb659ac576fc1d932d10a24370737
net.quasardb	kafka-connect-qdb	3.14.0		5c64b36518ac96ecc74ee0558ef8091a90c0e707
net.quasardb	kafka-connect-qdb	3.14.1		e82a09946c0885b6a90087e0f85b93c4a92f0956
net.quasardb	kafka-connect-qdb	3.2.0		6fb0006b53691f072a3f6cacd8f957eae5d9bacd
net.quasardb	kafka-connect-qdb	3.3.0		4be4aafa0d92a89619f12a0a8f64e97941adbb9d
net.quasardb	kafka-connect-qdb	3.4.0		312ec25c372a47c9212edf92116cd257ec8ea0ae
net.quasardb	kafka-connect-qdb	3.4.1		c6e6d776811b71d82180f33485e5e47500e267ac
net.quasardb	kafka-connect-qdb	3.4.2		7b5b2218a350752b3f26b0bf72f3a8bce5293805
net.quasardb	kafka-connect-qdb	3.5.0		b490f3957e879b0db6f3ece7849bc649e93c553c
net.quasardb	kafka-connect-qdb	3.5.0-rc1		981c061acef460b9db3394df6ee48a697cd5f28a
net.quasardb	kafka-connect-qdb	3.5.0-rc2		2c2d6d76960d8ee33cb4d000c1faa0c2edb8757c
net.quasardb	kafka-connect-qdb	3.6.0		d960c7518f54ab36b63582aad07aeefc28ded163
net.quasardb	kafka-connect-qdb	3.6.0-rc1		a066d3ce33e652c35b88bcd00d3028511460a780
net.quasardb	kafka-connect-qdb	3.6.0-rc2		4982c85ff20c3ce06514910acfc26cf46c57ecef
net.quasardb	kafka-connect-qdb	3.7.0		aca9fc1399c1fdbba9bc62eea4d09fd90bc9f144
net.quasardb	kafka-connect-qdb	3.8.0		dc57436e79f09428c73c478db0cdec5fa9fbe9cc
net.quasardb	kafka-connect-qdb	3.8.0-rc1		d21e4daa749a6cc9babbe5dcf84c5d77deffca24
net.quasardb	kafka-connect-qdb	3.8.1		7ae94db9ad3e087ad110fd2aa4e0245a5eb58876
net.quasardb	kafka-connect-qdb	3.8.10		9d213b0218b649e6e3e4cf83e32584a8e9801551
net.quasardb	kafka-connect-qdb	3.8.11		a1af95e6b4c63d25cf45ba2d1eca9fb1eabf3bfc
net.quasardb	kafka-connect-qdb	3.8.2		6113071612d717a9b20b67cc956f7abcd0e0876c
net.quasardb	kafka-connect-qdb	3.8.3		94acec54dcfc6bd91f001d4559608af156e215da
net.quasardb	kafka-connect-qdb	3.8.4		072cdb00327bf9a165d3f7df9443775467369b93
net.quasardb	kafka-connect-qdb	3.8.5		22311f1596520e01eaae3313aa1c0a8dc1b45630
net.quasardb	kafka-connect-qdb	3.8.6		ba3fcca624d2b048e5fb82a58cdab577dee40dbc
net.quasardb	kafka-connect-qdb	3.8.7		33a86dcbd41df0a2f512f015cb5227b02c7cff46
net.quasardb	kafka-connect-qdb	3.8.9		329b32b76d011d3c3548a08457d98675f6837c56
net.quasardb	kafka-connect-qdb	3.9.0		9b87b545809fd935d0431a0fb2331e14000d5139
net.quasardb	kafka-connect-qdb	3.9.0-rc1		d48008b045e2a0b420d07cc76d40da5f6c7c57e8
net.quasardb	kafka-connect-qdb	3.9.1		5db860b2be7bb8fc60737a309ca4c9cb7dbc922b
net.quasardb	kafka-connect-qdb	3.9.4		666be4ddbd3113e8f5952c4d8e5c88e036e47f61
net.quasardb	kafka-connect-qdb	3.9.5		e2c0e721a5ab7e2e9a0981fe830fe2e86fa99de3
net.quasardb	kafka-connect-qdb	3.9.6		26607705361671ad146d55f12e39c86c2b9ebca1
net.quasardb	kafka-connect-qdb	3.9.7		051554c7e1c7e6e5c040fdb5d38660319af0113a
net.quasardb	kafka-connect-qdb	3.9.8		2b2ce720ceb5c502ed87f19227e427e5801de98c
net.quasardb	kafka-connect-qdb	3.9.9		a1bf1cdec1b5f137ebad68f0322f82db8d491901
no.ssb.vtl.connectors	ssb-connector	0.1.1		5cc87a64aaf75a73249cf5f1732dbc5fb2824e3e
no.ssb.vtl.connectors	ssb-connector	0.1.2		4cecac87cfacf782542885fa8afb8eea366283ae
no.ssb.vtl.connectors	ssb-connector	0.1.3		72791a9268848bc3d31628775957f25b9090a6a4
org.antframework.boot	ant-boot-starter-id	1.3.0.RELEASE		4a2002632a48aaeb4369f0422d677fb443a645b1
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.0.2		ffb7a5c750807f7be037cc70782848e8f4d630c9
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.0.3		017d955be52cd542fd5b79445414bab291a8de98
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.1.0		db8931c07be971efbdbb8a9309398f82da6725bf
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.2.0		861d7827d337d3c3a25696c5ea47589d812a3075
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.2.1		3ce9a59323ca9096b48e65984e616a936a1ed0dc
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.3.0		bc6b6b22dc14e162a9656d071594033f893a234a
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.4.0		405213372a5f1263b3f1cc7e6334348536a0cbb3
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.4.1		63d3c711a7f6583827346a5d2a7856d7ee2b2564
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.4.2		3e10992c90dbf13629250239a0f084559c45365a
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.5.0		da5fa6f31ae01b6bc4abce81c8eb72eca25ed15a
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.5.1		caab589e8c97d6755a30751dd72874405587249f
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.5.2		8510bd07a5d6ce3f0975a418c857e6ceb90cfb1d
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.5.3		a0b995688909e88fb07efeb60d0e7bcbc256cfa1
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.5.4		4023c09a874fb74fe3b5d1a94912ef176513d468
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.6.0		9dd634306b63538faabe42c3d51d07eb52a33da8
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.6.1		ece51668c2ebc24179c439630b019eeee6f4c3de
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.7.0		cfa47887dc50e417948272146d1bdcd92ab61f05
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.7.1		f87582ef91114d6ed74d86d5417f00835532f3b6
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.7.2		82907f5b8fd176dc8b4d16ba0fbea63eb6217f78
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.8.0		9be7130cc90b91dded1917e75da8f1f45ea50555
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.8.1		bfd496810ab9d6f97c021e92bf0330e8f22da340
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.8.2		b551e95984baa5bd7297482bd1134ed0864db1c4
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.9.0		e06605f6c06752e71bfa92f1e6026426226e1941
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.9.1		b67b86772b2a8a522e845087820d61e4d2f9a55d
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.9.2		15d741dc7ef9252c09ea23f3d26fd3f887a8f8a7
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.9.3		a3bfb6a1d477ed38574f033dc0b64b433efc6f89
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.9.4		4f1070d08dd35d206954ebba6f2227bfeaebd376
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.9.5		b1d5b3b9d50c44f1421058b816eda932a6f6bcf0
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.9.6		76a5bc94b6900eb3821ead3acd2a887c508d6c0a
org.apache.deltaspike.cdictrl	deltaspike-cdictrl-servlet	1.9.6	jakarta	a69cd0762b447a15a9dc39c0e79ea5ef20f7599e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.11.0_1		ed31202c68a3a621c7ce04374a658fccc1e462fd
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.11.1_1		a395b2b7ad9445e54dd75b449c6004c22e6247fb
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.11.3_1		6e8987e5d9b6c9144109874990cff2fa03230166
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.12.0_1		228c101e355c04865ded4a14e96f9cd3aa06ad6c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.12.2_1		3ce32c0accd125cde35503d9e5e9ac2e7255a6c0
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.12.3_1		0fdb266ca7dfadc65445137d95ae95b3818a6d67
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.12.4_1		7865571cb7fb8eaf3fd03a72cb8dd428c46dcded
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.12.7_1		2d661cc321bf429e810aab4bbfa8c640bb666f34
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.13.0_1		6cc8bf2bbe79ca92af891cfaa467a9f3b18734bd
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.13.11_1		e0c4b2ff6a0b73b13e7e4a21946981fe3b12f05b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.13.13_1		2ea9d8dab7a2250aa5081d70478ab29ce9de1084
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.13.2_1		df2f5f7258495d3dd3c743b06e5ef102712f3d40
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.13.3_1		c0cc66b576a058ea9a3ccf52a0645ff956dd8617
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.13.7_1		66f71659844979a2a4923063f78df2efb882c24e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.13.8_1		cc591780ea7f0300ef3f78c0cf63ed29bbb14c01
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.13.9_1		3496a527ec180dd32f89f47316703724595c9621
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.14.0_1		89e61c43da77a1b618be5f292314268d42037b46
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.15.0_1		f48b43e3b9e318832dfa1a9cb91d12b8c84c0137
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.15.2_1		6a83b64d8256c27debb322e5a7b48972966b4761
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.16.2_1		a39f50b88ceab0d5ae92dac4d9b666d7325e69dd
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.16.3_1		d398f6f1b0bdbd7041f187d1ab696d12ebaddee8
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	0.16.4_1		d180817f8fe2d1df895a9de1a15718e9ed86402f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.0.0_1		5f766216002a4a8bf949b5a239e95076b45c3ada
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.1.1_1		4284e4b18496ce3d4c60e479c32de1a3d11cf2c2
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.1.2_1		6315c17de36df4d414d8de41da7162bdd31a6076
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.2.0_1		290f5824e01f15c7c9f1ecae6205ceb0a96d8259
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.2.1_1		9bc83c77657bdb4ad7bc3e87306cb2a7a88b476b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.2.4_1		70ba48a15fe9a99058bf023a92793f1ce48d17c4
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.2.5_1		08ee19936a72c99860f044368af18c29cb2c3d46
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.3.3_1		a635cbc5e3e660f647636df8473c1ab4bd2019e0
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.3.5_1		ea25176bc233cbd4efe6330986991a4eaac26bd8
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.5.2_1		fb00b079c9ea16f5cc7725fbe6512188d7e28995
org.apache.servicemix.bundles	org.apache.servicemix.bundles.orbitz-consul-client	1.5.3_1		22890d09abde3a2bea7d2ab5280b44c1b7041d74
org.apache.tomcat	tomcat-util	10.0.0		afb361a620bed6f346b17b3fa19c661a182a8d8b
org.apache.tomcat	tomcat-util	10.0.0-M1		5d11c75c6e58f9c8d8514e4fc57192ec431b1f7a
org.apache.tomcat	tomcat-util	10.0.0-M10		185d4f60309cdf9452f4255317cacdd76f166e34
org.apache.tomcat	tomcat-util	10.0.0-M3		e48d3a633ec28fc7a7fd7402dffd5d3259596b8c
org.apache.tomcat	tomcat-util	10.0.0-M4		ad688e7dba13cd6d50f5be0c1bcc1ba8f0e5fc89
org.apache.tomcat	tomcat-util	10.0.0-M5		b62d8f787d8239ec807e70ec6dc4d035053554e4
org.apache.tomcat	tomcat-util	10.0.0-M6		c8aab96215a20df67dfa36a086719e507e9de16a
org.apache.tomcat	tomcat-util	10.0.0-M7		eb94ab75acb105eb80bf39d0588090a08763dd58
org.apache.tomcat	tomcat-util	10.0.0-M8		0aad36fdf189fbc372267f5d03a4581c138baacc
org.apache.tomcat	tomcat-util	10.0.0-M9		fb7f1c073e57c179b2fdbb0af4798e34dad82cc0
org.apache.tomcat	tomcat-util	10.0.10		fad05a042a3173080cc264468601f23ab49cf7a3
org.apache.tomcat	tomcat-util	10.0.11		c0f824df256edcbe4cc395103b6d2a362dfe1343
org.apache.tomcat	tomcat-util	10.0.12		106204650cc75b007b0d9727642938fd6817e795
org.apache.tomcat	tomcat-util	10.0.13		ae3940638fb109b0fbb1db6309884aa28a597c4b
org.apache.tomcat	tomcat-util	10.0.14		db8bae819ebf3da1e875d442eaa826342675f4ef
org.apache.tomcat	tomcat-util	10.0.16		95e2200f0a9307bb3e609349b17df77a236c8380
org.apache.tomcat	tomcat-util	10.0.17		9ec61928529ec8815968b706a8ddc392c4459378
org.apache.tomcat	tomcat-util	10.0.18		a47919c8984e6f73e3544af11457689f625a2f70
org.apache.tomcat	tomcat-util	10.0.2		b6aca069a1193dadd5a62a8629f1f67a1057a50f
org.apache.tomcat	tomcat-util	10.0.20		80d8ae41d73396cdf5ded2bd00905739b5ba7d7b
org.apache.tomcat	tomcat-util	10.0.21		4049f4bffd0859e87c6d6a6ecf4325ed99e436a4
org.apache.tomcat	tomcat-util	10.0.22		c7fb7cbf95f2324ec2008b7d3985918dec9b10f0
org.apache.tomcat	tomcat-util	10.0.23		e8e538b264ada8ecdd10b1a3ec8eeae50d4e5989
org.apache.tomcat	tomcat-util	10.0.26		53c74c23443df5c8164654381925fd8de6c68cfa
org.apache.tomcat	tomcat-util	10.0.27		08c12c237f39524a9470640c957dbf413a8898de
org.apache.tomcat	tomcat-util	10.0.4		d0f7dc4a45a5d343a7a5f4ac36aef4cba2288ad2
org.apache.tomcat	tomcat-util	10.0.5		443a7cbfbfd5456b3cd966616d9996e5ee60e4cb
org.apache.tomcat	tomcat-util	10.0.6		5afbff041afc15c12a00d2a6645ea5c1fc10f4a3
org.apache.tomcat	tomcat-util	10.0.7		eac4937d2caf02dac265cf13a62dc3179edcb034
org.apache.tomcat	tomcat-util	10.0.8		d15783d702e7ce87bd213f2971c25d2ca132811a
org.apache.tomcat	tomcat-util	10.1.0		fb04e09759126907df637dbf571732389f614c93
org.apache.tomcat	tomcat-util	10.1.0-M1		58e655125a66fea08d86d8f985bb798a007ff13a
org.apache.tomcat	tomcat-util	10.1.0-M10		830c9d1e03264b6221d7e9eda30bb2e01671b129
org.apache.tomcat	tomcat-util	10.1.0-M11		7ff872aa796eab990f57532ce9fa9669365d6924
org.apache.tomcat	tomcat-util	10.1.0-M12		2c9a4a36e765344b235b53b457203d95d0638d33
org.apache.tomcat	tomcat-util	10.1.0-M14		9cdb8512ff372e4b0731786f418a032540079970
org.apache.tomcat	tomcat-util	10.1.0-M15		659590c2f732d0211b261f8c33bba7096207ea3a
org.apache.tomcat	tomcat-util	10.1.0-M16		441340cbdbd229a7cca7bd76189f6f2845aaef4a
org.apache.tomcat	tomcat-util	10.1.0-M17		d38b7bca7e1aa17b3d1bef96cbcca6d79ff6f450
org.apache.tomcat	tomcat-util	10.1.0-M2		1cece37ee4e01462ae4de6009fa97eea1587a9c2
org.apache.tomcat	tomcat-util	10.1.0-M4		1eece06e41a7e5bb15725ba79a8434511e6fda22
org.apache.tomcat	tomcat-util	10.1.0-M5		8e0aebba5d26d4631600b58e1a8bc8dee176f427
org.apache.tomcat	tomcat-util	10.1.0-M6		af00d3eef9cbdde6cbac5619e47573f2e291df05
org.apache.tomcat	tomcat-util	10.1.0-M7		f73d3df12aafe6f54772cc97d8a728b4d9ff281f
org.apache.tomcat	tomcat-util	10.1.0-M8		40516880998db840b65ab4d2b6b3427ee9c29f4e
org.apache.tomcat	tomcat-util	10.1.1		e2d45a941f4139f14548c7fb4c01c4bd63e8a548
org.apache.tomcat	tomcat-util	10.1.10		ac9ef87e427cdf31357c1e11a64b0283e241c62f
org.apache.tomcat	tomcat-util	10.1.11		a3551c6d355673cd56a81c98beda3325e17f736b
org.apache.tomcat	tomcat-util	10.1.12		cf8d53fcc2ca4fea3d6aec7469c217546579046f
org.apache.tomcat	tomcat-util	10.1.13		bb7d434f6d3c4b51feb03dd436c54fcd48d9516d
org.apache.tomcat	tomcat-util	10.1.14		9df2af9e450a0fed875aa60ded4154249bea51d9
org.apache.tomcat	tomcat-util	10.1.15		66c02b3763d52811054e531ff66bf7af3ab9f42d
org.apache.tomcat	tomcat-util	10.1.16		4f42ce8282bd034c4da5b32a3a70011f933e7346
org.apache.tomcat	tomcat-util	10.1.17		b37accc3440473770e721be73aea08f7cf0608d9
org.apache.tomcat	tomcat-util	10.1.18		ebee9e077f15037656e32aa83b7f101613598350
org.apache.tomcat	tomcat-util	10.1.19		d1c75674a3f3980adbbd541cdf1267764c6e1e94
org.apache.tomcat	tomcat-util	10.1.2		72fff7a75848aecb296fa9c85ee7036106a7972f
org.apache.tomcat	tomcat-util	10.1.20		f71f6cde8bdea0cc15bfc4e962cf2eda20ff5089
org.apache.tomcat	tomcat-util	10.1.23		5671195663254cfda83dfd9bcbe010a61749e6a8
org.apache.tomcat	tomcat-util	10.1.24		cad730ee6e54f3b1faf4337f6ef3e437d66d6a64
org.apache.tomcat	tomcat-util	10.1.25		94e100ebba49607ce0a98e95b2efe7947c2f94d1
org.apache.tomcat	tomcat-util	10.1.26		6973c90317fc0ed90715cc5c4c0e6994ba4d1d23
org.apache.tomcat	tomcat-util	10.1.28		1f4e7351ce26096529ca52404a5cf3f65e43972b
org.apache.tomcat	tomcat-util	10.1.29		e918d5f9eda05a0909896d06b324ffca5c9474e7
org.apache.tomcat	tomcat-util	10.1.30		342f197dfaec466cad6d9dc0f34f9ba75b9ee67b
org.apache.tomcat	tomcat-util	10.1.31		af36212a67530ed7a4cc1025ee787f6c1aa502f8
org.apache.tomcat	tomcat-util	10.1.33		ba0cac17b63a78f8623cf2430cc5ab14421ce115
org.apache.tomcat	tomcat-util	10.1.34		c377a079738d764b42d07d42804ec4f8a682871a
org.apache.tomcat	tomcat-util	10.1.35		2604d6a74096d457060b6f1e04c123ed3cbccf20
org.apache.tomcat	tomcat-util	10.1.36		39961f392179d53bc99bc740639df3ccb47f86dd
org.apache.tomcat	tomcat-util	10.1.39		04495db44c2fd1e831547ca59043e039ae10b199
org.apache.tomcat	tomcat-util	10.1.4		32c26a8369931294d1b186f1575c454e1f92e0f3
org.apache.tomcat	tomcat-util	10.1.40		8be806b063c998f693bd3ecfd8783bcf17232899
org.apache.tomcat	tomcat-util	10.1.5		fa54636a74f1f61541308509c8cf27c153bf1cfe
org.apache.tomcat	tomcat-util	10.1.6		9d3581b1530c49f28d1a76e1b9e83e36f463f009
org.apache.tomcat	tomcat-util	10.1.7		98ddf572a5600dcf2bbb04b5e9a39e8017934009
org.apache.tomcat	tomcat-util	10.1.8		9a4a2a0f100be02cbe263f6b1cf9f6ce8ab6e1e6
org.apache.tomcat	tomcat-util	10.1.9		05f343220f595bd458c4ca454d0afb8b0b0dca21
org.apache.tomcat	tomcat-util	11.0.0		cd13d2ed0e755eca23c35649c512a8885024996e
org.apache.tomcat	tomcat-util	11.0.0-M1		0d8e63b7c6d49f8d8c73f643c2a00006d8feae20
org.apache.tomcat	tomcat-util	11.0.0-M10		4b157afe6d20a98b26f02047b7717f76a5a34397
org.apache.tomcat	tomcat-util	11.0.0-M11		de647aa556b513f327d6765ca8b1167acb4ba746
org.apache.tomcat	tomcat-util	11.0.0-M12		9ef1c9e6266f10e7eb255a50a871221d15979ce2
org.apache.tomcat	tomcat-util	11.0.0-M13		dcd734f8ee9acf0b67e12f354a4d5f59692cbbcf
org.apache.tomcat	tomcat-util	11.0.0-M14		012d16d0dbd2ad3cfd73d3720e1939b46f3fa623
org.apache.tomcat	tomcat-util	11.0.0-M15		93377508e9ee570f5a7fe9b6e07488f18137cbb8
org.apache.tomcat	tomcat-util	11.0.0-M16		c7224e3f403ad9dcf3611cd4ce7ee06a8de330d6
org.apache.tomcat	tomcat-util	11.0.0-M17		d8cde0ad573f5c0ff62edd46ac412210de607cf3
org.apache.tomcat	tomcat-util	11.0.0-M18		aa9cd7c4cf0ca152699d366113d2cc8521a5c49b
org.apache.tomcat	tomcat-util	11.0.0-M19		4c71262fc6918d2877245d2b87e5428c36139c40
org.apache.tomcat	tomcat-util	11.0.0-M20		de4b213b79cddec221add443ab4f2e6364742794
org.apache.tomcat	tomcat-util	11.0.0-M21		cd10b38cfe8a0e657c5904ccafa7cee7b89a605a
org.apache.tomcat	tomcat-util	11.0.0-M22		20e93e2a31b022f2777c39453e206e71815f9116
org.apache.tomcat	tomcat-util	11.0.0-M24		5fcff76fefa9442cde1cf372bde42466f6dc063e
org.apache.tomcat	tomcat-util	11.0.0-M25		6c2bc4be0639650a191ed3cb6c680c0ad901cd67
org.apache.tomcat	tomcat-util	11.0.0-M26		e718d774f84471cd7825b9af1ce7fc1441150c89
org.apache.tomcat	tomcat-util	11.0.0-M3		100d3b0288cef0370d64c0679e6ad442438f0317
org.apache.tomcat	tomcat-util	11.0.0-M4		9071cd23c971c6565f7c1f2e6aab567f4df1a6a7
org.apache.tomcat	tomcat-util	11.0.0-M5		172c2beacf9d0d43a474b645ca7cd1cf931b9af4
org.apache.tomcat	tomcat-util	11.0.0-M6		e039bc01fabd2d5d791e57089338912ec0991370
org.apache.tomcat	tomcat-util	11.0.0-M7		e07f50034b9a475e4fd352778735f2ba10bf3504
org.apache.tomcat	tomcat-util	11.0.0-M9		e3e5445ae1731ccf747e4a6554a84182f845021b
org.apache.tomcat	tomcat-util	11.0.1		475fe404acbfc3ad058f2f00ac198e2bd8b35336
org.apache.tomcat	tomcat-util	11.0.2		158bca536bb0609c2e7e23cb6a5de6b051fd76f8
org.apache.tomcat	tomcat-util	11.0.3		b0c53e4e203b53f0b5abcf9ad948191bc4c857fa
org.apache.tomcat	tomcat-util	11.0.4		c74c77eefa6617b82ebe5a8d583d07c2eb447761
org.apache.tomcat	tomcat-util	11.0.5		f3a05e356197fd7c33d75bc2f57ec6bc377f791a
org.apache.tomcat	tomcat-util	11.0.6		3e9ef8ad9023647f253fbf7f72ec7c5f02570b28
org.apache.tomcat	tomcat-util	7.0.0		01cda417c9bbbe68470c09d305717906c29b2a5e
org.apache.tomcat	tomcat-util	7.0.100		b618dde85875ceadc165bb8b6ae2efa276af6df6
org.apache.tomcat	tomcat-util	7.0.103		bf0c54f15a4d94743c9c0ff0344b0e6248f0cb3b
org.apache.tomcat	tomcat-util	7.0.104		6d359a24b2a69605059dd8c88c2af7fb50019380
org.apache.tomcat	tomcat-util	7.0.105		b252e4a2a46e993478c41d2806efe64684ce530e
org.apache.tomcat	tomcat-util	7.0.106		436ff674992dbbb569d4dd722432caee736ce6ea
org.apache.tomcat	tomcat-util	7.0.107		cec3a28003a2bbfc91fb32b50292ec43cf19a46a
org.apache.tomcat	tomcat-util	7.0.108		24222bfe95184e9cc37a0b90acc812c5c41c949b
org.apache.tomcat	tomcat-util	7.0.109		6fae1e23cdf6bf3fbd1910f7c5ff89568a6220e9
org.apache.tomcat	tomcat-util	7.0.11		165eb5930c99dba5536731e0df744753c1a31797
