cc.kebei	webapp-boot	1.1		N/A
org.apache.wicket	wicket-velocity	10.5.0		59dc2c2fac9b5d467dc5fe884d4fd56e55ca9fb0
org.apache.wicket	wicket-velocity	6.0.0		ea7fa30366494bdc96239d4c47bb049bfbe2ad7e
org.apache.wicket	wicket-velocity	6.0.0-beta1		a9619f113f9535ee3b252ab184778fa224093743
org.apache.wicket	wicket-velocity	6.0.0-beta2		85f99587e40dfcd84ed36da4aa0df147073bf691
org.apache.wicket	wicket-velocity	6.0.0-beta3		0bd01e2d384293341483e3d9b9a5c2c43826c498
org.apache.wicket	wicket-velocity	6.1.0		5556ab6e948963ade695540e700120f9df05335b
org.apache.wicket	wicket-velocity	6.1.1		68f4facfab48b0cffc06a1bf1261506027cc9be9
org.apache.wicket	wicket-velocity	6.10.0		17cc16a1879cf3e26ac535910d1c90d9438f408b
org.apache.wicket	wicket-velocity	6.11.0		83e4d2afa32503115ad04046830927fa0d43866d
org.apache.wicket	wicket-velocity	6.12.0		5e1ccf4e3286e1cfed77de27da2cb327deab18a1
org.apache.wicket	wicket-velocity	6.13.0		57c534f70b1756847a268e11a94c5e3ea0723d12
org.apache.wicket	wicket-velocity	6.14.0		6d09bfca86737e7abe7c883f524c59d8680ea76d
org.apache.wicket	wicket-velocity	6.15.0		a64e26bb02adc5b3a3104a0873f665060a30f3f3
org.apache.wicket	wicket-velocity	6.16.0		7833c919a8befd185344bfcbef3c4c934730b024
org.apache.wicket	wicket-velocity	6.17.0		4ffa06e4210c37e23340c3962b299e98706a942f
org.apache.wicket	wicket-velocity	6.18.0		c4261da1feb3d46a014f4fbe375f64fcaac0e223
org.apache.wicket	wicket-velocity	6.19.0		e941e48df532332f8e7fc13108f83d3a43f4f866
org.apache.wicket	wicket-velocity	6.2.0		0da768795903301bfb9b8c00904ca9c002834ab5
org.apache.wicket	wicket-velocity	6.20.0		3c5e4dbcde80f57fe848dbea05d7ea1d95ec1903
org.apache.wicket	wicket-velocity	6.21.0		8c13e231e554dcf6c1aed00ebadb23059f1e44dd
org.apache.wicket	wicket-velocity	6.22.0		6b21ddb97c3153a3a9d0c8adf5d1fd7d051a1727
org.apache.wicket	wicket-velocity	6.23.0		487dbeef96d08c2eabba459353cac5c0179d9e70
org.apache.wicket	wicket-velocity	6.24.0		c9419444ddbd216680a7b4c0d914558daffae740
org.apache.wicket	wicket-velocity	6.25.0		0c4d7165c0a4c4fa46b10e9e999b7b024607b7e6
org.apache.wicket	wicket-velocity	6.26.0		4c8293eb4ad9074a7ccd6e8724f883b5a5a939c4
org.apache.wicket	wicket-velocity	6.27.0		ae592d5903cc51ce12c0b415e7c5ccbf061cee0a
org.apache.wicket	wicket-velocity	6.27.1		e512782ec775a6db60fedab2eb9612db10855b7a
org.apache.wicket	wicket-velocity	6.28.0		438b319e0848f4a734dbca3195834fc106865f16
org.apache.wicket	wicket-velocity	6.29.0		f73f774a46bfab70a375b9785001d89e389d22be
org.apache.wicket	wicket-velocity	6.3.0		d86738313f63603a25b882b1b2630c6713fc76ca
org.apache.wicket	wicket-velocity	6.30.0		bbc8bc01524bb8582b5dc2ef0e5e40344e076229
org.apache.wicket	wicket-velocity	6.4.0		3fb5a48d5ad0733c025a1338bc033ee6eb0f3063
org.apache.wicket	wicket-velocity	6.5.0		b82c5af2d678325b1fb1b0065689bb435899441b
org.apache.wicket	wicket-velocity	6.6.0		b239bec7a220825d6ee3174209d8e024d9d6b98c
org.apache.wicket	wicket-velocity	6.7.0		c2d939c46fc243a922e38c6d8a1c585d28e4deb6
org.apache.wicket	wicket-velocity	6.8.0		86b29aed89135850a940f0905534eb84633b442d
org.apache.wicket	wicket-velocity	6.9.0		af2f01078de2281d4dee1036d6c498eddd1a14b6
org.apache.wicket	wicket-velocity	6.9.1		d567147879b28551fd34fdaf1a5da7cc2f94012d
org.apache.wicket	wicket-velocity	7.0.0		31177c5cbb2b9f39fca7ab91a811ae964a1bf1f8
org.apache.wicket	wicket-velocity	7.0.0-M1		f3ca84d751878fa1750e1f9f4f61a58368a7d336
org.apache.wicket	wicket-velocity	7.0.0-M2		9a60afd798e8999ecb1f3acb46c6f1d34ce72f22
org.apache.wicket	wicket-velocity	7.0.0-M3		c489137ac673c35720bd7c146839b688124f1f70
org.apache.wicket	wicket-velocity	7.0.0-M4		b808a39fca8b25a8c90d609b5407dfdab928fd4e
org.apache.wicket	wicket-velocity	7.0.0-M5		a588ef52a1dc2eb69b6a9ef2f00ba56f9f827e47
org.apache.wicket	wicket-velocity	7.0.0-M6		9a124a5136c2645aec6160bf326a487bddc1ea7f
org.apache.wicket	wicket-velocity	7.1.0		d506247456c5323afa12cacfed42735838833e69
org.apache.wicket	wicket-velocity	7.10.0		f39b4671ab0143f0ff923e7c64b1598f8563013a
org.apache.wicket	wicket-velocity	7.11.0		1354ba241c1d53a1007ee0df14bb10b32036f579
org.apache.wicket	wicket-velocity	7.12.0		56094a9c236e7a9a01aba4c443a394b1d30f51cc
org.apache.wicket	wicket-velocity	7.13.0		eb3608d805401b508665d0f5512c7d03a06870d6
org.apache.wicket	wicket-velocity	7.14.0		e2bbcb3ae3918ff6075a4a963bdb98a6d3000fb1
org.apache.wicket	wicket-velocity	7.15.0		93b261ea951ab4b4e4c0a79ba21f09183f50d7af
org.apache.wicket	wicket-velocity	7.16.0		d6824f6e93ab195b3eaf8234e1b0de600aa1fdba
org.apache.wicket	wicket-velocity	7.17.0		2df80b6ffc67c3e96c5b27e804d1bd74995666cd
org.apache.wicket	wicket-velocity	7.18.0		db291a2762cbf1f225589250a9195937caa5358e
org.apache.wicket	wicket-velocity	7.2.0		dd74360058bfa37739543f0c376bc65d503214b5
org.apache.wicket	wicket-velocity	7.3.0		58de77e492d8e482218703370749b7792afce312
org.apache.wicket	wicket-velocity	7.4.0		b1afa1dbc0d3fd3740ec73939390b9156c6b3e0a
org.apache.wicket	wicket-velocity	7.5.0		c5e1f819c48ef3ef792e6a91a9a0af79142cbffe
org.apache.wicket	wicket-velocity	7.6.0		c59e85cb78e80893d66b4f433a2b4994e2074224
org.apache.wicket	wicket-velocity	7.7.0		528b325b26e84cba077ec70a8943f569365a7aba
org.apache.wicket	wicket-velocity	7.8.0		818d218a3d73ed27e29c47050bc759e4251f495e
org.apache.wicket	wicket-velocity	7.9.0		c828cd4f65d9058fdf49128a3594cf27d714fc65
org.apache.wicket	wicket-velocity	8.0.0		c42dadb0855f2979d7935ad94c7daa6656022ffc
org.apache.wicket	wicket-velocity	8.0.0-M1		c499253a31046bb6eb2636d2ffa02832f4403b7c
org.apache.wicket	wicket-velocity	8.0.0-M2		68f3dbbdf9f11435c4e5289c00453eeb9ca899ce
org.apache.wicket	wicket-velocity	8.0.0-M3		5bcc0e3cb75271a020b4f7c31583c3bd7c526bb2
org.apache.wicket	wicket-velocity	8.0.0-M4		8f0aa8d6b433848a65fa2b9c1f417116c3f88b4d
org.apache.wicket	wicket-velocity	8.0.0-M5		e72f80c89b812ca7a7d31ba0fa8cc44374a2b742
org.apache.wicket	wicket-velocity	8.0.0-M6		ef2f351cd131afbe42133973cc9fd5b9b4881250
org.apache.wicket	wicket-velocity	8.0.0-M7		94441714d89def2a053ae7c142eb514a30910173
org.apache.wicket	wicket-velocity	8.0.0-M8		057b20d7f8f7f6aa260c0a4db3a36081531a31c1
org.apache.wicket	wicket-velocity	8.0.0-M9		a6601b92ff7cafd5daef88d5eb0331d77fa3358c
org.apache.wicket	wicket-velocity	8.1.0		fff6a25930159cc7fbc9a00e9af5fe49faf19f75
org.apache.wicket	wicket-velocity	8.10.0		b0ce7c6c0fa5f745b80072f77eea527e89672da6
org.apache.wicket	wicket-velocity	8.11.0		27093aa98c0f1eebc1c8ca2316a612ce5d3a7a2d
org.apache.wicket	wicket-velocity	8.12.0		613b73c2197dcec79b574ee84608636271a77ea3
org.apache.wicket	wicket-velocity	8.13.0		19ddb759593a93c9766f2793007689c061ba9678
org.apache.wicket	wicket-velocity	8.14.0		41c237862d9c9738a7c896e631cc0de7c27fbaec
org.apache.wicket	wicket-velocity	8.15.0		fb32b2a4faf9da8bd37d7cfd0d227bd76314cef0
org.apache.wicket	wicket-velocity	8.16.0		07c282bf364a3f429d72607d12883b18da82e169
org.apache.wicket	wicket-velocity	8.17.0		289dbbddc101f9ce78fef249c9456decd1c5290c
org.apache.wicket	wicket-velocity	8.2.0		d5bb6d48f8d6ac708ff2ac6d26f91d09eae3c634
org.apache.wicket	wicket-velocity	8.3.0		a2de2a8084dd016879ff127324c54ffd9d302879
org.apache.wicket	wicket-velocity	8.4.0		229c4bbf44328adc555845722e6f6693a98887e0
org.apache.wicket	wicket-velocity	8.5.0		1b92b7144429e0547aed8a888f4159f37b9d1cf7
org.apache.wicket	wicket-velocity	8.6.0		02b182a6ef0a84e3c751f3863f9f7cb9b9de916d
org.apache.wicket	wicket-velocity	8.6.1		a12e9b999d9e8f7a59f155ab15741549ccacdedf
org.apache.wicket	wicket-velocity	8.7.0		f528b93d74f907503bcaa5223bb7b6ce3d3a88a6
org.apache.wicket	wicket-velocity	8.8.0		15e2c0d2588e9a1f09e3d4b6bcdea87d839bf8b4
org.apache.wicket	wicket-velocity	8.9.0		7fce705d75876c5acb60732e0b38398ec527b6f9
org.apache.wicket	wicket-velocity	9.0.0		89987a9a7b8c88778b199beb9eac2b1c571534be
org.apache.wicket	wicket-velocity	9.0.0-M1		cd78ba01719e10c155aabf74f18d5f85d1877487
org.apache.wicket	wicket-velocity	9.0.0-M2		58af744a67a79e085113b319a6c2c69408929455
org.apache.wicket	wicket-velocity	9.0.0-M3		40fbe9e366dc597a74f6bd94c74bb91b36e9eeaf
org.apache.wicket	wicket-velocity	9.0.0-M4		124b358f6b6b1ac355792c8aa48c91801d82d6da
org.apache.wicket	wicket-velocity	9.0.0-M5		5a81755c11b9b6fdfc42dc25f1855c31045ffdee
org.apache.wicket	wicket-velocity	9.1.0		e7c8eab250ebda22b3d4f0bd4e294d8266cd3dfa
org.apache.wicket	wicket-velocity	9.10.0		07765ff9682bc4c4ac6d07fb9f296c86145a54be
org.apache.wicket	wicket-velocity	9.11.0		f9468533577c7aad5f363165a13c046a6786d55d
org.apache.wicket	wicket-velocity	9.12.0		cbd87adfe2b07fb0e0ffeae7070295fd084fe468
org.apache.wicket	wicket-velocity	9.13.0		697ef735f7c0fbd18ecc297637289779e0c24d9a
org.apache.wicket	wicket-velocity	9.14.0		56dbb2e339f9f6a9d2189dacba3cd99d0118fdaf
org.apache.wicket	wicket-velocity	9.15.0		d11144e7f82e164e49fc869440cabad9bb8a1f6f
org.apache.wicket	wicket-velocity	9.16.0		5224d1dd4fdffe65eecafe9888f445271193990d
org.apache.wicket	wicket-velocity	9.17.0		8b1362716160c5141efacbf863adf45e80b64491
org.apache.wicket	wicket-velocity	9.18.0		6eef4242156b59ec87997d83e42c18244cc4d511
org.apache.wicket	wicket-velocity	9.19.0		65e37ade9f6da1f55485e82b4ddf4e035d474e72
org.apache.wicket	wicket-velocity	9.2.0		9c2bc03996e7d889e8cb0afae858a9aa0c6d9205
org.apache.wicket	wicket-velocity	9.20.0		6a513b0e2dd5363c9f0fc460f99ac97fdb5c7807
org.apache.wicket	wicket-velocity	9.21.0		0d0b50fa1e15e30680088a84b42ab00c4504349e
org.apache.wicket	wicket-velocity	9.3.0		077d693f9c60e25572b84bbc36ca17a566c7c84d
org.apache.wicket	wicket-velocity	9.4.0		0f63331434e24180f7d4cc3f2dfe90fb11796241
org.apache.wicket	wicket-velocity	9.5.0		c75fcffed1b91f218756490b4356b06ee3d8a06f
org.apache.wicket	wicket-velocity	9.6.0		e72fad4d80cc560c3ff024befca63947f5a8554d
org.apache.wicket	wicket-velocity	9.7.0		07f1b32c1d445d6804c3ff24e76b362fcdb56ea2
org.apache.wicket	wicket-velocity	9.8.0		1a23c37e7139dd4354dbb018922fab3ffe2e4d97
org.apache.wicket	wicket-velocity	9.9.0		2cd1d2ab752ff63e269b019df7e6aab08f1ea2be
org.apache.wicket	wicket-velocity	9.9.1		b7702e6cc61704860a7ec5d381d341d82374c212
org.codehaus.sonar.plugins	sonar-plugin-googleanalytics	1.5M1		a8cbffd47c05b0a8aacd4534fe5a86cccbccddd2
org.codehaus.sonar.plugins	sonar-plugin-googleanalytics	1.5M2		e13d213ea62a035d18db39c422ec0e8bc1c61874
org.codehaus.sonar.plugins	sonar-plugin-googleanalytics	1.5M3		efdbd67444a4000f7b97588ea630e9a0ac05c190
org.danbrough.ktor	ktor-server-test-suites-linuxarm64	2.1.1		de6cc6a68381f206d27ab665fbcbce413f56e7b6
org.danbrough.ktor	ktor-server-test-suites-linuxarm64	2.1.1a		a02afed7b20f3bffc662217e6f88e7cdeb6c537f
org.danbrough.ktor	ktor-server-test-suites-linuxarm64	2.2.3		372b7256c6f2d7acce07944ff737f1672d81c259
org.danbrough.ktor	ktor-server-test-suites-linuxarm64	2.2.4		bebb2cd1e20e7050446f505193790f55198ff9e3
org.eclipse.rdf4j	rdf4j-rio-compliance	1.0		2d9aeaa750955408a191b5c3e24d457c698d9f0a
org.eclipse.rdf4j	rdf4j-rio-compliance	1.0.1		f979aed415dea0e07872df6f1177519055266695
org.eclipse.rdf4j	rdf4j-rio-compliance	1.0.2		0749eb8ec38f6b6a821c4bb2463d09492c7a75f2
org.eclipse.rdf4j	rdf4j-rio-compliance	1.0.3		6cf6413a2e7daca7345986e7a168e5c6b17dd902
org.eclipse.rdf4j	rdf4j-rio-compliance	1.0M1		3b222c9e6fea278baae836d4dee2283d5cbc4c3d
org.eclipse.rdf4j	rdf4j-rio-compliance	1.0M2		855f733fb4ed01bcd33994e3fc1c989ba4c22ec6
org.eclipse.rdf4j	rdf4j-rio-compliance	1.0M3		be908666617a44672238b7cd1b91f308bf0f67bf
org.eclipse.rdf4j	rdf4j-rio-compliance	2.0		9c0acc19b24805f4f689d7c40ba4234d1ce51ee8
org.eclipse.rdf4j	rdf4j-rio-compliance	2.0.1		4fa605376adc6ade69a50d6443e547e9eddbef6e
org.eclipse.rdf4j	rdf4j-rio-compliance	2.0.2		a870ba836b7601af6d7282694ec4ad74f2ea4571
org.eclipse.rdf4j	rdf4j-rio-compliance	2.0.3		3fc810bc67d34936a84154615c38bca9f05b0f16
org.eclipse.rdf4j	rdf4j-rio-compliance	2.0M1		707d901855a408d7d5849a22efa1be6da33a2478
org.eclipse.rdf4j	rdf4j-rio-compliance	2.0M2		dcc4bea077d93c8858f1aae695ceacbcef60458b
org.eclipse.rdf4j	rdf4j-rio-compliance	2.0M3		f8545adabb3520f382a9ac32e3118dd28fd8a0d1
org.eclipse.rdf4j	rdf4j-rio-compliance	2.0M4		d7dc9045d01138d5101ddedeaf30f9477d21a578
org.eclipse.rdf4j	rdf4j-rio-compliance	2.1		f6350a4535182a3b664e4ba5e2730953427e9e37
org.eclipse.rdf4j	rdf4j-rio-compliance	2.1.1		95c774e117888a87e73f8c15d8585fc26d6f6d75
org.eclipse.rdf4j	rdf4j-rio-compliance	2.1.2		5d125c6a27e6cf91b431d781f38e8551d0093ae3
org.eclipse.rdf4j	rdf4j-rio-compliance	2.1.3		5dca5ae660abb54756664eaf43c55252482a1d6f
org.eclipse.rdf4j	rdf4j-rio-compliance	2.1.4		d2b9d4ba426736967f2dcd1ab8ed55fc5db820bd
org.eclipse.rdf4j	rdf4j-rio-compliance	2.1.5		0cdd4ab66f970461fd59642fc32b897606f37efd
org.eclipse.rdf4j	rdf4j-rio-compliance	2.1.6		38cfd409f1b45c480f31b3f6acccf5f7f00edfda
org.eclipse.rdf4j	rdf4j-rio-compliance	2.2		ae0acbc6c54fb61d9e03e6ab002974bc875a38e4
org.eclipse.rdf4j	rdf4j-rio-compliance	2.2.1		5cc074a1bfe6543aceac87fae602c8b310df5cf1
org.eclipse.rdf4j	rdf4j-rio-compliance	2.2.2		2541301e61d4fd2f0302e43d566cfeb096d958ca
org.eclipse.rdf4j	rdf4j-rio-compliance	2.2.3		adf53426865740037d68fe7801238186c105cde0
org.eclipse.rdf4j	rdf4j-rio-compliance	2.2.4		866aba5b2213aa8a2632ab468d67fd49066c3c5e
org.eclipse.rdf4j	rdf4j-rio-compliance	3.0.4		94aa4b6e9ffe0d24722041dc6ecea810010b1bf1
org.endpoints4s	json-schema-circe_sjs0.6_2.13	1.0.0		54f57a1a36d7b8842e2de5b775d583aca20f2024
org.glassfish.mq	helpfiles	6.4.0		2e4046bd50dae62459b8705957570e11122bcedd
org.glassfish.mq	helpfiles	6.5.0		2d244c65e4724a1280b6bf35e31ef4e6fc4b4cd3
org.glassfish.mq	helpfiles	6.5.1		9ba9b484eb9ca30a1fc0af0800e7522d532ea0e5
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.0.0		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.0.0-beta5		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.0.0-rc2		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.0.0-rc5		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.0.1		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.1.0		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.1.0-alpha02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.1.0-alpha03		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.1.0-alpha04		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.1.0-alpha05		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.1.0-alpha1-dev536		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.1.0-alpha1-dev550		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.1.0-rc01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.1.1		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.2.0		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.2.0-alpha01-dev602		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.2.0-alpha01-dev606		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.2.0-alpha01-dev609		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.2.0-alpha01-dev620		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.2.0-beta01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.2.1		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.2.2		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.3.0		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.3.1		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.4.0		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.4.1		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.4.3		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.0		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.0-beta01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.0-beta02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.1		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.10		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.10-beta01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.10-beta02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.10-rc01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.10-rc02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.11		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.12		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.2		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.5.3		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.0		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.0-alpha01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.0-beta01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.0-beta02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.0-rc01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.0-rc02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.0-rc03		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.1		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.10		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.10-beta01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.10-beta02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.10-beta03		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.10-rc01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.10-rc02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.10-rc03		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.11		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.6.2		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.7.0		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.7.0-alpha01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.7.0-alpha02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.7.0-alpha03		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.7.0-beta01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.7.0-beta02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.7.0-rc01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.7.1		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.7.3		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.8.0-alpha01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.8.0-alpha02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.8.0-alpha03		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.8.0-alpha04		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.8.0-beta01		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.8.0-beta02		N/A
org.jetbrains.compose.desktop	desktop-jvm-linux-arm64	1.8.0-rc01		N/A
org.jetos.app	jet-privacy	0.0.1		N/A
org.jetos.app	jet-privacy	0.0.1	plain	815a7a31b08ec527f7a480666bd50e8efdc1513a
org.jetos.app	jet-privacy	0.0.2		N/A
org.jetos.app	jet-privacy	0.0.2	plain	2012778bbcf99df4ab3677b650294e13f742c66b
org.jfrog.buildinfo	build-info-extractor	2.1.1		9b24b4d8150f5ed4d4b3f310269cb2112d494a0a
org.jfrog.buildinfo	build-info-extractor	2.1.2		894ccacb7424d50be8486a79a5dfa4bf42d74d39
org.jfrog.buildinfo	build-info-extractor	2.2.1		0b1e5b4e6609ae6e4e8452844237b461d8b9d800
org.jfrog.buildinfo	build-info-extractor	2.25.4		85abfa24eb599d83ec5ae7778beac58703ee2be5
org.jfrog.buildinfo	build-info-extractor	2.26.0		545625c6d9614726becd525909a93690db44996b
org.jfrog.buildinfo	build-info-extractor	2.26.1		205d42d44a8707468b82875afc06e0f5cff3e878
org.jfrog.buildinfo	build-info-extractor	2.26.2		2cf34ec6d0e5637ee71c13b600e31e35673f03e4
org.jfrog.buildinfo	build-info-extractor	2.26.3		75613aed154531d29049be473f9b1b0193f5a3e7
org.jfrog.buildinfo	build-info-extractor	2.26.4		9056cee2948fcd5b55558c05394ea516758bfd23
org.jfrog.buildinfo	build-info-extractor	2.27.0		8b356a43eb3fe8745242baae65c980f90f0646a5
org.jfrog.buildinfo	build-info-extractor	2.28.2		8b59e2c099d6b785a432c0f7049aa407deddab59
org.jfrog.buildinfo	build-info-extractor	2.28.3		392b03ac25a74934ca38b5b1ec7856fd7ed31c42
org.jfrog.buildinfo	build-info-extractor	2.28.4		cf3540e4f80b0ab8afee2c739488130c2e8516ce
org.jfrog.buildinfo	build-info-extractor	2.28.5		0b42e5ab65d148ac61e517b4cbe1972a1e163a54
org.jfrog.buildinfo	build-info-extractor	2.28.6		f28148851e1d1fe6f39b672946e67811171f37a1
org.jfrog.buildinfo	build-info-extractor	2.28.8		cfcb3dd80851b867b6ffecbe1a3797d31f0005b3
org.jfrog.buildinfo	build-info-extractor	2.29.0		8de5130af77c67d3f62a65614695526f92cdbc5e
org.jfrog.buildinfo	build-info-extractor	2.30.0		388c1738f82ce421ef2c6ca3725b13abddb08bba
org.jfrog.buildinfo	build-info-extractor	2.30.2		9739b0f66ae2c65bf7980201398f7a41097bb939
org.jfrog.buildinfo	build-info-extractor	2.31.0		e4a1ee87c4e3b90f81c51c33026c9780c3a1461a
org.jfrog.buildinfo	build-info-extractor	2.31.1		671385c4b9056a47886985d8b13a4ec70de2415e
org.jfrog.buildinfo	build-info-extractor	2.31.2		0fbc8ba88ec3a6a0e13556a68f6cb7cb5903d08b
org.jfrog.buildinfo	build-info-extractor	2.31.3		ca911f512af0b768b92f94adab4c5105ed2d9e40
org.jfrog.buildinfo	build-info-extractor	2.31.4		694ee67fb3b2145e3b5fcd7595ed056e25e0b8df
org.jfrog.buildinfo	build-info-extractor	2.32.0		196043d67abaad9c1d790a01029da58914eec67c
org.jfrog.buildinfo	build-info-extractor	2.32.1		2ed84724a06129c8564c293f2df16ec591d6dbfc
org.jfrog.buildinfo	build-info-extractor	2.32.2		d358f0d04746912f2f1c5a77988be84200ec8966
org.jfrog.buildinfo	build-info-extractor	2.32.3		b5d1aae33390a125d360bc88153fb2d68a159817
org.jfrog.buildinfo	build-info-extractor	2.32.4		065beb3f2b02dc5a4fc9dbc8e0e28f8618a9508f
org.jfrog.buildinfo	build-info-extractor	2.32.5		f87c0b14552837a94db08e787b30705ea493e564
org.jfrog.buildinfo	build-info-extractor	2.32.6		865bf14228fda38461d4877972bee78bbca739d8
org.jfrog.buildinfo	build-info-extractor	2.33.0		92d3221f48e4f2d2b7128c418150b54d4b195b40
org.jfrog.buildinfo	build-info-extractor	2.33.1		17c12db3d96dfeb79128923ee076f1e02716bb73
org.jfrog.buildinfo	build-info-extractor	2.33.2		f0b0d3402424e6e0de78f8b73e2e714821698125
org.jfrog.buildinfo	build-info-extractor	2.33.3		a4c61663d8f79c8cd60c52cfc8ad629c48b10179
org.jfrog.buildinfo	build-info-extractor	2.34.0		396bf165b4851b56a71b57c1ca45d19465cff0e9
org.jfrog.buildinfo	build-info-extractor	2.35.0		9f5a9bfd4c726f2535e8764ac8c9c863567085dd
org.jfrog.buildinfo	build-info-extractor	2.36.0		be779ae01ae8b134bdd1728aed0b25b7f42d2dd7
org.jfrog.buildinfo	build-info-extractor	2.36.1		b73d1958f00ea1f012727215a2b3d4f19beba5da
org.jfrog.buildinfo	build-info-extractor	2.36.2		aec7ded8c6b6cd66f26e4f96d79641d51a3bd6bb
org.jfrog.buildinfo	build-info-extractor	2.36.3		a30fd4cf9ad08cbfe21cea6ba1658e2c3bbe4ea4
org.jfrog.buildinfo	build-info-extractor	2.36.4		e42c81d70d94eede813881aa48a6ef51296b7875
