au.net.causal.shoelaces	shoelaces-jdbc-integration-tests-nodisk	2.0		6321bdcd7a849f62bae6404275417beafa69fcfe
net.adamcin.httpsig	net.adamcin.httpsig.osgi	1.0.0		18410b3aa29690718442372ea9e186f5649c2f31
net.adamcin.httpsig	net.adamcin.httpsig.osgi	1.0.2		0e2154890616797433f0644037478f6e65e6d445
net.adamcin.httpsig	net.adamcin.httpsig.osgi	1.0.4		53bfd945b347034ce42faad6f23c9757e9b701a6
net.adamcin.httpsig	net.adamcin.httpsig.osgi	1.0.6		c5e4ef2c1ba77839b209deac61180cf81a81839b
net.adamcin.httpsig	net.adamcin.httpsig.osgi	1.1.0		240742a465cbfea58687e4884b4c5fff76837804
net.adamcin.httpsig	net.adamcin.httpsig.osgi	1.2.0		f3a10a249b5a9a9109ace76d49e5a046292c02ce
net.adamcin.httpsig	net.adamcin.httpsig.osgi	1.2.1		8c000a438b1b32c8e87301e815411290d9af89a3
net.adamcin.httpsig	net.adamcin.httpsig.osgi	1.3.0		6dd628774e918666bc34b2c4bfe859cec84ccb08
net.adamcin.httpsig	net.adamcin.httpsig.osgi	1.3.1		735d0c3f2fc030c920723bcd39779aaf5e00c2c7
net.debasishg	sjson_2.9.0	0.11		d498b6d4c57a27adb68014dcb07ccb0e1a173477
net.debasishg	sjson_2.9.0	0.12		b7db742f35513ef7cc366a83db7ab10b1580358b
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.24.0-v2-473-0		19b642575d8e3a791089561e54ab515635c75073
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.24.1-v2-473-0		ca4dcc3d88af9156d96cea5d8aea7042b48d78e9
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.24.2-v2-437-0		41f7d4c9b0f371c26b1e3ee55144d973844ebb90
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.25.0-v2-518-0		9add8b79202cf8f1faf45ad27e8a8e824c35fb62
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.26.0-v2.524.0		2a1fd472e1be5b1bc5540a14c19ab8f66bc287ae
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.26.1-v2-524.0		83e2c5a3d55853fb66fba4437f34aa723a57d81c
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.26.1-v2.524.0		5b55ca83486ade402eb1a2905ca451114862f190
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.27.0-v2.571.0		a3402e9f039f6090c050142212b7d14608a2676e
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.28.0-v2.596.0		d149287d4e84de1fe32825a3a72051518a09dd44
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.29.0-v2.624.0		745762ac6ff7edfe57adaf41adee240cda0f5e8e
net.exoego	aws-sdk-scalajs-facade-xray_sjs0.6_2.13	0.30.0-v2.715.0		e030fbbc02ca4c57443d90dad2e858132f81d8a9
net.liftweb	lift-scalate_2.8.0	2.1		dbe6c150ef1d55c58b6ef5ebf9426ba2de9d92b1
net.liftweb	lift-scalate_2.8.0	2.1-M1		ae7d1d77f9382fa5492358d88993530e7112fe85
net.liftweb	lift-scalate_2.8.0	2.1-RC1		181fb2e815ac9623c949477fb9130fdb1053f2e5
net.liftweb	lift-scalate_2.8.0	2.1-RC2		e40044790ec77396aaed24e4175b2f21f8eadcd3
net.liftweb	lift-scalate_2.8.0	2.1-RC3		7bbaa1de93738d8dfeccfac3c28d17c15b2d6e2d
net.liftweb	lift-scalate_2.8.0	2.2		2d371b7faa7dc4ad1a8f05577a3aefcaf4b790b6
net.liftweb	lift-scalate_2.8.0	2.2-M1		efddbf3d557a15e70d2b2678773dbc16d9d7ed11
net.liftweb	lift-scalate_2.8.0	2.2-RC1		58aec7f2603d7a6eaa1ca353cf0c74576e4d9a74
net.liftweb	lift-scalate_2.8.0	2.2-RC2		85b55dfc66cb5d885133642958de777a6b82af0d
net.liftweb	lift-scalate_2.8.0	2.2-RC3		3aba687325ff12b34647bfff947172cf65a1da02
net.liftweb	lift-scalate_2.8.0	2.2-RC4		8137500944698458328d2d5042654416561fced0
net.liftweb	lift-scalate_2.8.0	2.2-RC5		a24d03aa319d161c54e86ca5eff4560db4660f16
net.liftweb	lift-scalate_2.8.0	2.2-RC6		d0bc533f28bf91261a715f215f57347d7e24246b
net.liftweb	lift-scalate_2.8.0	2.3		349e6c2a2b666737a152c82d48d0b956a1cd0e24
net.liftweb	lift-scalate_2.8.0	2.3-RC1		b50da7b2e5f9879576a7d80bb4884792d031fd12
net.liftweb	lift-scalate_2.8.0	2.3-RC2		5f1175d8e95b0e0af4f90b718ae66f8ee411d599
net.liftweb	lift-scalate_2.8.0	2.3-RC3		0c15ae78b44ed8019e6c168be602bf7089792b30
net.liftweb	lift-scalate_2.8.0	2.3-RC4		301c9db5f85a67130e68c6c01b6e188cdbf7a4b8
net.liftweb	lift-scalate_2.8.0	2.3-RC5		0a6ba3b6643124c2d47ae8ec00263c82d5c36f00
net.liftweb	lift-scalate_2.8.0	2.4		a09d0473b74dcb9b40a0f316b86ca49ff4619b60
net.liftweb	lift-scalate_2.8.0	2.4-M1		d2b0ad413c7bba244efcb023ffff1131c4a47bbe
net.liftweb	lift-scalate_2.8.0	2.4-M2		742473601bcc698f6bd447dc8fc563283c29e8f2
net.liftweb	lift-scalate_2.8.0	2.4-M3		931431e31b125d06e5082e2076b1d3c3ca399831
net.liftweb	lift-scalate_2.8.0	2.4-M4		b39d3bde6bfb4ed29418aac9756d8c30b008f12c
net.liftweb	lift-scalate_2.8.0	2.4-M5		37bc551d0d0177da44e462a551794a715d5941c3
net.liftweb	lift-scalate_2.8.0	2.4-RC1		8d6efabebcc0dd2aef89a7fb769acf9fb48c3e7a
net.neoforged.javadoctor	spec	2.0.10		8f103f4a8c45a02e95684f86663813cfdaeda40e
net.neoforged.javadoctor	spec	2.0.11		39fe29a2694b38715d1b1527e40cdc7ec9fc809d
net.neoforged.javadoctor	spec	2.0.15		e1d2cc7b67c510a7ffa597896a63a2d4290b3b90
net.neoforged.javadoctor	spec	2.0.17		fbe5da0da41957dccf9004014781bd8d05d16192
org.apache.bval	bval-extras	0.3-incubating		1f074239c459d18af9de9206f366e3735f45bbd7
org.apache.bval	bval-extras	0.4		b5f7b314652b307d4d318fb9d308e34885191f53
org.apache.bval	bval-extras	0.5		db6a4762421abc76de4b8d4dcdfe8752bf126471
org.apache.bval	bval-extras	1.1.0		7d2691a4a5362561e2394ccab74dec4b405aae0f
org.apache.bval	bval-extras	1.1.1		df4ff562847d7318238bfb4d9288fa19701e385c
org.apache.bval	bval-extras	1.1.2		b5a3683aef7852e9b5b80e626e0597a2e84ac864
org.apache.bval	bval-extras	2.0.0		9d0d0ff35cd8e42192e579a0890234fd75b93fc9
org.apache.bval	bval-extras	2.0.2		76fd388dab3e3820f8e9e0fbef478b8ba612add4
org.apache.bval	bval-extras	2.0.3		2d47fb2d7f6b895badabebe254f6f9e4aede7c49
org.apache.bval	bval-extras	2.0.4		d8a3ab52c585ee4026fdc5caf96578c632908da0
org.apache.bval	bval-extras	2.0.5		3a0943847547164581aaac9f0e7278098846911b
org.apache.bval	bval-extras	2.0.6		edabd7f77b73afc9f521cfcc5fb46979968e21b6
org.apache.bval	bval-extras	3.0.0		a723367339993678700c375f9cb228ab85aff6ae
org.apache.bval	bval-extras	3.0.1		f14102e274e5750588ce785593a90d18d9a47d76
org.apache.bval	bval-extras	3.0.2		6a6d72ea9ca002f2b2dd459923e4f046d1f93591
org.apache.plc4x	karaf-ads-feature	0.3.0		N/A
org.apache.plc4x	karaf-ads-feature	0.3.1		N/A
org.apache.stanbol	org.apache.stanbol.commons.solr.web	0.11.0		10ac245a6beb2dcb9717572ef2f8011d27387df5
org.apache.stanbol	org.apache.stanbol.commons.solr.web	0.12.0		57cb6dfa24e19c30e19053b95049a2ce5ab3eb8f
org.apache.stanbol	org.apache.stanbol.commons.solr.web	0.9.0-incubating		65f426985c46e3bfd3eb75219c1c4a96ec90e18c
org.apache.stanbol	org.apache.stanbol.commons.solr.web	1.0.0		cc031c8f2cc2240253fb846f71702314029ea8b0
org.apache.streams	streams-runtimes	0.1-incubating		N/A
org.apache.streams	streams-runtimes	0.2-incubating		N/A
org.apache.streams	streams-runtimes	0.3-incubating		N/A
org.apache.streams	streams-runtimes	0.4-incubating		N/A
org.apache.streams	streams-runtimes	0.4.1-incubating		N/A
org.apache.streams	streams-runtimes	0.5-incubating		N/A
org.apache.streams	streams-runtimes	0.5.1		N/A
org.apache.streams	streams-runtimes	0.6.0		N/A
org.apache.streams	streams-runtimes	0.6.1		N/A
org.apache.streams	streams-runtimes	0.7.0		N/A
org.bidib.jbidib.swinglabs.swingx	swingx-all	1.6.5-1		a7aef27c8501ca3a461a8ab3e8676f9a3aefac03
org.julienrf	endpoints-algebra-json-schema_2.13.0-M2	0.7.0		3e0cf81932b8632f99ce99498864c5b0cbbb5748
org.julienrf	endpoints-algebra-json-schema_2.13.0-M2	0.8.0		c5fe4ab997f177810e4071f006bb10e63b355e84
org.kill-bill.billing	killbill-osgi-test-bundles	0.10.0		N/A
org.kill-bill.billing	killbill-osgi-test-bundles	0.10.1		N/A
org.kill-bill.billing	killbill-osgi-test-bundles	0.10.2		N/A
org.kill-bill.billing	killbill-osgi-test-bundles	0.11.1		N/A
org.kill-bill.billing	killbill-osgi-test-bundles	0.11.2		N/A
org.kill-bill.billing	killbill-osgi-test-bundles	0.11.3		N/A
org.kill-bill.billing	killbill-osgi-test-bundles	0.9.1		N/A
org.kill-bill.billing	killbill-osgi-test-bundles	0.9.2		N/A
org.mini2Dx	mini2Dx-all	2.0.0-alpha.1		eccdc2dbb6f2f0756ce9f206a4effa02a09d0688
org.mini2Dx	mini2Dx-all	2.0.0-alpha.10		e33ec6d5cb10e8c8e26d1f3589a87d312ee1e7cb
org.mini2Dx	mini2Dx-all	2.0.0-alpha.11		9d521acb2a2080caca8cd7fdf2d2c5957a62ff72
org.mini2Dx	mini2Dx-all	2.0.0-alpha.12		d092ae1c751b3b64e48e939517ccc9b435daab20
org.mini2Dx	mini2Dx-all	2.0.0-alpha.13		6510026ac10b7d03044a4124fb12b6a587b56d6f
org.mini2Dx	mini2Dx-all	2.0.0-alpha.14		88916a5f879bf815db5115947a92ba4bc6a1ec9b
org.mini2Dx	mini2Dx-all	2.0.0-alpha.15		ab57fad28a0692c0fc0a14c756a876c2434136d1
org.mini2Dx	mini2Dx-all	2.0.0-alpha.16		53493555d659f80883d63e7296cbcf9de7737581
org.mini2Dx	mini2Dx-all	2.0.0-alpha.17		b8b85771a3148c33e2218b9094992d534173b5e8
org.mini2Dx	mini2Dx-all	2.0.0-alpha.18		c1160251aaa05aac052265d8502e0ae74d749bce
org.mini2Dx	mini2Dx-all	2.0.0-alpha.19		3812aa5f713586b86d1d0a6a1a64b235921f5a04
org.mini2Dx	mini2Dx-all	2.0.0-alpha.2		8720b090bd5a36a8d222b8e2c08e9225cd67c798
org.mini2Dx	mini2Dx-all	2.0.0-alpha.20		4a581d26cf63d2b62058d554748daa6ec892f644
org.mini2Dx	mini2Dx-all	2.0.0-alpha.21		bb585006df3a5a871a7371bf33c195d1f285defe
org.mini2Dx	mini2Dx-all	2.0.0-alpha.22		11756b1de9917f9000ff49d15d88fa7f64bd91f0
org.mini2Dx	mini2Dx-all	2.0.0-alpha.23		12f794fab17417771019d206ff5d7a78228c4206
org.mini2Dx	mini2Dx-all	2.0.0-alpha.24		3fe3942bae5e95cdd1936372de1d2da038fa5742
org.mini2Dx	mini2Dx-all	2.0.0-alpha.25		12e7c7b1e76ce474714486a9feb9cc04ded88aea
org.mini2Dx	mini2Dx-all	2.0.0-alpha.26		f8a534517c7938d8bf775b36d1acae7ef120f157
org.mini2Dx	mini2Dx-all	2.0.0-alpha.27		c6e86412c49729e938b9a773fb9f91e431b39364
org.mini2Dx	mini2Dx-all	2.0.0-alpha.28		8d3122fc79d913474056f9fb780fa40c30f87641
org.mini2Dx	mini2Dx-all	2.0.0-alpha.3		75c0b7878fff00a3a80f698ab2ce8f4e2eedb2ed
org.mini2Dx	mini2Dx-all	2.0.0-alpha.30		a9d16c0d76fedc86505d342ec7f0d37e38d5b46c
org.mini2Dx	mini2Dx-all	2.0.0-alpha.31		a788507bc61cd4573b7809383e06d6d98fbd9c26
org.mini2Dx	mini2Dx-all	2.0.0-alpha.32		3b4a022b0960501b10be3fd89effc3af8ff8df79
org.mini2Dx	mini2Dx-all	2.0.0-alpha.4		5080b92ad3f480bd111ee9433c3e2286dae88d09
org.mini2Dx	mini2Dx-all	2.0.0-alpha.5		474f1e5ea2fe15f9c65163f7517a9dada7048a7f
org.mini2Dx	mini2Dx-all	2.0.0-alpha.6		3406e8b405093c0654caebc27afe2d9c9341e261
org.mini2Dx	mini2Dx-all	2.0.0-alpha.7		08fecaab2d4bde4ffc976a32d7f48369b00808af
org.mini2Dx	mini2Dx-all	2.0.0-alpha.8		8f7627a682299751175870fe34aa847c9152f453
org.mini2Dx	mini2Dx-all	2.0.0-alpha.9		1d23b93e22e8ee3549f7c38c1d052ae3d8dad477
org.modeshape	modeshape-index-providers	4.5.0.Final		N/A
org.modeshape	modeshape-index-providers	4.6.0.Final		N/A
org.modeshape	modeshape-index-providers	4.6.1.Final		N/A
org.modeshape	modeshape-index-providers	4.6.2.Final		N/A
org.modeshape	modeshape-index-providers	5.0.0.Final		N/A
org.modeshape	modeshape-index-providers	5.1.0.Final		N/A
org.modeshape	modeshape-index-providers	5.2.0.Final		N/A
org.modeshape	modeshape-index-providers	5.3.0.Final		N/A
org.modeshape	modeshape-index-providers	5.4.0.Final		N/A
org.modeshape	modeshape-index-providers	5.4.1.Final		N/A
org.openrndr.extra	orsl-extension-easing-js	0.4.5-alpha1		N/A
org.openrndr.extra	orsl-extension-easing-js	0.4.5-alpha2		N/A
org.openrndr.extra	orsl-extension-easing-js	0.4.5-alpha3		N/A
org.projectlombok.test	test-maven-lombok	0.10.0.0		e0f82ba0ea31f4a9962800fa3f51bdf457e42144
org.projectlombok.test	test-maven-lombok	0.10.0.1		59995b95ed2246eea91cc90b80c2a210f3711935
org.projectlombok.test	test-maven-lombok	0.10.0.2		02ceac37de313c9fa6bafa03c7980e400a63611d
org.projectlombok.test	test-maven-lombok	0.10.1.0		8b0df1ecca045d7c7bc49f176518a7fa754b23e8
org.projectlombok.test	test-maven-lombok	0.10.2.0		6609355adf13d9371d0e124e8d03b3158e4ff71c
org.projectlombok.test	test-maven-lombok	0.10.4.0		4d6541388775613e84f4aa1b88f079413d2349f6
org.projectlombok.test	test-maven-lombok	0.10.6.0		bb7b23c8cbb84051dbfb9e61a34ace5dd70e9b87
org.projectlombok.test	test-maven-lombok	0.10.8.0		1f2d487fbec733eb285d8acd83dd055fe6338bca
org.projectlombok.test	test-maven-lombok	0.11.0.0		e9734e83f2aa84447491b0fae84430826593a69d
org.projectlombok.test	test-maven-lombok	0.11.2.0		5c4c1cbaf23a16e5aa70cb3bbd798ee7d1dd808a
org.projectlombok.test	test-maven-lombok	0.11.4.0		d1f0c374c6fffb1587118ba782d8ab6f151e4687
org.projectlombok.test	test-maven-lombok	0.11.6.0		686d51a1c84558539116724f8fac607667905329
org.projectlombok.test	test-maven-lombok	0.11.8.0		6cf9e36cc93b9373de5b3ecf1b53e0e19497b95a
org.projectlombok.test	test-maven-lombok	0.12.0.0		480a4ea221a653fc33b44b1ed00dd6a9e7c7aa6f
org.projectlombok.test	test-maven-lombok	0.9.3.1		65f1cade942568221308656d0faf2d78690e7146
org.projectlombok.test	test-maven-lombok	1.12.2.0		8ec60bf5dec5f48819352fa08d73090b785a6839
org.projectlombok.test	test-maven-lombok	1.12.4.0		1ef8920b2d544747e276805d3e0810ca37eb67c6
org.projectlombok.test	test-maven-lombok	1.12.6.0		2b7c294b6e9cbd117b32b87789daa7d3388a3914
org.projectlombok.test	test-maven-lombok	1.14.2.0		6d5330a0adb8eb6c99bd4705a67d3c611bda45bd
org.projectlombok.test	test-maven-lombok	1.14.4.0		c2eda7184cb6c6d5459bf5536b878b66b3e31bb6
org.projectlombok.test	test-maven-lombok	1.14.6.0		abfa9e50f2cfa71b5af956cc899c5fd27859a2b8
org.projectlombok.test	test-maven-lombok	1.14.8.0		b0b2e44b13d875080dcfaa701c568c113368d796
org.projectlombok.test	test-maven-lombok	1.16.0.0		9404f86f7550673e8ed234feb9e9b736f11b3971
org.projectlombok.test	test-maven-lombok	1.16.10.0		a60690649d66fd472ec7c16f80eae89f28d99e9c
org.projectlombok.test	test-maven-lombok	1.16.12.0		87d27464e7d8426734954e05adb1e599b1109a1c
org.projectlombok.test	test-maven-lombok	1.16.14.0		7ee01de4a997c90133cc734fb1573d849b710538
org.projectlombok.test	test-maven-lombok	1.16.16.0		2becb5364fbcc0ee1e8cafeb963b1f9370cddd07
org.projectlombok.test	test-maven-lombok	1.16.18.0		c12af6d81a086aaa0731ca6d1d8017e960088594
org.projectlombok.test	test-maven-lombok	1.16.18.1		e00abcade92842363536f8a5a0d8682bd9e23f42
org.projectlombok.test	test-maven-lombok	1.16.2.0		d33e1d1fcc015a464d38842c74229620a929535a
org.projectlombok.test	test-maven-lombok	1.16.20.0		4cc94fc217607e33bb83491df1a4e6529170f648
org.projectlombok.test	test-maven-lombok	1.16.22.0		a433b23db89412543570c91ec7653f3d574baf0e
org.projectlombok.test	test-maven-lombok	1.16.4.0		72d53d5a814bab9a0c498605ff00b35ebeaa5483
org.projectlombok.test	test-maven-lombok	1.16.4.1		e5d5020f900fc506062c268be49f1fdb7a8b78f9
org.projectlombok.test	test-maven-lombok	1.16.6.0		9fdb51a67eb87be2bd68b82ee2e3d54d545e0f24
org.projectlombok.test	test-maven-lombok	1.16.6.1		ee440dbb77c7345d2429fb98f1074f0beeaab3ca
org.projectlombok.test	test-maven-lombok	1.16.8.0		1db37e2aa5985c368c715bdcab7b3f2795d5c823
org.projectlombok.test	test-maven-lombok	1.18.0.0		dc402639d2ef4ffe539abc44e90fc7e1cc1e1ffe
org.projectlombok.test	test-maven-lombok	1.18.10.0		fd83fd807ea281b00b980cc28eaf34ae50eaa410
org.projectlombok.test	test-maven-lombok	1.18.12.0		8824c947473b1dcf21962ae29c81a049a845e7cc
org.projectlombok.test	test-maven-lombok	1.18.16.0		425a11b5c9885ad9515f66ca0b41f287c6b236a6
org.projectlombok.test	test-maven-lombok	1.18.18.0		5de536e96df36df51be4347d07a52abb71978b3e
org.projectlombok.test	test-maven-lombok	1.18.2.0		f0564a2fe02c459994543f6fa4391ded6c695596
org.projectlombok.test	test-maven-lombok	1.18.20.0		86e0996f6581e0be6a0f48959d6955b345685f1f
org.projectlombok.test	test-maven-lombok	1.18.4.0		15f140133f755f8782d79cf73012739a8dec1aad
org.projectlombok.test	test-maven-lombok	1.18.6.0		761939cf1ed2e17d2a23e3f22446b06e1fe83156
org.projectlombok.test	test-maven-lombok	1.18.8.1		b0668c9ccefbe7732bed42071b2748e3c9861754
org.scalameta	scalalib_2.12	3.3.1-107-d5aa5164		766661250e2894d12d47c4d0278b5b7a0b1061a1
org.scalameta	scalalib_2.12	3.4.0		49c356d66f09cede3a788904af32b4aa8510c3e6
org.specs2	specs2-junit_2.13.0-M4	4.3.0		a0b676d4ef3dee8d51e5cfa0ebe4d2731ded5755
org.specs2	specs2-junit_2.13.0-M4	4.3.1		1da42849350b9504236e6cce27d913b303d26e5f
org.specs2	specs2-junit_2.13.0-M4	4.3.2		410922739dfb6e1e0556e6325c622fc685c76d37
org.specs2	specs2-junit_2.13.0-M4	4.3.3		691192da128702a301e6082a906ac50237c892a5
org.specs2	specs2-junit_2.13.0-M4	4.3.4		2269d23f9644af60b7004f2e39cb000811efe9fc
org.webjars.bower	microplugin	0.0.3		a2704c7b2b9693eb43d54917c1ff05448c4ece06
org.webjars.bowergithub.muhansng	jquery-easyui	1.8.6		aa450ce494e1606548008ef726de1c7a58c14f2b
org.webjars.npm	color-convert	0.5.3		0ba9601af64e1dcf8a52360a8faf11f3e35b9879
org.webjars.npm	color-convert	1.9.0		ef976e6c3cd3b6d5b6c17c885c281b50e77ec278
org.webjars.npm	color-convert	1.9.1		b5504a1340021cc98a2002948d132f559d0b9cda
org.webjars.npm	color-convert	1.9.2		3917dffcceb64ca1f92a33e22bf75f5871dd0f8f
org.webjars.npm	color-convert	1.9.3		b150ee2ca332b6ab4c982929891a9124ca9fe566
org.webjars.npm	color-convert	2.0.1		22fa0f95cadf7b0d598fe4709313e5b7f0e873da
org.webjars.npm	drag-helper	1.2.2		0f091352b23e997eabf521c86c0b1412cbfae352
org.webjars.npm	drag-helper	1.2.3		dad9d88e92d64f159369fc1c1fdf0bee9d7c2f18
org.webjars.npm	unhead__dom	1.0.14		e05a81d40509268d4cb14bdf9d98b40d43271b2f
org.webjars.npm	unhead__dom	1.11.20		762d59d5e4fe661d06d7b0827221f7dda33e600e
org.webjars.npm	use-sidecar	1.1.2		6f91f227b4da05f8170a25fca635cb2601c7b98e
org.webjars.npm	use-sidecar	1.1.3		56f1965ab39cd6e67910932f7528f4e0f1770b7d
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	5.0.2		4bcccc6612138402931d95ea7e06d6836bab6285
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	6.0.20		028457e33a318782062d3a0361ac2a54314351b6
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	6.0.21		b6c2418a44a320d6d359a615e203ff7ef3b1be5c
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	6.0.22		f3f144e3d9b50cde08e23494a696f509fb8faf19
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	6.0.23		81557a997bdaa03769a56283bdfb543f1a2503b8
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	6.0.24		31d29d72c4bdcd395fc2021d2b0acf446b05ad53
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	6.0.25		ac43fc4de4eb33b2c1f0b312cab9cd5c689ff6f6
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	6.0.26		f4d049a8a18423092a4b784f382bf809404a4920
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	6.0.27		902b3e880c93bdfc7118cf7994b5252f326122d4
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	6.0.28		8262665910c5607343c6aa9722fd4a22484848df
org.wso2.carbon.transport	org.wso2.carbon.transport.file-system	6.0.29		5f664cbd48c400abce7bc24936b91bf3dbeaba02
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.10.0		77262f624d3dd118298783b16792afd293719ecf
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.10.1		38a0f61958b4357d7cdf6c35e23e56c6c1902a8c
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.10.2		bf03cc66152b12b00fda0376b2e2da6e4767c88a
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.10.3		9e4866ca4f8304ff7c79f370e95a3ef313dc24dc
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.11.0		057ae4a3aeb687a04e716a735e570421d5cd91e3
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.12.0		ce3def3e1ad378f96bf2695b1e10ec63231be56c
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.12.1		a1accefeb3a55b485132b6e9143c54aa08a9f3e6
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.12.2		c84356987cf94585c3ec78dea51be14b35847dab
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.2.0		4ec09fb90984eee75cee35479be402207ffe43e8
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.2.1		65a067595be408b84d60704d5ab1cd402d92d303
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.3.0		1801d5cf5a17f1a8d2dca8fb34de1b5f345c99d5
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.3.1		2d8f966a8f9ff83af3328a6681ddb8f84fb98c81
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.3.2		f0057011793f52d577eaae0af59e1f6d5c859741
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.3.3		7e3ab12844f81bdf89a562c97b09a19742e83603
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.4.0		e56837203d6cb9a8da829801032c24798553caec
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.4.1		0491f0844ea7e688daea0b12352acc728b56d7e4
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.5.0		a54f3b138cd687d58460958802aa7d3e7e04fc50
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.5.1		e7d77b5eacfaff285bab889932237226a87a995b
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.5.2		ee54fad1053bfc63bef4402279547ce7e21478aa
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.6.0		5a1c041a38611f76fcff2a86917ca63bfc2099cf
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.6.1		5ee08f99d1ae803ac3a187b3550fff537a2dbe79
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.6.2		277d2ae8c8b1bd7e5d7a733413cfa57f1dd8f258
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.7.0		b24b7f8022e56a6f99d508d5435dec85ec60dd4d
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.8.0		e937866ba13f11bcb8494022295e08ac9aacd19f
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.9.0		c514722a7b9650aadde6c5b01aa8237a6e759651
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.9.1		a3c6b31164fe8a023695cf68827605ad51c82bb8
org.wvlet.airframe	airframe-surface_sjs1_2.12	20.9.2		d291536003f7029411813a0e0a347cdd786959e6
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.0		125caecd8dedc43864d1f6665cfa1979c4df6d9b
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.1		42bedc06c2ff1345b5bae99dbe4a153a5f74b6d0
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.10		2a3ce206f49f6a0a511872333717f7d7a97b859b
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.2		dd4331ad4766e46d990ca2e234a1b7f08b453a74
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.3		6aa9803eb2ae7b4912e7b8abf158aff8af282064
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.4		13f3b31e9d8d884d764f02dedb9f2c5803592714
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.5		3eb549d31d320700bbcaaad894cf248b535ac5d7
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.6		681d4f453c0c8715ebdf3d32034102cc3d6905d1
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.7		079f58ba5deb313ca9341a140778e4ce92d3819f
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.8		a0c5ba0744e92f835865ed29a1e26dd656c152b6
org.wvlet.airframe	airframe-surface_sjs1_2.12	2025.1.9		cdd8735ba161a2c32a30d724f927699f548f8967
org.wvlet.airframe	airframe-surface_sjs1_2.12	21.1.0		16fe8b23a7675c661255115d2f352f86acc1d2d3
org.wvlet.airframe	airframe-surface_sjs1_2.12	21.1.1		cab4582a3d2a5ccc6d6eb0dd0b163c2951287ba0
org.wvlet.airframe	airframe-surface_sjs1_2.12	21.10.0		f748192b7747a887b172a4d0a0321a8e9f25c784
org.wvlet.airframe	airframe-surface_sjs1_2.12	21.11.0		0ac5a537edce94ace5963912bec82146301155f1
org.wvlet.airframe	airframe-surface_sjs1_2.12	21.12.0		bcad6607db46e2e252f4bfefb5ca4ee6e46ab1ec
