au.csiro	elk-util-parent	0.5.0		N/A
io.zeebe	atomix-rest	3.2.0-alpha7		c359c58b51ffcd103667975ccacf5a600e80a84a
io.zeebe	atomix-rest	3.2.0-alpha8		185478ae185deb4b13f30f664c376729ae2e0feb
io.zeebe	atomix-rest	3.2.0-alpha9		9f7f094ac6d010f8bb6c31a3d510d1ce285b3f8d
me.jeffshaw.tryutils	tryutils_2.12	1.0.0		ba0fdd77e34fd9f4075775883f26ac1c467cd6cf
me.jeffshaw.tryutils	tryutils_2.12	1.0.1		fd1e7c4e413b1daffbb21ecbf128f4050390ffeb
me.jeffshaw.tryutils	tryutils_2.12	2.0.0		f29be990f68943f5d381c0de2dc5ebd90c6fa225
me.xdrop	fuzzywuzzy	1.1.10		1a53c3430a99a8d8289f65492758442a826d2a37
me.xdrop	fuzzywuzzy	1.1.3		bddfa94045bebda53f10eab21e40144276d4ede3
me.xdrop	fuzzywuzzy	1.1.4		969685f71ec60a86fd81fd488fbdebae2cd2681d
me.xdrop	fuzzywuzzy	1.1.5		f50806e83fc7149a8a5104b858352a5d6f0a2cfb
me.xdrop	fuzzywuzzy	1.1.6		d29e4d7595d836c338446741476270cbfb46a7db
me.xdrop	fuzzywuzzy	1.1.7		68128d98ad4c5afd1b99e62cd7850db8ae7ab11a
me.xdrop	fuzzywuzzy	1.1.8		4e7d8ba8512e21aa3af8c6f87a3c781823a3ad98
me.xdrop	fuzzywuzzy	1.1.9		4ec2a35896813d4241f90c1573ab6f291a136920
me.xdrop	fuzzywuzzy	1.2.0		34d50f9d23e37e713f30d9342e0a7285dc9c7df1
me.xdrop	fuzzywuzzy	1.3.0		N/A
me.xdrop	fuzzywuzzy	1.3.1		c691e88d356f92a29f22c68c56a053efba8569d0
me.xdrop	fuzzywuzzy	1.3.3		27de0447ae577e348e05e453b866c06597a92f58
me.xdrop	fuzzywuzzy	1.3.4		a6cad0cac9fbfd0c62ad3ca79b1b81aa0b153c35
me.xdrop	fuzzywuzzy	1.4.0		9ab5d0aa1c87892e7c4c53d74d1e008c1724cf1a
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.24.0-v2-473-0		46ed9ccafa488dd64e4ff9279ec1af1a5c905009
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.24.1-v2-473-0		a9f0babcd3f82d2770d78d61f1da48759ab81ca6
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.24.2-v2-437-0		7e260b237bf3ae12523ae083664197f6cbf53423
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.25.0-v2-518-0		42ca465db8a1d21df52844a96481db44a89c1f9a
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.26.0-v2.524.0		c100730d5dde03e3115186e47b1cf813917cc5cc
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.26.1-v2-524.0		3b26a7e0bd3ace39e757056e7948baeb727405c6
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.26.1-v2.524.0		3d2af7ecc1488fe1f1af1ae5fff030db4927a6a7
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.27.0-v2.571.0		d20270a36d6150084a0118d9eaae2480506dda0e
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.28.0-v2.596.0		3df8b4dd46716a6c196f7bbec70e98bd5116e656
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.29.0-v2.624.0		fd704249f48c564ad12cafa2c735f190c29a5d32
net.exoego	aws-sdk-scalajs-facade-route53resolver_sjs0.6_2.12	0.30.0-v2.715.0		ac46cd0a187f5b4eeea4359e62743c7d4df9c446
net.mbonnin.xoxo	Xoxo	0.2		5ac1e4484cafc68aa73704f1ff4d628b2bd269d9
org.apache.flex.flexjs.framework	Formatters	0.7.0		N/A
org.apache.flex.flexjs.framework	Formatters	0.8.0		N/A
org.apache.inlong	inlong-dataproxy-sdk	0.10.0-incubating		23469e99313cec98e9f9882f127822c7591c6624
org.apache.inlong	inlong-dataproxy-sdk	0.11.0-incubating		761222fdf1ca0fb2fc62ab21e69671aaea5db5fe
org.apache.inlong	inlong-dataproxy-sdk	0.12.0-incubating		1be50baf5bf961cb2a4f373904f0cdb7b9739794
org.apache.inlong	inlong-dataproxy-sdk	0.9.0-incubating		44fe02638e0076ac7c6e1556fea8271f0fae441b
org.carewebframework	org.carewebframework.api.security.mock	5.0.0-RC1		f41e89cdc0dc97fe27b415ef8c712871d74d1a5a
org.carewebframework	org.carewebframework.api.security.mock	5.0.0-RC2		a209e461a005de50d87296798491608d066178c2
org.carewebframework	org.carewebframework.api.security.mock	5.0.0-RC3		49b649f05628a9cd64d3a7310c207a1304142efd
org.carewebframework	org.carewebframework.api.security.mock	5.0.0-RC4		f5768d76ab31e240481480efe293d2e860396ff4
org.carewebframework	org.carewebframework.api.security.mock	5.0.0-RC5		e84b12cacf707404045fe65bf760ab8a3a9666a4
org.carewebframework	org.carewebframework.api.security.mock	6.0.0		82689d61e85c4deb1c95e30e030cd4fd3365be67
org.carewebframework	org.carewebframework.api.security.mock	6.0.0-RC1		a26cfb7d3f9af0cabd2eb889e7177c0ff41339c8
org.carewebframework	org.carewebframework.api.security.mock	6.0.0-RC2		14194a49a1da97c0b5514e5fed900c0d27d70cc7
org.carewebframework	org.carewebframework.api.security.mock	6.0.0-RC3		b656d2fc80af44a4d35875f1ee7396863ffd4c8f
org.carewebframework	org.carewebframework.api.security.mock	6.1.0-RC1		937a35871a25018a07b02f9bb6a8aa7729e21e13
org.carewebframework	org.carewebframework.api.security.mock	6.1.0-RC2		8c75c044384fdbce9289fe22a500378a9bc5d732
org.carewebframework	org.carewebframework.api.security.mock	6.1.0-RC3		e6ab09772e3756beeca35960ce92e393e27d01de
org.carewebframework	org.carewebframework.api.security.mock	6.1.0-RC4		b959d75cc6a0b72b94892e0bece2456059af3f7b
org.codehaus.mojo	docbook-maven-plugin	1.0.0-alpha-1		c81cfe768467625cec686f00badbdcef29d353d0
org.cqfn.save	save-common-jvm	0.1.0		755b8de7e7a6d4b8d6c7b037cc4b0699e5e91f7e
org.cqfn.save	save-common-jvm	0.1.0-rc.1		9e240bb0c81df773e43db63f7f2846a01e799aca
org.cqfn.save	save-common-jvm	0.1.1		bbd7cf3ada7056898d36702f233fad1f738129a6
org.cqfn.save	save-common-jvm	0.2.0		cbb26a0092d10a4bfed319c51a51e3d8080aad2b
org.cqfn.save	save-common-jvm	0.2.1		1827559731e83c98f777bf4ee968ff8f4cc48f13
org.cqfn.save	save-common-jvm	0.2.2		6e19cda59a9fa5b7b5db8012e5362e44167d351d
org.cqfn.save	save-common-jvm	0.2.3		4c683079b598477e8243d3ed697a223ffb91085b
org.cqfn.save	save-common-jvm	0.2.4		3bc62ec8dcb814a2831e37c918a1df7baf96a9de
org.cqfn.save	save-common-jvm	0.2.5		66e664dcd2e1f50a588f6a680083179ed2144a2b
org.cqfn.save	save-common-jvm	0.2.6		0ae0310d51201490ba52d84916c4b03e346432d5
org.cqfn.save	save-common-jvm	0.3.0		471c1ff5c60a216b4b6e0bd2d9f165a79c421938
org.cqfn.save	save-common-jvm	0.3.1		16207d6d170b3e43c67838abb701381a1571032a
org.drools	drools-wb-test-scenario-editor-client	6.0.0.Beta3		90fb7d99d215f383ddf88852fc30fa9013912ef7
org.drools	drools-wb-test-scenario-editor-client	6.0.0.Beta4		10bf6a33ac4122bc4669ac48cbe766420599f2ce
org.drools	drools-wb-test-scenario-editor-client	6.0.0.Beta5		01a3b25f746e591406c570f7d24921810440b763
org.drools	drools-wb-test-scenario-editor-client	6.0.0.CR1		9483f9402d8c4aec740506a721d4e3f2b2c18575
org.drools	drools-wb-test-scenario-editor-client	6.0.0.CR2		fa0352eef1c12239db8e25125879bf3886629518
org.drools	drools-wb-test-scenario-editor-client	6.0.0.CR3		13c93fe45956beebd443c389ea36e05db5fbb56d
org.drools	drools-wb-test-scenario-editor-client	6.0.0.CR4		04539304cb4a3567a2da303fe070800fea3ca4a1
org.drools	drools-wb-test-scenario-editor-client	6.0.0.CR4-Pre1		0879a3592bd4c2a84843b62731f83b644454aa9b
org.drools	drools-wb-test-scenario-editor-client	6.0.0.CR5		f8878954889738e4b5c951c2090dbca79408bf1f
org.drools	drools-wb-test-scenario-editor-client	6.0.0.Final		696ada756e31ec1fdf72d2676ede76b7e6f30359
org.drools	drools-wb-test-scenario-editor-client	6.0.1.Final		6a4c76e14d4d23745db56aa24f3fe108ce8ce8a5
org.drools	drools-wb-test-scenario-editor-client	6.1.0.Beta1		b12ff2ebf0445dd3705c6a91d315c78b768a0cba
org.drools	drools-wb-test-scenario-editor-client	6.1.0.Beta2		e58fb73f22b1d0cb5c1a1d798c6679a95a14a46f
org.drools	drools-wb-test-scenario-editor-client	6.1.0.Beta3		513b0d23250bf0dd90f1c743d0a1071d6a0743bc
org.drools	drools-wb-test-scenario-editor-client	6.1.0.Beta4		90bc1b4f55dfc88210a66e42ec9fd3161ffe65af
org.drools	drools-wb-test-scenario-editor-client	6.1.0.CR1		4a573be9dd7834f7132c82ad78e19fa97991b05d
org.drools	drools-wb-test-scenario-editor-client	6.1.0.CR2		f5b866d1b4726cb666f8097d316a217de97cdbad
org.drools	drools-wb-test-scenario-editor-client	6.1.0.Final		18573565a3493b1cee32ca39c85175d6bc2e51c1
org.drools	drools-wb-test-scenario-editor-client	6.2.0.Beta1		177f71784225c5b27617c7fba421af045fc40145
org.drools	drools-wb-test-scenario-editor-client	6.2.0.Beta2		0c3983b18966c7384d0c93910cb3bae0d2819168
org.drools	drools-wb-test-scenario-editor-client	6.2.0.Beta3		25a53cfe0a2c09cedd0d699d415c56f6544f0e28
org.drools	drools-wb-test-scenario-editor-client	6.2.0.CR1		5f68c1828d1ee3c4d61fbfe31adef8a3f38d25b0
org.drools	drools-wb-test-scenario-editor-client	6.2.0.CR2		600a9f52a1e824f472a6a101c9077d2da7dd448e
org.drools	drools-wb-test-scenario-editor-client	6.2.0.CR3		df103ae9a03fec5f06b523808d5db40d96d49b9e
org.drools	drools-wb-test-scenario-editor-client	6.2.0.CR4		7a93950a1816ce5d84f0e0fef53cf525b5400884
org.drools	drools-wb-test-scenario-editor-client	6.2.0.Final		0fed36e862b77222975bfc2318760ba23a75b9c9
org.drools	drools-wb-test-scenario-editor-client	6.3.0.Beta1		5e26c89bf0bead5e7c55e321177286c14b8dbaee
org.drools	drools-wb-test-scenario-editor-client	6.3.0.Beta2		0339b1bee900c9891e5370d588e628818f9bb3d2
org.drools	drools-wb-test-scenario-editor-client	6.3.0.CR1		cca00cd80b1cef463f37affc5bbd76c600d06415
org.drools	drools-wb-test-scenario-editor-client	6.3.0.CR2		52681569c72b20760cf0f058992efc1c2228c0e7
org.drools	drools-wb-test-scenario-editor-client	6.3.0.Final		051a64698ff918ba18712094be8aae5562632f21
org.drools	drools-wb-test-scenario-editor-client	6.4.0.Beta1		938c2eedc03f7866853a9a08f36aefc4b3af1f39
org.drools	drools-wb-test-scenario-editor-client	6.4.0.Beta2		1f6afc7a94c27d144ad60d162d6f6dbbc3df8f11
org.drools	drools-wb-test-scenario-editor-client	6.4.0.CR1		a1d65c5a526adaef601c7b61df361a9d9a6d7598
org.drools	drools-wb-test-scenario-editor-client	6.4.0.CR2		36764fc3baf749605160e703ef5dee652ede3d46
org.drools	drools-wb-test-scenario-editor-client	6.4.0.Final		a0e1172705846efc4a45ec7128b98a60315c6dbe
org.drools	drools-wb-test-scenario-editor-client	6.5.0.Beta1		75348a41ce55a484fe6835f35253f02aa8f75de0
org.drools	drools-wb-test-scenario-editor-client	6.5.0.CR1		f2b98ad667363dc9a91bc98cb9271ff34e62f795
org.drools	drools-wb-test-scenario-editor-client	6.5.0.CR2		491767990a6a16baba869b1514bdaa487b184688
org.drools	drools-wb-test-scenario-editor-client	6.5.0.Final		be7a3a7370e4fe41b22bed4306439676c62ddffb
org.drools	drools-wb-test-scenario-editor-client	7.0.0.Beta1		1196097e58a3eb2c6328c5bb253a0636f8bcff1a
org.drools	drools-wb-test-scenario-editor-client	7.0.0.Beta2		4e17a2e6c15a5b83369bcd005446a623b4aa4143
org.drools	drools-wb-test-scenario-editor-client	7.0.0.Beta3		396ab55a8c5dbf060586e1197b2f8fa3b7b65f33
org.drools	drools-wb-test-scenario-editor-client	7.0.0.Beta4		f29a055c7d163092b0e304e393523a3f4f241602
org.drools	drools-wb-test-scenario-editor-client	7.0.0.Beta5		9ac3aea898f0e6f305cf8c04cae231a915347cc6
org.drools	drools-wb-test-scenario-editor-client	7.0.0.Beta6		ec1eef7a034e7f53ef49097ade1a3ee88bcf9041
org.drools	drools-wb-test-scenario-editor-client	7.0.0.Beta7		8ba23d0873ae648e07535e7f2e52c52512ed093b
org.drools	drools-wb-test-scenario-editor-client	7.0.0.Beta8		cc65959b1b2eb0a68f506d306463ccf19a43f6b6
org.drools	drools-wb-test-scenario-editor-client	7.0.0.CR1		c727e6d7777fa4eb04bceced3dc90c797974b3fe
org.drools	drools-wb-test-scenario-editor-client	7.0.0.CR2		7077047d9a7b676c336839619d9badf3e0debf91
org.drools	drools-wb-test-scenario-editor-client	7.0.0.CR3		72ddb97b7606138c634f326927206e71538cd5c2
org.drools	drools-wb-test-scenario-editor-client	7.0.0.Final		5694bd7283de109bca878f031e7cd91aa700a7ad
org.drools	drools-wb-test-scenario-editor-client	7.1.0.Beta1		04757488b906a8033bb288c9d8d4d39496269832
org.drools	drools-wb-test-scenario-editor-client	7.1.0.Beta2		03b7afc75da4585217632be627c094e20eb3b2fc
org.drools	drools-wb-test-scenario-editor-client	7.1.0.Beta3		5810e8bbfeae8afcf6189c42c3e3442473c3de09
org.drools	drools-wb-test-scenario-editor-client	7.1.0.Final		7557c98a505eb7cb9ea983c23ba5b6d12b1a9a4e
org.drools	drools-wb-test-scenario-editor-client	7.10.0.Final		614f69ea216f78299766489d872799e4113f82da
org.drools	drools-wb-test-scenario-editor-client	7.11.0.Final		b6f672c6321efbabb6520135adb3595ca47c2f06
org.drools	drools-wb-test-scenario-editor-client	7.12.0.Final		fa8754d7a2107aa4572edd77ffa16934446cce26
org.drools	drools-wb-test-scenario-editor-client	7.13.0.Final		351bd1395708e1acd326822e49035218015eb911
org.drools	drools-wb-test-scenario-editor-client	7.14.0.Final		35d0cbb3cfb4b8549f63d590e3a997135cecc572
org.drools	drools-wb-test-scenario-editor-client	7.15.0.Final		dacfc70bb6b9a2f39d295344e4c32ee8ee78e4ab
org.drools	drools-wb-test-scenario-editor-client	7.16.0.Final		930009a34930557ed94384531d257f373b8df249
org.drools	drools-wb-test-scenario-editor-client	7.17.0.Final		ae3338b1e2403966923d481c09df6d511809a95e
org.drools	drools-wb-test-scenario-editor-client	7.18.0.Final		e3d09fc55fa3cbd3aef0c8031127c6c48a9476bc
org.drools	drools-wb-test-scenario-editor-client	7.19.0.Final		d1a2522f95c131b3a47605459c27a631743b4396
org.drools	drools-wb-test-scenario-editor-client	7.2.0.Final		ece4756eaa2044a444a70997caeb73978f67936a
org.drools	drools-wb-test-scenario-editor-client	7.20.0.Final		ced6a6ed5f2ea373518f62d3bf68f1727d69c52d
org.drools	drools-wb-test-scenario-editor-client	7.21.0.Final		88afd8fa8ffed2bf2c19fa09f5d0c2e64bad0352
org.drools	drools-wb-test-scenario-editor-client	7.22.0.Final		6ab580b07448d4e249a425e4414c65062305b2c7
org.drools	drools-wb-test-scenario-editor-client	7.23.0.Final		a3c63fe1e4e079dedd8b32a423ffbe1a7e6849db
org.drools	drools-wb-test-scenario-editor-client	7.24.0.Final		2fa99f9002e8b64dd9e95720549808baa8f5c742
org.drools	drools-wb-test-scenario-editor-client	7.25.0.Final		f37c6d0b0d700499b99fb9fa59a488b1f7dcd950
org.drools	drools-wb-test-scenario-editor-client	7.26.0.Final		7a7fdd8e9840eca0ba29f45139884ba407635099
org.drools	drools-wb-test-scenario-editor-client	7.27.0.Final		cea827d1f8f5d5a5562a07100d48197e56dbe2f2
org.drools	drools-wb-test-scenario-editor-client	7.28.0.Final		0a1413c0585681ea88d8884bf16a48c0cced3085
org.drools	drools-wb-test-scenario-editor-client	7.29.0.Final		e1e77d9cf366258ea5e16740811ed9edd74e618f
org.drools	drools-wb-test-scenario-editor-client	7.3.0.Final		95fb7de2f43b3273c2d348934dc54a4d2932be88
org.drools	drools-wb-test-scenario-editor-client	7.30.0.Final		6b5150d2f81fb5a12fc733448982c9df2bf30f70
org.drools	drools-wb-test-scenario-editor-client	7.31.0.Final		dbe0465d215e934907f3dd67f71d6977dc307a03
org.drools	drools-wb-test-scenario-editor-client	7.32.0.Final		21897c2e28ebd802313a17df7dda984f4dd0cf72
org.drools	drools-wb-test-scenario-editor-client	7.33.0.Final		2d2206056a403f7e8bb23fcc3cca6f5d5dbf0758
org.drools	drools-wb-test-scenario-editor-client	7.34.0.Final		a8271e4a7eda7e14cac211736b9c2ab56473c28e
org.drools	drools-wb-test-scenario-editor-client	7.35.0.Final		993cb3ee5da2e638310cf9c8acca0121e5475317
org.drools	drools-wb-test-scenario-editor-client	7.36.0.Final		470ed613db94ec8adf3f10cb288a011d19cc86ee
org.drools	drools-wb-test-scenario-editor-client	7.36.1.Final		d4dc884b061625150abe236a37d003e3a6d4acc6
org.drools	drools-wb-test-scenario-editor-client	7.37.0.Final		c878228c4eb064b3f3bbbaf7df96074420015bf7
org.drools	drools-wb-test-scenario-editor-client	7.38.0.Final		892de156b5e32ae3e083fee3f7bf08368e381fc8
org.drools	drools-wb-test-scenario-editor-client	7.39.0.Final		258ee554618c15f3a2ee9ee981ed48d9f5b0c74f
org.drools	drools-wb-test-scenario-editor-client	7.4.0.Final		8fede9ffba74c65d5775b044e26bb9d120240cae
org.drools	drools-wb-test-scenario-editor-client	7.4.1.Final		0c3fb01f11b8cdf2eb28a81480e4dc2bdfa39366
org.drools	drools-wb-test-scenario-editor-client	7.40.0.20200703		9edd8cee0bc9d8d644504ffe4253b845f9eff160
org.drools	drools-wb-test-scenario-editor-client	7.40.0.Final		e31a66d0657a1199a59d13650406c12572b62bea
org.drools	drools-wb-test-scenario-editor-client	7.41.0.Final		3927094339f1f7a7eaac3ef425ea0e2f1bcd2fe6
org.drools	drools-wb-test-scenario-editor-client	7.41.0.t20200723		1713f4d592748cefb94f0d83029564e9296914cf
org.drools	drools-wb-test-scenario-editor-client	7.42.0.Final		b1ebe28ddf45bfc250dcece359f159137755cad0
org.drools	drools-wb-test-scenario-editor-client	7.43.0.Final		357362dd488aaa598de00abe721feb94509eb810
org.drools	drools-wb-test-scenario-editor-client	7.43.1.Final		3d2368aea85b4aa8705ed32c6c18363ea50af3e4
org.drools	drools-wb-test-scenario-editor-client	7.44.0.Final		bd7909978c1d002cff26e07652b423ed58891f92
org.drools	drools-wb-test-scenario-editor-client	7.45.0.Final		ee9bd986da5439deea2684d138dc376d7fd885b4
org.drools	drools-wb-test-scenario-editor-client	7.45.0.t20201009		6c3e562ba335e8dea8973189fd7c82b6aecc7cc0
org.drools	drools-wb-test-scenario-editor-client	7.46.0.Final		27bbe373afca834abbe8593eb47a1ef635ccea20
org.drools	drools-wb-test-scenario-editor-client	7.47.0.Final		2f5ebeb11e112c0932ddecfdfbfed2fc771c3475
org.drools	drools-wb-test-scenario-editor-client	7.48.0.Final		0ab344a2d9b49a4a88fb3c690bf3f68a71b78bf0
org.drools	drools-wb-test-scenario-editor-client	7.49.0.Final		f80ac208268530ce22480dd0824786c556ed29f0
org.drools	drools-wb-test-scenario-editor-client	7.5.0.Final		cff102af0301101d1a3c06a740706a9b9c79843d
org.drools	drools-wb-test-scenario-editor-client	7.50.0.Final		3c2a09beb4f98786ca7373a7e4262a7d0e1cc8fe
org.drools	drools-wb-test-scenario-editor-client	7.51.0.Final		d97fab5ab7f21ec1e8163abe9a97e3de53f77ffc
org.drools	drools-wb-test-scenario-editor-client	7.52.0.Final		75bf7339050628c9d7d35f2be9351cfa950856cf
org.drools	drools-wb-test-scenario-editor-client	7.53.0.Final		0c0582142660f317f99470883b48d5270db6e4a0
org.drools	drools-wb-test-scenario-editor-client	7.54.0.Final		b10afd267aa9aa1c8305a298c7c1586de51aecae
org.drools	drools-wb-test-scenario-editor-client	7.55.0.Final		0b6746d4da53b5e40ba00862d9d9760024c2a49e
org.drools	drools-wb-test-scenario-editor-client	7.56.0.Final		9cab80cd6e1f15d7cbfa1400650caa8b42e95929
org.drools	drools-wb-test-scenario-editor-client	7.57.0.Final		dae8725b9d853d3b0a6bd11cc3142948ab409f68
org.drools	drools-wb-test-scenario-editor-client	7.58.0.Final		05e36475c0c766e1d2220927753da503cd592782
org.drools	drools-wb-test-scenario-editor-client	7.59.0.Final		44ece27eafc7ef22266e3e7a089b21a3735dd11e
org.drools	drools-wb-test-scenario-editor-client	7.6.0.Final		885e1746dc492ee42e61e8f689c742be815bdf0d
org.drools	drools-wb-test-scenario-editor-client	7.60.0.Final		c049dfb73e07b9bf69a8d3537a0468bde9eba7ef
org.drools	drools-wb-test-scenario-editor-client	7.61.0.Final		e8c2e2c5b01960674171ef2f2c1aad3c5ad8219b
org.drools	drools-wb-test-scenario-editor-client	7.62.0.Final		8739cf65ca58ecc45ff5841822eaeb00cbc6f197
org.drools	drools-wb-test-scenario-editor-client	7.63.0.Final		271e40b4b24ba4e9abb59e7064f58cfff1ec159b
org.drools	drools-wb-test-scenario-editor-client	7.64.0.Final		73847c93baab16a75a70add88af9a57830144855
org.drools	drools-wb-test-scenario-editor-client	7.65.0.Final		439cb752612dd610ac439fa624d350e59af4dc1e
org.drools	drools-wb-test-scenario-editor-client	7.66.0.Final		55d32e44ad4f24c4a64c29a18b4a7903aa438209
org.drools	drools-wb-test-scenario-editor-client	7.67.0.Final		561f4e912140b797e02a36b05d965cba71a74c47
org.drools	drools-wb-test-scenario-editor-client	7.68.0.Final		8a45f4577ff600c876c8cc7b8575f8a21ab9520d
org.drools	drools-wb-test-scenario-editor-client	7.69.0.Final		641619fad4e61a84d1930cc3fa69fd38ea168c69
org.drools	drools-wb-test-scenario-editor-client	7.7.0.Final		995b49e31e900c591db8f7ddf27c5ceb4463f99b
org.drools	drools-wb-test-scenario-editor-client	7.70.0.Final		88b56e93036cbb4335748a52fe4f7d6cdf741b4e
org.drools	drools-wb-test-scenario-editor-client	7.71.0.Final		1b4e5d6353ca0deecfba111323c86a05d5ed7832
org.drools	drools-wb-test-scenario-editor-client	7.72.0.Final		a1b28dbd8c8e4a167406f541d339f7d9315f4ef4
org.drools	drools-wb-test-scenario-editor-client	7.73.0.Final		fa0c39823b37b1806bcfee6a2db0c69dd5b63959
org.drools	drools-wb-test-scenario-editor-client	7.74.0.Final		046486180dd48958a0379cbfa5d12061c161009a
org.drools	drools-wb-test-scenario-editor-client	7.74.1.Final		a46ef1accab9d2999e7215ac3f009aa280181a29
org.drools	drools-wb-test-scenario-editor-client	7.8.0.Final		abfc561c36bf96f851f20791126f685cdbb9162a
org.drools	drools-wb-test-scenario-editor-client	7.9.0.Final		52ba5df4a5ef97af207e7054e1894f5094e33569
org.eclipse.edc	data-plane-server	0.0.1-milestone-7		486a498091ddddc80b1263d50be45a414f447199
org.eclipse.edc	data-plane-server	0.0.1-milestone-7	all	d5a068acd98ac6f04f6fc18fe3c94d58fba98385
org.encalmo	lens_native0.5_3	0.9.2		d4110771c4c4721eb1498d756da252bd21b9aa4e
org.glassfish.hk2	ctm-example	2.0.0		80ac92c7ce027de2ff4ec173790959436613c6ee
org.glassfish.hk2	ctm-example	2.0.1		ee005fed98f5eb6e5096b28a402e9dba382c7dc0
org.glassfish.hk2	ctm-example	2.0.3		34989c335922f6f7dc949e1636dc1b837a507720
org.glassfish.hk2	ctm-example	2.0.4		3f9da6971530d5ba9c0a0c79e921c7d48ed32a73
org.glassfish.hk2	ctm-example	2.0.5		ae89db032a41a794dd0fd300d851e9accdfc6414
org.glassfish.hk2	ctm-example	2.1.0		d9bcbec181acf90a59f8241ba2ea2f9dfb02eddd
org.glassfish.hk2	ctm-example	2.1.1		3216d4b595624382729dfda9d950ebfda0da6502
org.glassfish.hk2	ctm-example	2.1.10		cbbf7eb93b364da970119d885139a2005bb980b4
org.glassfish.hk2	ctm-example	2.1.11		ce8a778f93809320cea64f48be0581958d32d793
org.glassfish.hk2	ctm-example	2.1.12		ceacabe32c0364d835341e4108a694c8ff69577c
org.glassfish.hk2	ctm-example	2.1.13		4e2f759924a6bc43bf0075172bd3ac2e0b94a264
org.glassfish.hk2	ctm-example	2.1.14		da4ca3b7815eccf5981e3290721afa8ace8b667d
org.glassfish.hk2	ctm-example	2.1.15		552b37261f6c429029498b49e9d0a788cef98cf3
org.glassfish.hk2	ctm-example	2.1.16		7b11f2a6a3a27a3522a0b27ee93e04fdf22535fa
org.glassfish.hk2	ctm-example	2.1.17		a8c91d93c8b7f4d411c69a2ad5f2ee683e90d3aa
org.glassfish.hk2	ctm-example	2.1.18		62c99e17315bc5bc7836ed4508af8bb5b63b4f8b
org.glassfish.hk2	ctm-example	2.1.19		c99d1945d3af47273e748ca84209bee40ed289fc
org.glassfish.hk2	ctm-example	2.1.2		16b3b82a74ee451170c124bb41cfe6d29dc89e7a
org.glassfish.hk2	ctm-example	2.1.20		786fe449900a50c39ef3f278a2c92d6d9d15dd46
org.glassfish.hk2	ctm-example	2.1.21		530bfb3869c7de7b12ae58bd2b809cdb333c9d02
org.glassfish.hk2	ctm-example	2.1.22		4fc385c95a860510e1bca15cb65a9a348ae0a751
org.glassfish.hk2	ctm-example	2.1.23		b6416cb37c92b582e65ed967804e50ee18524a8d
org.glassfish.hk2	ctm-example	2.1.25		a70e5c97fef9271efd6ab0e31230bac1b6cdd413
org.glassfish.hk2	ctm-example	2.1.26		78474546b0f98fd237f029cb4129ba7bdf198203
org.glassfish.hk2	ctm-example	2.1.27		fc95cbb4c06777b06eacb6e39b38a845338e665f
org.glassfish.hk2	ctm-example	2.1.28		3ef5ac62f822c114307d6f814069692a45c5a3b7
org.glassfish.hk2	ctm-example	2.1.29		1550b8fd4afa5173efffbc38d437219dbd2d40d6
org.glassfish.hk2	ctm-example	2.1.3		f2fcafd7be1fa0be16f8f788bfc98840521ea1c0
org.glassfish.hk2	ctm-example	2.1.30		ad0d12d36583f2c91ca1a8cf06f4be6133f2e016
org.glassfish.hk2	ctm-example	2.1.31		8cd5acb80aaf143a65a49350e2b0183e3aad74e4
org.glassfish.hk2	ctm-example	2.1.32		75781c8b5e6a91aa3a25eaa1d86e5b48e0a7e352
org.glassfish.hk2	ctm-example	2.1.33		6975d00cf5f18e2dfe8a0ad2880f26dafa299e7d
org.glassfish.hk2	ctm-example	2.1.34		adf5762e93cfd71e64c5083251cb1a212b11c880
org.glassfish.hk2	ctm-example	2.1.35		15200b6f853722669e8800885e8895dc76902520
org.glassfish.hk2	ctm-example	2.1.36		53c083ab034f037e673a5914492904da42258dbe
org.glassfish.hk2	ctm-example	2.1.37		b8b48509c3b752024bea0f3d78465ef1486917fe
org.glassfish.hk2	ctm-example	2.1.38		09dd7c3718a80c1a7bd094207b61ed73f74d9212
org.glassfish.hk2	ctm-example	2.1.39		8eaaff52c4a4bc80f6fb68c0b4f82683866a8350
org.glassfish.hk2	ctm-example	2.1.4		2b480597ba3fb92e6a87643ea811b052fcfc99ef
org.glassfish.hk2	ctm-example	2.1.40		194f181a593c444774facb84d0b06fae8569877b
org.glassfish.hk2	ctm-example	2.1.41		012ffb12da2ff439bc8e498d709ce1911d3d230f
org.glassfish.hk2	ctm-example	2.1.42		97cf41801c4956ee788fa2369061049b8eae4ed5
org.glassfish.hk2	ctm-example	2.1.43		3446dafe1b9c3a1d17eb5b7c35203a2ab285a64e
