au.id.tmm.github-pr-language-detection	github-pr-language-detection-lib_2.13	0.0.2		0c3365543e3d65dcbe8d75be665ac038f6a7a08a
aws.sdk.kotlin	mq-jvm	1.0.2		2153ffef01788d89580ec3a4186a08a43f8b94a2
aws.sdk.kotlin	mq-jvm	1.0.20		132cfe09cd83c911f683802eb69cb2d32876d799
aws.sdk.kotlin	mq-jvm	1.0.21		c6d582ccb76156c11c5476c09bed72398385629d
aws.sdk.kotlin	mq-jvm	1.0.22		a5cab99244a01c103be263b5479230551b5c3e7b
aws.sdk.kotlin	mq-jvm	1.0.23		fa3890373a641dcb58a51ce4c26987a1b52d415c
aws.sdk.kotlin	mq-jvm	1.0.24		1d7d2f0f44a56ee273663f2ffcf22f47d5e2d03c
aws.sdk.kotlin	mq-jvm	1.0.25		fc61a04cafc4501ae77eefca9fff60deb7c1951e
aws.sdk.kotlin	mq-jvm	1.0.26		c22573520d64937d81fd9ab94415b443cade1172
aws.sdk.kotlin	mq-jvm	1.0.27		104fffb8c9d54eab61b133ba51c18e2129d59cfa
aws.sdk.kotlin	mq-jvm	1.0.28		0247034b17b37a5f2528f11edc7604a29cbed564
aws.sdk.kotlin	mq-jvm	1.0.29		adbcd14aaa88071aefcd6aba22649caebba1ceff
aws.sdk.kotlin	mq-jvm	1.0.3		64e241bbfe3e91f39bfbbeb38f29620c7d4abb6d
aws.sdk.kotlin	mq-jvm	1.0.30		77a0d09deb2748dc6de4ff2a83b8a46b3254548d
aws.sdk.kotlin	mq-jvm	1.0.31		8a5445218cd659b22f9c7779334ce9facfc1b9d0
aws.sdk.kotlin	mq-jvm	1.0.32		ff3d520f11153d9066b4c27131c3339643155ff4
aws.sdk.kotlin	mq-jvm	1.0.33		853ead77aacb5815ddd6701b4f3f7ee596a537ba
aws.sdk.kotlin	mq-jvm	1.0.34		aafe4bedd0734c65e43685057ae9c389e9afe059
aws.sdk.kotlin	mq-jvm	1.0.35		b1909e82f0cb3d339e3df490eccb799bc132b39e
aws.sdk.kotlin	mq-jvm	1.0.36		7130dbd1d81fe5546f18d07a1d94b64d37ece6cb
aws.sdk.kotlin	mq-jvm	1.0.37		25f6dbfaa652743d73a46cc5f91de905ab775867
aws.sdk.kotlin	mq-jvm	1.0.38		5db5b0219f39a1b007dac3b6ce59a57d594e79fd
aws.sdk.kotlin	mq-jvm	1.0.39		7ae9edd0e6ff418d7f8ef099ccab3159fd263f7c
aws.sdk.kotlin	mq-jvm	1.0.4		fb6b4fbb58ed1a9363c6f1fa8b8cd3470fa96264
aws.sdk.kotlin	mq-jvm	1.0.40		b9aee42bb383a3755d5263385a7c0cd5844f4ff7
aws.sdk.kotlin	mq-jvm	1.0.41		e850934496477aaaa8ab0cb9debc9bed5b03fbb8
aws.sdk.kotlin	mq-jvm	1.0.42		c955cac20153eaf266b477d6886159c030816915
aws.sdk.kotlin	mq-jvm	1.0.43		d673fb561fb956bbc8fd96dfcd9cf87a72230987
aws.sdk.kotlin	mq-jvm	1.0.44		442fec67cdea9c0d0a0c9e79f04192cf7f0c67dc
aws.sdk.kotlin	mq-jvm	1.0.45		fe3f6eb6a6b7c2a4f876d13a8330adc037a6280c
aws.sdk.kotlin	mq-jvm	1.0.46		9d76e6274b99eb79ec67e19fa2b37a0e59266bde
aws.sdk.kotlin	mq-jvm	1.0.47		4f84387e71c97956b7c06f0e3d37a470bed48667
aws.sdk.kotlin	mq-jvm	1.0.48		47c30b8312b80da545e25c64453fa54dced198ab
aws.sdk.kotlin	mq-jvm	1.0.49		dfa74286174809934db0e994697be3ef5ef3adad
aws.sdk.kotlin	mq-jvm	1.0.5		7cbe12bb5a0d50374a859c839f78595aa20bc4d1
aws.sdk.kotlin	mq-jvm	1.0.50		a1eb998be3d6043a345c4b506630b56e5dc5ab66
aws.sdk.kotlin	mq-jvm	1.0.51		94ae87841d7b30eb461ae62ef21f8c4ce12e6288
aws.sdk.kotlin	mq-jvm	1.0.52		8b3b5b5b6596ecb7cd29ebf43073595e1974edee
aws.sdk.kotlin	mq-jvm	1.0.53		77256d535e31a4ed172703c904eff26c9b1ff97c
aws.sdk.kotlin	mq-jvm	1.0.54		62d828d53b35071c746db8755d1c80551704b612
aws.sdk.kotlin	mq-jvm	1.0.55		32e25fa1b707421d1369dedd8ed5bfff3275156c
aws.sdk.kotlin	mq-jvm	1.0.56		137d453c77624e75f1f9ab83caa5eb682e4ceaea
aws.sdk.kotlin	mq-jvm	1.0.57		d17636adc005f0d2bdd72263c38e0bcb71be6759
aws.sdk.kotlin	mq-jvm	1.0.58		173c51f959dc12007dba657baeae0bc9ed32fae0
aws.sdk.kotlin	mq-jvm	1.0.59		2c14ba9962bd0cff57d3af53e0b8535274655b35
aws.sdk.kotlin	mq-jvm	1.0.6		007127bdb7a9fdd9c58a14fe47177c8434e05461
aws.sdk.kotlin	mq-jvm	1.0.60		65ae75edf1ef262c98791e690cfffe8d32015a7e
aws.sdk.kotlin	mq-jvm	1.0.61		0dad68f9ec808a2a71e3555f5b92204cfd407e6f
aws.sdk.kotlin	mq-jvm	1.0.62		07f55a0efe168cfb33c4668e0da00dd3fd6050e2
aws.sdk.kotlin	mq-jvm	1.0.63		883c811c07022c75920d5fc885c06bc61cda21d1
aws.sdk.kotlin	mq-jvm	1.0.64		71c194b82d52d5c2bd98d6759e362edd65bc0eee
aws.sdk.kotlin	mq-jvm	1.0.65		45dba15d5bc32e521c399e2c58818468a22e6d77
aws.sdk.kotlin	mq-jvm	1.0.66		9ace9a125fac1557613e54b60da0d76cd8424c64
aws.sdk.kotlin	mq-jvm	1.0.67		8d62c5fa7aa9409fe7c42edf6f4862e38ee98383
aws.sdk.kotlin	mq-jvm	1.0.68		f15d486cf0b2abcbc3634c7b057ca38e4cefd795
aws.sdk.kotlin	mq-jvm	1.0.69		9bab94f2674b5028727c7c3040b74a3254a57d87
aws.sdk.kotlin	mq-jvm	1.0.7		d616a67d4c9474945caa67bd21a9273849d7efaa
aws.sdk.kotlin	mq-jvm	1.0.70		848d54db06e877dc684487832b6b039012ebc451
aws.sdk.kotlin	mq-jvm	1.0.71		ae19acd5a0a8d50a18664e5425811f673743fefa
aws.sdk.kotlin	mq-jvm	1.0.72		092850ea089f0f168020b4a179004c57417bee45
aws.sdk.kotlin	mq-jvm	1.0.73		ebf614391ff61ff1788882de6106a1eb88f8483d
aws.sdk.kotlin	mq-jvm	1.0.74		6ef99125f06b594a2d7d5656344b18d9f258c27f
aws.sdk.kotlin	mq-jvm	1.0.75		6be45b07113190b55c36b3e76ae2aac6b0f989db
aws.sdk.kotlin	mq-jvm	1.0.76		8b9f5940931354bdd8f762511af379ad28cb1d6d
aws.sdk.kotlin	mq-jvm	1.0.77		5c1483631dda4e5e97bda5241bd6010cc671f628
aws.sdk.kotlin	mq-jvm	1.0.78		b04adbc54fbd9e6d7b9b595e418282439cf2e556
aws.sdk.kotlin	mq-jvm	1.0.79		1830f1f5299ecd2f1bf17313bae969c957de2219
aws.sdk.kotlin	mq-jvm	1.0.8		b44c93fd5f9bd0859756625f75df03564d002927
aws.sdk.kotlin	mq-jvm	1.0.80		8b8d442aa761ea94aeab27b175fe0c70b0482a84
aws.sdk.kotlin	mq-jvm	1.0.9		7492861007c9ce3767399ca97e7eefac5a71b77e
aws.sdk.kotlin	mq-jvm	1.1.0		51b40e13a32db4b3d0d29ddd220c588194768b8c
aws.sdk.kotlin	mq-jvm	1.1.1		a4737066426762583008c804d7c0c065c63b977e
aws.sdk.kotlin	mq-jvm	1.1.10		fa2daa4c3c54a24ff3ee0af1611635cd924e969e
aws.sdk.kotlin	mq-jvm	1.1.11		450059d190225d7c753159a9763023174a41e86e
aws.sdk.kotlin	mq-jvm	1.1.12		815ccde5dffc1b2e5211be4e77940eecea77e0cb
aws.sdk.kotlin	mq-jvm	1.1.13		d990c86565bec6c9bfae715a01122cfba6b94f5e
aws.sdk.kotlin	mq-jvm	1.1.15		838e0e0f44c4790bd188a18a5439a380424d87bb
aws.sdk.kotlin	mq-jvm	1.1.16		c52fe7432ec9a33f7283114805206d1d83c16b01
aws.sdk.kotlin	mq-jvm	1.1.17		6eaf407fffcde966c81f8720f12d2a4ad777d5e0
aws.sdk.kotlin	mq-jvm	1.1.18		97fb985328f7fb74134dbe541fb58ace58ad71e5
aws.sdk.kotlin	mq-jvm	1.1.19		5da626580f75ee6106eb574d54f09597a6460ecc
aws.sdk.kotlin	mq-jvm	1.1.2		aae6be73dd28b107ddbd02c5d2b02b77a1d999b9
aws.sdk.kotlin	mq-jvm	1.1.20		23899318893f284546c855f0af6e8f0becef87e9
aws.sdk.kotlin	mq-jvm	1.1.21		e3537ed90faeeed3f2c5614852c211d5a47e918d
aws.sdk.kotlin	mq-jvm	1.1.22		86d00da2743f58c540318539de65bb1d33a2e40d
aws.sdk.kotlin	mq-jvm	1.1.23		6483320c772cac32ea6daa66ad957ed7978c1e45
aws.sdk.kotlin	mq-jvm	1.1.24		915cb07501d2d11d57ce2979135394c4a15162f9
aws.sdk.kotlin	mq-jvm	1.1.25		d9fd4b4ad43d2a9fae61981c89675b1c48eb5685
aws.sdk.kotlin	mq-jvm	1.1.26		dacfe4898d2b11829c364ad330f18580ee38d3f1
aws.sdk.kotlin	mq-jvm	1.1.27		81872e6d38dcbb41624663e817914ee8c98191c1
aws.sdk.kotlin	mq-jvm	1.1.3		7dd932038d331b228bc40611ef05fe948906a12a
aws.sdk.kotlin	mq-jvm	1.1.4		7d9dfd7aabce6c9fa5122f98e5ece39d9291c5e1
aws.sdk.kotlin	mq-jvm	1.1.5		bd1c1a68e923854f0a69a82c977f7b81825b95b9
aws.sdk.kotlin	mq-jvm	1.1.6		d7be87c3624a2f20f5d3206891d12f7f028b1ee3
aws.sdk.kotlin	mq-jvm	1.1.7		6228c48ba97853bd18a0df205cc626e659e2a4d9
aws.sdk.kotlin	mq-jvm	1.1.8		e641f038310868f32ad8d07ca025340cf7923de5
aws.sdk.kotlin	mq-jvm	1.1.9		b829394ae06de59405e4d176c2a9c5a202194e40
aws.sdk.kotlin	mq-jvm	1.2.0		4aa5822d8713225667f987a636b8bef4f87230ca
aws.sdk.kotlin	mq-jvm	1.2.1		e51d92fc3c125f5babc11be759dcb27e6d40d02c
aws.sdk.kotlin	mq-jvm	1.2.10		02a54ccee29a03d2aa4886f513544abd6330dd04
aws.sdk.kotlin	mq-jvm	1.2.11		ff4feb68fe7207a1a1e120b4646be2f9b22f9553
aws.sdk.kotlin	mq-jvm	1.2.12		8135e5f5839943ddd4471d0b09210994b873f53b
aws.sdk.kotlin	mq-jvm	1.2.13		7847029d15e12ee8cf94dda00233b289c1dc844b
aws.sdk.kotlin	mq-jvm	1.2.14		7c99100adf87360e142ca9c38e7e53a01c55e9fb
aws.sdk.kotlin	mq-jvm	1.2.15		a43138312b2022b8f4c53b7b3dfba008a9e6b659
aws.sdk.kotlin	mq-jvm	1.2.16		dc6a0799954887d28f9140d780e82c7bd8430e7c
aws.sdk.kotlin	mq-jvm	1.2.17		18c9ff50dc754fdaa989b6c8877ad7db67d0d1f8
aws.sdk.kotlin	mq-jvm	1.2.18		46c6d88ed655804197d1084f1378860f34aad331
aws.sdk.kotlin	mq-jvm	1.2.19		b7bf0536bf82aa456518821d06021a60995ea434
aws.sdk.kotlin	mq-jvm	1.2.2		e6e05073f188adc88c7c8c9ae24608bf94e42719
aws.sdk.kotlin	mq-jvm	1.2.20		f45819fcd666882bffb53e671b6f204c29ce19e9
aws.sdk.kotlin	mq-jvm	1.2.21		e43f5d02947f997c006e0197e07feb0769c475d1
aws.sdk.kotlin	mq-jvm	1.2.22		f1d158a1c881c2857f35075bdf9a443fe1079192
aws.sdk.kotlin	mq-jvm	1.2.23		632378726056b19916db2682bddf7c0ba8047b4e
aws.sdk.kotlin	mq-jvm	1.2.24		fb444d54455e0f767d2f806819ec3ae30076d25e
aws.sdk.kotlin	mq-jvm	1.2.25		f52303c8d1a6dbfec188b1dd2f94d9d5ed6cd6ad
aws.sdk.kotlin	mq-jvm	1.2.26		ba4d9cf75d25cec48728dc4f3a1c0b273166d810
aws.sdk.kotlin	mq-jvm	1.2.27		db3c529b3eb352c5e2568b5b214df0e4aebd6bce
aws.sdk.kotlin	mq-jvm	1.2.28		c84348eda7fb1325638d18d61e093cc5717d2054
aws.sdk.kotlin	mq-jvm	1.2.29		2545597889006ec78a553bf568c77dccebf32a1c
aws.sdk.kotlin	mq-jvm	1.2.3		57bd6ecf45b503fc369c5e9af9d1cd12739442d8
aws.sdk.kotlin	mq-jvm	1.2.30		3e492c9bb3a1d4b2ff062e96d427a58258aecaa2
aws.sdk.kotlin	mq-jvm	1.2.31		e53f7165d4275f58704f844e911a09e86d9df0d9
aws.sdk.kotlin	mq-jvm	1.2.32		080201df9431f8e28faecfd7318949f1e32e8aa2
aws.sdk.kotlin	mq-jvm	1.2.33		96c092443b188fe7ffbc4540e8508cb98e5f0650
aws.sdk.kotlin	mq-jvm	1.2.34		ec9cc6d2933c21dce1a4b9b0f202236cbd27a405
aws.sdk.kotlin	mq-jvm	1.2.35		8464df03276e6b0ef62a870d076976439b8ea65c
aws.sdk.kotlin	mq-jvm	1.2.36		2554288ef5568655492cb08edcf58998ba6fb88a
aws.sdk.kotlin	mq-jvm	1.2.37		8c86a18c11cf8bba992141c7c79ac03beba4672a
aws.sdk.kotlin	mq-jvm	1.2.38		9c119e97498c2401d4164c33a2680c26b1f58cdf
aws.sdk.kotlin	mq-jvm	1.2.39		b34f97e42e66cf35ffacb07faf0d69e0f89529e9
aws.sdk.kotlin	mq-jvm	1.2.4		cb8c9ccd4a7aa7eda9b86342c3ccbc633f0d686a
aws.sdk.kotlin	mq-jvm	1.2.40		9aa5d00ed2019fd3b69849ea5dd5f202bfb9e0c0
aws.sdk.kotlin	mq-jvm	1.2.41		e2bfc997d78bf5961da54a0efe7d6519673fe7d0
aws.sdk.kotlin	mq-jvm	1.2.42		4b00eeee39f1a0946c41ce032b15d977488440e7
aws.sdk.kotlin	mq-jvm	1.2.43		fd580d283f03bd6b336ced8b8aad9db51a75540e
aws.sdk.kotlin	mq-jvm	1.2.44		c91f31a6832137475cfbeca77d5ff903c9669f2a
aws.sdk.kotlin	mq-jvm	1.2.45		390a6192d9ad58608d6a324d003ac6f2be54d3bf
aws.sdk.kotlin	mq-jvm	1.2.46		d04d02fc7cc10f15bcd10d34a0f893d3f72a1fcb
aws.sdk.kotlin	mq-jvm	1.2.47		e3ad0379d177c691b880aa29a8c88c5d8d6ec399
aws.sdk.kotlin	mq-jvm	1.2.48		47e406ba438a5b948b4cf98df749103fc2740fd1
aws.sdk.kotlin	mq-jvm	1.2.49		c3a54cdb2429066932f71dbbcbfeadd05b5f6bcf
aws.sdk.kotlin	mq-jvm	1.2.5		e7ce2e47ff0f771d23a217a1a8a79fce7bb36f44
aws.sdk.kotlin	mq-jvm	1.2.50		e9dcc8dcf34f7a51e7a81b9a24849b39f0ab6680
aws.sdk.kotlin	mq-jvm	1.2.51		c37c325408fe981ce5dd9c516ab9bb671ae66830
aws.sdk.kotlin	mq-jvm	1.2.52		8c50015f6326f4071df469768d927c5ecdf9896f
aws.sdk.kotlin	mq-jvm	1.2.53		a1e75b161b6f547643e8c32a93b9c01919259ea9
aws.sdk.kotlin	mq-jvm	1.2.54		2f6ae3167f485a14d6979308f9b69407ee482905
aws.sdk.kotlin	mq-jvm	1.2.55		1e27f39b02396deb5d94aff568ac54d6a1223739
aws.sdk.kotlin	mq-jvm	1.2.56		ec3f5622bb002f7f0842d8f0b58ce1e6cccb3208
aws.sdk.kotlin	mq-jvm	1.2.6		da536b21cd3170b5d98b53c2338ebc0cfc600335
aws.sdk.kotlin	mq-jvm	1.2.7		6f39ad63e98ac87a8de73f7341e64f310bbc1f95
aws.sdk.kotlin	mq-jvm	1.2.8		6aee1717d2e2052d08b2c6ec1c87a717c1061a6a
aws.sdk.kotlin	mq-jvm	1.2.9		7383851538528ac60043cafd7ce5e3d456de4bf4
aws.sdk.kotlin	mq-jvm	1.3.0		cb8200513b6de6b20f92437201420eb5f6f37b5d
aws.sdk.kotlin	mq-jvm	1.3.1		44a39a564e46652301a17590c6b90a10f1598edd
aws.sdk.kotlin	mq-jvm	1.3.10		03d223f98012bd63b79782f7fdc3c55ebf6a118c
aws.sdk.kotlin	mq-jvm	1.3.100		c2f74bef53004ce1cada8bdf1246a8959907f8f7
aws.sdk.kotlin	mq-jvm	1.3.101		05ab6a8b5ea0e8ab806a01cecfbf230eb0c86dd1
aws.sdk.kotlin	mq-jvm	1.3.102		07d328e2567c56a18339bd0bd01b1c0902b9c2b9
aws.sdk.kotlin	mq-jvm	1.3.103		4109ce70e194c4b26fdf326ce050aa467caacc76
aws.sdk.kotlin	mq-jvm	1.3.104		d33ef5f464d63e23e999ba4ef789857181cccaae
aws.sdk.kotlin	mq-jvm	1.3.105		cf2f7908b9f1d7bcc77f658550a259b97d1e29bb
aws.sdk.kotlin	mq-jvm	1.3.106		6abce68a6f550076ce1c748ae30e67bbb24c1c7b
aws.sdk.kotlin	mq-jvm	1.3.107		d9ad54ca84e08fd216392597fb945990a088bfbd
aws.sdk.kotlin	mq-jvm	1.3.108		654369821655091ef463bb8b15d7b5758930ebb9
aws.sdk.kotlin	mq-jvm	1.3.109		2b94c5da9a8cab895d4fa04cb0ee0c34035af9ac
aws.sdk.kotlin	mq-jvm	1.3.11		e63f15633eeea2c40091d019b4d3f3d5398324c8
aws.sdk.kotlin	mq-jvm	1.3.110		bf28cad06c41fb82e550ec9c1ed80f457b698338
aws.sdk.kotlin	mq-jvm	1.3.111		86176b5144f95f6e7ce5359164d4aa91ce82157f
aws.sdk.kotlin	mq-jvm	1.3.112		dddedd16c8ba039f5a83f32f134179e30025092d
aws.sdk.kotlin	mq-jvm	1.3.12		8c3b02176afaca088c6351d1112d313c09077ef0
