am.gaut.android.toolbarbutton	toolbarbutton	0.1.0		N/A
com.thoughtworks.binding	binding_sjs0.6_2.11	11.9.0+3-cadac35f		8a3f159e7b76076d6c6866f5091c4472f652bc0b
com.thoughtworks.binding	binding_sjs0.6_2.11	11.9.0+4-5657af78		c4b00e6504f45b9757e2ae9f97c85cdbc1d75170
com.thoughtworks.binding	binding_sjs0.6_2.11	11.9.0+50-7e241e07		f795815b53e43e3d5656f7abceecf91c1b754767
com.thoughtworks.binding	binding_sjs0.6_2.11	11.9.0+51-bff4ff98		f515eb4f67d36c8125f0447e62113b9271968711
com.thoughtworks.binding	binding_sjs0.6_2.11	11.9.0+52-d383c820		6f7cf6dc1d96288021715840737cdec94725da21
com.thoughtworks.binding	binding_sjs0.6_2.11	11.9.0+53-4dbabc69		65b65f27ba51132bac2467f18b4952ca2fc7ca5f
com.thoughtworks.binding	binding_sjs0.6_2.11	11.9.0+54-a2ea4ca7		0498b12aec63bcc2824dac1c139a5e3915ae63a8
com.thoughtworks.binding	binding_sjs0.6_2.11	11.9.0+55-546ffe2c		ffa3ca6d6f9f1beef117257624c8e9c47dc7f4b7
com.thoughtworks.binding	binding_sjs0.6_2.11	11.9.0+56-3af5a32a		96f6394374236773e520990354eaed83f216c798
com.thoughtworks.binding	binding_sjs0.6_2.11	11.9.0+6-b654b197		153f4445027e61631287487db8e71f7aa0589370
com.thoughtworks.binding	binding_sjs0.6_2.11	8.0.0		aeb7d5cb8f645f1b6ec54aae19d7d30090d747f0
com.thoughtworks.binding	binding_sjs0.6_2.11	8.0.1		31c822ea5de6819f7029ec54c2404f5b3b828f45
com.thoughtworks.binding	binding_sjs0.6_2.11	8.0.2		b3edcf0958bfc5f3db71f3e7d030bc71b4aedf45
com.thoughtworks.binding	binding_sjs0.6_2.11	9.0.0		549a46b0fefec76306655a1dbfaa8f5349ad852a
com.thoughtworks.binding	binding_sjs0.6_2.11	9.0.1		d754b2cb96e4ff595fc2fd476abd8e16b36a5245
com.thoughtworks.binding	binding_sjs0.6_2.11	9.0.2		783789158c010bb0004ccfb0160057a93485888c
com.thoughtworks.binding	binding_sjs0.6_2.11	9.0.3		0479782d67593043a9f7321c0de37dabbe93cb95
com.thoughtworks.binding	binding_sjs0.6_2.11	9.0.4		0fdc2cc06d6eaa9f3df5f72311bc788d0febb3ec
com.twitter	bijection-json_2.9.2	0.1.1		a2b80cda23fb211edd8fd5865653d40216fe7e29
com.twitter	bijection-json_2.9.2	0.1.2		38c953aaea95c4d8625c0f5348e0260be56c8e9e
com.twitter	bijection-json_2.9.2	0.1.3		2992b7ce5edceda88048f5983a1d2d8e0ea3464a
com.twitter	bijection-json_2.9.2	0.2.0		40f05920e3a90267fb03e58b83b22b42cfc74f94
com.twitter	bijection-json_2.9.2	0.2.1		2c4884dabdef81a2647b6f17a2464749e3c6bc84
com.twitter	bijection-json_2.9.2	0.3.0		7ce061345bcdd63ac0148eb74afc32d309591380
com.twitter	bijection-json_2.9.2	0.4.0		91fa5870f1ff88021c792ceae4e85c048cea5ae5
com.vertispan.rpc	endpoint-api	1.0-alpha-1		68a944a8a88ec0f04cfbe3a780b053d176679627
com.vertispan.rpc	endpoint-api	1.0-alpha-2		16a5fbf039714c42d4bcd2c24564dd609df73cb8
com.vertispan.rpc	endpoint-api	1.0-alpha-3		f56e237bd5a9a8b563f24a94b5b6da39136d21f3
com.vertispan.rpc	endpoint-api	1.0-alpha-4		636bb71b3ea01022a8393a96c313c57b5af479d6
com.vertispan.rpc	endpoint-api	1.0-alpha-5		ff1b8f8314481b0bde4699e70409c46d0b9c2955
com.vertispan.rpc	endpoint-api	1.0-alpha-6		f96ba0c90085957ee2d10bcef0b1fb431dfa512e
com.vertispan.rpc	endpoint-api	1.0-alpha-6.1		f541b8d1dcc0d6c9f65cecf9e962b4d65f64a2f8
com.vertispan.rpc	endpoint-api	1.0-alpha-6.2		934c220f5ac7b35ebf8e1bf54f155914efaf005b
com.vertispan.rpc	endpoint-api	1.0-alpha-7		ea4191439f0734fb74a9f1ef13a7a6c4024ee248
com.vertispan.rpc	endpoint-api	1.0-alpha-8		c201f32c794f5f3b680faff16850338f8cd94143
de.knightsoft-net	gwtp-dispatch-rpc-test	1.7		0a2e115497a4282c0618b268122a2d5fd2366848
dev.getelements.elements	sdk-spi	3.0.49		856acdeb46a8e521e4004fd123ec0a6b443535c5
dev.getelements.elements	sdk-spi	3.0.52		09e0e67a656a9489fcc2e8e048a9d1287a1d2af3
dev.getelements.elements	sdk-spi	3.0.54		5d25290dd876a4061d8642a3f5840a03a43e0810
dev.getelements.elements	sdk-spi	3.1.4		8d9e82ad1bb0880adbcd22b2efcb12e42cd553c0
dev.getelements.elements	sdk-spi	3.1.9		d89016c457e500f4b55077762a344974c09fff5d
eu.l-space	lspace-parse_sjs0.6_2.12	0.2.0.14		4624081a8d1c3650e8707f9ad2d00034fb6c261e
eu.l-space	lspace-parse_sjs0.6_2.12	0.2.0.16		802505b0bd1c7459e32b1778b8784c01fae53c2b
eu.l-space	lspace-parse_sjs0.6_2.12	0.2.0.18		9cbcfaab1c025077686d8870a9129fed8f3415d4
eu.l-space	lspace-parse_sjs0.6_2.12	0.2.0.19		a21d0cbcb1feb69798e5d428659bda9911284c36
eu.l-space	lspace-parse_sjs0.6_2.12	0.2.1		242910669c33ed52813b467311deafa523b971e6
eu.l-space	lspace-parse_sjs0.6_2.12	0.2.1.1		ac59235cd93a8e94e3791c681b95a4124dab2158
eu.l-space	lspace-parse_sjs0.6_2.12	0.3.0.0-M2		7479202ec47f91f39a52cc250f529415e128399f
eu.l-space	lspace-parse_sjs0.6_2.12	0.3.0.0-M3		6cca795966885995cc026442e27a83417d826ab5
eu.l-space	lspace-parse_sjs0.6_2.12	0.3.0.0-M4		9aec8f0b560e0575a47bbe4dc9ca6e9394ec7077
eu.l-space	lspace-parse_sjs0.6_2.12	0.3.0.0-M5		98e445ad391a044bcd9c03f98647496fffd41741
eu.l-space	lspace-parse_sjs0.6_2.12	0.3.0.1		20a13e230ff33ef629819358082484f37bb367db
eu.l-space	lspace-parse_sjs0.6_2.12	0.3.1.1		5c132f0fbc634da5c66c66421f2128d9fd4833f5
eu.l-space	lspace-parse_sjs0.6_2.12	0.3.1.2		0951d30afa8e58db516466a1e2ac3a69cfbaa7b1
eu.l-space	lspace-parse_sjs0.6_2.12	0.4.0.2		722fb79e13104ba5ef6f49399c557021d3ee6198
eu.l-space	lspace-parse_sjs0.6_2.12	0.4.0.4		08f0008c9ff6bfbf31dbd24fda55054660df97ba
eu.l-space	lspace-parse_sjs0.6_2.12	0.4.0.5		f1b57d45a0d6e7d589d5057d30e06ddcfa0a077c
eu.l-space	lspace-parse_sjs0.6_2.12	0.5.0.0		b3c1aa6516ab4e0c4484c0453be5824fbdbee781
eu.l-space	lspace-parse_sjs0.6_2.12	0.5.0.1		24f8a077c2ad56af80eaa5b7872a7923354cbeff
eu.l-space	lspace-parse_sjs0.6_2.12	0.5.0.2		277823f115f2b9604cde9ac63971c1ba83dbf420
eu.l-space	lspace-parse_sjs0.6_2.12	0.5.0.3		bf107bff12bea0fe3cbc5d457aacce096adfc359
eu.l-space	lspace-parse_sjs0.6_2.12	0.5.0.4		bfbc8040e09b911b804e4e962d819b34cf57a8a3
eu.l-space	lspace-parse_sjs0.6_2.12	0.5.1.2		bae89bf0c3cf45c54d09b6b65c5551a0a79162f7
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.0-M2		e979c38395c6308e8a21e0df41b1abcd7e619bf9
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.1		ffac202099b8c3eef4f08b647adc483064fae7d7
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.10		4eaa5ea6910aa7053a4f7fae91904d30e4102b65
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.12		afcdfc2c61ed7f54896970116acd69d22d177ed7
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.13		32cd89c975e62324a1e2aa86d0ccc46e9eed9581
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.14		938cd76c5a43ca76283d34db4c921974a8113927
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.2		5b79de03e08e36f1a4936c78d8e1ca7b77362b28
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.3		b37c73f6e68612fc968ecd9ac60d18f294055755
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.4		fe16c604db44649b3066ffa693bbe4665b77014b
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.6		6306fdd16331676c534186717d15da45367ed003
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.7		0c3e49b0277687c7951e2183f1609d13a51ad156
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.8		5388c728e96dead83c0b1dd134c7b11b4428fbbf
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.0.9		d3ffa4e70c6e0e99418ef6dc76839997a5271912
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.1		8eda034c07668d8bbaf638381a7f322d9f6a020a
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.2		0deaf345870c900c4473604d5bd59a8cf255e725
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.3		fca83e9db15705df7b5352de48874368c976dc02
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.4		b054cdb3e85cb5b903ee0724033fb3ee0b4d06b4
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.4.1		a0c73283412af01e297c84a5871e5fc63d8fbe4d
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.4.2		be92f99a2efc98305a765eff2a34a7f26aee455a
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.5		8abd41ee0d0c0a8f34f3732dabb10b3473730c3f
eu.l-space	lspace-parse_sjs0.6_2.12	0.6.5.1		798cf5ace4491564130fa942c6d9c75fc52f6c8d
eu.l-space	lspace-parse_sjs0.6_2.12	0.7.0-M1		aaa8568140f2546e01f11e4f9cf0b86e6358b5b9
eu.l-space	lspace-parse_sjs0.6_2.12	0.7.0.1		b0f5b423441cfd6e4f645bcd3e63c6521f5c2e68
io.github.copycaty	antlr4-parser	2.0.0		c3fff87a89134873d2601fd52af078105d23b79c
io.github.copycaty	antlr4-parser	2.0.1		559dba85287783dcbfb81bc6508df71750d2e3a4
io.github.dataeyesdk	dataeye-android-sdk	2.7.2		N/A
io.github.dataeyesdk	dataeye-android-sdk	2.7.3		N/A
io.github.dataeyesdk	dataeye-android-sdk	2.7.4		N/A
io.github.dataeyesdk	dataeye-android-sdk	2.7.5		N/A
io.github.dataeyesdk	dataeye-android-sdk	2.7.6		N/A
io.github.dataeyesdk	dataeye-android-sdk	2.7.7		N/A
io.github.dataeyesdk	dataeye-android-sdk	2.7.8		N/A
io.github.dataeyesdk	dataeye-android-sdk	2.8.1		N/A
io.github.ericsson-mts	mts-asn1-xml	0.0.4		561a2eab577834317ce4383e0b0cfa4cfdf58c6f
io.github.ericsson-mts	mts-asn1-xml	0.0.5		1a16c60a986a6fdc822cc320f34f5bab2dcbc530
io.github.ericsson-mts	mts-asn1-xml	0.0.7		d41d5646a991bc453187bfb15761579e94634b2a
io.github.ericsson-mts	mts-asn1-xml	0.0.8		a304c046580d9f6caea540cf7be8200fba76c819
io.github.speedbridgemc	config-runtime	1.0.0		d63fbf1be24d133ce6ceba259e5c2246ae223b28
io.github.testervippro	allure-report	0.1		27961f4556d0dbd942a9d5e6d821f5b320ffe2b6
io.github.testervippro	allure-report	0.2		6bf1149560318fc6d5778cc73ffa1f12d232afce
io.github.testervippro	allure-report	0.3		75a095a0cd5e243dd1c498a59aaf1eeddc3823b5
io.github.testervippro	allure-report	0.4		47d76c297d10b071fa2c5bf0dbbb5ad569317f90
io.github.testervippro	allure-report	0.5		86ce9bd7514a732833d80843d7a86bdb963b0db0
io.github.testervippro	allure-report	0.6		4c6b24a3b4d6100f1ec2d431ebba83ff9b20937d
io.github.testervippro	allure-report	0.7		63da215236d87d43e42adc63f428fbe54829e063
io.github.testervippro	allure-report	0.8		226fc1baa828971de5b835add3cc6824439f6e88
io.github.testervippro	allure-report	1.0		e6733c239bfd04a6f116e14dc80befcf0bb9592d
io.github.testervippro	allure-report	1.1		23668742c5f9444332588c4e836295ccceb87f64
io.github.testervippro	allure-report	1.2		49eda321f8f2e00eac65d340c84bf9ee2f37fdf8
io.github.testervippro	allure-report	1.3		77ae0cb68d7bb55249636fba4434bbc7bfbe4d48
io.github.testervippro	allure-report	1.4		b269cf3a6db28a8257260fce9e24dee0d987f03a
io.github.testervippro	allure-report	1.5		0219d0872b589cf60ac0617bf116102639b6ef52
io.github.testervippro	allure-report	1.6		979e0e47c92204d387915cfcc8f7053e28da3eef
io.github.testervippro	allure-report	1.7		73062adcd513e02d53acfb3bb0119f4920f11c60
io.github.testervippro	allure-report	1.8		dd3c30dea97a58b78cd556ff37dc233c796bdf0e
io.github.testervippro	allure-report	1.9		d31a1f6dd1f89eee6ad9ce64878a47d0155c943e
io.github.testervippro	allure-report	2.0		ba7c93d6a0f9c306fee05e3820cd6ca7fd6d0bbd
io.github.testervippro	allure-report	2.1		ea74bd2f2fd613bddd0718eba151cd8d4a9bd416
io.github.vigoo	zio-aws-budgets_2.12	2.14.3.0		e457c74127f7fd0f9a392ab995fe6e73b7680b4e
io.github.vigoo	zio-aws-budgets_2.12	2.14.7.0		3cc75273841a3e117d14e6b17772a6f83c71e07e
io.github.vigoo	zio-aws-budgets_2.12	3.15.16.3		d95cb78be41e5667ac0de6baf6c433dab925a7c4
io.github.vigoo	zio-aws-budgets_2.12	3.15.16.5		54464aa3d462324cd25d0ad67eea19a9e7c8623e
io.github.vigoo	zio-aws-budgets_2.12	3.15.16.7		7f9de0a5770eedd863b1ad4c260b661df20fb73d
io.github.vigoo	zio-aws-budgets_2.12	3.15.16.8		c806f515e59291ffd7ee83b6357e4392fceb8f0a
io.github.vigoo	zio-aws-budgets_2.12	3.15.19.1		1fc1903a0a83cd077e218cf52cac3e8e5abf8fa8
io.github.vigoo	zio-aws-budgets_2.12	3.15.19.10		86d95e8aef5f45a87acaa9087e9066dc02345b65
io.github.vigoo	zio-aws-budgets_2.12	3.15.19.11		5bca1e24ae4f2c956e9d00f3f76d23304c5a7fcd
io.github.vigoo	zio-aws-budgets_2.12	3.15.19.2		c1ae86111dc53a82f8b410edf97fa2ecfcb11906
io.github.vigoo	zio-aws-budgets_2.12	3.15.19.3		423bc5256bb8cff4a512038180dcc1554c37dcd0
io.github.vigoo	zio-aws-budgets_2.12	3.15.19.6		79966316d72bba12c9e30fdcfcf263933816cf4d
io.github.vigoo	zio-aws-budgets_2.12	3.15.19.7		1f2150f2802c7b6c2a91ea58bdfedb1ac70c861a
io.github.vigoo	zio-aws-budgets_2.12	3.15.19.8		9a80897e96565b655685daa83e07b8680fc21ec0
io.github.vigoo	zio-aws-budgets_2.12	3.15.19.9		0114e1369847219a547d0e7adb8d04e2b0833879
io.github.vigoo	zio-aws-budgets_2.12	3.15.31.3		23b8f40e5afc45ee6fdbbcb8882f7314d978d538
io.github.vigoo	zio-aws-budgets_2.12	3.15.32.1		ef4045495146d674575a8a1170ac07785872d97e
io.github.vigoo	zio-aws-budgets_2.12	3.15.32.2		14af562d035171bab6e29e99b58bf60c48ff4aa4
io.github.vigoo	zio-aws-budgets_2.12	3.15.33.2		cf7951791f78a8d2fa511bbf4afdbb6a237ae582
io.github.vigoo	zio-aws-budgets_2.12	3.15.33.3		0da94949148fef36b8c8cc59ad9aa9766b0c91c5
io.github.vigoo	zio-aws-budgets_2.12	3.15.33.4		4abc88bda54d025cbdd372c01bf4d09e1d7d98c1
io.github.vigoo	zio-aws-budgets_2.12	3.15.34.1		a4f3add88280f8e14aec2b70c32c9126c782c8f3
io.github.vigoo	zio-aws-budgets_2.12	3.15.34.2		726b4dc4da5704b98c340741ff5e73a5e4034379
io.github.vigoo	zio-aws-budgets_2.12	3.15.34.3		85d457dfc5473d2df92fae470766566547000895
io.github.vigoo	zio-aws-budgets_2.12	3.15.35.1		6292533518849757009420c0519000a5a885db5f
io.github.vigoo	zio-aws-budgets_2.12	3.15.35.2		71650efbf2080946faf82bca4517b6f4fb602e63
io.github.vigoo	zio-aws-budgets_2.12	3.15.35.3		20f380aa39a30626940662e262def68d8f2093f0
io.github.vigoo	zio-aws-budgets_2.12	3.15.35.4		1ef9c0b19e3266dd7ccfac3ac3931775507e52b7
io.github.vigoo	zio-aws-budgets_2.12	3.15.35.5		a4d31739df24b6da019ce3c966aae1fc913ae824
io.github.vigoo	zio-aws-budgets_2.12	3.15.38.1		9b862795b07cb843baa1448a039b36f1103ae885
io.github.vigoo	zio-aws-budgets_2.12	3.15.40.1		e980bc4f737abc1a40b87e8b652f2e4235bd6630
io.github.vigoo	zio-aws-budgets_2.12	3.15.40.2		cdc4c866dbba53ac4dd84307fb57cdbf0b57cfc8
io.github.vigoo	zio-aws-budgets_2.12	3.15.40.3		80adcb1ae9da5306e79263277e3db6b445ecef18
io.github.vigoo	zio-aws-budgets_2.12	3.15.42.1		e38c4e2fa4b53ec3d0d4e3a2ed15cf6a13f80649
io.github.vigoo	zio-aws-budgets_2.12	3.15.42.12		bb343cc2398618a36bf26b54b1ecd7bbd20deb61
io.github.vigoo	zio-aws-budgets_2.12	3.15.42.2		844ea115d796b03235f176bcead11398e8aa3d36
io.github.vigoo	zio-aws-budgets_2.12	3.15.42.3		5178630970a073c52fefb530d145362c188a2758
io.github.vigoo	zio-aws-budgets_2.12	3.15.45.1		65728845b4e985e063e5e73f16ae2efd3cc6d298
io.github.vigoo	zio-aws-budgets_2.12	3.15.45.2		3d9d7e6beff843607fbcdddfe68e74475778ce97
io.github.vigoo	zio-aws-budgets_2.12	3.15.45.3		121b3e78250b7296941d34589de8552f4ae7b105
io.github.vigoo	zio-aws-budgets_2.12	3.15.48.1		4cdd31bdec2d00c50a4431cd1ec869f7ab070a68
io.github.vigoo	zio-aws-budgets_2.12	3.15.48.2		27cc5db1aaafec8f467dc701b97ad3c37c26aaf6
io.github.vigoo	zio-aws-budgets_2.12	3.15.49.1		bfbbbcd6fbf0aeea83ad327b2a4fafd09348fdf9
io.github.vigoo	zio-aws-budgets_2.12	3.15.49.2		937dafbfdd1c7e622175a068de0eb3b26f9a16de
io.github.vigoo	zio-aws-budgets_2.12	3.15.50.2		2f47dc0cebb1d53f7ff4bb8607d2c495f5b821f0
io.github.vigoo	zio-aws-budgets_2.12	3.15.51.1		62432c4ebffd50ceb862968f41f4085d2fe0ae8f
io.github.vigoo	zio-aws-budgets_2.12	3.15.51.2		3e63d356c73789a19d38f1d50b3b1a73c6d158e5
io.github.vigoo	zio-aws-budgets_2.12	3.15.53.1		2f54b7f9377b70b9ea9b8ad63c3d20672a7b9bde
io.github.vigoo	zio-aws-budgets_2.12	3.15.53.2		dce1a1d94232fbbbefad08ae9a390c463d88bea6
io.github.vigoo	zio-aws-budgets_2.12	3.15.53.3		5a42d443b70b8883305dcb44a98e8832a901ba59
io.github.vigoo	zio-aws-budgets_2.12	3.15.57.1		9528968517f99be7bb5a1f767a02e7a07f6e988f
io.github.vigoo	zio-aws-budgets_2.12	3.15.58.1		54a4052aa05255a2bdd02b54f0bd4d8bb1a47324
io.github.vigoo	zio-aws-budgets_2.12	3.15.60.1		0ee26148688f2543ad432f0b711f660203933048
io.github.vigoo	zio-aws-budgets_2.12	3.15.61.1		566bb0d101f48f736df5ac14417c5356ec60ddd9
io.github.vigoo	zio-aws-budgets_2.12	3.15.63.1		471bf88ed0ff0fefcc2f2cd9343b4f889457920c
io.github.vigoo	zio-aws-budgets_2.12	3.15.65.2		cc27f2faa015e79514768e69a7f8e5bab234ae20
io.github.vigoo	zio-aws-budgets_2.12	3.15.65.3		ce66533ffa129d9b146ba86d5ca45a2e589fae69
io.github.vigoo	zio-aws-budgets_2.12	3.15.66.2		930dc5edf794d1c25fbf57a27a4027c957d0dfac
io.github.vigoo	zio-aws-budgets_2.12	3.15.66.3		250015a1447344816147e71187a7f80f7b99d889
io.github.vigoo	zio-aws-budgets_2.12	3.15.67.1		21e913a2b69119a846f5b2c5d88ce44e4724ef8b
io.github.vigoo	zio-aws-budgets_2.12	3.15.68.2		bdafaa9cbdecc6523d4b497257481619c70d9ffe
io.github.vigoo	zio-aws-budgets_2.12	3.15.68.3		915a6c4388531badb6b5cfecc8d0453c0070f619
io.github.vigoo	zio-aws-budgets_2.12	3.15.69.1		ffb86ffb7f1510894995b032f9ca55d1c9f58574
io.github.vigoo	zio-aws-budgets_2.12	3.15.69.2		699ffc2590e58eb9d341ac5f01216c4a199655ac
io.github.vigoo	zio-aws-budgets_2.12	3.15.69.3		b660a108882aceee01a72faa4d9c0c5bbada9f28
io.github.vigoo	zio-aws-budgets_2.12	3.15.70.1		7a7325adea31040e9f5b3d85c2e753bf50c9d5b3
io.github.vigoo	zio-aws-budgets_2.12	3.15.71.1		120f2fe627cfcec694d64c7662f5449f7cc9a8c9
io.github.vigoo	zio-aws-budgets_2.12	3.15.71.2		4e6b4d0a4f919a0060492e4331b9e44035e2db09
io.github.vigoo	zio-aws-budgets_2.12	3.15.71.3		9e0909ccd936b935a9486911fa3bd9bc7b980842
io.github.vigoo	zio-aws-budgets_2.12	3.15.73.1		aba4a81a4e32dc2e0a246d420ce2144def6ae99d
io.github.vigoo	zio-aws-budgets_2.12	3.15.73.2		3d356d626c894dd64dd51ce90c87b7c3fea48574
io.github.vigoo	zio-aws-budgets_2.12	3.15.73.3		74e31103a0081836db6f2c0390faf456598dd2fc
io.github.vigoo	zio-aws-budgets_2.12	3.15.73.4		fe4cf9d57a9b03979a1478716c6a442186d035cf
io.github.vigoo	zio-aws-budgets_2.12	3.15.74.1		7cfca5540423005edc357b322e6729291120138b
io.github.vigoo	zio-aws-budgets_2.12	3.15.74.2		9f70724e4111cf1e7a523b7169b6b58700c8253a
io.github.vigoo	zio-aws-budgets_2.12	3.15.77.1		0eed1c6d66eb57e8a5935995ff1edda3b0b2436d
io.github.vigoo	zio-aws-budgets_2.12	3.15.77.2		d095b3935db368832c80f046edc76198f4c12d66
io.github.vigoo	zio-aws-budgets_2.12	3.15.79.1		015eec95baed7fa2ee60dd7c68eddf41b670c920
io.github.vigoo	zio-aws-budgets_2.12	3.15.80.1		7c5f9429d2309ea3e9863d5d3bfa32d0a51da76a
io.github.vigoo	zio-aws-budgets_2.12	3.15.80.2		ea62295ad1bcedf8984d122d8c51a052945da34e
io.github.vigoo	zio-aws-budgets_2.12	3.15.81.1		cfe55d11166ced047521cc402d2e52a959e588ed
io.github.vigoo	zio-aws-budgets_2.12	3.15.81.2		b48511dc44007d500288181c99c03500626db3ac
io.github.vigoo	zio-aws-budgets_2.12	3.15.82.1		c6541b6ebc803a461c3250d844f7451b6ef8d4b6
io.github.vigoo	zio-aws-budgets_2.12	3.15.82.2		3d0023b3ad5cfc466da0e42ab8685d68afe4bfc0
io.github.vigoo	zio-aws-budgets_2.12	3.15.82.3		a39f99e8c130b6000021083d0e6f6a4b609c24cb
io.github.vigoo	zio-aws-budgets_2.12	3.16.0.1		f5ff03fac28c658762ca1c7582f6cd341ea4042a
io.github.vigoo	zio-aws-budgets_2.12	3.16.0.2		5df137409992107c21be986e61741d649b2df6fc
io.github.vigoo	zio-aws-budgets_2.12	3.16.1.1		185adfbe62261b9ffdf3ef46bd70c10a26436268
io.github.vigoo	zio-aws-budgets_2.12	3.16.1.2		e8c23ea161d9da2d5807338b9fd160d99e1ba3cb
io.github.vigoo	zio-aws-budgets_2.12	3.16.100.1		8954d790f4f869e360c409ab2e403c6832867a3b
io.github.vigoo	zio-aws-budgets_2.12	3.16.101.1		8eb1a5eb97fa96e4a68e0b4e0d81e635b5e8a2f3
io.github.vigoo	zio-aws-budgets_2.12	3.16.102.1		9f45ff4f3f06f2b68c227cda890ca57388306b0c
io.github.vigoo	zio-aws-budgets_2.12	3.16.102.2		c098d6045000fe556e2b9a0575f86cf37f81b5fd
io.github.vigoo	zio-aws-budgets_2.12	3.16.104.1		ccac130fef6c7ce49d5b127de885eac5cea0def3
io.github.vigoo	zio-aws-budgets_2.12	3.16.13.1		4c1c8917209b5bcc0c8a0adab097403dcb3127da
io.github.vigoo	zio-aws-budgets_2.12	3.16.13.2		bcca0bd9d883db549d2a78ffc290f967c2bde288
io.github.vigoo	zio-aws-budgets_2.12	3.16.14.1		5e1e2763894b06f8e6431426f291dd74f1b95750
io.github.vigoo	zio-aws-budgets_2.12	3.16.14.2		17b3d4afa19ee58560120ebeef7e61ebbdea2730
io.github.vigoo	zio-aws-budgets_2.12	3.16.16.1		61075243562a6730d7b779a7a2bd2b1b7f6938c1
io.github.vigoo	zio-aws-budgets_2.12	3.16.17.1		1401a34a02ab35c1470cb5d06962f92d8f450cd3
io.github.vigoo	zio-aws-budgets_2.12	3.16.17.2		402ac226fb0b7b28c265453277f1b628bafb23d1
io.github.vigoo	zio-aws-budgets_2.12	3.16.18.1		84a216c7812494269be5f1b56841000c22dfa254
io.github.vigoo	zio-aws-budgets_2.12	3.16.18.2		e189f513dbf2e84b294e38e17577829176f4a17f
io.github.vigoo	zio-aws-budgets_2.12	3.16.18.3		d54c2c1f3940e6e1a9a39290c7e27e274def9a8c
io.github.vigoo	zio-aws-budgets_2.12	3.16.20.2		4cb27909328a2e3ed12beafa6790a600aab1dae8
io.github.vigoo	zio-aws-budgets_2.12	3.16.20.3		e1751d50fb38834dc742c93fc1152a05fc4bb23e
io.github.vigoo	zio-aws-budgets_2.12	3.16.20.4		629ae2d9523e5c05df5e1b3053b29798c582a196
io.github.vigoo	zio-aws-budgets_2.12	3.16.20.5		77ae8780046d92043ff2cec4a3a91f48df50a683
io.github.vigoo	zio-aws-budgets_2.12	3.16.20.6		042965d9db78e985466de181201a43e01b8b02ea
io.github.vigoo	zio-aws-budgets_2.12	3.16.20.7		8b4a0a47dadf5e054fff0a95939798197439e79e
io.github.vigoo	zio-aws-budgets_2.12	3.16.3.1		ffe46a154b07c8fdb4b29a592d9d4df79a2694fa
io.github.vigoo	zio-aws-budgets_2.12	3.16.3.2		1455a9423300b3d0cb14afd2520010c27c4115c8
io.github.vigoo	zio-aws-budgets_2.12	3.16.34.1		84f968fc1511905bb604b10277c6d064149a0d5a
io.github.vigoo	zio-aws-budgets_2.12	3.16.34.2		98dcfb1d362fc900ed05eeee710060eab052e0c4
io.github.vigoo	zio-aws-budgets_2.12	3.16.35.1		c901c48d0d43948b9a06edb11a55aaeefd85b8e9
io.github.vigoo	zio-aws-budgets_2.12	3.16.36.1		51713272099843f0ddbe624e128dce631866f376
io.github.vigoo	zio-aws-budgets_2.12	3.16.36.2		a3d2b3ab1348686d8088e7c04c3d2a82e0a239da
io.github.vigoo	zio-aws-budgets_2.12	3.16.37.1		034637f2dc7517762ddecb8912a40982d52700c6
io.github.vigoo	zio-aws-budgets_2.12	3.16.37.2		e52dc946b67b8c9074f934ae29644ae5493b7f5f
io.github.vigoo	zio-aws-budgets_2.12	3.16.38.1		5f40509130c153f276069139d4a1281d47f614db
io.github.vigoo	zio-aws-budgets_2.12	3.16.39.1		9ac078adaaad6d6c2cd569c7afe7f383ddac38e7
io.github.vigoo	zio-aws-budgets_2.12	3.16.39.2		4466cacca2b10aa0e58160975f49ea0ca2926be5
io.github.vigoo	zio-aws-budgets_2.12	3.16.4.1		1723cf0b05abeb7c634b575a8309e63f9de84dcf
io.github.vigoo	zio-aws-budgets_2.12	3.16.4.2		0632dffab6c97e59a6859caaf43b18542b6a573e
io.github.vigoo	zio-aws-budgets_2.12	3.16.40.1		beb51a4447793b50fd254c6f76dd1625faa3ef1c
io.github.vigoo	zio-aws-budgets_2.12	3.16.42.1		dd00d3f1199c62ae74e1a9e73045cf2693af90b5
