be.atbash.ee.security.octopus.opinionated	jsf	0.6		N/A
dev.zio	zio-aws-kinesisanalytics_3	7.30.22.1		32d76e8d9c71262e75863c26de78e13eae8a1d3e
dev.zio	zio-aws-kinesisanalytics_3	7.30.22.2		f8d5fd38799527938ae0ca90de11653e6a1f2345
dev.zio	zio-aws-kinesisanalytics_3	7.30.23.1		77dc8426df68af0d7e98046bd492dd778ed6538b
dev.zio	zio-aws-kinesisanalytics_3	7.30.24.1		002899632995948469d91e70d70392d8b84be940
dev.zio	zio-aws-kinesisanalytics_3	7.30.24.2		a4bfa5b10a21facbcd3ed2d9f30271ba9b73244b
dev.zio	zio-aws-kinesisanalytics_3	7.30.25.1		1f165e64f5924e13d04ead9169c147ad5330f842
dev.zio	zio-aws-kinesisanalytics_3	7.30.26.1		d320fd5a4de4996f8f8dbefb17a7a0335794958a
dev.zio	zio-aws-kinesisanalytics_3	7.30.27.1		ddefd2494d0ee117b458039e236a9dabcdaf0588
dev.zio	zio-aws-kinesisanalytics_3	7.30.27.2		d245e8a01b57ee58d8cb6fde6183a13c1fb061bc
dev.zio	zio-aws-kinesisanalytics_3	7.30.29.1		370bb0f0ef29500ffa982a853fa2a7a6fa16d1b0
dev.zio	zio-aws-kinesisanalytics_3	7.30.30.1		a89216df2d21a3c32e8249c7f0289e4cd7d07714
dev.zio	zio-aws-kinesisanalytics_3	7.30.31.1		070c295b7df910c7234861264d15ca07e472946f
dev.zio	zio-aws-kinesisanalytics_3	7.30.31.2		05435eb1fc9c2ded1c0c5504c068f21b62ba1b88
dev.zio	zio-aws-kinesisanalytics_3	7.30.32.1		e36e357e71dfaf63ee6e3745b5166ca1add9ad7d
dev.zio	zio-aws-kinesisanalytics_3	7.30.33.1		f2da59f0dba704d15e49a74db10bb999ff4b870f
dev.zio	zio-aws-kinesisanalytics_3	7.30.34.1		1460ad97d069899dacf592b1b752685b0037c175
dev.zio	zio-aws-kinesisanalytics_3	7.30.34.2		e54b3b97a40970f0e550fe4d270079126a815b1b
dev.zio	zio-aws-kinesisanalytics_3	7.30.35.1		60cdf6a3e1b4bedf641234398f5015e9e824b414
dev.zio	zio-aws-kinesisanalytics_3	7.30.36.1		06cf359aefb7e2d2ca0ccb1960cf7437c0fcb2fd
dev.zio	zio-aws-kinesisanalytics_3	7.30.37.1		1d12b3e8fae3dcbb293ae3c99403de62b74b8cb4
dev.zio	zio-aws-kinesisanalytics_3	7.30.38.1		5364a49249e270aa55a0db125e3e59173884d6f0
dev.zio	zio-aws-kinesisanalytics_3	7.30.38.2		afd17faeb5dee5f1f0483221932051db9960cb36
dev.zio	zio-aws-kinesisanalytics_3	7.31.0.1		46cd9a9f3790f4c2c1a2a4fa75d6bc05c2b232ba
dev.zio	zio-aws-kinesisanalytics_3	7.31.1.1		b8dc142761e162533b0d59049d487d9782fc0008
dev.zio	zio-aws-kinesisanalytics_3	7.31.1.3		e3b397013d321f34f3a9529cc911756df5c880c9
dev.zio	zio-aws-kinesisanalytics_3	7.31.1.4		83569ebf2945d2cc1e8ed866bd02a1d5f048f277
dev.zio	zio-aws-kinesisanalytics_3	7.31.1.5		d8f46db139bc902f6b3b611f757310e0633ee323
dev.zio	zio-aws-kinesisanalytics_3	7.31.10.1		176c7c1c9162ae3a37a3ac785a83f2f1edf181d6
dev.zio	zio-aws-kinesisanalytics_3	7.31.11.1		4f614b76225b5fc6fe1d365e2d0d0028bca803ff
dev.zio	zio-aws-kinesisanalytics_3	7.31.13.1		e9ade6f1eae54e93dfa21e9300bfa4939d5a76d6
dev.zio	zio-aws-kinesisanalytics_3	7.31.14.1		3e0ce23ed7ed559d906a6ef041e4ad8f26501603
dev.zio	zio-aws-kinesisanalytics_3	7.31.15.1		0d7adcb304dd7685faa5a8753414285e0314b660
dev.zio	zio-aws-kinesisanalytics_3	7.31.16.1		cdd985380a4db855cc992605c20506b332aefa26
dev.zio	zio-aws-kinesisanalytics_3	7.31.16.2		14bc6ded480aac30b0ffd19c2a45287c617bc3d6
dev.zio	zio-aws-kinesisanalytics_3	7.31.17.1		b4d87fd29d7033d82bfd27e2451aaea54725a7d3
dev.zio	zio-aws-kinesisanalytics_3	7.31.18.1		22f50e0ae5010cef15382ecbe4b06a7c230ff350
dev.zio	zio-aws-kinesisanalytics_3	7.31.19.1		c98807df0e57a796d0ae73a9ab0a5ec6eda2d6e6
dev.zio	zio-aws-kinesisanalytics_3	7.31.2.1		361291e6c44715fa9a51f141379ad7eeaa1913fa
dev.zio	zio-aws-kinesisanalytics_3	7.31.20.1		ae60ec67be80649473ddfb38de69fdd8d0df44be
dev.zio	zio-aws-kinesisanalytics_3	7.31.21.1		c7e4d54fadd24ac93c9cae4739ba9482b628fa53
dev.zio	zio-aws-kinesisanalytics_3	7.31.22.1		d308edfbe5170ea1e33b1d761e942da4898c19f3
dev.zio	zio-aws-kinesisanalytics_3	7.31.22.2		43cbcb0b5f8ddf27544f38b1be0e60ffe08143d3
dev.zio	zio-aws-kinesisanalytics_3	7.31.24.1		5a20526254c73ca62ecc054ad42a0816a049671f
dev.zio	zio-aws-kinesisanalytics_3	7.31.25.1		52887b7edddf9666cd4694677a2589e2fd4c3fa0
dev.zio	zio-aws-kinesisanalytics_3	7.31.26.1		1da62269256cd00d352eb373fde28591103e4956
dev.zio	zio-aws-kinesisanalytics_3	7.31.26.2		26116c8455a1f7cdbb7a5f4bf3c136f26171552c
dev.zio	zio-aws-kinesisanalytics_3	7.31.27.1		11fa3c43679f4eae1c913ee4958559edbdb4bd10
dev.zio	zio-aws-kinesisanalytics_3	7.31.28.1		5a306485cdd18d0507d6e77644ccde32c9530871
dev.zio	zio-aws-kinesisanalytics_3	7.31.3.1		81357f5145fb459bcf935722b2eddb656da4b0c0
dev.zio	zio-aws-kinesisanalytics_3	7.31.30.1		b4e9b0b40c5721336d5989433ce96d0f2c776aa3
dev.zio	zio-aws-kinesisanalytics_3	7.31.30.2		ce922046fd0ab280e8a358e3873a3c418cd3df10
dev.zio	zio-aws-kinesisanalytics_3	7.31.4.1		3bd7772c70d6d2e0ebb6bab901ec4d7c43aa6b60
dev.zio	zio-aws-kinesisanalytics_3	7.31.6.1		3ca6324c7b049ea2b9b85d42d309f4d3646f4e70
dev.zio	zio-aws-kinesisanalytics_3	7.31.6.2		68f1cbd22ba47fe280ee550bc9454b4468c7bbef
dev.zio	zio-aws-kinesisanalytics_3	7.31.6.3		7b73bce6535ddc01d854c6be51f21970e3dd8264
dev.zio	zio-aws-kinesisanalytics_3	7.31.7.1		cb99a983c69218cece3ffb2900ad2b6275008e0b
dev.zio	zio-aws-kinesisanalytics_3	7.31.8.1		d7a0c57a26e390c84dd5c522a6c5b538b6fb0409
dev.zio	zio-aws-kinesisanalytics_3	7.31.9.1		1051f842f61ebd0285a3f8b3e766cbb1ac50efd1
info.cqframework	cqf-fhir	1.5.10		bd407fbfd942bb9dba41cb1611bd48948e17ada5
info.cqframework	cqf-fhir	1.5.11		8688b5fca3539aa0b147558482a8baa143c3a881
info.cqframework	cqf-fhir	1.5.12		5ebd61893d4aebdafcdcadffeaac6a4802627023
info.cqframework	cqf-fhir	2.0.0		f19db7415d7cf6aa76dca7d20f25ca2f3f23f467
info.cqframework	cqf-fhir	2.1.0		781be692cecf63bf29eb0fafe052063ecd54cd1c
info.cqframework	cqf-fhir	2.10.0		f9a11c996d9e6dc0fed29f90b7f971310aa2fa02
info.cqframework	cqf-fhir	2.11.0		4e9f3cd21b61bd6e15880dcf0992bae70c2fb4ef
info.cqframework	cqf-fhir	2.2.0		91bf3204b56118ab0fd0e7b67a040ede6b3f1456
info.cqframework	cqf-fhir	2.3.0		de2934c0ada3192f9ade683ae96cf608cd5c3ca7
info.cqframework	cqf-fhir	2.4.0		98b5362716a50bd867f0dd8ada991cc13c5f68b2
info.cqframework	cqf-fhir	2.5.0		eb95279a5ee6b0b179d25fd77af1cd4150468c02
info.cqframework	cqf-fhir	2.6.0		d9bfba49c040fd840db531f971db8d2ca244c12d
info.cqframework	cqf-fhir	2.7.0		47c4aee1eeab50513f6b4113f9d801479303b0e8
info.cqframework	cqf-fhir	2.8.0		82123ec71df86b98d39cd3cc5bb33e9005239f9c
info.cqframework	cqf-fhir	2.9.0		50ef64a8c15d80c8a9303022b3bbd9bb25929a29
info.cqframework	cqf-fhir	3.0.0		af76a82da1018ca645e5dcfc3e82be8399f3d557
info.cqframework	cqf-fhir	3.1.0		0be6ff272bbc40ab1bda9b033cc28ccf5102600e
info.cqframework	cqf-fhir	3.10.0		d369c0d0d8ad797a2bccbe94c6aa914566be8c21
info.cqframework	cqf-fhir	3.11.0		330216f595694f0bdc37d0effcb8e293fc5ea56f
info.cqframework	cqf-fhir	3.12.0		8676090bad0545c471e6560feafcb4e7bd283c27
info.cqframework	cqf-fhir	3.13.0		ffb602d587e03cf46a36cd4797d33f7571b494d7
info.cqframework	cqf-fhir	3.14.0		995f4e77659d8a5a697eb531354552d499b55c03
info.cqframework	cqf-fhir	3.15.0		cbcca08d13412540ef27c0e081718443f476c1ac
info.cqframework	cqf-fhir	3.16.0		0b2fe91f2e74f7c5eaf137a8402019cc618b968e
info.cqframework	cqf-fhir	3.17.0		336b2baee709b6264a37f7189c2c8d0bfc7f3fbe
info.cqframework	cqf-fhir	3.18.0		25a5e1ca72cfed6f1849e46536df79e8ba52918e
info.cqframework	cqf-fhir	3.19.0		N/A
info.cqframework	cqf-fhir	3.19.1		4dadfd509cea456afb362216bfcae48eaf35cad1
info.cqframework	cqf-fhir	3.2.0		ba82237904c82f6f74cd8a2b8d62c1cbfc750373
info.cqframework	cqf-fhir	3.20.0		f315cd3a94e6c28e3db6991d7a041b9602d378bd
info.cqframework	cqf-fhir	3.20.1		3530bdc7a20c271a66140ae10037e9e69bdcf0da
info.cqframework	cqf-fhir	3.21.0		a7115c747078c072c1d0cf427e2b7dc0c772ba17
info.cqframework	cqf-fhir	3.22.0		4ba80d0437c9a35d83f0d67b9112e583529cfc26
info.cqframework	cqf-fhir	3.23.0		d8010c4e17236475d7b5a1877cf398d3f4a590a2
info.cqframework	cqf-fhir	3.24.0		7e10f2642917dc7ee2ab6abaa350c5f21e4c0d17
info.cqframework	cqf-fhir	3.3.0		3fb292d328627af962e9ff3ca74065d7c4c94883
info.cqframework	cqf-fhir	3.3.1		2424db4ffee363b138d231dd02715f19627b0820
info.cqframework	cqf-fhir	3.3.2		bdae76aeff074806716ba0597d2824458886d06c
info.cqframework	cqf-fhir	3.4.0		d7116737f114837118c7ee6f4cb296c94a6b363c
info.cqframework	cqf-fhir	3.4.1		7814ca4f7b6212090ea10267a6a714405d6669a6
info.cqframework	cqf-fhir	3.5.0		N/A
info.cqframework	cqf-fhir	3.5.1		72b7dfed00527cad21acad47e6b2a8c0a278fbc7
info.cqframework	cqf-fhir	3.6.0		96579b6de64328635529073443c5fc3e77280885
info.cqframework	cqf-fhir	3.7.0		N/A
info.cqframework	cqf-fhir	3.7.1		cdfd47a0509cf27713d3e46f55e6bdfd6a2ff27a
info.cqframework	cqf-fhir	3.8.0		75c92e858445da9384ccdce13eddfd419a2ed00a
info.cqframework	cqf-fhir	3.9.0		35daa64807f397cb3b6311bd67787f7a0879d883
io.arkitik.radix	radix-starter-logger-webflux	v1.0.0		0fbdceefcae0ee0b93097fde8f57b6bf410cf08a
io.arkitik.radix	radix-starter-logger-webflux	v1.0.1		15d5c1dc5d76aee546783b1c3dffd1d09be5ad3c
io.arkitik.radix	radix-starter-logger-webflux	v1.1.0		dd64bc78420796d97d1b5f14e354478857875ea7
io.arkitik.radix	radix-starter-logger-webflux	v1.1.1		2769b7f357c8e2fdc8407d2f2aa70886e6bbb128
io.arkitik.radix	radix-starter-logger-webflux	v1.2.0		1df3823123cb85e9377b68fb33f21c07aa671288
io.arkitik.radix	radix-starter-logger-webflux	v1.3.0		eb969e1fcfcf377eee46cab5e94aa9db63498228
io.arkitik.radix	radix-starter-logger-webflux	v1.4.0		1f29842428f1fd59d2b42ce208293ef6feed6745
io.arkitik.radix	radix-starter-logger-webflux	v1.4.1		cfda405c1d02367563a3e00617582c44780a8b63
io.arkitik.radix	radix-starter-logger-webflux	v1.5.0		f3d206c19345c2949c5821a13428b02ad2d702de
io.arkitik.radix	radix-starter-logger-webflux	v1.6.0		450174cd2f45539aaf6f361096ea9ec78da363c0
io.arkitik.radix	radix-starter-logger-webflux	v2.0.0		b8b85948068b4df7a5a038c481ed0c782dd948d1
io.arkitik.radix	radix-starter-logger-webflux	v2.1.0		59968109123415a833408b5ab9f290de1f488ae8
io.arkitik.radix	radix-starter-logger-webflux	v2.2.0		fdf6fc9b4d4109484c9758a4dc3e56038e75fdea
io.arkitik.radix	radix-starter-logger-webflux	v2.3.0		3979664eb30a1980c82df9a224efb2b637c060d7
io.arkitik.radix	radix-starter-logger-webflux	v2.3.1		05601b06ab9885b17abb6fac7c85a51ff06ba4fd
io.arkitik.radix	radix-starter-logger-webflux	v2.4.0		5dd6bb8b45f2b6cb729b0361f1365ed080479bc9
io.arkitik.radix	radix-starter-logger-webflux	v2.4.1		770a143f87883966c63c9117f1a9d25d9701f023
io.arkitik.radix	radix-starter-logger-webflux	v2.4.2		aac41c3e21fa11ceedce0fa5de98418c95a89a56
io.arkitik.radix	radix-starter-logger-webflux	v2.4.3		4b4ad5fb3d4e5f36dc3e7032094b3f0f45a08604
io.arkitik.radix	radix-starter-logger-webflux	v2.4.4		7fb7fa35b1488194312f971d032a1a483c74fd32
io.bunting.keyring	keyring-tool	0.2.0		8a0a3549c14ced0529b33e087f62e0085c5ddd37
io.bunting.keyring	keyring-tool	0.2.0	jar-with-dependencies	96a126f15beba3a0cb0da272976d316cdad18c05
io.buoyant	linkerd-protocol-http_2.11	0.7.0		1e74f52de7db4161348a144b79858db2211632c8
io.buoyant	linkerd-protocol-http_2.11	0.7.1		0ec939a9536e339d8772cbdfef9384606fee8bf8
io.buoyant	linkerd-protocol-http_2.11	0.7.3		6fa331110c60c28dc9f563bde5b4f1191273ebf9
io.buoyant	linkerd-protocol-http_2.11	0.7.4		dcfd836e42e3ce93246789704af2b83a3acd1b59
io.buoyant	linkerd-protocol-http_2.11	0.7.5		5ce9384f55b301d9fb768a2b54749bd790a996fa
io.buoyant	linkerd-protocol-http_2.11	0.8.0		7e2c783c31f2b5b29f116dc50b5f470a62183567
io.buoyant	linkerd-protocol-http_2.11	0.8.1		6778a8ce4f87b6336a6d92f7a326c513b20e39fd
io.buoyant	linkerd-protocol-http_2.11	0.8.2		0128ddb077d59de4f5d8bb0c2c48b28a9a13ced9
io.buoyant	linkerd-protocol-http_2.11	0.8.3		8cb212574a1ce43407d2dc9da25a1c2f234c9774
io.buoyant	linkerd-protocol-http_2.11	0.8.4		40b994540f78b7343afd9918dbdd88bc129f9018
io.buoyant	linkerd-protocol-http_2.11	0.8.5		d5cdafdb7870a5385f7e34b060dfd7b37d348a57
io.buoyant	linkerd-protocol-http_2.11	0.8.6		66bd83531644d1749f4cdca77e957bd7c35554ad
io.buoyant	linkerd-protocol-http_2.11	0.9.0		2c0f72626eac08a10e52646563bdf91e9340c752
io.buoyant	linkerd-protocol-http_2.11	0.9.1		4fd91e18e6f906d8e7166b034fe439d009f57055
io.buoyant	linkerd-protocol-http_2.11	1.0.0		286cd1f221f5fe3517069f9f8b8c87d88e758acd
io.buoyant	linkerd-protocol-http_2.11	1.0.2		f8d092eb9dea747aaf8d58744d3afd6ade764c58
io.buoyant	linkerd-protocol-http_2.11	1.1.0		7295a469978cf2a073de8d6ae2a7ab3f0075c1db
io.buoyant	linkerd-protocol-http_2.11	1.1.1		16a1d4fd8758cdd36bf6f3acc44b5ac25af22799
io.buoyant	linkerd-protocol-http_2.11	1.1.2		617cd99cb160cb39a098b72bf25cfc17be55bca6
io.github.bhuwanupadhyay	spring-boot-artifacts-parent	0.0.1		N/A
io.github.bhuwanupadhyay	spring-boot-artifacts-parent	0.0.2		N/A
io.github.ndsev	zserio-runtime	2.10.0		2deb1e4bc7907f8a37ecee506a963540e1424be8
io.github.ndsev	zserio-runtime	2.11.0		16b4c4b215ee34991751eaa77f7a4026402e8028
io.github.ndsev	zserio-runtime	2.12.0		975b8ee1d6ac13b3fadfb62018b16e7d428814bb
io.github.ndsev	zserio-runtime	2.13.0		c08c745f7b5881373fcdb697991c0455da2c92cf
io.github.ndsev	zserio-runtime	2.14.0		be186227661c5cc54f45034c6098bfd52e9855a5
io.github.ndsev	zserio-runtime	2.14.1		3b795e9a0cc100893a38ee1ad4d1272c2f0f97f8
io.github.ndsev	zserio-runtime	2.15.0		d3a377dfbd7dfafe4d2fb276361ea6bdd54413ae
io.github.ndsev	zserio-runtime	2.16.0		a32a3b6265f568d62ceb70992db2cab74f494098
io.github.ndsev	zserio-runtime	2.4.2		c92adcdfc5f2ecfb17266e3cafaa384960050f66
io.github.ndsev	zserio-runtime	2.5.0		07a254d9d62d279135b629bb754258b1fcde9914
io.github.ndsev	zserio-runtime	2.5.1		4d51fa9ff9a6b87797982ab393d37a6e986ddd51
io.github.ndsev	zserio-runtime	2.6.0		c6428e323cdf76271868771593dcaf6d44c8a3c0
io.github.ndsev	zserio-runtime	2.6.1		010ac77eba6b7768defa61084536d1913cd9eec8
io.github.ndsev	zserio-runtime	2.7.0		02aa8a68e2133f55a7f6fedfbb8cf298de388149
io.github.ndsev	zserio-runtime	2.8.0		0c0570479d5e93b6f21eaafb85ec4f291a7fb724
io.github.ndsev	zserio-runtime	2.9.0		41b046a49f9e227bcd77e7878c95980787233926
io.github.railian.data	data-result-tvossimulatorarm64	0.3.0-alpha04		N/A
io.github.railian.data	data-result-tvossimulatorarm64	0.3.0-alpha04	metadata	bd8b36534a2ce56ac46706b4eaa2a4b934aa33ab
io.github.railian.data	data-result-tvossimulatorarm64	0.3.0-alpha05		N/A
io.github.railian.data	data-result-tvossimulatorarm64	0.3.0-alpha05	metadata	c098aa9f11c12cf9539ab506dcda800b349b8019
io.github.railian.data	data-result-tvossimulatorarm64	0.3.0-alpha06		N/A
io.github.railian.data	data-result-tvossimulatorarm64	0.3.0-alpha06	metadata	706b8a67e2d308b360934dddfefa75d492af8f0f
io.github.railian.data	data-result-tvossimulatorarm64	0.3.0-beta01		N/A
io.github.railian.data	data-result-tvossimulatorarm64	0.3.0-beta01	metadata	a10b8a11275ac99f55e218f7bbbe71682bcde44f
io.github.vigoo	zio-aws-glue_2.13	1.13.69.0		73ae05e7e303ffe11047248f40337fbafcfed44c
io.github.vigoo	zio-aws-glue_2.13	1.13.69.1		2ca357148d62d4350653cb6a8566594e9453a992
io.github.vigoo	zio-aws-glue_2.13	2.14.3.0		2f0e8c5332baeaf7f26959d80d54b699ff1525d9
io.github.vigoo	zio-aws-glue_2.13	2.14.7.0		98ca034b00479602f0cd76489c52da198c8321b8
io.github.vigoo	zio-aws-glue_2.13	3.15.16.3		be349e1d0868555172dcd9e06709fb50b1e9f0f1
io.github.vigoo	zio-aws-glue_2.13	3.15.16.5		9030bf11b1b81d031ae22fe762a6deb30840032d
io.github.vigoo	zio-aws-glue_2.13	3.15.16.7		472c74e88b213ed02fa0088c5a15bd6f6aed173e
io.github.vigoo	zio-aws-glue_2.13	3.15.16.8		d80b4e5ada0628329b4166c2f9fd65caa8abe8b6
io.github.vigoo	zio-aws-glue_2.13	3.15.19.1		f13db1e8393c19f57195c78ad9266faa2da6cf37
io.github.vigoo	zio-aws-glue_2.13	3.15.19.10		8ec5966f8191f18f555626ef80704da32d8b54aa
io.github.vigoo	zio-aws-glue_2.13	3.15.19.11		271999c3e28b26d8ef1f5cb0aef2db198627d50a
io.github.vigoo	zio-aws-glue_2.13	3.15.19.2		f094d3d37f87cadff42c7eb7d94c7e6ce5d0875f
io.github.vigoo	zio-aws-glue_2.13	3.15.19.3		e163487a91effd35172c3ab0830a217012c6f14b
io.github.vigoo	zio-aws-glue_2.13	3.15.19.6		562603c5f83fbd075ee054db919760929f73b6b1
io.github.vigoo	zio-aws-glue_2.13	3.15.19.7		0e216af0b83f5bd7dae7dfc8069ca2064560091c
io.github.vigoo	zio-aws-glue_2.13	3.15.19.8		fff0df0d3962eeaa0e94f923808f0544ed9e3937
io.github.vigoo	zio-aws-glue_2.13	3.15.19.9		98132c9569f37c61fd5553dcce84447269e0aaab
io.github.vigoo	zio-aws-glue_2.13	3.15.31.3		c0daad21f7e35bdcc30c7d2306e0c833c1cbbd13
io.github.vigoo	zio-aws-glue_2.13	3.15.32.1		efec562296ff7c25683df2553386a95ecc754a8e
io.github.vigoo	zio-aws-glue_2.13	3.15.32.2		a02ae0743f796bb01c93474c4ed4adf3bf3480f4
io.github.vigoo	zio-aws-glue_2.13	3.15.33.2		aefd454981bfb0dea7b277c678202aa2e344e4cd
io.github.vigoo	zio-aws-glue_2.13	3.15.33.3		e3ece440d9860e6d3cfd7018166905a72bb71748
io.github.vigoo	zio-aws-glue_2.13	3.15.33.4		b2e8776a6696add511b8221bf851b2df588108d5
io.github.vigoo	zio-aws-glue_2.13	3.15.34.1		e02fbf24fb69b41c0981956b07f3116a7a894d0f
io.github.vigoo	zio-aws-glue_2.13	3.15.34.2		b239970a2eea03588a33a55c7866db3a662b3cf0
io.github.vigoo	zio-aws-glue_2.13	3.15.34.3		602647c21b5aa90083a61e9156647a842dc74035
io.github.vigoo	zio-aws-glue_2.13	3.15.35.1		b843e92e85f1715fdc2ae2143e582c5e2fe15ad0
io.github.vigoo	zio-aws-glue_2.13	3.15.35.2		920f92298a22cff064019f5aaa9e3764f70075f4
io.github.vigoo	zio-aws-glue_2.13	3.15.35.3		66e3aee89b7b87ead31576873928f3d06b57c015
io.github.vigoo	zio-aws-glue_2.13	3.15.35.4		30517d17f53f436f6cea7c3ead903277367db204
io.github.vigoo	zio-aws-glue_2.13	3.15.35.5		93ad0ed57afb2fed4dd1c4803400534ba04ff81e
io.github.vigoo	zio-aws-glue_2.13	3.15.38.1		79e1819349fd1fe7300d930f4359a03072a9dca1
io.github.vigoo	zio-aws-glue_2.13	3.15.40.1		86bce574e2e0decc93dde056be0a2f79c3fedb06
io.github.vigoo	zio-aws-glue_2.13	3.15.40.2		4bfb82078062bd3fb42a84496e4de9e601f3aeaf
io.github.vigoo	zio-aws-glue_2.13	3.15.40.3		d76763fdf88d754ef4040352d545dc23d538e497
io.github.vigoo	zio-aws-glue_2.13	3.15.42.1		a377a1308f41b1b1073fbf101abe0d2f4dbbd891
io.github.vigoo	zio-aws-glue_2.13	3.15.42.12		3afe74a9133f098db09a55a5ab8b909e86f3cd53
io.github.vigoo	zio-aws-glue_2.13	3.15.42.2		6fd2da50db265392f344f5d4c1e3b4908ed1ec20
io.github.vigoo	zio-aws-glue_2.13	3.15.42.3		b56bf158ce163328645d008887f43e6cf42a7e3d
io.github.vigoo	zio-aws-glue_2.13	3.15.45.1		c3fa6fd8f7b164393186eff994688c4de7239308
io.github.vigoo	zio-aws-glue_2.13	3.15.45.2		eefe55952323f2997a9911509a2fd403182e975c
io.github.vigoo	zio-aws-glue_2.13	3.15.45.3		df1c440a2003b99438aa1a8738be247dd277cbf6
io.github.vigoo	zio-aws-glue_2.13	3.15.48.1		df0c299b2630a6987e764afffa6f6bdfc66f3d4a
io.github.vigoo	zio-aws-glue_2.13	3.15.48.2		cb70e2f0bbe8a8dd0609026acc31e8f330d79904
io.github.vigoo	zio-aws-glue_2.13	3.15.49.1		520cbf6f9ca4c6b5dd94e9e68c2077efae5ca0f7
io.github.vigoo	zio-aws-glue_2.13	3.15.49.2		330684d80759ca453583394bce9edc63ae041f1c
io.github.vigoo	zio-aws-glue_2.13	3.15.50.2		73764926716e007e5f008fad060fb782f3614d16
io.github.vigoo	zio-aws-glue_2.13	3.15.51.1		337acd630425277fee55aa97b1e9e9e60b240bd9
io.github.vigoo	zio-aws-glue_2.13	3.15.51.2		d9f07f7969d037a56ea688ffbbbe4267f6f5e056
io.github.vigoo	zio-aws-glue_2.13	3.15.53.1		74fbdeadc572b8b318e280a14b38a682eb67ce3d
io.github.vigoo	zio-aws-glue_2.13	3.15.53.2		4196c32e5a453882edf2c5837eb8aae1519f053d
io.github.vigoo	zio-aws-glue_2.13	3.15.53.3		8831f2d2b339c7fdfc4427ed7cba3d740d0876fb
io.github.vigoo	zio-aws-glue_2.13	3.15.57.1		6a90a5787f67c3080f2eb3ff4fbebf0be00ece75
io.github.vigoo	zio-aws-glue_2.13	3.15.58.1		408e13c9cbd434c202b8da3e51d5b068362e2e1c
io.github.vigoo	zio-aws-glue_2.13	3.15.60.1		fde3b7388c373c4cc844f049b9b4740dad9ab710
io.github.vigoo	zio-aws-glue_2.13	3.15.61.1		03572dc2855cb23ab3e4556cc4a16cf84293d9f0
io.github.vigoo	zio-aws-glue_2.13	3.15.63.1		bdafa71e9e8cb25fa0e100923838e18ce7ef547e
io.github.vigoo	zio-aws-glue_2.13	3.15.65.2		bfcec56e2e7de2a4dfca5afb4084702a1bff422c
io.github.vigoo	zio-aws-glue_2.13	3.15.65.3		c5f355b2ce16125565d6a48031d12184e4d4b27e
io.github.vigoo	zio-aws-glue_2.13	3.15.66.2		bfe8a2377b8704dd92449c09bd466c756a62b5e4
io.github.vigoo	zio-aws-glue_2.13	3.15.66.3		47ed654456dff00cb004ab506d0a5ed024b2c52d
io.github.vigoo	zio-aws-glue_2.13	3.15.67.1		e99b2ae24232cebe709f0680173b24be199ba3db
io.github.vigoo	zio-aws-glue_2.13	3.15.68.2		23b1e24a6d16f6eace0314493d7e20f882aa248f
io.github.vigoo	zio-aws-glue_2.13	3.15.68.3		907625c66642df2ab581bd179c0bddb42a86ba6c
io.github.vigoo	zio-aws-glue_2.13	3.15.69.1		43b3d450c447b752c86a8b880e0888d83699ac1e
io.github.vigoo	zio-aws-glue_2.13	3.15.69.2		b0a579f7783ea08f285556af77ca9565d26e42e8
io.github.vigoo	zio-aws-glue_2.13	3.15.69.3		cb57f5967e3c6b500331bec137f54bdb5ebdb255
io.github.vigoo	zio-aws-glue_2.13	3.15.70.1		0dcd29ca501bb4055d0ab06f550df0e2f13144b4
io.github.vigoo	zio-aws-glue_2.13	3.15.71.1		0c767e3ac272c3cded457ab277fd47abf98bac17
io.github.vigoo	zio-aws-glue_2.13	3.15.71.2		f32501795e9458a51042daa7b6097afdc456d9d9
io.github.vigoo	zio-aws-glue_2.13	3.15.71.3		a4f1e17242e14131986143c1e86023227ec27096
io.github.vigoo	zio-aws-glue_2.13	3.15.73.1		7e10d2dc3813088727a01b58b3742020278bfaa8
io.github.vigoo	zio-aws-glue_2.13	3.15.73.2		0531eeab49621df338a32a86ad03d0b0a8bad3d9
io.github.vigoo	zio-aws-glue_2.13	3.15.73.3		739861e91f8ca27d58c2ac23c8add4543f621097
io.github.vigoo	zio-aws-glue_2.13	3.15.73.4		5abf42fc93a13e73a5dbeca88913971696f60b45
io.github.vigoo	zio-aws-glue_2.13	3.15.74.1		baac442dc17aeae00d8cae2ca54c5566d2f680ee
io.github.vigoo	zio-aws-glue_2.13	3.15.74.2		2f2b8b94800be8cc207c385352079acfd048831f
io.github.vigoo	zio-aws-glue_2.13	3.15.77.1		6874b5678ee5ec58cd5a23982d41468d7917fcf9
io.github.vigoo	zio-aws-glue_2.13	3.15.77.2		f4561b38f3ec91d3c1ecdbf40aef6bdedb924884
io.github.vigoo	zio-aws-glue_2.13	3.15.79.1		3c1483ceb1b45055deec890ea89baefccac3089f
io.github.vigoo	zio-aws-glue_2.13	3.15.80.1		48a73a73efe5af5344b889266282382bf224afcf
io.github.vigoo	zio-aws-glue_2.13	3.15.80.2		d76bb58f7179a0e70ead34d1fc850a7aa3aef107
io.github.vigoo	zio-aws-glue_2.13	3.15.81.1		65b4fe33f573d62fd7b5da5b59540d3756893c9f
