co.roverlabs	picasso	2.5.2		N/A
software.amazon.awssdk	timestreamwrite	2.17.237		512e7a6d558fe5c0df1da3487fae28721e62b79c
software.amazon.awssdk	timestreamwrite	2.17.238		b4a0eed19c99ce7271727ca8d98f508d97ca777f
software.amazon.awssdk	timestreamwrite	2.17.239		9f865f626a2f9708aac75e02ef5bf311a3d5b570
software.amazon.awssdk	timestreamwrite	2.17.24		0feb32bc2fc3b84132eeeb6eba3b975e6fbeeeac
software.amazon.awssdk	timestreamwrite	2.17.240		63c2db65f7d8122ad34b54bcac099f131513d194
software.amazon.awssdk	timestreamwrite	2.17.241		673578a2728e22bbe1027d0db4d5eb017b1de20b
software.amazon.awssdk	timestreamwrite	2.17.242		6630fb2ddaa7128736c43f1529336ed9a711aeda
software.amazon.awssdk	timestreamwrite	2.17.243		483e7d3d6ce61e3aefa8c2f28382016bf3f625a3
software.amazon.awssdk	timestreamwrite	2.17.244		d9b5deda346d06e58ddff2f80cbfc69a1a0ec1a1
software.amazon.awssdk	timestreamwrite	2.17.245		bfb929c6d2a51d899f8fad94dc75fd69de7a82b1
software.amazon.awssdk	timestreamwrite	2.17.246		2d05a287db563eca078a99003e57706f8443e58f
software.amazon.awssdk	timestreamwrite	2.17.247		16afe46bc7f66766dc8d7f1173f5d65c94848a1a
software.amazon.awssdk	timestreamwrite	2.17.248		ba1de419afdf401906cc128d87a7661511435b5d
software.amazon.awssdk	timestreamwrite	2.17.249		ec5ec5377285c6de8aa19f38851676335f613071
software.amazon.awssdk	timestreamwrite	2.17.25		75baf60f14f1fea8433a90d6fb28acd6959099ee
software.amazon.awssdk	timestreamwrite	2.17.250		d13f9f934bb61a48cdf1a5ac530f8e4ff3145d44
software.amazon.awssdk	timestreamwrite	2.17.251		536d2b2828208ed47ee229e7745a5279c6ea6837
software.amazon.awssdk	timestreamwrite	2.17.252		d46ffd655f7cc09ff4bbd581552259ab29084c9c
software.amazon.awssdk	timestreamwrite	2.17.253		8e37a807736b8586098238fafb04d5f7f331fe9b
software.amazon.awssdk	timestreamwrite	2.17.254		6eb5c85a6b8839b0538c4c07af84272bfec55318
software.amazon.awssdk	timestreamwrite	2.17.255		f6348b3b3cfab5cedf02d00ee628b541bf567508
software.amazon.awssdk	timestreamwrite	2.17.256		6f9cc497e4c01aa815bc76b38de30251a62eae76
software.amazon.awssdk	timestreamwrite	2.17.257		d2830ee45db95e7b39405aedb253c500dad2e17e
software.amazon.awssdk	timestreamwrite	2.17.258		d1f2543e283681a39d75310441ff7f9b1d7bfe24
software.amazon.awssdk	timestreamwrite	2.17.259		2d767126d25b3f1c5d64700feac1291cd134ab03
software.amazon.awssdk	timestreamwrite	2.17.26		61b94a79b7e8d7cb6c258250d1072895a56e6ece
software.amazon.awssdk	timestreamwrite	2.17.260		7e26b1922aef08ab599bcb88fe205e2770318e93
software.amazon.awssdk	timestreamwrite	2.17.261		722bb8fd681e7275dd30addb4aea2aa20244b333
software.amazon.awssdk	timestreamwrite	2.17.262		7f43fcc07be92a9667ed22c64796e6bffacc41e9
software.amazon.awssdk	timestreamwrite	2.17.263		e16dc5fa1650b4481e6e773b1cd2aa6f84a2a774
software.amazon.awssdk	timestreamwrite	2.17.264		6c39e6208f9eb6c47651b80da46c8873a6144a1b
software.amazon.awssdk	timestreamwrite	2.17.265		90da9e7162f5dcf2c20d70c23f9142f61dc14499
software.amazon.awssdk	timestreamwrite	2.17.266		aee45d419fd198f2c177ef576d6fdfa82aeb7be8
software.amazon.awssdk	timestreamwrite	2.17.267		cd3aa7df1a16de3209ea7b35ab1377aa7e686dbe
software.amazon.awssdk	timestreamwrite	2.17.268		58aa2f228694d9dcb8d1197db8c6206f07df9225
software.amazon.awssdk	timestreamwrite	2.17.269		a05cfafdd373c53c2b47e9180769911efc146572
software.amazon.awssdk	timestreamwrite	2.17.27		ff0b4b969a7305a41aae63c547f039de2778ed6b
software.amazon.awssdk	timestreamwrite	2.17.270		9fe9a282865490aafc283ef7feb13001b2b7de2f
software.amazon.awssdk	timestreamwrite	2.17.271		879f9ae36df8b0ceeb3421c8c24869aed76bc634
software.amazon.awssdk	timestreamwrite	2.17.272		0f04aa82b2c51accedf4fd547360f261ee04bd7e
software.amazon.awssdk	timestreamwrite	2.17.273		cd41d4278d9010c583d38be5d14a580f1bf41281
software.amazon.awssdk	timestreamwrite	2.17.274		6ccc5aa1ed9e16a58a79a06d028a06342e538ef6
software.amazon.awssdk	timestreamwrite	2.17.275		8bca487a096dfe7db84bee9c2d0d9d408975c1dd
software.amazon.awssdk	timestreamwrite	2.17.276		d8dacec60b0d876204b1d6128bf0d50ffbb12e93
software.amazon.awssdk	timestreamwrite	2.17.277		cb666b90d9853765f228f6ce0f230912538b008e
software.amazon.awssdk	timestreamwrite	2.17.278		f8ee7bd5a1f84c73ddd94c3d02eb1ba46fc0cbe6
software.amazon.awssdk	timestreamwrite	2.17.279		78ffef599a946b4f8ee843738730f21c78d830ae
software.amazon.awssdk	timestreamwrite	2.17.28		6696f99150b089632d9c90ad984f7e6fccb49d2d
software.amazon.awssdk	timestreamwrite	2.17.280		0426c21b31deea2832a1773b48e21d7846339c54
software.amazon.awssdk	timestreamwrite	2.17.281		6dfd86cb8548d246683a7f6dcc040769952eb97d
software.amazon.awssdk	timestreamwrite	2.17.282		d7b12863ee9930afdd3c197970fbcc57d7edbe00
software.amazon.awssdk	timestreamwrite	2.17.283		cd32806090c14c0dfe051cfa4312aab7dd66ca6d
software.amazon.awssdk	timestreamwrite	2.17.284		f256b3f2bb42fc18c18c6f50c10d44075b522c05
software.amazon.awssdk	timestreamwrite	2.17.285		bf83cb4d2edd4e05448cbc1c6b1dcfaaffad458b
software.amazon.awssdk	timestreamwrite	2.17.286		7afb5261472afc19fa40d9acbf0c2481ca69f31a
software.amazon.awssdk	timestreamwrite	2.17.287		5284bec976ee28e630050f169586c924950ff6a2
software.amazon.awssdk	timestreamwrite	2.17.288		790cf6d78cccab15c30be16f7b48af2e73da7f46
software.amazon.awssdk	timestreamwrite	2.17.289		810b0f396c202dd63cb255ee125fb447ea94ec2d
software.amazon.awssdk	timestreamwrite	2.17.29		a23a2039c72c0094387f2fb9646fd9c0182ce33a
software.amazon.awssdk	timestreamwrite	2.17.290		3ac0e42cd7a97c34a975419f59ee83c1f3e9ae77
software.amazon.awssdk	timestreamwrite	2.17.291		bf199747a73d2f803caff2a6a26dadef70c09301
software.amazon.awssdk	timestreamwrite	2.17.292		d40167c86afa26dcb556206fab3126b36cca5a0a
software.amazon.awssdk	timestreamwrite	2.17.293		5184794fe3a17e317f655676fafaf909f3927fdc
software.amazon.awssdk	timestreamwrite	2.17.294		474872a72b1207f389bed37b90e8f35f7016add8
software.amazon.awssdk	timestreamwrite	2.17.295		e34a5a402899c4f2f6a7adc8eeb65a63edf22eb0
software.amazon.awssdk	timestreamwrite	2.17.3		9aec976b70c3a80deb46b87463e084a4beaffee1
software.amazon.awssdk	timestreamwrite	2.17.30		8b778631231062561a13c930833b2fa116852e08
software.amazon.awssdk	timestreamwrite	2.17.31		c5f0e40c495cd396110459e75d48784fccb8cf4c
software.amazon.awssdk	timestreamwrite	2.17.32		81ea43a6259cc85057b9f865869d8dc57db21e4e
software.amazon.awssdk	timestreamwrite	2.17.33		4af7adc934be5aaa157df6e18bbce0688fb3255d
software.amazon.awssdk	timestreamwrite	2.17.34		1cd4609cc258207eadc9b205a6ea649793bddf65
software.amazon.awssdk	timestreamwrite	2.17.35		ded20928733bbd1b21a7ec6734705f6898e596c5
software.amazon.awssdk	timestreamwrite	2.17.36		bf96c3d2a167fcc148b621f684120a0c3c94d660
software.amazon.awssdk	timestreamwrite	2.17.37		b5621b38f22def4573679a19d9869c0a0a195065
software.amazon.awssdk	timestreamwrite	2.17.38		2d75a6a8cfb51c5cb444d2df2c9b91826697663d
software.amazon.awssdk	timestreamwrite	2.17.39		c47b2452c23f849304828e677247765ebc1e6506
software.amazon.awssdk	timestreamwrite	2.17.4		bd90dfb76f1ef2b2703161a6ba192e43d647716a
software.amazon.awssdk	timestreamwrite	2.17.40		c7ec154ff3f139420de77ef22f9277638299f5c7
software.amazon.awssdk	timestreamwrite	2.17.41		0c61a3826104747457234a5d8044e3901380e972
software.amazon.awssdk	timestreamwrite	2.17.42		965e51d1e4f4f1f97e5ef702f8af958de2ab8413
software.amazon.awssdk	timestreamwrite	2.17.43		93e7f2cd61fc1d94770799643a1f2cc3b316c3d2
software.amazon.awssdk	timestreamwrite	2.17.44		4e0da27027af47c884c0baed0ddd43059233dca4
software.amazon.awssdk	timestreamwrite	2.17.45		33f6de788fe174904161ec65a7ad90d7d08ee54f
software.amazon.awssdk	timestreamwrite	2.17.46		d13e03ebd1038262baf6b06fe8d00e4dc42ee1ff
software.amazon.awssdk	timestreamwrite	2.17.47		8e0614ef0cd6f1a7fd915633015b83070097cccb
software.amazon.awssdk	timestreamwrite	2.17.48		6285db36a065669b302092ee6e2a2ad929b0d580
software.amazon.awssdk	timestreamwrite	2.17.49		2984e218edfab3f42fffe400ddeb80ea1eeb26ee
software.amazon.awssdk	timestreamwrite	2.17.5		397c9afc5eba9e77fb92dd75b26f8aea373a9f61
software.amazon.awssdk	timestreamwrite	2.17.50		06f95527fc9abb09f6ff453142d08007829830dd
software.amazon.awssdk	timestreamwrite	2.17.51		cfe0a9108ccbb981173e999368c1c73707c55a96
software.amazon.awssdk	timestreamwrite	2.17.52		a78c8ee69ca9529605e2da15759a231fbb5a02ae
software.amazon.awssdk	timestreamwrite	2.17.53		aba42e599dca98fd78a4a77c9a7bf1d78bfb7104
software.amazon.awssdk	timestreamwrite	2.17.54		d756341490eb97cc9bf84c47359c029f1a4563ce
software.amazon.awssdk	timestreamwrite	2.17.55		acdbe3611b1a37cbb150b0337516b8db9e28348b
software.amazon.awssdk	timestreamwrite	2.17.56		952446920675ac385d35d14700830abe08e05a18
software.amazon.awssdk	timestreamwrite	2.17.57		c3f62fab865d828323b15a85693c70d615f774cb
software.amazon.awssdk	timestreamwrite	2.17.58		fbccafbadf133912eee13319cb977662e994062b
software.amazon.awssdk	timestreamwrite	2.17.59		2b2439d9f2831ace9d576de42a4a0d65107f2212
software.amazon.awssdk	timestreamwrite	2.17.6		e5a80cb338856c73a86ae71cd74dac601d6002ff
software.amazon.awssdk	timestreamwrite	2.17.60		789b2f2a3924f52c759969572b3d3f40aae5a337
software.amazon.awssdk	timestreamwrite	2.17.61		68f7006b6def7e66f9110d886e23445560327f91
software.amazon.awssdk	timestreamwrite	2.17.62		07faaa63c36d9fe170e942b530b8f4bcf483f60d
software.amazon.awssdk	timestreamwrite	2.17.63		1c1d6f5309595bcd746c879c430a66f65d4194e6
software.amazon.awssdk	timestreamwrite	2.17.64		ed32626b3d3fb5090513f6bdc650af1519143722
software.amazon.awssdk	timestreamwrite	2.17.65		b88cc1b1445ca1a83f8c02ffb4c0a78ee55dbc6e
software.amazon.awssdk	timestreamwrite	2.17.66		5f26d916e7e6e391220275f06876e7d9a9c844c2
software.amazon.awssdk	timestreamwrite	2.17.67		7cff6be55a97b75a755ac796d23e2bc6d802ee89
software.amazon.awssdk	timestreamwrite	2.17.68		14aeb2bd631a1c2bbc26de69677bb8294c399c59
software.amazon.awssdk	timestreamwrite	2.17.69		a10896f7dd591a74c3916d7db0590f63511a7338
software.amazon.awssdk	timestreamwrite	2.17.7		8135724c8cf8a9061c36c4b67a67cd05d377a1e4
software.amazon.awssdk	timestreamwrite	2.17.70		1ef1dbd89371468101dcd134b611930040f005f1
software.amazon.awssdk	timestreamwrite	2.17.71		c3c20b205a29002faeee89563d74b7322081455a
software.amazon.awssdk	timestreamwrite	2.17.72		be1edeb0ee17634a3409f570ca2da200bb36decb
software.amazon.awssdk	timestreamwrite	2.17.73		4737eacfc4f42632cf2076ec79f56585091b8e1f
software.amazon.awssdk	timestreamwrite	2.17.74		3b691ae1704dc779a9887960f25d0290a0eab6e4
software.amazon.awssdk	timestreamwrite	2.17.75		e097758d36c8c5605089daaefc7d0e192351e76a
software.amazon.awssdk	timestreamwrite	2.17.76		9ff64faf2d0aa62187c7ee020a585dbffe95fd72
software.amazon.awssdk	timestreamwrite	2.17.77		5fe03189fd69eadb5a42aeccc2aa6340c75b2f0c
software.amazon.awssdk	timestreamwrite	2.17.78		d9adeb32b5e86e840fb8509fe6b48c63f05817c3
software.amazon.awssdk	timestreamwrite	2.17.79		664000852fedb4ec5fc2f03e14809aab7031dc8a
software.amazon.awssdk	timestreamwrite	2.17.8		38896242ad59278e70fe5ce58808192f99bccdee
software.amazon.awssdk	timestreamwrite	2.17.80		1b842b51a32f8f543697bd8bbad7a1e20c412124
software.amazon.awssdk	timestreamwrite	2.17.81		1561362ce0476cf79c552a5761bc6ec5bd877630
software.amazon.awssdk	timestreamwrite	2.17.82		a5541b68b67bdd62bf8b68d9dd51ee8c763bcc27
software.amazon.awssdk	timestreamwrite	2.17.83		799f6122988d04115a36aa9a25539204a1cb0ec7
software.amazon.awssdk	timestreamwrite	2.17.84		abdff9564fc971494782bc4d827e74098d2533ec
software.amazon.awssdk	timestreamwrite	2.17.85		99b60a3ac52884eebf8553e866fe65c4db76ec61
software.amazon.awssdk	timestreamwrite	2.17.86		5193358b31870be53033d5aedf67353a7cc485fa
software.amazon.awssdk	timestreamwrite	2.17.87		d3db377c06c54e24e32406da6cbfc3d6f74434a6
software.amazon.awssdk	timestreamwrite	2.17.88		d963466110380d11077f98d1766d11ce399ba0d0
software.amazon.awssdk	timestreamwrite	2.17.89		c92891518b3731842a8dadd7aa67dee9392065a2
software.amazon.awssdk	timestreamwrite	2.17.9		146b45e8f9d0c2b9ae97570fc63ff0472c196b3d
software.amazon.awssdk	timestreamwrite	2.17.90		a536596aeb0f60baeb509199f8c9890ebe55f1bc
software.amazon.awssdk	timestreamwrite	2.17.91		9fb746e1e3e0c7b11f37278fd176f1fc756cc372
software.amazon.awssdk	timestreamwrite	2.17.92		cd8cd9cfbe6b3346de2bb7814afc37e64a804796
software.amazon.awssdk	timestreamwrite	2.17.93		fbe10bc749b0e8d7712ef08ce006e076ac9a88ae
software.amazon.awssdk	timestreamwrite	2.17.94		7b2784e09ab5392e6cd478921747b78fe5cdf129
software.amazon.awssdk	timestreamwrite	2.17.95		8595fdbb208da8b084abe38f5cc1c6736a8f126e
software.amazon.awssdk	timestreamwrite	2.17.96		f0905d536de7912a61477ec9620cc8f188def76c
software.amazon.awssdk	timestreamwrite	2.17.97		514ef631ecc274d500b1b319d0e2c846bc5ba075
software.amazon.awssdk	timestreamwrite	2.17.98		be487903f5213385e424708ad9efd38c1c3168bb
software.amazon.awssdk	timestreamwrite	2.17.99		358310be4070651c9f9bf96553517e10fe3d28f1
software.amazon.awssdk	timestreamwrite	2.18.0		d3ac1515b677f91f5385750388ef8e46b88ec312
software.amazon.awssdk	timestreamwrite	2.18.1		4f48b8100bd184157a5fe391a598bd359e7b3cc9
software.amazon.awssdk	timestreamwrite	2.18.10		5a312a6d5f73513cf38b9f75939e9ca62de14238
software.amazon.awssdk	timestreamwrite	2.18.11		b937ec5a465cc1e0d6c8db164b680c1a712df527
software.amazon.awssdk	timestreamwrite	2.18.12		5f29df12990aee059358dc954705f983a7199e14
software.amazon.awssdk	timestreamwrite	2.18.13		e93e48ee384493d0f1e3c1282bb61603f3b3c09f
software.amazon.awssdk	timestreamwrite	2.18.14		fa0ff8f11d3e2d63d19d58013735f3f5af4457cc
software.amazon.awssdk	timestreamwrite	2.18.15		2bafca93d0d954979be7c64e8fab3f1d3b005993
software.amazon.awssdk	timestreamwrite	2.18.16		c670d6ee4f5ef06e6b0d8c2f92aa3e25f318cba8
software.amazon.awssdk	timestreamwrite	2.18.17		4cde47eae0a6be9a4bf7a5a493a132f87077000b
software.amazon.awssdk	timestreamwrite	2.18.18		86f597e93ac522a455ed79aaf954b7a81674268e
software.amazon.awssdk	timestreamwrite	2.18.19		0e050ba9a8c5c7713b7a44aae5b2fb005749427c
software.amazon.awssdk	timestreamwrite	2.18.2		50209e6ad7dc8c1729e5fd5807b800ce60e601c5
software.amazon.awssdk	timestreamwrite	2.18.20		f16a359feec1b36b86681d043d07529714c424e3
software.amazon.awssdk	timestreamwrite	2.18.21		b17522420bf419cd167bb3f69d3f093afbfecc9e
software.amazon.awssdk	timestreamwrite	2.18.22		bde1a7f350e8bf3b4d6ef3908ca1cff12d36dde8
software.amazon.awssdk	timestreamwrite	2.18.23		880aecdee5d87b1a1084803935baa59c5d529fc8
software.amazon.awssdk	timestreamwrite	2.18.24		b92c9be224ba4eac58601e879394d4248056f9fc
software.amazon.awssdk	timestreamwrite	2.18.25		ac98b2e0e2e7d1d8162456e0359a774dde82297a
software.amazon.awssdk	timestreamwrite	2.18.26		07b5d70ec69c70c40b4ea3f0efa71dd30d7bdd85
software.amazon.awssdk	timestreamwrite	2.18.27		95fd09f62719c144c58296f53d7ac2fbe54be386
software.amazon.awssdk	timestreamwrite	2.18.28		0df0b73fc5ff62e7b6971180b9f94ce8ec5e2bea
software.amazon.awssdk	timestreamwrite	2.18.29		1aaa0aba64bf6bd80bffb06e9404a9b1037aa56b
software.amazon.awssdk	timestreamwrite	2.18.3		0817e579bbe8022ef7889f1965da1591ad34ea04
software.amazon.awssdk	timestreamwrite	2.18.30		f5a3b18806f8a2e933cdd6ced79907b44f567f83
software.amazon.awssdk	timestreamwrite	2.18.31		6e5a23ead120d394317caa8981c28462700508dd
software.amazon.awssdk	timestreamwrite	2.18.32		0bfb2314fb89af8a1708dfe92ae93e2fa681eb9a
software.amazon.awssdk	timestreamwrite	2.18.33		5231d82d91e06edddefce4ea07fb5664ff52c0ec
software.amazon.awssdk	timestreamwrite	2.18.34		8c9230f56862a21d80bcd35409585908c730201b
software.amazon.awssdk	timestreamwrite	2.18.35		49dcbc4e14148e9b370419d4b827f1fafa23fc18
software.amazon.awssdk	timestreamwrite	2.18.36		bf18d890cba215ca22fb38061fe8de963da68126
software.amazon.awssdk	timestreamwrite	2.18.37		7d85da9609416ac2f223183b6f153e6b3c4a329f
software.amazon.awssdk	timestreamwrite	2.18.38		f6035da358d4b5b9a90b4d4f1dce2a5dcd00b004
software.amazon.awssdk	timestreamwrite	2.18.39		ae0742310dc5d943719d0ab7114c5aed817ca33c
software.amazon.awssdk	timestreamwrite	2.18.4		8cf252d1225daf962c083e0516a7efa12e73ccfe
software.amazon.awssdk	timestreamwrite	2.18.40		13c286864ab699e69e0d0ef5b6372ed5a13b6f8c
software.amazon.awssdk	timestreamwrite	2.18.41		447ee1f1e71c2731f98bad83b65fb8ff1ec3c932
software.amazon.awssdk	timestreamwrite	2.18.5		07e4e88b2a40eaa6ce986400e185d69bf423f065
software.amazon.awssdk	timestreamwrite	2.18.6		9250d60d2c7c33c5c68ae3c719a7a3caa538d5ba
software.amazon.awssdk	timestreamwrite	2.18.7		93880d001de38cb0e9d6c9086798337a1e926384
software.amazon.awssdk	timestreamwrite	2.18.8		61b5e6f39df4fc4cdca8eca24039e984b8685a52
software.amazon.awssdk	timestreamwrite	2.18.9		344307958ebe484de65ae17970270a4cef1af56f
software.amazon.awssdk	timestreamwrite	2.19.0		79b7e88e5e25cc7c94827eb0ccbe928670c24c83
software.amazon.awssdk	timestreamwrite	2.19.1		49cedfe1340ead6a7adcd287d60050a6ab65bfe0
software.amazon.awssdk	timestreamwrite	2.19.10		26344d03ffc9132701330f547af4d2b808abd40e
software.amazon.awssdk	timestreamwrite	2.19.11		1aedf0d8528d88c30de2d8898a3d634289d067f7
software.amazon.awssdk	timestreamwrite	2.19.12		bbe40fedd8026d32813fcc888b1df7b5feb7fa9a
software.amazon.awssdk	timestreamwrite	2.19.13		2d8e221082badff167d75277b3f916512b7a3f14
software.amazon.awssdk	timestreamwrite	2.19.14		0df1e280bc67f0e3fbc7af45f07d6361b34fe235
software.amazon.awssdk	timestreamwrite	2.19.15		a6c6a445aeca5ca1dc4a5ee176b7e5d4cee02508
software.amazon.awssdk	timestreamwrite	2.19.16		2facc31e38f326b5fa0fa753514e9824ed66ffa0
software.amazon.awssdk	timestreamwrite	2.19.17		c07fbb467bd6ddf98d40ee87e6b49f511d14c89b
software.amazon.awssdk	timestreamwrite	2.19.18		a061d79ae7fd7e431a2540fe3ec0200c7917dc2c
software.amazon.awssdk	timestreamwrite	2.19.19		9d69cddff5ce4a77aab03e24dd5eb8ae40e80222
software.amazon.awssdk	timestreamwrite	2.19.2		901122ea8b25bb59fec93835153b32bd7ae8628b
software.amazon.awssdk	timestreamwrite	2.19.20		bae96688e5943b33b5064619a401a7a780468576
software.amazon.awssdk	timestreamwrite	2.19.21		32a194a628abbe01674b3302e8ccfa21baebb95e
software.amazon.awssdk	timestreamwrite	2.19.22		bad942fc9f446cffb703a78869a37c6814a51dc5
software.amazon.awssdk	timestreamwrite	2.19.23		df502aa5210fe0d04b3082e9c849552e87fab7d8
software.amazon.awssdk	timestreamwrite	2.19.24		1bd3aa0e52c33f150f3754bf36638c2c369966d5
software.amazon.awssdk	timestreamwrite	2.19.25		4979df2f903e5155edc90c1b2b8fd004b6d4b386
software.amazon.awssdk	timestreamwrite	2.19.26		ebb7df78705bfb82c4a1d3948f6b3218835c5814
software.amazon.awssdk	timestreamwrite	2.19.27		df225e1a65a8f0490aa7793ad0b82ac1b5f19a10
software.amazon.awssdk	timestreamwrite	2.19.28		2d124e4725cf206c9d20f1d194597fda40778c24
software.amazon.awssdk	timestreamwrite	2.19.29		3516d3c1aa09e53e125accd7ea5fc9444a06d0f9
software.amazon.awssdk	timestreamwrite	2.19.3		e4344615427bc6c1636d417fa2b5e7f0de0916f1
software.amazon.awssdk	timestreamwrite	2.19.30		b8cef5e400b22bc60b8dbf0865bb4f467ae200a6
software.amazon.awssdk	timestreamwrite	2.19.31		7d8db0d090f6a96a40f9296cab26bfd845ce3ee3
software.amazon.awssdk	timestreamwrite	2.19.32		283683cc74ed659e57118c1eada4adb9e685706b
software.amazon.awssdk	timestreamwrite	2.19.33		97ff9ca566e4d7a7fffaf689e4817d308d9fc104
software.amazon.awssdk	timestreamwrite	2.19.4		f9ccdeea67ea12f45b78f7c97a35c3dfe05cb875
software.amazon.awssdk	timestreamwrite	2.19.5		bb17c44ba403f914f914c16c7cd65bf8709019d1
software.amazon.awssdk	timestreamwrite	2.19.6		6c255a34cb808c0e3a414c84ef1d99ed047cff88
software.amazon.awssdk	timestreamwrite	2.19.7		752ea8d9970c0ceaa3c1633fe689d96df8a39098
software.amazon.awssdk	timestreamwrite	2.19.8		809bb30115aca4ca596532abaaf2efa303fbedb5
software.amazon.awssdk	timestreamwrite	2.19.9		2283bbffc9cf7937eecd8ce8bb4c8ffa19c6f9df
software.amazon.awssdk	timestreamwrite	2.20.0		615df99d0ab25d5c7a87188398f046eea204b8d9
software.amazon.awssdk	timestreamwrite	2.20.1		a2656e021f48794f0b48da0fdc66ca9e24a124bd
software.amazon.awssdk	timestreamwrite	2.20.10		4fe92ea9c8c490039d58042fe00429485680ed16
software.amazon.awssdk	timestreamwrite	2.20.100		20093b9214d0fa21a6c4f7f3eb41e676dd243b60
software.amazon.awssdk	timestreamwrite	2.20.101		41c5bd126a7b8fe439fa0996e518fad2d1fd7c91
software.amazon.awssdk	timestreamwrite	2.20.102		376e3d8e79a8586b59e9f0b83479aec253e9114d
software.amazon.awssdk	timestreamwrite	2.20.103		8cb7362ff591da89a0bf6aed1317ca381c7a3ae9
software.amazon.awssdk	timestreamwrite	2.20.104		16927df8c1e74f9a26f4613b2e7889c11c1c94e8
software.amazon.awssdk	timestreamwrite	2.20.105		903fd7bdea1bfa395987001af140d33dfeb10942
software.amazon.awssdk	timestreamwrite	2.20.106		61a49f7cd877cf95edaede6770ea937a3db7bef4
software.amazon.awssdk	timestreamwrite	2.20.107		ce446af6e759f8fd96d691d0feeedabc83c5d22e
software.amazon.awssdk	timestreamwrite	2.20.108		df77d7f777736083c1e5329a5600fde57d882e13
software.amazon.awssdk	timestreamwrite	2.20.109		bb66d15decf81623afa362ee9b5504bfcd813598
software.amazon.awssdk	timestreamwrite	2.20.11		63e9784ed9d3c176658d8e47a7ab25984b1f9ff4
software.amazon.awssdk	timestreamwrite	2.20.110		b7d896b4d40cd6789eafcb5487d6c07a64ea5fd0
software.amazon.awssdk	timestreamwrite	2.20.111		2d1adfa9689b3fe97c068c3e4794558f586d5a97
software.amazon.awssdk	timestreamwrite	2.20.112		0677e438ebcf6280491f0fc33c287bf04c84b291
software.amazon.awssdk	timestreamwrite	2.20.113		a27fb0becb3339faaed09e381d6bb8198560bcac
software.amazon.awssdk	timestreamwrite	2.20.114		7c0cf7fade71c419f65c459a25bd63725042de8d
