be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	rdf4j-repository-sink-processor	2.12.0		N/A
io.javalin	javalin	6.0.0-beta.3		9968c06b694eff0f5aa57874f868a9fb88dd6707
io.javalin	javalin	6.0.0-beta.4		f7530fdf63262ac7f89bcbd9b47488c1712647b6
io.javalin	javalin	6.0.1		82ae780bf6fab88782e859b64abd6ba0b5379fdf
io.javalin	javalin	6.1.0		a1ea50c76fa4d4e998baed91c37fb616d5dae4a9
io.javalin	javalin	6.1.1		5d4fdcafccd4a706cb3a8680698241720722e81b
io.javalin	javalin	6.1.2		35bc4bfbd975a7234e47bd58b4641c403fdb69f2
io.javalin	javalin	6.1.3		5d0819858df60fce6991c06775edabd6d3b379d3
io.javalin	javalin	6.1.4		1d7aadcfeb01ede628638c7db44054b3f04bf6be
io.javalin	javalin	6.1.6		3410da381c9d8410a3d228068684e8c32135ec1b
io.javalin	javalin	6.2.0		6d7520bd0e680bcfa1a52b3f36212c8ff98a5707
io.javalin	javalin	6.3.0		efb95b467eb8c5f0d6d42dca84d3f3d46d9313b6
io.javalin	javalin	6.4.0		f78468626c6f83b805ac3af3243277fd2cfb4481
io.javalin	javalin	6.5.0		07185b25065ab5089fc760a3794d696f084cfb3f
io.javalin	javalin	6.6.0		87d6de26ac91fbb996504d7027251c74c824a635
io.kotest	kotest-assertions-kotlinx-datetime-js	6.0.0.M2		N/A
io.kotest	kotest-assertions-kotlinx-datetime-js	6.0.0.M3		N/A
io.provenance	proto-java	1.10.0		a464d306110c2ed261beeeb6373ba1b855a49c13
io.provenance	proto-java	1.11.0		5ed7ecd62ed7a07a4d0c5f03a938544b16d6a59d
io.provenance	proto-java	1.11.1		1909627e722c7521a370972d18cd8101b8a5b5a9
io.provenance	proto-java	1.12.0		7358ba8ebe8173c7cf4035faa27def2bcfe97081
io.provenance	proto-java	1.12.1		aff2148dba19b27067b71b8cece6c2ea8b415c99
io.provenance	proto-java	1.12.2		b91fdadab590d3321cbd705a3964568ab0f7efec
io.provenance	proto-java	1.13.0		b58e636c6ca3ce58f6db79937e210642cb03fe37
io.provenance	proto-java	1.13.0-rc4		8857488aa31d8eeb70f8f567a3872f8c73289e85
io.provenance	proto-java	1.13.0-rc5		8bf604d2d97150535de58a347627b514b1005476
io.provenance	proto-java	1.13.1		811e74f97a18d69553c27df07b9a7c3fb3e8065f
io.provenance	proto-java	1.14.0		0174cbb5e2f48bbecfa4ecaa7a66efa89880aa68
io.provenance	proto-java	1.14.0-rc1		5b2934e2de6cf083b8c3ed004ee5ebddea8b9343
io.provenance	proto-java	1.14.0-rc2		3115a618ba240a28f1ca1fb1f9861ac3c08966dd
io.provenance	proto-java	1.14.0-rc3		ead6595f31d3402e64e32520598bc93e05903b0c
io.provenance	proto-java	1.14.1		a3f274bfd0812d64074ad8a2c105ccded34a1d37
io.provenance	proto-java	1.15.0		ef164d5ad4edf09e535bc90e164c8736d731079f
io.provenance	proto-java	1.15.0-rc1		ebd2621d7385d5930b427cef7fc5bc08048991e4
io.provenance	proto-java	1.15.0-rc2		9a8eba9395937015832c8faf34436e322295cb13
io.provenance	proto-java	1.15.0-rc3		3edf72a66f619e266b35eb2d84243a760b121a46
io.provenance	proto-java	1.15.1		fccaa7180a27914d31fa0524b903d155a47e3a49
io.provenance	proto-java	1.15.2		f6606af8c89f8c013eec959f550b5c3486079eb0
io.provenance	proto-java	1.16.0		a21afb19d3f7b1c71d5b71b27d6b9b3e888a1b59
io.provenance	proto-java	1.16.0-rc1		cbf77cca41da31cadfbc86262d989d03df25ca47
io.provenance	proto-java	1.17.0		a8134b074ff61e8e31283b7d7dd10f16bc2f9f18
io.provenance	proto-java	1.17.0-rc1		51f1e3604531ffb5eddfa1651c3b0e8dc9f0f11a
io.provenance	proto-java	1.17.0-rc2		732ad7a15933649d4261e7d17a5c935d4b154b1c
io.provenance	proto-java	1.17.0-rc3		8822f0db7d9f82ad3a6a3f2050d07298364d21e3
io.provenance	proto-java	1.17.1		0a255ccbcc76a0b3b51eb27e2afc3328c5ca2abb
io.provenance	proto-java	1.18.0		fc58079b6ca6d1b382e36cc02b1e08986bd977be
io.provenance	proto-java	1.18.0-rc1		222f21d672150eb21426e21b19b0370a9870a056
io.provenance	proto-java	1.18.0-rc2		f24dab768b7d2da360ba577f3e8650703d4b5d93
io.provenance	proto-java	1.18.0-rc3		f7686fa2241e19b440ee159de35e37466ab3c4c0
io.provenance	proto-java	1.19.0		824846220f2bceca2267233a804d5ffa7786450d
io.provenance	proto-java	1.19.0-rc2		01792a49e1df5e788e20818525cb47ad403446c0
io.provenance	proto-java	1.19.0-rc3		38707160bc3446cf9df5e8e252308a19e0a6f4b6
io.provenance	proto-java	1.19.0-rc4		21cfae91aa929246effdd203b2554f8b279da742
io.provenance	proto-java	1.19.0-rc5		4c988672673d5f533cfdce056187fc003d4fb48b
io.provenance	proto-java	1.19.1		09e9a15c0118c55db3f1d75be912a7f2b1635e59
io.provenance	proto-java	1.20.0		1872229e04ff97f369d8f4dc613019b016e74f38
io.provenance	proto-java	1.20.0-rc1		64e8f8ab56b08159f56892140131e93d1ca02949
io.provenance	proto-java	1.20.0-rc2		ce5615a2d8fe8404b1542238887b93dc42eaa05f
io.provenance	proto-java	1.20.0-rc3		d9dba9cb14fb5f08a3ed7424a4e552956b9519b9
io.provenance	proto-java	1.20.0-rc4		c82b2e3c54ee93b0436c0dff0358065902949d73
io.provenance	proto-java	1.20.1		293bae0ac529f8aa2bdd554c768c3b0965d1f685
io.provenance	proto-java	1.20.2		21ced173bd6a5a72527916b98c9cbca103cd91ab
io.provenance	proto-java	1.20.3		73b3c748c5502faeb8369d0568eaeaa372d32b8b
io.provenance	proto-java	1.21.0		c19ba20a24d5e397c5f8599b313109f4ae6c1d73
io.provenance	proto-java	1.21.0-rc1		f8d2b1106b9320a2ffc6856e11685c966e9025bb
io.provenance	proto-java	1.21.1		1ee3133ccd39925eb58e6fe63f9f22e3761a6203
io.provenance	proto-java	1.22.0		a1d855b09b6d187129fd3f1ebf7257a78e94636c
io.provenance	proto-java	1.22.0-rc1		074f390b478bbe8f5a1066dc3c01546540d9a775
io.provenance	proto-java	1.8.0		8b0f901fe6f0836b063bd17149ee14e71089aae3
io.provenance	proto-java	1.8.0-rc10		e59e903589472eb20af5ee2f2ae6f31ff4607ce2
io.provenance	proto-java	1.8.0-rc5		c3fbb3b1b593f1f9f1a78edb722b28f4f12ecc8a
io.provenance	proto-java	1.8.0-rc7		baf27b3639ef31b29655f12b0a8acf8529e199df
io.provenance	proto-java	1.8.0-rc8		2dee4da4bc03bf3505ba4fbeec9121972c2dd531
io.provenance	proto-java	1.8.0-rc9		9ba0f54e7cd70f0fce2106574fb1a4cff409d351
io.provenance	proto-java	1.8.1		79c264647591653e3b39db9a8df645faa7b42c00
io.provenance	proto-java	1.8.2		e2dc7e103f15ce11bb1d27967e85ff9e00ae904c
io.provenance	proto-java	1.9.0		fdfd46e74e4a64dc7c4b2eefbad9284645703446
io.provenance	proto-java	HEAD-6ff7c15		cd565705c6fb09a0d5624cda78229624ea3bb464
io.provenance	proto-java	HEAD-8ba9174		75820584b715d102e80407c6e4298855d2665f43
io.provenance	proto-java	feature_562-protobuf-bindings-support-2c55e17		cbc552abe674c67e106ee51a9ca2e4abfa8e46a6
io.provenance	proto-java	feature_562-protobuf-bindings-support-4462ab0		a2b9c44602108f722b56821b44902475e1b7f60e
io.provenance	proto-java	feature_562-protobuf-bindings-support-7e1c0c4		3a5c3263a016379103897cb582538d53c1690b99
io.provenance	proto-java	feature_562-protobuf-bindings-support-d036993		861ba37e76603112e9cd01dd142522de124df24b
io.provenance	proto-java	v1.8.0-rc5		5c785abfc7119d8836292a60251ba598775d403a
io.provenance	proto-java	v1.8.0-rc6		fd7fefa16f8f63cf808661335be3c83cb752f73f
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.10		5789ee27b0f6b70261390bc2969d6f3a61766502
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.13		f3d665259327471a3fc121769f57c7380919417a
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.14		b874dc11dc438a0a44439126ae66d29b4e0e65d9
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.15		d4eea497e414e08b49e5ad782ad20b812448a7f1
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.17		9d6c10cbd69ec233907eab695a28af97ba5e43eb
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.18		cd469d7c36b1f097f4cc39b744185f569fcc14b6
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.5		af1f63e1b3e60743334dd2cbe6ded33f68a37664
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.6		4f34a079bf105a3f9de6b2fc685f19eb0a87c063
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.7		51aa0db4aa62d30f82d3c72346ef66b3b4e40ef9
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.8		592250d3cec9d032fbf973e44b0418daa2f02c0c
io.taig	scala-linguist-graalvm-ruby_2.13	0.0.9		b747327e1dea14d94adf495e6dbc6cdde2cdac92
it.rebase	rebot-jboss-books-service	0.1		2dde2ec11f0e442566eb14162e4fdfdf405c2b05
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0	metadata	be8cab9229c97ffbcc0b66202f19f6c3e57e2b55
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-RC1		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-RC1	metadata	95a6aea05f8c98ef644e8c4638a0bb74791c4898
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-RC2		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-RC2	metadata	46bf5513dd94b0e3dfa2ab7ecabb8541635aad78
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-RC3		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-RC3	metadata	b083ced3b489d02bebedba5dac0325d386a9ed88
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-beta1		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-beta1	metadata	69a9c8b5a5d152770385f9b11866b14564bc6ef3
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-beta2		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-beta2	metadata	eea90ea5e9bb29955776da611e94b68fdcd64e50
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-beta3		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-beta3	metadata	419cce6954245438ff1862c3bc9b15dd157bcaf9
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev1		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev1	metadata	58559e372a0c5251f686f98fa95a46680d068f70
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev10		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev10	metadata	fd72b5413f9b25b91b31b773a4d24af10ec2f838
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev11		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev11	metadata	a563213b6160fd377fcb8f2e6d94aa49abbfffc1
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev12		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev12	metadata	486b8258bca10143d926568a4bd152ceb816b9e4
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev13		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev13	metadata	009c686dad0b7765b2f580d02ac66c74d0f887f4
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev14		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev14	metadata	0aa32bd1054f64b116549b60673ccdb8211fd3de
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev15		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev15	metadata	9146c2abd23230804d467dbecbb5c0afcce93029
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev16		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev16	metadata	5acc72d1100a6834511eb476fe39f5d4a485b1f9
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev17		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev17	metadata	16ebdb0d82010e9b484756763c38faa986488aaf
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev18		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev18	metadata	3fd9ef26a60aefe39f5cdb79fc6bdf1b065f5717
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev2		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev2	metadata	97a525b99ae3478fcc3f2bf0f0e26dcecc10b0bc
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev3		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev3	metadata	e07e2189e26642eab00e4749f9440a220bb0fd47
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev4		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev4	metadata	8bcfcd7b7e1b9ab3d25f2171da6a237023010953
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev5		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev5	metadata	faff7a81b5dd4fc6e65c5b265586a2ceb2d073ff
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev6		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev6	metadata	c4ceaf124be16812adce1f834eb3d90b8d714fc8
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev7		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev7	metadata	153caa4822d1e5525d5677499d6fa1456879ddf3
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev9		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.0-dev9	metadata	20c34b08d541d7b8affd4d961b6bafe49bbccbe1
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.1		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.0.1	metadata	1dd88446237d20b7b73a75551354d18901675fa3
love.forte.simbot.common	simbot-common-annotations-macosx64	4.1.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.1.0	metadata	655abeb6db6f936ee8e8b037cceaba89621f0dea
love.forte.simbot.common	simbot-common-annotations-macosx64	4.10.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.10.0	metadata	175af485c83d7e8176176fb337c1e48356ecb273
love.forte.simbot.common	simbot-common-annotations-macosx64	4.11.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.11.0	metadata	80660a16869779ea7e909a05bbd75a3fb2d55d89
love.forte.simbot.common	simbot-common-annotations-macosx64	4.11.1		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.11.1	metadata	36d1dae8a0ccc1f1e17cddb69d8156961c55d224
love.forte.simbot.common	simbot-common-annotations-macosx64	4.12.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.12.0	metadata	4e774f8c3d78343c8c404eeee754a813979274a1
love.forte.simbot.common	simbot-common-annotations-macosx64	4.2.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.2.0	metadata	ab92da0d3947585eb5cdfe5f89430130c3ab53df
love.forte.simbot.common	simbot-common-annotations-macosx64	4.3.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.3.0	metadata	4af887eb6aa624c0115ad7053091998926ad3a7f
love.forte.simbot.common	simbot-common-annotations-macosx64	4.3.1		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.3.1	metadata	3515241d60af62d773d1ee69ba403e9ccd336161
love.forte.simbot.common	simbot-common-annotations-macosx64	4.4.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.4.0	metadata	071b5a59b40c07af5657b4397396b6fdc70baa24
love.forte.simbot.common	simbot-common-annotations-macosx64	4.5.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.5.0	metadata	e91a35af0875c4be9a0e08fa0165637a65c44233
love.forte.simbot.common	simbot-common-annotations-macosx64	4.6.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.6.0	metadata	bc0301885cc10bd6baea45a37942ef745f98887d
love.forte.simbot.common	simbot-common-annotations-macosx64	4.6.1		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.6.1	metadata	364af0bdc53d9a6b857c6d0a16505162daf810db
love.forte.simbot.common	simbot-common-annotations-macosx64	4.7.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.7.0	metadata	78c293b1421f40226c3806571569e30a662e4b99
love.forte.simbot.common	simbot-common-annotations-macosx64	4.7.0-beta1		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.7.0-beta1	metadata	6ef92e7ebb41c8076b10262f26d65faf992a6c90
love.forte.simbot.common	simbot-common-annotations-macosx64	4.8.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.8.0	metadata	b5c86193e20fdca1c3866cbdbabfd2f497915e4c
love.forte.simbot.common	simbot-common-annotations-macosx64	4.9.0		N/A
love.forte.simbot.common	simbot-common-annotations-macosx64	4.9.0	metadata	c6d342211f83f688f6e56a06620b3a859e4a2392
net.liftmodules	fobo-twitter-bootstrap_3.0_2.10	1.1		247dc209e3bf2859d7b4ac22bf4c4c9e4187621c
net.liftmodules	fobo-twitter-bootstrap_3.0_2.10	1.2		6f5d4e099e80be3c998c6ab9140baa6d88785fc0
net.liftmodules	fobo-twitter-bootstrap_3.0_2.10	1.3		75c59466b33e7be6c65090d4aa39c7f767d7d0b0
net.liftmodules	fobo-twitter-bootstrap_3.0_2.10	1.3-M1		12e0bdb255f1a4cd8d87a9e018ef1aad6dc784d3
net.megavex	scoreboard-library-legacy	2.2.0		7c6c52b98887d1aecf591fcc1ee5ba611d72bc7d
net.megavex	scoreboard-library-legacy	2.2.1		7c6c52b98887d1aecf591fcc1ee5ba611d72bc7d
net.megavex	scoreboard-library-legacy	2.2.2		7c6c52b98887d1aecf591fcc1ee5ba611d72bc7d
net.megavex	scoreboard-library-legacy	2.3.0		90cb20a2ddb06346a7a70932bef0be393a8c5271
net.skobow	oauth2-restclient-spring-boot-starter	0.1.0		08d9f2ff099e98ad9e408e0063b540248c671215
net.skobow	oauth2-restclient-spring-boot-starter	0.1.1		b3f8abf767148f3186e409dd86056e6a6a0fe1a7
net.skobow	oauth2-restclient-spring-boot-starter	0.1.2		bc99cb72ec81caec213f099dbf4bb4487fa6c696
net.skobow	oauth2-restclient-spring-boot-starter	0.2.0		cc20911333cfc31ef4f408025180c3020c194ee0
net.skobow	oauth2-restclient-spring-boot-starter	0.2.1		f9818337ef7369d8a15ebe5b52e1565de04a4355
net.skobow	oauth2-restclient-spring-boot-starter	0.3.0		463785fb00553b0eb60c62056567f3f807826098
nz.ac.waikato.cms.weka	timeSeriesFilters	1.0.0		4d4324837212138e4c5cc7ee29f4c2c4c6beb9be
org.apache.kudu	kudu-client-tools	0.10.0		5f33e19a22eefe1b35798d3467030f3d34b44bd2
org.apache.kudu	kudu-client-tools	0.10.0	jar-with-dependencies	f0515693fca7384b6a1749797dfe40f82cce4221
org.apache.kudu	kudu-client-tools	1.0.0		2116b5a28b3de3c94018b8d0f2d94bf554f8c4c2
org.apache.kudu	kudu-client-tools	1.0.0	jar-with-dependencies	3af1e0320ceb24fa6432375ee82beae936b11ff7
org.apache.kudu	kudu-client-tools	1.0.1		e11437149bede941db3a1ade985d78d5b8445a60
org.apache.kudu	kudu-client-tools	1.0.1	jar-with-dependencies	f4bd24a067c6039dc52d541d6431dc8f87914d69
org.apache.kudu	kudu-client-tools	1.1.0		0c6f4122da916c867c2bd07bea89a5a93857e494
org.apache.kudu	kudu-client-tools	1.1.0	jar-with-dependencies	d057f09f214b8e8d1ca2341cffdf7e91dcffe440
org.apache.kudu	kudu-client-tools	1.10.0		d9766adfc5bb65bd3ba4210b6de44fd274b887b7
org.apache.kudu	kudu-client-tools	1.10.0	unshaded	1a6f32abd7fd0d65927f3b7e0e1c4ceda487ccc5
org.apache.kudu	kudu-client-tools	1.10.1		2dcf7af4e6a79ad2592673bd77fec061fe835012
org.apache.kudu	kudu-client-tools	1.10.1	unshaded	9db71f376514d63dc03f3a6624efa8bbbb666e75
org.apache.kudu	kudu-client-tools	1.11.0		700be493e7197daca2cf4c6c9f8c428e1275385c
org.apache.kudu	kudu-client-tools	1.11.0	unshaded	4cb6615224e4cd3bf167720a1c93c1d1cf3bd16b
org.apache.kudu	kudu-client-tools	1.11.1		d7423117ce228c2f2a5f1c8fe9715bfcbfb62f6b
org.apache.kudu	kudu-client-tools	1.11.1	unshaded	da19c503cc5d017c3e5cb8799e5d3b881159d366
org.apache.kudu	kudu-client-tools	1.12.0		8d7b4c5b4c761fe71856a9b2a7a9849a41bcd1ae
org.apache.kudu	kudu-client-tools	1.12.0	unshaded	a1fa6851797c43caecfeb6dd3f669f1364d36d48
org.apache.kudu	kudu-client-tools	1.13.0		79a30cbc648ca05e20fc336c5296c748150788e0
org.apache.kudu	kudu-client-tools	1.13.0	unshaded	a5ce8439a12926beba8b6511181659b7e6a5f85b
org.apache.kudu	kudu-client-tools	1.14.0		a175de4598d20f4e59acfededa3b7bb24eb789c9
org.apache.kudu	kudu-client-tools	1.14.0	unshaded	11cd58097b2382bad588c359f8cb3fc80c78c18e
org.apache.kudu	kudu-client-tools	1.2.0		c431eb7c43b72c22af1c4f82ddaa1bb1d2904fde
org.apache.kudu	kudu-client-tools	1.2.0	jar-with-dependencies	de881b2d9f9374a4ed1b034ef2fc4a20fe925ca6
org.apache.kudu	kudu-client-tools	1.3.0		493566a8c64d10eef3d0ae9976f9c9be728286f1
org.apache.kudu	kudu-client-tools	1.3.0	jar-with-dependencies	96af365608a63104f17a1b1f88f25bf87b829159
org.apache.kudu	kudu-client-tools	1.3.1		e42f9a142027932cba6e7ec3bc02b5ecc7dabe61
org.apache.kudu	kudu-client-tools	1.3.1	jar-with-dependencies	c773237ea265788381a3690a258f08ce01ab71be
org.apache.kudu	kudu-client-tools	1.4.0		74da1f15309d1fcbe99abeee7ae04143638647e3
org.apache.kudu	kudu-client-tools	1.5.0		c8556baa8af5941867efdef3bdd88de4fcd979cc
org.apache.kudu	kudu-client-tools	1.6.0		4c4e834b4ae7a7b94f3007d843314d97e0c06852
org.apache.kudu	kudu-client-tools	1.7.0		8ff9106d9e44e30750d6c9bc9069a14c89fd2275
org.apache.kudu	kudu-client-tools	1.7.1		02c2433870a91bc07074c44397c4944d2499e9de
org.apache.kudu	kudu-client-tools	1.8.0		6a18a42b12c67853f76deaca95b7f797a2efb09c
org.apache.kudu	kudu-client-tools	1.8.0	unshaded	a8851ed0cb03f875d76d395fcddffc845e644432
org.apache.kudu	kudu-client-tools	1.9.0		7661f0c6c72136bd9eab0342359e799681fd2977
org.apache.kudu	kudu-client-tools	1.9.0	unshaded	b31020f1fc38057dae8ba33167a0b7116249b722
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.0.4.RELEASE_1		ada811ec6591e2c9fe674c517e2bfe2cebf2653a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.0.5.RELEASE_1		546db405c5f8b7a15c42c41364263af00fa88694
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.0.6.RELEASE_1		05d6292e14df70079df3a7d86aebb17ce4cd97c4
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.0.7.RELEASE_1		61e2956f19f9b210ef4f1098dc375dabea9f7542
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.0.8.RELEASE_1		2e4238a1ab5888c7f4197686d3789b07d5775f5c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.1.10.RELEASE_1		e6c87446beb5cd740a4c976f0cb4f0b641c59607
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.1.2.RELEASE_1		1554c2590b93aef71e53119188c72471b4d0f76a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.1.2.RELEASE_2		3dc76fe9924ac71e9fe5babdb6d81eb730db6f1e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.1.3.RELEASE_1		467993be66e7aa515f93c286f640356814cbbf43
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.1.4.RELEASE_1		d02bb0c02d6b380684c6f4e368c2cb244c5dcad8
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.1.5.RELEASE_1		c9b0cff02eff255e7b630ab120a06d90e1fd47f1
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.1.6.RELEASE_1		e2c072041ef02945d3b0e047632d3ea2e590dcc0
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.2.1.RELEASE_1		7c1596de6c6019c226104b85a55dbc7140c4a0c5
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.2.1.RELEASE_2		1e7ee9cced2330c71898f0a67d58839c681cc0ad
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.3.0.RELEASE_1		c4ac66123402bc81d7ece799e76a6576dd31dd15
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.3.1.RELEASE_1		0e6066eaa4ef869a584f57d9e024933afb68e42b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.3.2.RELEASE_1		584fbd8e7b272b654ac73f08448cb1973a6a1347
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.3.3.RELEASE_1		73fc9a8bf3b31ea9ac35e9d629564e9117fd3b2f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.3.3.RELEASE_2		770af21fdf0f9ef0a4504d879b2f3757d61e4262
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.4.1_1		45f38635a7380fd4043d963821d289dd26ba8df2
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.4.2_1		20eaba13ffda6457912ffa8afedefb8973620c8f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.4.5_1		646aa9d502c9929414af9f27c0d6f10e36e7e9ce
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.4.6_1		3991ee22f5f589a668478dbc0fd6d6bfa2a5b370
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.5.0_1		711aef75b2aaa728499e3a45808cec8dbf5ce7d8
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.5.0_2		a1eb041d79cea12cfd6b386880f7349c7aae8c97
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.5.1_1		99fc08c17e6727c3ded0610cff1ba0153102cdc3
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-oauth2-jose	5.5.2_1		e38c99f1bcec8621396980e68da97bf6bca639ba
