ch.ethz.inf.vs	cf-proxy	0.18.7-final		ce623addefd4ba4d3f4825bf06421c5fa9dac875
com.chavaillaz	elasticsearch-log4j-appender	3.0.0		89a3946cfbb4c2fdd4bbd00d0896f3e161f629cf
com.chavaillaz	elasticsearch-log4j-appender	3.0.1		e5c8cbd7dcae71fac539d6301703202c08e8c8e8
com.composum.sling.core	composum-sling-osgi-package-installer	1.10.0		50eed2045ddc4aff0736b8caa72ca661073481a3
com.composum.sling.core	composum-sling-osgi-package-installer	1.6.0		9a797d8b9629f413b524373a2f8e3da53b88d144
com.composum.sling.core	composum-sling-osgi-package-installer	1.7.0		357eff48ea304677ccba23e8cc978a3b0d1029ba
com.composum.sling.core	composum-sling-osgi-package-installer	1.7.1		f856b04f80e41528f6ef758ae0a93b70fdeae2bb
com.composum.sling.core	composum-sling-osgi-package-installer	1.8.0		694cb6fbc1fc1f93a801dc798a8e8737a2ebde86
com.composum.sling.core	composum-sling-osgi-package-installer	1.8.1		9cfaa2443377efa058051b1dc2c8e73a7fc527e8
com.composum.sling.core	composum-sling-osgi-package-installer	1.8.2		22e0df779bd888edcb8b9807c357f1007a52c0ce
com.composum.sling.core	composum-sling-osgi-package-installer	1.8.3		a2c115cfd4e55ad9e5191b85789410d5b8ed7855
com.composum.sling.core	composum-sling-osgi-package-installer	1.8.4		6fcbe1bb67a01dbd31f3120d392c497dcb9c771d
com.composum.sling.core	composum-sling-osgi-package-installer	1.9.0		379a1377137150299175bc6968b3a766483e26ff
com.composum.sling.core	composum-sling-osgi-package-installer	1.9.1		ed7ff1f755f53ef5f4f6e49ad840b9475013869b
com.composum.sling.core	composum-sling-osgi-package-installer	1.9.2		0c6b79637fb30eaa043f461a4ae54fd2fa767467
com.composum.sling.core	composum-sling-osgi-package-installer	1.9.3		3b78ce6a021a440f775623e0c612312b67cf352e
com.composum.sling.core	composum-sling-osgi-package-installer	1.9.4		c65cf6f467da80a3a7ef138b7d99a3b307b75a76
com.fresco-kitchenos	kitchenos-client-sdk-user-api	0.0.3		a8d57a6a8b27ca4e8e4496f5f5d74c46e9c0f30a
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.26.0		f83d293de511f0e1a4de13cec970e3bdc274fb26
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.26.1		f83d293de511f0e1a4de13cec970e3bdc274fb26
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.27.0		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.27.1		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.27.2		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.28.0		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.29.0		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.29.1		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.29.2		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.30.0		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.30.1		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.31.0		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.fresco-kitchenos	kitchenos-client-sdk-user-api	1.31.1		ee9efe9c3137ca56919f62731e64601f3bafcf13
com.github.centrifugal	centrifuge-android	0.36		N/A
com.github.centrifugal	centrifuge-android	0.37		N/A
com.github.ddth	ddth-lucext-core	0.1.0		9af60c37e27b41ecab15fd097d1117bbbfde5c70
com.github.ddth	ddth-lucext-core	0.2.0		48281f34cd75f362f7e5290e26c428ade4119806
com.github.ddth	ddth-lucext-core	1.0.0		20f56f7bf2ceb045350a329d2e2140fb40f715af
com.github.fosin	cdp-oauth2	1.0.0		fe53607bd880fe5031236bc5a5f31751c7ba6ccc
com.github.fosin	cdp-oauth2	1.0.0.RELEASE		e5aa02373b3dc17848e0200645fa29eb44e059bd
com.github.houbb	valid-jsr	0.0.6		3222b42fe9dc6211d31095df95e721d30f38941f
com.github.houbb	valid-jsr	0.0.7		d8e7e6a4f2f9ad1b35c54379d758b3828cebf21c
com.github.houbb	valid-jsr	0.0.8		ac7618726f80dd3dbade934a00b5aa9de36f2619
com.github.houbb	valid-jsr	0.0.9		fab604e7d974f66a652661fb07bb021475cc9ae8
com.github.houbb	valid-jsr	0.1.0		4c91458766cb59a2b29243fca3e704b184565a28
com.github.houbb	valid-jsr	0.1.1		47f59289d93de032423b938537460b533d9b53fa
com.github.houbb	valid-jsr	0.1.2		438c2485e5794e076997e46d741dde528f8eaa0e
com.github.houbb	valid-jsr	0.1.3		56806a12f1b3af24ee1b5ba9cac70e86e598ebe3
com.github.houbb	valid-jsr	0.1.4		d57392486d6c497d6c6c6b038b9c0b3910f0083a
com.github.houbb	valid-jsr	0.1.5		89815d3ad31f2a1932566c1e11933ffb101700c9
com.github.houbb	valid-jsr	0.2.0		5cc70cbb28b2b6148890619cd96a6f066d892579
com.github.houbb	valid-jsr	0.2.1		99712f46e3636f09be32a9e530c47fbf8d85e3d3
com.github.houbb	valid-jsr	0.2.2		edc9ebf39063e6b262089d9593db57733896bc58
com.github.houbb	valid-jsr	0.3.0		f12da766b2e8145983adb5e817e9b29652dfbedf
com.github.j5ik2o	reactive-dynamodb-monix_2.12	1.0.10		105c6f01c8c5da8e6529f91b8708ffec9466db6d
com.github.j5ik2o	reactive-dynamodb-monix_2.12	1.0.11		a0b75469fa6069f05f1f5b630194a5d6e3d2e46b
com.github.j5ik2o	reactive-dynamodb-monix_2.12	1.0.12		f650775f92b12b23c6145f8bbcbfebd2ab13933a
com.github.j5ik2o	reactive-dynamodb-monix_2.12	1.0.3		2ea3ad6ee3a4a1151fb042c84385b2d21669a5e4
com.github.j5ik2o	reactive-dynamodb-monix_2.12	1.0.6		63b29d24b9a8d47fc4c71363d5bc7b2042f3c647
com.github.j5ik2o	reactive-dynamodb-monix_2.12	1.0.8		809bd6ebbe49f9dc31919542ea2a014175a34c6f
com.github.j5ik2o	reactive-dynamodb-monix_2.12	1.0.9		970eda9a3c4abd9d18528f8b9290bfc9bb2f6488
com.github.japgolly.nyaya	nyaya-test_sjs0.6_2.10	0.5.10		b196bb7364af0e736efba2f8ba3f36e3ed3d186a
com.github.japgolly.nyaya	nyaya-test_sjs0.6_2.10	0.5.2		9d0e680b08005c1f9a39319225a657b04bf0cccb
com.github.japgolly.nyaya	nyaya-test_sjs0.6_2.10	0.5.3		4f13c1d9c1fecedb6babb3d1353cd4fa348c218c
com.github.japgolly.nyaya	nyaya-test_sjs0.6_2.10	0.5.4		95c629115622a4db0bdf3c8386a59b738fc0c866
com.github.japgolly.nyaya	nyaya-test_sjs0.6_2.10	0.5.5		b8c9edc2ceb77b657ead5e6532c7fa594a8fc1c1
com.github.japgolly.nyaya	nyaya-test_sjs0.6_2.10	0.5.6		a9d12a4265f4ccc4305c221032b5964c12db38d6
com.github.japgolly.nyaya	nyaya-test_sjs0.6_2.10	0.5.7		69030171a1b32f4fcf5560500e579d5b79913de9
com.github.japgolly.nyaya	nyaya-test_sjs0.6_2.10	0.5.8		c4f502cd78db2efbe7b49e913dadf171a07d7d36
com.github.japgolly.nyaya	nyaya-test_sjs0.6_2.10	0.5.9		9033233ccbe48336cf06683b3beb621280df7f11
com.github.mjakubowski84	parquet4s-akka_2.11	0.10.0		6df1935c0f3f29fe768b3e09043876004d1fc5f0
com.github.mjakubowski84	parquet4s-akka_2.11	0.11.0		c7920a5bb696c43d31ef5c3cf5eb677111f38012
com.github.mjakubowski84	parquet4s-akka_2.11	0.2.0		3b24148b69aa25e099c0b0a369fa35ca77a9131e
com.github.mjakubowski84	parquet4s-akka_2.11	0.3.0		a36a38d27ab6ba1e1bd5cc435abb387d015814cf
com.github.mjakubowski84	parquet4s-akka_2.11	0.4.0		3eab2239ee7b60501d753f0f0ebe9af7877650e6
com.github.mjakubowski84	parquet4s-akka_2.11	0.5.0		5519c249b28b9354363fa5b842793143d04deedf
com.github.mjakubowski84	parquet4s-akka_2.11	0.6.0		adb064d6f5783e39b2e9fc55e0c31e52a5b63e6f
com.github.mjakubowski84	parquet4s-akka_2.11	0.7.0		f18e481b5b422dbd6585a656b0a6b519655b5041
com.github.mjakubowski84	parquet4s-akka_2.11	0.8.0		608e10866d69d668023d42969882bde1084d1e23
com.github.mjakubowski84	parquet4s-akka_2.11	0.9.0		58b438777579f278be9d0a1356b790ca990a901e
com.github.mjakubowski84	parquet4s-akka_2.11	0.9.1		8e65856be8c03d22bc7fdaf60043deba6b49954d
com.github.mjakubowski84	parquet4s-akka_2.11	1.0.0		81278728dd4ff3dff429f864fd99762afbc420a3
com.github.mjakubowski84	parquet4s-akka_2.11	1.1.0		5adfd530efad6c3c89e2362919dbb629564dab4a
com.github.mjakubowski84	parquet4s-akka_2.11	1.2.0		aa6f4a97177439479a71b4175af2bacb79577c91
com.github.mjakubowski84	parquet4s-akka_2.11	1.2.1		5ca2cdfe1527f16c56e8ca94fdb7d605107dfb8b
com.github.mjakubowski84	parquet4s-akka_2.11	1.3.0		dec1c98eec118f4ed8918a71593abd910b138927
com.github.mjakubowski84	parquet4s-akka_2.11	1.3.1		35837f68160359f215b929ba5833b35225ac565a
com.github.mjakubowski84	parquet4s-akka_2.11	1.4.0		ab440f73ed80c7e0ec12ce6e4a1d326e9ec3315c
com.github.mjakubowski84	parquet4s-akka_2.11	1.5.0		8b76f83148c756ff885ca8b1866e48ef3f5eeda2
com.github.mjakubowski84	parquet4s-akka_2.11	1.5.1		3233a3a635f7de655080a06dfe1e29e5751c79df
com.github.mjakubowski84	parquet4s-akka_2.11	1.6.0		d30414a675de9896f25d7f5157b8a5dcf90e8c9e
com.github.mjakubowski84	parquet4s-akka_2.11	1.7.0		a4f7463a56ea0e5de68918d9191dcaa51a649c49
com.github.mjakubowski84	parquet4s-akka_2.11	1.8.0		83ac94f422d616c2ee018b820af6f42bdd2f167d
com.github.mjakubowski84	parquet4s-akka_2.11	1.8.1		5248d1e9ec967062d4b2b0c083356821aa23f3da
com.github.mjakubowski84	parquet4s-akka_2.11	1.8.2		c8bb6a7867a31eeb8c138d6da7d77a6c3f3a44bb
com.github.mjakubowski84	parquet4s-akka_2.11	1.8.3		1e94953a8467a92c2b2a3ccfb94a3a55c5f6a073
com.github.mjakubowski84	parquet4s-akka_2.11	1.9.0		6332d0aec63f6a0804baf4cb6b4395d8cf07cc36
com.github.mjakubowski84	parquet4s-akka_2.11	1.9.1		19133d111d8b745c675c473a56ffa9a25e1b4329
com.github.mjakubowski84	parquet4s-akka_2.11	1.9.2		c64be6f2e020c60c9ff3a5204243f1eae7c4a857
com.github.mjakubowski84	parquet4s-akka_2.11	1.9.3		7ab0d1e7619f4f9b2db258cc9d04702d4cc76f35
com.github.mjakubowski84	parquet4s-akka_2.11	1.9.4		4ec72e5978ec113e42c6965316f56da2f4cca1b3
com.github.mliarakos.lagomjs	lagomjs-spi_sjs0.6_2.13	0.3.0-1.6.1		eac13156493e94b52a8e52cdb44b29f0616950e2
com.github.mliarakos.lagomjs	lagomjs-spi_sjs0.6_2.13	0.3.1-1.6.1		ab62a7b52ed323272c00ebbbca1afd584a20c9cb
com.github.mliarakos.lagomjs	lagomjs-spi_sjs0.6_2.13	0.3.1-1.6.2		920297b299eaa1c72227efc0a1ebcca8555a1648
com.github.mliarakos.lagomjs	lagomjs-spi_sjs0.6_2.13	0.3.2-1.6.2		28cd8a7be245541a95af6bf1ae342835ec644155
com.google.api.grpc	grpc-google-iam-v1	0.0.9		f2a8fc2faffff8e6528a8837e5be7dde1e31bbae
com.google.api.grpc	grpc-google-iam-v1	0.1.0		e31ee2a12fd7798bd4bec7bf584057a33b871b2e
com.google.api.grpc	grpc-google-iam-v1	0.1.1		3abda7e092032383a285f17341d45106217553d0
com.google.api.grpc	grpc-google-iam-v1	0.1.10		b6899564f07fb1a49ccbed1ce2a24953ec0fa3ab
com.google.api.grpc	grpc-google-iam-v1	0.1.11		69c8b902312debdfbc1bcc58c31d214a2200e78f
com.google.api.grpc	grpc-google-iam-v1	0.1.12		2fd94ceb86967e366dffe151c744a4ea0119960e
com.google.api.grpc	grpc-google-iam-v1	0.1.13		46e88dd01ccbb59d760df518bb1cb1fe0627f42b
com.google.api.grpc	grpc-google-iam-v1	0.1.14		d1d24f85d71ed85d2f8ae8f4907ffbb860a547ad
com.google.api.grpc	grpc-google-iam-v1	0.1.15		3e944bda33fcd3f1bb80b231a6dea404a8d05931
com.google.api.grpc	grpc-google-iam-v1	0.1.16		95dd278d691ef020f6f0bacb2ad24f99930479a6
com.google.api.grpc	grpc-google-iam-v1	0.1.17		3f2ab77ee282d481ee52727ed631595bfb8683ec
com.google.api.grpc	grpc-google-iam-v1	0.1.18		4e80525ee4216e76108a492d0c7fa273d79482bc
com.google.api.grpc	grpc-google-iam-v1	0.1.19		c0902cc7dc7d570e65dd51d78dadd74e69857a0d
com.google.api.grpc	grpc-google-iam-v1	0.1.2		2c7c702edbd1ef3d7e5944f6e7ee049f0c9fda3a
com.google.api.grpc	grpc-google-iam-v1	0.1.20		a3dee52477774ac84ec2361f9e4af8722fb490b9
com.google.api.grpc	grpc-google-iam-v1	0.1.21		a20d463b4b33e5d9f981366607d0454bc94b9a4a
com.google.api.grpc	grpc-google-iam-v1	0.1.22		91107fdc3b9a1ec060d090a2765229067451086b
com.google.api.grpc	grpc-google-iam-v1	0.1.23		5900cab33bed467224cb438d3213906b6066bfb5
com.google.api.grpc	grpc-google-iam-v1	0.1.24		b946c737b34dcbe91d57b9b89e5233ef3d399147
com.google.api.grpc	grpc-google-iam-v1	0.1.25		137085d95c0ec12ceee8ba28b5070125777badb4
com.google.api.grpc	grpc-google-iam-v1	0.1.26		e860779f2c8f971adb1821e9fa78379f21cb1ddc
com.google.api.grpc	grpc-google-iam-v1	0.1.27		813ccf0db3ea770b5ab8a0e5d288aa51d41869f5
com.google.api.grpc	grpc-google-iam-v1	0.1.28		8adf115c3dbda733b9aff6cefc306fa20d2d7420
com.google.api.grpc	grpc-google-iam-v1	0.1.29		33c8da321accbf9a1ba0d107301a7c245b012680
com.google.api.grpc	grpc-google-iam-v1	0.1.3		cce8923c6f77921155aa141790e4abc6f3d633dd
com.google.api.grpc	grpc-google-iam-v1	0.1.30		ac7e3084fcd6113b3ee6b7934f8976d53d109e9c
com.google.api.grpc	grpc-google-iam-v1	0.1.4		5a0aa019763e36806648d467688831faa8d467ca
com.google.api.grpc	grpc-google-iam-v1	0.1.5		a85a2c576417671e232bc6d48281f8c8d3821877
com.google.api.grpc	grpc-google-iam-v1	0.1.7		331710aeac49f66c4f08945713fb41b9c7d65eb1
com.google.api.grpc	grpc-google-iam-v1	0.1.8		937eea87d52e290722baed098af203d3c01b5702
com.google.api.grpc	grpc-google-iam-v1	0.1.9		d7991d63dfc57daede096ba1c26771d184f64feb
com.google.api.grpc	grpc-google-iam-v1	0.10.0		b3b4c437ac3b68868d36cc4103b55665f2b6f4fc
com.google.api.grpc	grpc-google-iam-v1	0.11.0		084373c242b74de7f7c2a8c40022200a43aaf5d9
com.google.api.grpc	grpc-google-iam-v1	0.12.0		d103b87903b90aaf14a0a52fe278f2e9c510bff2
com.google.api.grpc	grpc-google-iam-v1	0.13.0		333f10358422c6ce63cfdbac8cf3de7888ff2d01
com.google.api.grpc	grpc-google-iam-v1	0.14.0		2af6752483f7fd39a4254c5bd3f5b8ae290a037c
com.google.api.grpc	grpc-google-iam-v1	0.15.0		f1f608c196c81822b0abceb73649a56a5d188afc
com.google.api.grpc	grpc-google-iam-v1	0.2.0		28fbc853acd243427ade81128c7c632c1a37c6ba
com.google.api.grpc	grpc-google-iam-v1	0.2.1		5ce4d53d502edf641c8651a1b10373349bedfefe
com.google.api.grpc	grpc-google-iam-v1	0.3.0		4236b4ab83ed5175597ffec03caf3b27ffd3027b
com.google.api.grpc	grpc-google-iam-v1	0.4.0		5607930bb420f40b55a77acae7ea2f4cefd51d8c
com.google.api.grpc	grpc-google-iam-v1	0.5.0		fe6d4fcffb1096ab6338a002366b77fe7366ef9f
com.google.api.grpc	grpc-google-iam-v1	0.6.0		589a00fe673266c91d689678a59072ebb01f76f3
com.google.api.grpc	grpc-google-iam-v1	0.7.0		ba7f6b39d72790dc572d93f13c9791fc4e05788a
com.google.api.grpc	grpc-google-iam-v1	0.8.0		7849b3e1f9e73aeecf2b4d959d3de9339291569d
com.google.api.grpc	grpc-google-iam-v1	0.9.0		2d9b44835d95dc1e6320b28a391a23730702fa2e
com.google.api.grpc	grpc-google-iam-v1	1.0.0		4c392764bd50f414fa202c4e47694ff7d4cae9fa
com.google.api.grpc	grpc-google-iam-v1	1.0.1		86f2c87460b10cdf5b6a00ed4f6533d91d28ea89
com.google.api.grpc	grpc-google-iam-v1	1.0.10		ae1e7b0fa9766c85c98f8b68ff6538b4c594c574
com.google.api.grpc	grpc-google-iam-v1	1.0.11		62969f709877cd10fef921bb598e17f3a2d69342
com.google.api.grpc	grpc-google-iam-v1	1.0.12		04c700123743c13e0530454c6e449e31a7d2e1c4
com.google.api.grpc	grpc-google-iam-v1	1.0.13		95e335f045bffc32b5afa5866bf55d12b12ffa28
com.google.api.grpc	grpc-google-iam-v1	1.0.14		852a551a36b1f99af523aa50dcb0901ad70d191d
com.google.api.grpc	grpc-google-iam-v1	1.0.2		d251fdf5171918f81fe1206715c68c9dd26fd18e
com.google.api.grpc	grpc-google-iam-v1	1.0.3		03315b6994cf95fa8ebfd162e016244b3bd12c8f
com.google.api.grpc	grpc-google-iam-v1	1.0.4		c34a38aab327ffefbaed4f8df152cb6fa945725c
com.google.api.grpc	grpc-google-iam-v1	1.0.5		16be0110e7de16bd0561147886511ac019085fbd
com.google.api.grpc	grpc-google-iam-v1	1.0.7		ce7a7691e067845bf62bd43eb012b353ab65a8c3
com.google.api.grpc	grpc-google-iam-v1	1.0.8		1804748989c0b7f33e60fd75a8964587cad6b398
com.google.api.grpc	grpc-google-iam-v1	1.0.9		5d2dba7a743eb3e892b76b444d4a93231e454df3
com.google.api.grpc	grpc-google-iam-v1	1.1.0		02f4413373b3cd55c680a457382d9aa760b96375
com.google.api.grpc	grpc-google-iam-v1	1.1.1		c6abf1ae1df7f9cbd73d9e2be4b841b91f2fd16e
com.google.api.grpc	grpc-google-iam-v1	1.1.2		7385a1cb946127d9187da7dea9135a09cae063aa
com.google.api.grpc	grpc-google-iam-v1	1.1.3		916d7764e66752b2c409dd50802845daa0310b03
com.google.api.grpc	grpc-google-iam-v1	1.1.4		b0c447bb7734058051b4f409d1ea184250c706b9
com.google.api.grpc	grpc-google-iam-v1	1.1.5		9d052f1b6582edb061ea95ba2dfe44448e14b871
com.google.api.grpc	grpc-google-iam-v1	1.1.6		e3e158b08ea37d20f6a78564b61177cfdd2d1517
com.google.api.grpc	grpc-google-iam-v1	1.1.7		30adcad955f35daafbbad5c02f684a0342867996
com.google.api.grpc	grpc-google-iam-v1	1.10.0		fccb54404916869e4b138311bd3f4a955cf9f7dd
com.google.api.grpc	grpc-google-iam-v1	1.11.0		9227703a3adaf0c4f15e7b15438c09f11f0cfb08
com.google.api.grpc	grpc-google-iam-v1	1.12.0		413b973e9b4913cdd9e62cdc94597da79c465505
com.google.api.grpc	grpc-google-iam-v1	1.13.0		ac02a5645fbf330157223fb35b8c595638e78d19
com.google.api.grpc	grpc-google-iam-v1	1.14.0		618587b7536933d40ec93a84b8744305e9251ab9
com.google.api.grpc	grpc-google-iam-v1	1.14.1		bd94c4e93cc8feefc65ff3bcda19943e33ad9f38
com.google.api.grpc	grpc-google-iam-v1	1.15.0		0002676bc98f23b93a0008caf3cb46328ed71b28
com.google.api.grpc	grpc-google-iam-v1	1.16.0		ef64db817f8dc39a7efb3d74b97642616e00df30
com.google.api.grpc	grpc-google-iam-v1	1.17.0		6ea71872c02b500a438f3eaf65193477dccb7ac1
com.google.api.grpc	grpc-google-iam-v1	1.17.1		2b74d5aa776edf406d9d24a941528e108d7b667e
com.google.api.grpc	grpc-google-iam-v1	1.18.0		a19832f413078edb3ef30b455cb8eb7cabce97f5
com.google.api.grpc	grpc-google-iam-v1	1.19.0		eeb11945ca44d50e5a401dac9929f487c7d026cd
com.google.api.grpc	grpc-google-iam-v1	1.2.0		45d6ac9d6f8f40f7871c1be58be8e7ad732ba24f
com.google.api.grpc	grpc-google-iam-v1	1.2.1		65b27d648064d22608ad6d0a099ddcf3e2a3a766
com.google.api.grpc	grpc-google-iam-v1	1.2.10		3a3d2c31c1276cc1f8e5b4a56012f1fcb2f5a370
com.google.api.grpc	grpc-google-iam-v1	1.2.11		7d0733c827e0129cb18b99b6a8fe730e51fe1dc1
com.google.api.grpc	grpc-google-iam-v1	1.2.12		fdf5b02b56f0a6ee95a5dcb8b451ef81232df699
com.google.api.grpc	grpc-google-iam-v1	1.2.2		3be3e24066405856dfda8f8dda166f3719671c04
com.google.api.grpc	grpc-google-iam-v1	1.2.3		c7937946f63cbc28e8c630b1a1b49b12e713653f
com.google.api.grpc	grpc-google-iam-v1	1.2.4		8467d19d2109bbe5ac7aa5d66a8e99645ce6b0e3
com.google.api.grpc	grpc-google-iam-v1	1.2.5		7a4804a897163f2479db5de3020be34c67a2a7a8
com.google.api.grpc	grpc-google-iam-v1	1.2.6		17404d6ce2b5a62dcfc0e1e388d1d9c15c662ce6
com.google.api.grpc	grpc-google-iam-v1	1.2.7		385b663996fb3f51dbb23b97414e31ee9fadf73d
com.google.api.grpc	grpc-google-iam-v1	1.2.8		85e7ee26cff6c427ac13b3187b7bd13297bc6d03
com.google.api.grpc	grpc-google-iam-v1	1.2.9		e7b5b5aa6c9005dce9fd40c97015caf91da137fc
com.google.api.grpc	grpc-google-iam-v1	1.20.0		1e655efd732d32bb2f47c6d2921a6ca7bf357b55
com.google.api.grpc	grpc-google-iam-v1	1.20.1		63eefc7f996e5879552b70cf5df0c84ca44e3e7a
com.google.api.grpc	grpc-google-iam-v1	1.21.0		ce2c978713e1b7a29d5ad41db314f82f7cf9b1d0
com.google.api.grpc	grpc-google-iam-v1	1.22.0		592d7ff1cb0a5c9091573eae12e61eda3825e7f7
com.google.api.grpc	grpc-google-iam-v1	1.23.0		40146a4951dd0304dbcbe9a25b33890d2ef2fd7b
