au.id.tmm.tmm-utils	tmm-utils-circe_3	0.10.0		fad908dbb577778b21ed9efbf7202a8a5e228f11
com.cognitect.aws	polly	822.2.1122.0		c45eb6a54e5d6ff5504664e1358a26e75e0368ce
com.cognitect.aws	polly	822.2.1171.0		5942076b87199e048a54a8835e325cb685e7b1ed
com.cognitect.aws	polly	822.2.1193.0		7530d19a95ac0bf89e61dd369fdc2a03a78b0fc2
com.cognitect.aws	polly	825.2.1233.0		3f0a298c94e889f8b1c9f9dd1dd0ac05f01c7a38
com.cognitect.aws	polly	825.2.1250.0		a3ae1bbaf63101ac522c0ff21048280e7ab1adbc
com.cognitect.aws	polly	825.2.1262.0		b06b397123a245a63f77769c6b02c39562b83350
com.cognitect.aws	polly	825.2.1268.0		dd05c27a13b2dc29b92b029713850ab361fa2440
com.cognitect.aws	polly	835.2.1307.0		4f9682550ebb4d5a0ff7ce4d09f495ac5909e892
com.cognitect.aws	polly	836.2.1323.0		e272926419dae825df85db498404c574b05a9a6c
com.cognitect.aws	polly	847.2.1365.0		2ded2b33ac263948ae9b862ab2b4cc1e1a0c76d6
com.cognitect.aws	polly	847.2.1387.0		31e3a85f327cb13f248390bc2c6cb40c4779556b
com.cognitect.aws	polly	857.2.1574.0		4a7612600b7070a3be99987fd0cf2ea2da805f7d
com.cognitect.aws	polly	869.2.1616.0		94007fa7fab07110bac58254a079d2401436276c
com.cognitect.aws	polly	869.2.1687.0		85271e6806d485229ce536f78914453f0cd58ae5
com.cognitect.aws	polly	871.2.29.35		58a4d5122ea3d69c488a0c95a45362c53eb98c00
com.cognitect.aws	polly	871.2.30.22		cb0bbb30f7f0f26d2bb7fb991e2eb9a03b483809
com.cognitect.aws	polly	871.2.31.23		4aaeeff7ee3128763ef4614769da5cf166f81107
com.datadoghq	dd-java-agent-ittests	0.0.2		29298094fa4405875bdd4885d5a3ec3de76a9fd1
com.datadoghq	dd-java-agent-ittests	0.0.3		480f82eaa2fde5d0e4e344ecbe274331bb8e6727
com.datadoghq	dd-java-agent-ittests	0.0.4		c5ae21c8579b6ddd4bda591e4d8386c0de840d0f
com.datadoghq	dd-java-agent-ittests	0.0.5		a8c719ddfa350e875e8848fef3f32549f221944d
com.datadoghq	dd-java-agent-ittests	0.0.6		9aac78578c017f125efd9cd89237b4563325d4ea
com.datadoghq	dd-java-agent-ittests	0.0.7		7deed885de64249ba5148e2f7c9b74153ff02649
com.datadoghq	dd-java-agent-ittests	0.1.0		315c34f51002a40dbaa68fbad72ec00e97121fed
com.datadoghq	dd-java-agent-ittests	0.1.1		65844345b08403267bc4a7760638fc3d3d685873
com.datomic	io-stats	1.0.10		8a79e0bf1a7b10b745d1cdc274bdafb2d0644df4
com.datomic	io-stats	1.0.11		127eb1a7963e1e9dc64c6e9edd8fab35d93d0d50
com.datomic	io-stats	1.0.12		74ae459e0eddac7bbda7db4f1ba1b43547cbcc20
com.datomic	io-stats	1.0.14		fbcb8a6a7dd281a7a257f00b37f8d2f8a328cd95
com.datomic	io-stats	1.0.9		ff0626083cf744607173166f64dcb97f84c05381
com.eed3si9n	gigahorse-github_2.10	gigahorse0.1.1_0.1.0		ebf3751de8d4d52ff0c70f107b200e22a5998c2e
com.eed3si9n	gigahorse-github_2.10	gigahorse0.3.1_0.2.0		2cc163f3eee1ecc228ef34cb81ed25b9fbaad06e
com.ekino.oss.spring	spring-recaptcha	1.0.0		7bcd0329e7b3a33aded4ee1e75930684ba10015f
com.ensody.reactivestate	reactivestate-android-test-watchosdevicearm64	6.0.0-preview.8		N/A
com.ensody.reactivestate	reactivestate-android-test-watchosdevicearm64	6.0.0-preview.8	metadata	fa16dfd20a9ce38bc952f8ba4296a5031b43c333
com.ensody.reactivestate	reactivestate-android-test-watchosdevicearm64	6.0.0-preview.9		N/A
com.ensody.reactivestate	reactivestate-android-test-watchosdevicearm64	6.0.0-preview.9	metadata	ecec00c7ad03e1d4ff369a8ab9d73c66346ff8a0
com.fresco-kitchenos	kitchenos-client-sdk.kos-cooking-session	0.0.2		b0d192987bdaab487b42aa309b1138c43c0e8de2
com.frybits.rx.preferences	livedata	1.0.0		N/A
com.frybits.rx.preferences	livedata	1.1.0		N/A
com.frybits.rx.preferences	livedata	2.0.0		N/A
com.frybits.rx.preferences	livedata	2.0.1		N/A
com.github.alorma.compose-settings	ui-tiles-js	2.1.0		N/A
com.github.alorma.compose-settings	ui-tiles-js	2.10.0		N/A
com.github.alorma.compose-settings	ui-tiles-js	2.2.0		N/A
com.github.alorma.compose-settings	ui-tiles-js	2.3.0		N/A
com.github.alorma.compose-settings	ui-tiles-js	2.4.0		N/A
com.github.alorma.compose-settings	ui-tiles-js	2.5.0		N/A
com.github.alorma.compose-settings	ui-tiles-js	2.6.0		N/A
com.github.alorma.compose-settings	ui-tiles-js	2.8.0		N/A
com.github.alorma.compose-settings	ui-tiles-js	2.9.0		N/A
com.github.seratch	hackernews4s_2.10	0.0		ba812cc6d95c05dda06217645d7a6efe41ab3ca6
com.github.seratch	hackernews4s_2.10	0.1		141373b45a3921610637cfe7bee71c60cef5a542
com.github.seratch	hackernews4s_2.10	0.2		a8f72b4dc52fe4ff4dbd0385cabf11e33113b202
com.github.seratch	hackernews4s_2.10	0.3		abcc864f4dbd140e18169cab0b4620dc4464266b
com.github.seratch	hackernews4s_2.10	0.4		d3dd346e7d10a0f99477fc92a80d036915923753
com.github.seratch	hackernews4s_2.10	0.4.1		168d66ae40a5e9ed7bbfa9c9b6b7abe2afd198b8
com.github.seratch	hackernews4s_2.10	0.5.0		c556e71d3c85e1cf5f9fd9426d00007e16d25c05
com.github.seratch	hackernews4s_2.10	0.6.0		62896b16252f5731509e0195a8ca3b12b61e3597
com.github.seratch	hackernews4s_2.10	0.6.1		ff0061f862965bc38940c49aa8b57a8c94587b7a
com.github.stevecrox	boostrap-skin-all-options	0.9.11		f0d4153ed8fbdd2d28c73f0cc3da5f25abba445c
com.gojek.courier	adaptive-keep-alive	0.0.1		N/A
com.gojek.courier	adaptive-keep-alive	0.0.2		N/A
com.gojek.courier	adaptive-keep-alive	0.0.3		N/A
com.gojek.courier	adaptive-keep-alive	0.0.4		N/A
com.gojek.courier	adaptive-keep-alive	0.0.5		N/A
com.gojek.courier	adaptive-keep-alive	0.0.6		N/A
com.gojek.courier	adaptive-keep-alive	0.0.7		N/A
com.gojek.courier	adaptive-keep-alive	0.0.8		N/A
com.gojek.courier	adaptive-keep-alive	0.0.9		N/A
com.gojek.courier	adaptive-keep-alive	0.1.0		N/A
com.gojek.courier	adaptive-keep-alive	0.1.1		N/A
com.gojek.courier	adaptive-keep-alive	0.1.2		N/A
com.gojek.courier	adaptive-keep-alive	0.1.3		N/A
com.gojek.courier	adaptive-keep-alive	0.1.4		N/A
com.gojek.courier	adaptive-keep-alive	0.1.5		N/A
com.gojek.courier	adaptive-keep-alive	0.1.6		N/A
com.gojek.courier	adaptive-keep-alive	0.1.7		N/A
com.gojek.courier	adaptive-keep-alive	0.1.8		N/A
com.gojek.courier	adaptive-keep-alive	0.1.9		N/A
com.gojek.courier	adaptive-keep-alive	0.2.0		N/A
com.gojek.courier	adaptive-keep-alive	0.2.1		N/A
com.gojek.courier	adaptive-keep-alive	0.2.2		N/A
com.gojek.courier	adaptive-keep-alive	0.2.3		N/A
com.gojek.courier	adaptive-keep-alive	0.2.4		N/A
com.gojek.courier	adaptive-keep-alive	0.2.5		N/A
com.gojek.courier	adaptive-keep-alive	0.2.6		N/A
com.gojek.courier	adaptive-keep-alive	0.2.7		N/A
com.gojek.courier	adaptive-keep-alive	0.2.8		N/A
com.gojek.courier	adaptive-keep-alive	0.2.9		N/A
com.gojek.courier	adaptive-keep-alive	0.3.0		N/A
com.gojek.courier	adaptive-keep-alive	0.3.1		N/A
com.isuwang	dapeng-api-doc	1.1.0		93cafaf170dfa7b225a21fae13496ef486102698
com.liferay.workspace	com.liferay.ticket.workspace	20231017.1700		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231024.2216		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231102.0315		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231108.1327		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231108.1457		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231115.1308		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231115.2217		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231116.1424		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231116.2404		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231119.2314		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231122.1834		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231202.1425		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231204.1115		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231208.2331		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231215.2426		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231220.2042		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231221.0813		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231224.1556		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20231224.1834		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240106.1638		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240107.1156		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240110.2051		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240122.0632		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240126.1217		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240315.1235		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240318.1503		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240327.0629		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240328.0554		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240328.1729		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240403.0402		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240405.0752		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240412.1050		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240424.2106		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240503.1108		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20240520.2257		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20250422.0206		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20250429.1733		N/A
com.liferay.workspace	com.liferay.ticket.workspace	20250501.1539		N/A
com.lightbend.akka	akka-stream-alpakka-cassandra_2.13.0-M5	1.0-M3		b6eabf5ddc3ddf377cf21d983790e8b5eb788a4e
com.lightbend.akka	akka-stream-alpakka-cassandra_2.13.0-M5	1.0-RC1		10f75ab80e9ccfb67f30b5d961c3c41b73558f06
com.lightbend.akka	akka-stream-alpakka-cassandra_2.13.0-M5	1.0.0		627f4f2c3e073c041b153eed7cdc07a6c004a610
com.lightbend.akka	akka-stream-alpakka-cassandra_2.13.0-M5	1.0.1		ef9003fb34882a9899ec382a2014bdc6da7c47f8
com.lightbend.akka	akka-stream-alpakka-cassandra_2.13.0-M5	1.0.2		f92eb9bccd0adcb35b02a5d877f57b001cf41faa
com.lihaoyi	geny_sjs0.6_2.10	0.1.0		4228bb93d163f5c44308f96553b2ee066a3f949d
com.lihaoyi	geny_sjs0.6_2.10	0.1.1		3c505798cc17df012c37e0fce7f05426819f5e1b
com.lihaoyi	geny_sjs0.6_2.10	0.1.2		971aec84509c003941b75ad8de50f0aa26c9df1a
com.lihaoyi	geny_sjs0.6_2.10	0.1.3		3ff9b14e6b9988d83f53116935027a56fa4ce76c
com.lihaoyi	geny_sjs0.6_2.10	0.1.4		bd7c10db79a77c7cc0921257c9588be980355c71
com.luhonghai	litedb	1.0.6		N/A
com.luhonghai	litedb	1.1.1		N/A
com.luhonghai	litedb	1.1.2		N/A
com.luhonghai	litedb	1.1.9		N/A
com.netease.nim	camellia-feign	1.0.52		3a7c8839aa05292994a598425f2855dbce4c7c4a
com.netease.nim	camellia-feign	1.0.53		f4d9cabc56c95c4afcb01f08447165adba20dcf6
com.netease.nim	camellia-feign	1.0.54		1334db1a7db04f487149308b45d223b632000f6b
com.netease.nim	camellia-feign	1.0.55		f650b98c32b640b2c1fb3d76386c21b22d9c59b6
com.netease.nim	camellia-feign	1.0.56		18554b55481716de744f167d6c740a2c13989037
com.netease.nim	camellia-feign	1.0.57		893c7f3494406631a44a3e27268312aa95b641df
com.netease.nim	camellia-feign	1.0.58		1ca700bd8c42ccc2ef1227990ba46b20f8dbdb66
com.netease.nim	camellia-feign	1.0.59		2d15ac440b62e4cd0f30bb1fcf37a274fe23614e
com.netease.nim	camellia-feign	1.0.60		78fcac29b641ce245d1ae7a05d1af6e32b55d38f
com.netease.nim	camellia-feign	1.0.61		5e4ad7a70bf65833cae91ba0851b9a27e29901a8
com.netease.nim	camellia-feign	1.1.0		c1f56e8c8b3bb0ead33ba968c2563781be33b68d
com.netease.nim	camellia-feign	1.1.1		56194533d5004ef469c9947695fa293df2660807
com.netease.nim	camellia-feign	1.1.10		5fee2753d4ea922b17dd3881cffde8cd23df9105
com.netease.nim	camellia-feign	1.1.11		9db852990576c0c70b0e02cd02a0850ebd8f16b7
com.netease.nim	camellia-feign	1.1.12		4d732e373caaa14c08eb3b6ce6b79f0fff33ea57
com.netease.nim	camellia-feign	1.1.13		5f9fb8a931585644b1875f02b83ecfbe08d2fd23
com.netease.nim	camellia-feign	1.1.14		c661a65ac92a07b26b3e1deab67a4216d4845e5a
com.netease.nim	camellia-feign	1.1.2		538d03f703239ceb73c83dfc0529a7aa195c703a
com.netease.nim	camellia-feign	1.1.3		06a52e445a0f87a26dd735e2facd57ac139f1862
com.netease.nim	camellia-feign	1.1.4		a194e7f24e3fe130a107f86ba1bf3760450b6429
com.netease.nim	camellia-feign	1.1.5		812a85227c6f4307f8661a33c1f1e4d84e2cbfd4
com.netease.nim	camellia-feign	1.1.6		c7bab307703697466b38d7dea87df324f69e916d
com.netease.nim	camellia-feign	1.1.7		d65d920b7abd865a5d202d72ef6319b34179771f
com.netease.nim	camellia-feign	1.1.8		edee6467cb04d72de7092451e8366abfbab1de05
com.netease.nim	camellia-feign	1.1.9		fffc60cfe94babff0e4f5754f83ad5447bbeceed
com.netease.nim	camellia-feign	1.2.0		2f662ddfe5230546f5d12c4b2971cd957e3f50b5
com.netease.nim	camellia-feign	1.2.1		649597ca62319d3b9d3bc4a7fad383441c83761c
com.netease.nim	camellia-feign	1.2.10		2fb058f5a6c2daa5cd9350d759e44c4fd4f1bbd1
com.netease.nim	camellia-feign	1.2.11		4b755bff803123e12feb69f5a0eb9654243f4ea4
com.netease.nim	camellia-feign	1.2.12		9ce91ec8c7d1603117c746a1d86b7209d068ae7a
com.netease.nim	camellia-feign	1.2.13		26fced6ac4e10f77f336d53c54d28c89929a6391
com.netease.nim	camellia-feign	1.2.14		ef3173ce522fd4a2f3ddc05f197410362543300a
com.netease.nim	camellia-feign	1.2.15		9b99f734cda083e168be78cbda26322e10a086a7
com.netease.nim	camellia-feign	1.2.16		c3293305673fbf9060d83e79b1911d08d42c5ce1
com.netease.nim	camellia-feign	1.2.17		46828ac0e2b2dbabcf9987b5882ea2bf2bf36a64
com.netease.nim	camellia-feign	1.2.18		a66433902d71d80281e5a98d99799e1ccee6911a
com.netease.nim	camellia-feign	1.2.19		d416322b3c95a21242f8130992dcd63ac2cf8987
com.netease.nim	camellia-feign	1.2.2		fd81efa8e288f74a1e5e9d43934c9aea8f9afc42
com.netease.nim	camellia-feign	1.2.20		b33197857dd3576f2d70e1b01f8ddad3096557be
com.netease.nim	camellia-feign	1.2.21		b267c841989cde8a2069b5735652ea78ef4a3419
com.netease.nim	camellia-feign	1.2.22		62b82c442669029361b10af5da7944dee28ce654
com.netease.nim	camellia-feign	1.2.23		7d7243f498147857573705ee55e073efb3ba7911
com.netease.nim	camellia-feign	1.2.24		0513f82bbed8521b33bbab7ed8a470cff5d9fe17
com.netease.nim	camellia-feign	1.2.25		98a3c91ca4c9377ff43a1d2b6909c4c91bc97814
com.netease.nim	camellia-feign	1.2.26		48a8d8630ad00109a4546fe660a61126e840f5a5
com.netease.nim	camellia-feign	1.2.27		3a709760c4ab48bedd3fd93232c9230c036c94eb
com.netease.nim	camellia-feign	1.2.28		5fcef5c6961420d183e8fb5105166d77933a0ab5
com.netease.nim	camellia-feign	1.2.29		c76348a55bbc4f1748c27bc5048fe21b1f4843fe
com.netease.nim	camellia-feign	1.2.3		35e3029949edc03d58bfa8aab43bc8fea1c10c1c
com.netease.nim	camellia-feign	1.2.30		357bc78a0eb72956b2a36ac71bfcec1e52c0a949
com.netease.nim	camellia-feign	1.2.4		b2e22d96bc26d1cf96753a10b7f8af1fdfd338f3
com.netease.nim	camellia-feign	1.2.5		aa60de85d27487e26ef6839b9eaacf17c9907f68
com.netease.nim	camellia-feign	1.2.6		41a0fa1ea98ad7a5022141bb704ef9d2d6185a5c
com.netease.nim	camellia-feign	1.2.7		2189cf654bb4ad89bd153e0e5718cfa68e9731a7
com.netease.nim	camellia-feign	1.2.8		f4ee65aa4c213acb344fff763ad3d0fec4131d01
com.netease.nim	camellia-feign	1.2.9		69c49c173c5a2d965c382ce9c015c908c846b6a3
com.netease.nim	camellia-feign	1.3.0		30701f1cfeda07aeeaad895f2ad9a3314c0b6735
com.netease.nim	camellia-feign	1.3.1		0c2f1bfd62c6a0cf16fde9b28374d47c4a43a724
com.netease.nim	camellia-feign	1.3.2		c57f7879b140899c665da9e21e1671e7015b7f7b
com.netease.nim	camellia-feign	1.3.3		4520a4932441d21fc9d49c187aab49aaf3955a13
com.netease.nim	camellia-feign	1.3.4		e30cd1f04d1cca94d883168faa1b5c5a0368c71d
com.netease.nim	camellia-feign	1.3.5		c3e4f2778313ec7a7893b944d96336bd8a707147
com.nvidia	xgboost4j-spark_3.0	1.0.0-0.1.0		0f5ffc1f07945fe6617c9e0dfce09bb8a7169a92
com.nvidia	xgboost4j-spark_3.0	1.0.0-0.2.0		d8957f5e5eebd72ec5eb971cc2704ce3e13a0994
com.nvidia	xgboost4j-spark_3.0	1.2.0-0.1.0		2aaa4d668f96d155d8d6e03ae0e8625cab598f92
com.nvidia	xgboost4j-spark_3.0	1.3.0-0.1.0		c19f8a4a7fe5e9c8cebca89830f4d7afc90bc357
com.nvidia	xgboost4j-spark_3.0	1.4.2-0.1.0		08a7c6ead8483c7e0743798ce3ec92d5c84261af
com.nvidia	xgboost4j-spark_3.0	1.4.2-0.2.0		fe2754d315048a0cdfc651ce7d1a319f33f135f3
com.nvidia	xgboost4j-spark_3.0	1.4.2-0.3.0		cfe49c41ac8e24a7e901cd9c330e13956e2e8946
com.oviva.telematik	epa4all-rest-service	0.0.4		67fc9a19cf3c70ba498005f3093dfe17439a5659
com.oviva.telematik	epa4all-rest-service	0.0.5		831e9bb595fbbc880d1466630a29c068cdda5b55
com.oviva.telematik	epa4all-rest-service	0.0.7		5643d2ebf7ff011255effa3c23066fd748a7a594
com.shazam	axmlparser	1.0		45f4debaca3fc1cb2c70228a3316f1f2424303d1
com.squareup.workflow	workflow-ui-backstack-common-jvm	0.23.0		536e592d143b121fe7e8c3019ddcc428a41d5ebc
com.squareup.workflow	workflow-ui-backstack-common-jvm	0.23.2		f04a121d7fe41e3eb3b7bc89a9210d83bbc3ef7e
com.squareup.workflow	workflow-ui-backstack-common-jvm	0.26.0		1fa0644b05724062d32e4f40d814be58e1e9fe1a
com.squareup.workflow	workflow-ui-backstack-common-jvm	0.27.1		49cd5fb694a34a66d69433efa2611ba36530e6d7
com.squareup.workflow	workflow-ui-backstack-common-jvm	0.28.0		a85f61564550431e1c37be31881bd54a68cf9bdf
com.squareup.workflow	workflow-ui-backstack-common-jvm	1.0.0-alpha.1		1f61e86635bd6393e2ee9fcd07ef4fa998e51abf
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.10		bd10f40a765cf19a2bbf56921bc92db6d4cdf00f
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.10-b01		42f268400229c489616b745acf8730d176abb3d2
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.10-b02		655ac08d59ea730b96a8a5693d206bca4a88ff24
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.10-b03		65cef50d5fcbc6bdfa7b5d149408e81b87df1d34
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.10-b04		14d910adf09ee6e10f299ac9d6a447c7acac74a3
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.10-b05		8db28176e924d0f9ed6112accddd3efadfc996c1
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.11		72b803ec64fea7f8c323bd37b40a517f445c45c3
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.11-b01		cb2de33e767ce0d1f26399aa14e4e5089c7865d7
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.11-b02		4673f1c35483deed4c150283cd45ed40d6c1c54d
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.11-b03		47c60cc8757c51470d5b3ef6671036574d9f9304
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.11-b04		0adcb89e58829984d1200dc414f4f4dc4234a328
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.11.1		433d4941d4c1dbec58f2679a28bc8f000f2ddc46
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.11.2		d46bb2c2e7da19d3e93dfb0fe52532b10e08d457
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.12		8d45ed2d29e29420d7cce098ea5a0324b9841db9
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.12-b01		a6988e1633f12e727e3bb6b1cf2c72f725e6473f
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.13		1be098c6d61bfbaf37d86bdc7ae1b335742cb75a
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.13-b01		fa9fc78a90613e1868a4bb9179e502ba91d4ec99
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.14		61699e42e57c85dfa6c6d66c4e76ef4ad6b3b496
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.15		085c2cf182740d476550f7dffdb407f738327c16
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.16		fff1f2364028b29b7ecf66e995fe508957c5338a
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.17		f45c34c90bf511404a3406f0036589d3a8d837d5
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.17.1		9a3c0efdc68b69cbe8a3298e77d5e8a6631602ea
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.18		1aa9419b9193c20e1864d7c50aa9875132be6afc
