ch.nexsol-tech.spring	spring-build	1.0.0		N/A
com.ibm.cloud	platform-services	0.18.11		N/A
com.ibm.cloud	platform-services	0.18.12		N/A
com.ibm.cloud	platform-services	0.18.13		N/A
com.ibm.cloud	platform-services	0.18.14		N/A
com.ibm.cloud	platform-services	0.18.15		N/A
com.ibm.cloud	platform-services	0.18.4		N/A
com.ibm.cloud	platform-services	0.18.5		N/A
com.ibm.cloud	platform-services	0.18.6		N/A
com.ibm.cloud	platform-services	0.18.7		N/A
com.ibm.cloud	platform-services	0.18.8		N/A
com.ibm.cloud	platform-services	0.19.0		N/A
com.ibm.cloud	platform-services	0.19.1		N/A
com.ibm.cloud	platform-services	0.19.2		N/A
com.ibm.cloud	platform-services	0.20.0		N/A
com.ibm.cloud	platform-services	0.20.1		N/A
com.ibm.cloud	platform-services	0.21.0		N/A
com.ibm.cloud	platform-services	0.21.1		N/A
com.ibm.cloud	platform-services	0.22.0		N/A
com.ibm.cloud	platform-services	0.22.1		N/A
com.ibm.cloud	platform-services	0.22.2		N/A
com.ibm.cloud	platform-services	0.22.3		N/A
com.ibm.cloud	platform-services	0.22.4		N/A
com.ibm.cloud	platform-services	0.22.5		N/A
com.ibm.cloud	platform-services	0.22.6		N/A
com.ibm.cloud	platform-services	0.22.7		N/A
com.ibm.cloud	platform-services	0.22.8		N/A
com.ibm.cloud	platform-services	0.22.9		N/A
com.ibm.cloud	platform-services	0.23.0		N/A
com.ibm.cloud	platform-services	0.24.0		N/A
com.ibm.cloud	platform-services	0.24.1		N/A
com.ibm.cloud	platform-services	0.24.2		N/A
com.ibm.cloud	platform-services	0.24.3		N/A
com.ibm.cloud	platform-services	0.24.4		N/A
com.ibm.cloud	platform-services	0.25.0		N/A
com.ibm.cloud	platform-services	0.26.0		N/A
com.ibm.cloud	platform-services	0.26.1		N/A
com.ibm.cloud	platform-services	0.26.2		N/A
com.ibm.cloud	platform-services	0.26.3		N/A
com.ibm.cloud	platform-services	0.27.0		N/A
com.ibm.cloud	platform-services	0.27.1		N/A
com.ibm.cloud	platform-services	0.27.2		N/A
com.ibm.cloud	platform-services	0.27.3		N/A
com.ibm.cloud	platform-services	0.27.4		N/A
com.ibm.cloud	platform-services	0.28.0		N/A
com.ibm.cloud	platform-services	0.29.0		N/A
com.ibm.cloud	platform-services	0.29.1		N/A
com.ibm.cloud	platform-services	0.29.2		N/A
com.ibm.cloud	platform-services	0.29.3		N/A
com.ibm.cloud	platform-services	0.30.1		N/A
com.ibm.cloud	platform-services	0.30.2		N/A
com.ibm.cloud	platform-services	0.31.0		N/A
com.ibm.cloud	platform-services	0.31.1		N/A
com.ibm.cloud	platform-services	0.32.0		N/A
com.ibm.cloud	platform-services	0.33.0		N/A
com.ibm.cloud	platform-services	0.33.1		N/A
com.ibm.cloud	platform-services	0.33.2		N/A
com.ibm.cloud	platform-services	0.34.0		N/A
com.ibm.cloud	platform-services	0.35.0		N/A
com.ibm.cloud	platform-services	0.36.0		N/A
com.ibm.cloud	platform-services	0.37.0		N/A
com.ibm.cloud	platform-services	0.37.1		N/A
com.ibm.cloud	platform-services	0.38.0		N/A
com.ibm.cloud	platform-services	0.39.0		N/A
com.ibm.cloud	platform-services	0.39.1		N/A
com.ibm.cloud	platform-services	0.4.2-RC1		N/A
com.ibm.cloud	platform-services	0.40.0		N/A
com.ibm.cloud	platform-services	0.40.1		N/A
com.ibm.cloud	platform-services	0.42.0		N/A
com.ibm.cloud	platform-services	0.42.1		N/A
com.ibm.cloud	platform-services	0.43.0		N/A
com.ibm.cloud	platform-services	0.43.1		N/A
com.ibm.cloud	platform-services	0.44.2		N/A
com.ibm.cloud	platform-services	0.45.0		N/A
com.ibm.cloud	platform-services	0.45.1		N/A
com.ibm.cloud	platform-services	0.46.0		N/A
com.ibm.cloud	platform-services	0.46.1		N/A
com.ibm.cloud	platform-services	0.47.0		N/A
com.ibm.cloud	platform-services	0.48.0		N/A
com.ibm.cloud	platform-services	0.48.1		N/A
com.ibm.cloud	platform-services	0.48.2		N/A
com.ibm.cloud	platform-services	0.49.0		N/A
com.ibm.cloud	platform-services	0.50.0		N/A
com.ibm.cloud	platform-services	0.50.1		N/A
com.ibm.cloud	platform-services	0.50.2		N/A
com.ibm.cloud	platform-services	0.51.0		N/A
com.ibm.cloud	platform-services	0.52.0		N/A
com.ibm.cloud	platform-services	0.53.0		N/A
com.ibm.cloud	platform-services	0.53.1		N/A
com.ibm.cloud	platform-services	0.53.2		N/A
com.ibm.cloud	platform-services	0.53.3		N/A
com.ibm.cloud	platform-services	0.53.4		N/A
com.ibm.cloud	platform-services	0.53.5		N/A
com.ibm.cloud	platform-services	0.53.6		N/A
com.ibm.cloud	platform-services	0.54.0		N/A
com.ibm.cloud	platform-services	0.54.1		N/A
com.ibm.cloud	platform-services	0.54.2		N/A
com.ibm.cloud	platform-services	0.55.0		N/A
com.ibm.cloud	platform-services	0.56.0		N/A
com.ibm.cloud	platform-services	0.57.0		N/A
com.ibm.cloud	platform-services	0.57.1		N/A
com.ibm.cloud	platform-services	0.58.0		N/A
com.ibm.cloud	platform-services	0.58.1		N/A
com.ibm.cloud	platform-services	0.58.2		N/A
com.ibm.cloud	platform-services	0.59.0		N/A
com.ibm.cloud	platform-services	0.6.0		N/A
com.ibm.cloud	platform-services	0.60.0		N/A
com.ibm.cloud	platform-services	0.60.2		N/A
com.ibm.cloud	platform-services	0.61.0		N/A
com.ibm.cloud	platform-services	0.61.1		N/A
com.ibm.cloud	platform-services	0.62.0		N/A
com.ibm.cloud	platform-services	0.63.0		N/A
com.ibm.cloud	platform-services	0.63.1		N/A
com.ibm.cloud	platform-services	0.64.0		N/A
com.ibm.cloud	platform-services	0.7.0		N/A
com.ibm.cloud	platform-services	0.8.0		N/A
com.ibm.cloud	platform-services	0.9.0		N/A
com.ibm.cloud	platform-services	0.9.1		N/A
com.isxcode.acorn	acorn-common	0.0.1		cd841b51df0277f528b910a40d493002afc785f8
com.isxcode.acorn	acorn-common	1.0.0		c896dca616dcf66e5bbfd3e9e906f7ecf47a889e
com.isxcode.acorn	acorn-common	1.1.0		63426d08c828767a8281916965497be54b47f3fb
com.isxcode.acorn	acorn-common	1.1.2		143c1774723f656f8c355f6b9062e0bfc02691cd
com.ixortalk	ixortalk-user-registration-ui	0.0.1		8338db26ade40bf8af5495ff414e7d9db6560161
com.ixortalk	ixortalk-user-registration-ui	0.0.2		bc1ab6f3b361285918a10b06c24af12bf46af6f7
com.ixortalk	ixortalk-user-registration-ui	0.0.3		66756765448818c52505a1ad682968b992c07906
com.ixortalk	ixortalk-user-registration-ui	0.0.4		1af92e6e5b8620adad896740e98949e4f462bbdf
com.ixortalk	ixortalk-user-registration-ui	0.0.5		5faf8ae033fc4b1ce248e202a64b63a3e1f4f12b
com.ixortalk	ixortalk-user-registration-ui	0.0.6		8ea62e81621dda977a9650e1dd4b7fe4bc1eb499
com.ixortalk	ixortalk-user-registration-ui	0.0.7		714c0cfe84bf8ac85f29cba9048d5b0160315372
com.ixortalk	ixortalk-user-registration-ui	0.1.0		2716ade8ac823d8e915de2a78e1dd7bee56acf8b
com.ixortalk	ixortalk-user-registration-ui	0.1.1		e6bec1d006866910eed20227a88e88d1bda081c7
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.0		f469db6d9ccc32fe5d094a2b228c9ade6803a2eb
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.1		75a3316748e360f898e7f7574d8bd3f61396ae94
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.10		064e8976c5e5059985e392cc5e05076655232599
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.11		14a6c3ef1c76cc36d53375408be37e11dfe19165
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.12		60c1f39e877f43c85430c9a1be3ac00ca02fb8d2
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.13		65f2a2fa4c46d1d20441b2a2487548954895fafb
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.14		397020cc94ab8980250636b2bfa72c08e6b01eb9
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.15		87fc47a9a1b825b734f8c60c5654b35579bb5253
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.16		c3cd85298e1c03ec716c9f8e21738ded5af8143b
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.17		5a448a2f9eb8066e4282e0fdfdccc754e12cf8b2
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.18		a9040fa40e3afac22aad86795cac5512dfaa2d27
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.19		4297e35ccb78dc075ae2528434382a2ad8c2bb1a
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.2		de29e42378b18ad09f611b0084fcae951a6cf0ce
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.20		f6bc829a36846d7edf47d8b84a585857b48303cc
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.21		47f9cb44c97205a6d0393a23cbc12aa7d6a1eb61
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.22		9294fd1efc717b544718a794ccf3dfcaea9b5881
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.23		d383210093eb293d650efd1a05d046d5f2f9cdf8
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.24		45c7aa5d20cf41972b8df131e96823fa2d834a55
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.25		4fa9425566f74cd08b6cd55973f863582aef488a
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.26		f1b59376b5b5ca87233a384e0facd955cc252bff
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.27		929f6bc2a65787d4ce82488e9d1959f68c897119
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.3		2b9c1b2c98c6c899cc308a57fbcee4af7a2fc50e
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.4		111b4298fa1b11e0795941e0e552ebcbf7f8414b
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.5		8f9f7189586e6cf05bc8cb5f6212e9eec090c9b3
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.6		6ccdb5fab8af561d76485696644a96e19313aabf
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.7		c8fc5703958474e75c8f0bd6bfae8c65e8682350
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.8		7de8d961b2e511daa244b39f1af28110a5c36129
com.liferay	com.liferay.portal.security.sso.ntlm.api	1.0.9		8c3cdca3016b69f06a2bddecc599870386eb522e
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.0		cccc3e279ce8c65dec9da90a7e0035115dc42926
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.1		8de84922e71b6d7ce8366c1040c09409603d69e5
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.10		cd39c658867b2824898322cafec1ba36b818c9e4
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.11		ab8eb9fa0a2c2baa793c7b00b5c8ba9a3dfa6b46
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.12		35c4608493772673d21c2e294f676c6c9cc13f36
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.13		7426b2df3f988ba4d56d09556b48155dc179ca41
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.14		8a1e0a7ea23781432bf8622ce66c249356870c6a
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.15		d092a7ef0cd9f6c71fa98ac4c8556439315fde2d
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.16		a5ec5435b2cbdb71a217e2e1acd117d6ab781c09
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.17		8b4d995def60b4aa08964be84e60efc69d6b9b04
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.18		a218f6433725fe85280e9359d2551466fc97e409
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.19		b3f9e995eb3216ccff7366050ce8312cec2b6d3f
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.2		29d45f3af0823b0c826996e862dd358d346391d5
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.20		7a96802f1e693b1c8e55266249cc079fa2570f36
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.21		df8ca9e676fd5d356e596812eb1a1ed33c0f5727
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.22		05aee0fc6688cbc6d542b87b0fef7ee105043702
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.3		328f90387d158105013ad766b23b9a91f709731c
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.4		33e99c8cd107801609a5fcf62c3c2ce00a29f0e9
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.5		2ece8dd7892d42d37059f3c95321ba51bedf7bef
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.6		4016df3b062089a62109fc7d06c6b92fdbfa87fd
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.7		6801e4ec391bb212a4eaa1d249b475b5a858adce
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.8		9254bf122c94c6a20ae8d51eae0bbf33a423efa9
com.liferay	com.liferay.portal.security.sso.ntlm.api	2.0.9		2b6fd904b91b4bb786ba776e1d7744a5d4d29516
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.0		b16823a60fc37832c5d36e634e6e869669e8ffe1
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.1		7f14a2f5c562235449c2981f18350bf97eb88171
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.10		0a25094ded846115c56a092f264b74847a8d9973
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.11		9536267ce38d6594eb3fcfe0905ed72781bc3d6e
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.12		e01d2dbb429e9e99d23a805f52209a24ab19c1ee
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.13		043486a5025c2f638830779bba4e12b79ecf22d8
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.14		66ab50d0ff49f2269107b2a5cdda088f75c6cffe
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.15		f22fcb3518feee1d4c002e986a52a4cb8f16e894
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.16		772f321def115ccc90f5d4c73625776bd2b18aaa
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.17		26a1699d4c58a1eb1da645d521a30a6f57538b56
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.18		a6a351d5dbabb2347f4df6ab684f3c1e59fb2e63
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.19		810d01be406435d8d2060c867c2f12d0b3cbece4
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.2		2497ccffa6420789d4835ebb3a97e5a25d0d72f5
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.20		9c7e7281a9f01fc572a3976b6140b6cb30599e39
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.21		781303a70fce507f18b223437fd866fb1a824fb5
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.22		5d95834f72ea773c0a804550328f470b72997dba
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.23		240c6230c409c52aeb91e9ca1704afd0d290bde7
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.24		dd298e06dcfefe3b991c1ed00504bc4e305520e6
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.25		22e95cb9c7eb7bff4fc80b81fa6079e95a6a249b
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.26		83a392468a6229636feb1cab45563a6dce71076f
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.3		59a4c1812bc084b2e24388e0f4e622843c29133a
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.4		a91da9f5b4bff0b869d294a5573ce87507a44ada
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.5		b9d1f2529c750a340c88938aa6e22e8c1ebdeae1
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.6		84831722cbe98548c687e3f847b77fba3409bcaa
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.7		63d9486b181414a90792bb6a2a43ae9225d6b360
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.8		e9541cc1ff8ff68884167eeaffa39f8fbeaa3a49
com.liferay	com.liferay.portal.security.sso.ntlm.api	3.0.9		0f7d40e3813bb016ed9d872c7ff43c07ad1ccc40
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.0		f5a8f0a5f5fdad0222f56649f88f2a57409c4f08
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.1		f4bdd8d358da85002d92e8d482ab69fd3e388ed6
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.10		dfb1c233ed21f5bff1f9f23f5fb4a1e5a90c55b5
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.11		84e82dc50a74c2275db7ff4b31543b4d53c6dd9f
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.12		9a447d634ce433a6d75830437cc8668fea1a79c6
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.13		baf6869c857a682f5c79c0a095423eba20636fe1
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.14		a879b652c97389e7840c5d3ab1b50d07273e84f8
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.15		8f065043da0b122c005bfac6d176a843b6921c8f
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.16		85b89eaa49fa10678f45e3efd005a120ae1d5c64
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.17		7bb8db35a3ae7932b85b9eb4edcd7f3e00d01201
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.18		3deccec6a8778e135a8050c1655b85b721a533ae
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.19		c95070f760e4adfc8a9b5387adbf570f5d01b246
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.2		b11efcb2121316ac76016c66c9d730b02a5907f0
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.20		0958b3a163cd48057a049dd3eb295e3724f05171
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.21		2269266fe27ff8f23f2368c058bd08c165a20c87
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.22		689c0c785cb6f138dd4eef837a533a1e17016fe2
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.23		a7da1c6384af15982ad83c16fdc5647b35f21cea
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.24		a051d767cb0b2d85459119a8132d54c1672f0e7b
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.25		f824807aa7a913289aec56d0be7c5c2f5478a3b1
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.26		534de6775624b5ed1b00a943af4a691a9af4a6af
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.27		d74e2f9559e1259587d69b240384d93ce04ba2cf
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.28		2436ccff8ed60b42137a063315bcf8bc187e62da
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.3		36f34921bf78baed57d00c7226f62ae77f47dfcf
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.4		280c4118709595dccbba0659dd4325fa0bcbe266
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.5		cbdedbfeb6bc480353cfbed295be947e67eee775
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.6		5a02b5dbad08868818c5e3f7f067a51354bd9a26
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.7		d21b4ef6414eb4e553914b71339d466d0662b885
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.8		45370e97f44f9c4071d5487e46842c4db9b179c4
com.liferay	com.liferay.portal.security.sso.ntlm.api	4.0.9		246ed2b2a9fb5759c7e4cf875ff865301328162f
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.0		e8e8fb033349d278ccae16a9fe4dab15231101ff
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.1		d3380d1d4546757e9ab44a1aab384ea696aa6b87
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.10		da66d5f0f54952414c600991a9881f70dfc443a3
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.11		83c2b1014d76222c2546f0015c8f19ca6792f1bb
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.2		7303711ee88bd6c342274f1737ce514bf7740405
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.3		4d49d6dcfbf2a9032b4a8e42e227a8df70db2f5e
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.4		4899ed478e472ca228ed273ccd38c0ff992a9bd9
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.5		bbbc086834e3e427b73bebd037d67dac98fb682b
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.6		48e40aac0a3b302470a15caccdfe93db80b5385e
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.7		1e62cfe43cf837dc42c11c9845594f98c41c46d9
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.8		fbeb96388db9984cbe1d0ba84c69814a4ebdfbde
com.liferay	com.liferay.portal.security.sso.ntlm.api	5.0.9		f66c2f9466a1ddab19a1dc8de98725b8359b050a
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	1.0.0		529d636f87978926d42d754529b2778fee7931bb
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	1.0.1		914655934c02f284578424c39031971862081b92
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	1.0.2		ee218f2cafe639251d191eea2c70f4423ff1c364
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	10.0.0		baa09ae96df039f5cd389dc665df0e17d1abd1b9
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	10.0.1		b192cea3d1bfa6da50d9770af1be89a4a767c27a
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	10.1.0		6483910f2d14321db8bd9865c835b60eaf4dede0
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.0.0		209276076399e99afc7c70c224e94bf932e0849c
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.1.0		540d5cc3bef97f6d6ffae6bd63e423df8f1ff2a3
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.2.0		5850d146d814303d3a4d1ee41de53ecbc6494fe4
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.3.0		ffa41b3350276992a20a3e7a1bc859e4a18c9770
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.3.1		eaf3b1881a25b274e383038271b2d5d90b2404de
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.3.2		396d8a9f4a9009d4517e911e36cefde126115905
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.3.3		e3358f0363486cb9112b5681cb8d83914f9d66a0
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.3.4		7a531f36a35706b079cc979753fa6c3aed93caf2
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.4.0		b0cdeabcf970956c4bc6c871ce18f6f015fbdda8
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.5.0		517c758e9e41b805569aeb39cf238a298a87b17d
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.6.0		dfd0bd706121b925305aac513899d2e784a6363d
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.6.1		b3d801f41969238f7f6758c20eaf4f02a308edd4
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.6.2		1fdeccd9b277f433c01bd95d3182940b3515db87
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.7.0		beb684d6934025331c28d072297673fbeb738f1f
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.7.1		1f9e704146006f37a7af0cc2386f13d10366231e
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	11.7.2		9fada8330ee215458ca09c6cb82a7fe5e8596c8b
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	12.0.0		aae7383c91adbbcde6a69cbbcc782e1c70b6aaaf
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	12.1.0		ca0df649323a987dd40ed28313f0752f51174f30
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	12.2.0		b9ebf38a40b337f3e609d259b09e66a30b8192a5
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	12.2.1		91879f713d75eb430bab8ee3d4b41de5e88be8f2
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	12.3.0		ac806ccd5786de11b3c0b0cf479596c1ec7bd6ba
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	12.3.1		00a852e649fa1f821b8d783aded51950b86ed77c
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	12.4.0		c762aeac0713fc051696a415bb899c8fbf1b4293
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	12.5.0		e69b9647c1cb896cfdf4afe95a94fc8bbf7e4553
com.liferay.commerce	com.liferay.headless.commerce.admin.pricing.api	12.6.0		a773b86dda601d08b73fe4a40c41b1aef639992c
