ai.faculty	dynamic-configuration_2.13	0.4.0	-	bbdfccb3e9c915d1c8ebaed38ddb3b94bc559464
org.joinedworkz.profile	org.joinedworkz.profile.standalone	1.3.55	-	86e27352e55e4bd1068801e56837744587f012a9
org.joinedworkz.profile	org.joinedworkz.profile.standalone	1.3.6	-	89eb386c6519b0c001ec6e100a7a3da9e301e0c9
org.joinedworkz.profile	org.joinedworkz.profile.standalone	1.3.7	-	7c5f4a0f295cfff1b98aae6a830ed67e022ace33
org.joinedworkz.profile	org.joinedworkz.profile.standalone	1.3.8	-	12c5c89346657a8cc63ed376ec991015d24a3ece
org.joinedworkz.profile	org.joinedworkz.profile.standalone	1.3.9	-	7cf673a9ce78efb1b5e073bda9757a4f9cb51a0a
org.jvnet.sorcerer	sorcerer-uberjar	0.5	-	e8d0fd9414c6e7d2a02d7b806b7903555c923d66
org.jvnet.sorcerer	sorcerer-uberjar	0.6	-	e3e67940eeebb3302a3af69619cf3a1bb368f411
org.jvnet.sorcerer	sorcerer-uberjar	0.7	-	0b7ba10a9a7c72f16682e635ab5a04ca7074cdd8
org.jvnet.sorcerer	sorcerer-uberjar	0.8	-	6057060ca9fd20f75471436ededc98b7808a906c
org.kie.kogito	process-infinispan-persistence-springboot	0.10.0	-	346bde818caa03a813ee3f4a8ce701a8bd756278
org.kie.kogito	process-infinispan-persistence-springboot	0.10.1	-	8be6297e910b6ad9b277dfd39cdfd4b9c32a855e
org.kie.kogito	process-infinispan-persistence-springboot	0.11.0	-	c3e1268c8480e2b2db0687c0b79bb92d85b1d939
org.kie.kogito	process-infinispan-persistence-springboot	0.11.1	-	bdc8f0ca55109193180e6cacf009e21a75b6ea99
org.kie.kogito	process-infinispan-persistence-springboot	0.12.0	-	7b5cbc2ef8f6c780677e8a58e8ad4338e4474ddc
org.kie.kogito	process-infinispan-persistence-springboot	0.13.0	-	449e8451a63d1c9e0088dfd958da9b70c3d68670
org.kie.kogito	process-infinispan-persistence-springboot	0.13.1	-	0ad53055f045cac3d30708292834b565f003f190
org.kie.kogito	process-infinispan-persistence-springboot	0.14.0	-	1dba19f58c10dfd9b481dc1b2c0c72f915837416
org.kie.kogito	process-infinispan-persistence-springboot	0.15.0	-	d9d92e27e636a0ed8a7e3ea061b9d37e6bd1d3cd
org.kie.kogito	process-infinispan-persistence-springboot	0.16.0	-	13980316f957ae92e4a0e64977f67408e22eee3d
org.kie.kogito	process-infinispan-persistence-springboot	0.17.0	-	feb29c8638c85b9179d3880b1f1358d72cda1745
org.kie.kogito	process-infinispan-persistence-springboot	0.9.1	-	12eb9eef0f2ee584690dc213b75b4b15b585718e
org.kie.kogito	process-infinispan-persistence-springboot	1.0.0.Final	-	6cd2e19107f7e4046fe345fc05fdc39a85500a96
org.kie.kogito	process-infinispan-persistence-springboot	1.1.0.Final	-	d933495303011068afc071aa3dfb9c4a3dff61e1
org.kie.kogito	process-infinispan-persistence-springboot	1.2.0.Final	-	85e5da9de91bbf8ebd7d3fd82075bdafff4a8e4a
org.kie.kogito	process-infinispan-persistence-springboot	1.3.0.Final	-	a4ac218320f6aa402c41bf6d02770241bd7f4eb0
org.kie.kogito	process-infinispan-persistence-springboot	1.4.0.Final	-	355696323f5d345768e6a06095892a270895ca78
org.kie.kogito	process-infinispan-persistence-springboot	1.4.1.Final	-	3560911a679b6322f28bc4b01aaa8f0e8e0460ae
org.kie.kogito	process-infinispan-persistence-springboot	1.5.0.Final	-	b85ddd93afa537eb0721ab77ead490fd4450f109
org.kie.kogito	process-infinispan-persistence-springboot	1.6.0.Final	-	71f96e22acf5a685e024ab6d6af5faf135549b0a
org.kie.kogito	process-infinispan-persistence-springboot	1.7.0.Final	-	563398b88d3788e33b8c22186148d5f563812c93
org.kotlincrypto.hash	md-watchosx64	0.3.0	0.3.0-metadata	295bef9297dbf906981ce9168dfa31b7995ea2a7
org.kotlincrypto.hash	md-watchosx64	0.4.0	0.4.0-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.hash	md-watchosx64	0.5.1	0.5.1-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.hash	md-watchosx64	0.5.3	0.5.3-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.hash	md-watchosx64	0.5.5	0.5.5-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.hash	md-watchosx64	0.5.6	0.5.6-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.hash	md-watchosx64	0.6.0	0.6.0-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.hash	md-watchosx64	0.6.1	0.6.1-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.hash	md-watchosx64	0.7.0	0.7.0-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.liquibase	liquibase-commercial	4.14.0	-	3ee920622866c05b084b08fca26d28ed9cb4aa90
org.liquibase	liquibase-commercial	4.15.0	-	5122649de52ebf5a2cb30e5783923c7572c474db
org.liquibase	liquibase-commercial	4.16.0	-	f424c0290bf559e4b3d59fe2ba858394ff7367df
org.liquibase	liquibase-commercial	4.16.1	-	e53015ab521cd866201ebe2b360f757a3e7d8114
org.liquibase	liquibase-commercial	4.17.0	-	c55f1990f1ce37996a3c3ac0659b0d28600b7ce9
org.liquibase	liquibase-commercial	4.17.1	-	b22e211e33b65e6a39d0e03c4e6c12bbdc59f37d
org.liquibase	liquibase-commercial	4.17.2	-	5f6f61051b3373bec75e809fbceca139e1a79357
org.liquibase	liquibase-commercial	4.18.0	-	027f714ef0a7871210e22bbedfb1b81ed1709327
org.liquibase	liquibase-commercial	4.19.0	-	8170cb698a35ea4967d2fcf3269d7d003afa672e
org.liquibase	liquibase-commercial	4.19.1	-	8aed66527e17150003b4292ab5434777e930f95f
org.liquibase	liquibase-commercial	4.20.0	-	bf95c9b27a4497ac04392bad48ae3933ea43d25a
org.liquibase	liquibase-commercial	4.21.0	-	e68b3b61dc5193cb3c89170fef60262ee1a105c0
org.liquibase	liquibase-commercial	4.21.1	-	b35be7032f767d2b711b71936b2397baf5357db2
org.liquibase	liquibase-commercial	4.22.0	-	a65d1e9305b3e493f70c23616641f13e14fefcdd
org.liquibase	liquibase-commercial	4.23.0	-	2bb56366fcff811d5d662433e7f42c9b1ea608a6
org.liquibase	liquibase-commercial	4.23.1	-	eebc6f6259f85a0acb57dcbe933240d7c9825ca3
org.liquibase	liquibase-commercial	4.23.2	-	6ddecac91adb8ed571b8b4805f02b2e8df1fa4a4
org.liquibase	liquibase-commercial	4.24.0	-	dd27a80fee152f91163c034302c8e106b0f437c6
org.liquibase	liquibase-commercial	4.25.0	-	f72fd8e31b403a404b85f7ee72048588c34f69e3
org.liquibase	liquibase-commercial	4.25.1	-	98f8c3a9aafa560b2e9eb5434c1139e7fb77832a
org.liquibase	liquibase-commercial	4.26.0	-	0f6b6ab8eafe749c3def7f50949b2cf2ea1e0195
org.liquibase	liquibase-commercial	4.27.0	-	68ee531cc6f1a2f0f07ab9a16f6dc5283ee95fdf
org.liquibase	liquibase-commercial	4.28.0	-	364328bb1e4eedd690d1e5393877394878ea91e3
org.liquibase	liquibase-commercial	4.29.0	-	5c8e202297f39a5ac84f9f1a111c01cdfc515549
org.liquibase	liquibase-commercial	4.29.1	-	f756eca0bb5c6845cdac04ab53109495231a2667
org.liquibase	liquibase-commercial	4.29.2	-	ff3ce342bec5d3d848f182e688ff42ba3662f4b2
org.liquibase	liquibase-commercial	4.30.0	-	910d6708b05fab332789c09486444e407bf2bf61
org.liquibase	liquibase-commercial	4.31.0	-	7eda03ee12d56490e7d40a437376a3b704813802
org.liquibase	liquibase-commercial	4.31.1	-	9cbb01de8f7be546bf27528f56540f89cd1cadb1
org.liquibase.ext	liquibase-modify-column	3.0	-	f38b776c645c26a1620d38665f0e57bdac1aa9d0
org.liquibase.ext	liquibase-modify-column	3.1	-	06b4a6b87f27284f033206e122da6550867f48a7
org.liquibase.ext	liquibase-modify-column	3.10.0	-	a874fe4ab93345b58e6dfe81a3fbf9ac1607cdcd
org.liquibase.ext	liquibase-modify-column	3.10.1	-	36b1bc1e17dfafb6a6d24fafcda750639b27de10
org.liquibase.ext	liquibase-modify-column	3.10.2	-	3d037091abaf5b216eefd59593f004e2db8a5df0
org.liquibase.ext	liquibase-modify-column	3.9.0	-	9c0d193417bcd125f83ab353b8e7388a03567d3b
org.liquibase.ext	liquibase-modify-column	4.0.0	-	28808c24b825b1ea7692a06ac17338a6853070b0
org.liquibase.ext	liquibase-modify-column	4.0.0-beta2	-	7fb06d6d39f99332b1060cc44a866617ecd26eba
org.liquibase.ext	liquibase-modify-column	4.1.0	-	9b960d248abe3acbbcf62c0adec9581ada209590
org.liquibase.ext	liquibase-modify-column	4.1.1	-	9c10fae5840f434289d0285e1fe107322e686d33
org.liquibase.ext	liquibase-modify-column	4.10.0	-	6385e1828862868cb1f077d1592f66e719f55a19
org.liquibase.ext	liquibase-modify-column	4.11.0	-	df1bab40fb5c11f63bc85fea21c1d1c022632290
org.liquibase.ext	liquibase-modify-column	4.12.0	-	dd03d2c08b3d918ff1c8592b98f2a8f0e50836ef
org.liquibase.ext	liquibase-modify-column	4.13.0	-	832588aef43bdb8e549c1ccf6f9469ae2514d7ce
org.liquibase.ext	liquibase-modify-column	4.14.0	-	f907d80d95c9e45af2a35a640963395fa3c23aab
org.liquibase.ext	liquibase-modify-column	4.15.0	-	1e3541404ae8afbb77e6cf23267e331015823ee3
org.liquibase.ext	liquibase-modify-column	4.16.0	-	a96ef3b1be823f16a2a8cd3831e4bbb537631684
org.liquibase.ext	liquibase-modify-column	4.16.1	-	fae2264630fbbfb35558f73ba87fdfe642bee32b
org.liquibase.ext	liquibase-modify-column	4.17.0	-	41909fe5ee35e1f036a9aa5732d10fd00c765097
org.liquibase.ext	liquibase-modify-column	4.17.1	-	f1520ab44c9584789547c67b4f71971ed2a9c816
org.liquibase.ext	liquibase-modify-column	4.17.2	-	6a2c91c384de93ffbc6a8514b06a474df703efe5
org.liquibase.ext	liquibase-modify-column	4.18.0	-	073c77c614299358503fea349c0154a89f11606a
org.liquibase.ext	liquibase-modify-column	4.19.0	-	cb619092fb9a1bd5a302ce3be6c58e2a595b126b
org.liquibase.ext	liquibase-modify-column	4.19.1	-	7e0b92381ea382a7d5c0b27f1ee4b4d01b55e843
org.liquibase.ext	liquibase-modify-column	4.2.0	-	93029779e7e6c12d2ef31aec8164160b77432cd7
org.liquibase.ext	liquibase-modify-column	4.2.1	-	b5090876607088dfa5562f84bc0e7629975f5c37
org.liquibase.ext	liquibase-modify-column	4.20.0	-	17e6383d72a67540084767a2ec51a8f8c70a3fdf
org.liquibase.ext	liquibase-modify-column	4.21.0	-	f98422e1d31066f5928fdaf629835694661c8fb3
org.liquibase.ext	liquibase-modify-column	4.21.1	-	d69d1faad36462eae3a5ff374aa2cf40a46e581b
org.liquibase.ext	liquibase-modify-column	4.22.0	-	bd37e99f79c64058e053773278a95564ccb4eceb
org.liquibase.ext	liquibase-modify-column	4.23.0	-	1d361baf9876e9291dbade1ca5f67760f1cf85fa
org.liquibase.ext	liquibase-modify-column	4.23.1	-	4f09fdad923f8c2a279c0b5c56f746caefee3f12
org.liquibase.ext	liquibase-modify-column	4.23.2	-	c01f59c5a923aeed74c04eb4a2183ca810ce464b
org.liquibase.ext	liquibase-modify-column	4.24.0	-	9bb1a413f440d8faab0ff33ec8d024e7a5de79ab
org.liquibase.ext	liquibase-modify-column	4.25.0	-	2c749c9aae44c598cc030296c00fa78fe0bfcd11
org.liquibase.ext	liquibase-modify-column	4.25.1	-	c575fda0c5e9b46a2c2b819988bfd221a8c2209c
org.liquibase.ext	liquibase-modify-column	4.26.0	-	410be82e0ae94c6a0b50912742f249a6804ed761
org.liquibase.ext	liquibase-modify-column	4.27.0	-	9d1541f6543eb0ed4d0fc8826a769a81951faa18
org.liquibase.ext	liquibase-modify-column	4.28.0	-	6b9088f3c3ded517f9b9c625ad6a0667afd924c9
org.liquibase.ext	liquibase-modify-column	4.29.0	-	2cfc8ee841e3498e63d012e9152286f291d83cb6
org.liquibase.ext	liquibase-modify-column	4.29.2	-	56f788fa70e8b91e59040d501f31ee6bcfe279d6
org.liquibase.ext	liquibase-modify-column	4.3.0	-	ed0da79992cc7163a8b927736e201ce77935c6e8
org.liquibase.ext	liquibase-modify-column	4.3.1	-	2a12a1ca5505816bd851ea44ebf0ba996d6206dd
org.liquibase.ext	liquibase-modify-column	4.3.2	-	73204ae32acbc14af17b2e656c81f31ec19e3415
org.liquibase.ext	liquibase-modify-column	4.3.3	-	d1601ccc9c024a0711c34ea5b4ebdec3b818e3cf
org.liquibase.ext	liquibase-modify-column	4.3.5	-	05ee00d3a307893923c3a3d8370540f4fa0a212a
org.liquibase.ext	liquibase-modify-column	4.30.0	-	c241c7cc5eb9f833b41746f3a52e36bd63da458d
org.liquibase.ext	liquibase-modify-column	4.31.0	-	3d87ed14d88c051d5739bd3aa5ad7be534b92f36
org.liquibase.ext	liquibase-modify-column	4.31.1	-	778df594efa5299a393ce73cb6ed3f173fef35be
org.liquibase.ext	liquibase-modify-column	4.4.0	-	b7f8dbb92a6dfc198036d62ce89566874e43d7f0
org.liquibase.ext	liquibase-modify-column	4.4.1	-	39bbdb755feb6b2ab12505b03d4762930bc0b70e
org.liquibase.ext	liquibase-modify-column	4.4.2	-	dbcf850eafa8d3521948a30fa176439817a38fef
org.liquibase.ext	liquibase-modify-column	4.4.3	-	5a072716ffdf95f7dd76164b151637fc66032a91
org.liquibase.ext	liquibase-modify-column	4.5.0	-	e30e8d7461b591e84f45826d625855614a1e35fc
org.liquibase.ext	liquibase-modify-column	4.6.1	-	2d05c4a6ec7d84b992bfffb14a3e9a30f1fa1fb4
org.liquibase.ext	liquibase-modify-column	4.6.2	-	2701e9095b3b9503831d0ab23ef0f5e2e96df199
org.liquibase.ext	liquibase-modify-column	4.7.0	-	0294c9431740e8fa5d799b4e64da52dd67ca82e9
org.liquibase.ext	liquibase-modify-column	4.7.1	-	9bb7c167a1e0a546880c39e5380b90d6b5e2bbe4
org.liquibase.ext	liquibase-modify-column	4.8.0	-	4e6e6df60b59f20bc4c0bc8d9af77d8596cd3d2d
org.liquibase.ext	liquibase-modify-column	4.9.0	-	2e5264fb647b6b4d4190deb1a431f2b40574cdbe
org.liquibase.ext	liquibase-modify-column	4.9.1	-	0d206acb6a08058fece6c1a7e3858683f1535794
org.liquibase.ext	liquibase-verticaDatabase	3.10.2	-	4cbd2e284dc5258b7e5e4e0b180c61d6a7c5daa1
org.liquibase.ext	liquibase-verticaDatabase	4.0.0	-	4ea4889ae9ce16cf58882aca906348652bbdee73
org.liquibase.ext	liquibase-verticaDatabase	4.1.0	-	59997ea1a3426a0f460b926c2b0f4b1d14506ff7
org.liquibase.ext	liquibase-verticaDatabase	4.1.1	-	6bd17936b997ab942b28188baaba2c702cda0e82
org.liquibase.ext	liquibase-verticaDatabase	4.10.0	-	d5878f0661a86cac22e303342d0f6e714f46f8ee
org.liquibase.ext	liquibase-verticaDatabase	4.11.0	-	1bccfe05821eafcab1301a68ca4639565f0183c1
org.liquibase.ext	liquibase-verticaDatabase	4.2.0	-	37ebdbb034124884c6e78525f1dcfeb7bc17d7a3
org.liquibase.ext	liquibase-verticaDatabase	4.2.1	-	d91c9acbde55180bec8574e027399541f97baa78
org.liquibase.ext	liquibase-verticaDatabase	4.3.0	-	d12d2ffcbb6a8cc0ab7c2d20b630d1957f70eb5f
org.liquibase.ext	liquibase-verticaDatabase	4.3.1	-	63bc86551104f9870fc0073b8e054373955a8039
org.liquibase.ext	liquibase-verticaDatabase	4.3.2	-	0bae44de83e885742ac1eaee69cb74a667d355c5
org.liquibase.ext	liquibase-verticaDatabase	4.3.3	-	5ea1e16227d117893234de356c7962c8626c5619
org.liquibase.ext	liquibase-verticaDatabase	4.3.5	-	f195f6e2a33ac728ea78281fe60ba17a668fd5e0
org.liquibase.ext	liquibase-verticaDatabase	4.4.0	-	33ac9f16b12cb7ef61757cac92f873b55ab63e9d
org.liquibase.ext	liquibase-verticaDatabase	4.4.1	-	c05c0df246f75026a3de5b0fe9e7493d98fff8dc
org.liquibase.ext	liquibase-verticaDatabase	4.4.2	-	52a0c74909669cad2f3a7856dc6c58ee1ae9db8c
org.liquibase.ext	liquibase-verticaDatabase	4.4.3	-	fa66c0909dff23e941ec2b3ce621cfebaabb268d
org.liquibase.ext	liquibase-verticaDatabase	4.5.0	-	317509505f9c7e458e180834f2a4600faf685d1c
org.liquibase.ext	liquibase-verticaDatabase	4.6.1	-	e9870876d7b6c896ca9f0c3e88db8a45c7680fe8
org.liquibase.ext	liquibase-verticaDatabase	4.6.2	-	4c33dbaeeb67a6ed59f20ae9f24fefc462bb28c3
org.liquibase.ext	liquibase-verticaDatabase	4.7.0	-	9ec748a486fccd7f306f734fa23d1085b6a7309f
org.liquibase.ext	liquibase-verticaDatabase	4.7.1	-	a3a707371d8719bcad7ae482684b5dadddd0707d
org.liquibase.ext	liquibase-verticaDatabase	4.8.0	-	26d013f86f31e267f099647539139332a9d4d231
org.liquibase.ext	liquibase-verticaDatabase	4.9.0	-	5950253b1bb7a8244d5a539bff50a08e152474a1
org.liquibase.ext	liquibase-verticaDatabase	4.9.1	-	e4f16cb85cf5dd009c92001d053dcd852de236a6
org.lorislab.jee	jel	8.0.1	-	9868d1d81eed162ac89026cf3d72b079252f973e
org.mobicents.examples	mobicents-slee-example-google-talk-bot-DU	2.8.1	-	9729c4af823c6a37e692e3b48c9933507affbffb
org.mobicents.examples	mobicents-slee-example-google-talk-bot-DU	2.8.2	-	d4656a1bcfb6c8cbaea0138d51cf54a0f072a828
org.mobilitydata.gtfs-validator	gtfs-validator-core	4.0.0	-	638489ce5eaaca01c0e9b8724c9a37f5794683ca
org.mobilitydata.gtfs-validator	gtfs-validator-core	4.1.0	-	8966ab6a5c6e7d7385d1d45f5045689d05330345
org.mobilitydata.gtfs-validator	gtfs-validator-core	4.2.0	-	80755d952a07f6e62c77997abe0ba5b613cae5a2
org.mobilitydata.gtfs-validator	gtfs-validator-core	5.0.0	-	9966c002ce22e46e8f35d48f2c2962394dbe6ad9
org.mobilitydata.gtfs-validator	gtfs-validator-core	6.0.0	-	f2fe22088fb7ee784f55b3ad97813a4016a3a829
org.mobilitydata.gtfs-validator	gtfs-validator-core	7.0.0	-	f22e4305749b6440a0fd9472f344b8191cbe6334
org.mvnpm	d3-timer	2.0.0	-	cd519076c64e91b5ce45718092ab262f4c0156ea
org.mvnpm	d3-timer	3.0.0	-	d1df08766985ee242d6a8f2a03b52700da580340
org.mvnpm	d3-timer	3.0.1	-	eb65e0885c70a06dd8f96a7864bb98d114091b4a
org.mvnpm	supports-preserve-symlinks-flag	1.0.0	-	a811243bca61d212a07b4c685b1ddf31be24830d
org.mvnpm	use-memo-one	1.1.3	-	2e48a45324311ba4b03119d48219198cf42ff247
org.mvnpm.at.ag-grid-enterprise	side-bar	32.2.0	-	3c0a0c466da1f8d74b16a46096f8a5b6a6dd80c4
org.mvnpm.at.mapbox	node-pre-gyp	1.0.11	-	9f4a36586a8eab2f5e365fc2ed65d294ac675d99
org.mvnpm.at.mapbox	node-pre-gyp	2.0.0	-	c136316f51e31fbea488558e809f439990d76850
org.mvnpm.at.material	menu	14.0.0	-	4028f96d43a4895e4be3d26368059ad71e78532b
org.mvnpm.at.material	menu	14.0.0-canary.53b3cad2f.0	-	3f3251399e1244a09ade4b246f4977977ea2e918
org.mvnsearch	chatgpt-spring-boot-starter	0.1.0	-	de49a0777a56c4fc57e5447545e071c7456373a7
org.mvnsearch	chatgpt-spring-boot-starter	0.1.1	-	1d8141418bea1489d12daa7b662a7f617b4131df
org.mvnsearch	chatgpt-spring-boot-starter	0.2.0	-	13dc2d18d51b66d368859a7b8a10bf9ec022baec
org.mvnsearch	chatgpt-spring-boot-starter	0.2.1	-	310ff9cf6bd6d82da101bc6271eb92e14965227b
org.mvnsearch	chatgpt-spring-boot-starter	0.3.0	-	291b6bcc0f99ddac7febbaa5084e7d7efdb333a2
org.mvnsearch	chatgpt-spring-boot-starter	0.4.0	-	6b7af3b1397f8b4b1411f1d482de17bbebc3ed2d
org.mvnsearch	chatgpt-spring-boot-starter	0.5.0	-	de018e5567a5c1fe9725a828f335f1b802dce93d
org.mvnsearch	chatgpt-spring-boot-starter	0.5.1	-	255f238e497029c442c54486b426c575395ab8d8
org.mvnsearch	chatgpt-spring-boot-starter	0.6.0	-	d2e889744e44c70097e323cd863f069b899ec358
org.mvnsearch	chatgpt-spring-boot-starter	0.7.0	-	39810a4d8f5c4e07ba6c9a0129b8848bcb292ef0
org.mvnsearch	chatgpt-spring-boot-starter	0.8.0	-	518e06bc9da91668b6a43ba0f733feea251e8218
org.mvnsearch	chatgpt-spring-boot-starter	0.9.0	-	f1a4cca1533c061e8e996f5fc37ae9ae3e49dd4e
org.mybatis.scripting	mybatis-thymeleaf	1.0.0	-	ba0a11a0df1f2c9fe5751bef98a97b43b37a2c4e
org.mybatis.scripting	mybatis-thymeleaf	1.0.1	-	1f59c6ff0bd8ccb55b5d1ff009288d1453473d4b
org.mybatis.scripting	mybatis-thymeleaf	1.0.2	-	3692bebd7946bc74dc3946c87c72164e7b952fb9
org.mybatis.scripting	mybatis-thymeleaf	1.0.3	-	72c8bc0b6ab5ee684988784ecdd8b08ca8c671f6
org.mybatis.scripting	mybatis-thymeleaf	1.0.4	-	7745abe3137bfbc68506ec935862fc949399feb3
org.mybatis.scripting	mybatis-thymeleaf	1.1.0	-	a3ba991eda85a1102e675da73da01532fcf8fffb
org.n52.arctic-sea	faroe-json	10.0.0	-	529d833dbfaa84deda0f6e240216955cf7085433
org.n52.arctic-sea	faroe-json	10.0.1	-	e71b2d3c08fb046801b3c1745bd040139748cfe4
org.n52.arctic-sea	faroe-json	10.0.2	-	7e0269d144021a9b359f8ce0ebaffe9abc34bd73
org.n52.arctic-sea	faroe-json	10.1.0	-	598705009571bc084ddaaf5d3c693e92eaa5650d
org.n52.arctic-sea	faroe-json	10.1.1	-	4964055045227f18293885278e22954be82dd27b
org.n52.arctic-sea	faroe-json	3.0.0	-	99ac0651f3595e7a85bdcfa9a8842a2dd1d876d2
org.n52.arctic-sea	faroe-json	3.1.0	-	b245e953f760e3ad996b5243ff55b3f225201a24
org.n52.arctic-sea	faroe-json	4.0.0	-	fac714e97a8d74425f3a0dafa1ffaddc4da49a56
org.n52.arctic-sea	faroe-json	4.1.0	-	dc123adad71536e488afc0060d3ef9fd2a064c74
org.n52.arctic-sea	faroe-json	5.0.0	-	177400974bfc9f71ca56627d0a0170339e1355dd
org.n52.arctic-sea	faroe-json	5.0.1	-	5d12086ded095388c6fec63d087b842376f23644
org.n52.arctic-sea	faroe-json	5.1.0	-	706d7ae7639386df8bc51bc0d5c1341fa4975c58
org.n52.arctic-sea	faroe-json	5.2.0	-	2fae65bb192282b984be4a5e3b35bfe9986d0524
org.n52.arctic-sea	faroe-json	5.3.0	-	442838295c0a7328bd57c08897e514da2f5214e0
org.n52.arctic-sea	faroe-json	6.0.0	-	ff8c98251e4f3920f8c53bfc9ead597b7424e51b
org.n52.arctic-sea	faroe-json	7.0.0	-	15545f47e82b5b77d038af8e50a6d7d90e9be258
org.n52.arctic-sea	faroe-json	7.1.0	-	58711f852f61abedd81d7c5758d2ffbfa5feca52
org.n52.arctic-sea	faroe-json	7.2.0	-	a2d5a19efd33a2c72ea74ce216beee87df7f65ac
org.n52.arctic-sea	faroe-json	7.3.0	-	d63953a413ce9bcb2b530aa3fbbb88567c91f03b
org.n52.arctic-sea	faroe-json	7.3.1	-	b763953a464c123eafa5844f63fca248e2a17f32
org.n52.arctic-sea	faroe-json	7.4.0	-	a4d13e2db3a99730242e0a0a765ea8362b6aa017
org.n52.arctic-sea	faroe-json	7.4.1	-	4588e9a1e1fccc8314668e547d4340aec592d5b6
org.n52.arctic-sea	faroe-json	7.5.0	-	01894e2e59b63c51304a71c0ecf8c12e5b6236e4
org.n52.arctic-sea	faroe-json	7.5.1	-	d3a5d1ff844625e420fad165bbacc0b95dbd2dca
org.n52.arctic-sea	faroe-json	7.6.0	-	f15c06d22dd7a39d24625dd3d0f18ea3c0386e45
org.n52.arctic-sea	faroe-json	7.6.1	-	f8bf0cac6b69b4cc6bc42c30a455e3d063079f5e
org.n52.arctic-sea	faroe-json	7.6.2	-	98b85f92c0f1706e619353f719d70c2287378cf4
org.n52.arctic-sea	faroe-json	8.0.0	-	b476bbf3391f8ae8f40d58c5a5378a7e3e616165
org.n52.arctic-sea	faroe-json	8.0.1	-	021b807b46fb0060c8f122deb242c1dbdb2269da
org.n52.arctic-sea	faroe-json	8.0.2	-	f3f08df3695b002e1da8a1dff30302b8e4a1c7b1
org.n52.arctic-sea	faroe-json	8.0.3	-	afe285c2b4f1c42345c301e3acac819133dfacae
org.n52.arctic-sea	faroe-json	8.1.0	-	f22306e1ba7a4e873e30e2dbd680196111fa4ee5
org.n52.arctic-sea	faroe-json	8.2.0	-	150e9725a5afa3160b25c2c2ecea0af87e4a84b5
org.n52.arctic-sea	faroe-json	8.2.1	-	2ea0ed6a439afe4df2a3db35331c86b2ddb47865
org.n52.arctic-sea	faroe-json	9.0.0	-	039ada32b4d8e31e534b989cd9b33c96af4aed3a
org.n52.arctic-sea	faroe-json	9.0.1	-	6a0e0901edd91f58f10cc0da91ea3b9781ab15a0
org.n52.arctic-sea	faroe-json	9.1.0	-	5a8c7c2bd4641d7b23770ebdd7948c179aeb479f
org.n52.arctic-sea	faroe-json	9.1.1	-	c7745c728757b1962b4b8a3f7bac44e9118b5f27
org.n52.arctic-sea	faroe-json	9.2.0	-	6a91e3da2c29f64a99826db7fec7c902c57b1843
org.n52.arctic-sea	faroe-json	9.2.1	-	71cde107a2d89634dc0356db1f0cdabdb312ad2d
org.n52.arctic-sea	faroe-json	9.3.0	-	ca84ca8898e78688acb16727046d1741748c99aa
org.n52.arctic-sea	faroe-json	9.3.1	-	c4c4b0a377242601ed3740f2dc55cd45f63ea8a1
org.n52.arctic-sea	faroe-json	9.4.0	-	b4eb61d8812ae1ce0a804e22759a778ab9c62c1d
org.n52.arctic-sea	faroe-json	9.5.0	-	6529a1d7b8fb82bb792a310a8d78adaa182f7423
org.n52.arctic-sea	faroe-json	9.5.1	-	47b466473c3ed8403d9e8fd76b2ed3af40014454
org.n52.arctic-sea	faroe-json	9.5.2	-	4b6778545322cbb7dae81974a2080b144b3bf5b5
org.n52.arctic-sea	faroe-json	9.5.3	-	4c8b587a451d06cdf1408b56111b3d665cbcb8c6
org.n52.arctic-sea	faroe-json	9.6.0	-	aa887bf0be0f6395ae1887d664b0c1b8b654f07b
org.n52.arctic-sea	faroe-json	9.6.1	-	8534f8127c9a8a7fb56288941f27508365f42140
org.n52.arctic-sea	faroe-json	9.7.0	-	53e3e035e5469d6ef07bfd23785976185ee8632a
org.n52.arctic-sea	faroe-json	9.8.0	-	96e0319118478f75efdebd2763e773da7ce49e26
org.n52.arctic-sea	faroe-json	9.9.0	-	bfda4d04e77ca0d4e771eab67028ba7411a4a72e
org.n52.arctic-sea	iceland-statistics-generator	10.0.0	-	29c6f624ef562eb55bd4601451a17a17eafabcbf
org.n52.arctic-sea	iceland-statistics-generator	10.0.1	-	697e6ebbc30d8b7a40df16ec5e3f9c34d421639f
org.n52.arctic-sea	iceland-statistics-generator	10.0.2	-	c25c2190ccfc209c2b8c2516320d3a7b967b149c
org.n52.arctic-sea	iceland-statistics-generator	10.1.0	-	990d15daea47c36b4eed5f5519f29f8207591de5
