at.asitplus.crypto	provider-versionCatalog	0.1.0-PRE		N/A
io.streamnative	pulsar-io-debezium-oracle	2.10.4.3-ht		0adc0768f24b5c276f6550285fb7e0905fbb835c
io.streamnative	pulsar-io-debezium-oracle	2.10.4.4		64c5f4b213f67633cdbc3ef2b972c78cf3a87ac7
io.streamnative	pulsar-io-debezium-oracle	2.10.4.5		d6e6f76105efcedfabc1a2220d3b6936f467d430
io.streamnative	pulsar-io-debezium-oracle	2.10.4.5-5ce22c		b6ea3c0650bb160cf04f195fea31063140d7d71a
io.streamnative	pulsar-io-debezium-oracle	2.10.4.6		82fa8781ccb165afb41b1ad8c3b74b72bf7c6701
io.streamnative	pulsar-io-debezium-oracle	2.10.4.7		55f510c4103682906801965ad5e484833f1ebd05
io.streamnative	pulsar-io-debezium-oracle	2.10.4.8		2a1a40b13951c1f480e0d4798cd7fa22d3e1c278
io.streamnative	pulsar-io-debezium-oracle	2.10.5.1		1cdf46aa7890e528fb57ae345a7bb955340cd6df
io.streamnative	pulsar-io-debezium-oracle	2.10.5.10		41d117073463cf296d397c7344f496a08b9668df
io.streamnative	pulsar-io-debezium-oracle	2.10.5.11		9474d1009e7ca55310e52f39cda46023f06ed967
io.streamnative	pulsar-io-debezium-oracle	2.10.5.11-5ce22c		bdc83d031794913d5e8ab4b38e536722390b66da
io.streamnative	pulsar-io-debezium-oracle	2.10.5.11-99cb86		97771bbe68e2347980715c03f565b2cf082e186a
io.streamnative	pulsar-io-debezium-oracle	2.10.5.12		229da7c4d33dced4fc202405bb1a674b4503093b
io.streamnative	pulsar-io-debezium-oracle	2.10.5.13		ce9c260a593f53a1a2f448816b352f01614722ce
io.streamnative	pulsar-io-debezium-oracle	2.10.5.13-5ce22c		883c9415b210fed67cebdcd5bc76c434f26e555a
io.streamnative	pulsar-io-debezium-oracle	2.10.5.14		d9fd3d87fb7357138fd5767f7216a21e7a42e8a4
io.streamnative	pulsar-io-debezium-oracle	2.10.5.15		7fc756dee825ad77e40f7fd670de1f43afaf1098
io.streamnative	pulsar-io-debezium-oracle	2.10.5.15-5ce22c		fec1eed7b692e49ade2632bf5b24fcd1886b0a23
io.streamnative	pulsar-io-debezium-oracle	2.10.5.17		9c7869cc48425553de6b055a4f23ba702f78f10f
io.streamnative	pulsar-io-debezium-oracle	2.10.5.17-57af94		723752e41072a1b9f32f8fa17a6bbb812ade2d40
io.streamnative	pulsar-io-debezium-oracle	2.10.5.17-57af94-2		74e94dc4894dc1e23bf441ede37c610253d08796
io.streamnative	pulsar-io-debezium-oracle	2.10.5.2-5ce22c		79b244147d48aee150aa04c9d61e636f022d97d3
io.streamnative	pulsar-io-debezium-oracle	2.10.5.3		c8ba01b98300cb5f497b3959220728ab8140f26e
io.streamnative	pulsar-io-debezium-oracle	2.10.5.3-a41ecf		d077e9d359ba4fbd53a5c1de250c2362b3fe96a6
io.streamnative	pulsar-io-debezium-oracle	2.10.5.3-a41ecf-2		b731c029fb97c90946dd5af18ef780d497aace0a
io.streamnative	pulsar-io-debezium-oracle	2.10.5.3-a41ecf-3		97aeb39cea3fd43562cbd9e7c470c60fc66659ff
io.streamnative	pulsar-io-debezium-oracle	2.10.5.4		8ce86c032ac2cbe4fa1f663206248288a4a71ee3
io.streamnative	pulsar-io-debezium-oracle	2.10.5.4-681bb8		34456e0c82b97b4c1b6f7c2538f7e1f3a453101b
io.streamnative	pulsar-io-debezium-oracle	2.10.5.5		05ccc1005321922935e6b1c9f81c1f743e515cfc
io.streamnative	pulsar-io-debezium-oracle	2.10.5.5-5ce22c		d1fa6ca7608883460b49764bddee96cde778bfc9
io.streamnative	pulsar-io-debezium-oracle	2.10.5.6		fa98a1084dff857d27014d290a1bea1d3b72207f
io.streamnative	pulsar-io-debezium-oracle	2.10.5.6-5ce22c		406db1d49a603fa13aa6290bb6c383a7e1d30690
io.streamnative	pulsar-io-debezium-oracle	2.10.5.7		180421ee0faf1ff58e8dac2f4d0fc3916a50c88c
io.streamnative	pulsar-io-debezium-oracle	2.10.5.8		a3ed1ae1f55d211c306a520cfeddcfca138b507c
io.streamnative	pulsar-io-debezium-oracle	2.10.5.9		7abb11dd702748975ca65acceacad3a29d362a4e
io.streamnative	pulsar-io-debezium-oracle	2.10.5.9-99cb86		43076f6dbb5216ae2919408de07a9b113248485a
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204132205		27363e1585aaaf82e5784271e749e4a5536dad46
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204142207		081a8a7f17d75a00922437a2ae97c790bf4cd6d5
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204152205		b02ededcdc6c6d100e56a143dceef279bc15c0e4
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204162205		ae7cc67a047d31590267c0f7434f3d5992ba620e
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204172205		4e31413afc947bf0b03740e983b819a95d592aef
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204182206		cc99da5581314b41cba08f16bc1daf056a6073f9
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204192205		a69694fc87e9f6afc5391caca1a44d96eb5cfe85
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204202205		86faed596130c802de125ab2f5bffaa540641054
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204212206		ee92e91c8db324ab7d1f593a689ee73876f43d4b
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204222205		31127f2686a52064ca9198aabd74cdc0c1a45cfd
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204232205		1e333f3fc1f45f1c82c0932501ce2c8772a2a6f2
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204242205		87fa833124a849f8c174ddfb24eb90d035fd7895
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204252206		17c0745d405c4f0982f839bd9b2f0d23ab883fea
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204262206		a5620332d55349cb4d1b10613f2c0c3f49fa1abf
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204272205		f2dadfa5d98c096a9eeeb3e277330ee0d6c4800d
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204282207		f29fef32e9fc8728078ef3ce94e3b5a66ff4c1cd
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204292205		f832ec2702ab290afc831170ee18a31d5b4eedcb
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202204302206		a5317e90ec99e354a4b176d0cb3a44e9357e60e1
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202205012205		77090e292ee39041fed1921f0f27adb8d554b0c3
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202205022209		839c6597d43fa6707ef7627960d803f7f3ee7867
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202205032206		ef47dddaf63c60d171d489955fc0ff6e3fbbcc91
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202205042205		9403125c1d7b5aba12562306541f07133f96c7cd
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202205052207		38412759c83f95ec6923a9457835f6dbc5866c00
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202205062205		756b14c486d772182eff418fa5be25dbf187351b
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202205072206		c17fc67274e59f599add4cdff9433da50fa03595
io.streamnative	pulsar-io-debezium-oracle	2.11.0-rc-202205082205		d440f4d5343090bc7ddb5ef93b432be60a1f443a
io.streamnative	pulsar-io-debezium-oracle	2.11.0.0-rc2		08e81b7718350d5749fb62793896d3d72530f5f5
io.streamnative	pulsar-io-debezium-oracle	2.11.0.0-rc3		b2bd25b84aa96ae0216ccc53e2f0324186c43f58
io.streamnative	pulsar-io-debezium-oracle	2.11.0.0-rc5		35a622697e81be0e188fb0c3995070821909ae32
io.streamnative	pulsar-io-debezium-oracle	2.11.0.1		d74b41a73930a7878da6c9cbd31029164fe1317c
io.streamnative	pulsar-io-debezium-oracle	2.11.0.2		a37dd63b825566e32cd0d21448aeddd04c123bff
io.streamnative	pulsar-io-debezium-oracle	2.11.0.3		d9d6960075e50f01da72fffb75a2744698f6ac36
io.streamnative	pulsar-io-debezium-oracle	2.11.0.4		8c8d362320ccf2e058e45f9c8858817b5d4d1d9d
io.streamnative	pulsar-io-debezium-oracle	2.11.0.5		281b44d130a2549d0dd5f5312efd6c9d82d7cdb8
io.streamnative	pulsar-io-debezium-oracle	2.11.1.0		92845367c82da3a1cb67f9bf2a4ffa77bb14565a
io.streamnative	pulsar-io-debezium-oracle	2.11.1.1		86805c19670264b6d20fe3f41d643f2b8c3101a4
io.streamnative	pulsar-io-debezium-oracle	2.11.1.2		c0a31058b2fc8b1f52b9f4f3216e8ec5e034dd29
io.streamnative	pulsar-io-debezium-oracle	2.11.1.2-arrowstreet		98c4f0fef97614d765033f823e49d1eb5dc21bb8
io.streamnative	pulsar-io-debezium-oracle	2.11.1.3		5305b533e33c0395889dc177200443ac97da125f
io.streamnative	pulsar-io-debezium-oracle	2.11.1.4		8f303032691d764c6a2d0c016d690d7e9a945f28
io.streamnative	pulsar-io-debezium-oracle	2.11.2.1		d12d1cab0881702871f72d9cb6ae9183791f05cc
io.streamnative	pulsar-io-debezium-oracle	2.11.2.10		1e17f6a1d62fa86e22f99bd3b95711717f948cf2
io.streamnative	pulsar-io-debezium-oracle	2.11.2.11		4f87aa65f5437652cfd2185bf97489904241c2de
io.streamnative	pulsar-io-debezium-oracle	2.11.2.12		578dccbd053dd13f175fc70999a93889c91b5809
io.streamnative	pulsar-io-debezium-oracle	2.11.2.13		da01dfcb05549e08a2331b54bb660c0d8a831f2e
io.streamnative	pulsar-io-debezium-oracle	2.11.2.2		0cd8cf0a73f8aca2b82064f09d5463fa5322f48f
io.streamnative	pulsar-io-debezium-oracle	2.11.2.3		fd6b3c3158ff275135e86e8a251cc13d11c03701
io.streamnative	pulsar-io-debezium-oracle	2.11.2.4		578d8ac9ad248906496b863dfcce1d5b88ab88d2
io.streamnative	pulsar-io-debezium-oracle	2.11.2.5		d440f63c7c2dfd3e6c3e27e12144838a0ee6cdfe
io.streamnative	pulsar-io-debezium-oracle	2.11.2.5-7330b5		73b3fab1d46c00225a582b5532f9b129c17fee6c
io.streamnative	pulsar-io-debezium-oracle	2.11.2.6		5e9390337f52fc0fbc2ca3eeef56f96c7868dc65
io.streamnative	pulsar-io-debezium-oracle	2.11.2.7		bf07a01a8cd93a4ab6b2c9b7f38275d12f2d67f0
io.streamnative	pulsar-io-debezium-oracle	2.11.2.8		b485b64593943b7c63ee217fab23d61c4b7fdb62
io.streamnative	pulsar-io-debezium-oracle	2.11.2.9		52f755e6fb76eaedeb601162e0ad3889f72823de
io.streamnative	pulsar-io-debezium-oracle	2.11.3.1		cd0be25208608a2b441c336357d4ecca03506782
io.streamnative	pulsar-io-debezium-oracle	2.11.3.2		b1fe7853f22b4bd0cab8548de6be37e51c3740f2
io.streamnative	pulsar-io-debezium-oracle	2.11.3.3		027497bb3b7f659859654ab57cbfd8f2fb0460bf
io.streamnative	pulsar-io-debezium-oracle	2.11.3.4		120683564de0943a22bf723b8ca70a8884fc7ba0
io.streamnative	pulsar-io-debezium-oracle	2.11.4.1		d839122aeb419ecdc54946f0e274734f16fd7c7e
io.streamnative	pulsar-io-debezium-oracle	2.11.4.2		eea65fbb87414190142e504eccc2e630268cca66
io.streamnative	pulsar-io-debezium-oracle	2.11.4.3		a68fc2058ed3aae48d9088123d84c088acad48e4
io.streamnative	pulsar-io-debezium-oracle	2.11.4.3-22cb86		1f6250e886cfaf9ea9e42bcd7584ae3eb905c575
io.streamnative	pulsar-io-debezium-oracle	2.11.4.3-d49e2f		3d4b9fbf4051f6b53908296e114985e72e9a4d76
io.streamnative	pulsar-io-debezium-oracle	2.9.0-candidate-4		758c01dc105bd1e6282dff1e3ca2bf86870f29a3
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109132205		7dc156f6b7e8c9cd43bace8d32ea4530a90cd455
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109142205		cf45e58287130c2fb8ed9253d0efcb738e6db2aa
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109152205		a1a3cb06f6e4c5560d969ff2413c1e14d5f5aeef
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109162205		f751a3e46c6ac398ba59b864db8543a9ad6a9e96
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109172205		d387e4f597185c3bd3a5ae8bb1bb4c0e02d12ea7
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109192205		be2459aa50af0459694c06290d909dd4354e0a49
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109212205		bbb227870ad049e97fe614a98fd82bbc02926701
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109241100		dd68e244da6bf8509819fa161e8ac8489fcc5802
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109242205		5d76781d5f77071597d597c4095c5fc0b16c7038
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109252205		35f0fbe489498bec0cd4ce53d3b303a14a8d3e2d
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109262205		cb732522654a76d0f4f26a95a234bb6dac7e6ba4
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109291558		a6a7d82cfc8357c4c2886e01561e073220ee3e83
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109292205		613a94f0689355d5ee4125c921642e866fcf2f86
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109301601		406364df93489bbc2beee0c2712f722e83b95d3f
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202109302205		89c1913e4c63dc7a395a871ebcfa6daa5b5e0832
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110012205		ec5ce5a07a481c98be85918053b72ddb68786884
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110022205		f9f289f028744c858f4f58eb4f44d9aa7a345f76
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110032206		5eb8bd4b84bdfd7947dbbac511f6dd4c07baac7f
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110042205		40be479657d127fd8626c25b7292cfcc7152bea9
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-20211005153744		34a57bfcf08007b27877cc8909cd0f2a57ffc04c
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110052205		992c621bfe54005ce1f15a4ed6834a0ada62b986
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-20211006034050		53a7f569cb7f82a9f202623ff7beeb5bf6a75ab9
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-20211006034704		26acea1eb4cabcf18c7cb9defaddafe81cf73f11
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-20211006043034		c4a64b2cb02c245ef7240da42d9fd788933b640b
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-20211006044313		167b3631dab8098dbfd0e1e4856b713a84295e2b
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110062205		ce5db161771796cbbed1f776da11b610ea7f054a
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110072205		e8b6a16492ea1f5a4a6a3af55997bd11d5b08634
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110082205		9f5b3d9d39f4c90190e224b58f2e53c581540ba2
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110092206		39b06f3b80b128a82865a1470af531a8f3d35b6f
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110102205		73d16f178cec6f3dccfb532307df300d9e7ce530
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110112205		87134dfacbddefafba8a26a9b8702da1dcc5633f
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-20211012061032		dda730c85f87538396de51a7081c8e5c0a5bf98d
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110122205		48f0de4887e8e03004ef5e23848c278fe8614b70
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110132205		fd347a5655e09765ed407e449fd5ba588e0e33ef
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110142205		4920fbfea72f266f9dd63ae2826e4f8b0795574f
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-20211015-1		0d0f752d9fd2f6c38a1e7e8d86612d3b5892c21a
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110152205		def2f02f3af3c145705b0d645620970ea16484c7
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110162205		1f088d879f0b7291befb5f1dfbaaafbf2d518aed
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110172205		f5c8ab9a6669fdb00a54768af72295fe4c62403b
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110182205		b239a812b196287de7a8de4386b0555c25c23443
io.streamnative	pulsar-io-debezium-oracle	2.9.0-rc-202110221101		14a1224997ef8b2c098360aa1895df6f24e993d1
io.streamnative	pulsar-io-debezium-oracle	2.9.0.0-rc-1		3c2da82d9e87d8cd8f4a218083561239ad5c4e5d
io.streamnative	pulsar-io-debezium-oracle	2.9.0.0-rc-2		9bbdf9aae756ef8d01b55ca5d7c32cde863eb3a6
io.streamnative	pulsar-io-debezium-oracle	2.9.0.0-rc-3		96d8f281cd5ddbb1275b1980667da4f36f8d8db1
io.streamnative	pulsar-io-debezium-oracle	2.9.0.0-rc-4		d860d1e72c3ceebffba0cba3b48d7508cd777be6
io.streamnative	pulsar-io-debezium-oracle	2.9.0.0-rc-5		85fea5388fcef9b85cfccf2f0c750dc6958e5dca
io.streamnative	pulsar-io-debezium-oracle	2.9.0.0-rc-6		c45bb93475d5ba9eef7d62d2d8d3988f7e3b8dc8
io.streamnative	pulsar-io-debezium-oracle	2.9.0.0-rc-7		066bf0e7d6e8cbbf865a598ad24af93189705994
io.streamnative	pulsar-io-debezium-oracle	2.9.0.0-rc-8		9b1dbb75a2070b2eac531beff076cba41d5850fc
io.streamnative	pulsar-io-debezium-oracle	2.9.1.0-rc2		605d4acee5eaf4523efcc7b8d6443bf2e65d8ebe
io.streamnative	pulsar-io-debezium-oracle	2.9.1.1		787e60b89fc4c63c4a0b67c8c9ba18c9041d0c1c
io.streamnative	pulsar-io-debezium-oracle	2.9.1.2		90f8e6bbf5b7f3af75e4261b53e4a21e2cf70d75
io.streamnative	pulsar-io-debezium-oracle	2.9.1.3		bfcf0abb34e6aa6f5c9fb377471b42b17b40e730
io.streamnative	pulsar-io-debezium-oracle	2.9.1.4		70db3dc9b2ef7b3c30d206dcd1a95ec9a2f9fb8c
io.streamnative	pulsar-io-debezium-oracle	2.9.1.5		011ceac59648d6d03b252c1d8012767cfca98cc1
io.streamnative	pulsar-io-debezium-oracle	2.9.2.1		4af395043e453f7252f9e92f4a25f562fdbaf067
io.streamnative	pulsar-io-debezium-oracle	2.9.2.10		f370b3c25b6bf360f7e081cce4f5513dd1d3d995
io.streamnative	pulsar-io-debezium-oracle	2.9.2.11		ac692664ba0cf33fe26f9029e66982e89005fca4
io.streamnative	pulsar-io-debezium-oracle	2.9.2.12		591afcda442032a45ee1558507bc138de9088827
io.streamnative	pulsar-io-debezium-oracle	2.9.2.13		7e7c33188c95b069fd62f0796d384acb2732a8ae
io.streamnative	pulsar-io-debezium-oracle	2.9.2.14		dc18a22cb5fdceca25bfca7dce6d64f29166b5d5
io.streamnative	pulsar-io-debezium-oracle	2.9.2.15		79494d03b07dd25ac97456858576d7fd6827c227
io.streamnative	pulsar-io-debezium-oracle	2.9.2.16		c1907ed96847c5afb57316abc1570f2e12f44692
io.streamnative	pulsar-io-debezium-oracle	2.9.2.17		addcbb31fdb33a30ae8e99984cdbe56344285669
io.streamnative	pulsar-io-debezium-oracle	2.9.2.18		53cf85a2056de2633d5c14a6d5233f2b756d0c72
io.streamnative	pulsar-io-debezium-oracle	2.9.2.19		f54fef12417498d2ccddae335a3599d31ede92f1
io.streamnative	pulsar-io-debezium-oracle	2.9.2.2		ea791c91d5360a2593024d4706172c9affe9e748
io.streamnative	pulsar-io-debezium-oracle	2.9.2.20		e8f19cd8b0f7319937b00728abb6a9839eda9474
io.streamnative	pulsar-io-debezium-oracle	2.9.2.21		5dc4aa01a39e787958b28324f8558c6e44d3890d
io.streamnative	pulsar-io-debezium-oracle	2.9.2.22		60d16f16dd1da2ea81fbcf657117953d67dbf454
io.streamnative	pulsar-io-debezium-oracle	2.9.2.23		f508014a991a399e0dda097203590695075efad4
io.streamnative	pulsar-io-debezium-oracle	2.9.2.24		7d0fac8376a9d5c8e30a64b50749d35d5c24e765
io.streamnative	pulsar-io-debezium-oracle	2.9.2.3		e5b8e141114a4b1a8638d7631f0b3f53326d0fe3
io.streamnative	pulsar-io-debezium-oracle	2.9.2.4		a960bb37890dbe737f406df5ef3a624d2d70237f
io.streamnative	pulsar-io-debezium-oracle	2.9.2.5		e1c353dbd8b99f07580a11ee77fb0f1044a5dbb4
io.streamnative	pulsar-io-debezium-oracle	2.9.2.6		548830b13ad3b61c8811be6c551115035205a0e8
io.streamnative	pulsar-io-debezium-oracle	2.9.2.7		0054ba9c508305f593af17f3fec1bdc1a4d6faa3
io.streamnative	pulsar-io-debezium-oracle	2.9.2.8		68534f1c1dc69c70a9b8b525aa374fd88d832306
io.streamnative	pulsar-io-debezium-oracle	2.9.2.9		2de6c4efb09911ae431045e194e1f917276b7e10
io.streamnative	pulsar-io-debezium-oracle	2.9.3.0		de8766d367ff9e9f8ee719bcb1b3aa99b22469d4
io.streamnative	pulsar-io-debezium-oracle	2.9.3.1		340e3b986523bb0424b67fb1e3ccc5d682190b50
io.streamnative	pulsar-io-debezium-oracle	2.9.3.10		3b6f69cc3d6c5ad484c40106fca7fbadeced5393
io.streamnative	pulsar-io-debezium-oracle	2.9.3.11		7d1a536a857a37c91416cfe8fecec52f08f82ed6
io.streamnative	pulsar-io-debezium-oracle	2.9.3.12		ba5756c7bcd68a4eef84501bc579a7935c6024c9
io.streamnative	pulsar-io-debezium-oracle	2.9.3.13		185bb4c014c0e81158a281f9961d23a5c89f3d48
io.streamnative	pulsar-io-debezium-oracle	2.9.3.14		1cd812db73614ee7fdc03e688357ff859f6465fb
io.streamnative	pulsar-io-debezium-oracle	2.9.3.14-rc-iterable		b77c2d099436b70fe9ff1298556ccaddced05371
io.streamnative	pulsar-io-debezium-oracle	2.9.3.15		410e132e8c1cb20487c70b26e53acabb755b66f0
io.streamnative	pulsar-io-debezium-oracle	2.9.3.16		240c4c8d843a1a88cb8f614a951aa88b6fd64e49
io.streamnative	pulsar-io-debezium-oracle	2.9.3.17		161fba9f97b186b8eb22ffdc4c5c506c8d5dcc2a
io.streamnative	pulsar-io-debezium-oracle	2.9.3.18		b20fa06f50ef81a23d7c52653a2599c89dc467ec
io.streamnative	pulsar-io-debezium-oracle	2.9.3.19		48a436ebabcac4edddbf94b73af9e0687348dafd
io.streamnative	pulsar-io-debezium-oracle	2.9.3.19-rc-iterable		65320d96cba07aeb2826fee1f40eca122bba586e
io.streamnative	pulsar-io-debezium-oracle	2.9.3.2		ad7b9b31641b827e8c5566b328ffce436f9b515e
io.streamnative	pulsar-io-debezium-oracle	2.9.3.20		1450b3316c99a25067b3ffb4b80cb1e9ca7439b2
io.streamnative	pulsar-io-debezium-oracle	2.9.3.21		08bfa14cd03719ffc9cbbbd8963dd57ca3a122fa
io.streamnative	pulsar-io-debezium-oracle	2.9.3.3		f9cbfb47a90722f1a9b0cbce02f3df75b9ac3dd2
io.streamnative	pulsar-io-debezium-oracle	2.9.3.4		bd0cc1dd7fab36238719f03b5a7bbc06fc5db6e7
io.streamnative	pulsar-io-debezium-oracle	2.9.3.5		d600851c84557344e7f3a99729b7393bf331f8e7
io.streamnative	pulsar-io-debezium-oracle	2.9.3.6		d7931a0e50e57061b69f0c85fa8c74a4c5a1daf8
io.streamnative	pulsar-io-debezium-oracle	2.9.3.7		3a89916f9c02162939f3b9df8c2c4c6a1aaddcea
io.streamnative	pulsar-io-debezium-oracle	2.9.3.8		71c34c682c30f532b50242066388cd6c5301076e
io.streamnative	pulsar-io-debezium-oracle	2.9.3.9		0f28ee5e156a83907f7e6609e1d27f9b0e8e42b3
io.streamnative	pulsar-io-debezium-oracle	2.9.4.1		5e228428dc466d65aeccb893b7eaed441fa5fb03
io.streamnative	pulsar-io-debezium-oracle	2.9.4.2		7173f96b2cdbca34c6dcf87b20c249cd9dd3e702
io.streamnative	pulsar-io-debezium-oracle	2.9.4.3		e47a724136a802c2f130f7c7d791fcf64c31d3af
io.streamnative	pulsar-io-debezium-oracle	2.9.4.4		548f5145b7439f3eb75a1abf04f15da2eaea22bf
io.streamnative	pulsar-io-debezium-oracle	2.9.4.5		2c3f8ba173ee84f07bf8777eebbf7c537008c851
io.streamnative	pulsar-io-debezium-oracle	2.9.4.6		a54a885b0706b95e87cbd49a41edf22b003c78c6
io.streamnative	pulsar-io-debezium-oracle	2.9.5.1		05de23583f61099148d611d9eeea99da3b9b576c
io.streamnative	pulsar-io-debezium-oracle	2.9.5.2		1c1a7dba3f250140b1145451137e102d084d1f4a
io.streamnative	pulsar-io-debezium-oracle	2.9.5.3		011586b1137bbb29ad23e609382650888c455d43
io.streamnative	pulsar-io-debezium-oracle	2.9.5.4		d2956eecdff69587f8606597d21e7253feee7ed3
io.streamnative	pulsar-io-debezium-oracle	3.0.0.1		834c226df9fbc1034e19ad4caca45cf82d9cc4f1
io.streamnative	pulsar-io-debezium-oracle	3.0.0.1-rc1		27bb6e58087ea7f1d3e4af240693ecbd2dd9c8d2
io.streamnative	pulsar-io-debezium-oracle	3.0.0.2		7052a88f145e720a591c7c8572f5f662ed9f9988
io.streamnative	pulsar-io-debezium-oracle	3.0.0.3		0e8690cadbcfd69bd9904a49cda7613ef54432c2
io.streamnative	pulsar-io-debezium-oracle	3.0.0.4		77938ff93efcc25bf8273893da7f56855854015a
io.streamnative	pulsar-io-debezium-oracle	3.0.1.1		6a0ce9a782e8196d31a628ccf0c33e05f2c4d8d9
io.streamnative	pulsar-io-debezium-oracle	3.0.1.2		01abfb28fde09417e46cdc4662d5b1a45df56cfa
io.streamnative	pulsar-io-debezium-oracle	3.0.1.3		52a9059ebe62833183125aeb8d518a32bbad0313
io.streamnative	pulsar-io-debezium-oracle	3.0.1.4		fe8d01c97b9d7978ea0932971a8c476aa890868f
io.streamnative	pulsar-io-debezium-oracle	3.0.1.5		eef549ab326bde66247c0d3d2eff84399eaf17f9
io.streamnative	pulsar-io-debezium-oracle	3.0.1.6		0e84d3698c5c434ebaef6fd379094ab51105b7b9
