ai.floom	java-sdk	1.0.0		5a34a162e968506fedd0c5a04bd20465a8aea51b
io.opentelemetry	opentelemetry-extension-kotlin	1.36.0		ffece207b67fed4d968cbc8a8ab7a2c941e527f1
io.opentelemetry	opentelemetry-extension-kotlin	1.37.0		f706397e26a25c73fc0ef9cdc45aee6b61e5b4c2
io.opentelemetry	opentelemetry-extension-kotlin	1.38.0		742ba4a70c0ad3a9e9dbca2e37090e243d6ce8b7
io.opentelemetry	opentelemetry-extension-kotlin	1.39.0		204716b1daef042b5f9f1940cb2ee49d7e878e63
io.opentelemetry	opentelemetry-extension-kotlin	1.4.0		045a9916a1b958bb2961e90e1f471f8d2d6c41b9
io.opentelemetry	opentelemetry-extension-kotlin	1.4.1		f35604c8fe0dd99fac3fb57d886184fc631870af
io.opentelemetry	opentelemetry-extension-kotlin	1.40.0		10249b70ae37f18886359d230656ad79f68dbc95
io.opentelemetry	opentelemetry-extension-kotlin	1.41.0		034e4d8f4db21ea72f6dbc1db1d2c51d8d33294f
io.opentelemetry	opentelemetry-extension-kotlin	1.42.0		37ac9024b1817e86fcd25766fd29e9b35ec6f32f
io.opentelemetry	opentelemetry-extension-kotlin	1.42.1		9a8dc837c259a23ce1832a90cdb22cadcc290362
io.opentelemetry	opentelemetry-extension-kotlin	1.43.0		e24b64bf2053ff445f0c67ee6dc4a8ae7c5286a9
io.opentelemetry	opentelemetry-extension-kotlin	1.44.0		d9c0dbdcd40ec818f48db30d9998a0cd3cceebd2
io.opentelemetry	opentelemetry-extension-kotlin	1.44.1		70380cd43c7b4fd894748da1c875cc497ecd58e7
io.opentelemetry	opentelemetry-extension-kotlin	1.45.0		9be9bc4cb1a5cfc117b96b0b9fc069562c5b377a
io.opentelemetry	opentelemetry-extension-kotlin	1.46.0		361d471a0d673781ece2ce60a0da58f81b8d076c
io.opentelemetry	opentelemetry-extension-kotlin	1.47.0		d319edb5d6e1af65facd21a5afbfe662ce987a5e
io.opentelemetry	opentelemetry-extension-kotlin	1.48.0		eee5873e354805d489f99a200b42b03d2941ace9
io.opentelemetry	opentelemetry-extension-kotlin	1.49.0		93c75c199ed2b790d5aefa436b4c2aa01ca39e58
io.opentelemetry	opentelemetry-extension-kotlin	1.5.0		1629ae0deda7ce253d90dba6b7ab44d1b360c1b0
io.opentelemetry	opentelemetry-extension-kotlin	1.50.0		4ceb176eaf45a1f5980d3500d2c909b53b2ee9db
io.opentelemetry	opentelemetry-extension-kotlin	1.6.0		68755c44a4476a734ad9126abc8dc30bdf160efe
io.opentelemetry	opentelemetry-extension-kotlin	1.7.0		93dda06339011d674eedf658cf1f6df41a9be8d1
io.opentelemetry	opentelemetry-extension-kotlin	1.7.1		28715828d0bbb5e51c87f0fa8d385ff796ecfe4b
io.opentelemetry	opentelemetry-extension-kotlin	1.9.0		c3a044342fcaa04a54b6a9c504599580d48ff502
io.opentelemetry	opentelemetry-extension-kotlin	1.9.1		ecef71d7daaccde80b58259fd01b6685fda52b64
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15		0a3e72dec6847854428c6ab87b3e5325b0f0c7e4
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.10		2a82fc66f0dd83b1d64845956502be6a9a51b9b6
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.11		f8008bda4731689f0cef88bbb7a303f6b433355c
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.12		347fe610835d9896f8b5f0ddcca06853e071e239
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.13		8f80cf2cb883b1e5a29b343ffde408dd5b7ad978
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.14		db88f28f3b24cc53424538c2760a34b95ac5029d
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.15		f6121c70a831d4399d7bb98db85f4af76d8455c8
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.16		1d09a080bca55eeee0322e08d503743cc5103178
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.17		69a716b3794c734948c82f11d3ac71f97fd2ffeb
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.18		f59c676be54875a8ae198475b2f3498840a2d9ef
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.20		e7068d287d1a0c6a8ba7f02498ec1bfb0205caa9
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.23		c68adc4d2c19a9aa5dfb0ba275f73759a73b176f
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.3		16e6b4db95d2d311be3a80c67efc1a81f571734c
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.4		90541b25ffa2816ca40d800cd50c918d86d08179
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.5		26a26193da0dde1487bcafd391304e701df57df3
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.6		2ebabb602f4d0c85b0369b5005fbbf488b9106a2
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.7		9024f98a18533334dbd41f4430477778dd888091
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.8		b4cf474846b7401aba55e3406a2c1b8d89fd9b5c
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	5.15.9		c23b891e70780095277add48ada80ce0f4855e29
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2		ff3d6860a8fef0b21a870eb0dea10fcd340566f4
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.1		779f341ddf2f3ba7f75b7fa7e7c3156c33c68ab4
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.10		7c44ee7d98a0ecabaa2ae5bbe7b461fac2474462
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.11		3051a4ceebfbb98feb7a40a188d29d1ae9e76b13
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.12		68f98406b5b64ed4951de8f8a92f996984fa30cb
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.2		e5d2a332e0f98d4c3890ef512b2d7fc6dffdd3f7
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.3		d575197caf692aa6f8ebb4eafd0cad1a005a1e99
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.4		c7b5209e8e9052cbb4b9c651d4e06a71f686f364
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.5		4449648a97a344ffd70819c736110126580f25ca
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.6		d038799946e54c37a61dcf29643a08ff97f1da41
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.7		13a79d977dc22922a27d29dbf43e9759fcec1511
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.8		ee526a325062df9e51242c5dcf376fe9ac63f194
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.2.9		8ecea6493fc52a8a6401dd363d01abd0d244ee8c
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.3.0		1bf2242f720e1a1d9e9ced82da302b8c65180e28
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.3.1		8f6d00bc9bf35df7e8d0c612ff3a514424449aeb
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.3.2		b709bcb8c7cff985798533706ecd84c809c2e3c2
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.3.3		04c35a456170ca1914abee0985c90b84e595e959
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.3.4		077f1bc184519687cc3d94104845bf6c415c8c06
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.3.5		97f98a64c0e902d48c02ed9476509a2abd32b433
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.4.0		25352577f8b9e0058fda5ac1cec683688ed51823
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.4.1		13dd1c3de0273ed31aff5e3a8c967f8c46add600
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.4.2		3d0866e7506bb5d2180400e0ba555189daed9c85
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.4.3		9de65fc65b3ec03cfd6591fbf1e6c6f502e3b7f8
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.4.4		553fe7c66d2cce633652260e0ffe591d08666f68
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.5.0		76dc0245b6a00ec2a6529f546189d81a61393231
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.5.1		96fd691798617974479bb505a6a12c8cee7e0b25
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.5.2		8b2640b9cebd67336fe67fd2ee1ff60be9db0540
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.5.3		19d9a74381616c8e666277a6e15de0ce47a53afc
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.5.4		bb881eb7c11f448e2f62f248d281a5bc903db3cd
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.5.5		5bc1ffb68872e93978a246b3788e611066b1d5f6
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.6.0		975eb05050e79ef63c497fd539479356b97d6aef
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.6.1		0326f1f71ebbcd1379c3f0172c1816fe4c8c9902
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.6.2		8e7b607ae56d3d90ebd121b006e50ab4d8ab3615
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.6.3		b3b467c33d13997073855d117125724e9dff792d
io.qtjambi	qtjambi-qt3dinput-native-windows-x64	6.7.3		6896f486125b972f7950cb9cf11c2aac3b25d299
io.springboot.ai	spring-ai-redis-spring-boot-starter	1.0.0		b7b2bd7ce8a6099ebdc6d6e0c44431d0d4facfde
io.springboot.ai	spring-ai-redis-spring-boot-starter	1.0.2		8ba656a77e32b85027de837289a4b48fdf32574e
io.springboot.ai	spring-ai-redis-spring-boot-starter	1.0.3		d8480ba163e4a938153fcf6636d6a5c69b7a1d6a
is.cir	ciris-refined_3	2.0.0		12f874d68b23553d7565d2b2dd0a6fc4ce4a9096
is.cir	ciris-refined_3	2.0.0-RC4		657769cab4d75c15227fd001d957c47faa58a328
is.cir	ciris-refined_3	2.0.1		033a20661624c15de2b6c9b970bf192127d6495a
is.cir	ciris-refined_3	2.1.0		5925e2d37a03b387f0543fe37151a969fd4a680c
is.cir	ciris-refined_3	2.1.1		418141b1b02d6bf6bf42b6d45c822de54bc87c78
is.cir	ciris-refined_3	2.2.0		7f2a272493379c648428762af1c12d4b6d2b02b5
is.cir	ciris-refined_3	2.2.1		73b0f4b9d47ae53d7773ab7f17a2245f61c7a8ea
is.cir	ciris-refined_3	2.3.0		1e2cc9a0345341e7222c90ffddd10615aacfd326
is.cir	ciris-refined_3	2.3.1		d8f3a52905dd0d45f5a911fc9f1a65fd58c06b0e
is.cir	ciris-refined_3	2.3.2		b1adfd8dd403665807edb418783963eae4bb8e61
is.cir	ciris-refined_3	2.3.3		d35671b7b58eb5aaf205e4249fb550597f77e285
is.cir	ciris-refined_3	2.4.0		069a7cf39463e0c123612e3f0be6c23ab3bf7060
is.cir	ciris-refined_3	3.0.0		9b751fb1879f840918b80f17b7ffa1aca0720227
is.cir	ciris-refined_3	3.0.0-RC1		6f5fc7d15b7561662d7c0b73822f344b64b90a66
is.cir	ciris-refined_3	3.1.0		6c95279bc1001f30c9f3d9bf582d63c47a242bde
is.cir	ciris-refined_3	3.2.0		0d0b5343119c040d018b9329898e5d2fb5561e9d
is.cir	ciris-refined_3	3.3.0		f3f6aa4d6508c7d660b1f1918d8e84f54f09dc39
is.cir	ciris-refined_3	3.4.0		376d37919c9c35d3aa73f5b8546124055010e8b7
is.cir	ciris-refined_3	3.5.0		cf50feffc4f44159bd380e8ebb98951777d8595d
is.cir	ciris-refined_3	3.6.0		28f12ba0a6f69060880e3ac8dccc593cd4735a48
is.cir	ciris-refined_3	3.7.0		8de5a9cf690b8f986b18ddbe3ef5383e0e05f0c1
is.cir	ciris-refined_3	3.8.0		350dd8cca1d1fbd14a708f86fc91441733933048
me.adkhambek.gsa	ciceron-compiler	0.0.2-alpha		e98da95741a12f7b8f191d4e5f346df54823124e
me.adkhambek.gsa	ciceron-compiler	0.0.4		952b09fc58e8dc13db16bbd84fe52c5fe03769eb
net.accelbyte.sdk	module-matchmaking	0.0.4		b377837b43279379f232538164dd6022e451796d
net.accelbyte.sdk	module-matchmaking	0.1.0		0d2c77f6842a26ebb0dbc8bbf3d042788082ac0b
net.accelbyte.sdk	module-matchmaking	0.2.0		824a384ff6cc443e646312a152fc4f46dc687b1c
net.accelbyte.sdk	module-matchmaking	0.3.0		71e1e0bfa5ebe06af07788ef7d0645dada608728
net.accelbyte.sdk	module-matchmaking	0.4.0		29743e7eff754d8dd03388d391eb190048932ced
net.accelbyte.sdk	module-matchmaking	0.5.0		ade023b2a992224db866dfe90746e92dfcdeb490
net.accelbyte.sdk	module-matchmaking	0.6.0		c712de68cf7fb003628c0cbe21504e055b214388
net.accelbyte.sdk	module-matchmaking	0.7.0		309bcd657cabf0b209d1f5802b320e856cd494ad
net.corda	corda-combined-worker	5.0.0.0-DevPreview-2		de5880507b5a9fd872a4539581c1b0c2bdefb26d
net.corda	corda-combined-worker	5.0.0.0-Eagle		bf427c132a7175d3c41ba2508d8001104f205975
net.corda	corda-combined-worker	5.0.0.0-Fox1.0		3eb84027fc78f0ba07a2887a4ece2afbf28e2f0d
net.corda	corda-combined-worker	5.0.0.0-Fox1.1		1b7c6fdecd5e54e09ec080905f2b6e14fad1a4d5
net.corda	corda-combined-worker	5.0.0.0-Gecko1.0		f6ded2fc795f0601560343ab8e0edcc859c51670
net.databinder	dispatch-futures_2.9.0.RC1	0.7.8		43d76d2c5f1d2a866787e1690a16973f6d2933e8
net.databinder	dispatch-futures_2.9.0.RC1	0.8.0		30d6cc3ee524b4102b1ce0222ba2fcf6d1c494a3
net.databinder	dispatch-futures_2.9.0.RC1	0.8.0.Beta5		8d1bf7b26ebdd0dfe420ec435850074d1668be8e
net.maritimecloud	mc-root-pom	1		N/A
net.maritimecloud	mc-root-pom	3		N/A
net.maritimecloud	mc-root-pom	4		N/A
net.maritimecloud	mc-root-pom	5		N/A
net.maritimecloud	mc-root-pom	6		N/A
net.maritimecloud	mc-root-pom	7		N/A
net.maritimecloud	mc-root-pom	8		N/A
org.biodatageeks	sequila_2.11	0.5.12		d53ea1fc149227b53d61614983faa21c50d5bb97
org.biodatageeks	sequila_2.11	0.5.13		b8bed6e247fa841ac059adb2135ccc260bf9a5e5
org.biodatageeks	sequila_2.11	0.5.14		d9d3f9bf7ca170b3b9f67576111f672be48aa00e
org.biodatageeks	sequila_2.11	0.5.15		161314e5da3377f5e1e193b45046fa8f12fadbc6
org.biodatageeks	sequila_2.11	0.5.16		a820260db35febb3ca23f619cd223737a24cfbc7
org.biodatageeks	sequila_2.11	0.5.17		733db58432422fc89fa68374f608e90037cad260
org.biodatageeks	sequila_2.11	0.5.18		2489cfdc9dbc47d33392cd029f41e5dd8bbf6cbd
org.biodatageeks	sequila_2.11	0.5.19		615d5f2cb646b3cf9141b1e1de361757e24bda20
org.biodatageeks	sequila_2.11	0.5.20		c2b334bdfa3e8da3bdb5df2d11ccd4cc4f2bcba6
org.biodatageeks	sequila_2.11	0.5.7-SNASPHOT		7bbf835ac3bf0e4268ca3ceb712eaabf63f4855c
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.10		be87eaa883c81856c251148db589970d985d5079
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.11		5ac34a50783935df35fa3bd478649a5acb4c93cc
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.12		9f7590cd29cfcbb9d62b1c15b28b3e97c593589b
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.13		f79bbea520649435e07ec53df89085c9aac237af
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.14		ed565c6c5238e850553e9c1b8b135d1c4aee5f0e
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.15		230b3c3c7ba5d9370535ebe3568e054b9c93e514
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.16		3810bc204ee4037a12075a7d758fb602f6a93813
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.17		45dc06df80682430ee693b8c5b0fef8eb5fcb56f
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.18		d81faa3800973d80ec5aba70155b669de69cdcae
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.19		94cae3887834ad08e1387f17d32447e81eaf2451
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.20		5715c6082124d2dc6711df5c6f6cfb407f6a7be6
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.21		431cdf312f178934945a620f2afc4bb4916a9f0e
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.3		480876ba023b629f66bf66703b105548e1f4bada
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.4		8f431154227b63bba627601f6530aa7832594282
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.5		43a1a0d2971c8785292dba853accdd70ddbe848c
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.6		2523fc860df1a597b6f07dafffb00a065a6e5ac3
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.7		af2e21dafbdcb97d70d6d872bccb8d774832fa96
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.8		ba72e2da5179136575aafaa63180d1eed36df4c8
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.0.9		d062a438376aad49ba3a16640ba991e21b5337a9
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.1.0.alpha0		b7c9406d51b317ddd120718c1ebae4b6972bbad3
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.1.0.alpha1		09052501c5b0209f6710c9fb3970320ef8b96739
org.eclipse.jetty.ee8.osgi	jetty-ee8-osgi-boot-jsp	12.1.0.alpha2		ce675a2d9311f57c569170541c7ebc727d7ba309
org.fedorahosted.tennera	jgettext	0.1		2ac6b90a038f1b22c4f149d18007ddd0b20c3c9b
org.fedorahosted.tennera	jgettext	0.10		24449042b9e437a88bec2da479ce268805c98184
org.fedorahosted.tennera	jgettext	0.11		3f0a41f8c4531ff1bf4e3f2891fb8400f5c16d0a
org.fedorahosted.tennera	jgettext	0.12		c9f2ee720b3f559bd60e1c0f909f69a7829db65e
org.fedorahosted.tennera	jgettext	0.13		3eabe3005f7e7e75b68c834f04d509e1005e2486
org.fedorahosted.tennera	jgettext	0.14		1854e2677e1bf33ee1b8cda21d1fc86d6e0c7a27
org.fedorahosted.tennera	jgettext	0.15		4c81c7877aa86e39ea5d775bce53da959f7eb01a
org.fedorahosted.tennera	jgettext	0.15.1		67f4bab4733d215bbdf3671078f9640280b4678a
org.fedorahosted.tennera	jgettext	0.2		3ecc40e76c49f46fb4fd5db7c5e9a9eb7d233d6c
org.fedorahosted.tennera	jgettext	0.3		d6fff7b15370223e16a35317d2199806e4e8f3d9
org.fedorahosted.tennera	jgettext	0.4		ff05f5f373cfa44629554dbc826f878667d25537
org.fedorahosted.tennera	jgettext	0.5		98a982a8949f40e2ef36cf5536ce2e474b7c2f02
org.fedorahosted.tennera	jgettext	0.6		f87c464c5252c8f2ffab15ec32a4437b23232dbe
org.fedorahosted.tennera	jgettext	0.7		b26c398c98a482cfb126f2db847ca7af5b8c6c93
org.fedorahosted.tennera	jgettext	0.8		fb433e38a53e55092b5cb9e3a47f1b3f9e7049d5
org.fedorahosted.tennera	jgettext	0.9		00a96b3377fc91124ea40c3a1c59c90b21a63578
org.glassfish	jsonp-tests	1.1.6		c3b02a1268ed4dbb9b9c3005f1e4394cfc08d3a4
org.glassfish	jsonp-tests	2.0.0-RC1		91958dfca2ef70a4b2ae012093c9c76ac9d60436
org.hswebframework	hsweb-easy-orm-core	3.0.0		5edd6ef384db48c17a5a25772c8192c4fbe3ac05
org.hswebframework	hsweb-easy-orm-core	3.0.1		c0284208c4ad30e79d09c0114bd29129f2f6f5f6
org.hswebframework	hsweb-easy-orm-core	3.0.2		092ab43454c96888fb7a77c8386becc3ec19cdfc
org.hswebframework	hsweb-easy-orm-core	3.0.3		bbfbdf44cffd8c24ac647716117e40bcc6106d85
org.hswebframework	hsweb-easy-orm-core	3.0.4		dfb631849d4f5a91bfab656b8eb4282c9050ccd1
org.hswebframework	hsweb-easy-orm-core	3.0.5		df746780bbc6d3459e098732364eb41ec4c70dd8
org.hswebframework	hsweb-easy-orm-core	3.0.6		20d59be4d3c57153dc619f20eb5e2bc61e0d2538
org.hswebframework	hsweb-easy-orm-core	3.0.7		d21232ea38d5ed943773714b80c782fecdcf8c79
org.hswebframework	hsweb-easy-orm-core	4.0.0		f5397464b82b8c21a47d83e4d58f2badb1b1e6a6
org.hswebframework	hsweb-easy-orm-core	4.0.1		8653d34c308491df824c18477b8dd3a5a0bdd51b
org.hswebframework	hsweb-easy-orm-core	4.0.10		411b159cf2a5565c1974c166e4fb691e90cc255e
org.hswebframework	hsweb-easy-orm-core	4.0.11		7cd11108749fdd7ee13673c05eaff1ccafe74544
org.hswebframework	hsweb-easy-orm-core	4.0.12		f38e0cd231901780272cdbf8f949458bcbf28336
org.hswebframework	hsweb-easy-orm-core	4.0.13		a12e75645c79625d51decea5b9b60e23338f8544
org.hswebframework	hsweb-easy-orm-core	4.0.14		ef90d1012f66d5b2421a4c29cd892b04e67ec0b0
org.hswebframework	hsweb-easy-orm-core	4.0.15		9e12a64b4bac4c25f14d49a583d17743314ba4ed
org.hswebframework	hsweb-easy-orm-core	4.0.2		984236ddc35a0a4311ad5f563f7db731d45b701d
org.hswebframework	hsweb-easy-orm-core	4.0.3		9d626eb011e7dec9f4e8f50d02d32a043ad1786b
org.hswebframework	hsweb-easy-orm-core	4.0.4		776ed31befca3274f9e0c659faaf33a243d7efdb
org.hswebframework	hsweb-easy-orm-core	4.0.5		d2e143c8736abc2600de1898544392e61a018f9b
org.hswebframework	hsweb-easy-orm-core	4.0.6		df9b9b13a0a3422a26497dd8c0193219ef4e3cc4
org.hswebframework	hsweb-easy-orm-core	4.0.7		93218cedf53aae96f1c8b0967548953d6ef96bab
org.hswebframework	hsweb-easy-orm-core	4.0.8		8da1145bddc0ff67f64170d538a8150edf8c9c6b
org.hswebframework	hsweb-easy-orm-core	4.0.9		a240b9d0aea02cb8299d328b787ca16f5ea1bef8
org.hswebframework	hsweb-easy-orm-core	4.1.0		19a793f3f06da075baff61e07d55a32a9ed3f0fd
org.hswebframework	hsweb-easy-orm-core	4.1.1		ed80da67ecf3de55fd36decbdf2c7bd7b287620f
org.hswebframework	hsweb-easy-orm-core	4.1.2		29bbceabd8283e453ab8f95c34b503dc540b9619
org.hswebframework	hsweb-easy-orm-core	4.1.3		1cc15a3fdabd70dc2df22fbcfd773cb7067b1f61
org.lyranthe.prometheus	client_2.12	0.5.0		93c466e758c43875f5e90fe2c5db4e918cfb2cb3
org.lyranthe.prometheus	client_2.12	0.5.1		2a2c83744cde02da15d19e4179706178a82e52f3
org.lyranthe.prometheus	client_2.12	0.6.0		c8177cf4972de773c4f514215bb287c1bf0a397d
org.lyranthe.prometheus	client_2.12	0.7.0		6694923971b1e40e61e052952cad4a60d7dabf56
org.lyranthe.prometheus	client_2.12	0.8.0		ba5e52c878aa032c52223678decd14857ea3cf3b
org.lyranthe.prometheus	client_2.12	0.8.1		03e7e8f20e56f12acb0503de538986dcf1bb0385
org.lyranthe.prometheus	client_2.12	0.8.2		dfcb3d57e637cb4308b1981a1a4e97edabc25ee1
org.lyranthe.prometheus	client_2.12	0.8.3		3f32eb47fc3bc21bfb1c4d07f932619668d48f23
org.lyranthe.prometheus	client_2.12	0.8.4		fea0055e4505ff091c9902587dcb9d241fbab003
org.lyranthe.prometheus	client_2.12	0.9.0-M1		738b85b07529cfccdc46e19331fd03acc87535b0
org.lyranthe.prometheus	client_2.12	0.9.0-M2		b9158cb36e3e67cb88120e8d70edcb38e6621341
org.lyranthe.prometheus	client_2.12	0.9.0-M3		ac176048156bc4a7cc1e1f1e70e5f7b4d69acb2d
org.lyranthe.prometheus	client_2.12	0.9.0-M4		e19f9a119aa5db90e5ed1fccd0b4b29ed6be9d14
org.lyranthe.prometheus	client_2.12	0.9.0-M5		1f0817a2ddf0ab810c17c5ca2cd75f9ea2abccef
org.ow2.frascati.tinfi	frascati-tinfi-parent	0.4.4		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	0.6		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.0		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.0.1		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.1		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.1.1		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.1.2		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.2		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.2.1		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.3		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.3.1		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.4		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.4.1		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.4.2		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.4.3		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.4.4		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.4.5		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	1.4.6		N/A
org.ow2.frascati.tinfi	frascati-tinfi-parent	2.7		N/A
org.ow2.monolog	monolog-wrapper-ant	2.2.1-RC1		aa66564a64854f4aa1e55df30d9ec538e4157887
org.ow2.petals	petals-registry-core	1.1.3		c446fd857ec16c67a59e629e932927492c189f16
org.ow2.petals	petals-registry-core	1.1.4		b08e73d4d61061381f53e9a5b7757b2a944c8fc2
org.ow2.petals	petals-registry-core	1.3.1		64ce81bbfbf62dedaee68824f65aa4a095663f51
org.ow2.sirocco.cloudmanager	sirocco-cloudmanager-providers	0.4.0		N/A
org.polyvariant	better-tostring_2.13.5	0.3.10		c7470ebdedf610ba25a6becab08c82effb5af9cb
org.polyvariant	better-tostring_2.13.5	0.3.11		de392e282d8b50cbdb8214d0f05a22e7af10c848
org.polyvariant	better-tostring_2.13.5	0.3.12		6de1696aae71504da13a639758eb8299b5a68805
org.polyvariant	better-tostring_2.13.5	0.3.13		4e0a351b6d6098d7819ceec746695a0c3d35844f
org.polyvariant	better-tostring_2.13.5	0.3.14		5798aa28708547f14ff90860d539f6ff14ea68df
org.polyvariant	better-tostring_2.13.5	0.3.15		302efef12dcf8ebe1c9ac29ded44386a9eca34eb
org.polyvariant	better-tostring_2.13.5	0.3.16		1259f433a6b7d5396bea718a33691a8a62dca351
org.polyvariant	better-tostring_2.13.5	0.3.17		604eef08e9e7a17735eed88bba43090ad77d98c3
org.polyvariant	better-tostring_2.13.5	0.3.8		474f64491d178338dd6b69f5b9cfaa19283819c9
org.polyvariant	better-tostring_2.13.5	0.3.9		4b203ad639574917a37f362155d5238f17830397
