ai.floom	java-sdk	1.0.0		5a34a162e968506fedd0c5a04bd20465a8aea51b
com.ing.baker	petrinet-api_2.12	2.0.0		75e8bdda665b049386e165ba558bc79c6573332d
com.ing.baker	petrinet-api_2.12	2.0.1		412b825127143cb01fca942340671afd8e42d0f5
com.io7m.calino	com.io7m.calino	0.0.1		N/A
com.kmwllc	lucille-distributed-example	0.2.2		5c00339d7ba215ea25fe0cd1dcb5bf7d341b92e0
com.kmwllc	lucille-distributed-example	0.2.3		55fd20cdec30733d7b5280ee448bad50da922537
com.kmwllc	lucille-distributed-example	0.3.0		cd16332c92486425300eac5ed94069796fea794b
com.kmwllc	lucille-distributed-example	0.4.0		9a7acda1f4c8cdc587ceeda96f211b015cb4b725
com.kmwllc	lucille-distributed-example	0.4.1		badedf05425e3dcf46232fe877b39c604e62928a
com.kmwllc	lucille-distributed-example	0.5.0		e3820208a8a6a238dcaeec454d68d0ca10963010
com.kmwllc	lucille-distributed-example	0.5.1		38f00690af21ddf5a76211f9b067d849530990cd
com.kmwllc	lucille-distributed-example	0.5.2		310948b845b5f5d49917a7355bd720aeab93e6d4
com.kmwllc	lucille-distributed-example	0.5.3		33a0291562e1f42c2b2fbb1fa1695ca875532646
com.kmwllc	lucille-distributed-example	0.5.4		22bd31fc81fcefd07753180b916efccc5d1b717c
com.kmwllc	lucille-distributed-example	0.5.5		8d6a601fb155ffafff9e413c361b9b16741c2331
com.kmwllc	lucille-distributed-example	v0.2.4		f3d1e8f49b17f011de17f851a4c0f6649c2173f3
com.lihaoyi	upickle-core_sjs1.0-RC2_2.13	0.9.7		1ee6bd5049dc97e91789c280635df04410f9497e
com.lihaoyi	upickle-core_sjs1.0-RC2_2.13	0.9.8		c1f881df3280c1c16b768e4bd3a1655c017f65ae
com.monkopedia.ksrpc	ksrpc-ktor-websocket-client-linuxx64	0.8.1		N/A
com.monkopedia.ksrpc	ksrpc-ktor-websocket-client-linuxx64	0.8.2		N/A
com.monkopedia.ksrpc	ksrpc-ktor-websocket-client-linuxx64	0.8.3		N/A
com.monkopedia.ksrpc	ksrpc-ktor-websocket-client-linuxx64	0.8.4		N/A
com.monkopedia.ksrpc	ksrpc-ktor-websocket-client-linuxx64	0.9.0		N/A
com.monkopedia.ksrpc	ksrpc-ktor-websocket-client-linuxx64	0.9.1		N/A
com.monkopedia.ksrpc	ksrpc-ktor-websocket-client-linuxx64	0.9.2		N/A
com.monkopedia.ksrpc	ksrpc-ktor-websocket-client-linuxx64	0.9.3		N/A
com.monkopedia.ksrpc	ksrpc-ktor-websocket-client-linuxx64	0.9.4		N/A
com.monkopedia.ksrpc	ksrpc-ktor-websocket-client-linuxx64	0.9.5		N/A
com.netaporter.gatling	gatling-bundle	2.0.0-M4-NAP		N/A
com.noumenadigital.platform	api-postprocessor	2024.1.9		006f199cd64f9d7723136c0d52862710fb6ac4d7
com.noumenadigital.platform	api-postprocessor	2024.2.0		1862f44372d8bcabe86acef0af584f8cc35265d1
com.noumenadigital.platform	api-postprocessor	2024.2.1		83815d957e42bb0d2aae814861fb65dc77b19548
com.noumenadigital.platform	api-postprocessor	2024.2.10		250f8fceeb2e1d162b1797f3dd3819dcb0837b34
com.noumenadigital.platform	api-postprocessor	2024.2.11		008a766ba706c56f57427e5a93ea2cabe445a5f5
com.noumenadigital.platform	api-postprocessor	2024.2.12		b36cbdc70ab0fcace74786adaa997c5422f47b8c
com.noumenadigital.platform	api-postprocessor	2024.2.2		6986ce3562201dc8731ba1bff5611b2d9f41eb0f
com.noumenadigital.platform	api-postprocessor	2024.2.3		98dcbbfad4512c427dd30df2d397dec9ab40de85
com.noumenadigital.platform	api-postprocessor	2024.2.4		8bfc2730a6af035c9dda17fa1c3f48079a1d4ea0
com.noumenadigital.platform	api-postprocessor	2024.2.5		fbae0eaefb93e4a6c81e738a1b11241b5a7f3906
com.noumenadigital.platform	api-postprocessor	2024.2.6		7c9c38e15035c43406ec2e93f58bae7159fa557f
com.noumenadigital.platform	api-postprocessor	2024.2.7		2320b493da267fd535ac143c07e67311d0bb61e8
com.noumenadigital.platform	api-postprocessor	2024.2.8		a15aa6ddcb5f8e94b2d6f39cc65b512f8c6e6924
com.noumenadigital.platform	api-postprocessor	2024.2.9		916d2a655626bdf327ca63aeb031f0e437faa314
com.noumenadigital.platform	api-postprocessor	2025.1.0		22a3b41c859d21799d34694992977dbad0d9bf56
com.noumenadigital.platform	api-postprocessor	2025.1.1		ad0e98130b249dc5e4c729ca152e406365f58f71
com.noumenadigital.platform	api-postprocessor	2025.1.2		d61a3b9700a36dd26838db55017a69c2d798c67a
com.noumenadigital.platform	api-postprocessor	2025.1.3		62a678d2efbe5b204e5e1d82649daf3605b5bd5d
com.noumenadigital.platform	api-postprocessor	2025.1.4		91c44d1bb0346374a06f505050f6e49f8d59a2cc
com.noumenadigital.platform	api-postprocessor	2025.1.5		5485f6a5abf931eba89e80c5d233cd4dbf832178
com.nrinaudo	kantan.xpath-cats_2.13	0.5.1		9fa38a30e115cbcf0f40b085220954b1bf90dca1
com.nrinaudo	kantan.xpath-cats_2.13	0.5.2		b5101f5363935a8fa6337f4f155e10095adf59b8
com.nrinaudo	kantan.xpath-cats_2.13	0.5.3		bf5dd13ff2fc789afe950b457fa8f8173bee9df5
com.nrinaudo	kantan.xpath-cats_2.13	0.6.0		1ba9466f344abacc15907261c23667d8fe975902
com.nuecho	dialogue-runner	0.9.0		N/A
com.nuecho	dialogue-runner	0.9.1		N/A
com.nuecho	dialogue-runner	0.9.2		N/A
com.tersesystems.blacklite	blacklite-core	1.0.1		7006377462cbaf05e057ffca5a12e92f9d302b67
com.tersesystems.blacklite	blacklite-core	1.1.0		b66f98fe1f7169568bcc800fa89856b9c9fc6ced
com.tersesystems.blacklite	blacklite-core	1.1.1		4d0e589d2d5482ffa1db13870b2e9298d78f907f
com.tersesystems.blacklite	blacklite-core	1.2.0		638fa2451697277979700d2d7d95e7e37b98cedb
com.tersesystems.blacklite	blacklite-core	1.2.1		59224db9abe7e9dceba13950c43681632c14053f
com.tersesystems.blacklite	blacklite-core	1.2.2		80f606fdf809dc3daa893d63e3036f786b639658
com.tethys-json	tethys_2.12	0.10.0		7b5e6625b5044cd589ee8555292497c004c6a6e5
com.tethys-json	tethys_2.12	0.11.0		2c4ac4d131265c5fa8f35c54e7c1c0f76ab1e4f0
com.tethys-json	tethys_2.12	0.20.0		23641c86ff9adc14d3466be28bfa984f20e203ad
com.tethys-json	tethys_2.12	0.21.0		fe7ccd9104488932f1e5976a0f822c5738525b7b
com.tethys-json	tethys_2.12	0.23.0		49066ce6bdecd737d8380d5779429cb79c8d7dac
com.tethys-json	tethys_2.12	0.24.0		8c7757dcf0a91dee20434540cf98fe0ca11d104f
com.tethys-json	tethys_2.12	0.25.0		30c55a7f5898e3a00f54c29610d5964d4adb2a3a
com.tethys-json	tethys_2.12	0.26.0		3e25ef5cf516170542e69a8296bad7e2746a9d57
com.tethys-json	tethys_2.12	0.6.1		d1105f9f4193df28b27e898967a29bee10b89250
com.tethys-json	tethys_2.12	0.6.2		2285b7b86dcc955d45af9fa58ffdbc8dc4896de3
com.tethys-json	tethys_2.12	0.6.3		222a9a8e32191f501b7b73010b6cfd6367dcaac3
com.tethys-json	tethys_2.12	0.6.3.1		747b20c4dc5d534cf82c071fdc05f2e4d9f8f5a2
com.tethys-json	tethys_2.12	0.6.3.2		5981d91bb4f82ed67703494f8363c8a26bd0d0d5
com.tethys-json	tethys_2.12	0.7.0		d3e1d6f10325f3f8517a40eea290d7b94ab9b0b9
com.tethys-json	tethys_2.12	0.7.0.1		78c06050b6a756fa5d8376ff003481bc6a39ee8b
com.tethys-json	tethys_2.12	0.7.0.2		b7480bd2c58e4c762673a5d30a6428993eccf355
com.tethys-json	tethys_2.12	0.8.0		3c3bae9050f075e86ca608a617a4fe179bffc18a
com.tethys-json	tethys_2.12	0.8.0.1		244c7bbdf293c7f9c805fc76cf50391fa1a6e7c9
com.tethys-json	tethys_2.12	0.9.0		d22ae1b3ad070c69910a28e554233b0616f25b06
com.tethys-json	tethys_2.12	0.9.0.1		cc3698510cc5e8cbfd6df5e06729bf9a1bdf8c90
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.0.0		48aa4518f91dd46c3cdea348c6b609e279d76c83
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.0.1		7a31ac0b82cca3af125ea22198a9c7637601372a
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.0.2		cb379bec9150e6ba76812fa70e222038d62e174e
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.0.3		e05fd1ba72d5373df2ea854346aec4c72b191013
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.0.4		a2064d6e70b3c21c24c99f7d801219915c13d095
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.0.5		ae4607517c94bacb0d84a179face9d8f81037659
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.1.0		8a47ffcf406b0097cc1e1dfef5825bd9d2c9115e
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.2.0		87306d5bbed80eb7a26700e8bdace2cd1bc6144d
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.3.0		ea37bb5ddd459210365bfdda1c28613c6db2ca89
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.3.1		0d62e9f117adc77ce8dd5aaf7a1d5a9cfa698ee1
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.3.2		f10a1428c36bffa248b6591bcee9e79f91f4e04f
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.3.3		094b7ea022efb6e5ccfc9ee423a6175162fe1e61
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.3.4		a6338125cb377f75a00ddb31417b5f0573bb3620
com.vegardit.no-npe	no-npe-eea-commons-io-2	1.3.5		1c8b01494b47703252505bdb26f71ccbb32b63e5
cool.klass	klass-servlet-logging-mdc-jsonview	0.1.0		ebff8d740b63979c143861238b593f9fe96fbf96
cool.klass	klass-servlet-logging-mdc-jsonview	0.2.0		9501c0f6d794045465364629fdaf044d68cd9cb0
cool.klass	klass-servlet-logging-mdc-jsonview	0.3.0		38a1fc01ea2aa97e7d113c9903163841f383f451
cool.klass	klass-servlet-logging-mdc-jsonview	0.4.0		ae2372789bce0f54e346fa9eb1b944dcb84418e6
cool.klass	klass-servlet-logging-mdc-jsonview	0.5.0		d9ca8b71e4321bac03ca9fc428d558b4287c7a80
de.dentrassi.kura.addons	de.dentrassi.kura.addons.camel.iec60870	0.6.0		N/A
de.dentrassi.kura.addons	de.dentrassi.kura.addons.camel.iec60870	0.6.1		N/A
de.dentrassi.kura.addons	de.dentrassi.kura.addons.camel.iec60870	0.6.2		N/A
de.dentrassi.kura.addons	de.dentrassi.kura.addons.camel.iec60870	0.6.3		N/A
de.dentrassi.kura.addons	de.dentrassi.kura.addons.camel.iec60870	0.7.0		N/A
de.dentrassi.kura.addons	de.dentrassi.kura.addons.camel.iec60870	0.8.0		N/A
de.dentrassi.kura.addons	de.dentrassi.kura.addons.camel.iec60870	0.8.2		N/A
de.dentrassi.kura.addons	de.dentrassi.kura.addons.camel.iec60870	0.8.3		N/A
de.julielab	jcore-lingpipe-gazetteer-ae	2.0.0		d8c8103c694adc95fad9de8130e61c1d11c84382
de.julielab	jcore-lingpipe-gazetteer-ae	2.1.0		ee92e91bd2a9d07c8a2f02bfc12a69f3a118eea3
de.julielab	jcore-lingpipe-gazetteer-ae	2.2.0		5d2c4b7691411f93020744468660b1191a5ec4e4
de.julielab	jcore-lingpipe-gazetteer-ae	2.3.0		4d33c13536307de8b52ac71375a20886a33d2026
de.julielab	jcore-lingpipe-gazetteer-ae	2.3.1		d8c14f5a6fd9b8ac94b48f6ae0f3f2c253b58e2e
de.julielab	jcore-lingpipe-gazetteer-ae	2.3.10		4e6e17d58b6eacadbaebf00b77d1213de3b3d3fb
de.julielab	jcore-lingpipe-gazetteer-ae	2.3.3		70137c96cccc3e0d1d99ed051cb2632c65792b02
de.julielab	jcore-lingpipe-gazetteer-ae	2.3.4		1bf209022b5add161f12205f7934e11de5b565c9
de.julielab	jcore-lingpipe-gazetteer-ae	2.3.8		2ae759a656a7d8d2e0e26a51dbee5441ea37140e
de.julielab	jcore-lingpipe-gazetteer-ae	2.4.0		db9da8c4c1a033f8192c8bb6ee35db7a5b858e0e
de.julielab	jcore-lingpipe-gazetteer-ae	2.5.0		aab382a80e31d868629943b8c6113035aa492f4a
de.julielab	jcore-lingpipe-gazetteer-ae	2.6.0		c4f0138ac347a1201caa9be205a1cce3c47e6cce
de.julielab	jcore-lingpipe-gazetteer-ae	2.6.1		9d8395c4a4f651e7a36433e7626b795788de2667
dev.arunkumar.compass	compass-paging	1.0.0		N/A
dev.zio	zio-streams_2.13	1.0.0		ced57b93923477662671d1893cb4cd5b188e25e5
dev.zio	zio-streams_2.13	1.0.0-RC10		62d668410d0d2ae5215b68bb86cb01b48890767f
dev.zio	zio-streams_2.13	1.0.0-RC10-1		e3319221e4e4d9b07a82d163f132f55e9a914955
dev.zio	zio-streams_2.13	1.0.0-RC11		56d70b5dca256b9c0f2ac9c4d51c5594b2848944
dev.zio	zio-streams_2.13	1.0.0-RC11-1		4957d28b58c8b62729ea114173999bb362f44017
dev.zio	zio-streams_2.13	1.0.0-RC12		0aee0e87b9e76b8ab8e96284118afe0302fd8d6d
dev.zio	zio-streams_2.13	1.0.0-RC12-1		8089e8c1fd19ee15ea267c9f1cddbb2d0376249a
dev.zio	zio-streams_2.13	1.0.0-RC13		04c1b7df565e600cc32b85ad79a4f0ee9fa1b088
dev.zio	zio-streams_2.13	1.0.0-RC14		89e6055d96cc2f744456bf8913bdc4d7e94566cb
dev.zio	zio-streams_2.13	1.0.0-RC15		5456a025645e0ad2e1d2a53ea59c043f7a86b7c8
dev.zio	zio-streams_2.13	1.0.0-RC16		ac8d53da7c1b2de5f105dcb53acd541eef34f594
dev.zio	zio-streams_2.13	1.0.0-RC17		b4aa3748d063d75bcf04161f821eb61e89fb62fe
dev.zio	zio-streams_2.13	1.0.0-RC18		13ebe005e0fb9ef2a7134608600671d1061cb6a9
dev.zio	zio-streams_2.13	1.0.0-RC18-1		7d057d875cc1b444aaede4343917a0d607e953ab
dev.zio	zio-streams_2.13	1.0.0-RC18-2		13cfe8c674b62152bc76b89e4c9c1e3bdb722dd1
dev.zio	zio-streams_2.13	1.0.0-RC19		fe5cd54138aa06519a3b2a197d1caba3c419f208
dev.zio	zio-streams_2.13	1.0.0-RC19-1		a3079f01f5eaf444852b9900a33d59b796c55a99
dev.zio	zio-streams_2.13	1.0.0-RC19-2		17eb86f751b8c259b91f91e324fafaf44289a313
dev.zio	zio-streams_2.13	1.0.0-RC20		792021b190af1f0a8606f0676d143395bade2f24
dev.zio	zio-streams_2.13	1.0.0-RC21		86879978343ffce77819e5cd9e7d03203026b0de
dev.zio	zio-streams_2.13	1.0.0-RC21-1		6ec0e7675e16ccdb2b52e4adbb72f6c366a70a89
dev.zio	zio-streams_2.13	1.0.0-RC21-2		f37977cf304af5dd42805c94d1ef86df67014347
dev.zio	zio-streams_2.13	1.0.1		ff34f1dffc836380ec3ab0242f7d2109946b50d7
dev.zio	zio-streams_2.13	1.0.10		c7c04a25cc757e47a906154cb86c57a4fc25f4d6
dev.zio	zio-streams_2.13	1.0.11		a74b37ebd65e251bec086ba0b48181dfa5d2f1db
dev.zio	zio-streams_2.13	1.0.12		26a94e7cc532151cac5cabd368d68371c175c27c
dev.zio	zio-streams_2.13	1.0.13		604efe9372a768ecc2749ea9c40210cc700edcdb
dev.zio	zio-streams_2.13	1.0.14		23025fe5326878287bf5af0b5e0f9c2bd88692b9
dev.zio	zio-streams_2.13	1.0.15		b0e4b58920ec4b309fa340ed7ac2eba1b1bf7f1b
dev.zio	zio-streams_2.13	1.0.16		8afa762e700ae84dfe258095a42656b7e0029ee5
dev.zio	zio-streams_2.13	1.0.17		b9cc91d7d08e1d9e170e6c84c90b3ae82de605f8
dev.zio	zio-streams_2.13	1.0.18		9068530cf623ebc02874b73c8457cf2a34372ebb
dev.zio	zio-streams_2.13	1.0.2		ef962b17d3a58415de9ee445ef18bf4ae52a9274
dev.zio	zio-streams_2.13	1.0.3		c16e5e448ef5e6e81d874ef9c97083b995c2b5de
dev.zio	zio-streams_2.13	1.0.4		bd276cd6b7e384ca0024e8283a412553e21b7d1c
dev.zio	zio-streams_2.13	1.0.4-1		2fd03c64fae836c5a7bc5a0acc48c1dd55082faf
dev.zio	zio-streams_2.13	1.0.4-2		7817eaae5eba6c9f52462a636690e33ce9174538
dev.zio	zio-streams_2.13	1.0.5		18d7597f33f3d9a38611cdc29cd34893838f5b05
dev.zio	zio-streams_2.13	1.0.6		a8d2e3dfefd7ac57c146b7831893ebf0c6ba28c5
dev.zio	zio-streams_2.13	1.0.7		fc21b72c64aa5d384216a6c7d393cacec4b7eed5
dev.zio	zio-streams_2.13	1.0.8		b90f2a6f5dab95e748cc9fe3a4ef0b3536789537
dev.zio	zio-streams_2.13	1.0.9		7ff57cb025ad72ebf008dd9563ce04d5573f7d31
dev.zio	zio-streams_2.13	2.0.0		e5716d6a25993f69a0513022514b37edf4fba3b2
dev.zio	zio-streams_2.13	2.0.0-M1		abb75bf7a25d46c82381463a13b0a93d6507891c
dev.zio	zio-streams_2.13	2.0.0-M2		2eb89c1953f55352c22e25f2decd03a86ea817e5
dev.zio	zio-streams_2.13	2.0.0-M3		f8888956eb9cb4412b9f57de2f7af913efd4e50a
dev.zio	zio-streams_2.13	2.0.0-M4		05434d8c1658db474aa4fad44c6484608cb95881
dev.zio	zio-streams_2.13	2.0.0-M5		59c89aa6454861a5610656a5239d0a0b572e0764
dev.zio	zio-streams_2.13	2.0.0-M6		15f47ba2a1492124f37793334fb9ed63d2cbf1d2
dev.zio	zio-streams_2.13	2.0.0-M6-1		0f17b3ae75ad01ee28aca9ed470604b97089e084
dev.zio	zio-streams_2.13	2.0.0-M6-2		c90bffb84a161737cc71f89e0da5f4fa438cb006
dev.zio	zio-streams_2.13	2.0.0-RC1		db1a996356e4b1b3334903d4da3f15797a2b7cb4
dev.zio	zio-streams_2.13	2.0.0-RC2		b0b0c7dcf2f8d7e1f00cb7e28fd598cc4aa0a43a
dev.zio	zio-streams_2.13	2.0.0-RC3		926c8b2d164e179d6c8c7246cc4971627ea557b7
dev.zio	zio-streams_2.13	2.0.0-RC4		7d27895d76d3a61be75edb78dea56afa5f6d48d9
dev.zio	zio-streams_2.13	2.0.0-RC5		6bb2edee34112c68df3400eb45b5b55440448e10
dev.zio	zio-streams_2.13	2.0.0-RC6		3f99c3e2a9a6680cb482c2c976ce1c31b0fab135
dev.zio	zio-streams_2.13	2.0.1		7db35c201a570bff9d02dc459be2386b8490e9ab
dev.zio	zio-streams_2.13	2.0.10		b329c93b9f06ed98cd8ce2a141b355c91497ed0b
dev.zio	zio-streams_2.13	2.0.11		021f52b59f87eaec1711df1ef642faa63304fdec
dev.zio	zio-streams_2.13	2.0.12		20218b399a37a4ec67c9d9fd35b4863beebafac8
dev.zio	zio-streams_2.13	2.0.13		d472d4dc3250c6dfb73186efb83aba2b45b0fbf6
dev.zio	zio-streams_2.13	2.0.14		e707e43c3661f607e398d14bdf2bfabfc753bf50
dev.zio	zio-streams_2.13	2.0.15		3aafc033048710f5acee4f4dd2c863fe05f2b562
dev.zio	zio-streams_2.13	2.0.16		ef85cfa4a18be601baca649346a2d457d95bd112
dev.zio	zio-streams_2.13	2.0.17		e6069afb41979ad9046c9e0453c4241688a67cbb
dev.zio	zio-streams_2.13	2.0.18		0d58ca833cb777c8c78ded7a9e9efa29af6b7a7f
dev.zio	zio-streams_2.13	2.0.19		d0ae4994537d2345b11110167e9bb160be30a86d
dev.zio	zio-streams_2.13	2.0.2		5bc43ed1a24fce16caabd6d0bdd8696315b524df
dev.zio	zio-streams_2.13	2.0.20		fe2ee323017d7ea27f7dfa657299485be63f2ced
dev.zio	zio-streams_2.13	2.0.21		60ae7555aaf0795643aca721186fb0c3f88094bd
dev.zio	zio-streams_2.13	2.0.22		7661bb23aa5a90573f50455756122e58e4ca23fe
dev.zio	zio-streams_2.13	2.0.3		7122fccc8a21f9e6629eefc4799263cfbac3a845
dev.zio	zio-streams_2.13	2.0.4		84242203af56a939944a1c9d78c6eb0c71928741
dev.zio	zio-streams_2.13	2.0.5		5ae2d841d75e29b066a23d316538893e0a4e5952
dev.zio	zio-streams_2.13	2.0.6		db61582c1de465294b6a1845192e9160c09ed028
dev.zio	zio-streams_2.13	2.0.7		94260442a31805b3969838f54d8f38e97123fa8a
dev.zio	zio-streams_2.13	2.0.8		ad038c85f129e2fd8f39868601e1b1c1603e8923
dev.zio	zio-streams_2.13	2.0.9		1dc7cacc94d765c5c1560fd3de1a688286468743
dev.zio	zio-streams_2.13	2.1-RC1		0632746d42463c9c7ba7aaf8f38ac276c365277d
dev.zio	zio-streams_2.13	2.1.0		ad8f47d23783c89a3f45747886351f2b358409dd
dev.zio	zio-streams_2.13	2.1.0-RC2		7d9c9e0ecd95a0e1462830dfdaf80cbb01451c90
dev.zio	zio-streams_2.13	2.1.0-RC3		b750e7d5bd5de92947e9a270dc457132b56b49fe
dev.zio	zio-streams_2.13	2.1.0-RC4		cc74e9fe5cdcbd1ad57423ca36a86a2a4d669e1a
dev.zio	zio-streams_2.13	2.1.0-RC5		9ebda6f09f1adb1c704e68fca4579ba12f2c5a70
dev.zio	zio-streams_2.13	2.1.1		8adf94c7976f41fe5b283d27f3121022a6bce39a
dev.zio	zio-streams_2.13	2.1.10		e4941fe7a79d72a4d1bcae2c303a0ed750e4e07c
dev.zio	zio-streams_2.13	2.1.11		8b75716359a161ead7bf9420b3ef571faa7db438
dev.zio	zio-streams_2.13	2.1.12		b214cbc9bad001a7c83e27c82f762be3433f0197
dev.zio	zio-streams_2.13	2.1.13		c1347fa1d965ad5e56c500e8051280b5cbfaaebc
dev.zio	zio-streams_2.13	2.1.14		a95e77a2b5bd10831d34b0889424b0125ce0ac4c
dev.zio	zio-streams_2.13	2.1.15		3b0645e3920fb1b41c7ebf9f007bbacc331d9f57
dev.zio	zio-streams_2.13	2.1.16		e0053c400a56748e6e7fafe778f8374ee9ad0c8a
dev.zio	zio-streams_2.13	2.1.17		8ff544bfb4e68b9f2b0ca03e743337df97bd13a6
dev.zio	zio-streams_2.13	2.1.18		323160c45875a5894f96634277a97bf2386ad569
dev.zio	zio-streams_2.13	2.1.2		63baa0363f85030070de35a2432a165f57909b97
dev.zio	zio-streams_2.13	2.1.3		ec5a9e6902b00d5669916bf1d00c89ec0db8da6a
dev.zio	zio-streams_2.13	2.1.4		663c9bb3cac916af8ceecddcbf11261d084a7bfa
dev.zio	zio-streams_2.13	2.1.5		a3155c1f87a7594ea2daf59cda5491da3368f3bd
dev.zio	zio-streams_2.13	2.1.6		9483799f20a28ce0619a4a231d6d46c63b8cc2c2
dev.zio	zio-streams_2.13	2.1.7		0cb1040c10cbc237a1293932ca670a20f61666b4
dev.zio	zio-streams_2.13	2.1.8		c5120ca10dd4c3fbb576b7c1960df81d3690448f
dev.zio	zio-streams_2.13	2.1.9		bbf74aeb29b7ace8687f28274c3adf2f03ae3541
gov.nih.ncats	gsrs-spring-boot-starter	3.1		b03067e0a48f6bd68e40a91f9583eea3881b44e6
gov.nih.ncats	gsrs-spring-boot-starter	3.1.1		a9758bd3c039bedebb4482c8b52f785d1855a876
info.laht.vico	fmi	0.4.1		a9528ecf2c7ca9106874e5432905e061820a1569
info.laht.vico	fmi	0.4.2		dc22b1d69008b1427a2b7f0151ddaac18c170055
io.chrisdavenport	monoids_2.11	0.0.1		2bfeed161240a015c940aa679401f9e301bfc729
io.chrisdavenport	monoids_2.11	0.0.2		651fd61871804ad9af0c79db71c5d969437648e4
io.chrisdavenport	monoids_2.11	0.1.0		399c32037e02c9a13326111b5968dc12ba47473e
io.chrisdavenport	monoids_2.11	0.2.0		8d7480cdc8229a576e4cdd0057192f21d5d12d54
io.github.c0d33ngr	mill-contrib-buildinfo_3	5.5.5		c0a63df5782d461592d27c1a25d63ee73f784233
io.github.jbwheatley	pact4s-weaver_3.0.0-RC2	0.0.1		7f54cc63f766558e832aff55df3de8c84eadd944
io.github.mariazevedo88	selenium-drivers	1.0.2		d9a0f8b2a49dfea383c95cb7afaba5d8cff8ceca
io.github.mariazevedo88	selenium-drivers	1.0.2	jar-with-dependencies	fe911799f9b4dbe6e603a6e775a433b9b15cc68d
io.github.mariazevedo88	selenium-drivers	1.0.3		59d7d08e32ec49be99f98cf21ae83be9fdaf88c4
io.github.mariazevedo88	selenium-drivers	1.0.3	jar-with-dependencies	53fde25f624525843d765ee2b62ea34ffbf4d109
io.github.mariazevedo88	selenium-drivers	1.0.4		bb3a58e815970ffb0f4f03c33b05190ab1c4c6dc
io.github.mariazevedo88	selenium-drivers	1.0.4	jar-with-dependencies	d2644eac2cb0708f5f6418f537d4e1f49b048477
io.github.nomisrev	Saga-iossimulatorarm64	0.1.1-alpha.18		N/A
io.github.nomisrev	Saga-iossimulatorarm64	0.1.1-alpha.18	metadata	9d75e8e5b624d6b16c85bec50fd1293b7b23dff4
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0	metadata	dc842c7459a998db5f413f02720058a9bc3cede2
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.1		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.1	metadata	cd3b1313509f46a84d096f6c0ec1d30101d94052
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.10		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.10	metadata	3e8962e2203e704b4153efc358f56d2331e0adf5
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.11		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.11	metadata	694f4be4b2e07f2f2dfcbfcd92d7bab778479110
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.13		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.13	metadata	7601bc7318dc49d71f8ad3e49d5b419fb234a5ce
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.14		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.14	metadata	012af6896156d19eb93c5d79aba1f484c1869210
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.15		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.15	metadata	2d587f1ed2fac440ddb2ed4b8316f3f8a02a5175
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.16		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.16	metadata	7f0b78270fa43bd6287ef19b0af1482eec6d04f7
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.18		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.18	metadata	6e667a3473e05b056d72ab892909d6dfc2338935
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.19		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.19	metadata	ef9cdbc6fb1ca24714f11d91244bd69edcd241f6
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.2		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.2	metadata	dddde0ac87961f905980c8170be0420dd2682e7e
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.20		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.20	metadata	9637075fc6bbaa0fcb27e807bac3e6af656a1f3c
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.21		N/A
