br.com.thiagomoreira.liferay.plugins	social-buttons-portlet	1.3.0.0		N/A
com.helger.font	ph-fonts-markazi	4.2.0		7dbd88ff68efaa95279ea07513b88db905e3a8bc
com.helger.font	ph-fonts-markazi	5.0.0		74fcb8865afb7a8abb296e1790e6282570b11910
com.helger.font	ph-fonts-markazi	5.0.1		80feff8536af2a43cbe79f27f5b9c42e5f069979
com.helger.font	ph-fonts-markazi	5.0.2		c411369cf2b8bb59409a37123e67aa10ba7647cb
com.helger.font	ph-fonts-markazi	5.0.3		1d5bee78c3271483638228a78eb41c13acfb38a4
com.helger.font	ph-fonts-markazi	5.0.4		2ce2219500af0dfe8914cea634ac43e07db7fda5
com.laylib	jIntl-spring-boot-starter	1.0.0		d6ac750da157341f60c32b547c9451bd90f28622
com.laylib	jIntl-spring-boot-starter	2.0.0		c738ab3936e5e7b25cc6cba1a359f0c7a3bfb03b
com.legsem.legstar	legstar-jaxbgen	1.5.10		77c30ec99b66192216ad26b7696997b91b3da6bd
com.legsem.legstar	legstar-jaxbgen	1.5.2		c629d99bfe9f163c50f14b0731d014513a4b7978
com.legsem.legstar	legstar-jaxbgen	1.5.3		31a93a63155290d265dd064209978ffba1b4819b
com.legsem.legstar	legstar-jaxbgen	1.5.4		23432a19cac4aad46cfd693c767e7cfa461a2d8f
com.legsem.legstar	legstar-jaxbgen	1.5.5		edd5e88f97944448cfdf7d135ab0e4571b86371f
com.legsem.legstar	legstar-jaxbgen	1.5.6		fa5c9194b3af9d7b9444f6f50f364923920a92af
com.legsem.legstar	legstar-jaxbgen	1.5.7		d250f92b0365b9b57ad51446f50132eb0ce035fa
com.legsem.legstar	legstar-jaxbgen	1.5.8		ab9081ce3e7fa2116188808651816541d9f15c44
com.legsem.legstar	legstar-jaxbgen	1.5.9		51d103ded226a480f860b3018656175fdc59abb1
com.legsem.legstar	legstar-jaxbgen	1.6.0		c604463d42eb7d68f37f498a2a68cfac0620d661
com.linkedin.play-restli	play-restli_2.11	0.1.0		77cd495eddbdb50be45c1fe8331bdf945f35d253
com.linkedin.play-restli	play-restli_2.11	0.1.0+3-88ea37be		15ed0b9ca0beaf7bd0caaeb6a5ac5bc82b4bf959
com.linkedin.play-restli	play-restli_2.11	0.1.0+4-a56b90dd		cc1dbcb6a07b29dfae1589d528b63a057cc47bd7
com.linkedin.play-restli	play-restli_2.11	0.1.1		0ceab54865fd2ee0a12dca2461487d7808273a4b
com.linkedin.play-restli	play-restli_2.11	0.1.1+10-7c81d103		e2bcde6ac857fa25ab691b0c6c10f85ce630727c
com.linkedin.play-restli	play-restli_2.11	0.1.1+11-c9cd56fb		cfa772b81528f55fb07244fb25e10ad167861b40
com.linkedin.play-restli	play-restli_2.11	0.1.1+12-733bf6a1		1c2520bd0d6eeefc416ee6859636b71730260bc1
com.linkedin.play-restli	play-restli_2.11	0.1.1+13-954eb533		f59f4fb15841434528b27a51dea3e252c8e645b9
com.linkedin.play-restli	play-restli_2.11	0.1.1+14-fb24f286		d91ce0ea76ba33237a86f1190d72b528554e045c
com.linkedin.play-restli	play-restli_2.11	0.1.1+2-9dbc22cd		022b50f61030bba4a7242d57007ae368b850f746
com.linkedin.play-restli	play-restli_2.11	0.1.1+5-e7c2e74c		101891ad2eacd4d56f9b8f325d1ee3a8c70a1d64
com.linkedin.play-restli	play-restli_2.11	0.1.1+6-d22b8e82		c33fca1a95b0cf5a3a4b829dacaba1aa7a1d86b9
com.linkedin.play-restli	play-restli_2.11	0.1.1+7-6ef1bc23		436a58fe22e6486a41994f38806feba45ce1a87f
com.linkedin.play-restli	play-restli_2.11	0.1.1+8-618c851b		25fce9c49143bc0ed80b6ab1c44ccc6947d1841e
com.linkedin.play-restli	play-restli_2.11	0.1.1+9-9db8a7de		7696cd4e248116f86807358b00fc5f138cf631e4
com.linkedin.play-restli	play-restli_2.11	0.1.10		681b0a0c28a7d1fcdd318580715bcb69ca1c0c6b
com.linkedin.play-restli	play-restli_2.11	0.1.10+1-73fad606		0d81febe5a402966dd4e9844c5a51ba78ef622d5
com.linkedin.play-restli	play-restli_2.11	0.1.11		3380f29c06d7a20c0f0783c437e7ea4bd237ef20
com.linkedin.play-restli	play-restli_2.11	0.1.11+1-ecc13ba5		9b50510eac579b3d8cbb3b417e876a911f5dfb4a
com.linkedin.play-restli	play-restli_2.11	0.1.12		df6cce16c0267795087a38dcbb500abd0882a444
com.linkedin.play-restli	play-restli_2.11	0.1.12+1-51934c83		7f588f21166e9f93670169599f372bdd6a0bd283
com.linkedin.play-restli	play-restli_2.11	0.1.13		0ccf4c2a1a6ce5b7c531a8d3305f8adec8d1592b
com.linkedin.play-restli	play-restli_2.11	0.1.13+1-7e821813		416fd19da804463f59217eb14e8e89b4b452141f
com.linkedin.play-restli	play-restli_2.11	0.1.14		c15ea4f36fe4d499f0b95cab65ef5b7076c9ec2c
com.linkedin.play-restli	play-restli_2.11	0.1.14+1-70fe0d06		56497a81c594e4a9e8a944148121dccd021416c8
com.linkedin.play-restli	play-restli_2.11	0.1.15		2bf7b1c771ef17ad51a844ef94b77324356bd225
com.linkedin.play-restli	play-restli_2.11	0.1.16		26f05f3070f28fd817c1aac2cf7b4f2ce064ead3
com.linkedin.play-restli	play-restli_2.11	0.1.16+1-9acb82ce		56b60f3131c81281c80a4b5d405047916872b464
com.linkedin.play-restli	play-restli_2.11	0.1.17		ab3b4b221bccc23a2d05e72d7711c66685b20b6e
com.linkedin.play-restli	play-restli_2.11	0.1.2		f0531d5d69724ff41f813df554a22bcaba088f44
com.linkedin.play-restli	play-restli_2.11	0.1.2+1-36b75fdc		459ccf5861eefae57ca668cba36e8662cba4e154
com.linkedin.play-restli	play-restli_2.11	0.1.3		e5e286e620bca3fd11f0dbcd197f0ef10bf8f44b
com.linkedin.play-restli	play-restli_2.11	0.1.3+1-8a487a5d		859bd8cb6c710ce372de8cf58cb58248ab58f78b
com.linkedin.play-restli	play-restli_2.11	0.1.4		859965cf454d8fad0a0bc35a9203f7f2dfd4deaf
com.linkedin.play-restli	play-restli_2.11	0.1.4+1-9fe817d1		35252bdbd1637327d2d6dc3d40ccf02dcc210cdf
com.linkedin.play-restli	play-restli_2.11	0.1.5		082e30e14c2199408803cc7ea8aaa84d483f3ca2
com.linkedin.play-restli	play-restli_2.11	0.1.5+1-3b2da5dc		b2e6b2a0dd23931f46b32efc32ae19fd5e1251a2
com.linkedin.play-restli	play-restli_2.11	0.1.6		528ee86f77451b91cc10a25f6fdb0f60863f7bdc
com.linkedin.play-restli	play-restli_2.11	0.1.7+1-b4f5c403		c80c4d3afd4b60e6e3fcc661edb2cf34fbbb3f33
com.linkedin.play-restli	play-restli_2.11	0.1.8		b71db9815e82749aff37dc95193ffa011a931b1f
com.linkedin.play-restli	play-restli_2.11	0.1.8+1-89d74ca8		0d65e1f968311008dc0ef5c9a9896fc5f233c9ff
com.linkedin.play-restli	play-restli_2.11	0.1.9		16d8713df6719d3a879ab6d093c2a788072c32a2
com.linkedin.play-restli	play-restli_2.11	0.1.9+1-ab265f42		c80430bc8c0bcddfd4d6ec5f196918406a540e8f
com.meetup.sbt	sbt-plugins_2.10	0.1.11		9ca38321da5c7cd1c08ee0b1799e49f0b24441e2
com.microsoft.azure	spring-integration-azure	1.0.0.M1		fcbe7b3a6ea59bacca0bcef4f7f3fdb99b3d129c
com.microsoft.azure	spring-integration-azure	1.0.0.M2		139562027d5a7ffcf1d12b1fa44e721770e5999f
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.10		9e18de48e5a082f2570fd994b9a2d85bc58dbd89
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.11		6f1881bdc266e2b2962f880142f75e96122a67c0
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.12		b62210943df62970773f0e7ddfae536c1e9bad5c
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.13		c78bdc6a74944bc2aeea44abe0211fd05519687d
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.14		8c8e8f9ddb671b6890e5e3701c18730ec71e1a9a
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.15		0129fb554dfa632af871bf2460e36c77c5725c5e
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.16		3f44f2c8c4bcb0fb7b509a89226ef23d655dc190
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.17		56c98adf449ec2c18750219f0081a01dbcebd118
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.18		bc90d6ccfcee6c91a51a47e0e7889e1fa9d49c2c
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.19		42593d61bec02ae542621722ed1b75781ea9d6bd
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.20		5a39724a518256dc78fe37175c93efd13fae361a
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.21		9e0a63f32e2c81200dace7b98e0dbcc855ac40d1
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.22		890732c253d763da769f8166a085fa7cfc791905
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.23		180b62c351beed9515d033b95b16acf659f3446f
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.24		3c3dd3c4e8344440634322ddcfb3c557720bfecd
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.25		f9447ab3d3c78e2b381c454c573f438b5d568608
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.26		f97f7b5d823148d685618b8ce0aee243ae5ce4b8
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.27		8d365793ece4b6d28f5536c15b0c446787e3a3a2
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.28		8f4547cd397971bdd6dea81083683c09e52d0579
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.29		fc961acd43e9501accb3c9597d8520d3016a60fc
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.30		1416cde276addd0bddd0cff9f1864520286dcb62
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.31		0bb0df016977c931381e6d8183194d649eae341d
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.32		33df26ad68f0d5fa1d737c70743252aab1a178e0
com.netflix.atlas_v1	atlas-chart_3	1.8.0-rc.9		0f569efeefd15aa9ca90e6f2e1225d04badf4903
com.opengamma.strata	strata-basics	1.0.0		56f72566a9153ab152c745bd9baa5afae563b097
com.opengamma.strata	strata-basics	1.1.0		f0acb29052e3c9b3d6045b734d1f1f17b2fd1740
com.opengamma.strata	strata-basics	1.1.1		7c68b2537cb97fb919f6e1d0c16fda30b8ab4599
com.opengamma.strata	strata-basics	1.1.2		d4a3dd835466ac8acdd15c2d67b17f0e3f07c890
com.opengamma.strata	strata-basics	1.2.0		eda780d3496dc948bdefac5fab9bb3f3c8d663da
com.opengamma.strata	strata-basics	1.2.0-M4		efa89441e5101dd74b84b3cee675cc5959935c4e
com.opengamma.strata	strata-basics	1.3.0		971859d1519781393e47e24ea2283ba1e73d8f6c
com.opengamma.strata	strata-basics	1.3.1		43bed76cb326c8e596c8cd855617314b8abadf78
com.opengamma.strata	strata-basics	1.3.2		6123dc8f2401b90b2bd477768e8448b6289c6d6a
com.opengamma.strata	strata-basics	1.3.3		337d64b8244fb742419ebcdcfde503e408008ed6
com.opengamma.strata	strata-basics	1.4.0		224fe1df3e207ae84b8af10b5b2dc540353c214a
com.opengamma.strata	strata-basics	1.4.1		c87fb4f58dbf8decfeeb6b2404c3515c5d0cf549
com.opengamma.strata	strata-basics	1.4.2		91bdbae0011688cf7913ead04ccbfd4d1301cc2c
com.opengamma.strata	strata-basics	1.5.0		1efdbc63a6cb21472ecb1820b61ef88b35e7e7f7
com.opengamma.strata	strata-basics	1.5.1		a291c1a736ff0ea29bfcd448f3db9c08284cd84e
com.opengamma.strata	strata-basics	1.5.2		5ca47a426a259c6492a5472c4952b17916c40b34
com.opengamma.strata	strata-basics	1.6.0		536922215640bc681a7879cdfd36e7af5105b546
com.opengamma.strata	strata-basics	1.7.0		5626adb0050874081b300323cfe42f175b599e9f
com.opengamma.strata	strata-basics	1.7.1		17bfecc055943a184a336fc00399dba304fdfe9f
com.opengamma.strata	strata-basics	2.0.0		63093b566779e4f9c4a7d3b73ce8efb0da2da762
com.opengamma.strata	strata-basics	2.1.0		4876879cbdd5bf75aeb9848719698700ccf73bc2
com.opengamma.strata	strata-basics	2.1.1		c205c337267bd3ee6345bf0d1f7f5139f275d44f
com.opengamma.strata	strata-basics	2.1.2		5b492edc5dae29b80914ace5c10b27d2725a65df
com.opengamma.strata	strata-basics	2.10.0		d8f642c25c975f0363d7d3ada094e531900bb87a
com.opengamma.strata	strata-basics	2.10.1		cacbfb94a38c9769eba537943bb6bd8f6742cc8b
com.opengamma.strata	strata-basics	2.10.10		8011c0530aa3c8cce85d3b19a6dff45eee9198de
com.opengamma.strata	strata-basics	2.10.11		92c401842885287ab923255640b3037f0fde226b
com.opengamma.strata	strata-basics	2.10.12		d81df837f16167a8604a4cd335547475f4bbab82
com.opengamma.strata	strata-basics	2.10.13		7716941d4eb4077c3cd2fed3160f16f60712329c
com.opengamma.strata	strata-basics	2.10.14		4516456fa207b858862865c2f7a27e3b56b3085c
com.opengamma.strata	strata-basics	2.10.15		5d6935a8dfc05c1e8f2fe72e78d8dc4523336b00
com.opengamma.strata	strata-basics	2.10.16		69fa486dd170d9c5d6c40dbccb567fb7e96dc680
com.opengamma.strata	strata-basics	2.10.17		e69a032817df5dea604fd6a76fcab3ca0a2dad57
com.opengamma.strata	strata-basics	2.10.18		56da886846344ad212d0a7f655abf97e64a3af0c
com.opengamma.strata	strata-basics	2.10.19		f171bb041195cc36204fe4e9e586a47615f546db
com.opengamma.strata	strata-basics	2.10.2		710fe8f97bea4f7e7d2c2b435e8e0558ee073dd4
com.opengamma.strata	strata-basics	2.10.20		c752c69900440f09057cfe7dca8da976a03785b9
com.opengamma.strata	strata-basics	2.10.21		1b76687b805b391238d8710af05c879d9f72aec9
com.opengamma.strata	strata-basics	2.10.23		1baa2181a8099a43a0e5b3090486ef3b4c791ab3
com.opengamma.strata	strata-basics	2.10.24		2039bd856750a63ef4cd3b89c43a6074b883a5ef
com.opengamma.strata	strata-basics	2.10.3		7199b9ad76524511ae688ee1a8b8416202f5d36f
com.opengamma.strata	strata-basics	2.10.4		09758697c7fdfe607b24ca1395a8dee836861ce9
com.opengamma.strata	strata-basics	2.10.5		39c01a70e2bdcbba39ac441bf829e2a083d71a74
com.opengamma.strata	strata-basics	2.10.6		f636c2f05240d0dbb0faa138175ff40a98ef3dda
com.opengamma.strata	strata-basics	2.10.7		dbc08df59d88acb6e6a55182c8928868aad2e5f7
