br.com.thiagomoreira.liferay.plugins	social-buttons-portlet	1.3.0.0		N/A
io.github.zegjoker	mill-core-macosx64	0.1.0	metadata	75abcd16eefbd22338f0ddc07ac2fe37670ad34e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.0		8629661341efbc667ba7d840b03522b26ff960c7
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.1		d721266afdf4f9a65f4fd47902f0d2ebdfd0ec34
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.10		e4dc295ff0c413bad28549909fe86e525958a350
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.11		da275e51d84e9b63355f769705b9b593c6c113cb
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.12		0378035780b70512b99e8b8dd10715850b548be9
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.13		ff855d00d55f98349e9e2e58150597f8c4751b17
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.14		b66b7dd369ca7970305607fe3bbce8de24b4e39a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.15		193f93ea78602b06ef83cc6aac6b381d17e898b3
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.16		9a3ff1cf9caf5412646f3936a86ce3016108340c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.17		276b28d4b12b19263364f9f71b3e57a442066eec
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.18		50e1758bb4e72dad109d83380e7d13abe60e0b26
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.19		c3d6795621bd37a79c16df8e695c64184631589a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.2		192eb53f75c7240fa4ff54379d7565f2690f7d52
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.3		2b615f14c84f036cad36af08cdd53712799bb326
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.4		01fa7fac2f227a4754a37bf4295310048be6e9cf
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.5		5c69f112e622deb0bdf9788032172e3e9ef2e823
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.6		239a611ecc675d2652654e2b78c128cbc992643c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.7		9620ff4c08ba31f03e5fbaeea7d6717445ffc9e9
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.8		8b57e9b78d18a9c2f8db170345de4b9e54476445
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.10.9		063e72df75d6705621b3d9bbb424153549546e22
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.11.0		caeb57db467326d5ee5445a20a11881dca8be337
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.11.1		3707f667c80bdc9adcaeb86f58fc8dbc97f3d985
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.11.2		3ffac946c93d54584fe277b8195ebcd9f5b29b97
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.12.0		ae0d3023f3336db7f9e5d20e245deb748f3437eb
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.12.1		523bdc0c0a6790c22e07db4eaa0b29faa3531a22
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.12.2		c83d2badf361108c283bb673decdc4c550197356
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.12.3		1313e621afd46dc0b366aae91fb23cdd9f377efe
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.12.4		507d2e339dfaf49d7d0d883b3f5f8cc7e60c931c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.12.5		862e1699e1d4905e22f4107e90e42e04ce82334b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.12.6		9bdfced0d23ba84e7d69c9da8a43daa23f17ea42
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.13.0		e9405578647f38614d698c98b7c6a70248014ddf
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.13.1		8182baca3b432282c0139dab052e7ead0b5fed05
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.13.2		ebe7a70ba5cb23fb31d26602ecbdf9920737218c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.13.3		272338a259a29520a1142fa54ec7ae71f71ab9f1
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.13.4		bdd68350fe298fc15be1e29c3c48246bb7d69b5d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.14.0		55b9d315d2cfc5659721a5f95784b8d80e0b0dd0
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.14.1		e80a759a7242a2470666c5828dd034449660f62b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.14.2		3d0fcd835ad7709f8118b9fe88d45ceb82c0463d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.14.3		fed371642b4dce616e13e29147a67f20447df566
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.14.4		42b25f8a81b11e7a657cc696787e3afb241f2cf4
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.14.5		1e672f809f2c8d1150519d2d7316dbc83704676b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.14.6		af07442d2820b2c408261e85afa550407bc16bbe
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.14.7		359f195bf599e910faf91d66176648918652665d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.0		ec3e8bfe8409c146336de3162909c5eaff3501bc
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.1		ae038490eb78d1595a567015383caffad0fe4863
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.10		bce0816c7f898e0a2de0746c854a98c9d37d5c4d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.11		cb87850073516285c361c9938d28c04ab9018c52
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.12		e59b2995734fb265a9193c2338cfd05821ebdbbd
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.13		23a528e6ed64550aff95fdd45bf9dc7fdcc0f68b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.14		1e9c0974f85163a9542f0a32b39b402d3a42e3ac
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.15		2c287ceffbe5f8ef9100bf7999d81d3d40d61e64
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.16		e99cdba98a8ed3c0780895eb2aaf0aa3f9b11d71
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.17		31a07e2588aa5c3370438c61781234298bd0934a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.2		22a8621683f71bd6ad4dee5ee73684141069fd9c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.3		3e05a732c9b2d38f53ab7b36319060bbfef399ec
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.4		96a0e2dae2ca63a2bb0eb04db7e2f6a519ada247
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.5		ba6eb517dfbecae7d77144b37fc9d0db4fb86834
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.6		ae1799a207acdbd8df033b719a1d5c5bfaa2aee2
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.7		2b8077bf271b450d0a29a0c5eaca3834db71fc7d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.8		6744e37c01009e118497d71677bbd565943e07b1
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.15.9		411b1d1ce8cbc8448f1a9820306419425659d1c6
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.16.0		45d6e859013ea1dcb129cdd3d7e6d4bd049f4af6
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.16.1		67b9bda8e04c7508f3147015dee3588755b456a4
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.16.2		7e7c5f5602657dead58223167b471395519484cf
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.17.0		368ad02337abd270b06931f78aa403ed411d5a00
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.17.1		079298abdd7b4425e98838a991f6d76ad5db0d76
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.17.2		4d6934920acad8224a8317195a19d90287ac64b3
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.17.3		4f9783595f2c7c4738414432de1226e1c39d5491
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.17.4		29c7fd4544fadd7701b94ab84ac7cfce2c6fe798
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.17.5		271ebe78433b556f10dd2282329b7aa25085c33d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.0		181cc8f3d1ef1a18fadbe244717cba6e3e85d7d4
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.0-RC1		83ce6abe0a8f89090833c276895c6981aacdabc5
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.0-RC2		5923d450a51348acbbafdf57bf49395d5d5d4a8e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.1		6c4c5dc6d26157d6d17ee238a10f2c3b19bd73be
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.10		e498387a84849f4a1853972bca26fb809da9f3ae
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.11		3d45a05bd851d28df79d77a61ff16927d512f051
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.12		36963657d394cc1266c19c4e6e378a6d1ee3ea56
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.13		be389b362b741edbd3250878c4ca1e4a587df510
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.14		ac704dd8f67cf194a252583497cd60245a12ef33
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.15		4140a4cc638ff400b3b455d4e2b295310f538262
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.16		ed5def81e56e95140143de0a088e6b8ba4287669
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.17		f01f4c59f823b9812339b971f313d19f84a01d31
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.18		eb83635f58a1b7a36e43d336cf8f60a50e6ed94c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.19		b6fd652d51a7997fdd9d4ba41ead4bbd07821c28
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.2		e13b1a302b85f1f2e82906f23515dfb2ae010cea
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.20		bc5c22d3ebe696e5487fea6ebbb9058aca3bf178
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.21		b8e517ac689f8e0612fb17030648df7d9fdc9832
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.3		6dfe65be97de91d1dd22ae72180d220e1c6d6851
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.4		2dee52b22ae5e902d4898ce56412396df40b7868
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.5		0b3fe318ab8cf14a3204f66135489d934def63a3
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.6		8116ff81442d5c11403fb64b45a836cab8d328b1
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.7		7900788e472e0503a2b25a295314862bd933807a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.8		e9107e4567076a4bd6da72709bea20ba2a33081d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.18.9		9af4e1e28965158b92ab21f63060667f210571bb
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.0		9ce388af6b227fa6962e507cfa4557ce30bd0276
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.0-RC1		84f1da6f52a2294ecd1f6d37cd8d9e6d5822d828
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.1		067a43c3cfd615a9ae7c62183b1561263e4b6f24
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.10		92ec1187ddeae2f1c7ff7a1c47f630490e301907
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.11		b96e649b11dd53992ee7dcfa64a346589be42b57
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.12		99b155c6a9778660e7ced1bf4082298dfb684418
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.13		82cf9ba59ed605267ba350e8e6a42593ab79b3a8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.16		5cdd2852dc10aa4e45024ada14c6b0d6fd1cfa3d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.17		7e7e782db644574cbb33dc5394bbc9b4a648c39d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.2		24a00eb6a1c3848fa6db00e7321396af65fca184
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.3		ca774717a582d18f336224c0d4700c90862be705
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.4		2e606c6389df4292c9e6e60296663880c3c60855
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.5		54f395498422cc5f74b0a01e877e3ba6e7b908a1
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.6		3d6b1714edb3d8ceb7a684c53031a008faf25bf3
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.7		5b44dbdc3aa5a1eaf05e4d4d17124656a324a4fb
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.8		af6c4b655fbbff30f8fc35ee61889a79a5204282
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.19.9		beb2b70d578748b2eabd772c4ae424feaf6cbd5c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.0		c10cc0bc5003a50a9714aa6b42addf6db912538e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.0-alpha.1		313048a76c2e119deef612378a96e6b75237eb9f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.0-alpha.2		022ba344c653365bf75cbf2e52273256d98146b7
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.1		c4dcfd1a7ee469a38a1856fae3c37b84d18c683b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.10		bd890e59a2b357e9ada663e332422da4a16c83cb
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.11		8b9492ef7c103b48de0a1e95b6955f99891b0944
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.13		db49ed8beed981af4b0db8ba2a1060101c41196f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.16		5a3a5cd15b65eddc9e683a8cba577e8428b97784
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.18		43948f57dc5efb7959e4e4ecc8bdaf3df62674ce
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.19		487141c4c535fb35b5a34b7ead1d55eba6764c2a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.2		d235d685311a7be1e697f51cca2fb1b6d143aed5
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.20		e58fcb0f547fd1cb433069fe20942aa8c4d43754
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.21		e80b2e692549a1bdfde1c3f2c3e5879f30d47d11
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.3		d5ffa6dbc76d5fbf24519d43192937d338621293
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.4		3e193b52c351eaddd089c876d0ad066c970f3968
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.5		847d0bd5f8e9634968e924543e88421053f93ee6
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.6		3e7d7b8ba295f380ce5b22f11ef9056bde14ebc8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.7		7ad513e52036dfd8d9c8207188d4889d9c171f2b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.20.8		9af979d38c20a2d7b25e1fe52d2fdafe70bd38b4
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.0		b3d6eff19453be9b51f35b42b0db37b06304cbdb
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.0-alpha.1		77d1687c623b5868bbedc1f3a9c811a890ae6a3a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.0-alpha.2		568de9fdb63c5923d6635832d65fc6c62b6a0aaa
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.0-alpha.3		b2a6ae0b96c60775032f27e6767b656655428c9f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.0-alpha.4		da1ecacb2b8e9fbb66c798ede906e8e9ec086514
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.0-alpha.5		c82cc57423acaa2ea79ed262e1ba85589cba7f47
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.1		262c4753ff2adfc8dfc94a40908fbc10d49d03a5
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.12		5ab12cc8ddc8dce8a834fa049c485205a3fcdba4
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.15		fa42e9da241bb367e4e6c39ada20f2e01c6a66ae
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.17		687258ad29383579b86794e0d3cb3e0fae9470c8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.18		395a3979434661b26f2467c4da0c87a62061c682
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.19		c56de194f894d6abbc624bf523bbda5615f63eb0
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.2		a1b9320b53b27cecbb39702fd14ed51ceb1577ba
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.20		2f454c34fc180690cf0f1811b535c6dea77d9598
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.21		c23878fffb6bd89559cd230c8c8aca3d8294feb0
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.22		f2879e03ed7544581abbb73e9728a0290e321c94
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.23		4323c81226ef60f105bca1a60f78b7a80351e634
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.24		5d42c7397b6dfa2cc301c66eb56c014115f7ee2f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.25		0c7a1998de6c29c03bcc8c2cea2a9e80a3fbce26
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.26		bb9b2c62b7501958cc128f9c29b0ce4d5a1be691
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.27		48e875efdcae67366007f5efbca653b46ace44f1
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.28		afd970e02db7944d29e3f492276176c230fbde67
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.4		c9ef3edf1d120ba2922483cc3b6a309b5d410444
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.6		bb8a0c1c8ff6be87b06b527dc14f837e13b1448f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.8		744570d2bc05cfbcd1b3ad52650e116f92ddc993
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.21.9		9bf9c2d428b9400df3c5c433d84b629843d24c12
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.4.0		60b62abb33899c4be26086672cb6ac469ddce0aa
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.4.1		8bf4be9b7fc416618c2960d274ca3c0cf19a3649
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.4.2		f7f64cc1c2643e94168604885813c0e44cd7df39
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.4.3		a945e79e4c20c02b790166581ec53c0cf9c4621c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.4.4		5b6a7a753db5ecc2ad77a82d17c05ac767142d70
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.4.5		0e08675e075685b15996bffee2aba98aa400543a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.4.6		730e76572d8a5e5c66b59c9072e40138dd091227
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.0		8deb4033097ccabc48e654fefd3da31ffa0ddf03
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.1		4ebe1818d7601d3a4d51e0a58339add964118a22
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.10		2205640fb6a9ac4d3c604870e12b2d82ea70b274
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.11		3c81713ead3564fc62e97c3460697c63735fdd63
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.12		a9bdc35889ce3c8e8d0ce1afdb4acadbe56e4351
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.2		4bf34d284394e52aeb04e634589df2ee8946a1c4
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.3		b9b8989d715840dc1d56f40b6d440e51d0b814b1
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.4		4bb8500b4bfe8d337fdb1aac0bdd903f9bf8d43e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.5		728dfe07571ee222ddc23f2b97052f202b018cb1
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.6		b4ec6dc02429545e3e8535f98ec63c9460d0e482
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.7		bd15f1113e493e6d566388598d89cf5c5f4b2305
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.8		c575d4c1445ee73e2b0d14f990951d626a4600b7
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.5.9		8ba00c71b01847d9078c89fd3c46bf075b2e9f0e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.6.0		b784bebafdde000f42faedeaabbc0b5dbf3595cb
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.6.1		0794471a2ecc04fe7ffe2042589b42b41203a220
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.6.2		81dbc5e5ca20f9b25bd3782db87cfaa9ba580038
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.6.3		d3b1fb5569bf36a0560b69e646e837a7250b7370
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.6.4		c936733cf6fcb14d650cd5a78e94670cb544e448
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.7.0		c44ace070ddca31dd6f3bb56b41dccab31f2f1f5
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.7.1		7b917a85ca820d647383ca3efc245b9d736386b8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.7.2		c3544fbb13cd28e2e49dae9a3280e4b3723de24d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.7.3		49af2fea6479be3a21338f6f850159794ace67de
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.8.0		b20539234bc2d508afd36db6aaab3adf05a798ab
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.8.1		f1c8777e649c72346eea0c53a66860827260b3d0
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.8.2		88583501f03d16dd8d42ebed6d757d537e32e117
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.8.3		19cd1a2e4b40aa47722d6e0f3aaec107c47ace36
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.8.4		d71797af5ec85ba2f21a0ddaa61a19c46641155c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.8.5		05c84bd2f7d5a2b1a2b82ab065c311af8f51767d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.8.6		da92950d0f2f1549cb2df6741201d51064f6a279
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.8.7		7f2c68c01e7f0bb08add2b427490a1c47466bab0
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.9.0		f4fabc52bd0a174fed8e17ccca355e52a580843a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.9.1		8e36befe7af2599d9fe96f62dcc1a691dca0be06
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.9.2		46ccd6abbe5aebc40258adf911d67e7d42d16d09
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	3.9.3		0120f637130f9441fab1b92e85ab6325bf2a7b0c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.0		8d0ec1b1edc450ff5d2464a5adc64451dd21037b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.0-alpha.1		17e6dcb9b9f6fd031e1aa0582fb67ad84ea39c84
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.10		47d66eacc83179830d2cf88cc0fbdc26fba8944d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.11		032dc6db12b465c3ef48979970ff2425f1d4c1a8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.12		c552579ac0a95c9dba0b07ae21692c26bfe6a91c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.13		d159038bce3fdcfa10005b66b1f504f950ad868d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.14		5dfb40f3df3f17a01035551dbad81cde7a296e49
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.15		a005dc3fab0ca3a0ea35fc720888ee011c2cf0b3
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.16		d386544edddd68db960630c0c4b365bf5f90fd6c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.17		c9da83f4252b3dcf9b77deb6f872f6953199bd3e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.18		25561559f69f6a14a77ae927b365e46893184459
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.19		f03909d2a96089bc25b3a1b43215584ff852ab29
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.2		810e1587f7e645e723b36d7c76b7f548390e714a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.20		0f00c10fe0402261bbd256aafc6c70bf29538065
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.21		818c34280129540a5cc20d4e1807575f953553cc
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.22		21a64554a7452608d1fa41962e539415fdf7f661
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.23		14de0212b81c2153ebc7b9c069748c4680103fb4
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.24		5c755067ac6298fd4ccd24aa7564851df7c7f128
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.3		c2fd51d11cf7bd7e7731f70879427b9fbea2ebcf
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.4		e94fa2b2c12dc4a4f6dff67379323c68db8ede57
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.5		d6952950208b6dd5300fe68874cbf6fbf154a1e9
io.gravitee.am.identityprovider	gravitee-am-identityprovider-google	4.0.6		3008ec98d1e829fa56c2235a089cf42a34bb1aa0
