build.buf	build.buf.gradle.plugin	0.10.0		N/A
org.archive.heritrix	heritrix	3.4.0-20190205		N/A
org.archive.heritrix	heritrix	3.4.0-20190207		N/A
org.archive.heritrix	heritrix	3.4.0-20190418		N/A
org.archive.heritrix	heritrix	3.4.0-20200304		N/A
org.archive.heritrix	heritrix	3.4.0-20200518		N/A
org.archive.heritrix	heritrix	3.4.0-20210527		N/A
org.archive.heritrix	heritrix	3.4.0-20210617		N/A
org.archive.heritrix	heritrix	3.4.0-20210618		N/A
org.archive.heritrix	heritrix	3.4.0-20210621		N/A
org.archive.heritrix	heritrix	3.4.0-20210803		N/A
org.archive.heritrix	heritrix	3.4.0-20210923		N/A
org.archive.heritrix	heritrix	3.4.0-20220727		N/A
org.archive.heritrix	heritrix	3.4.0-20240909		N/A
org.archive.heritrix	heritrix	3.5.0		N/A
org.archive.heritrix	heritrix	3.6.0		N/A
org.archive.heritrix	heritrix	3.7.0		N/A
org.archive.heritrix	heritrix	3.8.0		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.0		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.1		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.10		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.2		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.3		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.4		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.5		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.6		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.7		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.8		N/A
org.bedework.deploy	bw-wfmodules-org-imgscalr-lib	1.0.9		N/A
org.catools	metrics	2.0.0		99b4c93ba9d753c01c76a004a69bdcfb56534a4e
org.commonjava.util	http-testserver-junit4	2.0		18babe523c1cb70eeea6668229026878feeb6231
org.commonjava.util	http-testserver-junit4	2.1		e1b0496d2b0d97de37766a1b89ef9221f149b4fe
org.commonjava.util	http-testserver-junit4	2.2		11f74514f2dceb98a5f76271064976f2aa64cf18
org.commonjava.util	http-testserver-junit4	2.2.1		b9d7e50761345edf9b73500167c9efbe4ae1c543
org.commonjava.util	http-testserver-junit4	2.2.2		86c68cf65429fa5cbcd8504be0f17f51c1a0e571
org.commonjava.util	http-testserver-junit4	2.3.0		479b6f4ce6e8cf99f5e3c8974a8b5da222fb0f6e
org.connid	connector-server-zip	1.3.3.1		f37b0ac131e09fb4aa8a42d1b6a36938099fd526
org.entando.entando.plugins	entando-plugin-jpmyportalplus	1.1.0		N/A
org.entando.entando.plugins	entando-plugin-jpmyportalplus	1.1.0	classes	f97f63dc1d4c06078b921c773621137419da9a5c
org.entando.entando.plugins	entando-plugin-jpmyportalplus	1.1.0.1		N/A
org.entando.entando.plugins	entando-plugin-jpmyportalplus	1.1.0.1	classes	10a41b7a8c6d7419879fd29d12527daaa0aa9d86
org.entando.entando.plugins	entando-plugin-jpmyportalplus	3.0.0		N/A
org.entando.entando.plugins	entando-plugin-jpmyportalplus	3.0.0	classes	a11dc60d95aa9e7e104d7efd920f726d6ac02ab0
org.entando.entando.plugins	entando-plugin-jpmyportalplus	3.2.0		N/A
org.entando.entando.plugins	entando-plugin-jpmyportalplus	3.2.0	classes	814b4aed6c1f0b44afcd668b6012c5b821f001cc
org.entando.entando.plugins	entando-plugin-jpmyportalplus	4.0.0		N/A
org.entando.entando.plugins	entando-plugin-jpmyportalplus	4.0.0	classes	e35570a6ce349d116e16b3aa9ad0b33dda430fa8
org.entando.entando.plugins	entando-plugin-jpmyportalplus	4.2.0		N/A
org.entando.entando.plugins	entando-plugin-jpmyportalplus	4.2.0	classes	046887ce4457fdefdf5c7cb73ba96f4e753caeea
org.entando.entando.plugins	entando-plugin-jpmyportalplus	4.2.0-TP1		N/A
org.entando.entando.plugins	entando-plugin-jpmyportalplus	4.2.0-TP1	classes	3d60ae5fcfe76cc04d0783443ad2bd1ae34d53e5
org.glassfish.main.elasticity	elastic-api	4.0-b33		be43c2f7952e023ff72881393d90cc3e7955d1cb
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.5.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.6.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.6.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.6.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.6.2		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.6.3		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.7.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.7.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.7.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.7.2		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.7.3		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.8.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.8.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-androidnativearm32	1.8.1		N/A
org.mixql	mixql-oozie_2.13	0.4.1		09b3e2967c71baad189f13a78414eff3ffa3da60
org.mixql	mixql-oozie_2.13	0.5.0		b3076cb933e84daeee561dc318687ebbd99a7770
org.mixql	mixql-oozie_2.13	0.5.1.1		740993c98a8ef9f233da3a0f16d3a19a30327973
org.mixql	mixql-oozie_2.13	0.5.1.2		180fc8243eb1b4863cdbb61e2fee60834343f991
org.mixql	mixql-oozie_2.13	0.5.2		7e92f3ac4729f534894ed9248f90aadf91445abf
org.morphir	morphir-sdk-core_sjs0.6_2.12	0.0.3		7673b062d4424df7c55edf924e9fb3e7e992bcef
org.morphir	morphir-sdk-core_sjs0.6_2.12	0.0.7		c7ef4791ee800494b86ec7b5288c77e1fc443fc5
org.mvnpm.at.emotion	memoize	0.7.2		57e59b53c695c21413b9934a484db13877db09aa
org.mvnpm.at.emotion	memoize	0.7.4		301bf0bf37ad8ed66463100f1a2309f9571d3c72
org.mvnpm.at.emotion	memoize	0.8.1		0971cc064dd3fdd5ae484367e74909d295c2c8f2
org.mvnpm.at.emotion	memoize	0.9.0		91df337f05a832bbea2a775fc5064b155e490dd8
org.mvnpm.at.types	d3-collection	1.0.11		a4bbcbd0501ef3bc94d2e082dd33d0d66ea66c18
org.mvnpm.at.types	d3-collection	1.0.13		830ac9aade2bedc89666d20202202acf295a9dbe
org.n52.sensorweb.sos	aqd-v10	5.0.0-alpha.10		4c32d0a645cdad657d2b2872494b8d20fabab884
org.n52.sensorweb.sos	aqd-v10	5.0.0-alpha.2		32c020ce24778e002ce2546021d8db134b0f11bf
org.n52.sensorweb.sos	aqd-v10	5.0.0-alpha.4		aaafc81941038d74c4917c343550451886277ff2
org.n52.sensorweb.sos	aqd-v10	5.0.0-alpha.5		25d7f8f12df6ba62d5134ff8e2fb2a0ddc65c6c2
org.n52.sensorweb.sos	aqd-v10	5.0.0-alpha.7		2d3414c1320e1e8072a884923fdf4a98cc5fbf39
org.n52.sensorweb.sos	aqd-v10	5.0.0-alpha.8		beba52b7935a22efd0221cfa114a415b467b0bd9
org.opendaylight.controller	features-config-persister	0.2.5-Helium		da071f2144a95a7df3168b7f34faba181ed12f74
org.opendaylight.controller	features-config-persister	0.2.6-Helium-SR1		f622bdeb024548ac096dcf384c728f73cb82263b
org.opendaylight.controller	features-config-persister	0.2.6-Helium-SR1.1		59e08095eddca0f22d1a359f4414d8145d69124c
org.opendaylight.controller	features-config-persister	0.2.7-Helium-SR2		6b7c5e408c6d44cb2f7e84a57b4a6f46d97d60a7
org.opendaylight.controller	features-config-persister	0.2.8-Helium-SR3		76c4fd8c7d987fb5e14b77286067a2482b44dc05
org.opendaylight.controller	features-config-persister	0.2.9-Helium-SR4		4a5da6af639d920ecc78f2f6f8a10c51fa6b6817
org.opendaylight.controller	features-config-persister	0.3.0-Lithium		5280304c29ed59932710bb053aac2b3ee7b341df
org.opendaylight.controller	features-config-persister	0.3.1-Lithium-SR1		0859b03c8ea8563f36040015653c8e74c8f852a3
org.opendaylight.controller	features-config-persister	0.3.2-Lithium-SR2		ba5319b0413084054337c5c3102cb3a4d3246ca6
org.opendaylight.controller	features-config-persister	0.3.3-Lithium-SR3		1d147d14633673bac60a912172af95b3991a399e
org.opendaylight.controller	features-config-persister	0.3.4-Lithium-SR4		d33b4fe7572b367eb5d0e1080c4f43ce9a30e6e2
org.opendaylight.controller	features-config-persister	0.4.0-Beryllium		133a73d7a598359b4634747e4517200294151e05
org.opendaylight.controller	features-config-persister	0.4.1-Beryllium-SR1		341b6e26be4b95e4dd3df8001312882d623c5b20
org.opendaylight.controller	features-config-persister	0.4.2-Beryllium-SR2		c411477f4209af6b6f5e0d46141bb492a81b799d
org.opendaylight.controller	features-config-persister	0.4.3-Beryllium-SR3		1f611d6dde1edb5f586131acbfccf4d47f9cf54a
org.opendaylight.controller	features-config-persister	0.4.4-Beryllium-SR4		6340e22a22593f292ebee03220948deb37821184
org.opendaylight.controller	features-config-persister	0.5.0-Boron		4922c3ae7f13447328641beb96771ebef889f6dc
org.opendaylight.controller	features-config-persister	0.5.1-Boron-SR1		263e71cab3707389a957e9c7bb3b34ca383a5548
org.opendaylight.controller	features-config-persister	0.5.2-Boron-SR2		47a6423f66fbf72355cb93a6a6e910ba5c794087
org.opendaylight.controller	features-config-persister	0.5.3-Boron-SR3		549e0de439ec3667522283f691aeee86c555334b
org.opendaylight.controller	features-config-persister	0.5.4-Boron-SR4		0dfcb0db0db1cca14ec915ebb0e1c3e6c656a967
org.opendaylight.controller	features-config-persister	0.6.0-Carbon		2d17464174c44fdbc0a317bd5d80d29291e2b3cd
org.opendaylight.controller	features-config-persister	0.6.1-Carbon		e088a472afe70d27fba04231f17467c76895367b
org.opendaylight.controller	features-config-persister	0.6.2-Carbon		56636dcb30e61f77b6b5c69cc72e0a1085e834ab
org.opendaylight.controller	features-config-persister	0.6.3-Carbon		29907a20ab5e25f69af3d406788cc8be47572bba
org.opendaylight.controller	features-config-persister	0.6.4-Carbon		38189911f09e7cea4e1397dcd4b67402f91eea42
org.opendaylight.controller	features-config-persister	0.7.0		N/A
org.opendaylight.controller	features-config-persister	0.7.1		N/A
org.opendaylight.controller	features-config-persister	0.7.2		N/A
org.opendaylight.controller	features-config-persister	0.7.3		N/A
org.opendaylight.controller	features-config-persister	0.8.0		N/A
org.opendaylight.controller	features-config-persister	0.8.1		N/A
org.opendaylight.controller	features-config-persister	0.8.2		N/A
org.opendaylight.controller	features-config-persister	0.8.3		N/A
org.opendaylight.controller	features-config-persister	0.8.4		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.10.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.10.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.10.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.10.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.11.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.11.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.11.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.11.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.11.4		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.12.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.12.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.12.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.12.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.12.4		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.13.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.13.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.13.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.14.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.14.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.14.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.14.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.15.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.15.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.15.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.15.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.16.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.16.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.16.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.16.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.17.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.17.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.17.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.17.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.18.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.18.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.18.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.18.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.19.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.19.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.19.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.4.0-Carbon		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.4.1-Carbon		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.4.2-Carbon		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.4.3-Carbon		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.4.4-Carbon		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.5.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.5.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.5.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.5.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.6.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.6.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.6.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.6.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.6.4		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.7.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.7.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.7.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.7.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.8.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.8.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.8.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.8.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.9.0		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.9.1		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.9.2		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.9.3		N/A
org.opendaylight.ovsdb	odl-ovsdb-southbound-impl-rest	1.9.4		N/A
org.openforis.collect	collect-saiku-installer	3.26.18		N/A
org.ow2.docdoku	docdoku-server-ejb	1.1		1ea506d6dc4ad8ddd45aaa0a6f678d0e0045c573
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1		9550cf1fdf93a82a1d84083365750396d4467df5
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1-M1		39c9f664eb9bc86e15a373ebbebc8e6d6f5408b0
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1-M10		27f894691e55823961eea59887e570359f400220
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1-M2		a9ad720246604c635d0dcbb68d444bfe70db230e
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1-M3		7395e4a67ec7b91754dc961da0548577611b3cbf
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1-M4		0bb9188c7c7bebd65ea2ae36f14f6dd0ee704cf7
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1-M5		49e7545d18e9ea6ffd7ddb38d94a879a9fc5968e
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1-M6		debaf64b1ab841ace83dc2d947171a5766c086d6
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1-M7		658d154c38fc87e5f6ddb6aac790d1cc1b36d7ba
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1-M8		744413e36d901968c4777cba6c032a86b75d6ac9
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.1-M9		1dd27d2a61a1624302823cbfc47876a935e160f8
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.2		5ea2e04772f02b08bdc9d645d7728c3117e76491
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.2-M1		224d3b695eee0e80d79dd49f9f4ab99e1e9d1dab
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.3		5cd9e55929344fddbf56d163bf46164c7878bd0f
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.4		a89d1a303c8c800ec32d255c4258a9b32f33e0fc
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.5		99a3846486b336769bf4cb9909b7c49aa8e282fc
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.6		4432b0ef2361a05337e71976532f6747d28c7c2b
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.2.7		5a7dc49f4e30dfc4a8a26046989eed101601b402
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.3.1		326e07507bf59c36808efe4c3a96e5acdd697846
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.3.1-M1		151e8070fa28722ccdb55942628c93863476515d
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.3.2		a60863cb9d293d5ca8277ae52a57e348eaa32899
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.3.3		b9d55f5aa8197146e308a5563da7f3eb78f4e896
org.ow2.jasmine.monitoring	jasmine-eos-rules-common-server	1.3.4		c7fe52913d4c056f3787d472d24f0850dbb53f8d
org.playframework	play-file-watch_2.13	2.0.0		7d9dbb2f9a8dfd8f17fc8951d5fcf580383a8067
org.playframework	play-file-watch_2.13	2.0.1		85b43f254b83e527c3fd5989af7fcb4fb8aad51f
org.scalameta	semanticdb-scalac_2.13.8	4.4.32		e89bb7d7c89b8d9dc104c052a2fad8b856ff4ca8
org.scalameta	semanticdb-scalac_2.13.8	4.4.33		da63fbe78a65140a7824a052b7cda33a9bb77009
org.scalameta	semanticdb-scalac_2.13.8	4.4.34		6f14b14476fff850954461f3a98954afec55b875
org.scalameta	semanticdb-scalac_2.13.8	4.4.35		ea232fce28f27f4998b29cc6a3a6ac26a72141c6
org.scalameta	semanticdb-scalac_2.13.8	4.5.0		4e983b7b4b9aa33407d57042810132f2e77f6378
org.scalameta	semanticdb-scalac_2.13.8	4.5.1		e7c2a7750b903dd83862b27b878786f3b48f940a
org.scalameta	semanticdb-scalac_2.13.8	4.5.10		edbd8126eb324fc2e3a75a07ca49fac70178f0f1
org.scalameta	semanticdb-scalac_2.13.8	4.5.11		5ac5d31422201d47296348e9508a8d1511c522b2
org.scalameta	semanticdb-scalac_2.13.8	4.5.12		55da9b8cce49c778c793875264d3124e6290cf7f
org.scalameta	semanticdb-scalac_2.13.8	4.5.13		96185ee874685deecc31e8fe4cf751dfb77e9114
org.scalameta	semanticdb-scalac_2.13.8	4.5.2		cd8fa6875de50f39320d11316d1e986537554b71
org.scalameta	semanticdb-scalac_2.13.8	4.5.3		3455fae928611c9779a9d6470188a667957b4292
org.scalameta	semanticdb-scalac_2.13.8	4.5.4		46e06c530609a3d008c752dd0acd6bca6f10475e
org.scalameta	semanticdb-scalac_2.13.8	4.5.5		87af1f5034ab9ba1d9d83a0fd285f6319a792f8d
org.scalameta	semanticdb-scalac_2.13.8	4.5.6		88b4a0379486432144825f51306b6bf76f5b0318
org.scalameta	semanticdb-scalac_2.13.8	4.5.7		03f649aa246129c5daf65a0cddd3787423bf5029
org.scalameta	semanticdb-scalac_2.13.8	4.5.8		c378dc1d250515b6fb6721f24d1a962eed9a3245
org.scalameta	semanticdb-scalac_2.13.8	4.5.9		82a99c4d7f306cef448972d9ab4872d457729f00
org.scalameta	semanticdb-scalac_2.13.8	4.6.0		c015b1c4117662ca5469021a06f79a940dec750b
org.scalameta	semanticdb-scalac_2.13.8	4.7.0		2970da7736e88a4bef3974e20179402ba9102531
org.scalameta	semanticdb-scalac_2.13.8	4.7.1		80e036f73fa663d8de7ba4c8a1e0f7c33f4671a2
org.scalameta	semanticdb-scalac_2.13.8	4.7.2		051ee415a5a05d1b07098723faeaeca71c89dede
org.scalameta	semanticdb-scalac_2.13.8	4.7.3		820bf5a3258142024eb51a541c48c94170ef68a5
org.scalameta	semanticdb-scalac_2.13.8	4.7.4		854c21de5809a2963428ba5bff777e27988afaf5
org.scalameta	semanticdb-scalac_2.13.8	4.7.5		0c0047ca99fa7af03a0a338f2f4144880f9ab55d
org.scalameta	semanticdb-scalac_2.13.8	4.7.6		c8f14fa5682e2d240bd1d7f4bd7aeabb2f2da9e7
org.scalameta	semanticdb-scalac_2.13.8	4.7.7		e86492fef5dd51a773684e80175efbfc920316d1
org.scalameta	semanticdb-scalac_2.13.8	4.7.8		1e5164ac65d3d59d8eab662ff1e1cdadbf482942
org.scalameta	semanticdb-scalac_2.13.8	4.8.0		6eca50e1ee4c57cab474a193e6e9406170237ca7
org.scalameta	semanticdb-scalac_2.13.8	4.8.1		56bc542beb58e1aac81a84c9fa452a190ff753ba
org.scalameta	semanticdb-scalac_2.13.8	4.8.10		8005046a6c408d3dc46a3dce9eaece9da22f2cd3
org.scalameta	semanticdb-scalac_2.13.8	4.8.2		3a71f4f35c5c66bb0e1fc039b539b8d6dca13aae
org.scalameta	semanticdb-scalac_2.13.8	4.8.3		aec8e1e13a263f94a37c1845a8169a1e9fb8eaf4
org.scalameta	semanticdb-scalac_2.13.8	4.8.4		e2babf5f27b39e59293a7de9c7081b6f859b2e9c
org.scalameta	semanticdb-scalac_2.13.8	4.8.5		ecc2f18188ec39cea9e58e46d0f10f780b17fb3c
org.scalameta	semanticdb-scalac_2.13.8	4.8.6		9af736f85c25d003ddf6d6854c9cd45b5fe997f8
org.scalameta	semanticdb-scalac_2.13.8	4.8.7		81f806e5a928cd74eaa23c4cdd613f07d0eb9dcf
org.scalameta	semanticdb-scalac_2.13.8	4.8.8		109b3c5a354145f44a41c32f0d79d22cc92b12d0
org.scalameta	semanticdb-scalac_2.13.8	4.8.9		6cbd5d2a8856e9b28e51492127abe1735c6a898f
org.spire-math	cats-macros_sjs0.6_2.10	0.2.0		cdad4070a5959a474676c37e8405a828959fad8e
org.spire-math	cats-macros_sjs0.6_2.10	0.3.0		56a313664aa64de25b20d1ba6548ac88d62a2e73
org.sterl.spring	spring-persistent-tasks-db	1.0.0		f8ae731c3aaf7b6bf7b6ab6608e1c9ec55c4ca31
org.sterl.spring	spring-persistent-tasks-db	1.1.0		02b2061c452e8c1a6d4b45c2ba60bb5a57590ddc
org.sterl.spring	spring-persistent-tasks-db	1.2.0		d2f288e684687db86fde80c23697f041125d1f50
org.sterl.spring	spring-persistent-tasks-db	1.2.1		3b0563c2142d43986775a251fec69a94d1c50769
org.sterl.spring	spring-persistent-tasks-db	1.3.0		75bb573f08a9f03dc36f2561a22deeaa035b38f8
org.sterl.spring	spring-persistent-tasks-db	1.3.1		6eb04e17dae2dc29b43d72fa7c19a3e698498d1f
org.sterl.spring	spring-persistent-tasks-db	1.4.0		1cc75fb9e4651944b3ee4945d9fa57cf61fd0ee4
org.sterl.spring	spring-persistent-tasks-db	1.4.1		7c540b4d20c1a74d286cf23f1557f0b4daf921d7
org.sterl.spring	spring-persistent-tasks-db	1.4.2		13f61ee00907fe52fa9a0f920527f2512ebf9b4d
org.sterl.spring	spring-persistent-tasks-db	1.4.3		29a97f376d62deed1d29b99f5f414c7428ee7a68
org.sterl.spring	spring-persistent-tasks-db	1.4.4		2a93ac68bb9514db2a5c1dfc556e044c5b0abf39
org.sterl.spring	spring-persistent-tasks-db	1.4.5		9283a796dc6c2fdc939b6750a54aba3912fca754
org.sterl.spring	spring-persistent-tasks-db	1.4.6		72ec1fb2973c9948639f810ce69f64295965df25
org.sterl.spring	spring-persistent-tasks-db	1.5.0		8f8fcfa49e474ebe4334140e3438e86521d79ece
org.sterl.spring	spring-persistent-tasks-db	1.5.1		240f8eb7bdefba6bff0ee366f90f1d303374780e
org.sterl.spring	spring-persistent-tasks-db	1.5.2		9ddb3114c225801d78b83e730af22ec300f46b80
org.sterl.spring	spring-persistent-tasks-db	1.5.3		02149fb025d3702d4fa647a0c9e17886f9faf3d8
org.sterl.spring	spring-persistent-tasks-db	1.5.4		14baf1d486e69160b4b41c5427ab7cd0ffbf2c76
org.sterl.spring	spring-persistent-tasks-db	1.5.5		0f24b32d7fe7b4e39d3af2353056581bc29aae37
org.sterl.spring	spring-persistent-tasks-db	1.5.6		842a4c9c780620b9f476b5a355c5a089c86f9772
org.sterl.spring	spring-persistent-tasks-db	1.6.0		b72484ae841f1e44956720e953069874ad8491cd
org.sterl.spring	spring-persistent-tasks-db	1.6.1		42b20518835ad7e98d0b3ca45dd6c31d9e210caf
org.sterl.spring	spring-persistent-tasks-db	1.6.2		826a48fff2eda8a3b8171d3d1f6c26b28f6d46ea
org.sterl.spring	spring-persistent-tasks-db	1.6.3		743e4e6c37c7bbbcd695c8a431c44e1d15e12c4c
org.sterl.spring	spring-persistent-tasks-db	1.6.4		936f7aca01ff98d6eca9d87bf06089708d8b29b3
org.sterl.spring	spring-persistent-tasks-db	1.6.5		876da0ea273509f82e92a9fe58a3765e994f9b88
org.sterl.spring	spring-persistent-tasks-db	1.6.6		1a076d08c4cb101b74105228a9f518ff2ea204ce
