app.cash.treehouse	treehouse-compose-android	0.1.0		N/A
org.apache.camel	camel-solr	3.13.0		2a7f397f7461d06ef791c318fdccd659eeca1505
org.apache.camel	camel-solr	3.14.0		7a8e6dd40aa605f7d07c226d43c841f5e1020a7c
org.apache.camel	camel-solr	3.14.1		a65dab957bc8b141330aaa68f40b7ca286ad34c6
org.apache.camel	camel-solr	3.14.10		22ff408bfa8d6d63c5fca6b92ee2731611ab5c1a
org.apache.camel	camel-solr	3.14.2		dcc4fc313b9d2fdd86694acf80b86f41f9cbc06d
org.apache.camel	camel-solr	3.14.3		53d2ae750c43b7a4e6d0853fa3f11eb7f45f7d70
org.apache.camel	camel-solr	3.14.4		a71ccc01575c83d7bc774b40b938f9b2dd8e5d22
org.apache.camel	camel-solr	3.14.5		8d5c51afc2c624bbdc299d062122a91fe33a175f
org.apache.camel	camel-solr	3.14.6		8aa8a2a95c584a010f10857245e3952d730dbaab
org.apache.camel	camel-solr	3.14.7		aed0fd19cd447f689c63093e8a8c109f1ee8ed08
org.apache.camel	camel-solr	3.14.8		784e2cdc8aef895f673866f9ec3099567dffd930
org.apache.camel	camel-solr	3.14.9		f172c33db239757a24c33c081e6660f9aadf77bc
org.apache.camel	camel-solr	3.15.0		2b2e38c15f7ef927d9be75c8d702bc57574b3dd2
org.apache.camel	camel-solr	3.16.0		2a0515a5b35e9731272804e5a5481ec7cf244890
org.apache.camel	camel-solr	3.17.0		252cd37be163618090f64b89477a6f607e4b749c
org.apache.camel	camel-solr	3.18.0		f828328b11caa654b52a8ebc5b16f1c1d9331766
org.apache.camel	camel-solr	3.18.1		aca27e329d2866d89b0ecfca86bc415b00b81230
org.apache.camel	camel-solr	3.18.2		2a4364f7cd73ece7db335ae7f45ccc8436caa2b5
org.apache.camel	camel-solr	3.18.3		4578bc453cde5939bfecd4065c368886f893239f
org.apache.camel	camel-solr	3.18.4		c0af05e3a075619d4591bbb471551dd70907da6a
org.apache.camel	camel-solr	3.18.5		baf1279f490afe3f42e9e4e685842f0099a12a75
org.apache.camel	camel-solr	3.18.6		b218c4aa9ccab578451a315384364b81ee54282a
org.apache.camel	camel-solr	3.18.7		9311d5b261857b863018f085e40f5d16da2a35ba
org.apache.camel	camel-solr	3.18.8		04a2bfa59127202840187fc0345d9be1a58fd279
org.apache.camel	camel-solr	3.19.0		846ac353bf2d210a0949bf4ff4ec154a024bbbf8
org.apache.camel	camel-solr	3.2.0		a90d31adf7c2f193bd36fa60811b61df28bc692a
org.apache.camel	camel-solr	3.20.0		9fafd86a9cfb8d38c55ad8198b31cea11a8e018f
org.apache.camel	camel-solr	3.20.1		cbd1a5965a97670b4148035ad0176ff36b809a3b
org.apache.camel	camel-solr	3.20.2		2e7d87bdbf737a13648580f92f41c76d748051a7
org.apache.camel	camel-solr	3.20.3		020ca13d2ad4af3a768c4a2d0e8901505957b3f7
org.apache.camel	camel-solr	3.20.4		ca7d752c0f67b3a93bc9c54b14f0fb8933d11447
org.apache.camel	camel-solr	3.20.5		aab0b0bdd8434075f812b14b3619d4ae73b630d9
org.apache.camel	camel-solr	3.20.6		e07ec23a95091f7a59ad3c78868223c8d3583f9e
org.apache.camel	camel-solr	3.20.7		8841d3cf1d143aa7aa9d276ed68d2ff108e7b032
org.apache.camel	camel-solr	3.20.8		fdb0fea9039ed2f71e6b93c2be4801734ca408b2
org.apache.camel	camel-solr	3.20.9		a7b5e5043ee503501f64d7aeb94cd13376248ea8
org.apache.camel	camel-solr	3.21.0		9a8c4c91be02015a2f5465d6665951f2479d986d
org.apache.camel	camel-solr	3.21.1		82a2f2380b09581b1a0319ff0e389902beb665b2
org.apache.camel	camel-solr	3.21.2		7f3f75b79fbfa91b85efa81f3d66bf3db5b58ca9
org.apache.camel	camel-solr	3.21.3		4e964e0665866f5f46a37cfe4cd504d2c7cd9ff7
org.apache.camel	camel-solr	3.21.4		f5dc7b2733ae8d8472cdf9a8032348a2cd8b12ff
org.apache.camel	camel-solr	3.21.5		d20460d35480cc458a80331eb0f52d47a07caad1
org.apache.camel	camel-solr	3.22.0		e0891e61539f9a0ab2081a2713af9fdae5f9ee12
org.apache.camel	camel-solr	3.22.1		5a56b3b70a6c1a3cd64c0fd36c2d073a0bf33516
org.apache.camel	camel-solr	3.22.2		a7fbce2c9dd76d9dd0ccc0fc6f7db209ae184883
org.apache.camel	camel-solr	3.22.3		268d0fd1e12e1c98c3b9379b001764c27ca29382
org.apache.camel	camel-solr	3.22.4		a9599479b08471f5599c76b0bb1769fc9972bd9b
org.apache.camel	camel-solr	3.3.0		36f35dde40bcb1151c816dd03f75851c1a112f0b
org.apache.camel	camel-solr	3.4.0		a01738e1b5f81d444f0ceae3bf71f6810515ea88
org.apache.camel	camel-solr	3.4.1		62fe06ae15567f49e480f16483e13ccbdf19162a
org.apache.camel	camel-solr	3.4.2		a0afe979b8329dd59b178432cbf5394d47e5cc6b
org.apache.camel	camel-solr	3.4.3		7f36a9b00b0e457e10aad4ed6246db150e5b8867
org.apache.camel	camel-solr	3.4.4		4e40ebe1a8af7897bd6d131e813a900ffe59aca0
org.apache.camel	camel-solr	3.4.5		e3480f0202dce7c6a56edaf7a54f0de39ba81d1e
org.apache.camel	camel-solr	3.4.6		53fc49e71700ae8f9bdf667e4ba6f81d4884b444
org.apache.camel	camel-solr	3.5.0		cdc102b8b7b74a3c1facd2f7d45d4649aef19818
org.apache.camel	camel-solr	3.6.0		0db0b7fae749a07bf82ce5a2bea4c58875365bf0
org.apache.camel	camel-solr	3.7.0		c0f16299c955752893db16758ec704e02b7d5acd
org.apache.camel	camel-solr	3.7.1		0d88f6197a6b3c3bbffdadc9c31c04f5cc139ff8
org.apache.camel	camel-solr	3.7.2		0634e4c5b6f109e85834d124ec9b35c5e6a08a0c
org.apache.camel	camel-solr	3.7.3		8bfb04b01ae5a6d01b026785915f9ebfcf6cda18
org.apache.camel	camel-solr	3.7.4		f7e6a0d85ddf8e785ac9a4ab378fe0081cf254fb
org.apache.camel	camel-solr	3.7.5		256375d7e33ca6ab0f0e82a4fae427231caf5e53
org.apache.camel	camel-solr	3.7.6		f1fc69c2922bb1fbdc250f5372159a702241e5c4
org.apache.camel	camel-solr	3.7.7		17c78a31127ff082ec4179e5df97a1c130adc8d0
org.apache.camel	camel-solr	3.8.0		5c17b231391aadb09debec2c7615b4b5945d7b54
org.apache.camel	camel-solr	3.9.0		9a7e5ce1e4d090cf1324830fed6025409112f941
org.apache.camel	camel-solr	4.0.0-M1		de94d3dba3e7f8b19757d180e1a859b1546a4e23
org.apache.camel	camel-solr	4.0.0-M2		1d414c0452b7d3f598d38f8354b09eea20be9406
org.apache.camel	camel-solr	4.10.0		639db630323a0c7cb867c9913770e399bfabfc97
org.apache.camel	camel-solr	4.10.1		b911a13e39c88367f7c5e0f5d2ce0ea656218991
org.apache.camel	camel-solr	4.10.2		4e5b2db543da81c6662f3953d64428b308fadd80
org.apache.camel	camel-solr	4.10.3		8096e54801a9e68dfce0a55648da2ad748f966d3
org.apache.camel	camel-solr	4.10.4		8f6c3834871d279d309be5ffed77b353f14f8817
org.apache.camel	camel-solr	4.11.0		a832667568f7c838c1149ac520f8598f007befec
org.apache.camel	camel-solr	4.8.0		39d5e8fe4103e32881e23b271e745a93c34d9357
org.apache.camel	camel-solr	4.8.1		04e45cf5abbb1a3e137c61f6603d1c62f1fe0a9a
org.apache.camel	camel-solr	4.8.2		d5473f0d6869d42776463b14407958ed35af8b57
org.apache.camel	camel-solr	4.8.3		a7a7b5e616105045bfb8f6efe78c8404d4cac7ed
org.apache.camel	camel-solr	4.8.4		8168c8c2573635a0d12a8cd5e8f8138c763ae5d7
org.apache.camel	camel-solr	4.8.5		9be9f6e3d792ee65b63ae17548fc6526c143b852
org.apache.camel	camel-solr	4.8.6		c25a75a20370680f25d28e1931c710a14a335763
org.apache.camel	camel-solr	4.9.0		5679dd909f5bd98b0e3cb099844d534d811cdfa1
org.apache.skywalking	event-analyzer	10.0.1		74b7bf556fef081b2fdec07024d1535a66780d24
org.apache.skywalking	event-analyzer	10.1.0		a42ab7c731da7617229507d200773b7bb6686f51
org.apache.skywalking	event-analyzer	8.5.0		441ce87dcbbbe002d7ec5fb1af4c7224c9139747
org.apache.skywalking	event-analyzer	8.6.0		43ad6e0d407cf74b92887d9d45c0cdfed02f9f08
org.apache.skywalking	event-analyzer	8.7.0		b570ba2b543cdc873d80c9c6c0d3cf0c482fb53a
org.apache.skywalking	event-analyzer	8.8.0		961ae964fe04c1e36ddef65b060448695bcb1696
org.apache.skywalking	event-analyzer	8.8.1		9bdfd299a42ca7c7b14ee69665fe5b4ba3dbf1e4
org.apache.skywalking	event-analyzer	8.9.0		bc5bf09aa72dd792fe6e6963301bf131e43fa747
org.apache.skywalking	event-analyzer	8.9.1		a2d0aa3dfeedaff0ab7f8aebc011043d3668ff8a
org.apache.skywalking	event-analyzer	9.0.0		a3179b606e543f9f84449685f66930ca7d865da2
org.apache.skywalking	event-analyzer	9.1.0		5401e1e7143277c2a157f42ecc8dd82ccb971b68
org.apache.skywalking	event-analyzer	9.2.0		48d8199b8c651a86e0999f2ecb9c3625a32735bc
org.apache.skywalking	event-analyzer	9.3.0		e38393d5303f1c845227ff55f45d56246bb0c87a
org.apache.skywalking	event-analyzer	9.4.0		4553fa37355d5ee2dd072220fb14f902a083f426
org.apache.skywalking	event-analyzer	9.5.0		fa6bb9bc385d431a358730d8d6d2705a80d4c36f
org.apache.skywalking	event-analyzer	9.6.0		497feeb5c02781d3e7d9f7b59313d6753c692ac5
org.apache.skywalking	event-analyzer	9.7.0		d477e40a6791e5d502b765653a8c81bb11b7afc4
org.apache.streampark	streampark-flink-core_2.12	2.0.0		a512a94362647af0713f312ba0d93022f60b6443
org.apache.streampark	streampark-flink-core_2.12	2.1.0		18730bc98b74a9e9fd279ac9b7920fb0d071eb09
org.apache.streampark	streampark-flink-core_2.12	2.1.5		f6045af1a75fa2625823eeef2700ede23688aeca
org.apache.tuscany.sca	tuscany-common-xml	2.0		5f0f29c10caacaad318c9c31e2a079e9eb6725a4
org.apache.tuscany.sca	tuscany-common-xml	2.0-Beta1		7b754d3093e69735d97240f914ed30cea6a9b05c
org.apache.tuscany.sca	tuscany-common-xml	2.0-Beta2		5031d39626a5ad27c9e5098c2114d5c3e3b613f3
org.apache.tuscany.sca	tuscany-common-xml	2.0-Beta3		8265ed9a835d768f81e5d04579a7c3c779540ffb
org.apache.tuscany.sca	tuscany-common-xml	2.0-M4		f606b956b0e6154ed6ee9e646083bbf62e2dc381
org.apache.tuscany.sca	tuscany-common-xml	2.0-M5		5a4139a5e33c585b65f7f44454493fe999250cc6
org.apache.tuscany.sca	tuscany-common-xml	2.0-M5.1		5985e1a3c814f49d754d3aac04668821b7afdbf2
org.apache.tuscany.sca	tuscany-common-xml	2.0.1		79cc188f41d2300ee43beccd9b3ebf3478d6607a
org.bitbucket.cy6erGn0m	taskNinja	0.0.1		68596d6c7e6f593cef02a264bb1fd5fe3a62cd7a
org.bitbucket.cy6erGn0m	taskNinja	0.0.2		c84d6fec44bcd00bf0bf12d8f80374be1e29792d
org.eclipse.che.core	che-core-api-debug	6.10.0		9be604c5cecb57b5f8c5a610f623497cacd0b28e
org.eclipse.che.core	che-core-api-debug	6.11.0		c11c50deb8c72c87a120aa6563c270aa5488fcaf
org.eclipse.che.core	che-core-api-debug	6.11.1		9b3d306c5f506037a0b8e1a5da037bcbc1ee32db
org.eclipse.che.core	che-core-api-debug	6.12.0		9da3c8fb15c705a2fa411784ecc7af0ac12c3cc6
org.eclipse.che.core	che-core-api-debug	6.12.1		22edf39cf659c2770d7a9de171000ac264b2571d
org.eclipse.che.core	che-core-api-debug	6.12.2		bfeec9454ffb17ef707466b149b73609c4c2b217
org.eclipse.che.core	che-core-api-debug	6.13.0		2bd50c625d852f5fc9c3a807fae642599ad39c0a
org.eclipse.che.core	che-core-api-debug	6.13.1		e6d77e45d49f3e6ce39826ca6017fa6b1e752214
org.eclipse.che.core	che-core-api-debug	6.14.0		29a5cb2909821943b63806781bb945dada463819
org.eclipse.che.core	che-core-api-debug	6.14.1		14abfdfa6fad6d39b499e78c734d1a69c043ff24
org.eclipse.che.core	che-core-api-debug	6.14.2		d72aad465a7415328e0f5eb45d1077a4c94f153e
org.eclipse.che.core	che-core-api-debug	6.15.0		d1fccf01dedec63f05e8e0e043f75a8fa736e4fc
org.eclipse.che.core	che-core-api-debug	6.16.0		5c9f80bc17a3d8a8559967734cc7b366b87ad868
org.eclipse.che.core	che-core-api-debug	6.17.0		bd0dc112d3dd195b8ff58cc0a473e885b610450b
org.eclipse.che.core	che-core-api-debug	6.17.1		177f0a18a60a1134f7a10c88f23eb6b973948b78
org.eclipse.che.core	che-core-api-debug	6.18.0		3a2b3a77ab49b9462015c80d144100d846e97e26
org.eclipse.che.core	che-core-api-debug	6.18.1		972398a2dad225754dc3686324bb03f5c7cd1299
org.eclipse.che.core	che-core-api-debug	6.18.2		6cf45a86c5a4791c69d5cef0c36133c046d077d9
org.eclipse.che.core	che-core-api-debug	6.19.0		99957f1de85f8e8c302c4dbc47ae386b58428c28
org.eclipse.che.core	che-core-api-debug	6.19.1		fd96570cf1b1863ed298ffeb216a29ac8ff18b0b
org.eclipse.che.core	che-core-api-debug	6.19.2		f19be9e12e667a65a4f2eadf0f28fdde5e86ed1e
org.eclipse.che.core	che-core-api-debug	6.19.3		d8dc3b342a0984375292cea976c47e6a61e51104
org.eclipse.che.core	che-core-api-debug	6.19.4		5c6f4cce58bed3916d0beed068aed72c68f2f717
org.eclipse.che.core	che-core-api-debug	6.19.5		646bc31984b128b65a517af2dd48d1be5b938ec0
org.eclipse.che.core	che-core-api-debug	6.19.6		d7f7eef712999923c905e2594910d68fd3247f87
org.eclipse.che.core	che-core-api-debug	7.0.0-RC-1.0		957aea21c93ce7d5e55236fefd3f46e05ae1f908
org.eclipse.che.core	che-core-api-debug	7.0.0-RC-1.1		a0711bcba58295cd8a68d6fb24d88effdcb74ad9
org.eclipse.che.core	che-core-api-debug	7.0.0-RC-2.0		3063c4cdafe5a12b9cb916e5e0a57950af215ef2
org.eclipse.che.core	che-core-api-debug	7.0.0-beta-1.0		f05c0e9665b1d756f0a8e8eacd95dbf9868917b2
org.eclipse.che.core	che-core-api-debug	7.0.0-beta-2.0		d6e1f4d69e48e77f449f520f4e5b04d3fcd5ffa7
org.eclipse.che.core	che-core-api-debug	7.0.0-beta-3.0		bd0b4b0c36d00e12ea2f4fb210e8248f2b7c665b
org.eclipse.che.core	che-core-api-debug	7.0.0-beta-4.0		36a8bbcf913fad53953f37446e078b93e2677dc2
org.eclipse.che.core	che-core-api-debug	7.0.0-beta-5.0		85a0111cb111ac82b23fb5e700879d5a5fbe4b6f
org.eclipse.che.core	che-core-api-debug	7.0.0-rc-3.0		8bcb3665740543b5010ad51e2869b4ed5f28ed03
org.eclipse.wst.sse.ui	infopop	1.0.102-v200706110217		5b9e10bd321e95f8d629899b3b222d62618c2360
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	4.0.0		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	4.2.0		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	4.2.0-TP1		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	4.3.1		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	4.3.2		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	5.0.0		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	5.0.1		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	5.0.2		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	5.0.3		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	5.1.0		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	5.2.0		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	5.3.1		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	5.3.2		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	6.1.0		N/A
org.entando.entando.bundles.widgets	entando-widget-navigation_bar	6.1.1		N/A
org.genesys-pgr	file-repository-core	0.9		ae3a1d592a312c91658547df5c4260027a3895d7
org.genesys-pgr	file-repository-core	1.0		a767c71c65d241b2cce426082a2db3acdfc55c59
org.genesys-pgr	file-repository-core	1.1		1e7ed8925d6f83873e9f5cc4d4cfd18aa9f454cf
org.genesys-pgr	file-repository-core	2.1		fbd69fad346397ba297003722d58d0200f4725b0
org.genesys-pgr	file-repository-core	3.0		c9a9cd67229bbeefeebf504d825d7f992b7ddd62
org.genesys-pgr	file-repository-core	3.1		1dd48791b8e7dfa8877843a86261c3d376fbacfb
org.genesys-pgr	file-repository-core	3.3		275827d5b40b6a497906c65ce6fb78daa29536c7
org.genesys-pgr	file-repository-core	4.0		0a11535311f3127a24bcc06ceca6be801f02841b
org.genesys-pgr	file-repository-core	4.1		31374e1dfa186396f5c188610f574ab30e54618e
org.genesys-pgr	file-repository-core	5.0		5114854c06bd82880deb908e3b54962c4493dae7
org.genesys-pgr	file-repository-core	5.1		97d366a6600c70a65ce06f729ead2411990c1cf0
org.genesys-pgr	file-repository-core	5.2		6e069a0c39437cfd4d61aef52a4c116b2bff673f
org.genesys-pgr	file-repository-core	5.3		8b492a15711b2b0361d6337bb64e6aed47c5456e
org.genesys-pgr	file-repository-core	5.4		b91780b1f23adbdcbf910ca02d242031d5d01b7a
org.genesys-pgr	file-repository-core	5.5		5f371cc4f91a3cb1119e94fbcdd66ff0e5fb545c
org.jboss.forge.addon	ui-api	2.0.0.Alpha10		99dfeacfb7cda4130aefaae37914c987f5c33c1b
org.jboss.forge.addon	ui-api	2.0.0.Alpha11		ad0fb6232975d973d5b3591a866641f2e92f3391
org.jboss.forge.addon	ui-api	2.0.0.Alpha12		8ff2903c56e7261273e8b46e5308a9116e00d55a
org.jboss.forge.addon	ui-api	2.0.0.Alpha13		4c395148e143327c6e89b2f2ca02e3fc1a647295
org.jboss.forge.addon	ui-api	2.0.0.Alpha14		7fa8f19c3079f4863ed819779bbc0d46c14f1cac
org.jboss.forge.addon	ui-api	2.0.0.Alpha5		f6c854770a0bfc4d8c5566c93baa84c3c206a919
org.jboss.forge.addon	ui-api	2.0.0.Alpha6		2165eb60327722a8d796b721dee6440df50507b6
org.jboss.forge.addon	ui-api	2.0.0.Alpha7		ceb7018b1678317f380ce0499a6b30f3fc224ef1
org.jboss.forge.addon	ui-api	2.0.0.Alpha8		28662af295610614bf44ea27459a3989240c9ac0
org.jboss.forge.addon	ui-api	2.0.0.Alpha9		51b3275b80dd65f2e688ed151293f5cc8d57ee7f
org.jboss.forge.addon	ui-api	2.0.0.Beta1		ebedf15fd120924c5f35234585071e73b7bdedb3
org.jboss.forge.addon	ui-api	2.0.0.Beta2		ba3bfa8f6371b391f218f5599edb70ce74181e21
org.jboss.forge.addon	ui-api	2.0.0.Beta3		d315e42f8b06bc0cc0debd6de985ade1373ee335
org.jboss.forge.addon	ui-api	2.0.0.Beta4		7a7c128fe904b81f32571e8b033eceb3bddb12a9
org.jboss.forge.addon	ui-api	2.0.0.CR1		c33d7f34c3836b97641808359d5d03c7ba5cb560
org.jboss.forge.addon	ui-api	2.0.0.CR2		788e0bf567baf8f3dc5d1c03411c8dc80a7384b5
org.jboss.forge.addon	ui-api	2.0.0.Final		322fde3376ac664eb080fc6ba1384e730807b79d
org.jboss.forge.addon	ui-api	2.1.0.Final		519fb2e0064b73edb55edad560d80d0e05e0690c
org.jboss.forge.addon	ui-api	2.1.1.Final		3de1458e58a743907b90c2444b7f402cfd2d2498
org.jboss.forge.addon	ui-api	2.10.0.Final		6b67ec8660e276d9600b51bdab85538cbfb9ec78
org.jboss.forge.addon	ui-api	2.10.1.Final		a1a7b71182dd01851421379d5982e83ec03c2479
org.jboss.forge.addon	ui-api	2.11.0.Final		830dbffe49386aa0749d3a4c826ed62a351e64ab
org.jboss.forge.addon	ui-api	2.12.0.Final		3bd7544f6e38491671805f8515b13d47e1962651
org.jboss.forge.addon	ui-api	2.12.1.Final		86b5a06aa1bd21a0bb0bb56205c07ffb29a93f96
org.jboss.forge.addon	ui-api	2.12.2.Final		f236d1762eda826d5c2d7fe0d87278e904d60755
org.jboss.forge.addon	ui-api	2.12.3.Final		4450be5b15ce12d8eba0af742177c82eab49adaf
org.jboss.forge.addon	ui-api	2.13.0.Final		71833fe9ec17464db613e6598d8c8f03ee0cc115
org.jboss.forge.addon	ui-api	2.13.1.Final		5167e686fac06898847866d48d28940baa59d6f7
org.jboss.forge.addon	ui-api	2.14.0.Final		039f45b3bf2705b4614d576d07c2347a3d2dd2df
org.jboss.forge.addon	ui-api	2.15.0.Final		0f3349163dada6d70787468ffabe4cdc4a271410
org.jboss.forge.addon	ui-api	2.15.1.Final		75b1dce6d50c7d8cb35c833817c5b1232095082a
org.jboss.forge.addon	ui-api	2.15.2.Final		a6e5c20d6580d9cea1ebfcaa4fe29a4a740fcedf
org.jboss.forge.addon	ui-api	2.16.0.Final		54fdb20bd0f333922b5243af64df3f896f16baba
org.jboss.forge.addon	ui-api	2.16.1.Final		d01ffb3ae5ec29794c0fd3853bf13b24f06f399a
org.jboss.forge.addon	ui-api	2.16.2.Final		7ada6601c6e5ac37a9acb3a82758375b049a68ec
org.jboss.forge.addon	ui-api	2.17.0.Alpha1		1ed8aaa8dca1f2da812e7ce6d4cf6a132df160e8
org.jboss.forge.addon	ui-api	2.17.0.Alpha2		1e533a627f524acbf517e8b7b2a9dd06d3de721c
org.jboss.forge.addon	ui-api	2.17.0.Final		32a993403ef515a46977907079c07bec13c8fa7a
org.jboss.forge.addon	ui-api	2.18.0.Final		65f3a1801bef0206bf39ab3b180d3f10a8a2b75f
org.jboss.forge.addon	ui-api	2.19.0.Final		6067ea615a5b5f566e44faf0f967314fb1deab46
org.jboss.forge.addon	ui-api	2.19.1.Final		de5905c913bfce1569262ee52a35f72660522f2f
org.jboss.forge.addon	ui-api	2.19.2.Final		44bae157969dc0fc8baa1cfde37ddac1c8e93d8c
org.jboss.forge.addon	ui-api	2.2.0.Final		2074db75e4bda71af192e92e162cce672a335176
org.jboss.forge.addon	ui-api	2.20.0.Final		993fae35f32889b7eab8a1cea4ec50a636b4c5ea
org.jboss.forge.addon	ui-api	2.20.1.Final		50fe93e63d8ee9f2e3fdd1b0664ee8b68ef36d4a
org.jboss.forge.addon	ui-api	2.20.2.Final		38542c09e9117c49a35685171b9e1d1da38330d5
org.jboss.forge.addon	ui-api	2.3.0.Final		dc27a8ac462ed015c91c7e9bf68ed5097aec62dc
org.jboss.forge.addon	ui-api	2.4.1.Final		a15b92569028e1e4728c4b87e2638c18384854a4
org.jboss.forge.addon	ui-api	2.5.0.Final		683b9653ed09b56f86637490c4a413e86a2d68f5
org.jboss.forge.addon	ui-api	2.6.0.Final		0ab8203298b0d1fd85e7591fc1c60a30e62ffab1
org.jboss.forge.addon	ui-api	2.7.0.Final		d78c6db92ec5450bf75e3be833b35dfb4707a7de
org.jboss.forge.addon	ui-api	2.7.1.Final		c904f9bc24caeaf6e4dc3d4386b663e4cabe355a
org.jboss.forge.addon	ui-api	2.7.2.Final		791608d84a30121cae67123d7664a9a7743b6f84
org.jboss.forge.addon	ui-api	2.8.0.Final		8522fbdd056fcf6457ee0cf42a7909bc15f563e5
org.jboss.forge.addon	ui-api	2.8.1.Final		b88f8e56ac5f660b90cda1774ad1f83901014089
org.jboss.forge.addon	ui-api	2.9.0.Final		174762d155aaa5591274165ecd4f9f0eb445d219
org.jboss.forge.addon	ui-api	2.9.1.Final		76852fae61f50349e1fb4419fd4fdc30f3c7b9a5
org.jboss.forge.addon	ui-api	2.9.2.Final		2b4b09c17d0db84608d8f9e04fdd0b6196644d76
org.jboss.forge.addon	ui-api	3.0.0.Alpha1		855be33aa237cbd77ae1715738c10d15f6ba2747
org.jboss.forge.addon	ui-api	3.0.0.Alpha2		d0cba37d402112f3b6fcb37820eac7b3a57022bc
org.jboss.forge.addon	ui-api	3.0.0.Alpha3		cd72cc85eeac3215481efd7271c2c8a943060dc9
org.jboss.forge.addon	ui-api	3.0.0.Beta1		4e8735974a3dab589160fc6a80b5d9a5f43bacc9
org.jboss.forge.addon	ui-api	3.0.0.Beta2		2d5352fc873d0d4c892115d89966b5aa083faaee
org.jboss.forge.addon	ui-api	3.0.0.Beta3		06c9512fe1b21a43c449006309680188f7073db9
org.jboss.forge.addon	ui-api	3.0.0.Beta4		9bd8dcc78abe6f1e3d385152b3b2c124586c4ec0
org.jboss.forge.addon	ui-api	3.0.0.Beta5		1e31cf01f1c3ae1afb1253ac2df52d3e8d265c61
org.jboss.forge.addon	ui-api	3.0.0.CR1		3ec51f29d4fc1848fc44bd0e5ae669591b342a70
org.jboss.forge.addon	ui-api	3.0.0.Final		206180878cb44cd4898ad2e472127b566db5908b
org.jboss.forge.addon	ui-api	3.0.1.Final		700fce4ff68ecd0912274e479b1d255362227478
org.jboss.forge.addon	ui-api	3.1.0.Final		0cd57aa052e9935ba1c9fca992528406e6032862
org.jboss.forge.addon	ui-api	3.1.1.Final		cb56d2cc2e80afc40c04e5f1d19988f899b0f3d5
org.jboss.forge.addon	ui-api	3.10.0.Final		b7866beb33b19786690988697400c7c5f05c59d8
org.jboss.forge.addon	ui-api	3.2.0.Final		f69ac641a5fbec82aa9b7dd4bfaf4c9941552d8d
org.jboss.forge.addon	ui-api	3.2.1.Final		8816dac271b09f378a9e0d11db2732855ab50b8e
org.jboss.forge.addon	ui-api	3.2.2.Final		648b5b1a4e374fac3ed8f8ad6aa4dd6a6889f676
org.jboss.forge.addon	ui-api	3.2.3.Final		914eb52642975e776b7c8279fc8aa1dfb827fc04
org.jboss.forge.addon	ui-api	3.3.0.Final		ca589e549972bc1e69498df7337080ed8f7952a5
org.jboss.forge.addon	ui-api	3.3.1.Final		3056ad80096000ae9af0295e6ff075645cec73c8
org.jboss.forge.addon	ui-api	3.3.2.Final		19bb0d253ce19bba4a2bfecb3492a29ced1cb7ce
org.jboss.forge.addon	ui-api	3.3.3.Final		5c81f9a568df7782b8c7a7bb2c1dfa14ae2f2f78
org.jboss.forge.addon	ui-api	3.4.0.Final		37d605344e5f5bf38690b9980a750205d7dc745f
org.jboss.forge.addon	ui-api	3.5.0.Final		218d6e7ac51d8d01d61708f41e9321423ded6af9
org.jboss.forge.addon	ui-api	3.5.1.Final		3870096e5b35510daea3648a2095b168b0effecc
org.jboss.forge.addon	ui-api	3.6.0.Alpha1		e50a1ba9c9c4082c5660082135ba69bd8fd3a35f
org.jboss.forge.addon	ui-api	3.6.0.Alpha2		07f58eb3c85bf6aabc88b86d6f0254747989bb1f
org.jboss.forge.addon	ui-api	3.6.0.Final		2572eb040fc6632b4da10c3cc5a66b654d701cf8
org.jboss.forge.addon	ui-api	3.6.1.Final		dfcdc5f4e6e072d65dd186612a321a08dd8da40b
org.jboss.forge.addon	ui-api	3.7.0.Final		286d421ca64681c1a61a1684ffb2430a67909d1d
org.jboss.forge.addon	ui-api	3.7.1.Final		6602035da94108dc9a5c0adf8c3fca6284591e7a
org.jboss.forge.addon	ui-api	3.7.2.Final		1ca4de911f9fecabd6e7281b6026d3abd795d958
org.jboss.forge.addon	ui-api	3.8.0.Final		36809ab2719698697d6be962f396fd5f1ba58f4e
org.jboss.forge.addon	ui-api	3.8.1.Final		e2f466e88a9acd277d5e6bb0ddcb747224de6ab3
org.jboss.forge.addon	ui-api	3.9.0.Final		0e647b259c3843e332939bf4d4a48c9d68f66b35
org.jboss.forge.addon	ui-api	3.9.1.Final		4b3374b73960daa256461b7074c98d1c9b4e4a5e
org.jboss.forge.addon	ui-api	3.9.2.Final		673f55e25b5a3174118e4479d9e16dab1051f515
