be.objectify	deadbolt-java_2.13.0-M5	2.7.0		097f497a287862c6b55cf742893c410fd0e3ead4
io.redlink	redlink-sdk-java	1.0.4	shaded	f284536f51689148970fc2f02804ea7b6f4093f2
io.redlink	redlink-sdk-java	1.0.5		58d2d3d073182d013373b52f5fc2289ecb6b4476
io.redlink	redlink-sdk-java	1.0.5	shaded	fc190a2ee7364134464a1727aa661d11f4c1fd38
io.redlink	redlink-sdk-java	1.0.6		7929df65e53a29ad5247d0fb4959a7f86d77c6aa
io.redlink	redlink-sdk-java	1.0.6	shaded	1bcfcd35113b7e9bfd704c16694abaf52a5c395d
io.syndesis.connector	connector-aws-sqs	1.10.0		9bb9f56283414621b055cebccc78f441ecdbac6c
io.syndesis.connector	connector-aws-sqs	1.11.0		07516a0966516a35571b47656c4f6982bdb13f7e
io.syndesis.connector	connector-aws-sqs	1.12.0		41a198fe4037307d952b766d896cd1b2e2d2b58c
io.syndesis.connector	connector-aws-sqs	1.12.1		c4f4679de1a6214d948077588f808e15e22dbd6a
io.syndesis.connector	connector-aws-sqs	1.13.0		3f8b15018e396e0723bc04be22eade9fb626d0a0
io.syndesis.connector	connector-aws-sqs	1.13.1		54fac9ba722a658fc48afd72c65827115953d311
io.syndesis.connector	connector-aws-sqs	1.13.2		4d489913d3883ec8d882f3edccf09e32f19486a9
io.syndesis.connector	connector-aws-sqs	1.7.0		9cd2549179f3f85f15e77a108599cd71758ce5af
io.syndesis.connector	connector-aws-sqs	1.7.1		eb831823861d7bce2a0b35eb3202739153d70a70
io.syndesis.connector	connector-aws-sqs	1.7.10		fb922541b0681986edc9db333cdd5b81c8529e4c
io.syndesis.connector	connector-aws-sqs	1.7.11		a15ed40d94012406da1439b9223de99ca5407dac
io.syndesis.connector	connector-aws-sqs	1.7.12		2c484716a421c8fa111e7e2f7a0a908068fe00bc
io.syndesis.connector	connector-aws-sqs	1.7.13		8eac965c627fed7a09da028294d4e09b69c74e6f
io.syndesis.connector	connector-aws-sqs	1.7.2		fa548e4cb27b56efb22f851ff3e0615ff9380b69
io.syndesis.connector	connector-aws-sqs	1.7.3		1e258339524a31b7372d25ac019341626485c38d
io.syndesis.connector	connector-aws-sqs	1.7.4		d8130515c1e2f0e063e4676a283dd901496c73b5
io.syndesis.connector	connector-aws-sqs	1.7.5		b001da0fa8324aade003892dbe6c9fcb04a4a797
io.syndesis.connector	connector-aws-sqs	1.7.6		eb401a63c58b38f090ce57805c2f09aa1c49f9c7
io.syndesis.connector	connector-aws-sqs	1.7.7		722cbd51420675231a30fa6a19a034d1afe2f837
io.syndesis.connector	connector-aws-sqs	1.7.8		c3537b5655c017325612316fe186a07be7365a78
io.syndesis.connector	connector-aws-sqs	1.7.9		8aac70762d39422f1f93f933f291430de5e05ab2
io.syndesis.connector	connector-aws-sqs	1.8.0		bb93c39725f008d2c6770b81cacb9cf2ea3aff38
io.syndesis.connector	connector-aws-sqs	1.8.1		e31ef6f554cd4ae1ba74dc3984532b12e3053af9
io.syndesis.connector	connector-aws-sqs	1.8.12		1bbf4df7b95d1f5bdc715d927508e5baa2eda947
io.syndesis.connector	connector-aws-sqs	1.8.13		a593ae12a43333729dbd285be197db5d03c7ce2e
io.syndesis.connector	connector-aws-sqs	1.8.2		53b32efc790f0762a48bd734238e72d49bd92deb
io.syndesis.connector	connector-aws-sqs	1.8.6		e8fa75579e29116fe9f23407dbd4f5a020787e9c
io.syndesis.connector	connector-aws-sqs	1.9.0		0281e85dfa70128dea42feeb9e624695ecb0af5b
net.databinder	unfiltered-json_2.8.1.RC1	0.2.0		9533351789df9c104043d042b5176c02dedc4d20
net.databinder	unfiltered-json_2.8.1.RC1	0.2.1		29ca91dcb48783922664144adf9e8a26c468a75a
net.hyshan	hou-server-admin	1.1		5a10e1b32dcaa19794e32a606e4a578966f906b5
net.kyori	adventure-platform-viaversion	4.0.0		077206a9b2c4895cdfabd2a7e5f4e3d189fa10f4
net.kyori	adventure-platform-viaversion	4.0.1		077206a9b2c4895cdfabd2a7e5f4e3d189fa10f4
net.kyori	adventure-platform-viaversion	4.1.0		077206a9b2c4895cdfabd2a7e5f4e3d189fa10f4
net.kyori	adventure-platform-viaversion	4.1.1		077206a9b2c4895cdfabd2a7e5f4e3d189fa10f4
net.kyori	adventure-platform-viaversion	4.1.2		f1c03f0686d2b9099b6f7e6b70006b6d7c944e07
net.kyori	adventure-platform-viaversion	4.2.0		591487377bb8eaf70104cb1007747f4c10fa2d3b
net.kyori	adventure-platform-viaversion	4.3.0		f88d6816a53f4c3a43f76de0a9ee7cd50f5f397f
net.kyori	adventure-platform-viaversion	4.3.1		f88d6816a53f4c3a43f76de0a9ee7cd50f5f397f
net.kyori	adventure-platform-viaversion	4.3.2		f88d6816a53f4c3a43f76de0a9ee7cd50f5f397f
net.kyori	adventure-platform-viaversion	4.3.3		f88d6816a53f4c3a43f76de0a9ee7cd50f5f397f
net.kyori	adventure-platform-viaversion	4.3.4		f88d6816a53f4c3a43f76de0a9ee7cd50f5f397f
net.sc8s	akka-components-persistence-utils_2.13	0.100.0		39b61a271a5e8c62d5f41147ac7dbbb286d24201
net.sc8s	akka-components-persistence-utils_2.13	0.101.0		2f2cb71e228700fd71a83112063505c85ae56abb
net.sc8s	akka-components-persistence-utils_2.13	0.67.0		525434ab110feb19f426c40f4a4875699df0c874
net.sc8s	akka-components-persistence-utils_2.13	0.68.0		6ee4c0d8aea77a3f3e153a9041d23172ddb0f4bc
net.sc8s	akka-components-persistence-utils_2.13	0.68.1		6d0d6e9e67f3b11850334f078ef7f8daabd4e639
net.sc8s	akka-components-persistence-utils_2.13	0.69.0		d5e39de3ba5952f0e4495ae2f04aac72f5acac74
net.sc8s	akka-components-persistence-utils_2.13	0.70.0		d5bfd441220bafda8dee343fe8dec0f479b0df1b
net.sc8s	akka-components-persistence-utils_2.13	0.71.0		3ab4e656a7cc3f17454dd6eee2225516a6a479e3
net.sc8s	akka-components-persistence-utils_2.13	0.72.0		cff592c492f3dc00f14ec3783fcf770164ff16bc
net.sc8s	akka-components-persistence-utils_2.13	0.72.1		7ce24c4c19dfea7a388fe0090ee1516736c1dfa4
net.sc8s	akka-components-persistence-utils_2.13	0.73.0		d09f1d45dc4a9e877f9dae5c4dd47a6904efa67e
net.sc8s	akka-components-persistence-utils_2.13	0.74.0		5cc12375e3356cacf47a4f2ca7c2dc69822c3416
net.sc8s	akka-components-persistence-utils_2.13	0.74.2		b02607f81e7534ea4b6630b12589ad639e5b6b05
net.sc8s	akka-components-persistence-utils_2.13	0.75.0		cf63ae467abb4fbba61db5991d56c414ad72d619
net.sc8s	akka-components-persistence-utils_2.13	0.76.0		a1feaf5df46a1a16332e9bb1b0f400e8e16775e6
net.sc8s	akka-components-persistence-utils_2.13	0.77.0		07b8757ec66284bc90bda2c5d1382d9d5ba54a51
net.sc8s	akka-components-persistence-utils_2.13	0.78.0		e7b7e7d435fe7429e67d986e77fa2f475419e515
net.sc8s	akka-components-persistence-utils_2.13	0.78.1		e10e5aed15ec7dfe08437ff297e9701077401dd1
net.sc8s	akka-components-persistence-utils_2.13	0.79.0		ed8a92c268aef11e5ce2cc45a21eb221d065161e
net.sc8s	akka-components-persistence-utils_2.13	0.80.0		da86dea5600c1951d745c9ff3f10eb42f3192632
net.sc8s	akka-components-persistence-utils_2.13	0.81.0		3dc21a892e2b6772830e3841aff4894791e1d6d4
net.sc8s	akka-components-persistence-utils_2.13	0.82.0		19261da88593499fd0ce1569406ba46c9dfce91d
net.sc8s	akka-components-persistence-utils_2.13	0.83.0		cd973ef321833bc0586353793d78d15bef2e09c7
net.sc8s	akka-components-persistence-utils_2.13	0.84.0		79b9b559071cb2495584e5c7ee06e0ab113fd61a
net.sc8s	akka-components-persistence-utils_2.13	0.85.0		77fa7af12c489518873a21ee7ecf05fa39ef28dd
net.sc8s	akka-components-persistence-utils_2.13	0.86.0		b446ffb2167c2cadf6b4a9e307203b9e03b4f9c1
net.sc8s	akka-components-persistence-utils_2.13	0.87.0		0381b0495229678defc95587caa6604ab54e49aa
net.sc8s	akka-components-persistence-utils_2.13	0.88.0		a57af6798d2f500dd42ab55b278b7755c946367f
net.sc8s	akka-components-persistence-utils_2.13	0.89.0		f442ada76919b88889473e4b261a47c8188d0a7c
net.sc8s	akka-components-persistence-utils_2.13	0.90.0		78639ecf0c61d2ad18578e9eae388c6ab536570f
net.sc8s	akka-components-persistence-utils_2.13	0.90.1		056b9707b8f8cd918159a7b648f514687a888ada
net.sc8s	akka-components-persistence-utils_2.13	0.91.0		b7c0455a523ff0b09af2b2bffe8ed85b52072cee
net.sc8s	akka-components-persistence-utils_2.13	0.92.0		8d8f8ca296adc5ab2879c2dd7df6f7bec34f5cca
net.sc8s	akka-components-persistence-utils_2.13	0.93.0		93f61adcfdea5f82c6b95c2fc5100fa1914d28c1
net.sc8s	akka-components-persistence-utils_2.13	0.94.0		7e1dcd1b84f02b28e48a83bce0c1bf7529c28934
net.sc8s	akka-components-persistence-utils_2.13	0.95.0		7db8eb6aac0ed1230b5c1f0be53c1a95c4197c57
net.sc8s	akka-components-persistence-utils_2.13	0.96.0		798087ba14fcf47785cfe72b6591c6f4da26e631
net.sc8s	akka-components-persistence-utils_2.13	0.97.0		a00ea41335971118b69b43da30fc27000ebbf8cf
net.sc8s	akka-components-persistence-utils_2.13	0.98.0		010da7c4706ecfbc0bd2c7eba42d33e8e2856f5b
net.sc8s	akka-components-persistence-utils_2.13	0.99.0		524844b5e7a7af77ee21d0a54ccd23dce9aee5bd
net.sf.click	click	0.15		49507050e677abf91215434463b3494f57ac0d5c
net.sf.click	click	0.17		e195633df9ff1846bfd3e68b6843c20e05495c43
net.sf.click	click	0.18		430dfde10e9a4bcab216e14163736930712849df
net.sf.click	click	0.19		b48ee71b1e154dc24f1afe003c5059312559c480
net.sf.click	click	0.20		3281206fcfadbfd98142e41075cce36ea2743174
net.sf.click	click	1.0		b6a4190f6d9a494431958c94fba2b5e0b1f257b8
net.sf.click	click	1.2		d2b0f2b0198b91d1283b307cd5c4925e6c8f2226
net.sf.click	click	1.4		4c049b5cbb5ac9cf6bec9f0adf1f6f724f7b6cde
net.sf.click	click	1.4.1		58ba68bf9b1ba1c76e84f64494ce3a6985a56cbe
net.sf.click	click	1.4.2		17135b6a75ed1b40a7cc8516591bef8660769ee0
net.sf.click	click	1.5		eb84196e3977143d10ddc54e5f41903c0573de73
net.sf.click	click	1.5-M1		6c7893bf451c14ba63acbb7ac4fe9660d05088da
net.sf.click	click	1.5-M2		fb9d6c2816900ca23a59fb9df9a3a31ce9933299
net.sf.click	click	1.5-M3		d012728b81afcad9996540cb19c07be6578f341b
net.sf.click	click	1.5-RC1		285048dc0e44da6aa9b28b1ac46e63fd32a18df4
net.sf.click	click	1.5-RC2		14385bb8a5ddc14eb5034f7065f96b3e22a556ab
net.sf.click	click	1.5-RC3		a08efec106e9c45b7d080cd5811cdf1f276e9c01
net.sf.click	click	1.5.1		ddd621c623c12bf03a3201d10c6ba182f7bab582
net.sf.click	click	1.5.2		267b82381ab362c6effcc9836c3dd37a1f9739ac
net.sf.click	click	1.5.3		a1cfd698d19af68270a99226774745107638143c
net.sf.ingenias	applinker	1.0		cd98a641f6fbdd7b105237f8df7dd5e13f4225dd
net.sf.ingenias	applinker	1.1		4e5dd8ee9e528687a4038b0add471f4d3c67836d
net.sf.ingenias	applinker	1.2		77efc64460f0dc99fed2c5d66e966863e2afa86c
net.sf.ingenias	applinker	1.3		909d48d254c67752e7ebe9862851d619eb7edd4c
net.sf.ingenias	applinker	1.4		a1793336a1a4acb8fc946de71e9d81242fb2d8a6
net.sf.ingenias	applinker	1.6		2b442a11a4379644321271b22fab2fd845677064
no.priv.bang.authservice	authservice.db.postgresql	1.0.0		4b7d4e9c822cd30839b0715e0b606334cb7f9ea2
no.priv.bang.authservice	authservice.db.postgresql	1.0.1		57e8a0255822416df977400d661b615bffc42919
no.priv.bang.authservice	authservice.db.postgresql	1.0.2		48d3cd90b156da80d4f566ef16a6f0b3358d9e29
no.priv.bang.authservice	authservice.db.postgresql	1.1.0		f2a5caa4103110bc09a46b3dc00d976e471858b4
no.priv.bang.authservice	authservice.db.postgresql	1.2.0		65374c469937e85bfcf8eaed5df33deae6601bc2
no.priv.bang.authservice	authservice.db.postgresql	1.3.0		9a437448bd7a864d707989ffc4fe9433994e2f67
no.priv.bang.authservice	authservice.db.postgresql	1.4.0		687c47dee44baf3f9ac59d2e41c2e1caa4d32aa3
no.priv.bang.authservice	authservice.db.postgresql	1.5.0		7f8a3a24c4799db361f173451885b1e9e7229b93
no.priv.bang.authservice	authservice.db.postgresql	1.5.1		b3fa51a71f15a3beaa3da0f55aebd396afb6df6b
no.priv.bang.authservice	authservice.db.postgresql	1.5.2		5f6e2014ab38a2e65f1b21f083084f92e6b273c4
no.priv.bang.authservice	authservice.db.postgresql	1.5.3		6e9d0af8406d538fc20a0cf2d529d3dbef040074
no.priv.bang.authservice	authservice.db.postgresql	1.5.4		86af14d0c55338bcf95d03ad7befc24fab92c306
no.priv.bang.authservice	authservice.db.postgresql	1.6.0		17bfc81daef4ee606a8f75d92ab5d9e045c0a3ac
org.apache.accumulo	accumulo-core	1.10.0		1431c1818c00258c678965669bee2c0c502088a7
org.apache.accumulo	accumulo-core	1.10.1		cdb100012d490645792cf5244d044adc7a36bb1c
org.apache.accumulo	accumulo-core	1.10.2		d950c13bce91f5f2ef9457d9640b6c18fe40340e
org.apache.accumulo	accumulo-core	1.10.3		ad933085b588740ce363e433cea1585cc8aa52bd
org.apache.accumulo	accumulo-core	1.10.4		56fe8e7c972e01e8c206a25f223ec1e1e3d92ef5
org.apache.accumulo	accumulo-core	1.3.5-incubating		4ac6f3533520187c8c6a04b70679f03e43c76543
org.apache.accumulo	accumulo-core	1.3.6		62e87f783bcee252380ad0dbff6f965b9a8943df
org.apache.accumulo	accumulo-core	1.4.0		d0efc0a96572982c077707f644a9252665795291
org.apache.accumulo	accumulo-core	1.4.1		7a137e1861b7d7058d968ffcd1e550fe1b3185e4
org.apache.accumulo	accumulo-core	1.4.2		403b81a40763067aa29ebcb802714eaf422d9885
org.apache.accumulo	accumulo-core	1.4.3		c621546f1af01879b632072ad5fb70877cf22da6
org.apache.accumulo	accumulo-core	1.4.4		a5ecebc325bf9c13b34e1e88d2828677853fd353
org.apache.accumulo	accumulo-core	1.4.5		b73ffb411ac418ceb7dbecc491e20dcf35634b23
org.apache.accumulo	accumulo-core	1.5.0		6151e8baf3f857ccdd09820bcea774759099ae2f
org.apache.accumulo	accumulo-core	1.5.1		5f18e49b233f70803ec215a378e1b5e499fe799b
org.apache.accumulo	accumulo-core	1.5.2		4a1f3d0983ffd01ed2c3bbec47453fc779600d3d
org.apache.accumulo	accumulo-core	1.5.3		32ec918568c4613099e9491a10c3f0843e6784b6
org.apache.accumulo	accumulo-core	1.5.4		8175e1f97628fc88a91f89a84ae3fc6565f6dc6a
org.apache.accumulo	accumulo-core	1.6.0		171c754911dcec439527e19cb396e9ddb0243b7c
org.apache.accumulo	accumulo-core	1.6.1		a5c534ef58785048722d038f5da8740aa6e7a63d
org.apache.accumulo	accumulo-core	1.6.2		a04aa27cf8ba28140bbbe8a03ad985e2a5c83fa8
org.apache.accumulo	accumulo-core	1.6.3		e2f3663aa362b371079ade0013ff962d5def7843
org.apache.accumulo	accumulo-core	1.6.4		95e630e895aa0c1fe9f818b388914e5e5120f827
org.apache.accumulo	accumulo-core	1.6.5		b36269e05a802bc6d82a1712cb7a8706477cf83d
org.apache.accumulo	accumulo-core	1.6.6		222b6340ee202d8dd2262c0a676c454d0787695a
org.apache.accumulo	accumulo-core	1.7.0		bdf734db2710ee95783fb492616a6b9303ff4b33
org.apache.accumulo	accumulo-core	1.7.1		91fa49f458424b1552c9f5e273bf895b6d9186d7
org.apache.accumulo	accumulo-core	1.7.2		5ba1bfe6c222c0d53b3d3bb348d9546ce7c7ff25
org.apache.accumulo	accumulo-core	1.7.3		495ece57a2ac484de97cc518b3781a5f7608be67
org.apache.accumulo	accumulo-core	1.7.4		9a0c03c5ca11e155e63bc2d9e2ae999b84c8e03a
org.apache.accumulo	accumulo-core	1.8.0		f7b3144b0027bf23b930f3ac85c347f4806e5950
org.apache.accumulo	accumulo-core	1.8.1		0a7de56afdc1c31f262e0aa18f6e365236981394
org.apache.accumulo	accumulo-core	1.9.0		36a5efb345919cea0227778402141fdda9d7f4c8
org.apache.accumulo	accumulo-core	1.9.1		c0fed174147ecc9a0047e11a19929691afdb3baf
org.apache.accumulo	accumulo-core	1.9.2		f7e3c39bb5d2e1d9730aa1fd024508c1a7b337bf
org.apache.accumulo	accumulo-core	1.9.3		388373aff9cf83d71b644bd29b7913ad857e3c0b
org.apache.accumulo	accumulo-core	2.0.0		fb6b5d3055b7f2f3267073f5e2763009a0f85234
org.apache.accumulo	accumulo-core	2.0.0-alpha-1		2915e0c70adcaa0125d2a29d11c8e40c9fe1b98a
org.apache.accumulo	accumulo-core	2.0.0-alpha-2		6ec75350e07d5f5f113430572db0d9c42d264167
org.apache.accumulo	accumulo-core	2.0.1		56a9a9613f1817269507f470062be03d15f76337
org.apache.accumulo	accumulo-core	2.1.0		7027553c4b7482c73b42528586a8167b812d3b07
org.apache.accumulo	accumulo-core	2.1.1		19adb90518722d15eec8c966947110cc19380f51
org.apache.accumulo	accumulo-core	2.1.2		d8a969b6500d655aed060e6be0858bdf417e18f9
org.apache.accumulo	accumulo-core	2.1.3		16ce47b778c418e5628bb66d5a64e6fe442a3599
org.apache.accumulo	accumulo-core	3.0.0		0ec0d8e0a759772fb925400e8624bdf985f009a3
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.10.0		ad72a2b46bd293028f789c531b0bb7b6c155db06
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.11.0		4b6628ba4043ad5c1bc888683caab2c938c8f605
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.12.0		38f3ed796c8314abe6850db3b18ab273df1a03f7
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.13.0		030db40c2d86d5cc8c4e5687fe12c731dd095d66
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.14.0		bf8bf516ca01e19d26fac8b6cb89eca46588f32b
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.15.0		f0c9a9130abac501a59a63b49efb7c8703ae77d6
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.15.1		ea82a429e3701789c06af74b27e4de9fd1d503fb
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.15.2		af82a3b71eb7a3ca95608e86b7e9ba9ed14089c9
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.15.3		c3322386572d9dd99db8ab76616471859f8829b0
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.16.0		599d31a612b790ded70fd23b16fb1f32904913ac
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.17.0		f812d1d99ef9b246f2c6d1a7d93ebee4de4153a6
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.18.0		4d89208327f725f85b29f81d84282e5bfccb4dfb
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.19.0		b1a34e8981188f0c9265099310846a37a3621c66
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.20.0		4de26088e96d97ade6a2b4642738b6d98f1f0a71
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.22.0		267ef330a572f73730773ea2a9d125f9636472c5
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.8.0		a0dd6b2764d9dea5d2277b822318c026a6a2695c
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.8.1		8801f54df9d327ed7f7b61e7a432cde09f46e175
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.8.2		de73a88c53da6130e5277cdda0698f1ff78b470b
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.8.3		bf5403c52be3cb0084f6059bdec399446604afac
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.8.4		94910d97f14a48aeeb4e5c8f19165bed905cfb69
org.apache.camel.quarkus	camel-quarkus-integration-tests-support-splunk	3.9.0		c847bd11a9f06fab1e676d3c2d485bbb9aada79a
org.apache.hop	hop-transform-columnexists	2.10.0		3838a9ad3c2c9b597bdf06c6b1a79d8d7f5eba5b
org.apache.hop	hop-transform-columnexists	2.11.0		c1cc9ece60e1dfb547fee473cf11c1c29f483469
org.apache.hop	hop-transform-columnexists	2.12.0		8424cb30028e7e3ba4ff301bb484cb6b58ed46d1
org.apache.hop	hop-transform-columnexists	2.13.0		e5e21d3a326b938a02f1cf1c087dbddc1205b6b9
org.apache.hop	hop-transform-columnexists	2.2.0		bd45fb1ab2036f0cd4a697e90c0b345e04fb71be
org.apache.hop	hop-transform-columnexists	2.3.0		4607634b6e88b0110e6edaf4ffe54148bc1fbc1b
org.apache.hop	hop-transform-columnexists	2.4.0		a614fb44e8956b2c2916ebca0e4660de1c3caa19
org.apache.hop	hop-transform-columnexists	2.5.0		4de86a6ca1b3efc32ad868d0283f968da5ec7e07
org.apache.hop	hop-transform-columnexists	2.6.0		915b1f4673a8c97587be143782cf82cccb1909db
org.apache.hop	hop-transform-columnexists	2.7.0		77454775df1b0881914fef989d8d02724998b3d6
org.apache.hop	hop-transform-columnexists	2.8.0		661c81579fa230f4db29d18d6c9c6a5579253f1d
org.apache.hop	hop-transform-columnexists	2.9.0		e3b11263189930fc70dc1081e973182e88e6b91d
org.apache.jclouds.labs	rackspace-cloudfiles	1.7.2		678f2f3e04c12b61a761e7ff1f6328693c4bbc5c
org.apache.jclouds.labs	rackspace-cloudfiles	1.7.3		2ae3ac360b918a7c8eb3d089686c2c026a647413
org.apache.jclouds.labs	rackspace-cloudfiles	1.8.0		bbe15757d0b370e2affe2ae87c2b655ae51bf461
org.apache.jclouds.labs	rackspace-cloudfiles	1.8.1		fad56d0138b5d8c3c9c93b3b96842a43f44ae54b
org.apache.jclouds.labs	rackspace-cloudfiles	1.9.0		4f38202f79424a34acbef92141c49a45c1546500
org.apache.jena	jena-cmds	3.1.0		f0ec62706336b47bfcd05db8fb1c5f3b965e09cc
org.apache.jena	jena-cmds	3.1.1		011f44bbc3cf6cb08de3204b89f8648a7aff4c9f
org.apache.jena	jena-cmds	3.10.0		ffa0ed3f828bddbbc6e9151108236741b641eb87
org.apache.jena	jena-cmds	3.11.0		8036552932cd2a7e722d78e05f352a7970ee2364
org.apache.jena	jena-cmds	3.12.0		ae9c2b11cab915847dbac9e4e64096ffe5442a5f
org.apache.jena	jena-cmds	3.13.0		7c0479fa4c1a4834e87c68c160ac0194bee77fe3
org.apache.jena	jena-cmds	3.13.1		1cf34e817394286a158a76beeaf20036b74edc34
org.apache.jena	jena-cmds	3.14.0		37388a4688a7d108d68ac5b8efd8eda28be604f6
org.apache.jena	jena-cmds	3.15.0		026dc5faef7b1f1fff72dc6982a84f67d75dd00e
org.apache.jena	jena-cmds	3.16.0		24ff35111a537a8a95a36062b1994161d4c98365
org.apache.jena	jena-cmds	3.17.0		129f8a1cf04d6161b8936278f0f3a0369084c8fd
org.apache.jena	jena-cmds	3.2.0		821f219998d6294cd949c39b27e7169655678a33
org.apache.jena	jena-cmds	3.3.0		ae537cacd7277b298c6f8eb487467f60286f9be1
org.apache.jena	jena-cmds	3.4.0		bcd1eb067ab6943474ba05f3c4f01c5737a7e409
org.apache.jena	jena-cmds	3.5.0		86cb2f18000a5f33f5c411595dc31eb82b0b6311
org.apache.jena	jena-cmds	3.6.0		1df96578b44a100bc283bcce38a312e553d5e553
org.apache.jena	jena-cmds	3.7.0		1f2a932a4929b83b0fd028664a0a23faa545cba2
org.apache.jena	jena-cmds	3.8.0		668d521e757beaad727b1ac6f76ef893c297a041
org.apache.jena	jena-cmds	3.9.0		25502cc230a0cfc70c34e3347e2b6253e1712890
org.apache.jena	jena-cmds	4.0.0		cd89b6a223ba22192e6df9c4e97f67f85ff322b2
org.apache.jena	jena-cmds	4.1.0		c4aee6efce70fd90159a23eb88aa486073d75401
org.apache.jena	jena-cmds	4.10.0		a2ea8d3cc97955e687b77d928b98eb2b27b9bab3
org.apache.jena	jena-cmds	4.2.0		1fd646cc717419b65f884c78edfbb188aa4c5ef7
org.apache.jena	jena-cmds	4.3.0		3d10042551bd73ef817f75964d1b1b4391b9b97a
org.apache.jena	jena-cmds	4.3.1		fcbcec12f56fc6a6056681b296af1bda113f4965
org.apache.jena	jena-cmds	4.3.2		8b575a5819142a2cdbe0047117172ff655f1fe85
org.apache.jena	jena-cmds	4.4.0		1a1f4d6f6ba151a66bb463c9af8e55017ddddf42
org.apache.jena	jena-cmds	4.5.0		7088054d2b190798243c46276dd9437c34eb3836
org.apache.jena	jena-cmds	4.6.0		f9872967d235fc4307322a80190e39177e152249
org.apache.jena	jena-cmds	4.6.1		4806697454c63e97f8e11352715e04dfd7ff37ee
org.apache.jena	jena-cmds	4.7.0		d74e81214ce1dcd560dc7b7da1dc1648db487600
org.apache.jena	jena-cmds	4.8.0		b1cd45cc6736d4eef7abb6351804f53dae81a9aa
org.apache.jena	jena-cmds	4.9.0		021580b67352df992d735fe17d3386a0b8149ed9
org.apache.jena	jena-cmds	5.0.0		d9c08700d00d12ad577cc51b0915f7ae27521511
org.apache.jena	jena-cmds	5.0.0-rc1		868c5862360760b216a393d7079995131c061740
org.apache.jena	jena-cmds	5.1.0		c585fc8190f640755cfd5593e876fd66af4acc8b
org.apache.jena	jena-cmds	5.2.0		dcc3e9be21a2b470b44c0b66ff704e7f27051ca0
org.apache.jena	jena-cmds	5.3.0		129723da05c8a779c77882bd039d859eadfc62fa
org.apache.jena	jena-cmds	5.4.0		f3b77a60cc77b77b4451127733bae1820b7d01f3
org.apache.shardingsphere	shardingsphere-sql-federation-distsql	5.4.0		N/A
org.apache.shardingsphere	shardingsphere-sql-federation-distsql	5.4.1		N/A
org.apache.shardingsphere	shardingsphere-sql-federation-distsql	5.5.0		N/A
org.apache.shardingsphere	shardingsphere-sql-federation-distsql	5.5.1		N/A
org.apache.shardingsphere	shardingsphere-sql-federation-distsql	5.5.2		N/A
org.creekservice.system.test	org.creekservice.system.test.gradle.plugin	0.1.12		N/A
org.creekservice.system.test	org.creekservice.system.test.gradle.plugin	0.1.13		N/A
org.creekservice.system.test	org.creekservice.system.test.gradle.plugin	0.2.0		N/A
org.creekservice.system.test	org.creekservice.system.test.gradle.plugin	0.3.0		N/A
org.creekservice.system.test	org.creekservice.system.test.gradle.plugin	0.3.1		N/A
org.creekservice.system.test	org.creekservice.system.test.gradle.plugin	0.3.2		N/A
org.creekservice.system.test	org.creekservice.system.test.gradle.plugin	0.4.0		N/A
org.creekservice.system.test	org.creekservice.system.test.gradle.plugin	0.4.1		N/A
org.dishevelled	dsh-interpolate	1.0		e4c300f74c962a09ae5e2808dbc68b5862ac56c8
org.eclipse.jetty.demos	jetty-servlet6-demo-spec-6-1-webapp	12.1.0.alpha2		N/A
org.kotlincrypto.core	mac-iosx64	0.1.0		N/A
org.kotlincrypto.core	mac-iosx64	0.1.0	metadata	a72c3fcdd0a083e9aaef51e82e52378f63c463f5
org.kotlincrypto.core	mac-iosx64	0.1.1		N/A
org.kotlincrypto.core	mac-iosx64	0.1.1	metadata	bd2524e61adcc9914b986a85906acd3fc7ba58ba
org.kotlincrypto.core	mac-iosx64	0.2.0		N/A
org.kotlincrypto.core	mac-iosx64	0.2.0	metadata	e3b8436809ee6259f6e084add7f8c2b18bb762b7
org.kotlincrypto.core	mac-iosx64	0.2.2		N/A
