bayern.steinbrecher	jcommander	1.80		b23a3bd2f8f9c160303246f43141cfd817c5758d
org.talend.sdk.component	updatable-component	1.43.0		e4995f48aac7e52f57f09ca37226d5f3b1cee695
org.talend.sdk.component	updatable-component	1.43.1		8b372d9509e187005007955d31fd27524fa2576e
org.talend.sdk.component	updatable-component	1.44.0		562c6173d42e54a71184baa5b5f69c592e921a1e
org.talend.sdk.component	updatable-component	1.44.1		c42166c04f48add5552f61ba0e38b46b1bc7027b
org.talend.sdk.component	updatable-component	1.44.2		fc301e2b24460c18408f7d460b1147e99a5e27ba
org.talend.sdk.component	updatable-component	1.44.3		e34353c726b8569fd30262ee4480d6094273f0d1
org.talend.sdk.component	updatable-component	1.45.0		517425d773a9cb792e9d38072d0ab6a30ba2a0a4
org.talend.sdk.component	updatable-component	1.45.1		137ceb8abfa037465be5024033289cc33ad92304
org.talend.sdk.component	updatable-component	1.45.2		bf8c875b80c7d51d22146e46ec3cf1628afd389d
org.talend.sdk.component	updatable-component	1.46.0		e31bbd0f3bbb7b6a2abf1ba50c9940bde726e020
org.talend.sdk.component	updatable-component	1.46.1		d715b5bab37bd7756dd6d5f93b5ada26cc71e290
org.talend.sdk.component	updatable-component	1.47.0		61d869826d7ec54cb6601cbcbffb8af405d104e1
org.talend.sdk.component	updatable-component	1.47.1		1cd34e2c12093e75f6ff11d7cb1d152fc2969ba2
org.talend.sdk.component	updatable-component	1.48.0		69df52a0e86cf8a4eea9d82b064700d240654685
org.talend.sdk.component	updatable-component	1.48.1		4edeae291fecfab2ff17105c9159d4b5802ccc1e
org.talend.sdk.component	updatable-component	1.49.0		2fa349a16a6e3915b809fd5ca494bb4a97b8bbf9
org.talend.sdk.component	updatable-component	1.49.1		cbb445c0f292eac0ad1ed7ae35b360fbf55fe049
org.talend.sdk.component	updatable-component	1.50.0		0b098803ef5a1e11af407fa89d08cc33c7a4c8e6
org.talend.sdk.component	updatable-component	1.50.1		5c3d785e7ac51c6fb4dae0522b53249cedfff4d1
org.talend.sdk.component	updatable-component	1.50.2		799a54f34772259ebea2eb646e4dd168d38997bb
org.talend.sdk.component	updatable-component	1.50.3		e04fcf5d8e2afb30fc0d54e59c18701dacc72f1e
org.talend.sdk.component	updatable-component	1.50.4		4d1bb6018779663100609bd3882c868d239e44b1
org.talend.sdk.component	updatable-component	1.51.0		d7c33d0f19bde8e7c6d5d6dc1be577c3deece436
org.talend.sdk.component	updatable-component	1.51.1		602e02da496cadb89715c107a96c4bb1dddfcf11
org.talend.sdk.component	updatable-component	1.51.2		dcbfd223a0a9fc8432903c36f3bef004e998d1fc
org.talend.sdk.component	updatable-component	1.51.3		1a5ebbb6a836221f442f8459fc457f1fb2942498
org.talend.sdk.component	updatable-component	1.51.4		2368cce035f5dc561affb830937381514397360b
org.talend.sdk.component	updatable-component	1.52.0		3601439d3ea0133a38ef9c86fbacd855c60493db
org.talend.sdk.component	updatable-component	1.52.1		88668e74a3b3986e254453be6acfadc76b24227d
org.talend.sdk.component	updatable-component	1.53.0		318c8b0a0d349926df2518f268d1662097edcabd
org.talend.sdk.component	updatable-component	1.53.1		429641f710f8890c84fadf847c4847df0f4af6c4
org.talend.sdk.component	updatable-component	1.54.0		7cad28b58d2d3a90388a96ab1215864104138152
org.talend.sdk.component	updatable-component	1.54.1		ac3a7a01ae0fcad2db7623f7205eaf9b4dffc891
org.talend.sdk.component	updatable-component	1.55.0		00351d5309e8d0e25c179fd198f0a7cf4966cf8e
org.talend.sdk.component	updatable-component	1.55.1		ce3ed2ae8565a9d1fdc49bef93670f16c0a4d6ba
org.talend.sdk.component	updatable-component	1.55.2		8d1e2bee017141cec2c4b5c487f14e2fa8dd5a3b
org.talend.sdk.component	updatable-component	1.56.0		97f93c4d53bcbd9bb4e00b4acb66b5c6fb38368d
org.talend.sdk.component	updatable-component	1.56.1		70d0a68d989578cc791f97b2cdbb5cadedb690d6
org.talend.sdk.component	updatable-component	1.56.2		5da8a124213fd7b6b6f294d2c3a4e80c410d8636
org.talend.sdk.component	updatable-component	1.56.3		8f43efeae43dcf51c039a94de92688694cc48f9c
org.talend.sdk.component	updatable-component	1.57.0		d38b0b36c99e1c80e77831ceaa4086940061f87e
org.talend.sdk.component	updatable-component	1.57.1		0e73062f8143e6fc4287f5f4a435194f2a6bc6d0
org.talend.sdk.component	updatable-component	1.57.2		3367d17e70d1296d597026bc49b43cc599cb09a4
org.talend.sdk.component	updatable-component	1.58.0		22640ad9098fc8cfc9cf821151ce4e7c2518bf26
org.talend.sdk.component	updatable-component	1.59.0		b57dee1696c570f9381c9d45e57e98b2e12a3f01
org.talend.sdk.component	updatable-component	1.60.0		a6bb1c492af992b2579f566146d0c0eed097c356
org.talend.sdk.component	updatable-component	1.61.0		a3b2b5c56b4be2e3861b1c447e966a549b9609a9
org.talend.sdk.component	updatable-component	1.61.1		996d11848e38757426e6558d27a9ff35f068f635
org.talend.sdk.component	updatable-component	1.61.2		5a4832b446fbdc5275855e080805787f0248ef84
org.talend.sdk.component	updatable-component	1.62.0		f353317c18d8f13c4733b3d6e8cbda9670453a26
org.talend.sdk.component	updatable-component	1.62.1		3b4d1069a9266aa8b43ef4bd8d38658c700d7220
org.talend.sdk.component	updatable-component	1.63.0		8bb8bf1335726c944708e90fe3fec497bcdab269
org.talend.sdk.component	updatable-component	1.64.0		29ce25ba768bd051db0ffeb2689619ddd7d3d989
org.talend.sdk.component	updatable-component	1.64.1		60161da453699473f6c7900383a4ad61648df076
org.talend.sdk.component	updatable-component	1.64.2		b99dc4310abcf129115d2e320c95cab510f37c46
org.talend.sdk.component	updatable-component	1.64.3		7a8f42e576b5ca5e70cdd37521ca7f535ce3b067
org.talend.sdk.component	updatable-component	1.64.4		391ae96f4eed90bae812501bdf986544c93f81d8
org.talend.sdk.component	updatable-component	1.64.5		0bc9702b9f49d9035a016b73bee041ee93fd630d
org.talend.sdk.component	updatable-component	1.64.6		aec44cd15c71e8f66ff99f854e731f0de05a4866
org.talend.sdk.component	updatable-component	1.64.7		2cad426f64e50dc8df6ded074570bca272d20e77
org.talend.sdk.component	updatable-component	1.64.8		21795bb528922cb12efbe8e379634304d623a4ee
org.talend.sdk.component	updatable-component	1.65.0		6ee5fd066ded0869501d0e54389b7fad6fcd38b2
org.talend.sdk.component	updatable-component	1.65.0M1		cc800648fd9fd1e6313e48b7aa9b4b22d05131b7
org.talend.sdk.component	updatable-component	1.65.0M2		c5509494ae815625630799a5df852365b80c4b9c
org.talend.sdk.component	updatable-component	1.65.0M3		4b9f5bcd59f5bba705aa1ead9dedfd2741eda877
org.talend.sdk.component	updatable-component	1.65.0M5		ab2ea000813cb4ce003aaba48108eac204f12f89
org.talend.sdk.component	updatable-component	1.65.0M6		1beb373de250996afcc6c753d7f76ee85bdc7889
org.talend.sdk.component	updatable-component	1.65.0M7		02bd5e8212c9b1224913ea913562f6f009d88bc3
org.talend.sdk.component	updatable-component	1.66.0		04ff32a4aa1791235c64849d0878687346515951
org.talend.sdk.component	updatable-component	1.67.0		b0b4e44b0d272a980e67a0247c672b4cc3841f92
org.talend.sdk.component	updatable-component	1.78.0		0525a16e32e4b8fda22c4531c20e1387437746d9
org.talend.sdk.component	updatable-component	1.78.1		fd14ee0307d70812d7ad0ce65cf874b2c38f62be
org.talend.sdk.component	updatable-component	1.79.0		d7262a1f319dc21d047044c9a51dc8c9042b6919
org.talend.sdk.component	updatable-component	1.80.0		15e89889673bec58a29a936b23fd1a9e8322fc51
org.talend.sdk.component	updatable-component	1.80.1		6fc9454090277cd72ff4c5af1360a4e9a3dfbaa2
org.talend.sdk.component	updatable-component	10.57.0		cbb16d086a0919c6ad7d4dc71c60a93e222b091e
org.virtuslab	registration-checker-compiler-plugin_2.12	0.2.0		3388eaab89efcaa0082ffe1ceb799c7d57d056fe
org.webjars.bower	angular-moment-picker	0.0.16		c707d96b9e27f5657facfdd29489390781ebfc47
org.webjars.bowergithub.gkz	type-check	0.3.2		5980450dd53b82c1eeeed53eacaf6101a426e56d
org.webjars.npm	analytics-utils	1.0.12		9fccf344865806ef3e983f811d9bd8a35fc154ba
org.webjars.npm	ckeditor__ckeditor5-table	32.0.0		e5e750d5c191511868a114e2adf0d3a9f4a1336a
org.webjars.npm	ckeditor__ckeditor5-table	38.0.1		6e3aec36b3c563585e53d56ce0825ec438c26b5b
org.webjars.npm	ckeditor__ckeditor5-table	38.1.0		20cc103b875586fbd5f448ebf08d7e16e286022e
org.webjars.npm	ckeditor__ckeditor5-table	39.0.1		6e7f749c9943dd14b0dfc1b64cb770ae20eebdb5
org.webjars.npm	ckeditor__ckeditor5-table	39.0.2		4493b694e23cfdb817636708483e35f274b0b288
org.webjars.npm	ckeditor__ckeditor5-table	40.1.0		fb462b7c7996c06cbc49ce7bc1ad44e0f7afe406
org.webjars.npm	ckeditor__ckeditor5-table	44.1.0		a59c0513d16d19edd7103dbca16cd48ba317f136
org.webjars.npm	fast-copy	2.1.1		71cbf9fd684f1c5b418c4ef2f3c64c9422f9e1d3
org.webjars.npm	html2idom	0.0.5		5edda814d6e57847443cc1688c5ecd7d6576761d
org.webjars.npm	pseudomap	1.0.1		862e78a6cdaac88f8150f103977fab3149646355
org.webjars.npm	pseudomap	1.0.2		4456efb968525ba4ac0e70a5477256fe0c84c62f
org.wildfly	wildfly-osgi-jpa	8.0.0.Alpha1		02d6610cb0a0dce43be59dda07c33eaeb45508d3
org.wildfly	wildfly-osgi-jpa	8.0.0.Alpha2		d67a8ec3bc3df5c7eda4149d6f6e182d0e4d9916
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.office365.connector	1.0.0		3d2cfa7714b09152c75f0dce3060a2ea953fd5a0
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.office365.connector	1.0.1		fa0ee66614bfa415c678843b5165edcc45a4f814
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.office365.connector	1.0.2		33bde0e19ac50c8b492744ea1770247eeb5b747e
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.office365.connector	1.0.3		ffbfcd9543f119b527179836d489484ea8e346ef
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.office365.connector	1.0.4		41328fedf6e5efa28e6aeedbab1b5b561984218a
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.office365.connector	1.0.5		be27ca45fc0ca809d5d667f5f2438d518eb35175
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.office365.connector	1.0.6		4acc697386dc35a0afd8bec1d3d742358313e018
org.wso2.carbon.identity.outbound.provisioning.salesforce	identity-outbound-provisioning-salesforce	5.1.10		N/A
org.wso2.carbon.identity.outbound.provisioning.salesforce	identity-outbound-provisioning-salesforce	5.1.4		N/A
org.wso2.carbon.identity.outbound.provisioning.salesforce	identity-outbound-provisioning-salesforce	5.1.7		N/A
org.wso2.carbon.identity.outbound.provisioning.salesforce	identity-outbound-provisioning-salesforce	5.1.8		N/A
org.wso2.carbon.identity.outbound.provisioning.salesforce	identity-outbound-provisioning-salesforce	5.1.9		N/A
org.wso2.carbon.identity.outbound.provisioning.salesforce	identity-outbound-provisioning-salesforce	5.2.0		N/A
org.wso2.carbon.identity.outbound.provisioning.salesforce	identity-outbound-provisioning-salesforce	5.2.1		N/A
org.wso2.carbon.identity.outbound.provisioning.salesforce	identity-outbound-provisioning-salesforce	5.2.2		N/A
org.yuequan	jpa-soft-delete-spring-boot-starter	1.0.0.RELEASE		8527383349c017eb823632c1c1d25807e1cf17d9
org.zeroturnaround	javarebel-sdk	1.2.1		24b9aba9dedc2a35532df7ef223dda7e0bb5489f
org.zeroturnaround	javarebel-sdk	1.2.2		0cc8b0d9ff6225fcba263675d0913ffa3afde5be
org.zeroturnaround	javarebel-sdk	2.0		2fda1aed49efed074228160e9fc415a5933fcb29
org.zeroturnaround	javarebel-sdk	2.0-M1		c466d906da6e326d053e0479dd85136f264c6f07
org.zeroturnaround	javarebel-sdk	2.0-M2		991607af0c5e012e133319819b1c309d0990f0f9
org.zeroturnaround	javarebel-sdk	2.0-RC1		99caa789eb08c479a0e4e2d81f99141d3eeb6cbc
org.zeroturnaround	javarebel-sdk	2.0-RC3		0ef8daed828760d32f29f71db5d779bdaf28bfe6
org.zeroturnaround	javarebel-sdk	2.0.1		6b2f1c7ba7a4a1ebb58f8ec494a9da1cfab3c0de
org.zeroturnaround	javarebel-sdk	2.0.2		1880fdbfad9bfeb0d3dff0e7aadcfdb14a61edc3
ru.astrainteractive.mobilex	orbit-mvi-iosx64	2.3.2		N/A
ru.astrainteractive.mobilex	orbit-mvi-iosx64	2.3.2	metadata	ea3e3aaec9d169b94bc278d3762f82bb03b63fcc
tech.ydb	ydb-sdk-topic	2.1.0		865ca809d3d1cb4852a3deabf6dc6ca578c63fcb
tech.ydb	ydb-sdk-topic	2.1.1		e277715dece6420df435a4ad2664b7fbf9c5b852
tech.ydb	ydb-sdk-topic	2.1.10		10b0307f414dde3dfa0774fdff7a865e15837273
tech.ydb	ydb-sdk-topic	2.1.11		effeece4eacbacb317fc86bb228d3cd3de10b76b
tech.ydb	ydb-sdk-topic	2.1.12		e9fd6e16e8b2317d4f566a84c2d43d6a3bf16f7e
tech.ydb	ydb-sdk-topic	2.1.13		a4b37f93e60efc680bf56ce2e5a9efab2ca93309
tech.ydb	ydb-sdk-topic	2.1.2		60d28c7a5b758264e8f889988072879236fc6a3a
tech.ydb	ydb-sdk-topic	2.1.3		c8e02360d6d9a34b96236b4424362f6c1407dca5
tech.ydb	ydb-sdk-topic	2.1.4		d27d7a19412c57f1ca00ab6f6f879387015b81cc
tech.ydb	ydb-sdk-topic	2.1.5		d7a67d2a549e1a45c54e6ce9bdbea0fa12712367
tech.ydb	ydb-sdk-topic	2.1.6		d9fc96638af7843b701a2fb2d6bc58aee777ab0d
tech.ydb	ydb-sdk-topic	2.1.7		34e7bf5d7b4af224534b18b9f52bd89c8c4a1ee8
tech.ydb	ydb-sdk-topic	2.1.8		016918a36bcff26553d59c0e1d55d8fb6d317dcc
tech.ydb	ydb-sdk-topic	2.1.9		9a2cfe1f2f2a2c474f268a20ad3222c99f15b883
tech.ydb	ydb-sdk-topic	2.2.0		4351b384825e184ca3323605dc7ebfbee1c5fe05
tech.ydb	ydb-sdk-topic	2.2.1		129803a6efc15ea2c530fe6ca06d88aa1e9a0993
tech.ydb	ydb-sdk-topic	2.2.10		f38337c0828de60cbd2d2d7d4529800d7f1fa5bd
tech.ydb	ydb-sdk-topic	2.2.11		2f2ca3794eb38050a80590c05a1dbb73b78a267b
tech.ydb	ydb-sdk-topic	2.2.2		9d77268cd84919ed49427ffd1819329979eb0797
tech.ydb	ydb-sdk-topic	2.2.3		5ce5af03ded0722b5119476e00e7fd26c1a4212d
tech.ydb	ydb-sdk-topic	2.2.4		b7f4cd8472660836a2804bec0bb8dbbc6888ccf2
tech.ydb	ydb-sdk-topic	2.2.5		c2e368d57993d5bdc821e3b0080945e6787f3260
tech.ydb	ydb-sdk-topic	2.2.6		2e17ef7eb7e4b2f64bfe8465531b62ad10b2ebf3
tech.ydb	ydb-sdk-topic	2.2.7		87e0f7efa0f0d2a66649270f19fbaef464827207
tech.ydb	ydb-sdk-topic	2.2.8		10f08ed275b4ea7b5aa3664467bc8167bd5bd1ce
tech.ydb	ydb-sdk-topic	2.2.9		caa8b5c4df1b9d32f5a53c76ae6c667ec291c8ac
tech.ydb	ydb-sdk-topic	2.3.0		6f80565a0b5aba24c01fb7ea0b025a67a6805692
tech.ydb	ydb-sdk-topic	2.3.1		5d2fab3f5132a67e17ad71a46c3c2e8de700a102
tech.ydb	ydb-sdk-topic	2.3.10		ef450f333b4916adfde32b0f1c57453d191ddffa
tech.ydb	ydb-sdk-topic	2.3.11		2b33db4c99d1b1ba2d06dcca5239de2247a4b922
tech.ydb	ydb-sdk-topic	2.3.12		8984676e6eafffa07ed49fcd102c55d4489fa4de
tech.ydb	ydb-sdk-topic	2.3.13		33dd1acf2a0c29fb1fef72d41abcf31043969e15
tech.ydb	ydb-sdk-topic	2.3.2		57abef4f6d59a733937c70b7f516e72bbc82ef39
tech.ydb	ydb-sdk-topic	2.3.3		7b6d9fd687e80a82816b927e5607e84e92c130ba
tech.ydb	ydb-sdk-topic	2.3.4		e96c4f6b73b09bbf65e48db9c3506026bb8bc4aa
tech.ydb	ydb-sdk-topic	2.3.5		8f51854885409194d9d78297221892feca7ee6d6
tech.ydb	ydb-sdk-topic	2.3.6		a879fe0e57ba4e51d968d7de5bdd132240fbf3c7
tech.ydb	ydb-sdk-topic	2.3.7		bd57122cbaa061246301e06ad037ceea51803cb6
tech.ydb	ydb-sdk-topic	2.3.8		3dc124beba3732ae5b0924ec030ca54751695124
tech.ydb	ydb-sdk-topic	2.3.9		df4d2c97c89f6b0135dc4257f1ad0619fff1edee
