ai.whylabs	whylogs-java-spark_2.11	0.1.1		a5cfca2b31bcb49c2e033c6666a81d6d535a014b
io.ktor	ktor-server-tvosarm64	3.0.1	metadata	199d5af9bd81a90c21d527084ed12b6c9c27bf34
io.ktor	ktor-server-tvosarm64	3.0.2		c6965aadb6706850948b8f7fa492fbb4f21e2b5b
io.ktor	ktor-server-tvosarm64	3.0.2	metadata	0ff71c47d501dff919c6137e43a5d4f60d32b745
io.ktor	ktor-server-tvosarm64	3.0.3		500b6afb2f392830d4e58fdc05e8c758a2432249
io.ktor	ktor-server-tvosarm64	3.0.3	metadata	270273b94c4540cea96a40700d87f6f9be995c56
io.ktor	ktor-server-tvosarm64	3.1.0		855a29cac51b44956563ec27c3c4106b22b5b433
io.ktor	ktor-server-tvosarm64	3.1.0	metadata	feb3550e2f678fb14703cb166592c3192c9bfb6c
io.ktor	ktor-server-tvosarm64	3.1.1		47e4f73f1bfdfcef63086186825edce15f2e1025
io.ktor	ktor-server-tvosarm64	3.1.1	metadata	0a921f00fd9459c93a6ba7eb0abed6968a6860ce
io.ktor	ktor-server-tvosarm64	3.1.2		fd0d2a07e019fa5dac636025e17414fcee5ef899
io.ktor	ktor-server-tvosarm64	3.1.2	metadata	efdbb009ea342861b38c3831ad9df233d19c4b49
io.memoria.jutils	kafka	0.100.0		041b26fe22abee68cd53f975fa681d40e5fe5293
io.memoria.jutils	kafka	0.101.0		ecb1bb491a25c5f39a5ab5cfd878a3ca650a9a39
io.memoria.jutils	kafka	0.102.0		bfb7fb782dfc32ea5d252b212e0ab7dda5c84f63
io.memoria.jutils	kafka	0.103.0		66f46552b2e710924950e988cfaa220346aadd25
io.memoria.jutils	kafka	0.105.0		d0a5663e08748fa9d0d1e5b55860c7d6a2c70b14
io.memoria.jutils	kafka	0.106.0		f7ffc48308f7fc1cf08abb1d56606bfe4910e61e
io.memoria.jutils	kafka	0.107.0		5a7ba435ede19aa7f816ce4973cc1c8f88df36aa
io.memoria.jutils	kafka	0.108.0		d862582361b7a8e201f8ace3d0e1c3c7f95cae09
io.memoria.jutils	kafka	0.109.0		28c035e9c421d0c13dc69043ee86535b9ba2c83e
io.memoria.jutils	kafka	0.110.0		bda4e0deca0c90eab7db0dcc032b3cc71faf6fb0
io.memoria.jutils	kafka	0.111.0		3a027b8e20de457451a2c9a1fffda6a4e151c1fe
io.memoria.jutils	kafka	0.112.0		200f796c990a98e05a2c86a253f8ca6292a0e2d1
io.memoria.jutils	kafka	0.113.0		fb1bb865e176b146895d7af11f22d6cec6bf8c1b
io.memoria.jutils	kafka	0.114.0		f4ba83a6aef7a3eb9570afa54eb085db4abf3e7c
io.memoria.jutils	kafka	0.115.0		ffbf2db529d55ef7465188631ce8e85d1a8a5b2f
io.memoria.jutils	kafka	0.117.0		005af107e746c927fb4369fe959c54dcfa76ed77
io.memoria.jutils	kafka	0.118.0		b502ecc05c4b67a0949b29f9fe8f38482a0a14a1
io.memoria.jutils	kafka	0.120.0		296f24d25e461a19fcf409ae8ba48f00994a2ff7
io.memoria.jutils	kafka	0.121.0		a0f197e7721d8942059a99411ed2e94c9ad298fe
io.memoria.jutils	kafka	0.122.0		ab859118ec592f13c2ad3eb4c57b4cf61139ef34
io.memoria.jutils	kafka	0.124.0		96440b2448cd70673b5057372123fceaaee89412
io.memoria.jutils	kafka	0.125.0		b66b01b978c0bc2d6a0755c2ec277da24d7852d6
io.memoria.jutils	kafka	0.126.0		9b45781c42f87b27ce160a37a5d1f13e818c10cb
io.memoria.jutils	kafka	0.127.0		cfb9b032918527890da4c78c55b46ddbea1e4869
io.memoria.jutils	kafka	0.128.0		f1978070bc50eefed6b62836b886586ea5eaa58a
io.memoria.jutils	kafka	0.130.0		c88f6e30b745e990d978f5d9fff36594c65c0027
io.memoria.jutils	kafka	0.131.0		3cebe992b20eba0a8a15286fee39a2e2e9232c41
io.memoria.jutils	kafka	0.132.0		5350d9a64816d4cb8bc17b8d5c3d7ce82924c3b9
io.memoria.jutils	kafka	0.133.0		d4cc1b1f635f330e57b1e54ec9853d0ee806ac95
io.memoria.jutils	kafka	0.134.0		7133fd504a57a9849b27b00f4ee8e85782638b7b
io.memoria.jutils	kafka	0.136.0		4aee9b8047f5e573adce0ccbb7b29330807a5e43
io.memoria.jutils	kafka	0.137.0		17c15987a195341ad436134f661c92a701cfc3fb
io.memoria.jutils	kafka	0.138.0		c90262261097b78c5e9d323dfe3c07951db260ef
io.memoria.jutils	kafka	0.140.0		061dc47aed340f861ca2b7d75e9d61d4b52d977d
io.memoria.jutils	kafka	0.141.0		ca31ea6d05077852b56bfb44bde1d3cfe9cfe8a1
io.memoria.jutils	kafka	0.142.0		d91c2017d846d850f368c85cffad28e127ca6721
io.memoria.jutils	kafka	0.143.0		72e4bf599e7e3f179e9ff02f9ed4f20ea34acae5
io.memoria.jutils	kafka	0.144.0		295aa344e5430515fbb3265d56bb5681ddbd4564
io.memoria.jutils	kafka	0.145.0		ba5329ef0d781879f5afa62572a58e03b7bff67d
io.memoria.jutils	kafka	0.147.0		df7951337863d579a33833b6096a3693e5bd7b06
io.memoria.jutils	kafka	0.148.0		f646f0caf5d2190fb578552107913f9d1427f599
io.memoria.jutils	kafka	0.149.0		94ad2343be94db279d630ddf20a7d75ee686bbed
io.memoria.jutils	kafka	0.150.0		fae330c0a96d50da114f129220a0e0afd9ea67a6
io.memoria.jutils	kafka	0.151.0		5709c01140de256b9807bd9e19f815468106199d
io.memoria.jutils	kafka	0.152.0		436b3053fb7352d06b838f53a6d4659de1a21437
io.memoria.jutils	kafka	0.153.0		4a24e0e4dfc42e592e3aad3836493ac7660d778f
io.memoria.jutils	kafka	0.154.0		760b21d8d1f3908dd8df7a4b762e1046274b01c5
io.memoria.jutils	kafka	0.155.0		310b9749f8c54b70712e3bf19f2bfef82c15923d
io.memoria.jutils	kafka	0.156.0		91053edf797355fc532ba3f7b28f7fbb8d396c92
io.memoria.jutils	kafka	0.157.0		4574bca4d8e866a70cdf536bb23976e72fd96934
io.memoria.jutils	kafka	0.158.0		e7fd6e7a9d16275fae886aa1414a6ed135c61ae1
io.memoria.jutils	kafka	0.160.0		519f6514562a6b0d56cb8749d1f740844cb5da8a
io.memoria.jutils	kafka	0.162.0		773db889ac7548c9b9e80f22252116b1a7155095
io.memoria.jutils	kafka	0.163.0		55cc90a92076d86a3c8064a3b4adcc9473d627b8
io.memoria.jutils	kafka	0.164.0		17df96086ac5835f8d7ac826e026c9dcf6a45926
io.memoria.jutils	kafka	0.165.0		5fbea7c1a121fcd4e401a480f22b9bd5c1ae703d
io.memoria.jutils	kafka	0.166.0		c4aa08d53a6f845a060f255c4466f73b6f913fe4
io.memoria.jutils	kafka	0.167.0		4da39876a3cf4720641e84334f3751d864526b0d
io.memoria.jutils	kafka	0.168.0		e9eeefc339cfa76024d2e17b410f00d2c2addea5
io.memoria.jutils	kafka	0.172.0		aeb6ed2afb175d7d27644751a595c692ad4ee58e
io.memoria.jutils	kafka	0.173.0		ce22f8ad5ccaa955f0be9c816bb8c96e80930284
io.memoria.jutils	kafka	0.174.0		6eaf54e1d5cf7b9f420efc206dcc526e33518731
io.memoria.jutils	kafka	0.175.0		042ff38dfe15c10ecbd4a07d2ab03b4080556075
io.memoria.jutils	kafka	0.177.0		ee44ff0fe266c4a63beb32e74c61cf601acbe1a0
io.memoria.jutils	kafka	0.7.1		e373f51e9694b3b56194e4ebe0efc980541649cf
io.memoria.jutils	kafka	0.7.2		f0585cbdd5418cf88b7a1046af3d77cd5bb867b2
io.memoria.jutils	kafka	0.7.4		a87e8beb7c70139dc17e98c46cde1d59abfb986b
io.memoria.jutils	kafka	0.7.5		7b1a1f83770dcac29829154c45605fb5aeea35b3
io.memoria.jutils	kafka	0.7.6		ff446966b14f39b9881f243d14bd6e78c8758407
io.memoria.jutils	kafka	0.7.7		7ee6edf042de6c724b005b7ffbb655317e8133e1
io.memoria.jutils	kafka	0.7.8		690c790644936f997921ec63d384541e813fecfb
io.memoria.jutils	kafka	0.7.9		645ff71a8700d78786154adbc757c4bf58df62f3
io.memoria.jutils	kafka	0.8.3		50d3ed650195d21d8f64777642a58d9908969754
io.memoria.jutils	kafka	0.9.0		ee65144c20af43d5c08e9fc9a25b0109fd4553db
io.memoria.jutils	kafka	0.9.1		8a7c1de2077a59604e5a725ccb6159760e377146
io.memoria.jutils	kafka	0.9.2		82f062f0efe74b8859fa79451a1425fadff2bd32
io.memoria.jutils	kafka	0.9.3		bf93f1b37f880143b09e46edfce1408e0c575004
io.memoria.jutils	kafka	0.9.4		16a0fbf0a2e39febc8fc1be8d09ed51b0a191e4d
io.memoria.jutils	kafka	0.9.5		fdf35cd784d2f1b6a80e052795f1164b71937c60
io.memoria.jutils	kafka	0.9.7		99b9efd631c0f5d8d31cea3bb37ef667dd6ba883
io.memoria.jutils	kafka	0.9.8		06477fc3a1e3f05e2684a170c03c6a88af7181a4
io.memoria.jutils	kafka	0.9.81		51190c222403fc30156867ae9c98ac6d1706b5fc
io.memoria.jutils	kafka	0.9.86		27d9e92e15f7b443ec4389e8f59c2006ddb00d59
io.memoria.jutils	kafka	0.9.9		7bbf150efafa283fb1577cda954088c06acce7c6
io.memoria.jutils	kafka	0.9.91		cf22704bd30618885c9e60f2a9e77613cf3004ef
io.memoria.jutils	kafka	0.9.92		59a08bb5f1bcae055e5b711b34674f7a6746cb43
io.memoria.jutils	kafka	0.91.0		77fcb363e39d5d08900796b36be2219b144149fd
io.memoria.jutils	kafka	0.92.0		92bfeeba13875863599717b0df5eb482e70960e9
io.memoria.jutils	kafka	0.93.0		78b8442b550e860c664d5966ce008011de3c0a66
io.memoria.jutils	kafka	0.93.1		e4b529f23911bed31d81b3495ce2d7cb0b679a4b
io.memoria.jutils	kafka	0.94.0		b021f653855e46807fa19fb0399bba22434ae153
io.memoria.jutils	kafka	0.95.0		80ed59fa6ee9ecfeac5dfeac711f98c965512b56
io.memoria.jutils	kafka	0.96.0		8da1c0ca229cab96ace68589a75f90872fb6a973
io.memoria.jutils	kafka	0.97.0		469bc6b6dfa68bda814593d7895fb11ce9eab6ff
io.memoria.jutils	kafka	0.98.0		cf700c7bfa42e6175963d4c50c5b3877ce70e114
io.memoria.jutils	kafka	0.98.1		e1ec512cf9a1e959c2cbb8a19090df1d5d6931cc
io.memoria.jutils	kafka	0.98.3		9b50915bc4ad49e45ce38619f42265310277c735
io.memoria.jutils	kafka	0.99.0		999813deb7e5a078aed125a3d0cca27e1506fcc9
io.memoria.jutils	kafka	up		c3628aa6d82d90a9d0cc7f410fa5ff11eea13791
io.telereso.kmp.sqldelight	primitive-adapters-mingwx64	2.1.0-wasm-no-op.4		N/A
io.youi	youi-capacitor_sjs1_2.12	0.13.14		09470dc838fc377b2b19ad1eee0743a3d0846adb
io.youi	youi-capacitor_sjs1_2.12	0.13.15		c8d39cd0facd640e377d9fe7eecabe1124cd2f53
io.youi	youi-capacitor_sjs1_2.12	0.13.16		33f22b9cf54c343e5412c60476d3eda260a39fcc
io.youi	youi-capacitor_sjs1_2.12	0.13.17		57f7e490d23462e32b35613afa1717a2b6893551
io.youi	youi-capacitor_sjs1_2.12	0.13.18		3670d0773fd2b52123600e1898b915624d7aa9d1
io.youi	youi-capacitor_sjs1_2.12	0.13.19		a8362de0e4f9b56e99d21328d8985c7101f241c0
io.youi	youi-capacitor_sjs1_2.12	0.13.20		b7eb600d743d2dbaa42c143f3fe773d7a2316340
io.youi	youi-capacitor_sjs1_2.12	0.14.0		933cf7c10231cbd83f5333888381ec194c963e18
io.youi	youi-capacitor_sjs1_2.12	0.14.4		6c51318eec306decdf6265fc5009af0b6c97572e
net.aequologica.neo	tuhao-web	0.0.1		N/A
net.aequologica.neo	tuhao-web	0.0.1	classes	66cd76e22823cde77fb1527d0705d5579e8ccc94
net.aequologica.neo	tuhao-web	0.0.2		N/A
net.aequologica.neo	tuhao-web	0.0.2	classes	efe59662701115b6d904dbd416a09abf263f95f1
net.aequologica.neo	tuhao-web	0.1.0		N/A
net.aequologica.neo	tuhao-web	0.1.0	classes	a2f04e4d80485a63a6918c73fcfe22e8b21051d0
net.aequologica.neo	tuhao-web	0.1.1		N/A
net.aequologica.neo	tuhao-web	0.1.1	classes	8824d84a0fc7c886b49758d14e3a68618fa20e38
net.akehurst.language	agl-processor-js	3.5.2		db935a50da0141ed55b05ad768b2513eca788c9b
net.akehurst.language	agl-processor-js	4.0.0		N/A
net.akehurst.language	agl-processor-js	4.0.0-M1		N/A
net.akehurst.language	agl-processor-js	4.0.0-rc.1		N/A
net.akehurst.language	agl-processor-js	4.0.0-rc.4		N/A
net.akehurst.language	agl-processor-js	4.0.1		N/A
net.eulerframework	euler-web-file	1.0.0.M1		2cefd65f901b48243b48796b4791a6127144c10c
net.microsoft-powerbi	powerbi-auth	1.6		e09cc13e205ae23382a379a91731be6110d51c7e
net.osslabz	xchange-stream-cexio	5.1.2.2		363b9d57c8fca65d0c22ddbc7c8737b47b760064
net.osslabz	xchange-stream-cexio	5.1.2.4		22d58f076d067a725dc3e85b446172f3be7254fe
net.sf.gwt-widget	gwt-widgets	0.1.5		777cf2a3ca4408ee69f7dad3c943c175549f27b2
net.sf.gwt-widget	gwt-widgets	0.1.6		16a962c2349eb96e94f540ffc4821fa3b62faa4c
net.sf.gwt-widget	gwt-widgets	0.2.0		8a5ec8163689df037a4daa68ee6bf90de300e308
org.apache.camel.component.linkedin	camel-linkedin-api	2.14.0		d6926649bac6646a3d42d1e1e49ffc37c9200ee9
org.apache.camel.component.linkedin	camel-linkedin-api	2.14.1		eaff25e31b2675542a264b3fece82fe4c669e04f
org.apache.camel.component.linkedin	camel-linkedin-api	2.14.2		632142b2b489930b942e5293482e62a90a73bbcb
org.apache.camel.component.linkedin	camel-linkedin-api	2.14.3		4cd7abebf896b61f29392625c4291d3f9f30ea2f
org.apache.camel.component.linkedin	camel-linkedin-api	2.14.4		26a749a0c370606c0d63fb219c4be2585523966a
org.apache.camel.component.linkedin	camel-linkedin-api	2.15.0		633b86bc4c777094d28f77967d8182ed4e5aa3bc
org.apache.camel.component.linkedin	camel-linkedin-api	2.15.1		8adf2cb5a4c9aa250e4fb6630166f70909f431f3
org.apache.camel.component.linkedin	camel-linkedin-api	2.15.2		23dc20d144da04f473e1082bdcbf83e2f08c20ca
org.apache.camel.component.linkedin	camel-linkedin-api	2.15.3		bb37e8d2c3a726e52ed2858ab72f70d0e8a1ee2c
org.apache.camel.component.linkedin	camel-linkedin-api	2.15.4		370ff3b91a13535e3c8b53390cc2a83c021d38e6
org.apache.camel.component.linkedin	camel-linkedin-api	2.15.5		8d4ee10f073ab51857145e2f44fe2a644d356fdd
org.apache.camel.component.linkedin	camel-linkedin-api	2.15.6		eb5b28addc410a9730165911333e563d0fb587f8
org.apache.seatunnel	seatunnel-connector-spark-hive	2.1.0		e7c9206f51e2a16544565d04514b01175e841577
org.apache.seatunnel	seatunnel-connector-spark-hive	2.1.1		bee88206495e1ea67271fe099a4e80070ee5ec34
org.apache.seatunnel	seatunnel-connector-spark-hive	2.1.2		f0a5ccfb2ef5bee48d527aa918b751b43f4a56d8
org.apache.seatunnel	seatunnel-connector-spark-hive	2.1.3		6ec21d8ae77cad9d1a85d1f3b0cb7513c5284099
org.apache.seatunnel	seatunnel-connector-spark-hive	2.2.0-beta		2af8380a06492d9bab78207bf4bde3322e6c577b
org.apache.seatunnel	seatunnel-connector-spark-hive	2.3.0-beta		972becdfc823abbd11689a2ccb43d41af035ba3b
org.bsc.processor	rhino-sample	1.3.0		a94e3aa76c94747164793503378ece11b7772a13
org.bsc.processor	rhino-sample	1.3.1		d6d8b25535ed17fa0e9c3d798802634506e13a34
org.eclipse.birt.runtime	org.eclipse.core.expressions	3.4.400.v20120523-2004		28bbcb68359109afdd188203e9c8166af4933fa1
org.eclipse.birt.runtime	org.eclipse.core.expressions	3.4.401.v20120627-124442		276fb4360f1e7c1e90478abcf8a35cf72d9282ed
org.eclipse.birt.runtime	org.eclipse.core.expressions	3.4.401.v20120912-155018		c852088c212e06cfbea6b0f3802fd2e3299657c2
org.eclipse.birt.runtime	org.eclipse.core.expressions	3.4.500.v20130515-1343		97cc20cce87af191fc620562ab74b1cde95947fd
org.eclipse.birt.runtime	org.eclipse.core.expressions	3.4.600.v20140128-0851		20be820026f87ac754c0deba6ea2b3a080359c51
org.eclipse.birt.runtime	org.eclipse.core.expressions	3.5.0.v20150421-2214		1ea8d6a7ab1551ab36b51e93d151c8dcbfd6ff18
org.graceframework.plugins	fields	5.0.0		3701fb60fa97789b743ab0b1aa4321454b1bc3ef
org.graceframework.plugins	fields	5.0.1		a6092a231672d7075b29e971d1f69f9c4dbc95c9
org.graceframework.plugins	fields	5.0.2		653d75b04ad24a9f0c03c6d3a861c564487d533c
org.graceframework.plugins	fields	5.1.0		bb26e4645c9cf3c433953d119ee12d5c565493df
org.graceframework.plugins	fields	5.1.1		429045614c58d6ae8428fbaa33fdb430a93c961e
org.graceframework.plugins	fields	5.1.2		32e4913265725e02305158358cff4e9879777835
org.graceframework.plugins	fields	5.1.3		e35bba17a02f05e8901a1503375d129f8c7b2cb3
org.graceframework.plugins	fields	5.1.4		dbc89fc106e534243768e4d6a2ae1d14c9c6ad4b
org.graceframework.plugins	fields	5.2.0		3a1973c2648407e976bcba822bea93005ce98f51
org.graceframework.plugins	fields	5.2.1		e2037398e50eb02f5c4f80b22498b7ac93f338b4
org.graceframework.plugins	fields	5.2.2		68fb20a541e70445c4f29df47fe8b426bcdaa3fd
org.graceframework.plugins	fields	5.2.3		cef455837b94b7a763c4487481b6c8649741b314
org.graceframework.plugins	fields	5.2.4		65cddbd4888669c6c16bc44b4e88b44faffac77e
org.graceframework.plugins	fields	5.2.5		d3f0ae89be430f8257c02d4fad70283245f2dc4f
org.graceframework.plugins	fields	5.2.6		N/A
org.graceframework.plugins	fields	5.2.6	plugin	6e55c4c2274e12c2f733838596509bf64113cec0
org.graceframework.plugins	fields	5.2.7		N/A
org.graceframework.plugins	fields	5.2.7	plugin	10f2ffaa246d46bb5cf737d3d9ee04676b26dab2
org.graceframework.plugins	fields	6.0.0		N/A
org.graceframework.plugins	fields	6.0.0	plugin	1726a4222e3c709c01b4916df8fb0e817a95e222
org.graceframework.plugins	fields	6.0.0-M1		3b7fef32cb9df4f29b1f975786a544cdabcc9b8b
org.graceframework.plugins	fields	6.0.0-M2		252f7fa6bd9d51d3b0d26151092d14f653adbf8b
org.graceframework.plugins	fields	6.0.0-M3		fea00f75706eb2846af57ba691ab73fa20c1d500
org.graceframework.plugins	fields	6.0.0-RC1		N/A
org.graceframework.plugins	fields	6.0.0-RC1	plugin	21726c3f00293778112acd45acc0b389b8e6e556
org.graceframework.plugins	fields	6.0.1		N/A
org.graceframework.plugins	fields	6.0.1	plugin	6ebc46145778fe110091b500b01b8cab095984b3
org.graceframework.plugins	fields	6.1.0		N/A
org.graceframework.plugins	fields	6.1.0	plugin	1646cc2609a9d33de642a6d88648d798f365a6a4
org.graceframework.plugins	fields	6.1.0-M1		N/A
org.graceframework.plugins	fields	6.1.0-M1	plugin	7403560c12941bb668f85adcadc77c5af8f7a7cf
org.graceframework.plugins	fields	6.1.0-M2		N/A
org.graceframework.plugins	fields	6.1.0-M2	plugin	8df00a93df1ffe252a040f9483935be576aec1dd
org.graceframework.plugins	fields	6.1.0-M3		N/A
org.graceframework.plugins	fields	6.1.0-M3	plugin	b201bd1b6ea25f80928265d8cea216b76c27b616
org.graceframework.plugins	fields	6.1.0-RC1		N/A
org.graceframework.plugins	fields	6.1.0-RC1	plugin	d26216ee526a0c0c03b59073fed79e9637a6a336
org.graceframework.plugins	fields	6.2.0		N/A
org.graceframework.plugins	fields	6.2.0	plugin	55b62029a0b3f206d93821f3323735615b3ec4fd
org.graceframework.plugins	fields	6.2.0-M1		N/A
org.graceframework.plugins	fields	6.2.0-M1	plugin	e30149e3b4f87b01cc984c3a43da0de1b59f3882
org.graceframework.plugins	fields	6.2.0-RC1		N/A
org.graceframework.plugins	fields	6.2.0-RC1	plugin	ad4ff5d0ce4a076731db7ddb5fd78f7d04b0fe42
org.graceframework.plugins	fields	6.3.0-M1		N/A
org.graceframework.plugins	fields	6.3.0-M1	plugin	ce4fb5b748d2868ca49211f7a6e651fdbe6a411a
org.graceframework.plugins	fields	6.3.0-RC1		N/A
org.graceframework.plugins	fields	6.3.0-RC1	plugin	4a87bf3ed2540bbf10b237f70f8c6dc0e42207c0
org.iartisan	iartisan-admin-template	0.0.1		7f046991145ce7f628659690ec9b2e623e4e2664
org.jasig.ssp.service.persondir	person-directory-api	1.0.0		7ae7a6770f0d31ad2960e05de0ee01727b619c88
org.jasig.ssp.service.persondir	person-directory-api	1.1.0		4474498b3838b20afbac89b5f6070760bcaa784a
org.jvnet.jaxb2_commons	jaxb2-basics-plugins	0.13.1		d91b7d328edcb3c77e6cfe42c5aaf21c27ca68dc
org.kamranzafar.spring.wpapi	spring-wpapi-client	0.1		ee851c657fb933cb444760328efd5df450b32de6
org.kodein.db	kodein-db-jvm	0.2.0-beta		6c7383e7fac0ccf3805685cc8ecbb1b7b203f4b7
org.kodein.db	kodein-db-jvm	0.3.0-beta		7cf6878a68498ebba4c995ac3f3ec727312c1cdc
org.kodein.db	kodein-db-jvm	0.4.0-beta		86ecb5e907c7a85ad745350e230ac4ebae0af865
org.kodein.db	kodein-db-jvm	0.4.1-beta		3178f4ececb560f399f6e6f099ee64f15bf669d1
org.kodein.db	kodein-db-jvm	0.5.0-beta		f9e2dd60082e4857bfbd6909d7c44cbde74003f7
org.kodein.db	kodein-db-jvm	0.6.0-beta		180e1522dcc3a2053486f59efabb45c3ae23fb9a
org.kodein.db	kodein-db-jvm	0.6.1-beta		d2aa0e67892eb06219a8126f81aba8756c24dbf0
org.kodein.db	kodein-db-jvm	0.8.0-beta		997998c174b454cb4fca88bdb4e2ef832c83a7bc
org.kodein.db	kodein-db-jvm	0.8.1-beta		d4a6c43768e039932fd7a32fe88b6bc903950c97
org.kodein.db	kodein-db-jvm	0.9.0-beta		c3f1115d2e4559a37f5f36c587e3c1ee571ed2e8
org.modeshape	modeshape-web-jcr-webdav	3.0.0.Final		4f075e7dab3c6dee7979f51eb91657846f8f2aa6
org.modeshape	modeshape-web-jcr-webdav	3.0.1.Final		5d8607626349c0f7fabfaeb47ff452036fa80af2
org.modeshape	modeshape-web-jcr-webdav	3.1.0.Final		7505a8f00aa4f1a3658c5c3f0279860eccdf6467
org.modeshape	modeshape-web-jcr-webdav	3.1.1.Final		884dc53058aead24201b82e6d264b65552ff8222
org.modeshape	modeshape-web-jcr-webdav	3.1.2.Final		ebb8475070b7cc1bb01f6b20d5392965386c4c36
org.modeshape	modeshape-web-jcr-webdav	3.1.3.Final		6879f1b0316332b66d7612b17ada0391c09d50c1
org.modeshape	modeshape-web-jcr-webdav	3.2.0.Final		67f8e842ef9bd6ae85f9fd289517bb108fa08f74
org.modeshape	modeshape-web-jcr-webdav	3.3.0.Final		07f30a5960ec7a4556bdc15e559054dc496718f4
org.modeshape	modeshape-web-jcr-webdav	3.4.0.Final		8c339b0905ea0eaf8b9c76218cd57ed56f749752
org.modeshape	modeshape-web-jcr-webdav	3.5.0.Final		6f6e64f7aa02ed15d5907464da7d700dc265128a
org.modeshape	modeshape-web-jcr-webdav	3.6.0.Final		b1ef94d497e869e78074b7b0a0b4729de430d148
org.modeshape	modeshape-web-jcr-webdav	3.6.1.Final		d216111303ca00c89ed007f0ad7c90bb089c3f89
org.modeshape	modeshape-web-jcr-webdav	3.7.0.Final		cb7cb0cf1ce46140e10988470c672157251a3e06
org.modeshape	modeshape-web-jcr-webdav	3.7.1.Final		1637cd0e352eb09f0cc62f458282d007ec4f2fe1
org.modeshape	modeshape-web-jcr-webdav	3.7.2.Final		0b15f076f89f47c1d4a9cebf0316d4b490b89423
org.modeshape	modeshape-web-jcr-webdav	3.7.3.Final		3bb58ffa26aeed0c93b314603292df305cbaaf6d
org.modeshape	modeshape-web-jcr-webdav	3.7.4.Final		23d3c734e5f125ac11f4899e2eeb82eaf5d46a89
org.modeshape	modeshape-web-jcr-webdav	3.8.0.Final		20da722115893cb1baaf283bf0ac9b89bf1c6f60
org.modeshape	modeshape-web-jcr-webdav	3.8.1.Final		90d88a47bb9142cd1fb52382f6163f7922bb8d54
org.modeshape	modeshape-web-jcr-webdav	4.0.0.Alpha1		4c0170b7e5dc1caeb38ec341ed987289a238dd7a
org.modeshape	modeshape-web-jcr-webdav	4.0.0.Alpha2		d47f2e58be65322be80e0c32e52111090e455673
org.modeshape	modeshape-web-jcr-webdav	4.0.0.Alpha3		fdeebcbc907eb436a7d4fb7db7f7a8e0b0937065
org.modeshape	modeshape-web-jcr-webdav	4.0.0.Alpha4		4364fc2861e52f1f4b87211348243ac6beffebd5
org.modeshape	modeshape-web-jcr-webdav	4.0.0.Beta1		8e182c3e9924d8223ef092e34a9591837e221e4b
org.modeshape	modeshape-web-jcr-webdav	4.0.0.Beta2		ae2b86aa189c8733e45e5c1094fa3ea133ab204a
org.modeshape	modeshape-web-jcr-webdav	4.0.0.Final		4635259b5bef8df216fe355ce898f15683d72097
org.modeshape	modeshape-web-jcr-webdav	4.1.0.Final		6cd854face50b5a9685356a2b964b69247dee79c
org.modeshape	modeshape-web-jcr-webdav	4.2.0.Final		1a01dc77ca10807c724e4ad39272e16d972afa2c
org.modeshape	modeshape-web-jcr-webdav	4.3.0.Final		ff30d7c3ecf17d678d0f1acc3b8f27b677a0a17a
org.modeshape	modeshape-web-jcr-webdav	4.4.0.Final		2346abd8ad6ff0977ccfaeb9cc152bee3d5494e8
org.modeshape	modeshape-web-jcr-webdav	4.5.0.Final		fcdf239256d2aa65e75b160018b3ecb538740837
org.modeshape	modeshape-web-jcr-webdav	4.6.0.Final		59baafe41d956c9240746e4a95d90a8395ff6eaf
org.modeshape	modeshape-web-jcr-webdav	4.6.1.Final		d541394a8d3258bbf4ba8f696ffc42cd241e310b
org.modeshape	modeshape-web-jcr-webdav	4.6.2.Final		6e69ddcbe6b042b976f9280f2a23e37d1d0a0989
org.modeshape	modeshape-web-jcr-webdav	5.0.0.Final		9b45ccfdfc93d513a6f4197dfa8cc96833436d07
org.modeshape	modeshape-web-jcr-webdav	5.1.0.Final		56d298673e3952fdb5d69b546ccab358b178534f
org.modeshape	modeshape-web-jcr-webdav	5.2.0.Final		63c66e733f2bbca33da782566254e5d00b8cd5d7
org.modeshape	modeshape-web-jcr-webdav	5.3.0.Final		8bd7b20c872d3da5be73f909405c3213fe27579f
org.modeshape	modeshape-web-jcr-webdav	5.4.0.Final		30d719a3e1643ee4ef92136427f2776044d77da4
org.modeshape	modeshape-web-jcr-webdav	5.4.1.Final		e4035bfa4304d0351ddd347a3f98f392f11c22fa
org.mongodb	mongo-hadoop-core_0.23.1	1.0.0		c93d8c8acc76bb7e5488bf207a9ef6f947dd79c3
org.mvnpm	reselect	4.1.8		7feac2701cc0dfa0c53953b5c96a2007d268c0b8
org.mvnpm	reselect	5.1.0		40f169083befbe9ab9688c9af29a66ceafb4ca6c
org.mvnpm	reselect	5.1.1		dac3a6b7abbcaa35d9fc27c414e9f98f6800ca22
org.onosproject	onos-app-drivermatrix	1.4.0		982328509c2902b547d152daefc59fa5b71b3ae0
org.onosproject	onos-app-drivermatrix	1.5.0		1a1b4e05a154e6b1554bd5314fd3a03914b89e19
org.onosproject	onos-app-drivermatrix	1.5.1		5ef157cce2efad9cb54c44b13d885f3f8094584f
org.onosproject	onos-app-drivermatrix	1.6.0		ec6f49973926cd93768fcf1016b8a5c8be9e19b1
org.opendaylight.netconf	netconf-config-dispatcher	1.0.0-Beryllium		c97f2544858662a3922a722b44b4e989b2683631
