cn.com.antcloud.api	antcloud-api-provider-adom	1.0.0		87dca4ee09848deffa1f657095fa684dc57ba8f5
cn.herodotus.engine	pay-sdk-wxpay	2.7.7.3		8f6cc777d2369ef65f9b0b27263d4271ffeefcf1
cn.herodotus.engine	pay-sdk-wxpay	2.7.7.4		f7af4d1b946a074ee4ffa5877ec418a656fbcf16
cn.herodotus.engine	pay-sdk-wxpay	2.7.7.5		80c80d45fe4a533a597f4ee1a098f4eccd2f1343
cn.herodotus.engine	pay-sdk-wxpay	2.7.8.0		3aceaf6d926fd32975d684836df73248ef89f2e0
cn.herodotus.engine	pay-sdk-wxpay	2.7.8.1		920476de2fc4dab3d8b23207d6d0786d91ed2d02
cn.herodotus.engine	pay-sdk-wxpay	2.7.9.0		4af1551d4951e0309e46b5a6a89d8790b262741e
cn.herodotus.engine	pay-sdk-wxpay	2.7.9.1		659368c2300aff84202bb98d2a5d9381ea91da69
cn.herodotus.engine	pay-sdk-wxpay	2.7.9.2		b75f8d472ce5025bff839304377bd533d79a2fef
cn.herodotus.engine	pay-sdk-wxpay	3.0.0-M1		d5f11abe6447ec343eaa812234bd230847e78e8d
cn.herodotus.engine	pay-sdk-wxpay	3.0.0-M2		3f63abdd9d680fad51a53dc8ece622152c83ae1b
cn.herodotus.engine	pay-sdk-wxpay	3.0.0-M3		323d122a3fe2ec789497b0a49fd2bab013f3b36b
cn.herodotus.engine	pay-sdk-wxpay	3.0.0-M5		073516e24869c91ca408a00cfb2d45306a1f4829
cn.herodotus.engine	pay-sdk-wxpay	3.0.0-RC1		079889d092ba08ab27bdd5647afe540364c4ba7a
cn.herodotus.engine	pay-sdk-wxpay	3.0.0-RC2		7b6c094c61bb77d701fc904fd3e223361038e815
cn.herodotus.engine	pay-sdk-wxpay	3.0.0-RC3		4d1855418cbfaa94eeb2d535044d048c51454bef
cn.herodotus.engine	pay-sdk-wxpay	3.0.0.0		68e6edb69d65321672edef0a00bbe7869f0f8909
cn.herodotus.engine	pay-sdk-wxpay	3.0.1.0		9e37d930c6f58714855afc4708b41a2f83d58050
cn.herodotus.engine	pay-sdk-wxpay	3.0.2.0		883c561f5f3037d0cbfdaae8cb693de3d56c5337
cn.herodotus.engine	pay-sdk-wxpay	3.0.2.1		86fdca5f34609e9381e2b16ef0f5edcb88ca1ba4
cn.herodotus.engine	pay-sdk-wxpay	3.0.2.2		9a7ce6072e007f6d6004c79b721aaa880e556c1b
cn.herodotus.engine	pay-sdk-wxpay	3.0.2.3		8e62aa84cd9928edbde82d34873efdc2f5f831f3
cn.herodotus.engine	pay-sdk-wxpay	3.0.3.0		f2bf9695be584638c10e8984d1fbda810bdb22c6
cn.herodotus.engine	pay-sdk-wxpay	3.0.4.0		68d14d7fefd3ca45eac237348891ed94eaf1d0d0
cn.herodotus.engine	pay-sdk-wxpay	3.0.4.1		90f9fe22d796c6ad9b587ff280a47c67c679d3b5
cn.herodotus.engine	pay-sdk-wxpay	3.0.4.2		1a1f03cb4b39611849476f875d6f7d16c58b5082
cn.herodotus.engine	pay-sdk-wxpay	3.0.5.0		bcae5a3f99d43ea10a4fbc25db7334f6a74fdb0e
cn.herodotus.engine	pay-sdk-wxpay	3.0.5.1		f64b98806e1715e8c2e01a7b0718c3343d29e54e
cn.herodotus.engine	pay-sdk-wxpay	3.0.5.2		9d402942f03401551f14ce780246580f5e593204
cn.herodotus.engine	pay-sdk-wxpay	3.0.5.3		c4a804e733e955b96c2e2856742f090740ff7c5f
cn.herodotus.engine	pay-sdk-wxpay	3.0.5.4		365f371ca9f20c6e08120c2cddc427321a09136d
cn.herodotus.engine	pay-sdk-wxpay	3.0.5.5		9f692833e5d25decd5c68a905365da7ea3ac39f6
cn.herodotus.engine	pay-sdk-wxpay	3.0.6.0		b8e9d11c79ff500a01f0fa8ba9358186d374079d
cn.herodotus.engine	pay-sdk-wxpay	3.0.6.1		17754e3d7972b7ae183da145f0ceae6606d83c32
cn.herodotus.engine	pay-sdk-wxpay	3.0.6.2		85f4f1fc2e76a228e7d8d7078d37c7a3bf47d2fd
cn.herodotus.engine	pay-sdk-wxpay	3.0.6.3		2fee53a5f0444e0f2fa845c3e6b89c56d5025f3b
cn.herodotus.engine	pay-sdk-wxpay	3.0.6.4		ce924c5f38726aaa3f496ab1ceeda59ac9dd0526
cn.herodotus.engine	pay-sdk-wxpay	3.0.7.0		189508df02aaf8dedaf09063b32b728ce6fdd7e3
cn.herodotus.engine	pay-sdk-wxpay	3.1.0.0		7f7315aa84c0e50642e64baa91ad3f972609d137
cn.herodotus.engine	pay-sdk-wxpay	3.1.0.1		dffe125faee30aebfd38d5d5c7c73e690d24c5b2
cn.herodotus.engine	pay-sdk-wxpay	3.1.0.2		35448df9b440a149bff1d321800e846e3d0be6e6
cn.herodotus.engine	pay-sdk-wxpay	3.1.0.3		d357ab8d01dbf2174c788c5f62fb6368a7e29026
cn.herodotus.engine	pay-sdk-wxpay	3.1.0.4		11e2055f948f86c5fe2f568e7d456ca23dcb189e
cn.nikeo.permisos	permisos-gradle	0.3.0		7dc465a308704dbd3bee0bbd44c34021d8831361
cn.nikeo.permisos	permisos-gradle	0.4.0		5ba98e4521acdf50071ea2af098ac9946dca3c88
cn.nikeo.permisos	permisos-gradle	0.5.0		93f9c2fa6fe85a2ce3de204a08863bbba77d5b0b
cn.xhteam	cat-boot-mybatis	2.0.1		ec33c4a2abc2dabe9c90f33ffcd48eb440a56444
cn.xhteam	cat-boot-mybatis	2.0.2		3762a8c3cfc0e558580ff49de253bfc478413495
co.cloudcheflabs.chango	chango-client	1.1.0		a6341b902da6a63f404041ff57dbd2fd4a54f7d3
co.cloudcheflabs.chango	chango-client	1.1.0	executable	2f5a40662d6a038db937de942e51b88a9d00d043
co.cloudcheflabs.chango	chango-client	2.0.0		7977b7c2f774502e64c3a06d317cb00d5f877794
co.cloudcheflabs.chango	chango-client	2.0.0	executable	1ecac38e368a968623cd44ea68e495c6892e9fee
co.cloudcheflabs.chango	chango-client	2.0.1		2e4789e7b5a33934ae293efe5928059007d674fa
co.cloudcheflabs.chango	chango-client	2.0.1	executable	b5c6bf97afbebefa83f94246702b0fc65372d29f
co.cloudcheflabs.chango	chango-client	2.0.2		ce2e4ef9937003d49b6ad1c46365073bf33ddfd9
co.cloudcheflabs.chango	chango-client	2.0.2	executable	d32892ec5e1214d81cb96dca3ceb06e1764e7a1a
co.cloudcheflabs.chango	chango-client	2.0.3		0697fa03c399a8b3ee883f9c879b20f4b1fb4b68
co.cloudcheflabs.chango	chango-client	2.0.3	executable	da02606aa393a2f53dd42c405556faf1c79ea767
co.cloudcheflabs.chango	chango-client	2.0.4		477255f09036fca645bcaf34cc2d06f16cd545e6
co.cloudcheflabs.chango	chango-client	2.0.4	executable	d2e3ee1e39e0ed8f9529b22eebd76c16d59275b5
co.cloudcheflabs.chango	chango-client	2.0.5		b17677b6d5e60db9009095b104b5b07531ab196b
co.cloudcheflabs.chango	chango-client	2.0.5	executable	a4cfa9cdd1cd185a07d66f3484fbe1c264b5c237
com.admin4j.framework	kaptcha-spring-boot-starter	0.10.0		0f7a44b76e90b563daa65712c2bc5fe5966891a4
com.admin4j.framework	kaptcha-spring-boot-starter	0.8.0		86df1cdb85bfd6f773e7ee7168d69e5c443baf51
com.admin4j.framework	kaptcha-spring-boot-starter	0.9.0		3c257e6ef616e7913226952ff0f5b24e265609f7
com.avsystem.commons	commons-rest_sjs1_2.11	1.44.2		947c8357f9548f4654f6cf6d133936bdb6a1adaf
com.avsystem.commons	commons-rest_sjs1_2.11	1.45.0		896ecb014409bb8c7378f9a85803671009095b86
com.avsystem.commons	commons-rest_sjs1_2.11	1.46.0		1414cef7a5a800ba345ef3023ce255c95a1b93fa
com.avsystem.commons	commons-rest_sjs1_2.11	1.46.2		e94ecd560a9e52aa67a81d202255f6928a5b0594
com.avsystem.commons	commons-rest_sjs1_2.11	1.46.3		51c4a1d6a1a89fe423aafd8ae2a3e5d26368520d
com.avsystem.commons	commons-rest_sjs1_2.11	1.47.0		26b2a1441807f02bb6ea8bdc4f39cf1f36b1c800
com.avsystem.commons	commons-rest_sjs1_2.11	1.47.1		bcf39bc597362fc9660f307a40e572cd0d54d420
com.avsystem.commons	commons-rest_sjs1_2.11	1.47.2		78dda324e6ec39577915d5a5c1346620326fe9fe
com.avsystem.commons	commons-rest_sjs1_2.11	1.47.3		f4a84458c11070621a458a6a1dd1f4ac7d28942f
com.avsystem.commons	commons-rest_sjs1_2.11	1.47.4		32725a4636be0ec0a0eb2b8d127fc45bfc917467
com.avsystem.commons	commons-rest_sjs1_2.11	1.48.0		dbf5c3523a8fc153d0beacc1cc0c74d841bca0bd
com.avsystem.commons	commons-rest_sjs1_2.11	1.48.1		33cae9b5d20060621ee6e1d47538a675b95e3282
com.avsystem.commons	commons-rest_sjs1_2.11	1.48.2		282d087e908fc9ce1da0153fda0ab1509f6ef6e3
com.azure.spring	spring-messaging-azure-storage-queue	4.0.0		08de54a115119699ed99f465a0a2021d7b7dabf9
com.azure.spring	spring-messaging-azure-storage-queue	4.0.0-beta.2		a84f97ea32cdce7dcaebe050a8de42e9ee6a2f14
com.azure.spring	spring-messaging-azure-storage-queue	4.0.0-beta.3		f785931417f3afeca1ebf91ff3a12a9035631e99
com.azure.spring	spring-messaging-azure-storage-queue	4.1.0		8674cf357b6a46e50851824088a84b1f67d2ec5a
com.azure.spring	spring-messaging-azure-storage-queue	4.10.0		6bda930ef49dec935c14e6d40e9a455e79339a12
com.azure.spring	spring-messaging-azure-storage-queue	4.11.0		e51c11c336085cb495e0a1334c29dab5da1fec11
com.azure.spring	spring-messaging-azure-storage-queue	4.12.0		6fbbee354d7b5b4491956ae86157d7d9c1b8cac3
com.azure.spring	spring-messaging-azure-storage-queue	4.13.0		204022fbb0a6e428c6ea201f7661f622c72e74e7
com.azure.spring	spring-messaging-azure-storage-queue	4.14.0		90a81b349c4acec7c7e759275140a6f4b70a4206
com.azure.spring	spring-messaging-azure-storage-queue	4.15.0		d8f740349e55ebd5066ec6cc91b3435c05d758b0
com.azure.spring	spring-messaging-azure-storage-queue	4.16.0		1ed2d35de6c29dd908c7f61f6c472e7869002170
com.azure.spring	spring-messaging-azure-storage-queue	4.17.0		18eef36a647cfa727fe9ddef10ea275ea25a639e
com.azure.spring	spring-messaging-azure-storage-queue	4.18.0		8a37003809028ca92e08fc6b887eb40b8f138458
com.azure.spring	spring-messaging-azure-storage-queue	4.19.0		4f07c5d4ad94d6455c7c57dbc741dfccb3c161ec
com.azure.spring	spring-messaging-azure-storage-queue	4.2.0		70c4b3d998dbec1a102590be148d7019cfacb546
com.azure.spring	spring-messaging-azure-storage-queue	4.20.0		1bda9c33e4ead1f50a8460822dcac9156166871c
com.azure.spring	spring-messaging-azure-storage-queue	4.3.0		2cfceff5c5b7b5bc0703a13334d5d8b27b36d0ad
com.azure.spring	spring-messaging-azure-storage-queue	4.4.0		98c96efbeab1eee0eaf65c6ae918561b97ca713b
com.azure.spring	spring-messaging-azure-storage-queue	4.4.1		cabc4b70affbea6c3557cb4dcdb08a6eeb6e0b6d
com.azure.spring	spring-messaging-azure-storage-queue	4.5.0		e8ed227de44cfa90f2683fb17d80910dba8c8b12
com.azure.spring	spring-messaging-azure-storage-queue	4.5.0-beta.1		4306f2a80b6dd397c8fcfad1ec21e02577b294c7
com.azure.spring	spring-messaging-azure-storage-queue	4.6.0		eb5fc085d2e3014889c41375fbc9ac6bc7ac511a
com.azure.spring	spring-messaging-azure-storage-queue	4.7.0		ada7710f46d0f12dd7e10693b3b9593043ed1d0e
com.azure.spring	spring-messaging-azure-storage-queue	4.8.0		e1354625f1b3055ec12760a16c61a3be50d7666a
com.azure.spring	spring-messaging-azure-storage-queue	4.9.0		f9e9f8018c7a599993f619bcc3ec9a374f29c4d1
com.azure.spring	spring-messaging-azure-storage-queue	4.9.0-beta.1		930b3b4b984d44ec9ab784a09f5d13280f735bbc
com.azure.spring	spring-messaging-azure-storage-queue	5.0.0		d98208dddc655ef7d70ab05a31ec8cdb7bc0aa13
com.azure.spring	spring-messaging-azure-storage-queue	5.1.0		b3a1a787aa1b5a767992b538f82146ec45ce344f
com.azure.spring	spring-messaging-azure-storage-queue	5.10.0		983701172b6d1e6d029e99bef4c43b9b7129b753
com.azure.spring	spring-messaging-azure-storage-queue	5.11.0		fb70f1fc806231e9ec2a37a48030224662d81bd0
com.azure.spring	spring-messaging-azure-storage-queue	5.12.0		be6d0fd8b3288a467e90a9d8463264a1549fbcbe
com.azure.spring	spring-messaging-azure-storage-queue	5.12.0-beta.1		8807735f7c968cfecffa2d5e6520c90f0c8efe06
com.azure.spring	spring-messaging-azure-storage-queue	5.13.0		680288b56b369bc1edf13cb1662485464e95fd77
com.azure.spring	spring-messaging-azure-storage-queue	5.14.0		a013d842c5bdddcb1bd18a4c0fe98d75ca8d785a
com.azure.spring	spring-messaging-azure-storage-queue	5.15.0		460d44353d815aabb2ec60c252e91a5c406d0e09
com.azure.spring	spring-messaging-azure-storage-queue	5.16.0		e7d0f3b91c236455db33f03f33a04b8c90cfbdc5
com.azure.spring	spring-messaging-azure-storage-queue	5.17.0		840e5fedb20df43a6a5bec28d8337229cdbf5252
com.azure.spring	spring-messaging-azure-storage-queue	5.17.1		c90bebfafa249c0571e52ca1c102a9d073e02830
com.azure.spring	spring-messaging-azure-storage-queue	5.18.0		bddf2f5074f5f817214aed820b36ba9bdc799032
com.azure.spring	spring-messaging-azure-storage-queue	5.19.0		bf8ac62ad6b1a3cbb316a5be90c96290a2db8b6c
com.azure.spring	spring-messaging-azure-storage-queue	5.2.0		9548d941564fd0ae749af7517d6c83b4e48e8643
com.azure.spring	spring-messaging-azure-storage-queue	5.20.0		3412896b848d2dc2b0d014b0966fa68b924ec19d
com.azure.spring	spring-messaging-azure-storage-queue	5.20.1		169f6d86200975ee2303eacaf8463a8d6147f16f
com.azure.spring	spring-messaging-azure-storage-queue	5.21.0		55afc640c6b2ff0b883a635c66eb8cfae83ddc22
com.azure.spring	spring-messaging-azure-storage-queue	5.22.0		4a64eac6bc115af3dd8c7600ac7630f5fea363ac
com.azure.spring	spring-messaging-azure-storage-queue	5.3.0		5febf259501123fcf99344642d52dcf7c3d37110
com.azure.spring	spring-messaging-azure-storage-queue	5.4.0		41aa43b5e8460ce7e0fc228a84bdf2e5bbe3bfff
com.azure.spring	spring-messaging-azure-storage-queue	5.5.0		7da9ff6ef48409eb557b140963f9ecc116476abf
com.azure.spring	spring-messaging-azure-storage-queue	5.6.0		e2d5c7bc623dd06832f7e345807d99aabcce2c67
com.azure.spring	spring-messaging-azure-storage-queue	5.7.0		53636bf529492be4a90bdf7b5c926f1388e2b27f
com.azure.spring	spring-messaging-azure-storage-queue	5.8.0		ff65824ff02881769fc8d46ec9b0a0ba88eae66f
com.azure.spring	spring-messaging-azure-storage-queue	5.9.0		156a259c00b17a08dc851c65aabef3be4c1bbfaa
com.azure.spring	spring-messaging-azure-storage-queue	5.9.1		5b786147257568b00848eb87fb806db3b5a64229
com.azure.spring	spring-messaging-azure-storage-queue	6.0.0-beta.1		45b3c660eb0ee6e363e80aab16eba3f5e8f5a6bf
com.azure.spring	spring-messaging-azure-storage-queue	6.0.0-beta.2		6356a0ce6dff6748a90b650cf9de7ddadb1bb102
com.azure.spring	spring-messaging-azure-storage-queue	6.0.0-beta.3		4329b02a012345143e2e47df0a045c3315d645bc
com.azure.spring	spring-messaging-azure-storage-queue	6.0.0-beta.4		e7bb27ba4ef2f2d91032672e0b27a97ee2461b1c
com.carecon.fabric3	fabric3-mock	3.0.0		b5f4a8c9b91820780e68b1627a0d94b50f0835f6
com.carecon.fabric3	fabric3-mock	3.1.0		838a84a1ec341a79e782251d0867352aa2ae8838
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.10		2a656fd158d412e9a5d5824e48c995754a79ccf9
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.11		bf6141b766abc0e120881bad6f52d483eb870c31
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.12		fdbec69300f5ee9956f512a42dcc591e6228c56e
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.13		475cdfd4c6f51c020ab3961a16bd71f68e084bb8
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.14		2110a9b1a703084a4191800e95fdceb1dd70ec08
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.15		64008d6aca0703c7f0b51cbff24a2f901cf63600
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.16		10eb439194a661bdc8b86b372ecc644a6235192a
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.17		879958e590f6b4d6bbdf336ccf72a67b8994248e
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.18		f7a691a442c924042effb97503220370fdabd90c
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.19		713ab9d79c33f8566544949b9ecf7725c822ea41
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.20		26e3d00f0ffc47a07b98f5d81b4cc141f804bcfe
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.7		bec019fa587aff36514a8f46498b4626673b5383
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.8		4339d0cce3e9d58de9647c526d519b7b09865dc2
com.catchpoint	cp-trace-instrument-integrations-jdbc	0.0.9		c0c946f95f0a7d97fefa1e56f654d61025fc8116
com.codacy	metrics-core_2.12	1.0.33		986e31422ee6b53fa1cba23673fff17a23058e8e
com.codacy	metrics-core_2.12	1.0.33-addtracing.5a884ba		46e208670ff3a441a1013341e3393962f2e45bda
com.codacy	metrics-core_2.12	1.1.0		4a5934b17efbd181b627bfb162434ca440345e72
com.codacy	metrics-core_2.12	1.1.0-addannotations.0682fda		c7c26bb05ac506438f973e2abb70922688087db4
com.codacy	metrics-core_2.12	1.1.0-addannotations.b043067		8505d8240a3286027d568509dd0b4b6f3b5fd678
com.codacy	metrics-core_2.12	1.1.0-addtags.1063980		ee21a0fb6d8f69231afd3717888c90586f991093
com.codacy	metrics-core_2.12	1.1.0-addtags.2995a4b		c42e9fdb8ead0a3244cbcb8d9d1a9d57ee2d5275
com.codacy	metrics-core_2.12	1.1.0-addtags.7126561		9897e61956e56288418b1b4752ce927b4e20528e
com.codacy	metrics-core_2.12	1.1.0-addtags.bcc602f		74e8fa6c6f9c01bb81e7a947456b4bb6b9bb9e3e
com.codacy	metrics-core_2.12	1.1.0-addtags.fb5c442		c40fb52cb750edc7857298d1e67f440fcb294e8f
com.codacy	metrics-core_2.12	1.3.0		9deabe17d7f458580085b292fab3212e455291ba
com.codacy	metrics-core_2.12	1.3.1		e3ed0139c147c3d9a65c940fbcd70c5e66017fea
com.codacy	metrics-core_2.12	2.0.0		20e75805d1a60778eb6bb8dbe510ed6d60c1f954
com.codacy	metrics-core_2.12	2.0.1-allowcustommetricname.1f2e389		5158eb8a64f2d451eb494e0abde1fa64b34cedab
com.codacy	metrics-core_2.12	2.0.1-allowcustommetricname.75edb3e		a24faaa4ece9e4dbbd73d59b2b27d405aa177ffb
com.codacy	metrics-core_2.12	3.0.0		9e11c88e5af9cd7de3fbc155072b2760fac84ef3
com.codacy	metrics-core_2.12	3.0.5		c4bc35ada682efbcf455fa4b0b0b3c219a14b259
com.codacy	metrics-core_2.12	3.1.0		ea654552c55dd0610e349fa4627bd44eade5c5b1
com.codacy	metrics-core_2.12	3.1.1		72c53dffe0203334e4e928a000f9dd8557a24125
com.codacy	metrics-core_2.12	3.1.2		b5bcef0266507a30297dc18dd36cfe4d1f2ce4d0
com.codacy	metrics-core_2.12	4.0.0		3caaff27da865646731abb55917cb347fc5799a8
com.davegurnell	checklist-refinement_2.13	0.6.0		4fcec0de4464dde024ef2f07c8ffe876e87a23b7
com.gilt	gfc-collection_2.9.3	0.0.1		e40b29b7761f88c8cb818b5966a5a568907b4368
com.github.binarywang	weixin-java-common-jdk6	2.2.0		002b150917cd2f103f38ed79ced19f3dcbf53e30
com.github.cage433	maker-scalatest-reporter	1.0		bb0fca771401fc11ac8c46c2f414b5e70c6ab73a
com.github.hiwepy	curator-spring-boot-starter	1.0.0.RELEASE		1343df9df2de8ff6086a041667dce79239754d79
com.github.hiwepy	curator-spring-boot-starter	2.0.0.RELEASE		3b1902d93e1b8dd389ad59be16620110b1da8314
com.github.hiwepy	curator-spring-boot-starter	2.3.x.20240823.RELEASE		9897601a70e4e5de0e2a4ae4c6fabfc9734daa51
com.github.hiwepy	curator-spring-boot-starter	2.7.x.20240823.RELEASE		e0c282d6cfaa0539a22e2278803a5fea279d7295
com.github.hiwepy	curator-spring-boot-starter	3.3.x.20240823.RELEASE		6374aec617a9fc4be2ac1c6ec4a387c2244cc154
com.github.jlgrock.javascript-framework	maven-utils	1.10.3		5ef790094833d649e0497a4bc8c09118a559bb31
