be.yildiz-games	module-compression	1.0.0		86121283bbf7d7b708b1b27e4dbac8df18b42398
ch.epfl.lamp	dotty-interfaces	0.11.0		dffdc5bcaa4df94df87ff8f9e8b34218757e691b
ch.epfl.lamp	dotty-interfaces	0.11.0-RC1		a7da7fdc742d40466ac6d8a3e26ae36f52765c8d
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181003-3eee37d-NIGHTLY		a55cbdab4c15887bc78d33c631c20fc3381fe5a2
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181004-3f86587-NIGHTLY		af909cc0f1786f79c58b5d5f76409dc57d06e5a3
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181005-786e6da-NIGHTLY		db0073ec170e2acd52d05149339f4028bd70b647
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181006-bb6a6cb-NIGHTLY		e97b237229aa36fdff940e959852477fabfd64be
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181007-f86c6ed-NIGHTLY		ae70cffbf7cd20f3fec91144eb04c775de2123be
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181008-7463afe-NIGHTLY		7e068799b6ba6413dc7e0399da835f2ef5b7f67a
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181009-9d12693-NIGHTLY		ebcf283848bfa5d6ab4a547604b72edcb019974c
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181010-97c63aa-NIGHTLY		c3265cd8aaf7527a1e01b50dca1aa314d6e31f9c
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181011-7027670-NIGHTLY		9b79956f2710cd0f8e065b48a279be3996e4961c
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181012-7e5f0a2-NIGHTLY		8f20e342634d04909e4573773252b061c74e8ec4
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181015-d3a0ac8-NIGHTLY		99e6a172138e8b194bc2d7af1677b4d4adb18ca7
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181016-ceafaed-NIGHTLY		de1d21115c49632b3f7d6fec448c8aae0a23051e
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181017-3253921-NIGHTLY		980696393f03161d1cf6551dc8b8eeb1e50d2577
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181017-a821035-NIGHTLY		7e4c0a72072eb52387717c1ac0640dee579b2b16
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181018-24331a9-NIGHTLY		b14e86127d3d886658a06e34ffbcc8360b1c8534
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181019-2f64743-NIGHTLY		560d37f5df2c591d154a15b945bd327ef524679c
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181020-f758994-NIGHTLY		20f1d97363955536ff6b02a352459373514f5d5c
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181022-49db535-NIGHTLY		be10e8645f525fdad2bb3c6dda095183715cf3f5
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181023-54cc7f5-NIGHTLY		cf36fa17d76fa1e7b6cf8bd810ea6e9cb6605550
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181024-05ddfda-NIGHTLY		75f92b12b62eb276765da02475529e3490e0b4bd
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181025-8031978-NIGHTLY		5c77f0edaebaae9f0cacbb8994a7fe8e755e8361
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181026-cedef0d-NIGHTLY		6521028527e67de0569f75234a6cf1d7ce58142f
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181029-0fcbfdb-NIGHTLY		d2b407fe73e096f4f988be07d4643b01261c913e
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181031-5a465af-NIGHTLY		3c166b7d3655757b9fce0b89d17121d5f7a0060a
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181101-4075b97-NIGHTLY		52131d29aa01a07d3dae8b028881b3959d1929c9
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181101-4100f88-NIGHTLY		85615c475a9c3373dcefa720d088e91150742b68
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181101-714ce80-NIGHTLY		b6c5289085a4011775571e06df9c50f4ecdabee8
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181102-d13a467-NIGHTLY		6a7c5edcd7a225c1b7f0f4fa97c70e4578ea81c2
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181103-f5b9572-NIGHTLY		6b056fe2bbe59b0e2566845e5a0ea1cf51548e2e
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181104-c04eb15-NIGHTLY		6e930c96341c26474546351a881cca9e1adfe4e6
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181105-f2b0b8a-NIGHTLY		9375b10da0b9ee2bd575b3fbb92567196190c21d
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181106-2cc525a-NIGHTLY		2c747663568d9aded1426d63b69fdfebbb618c2d
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181108-45eb6aa-NIGHTLY		a7f433bb9628ff6aad02d3735cd7329230282aff
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181109-a9029dc-NIGHTLY		b497ed284f9268b51da6c44ea434ac94aefbc5c5
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181111-180c8df-NIGHTLY		e321cea119fe12ed517fa14200c0ea03771a2089
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181111-a043541-NIGHTLY		dd3a7a7c2f0e51ff0b1c56d09e33e64464f1c7da
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181112-9eed6e6-NIGHTLY		9d292b3ae348d211ac2d401f1299fd2592d73037
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181113-bf5ba46-NIGHTLY		e18686a305ba50f80970deba56d2bfe95bbd7ef7
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181114-7a86d5b-NIGHTLY		803307860269b85028a18327e713513750fbf7d5
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181115-4bd5115-NIGHTLY		10ab667b8cebe14b73fbe5706cd22f3480d06919
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181116-2d23cba-NIGHTLY		ead1349e120e0e26eafb530405b3279078f218d9
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181119-0a1aed2-NIGHTLY		63a3d69c28ce6422a3d70689a8ff2da834a0f8cf
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181120-2ac1401-NIGHTLY		c74237b0fb1f0d3fda4a07d802f497c8f80b1158
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181121-d6e67d4-NIGHTLY		b778248f3ab5534ddc235a5fa02ad12cdcadbd4b
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181122-74c405e-NIGHTLY		02c044e4a6cdd429a3624f3bee6a5142f7f5ad79
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181123-9a9aa31-NIGHTLY		27dde179242a98cb6dee257a08a389124655f5d5
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181124-d56af69-NIGHTLY		2335df823faccf9e2a4214eda93dc947b641da8d
ch.epfl.lamp	dotty-interfaces	0.11.0-bin-20181125-92bbb6e-NIGHTLY		e724a6f31a0e27e696e746751ec4aa566a5ca8c7
ch.epfl.lamp	dotty-interfaces	0.12.0		782dc03747047368144e77dc0f034c553d763ef0
ch.epfl.lamp	dotty-interfaces	0.12.0-RC1		1f0e4b6bf974ad0be797ec3a8f41061d16201d3e
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181126-a64e083-NIGHTLY		77ab95c48a933b31768a5686025d2e256aa66add
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181127-235a103-NIGHTLY		7cfd250b94e50f4929366bafe8f3abc3495779bf
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181128-f66225c-NIGHTLY		66d6a4580b76703c55efd01938a3a0c8cccc2a0e
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181129-2ec79d1-NIGHTLY		bf9de3a6cc02cfec18ae48358c5cd50dd3c970e1
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181130-ffced94-NIGHTLY		3a349d07c27f64133e73316bbeb8f969cb29a90e
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181201-ee8ff7f-NIGHTLY		c067c01423c24c869b3ec3c7979c7aa85b5da3e5
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181202-e1ba839-NIGHTLY		65cd07c2da61420d391d1cddaad003607150f50f
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181203-f787d11-NIGHTLY		3e55579a6130344f0a0cbd45b037e4e473924ac5
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181204-ce62b37-NIGHTLY		b81fdadbd36f2177450997a429ad2f6ac3619f98
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181205-72904b5-NIGHTLY		63dba3126353ae3836ac6402d41c3219db3fe04c
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181206-909f10a-NIGHTLY		88b80a2844e6cb76b2fcb45440028d0d80833785
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181207-f256a73-NIGHTLY		9a448c6905da3f0919baa6a667c2276b9b1e9b6f
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181208-303bfcc-NIGHTLY		90fcdb68f3dbfbedb5fbb45f4df6b81a812a892e
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181209-9a7b67b-NIGHTLY		70db5687fae92ec9965ffff672210b340166e996
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181210-8004566-NIGHTLY		27ec6aaf5af164382cff351eeb3ffab8e9d1ffde
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181211-b826bf4-NIGHTLY		3560e69ac1afea8fa9d206bcb0068992146c02ee
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181213-62292f2-NIGHTLY		7bb612f58a9ce00137bd8a7824848b1e0eddff2f
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181214-dab02ed-NIGHTLY		6fbc8d468cc7a50cab20d0e86f3b004542a2fa3a
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181215-fcc35d2-NIGHTLY		ed27c6c19453f4a40731df04b46e6dd80eddb043
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181217-6b33da7-NIGHTLY		3aab584cc9ce0e9eaaeecebae6b7e5f8c6257e4a
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181218-b654af7-NIGHTLY		6f47896f06f27b827dd9cba8063c32538980855f
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181219-c444f1a-NIGHTLY		8a96d497dcd1f25fcef3a48fd92e99e4212598f3
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181220-caac6b9-NIGHTLY		93fefb82db913c1c2ad7aa700f6198ddc54b3158
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181225-7b9ffbb-NIGHTLY		cdf9271e1f7ce393be41c4f844d56cf047645ff7
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181225-8dbf130-NIGHTLY		7d8bceef2e4c288c00df34efa52474596df87b76
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181226-d8b210a-NIGHTLY		549a6e390cd151563265b6cf39b304fe7a01a893
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181229-5de6116-NIGHTLY		7284c95569926dceffec64c4154666837de8b5c3
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20181230-ec3cdab-NIGHTLY		124d5802cc67458cde5028d49f8532a7b2eda393
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190102-01078c4-NIGHTLY		faab6c32a7b81664aa95d5a183214024e298a606
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190104-2b31453-NIGHTLY		650e2a3119aa824020febb9c8b95aeea9b728915
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190104-5b7d5b6-NIGHTLY		f9cddccf4ce7005ec637a4929d33183441b1208c
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190106-3a457fa-NIGHTLY		ded9c8d31447734c25e388b9acb750785e5efaa3
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190106-bc5e0d2-NIGHTLY		4123a867de953f50849833c9a37c4dbf095ff031
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190107-fb0e3bc-NIGHTLY		707f38acd1f42d737353a9f40dc77d34429cc1b7
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190109-3d7d15f-NIGHTLY		cf9301cd97a2ff885745336352d32e310c81d774
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190110-845fd59-NIGHTLY		fa5f48fef22de64a0883aacb0ef72001be9e68d3
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190111-00bfbbd-NIGHTLY		c18e4480eb4e540c8cfb5d57e4006c7ed655c560
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190112-971e89f-NIGHTLY		dd5775d30e332fe7177818d579d16d6369748bcd
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190113-ce1086a-NIGHTLY		40310ad973e33815f1dcdfb8fe0cd1c64515ce2a
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190114-9333e77-NIGHTLY		b526e28400c97713d43a3b896e17dd0350e39c3b
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190115-4aa00a7-NIGHTLY		e12f485c1271499144c39f0ffaeb7953129086d1
ch.epfl.lamp	dotty-interfaces	0.12.0-bin-20190117-b4a26ca-NIGHTLY		41e4ab5da026094201938e6808c0fc61f63de507
ch.epfl.lamp	dotty-interfaces	0.13.0		e237d173b7cb4f6d31e531dac9fc214024ee3092
ch.epfl.lamp	dotty-interfaces	0.13.0-RC1		ef3c9c122712c2b890a466658cdbb482b87cd379
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190120-2ce89da-NIGHTLY		c41e316aa25e34085a91a16eec63c9bee1564556
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190120-e873908-NIGHTLY		dec26880f851db7723ee8c65017d22387b0fc184
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190121-1947222-NIGHTLY		136ac2f6bb8399c255946fde6a4a1e4cd6ddd742
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190122-1ace71d-NIGHTLY		d49bc0bfade110d202473780f90e61e780ca5c8a
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190123-4c5ca04-NIGHTLY		a900cb91ce55eb76c88c8543905513bc617e8dd6
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190124-d17e041-NIGHTLY		9590926cf332f530a64af702caa5f373b629bcd3
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190125-af9264d-NIGHTLY		7cc2bba107ca04cc04ab08900c4b997b3abd6b93
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190127-30b6a02-NIGHTLY		648041c7b3d2c8b09b345357edff3a6dc60c1528
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190128-36740bf-NIGHTLY		466fb23151474a824917e16fe4bb80c33be10aae
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190129-05cdff8-NIGHTLY		39ba443420153b31d27127294086b993bb173254
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190130-3283701-NIGHTLY		5d9d584b479446b5508c7b43ba2c3818ef8f6926
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190131-6bb20b3-NIGHTLY		75960fc14a8db746d513c6e9a5f8adbd438f6af6
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190201-f9e58c9-NIGHTLY		3457096941e0c406c4effa8f3e3fd4b7aa77bae3
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190202-03887b7-NIGHTLY		2b6c935274eaef9e5781c1516e99322893308b74
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190204-cd3b1ed-NIGHTLY		d993993f9ac3b60eb52765933751f447d49bf070
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190206-482de4e-NIGHTLY		12355558d6f69c3f70d315787ff52c50bb368c07
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190207-276d9af-NIGHTLY		0223b593b4bf8b615fd387678fbc611f5d7e5f10
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190208-8cce121-NIGHTLY		53ecc237f58ca145702d28065cc2f671ae428721
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190210-7008144-NIGHTLY		f787fa3d8ef1411bb0f9e780b2bdc61b86140d09
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190211-d8ddbf7-NIGHTLY		9aaba668f1bbf364e5451b17d73e987b4da3fce6
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190212-58b8aaa-NIGHTLY		8755bd7212c304d49867fb026e12c539c397f34d
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190213-d7090ab-NIGHTLY		1e43ca97d825877d17cfbbc12a1d7c45e2554056
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190214-9f86c88-NIGHTLY		841fee7cd2138a1e552de46695b17741b9fa7edc
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190215-4c3e170-NIGHTLY		2e90a56f6617b806d9602b410d6a584cd9143802
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190216-12eef6d-NIGHTLY		5b982840dddc8060ea903f00a6b9a139eb0eff54
ch.epfl.lamp	dotty-interfaces	0.13.0-bin-20190217-2b0e4a1-NIGHTLY		406a87703ea1a14f4b2dc51bb60b7f539d244240
ch.epfl.lamp	dotty-interfaces	0.14.0		25f42e02696bbbf201a3beb5d3f0a49116e6b108
ch.epfl.lamp	dotty-interfaces	0.14.0-RC1		950f4b0ee1189f83fcb5c1593b858196a7d3b034
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190219-38189b5-NIGHTLY		f18769f484dc3063d24981afc0ef5fec2ab98a74
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190220-60c4bf8-NIGHTLY		8b23800ab8cf7864cd4cefbd23c307b92767ab04
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190221-daf4ce9-NIGHTLY		aa8bea563e2615145a5dc2f90728925dac4b10ed
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190222-789269d-NIGHTLY		822b98a99bbd396ccd569eaf1e92c73e42b723f8
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190223-40a7d10-NIGHTLY		ea19050b36a76bda883574d2ea1be15e0ee24c69
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190224-b885862-NIGHTLY		0fcdf02e589dbc110234b246085db209552cc202
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190225-7343e23-NIGHTLY		3884fe2fc1b2e87e8601cf37a21be3136e6d02c9
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190226-afc03c9-NIGHTLY		f2b803cfc98b5dd2c48ee150c2882d24f86d19e7
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190227-c1c1db7-NIGHTLY		f926a4b4e4f7f8d831c004cc0eb731405d67b4cb
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190228-df8f79f-NIGHTLY		ae0125fbdd1f3d0b29333cbd8031cda6b06ad723
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190301-21a2cd8-NIGHTLY		6162d9c99d4b5f2fd0f56430a9ffc71e9d497676
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190302-45af82c-NIGHTLY		303b2dabedf31c29f51c8c8ed7f6541af313da2c
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190303-ad64529-NIGHTLY		f068d66506694a595b02f2d5b080281884912300
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190304-f563411-NIGHTLY		7008b460e19bc585cf4a1c3e9293c0098febc953
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190305-5b1f277-NIGHTLY		55396158a351247268891b80b75810c598a1db05
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190306-9f5b3c3-NIGHTLY		2189e6632091deec5f2e4adbb6d07410a2912187
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190308-8d09c11-NIGHTLY		b1e8e84710e26cc97beebd238e1d453bbb85074e
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190309-51d8cab-NIGHTLY		28fcb900ec31859938d52c8f004be997a8e8b698
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190310-cb3134a-NIGHTLY		590e33bfb0c474af1127a99118268845fc9d339b
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190311-4e62ca9-NIGHTLY		7affca7e22176ddddb3132d777f53bb947ce35c8
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190312-3c9935f-NIGHTLY		b470cc9837fa7172f5853875f575d5a4f65cb7d6
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190314-09a56e5-NIGHTLY		3874a60b03f92deb1133bf00115356265db205b8
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190315-a6bab2c-NIGHTLY		6b2a93d026532fa8d5afd2b945d72fc049ff7c93
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190317-b537220-NIGHTLY		cbd16017994f6771da13fab39d9f632ca07d0287
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190319-4e1d3d4-NIGHTLY		604adde2e2ce038f69e4ecddf5ebf03f2f08b00c
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190320-87a6ce4-NIGHTLY		ffd8ddf74f52c74a8aea4dc8e74448147d100bd0
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190320-b213f24-NIGHTLY		823eb4fe19d6689b7b301b34e31362fc3c20451b
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190321-bb0a1ed-NIGHTLY		1fa97db4617e61859f25676c1ca3976494e1d524
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190322-acb2ceb-NIGHTLY		a2f2748dae3dc827991bdfd63ebc1f4c163b82aa
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190325-e0b3c81-NIGHTLY		1cab5eacaab663b3dbbeab78a35ff382d0b2d55a
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190326-eecd672-NIGHTLY		b08f3abd048f5a587fda85b3f41798ecf0ad1495
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190327-1636a25-NIGHTLY		e75c7040a3a50928e939e7ad70d3f5d0791e9251
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190328-1818972-NIGHTLY		03d36c2fdd5fe30a1d3b0a80d20ae01fad1278c3
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190329-1762f23-NIGHTLY		5ec4cee5611bdabf44b4aced5efbb58d833284ab
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190330-e4c4e0a-NIGHTLY		af62de7d0f02565b8ed271eb5e6ff13a08b3e5e7
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190331-c059b64-NIGHTLY		e49fa2b246dfc3c25ae7f4f4a7f0519b16f93102
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190401-f62e286-NIGHTLY		1b714346c0ad83eb97102afe2f2f4b06d6be76e6
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190402-cdb6250-NIGHTLY		7db43b01c822d6f26db430e60d90262d343e5759
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190403-d00a7ba-NIGHTLY		e22757e5f1469f96733c3b31441de9c13c515d5c
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190404-a0c1d5a-NIGHTLY		f7933972e06dde8ecead0a291096d0a75c6fcf9d
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190405-ae0df96-NIGHTLY		44da0218a48e911ad5f2ac6e956d12911101a619
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190406-449008e-NIGHTLY		36b9e75c73621a0619f19a8efb7554fcdb18d425
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190407-574fd0c-NIGHTLY		50cc8d826bd951058d4cb68d85c0e913d7acf3d1
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190408-0d0274b-NIGHTLY		63d85feca01becbff01a468889cc612c75c7e702
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190409-2f557b5-NIGHTLY		817f9cc77f4cd7cce1587a00aa1cec77be5ce95f
ch.epfl.lamp	dotty-interfaces	0.14.0-bin-20190410-d4a47aa-NIGHTLY		bca045b56d14291caf5f3bd328a61b275b940a7a
ch.epfl.lamp	dotty-interfaces	0.15.0		d44a0fbc90986a7994a112f478e9a6bbd9061fc6
ch.epfl.lamp	dotty-interfaces	0.15.0-RC1		8e21492f410a9cd90054139b5dfe93154309420f
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190411-1578b88-NIGHTLY		f3365be5cddbb9f643a86185c666397ef580de6b
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190412-99a4fa6-NIGHTLY		66041e8001cc8a47c5cb579e6555f7c8517b7799
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190413-c3e88b7-NIGHTLY		ed00b449ed0421eea184304fd1502c3ca904ce3a
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190415-4b9c555-NIGHTLY		9efc9e337ef3744452310394fbe85ffb92d1cf5c
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190416-311b851-NIGHTLY		d6f9b4cebaaddbdcd75d31cdf6057ab2436169e6
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190417-f09550d-NIGHTLY		374594f0345d501c34f9b14bc185a8b67e87b4de
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190418-832b140-NIGHTLY		4458cbd4199c4ea677332bcbb03c27397450e122
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190419-cdf5b1e-NIGHTLY		bf3a2fe0438bef17a1c07049198edff759c60ce8
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190420-d39bca0-NIGHTLY		a3b1f6cb4c853e55d42199d6d2f234509cf8a57d
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190422-ec8c05b-NIGHTLY		90e2ad074cc7ebeb9fab51a19914522573106bcd
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190423-2a033aa-NIGHTLY		101ee896c4e5ab07089a3644b283890bc2e6284c
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190424-2b95f1d-NIGHTLY		c6a30ff0caf3fbbe2f65ccfc9b22692900b2ac6f
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190425-345a6d3-NIGHTLY		580be1ce09413ede6cf36310151e001fadb816bc
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190426-619e728-NIGHTLY		c4184daaa694e7df4f9706ae3d5a14c67d5fc124
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190427-673febf-NIGHTLY		98587be713300ecbf232927958bbc55ded8561c4
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190429-fdf9ccc-NIGHTLY		5613d9f65e18d593359a5e655ab418952e5d7107
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190430-bc2bcc0-NIGHTLY		90c29a75c0907f8c425e5dd7c25c5cdc36164515
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190501-1e471fa-NIGHTLY		b48908c44e114a586c71a6620abd084b702d9866
ch.epfl.lamp	dotty-interfaces	0.15.0-bin-20190502-63d8546-NIGHTLY		44c1b63425c4d2c5f12ae426dfbfcff14734e2e3
