aero.champ	cargojson	1.0	-	f37a0a83adfd408d8cf44059ac4b1a57e8dc7eee
org.kie.workbench.playground	optacloud	7.3.0.Final	-	db64e861f672d7f715840cd250dd3b476050975d
org.kie.workbench.playground	optacloud	7.30.0.Final	-	0cb19884f86c99e9e00854d9849a92ee110549ba
org.kie.workbench.playground	optacloud	7.31.0.Final	-	e8be2bfa3f62b09202dd095644113b5c52c0a0c5
org.kie.workbench.playground	optacloud	7.32.0.Final	-	5f21ce11c99c2a2432dcf0ee0caad69de49bfebe
org.kie.workbench.playground	optacloud	7.33.0.Final	-	c162dff2ec55a78f29480bf478a8427ea4fd02b7
org.kie.workbench.playground	optacloud	7.34.0.Final	-	cb7c3b4f5b63f76b9665dafc82284af421dd80a7
org.kie.workbench.playground	optacloud	7.35.0.Final	-	ac101f744051524c9637822172c0fe791bb24481
org.kie.workbench.playground	optacloud	7.36.0.Final	-	bda64eac0ba2b2a80499912ea4a0a5f9b5a604c5
org.kie.workbench.playground	optacloud	7.36.1.Final	-	3fc717eaf6b8c5f2fb0ee8aa0bf7f52fb98a76f7
org.kie.workbench.playground	optacloud	7.37.0.Final	-	b310511b1c98f9d00985b5d99014f7c6f5bbe1f0
org.kie.workbench.playground	optacloud	7.38.0.Final	-	49d2ea849535fef9678c5745142ab20abd6de078
org.kie.workbench.playground	optacloud	7.39.0.Final	-	8ecc68244baea0624d496352e82e0e08fc8a0a96
org.kie.workbench.playground	optacloud	7.4.1.Final	-	712075433c54e6b17370029f27caeef0ad1cc11c
org.kie.workbench.playground	optacloud	7.40.0.20200703	-	f3d68bc21b05fd7e44561cc349a082122d8544a5
org.kie.workbench.playground	optacloud	7.40.0.Final	-	f034814666465956f13165aa5d1a73dd68062884
org.kie.workbench.playground	optacloud	7.41.0.Final	-	30eec2b5d2bd742caad32a92e086a4a473ae138f
org.kie.workbench.playground	optacloud	7.41.0.t20200723	-	e10fd5d0a86f3c8bedc10e06727e3f6e3b2e3940
org.kie.workbench.playground	optacloud	7.42.0.Final	-	ef2de33b8e88146ba32829e0a603af11514a64c5
org.kie.workbench.playground	optacloud	7.43.0.Final	-	8494dbb960d74678a11766b98b9840ef77a98955
org.kie.workbench.playground	optacloud	7.43.1.Final	-	a4d72132b2838c8413f2643bb410aec0f9c726c3
org.kie.workbench.playground	optacloud	7.44.0.Final	-	013305786ceac3b190a36050f50e720741ce12e7
org.kie.workbench.playground	optacloud	7.45.0.Final	-	baa1241f2cdd5cae1007c06a09243937cd8a6c2b
org.kie.workbench.playground	optacloud	7.45.0.t20201009	-	e76fc692651cdd8996a84f3960bd4fe5a93c9735
org.kie.workbench.playground	optacloud	7.46.0.Final	-	75eeb9da891fe780f73c6a34019c41d96c9ec7ae
org.kie.workbench.playground	optacloud	7.47.0.Final	-	08ed56accd049038fd483285f5e862a7f582bebb
org.kie.workbench.playground	optacloud	7.48.0.Final	-	0cc88ad82aed44272c0cc5350db8a7a637b7e615
org.kie.workbench.playground	optacloud	7.49.0.Final	-	5bbea48c37ceadeaf856d213547de4b546a10f0d
org.kie.workbench.playground	optacloud	7.5.0.Final	-	06d969c0ed87a1e636db465cc653ac8482edb8aa
org.kie.workbench.playground	optacloud	7.50.0.Final	-	cae57903172638111e81ead27c1e05e990ba467d
org.kie.workbench.playground	optacloud	7.51.0.Final	-	13b89ab0ab66be1f728e1e2cb3983f3814d599df
org.kie.workbench.playground	optacloud	7.52.0.Final	-	bc659ab1e2e432db9fe7d48e4476126359fbd801
org.kie.workbench.playground	optacloud	7.53.0.Final	-	285b5ac5e7356d631d1ce043baf08485858fd208
org.kie.workbench.playground	optacloud	7.54.0.Final	-	2525f383faa0fb3372200188c4b71e70a6bcff68
org.kie.workbench.playground	optacloud	7.55.0.Final	-	bab3c44b0021c7bdb2b13c401e165c104a2eb242
org.kie.workbench.playground	optacloud	7.56.0.Final	-	6136b6407935ccbf9d5ea9f617d02aa3aa0c11bf
org.kie.workbench.playground	optacloud	7.57.0.Final	-	b9f79bf91df87a2aba6b2e4d4ead58b9107f71fa
org.kie.workbench.playground	optacloud	7.58.0.Final	-	19399951642128fa7f84b271ea8c4207f1d2d90c
org.kie.workbench.playground	optacloud	7.59.0.Final	-	a53bcd6ed873f95c7dcc67908934fcb10f2ab9bb
org.kie.workbench.playground	optacloud	7.6.0.Final	-	020c7de4c32cf22f347dcbb6f830d99e09956e69
org.kie.workbench.playground	optacloud	7.60.0.Final	-	7b3274d2f4493eec2739809f06b4800c87ec0f31
org.kie.workbench.playground	optacloud	7.61.0.Final	-	d4b4e95c27e0942d32df5d7961b6db1c64a87947
org.kie.workbench.playground	optacloud	7.62.0.Final	-	3673eeadd041b45628895d0ca258c9ca32bbbf6b
org.kie.workbench.playground	optacloud	7.63.0.Final	-	ae1c81008bc1c13835b65397af7c32ef9e07f1ca
org.kie.workbench.playground	optacloud	7.64.0.Final	-	ff395e56c954a674febda426bf19507f999ff5a7
org.kie.workbench.playground	optacloud	7.65.0.Final	-	1a6a164cd53a37866e98fcfff40317cd832d48d0
org.kie.workbench.playground	optacloud	7.66.0.Final	-	f75fa0b616a6c9b240e5dd6540f0f59c102d20f0
org.kie.workbench.playground	optacloud	7.67.0.Final	-	9f9d1e36208ec3fb1eac9c5d38d1963f43ba2486
org.kie.workbench.playground	optacloud	7.68.0.Final	-	9322937c554571742f66ec2272d84f9952412c68
org.kie.workbench.playground	optacloud	7.69.0.Final	-	c7a671160f41306052ff02912201b5f24424d6c4
org.kie.workbench.playground	optacloud	7.7.0.Final	-	44f026dd48e08651ff4d484781eaded0a82461de
org.kie.workbench.playground	optacloud	7.70.0.Final	-	250a17656047b68ff135edca18eee2d84df0c0b6
org.kie.workbench.playground	optacloud	7.8.0.Final	-	5d0fe57ccf8faed079fdd0e9ecae43b3d3ff27bb
org.kie.workbench.playground	optacloud	7.9.0.Final	-	3b0984fe2bc5489d7d97ec518f35f33e5a47b777
org.lappsgrid	discriminator	2.2.1	-	51176fd15eeb8fdffe4ac339ad7f59bc079c920c
org.lappsgrid	discriminator	2.3.0	-	f5450909b374739c0308a66599d200781926d5e8
org.lappsgrid	discriminator	2.3.1	-	9e50d0cad602220fb7027300739e27d83996a2fb
org.lappsgrid	discriminator	2.3.2	-	45a6de4136ca77a0358b9399f4ed92ceb14d2566
org.lappsgrid	discriminator	2.3.3	-	483ebf5afef1096f6534b04edd5d6b07323b448e
org.lappsgrid	discriminator	2.4.0	-	fd144e9ecced05b4902b08739cecf6d203478ee4
org.lockss.laaws	laaws-repository-tools	2.0.7.0	-	7515be98030a3694b2c721a523ac806b9c451a20
org.lockss.laaws	laaws-repository-tools	2.0.7.0	2.0.7.0-with-deps	c24c3a1e7f85e522c3a11b6c13048aab91fe6041
org.lockss.laaws	laaws-repository-tools	2.0.7.1	-	6e8f388ae439a2347294f21c19ad6734a75c8b1f
org.lockss.laaws	laaws-repository-tools	2.0.7.1	2.0.7.1-with-deps	83dff0b88f66b26b04405f717754204aa298edce
org.lockss.laaws	laaws-repository-tools	2.0.8.0	-	a24590403a679239cc3283e969b11b7b7207aadf
org.lockss.laaws	laaws-repository-tools	2.0.8.0	2.0.8.0-with-deps	2bf73640c93cb8f1f71ec88cee4c1b420eb548be
org.lockss.laaws	laaws-repository-tools	2.10.0	-	97214663ef78af147e76493852341568cd05bf7a
org.lockss.laaws	laaws-repository-tools	2.10.0	2.10.0-with-deps	d5330f649bc5625a718075bd41c2d2a4f0fea086
org.lockss.laaws	laaws-repository-tools	2.11.0	-	6b7adb21ae0c3d596f874c526c52cd3e93051dd6
org.lockss.laaws	laaws-repository-tools	2.11.0	2.11.0-with-deps	9f822c57a981fa4987c5656d3608cb639148513e
org.lockss.laaws	laaws-repository-tools	2.12.0	-	0d1fcaf695d5fc73e884aed751b812dd2c7805d9
org.lockss.laaws	laaws-repository-tools	2.12.0	2.12.0-with-deps	edd20c65bc4515e91cdda3a145a5ac6fbe106dc4
org.lockss.laaws	laaws-repository-tools	2.13.0	-	78400f980d14d178302e1bdf8513851229ce95f1
org.lockss.laaws	laaws-repository-tools	2.13.0	2.13.0-with-deps	2b966bdf24439c5cc1b83b35c528bd8634fb33f2
org.lockss.laaws	laaws-repository-tools	2.13.1	-	0907bdf538f474a9c4a3ebc9eddfb533743f1701
org.lockss.laaws	laaws-repository-tools	2.13.1	2.13.1-with-deps	ccc7c8e60592c60d1e9d66381319bd8b98215b9b
org.lockss.laaws	laaws-repository-tools	2.9.0	-	92f6f1d18bcd236537a4a370f574380df8dcaf66
org.lockss.laaws	laaws-repository-tools	2.9.0	2.9.0-with-deps	87b8333a48a44bca4e26532a924dd8757e82e2f7
org.logevents	logevents	0.1.1	-	171a480c1f37a25508dc6f2716d84ba5624b8068
org.logevents	logevents	0.1.11	-	933d961716a0687a9db6ee1a9c3095ab56fa0b49
org.logevents	logevents	0.1.12	-	55979ba966bf89758ce93a6759e3267cfa707870
org.logevents	logevents	0.1.14	-	cfb6cd15ed1e15736b4b9e3c743d4ae50a29600f
org.logevents	logevents	0.1.15	-	6d652b113c03aa7a37b4a2a4c52267f30bf409dc
org.logevents	logevents	0.1.16	-	edfe98957207586573ac77e0b7d1119c278f86b3
org.logevents	logevents	0.1.17	-	e889f4d950583c760db308184a58df4b13faea7f
org.logevents	logevents	0.1.18	-	704953156743c2342b573dd6ae81dc592c878858
org.logevents	logevents	0.1.19	-	9f5ad946a475efe8f383864b9d59295c8850ebfc
org.logevents	logevents	0.1.19.1	-	71c5f29255678c07d73ae5727763c1fced41c3ff
org.logevents	logevents	0.1.19.2	-	ac3f651275297f34c7978e91ef601074baf20ea9
org.logevents	logevents	0.1.2	-	ea1e81f12f5a43a004d6e36f95ff45895952989b
org.logevents	logevents	0.1.20	-	3130789fb3573644f254ab0b359b7fc41285aeee
org.logevents	logevents	0.1.21	-	052038f038b4f98236e08e42716d7553458bf893
org.logevents	logevents	0.1.22	-	2b21e7e7c733e6d6018d8831da36c09a23d99068
org.logevents	logevents	0.1.24	-	8787ac2bb932211cdc1fccb286bed59b16e185cb
org.logevents	logevents	0.1.25	-	d2a6fc78a6aa3e392c3dd5c15f5e2de80173873f
org.logevents	logevents	0.1.26	-	c4fca29279a4cac7e4a05dfee4fa9f568f2d9af9
org.logevents	logevents	0.1.27	-	8b0ab2a5b2f7393272fa78aef071963694bdb2cb
org.logevents	logevents	0.1.28	-	dafbdfdb8e7baf5b44a85afdd865efdf5f7c0005
org.logevents	logevents	0.1.29	-	ad8a675bead9401c3e624cd1851ba7fbe6b2e7b9
org.logevents	logevents	0.1.3	-	9050ace25e261c28b1c96607655b1724ce79da45
org.logevents	logevents	0.1.30	-	422d4d80c44b019a38c6e4edf7b829634b375f97
org.logevents	logevents	0.1.31	-	86fa0ecd3cb53facd522f5b2197de2b8b5a9b143
org.logevents	logevents	0.1.32	-	fb356717f0058711288fe9cc9b126183c441effa
org.logevents	logevents	0.1.33	-	283d3c100be45c4efad90d2a4bc7cef39b281bf6
org.logevents	logevents	0.1.34	-	df8c9ac7bf1b15bb893d2127ee0de6050feeafe2
org.logevents	logevents	0.1.35	-	d667bcebc8773a48eff371f2b0c632a934e7a962
org.logevents	logevents	0.1.36	-	afab3a2cb85dcce556f7f8c75cd31d4cff5238ed
org.logevents	logevents	0.1.37	-	a3ab60b89857b841f7d7f297664fe7d818ecaa62
org.logevents	logevents	0.1.38	-	7a6ce02dfdb802984a5c37b96d10af7e8fbb8a5a
org.logevents	logevents	0.1.4	-	3bf007985bf143dfed6e8b52df13c2f51bb8208b
org.logevents	logevents	0.1.5	-	408a4b2d790eddfb5ef4d01f7c8d688b593cf3fd
org.logevents	logevents	0.1.6	-	25cda63bc74fb2610d7016ee80cadb866f1343c2
org.logevents	logevents	0.1.7	-	fea00c6226928e6529951eef90e15c8bc76e0f04
org.logevents	logevents	0.1.8	-	873431dc7049e6c8c75211447c49c1cce931316d
org.logevents	logevents	0.1.9	-	8aaa10e498e8a251966ed321c9bd920b7e5f0d61
org.logevents	logevents	0.2.0	-	dd8dc67e36edcc11a91d99812cd34f3ee411a3d7
org.logevents	logevents	0.2.1	-	6294cccb6e8d98986065f2f7bcc0d890503cbcbf
org.logevents	logevents	0.2.2	-	b899b7542d2b3acf7a69c6c94ce56cef1c53e89d
org.logevents	logevents	0.2.3	-	e5cc106567b6deb48c21190c33924670a209ae75
org.logevents	logevents	0.2.4	-	63f6531fb43b94385667a4eebdbd8bc21cac9b60
org.logevents	logevents	0.2.5	-	e0e83c9bb4741ed76987448643445b5482727ce2
org.logevents	logevents	0.2.6	-	e189a2b9f7450fc79beeab2ebb32a4e86d447039
org.logevents	logevents	0.3.0	-	c5eef20a30e33a34cf511b65c14211ca5b25cbaa
org.logevents	logevents	0.3.1	-	48bea86c1b6fb82c7c6f320f1c20507d788a27fc
org.logevents	logevents	0.3.2	-	c88cd989f9fe95c0ba418be2b4c2f65f7912b74a
org.logevents	logevents	0.3.3	-	617f7e1cfe95c58935d38850bf7278ddb1604c72
org.logevents	logevents	0.3.4	-	e50045ca327bf02f04eae5801335fbfb34393278
org.logevents	logevents	0.4.0	-	94fccb4c496a8362f2e2ed907b7b97448e1bd560
org.logevents	logevents	0.4.1	-	c4a5d4a5af0fe65a7243a5b824fa219c662c4583
org.logevents	logevents	0.4.2	-	ec0788e53f9c5d534987da5f6f829cb5fda11165
org.logevents	logevents	0.4.3	-	968f49e6452f0b5de0ee48e14f46af0046a2ce1f
org.logevents	logevents	0.4.4	-	154fbfcad83895c02c4166114f56ab4f9f740054
org.logevents	logevents	0.5.0	-	6b62857b68eda9fbed3e9e6a2fb772439fa7bb95
org.logevents	logevents	0.5.1	-	63c1015d64600bf6f936b5bb325a4f9bac74012a
org.logevents	logevents	0.5.2	-	777184e6e9b25504ad7f354532be1572c054dbc2
org.logevents	logevents	0.5.3	-	b3ae59fcb2c9ae9041f48714a7b70c8da411592a
org.logevents	logevents	0.5.4	-	ce3f932006d2030e6ca8e72cc6f93f47a383b7b4
org.logevents	logevents	0.5.5	-	1e5a7cf92f459bdd7768af9e08d943c4f33e1484
org.logevents	logevents	0.5.6	-	a4d185ebcbc0becc7fadbd0911a5133fe02bd62b
org.logevents	logevents	0.5.7	-	a0568dfc36ed2d1f11961318c187ac7d2b1568dd
org.mobicents.media	bootstrap	2.2.0.FINAL	-	f77a0b8df26252f8d386267bad84cd5a12f1fcbe
org.mobicents.media	bootstrap	2.4.0.FINAL	-	60446499b1751f62fb590eced4c7c013bb802789
org.mobicents.media	bootstrap	3.0.0.CR1	-	ed473bbf4c739f6eeaf30f28be708b1f93adcb2a
org.mobicents.media	bootstrap	3.0.0.CR2	-	03d39d15f65271e83ed54a93f968ecbabd3a7a97
org.mobicents.media	bootstrap	3.0.0.Final	-	cbe8900f5336743da8d14c8a8ae706cd859df511
org.mobicents.media	bootstrap	3.0.1.FINAL	-	160cd88ebce84fda92598d97ccb37f27d4dfa266
org.mobicents.media	bootstrap	3.0.2.FINAL	-	704b056413f56aa913886e973ce3d2f660a99e97
org.mobicents.media	bootstrap	4.1.0.61-master	-	942e9a68d5cb597fa5e68bf5f147780261805568
org.mobicents.media	bootstrap	4.1.0.62-master	-	a8c1ad8fee2c976d8a65cbc1b294f37ea68d83dc
org.mobicents.media	bootstrap	4.1.0.63	-	4c89a4aa6aac51882db82652f84876f66750341f
org.mobicents.media	bootstrap	4.1.0.65	-	26fdc10112f9d7002b54868d00e64e3e0135b9e0
org.mobicents.media	bootstrap	4.1.0.66	-	b719fd325148f57f10400691eb5045fb844ed6d7
org.mobicents.media	bootstrap	4.2.0.68	-	a68d11b144e07fefebc9f9db015d3018bf91ac00
org.mobicents.media	bootstrap	4.2.0.69	-	f67cdd058de3bb41d802e871829860ef2bbf2482
org.mobicents.media	bootstrap	4.2.0.70	-	91d429681e173f299e98997bf99dce82f308633e
org.mobicents.media	bootstrap	4.2.0.71	-	0774e256fbcd9f71e4182a8c08f291eab96cb335
org.mobicents.media	bootstrap	4.2.0.72	-	f5e25a450f719cbe7f6a49b3a344ac04165e24bd
org.mobicents.media	bootstrap	4.2.0.73	-	f9acc82f8be5575da8960a9c0ca83fc768f8e5f9
org.mobicents.media	bootstrap	4.2.0.74	-	5a6ace3cbc32277b23bd4cb8c4f3e2dc05411573
org.mobicents.media	bootstrap	4.2.0.75	-	dd96b27c6462c31561468df128ff3e106466ea0a
org.mobicents.media	bootstrap	4.2.0.76	-	4a8593286017d7f6f21343c28cc8ab87fbbb90a0
org.mobicents.media	bootstrap	4.2.0.77	-	ad82b2496c1dca48dd5c684dccfe854f3a26c62e
org.mobicents.media	bootstrap	4.2.0.78	-	61211af37e5933de5f0d42cef41d587f77feac61
org.mobicents.media	bootstrap	5.0.0.10	-	ba340055adf29e44970fbff246b776739dfb1c42
org.mobicents.media	bootstrap	5.0.0.11	-	63d05654c029bbea202ea57596ceac99883ef395
org.mobicents.media	bootstrap	5.0.0.12	-	eac9a221a8ed3b2a407e1f8db00e3d4cc2ed39ea
org.mobicents.media	bootstrap	5.0.0.13	-	a91c23cf22d4cb97b7c5cc793ceb9a98c445f65f
org.mobicents.media	bootstrap	5.0.0.14	-	039efdd681b21c79d03d3553f0bd1081249642fd
org.mobicents.media	bootstrap	5.0.0.15	-	74b58f3cb28afd7e61faac571b2f85c9f7b23902
org.mobicents.media	bootstrap	5.0.0.16	-	5877a80fd675ddcb57c089533575f46e891394af
org.mobicents.media	bootstrap	5.0.0.18	-	20f1d43f3db457c12c9461276ba511febbdc5b16
org.mobicents.media	bootstrap	5.0.0.2	-	215eb30e7d805f4c28b970723ffad7e029cf8d9a
org.mobicents.media	bootstrap	5.0.0.4	-	b2788cb39541e64bbc8d17fbbe3686fb7f1a7176
org.mobicents.media	bootstrap	5.0.0.5	-	957595eff89eefacbb1b6eacab800cee10477417
org.mobicents.media	bootstrap	5.0.0.8	-	b1986970202cf0a6da4a29bbf9ce30a5f6e86889
org.mobicents.media	bootstrap	5.0.0.9	-	d5f2dd1783b12ff930ba84a87d840a1376901646
org.mobicents.media	bootstrap	5.1.0.17	-	da64584fd94d90530a60f8c1e10665e79be1a87b
org.mobicents.media	bootstrap	5.1.0.19	-	01f52b4e018f13d90808a9789465457d7fec6ca2
org.mobicents.media	bootstrap	5.1.0.21	-	41d923208bf6e5161bfd7069939bc1dee64c7377
org.mobicents.media	bootstrap	5.1.0.23	-	09f6119983aa117fa1a384967b8f32bbe58833b2
org.mobicents.media	bootstrap	5.1.0.24	-	1d4e5f2282ab52f531aed44cd24417a373409dea
org.mobicents.media	bootstrap	5.1.0.26	-	f812e72161d0e241d9732d4ff72ef38ed87e0bb9
org.mobicents.media	bootstrap	5.1.0.27	-	389b1edd1d612677d2e2695c9878bddfebcac9e1
org.mobicents.media	bootstrap	5.1.0.28	-	51decd7675b4ea6e3dd572ab57e62df0f654970f
org.mobicents.media	bootstrap	5.1.0.29	-	88cc9870174c66afdae926e322ca7c528433b042
org.mobicents.media	bootstrap	5.1.0.31	-	0f84e902ce6fa97f7cd63c9a9151c508ad8273e5
org.mobicents.media	bootstrap	5.1.0.32	-	22e996057014ddc75db5619ce05e6180e3a92ba3
org.mobicents.media	bootstrap	5.1.0.33	-	4a96b4166e96a4828a77366b018644b0f64b69b7
org.mobicents.media	bootstrap	5.1.0.34	-	d3c27cc558a515c15f036c14b832bb1a24291c1c
org.mobicents.media	bootstrap	5.2.0.36	-	2b561714dd3cac797db8b589f0b23160613ca08f
org.mobicents.media	bootstrap	5.2.0.37	-	47ada7c1eb77767848dd6938e12feec6946666b3
org.mobicents.media	bootstrap	5.2.0.38	-	ef2123e4b366b1762c1225ade3c11c8f93c11cb2
org.mobicents.media	bootstrap	5.2.0.39	-	37ce307f0c8a2f92a72664edef02411d8dd2b4bd
org.mobicents.media	bootstrap	5.2.0.42	-	1963c385f1d994072f512e14d5712858c77e3b92
org.mobicents.media	bootstrap	5.2.0.43	-	4cea454094e73b5b1d5cfe2710b1d12b7f11a99c
org.mobicents.media	bootstrap	6.0.0.1	-	ba01e2052c7381a336589e13ff9e1926fd139c60
org.mobicents.media	bootstrap	6.0.0.10	-	9574f7ac914b4996fb7a494298c1db85672e80a4
org.mobicents.media	bootstrap	6.0.0.13	-	99e05b05d93b72611e50f85f7b87a7530e0a7260
org.mobicents.media	bootstrap	6.0.0.19	-	7f32f97512a5a0b442ef71131ce4a1c73ee5c091
org.mobicents.media	bootstrap	6.0.0.4	-	ebb0ca6c724d945db0829dfc5f62ad0a4b1a2980
org.mobicents.media	bootstrap	6.0.0.5	-	dbf5fcceea9b4cfd5e23e48c755ddc18dbef9d8f
org.mobicents.media	bootstrap	6.0.0.7	-	edead967b2c05abc44028d06aa48fb796ab4ba46
org.mobicents.media	bootstrap	6.0.0.8	-	c3f91156f6cdc2db77fa6ecb706e3faa8b705478
org.mobicents.media	bootstrap	6.0.22	-	4a035bd42022c2492e8505e14023dd06fba26bbb
org.mobicents.media	bootstrap	6.0.23	-	e642aca6e8a2b24f724a7e995a6a15a1923c49d0
org.molgenis	molgenis-app-manager	7.0.0-RC1	-	ccb91189df1c735cc334da673ef2afa6bc12e9ed
org.molgenis	molgenis-app-manager	7.0.0-RC2	-	4db50c9159cc295f6607a63a902295c7a13309bf
org.molgenis	molgenis-app-manager	7.0.0-RC3	-	a5823eb427a700f9c608e541093e02913a1678cf
org.molgenis	molgenis-app-manager	7.0.0-RC4	-	b0ae0b7474c910d84b6d00aec62c6641fbc67da7
org.molgenis	molgenis-app-manager	7.0.0-RC5	-	d70aa10fd4c84d5a9622cfb0378286af5d58d996
org.molgenis	molgenis-app-manager	7.0.0-RELEASE	-	01d14226161419ccfe9c285502261d24ccaf1f0d
org.molgenis	molgenis-app-manager	7.1.0-RC1	-	74d7a7378a6a80fe77698b7f9204886114a48775
org.molgenis	molgenis-app-manager	7.1.0-RELEASE	-	11089daa72b487421b7e6f3b33ad9f3946cf3a8d
org.molgenis	molgenis-app-manager	7.1.1-RC1	-	07194e2e7145586ac0513862d00b784c3205cce6
org.molgenis	molgenis-app-manager	7.2.0-RC1	-	a281479964a385b162fa3abf0efd1c477d11d70d
org.molgenis	molgenis-app-manager	7.2.0-RC2	-	8b19e4112c0ff024944e944db7a2a0a7c1b562e3
org.molgenis	molgenis-app-manager	7.2.0-RELEASE	-	ce9299634b651fc5b0551a676d6d41415486532b
org.molgenis	molgenis-app-manager	7.2.11	-	05c0d949490c7233024f4bb46acbd9a9e8b17f26
org.molgenis	molgenis-app-manager	7.2.14	-	e5a0a73835e764bf2c91a755dd2c63bab9c0303d
org.molgenis	molgenis-app-manager	7.2.2	-	de40795343e6ca299ec8826f92dab4536267c5c9
org.molgenis	molgenis-app-manager	7.2.4	-	8bdfdbc5ae940f90899362a4c1ec0be9afeca907
org.molgenis	molgenis-app-manager	7.2.7	-	983ea34a6c5862e5bc7e74a1dff1d5107a4a4351
org.molgenis	molgenis-app-manager	7.2.8	-	a32ff88f7bead23c850e2f85db58eba2a1bf6c73
org.molgenis	molgenis-app-manager	7.3.7	-	cb8b25bcfd05a4ffb1ca2388bceb06ba5fea9a7b
org.molgenis	molgenis-app-manager	7.4.1	-	bf450f6cdf6f22a5fbe30b9d8c3329c2925f6324
org.molgenis	molgenis-app-manager	7.4.8	-	40473a0d5b193e4f208976296aa035d416d45299
org.molgenis	molgenis-app-manager	7.4.9	-	6c7fcafb7adc7dfcb48d3012ce822df7860f2da6
org.molgenis	molgenis-app-manager	8.0.4	-	d3fe7be4cb2ce2d494a555e1d207f2eb4571f064
org.molgenis	molgenis-app-manager	8.1.1	-	a38c678f25df0fce714298233781132c9142dd5e
org.molgenis	molgenis-app-manager	8.1.6	-	97dbcdfdf777fca8fc64c646a4767261f58d58c0
org.molgenis	molgenis-app-manager	8.1.7	-	6a1f75b126f0f38e56a51edb1b938799accf1fe7
org.molgenis	molgenis-app-manager	8.1.8	-	bd6edd4fcf775dd98f9a6d19339432508f28b040
org.molgenis	molgenis-app-manager	8.2.1	-	0042ad377aecfa966da21f0a65a34f27549f97eb
org.molgenis	molgenis-app-manager	8.2.3	-	0e51da387fa99af8d4d58ffae2fff366348e81ab
org.molgenis	molgenis-app-manager	8.2.4	-	b9939c0b44fe176ab9f02e0e3aa1576cd8b7d97d
org.molgenis	molgenis-app-manager	8.3.10	-	92da9c0912713b8db7acd9b571d33e7c65bc8f7d
org.molgenis	molgenis-app-manager	8.3.11	-	7e80c188d8f7b8e02a8d2cfa6c8ab7d5854599ff
org.molgenis	molgenis-app-manager	8.3.4	-	b41e314d78f2d2cb4124b793beb644e47cf72976
org.molgenis	molgenis-app-manager	8.3.5	-	99124d7727ff9456508abe87f5dc5501560a1dbe
org.molgenis	molgenis-app-manager	8.3.6	-	d2a7307f19b156e4f608e531436614100f765581
org.molgenis	molgenis-app-manager	8.4.2	-	c3953bd10047f5ee091a16024f395cf757b0f3ed
org.molgenis	molgenis-app-manager	8.4.5	-	03bfe678136970c7135fd37b2bf4df7a16cf5a40
org.mule.examples	mule-example-bookstore-api	1.0	-	fa61d85cc46f8a5deb98c91ce438a4222bfde5eb
org.mule.examples	mule-example-bookstore-api	3.0.0-M1	-	e5f7c3f47d8d59259beccfedac7d5f4a657ab52b
org.mule.examples	mule-example-bookstore-api	3.0.0-M2	-	dc150ae36b6ee197407d8796ca4fb80fb7415e01
org.mule.examples	mule-example-bookstore-api	3.0.0-M2-20090803	-	a412f07be97df45b958a74e340159b3aa5fb0fbd
org.mule.examples	mule-example-bookstore-api	3.0.0-M2-20091006	-	dd0fd90bf6417bf4e106ed8301d775bb3c09536f
org.mule.examples	mule-example-bookstore-api	3.0.0-M2-20091026	-	6d7cbba37c89212b152cbd88c7db0cdfcc12e81c
org.mule.examples	mule-example-bookstore-api	3.0.0-M2-20091124	-	0afbd21688be85de8e1d031907762a7e34389e1e
org.mule.examples	mule-example-bookstore-api	3.0.0-M2-20091130	-	9d20c86af04842a55f854a61d78491cee8fad5dc
org.mule.examples	mule-example-bookstore-api	3.0.0-M3	-	cacf987d001f5fff9e39c2fefad1d38d6289e24d
org.mule.examples	mule-example-bookstore-api	3.0.0-M4	-	a3f407779a8a22037d5325b30d7006874b871a3c
org.mule.examples	mule-example-bookstore-api	3.0.0-RC1	-	8fe9ddbcee12835ecbb4f80eadc227e71fe509e8
org.mule.examples	mule-example-bookstore-api	3.0.0-RC2	-	c885cb38e82b04fc28341f729698fc742d98be59
org.mvnpm	jquery	1.11.0	-	e2c60cc5278fc36ea5a79a85ef9e91eb0120d022
org.mvnpm	jquery	1.12.4	-	e95f5a692c02def2906bbfb1ebe9ad22aac473f5
org.mvnpm	jquery	1.5.1	-	82616955b649cc88feb6402835087fd094e2ca9f
org.mvnpm	jquery	1.9.1	-	5f0833da0974379d7f5b7d3678ac7cdd638ef984
org.mvnpm	jquery	2.2.2	-	ad1d992e9fb8e9a90e875b22ac80ccbae2687323
org.mvnpm	jquery	3.0.0	-	a951b88464eb5d748adcb5fecfd49ebe152a990d
org.mvnpm	jquery	3.1.1	-	df82a5c4fe1380c4a7fd97cc337d7974db8822d1
org.mvnpm	jquery	3.4.0	-	60ba20d6ce537a6b91470cad5f3199660ae10668
org.mvnpm	jquery	3.5.1	-	2ef88057a14db4a3922a358380f03e6468b2cbfb
org.mvnpm	jquery	3.6.0	-	5169959bed3fc35aa7da80ba70b83ea0f01b91e4
org.mvnpm	jquery	3.6.1	-	1465d1354330387bbdd1786d6698a5a71d4e7f1b
org.mvnpm	jquery	3.7.0	-	364a5690eaae5cf555a0d9e58a8b7a06e502bd49
org.mvnpm	jquery	3.7.1	-	6e8dfda049ad81932deff791a0a20b01b8cd0ea8
org.mvnpm.at.humanwhocodes	config-array	0.13.0	-	5ea045c0de5651df7f91e97cd55bb1893a83e77c
