br.com.jbugbrasil.bot	telegram-api-parent	1.0-Beta		N/A
com.anymindgroup	zio-pubsub_native0.5_2.13	0.2.7		766ef307614a40af25cdb8f4e2ffd7040d9555fa
com.anymindgroup	zio-pubsub_native0.5_2.13	0.2.8		9f288155f736584a7209bdcd74bd913842485eed
com.anymindgroup	zio-pubsub_native0.5_2.13	0.2.9		97a05681bedecdde1ec1cdd0a709c5090f95dad0
com.bicou	avokka-velocypack-enumeratum_2.12	0.0.7		74154f607d757d7cfaf47686b9cf649bae9ee296
com.bihe0832.android	lib-adapter	4.1.0		N/A
com.bihe0832.android	lib-adapter	4.11.0		N/A
com.bihe0832.android	lib-adapter	4.14.0		N/A
com.bihe0832.android	lib-adapter	4.14.4		N/A
com.bihe0832.android	lib-adapter	4.15.14		N/A
com.bihe0832.android	lib-adapter	4.16.13		N/A
com.bihe0832.android	lib-adapter	4.16.14		N/A
com.bihe0832.android	lib-adapter	4.16.15		N/A
com.bihe0832.android	lib-adapter	4.16.16		N/A
com.bihe0832.android	lib-adapter	4.16.17		N/A
com.bihe0832.android	lib-adapter	4.16.3		N/A
com.bihe0832.android	lib-adapter	4.16.5		N/A
com.bihe0832.android	lib-adapter	4.16.6		N/A
com.bihe0832.android	lib-adapter	4.16.8		N/A
com.bihe0832.android	lib-adapter	4.16.9		N/A
com.bihe0832.android	lib-adapter	4.19.0		N/A
com.bihe0832.android	lib-adapter	4.19.4		N/A
com.bihe0832.android	lib-adapter	4.20.0		N/A
com.bihe0832.android	lib-adapter	4.20.22		N/A
com.bihe0832.android	lib-adapter	4.20.8		N/A
com.bihe0832.android	lib-adapter	4.21.11		N/A
com.bihe0832.android	lib-adapter	4.23.1		N/A
com.bihe0832.android	lib-adapter	4.5.6		N/A
com.bihe0832.android	lib-adapter	4.8.2		N/A
com.bihe0832.android	lib-adapter	5.1.0		N/A
com.bihe0832.android	lib-adapter	5.1.6		N/A
com.bihe0832.android	lib-adapter	5.1.7		N/A
com.bihe0832.android	lib-adapter	5.10.13		N/A
com.bihe0832.android	lib-adapter	5.10.36		N/A
com.bihe0832.android	lib-adapter	5.10.37		N/A
com.bihe0832.android	lib-adapter	5.11.20		N/A
com.bihe0832.android	lib-adapter	5.11.7		N/A
com.bihe0832.android	lib-adapter	5.12.16		N/A
com.bihe0832.android	lib-adapter	5.12.6		N/A
com.bihe0832.android	lib-adapter	5.14.0		N/A
com.bihe0832.android	lib-adapter	5.15.10		N/A
com.bihe0832.android	lib-adapter	5.15.13		N/A
com.bihe0832.android	lib-adapter	5.17.0		N/A
com.bihe0832.android	lib-adapter	5.2.11		N/A
com.bihe0832.android	lib-adapter	5.4.0		N/A
com.bihe0832.android	lib-adapter	5.8.0		N/A
com.bihe0832.android	lib-adapter	5.9.10		N/A
com.bihe0832.android	lib-adapter	6.0.1		N/A
com.bihe0832.android	lib-adapter	6.1.0		N/A
com.bihe0832.android	lib-adapter	6.1.12		N/A
com.bihe0832.android	lib-adapter	6.10.0		N/A
com.bihe0832.android	lib-adapter	6.11.0		N/A
com.bihe0832.android	lib-adapter	6.11.1		N/A
com.bihe0832.android	lib-adapter	6.12.0		N/A
com.bihe0832.android	lib-adapter	6.24.4		N/A
com.bihe0832.android	lib-adapter	6.25.0		N/A
com.bihe0832.android	lib-adapter	6.25.12		N/A
com.bihe0832.android	lib-adapter	6.25.15		N/A
com.bihe0832.android	lib-adapter	6.25.5		N/A
com.bihe0832.android	lib-adapter	6.25.7		N/A
com.bihe0832.android	lib-adapter	6.4.0		N/A
com.bihe0832.android	lib-adapter	6.4.1		N/A
com.bihe0832.android	lib-adapter	6.4.2		N/A
com.bihe0832.android	lib-adapter	6.6.0		N/A
com.bihe0832.android	lib-adapter	6.8.13		N/A
com.bihe0832.android	lib-adapter	6.8.3		N/A
com.bihe0832.android	lib-adapter	6.9.12		N/A
com.bihe0832.android	lib-adapter	6.9.2		N/A
com.bihe0832.android	lib-adapter	6.9.21		N/A
com.bihe0832.android	lib-adapter	6.9.8		N/A
com.enioka.jqm	jqm-engine-api	3.0.0		6e599ad79cf9e2114b5d8d80a9f1c197dba2d992
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.10		16686bd7eb53305de321a27fb47e8e739d200fd2
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.11		8002a2ae77c0728f3d550b0fa6e0b1467b5beae2
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.12		8a2ad65b660379c5b9cc307d3270745584566939
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.13		3684194d07842e7f1a1720d6daaab5716c9b0967
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.14		a101b086101a62f3377a0dfb25435b7ed55a6d02
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.15		8836e28bd292abc4d14971a187009b30b4bdf09e
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.16		a01a16f781bae5b35f8d8ee53e11d5b0d4eab21d
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.17		48c1a88164ee9f53e631b9aa51ee25934ca573db
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.18		3efa54e8da3a75ecc0e0db557acbb3a75652701e
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.19		74374e78814ca33d8a131bc926e5aa90a97513af
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.3		9f84198092a7a9e8ba17e7ae1925c10763d7f7ca
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.4		9ff2b0c0764e53902f40780b20d2d008d39f1126
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.5		7d6a7d12f2dfb3243af3e5da8d6ca64cc5f3f58a
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.6		773f3314c536bf425ee566751de9974618a24195
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.7		1296a74f86fd4ec96661e64ed544dc979b6c86a4
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.8		64c9b5b425d54bae7285c986a1372eb1fb35ea25
com.eurodyn.qlack2.fuse	qlack2-fuse-template-service-api	2.3.9		26a48b3ba87b99df400a533271918d3dc3a2eed7
com.gft.mobile	initializer-core	1.0.0		79f7d3992567976f79a5401363af5975869fa26a
com.gft.mobile	initializer-core	1.0.1		79f7d3992567976f79a5401363af5975869fa26a
com.github.Microsoft.AdaptiveCards	adaptivecards	1.0.0		N/A
com.github.cheukbinli	original-depend	1.0.0.1-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.2-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.2a-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.2b-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.2d-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.2e-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.2h-RELEASE-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.2i-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.3-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.3.2-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.3.3-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.3.4-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.3.5-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.3.6-RELEASE		N/A
com.github.cheukbinli	original-depend	1.0.0.3.8-RELEASE		N/A
com.github.stonyshi	reactor-netty-ext	1.0.1		91b7540cb3bebf8259e3679d40f281b3bed8e2d2
com.github.tommyettinger	kryo-gand	0.1.1.1		838c57f90847badd2581c7407d088d7c545a22b9
com.github.tommyettinger	kryo-gand	0.3.3.1		100225502260fccec6ba6c0b4ad6994ca96cd172
com.gitlab.cdc-java.kernel	cdc-kernel	0.10.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.11.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.12.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.13.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.13.1		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.14.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.14.1		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.14.2		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.20.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.20.1		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.20.2		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.20.3		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.20.4		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.20.5		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.20.6		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.20.7		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.21.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.21.1		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.21.2		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.21.3		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.21.4		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.22.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.22.1		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.23.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.23.1		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.23.2		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.50.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.51.0		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.51.1		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.51.2		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.51.3		N/A
com.gitlab.cdc-java.kernel	cdc-kernel	0.52.0		N/A
com.juul.khronicle	khronicle-ktor-client-jvm	0.1.0		162e7be83704a24bbb3d1de2ebb158bd3e883d2f
com.juul.khronicle	khronicle-ktor-client-jvm	0.2.0		162e7be83704a24bbb3d1de2ebb158bd3e883d2f
com.juul.khronicle	khronicle-ktor-client-jvm	0.3.0		162e7be83704a24bbb3d1de2ebb158bd3e883d2f
com.juul.khronicle	khronicle-ktor-client-jvm	0.4.0		c5a503ace238290d09244088500d14a10065fc50
com.juul.khronicle	khronicle-ktor-client-jvm	0.4.1		c5a503ace238290d09244088500d14a10065fc50
com.juul.khronicle	khronicle-ktor-client-jvm	0.5.0		c5a503ace238290d09244088500d14a10065fc50
com.juul.khronicle	khronicle-ktor-client-jvm	0.5.1		0699b714a54a994db9d5d7bc78821b0141b7d231
com.maplecloudy.osrt	maplecloudy-osrt-maven-plugin	0.0.1-beta		ab9534d5c9bcb422faa1de9501a17ce51abd2004
com.mastfrog	predicates	2.5.0		abe245000e4ee85a98375215e5c51cb9543a56c8
com.mastfrog	predicates	2.6.0		68401eb94c4c3b4c2892071ff1e4ba1834b63710
com.mastfrog	predicates	2.6.1		db8e2f8899b384f2757564a411786525e3d91e2f
com.mastfrog	predicates	2.6.10		ad1da6504fdd53d02b8f83d757bb54d8eec23dd3
com.mastfrog	predicates	2.6.11		e7bba4d84a4aad7fd8255c87952df9cea36c1320
com.mastfrog	predicates	2.6.12		682b350913d9e61b98250ac5b9381f70ad34efe1
com.mastfrog	predicates	2.6.13		8d3721d4a38d64b8bc615f09287b631e4adb777c
com.mastfrog	predicates	2.6.2		c304dbd4faeb1ce7a0f8e7e994e76473393ca420
com.mastfrog	predicates	2.6.3		9b92a3671163b701e6c3d69486ca8e3094a94dd8
com.mastfrog	predicates	2.6.4		786a50a695d1b142a77b3f4621abecba6c512fed
com.mastfrog	predicates	2.6.5		021405cdc5c67bc76f2c8e3b0ecfdf2b116e12a5
com.mastfrog	predicates	2.6.6		2d40d0bbf323bc4d8170a31a84fd4b1f8841d71d
com.mastfrog	predicates	2.6.7		72344d85ac6a4bd50dd83e1400154686c63ba5da
com.mastfrog	predicates	2.6.8		38452b7c4e8675b928c55e9a421915272c225480
com.mastfrog	predicates	2.6.9		3e4f6ea6f1ba1f6f68797e9307d1d235b3a43ea4
com.mastfrog	predicates	2.7.0		b79d2fb9855f21184ef15bb50c93c78331c2c0d0
com.mastfrog	predicates	2.7.1		814eac2d701b6ff119760c63a9176979013841c2
com.mastfrog	predicates	2.7.2		e675544004cce00f1845995e083d4a720fdfb5f1
com.mastfrog	predicates	2.7.3		ef6363b9e25c4cc8d22704654aee5b768f72e64f
com.mastfrog	predicates	2.8.0		045892a0ade7618bef014d580d56922ca2605c53
com.mastfrog	predicates	2.8.1		2e1b72954979c5357ee57e872efced17919bacd1
com.mastfrog	predicates	2.8.2		c4a29662445cdc976dfa6200e25d32fadcbab079
com.mastfrog	predicates	2.8.3		b85f5a8f1da3c00a030447f72dcb04d3ee8e5009
com.mastfrog	predicates	2.8.4		a729f210033bc634dc2d9f3d5702446552ca9530
com.mastfrog	predicates	2.8.5		7f084da78992835700d0c2ebce3cb4e0a08ad4a5
com.mastfrog	predicates	2.8.6		f76bdac45094de1f45d13a0c0fe4a9181d60c95b
com.mastfrog	predicates	2.8.7		c1234f77d8406807a8b19e812ea4f8de24ecdef2
com.mastfrog	predicates	2.9.0		3d1a7d70446cfe19ed4bb03590b1b34ad627ca6c
com.mastfrog	predicates	2.9.1		05317e37b48dacc91990fa8a413008669f350686
com.mastfrog	predicates	2.9.2		9c202cb47f203d7763fab8a2695f4ed8b7b24931
com.mastfrog	predicates	2.9.3		bd53119abddd2b24b9a2ccf7d035a8fec1094dd0
com.mastfrog	predicates	2.9.4		3dd25ce3728826b41586b6573e1c591bbaeb17e5
com.mastfrog	predicates	2.9.5		e47ec0e7a5cd4bbcdd4af95188bff90d1f0f64ec
com.mastfrog	predicates	2.9.6		0433e8d55cd376f9ffcac224005a9640b0856c5d
com.mastfrog	predicates	2.9.7		c403e030cc5c703d917b95f52059d2ce901e12e9
com.ning.billing.plugin	currency	0.5.0		f3dfde086465e8288e60908d84157d9cf7de95cf
com.pep1	pep1-commons-jpa	0.1		d19b4edbe87ed2f1a572d39a66281a2087e7af41
com.pep1	pep1-commons-jpa	0.2		7d65a8e7a661851e87026e7648b1ca6c872e23cb
com.pep1	pep1-commons-jpa	0.3		7db1ac25f718843b87e8d3066621a70fa61a3854
com.pep1	pep1-commons-jpa	0.4		cf35d701ac473cfc00e9079a7cc5a1f5cc2c3a73
com.pep1	pep1-commons-jpa	0.5		b1aeb42cf86d2345c4769b138b2072372a6a72d4
com.pep1	pep1-commons-jpa	0.6		f91e48b9ad7705d74590d27788febcc5b8b2836f
com.pep1	pep1-commons-jpa	0.7		daaf1af866c56e16c6890f97007a1171e959b0de
com.pep1	pep1-commons-jpa	0.8		1c9e2b051767b03e63d294e24ee35f507dcb7880
com.pep1	pep1-commons-jpa	2.0		57807fd20fdbc26412f7b4b1d4da68b1420b3232
com.pep1	pep1-commons-jpa	2.1		9fbaa650d7e6320b44b15c0bc37c3baa832495a2
com.qq.e	GDTUnionSDK_TBS	4.17.568		cabb7f1c2cff11010b8a30aadf93eaae7b1613bb
com.qq.e	GDTUnionSDK_TBS	4.18.569		ad9a2a570b9a3533b7322f07c0ada799d7a9042b
com.rickbusarow.docusync	com.rickbusarow.docusync.gradle.plugin	0.1.0		N/A
com.rickbusarow.docusync	com.rickbusarow.docusync.gradle.plugin	0.1.1		N/A
com.splendo.kaluga	links-iossimulatorarm64	0.3.0		N/A
com.splendo.kaluga	links-iossimulatorarm64	0.3.0	metadata	520aa4d061e027ec4863970f36151b2d8897ec4a
com.splendo.kaluga	links-iossimulatorarm64	0.4.0		N/A
com.splendo.kaluga	links-iossimulatorarm64	0.4.0	metadata	d4483402c3e28f24528389f08c4493673eee5a8d
com.splendo.kaluga	links-iossimulatorarm64	0.5.0		N/A
com.splendo.kaluga	links-iossimulatorarm64	0.5.0	metadata	604de9b38dbfcd265000dd34a676bcf3db06f687
com.splendo.kaluga	links-iossimulatorarm64	1.0.0		N/A
com.splendo.kaluga	links-iossimulatorarm64	1.0.0	metadata	c381dedccd0c357d2c2d189e678a7175f50f3a98
com.splendo.kaluga	links-iossimulatorarm64	1.1.0		N/A
com.splendo.kaluga	links-iossimulatorarm64	1.1.0	metadata	03ac78672650d98ed0e24dae5bbdd17b0b2c568b
com.splendo.kaluga	links-iossimulatorarm64	1.2.0		N/A
com.splendo.kaluga	links-iossimulatorarm64	1.2.0	metadata	318b3aed0a0d09b6114f1fc0842a790de141a10b
com.splendo.kaluga	links-iossimulatorarm64	1.2.1		N/A
com.splendo.kaluga	links-iossimulatorarm64	1.2.1	metadata	982fe78044228eeb388e550584a92371578d3fe8
com.splendo.kaluga	links-iossimulatorarm64	1.3.0		N/A
com.splendo.kaluga	links-iossimulatorarm64	1.3.0	metadata	5dab4ae392113d6d80bdd32d5bfa398f200d7822
com.splendo.kaluga	links-iossimulatorarm64	1.3.1		N/A
com.splendo.kaluga	links-iossimulatorarm64	1.3.1	metadata	462cc681f7f347f52cd0be1aec53dae8f4cc2004
com.splendo.kaluga	links-iossimulatorarm64	1.4.0		N/A
com.splendo.kaluga	links-iossimulatorarm64	1.4.0	metadata	fd9b095e720b2f0f33c9e2552f88110aeccfbcee
com.splendo.kaluga	links-iossimulatorarm64	1.5.0		N/A
com.splendo.kaluga	links-iossimulatorarm64	1.5.0	metadata	5a46d5170bbd97dfb6943259e81aaf6f8fba8359
com.splendo.kaluga	links-iossimulatorarm64	1.5.1		N/A
com.splendo.kaluga	links-iossimulatorarm64	1.5.1	metadata	0a49efc6824d6b7c8e1e06ac4fdac8aba9b3cb04
com.squarespace.template	template-core	1.0.35		fb157f447defecbf54b011824a72095a6a510932
com.squarespace.template	template-core	1.0.36		9d11cedaa3931d06be21965278505aca4d90b31b
com.squarespace.template	template-core	1.0.37		99726d62f8afcc44792238f05ba53d71ab1e3a2c
com.squarespace.template	template-core	1.0.38		630221941c18adb33b188f79c447b33ee1de4b2a
com.squarespace.template	template-core	1.0.39		7844b26dab841c652bf42f95905ddc4c5085ef01
com.squarespace.template	template-core	1.0.42		0e1278e2a412e7608998109999c9409be876ccbb
com.squarespace.template	template-core	1.0.48		11b84a7b760bbb60ac992eba926d050b7eb35f7c
com.squarespace.template	template-core	1.0.50		63e69579d7483430c2b45dc042de24115d52b16c
com.squarespace.template	template-core	1.0.51		b4c66b7a0f31497abcce0d1f792c3386285d50dd
com.squarespace.template	template-core	1.0.52		ba53d3bddceada5178b10ba07ede18f6a0968361
com.squarespace.template	template-core	1.1.5		a4e3ea4a9ad6a58f8e943bf06ddd0cf9f13d24a9
com.squarespace.template	template-core	1.2.2		7d574f5fcbf66299c0f5113b91595f63ad0b8552
com.squarespace.template	template-core	1.2.3		c13dda939a81012bfd6ec88661a855681dc50c92
com.squarespace.template	template-core	1.2.4		5b9b8d9cc82a98f947b568ec8cb1f08646b85fad
com.squarespace.template	template-core	1.2.5		d8b773767c14b2c12289a13e12ed23ba4390e368
com.squarespace.template	template-core	1.2.6		7bb24066b15f7ed11a6aec8c5dc8ccb1e90f2a68
com.squarespace.template	template-core	1.2.7		20762fdc390940c72aefa30868d3d1abe8049475
com.squarespace.template	template-core	1.2.8		bc02641128b77a1c3d71243a35f58093a2dfa793
com.squarespace.template	template-core	1.3.0		9628080b54cfdb01985c101a12dc266f79cd6b4f
com.squarespace.template	template-core	1.3.1		8b81a4dee225f96168d0af2f21988f6cb9b3516a
com.squarespace.template	template-core	1.3.10		e076c78341eee25a498a2c58cd86f891ae6b7dbe
com.squarespace.template	template-core	1.3.11		3bd9ef831699be46642eb4060423ebb36ff6d065
com.squarespace.template	template-core	1.3.12		8dadf37a85ceb6fe1f92569b9004054f8eec07b3
com.squarespace.template	template-core	1.3.13		398470811d84034dda5fd6bb0ca66eca0c2c2f02
com.squarespace.template	template-core	1.3.14		5655690617efdf07d82f7728822ef6a3f5a1fea2
com.squarespace.template	template-core	1.3.15		1f5f1eba678baa5df8d14ba59a139330653dd56b
com.squarespace.template	template-core	1.3.16		a433717f8bfd309383f583bd0c85e798320134c1
com.squarespace.template	template-core	1.3.17		84d5bd609026a9b27251aa306878ef1e07c265dc
com.squarespace.template	template-core	1.3.18		cf7094e637d23384403a97cc39184b220de4b7eb
com.squarespace.template	template-core	1.3.19		839ece25ce430fe224263317dbcd9d8b21795feb
com.squarespace.template	template-core	1.3.2		be448a909f79a31f9f6f8dd50daf89bcbf3e739a
com.squarespace.template	template-core	1.3.20		033b1ddce9fa6ee8ee6b4941e8e8c165b40350f3
com.squarespace.template	template-core	1.3.21		e5e3be70b5869b07323562444a2636c861ddfca1
com.squarespace.template	template-core	1.3.22		7fb4185d13b232c57d45f2d2890e072a3c1598b5
com.squarespace.template	template-core	1.3.3		4f6d881074b30a6d82519a29403a602a6d194647
com.squarespace.template	template-core	1.3.4		6e5ff6d6315a0f494f0f94b7759b485ab09f16e2
com.squarespace.template	template-core	1.3.5		a7188c52f5e8fabfb6c92de48d751671cbfaab08
com.squarespace.template	template-core	1.3.6		643b54e85a865fd71316a224e8d6ff90fc156a8e
com.squarespace.template	template-core	1.3.7		c82af8f5112c1a03122a998d70eb4ef6af30e4ae
com.squarespace.template	template-core	1.3.8		4ade99803d1dad3429fbc7b64023c163faee888f
com.squarespace.template	template-core	1.3.9		0e466f5484a307270128e1af23574fc34b0f28b9
com.squarespace.template	template-core	1.5.0		14512e34fec0419fcc2ff5ecdea88b980748a3c6
com.squarespace.template	template-core	1.5.1		0b6c74da7e91319de3936d70f96c3dd0862616c6
com.squarespace.template	template-core	2.0.5		319a50da34a2a21eaa2930642099c3a5e407ede2
com.squarespace.template	template-core	2.0.6		6d8fae11dd7496d1ebfc15fb0923309a381bb537
com.squarespace.template	template-core	2.0.7		2617aadf0f287ee07ee387d017e4a98270557bea
com.squarespace.template	template-core	2.0.8		b058819fffa90bd7cc28b5457bc8a8947742a8d3
com.squarespace.template	template-core	2.0.9		770d76f53dd557bfb01882a3636b942aeac6eda5
com.squarespace.template	template-core	2.1.0		a5fcafb5dc0d4f94d827ee5de9224881384d2097
com.squarespace.template	template-core	2.1.1		c5dffd5dabd424aaf9633f39f256f0f0faa39262
com.squarespace.template	template-core	2.1.2		ce0492b8c433b2d80c060eed64984a93f27f1c64
com.squarespace.template	template-core	2.1.3		99706541212258c632de29a0bfdda216728d4213
com.squarespace.template	template-core	2.1.4		80ec6cc16335f3cc8dd54b96cd7cb72b0ccb227b
com.squarespace.template	template-core	2.1.5		60a7e9c3f8801671b409e4221ba188a23b0ec13a
com.squarespace.template	template-core	2.1.6		fa98dc2599d2825e29d3dda0bcfe843e8d7532d5
com.squarespace.template	template-core	2.1.7		75e32c7d4cfff8184c9a256f67a2c122b08e5ded
com.squarespace.template	template-core	2.1.8		61a0d4f24b2f3672325b9e2f85f791ff5c6deb92
com.squarespace.template	template-core	2.1.9		04dd68dccc1d6a3067d00562d9235ff107b1d8b1
com.squarespace.template	template-core	2.10.0		9a0ea179d400abebb6eaa794f731ae3a064bc6b4
com.squarespace.template	template-core	2.2.0		40006df5d9601ca5de15db8881bbea60cb8dd744
com.squarespace.template	template-core	2.3.0		d0b4092b44a92e7152171344071be51523573490
com.squarespace.template	template-core	2.3.1		3f727df616c3b472f9f7d2ab18f3d23d094837e7
com.squarespace.template	template-core	2.3.2		a2a634f2a6c3c6b958e991407d3d82d58de2c1b1
com.squarespace.template	template-core	2.4.0		e057f2455fe687faf3b1276025145a624b66acf9
com.squarespace.template	template-core	2.4.1		14c38c859539f02d59fbe408a504de3faea68169
com.squarespace.template	template-core	2.5.0		6bf979004f3e10ce2df8a6c8a045e9d663b6b400
com.squarespace.template	template-core	2.6.0		50833c432d3d2542454383d8282df5a576fcb562
com.squarespace.template	template-core	2.6.1		b2d6f82fc24ecc13a809a557b3ff6978f6c72cdb
com.squarespace.template	template-core	2.7.0		60932b6f54f9fafaf5f41313e000839f2c76156b
com.squarespace.template	template-core	2.8.13		ccfd72fb8e07a0a8953d75ae9cb7fc9cd0d16598
com.squarespace.template	template-core	2.8.14		d725271907d5c8b581543c1bd40e73359a1fc944
com.squarespace.template	template-core	2.8.15		bb1c2a526227432c8c192f4f3962654ab5b4ec17
com.squarespace.template	template-core	2.8.18		7e3ea203eaec6e65a1f78ece4f228541eb43b3c8
com.squarespace.template	template-core	2.8.19		244b96b7640bf05ba5dd38c130bb9983998322f1
com.squarespace.template	template-core	2.8.20		ab117e4f99eed531991ddd25d4e6067e984fefc4
com.squarespace.template	template-core	2.8.21		844de7e144030a9aa6ee224e9b3cad066871afdd
com.squarespace.template	template-core	2.8.22		6bf26c7c30a0bb71edb0ed9aeb49050e8a3b8a1b
com.squarespace.template	template-core	2.8.23		13afde49f3c0c83f5aacc9c7c019582cbb034011
com.squarespace.template	template-core	2.8.24		4728596c825efcec73b29d53a60f17bcfc7d15c0
com.squarespace.template	template-core	2.8.25		e435c3e9d15bdbcaaeb712140189a098b27463d2
com.squarespace.template	template-core	2.8.26		6d6e985ae62a32813fbe59df1e4777cae3da846a
com.squarespace.template	template-core	2.8.27		8c5266a822829109078ba64e61a9b9e5cecb9658
com.squarespace.template	template-core	2.8.28		fd682e3b5a7e4852c250c0129cb7cc0e93af6395
com.squarespace.template	template-core	2.8.29		00b72eddf0c96c2a597d1ef52e73f6122dfcd0ea
com.squarespace.template	template-core	2.8.30		102034be117e3dfe4b43bbd13a1fb02a08e69899
com.squarespace.template	template-core	2.8.31		42cbcd45a909a89b1d6e488154e1916a49103ca4
