br.com.jbugbrasil.bot	telegram-api-parent	1.0-Beta		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.3.0-M4		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.3.0-M5		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.3.0-M6		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.3.0-M7		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.3.0-RC1		N/A
org.scala-native	clib_native0.5.0-RC3_3	0.5.0-RC3		a8075119e4b5647572f475c7bf9948ead4342228
org.tpolecat	sourcepos_2.13	0.1.0		7e725b2aa410ea09e742be06504b6067b24ff929
org.tpolecat	sourcepos_2.13	0.1.1		0e707db1c19aeb15a9b2bdd8293f4415fac06730
org.tpolecat	sourcepos_2.13	0.1.2		46ac79c926a391ab4dbf934702d987399636e79a
org.tpolecat	sourcepos_2.13	0.1.3		8bb23511859ad93d33391fd0d5c219d7043ad1dd
org.tpolecat	sourcepos_2.13	1.0.0		144f8582635da01c96586d6d6aa8e3cdf16f3d95
org.tpolecat	sourcepos_2.13	1.0.1		14676b1f34d679ec8fe1ec09629af06277b984c6
org.tpolecat	sourcepos_2.13	1.1.0		fd142d52109e38f6e80d99b6407f87102bc8dfc7
org.typelevel	munit-cats-effect-3_sjs1_3.0.0-RC3	0.4-11-724a0ea		8189a345a382655830902fa607803b53200941b4
org.typelevel	munit-cats-effect-3_sjs1_3.0.0-RC3	0.4-2-e303a29		8b2e0813091d0d021b25ed38de4e3caa32b0f11d
org.typelevel	munit-cats-effect-3_sjs1_3.0.0-RC3	0.4-4-5a4ee90		2abd314a2fdaeabcd41f8bd3ac33a9574cd1583a
org.typelevel	munit-cats-effect-3_sjs1_3.0.0-RC3	1.0.2		46c73f05260511e7cd2508a02c80a1d4d411c8da
org.typelevel	otel4s-sdk-exporter-metrics_3	0.10.0		fa488d075831e88f246b60b81d6a4b29ce1fcc06
org.typelevel	otel4s-sdk-exporter-metrics_3	0.11.0		c31363564074123ffdc7e5db3d2589a56348d19d
org.typelevel	otel4s-sdk-exporter-metrics_3	0.11.1		b9074c308664dce2d718f787e4ecfe205f5bc634
org.typelevel	otel4s-sdk-exporter-metrics_3	0.11.2		7ae40f161549bd231ad3f13b328673b32854dccb
org.typelevel	otel4s-sdk-exporter-metrics_3	0.12.0		1957c7d38c4b2c3b49821af9e5c85e57085ca978
org.typelevel	otel4s-sdk-exporter-metrics_3	0.12.0-RC1		5cdb44c472b4ce1f3e6d4f4973a6fc9fee878560
org.typelevel	otel4s-sdk-exporter-metrics_3	0.12.0-RC2		f2b9620b3469aff75149ebd0f80f113faefa9e19
org.typelevel	otel4s-sdk-exporter-metrics_3	0.12.0-RC3		bfc218f4a7b029011731961dc977f0c078e0b81f
org.typelevel	otel4s-sdk-exporter-metrics_3	0.12.0-RC4		20dad2b30ede90116267f3c175c7927bcce009c4
org.typelevel	otel4s-sdk-exporter-metrics_3	0.7.0		3ce3dd69b6e95cd35a2199d4e938d258814eb2b0
org.typelevel	otel4s-sdk-exporter-metrics_3	0.8.0		903966f65955e1add1ca8f063699a6d587a5d48c
org.typelevel	otel4s-sdk-exporter-metrics_3	0.8.1		910d32df121c21d98dbaa43c52256b992aa5dc7a
org.typelevel	otel4s-sdk-exporter-metrics_3	0.9.0		dcec884e71cec5b28b48358de7a0a393420f21a2
org.webjars.bower	progressbar.js	0.8.1		0ce5ee458257f70d79a8807cdd2d795d1d3e56e3
org.webjars.bower	progressbar.js	0.9.0		39367e2c81091db1e2caef11229dfed3b8f24b4d
org.webjars.bower	progressbar.js	1.0.1		0aaff0bff0b01ecbce1ef59bc45eb482b49c1fe2
org.webjars.npm	vue-morris	0.0.13		9b9ec283541d677093ee1cc6468c6b03756ee476
org.wso2.brs	CallChargingService_Service	2.2.0		N/A
org.wso2.brs	CallChargingService_Service	2.2.0-beta2		N/A
tv.blademaker	kotify	0.1.0		2062529bb227b96b039c4b19799ac8d4f9628d28
tv.blademaker	kotify	0.4.0		67f87e5a5ad8e267db7a473f97d00ae8822445a3
tv.blademaker	kotify	0.4.1		5c17764d7a18ddc0cfead167d420e4fe37a884ca
tv.blademaker	kotify	0.4.2		7764b3bbcf1e252d5546c7d7cdc8dc4bf0b60271
tv.blademaker	kotify	0.4.3		ed0ba1dd5d368191c1188a4f57361b2128436087
tv.blademaker	kotify	0.4.4		b95c32651e020d3d5fa92917c93a12e48f8dad4b
tv.blademaker	kotify	0.4.5		79746e7495f0f7225aa3c786c41d99227cc8a629
tv.blademaker	kotify	0.4.6		b897461b2a44635271f4477206565cb0a2002ba4
tv.blademaker	kotify	0.5.0		72c369db76ba857fbba57a3894ff11ef7960747d
tv.blademaker	kotify	0.6.0		2a4bbc062701e22e12e2151828f4f704bab483ca
tv.blademaker	kotify	1.0.0-alpha.6		a04e2fbbf17bb02298e32b795ebc5aee7c9c2e3d
uz.rsteam.coil-3	coil-test-android	3.1.1		N/A
za.co.absa	pramen-extras_2.11	1.0.0		ce0204b4ac10c897c26e87d7a36452bd6a03f813
za.co.absa	pramen-extras_2.11	1.0.1		2d1ee2822699e1e24883ce49ad8c3a7d7756e880
