au.id.tmm.tmm-scala-collections	tmm-scala-collections-core_3	0.2.0		28ba8d47c04a3d75e9cf34e62195ec833df9ac84
dev.tauri	choam-docs_2.13	0.4-b5dc0ec		e3481b1acc6594a1e4d7949c9f863d253421f8d5
dev.tauri	choam-docs_2.13	0.4-ba83b91		ba3e74ea78bd02d9f00ce2bcf222cb3cbf50ccaf
dev.tauri	choam-docs_2.13	0.4-c93006f		3fcf15447313cc96ac9e1d6a6aac6126795eab56
dev.tauri	choam-docs_2.13	0.4-cf3aa80		b35f72b2256d83bf74ad30349d3564db7a893353
dev.tauri	choam-docs_2.13	0.4-d80b0b1		0306df0f10108774587716f9166976aa3c29bb3a
dev.tauri	choam-docs_2.13	0.4-e3b8e88		0473fe9e724cfc4017d1f6414c9bfda34839aebf
dev.tauri	choam-docs_2.13	0.4-f6850f0		fb5439d88f5c21abd16efb074b8b170332926f6f
dev.tauri	choam-docs_2.13	0.4-fc44137		7452e0189148ed8b7ded67be0273adb6c2d36111
dev.tauri	choam-docs_2.13	0.4-fdd1d38		4c6175c469b11b63d864f935fc5396265469c15d
dev.tauri	choam-docs_2.13	0.4-fe0b9e5		1d187681c6bdcdfd3c8c3a730489ef8493d60643
dev.tauri	choam-docs_2.13	0.4-fedb51e		feb274886d85b73c1cd19ba26751595f1e38ce07
dev.tauri	choam-docs_2.13	0.4.0		f1552a6d15b5b625940cc2179795649b158ae02a
dev.tauri	choam-docs_2.13	0.4.0-M1		1c5952475cca203f6119463d97f43475577834b1
dev.tauri	choam-docs_2.13	0.4.0-M2		a9bc7013a5eddc2b86ee34fe76a4abe416d1cc24
dev.tauri	choam-docs_2.13	0.4.0-M4		9a285a8e98bfba9981e07456ba5ca0a31bd90426
dev.tauri	choam-docs_2.13	0.4.0-M5		307ddd203ad4895d7108616799df4e0cf00ece35
dev.tauri	choam-docs_2.13	0.4.0-M6		bf109f64b188f20537ff1b305efd15e3b4c346c0
dev.tauri	choam-docs_2.13	0.4.0-M7		4e670e847bdd1576e26ace5e15e0d2fa3b270d2d
dev.tauri	choam-docs_2.13	0.4.0-RC1		b6e8f889e3694aca91aeccdcc3382faaacba0e1a
dev.tauri	choam-docs_2.13	0.4.0-RC2		9478126989ae95f358fc51e6643c020a647eb094
dev.tauri	choam-docs_2.13	0.4.0-RC3		45537e2357c3b7da8c49b48328ac876fe5d1b5c1
dev.tauri	choam-docs_2.13	0.4.0-RC4		6649731aa47ff4a1075769a9baed57f163887a97
dev.tauri	choam-docs_2.13	0.4.0-RC5		202c1b75cea63d73cbca8a91edfefd50bf212e56
dev.tauri	choam-docs_2.13	0.4.0-RC6		f4c787499e7519df27b6a5cbf92649ea7cd460f6
dev.tauri	choam-docs_2.13	0.4.0-RC7		c2983caded28f76b143bc8f0e7057e049e4778f1
dev.tauri	choam-docs_2.13	0.4.0-RC8		6f46e8ccbe5186a618a1f52df5a23a2cb946a7de
dev.tauri	choam-docs_2.13	0.4.0-RC9.long-id		6326f24319d27e3861a9729ed3498b3b9372d3bb
dev.tauri	choam-docs_2.13	0.4.0-RC9.long-id.padcache		ef78ac9654acc26b74151fddd50e2fc1ac0c6020
dev.tauri	choam-docs_2.13	0.4.0-RC9.long-id.padcache.longmap		9a393001811ef4643281a1a5a79caffdd2be06ea
dev.tauri	choam-docs_2.13	0.4.0-RC9.long-id.padcache.longmap.trcm		87b5e21a19dd1070b3cb56c6fe0e8b7c94491566
dev.tauri	choam-docs_2.13	0.4.0-RC9.z.1		961c240fc4baeca677412cc86b9599de8f5dd441
dev.tauri	choam-docs_2.13	0.4.0-RC9.z.2		8abbe4a9d29261e72414ff66c02db1a4e5f9ae75
dev.tauri	choam-docs_2.13	0.4.0-RC9.z.3		c65d2312a9b7998c12309460e21f56f968c13e98
dev.tauri	choam-docs_2.13	0.4.0-RC9.z.4		0644889a56067872e044ea37b49c2c31929cc98e
dev.tauri	choam-docs_2.13	0.4.0-RC9.z.5		5b2ef738b8fc3b48e3664fae693dd64f4c0d5293
dev.tauri	choam-docs_2.13	0.4.0-RC9.z.6		0eb366569d38eaa13fbac8a1b8e35d80bb0fa93b
dev.tauri	choam-docs_2.13	0.4.0-RC9.z.7		3bffb5368aa261fb68fb21b9bd1be0f8d0e95736
dev.tauri	choam-docs_2.13	0.4.1		0364495e74cbf7925d43a45d7f68f7cc071e52e9
dev.tauri	choam-docs_2.13	0.4.10		ebef9a16f2843c36d9fb2f4f2f08c9b47a0b2c20
dev.tauri	choam-docs_2.13	0.4.10-110-4292887		8b204a3c19a1661183767c07bb55446bdc3553e7
dev.tauri	choam-docs_2.13	0.4.10-118-0b8d0c8		4bfd3d8004fc5f824961024ffb4e24cc67464e76
dev.tauri	choam-docs_2.13	0.4.10-14-9aef57f		c69778fe79aeadd22192e6134bba31d2d2ffbc8c
dev.tauri	choam-docs_2.13	0.4.10-141-46bf1d9		d3a6b64a240930a0170a7bb41b42385b74ebe4b3
dev.tauri	choam-docs_2.13	0.4.10-25-801511c		3190c5c1a385a36d1194036fc091f0dd8139260e
dev.tauri	choam-docs_2.13	0.4.10-3-3a25cbb		cdbfef07deef595f20b395d3143922e9a5439fb5
dev.tauri	choam-docs_2.13	0.4.10-31-cd2a90f		278f749fdbedde57c45bc74418231a694829faa1
dev.tauri	choam-docs_2.13	0.4.10-32-97457c3		0f8e2684b1e64a89a503c0c06a1f07ab8de18e63
dev.tauri	choam-docs_2.13	0.4.10-56-21d15ba		8eb316da78e0c0eba7e385012b95d62929921368
dev.tauri	choam-docs_2.13	0.4.10-67-f77a3c7		aab5f50b713a91a1bd3fffd272fa6e93e901aac5
dev.tauri	choam-docs_2.13	0.4.10-68-6f002f5		7eda82280c82a3ffa5b0dd82b8bb313b15930252
dev.tauri	choam-docs_2.13	0.4.10-7-36cfe17		c756c8f2bf777897bf4305e01ca0635bcb0ec88d
dev.tauri	choam-docs_2.13	0.4.10-82-6c7adbd		0a35667bad5f10e806c5f65d2b52442d630f00f6
dev.tauri	choam-docs_2.13	0.4.10-94-f43fb59		980ee2d5b5f890582d0489e1d3d690661342776d
dev.tauri	choam-docs_2.13	0.4.10-99-abbf591		238e9f636c19364bad91ef43255056dc931ad0c2
dev.tauri	choam-docs_2.13	0.4.11		4e823f0d6fa109e52c0ac1f26e7ae935ed991bd5
dev.tauri	choam-docs_2.13	0.4.12		4cb32956a6d950f484943f2ec0593ffb20d1f1b0
dev.tauri	choam-docs_2.13	0.4.2		8d9dc743c26bd3cfb2c8be71b7dc4b961ab0f64e
dev.tauri	choam-docs_2.13	0.4.3		67e2081c8ae11a5cf905dc815cdc060c62389ef2
dev.tauri	choam-docs_2.13	0.4.4		41046b3276009fee1d569f7903a733e234b72417
dev.tauri	choam-docs_2.13	0.4.5		292c7436659a6a25b41ad05e65ddb9f564a913b1
dev.tauri	choam-docs_2.13	0.4.6		5f2b2a738239e59ac913b23bf5382f7a48f352df
dev.tauri	choam-docs_2.13	0.4.6-1-3a052fb		00302f67034761d43b9041c0b149b236617b0d5b
dev.tauri	choam-docs_2.13	0.4.7		d5d6b844e78dca3b83d7b7eb981159e46b0afb1b
dev.tauri	choam-docs_2.13	0.4.7-4-e653aaa		a5575955c608356869fcf7a22507db2d501123d1
dev.tauri	choam-docs_2.13	0.4.7-5-a1ce24b		5f24a60109a8e0c0841a368a152f8f70b2b495c0
dev.tauri	choam-docs_2.13	0.4.8		8ad805a8b9cfc648883578eac6ed5996d1d51c3d
dev.tauri	choam-docs_2.13	0.4.9		3f53234bdfe00e853187667cc0053269661eff2d
dev.tauri	choam-docs_2.13	0.5-1bbdb4c		fe6b57e675e629757f7d98195aca37503eb926e0
dev.tauri	choam-docs_2.13	0.5-4c4b98d		71ed93dcb1234c2cc606618e595a9dfd1394aff3
dev.zio	zio-aws-rekognition_2.12	5.17.102.7		834c392d73515c25605f1dd26d949878c8da0c1d
dev.zio	zio-aws-rekognition_2.12	5.17.102.8		8af317dbb2c11418983ba2610f07a3226b013474
dev.zio	zio-aws-rekognition_2.12	5.17.102.9		70d81e86555dd6c5dea834c4543a536dadf7778e
dev.zio	zio-aws-rekognition_2.12	5.17.103.1		c033e640a8b0cd7361610ca57d884ee49a48abf0
dev.zio	zio-aws-rekognition_2.12	5.17.104.1		9b0f4f488a48a54e088fffd58a0e11617cc1d9db
dev.zio	zio-aws-rekognition_2.12	5.17.104.10		d228d3f6aed8bcb8e07c696d2b22c608c47f8cec
dev.zio	zio-aws-rekognition_2.12	5.17.104.11		451cbe426ee8fff7d7e81daf450bb15a98d50463
dev.zio	zio-aws-rekognition_2.12	5.17.104.12		495b1c441e87e05886526a32b05fa25ea5264cf2
dev.zio	zio-aws-rekognition_2.12	5.17.104.13		075932d60ccc58f7aad61fd81a483569b7ee8a5a
dev.zio	zio-aws-rekognition_2.12	5.17.104.2		5dbeb92c6fa8485b815d5df8279631f6fa3a6f2b
dev.zio	zio-aws-rekognition_2.12	5.17.104.3		17986b43e3519bc7dc5861edc03c85c1d93e79b4
dev.zio	zio-aws-rekognition_2.12	5.17.104.4		873407d358e77ffe35d302d63eb2e7b0851bd837
dev.zio	zio-aws-rekognition_2.12	5.17.104.5		5d74473a1bc92edb445120de972c6aa17ba23cf5
dev.zio	zio-aws-rekognition_2.12	5.17.104.7		9ad7a69f0a30f6812799c167054093aa37d7e5b2
dev.zio	zio-aws-rekognition_2.12	5.17.104.8		56565f662abdb7fb65a2fb18727a25117c3c0a86
dev.zio	zio-aws-rekognition_2.12	5.17.104.9		8301772988adc894326257e4a88ebf1aba183ac7
dev.zio	zio-aws-rekognition_2.12	5.17.112.1		25b88c6e6be7b117646dbd63f1c1f4812c4b311f
dev.zio	zio-aws-rekognition_2.12	5.17.113.1		1a393593725aa27067b0de0d971ea4ca9c9d91ae
dev.zio	zio-aws-rekognition_2.12	5.17.115.1		9d2f8927c861554ed8ff0e8fe302b9dc9047fc7d
dev.zio	zio-aws-rekognition_2.12	5.17.116.1		b7c84d148ce3b1491e369e674887552ae0731e80
dev.zio	zio-aws-rekognition_2.12	5.17.116.2		45667cd2f50d9be8bd822217fb1175d40da2d1a2
dev.zio	zio-aws-rekognition_2.12	5.17.121.2		db89bc8937301c28d5a956a232e8b24fef3ec2d3
dev.zio	zio-aws-rekognition_2.12	5.17.121.3		083f8817150524a6712b68207ca3eeac1a69919b
dev.zio	zio-aws-rekognition_2.12	5.17.122.1		1d9d84408c444a7f7f3065df41f007d0e1e16335
dev.zio	zio-aws-rekognition_2.12	5.17.123.1		8c7e5cec0ed66de21076886efbef9d117244c167
dev.zio	zio-aws-rekognition_2.12	5.17.123.2		b70d36beca2c0b4ab1087cc136cf65c85cc43662
dev.zio	zio-aws-rekognition_2.12	5.17.124.1		9c97d4076e2cc36121aea2d98ad748c9d501ff66
dev.zio	zio-aws-rekognition_2.12	5.17.124.2		ba4093e5015e44a080f62e7572d20d4c8bdd89c8
dev.zio	zio-aws-rekognition_2.12	5.17.124.3		7fe4edb20e4fc21c8aa1cf4261767e3352be8edd
dev.zio	zio-aws-rekognition_2.12	5.17.125.1		87916ef29fc25419abb74f1c36cd89785dd02139
dev.zio	zio-aws-rekognition_2.12	5.17.126.1		d29018de8a67516ea87ad306b3793c76afc53345
dev.zio	zio-aws-rekognition_2.12	5.17.126.2		ff1421cd298d12c70db45fa21e018b84e9deab1d
dev.zio	zio-aws-rekognition_2.12	5.17.127.1		fe16a920763b269c02a4124fdc77fc15a40c71a6
dev.zio	zio-aws-rekognition_2.12	5.17.127.2		e6025d523c0cdc8e5bbcc9459a5a26fc06cd09ac
dev.zio	zio-aws-rekognition_2.12	5.17.128.1		34922a0ec515ef0a954dd0b42e1fde09a19e97b3
dev.zio	zio-aws-rekognition_2.12	5.17.129.1		ba19be4a800e1e98e9bdcde0e363ac485322f2fe
dev.zio	zio-aws-rekognition_2.12	5.17.129.2		1ebd5f02bd104ecea4a4405b3c7efb46fc80e2d1
dev.zio	zio-aws-rekognition_2.12	5.17.129.3		b5e5c22d4a7e2bd1072f8eaa22c57d588c1b114e
dev.zio	zio-aws-rekognition_2.12	5.17.130.1		d372df2bf0afcfa6c16d89752bd0732a8a41c0b1
dev.zio	zio-aws-rekognition_2.12	5.17.130.2		9d805292b30e97a621e5bdf9733671644daacb6a
dev.zio	zio-aws-rekognition_2.12	5.17.130.3		61a33b7b820ee160c17bc0a62c2760e7cd2fde03
dev.zio	zio-aws-rekognition_2.12	5.17.130.5		d6ed17bf34a0ec886bfeb233a1249e5f8cf4f491
dev.zio	zio-aws-rekognition_2.12	5.17.130.6		30480404336b557381c6167ffef65bdabb7323f9
dev.zio	zio-aws-rekognition_2.12	5.17.130.7		6c1fa8bbaa928624412d7ee1405afd4b3b2288da
dev.zio	zio-aws-rekognition_2.12	5.17.130.8		b76b4b71d3882c125b482068f47a506ec6cfd9fe
dev.zio	zio-aws-rekognition_2.12	5.17.144.1		7f2919a319b7595e35f2941a6fd490027fd48a1b
dev.zio	zio-aws-rekognition_2.12	5.17.145.1		e9825a8fb0bb21372648453f4209491f25cde28c
dev.zio	zio-aws-rekognition_2.12	5.17.146.1		64a14f75dbbfbe0002d2062fd9a482bf88069be2
dev.zio	zio-aws-rekognition_2.12	5.17.146.2		9d98028e92bee1133ba4064448c0c993ba7279ce
dev.zio	zio-aws-rekognition_2.12	5.17.147.1		e20361a50f53defa7bdc9f428e3f25a5e0eeb2dd
dev.zio	zio-aws-rekognition_2.12	5.17.148.1		541c09906c988669fa9f61ec66d912b5d58859d1
dev.zio	zio-aws-rekognition_2.12	5.17.149.1		5e08111f020b204716a6385b3861a696c9175a27
dev.zio	zio-aws-rekognition_2.12	5.17.150.1		fcb048f755542f6ef21586c296483e8b976453f2
dev.zio	zio-aws-rekognition_2.12	5.17.151.1		1185096bb95ac8280ec96344dfa16831fd675365
dev.zio	zio-aws-rekognition_2.12	5.17.151.2		26e9fae6967765b3b0e6bb966273bc7523a98826
dev.zio	zio-aws-rekognition_2.12	5.17.152.1		739cac8f9628168383e8fa7f39303df0df2465b6
dev.zio	zio-aws-rekognition_2.12	5.17.153.1		773dd01fe668c0004d7cb646f00e6f9c6591db78
dev.zio	zio-aws-rekognition_2.12	5.17.153.2		3958f798c9932eeab97cbe569c8f38be948e79e5
dev.zio	zio-aws-rekognition_2.12	5.17.153.3		02c94ee9e2faa98540b14cbe3b6d1fcc0f42109a
dev.zio	zio-aws-rekognition_2.12	5.17.154.1		71f50848289404e07a5c5e29ea6f72b8c7b992f5
dev.zio	zio-aws-rekognition_2.12	5.17.155.1		4b02eab13e14810d4ea4d248ea555a614c21638c
dev.zio	zio-aws-rekognition_2.12	5.17.155.2		4668a3c17abfeedee088344b8edd90019358e30d
dev.zio	zio-aws-rekognition_2.12	5.17.157.1		47cae9c17ac35f65abb98468eec85dfa5b61d9b2
dev.zio	zio-aws-rekognition_2.12	5.17.157.2		bfc263daf7768c5ff5d6590baa3a2fe62fca5cf3
dev.zio	zio-aws-rekognition_2.12	5.17.158.1		13f2fceed5ea8e0fee63a6bf81268ffe5d029dcf
dev.zio	zio-aws-rekognition_2.12	5.17.158.2		3069ef404b8d57b6a17cf7501aae74f49b160a7a
dev.zio	zio-aws-rekognition_2.12	5.17.158.3		ae08030332642de186aab0aceefb863bebc304a5
dev.zio	zio-aws-rekognition_2.12	5.17.158.4		10e90ec3af8004144e1d6c409e115534ebe13995
dev.zio	zio-aws-rekognition_2.12	5.17.160.1		a4171fd50a699d5d26428f2655b44b4610275b5d
dev.zio	zio-aws-rekognition_2.12	5.17.161.1		83197ae6b2c831ed4a90125a75d4cbc0d0356c2f
dev.zio	zio-aws-rekognition_2.12	5.17.161.2		b7d712fbcedbe9c94143860330889eddeeead579
dev.zio	zio-aws-rekognition_2.12	5.17.162.1		1b37cf025669082e4763dd9022aecf46e56f467f
dev.zio	zio-aws-rekognition_2.12	5.17.162.2		601637a35060703d1eb37960d323364ee6131f2e
dev.zio	zio-aws-rekognition_2.12	5.17.162.3		fddb691b0342d3373278f65323f76275084c8d2c
dev.zio	zio-aws-rekognition_2.12	5.17.163.1		ea08b943cdf698e03c2862191d4a1bb501e374ac
dev.zio	zio-aws-rekognition_2.12	5.17.164.1		b09b44069ab569c47d732702e8d6fb9d90738c13
dev.zio	zio-aws-rekognition_2.12	5.17.166.1		4b76cc953aed96417795ea3ea7e845c2dcc63b71
dev.zio	zio-aws-rekognition_2.12	5.17.166.2		ce99fbe05d9128354fcc50f50e8ec005d284738f
dev.zio	zio-aws-rekognition_2.12	5.17.166.3		0f34538e93dfbaf570533ba81612d4559ac7d089
dev.zio	zio-aws-rekognition_2.12	5.17.167.1		f5225b2e9162000f5c36c635eda8b64459696cc0
dev.zio	zio-aws-rekognition_2.12	5.17.168.1		ea7f4b31dbacb37dc49ea281591ab5ea14f911e3
dev.zio	zio-aws-rekognition_2.12	5.17.169.1		67137236edcfc4d5d096c68263eb07640632ef59
dev.zio	zio-aws-rekognition_2.12	5.17.170.1		0355b70fb126e15160e7e5bb14c4c9c8a1ff41bf
dev.zio	zio-aws-rekognition_2.12	5.17.171.1		78e48eb4476b55df1b43484d05273828d6795ef9
dev.zio	zio-aws-rekognition_2.12	5.17.172.1		d4f974c8dc9e9348a80d4c7a74d486a1a5828a4d
dev.zio	zio-aws-rekognition_2.12	5.17.172.2		5f25ddaff55d7c5e840a4d4403e2766ad598b878
dev.zio	zio-aws-rekognition_2.12	5.17.174.1		1d1413294551476693a610abc4c08e23bbf8dfd4
dev.zio	zio-aws-rekognition_2.12	5.17.175.1		f0c745fa6c2e6048f7fac05a38696f0b354008cc
dev.zio	zio-aws-rekognition_2.12	5.17.176.1		8196450c98253bd1b8021c6a8b88037fb072d77e
dev.zio	zio-aws-rekognition_2.12	5.17.176.2		d5c021aa8c894bf54a32443161a89879707112f4
dev.zio	zio-aws-rekognition_2.12	5.17.177.1		0cc1ef1fbf8ecaca983710e51d3a87628859d57b
dev.zio	zio-aws-rekognition_2.12	5.17.178.1		fd5fab4fa20c64712d0e51530896c8869187d2d1
dev.zio	zio-aws-rekognition_2.12	5.17.181.1		169a7f74563b599ab5351cc28c4b493ed5cdfba2
dev.zio	zio-aws-rekognition_2.12	5.17.182.1		c69086bc8ff2acb13fbdbb35aa11cc1850a1c0f4
dev.zio	zio-aws-rekognition_2.12	5.17.183.1		edb06179615c7dac60e064fa41366edc315f64d0
dev.zio	zio-aws-rekognition_2.12	5.17.184.1		129b4b196d3874ca66e8fc650751e4613f9e0f13
dev.zio	zio-aws-rekognition_2.12	5.17.186.1		a879a7954eaf7d4e5ff0fa934600b92560af3210
dev.zio	zio-aws-rekognition_2.12	5.17.187.1		89d4a6500cb42e9ff0304d70ed42828f753d265b
dev.zio	zio-aws-rekognition_2.12	5.17.188.1		ff8b5ee07c38f0a6ef97b14b6fb6a14295bd8e2f
dev.zio	zio-aws-rekognition_2.12	5.17.190.1		4c8e49b639cd940f8370b2354bc028f46be73d31
dev.zio	zio-aws-rekognition_2.12	5.17.190.2		3e94f9e6aafb5f2c04dbb69bc583dc1de982bc54
dev.zio	zio-aws-rekognition_2.12	5.17.191.2		093a1dda2f56ec1cb87d0c77b46b3cf643b894c8
dev.zio	zio-aws-rekognition_2.12	5.17.193.1		f00cec1378b6f5bffd72d9d58ae15636632630d3
dev.zio	zio-aws-rekognition_2.12	5.17.193.2		d15a876db51b8d0131d2a9b7d0f4d30d9b4004a7
dev.zio	zio-aws-rekognition_2.12	5.17.194.1		316d87c2a6c65f17247675f0ebe6c2903e092012
dev.zio	zio-aws-rekognition_2.12	5.17.195.1		54dc3d80f9bd48da289393990a6670a24284a553
dev.zio	zio-aws-rekognition_2.12	5.17.195.2		74f9857e4df96c0720e1c5617518137266952acf
dev.zio	zio-aws-rekognition_2.12	5.17.195.3		242f3def7115f04a844685dde6e6dc12dd533692
dev.zio	zio-aws-rekognition_2.12	5.17.196.1		79478d175c1099b21db768d847611fa6552ef19f
dev.zio	zio-aws-rekognition_2.12	5.17.197.1		36d33b23dd4b1d03dbe803aacb770ef78a55d38f
dev.zio	zio-aws-rekognition_2.12	5.17.197.2		d89a108521e897deb00a8626af6b784a6e9304e6
dev.zio	zio-aws-rekognition_2.12	5.17.201.1		ce66e5ec470b2daf1c7a042c4141f1022f65c505
dev.zio	zio-aws-rekognition_2.12	5.17.201.2		1bcebec5eaebfc7d9739a8d52e830e894666da03
dev.zio	zio-aws-rekognition_2.12	5.17.202.1		5900f864d6af2f93d93bbe8dc09d4746ee4fd554
dev.zio	zio-aws-rekognition_2.12	5.17.203.1		29057d9b490e55733aac3b60e19f6c074fe904aa
dev.zio	zio-aws-rekognition_2.12	5.17.203.2		d0c53502b619ce0d8f5af30683c877d5f896691a
dev.zio	zio-aws-rekognition_2.12	5.17.204.1		fae52594314772c05bb61a0f0b2c4fc936859561
dev.zio	zio-aws-rekognition_2.12	5.17.205.1		2ca9e1d75dc0ceeb6ec57ef0ae0820202d7edc34
dev.zio	zio-aws-rekognition_2.12	5.17.206.1		7a2231118faf04820d9d704d9b8df4db1b0fa3de
dev.zio	zio-aws-rekognition_2.12	5.17.207.1		7b06e5e34cefa400bf3c893ca715c365139713af
dev.zio	zio-aws-rekognition_2.12	5.17.208.1		18a90c30808da32465aa919912bfb9016a93c304
dev.zio	zio-aws-rekognition_2.12	5.17.208.2		42edca9c2a4e47157bb1786526db32b1e09fff2c
dev.zio	zio-aws-rekognition_2.12	5.17.209.1		042d799f3ecb398be66f5160bad709fab6741758
dev.zio	zio-aws-rekognition_2.12	5.17.211.1		d909775e782d17174f43ea7070d7bfc234225960
dev.zio	zio-aws-rekognition_2.12	5.17.212.1		7ac4efe1a76035406627fb1c6fd84ea2ad2b1026
dev.zio	zio-aws-rekognition_2.12	5.17.214.1		ce31f5b2a33ab806e01eb89126240c82b2bf0cac
dev.zio	zio-aws-rekognition_2.12	5.17.217.1		df99532cb76f1250fc659463371c3c59ff2ad878
dev.zio	zio-aws-rekognition_2.12	5.17.218.1		fefb1f66501c05e90598e6dc9bc7b2c94229cabd
dev.zio	zio-aws-rekognition_2.12	5.17.224.2		e8586ed1d00c6b18515836741b67e1fe23d8f998
dev.zio	zio-aws-rekognition_2.12	5.17.224.3		8c5a8f6aa090aa160aee0ad5d0a51ed44936c18d
dev.zio	zio-aws-rekognition_2.12	5.17.224.4		7abf1517c645053a2694b90e35fba93c5919ed30
dev.zio	zio-aws-rekognition_2.12	5.17.225.1		992872bb1a274e62112b605ce9d766eaa555b267
dev.zio	zio-aws-rekognition_2.12	5.17.225.2		01bc23caf8aa91c72dd1d80b6053a1ce3797e62e
dev.zio	zio-aws-rekognition_2.12	5.17.233.1		9ee0025dd83bbe71e67eca77083d1761f9fbe650
dev.zio	zio-aws-rekognition_2.12	5.17.234.1		0b13ee7bed35c7dadef853651f15d7b4095cfaa2
dev.zio	zio-aws-rekognition_2.12	5.17.239.1		f3e63622ebb2d4d3658293b9fc83be4f121a759a
dev.zio	zio-aws-rekognition_2.12	5.17.239.4		575bb2f79c21e62361f4be421750a175c07ecebb
dev.zio	zio-aws-rekognition_2.12	5.17.252.1		fb87a727703b51a1cd3afd9753586fe14b370bcf
dev.zio	zio-aws-rekognition_2.12	5.17.257.1		6f64e18e0bb8c2c93e015dd2362b25b083775a6e
dev.zio	zio-aws-rekognition_2.12	5.17.265.1		d0a9ad76d876c8d9bddc6a63ec7138286883a0e5
dev.zio	zio-aws-rekognition_2.12	5.17.267.1		c5c3acb9cc2d0739174a9f5f712f1480302bb162
dev.zio	zio-aws-rekognition_2.12	5.17.267.4		a5c396a8d0646f9fcc1d208d6e707934364ad66d
dev.zio	zio-aws-rekognition_2.12	5.17.267.6		5ef75ea187f8cc67a6bb20d5b5413d0f04b84a4a
dev.zio	zio-aws-rekognition_2.12	5.17.267.7		17df395bcb50ff02d61b2cfeab08e97788840457
dev.zio	zio-aws-rekognition_2.12	5.17.269.1		507293cfe56e5cdb328aea771ee56c6edf4333af
dev.zio	zio-aws-rekognition_2.12	5.17.271.1		9662dbc3f2b36d6b8f6859b249a60a054b013ae0
dev.zio	zio-aws-rekognition_2.12	5.17.280.1		8010adb2bfec41d91c2e048f59a06087151ab411
dev.zio	zio-aws-rekognition_2.12	5.17.295.1		566dcb025cbf763aee19383f2028f09b90815491
dev.zio	zio-aws-rekognition_2.12	5.17.295.10		b824afbcdee69a2a05d75be7bf7f7f301a2be3ed
dev.zio	zio-aws-rekognition_2.12	5.17.295.11		565b0177fd42f306137016dc79b566d24d12299c
dev.zio	zio-aws-rekognition_2.12	5.17.295.12		25801a51e526889661dd907e5455a64d3a9a3357
dev.zio	zio-aws-rekognition_2.12	5.17.295.13		989581fb62412b3df6033c55be1057bbc532e900
dev.zio	zio-aws-rekognition_2.12	5.17.295.14		7f21d01cae04e5b0b14cda4a7affac9c0c1c2ac6
dev.zio	zio-aws-rekognition_2.12	5.17.295.15		c746582d4eb2210d00278b93dbc880f2a07643af
dev.zio	zio-aws-rekognition_2.12	5.17.295.16		8aa1578c3df1bc7031677d6f1e0fe604e875e42a
dev.zio	zio-aws-rekognition_2.12	5.17.295.17		7e447625db2937975b6e2427a6e1670036141baa
dev.zio	zio-aws-rekognition_2.12	5.17.295.18		8284c9330bc2f8356efd8649d4a03017c8f16710
dev.zio	zio-aws-rekognition_2.12	5.17.295.19		4886307943a8266a7748604b3b07a00ed01d74e4
dev.zio	zio-aws-rekognition_2.12	5.17.295.2		c1fde4572209996f2110dc27c1d2284ac507a7c2
dev.zio	zio-aws-rekognition_2.12	5.17.295.20		3b96e42dd7b6fcd47b88bd85baaac1a9a5c4dc0e
dev.zio	zio-aws-rekognition_2.12	5.17.295.22		91c87687f2cf3034816d9e8650352a9c138e8d94
dev.zio	zio-aws-rekognition_2.12	5.17.295.3		ae6a5749e2ea60fbbee9c32fe5ae425838e0b95a
dev.zio	zio-aws-rekognition_2.12	5.17.295.4		3a4f9f71806bc9cdde5ab808c9b0f6380b3c81e1
dev.zio	zio-aws-rekognition_2.12	5.17.295.5		0fceaedfadc379122250f47e3f1bea50a34f03c9
dev.zio	zio-aws-rekognition_2.12	5.17.295.6		c719a8dbe34fce2d9a3f1734b8c10f847d2d6c1e
dev.zio	zio-aws-rekognition_2.12	5.17.295.8		4c83238ca369098af75fecda179ccf78e84da293
dev.zio	zio-aws-rekognition_2.12	5.17.295.9		0fa4bfff880ba9ff4fa52d05d41d9e81e6baa900
dev.zio	zio-aws-rekognition_2.12	5.19.12.1		d8402729e37aa70bd9fd7bd9bc78a1cacc046979
dev.zio	zio-aws-rekognition_2.12	5.19.17.1		b45fb50fba20d543bb3e028e5d9c72d064f1ca3c
dev.zio	zio-aws-rekognition_2.12	5.19.17.2		90170ab33c03fd37e874113eb0a677cead64fd54
dev.zio	zio-aws-rekognition_2.12	5.19.26.1		728ee05b20d20cf865487977d469163213d61dbd
dev.zio	zio-aws-rekognition_2.12	5.19.31.1		34e9fd7b74331445735dd9dd3621e7c9f4701b95
dev.zio	zio-aws-rekognition_2.12	5.19.31.2		daaa33cdfedacc57a2908aa0450c2928f92a6cda
dev.zio	zio-aws-rekognition_2.12	5.19.31.3		c2b3b512cff7efdb00cf92e591df486481132704
dev.zio	zio-aws-rekognition_2.12	5.19.31.4		51da823cc9d20a581bbe10445886fafcaf55b648
dev.zio	zio-aws-rekognition_2.12	5.19.31.5		b2a665818c3fc705f692ab20e6b58b5c8ed5669a
dev.zio	zio-aws-rekognition_2.12	5.19.33.1		58f48af108f5b91bc66818b167f4ac89f3e33412
dev.zio	zio-aws-rekognition_2.12	5.19.33.2		5090532c64320e0c23b3f53a6375dc46541cbf6b
dev.zio	zio-aws-rekognition_2.12	5.19.7.1		4d31d8cc5ffe5c9711581ab56ac94bbc018adc4a
