br.com.objectos.finos	cvm-cia	0.1.0		3ad60b83e67beb2d1fa9a7d6f6ad6c120c3c2920
org.apache.shardingsphere	shardingsphere-sql-translator-distsql-parser	5.3.2		737b30c49c435b5faadf22540c94bd39ea2652af
org.apache.shardingsphere	shardingsphere-sql-translator-distsql-parser	5.4.0		3c621b19809a66abe55f98177e08565ab61d5cac
org.apache.shardingsphere	shardingsphere-sql-translator-distsql-parser	5.4.1		a59f333a68891764f6a48000375e687022e33ad0
org.apache.shardingsphere	shardingsphere-sql-translator-distsql-parser	5.5.0		8c07a7bae316e43086816ca01374390086db6b73
org.apache.shardingsphere	shardingsphere-sql-translator-distsql-parser	5.5.1		3946254ffc6491a7f2bdff6dfd22d357551e3e5f
org.apache.shardingsphere	shardingsphere-sql-translator-distsql-parser	5.5.2		7080146c3dcecb83a061d02927c08bde4fb8a021
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	0.1.0		3243c76f212f5b1180f4a86ace1db96c8e744436
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	0.2.0		e4cf8a9e672bf020d1a0e8f308e7c36b76ef34c7
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	0.3.0		772c76a630f4c8a79af15c3fc7006613407ae87d
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.0.0		e67985cfdad424a6da56692b34461a63cdbc0d19
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.0		9bcd0afaa6d4605c94cda257e03d8b97884e3ef8
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.10		85fc9c27f0089d34e55311af722605287ac98e56
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.12		bbb4a75e5f50217a75fdef11b6f98af87753c490
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.14		968a38c71ba4abf698e15140ac90aa2a7f45da88
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.16		f3fac04288871658d3ce142090555eeda156b95a
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.18		1aea3caab6cf31ddc72e8e2f69e303ab4a24d58c
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.2		b6d28eb330034f050116ce91025649e6ef9da773
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.20		f242041f0160391a29081c5a443497e1a39c1fec
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.22		df7be4f117ae9853db4ab20c61b5c17dc11e1e14
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.24		12c90c7bd94224c9d5d1e5ef6904b412970fe2eb
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.26		6f4ebb185348f96a15a24db23855bde63f531a61
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.4		e10f37924d5100cf8629701116c7a827033f64c2
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.6		cd418e5cdfb2706acc81f1f287a992cba5e10174
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.1.8		51163d8031cbd0043af8606d041f4dbdff67fb1c
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.2.0		c3395344a851bb3cbfbeef31f0efcdfd1087b467
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.2.2		02881af7bd43d795d41369cda0cffa1069d195d3
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.2.4		61dbf13d776022c3c317195c94b2cae37b6f531d
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.2.6		13ddc9192339183719075e8f06ba7c3cc88945a9
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.3.0		e548c01b2e9acf07e6f14991880a7383661ebe68
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.4.0		38fe5ec59bd033f42ad7c2e8c99ec87f1e875379
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.4.2		d50f127e239059ae70e3cce9d326d13078871fc2
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.4.4		e85a8a3d131d9658c82ecbefdfd626805bc4c935
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.4.6		8c4a2c7b7a0defb34b3f66d4ecce68c7e26d783c
org.apache.sling	org.apache.sling.testing.resourceresolver-mock	1.5.0		de589277b005c99f0084b04848ab371b17ab81e2
org.chtijbug.drools	drools-framework-swimming-pool-rest-connector	2.0.0		ec465582890e2c7f455430ff025466b40910a235
org.chtijbug.drools	drools-framework-swimming-pool-rest-connector	2.0.1		2c20fe922c197cec54d179e11198f9c00ed5f32d
org.chtijbug.drools	drools-framework-swimming-pool-rest-connector	2.0.2		1ce9b4eed05b995db2c24d00f76de2d64c0eaa3c
org.chtijbug.drools	drools-framework-swimming-pool-rest-connector	2.0.3		c327e920ae3178880485058535bcbc0cfca81239
org.chtijbug.drools	drools-framework-swimming-pool-rest-connector	2.0.4		e329f6f589dc0d1cabc00825f4e552c1b1ce159c
org.chtijbug.drools	drools-framework-swimming-pool-rest-connector	2.0.5		7aaa880fbe9db6c0bc47049ed9c7652290f900b6
org.codehaus.redback	redback-rbac-jdo	1.1		ba75f760dbb643c6c9f42bda9ac4c3ba8f440298
org.codehaus.redback	redback-rbac-jdo	1.1.1		497772252d2141b8a33ff2eafbe17f287a8312af
org.codehaus.redback	redback-rbac-jdo	1.1.2		6e47bf389ba983c4807f27a4dff06b593fe43f09
org.codehaus.redback	redback-rbac-jdo	1.2		1387a71d137595af45813dd85c3c338ec4eb625d
org.codehaus.redback	redback-rbac-jdo	1.2-beta-1		6449fd32ef033b294c40e4b62f2a864314bfdca4
org.codehaus.redback	redback-rbac-jdo	1.2-beta-2		74c68109c43dac9766f2d66214985a04c17eefb5
org.codehaus.redback	redback-rbac-jdo	1.2.1		f86b2c3e34dea8069ea27fda992dce0109f57df6
org.codehaus.redback	redback-rbac-jdo	1.2.2		bfe7abd437ad99230af38213be34384fccc905c7
org.codehaus.redback	redback-rbac-jdo	1.2.3		08dc69e9be10297a9016766b51ca164cd3649ee4
org.codehaus.redback	redback-rbac-jdo	1.2.4		92dfde246c6a14d3dfd7828d20fad3e495850eab
org.codehaus.redback	redback-rbac-jdo	1.2.5		c36f3a1438777fc1dadc25655c0bfbc25454fdf2
org.codehaus.redback	redback-rbac-jdo	1.2.6		9404475b43b2b820442731efd870a0ef72348cbf
org.codehaus.redback	redback-rbac-jdo	1.2.7		9de8b234f130fbbdce748dd34f8f00e984e3ce0c
org.codehaus.redback	redback-rbac-jdo	1.2.8		51555b8c4c409a9563ef50d037d80f9252b72dee
org.codehaus.redback	redback-rbac-jdo	1.2.9		9c656816fb4c76cff2dd3a31367344550bc56f1e
org.codehaus.redback	redback-rbac-jdo	1.3		e33b94dee5077a35bd45e6cb6a2d0add805d0f6c
org.codehaus.redback	redback-rbac-jdo	1.3-M1		d7e00598365bfa963a7f03133f233602783eae4b
org.codehaus.redback	redback-rbac-jdo	1.3-M2		48aed3d6397924fa7df467d6652d6f3173129ca0
org.codehaus.redback	redback-rbac-jdo	1.3-M3		ff9325ce7877ba7c871746e3dec84d78c43de162
org.codehaus.redback	redback-rbac-jdo	1.4		4487797482c1a6fa17bf105b163938b03c01b747
org.dromara	warm-flow-mybatis-plus-sb-starter	1.3.1		a264f0fee95db4f6b669966e499900c3e6a87301
org.dromara	warm-flow-mybatis-plus-sb-starter	1.3.2		02d62456378d6bc327a8c53ab325fd5f67ca5bbf
org.dromara	warm-flow-mybatis-plus-sb-starter	1.3.2-m1		9902ac2226d5fb670639fa626e55849385b709d9
org.dromara	warm-flow-mybatis-plus-sb-starter	1.3.3		ccd25063500485268ae480aca262a281ea6b46de
org.glassfish.jersey.examples	configured-client	2.40		220e43905eb08fb39c4fc32f91525808919fd04f
org.glassfish.jersey.examples	configured-client	2.41		5b3885b0f8f80402a16866314c5480cd5a192011
org.glassfish.jersey.examples	configured-client	2.42		274bae8e9aaa036011644f9bfd433e889ac28d74
org.glassfish.jersey.examples	configured-client	2.43		bf6c0dcafa4565dfbd17764736b996539dcfd8e2
org.glassfish.jersey.examples	configured-client	2.44		f29b923fb1752d53c00ea2bf3d3e2570f73d555a
org.glassfish.jersey.examples	configured-client	2.45		32ba0600b435a2eb8b0710ab7452ecf2c1995691
org.glassfish.jersey.examples	configured-client	2.46		59b1f9a22412b982b5172a83e2757c2baa4c31fd
org.glassfish.jersey.examples	configured-client	3.0.11		aaf26ec350dbcfef8f33929f6c98c673677aaaee
org.glassfish.jersey.examples	configured-client	3.0.12		749d24d93ef5bd22e8c907788eb8c7c33ef30454
org.glassfish.jersey.examples	configured-client	3.0.13		3c3333e5a684b3146131453a61f8b60013b23c8f
org.glassfish.jersey.examples	configured-client	3.0.14		6dd052bbbcf3742d48a21c269c32f8b52544622f
org.glassfish.jersey.examples	configured-client	3.0.15		df35d1aa78f2bd4c43b2e2848b51cec3250f50ac
org.glassfish.jersey.examples	configured-client	3.0.16		5d3b86d12710c1960ae1ae1206a300e54908b34b
org.glassfish.jersey.examples	configured-client	3.0.17		f40f753f73c43dc57d828b1e812730c6a24212a7
org.glassfish.jersey.examples	configured-client	3.1.10		781e0dc21fade7beb7b92aa445e93099f84054d2
org.glassfish.jersey.examples	configured-client	3.1.3		973404762372c1f57b6f28b7b9cc4978532c1bc6
org.glassfish.jersey.examples	configured-client	3.1.4		45e23e1daf3aac405edf8e97fd7aabae08d065e4
org.glassfish.jersey.examples	configured-client	3.1.5		78edbd0b4e50ad91e2560364bd9042dbcd84301f
org.glassfish.jersey.examples	configured-client	3.1.6		cff3e052a1d266fae3c9b94ffe38d16a95d80474
org.glassfish.jersey.examples	configured-client	3.1.7		f02812e67b8aeb29c325fa60865e0c850729cc93
org.glassfish.jersey.examples	configured-client	3.1.8		06de0923a343c779be11afb8c84c2f922605fc37
org.glassfish.jersey.examples	configured-client	3.1.9		0ec41edc90be91f6efa4b248e9da319d51df4ace
org.glassfish.jersey.examples	configured-client	4.0.0-M1		789cb671014fad2799f1e831322c951f533c84bc
org.glassfish.jersey.examples	configured-client	4.0.0-M2		d3a51e8418f876a53975afbaa9b06756265f6781
org.jboss.forge.furnace.container	guice-impl	1.0.0.Alpha1		b160c9c9545a9f43b017fb3b45e71ea46cfa738d
org.jboss.forge.furnace.container	guice-impl	1.0.0.Beta1		35ecf0c1ca822a2c9644d7949249654449f992cd
org.jboss.microcontainer	jboss-deployers-client	2.0.0.Beta10		fa2fff971d260431887baebc03632ebf8e9f4b8d
org.jboss.microcontainer	jboss-deployers-client	2.0.0.Beta4		5137c819a84a4137bc70e81f43eb0f6ce32a5e02
org.jboss.microcontainer	jboss-deployers-client	2.0.0.Beta5		f01aa4975370c3cc6e119bdd4a1418d406906a67
org.jboss.microcontainer	jboss-deployers-client	2.0.0.Beta6		76384d427d70d43bafb8bd5afca2c62f59854c72
org.jboss.microcontainer	jboss-deployers-client	2.0.0.Beta8		eb5b05d1c75c912fea458580a52da9be68a7912c
org.jboss.microcontainer	jboss-deployers-client	2.0.0.Beta9		cacb810a72e56031f23c9e9859fcbacc3cbe0929
org.jtools	jtools-gui-desktop	1.3		37a8cb23c6ffa1f1cc6a7712d8f4f0e7325eaf6b
org.kie	kie-fuse-config-editor	6.3.0.CR1		4adfd9896561e8c18322a6c7d13bb025c8d0c4b2
org.kie	kie-fuse-config-editor	6.3.0.CR2		72b03db9ce79159115b617a9d5b5cd7928f7c40f
org.kie	kie-fuse-config-editor	6.3.0.Final		8a083703a5fdbabc02bd05bc97b4a1c0403e0db9
org.kie	kie-fuse-config-editor	6.4.0.Beta1		087bb1bcf145e675a22112a71c3da6f10fa35e79
org.ldp4j.framework	ldp4j-application-examples	0.1.0		7fa7286b064001f2489305f59382918a98dab966
org.ldp4j.framework	ldp4j-application-examples	0.2.0		b9c0ace3b433cee9855927bf85fdf1b0555fa6bd
org.ldp4j.framework	ldp4j-application-examples	0.2.1		dfd571f459190783e67d7ea9e2f6a26f17e82160
org.ldp4j.framework	ldp4j-application-examples	0.2.2		1560db0f2a365bb0d93fdf4ccbda183259727e61
org.lwjgl	lwjgl-vma	3.2.0		c5572eddf2f07bd334e2f45830990529b7a7ecfb
org.lwjgl	lwjgl-vma	3.2.0	natives-linux	11977e3529069b4294b8b8ec330686325285734c
org.lwjgl	lwjgl-vma	3.2.0	natives-macos	c40cd9ea63a3dd8f50c93f8624e38e12f62094d0
org.lwjgl	lwjgl-vma	3.2.0	natives-windows	85534b1cb84e771086f28e899e86f3e66485ce18
org.lwjgl	lwjgl-vma	3.2.1		fc3736a0b8cba2d4ab204fb465b645c0920ae8e1
org.lwjgl	lwjgl-vma	3.2.1	natives-linux	2dee34bb49e35bec3d22ad668adc12c2cc2ea9a3
org.lwjgl	lwjgl-vma	3.2.1	natives-macos	682b6de7301452a605c50808f9e4be37a664fd92
org.lwjgl	lwjgl-vma	3.2.1	natives-windows	5e87192072b2ee243242d2ef64be56d539cd0fe4
org.lwjgl	lwjgl-vma	3.2.2		cbb32c1184e2990d6c783c98a6406f53b394ed22
org.lwjgl	lwjgl-vma	3.2.2	natives-linux	da4345c70a5f7d55b80f82a5537431191ab923c9
org.lwjgl	lwjgl-vma	3.2.2	natives-macos	82d5383ac3a7dab2006d549f51b4f9f7c54d0b98
org.lwjgl	lwjgl-vma	3.2.2	natives-windows	0d0d5fa32b14bd01509a7d9307c1f8e8a4ccc6fa
org.lwjgl	lwjgl-vma	3.2.3		b8f6485a6e7e5785877474999e1e8451731bad09
org.lwjgl	lwjgl-vma	3.2.3	natives-linux	ccdc829c7e5fac2f168c163259d160221a85bdb9
org.lwjgl	lwjgl-vma	3.2.3	natives-linux-arm32	c7810d9bb5ab792373a2cfcb119f261870a62aed
org.lwjgl	lwjgl-vma	3.2.3	natives-linux-arm64	59dea510e92b35ca7d205e5de97535093cbd6a62
org.lwjgl	lwjgl-vma	3.2.3	natives-macos	6a6e027e4b0a60309c885f10c1855584397ded85
org.lwjgl	lwjgl-vma	3.2.3	natives-windows	e522dc95fc3236342776def8a7d2db5f36e22d62
org.lwjgl	lwjgl-vma	3.2.3	natives-windows-x86	90ca1b9c20135d8bba385f327460361856b78129
org.lwjgl	lwjgl-vma	3.3.0		0638bff26361f734b8c761ad4e7762df90a486ae
org.lwjgl	lwjgl-vma	3.3.0	natives-linux	3e96faa49e88f9da54b8328de3583566ab8102f0
org.lwjgl	lwjgl-vma	3.3.0	natives-linux-arm32	1cb691a2c978f41d9f3221d8e181bf68dfafe40a
org.lwjgl	lwjgl-vma	3.3.0	natives-linux-arm64	32ff7713b9be34d0bca5cdf3579bc0bf78fbedca
org.lwjgl	lwjgl-vma	3.3.0	natives-macos	6d1066894cb4c87b715de28e48566deaa8ac553d
org.lwjgl	lwjgl-vma	3.3.0	natives-macos-arm64	c4122fd0519801c4378252749d32b5fad1e2f272
org.lwjgl	lwjgl-vma	3.3.0	natives-windows	580375d00f1b6e4a05decc14c3ac3d37a20a4194
org.lwjgl	lwjgl-vma	3.3.0	natives-windows-arm64	05b7466fc2e7ac69e3194c7368a5b257175ae037
org.lwjgl	lwjgl-vma	3.3.0	natives-windows-x86	f1a36aa9aee18ced79151fcba394883a9e99c9ac
org.lwjgl	lwjgl-vma	3.3.1		9c50b674f8d56039d8699a2264ed020873f87053
org.lwjgl	lwjgl-vma	3.3.1	natives-linux	7cb5326de62d58c2a958100864433c29625755ec
org.lwjgl	lwjgl-vma	3.3.1	natives-linux-arm32	72b64f761932dfd8a88d539f75052fbf15b4eab2
org.lwjgl	lwjgl-vma	3.3.1	natives-linux-arm64	e17f900fa55d2afb5feb04b7f0cfa44fed09038c
org.lwjgl	lwjgl-vma	3.3.1	natives-macos	404bb45b6f35a6cfde4e3dc91f87cb0f0dfc33bc
org.lwjgl	lwjgl-vma	3.3.1	natives-macos-arm64	bb30011771000de790dba2fa45e02713ba24098c
org.lwjgl	lwjgl-vma	3.3.1	natives-windows	0a368cb10324d17a9689cc3e982af87dded9ef1a
org.lwjgl	lwjgl-vma	3.3.1	natives-windows-arm64	383a75dde8596ee1db793e4c60c8cac00a1890ff
org.lwjgl	lwjgl-vma	3.3.1	natives-windows-x86	827bf783baecab032921b7d28fb6367bffb2f9b7
org.lwjgl	lwjgl-vma	3.3.2		a41fdf7d218f9d3a41b961db57236535eea02f86
org.lwjgl	lwjgl-vma	3.3.2	natives-linux	5ecb5fe4e18b41799bfa0041b86bc815e6f027f8
org.lwjgl	lwjgl-vma	3.3.2	natives-linux-arm32	0a2127137ec42954fb07e98a3e7cf80d2af46ec2
org.lwjgl	lwjgl-vma	3.3.2	natives-linux-arm64	31adf3ba20f1c29028931f5f3882748c1f936774
org.lwjgl	lwjgl-vma	3.3.2	natives-macos	2e733127c2ffb5fad934cb0ef2e4881c12ab22e7
org.lwjgl	lwjgl-vma	3.3.2	natives-macos-arm64	7feb29958b5e710d6078ead85dee9088346e3e73
org.lwjgl	lwjgl-vma	3.3.2	natives-windows	8db21a9f0a8a4b87f9316320c7e21964d1794b28
org.lwjgl	lwjgl-vma	3.3.2	natives-windows-arm64	6d3f74fea056c1116dda5a50d07d64415ef9f886
org.lwjgl	lwjgl-vma	3.3.2	natives-windows-x86	974cc985cfdf36dfacf5a7a8b685c9e24c7dfb51
org.lwjgl	lwjgl-vma	3.3.3		dacf4ee5787dbd17641f2aedd74fc1b04b506081
org.lwjgl	lwjgl-vma	3.3.3	natives-linux	17787ed496143d20a90bb9ee1cb8cc13cc46527d
org.lwjgl	lwjgl-vma	3.3.3	natives-linux-arm32	3cf805bd9a92168581453a289c2440853770d449
org.lwjgl	lwjgl-vma	3.3.3	natives-linux-arm64	3fb3942201b9ad719303ae6078687626897e71d5
org.lwjgl	lwjgl-vma	3.3.3	natives-macos	e6203b64b756a18aeaa4aabd08f444d75aa3e16d
org.lwjgl	lwjgl-vma	3.3.3	natives-macos-arm64	5377df5e52e84b8032924ccdbb08505626ac1d40
org.lwjgl	lwjgl-vma	3.3.3	natives-windows	c12a6d51cce0de9c265f71c0540ae3fb3529a8e8
org.lwjgl	lwjgl-vma	3.3.3	natives-windows-arm64	77991c77fb1d37c8e46cdc44f591b156cc222501
org.lwjgl	lwjgl-vma	3.3.3	natives-windows-x86	d5849f00f28e5b0bade20f73fb07c4b998c117df
org.lwjgl	lwjgl-vma	3.3.4		3cf087d3f584194785ba86789ce98218699fd192
org.lwjgl	lwjgl-vma	3.3.4	natives-freebsd	ddfa6687a32be6d6221283c06a9c7874e68be20a
org.lwjgl	lwjgl-vma	3.3.4	natives-linux	3d844bdb0da9cfe8fa7fd67cc9dfd788ad64a984
org.lwjgl	lwjgl-vma	3.3.4	natives-linux-arm32	247c63cd0f80b69df826967c6c192f354e3bc806
org.lwjgl	lwjgl-vma	3.3.4	natives-linux-arm64	a7451d51fab9aa4c705ff9e4e732e038bd20ace5
org.lwjgl	lwjgl-vma	3.3.4	natives-linux-ppc64le	ba076a45f115677852c18f704262dc365813752a
org.lwjgl	lwjgl-vma	3.3.4	natives-linux-riscv64	929e70714ac58e1a3641753ffff6d119fe035f0a
org.lwjgl	lwjgl-vma	3.3.4	natives-macos	5edb3137d8faf8044517b3315ab74b68bdeeb98e
org.lwjgl	lwjgl-vma	3.3.4	natives-macos-arm64	8f265321e2ba67cd97fd3c6974c21d0fed2fcd72
org.lwjgl	lwjgl-vma	3.3.4	natives-windows	2b1f9e4cb046627cfa249b9cc1bd64dc0833a23e
org.lwjgl	lwjgl-vma	3.3.4	natives-windows-arm64	151c9a9b4807da6df6cbe7bfe904fae5f5a6b04f
org.lwjgl	lwjgl-vma	3.3.4	natives-windows-x86	17626aaa0be07bfe05bee9ba1f6854ef086723aa
org.lwjgl	lwjgl-vma	3.3.5		0f15709c43ee679f32ca30aa0474af5c67a09a59
org.lwjgl	lwjgl-vma	3.3.5	natives-freebsd	885a9676f0f033bb697d7aa643747185aabd8272
org.lwjgl	lwjgl-vma	3.3.5	natives-linux	a593e14a5a3a491bae6ad9a9c92031b30c6eb036
org.lwjgl	lwjgl-vma	3.3.5	natives-linux-arm32	f0fbd72605c8b7e3525bd546b218fcc16a85d32c
org.lwjgl	lwjgl-vma	3.3.5	natives-linux-arm64	9266b8767a08665c944fd2bec0dbb089e0ac2c05
org.lwjgl	lwjgl-vma	3.3.5	natives-linux-ppc64le	8ae9b3245b641942bba08329fe9b6119ab11607a
org.lwjgl	lwjgl-vma	3.3.5	natives-linux-riscv64	dc56b413edb34d5fb117cf901e8af6d8d8b6be23
org.lwjgl	lwjgl-vma	3.3.5	natives-macos	a47cd612feba3002aded1b75d7430d3ff75eb0c7
org.lwjgl	lwjgl-vma	3.3.5	natives-macos-arm64	eb360367d0dd651c738fcfda21466283a886bbf2
org.lwjgl	lwjgl-vma	3.3.5	natives-windows	51e2d77726106388c1c69471900eb6c34914eff2
org.lwjgl	lwjgl-vma	3.3.5	natives-windows-arm64	3c33616c433c548c85d7bf08f36b396079b67f14
org.lwjgl	lwjgl-vma	3.3.5	natives-windows-x86	2824c66e2a31a0a8b351b61008430815529d5cf3
org.lwjgl	lwjgl-vma	3.3.6		a55b4f132fd488efde8630dff03d5e7b4a69ce3f
org.lwjgl	lwjgl-vma	3.3.6	natives-freebsd	eff6c4bf8e516efcbbe09e026aa434e5e24f4f67
org.lwjgl	lwjgl-vma	3.3.6	natives-linux	327cc358ba1baf6e80da2542a3d7e51a448593bd
org.lwjgl	lwjgl-vma	3.3.6	natives-linux-arm32	b3bf96b32690385ab6e23c7cb6c97be9ec8f254f
org.lwjgl	lwjgl-vma	3.3.6	natives-linux-arm64	5866aeb3a6e3fd890a9257d801e08ecbd5331427
org.lwjgl	lwjgl-vma	3.3.6	natives-linux-ppc64le	81633b71c30b22d397a82cc37896ce1ba85bc39a
org.lwjgl	lwjgl-vma	3.3.6	natives-linux-riscv64	491614df2e8b3eb7bc61bbcef3eace64054fd558
org.lwjgl	lwjgl-vma	3.3.6	natives-macos	1ea57d4b34258444b88902bb5de28379dd9f8fe7
org.lwjgl	lwjgl-vma	3.3.6	natives-macos-arm64	07ec193ef4bb70dc6a111e44b2159c84bd6b3dba
org.lwjgl	lwjgl-vma	3.3.6	natives-windows	064e2c6d91151770c82575d92731fc6ef1f21ed7
org.lwjgl	lwjgl-vma	3.3.6	natives-windows-arm64	778a3e96a263713a5bfd5c689572f38328d06db6
org.lwjgl	lwjgl-vma	3.3.6	natives-windows-x86	12e4f3411c6c595030eec8f1247b94eb53142a12
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.7.1.FINAL		0a360e40955caaaeb81571bc0bfb255019f6fee4
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.10		508d439bb7fc208b4fe1f950466a0b0dd121593d
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.11		6259557ff98b096cc4c24ebc5b55453d29790f19
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.12		5f09bee661149bdcf76c00837ac2ffb24c8c2cfa
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.13		93b9a5158b151a5eb97fbeb19052aa1301fc138f
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.14		233b76a908e3a1f05b4cc14cb0f31a41fca04580
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.15		0d2d09d633b5753fedd53d59a7e6a25d1d77a7f5
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.17		5fec2c6feffdf7870bd430a3817ea7394bdca1fb
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.18		45aa09b39a1fea53f0577a11debf7b7e3d9f07bf
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.7		f1448a7a2439d6eaed4209f74ce7b5e1c9cb34c3
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.8		692146e40037ccf7802bb2c27b18641e1bce8c53
org.mobicents.resources	mobicents-slee-ra-diameter-sh-server-docs-sources-mobicents	2.8.9		07c89b39f9d5459b3e17e62b4d5e1d91558575d7
org.opendaylight.didm	didm-drivers-api	0.1.0-Lithium		fd60020248d1049f35b58d8eeb75639485c4e724
org.opendaylight.didm	didm-drivers-api	0.1.1-Lithium-SR1		4c191c3c626b11c57d4a3e84fd2b1db2047ac5c4
org.opendaylight.didm	didm-drivers-api	0.1.2-Lithium-SR2		61c9fa613627215b58db45a7cfbd9c68467a1015
org.opendaylight.didm	didm-drivers-api	0.1.3-Lithium-SR3		006a1573589a03bda8e5de8579b3d8845c058a8f
org.opendaylight.didm	didm-drivers-api	0.1.4-Lithium-SR4		6b912a15eccb26f6b2acf3a642cb0addd365f650
org.opendaylight.didm	didm-drivers-api	0.2.0-Beryllium		3c358fc91bc4def297bf45340ab31cdb90f4d88a
org.opendaylight.didm	didm-drivers-api	0.2.1-Beryllium-SR1		6454ab5e51aca4d4b5adbbd7319cad674dfd0dc8
org.opendaylight.didm	didm-drivers-api	0.2.2-Beryllium-SR2		06087bb70310d05f48c6e158ba4c461aa9db04fa
org.opendaylight.didm	didm-drivers-api	0.2.3-Beryllium-SR3		3070597f9654fe773ebb601a474625e9817cb248
org.opendaylight.didm	didm-drivers-api	0.2.4-Beryllium-SR4		611bb9e6323b3e08401c1fe17ea1e7464f402526
org.opendaylight.didm	didm-drivers-api	0.3.0-Boron		8c397e838d0d252be30b7a32b28f272977485e88
org.opendaylight.didm	didm-drivers-api	0.3.1-Boron-SR1		ead02ad11b30cc1128704fcfdffd7cab5633f118
org.opendaylight.didm	didm-drivers-api	0.3.2-Boron-SR2		66b48f0ebfbad6deb0ad6dd154034ab48be45f5d
org.opendaylight.didm	didm-drivers-api	0.3.3-Boron-SR3		532b68a118603465085e192fa05d9f5e3c26acec
org.opendaylight.didm	didm-drivers-api	0.3.4-Boron-SR4		e3ce28b13704a376f50db54fcc0d5277b8c3c03d
org.opendaylight.didm	didm-drivers-api	0.4.0-Carbon		8e2fa3ed4e0999a79176ceff16df985b73b6ceb6
org.opendaylight.didm	didm-drivers-api	0.4.1-Carbon		46d6d56f6c84ec7040907669a55e0aa27f48441a
org.opendaylight.didm	didm-drivers-api	0.4.2-Carbon		2f3f64f9acee386630a7475785fc1a4aa3e4fc4a
org.opendaylight.didm	didm-drivers-api	0.4.3-Carbon		988d24f74b8a2b32ae4eba8ab079603973c87806
org.opendaylight.didm	didm-drivers-api	0.4.4-Carbon		f6de43f390ac3ad42d5483d1fb9d8dcf630f8da4
org.ow2.orchestra.eclipse.core	org.ow2.orchestra.eclipse.core.resources	3.7.100		06017d0579cd119cb06389b099eb983f9b986136
org.scalameta	munit-scalacheck_sjs0.6_2.13	0.7.1		2aea6388f5708b9f1a6c382cc416a24192d56815
org.scalameta	munit-scalacheck_sjs0.6_2.13	0.7.10		296f20dd34b8800c4b11a638f40fdd872244bdd9
org.scalameta	munit-scalacheck_sjs0.6_2.13	0.7.11		4b9dc31f03d9b5060ef8ba1e1d4057186af7dea6
org.scalameta	munit-scalacheck_sjs0.6_2.13	0.7.12		54da98d2a17a17670a6ceb82cb0ad7e665b36775
org.scalameta	munit-scalacheck_sjs0.6_2.13	0.7.13		7974020e329898c8f641543b19c54819d860c830
org.scalameta	munit-scalacheck_sjs0.6_2.13	0.7.14		45af135d34d52868cd05307681d4ed3bd82fb348
org.scalameta	munit-scalacheck_sjs0.6_2.13	0.7.15		f86100b1d9627bf8d49abb45b103e5af91c23952
org.scalameta	munit-scalacheck_sjs0.6_2.13	0.7.16		a01a57e74f29f2879a8d7fa7e4e471aea9d5df1a
