app.tulz	tuplez-apply_sjs1_3.0.0-RC3	0.3.6		5b9f0db45665932a64306f535a0ad7179757acc6
com.attafitamim.kabin	annotations-tvosx64	0.1.0-alpha14		N/A
com.attafitamim.kabin	annotations-tvosx64	0.1.0-alpha14	metadata	f1fb14a91c030aefba4209ccee2b4d7d8ab8daee
com.azaptree	azaptree-services	0.0.1		N/A
com.azaptree	azaptree-services	0.0.2		N/A
com.azaptree	azaptree-services	0.0.3		N/A
com.cleverpine	cp-virava-spring-helper	1.0.1		2038f156118b5e372dbc2a954e1788198c6f72df
com.cleverpine	cp-virava-spring-helper	1.0.4		88ffecf43abbbec1f570382af7081651aa332a9d
com.cleverpine	cp-virava-spring-helper	1.0.5		668c5d453a1172ecffbf94a4518d74d380057c83
com.cleverpine	cp-virava-spring-helper	1.0.6		9a4591c4bc8a6cb7cc308bd56e65387106ea7d24
com.cleverpine	cp-virava-spring-helper	1.0.8		a57d971acb0fa1a8babef7e9bb012fe00410b4b5
com.cleverpine	cp-virava-spring-helper	1.0.9		5ee526310aea31c2b3985f30e0df4a47c284eaf8
com.cleverpine	cp-virava-spring-helper	1.1.0		2c5bd7082d7048c2f70c0f62363277113042cb59
com.cleverpine	cp-virava-spring-helper	2.0.0		566e76a5afd03104e710a5c3488bafb812959676
com.cleverpine	cp-virava-spring-helper	2.1.0		0e534a78f52cb13af98b8225a00ef223b52b364f
com.cleverpine	cp-virava-spring-helper	2.2.0		666d0f1da8bbd77629508dc9eae4e5934bf59a60
com.cleverpine	cp-virava-spring-helper	2.3.0		95ebb365ac24005088817611932300879e478924
com.cleverpine	cp-virava-spring-helper	2.3.1		92437bf85865de6558fc3c9e65133b205a7d5c55
com.cleverpine	cp-virava-spring-helper	2.3.2		de308f15a246d99c0970efc3a31a5f23bb640c80
com.cleverpine	cp-virava-spring-helper	2.3.3		d451be2d5eead384a6d8a363ccf7962f31a5abe6
com.cleverpine	cp-virava-spring-helper	2.3.4		f7fbed4afca9c1d530a597a1026b7eaa184a53dc
com.cleverpine	cp-virava-spring-helper	2.4.0		f47df4049b068da789705233c1cd35e48f145045
com.cleverpine	cp-virava-spring-helper	2.5.0		553f9eab9cd095511e568eb74a8a1c2bd20069e3
com.cleverpine	cp-virava-spring-helper	3.0.0		368cb2efa36fc3af1212eb281d85a2f8b12cee37
com.cleverpine	cp-virava-spring-helper	3.1.0		857addd93548443e46c32d1aab2b35f9d551463a
com.cleverpine	cp-virava-spring-helper	3.1.1		2215c12546e819a5058ae766948133882d7594b9
com.cleverpine	cp-virava-spring-helper	3.1.10		0ed60aea660597064687f06c52dfcb28ef0b2511
com.cleverpine	cp-virava-spring-helper	3.1.2		a4d0e3e12d5d626b92a1339f50e87d4882f7183d
com.cleverpine	cp-virava-spring-helper	3.1.3		be0576f62776a6d4de928dd158185600d71c5af5
com.cleverpine	cp-virava-spring-helper	3.1.4		b929c341c68d56acad33dfaacdec2f1aeef92057
com.cleverpine	cp-virava-spring-helper	3.1.5		c062ad991e3edd689514d6b43814dfdc3ea30fa0
com.cleverpine	cp-virava-spring-helper	3.1.6		9e63c35623b122754aac4c8f8e790dbb7869cc0b
com.cleverpine	cp-virava-spring-helper	3.1.7		79f1362b6733e0d848ab25bfe3f3d008a03dd8e4
com.cleverpine	cp-virava-spring-helper	3.1.8		5dd33c0bdf64c92e3803f1a8215530e176f139c8
com.cleverpine	cp-virava-spring-helper	3.1.9		e232075116cf587015277d7897a145953e21f6a3
com.digitalpebble.stormcrawler	storm-crawler-warc	1.10		0cf9bbb69e914a46ad1deed037d8f95d1f889273
com.digitalpebble.stormcrawler	storm-crawler-warc	1.11		1bda265b9c9ba6340ecf7364317debe76fd9df5d
com.digitalpebble.stormcrawler	storm-crawler-warc	1.12		89c4446d0f7987ee433f3eabc8690f782f7c8528
com.digitalpebble.stormcrawler	storm-crawler-warc	1.12.1		0c6feafe08ea484af5382d31c67010d90219b962
com.digitalpebble.stormcrawler	storm-crawler-warc	1.13		43a034385c675e1894aeb493a0eb91236cf0dba9
com.digitalpebble.stormcrawler	storm-crawler-warc	1.14		a41bf2e4b69090b6a80931295c24f41388311614
com.digitalpebble.stormcrawler	storm-crawler-warc	1.15		f70308a2b97b47b97a1392d79371157c28628cd0
com.digitalpebble.stormcrawler	storm-crawler-warc	1.16		eec9467422c41c116ab78af6a03ca469483f1c09
com.digitalpebble.stormcrawler	storm-crawler-warc	1.17		bcc18640243dd687868f11e1c6b1a19b17ce3932
com.digitalpebble.stormcrawler	storm-crawler-warc	1.18		6ecb0912bc950b1c340c6aa7b289bb10d51a5e60
com.digitalpebble.stormcrawler	storm-crawler-warc	1.2		cec7d3a270dc668a8b9971b3c97a4b6541f806ef
com.digitalpebble.stormcrawler	storm-crawler-warc	1.3		0a15236aab692a57289c7acb039cc395d8237259
com.digitalpebble.stormcrawler	storm-crawler-warc	1.4		809cb02fffa911735778aeb519dc883dd08ee35f
com.digitalpebble.stormcrawler	storm-crawler-warc	1.5		8e4f236a5a9bbade8c96ca95f54729a3d260fe04
com.digitalpebble.stormcrawler	storm-crawler-warc	1.5.1		12a8b8012963da12e22e5a466a01d2a0276d6553
com.digitalpebble.stormcrawler	storm-crawler-warc	1.6		1cd22e8c24ea09bb988ba4edc9b1d95106e70e8a
com.digitalpebble.stormcrawler	storm-crawler-warc	1.7		9a2e276605e59bdcc81aaae0399daf60ee64d7eb
com.digitalpebble.stormcrawler	storm-crawler-warc	1.8		f3fa9ac96d7cfef62e5b8fe93c50f57826bcad95
com.digitalpebble.stormcrawler	storm-crawler-warc	1.9		6d0cd54fae02b6d0c510be1af5cf51eb58c2e969
com.digitalpebble.stormcrawler	storm-crawler-warc	2.0		11bbfabc26dbd588e880a03438040de1eca2c8ad
com.digitalpebble.stormcrawler	storm-crawler-warc	2.1		47152ce1c8c901cb9f92941d00e5325ceecafed1
com.digitalpebble.stormcrawler	storm-crawler-warc	2.10		7abf811965813a81d87dfe0b56643fadc85dd152
com.digitalpebble.stormcrawler	storm-crawler-warc	2.11		2e6e9ad16d463bcf8d631fcd5e6165a05158f8fe
com.digitalpebble.stormcrawler	storm-crawler-warc	2.2		067336a8fcbb3074e45c18f74833d6c566094deb
com.digitalpebble.stormcrawler	storm-crawler-warc	2.3		9c009634035aecd5ce08d75a5d890cc75452495e
com.digitalpebble.stormcrawler	storm-crawler-warc	2.4		566dca5a72c6796033ee8e767057d13375159564
com.digitalpebble.stormcrawler	storm-crawler-warc	2.5		5271d3ccb74ae67f1750c02c1cad86cd5e0fd96c
com.digitalpebble.stormcrawler	storm-crawler-warc	2.6		a4b100a92e14ee99c5ef2ea0e60ec88efadf081d
com.digitalpebble.stormcrawler	storm-crawler-warc	2.7		b7f79bfa77e58ccbc63528af051136bcad83090f
com.digitalpebble.stormcrawler	storm-crawler-warc	2.8		b92858c03d18a672b4bbddf766f7a5a406375cc6
com.digitalpebble.stormcrawler	storm-crawler-warc	2.9		3c8d2fc6ab48ad22372328d0ffc178ee4a08922f
com.gitee.gtman	dust-service-core	2.0.20180720		5f3b0b3c181dbb40bd352c289b5cc26742b2083f
com.github.michaelruocco.idv	idv-context-spring-app	0.1.0		b3bca4e222fe5d691ac7b2896be127eaca17c972
com.github.michaelruocco.idv	idv-context-spring-app	0.1.1		1886519c872a813a94e0b6696a2c6a0942853084
com.github.michaelruocco.idv	idv-context-spring-app	0.1.10		deccd13dc2034a6b7edfe22263bc867e5e610d1e
com.github.michaelruocco.idv	idv-context-spring-app	0.1.11		f7ce49b815f1d6e18eb399bc8d2fe6be1a2de5c7
com.github.michaelruocco.idv	idv-context-spring-app	0.1.12		6d9598cae89f77e4d126b7bea0240e2d49e00790
com.github.michaelruocco.idv	idv-context-spring-app	0.1.13		c296359f0372b346d0f8cc47668ee12d65dd1e3e
com.github.michaelruocco.idv	idv-context-spring-app	0.1.14		f2a9fcdcaa018ce8dc7d04080ac2df8bc8d6df5c
com.github.michaelruocco.idv	idv-context-spring-app	0.1.15		88c2ddc395b1cf31b806feb77236527b50863f7d
com.github.michaelruocco.idv	idv-context-spring-app	0.1.16		6ff548a5ad20ff88d6300302de5945e46c369fc3
com.github.michaelruocco.idv	idv-context-spring-app	0.1.17		77ee163c925baa24b8294576300f2ca959cd0a0e
com.github.michaelruocco.idv	idv-context-spring-app	0.1.18		5bc3d805b3f6d23f3424a3ed95b4f5be12927593
com.github.michaelruocco.idv	idv-context-spring-app	0.1.19		8603e26fc4fb8a8e128badec5b71e179d844946e
com.github.michaelruocco.idv	idv-context-spring-app	0.1.2		d12df446dc4c9f6da2b552c1dd459f5d4641f11b
com.github.michaelruocco.idv	idv-context-spring-app	0.1.20		4ea490d57e987fe2bcaeb5d0b15acc15da66341b
com.github.michaelruocco.idv	idv-context-spring-app	0.1.21		b4a5575e1628630c2f189744dd5949e902fe9439
com.github.michaelruocco.idv	idv-context-spring-app	0.1.22		f80b204c3e7640cb8b02ce30cd60a1f414028fdb
com.github.michaelruocco.idv	idv-context-spring-app	0.1.24		2d41c904c6355a9e937ae09516cdb0c4ab1a2d9a
com.github.michaelruocco.idv	idv-context-spring-app	0.1.3		c3280cc443e1f2412cf5bbf628be413e6f102e2b
com.github.michaelruocco.idv	idv-context-spring-app	0.1.4		713b51cd03131297a7cb36d2a9082a5a0a3be663
com.github.michaelruocco.idv	idv-context-spring-app	0.1.5		c9e980332867122b15e00d09bc4bc643cc9bbad9
com.github.michaelruocco.idv	idv-context-spring-app	0.1.6		12067b4939e5c8fab19f4302b53cf8fed39b91cf
com.github.michaelruocco.idv	idv-context-spring-app	0.1.7		0da95103af1c3dd5b20a5415e6e2b509c65593e7
com.github.michaelruocco.idv	idv-context-spring-app	0.1.8		27c19746a72e451bb95dc105a2d9141cb8191c6d
com.github.michaelruocco.idv	idv-context-spring-app	0.1.9		eb5c0e44ed1f8e3112a1ecaf90d94df8aa27ff20
com.github.ulisesbocchio	jasypt-spring-boot	1.10		ba5821b49526198b27dc9405ba680056b329f9b9
com.github.ulisesbocchio	jasypt-spring-boot	1.11		b2422e02ebda0ef1e1301b2b3a36395ace77ce46
com.github.ulisesbocchio	jasypt-spring-boot	1.12		cd958d492ba14757e40746746aa9d55556fc1171
com.github.ulisesbocchio	jasypt-spring-boot	1.13		8340b3fe590cae9d5b5cc9a6c721fe8b8ff6ee8e
com.github.ulisesbocchio	jasypt-spring-boot	1.14		6dde65d3e7631d9deea3d4712c50779c55230579
com.github.ulisesbocchio	jasypt-spring-boot	1.15		c86c09607a238d489b47226f2a6b29edc4d342ff
com.github.ulisesbocchio	jasypt-spring-boot	1.16		e31ca25e9b12a612938b77c43770f18a1b657055
com.github.ulisesbocchio	jasypt-spring-boot	1.17		41f81b6d8d504a84f168721ec9cc188273e13cd4
com.github.ulisesbocchio	jasypt-spring-boot	1.18		70b3db6f7186857f6545cec7aca7fa465406c7e6
com.github.ulisesbocchio	jasypt-spring-boot	1.2		4228270990469af32cf0160d70185471c30b9988
com.github.ulisesbocchio	jasypt-spring-boot	1.3		1e2b2f16b19f6f912bdd1e0d14afa55c43f91194
com.github.ulisesbocchio	jasypt-spring-boot	1.4		b6384703b599dea78f6e8c8961e5583265f504db
com.github.ulisesbocchio	jasypt-spring-boot	1.4-java7		ab449e1af0cf5de592264c1b2a1839b2f099acbe
com.github.ulisesbocchio	jasypt-spring-boot	1.5		28c3cdf51825ae43ec31a037aaa95adc67323adb
com.github.ulisesbocchio	jasypt-spring-boot	1.5-java6		5c2d26652785f66b2f36dd3e4e2203a21ed8c074
com.github.ulisesbocchio	jasypt-spring-boot	1.5-java7		ed4185bd0be84dece54c5d9ff70c226279f618f2
com.github.ulisesbocchio	jasypt-spring-boot	1.6		0933992aa405abe8b10ea9a408e18d5a86c44e68
com.github.ulisesbocchio	jasypt-spring-boot	1.7		e23aa596001da13470544e3480b271f9508dbcd2
com.github.ulisesbocchio	jasypt-spring-boot	1.8		43a5f4b8cd6550ec5279ff5bf31ae2359c23ce8c
com.github.ulisesbocchio	jasypt-spring-boot	1.9		3acec2f595588611720e57aa822554aecad17a79
com.github.ulisesbocchio	jasypt-spring-boot	2.0.0		bebe02fa3d238e0b8ca97a913ccb4c001c2a4b56
com.github.ulisesbocchio	jasypt-spring-boot	2.1.0		9303cac209cd06ae9f79f19b0014514d6098e609
com.github.ulisesbocchio	jasypt-spring-boot	2.1.1		4130916eea9987c644997ead370619f49fdbe940
com.github.ulisesbocchio	jasypt-spring-boot	2.1.2		fd5a37435f0dc69166391027ddc05f1ed2739998
com.github.ulisesbocchio	jasypt-spring-boot	3.0.0		1c95cc5c9ade4af83fdc85b05d955ce61affa247
com.github.ulisesbocchio	jasypt-spring-boot	3.0.1		a7fbc10850f40fa4bde027e3783bc816c079738b
com.github.ulisesbocchio	jasypt-spring-boot	3.0.2		3d1aac8a160961695355948f6763dc721bd87350
com.github.ulisesbocchio	jasypt-spring-boot	3.0.3		b841a2e9adb4a6590aef28fe2fd8f7c52288d190
com.github.ulisesbocchio	jasypt-spring-boot	3.0.4		0c45792cc2f5041456bb29e8029e77aa8bdf48c1
com.github.ulisesbocchio	jasypt-spring-boot	3.0.5		b75dd4d668ccaf176e89846b37ef0ba1c80149ec
com.github.zengfr	easymodbus4j-client	0.0.4		122529587be5948c09703b29cfd95340f021e4eb
com.github.zengfr	easymodbus4j-client	0.0.5		d4a3603a3970bcdc88b6fcc3f757ec8ca72eb175
com.jdcloud.sdk	dcap	1.0.1		8a044e84c595aa8813243713dd20ba92e4b3cfbc
com.mapp.intelligence.tracking	tracking	0.0.1		3384797be9d421e0ddee72993b94febad6be334c
com.mapp.intelligence.tracking	tracking	0.0.12		685522235a5c527c7015a63570b6db02c77c862d
com.mapp.intelligence.tracking	tracking	0.0.13		a2556558073c6a45478d3864097a0c158e37492e
com.mapp.intelligence.tracking	tracking	0.0.14		102201a3f50ddcc54bf2a88d6efd4b71633305f1
com.mapp.intelligence.tracking	tracking	0.0.15		3c79b19f4c195d74b94e92a4537f7a95446992e4
com.mapp.intelligence.tracking	tracking	0.0.16		6baa2b0104ac2f2c101c76e2c2b3086690307dbd
com.mapp.intelligence.tracking	tracking	0.0.17		ba02e91671c08e0fee32c6312998bf16abbf30ba
com.mapp.intelligence.tracking	tracking	0.0.22		9ce2949a57dfa36841dadda1855dff7c8a84e687
com.mapp.intelligence.tracking	tracking	0.0.4		6b952abef9782ef0133b15c3d6088cdfb32305bd
com.mapp.intelligence.tracking	tracking	0.0.5		58a6cf9b3a2fbdf23a2431f1b92e00b665a5bcdb
com.mapp.intelligence.tracking	tracking	0.0.8		8f6910f126583d4555c221cf6f3dc94c1911e220
com.mapp.intelligence.tracking	tracking	0.0.9		4ea92aafe3b01f4823a5911ca40bf690d6de407a
com.mapp.intelligence.tracking	tracking	0.1.0		16e653d040c4089829ccacbefcfe90ab118f7039
com.mapp.intelligence.tracking	tracking	0.1.3		58dc4b35344df6570d6897e4740de6f2346ac475
com.mapp.intelligence.tracking	tracking	0.1.4		749fbbb68cbcd8bcbaaf3648e91486da1fda41ce
com.mapp.intelligence.tracking	tracking	0.1.5		a998eb1fd2ceacdb07fde82b0f7077e7c8897906
com.mapp.intelligence.tracking	tracking	0.2.0		3a5b9dc5861b013e27d8eb40c11e1567d3d1d390
com.mapp.intelligence.tracking	tracking	0.2.3		c85dedaf2214d27223bb815cb119d513c893b595
com.mapp.intelligence.tracking	tracking	0.2.4		140d81728d03fe213efd6485b9b5c2c0db065255
com.nrinaudo	kantan.codecs-enumeratum-laws_sjs1_2.13	0.5.2		12d41e85d58990207d56c0b920b7b0d1ee364e10
com.nrinaudo	kantan.codecs-enumeratum-laws_sjs1_2.13	0.5.3		a9eec4a6f5bba61f1ce534a6b24cfa29c8a4219a
com.nrinaudo	kantan.codecs-enumeratum-laws_sjs1_2.13	0.6.0		e5f72a755cbab18e658f5bd005544dbc9df8d424
com.pauldijou	jwt-upickle_2.11	0.10.0		b2f46cdb7d6de3494b89182059fa00e299aca4a0
com.pauldijou	jwt-upickle_2.11	0.11.0		7ce5a747a95d9e02cc75e42730a20c70d857de4a
com.pauldijou	jwt-upickle_2.11	0.12.0		63468e64cf903d957bff452ef7138389e568448d
com.pauldijou	jwt-upickle_2.11	0.12.1		c644d6213863c2fc001c7c9a3b393bf09c335f82
com.pauldijou	jwt-upickle_2.11	0.13.0		a6d1ac51b558fbc723aaadf1c98e63e107c205ba
com.pauldijou	jwt-upickle_2.11	0.14.0		e94c183416476f24fe8b3b73194b3eda0c45d96c
com.pauldijou	jwt-upickle_2.11	0.14.1		0e3acba523190f5c99f6a305bba144f37b3ccf08
com.pauldijou	jwt-upickle_2.11	0.16.0		c5dbe8b5ee711722ff99f8e78de982a72b8a0c89
com.pauldijou	jwt-upickle_2.11	0.17.0		7430e8c3ba2f75f7362c49e512883c8289f603ec
com.pauldijou	jwt-upickle_2.11	0.18.0		94715b3754e788a52bdfb4ddd43e39f3121a7d36
com.pauldijou	jwt-upickle_2.11	0.19.0		92f8baee838b37e98d3f6f826fc492f1ae52fff2
com.pauldijou	jwt-upickle_2.11	1.0.0		852853bbdc6c3436e94aaed1e61e9205615ac06f
com.pauldijou	jwt-upickle_2.11	1.1.0		f8002bf97f2bd671373882e13b23a7101e4b7e8a
com.pauldijou	jwt-upickle_2.11	2.0.0		7977351eb91bf1ea6beec78d294906429280d6af
com.pauldijou	jwt-upickle_2.11	2.1.0		cee214e9d7c4208cc989560c26e3a2d163a88d00
com.pauldijou	jwt-upickle_2.11	3.0.0		16a632ab61096a88e6de06a6619097518b094a1f
com.soywiz	korlibs-compression-lzma-iossimulatorarm64	6.0.0-alpha1		N/A
com.soywiz	korlibs-compression-lzma-iossimulatorarm64	6.0.0-alpha1	metadata	52db554797edbe87ffbd2ace0ad5b7cf28266b4f
com.soywiz	korlibs-compression-lzma-iossimulatorarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-compression-lzma-iossimulatorarm64	6.0.0-alpha2	metadata	8998c211995ce8baa92a9fddd4a54c1423d33ec7
com.splendo.kaluga	test-utils-media-js	1.2.0		N/A
com.splendo.kaluga	test-utils-media-js	1.2.1		N/A
com.splendo.kaluga	test-utils-media-js	1.3.0		N/A
com.splendo.kaluga	test-utils-media-js	1.3.1		N/A
com.splendo.kaluga	test-utils-media-js	1.4.0		N/A
com.unvired	android-sdk	3.0.135		N/A
com.unvired	android-sdk	3.0.145		N/A
com.unvired	android-sdk	3.0.146		N/A
com.unvired	android-sdk	3.0.147		N/A
com.unvired	android-sdk	3.0.187		N/A
com.unvired	android-sdk	3.0.188		N/A
com.unvired	android-sdk	3.0.189		N/A
com.unvired	android-sdk	3.0.193		N/A
com.unvired	android-sdk	3.0.194		N/A
com.unvired	android-sdk	3.0.205		N/A
com.unvired	android-sdk	4.0.132		N/A
com.unvired	android-sdk	4.0.55		N/A
com.unvired	android-sdk	4.0.63		N/A
com.wudgaby.platform	ip-access-spring-boot-starter	1.0.2		2fd46f7a091ce56a7834171cb20740c5d62e044c
com.wudgaby.platform	ip-access-spring-boot-starter	1.0.4		4f95549fe9c4ddcda621f978559120349609f10b
