africa.shuwari	version-zio-prelude_sjs1_3	0.5.0		c08cb3092be6d3c41ffc4a9f2581e65914147137
org.activiti.cloud.rb	activiti-cloud-services-core	7.0.0.RC1		88a0cbcb13406f0c909743595681518a55123ce3
org.activiti.cloud.rb	activiti-cloud-services-core	7.0.0.RC2		37bba56151ea5f46df8247896ee8ad4d05d1d838
org.activiti.cloud.rb	activiti-cloud-services-core	7.0.0.SR1		6a7aa7e802c0a5a9dcb335e9d61a94e6f1dfe870
org.activiti.cloud.rb	activiti-cloud-services-core	7.1.0.M1		74b11f2b457f4ce08e6d163adee51592ebe71cdf
org.activiti.cloud.rb	activiti-cloud-services-core	7.1.0.M2		e94600d6afa01d80c3212371f2a6c4d576aff4f7
org.activiti.cloud.rb	activiti-cloud-services-core	7.1.0.M3.1		61aa565c3b607f37f11631fb4387396f835994d6
org.activiti.cloud.rb	activiti-cloud-services-core	7.1.0.M4		570c6402c429092761dd47f837f211a2c39793f5
org.activiti.cloud.rb	activiti-cloud-services-core	7.1.0.M5		9a01824332f493f6928a2296649c44785526533c
org.activiti.cloud.rb	activiti-cloud-services-core	7.1.0.M6		3f6ec19dba1dc08fbdd9414ad3b800847092e7ab
org.apache.aries.async	org.apache.aries.async.impl	1.0.1		5e9da9fbf6d847890383a477bd7035211cc0a217
org.apache.commons	commons-lang3	3.0		8873bd0bb5cb9ee37f1b04578eb7e26fcdd44cb0
org.apache.commons	commons-lang3	3.0.1		4c3f3e51174a0260a2c5e78da49fac4710803aa5
org.apache.commons	commons-lang3	3.1		905075e6c80f206bbe6cf1e809d2caa69f420c76
org.apache.commons	commons-lang3	3.10		e155460aaf5b464062a09c3923f089ce99128a17
org.apache.commons	commons-lang3	3.11		68e9a6adf7cf8eb7e9d31bbc554c7c75eeaac568
org.apache.commons	commons-lang3	3.12.0		c6842c86792ff03b9f1d1fe2aab8dc23aa6c6f0e
org.apache.commons	commons-lang3	3.13.0		b7263237aa89c1f99b327197c41d0669707a462e
org.apache.commons	commons-lang3	3.14.0		1ed471194b02f2c6cb734a0cd6f6f107c673afae
org.apache.commons	commons-lang3	3.15.0		21581109b4be710ea4b195d5760392ec284f9f11
org.apache.commons	commons-lang3	3.16.0		3eb54effe40946dfb06dc5cd6c7ce4116cd51ea4
org.apache.commons	commons-lang3	3.17.0		b17d2136f0460dcc0d2016ceefca8723bdf4ee70
org.apache.commons	commons-lang3	3.2		4ff27bd725ae39f616e4ecdd08c27978cef749ec
org.apache.commons	commons-lang3	3.2.1		66f13681add50ca9e4546ffabafaaac7645db3cf
org.apache.commons	commons-lang3	3.3		05ccde9cb5e3071eaadf5d87a84b4d0aba43b119
org.apache.commons	commons-lang3	3.3.1		6738a2da2202ce360f0af90aba005c1e05a2c4cd
org.apache.commons	commons-lang3	3.3.2		90a3822c38ec8c996e84c16a3477ef632cbc87a3
org.apache.commons	commons-lang3	3.4		5fe28b9518e58819180a43a850fbc0dd24b7c050
org.apache.commons	commons-lang3	3.5		6c6c702c89bfff3cd9e80b04d668c5e190d588c6
org.apache.commons	commons-lang3	3.6		9d28a6b23650e8a7e9063c04588ace6cf7012c17
org.apache.commons	commons-lang3	3.7		557edd918fd41f9260963583ebf5a61a43a6b423
org.apache.commons	commons-lang3	3.8		222fc4cf714a63f27cbdafdbd863efd0d30c8a1e
org.apache.commons	commons-lang3	3.8.1		6505a72a097d9270f7a9e7bf42c4238283247755
org.apache.commons	commons-lang3	3.9		0122c7cee69b53ed4a7681c03d4ee4c0e2765da5
org.apache.hudi	hudi-hadoop-common	0.15.0		a8b624af35f5541ad56b9125e6af8b958c848281
org.apache.hudi	hudi-hadoop-common	1.0.0		c7a25fe718fd259acd88223cc8554b2dd11f944e
org.apache.hudi	hudi-hadoop-common	1.0.0-beta2		9d99646cfa98068234cc4a2d82292a1dfe6a1033
org.apache.hudi	hudi-hadoop-common	1.0.1		aeec1b484f3bd564b2f5be704ddf4b110106d3c7
org.apache.hudi	hudi-hadoop-common	1.0.2		7a14f3492fca816741185940e142a5adb10ccdf3
org.appverse.web.tools.projectgenerator	appverse-web-tools-project-generator	1.3-ALPHA_1		963effeb1421ad768a3b2ce75587090d40ad8255
org.appverse.web.tools.projectgenerator	appverse-web-tools-project-generator	1.3-RELEASE		c0fae60fc34b01ba1b835a9277dd604011f67039
org.appverse.web.tools.projectgenerator	appverse-web-tools-project-generator	1.4-RELEASE		7f892b0ad1c58d4b6e643f103401f1ec3e0f00ee
org.codehaus.sonar-plugins.php	php-checks	2.0		4516091c0a3a250e10d8b5a68a25ac40a4004591
org.codehaus.sonar-plugins.php	php-checks	2.1		97728e6972ad077e77e0c79e0f2e0057cf2cefe0
org.codehaus.sonar-plugins.php	php-checks	2.2		1d7e404f3ac4b90ee9ad0afd31278746c9e34aa1
org.codehaus.sonar-plugins.php	php-checks	2.3		268b1696970c166664aef52c6110ba4b502ac56d
org.codehaus.sonar-plugins.php	php-checks	2.4		cc81ea922cef5a18e61fa1c8a2991962c218aba8
org.codehaus.sonar-plugins.php	php-checks	2.4.1		eb756be2a5730c6747b730560b8279d3cafbaec8
org.coderic.ws	sunat	0.0.1		3c9baf0acf4c12c9de2bc289aedbc75c4a95e35c
org.danbrough.touchlab	stately-collections-androidnativearm32	1.2.4		N/A
org.danbrough.touchlab	stately-collections-androidnativearm32	1.2.4_01		N/A
org.drewcarlson	objectstore-protobuf-iosx64	0.0.2		N/A
org.drewcarlson	objectstore-protobuf-iosx64	0.0.2	metadata	0ebc619656fa241bd63ecabfc643f936e55afbd2
org.drewcarlson	objectstore-protobuf-iosx64	0.1.0		N/A
org.drewcarlson	objectstore-protobuf-iosx64	0.1.0	metadata	c70fae711bc09f42acc4ff34ce918077011fa200
org.drewcarlson	objectstore-protobuf-iosx64	0.2.0		N/A
org.drewcarlson	objectstore-protobuf-iosx64	0.2.0	metadata	50e29aa2b990d178b4bd57ab130fdef313fa4952
org.eclipse.aether	aether-ant-tasks	0.9.0.M3		c098e824fc5380a5ea4cc8ea2f55aa1c9e6c24b5
org.eclipse.aether	aether-ant-tasks	0.9.0.M3	uber	b84cab736b8a367b517a3582df2e6855cbbd85ed
org.eclipse.aether	aether-ant-tasks	0.9.0.M4		3d9dd6fbf95769ef9299b1e112baebcd80218b74
org.eclipse.aether	aether-ant-tasks	0.9.0.M4	uber	12247ac86e6b345303e5525f02b9c524842e7bf0
org.eclipse.aether	aether-ant-tasks	0.9.0.M4	uber-sources	f69d69b905ffa987b88eab7a029b0ffad4155b84
org.eclipse.aether	aether-ant-tasks	0.9.0.v20140226		a20ad148dc4f278e3744942d325cd2519cad296b
org.eclipse.aether	aether-ant-tasks	0.9.0.v20140226	uber	e072e09e2e6bd04dbc5b8e0fb7e39ba6fa3095f8
org.eclipse.aether	aether-ant-tasks	0.9.0.v20140226	uber-sources	ae84f9d6e8a0203015967fc59e913691f958db5f
org.eclipse.aether	aether-ant-tasks	1.0.0.v20140518		645ab87ea4a3238ed29467d36e0c4fcb3f28e308
org.eclipse.aether	aether-ant-tasks	1.0.0.v20140518	uber	95dadd03392a75564904da45108cf048abe6e5bb
org.eclipse.aether	aether-ant-tasks	1.0.0.v20140518	uber-sources	123a7b73ce20b5463afb2bf0c3e4ee8e1fa1b3f0
org.eclipse.aether	aether-ant-tasks	1.0.1.v20141111		188bb1a8bb258bda705ea4f1c3f97f5a523033a2
org.eclipse.aether	aether-ant-tasks	1.0.1.v20141111	uber	9ff596e7b68b77a5cbd9e112f1835329a939d828
org.eclipse.aether	aether-ant-tasks	1.0.1.v20141111	uber-sources	f15ac91962939d5cee005baed39e86f8ffcbff51
org.eclipse.dataspaceconnector	aws-s3	0.0.1-milestone-4		ab4234c723eb54b185653aeebb89201f234b4df9
org.eclipse.dataspaceconnector	aws-s3	0.0.1-milestone-5		c9a86c7e414965f048ddc1e5e9e4ff2710633704
org.eclipse.dataspaceconnector	aws-s3	0.0.1-milestone-5.1		aeb3750bdc8387cdde60008bd7ae62246cf9a8d2
org.htmlunit	htmlunit	3.0.0		90fd6da28aac5a40d33cb0b7babfcd402bfa6db2
org.htmlunit	htmlunit	3.1.0		e24c7511a841ea335e1cccb05674cb6fdd502a62
org.htmlunit	htmlunit	3.10.0		ea4139db4f4f0a8bb1a4c3f30fe6e6f64b7a43c9
org.htmlunit	htmlunit	3.11.0		32c13070da8dd326ec101115cb6b6d45d12e7588
org.htmlunit	htmlunit	3.2.0		14402168095a0327939e3b4c9f094c968f0c0110
org.htmlunit	htmlunit	3.3.0		7839a007b52b9c704b4ae3c14c6ab16e4469096d
org.htmlunit	htmlunit	3.4.0		b48db09235263b9d83a5e57c7ca1c0dafb70aa42
org.htmlunit	htmlunit	3.5.0		8821c36bec10363429c547bcd89e005b92d69bc0
org.htmlunit	htmlunit	3.6.0		5672e56e778efe02e26f992b8e5040ab392fdffe
org.htmlunit	htmlunit	3.7.0		351265ebe0a0c5188928a3a892e6f3214eff1db2
org.htmlunit	htmlunit	3.8.0		e9cda3771e8e59da5a3bd0caecf4f4a573f9402e
org.htmlunit	htmlunit	3.9.0		860e34e914fe0f484f774a092c389d756255ed1b
org.htmlunit	htmlunit	4.0.0		100b7ea9f8e9a2e98f01b5e82e24a1cdea60445a
org.htmlunit	htmlunit	4.1.0		8f35a1a45480e8eb7b271544eec79099c3d8b386
org.htmlunit	htmlunit	4.10.0		464e3ad3bf10fb92c169d7bb6416213b4dcdb59b
org.htmlunit	htmlunit	4.11.0		9a52f6a889d0915b211873049817794a8089505f
org.htmlunit	htmlunit	4.11.1		1aa5430c03376ddb2dd78fd34281fe5b58b0f17f
org.htmlunit	htmlunit	4.2.0		7caf4442ecd2c5a990c2f891cb8a0870057bad2d
org.htmlunit	htmlunit	4.3.0		5dd7c686b00979ea262a2010147501619033adcf
org.htmlunit	htmlunit	4.4.0		9c03ad60857ca200243d4e7986024a783a5e334a
org.htmlunit	htmlunit	4.5.0		9625516c193b3f68019543ca6cd3ed18c58798b2
org.htmlunit	htmlunit	4.6.0		6324421d06b2d240d1cc268ee582949f2aa98238
org.htmlunit	htmlunit	4.7.0		d6683da3520bae6b5d029372741cae2f2e3792cc
org.htmlunit	htmlunit	4.8.0		358a92d0dfb050994317f176f4ee39879264e52b
org.htmlunit	htmlunit	4.9.0		7c62d519a830ad561c193f2bcce64a2233909cec
org.juzu	juzu-booking	0.4.2		c03410b53d3538e95adf9c936a99b4c3bc47daf9
org.juzu	juzu-booking	0.4.3		fed1bba5956ccf296426861fe8cc3b20498ebba1
org.juzu	juzu-booking	0.4.4		01c7269d14da0a71653a713bbbd03a2cdb4167bf
org.juzu	juzu-booking	0.5.0		4db461f111f938b8f9c30eb08bd2be45ff4e95c1
org.juzu	juzu-booking	0.5.1		8e945f075b30111bd9f61d0b83b567ff5b9f5a34
org.juzu	juzu-booking	0.5.2		7873df29acb9cbedb62504bd91b67d4a81e99902
org.juzu	juzu-booking	0.5.3		5c8b8f0903bef7266e82b48fa70aca9606c01dcc
org.juzu	juzu-booking	0.6.0		aa4632facb65059f43807b850d750652af42d487
org.juzu	juzu-booking	0.6.0-beta1		0f88a53f8d388dcfa97146956e9f470ccf8b1176
org.juzu	juzu-booking	0.6.0-beta10		ac1363511a481d2722fe3e5a19dbdc1542f3701f
org.juzu	juzu-booking	0.6.0-beta11		e2920333670f9e69d933568b1783bff99d5fd378
org.juzu	juzu-booking	0.6.0-beta12		67533cf36124a7d76cc742a39d9fec3f01b02968
org.juzu	juzu-booking	0.6.0-beta13		106fce0c2925bb0cf99c8aaf672886bdf57a7b33
org.juzu	juzu-booking	0.6.0-beta14		86ffa48dd8cb54fcd65780bbdf4da260e68e9d23
org.juzu	juzu-booking	0.6.0-beta15		c56e3b55910c8d122e5fff24b2dac2670f9c93d0
org.juzu	juzu-booking	0.6.0-beta16		e1a1233131d4b13ff3c9aa2ea8818e5b4a955418
org.juzu	juzu-booking	0.6.0-beta17		13b203b6ca6f614d172983a761f8243c2f76b25b
org.juzu	juzu-booking	0.6.0-beta18		406b3ebb9d0b813a0e8360491e05d43e1be407cb
org.juzu	juzu-booking	0.6.0-beta2		fa1745d4d09f95b58c969a1beb361f30b489975e
org.juzu	juzu-booking	0.6.0-beta3		be041471cfbaf958861704785bbfdfa581431bb8
org.juzu	juzu-booking	0.6.0-beta4		d346d9260853ac8b7d0359fca789a966016d81ca
org.juzu	juzu-booking	0.6.0-beta5		905311566ed83e2a020875646380e28a374ac0bc
org.juzu	juzu-booking	0.6.0-beta6		e03263ae8b2a132b9c9d1d4a17ba7381a6de1718
org.juzu	juzu-booking	0.6.0-beta7		4d8a06b1c0ae5efa57fe8d85255cdef09d6867de
org.juzu	juzu-booking	0.6.0-beta8		30523c253bd9c2a7fc2d1704fe3b0d506a11c7fa
org.juzu	juzu-booking	0.6.0-beta9		fb7e68079a893c091730a6f87fd46ebe6d224925
org.juzu	juzu-booking	0.6.0-cr1		37766ad29c37de8b898a3a70b7845599ffd7e07d
org.juzu	juzu-booking	0.6.0-cr2		7deaece1639742a44f7bfdce001725cd7f623b67
org.juzu	juzu-booking	0.6.0-cr3		bc99b6a1bdd526c4b65581669837c67927abf917
org.juzu	juzu-booking	0.6.0-cr4		3315dc30dab60f8a502d5c6050120b2b41efffb5
org.juzu	juzu-booking	0.6.1		37a942a32c05cc6733c5031222519cbc3d8dc9b6
org.juzu	juzu-booking	0.6.2		79479cfa95a709303548ff2c6530ce2eb153623c
org.juzu	juzu-booking	0.7.0		N/A
org.juzu	juzu-booking	0.7.0-beta1		64d4f45df2cd0bbb0ef3bdfe1fa4cdb256c5e51c
org.juzu	juzu-booking	0.7.0-beta10		1b3dac89b506c27c9438b702e5952c559bd93e33
org.juzu	juzu-booking	0.7.0-beta11		ca73d21d41ff911cfd23318c7542da7b6d7c2867
org.juzu	juzu-booking	0.7.0-beta12		34df718bf9efbf64ad69b5397e4a47fc656ab1c8
org.juzu	juzu-booking	0.7.0-beta13		f31f2b70c8610a2a2c320b34f16401c923c8e6bf
org.juzu	juzu-booking	0.7.0-beta14		eca6786b4026fbc510352b5b33c3d472e5e431ca
org.juzu	juzu-booking	0.7.0-beta15		c080724c6de723c341fe8fb26b2693149176f6bb
org.juzu	juzu-booking	0.7.0-beta16		fd20219cfaab876edacd87277f25a41f7d28f547
org.juzu	juzu-booking	0.7.0-beta17		ab7841b4597e3c9d2103e03e6f3d316f25e62483
org.juzu	juzu-booking	0.7.0-beta18		cf0bdde93a7a023a65dc544fb4f307574739f796
org.juzu	juzu-booking	0.7.0-beta19		3b91a1612ab625ac0e1dc602683da4a53d275126
org.juzu	juzu-booking	0.7.0-beta2		161ec7262a97797edb4b92a4b0da0cdde88569dc
org.juzu	juzu-booking	0.7.0-beta20		f70a9996e8d8d3c57e09f815d28cbd789aa8caf8
org.juzu	juzu-booking	0.7.0-beta21		dcdf1a9de690f5f8a6479d43297a9455c839fbec
org.juzu	juzu-booking	0.7.0-beta22		38f78341251a62c2dd3405f1eadef48a9bb047c6
org.juzu	juzu-booking	0.7.0-beta23		88391926a650e6a116f4138a5cd59f4b07d88fa5
org.juzu	juzu-booking	0.7.0-beta24		d206020fdef0dba501e468494655df6a0519fb43
org.juzu	juzu-booking	0.7.0-beta25		541eeecba00bddc7b2ffb09a4fe8603a9bf32a4e
org.juzu	juzu-booking	0.7.0-beta26		N/A
org.juzu	juzu-booking	0.7.0-beta3		3a092229c17270aa66b047815075b67311955277
org.juzu	juzu-booking	0.7.0-beta4		569f06cb86423b55b92e5a6a9f3f11a2d9b75b1d
org.juzu	juzu-booking	0.7.0-beta5		0aa6bc923de42b47ff585d184d543b925464ede4
org.juzu	juzu-booking	0.7.0-beta6		b6c3299810d2bcddb9a99fbeabfd76d46cc9523d
org.juzu	juzu-booking	0.7.0-beta7		8e67f5d1c502ccd47f031ba9aec97eed8d22607b
org.juzu	juzu-booking	0.7.0-beta8		c2fb558ba864b2bd635ee9719fee2016dc8d3d2f
org.juzu	juzu-booking	0.7.0-beta9		8c304a2a38d3ef1e8e203fc1b56007649ff1a6c8
org.juzu	juzu-booking	0.7.0-cr1		N/A
org.juzu	juzu-booking	0.8.0		N/A
org.juzu	juzu-booking	0.8.0-beta1		N/A
org.juzu	juzu-booking	0.8.0-beta2		N/A
org.juzu	juzu-booking	0.8.0-beta3		N/A
org.juzu	juzu-booking	0.8.0-beta4		N/A
org.juzu	juzu-booking	0.8.0-beta5		N/A
org.juzu	juzu-booking	0.8.0-beta6		N/A
org.juzu	juzu-booking	0.8.0-beta7		N/A
org.juzu	juzu-booking	1.0.0		N/A
org.juzu	juzu-booking	1.0.0-beta1		N/A
org.juzu	juzu-booking	1.0.0-beta2		N/A
org.juzu	juzu-booking	1.0.0-beta3		N/A
org.juzu	juzu-booking	1.0.0-cr1		N/A
org.juzu	juzu-booking	1.0.0-cr2		N/A
org.juzu	juzu-booking	1.1.0		N/A
org.juzu	juzu-booking	1.1.0-M1		N/A
org.juzu	juzu-booking	1.1.1		N/A
org.juzu	juzu-booking	1.1.1-M01		N/A
org.juzu	juzu-booking	1.1.1-RC01		N/A
org.juzu	juzu-booking	1.1.2		N/A
org.juzu	juzu-booking	1.1.3		N/A
org.juzu	juzu-booking	1.2.0		N/A
org.juzu	juzu-booking	1.2.0-M01		N/A
org.juzu	juzu-booking	1.2.0-M02		N/A
org.juzu	juzu-booking	1.2.0-M03		N/A
org.juzu	juzu-booking	1.2.0-M04		N/A
org.juzu	juzu-booking	1.2.0-M05		N/A
org.juzu	juzu-booking	1.2.0-M06		N/A
org.juzu	juzu-booking	1.2.0-RC01		N/A
org.kie	kie-addons-quarkus-process-svg	10.0.0		6649d638f9d68f4c6448a214d010cc1de138bf7f
org.kohsuke	parallel-junit	1.1		fa40e69ae9d8c3f097dc5b3cb9af84520736ed51
org.lable.oss.dynamicconfig.serialization	json	1.3		9e52734f980e69e9b1f0805ac031de53336e5dd9
org.lable.oss.dynamicconfig.serialization	json	1.4		67e096c466ee49cd11b4fa2791dc2f2547eb279d
org.lable.oss.dynamicconfig.serialization	json	1.5		dbdfb44fc8f05de7c129fd3bf0b2764da88ccbce
org.lable.oss.dynamicconfig.serialization	json	1.5.1		775b0ccee7719f0cdba00b1252483814ab8e974e
org.lable.oss.dynamicconfig.serialization	json	1.6		743cf35d8e5c7fb28d0ab0f1d05c387656004db8
org.lable.oss.dynamicconfig.serialization	json	1.7		fe9d19cb2397bb0ac8d0580c26d2e6de13c257b3
org.mobicents.servlet.sip.testsuite	sip-servlets-test-suite	1.7.0.FINAL		950095ccd8313a0b72c32eae1d6a5d69640ff0e9
org.mobicents.servlet.sip.testsuite	sip-servlets-test-suite	2.0.0.FINAL		9b7afea976390e644ca3eb7df704d02d9da6bcd9
org.mp4parser	isoparser	1.9.27		d1f2459b0e66719f1e09b02e5cdb7cddd55baf9f
org.mp4parser	isoparser	1.9.29		24cbb3e76e5d82f1f763f9f43bbb8d395ee39a95
org.mp4parser	isoparser	1.9.30		2c9869aaf068a2a4c83baf8eb264889a7fe3c4e5
org.mp4parser	isoparser	1.9.31		8608b208b83a3e65df9829234b7b75085515e25f
org.mp4parser	isoparser	1.9.34		b655ce261a7b6af765db272976abaacbd0bde3cb
org.mp4parser	isoparser	1.9.36		3899b69ff42ad9610a835c80855e95942e450d1f
org.mp4parser	isoparser	1.9.37		870453fa8966dc0af97318a0fe3b1fd3a024b4be
org.mp4parser	isoparser	1.9.38		649a4dd831849b87dacdf48333c3811f353b1bf7
org.mp4parser	isoparser	1.9.39		e9672f1aa38b099a098b79932799461c8f2f5796
org.mp4parser	isoparser	1.9.40		cab71b2c0c1b05bb23f7d20c3892154b5a5549e7
org.mp4parser	isoparser	1.9.41		b36cd333537d54fcb2bfbc30ad4999aec99932fe
org.mp4parser	isoparser	1.9.56		a89a00b0315d4a6d82f45c5be9827a13b9ca07f6
org.mvnpm	make-fetch-happen	10.2.1		67181cc3b9ced986174ffe8aa807106d6dec752b
org.mvnpm	make-fetch-happen	14.0.3		2cd26023f4cc0eab0c629bc7cb5647481cb9e184
org.mvnpm	make-fetch-happen	9.1.0		f001214c2b053bb47ae254280772f9c6974b20b4
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.10		c47e57aeaca1ab4a7e4844a815a9f48a006ff356
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.12		1f86f3f9d6d0e3e0935c2a6c4fdf78e726286525
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.13		6f393ae72fec5ddf07d07dc3ae8a4d4d876676cd
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.14		1b681229670dfe2d52ce7a49aac32eac101ba4f1
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.15		e84a59db4649f35ff24c9d4769a20cd1c49e98aa
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.16		475fa2a341bb08aedb1e294444ba580fc5920a5f
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.19		d23b25c912e571f5507a69d65699345b21abffac
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.2		d13f1a6d58d95e0cacbf359e81467915469ced2e
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.20		cc35927b10002a74310af3b7183dd9b6dc96134d
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.21		c341480e409a920fcca23bd93da18de0d1b2b4c1
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.22		a61996851869057cbe8d21275822fec1c0368169
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.23		2d67e2b01129a11ef1faf9d12bd91212cd3140ea
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.24		cf8c72d67ec399f8e47ffbccebc5016b03f81beb
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.3		56e089130e0727e18e35d04b583dac8663099456
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.4		36bd53ad0b54aceb7add17c55994546fe3c20b1a
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.5		8b5f052544fc79b2014d6a2630de993695a4af31
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.6		be2f1073c08c89036b5b30c6376f33332529c8e6
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.7		331c30f7c07acdf9c5743896438ab374097b25fb
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.8		1af5f484249d4c1fa93d781566ae6ec8e47802d9
org.openurp.edu.finalmakeup	openurp-edu-finalmakeup-core	0.0.9		685cd68d8d1034a3c63cc49598f169931ea14675
org.scodec	scodec-spire_2.10	0.1.0		7e328d5eb7d484186ebc121de417f66c8ce07e0a
org.scodec	scodec-spire_2.10	0.2.0		4c62d0b937595e4a99db2ee845592b056efd9fcc
org.scodec	scodec-spire_2.10	0.3.0		3087e9bf85545ee35e3884c906b492aa78ef05f8
org.seedstack	app-composite	15.11		N/A
org.seedstack	app-composite	15.11-M1		N/A
org.seedstack	app-composite	15.11.1		N/A
org.seedstack	app-composite	15.11.2		N/A
org.seedstack	app-composite	15.7		N/A
org.seedstack	app-composite	15.7-M2		N/A
org.seedstack	app-composite	15.7-M3		N/A
org.seedstack	app-composite	15.7-M4		N/A
org.seedstack	app-composite	15.7-M5		N/A
org.springframework.security	spring-security-bom	3.2.0.RELEASE		N/A
org.springframework.security	spring-security-bom	3.2.1.RELEASE		N/A
org.springframework.security	spring-security-bom	3.2.10.RELEASE		N/A
org.springframework.security	spring-security-bom	3.2.2.RELEASE		N/A
org.springframework.security	spring-security-bom	3.2.3.RELEASE		N/A
org.springframework.security	spring-security-bom	3.2.4.RELEASE		N/A
org.springframework.security	spring-security-bom	3.2.5.RELEASE		N/A
org.springframework.security	spring-security-bom	3.2.6.RELEASE		N/A
org.springframework.security	spring-security-bom	3.2.7.RELEASE		N/A
org.springframework.security	spring-security-bom	3.2.8.RELEASE		N/A
org.springframework.security	spring-security-bom	3.2.9.RELEASE		N/A
org.springframework.security	spring-security-bom	4.0.0.RELEASE		N/A
org.springframework.security	spring-security-bom	4.0.1.RELEASE		N/A
org.springframework.security	spring-security-bom	4.0.2.RELEASE		N/A
org.springframework.security	spring-security-bom	4.0.3.RELEASE		N/A
org.springframework.security	spring-security-bom	4.0.4.RELEASE		N/A
org.springframework.security	spring-security-bom	4.1.0.RELEASE		N/A
org.springframework.security	spring-security-bom	4.1.1.RELEASE		N/A
org.springframework.security	spring-security-bom	4.1.2.RELEASE		N/A
org.springframework.security	spring-security-bom	4.1.3.RELEASE		N/A
org.springframework.security	spring-security-bom	4.1.4.RELEASE		N/A
org.springframework.security	spring-security-bom	4.1.5.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.0.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.1.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.10.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.11.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.12.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.13.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.14.RELEASE		d2081a85968f206b9cbae05a56f37c17dfa69e57
org.springframework.security	spring-security-bom	4.2.15.RELEASE		66c645b9fd06ae9bd844300763b7c2a2de4af86c
org.springframework.security	spring-security-bom	4.2.16.RELEASE		7967d4feddc944b70a09d2f80f12d6691e2567c5
org.springframework.security	spring-security-bom	4.2.17.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.18.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.19.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.2.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.20.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.3.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.4.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.5.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.6.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.7.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.8.RELEASE		N/A
org.springframework.security	spring-security-bom	4.2.9.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.0.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.1.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.10.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.11.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.12.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.13.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.14.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.15.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.16.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.17.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.18.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.19.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.2.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.3.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.4.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.5.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.6.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.7.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.8.RELEASE		N/A
org.springframework.security	spring-security-bom	5.0.9.RELEASE		N/A
org.springframework.security	spring-security-bom	5.1.0.RELEASE		9c67a4f672f3b8a65c89b87a91b36e39cbb6c80a
org.springframework.security	spring-security-bom	5.1.1.RELEASE		2e4872b458eb59b2af8c7cc02199da92d9085a3b
